-0.022907-0.019097i,-0.032211-0.033566i,-0.022444-0.019551i,-0.032556-0.020224i,-0.024049+0.0042747i,-0.028634-0.017618i,-0.057808-0.044151i,-0.040253-0.041261i,-0.032607-0.019067i,0.0055716+0.0054801i,-0.003506+0.005985i,-0.010667+0.010979i,0.0031636+0.0069739i,-0.0041858-0.0022521i,0.0028589+0.0017883i,0.004277+0.028i,0.025562+0.019529i,-0.00016446+0.00010357i,-0.0030973-0.0027431i,0.0078594+0.0043261i,0.0019586+0.0004822i,-0.00043202+0.0023308i,-0.00050692+0.00043263i,-0.030334-0.00040976i,-0.0037627-0.004788i,6.0593e-05+0.0024141i,0.0044121-0.00067967i,0.00080031-0.00018198i,-0.0004945-0.00057571i,-0.0012683-0.0017745i,-0.0022388-0.00030591i,-0.0038632-0.004602i,-0.0033693-0.0048102i,0.00052014-0.0011384i,0.00051452-0.002763i,-0.0054207+0.026304i,0.0020866-0.0031014i,0.002199-0.0037538i,0.0041719-0.0023958i,-0.0085317-0.0021514i,0.00067465+0.0011298i,0.012994-0.004053i,-0.0026363+0.00028503i,-0.0030995+0.0013119i,-0.009299-0.0031324i,-0.019503+0.022039i,-0.0076533-0.086047i,-0.0022167-0.060921i,-0.021399-0.053685i,-0.010891-0.045876i,0.054712-0.026178i,0.024304-0.067606i,0.040547-0.053315i,0.019143-0.038649i,0.025872-0.019846i,0.012244+0.012045i,0.026308-0.02995i,-0.0099089+7.2169e-05i,-0.00085323-0.0012883i,-0.0076404-0.0020491i,-0.0050933-0.028772i,-0.021416+0.026643i,0.0078-0.0092309i,-0.010137-0.0038242i,-0.0025481-0.0018279i,-0.00066466-0.014937i,-0.008123+0.0050217i,0.0051175+0.010688i,-0.010973+0.032819i,0.0064748+0.0076147i,-0.0038942-0.0016374i,-0.0022755-0.0015929i,-0.012424-0.0062639i,0.00045896-0.0040188i,-0.033772+0.0023748i,0.0032842-0.0084415i,-0.0076092-0.0023004i,-0.0050902-0.0027936i,0.0068136+0.0015877i,-0.010101+0.00037434i,0.0024868-0.00046242i,0.0066615+0.0077769i,0.0053541+0.0011398i,-0.0080499-0.010337i,0.0025629+0.0076477i,-0.01937+0.0095359i,0.0028553+0.005663i,-0.021178-0.0086007i,-0.02701-0.0052434i,0.01037-0.062671i,0.018469-0.014759i,-0.051675-0.028466i,-0.023361+0.0026027i,0.018807+0.010163i,-0.027067+0.012139i,-0.01255-0.0077042i
0.0020138-0.0071613i,0.0067471-0.031574i,-0.015087-0.01637i,-0.010592-0.015117i,-0.011216-0.016358i,-0.010772-0.012166i,0.014066-0.014185i,0.012377-0.016058i,-0.0059102-0.0068804i,0.0039188-0.00039626i,0.00011495+0.00057803i,-0.00078932+0.00064329i,0.001226-0.00075402i,0.00075792-0.00065004i,-0.0012223-0.0016236i,0.0031811-0.0046661i,-0.0026571+0.00077507i,-0.00067577+0.00021107i,0.00014078-0.0004277i,0.00010931+0.0012631i,-0.00020243+0.0010804i,-0.0004716-9.1546e-05i,0.001186+0.00062048i,-0.0026648+0.0030571i,9.0004e-06+0.00046284i,5.6202e-05+0.00019727i,-0.00050642+0.00027835i,6.4817e-05+0.00020857i,0.0002167+6.9724e-05i,0.00038745-0.00026411i,0.00038704-0.00017968i,0.0012266+0.00032254i,0.00026804-0.00010177i,-6.572e-05-0.00071272i,0.00044902+0.00050291i,0.0084974+0.000635i,0.00033307-0.00013102i,0.0009159+0.00036801i,3.6857e-05-0.00070217i,0.00069464-0.0010617i,0.00010727+0.00042676i,-2.2167e-05-0.00013857i,-0.00031258-0.00078846i,-0.00076781+0.0010425i,-0.0079854-0.0080534i,0.00067282+0.02157i,0.029612-0.00041879i,0.029981-0.0034863i,0.0082751-0.01713i,0.030125+0.0075055i,0.022658+0.029409i,0.026936+0.02038i,0.019318+0.032311i,-0.025641+0.013135i,9.2101e-05-0.0085111i,0.0023165-0.0050142i,0.0059901-0.0068212i,0.0098078+0.0018256i,0.0030838+0.00553i,-0.0057103+0.0071438i,-0.0019862-0.005201i,0.004088+0.0093791i,-0.0034326-0.001708i,0.00031435+0.003033i,0.00010878+0.00062713i,0.0017833-0.0035634i,0.0066893-0.0019727i,-0.0029374-0.00038669i,0.0049204-0.00070096i,-0.0070899-0.00043195i,-0.001529-0.0011048i,9.4913e-05+9.5995e-05i,-0.0047635-0.0023221i,-0.0028818-0.0019913i,-0.011703-0.010988i,0.0023991-0.0019118i,-0.0046324-8.2735e-05i,-0.0017583+0.0016505i,-0.0053072+0.0025377i,0.005149+0.0014065i,-0.0081747-0.0012742i,-0.0024226-0.006295i,-0.0024717-0.0017792i,-0.0060288-0.00062539i,0.0058995-0.0034496i,0.0042863+0.0018801i,0.002418-0.0022674i,0.0011415+0.0053953i,0.0030669+0.0016224i,0.011148+0.0065375i,-0.025581+0.001727i,-0.031891+0.015351i,-0.014169+0.022605i,0.0030977+0.0023083i,0.0062409-0.0057078i,-0.014423+0.0079993i
0.00061052-0.0074143i,0.0012837-0.032269i,-0.017801-0.013397i,-0.013062-0.012348i,-0.014387-0.014283i,-0.012042-0.010349i,0.010115-0.01727i,0.0096152-0.017097i,-0.0074538-0.0059026i,0.0039527-0.001742i,0.00048434+0.0002714i,-0.00018864+0.0010178i,0.00072106-0.00094501i,0.00075453-0.0006688i,-0.0012941-0.0012568i,0.0022947-0.0050562i,-0.0015605+0.001645i,-0.00074028+0.00015657i,-0.00011794-0.00045048i,0.00046364+0.0011312i,0.00018881+0.001317i,-0.00042059+0.00010646i,0.001327+0.00012797i,-0.00075533+0.0033268i,0.0004134+0.00054413i,0.00018562+0.00012553i,-0.0003888+0.00074811i,0.00012589+0.00031163i,0.00022759+5.0358e-05i,0.00041987-0.00016674i,0.00018144-0.00027846i,0.0014129-4.8162e-05i,0.00032595-0.00018957i,-0.00042662-0.00046152i,0.00093121+0.00034944i,0.013943-0.0025715i,0.00012691-5.7101e-05i,0.0010767+0.00012292i,-4.1424e-05-0.00042006i,0.00035682-0.0017614i,0.00040098+0.00053718i,-9.5506e-05-0.00026241i,-0.00062772-0.00033295i,0.00030621+0.0010911i,-0.0089979-0.0060333i,0.0040406+0.022375i,0.029435-0.0046653i,0.029003-0.009253i,0.0032264-0.014548i,0.033148+0.0018203i,0.028133+0.023983i,0.030231+0.012297i,0.021308+0.023299i,-0.020304+0.013709i,-0.0019623-0.0074057i,-0.0011333-0.005229i,0.0027318-0.0087592i,0.0081367-0.0009784i,0.0040161+0.004066i,-0.0019614+0.0093894i,-0.0026374-0.0025592i,0.0053665+0.0072824i,-0.003842-0.0002982i,0.0017247+0.0037916i,0.00099454+0.00049603i,-0.00032826-0.0034155i,0.0068397-0.005719i,-0.0033866+0.00024964i,0.0048989-0.0033192i,-0.0064134+0.0026452i,-0.0018092-0.0013053i,-9.4944e-05-0.00057531i,-0.0045971+0.00071685i,-0.0028771-0.0013546i,-0.013563-0.0051068i,0.00087924-0.0023611i,-0.0041419+0.0013246i,-0.0017599+0.0014322i,-0.0035775+0.0041354i,0.0063463-0.00071701i,-0.0073603+0.0016816i,-0.0043043-0.0053738i,-0.0023855-0.0013122i,-0.0055698+0.0016514i,0.0030053-0.0044427i,0.0049982+0.00021766i,0.0022097-0.0025873i,0.0021784+0.0044135i,0.0018354+0.001271i,0.010418+0.0020478i,-0.02445+0.0071306i,-0.030304+0.022974i,-0.010061+0.02198i,0.0045028+0.0044865i,0.0048559-0.0057616i,-0.014562+0.010337i
-0.00031449-0.0075884i,-0.0044915-0.032104i,-0.019644-0.01002i,-0.014555-0.0092305i,-0.017209-0.011673i,-0.013172-0.0085799i,0.0058105-0.019278i,0.007352-0.018164i,-0.0088267-0.0044759i,0.003407-0.0027421i,0.00044472-0.00017744i,0.00053317+0.0011559i,0.00024681-0.00081429i,0.00084747-0.00080883i,-0.0014616-0.0010049i,0.0013342-0.0052448i,-0.00046563+0.0016861i,-0.00093464+0.00022859i,-0.00031478-0.00028582i,0.00077774+0.00078177i,0.00089737+0.0012058i,-0.00044906+0.00010142i,0.0012481-0.00038334i,0.00098505+0.0027221i,0.00076875+0.00034035i,0.00030319-1.6886e-05i,0.00014616+0.001016i,0.00021771+0.00037926i,0.00022092+2.8391e-05i,0.00046146-0.00030637i,1.3908e-05-0.0002809i,0.0014159-0.00061139i,0.00015528-0.00031605i,-0.00046948-0.00010154i,0.0012805-0.00036602i,0.0049998-0.007586i,0.00027816+7.1292e-05i,0.0010057-0.00041982i,3.9954e-05-0.00043236i,-0.00034767-0.002145i,0.00065802+0.00032324i,-0.00029707-0.00034816i,-0.00070056+3.6484e-05i,0.00086925+0.00044237i,-0.00941-0.0044113i,0.0094075+0.022177i,0.029159-0.0090486i,0.026786-0.014531i,0.00040087-0.010914i,0.035174-0.0048442i,0.031612+0.017598i,0.032059+0.0049065i,0.020454+0.016841i,-0.016477+0.014655i,-0.0038807-0.005931i,-0.0041913-0.0035044i,-0.0015553-0.0093239i,0.0056884-0.0025327i,0.0040011+0.0026672i,0.001411+0.0092617i,-0.0019297-0.00086727i,0.0054944+0.0049845i,-0.0039528+0.0019307i,0.0035029+0.003736i,0.0012644-0.00021687i,-0.0017711-0.0023331i,0.0048065-0.0082773i,-0.0029464+0.0011246i,0.0035709-0.0052658i,-0.0033499+0.0046163i,-0.0026645-0.0016606i,-0.00062952-0.00059463i,-0.0030763+0.0025569i,-0.0024995-0.00065072i,-0.012911-4.0234e-05i,6.9672e-05-0.0025319i,-0.0030562+0.0021785i,-0.0016012+0.0019157i,-0.001365+0.0042731i,0.0061626-0.0034161i,-0.0060251+0.003896i,-0.0055475-0.003589i,-0.0026609-0.0010621i,-0.0044993+0.0028476i,0.0016928-0.0037567i,0.0047788-0.0015213i,0.0021503-0.0031824i,0.0019148+0.0024268i,0.0011279+0.0014304i,0.010038-0.00087271i,-0.021082+0.011515i,-0.024828+0.030558i,-0.0073382+0.021434i,0.007127+0.0048315i,0.0026591-0.0047077i,-0.013224+0.012986i
-0.0013889-0.0079731i,-0.010034-0.03047i,-0.02084-0.006792i,-0.01508-0.0064148i,-0.019518-0.0080568i,-0.014079-0.0066558i,0.00115-0.01998i,0.0047881-0.019175i,-0.0094454-0.0026717i,0.0025283-0.0041546i,8.4719e-05-0.00017287i,0.0012214+0.00055923i,4.0669e-05-0.00053734i,0.00077387-0.001186i,-0.001596-0.00049231i,0.00024935-0.0052125i,9.3546e-05+0.0015886i,-0.0010364+0.00061734i,-0.00029655-4.5939e-05i,0.0008367+0.00030174i,0.0012331+0.0006091i,-0.00062827+0.00023753i,0.00094682-0.00074067i,0.0021018+0.0010656i,0.0011739-0.0001409i,0.00022597-0.00020932i,0.00061202+0.00083423i,0.00041418+0.00036971i,0.00022714-9.4794e-06i,0.00030617-0.00044016i,-0.00010121-0.0002138i,0.0011119-0.0010271i,2.7151e-05-0.00028429i,-0.00036275+1.579e-05i,0.0010541-0.0011981i,0.0031728-0.0064316i,0.00054529-7.1901e-05i,0.00074369-0.00064175i,-4.0138e-05-0.0004189i,-0.001216-0.0022732i,0.0007285-3.8175e-05i,-0.00054803-0.00015683i,-0.00068433+0.0006499i,0.00087029-1.6294e-05i,-0.0093163-0.0031997i,0.015402+0.018744i,0.028369-0.013692i,0.024463-0.01906i,0.00080036-0.0064937i,0.035295-0.013102i,0.033784+0.01091i,0.03228-0.0031913i,0.019612+0.012411i,-0.01107+0.014905i,-0.0048752-0.0037492i,-0.0059567-0.00047516i,-0.0063175-0.0084999i,0.0037039-0.0030176i,0.0036301+0.0021496i,0.0039156+0.0079647i,-0.0010235-0.00013641i,0.004494+0.0024173i,-0.0016946+0.0043317i,0.0052636+0.0028194i,0.0015317-0.00066252i,-0.0024233-0.00095236i,0.0021753-0.009966i,-0.0023907+0.0016143i,0.0021043-0.0060679i,-0.00086821+0.0037715i,-0.0038188-0.0010919i,-0.00082948-0.00054717i,-0.0013054+0.0036854i,-0.0022195-0.00054826i,-0.010468+0.0040647i,-0.0010304-0.0029699i,-0.0017037+0.0023694i,-0.0011946+0.0018515i,0.0002537+0.0036257i,0.0049751-0.0058286i,-0.0035179+0.0054861i,-0.0058692-0.0015297i,-0.0032315-0.00054229i,-0.0037316+0.0040965i,0.00059376-0.0036152i,0.004093-0.0024067i,0.001657-0.0039383i,0.00073755+0.0020489i,0.00086396+0.0020566i,0.008967-0.0043485i,-0.017649+0.012516i,-0.016672+0.034453i,-0.0038123+0.021514i,0.0088614+0.0040698i,0.0022271-0.003081i,-0.010768+0.014787i
-0.0028375-0.0082293i,-0.01492-0.027835i,-0.021644-0.003251i,-0.015308-0.0041331i,-0.020407-0.00414i,-0.01476-0.0047386i,-0.0029587-0.019157i,0.0021815-0.019706i,-0.0091493-0.001119i,-0.00066653-0.00050094i,4.4958e-05+5.75e-05i,0.0013907+1.8824e-05i,3.3283e-06-0.00034015i,0.00021216-0.0012319i,-0.0013427+6.6082e-05i,-0.0010565-0.0047915i,0.00045899+0.0014979i,-0.00067431+0.0010543i,-0.00031838+2.8617e-05i,0.0005556-0.00010571i,0.0012583+3.6562e-05i,-0.00060811+0.00051593i,0.00061272-0.00091373i,0.0017856-0.00058858i,0.0010919-0.0010002i,3.152e-05-0.00029314i,0.00081957+0.00061644i,0.00055658+0.00013338i,0.00022701-0.00010178i,8.7562e-05-0.00043582i,-9.9126e-05-4.9541e-05i,0.00063728-0.001338i,-0.00011821-0.00027827i,-0.00035596+0.00017803i,0.00030016-0.0016692i,0.0019726-0.0068118i,0.00050552-0.000398i,0.00036609-0.001181i,3.2138e-05-0.00033398i,-0.0021819-0.0021034i,0.00050836-0.00039616i,-0.00062121+0.00017984i,-0.00050919+0.0011791i,0.00083215-0.00028241i,-0.0087582-0.0025534i,0.01928+0.013115i,0.02676-0.018735i,0.021537-0.02393i,0.0041801-0.0035472i,0.032749-0.021634i,0.034478+0.0043825i,0.030025-0.010636i,0.018301+0.0096724i,-0.0059456+0.013076i,-0.0046393-0.0023589i,-0.0058184+0.0033322i,-0.010914-0.0048738i,0.0021243-0.0031296i,0.0034266+0.0017484i,0.0055891+0.0067967i,-2.8949e-05-0.00029875i,0.0027117+0.0020931i,0.0015544+0.0036558i,0.0065542+0.0006732i,0.0016512-0.0014295i,-0.0021622+0.00086404i,-0.0012986-0.011127i,-0.0022583+0.0024703i,0.00044501-0.0069657i,-0.00075201+0.003196i,-0.0044427+0.00015105i,-0.0010534-0.00037936i,0.0014321+0.0036869i,-0.0023581-0.00074879i,-0.0068332+0.0064974i,-0.0029809-0.0026538i,-0.00071337+0.0019339i,-0.00081552+0.0018019i,0.0010461+0.0025648i,0.0031728-0.0078958i,-0.0008439+0.005328i,-0.0052508-7.554e-05i,-0.0031825+0.0001869i,-0.0017386+0.0056592i,-0.00061254-0.0029289i,0.0031862-0.0030463i,0.00049729-0.0041189i,7.2863e-05+0.0025015i,0.0010755+0.0024464i,0.0069362-0.0066094i,-0.017779+0.012249i,-0.0091516+0.034089i,0.00033971+0.019548i,0.010116+0.001929i,0.0025152-0.0020966i,-0.0078234+0.015917i
-0.0041077-0.0081043i,-0.018983-0.024354i,-0.021674+0.00037782i,-0.015218-0.0017077i,-0.020713-0.00055402i,-0.01509-0.0027664i,-0.0061245-0.018026i,-0.00036608-0.020518i,-0.008412-0.00030623i,0.00068822-0.0017781i,0.000232+0.00024882i,0.0014077-0.00054047i,-5.9505e-06-0.00019439i,-8.812e-07-0.00097508i,-0.00097007+0.00018162i,-0.0019064-0.0038684i,0.0009334+0.0012637i,-0.00015004+0.0012238i,-0.0002208+0.00015713i,0.00030603-0.00013791i,0.0011346-0.00051186i,-0.00041473+0.00065136i,0.00026262-0.0010934i,0.00094135-0.001625i,0.00058884-0.0017226i,-0.00020215-0.00012483i,0.0010486+0.00031414i,0.00058903-7.9862e-05i,0.00018435-0.00018071i,-0.00013678-0.00037685i,-1.8085e-05-7.8513e-06i,-8.2598e-06-0.0012954i,-0.00018292-8.5855e-05i,-8.5563e-05+0.00034274i,5.8894e-05-0.00074937i,1.8634e-05-0.0070758i,0.00036251-0.00040353i,-0.00028301-0.00097803i,7.3934e-05-0.00040233i,-0.0030965-0.0012712i,0.00024046-0.00050954i,-0.00047489+0.0004427i,2.1219e-05+0.001815i,0.00072073-0.00067185i,-0.0087529-0.0027223i,0.021007+0.0068791i,0.024034-0.023757i,0.017021-0.029504i,0.0091718-0.0048826i,0.026948-0.028849i,0.034329-0.001598i,0.02677-0.016146i,0.017828+0.0090165i,-0.0025882+0.0094931i,-0.0047031-0.0016579i,-0.0032948+0.0064082i,-0.013227+0.00083655i,0.00074702-0.0029297i,0.0032853+0.001541i,0.0068137+0.0039849i,0.00024142-0.0011225i,0.0017871+0.0019403i,0.0020615+0.0020294i,0.0063831-0.0022303i,0.0012306-0.0026644i,-5.6101e-05+0.0019972i,-0.0062546-0.0092424i,-0.0011279+0.0039682i,-0.0029016-0.0071478i,0.00061961+0.0036916i,-0.0045354+0.0017766i,-0.0012308-2.1091e-05i,0.004133+0.00094215i,-0.0026704-0.0003831i,-0.0025061+0.0065496i,-0.0044312-0.00084624i,-0.00027571+0.0012862i,-0.00084867+0.0017522i,0.001537+0.0013446i,1.2623e-05-0.0097745i,0.0011909+0.0042609i,-0.004672+0.00076481i,-0.0031152+0.00087666i,0.001329+0.0054905i,-0.00065897-0.0017004i,0.0021181-0.0031727i,-0.00043121-0.0038928i,-0.00045115+0.0032467i,0.0013438+0.0027556i,0.0050573-0.0078277i,-0.018937+0.014899i,-0.0035073+0.032627i,0.0030543+0.015738i,0.010452-0.00039942i,0.0028114-0.0021121i,-0.0045113+0.015464i
-0.0055266-0.0080506i,-0.02197-0.020349i,-0.021062+0.0036684i,-0.0146+0.00038552i,-0.020301+0.0031521i,-0.015231-0.00076992i,-0.0090109-0.016874i,-0.0036375-0.021242i,-0.0080729-0.00029163i,0.00076707-0.0019841i,0.00050741+0.0003455i,0.00096754-0.0012714i,0.00010424-1.4031e-05i,2.067e-06-0.00082709i,-0.00081814+0.00019057i,-0.0023222-0.0029515i,0.0012259+0.00086966i,0.00043924+0.0011096i,-0.0001271+0.00026842i,0.00021304-9.7032e-05i,0.0007317-0.00098102i,-0.0003368+0.0008099i,-0.00012371-0.00096397i,-5.2093e-05-0.0019058i,8.645e-05-0.0016513i,-0.00021161+0.00012784i,0.0010198-0.00011909i,0.00053174-0.00031097i,0.00012315-0.0002353i,-0.00028747-0.00016398i,3.0025e-05-4.6653e-05i,-0.00068429-0.00091651i,-8.9096e-05+6.476e-05i,0.00014189+0.0002221i,-0.00087275-0.00049064i,-0.0015046-0.0057929i,0.0005093-0.00053833i,-0.00042782-0.00062162i,-9.2583e-05-0.00048602i,-0.0036839+7.1176e-05i,3.5919e-05-0.00062616i,-0.00023321+0.00062125i,0.00084754+0.0021816i,0.00034962-0.00084504i,-0.009704-0.0026974i,0.020602+0.00082693i,0.019961-0.028097i,0.0097162-0.033061i,0.012013-0.0092914i,0.020034-0.033442i,0.033697-0.007564i,0.023784-0.021206i,0.019657+0.008331i,-0.00034094+0.0060894i,-0.005367-0.0012696i,0.00022199+0.0072867i,-0.012351+0.0073529i,-0.00034689-0.0024917i,0.0034124+0.001405i,0.0069262+0.0025514i,-0.00022904-0.0016641i,0.0005636+0.002471i,0.0023564+0.0014764i,0.0045354-0.0046551i,-0.00034056-0.0034141i,0.0015682+0.0011889i,-0.0085026-0.0047217i,0.0014464+0.0042114i,-0.0050881-0.0045154i,0.0020937+0.0026415i,-0.0037061+0.0036228i,-0.0011833+0.00018949i,0.0035589-0.0024078i,-0.0028648+0.00049523i,0.00011303+0.0041581i,-0.0041045+0.001172i,-0.00036106+0.0005896i,-0.00052827+0.0020042i,0.001208+0.00011923i,-0.0047483-0.0095555i,0.001951+0.0024529i,-0.0042614+0.0015851i,-0.0027306+0.0019645i,0.0034322+0.0038446i,-8.8794e-05-0.0015305i,0.0016822-0.0026466i,-0.0010474-0.0035976i,-0.00087027+0.0044439i,0.0018886+0.0027178i,0.0043764-0.0087373i,-0.018472+0.019188i,0.0010271+0.030464i,0.0034182+0.011409i,0.0097528-0.0029826i,0.002423-0.001714i,-0.0022979+0.013625i
-0.0073379-0.0076117i,-0.023985-0.016307i,-0.019878+0.0068537i,-0.013804+0.0020724i,-0.019062+0.0065266i,-0.015153+0.0011621i,-0.011842-0.01523i,-0.0075918-0.020922i,-0.0083497-0.00033305i,0.00042501-0.0023707i,0.00087507+0.00034005i,0.00062275-0.0013002i,0.00032359+7.963e-05i,-4.8887e-05-0.00076039i,-0.00069574+0.0002485i,-0.0023678-0.0022271i,0.0015004+0.00058439i,0.00080762+0.00085043i,0.00010293+0.00027167i,0.00022636-0.00013605i,5.4028e-05-0.0010222i,-6.876e-06+0.0010275i,-0.00031104-0.00076163i,-0.00080292-0.0017758i,-0.00043359-0.0013192i,-0.00013246+0.00027184i,0.00064842-0.00042105i,0.00034991-0.00054553i,8.4148e-05-0.00013797i,-0.00034987+5.6135e-05i,-1.238e-05-5.4861e-05i,-0.00063855-0.00092115i,0.00018211+9.376e-05i,0.00018675+2.5641e-05i,-0.0010003-0.00021022i,-0.0020528-0.0048455i,0.00032274-0.00085695i,-0.00048072-0.00036491i,-0.00027544-0.00030275i,-0.0035716+0.0015159i,-0.00027942-0.000526i,-3.8542e-05+0.00057634i,0.0021746+0.0022623i,4.5434e-05-0.00061497i,-0.010801-0.001839i,0.018288-0.0040213i,0.014989-0.031069i,0.0023449-0.033534i,0.011981-0.013837i,0.012388-0.036365i,0.0322-0.013832i,0.019622-0.026063i,0.019448+0.0075713i,0.00067005+0.001274i,-0.0065401-3.622e-05i,0.0032328+0.0061521i,-0.0083433+0.012226i,-0.001123-0.0018958i,0.0034716+0.0012156i,0.0072041+0.0010315i,-0.00097225-0.0015923i,0.00040647+0.0038985i,0.0031163+0.00050801i,0.0019554-0.0051543i,-0.0015752-0.003003i,0.0021774-0.00010349i,-0.0082964-0.00097656i,0.0034884+0.0029174i,-0.0053671-0.00251i,0.0020184+0.0013747i,-0.0019655+0.0048377i,-0.0013594+0.00043567i,0.0013761-0.0044845i,-0.002625+0.0012737i,0.00041255+0.0017557i,-0.0036237+0.0023017i,-0.00090247+0.00036767i,0.00030481+0.0016423i,0.00030884-0.00032993i,-0.007996-0.0069047i,0.0018549+0.0011659i,-0.0037147+0.0020674i,-0.0017027+0.0025634i,0.0042373+0.00157i,-0.00036204-0.001499i,0.0020305-0.0025194i,-0.0017013-0.0028093i,0.00082212+0.0067331i,0.001914+0.0028511i,0.0026746-0.010367i,-0.0167+0.02366i,0.0043881+0.027787i,0.0015823+0.0083718i,0.0065007-0.0050556i,0.0030073-0.0017665i,-0.0018698+0.011776i
-0.0089808-0.0064178i,-0.025263-0.012708i,-0.018215+0.0096988i,-0.012905+0.0034336i,-0.017387+0.0092551i,-0.014831+0.0032726i,-0.014237-0.013184i,-0.011159-0.019623i,-0.009128+1.3332e-05i,-4.04e-05-0.0024351i,0.0012822-4.1451e-06i,0.00029884-0.0011148i,0.00056021+0.00010846i,-0.0001142-0.00066045i,-0.00060856+0.00025064i,-0.0022878-0.0018848i,0.0019941+0.00011932i,0.00069308+0.00041559i,0.00016382+4.6409e-05i,0.00024902-0.00014571i,-0.00030709-0.00080603i,0.00052727+0.00093677i,-0.00033831-0.0006905i,-0.0012202-0.0015613i,-0.0008968-0.0010182i,6.1265e-05+0.00033295i,0.00049046-0.0002998i,4.2326e-05-0.00041141i,8.0361e-05-8.3494e-05i,-0.00024912+0.00035192i,-4.2369e-05+3.9178e-05i,-0.00062122-0.00088936i,0.00030512+4.646e-05i,8.759e-05+2.3524e-05i,-0.00097313-0.00055931i,-0.0025963-0.0042483i,-7.5286e-05-0.00081074i,-0.00052365-0.000101i,-0.00021346-0.00016134i,-0.0028864+0.0027263i,-0.00043778-0.00030633i,0.00022143+0.00057556i,0.0036045+0.00062806i,0.00011781-0.00042506i,-0.0114-0.00041639i,0.015772-0.0063364i,0.010097-0.032792i,-0.0040202-0.032469i,0.0099622-0.017773i,0.004326-0.0364i,0.029167-0.019885i,0.014964-0.029763i,0.026179-0.0018369i,-0.0013336-0.0028988i,-0.0072831+0.0021994i,0.0050202+0.0039481i,-0.0026936+0.01463i,-0.0018515-0.0012063i,0.0038347+0.0010692i,0.0067103-0.00068399i,-0.0013624-0.0013203i,0.0012689+0.0055835i,0.0029135-0.00085558i,0.00033254-0.0044712i,-0.0027258-0.0022274i,0.0019875-0.0010535i,-0.0068964+0.001701i,0.004497+0.00089438i,-0.0057027-0.00025635i,0.001598+0.0011793i,-2.6821e-05+0.0049053i,-0.0011307+0.00097534i,-0.0010851-0.0051689i,-0.0021179+0.0015386i,-0.00078526+0.0007598i,-0.0026891+0.0034657i,-0.0013986+0.00088228i,0.00031019+0.001753i,-0.00021428-0.00031422i,-0.0094637-0.0037758i,0.0013547+0.00017334i,-0.0032929+0.0022623i,-0.00079561+0.0026799i,0.0037179-0.00037613i,-7.4356e-05-0.0014104i,0.0023321-0.0032817i,-0.0019454-0.0026739i,0.0033519+0.0066669i,0.002549+0.0030367i,0.00086184-0.011008i,-0.012813+0.028964i,0.0076641+0.025137i,-0.0012242+0.0078664i,0.0032239-0.0037876i,0.0028084-0.0024786i,-0.0019514+0.010726i
-0.0099769-0.0048974i,-0.026751-0.0094416i,-0.016113+0.01192i,-0.012032+0.0046921i,-0.015417+0.011922i,-0.013908+0.0053222i,-0.016318-0.01084i,-0.014578-0.017996i,-0.010143+0.00098733i,-0.00027527-0.0027058i,0.0014377-0.00059007i,0.00025587-0.0010701i,0.00080785+7.7861e-05i,1.5224e-05-0.00080765i,-0.00059989+0.00027637i,-0.0023455-0.0016365i,0.0021993-0.00081177i,0.00061354+3.3142e-05i,0.00014016-4.9167e-05i,0.00037204-0.00026369i,-0.0005958-0.00058534i,0.00079379+0.00049367i,-0.00050747-0.00070496i,-0.0014613-0.0015536i,-0.0011551-0.00052271i,0.00028943+0.00031266i,0.00042436-0.00038696i,8.4862e-05-0.00023718i,9.9172e-05-2.7694e-05i,0.00013017+0.00054101i,7.8323e-07+0.00011475i,-0.00096514-0.00065001i,0.00044227-0.000278i,0.00017866+4.6692e-05i,-0.0006238-2.0815e-05i,-0.0032982-0.0035334i,-0.00016225-0.00056914i,-0.00035397+0.00021369i,-0.00014399-0.00022301i,-0.0015938+0.0034504i,-0.00044874-6.3177e-05i,0.00038787+0.00030758i,0.0025844-0.0010612i,0.00025494-0.00049321i,-0.011897+0.00095721i,0.014701-0.0082056i,0.005349-0.033809i,-0.009874-0.029898i,0.0079133-0.020337i,-0.0028119-0.033829i,0.02504-0.025114i,0.010292-0.033019i,0.02669-0.0068666i,-0.0046521-0.0048437i,-0.0065612+0.0052082i,0.0054623+0.0014757i,0.0020532+0.014202i,-0.002243-0.00021529i,0.0046814+0.00057652i,0.0061184-0.0021298i,-0.0018196-0.0011652i,0.0037813+0.0062521i,0.0021052-0.0011668i,-0.00043867-0.0036986i,-0.0033682-0.0010027i,0.0017717-0.0017342i,-0.0055566+0.0033584i,0.0045136-0.0013523i,-0.0051288+0.002368i,0.0022227+0.0014707i,0.0015462+0.0044201i,-0.00062116+0.0010454i,-0.003571-0.0047261i,-0.0018197+0.0016358i,-0.0016579+0.0012774i,-0.0011375+0.0041807i,-0.0011822+0.0016402i,0.00023698+0.0019087i,-0.00044275-0.00034907i,-0.010032-0.00082942i,0.00047847-0.00026129i,-0.0030775+0.0030705i,-0.00031052+0.002679i,0.0034138-0.0017819i,-1.461e-05-0.0019342i,0.0021198-0.004454i,-0.0023727-0.0022093i,0.0053877+0.0054445i,0.0035008+0.0029306i,-0.0010046-0.011395i,-0.0056307+0.031827i,0.01092+0.021694i,-0.003083+0.0092397i,0.0019003-0.0014259i,0.0019991-0.0024522i,-0.0021084+0.010086i
