-0.0089164-0.039617i,-0.013685-0.042741i,0.00081794-0.045836i,-0.026322-0.027853i,-0.020397+0.014217i,-0.032881-0.030549i,-0.05977-0.058804i,-0.022821-0.070188i,-0.034175-0.057567i,0.0025078+0.015199i,-0.0072587+0.010104i,-0.014334+0.01359i,0.0014347+0.016666i,-0.0035772-0.0032523i,0.00080442+0.0064677i,-0.00012275+0.036813i,0.021707+0.057612i,0.0008578-0.0002905i,-0.0053499-0.0082379i,0.0081176+0.0053184i,0.0016683+0.00097946i,-0.0016912+0.0040326i,-6.1543e-06-0.0011542i,-0.033446-0.0095847i,-0.0029165-0.007802i,-0.00022913+0.0044673i,0.0031741-0.0023392i,-0.00013244+0.00081533i,-0.00016729-0.00079439i,2.0289e-06-0.0030288i,-0.0012306-0.0052526i,-0.0023473-0.0038842i,-0.0013287-0.0077117i,0.0033053-0.00093885i,0.0029127-0.0026536i,-0.0027882+0.033132i,0.0063976-0.0047081i,0.0034456-0.0018i,0.0046077-0.0005726i,-0.017929+0.010652i,-0.00020194+0.00010979i,0.0079092+0.00012355i,0.0061001-4.1787e-05i,-0.0033521+0.0035332i,0.0022932+0.0014583i,-0.00324+0.0072277i,0.012821-0.087993i,-0.0074541-0.048744i,-0.025004-0.040631i,-0.020203-0.041554i,0.06188-0.017959i,0.02626-0.061193i,0.038275-0.045682i,0.0286-0.058298i,0.019372-0.015888i,0.0084126+0.0099343i,0.023825-0.031455i,-0.0077214-0.0050686i,0.0022056-0.0027146i,-0.0049679-0.0066424i,0.00069162-0.031852i,-0.024031+0.031025i,0.0079036-0.010716i,-0.010671-0.00097667i,-0.0050826-0.0011582i,-0.00086921-0.014006i,-0.010048+0.0042353i,0.0037668+0.0080991i,-0.01047+0.029099i,0.0053172+0.0068889i,-0.005444-0.001503i,-0.0020014-0.002396i,-0.011608-0.007212i,0.000662-0.0035761i,-0.038105+0.0070055i,0.0022008-0.012727i,-0.0095085-0.0014919i,-0.0062432-0.0029572i,0.0066967+0.001466i,-0.0088952+0.0015567i,0.0011304+0.00079298i,0.0060978+0.0085711i,0.0046845+0.00049208i,-0.0093676-0.0098299i,0.0026577+0.008874i,-0.019+0.0077574i,0.0059335+0.0026525i,-0.029386-0.0080283i,-0.033577+0.003596i,0.023535-0.079671i,0.012277-0.010681i,-0.042661-0.026257i,-0.023343-0.0032715i,0.018722+0.01244i,-0.025568+0.01186i,-0.012017-0.008228i
0.0088772+0.016521i,0.039072-0.010091i,0.024771-0.032608i,-0.0027368-0.013027i,-0.0085422-0.016134i,-0.0089212-0.022479i,0.014761-0.016408i,0.027552-0.013685i,0.0076333-0.013263i,0.0069086-0.0019406i,0.0020728-0.0031603i,-0.0018078-0.0015551i,0.0015632-0.0026606i,-6.7879e-06-0.0017476i,-0.0018682-0.0015478i,0.0055097-0.0050064i,-0.0045807+0.00088157i,-0.0019513-0.00037671i,0.0012231+0.00045407i,0.0012536+0.0013633i,0.00025461+0.002241i,-0.00065246+0.00071354i,0.0014733+0.0018246i,-0.00041358+0.0026071i,-0.0016817+0.00083593i,-0.00055651+0.0012614i,-0.0010072+0.00033061i,0.0004273-0.00070649i,-0.00017823+0.00011332i,-0.00058553-0.00066786i,0.0015387+5.2823e-05i,0.0018944+0.00020443i,0.0019601-0.00019097i,0.00013379-0.00067134i,0.0013905-0.00017724i,0.0033304-0.0015357i,-0.00097162+0.0022673i,0.00010418+0.00037187i,-0.00015615-8.5521e-05i,-0.0012176-0.0020443i,0.0022318+0.00059262i,0.0019571+0.0008981i,0.006192-0.0075824i,0.0020439+0.0010388i,0.0096735+0.01215i,0.0163+0.025492i,0.041808+0.01725i,0.02625+0.0022678i,0.0011489-0.01651i,0.018982-0.00283i,0.021971+0.015667i,0.017047+0.01775i,0.017397+0.025598i,-0.0057022+0.03177i,0.0010977-0.0058787i,0.0021033-0.0034539i,0.004896-0.0061926i,0.0091054-0.0018976i,0.0014028+0.0042048i,-0.010035+0.0078735i,-0.004736-0.0078337i,0.0027145+0.014587i,-0.0027103-0.0016395i,0.00087515+0.0020826i,-0.0008913+0.0010268i,0.0015718-0.0033761i,0.0067192-0.0024094i,-0.0039982-0.00058598i,0.0043397-0.0014065i,-0.0065698+0.00044495i,-0.0019082+0.0012851i,0.00038386+0.00012192i,-0.0058027-0.0021378i,-0.0036123-0.0023576i,-0.013932-0.010725i,0.0034318-0.0027332i,-0.003627+0.0014996i,-0.0011013+0.0016014i,-0.0045006+0.0031317i,0.0055002+0.0019869i,-0.0089956-0.001731i,-0.0012356-0.0049769i,-0.0024524-0.00066941i,-0.0054209-0.00048062i,0.0054717-0.0044581i,0.0033501+0.0023807i,0.0022202-0.0027847i,0.0032678+0.0093687i,0.0056201+0.0023138i,0.027599+0.022527i,-0.022812-0.0022236i,-0.026459+0.016706i,-0.0055244+0.013716i,0.0010566+0.00047742i,0.0075595-0.0070444i,-0.009173+0.0037746i
0.011104+0.015286i,0.036754-0.016383i,0.018179-0.036048i,-0.0054369-0.011635i,-0.012407-0.014733i,-0.012368-0.020349i,0.010102-0.019701i,0.024741-0.017616i,0.0049148-0.013633i,0.0060945-0.0038274i,0.00081565-0.0039344i,-0.0019163-0.00066419i,0.00029542-0.0025876i,-0.00019804-0.0015272i,-0.00206-0.00093131i,0.0043462-0.0064568i,-0.0033386+0.0021793i,-0.0021908+0.00030331i,0.00093175+2.442e-05i,0.0016269+0.0008257i,0.00080014+0.0022908i,-0.00032695+0.001177i,0.0020743+0.0012543i,0.0011465+0.0029216i,-0.0008106+0.0014101i,4.2315e-05+0.0012383i,-0.00076075+0.00074854i,0.0004862-0.00046178i,-7.2801e-05+0.00034003i,-0.00042142-2.6035e-05i,0.0013267-0.00075261i,0.0019588-0.00061895i,0.0021497-0.00086409i,-0.00020959-0.00041844i,0.0017795-0.00091701i,0.002864-0.0023594i,-0.00029499+0.0028486i,0.00016724-0.0002118i,0.00013565+0.00011361i,-0.002293-0.0022663i,0.0021848-0.00017833i,0.0017948-2.3225e-05i,0.0028755-0.0077946i,0.0030936+0.00053079i,0.011371+0.01056i,0.019948+0.022839i,0.042965+0.010527i,0.026167-0.003624i,-0.0030887-0.013231i,0.020975-0.0069264i,0.026063+0.010088i,0.021+0.0099965i,0.019298+0.015584i,0.0019762+0.028749i,-0.00091206-0.0055736i,-0.0010071-0.0036187i,0.0021845-0.0079421i,0.0062868-0.0044783i,0.0022347+0.0034318i,-0.005404+0.011429i,-0.0058979-0.0039096i,0.0052764+0.012443i,-0.0035505-0.00061948i,0.0019291+0.002547i,0.00024799+0.0013799i,-0.00044542-0.0034894i,0.0064804-0.0060789i,-0.0041925+0.00032434i,0.0042051-0.0034047i,-0.0056115+0.0033889i,-0.0018085+0.00033269i,7.5199e-05-0.00060879i,-0.0053019+0.0014275i,-0.0038748-0.0012531i,-0.015294-0.0042718i,0.0016865-0.0036808i,-0.0017914+0.0021357i,-0.0013553+0.00092406i,-0.002838+0.0042384i,0.0070611-0.00029804i,-0.0087407+0.0019074i,-0.0026537-0.00431i,-0.0020591-0.00021932i,-0.00487+0.0014903i,0.0025491-0.0053224i,0.0042817+0.00056586i,0.0017062-0.0027993i,0.0053915+0.0074661i,0.0047894+0.0013212i,0.028417+0.015047i,-0.022052+0.0026811i,-0.024416+0.02298i,-0.0027592+0.011444i,0.0021795+0.0034268i,0.0032549-0.0071246i,-0.010548+0.0053938i
0.01367+0.013243i,0.032933-0.022609i,0.010744-0.037655i,-0.0071591-0.0097521i,-0.016141-0.012432i,-0.015288-0.017834i,0.0050715-0.021792i,0.021797-0.021181i,0.0024438-0.013549i,0.0045101-0.0051666i,-0.00080521-0.0040754i,-0.0017193+0.00011666i,-0.00064381-0.0019761i,-0.0002922-0.0013485i,-0.0023636-0.00033781i,0.0029816-0.0072445i,-0.0017933+0.0025709i,-0.0021706+0.00092785i,0.00055332+0.00010438i,0.0016843+1.2981e-05i,0.0016155+0.0017819i,-0.00019085+0.0012733i,0.0023288+0.00040043i,0.0025006+0.0020834i,0.00032745+0.001561i,0.00054471+0.00099016i,-0.00046993+0.0012143i,0.00033925-0.00027336i,0.00019095+0.00040296i,1.9986e-05+0.00015881i,0.00084643-0.0012685i,0.0015562-0.0014281i,0.0023281-0.0022892i,-0.00013537-0.00011695i,0.0013584-0.0022885i,0.0020136-0.0031006i,0.0015614+0.0036201i,0.00015107-0.00017188i,0.00036309-0.00023965i,-0.0033961-0.0016387i,0.0019891-0.00094635i,0.0014039-0.00060768i,0.00064817-0.0071502i,0.0035722-0.00075872i,0.012977+0.0082045i,0.024168+0.019382i,0.043301+0.0036518i,0.024525-0.0087818i,-0.004989-0.0091797i,0.022344-0.01219i,0.028121+0.0036442i,0.023313+0.0027244i,0.017748+0.0082603i,0.0071466+0.02561i,-0.0029762-0.0043749i,-0.0035386-0.0019428i,-0.0017717-0.008575i,0.0031713-0.0050148i,0.0023739+0.002535i,-0.00076925+0.012323i,-0.0050761-0.0010304i,0.0064645+0.0096025i,-0.0040303+0.0018557i,0.0030453+0.0021997i,0.0008656+0.00092754i,-0.0019294-0.0024787i,0.0042545-0.0081094i,-0.0036374+0.0013978i,0.0034126-0.005022i,-0.0024316+0.004658i,-0.0021282+7.6612e-05i,-0.00056217-0.00057932i,-0.0034517+0.0033785i,-0.0034673-0.00020244i,-0.014397+0.0012611i,0.00038099-0.0042373i,-0.00081616+0.0019498i,-0.001565+0.0011412i,-0.00069159+0.0041286i,0.0069313-0.0034929i,-0.0067199+0.0048622i,-0.0036498-0.003153i,-0.0020795-7.3986e-05i,-0.0037079+0.0025377i,0.00091889-0.004541i,0.0038616-0.00096551i,0.0016067-0.0031182i,0.0056286+0.0041425i,0.0039777+0.00088017i,0.02869+0.0092621i,-0.019588+0.0065004i,-0.01924+0.029058i,-0.0020198+0.0093608i,0.0052243+0.0043906i,0.0011619-0.0052395i,-0.01025+0.007892i
0.015549+0.010284i,0.027948-0.027489i,0.0041262-0.037776i,-0.0078817-0.0083505i,-0.019058-0.0086176i,-0.01766-0.014929i,-0.00032111-0.022356i,0.018114-0.024866i,0.00060492-0.01301i,0.0026105-0.005717i,-0.0023729-0.0030207i,-0.001239+0.00043948i,-0.00092157-0.0011527i,-0.00045618-0.0014755i,-0.0022105+0.00068133i,0.001098-0.007634i,-0.0010154+0.002305i,-0.0024356+0.0018448i,0.00070139+0.00046419i,0.0013049-0.00066827i,0.0021214+0.00098136i,-0.0001549+0.0014803i,0.0021566-0.00034935i,0.0033689+0.00035527i,0.0013933+0.001029i,0.00084198+0.0006757i,1.5743e-05+0.0014228i,0.00047195-0.00028912i,0.00076795+0.00062549i,0.00016635-7.0924e-05i,0.00028786-0.0015789i,0.00078559-0.0018334i,0.00024167-0.0023576i,-3.3978e-05-0.00028726i,-6.2006e-05-0.003278i,0.001026-0.0036291i,0.0040177+0.0016404i,0.00017782-9.3112e-05i,0.00038467-0.00066372i,-0.0043241-0.00050131i,0.0013596-0.0014415i,0.00092891-0.00082231i,-0.00093713-0.0062452i,0.0031655-0.0017784i,0.014122+0.004988i,0.028083+0.013862i,0.042847-0.0030827i,0.022195-0.013272i,-0.0040344-0.004986i,0.021594-0.019053i,0.02858-0.0029149i,0.023892-0.0054002i,0.015597+0.0033078i,0.012742+0.021536i,-0.0035966-0.0024018i,-0.0049103+0.00073483i,-0.0058715-0.0077738i,0.00069283-0.0047611i,0.0022312+0.0023313i,0.0030565+0.011469i,-0.0036363+0.00085656i,0.0065555+0.0067837i,-0.0016975+0.0044253i,0.0042128+0.0012902i,0.001626+0.00056951i,-0.0025798-0.001067i,0.0018336-0.0095487i,-0.0027316+0.002025i,0.0022307-0.006803i,-0.00060331+0.0036797i,-0.0027759+0.00015815i,-0.00068101-0.00036194i,-0.0013833+0.0045679i,-0.0030052+0.00046448i,-0.011537+0.0060686i,-0.0014166-0.0047015i,4.5686e-05+0.0013909i,-0.0015586+0.0010868i,0.00071151+0.0029787i,0.0056718-0.0066053i,-0.0034249+0.0065567i,-0.0037641-0.0016726i,-0.0023155+0.00033007i,-0.0028535+0.0035565i,-0.00020586-0.0039879i,0.0031188-0.0016299i,0.0012159-0.003716i,0.0046333+0.0032624i,0.0035076+0.00068304i,0.027914+0.0034401i,-0.017268+0.0075039i,-0.011399+0.031495i,-0.0011413+0.0088015i,0.0076083+0.0036959i,0.00068964-0.0031453i,-0.0086083+0.009862i
0.016589+0.0069655i,0.022309-0.030982i,-0.0020913-0.037234i,-0.0090065-0.0075351i,-0.020109-0.0046363i,-0.019551-0.0117i,-0.0052137-0.021266i,0.014083-0.027191i,-0.0005772-0.012846i,0.00080141-0.00541i,-0.0028521-0.0014605i,-0.0010967+0.00058011i,-0.0008888-0.00045228i,-0.0011199-0.001298i,-0.0013869+0.0015269i,-0.0010383-0.0072056i,-0.00036684+0.0023804i,-0.0016435+0.0031851i,0.0010257+0.00029219i,0.00071005-0.0010952i,0.0022397+2.7771e-05i,0.00025137+0.0014968i,0.0018537-0.00098282i,0.0029327-0.001508i,0.0017018-0.00017921i,0.00099058+0.0003433i,0.00062476+0.0014089i,0.00050618-0.00049552i,0.00099162+0.00040996i,1.021e-05-0.00021744i,-0.00034226-0.0016846i,7.1185e-05-0.001892i,-0.001251-0.0026233i,-0.00011864-0.00021837i,-0.0019719-0.0027017i,-6.5582e-05-0.0038223i,0.0029105+0.00064906i,0.00012353-0.00032233i,0.00050463-0.0011892i,-0.0049181+0.00095971i,0.00057257-0.0015717i,0.00056789-0.00079673i,-0.0023534-0.0050468i,0.0026859-0.0023365i,0.014709+0.0015622i,0.030029+0.0070148i,0.041598-0.0098569i,0.019323-0.017601i,-0.00067244-0.0019936i,0.018239-0.025791i,0.027683-0.0088671i,0.021552-0.012821i,0.012332+0.00064207i,0.017292+0.016025i,-0.0032886-0.0016033i,-0.0046874+0.0040198i,-0.010184-0.0047382i,-0.0010452-0.0038591i,0.0023298+0.0021709i,0.0060396+0.0094152i,-0.0019497+0.0013841i,0.0054886+0.0047016i,0.0015728+0.0036759i,0.005166-0.0004593i,0.0021785-0.00038782i,-0.002313+0.0008086i,-0.0013502-0.011077i,-0.0024293+0.002813i,-0.00032491-0.0083275i,-0.00036996+0.0032283i,-0.0032994+0.0011053i,-0.00074579-0.00032538i,0.0019303+0.0047322i,-0.0026146+0.0004296i,-0.0068355+0.0087472i,-0.0041586-0.0045176i,0.00036585+0.00056544i,-0.0015331+0.0014243i,0.0011557+0.00181i,0.0032314-0.009387i,-0.00019883+0.0062845i,-0.0032122-0.0005345i,-0.002054+0.00069019i,-0.0012163+0.0045819i,-0.0011923-0.0027703i,0.0023522-0.0020528i,0.00010887-0.0038948i,0.0039729+0.0026986i,0.0031818+0.00028708i,0.026114-0.0012417i,-0.018489+0.0074599i,-0.0048538+0.029948i,0.00050704+0.0072156i,0.009242+0.0012097i,0.0011659-0.0018115i,-0.0060531+0.010839i
0.017048+0.0038002i,0.016567-0.033152i,-0.0079127-0.035847i,-0.010033-0.0061544i,-0.020478-0.0011029i,-0.020667-0.0083197i,-0.0090774-0.019578i,0.0099773-0.029639i,-0.0017229-0.013112i,-0.00030388-0.0046226i,-0.0024233-0.00019664i,-0.00079408+0.0010416i,-0.00069804+0.00015551i,-0.0013742-0.0004751i,-0.00042194+0.0015895i,-0.0025222-0.0056957i,0.00063281+0.0024012i,-6.8957e-05+0.0036636i,0.0011415-8.14e-06i,0.00015429-0.0010425i,0.0019099-0.00076995i,0.00065335+0.0013668i,0.0012992-0.0015104i,0.0016684-0.0025931i,0.0012169-0.0010312i,0.0010027+9.2259e-05i,0.0014391+0.0011205i,0.00028385-0.00061871i,0.0010564+0.00039858i,-0.00019709-6.3663e-05i,-0.0009892-0.0014336i,-0.00060167-0.0016891i,-0.0014494-1.0189e-05i,2.4917e-05-0.00019231i,-0.0023987-0.0016619i,-0.00072957-0.0036515i,0.0027465-0.00019609i,-7.8471e-05-0.00034749i,-3.4691e-05-0.0019269i,-0.004783+0.0026005i,6.7265e-05-0.0013865i,0.00044116-0.00078914i,-0.0031833-0.0035035i,0.0023149-0.0028918i,0.014287-0.0024598i,0.030009-0.00013387i,0.039053-0.016423i,0.015957-0.022635i,0.0042368-0.0027907i,0.012221-0.031032i,0.026062-0.014128i,0.017915-0.018025i,0.010437+0.00083458i,0.019398+0.0090455i,-0.0037209-0.0012596i,-0.002288+0.0066621i,-0.012127+0.00035515i,-0.002481-0.0028911i,0.0024904+0.0020444i,0.0066874+0.0073689i,-0.00078134+0.00076144i,0.0045713+0.0036544i,0.0020862+0.0019476i,0.0050051-0.0027744i,0.0018846-0.0020737i,-0.00033292+0.0020633i,-0.0062442-0.0096765i,-0.001148+0.0043721i,-0.0039434-0.0079081i,0.00085925+0.0032948i,-0.0033744+0.0025307i,-0.00082235-0.00016172i,0.0053353+0.0013893i,-0.0024832+0.00051293i,-0.0014562+0.0082503i,-0.0047161-0.0042648i,0.00016836-0.00015459i,-0.0017082+0.0015367i,0.0013721+0.00082101i,-0.00088376-0.010881i,0.0026221+0.0044641i,-0.0028791-0.00047489i,-0.0019379+0.0011207i,0.0013125+0.0046279i,-0.0010467-0.0015651i,0.0015659-0.0019763i,-0.00095814-0.0039813i,0.0031777+0.0024276i,0.0025896+0.00015272i,0.024048-0.0047338i,-0.020393+0.010634i,-0.00041643+0.027615i,0.0009579+0.0043476i,0.0096754-0.0010021i,0.0016319-0.0017237i,-0.0033953+0.010371i
0.016834+0.00049774i,0.011068-0.034431i,-0.013417-0.033519i,-0.010497-0.0049623i,-0.020246+0.0025777i,-0.021218-0.0049658i,-0.012438-0.017721i,0.0048074-0.031744i,-0.0032098-0.014052i,-0.00085235-0.0038893i,-0.001851+0.00064841i,-0.00021531+0.0013728i,-0.00013043+0.000532i,-0.00098665+0.00017646i,0.00023265+0.0013957i,-0.0031012-0.0042402i,0.0013613+0.0019084i,0.0014635+0.0032735i,0.0012245-0.00021063i,-0.00019291-0.00076333i,0.0013382-0.0014897i,0.0008701+0.0013915i,0.00065164-0.0015568i,0.00039914-0.0027947i,0.00071098-0.0012893i,0.00099891-0.00016158i,0.0019234+0.00030627i,0.00010607-0.00067252i,0.00086893+7.2647e-05i,-0.00018229+0.00021778i,-0.0014211-0.0010314i,-0.001172-0.0011927i,-0.00067552-0.00044659i,0.00010055-0.00029918i,-0.0025632-0.00096887i,-0.001448-0.0035291i,0.0029899-0.0010438i,-0.00024981-0.00018453i,-0.001175-0.0016612i,-0.0040213+0.0044362i,-0.00026605-0.0012067i,0.00031483-0.00076357i,-0.0033669-0.0018958i,0.0016266-0.0033776i,0.012158-0.0060361i,0.027948-0.0063786i,0.035135-0.0222i,0.0098346-0.025222i,0.0070111-0.0066366i,0.0051463-0.033882i,0.024188-0.019322i,0.015088-0.022357i,0.011408+0.00095028i,0.01995+0.0028488i,-0.0048737-0.00089052i,0.001017+0.0072925i,-0.011323+0.0059482i,-0.0034526-0.0015486i,0.0028711+0.0020907i,0.0082127+0.0061392i,-0.00059577-2.6647e-05i,0.0032354+0.0037293i,0.0024213+0.0012701i,0.0033226-0.0047147i,0.00014235-0.0029611i,0.0013472+0.0013129i,-0.0087055-0.0052097i,0.0015283+0.0045487i,-0.0066317-0.0053406i,0.0019275+0.0023319i,-0.0023997+0.0039029i,-0.00081957-0.00015743i,0.0049797-0.002757i,-0.002376+0.001016i,0.0015326+0.0050144i,-0.0051527+0.00030308i,-0.00043146-0.00085522i,-0.0017241+0.0022257i,0.0009529-0.00026003i,-0.0059868-0.0098183i,0.0030781+0.0014668i,-0.0030697-0.00045939i,-0.001508+0.0018162i,0.0032472+0.0032658i,-0.00047209-0.001505i,0.0012371-0.0014074i,-0.0017972-0.0035414i,0.0026431+0.0030302i,0.0020923+7.3736e-05i,0.022998-0.0077475i,-0.02058+0.015578i,0.0032825+0.025347i,-0.00037574+0.0014514i,0.0085355-0.0044936i,0.0015269-0.0012466i,-0.0018345+0.0085083i
0.015739-0.0024365i,0.0059472-0.035046i,-0.01842-0.030429i,-0.010997-0.0043017i,-0.019001+0.0058095i,-0.021312-0.0017493i,-0.015551-0.015261i,-0.00084466-0.032774i,-0.0058164-0.01481i,-0.0011558-0.0034563i,-0.0010148+0.0012296i,0.00060433+0.0011889i,0.0004475+0.00060954i,-0.00051074+0.00046897i,0.00082055+0.0010687i,-0.0032211-0.0032814i,0.0019072+0.0014734i,0.0024509+0.0022975i,0.0011563-0.00074241i,-0.00025119-0.00050443i,0.00045058-0.0016859i,0.0014842+0.0012971i,0.00019196-0.0014766i,-0.00042361-0.0026003i,0.00028608-0.0014417i,0.00087657-0.00050037i,0.0016202-0.0005575i,6.3975e-06-0.00071297i,0.00063484+2.4875e-05i,-0.00010915+0.00035869i,-0.0018093-0.00053866i,-0.0012956-0.00060772i,-0.00083093-0.00032206i,2.9596e-06-0.00053739i,-0.0028701+0.00012464i,-0.0020655-0.0030125i,0.0024936-0.0021222i,-0.00024682+1.6424e-05i,-0.0013909-0.00046063i,-0.0026816+0.0059043i,-0.00065095-0.00087004i,9.9098e-05-0.00082406i,-0.0028169-0.00065841i,0.00072022-0.003343i,0.0095193-0.0081433i,0.024615-0.011363i,0.030363-0.026685i,0.0039037-0.025316i,0.0072848-0.010411i,-0.0025654-0.034702i,0.021552-0.024831i,0.010904-0.027117i,0.01349-0.00088022i,0.019246-0.0040342i,-0.0063022+0.0002628i,0.0038297+0.0062262i,-0.0078731+0.010365i,-0.0038252-0.00029242i,0.0031272+0.0019304i,0.0093204+0.0037567i,-0.00086152-0.00027343i,0.0028926+0.0049672i,0.0031764+0.00013771i,0.00106-0.0050921i,-0.0011439-0.0025436i,0.0020255+0.00010772i,-0.0086783-0.0013053i,0.0037064+0.0031186i,-0.0077172-0.0020636i,0.0019+0.0013091i,-0.00071664+0.0048913i,-0.0010969-0.00015349i,0.0023707-0.0054917i,-0.0020306+0.001359i,0.0018895+0.0019423i,-0.0046748+0.0025182i,-0.0014385-0.00099044i,-0.0014144+0.0021862i,-8.0439e-05-0.00069875i,-0.0087376-0.0064408i,0.0019997-0.00023479i,-0.0033836-0.00046253i,-0.00042365+0.0019577i,0.0040125+0.0011306i,-0.00079139-0.0013738i,0.001784-0.0010061i,-0.0021879-0.0027199i,0.0029731+0.0042195i,0.0015394+0.00016801i,0.020908-0.011361i,-0.018913+0.020574i,0.0064136+0.023088i,-0.0033813-0.00023609i,0.0046379-0.0053245i,0.0021076-0.001249i,-0.0019835+0.0069103i
0.014422-0.0047109i,0.00090708-0.035256i,-0.022511-0.026305i,-0.011926-0.0035458i,-0.017716+0.0081132i,-0.021002+0.0015293i,-0.01792-0.012277i,-0.0063657-0.032111i,-0.0087432-0.014684i,-0.0012841-0.003236i,-2.8487e-05+0.0011562i,0.0011896+0.00086383i,0.00097128+0.00063597i,-4.8697e-05+0.00065133i,0.0010586+0.00053231i,-0.0030861-0.0027637i,0.0026785+0.0010939i,0.0029641+0.0011182i,0.0004454-0.00097795i,-0.00012221-0.00028861i,-0.00024371-0.0015554i,0.0021907+0.00055163i,-8.6238e-05-0.0014248i,-0.00086206-0.0022969i,-0.00025916-0.001626i,0.00068201-0.00080515i,0.0013548-0.0010268i,-9.7997e-05-0.00047254i,0.00052682-2.439e-05i,8.3205e-05+0.00062036i,-0.0019471+0.00014848i,-0.001237-0.00020507i,-0.00091202-1.5902e-05i,-0.00025738-0.00038049i,-0.0024667+0.0014167i,-0.002434-0.0022824i,0.0014745-0.0026465i,-0.00020801+0.00020145i,-0.00094631-0.00014747i,-0.00044744+0.0067072i,-0.00060372-0.00061023i,-4.7521e-05-0.00083294i,-0.0021463+5.0238e-05i,0.0003875-0.0031615i,0.0074006-0.009325i,0.021228-0.014395i,0.025427-0.030008i,-0.00087787-0.024262i,0.0057653-0.013593i,-0.010181-0.032715i,0.017388-0.030164i,0.0060784-0.030282i,0.014838-0.0037989i,0.015703-0.0099897i,-0.0074483+0.002747i,0.0056142+0.0041337i,-0.0033562+0.012723i,-0.0040381+0.0010454i,0.0035842+0.0018309i,0.0089049+0.001862i,-0.0011823-0.00055581i,0.0038519+0.0062735i,0.0027071-0.0013436i,-0.00054383-0.0044485i,-0.0022426-0.0018035i,0.0020433-0.00075567i,-0.0071844+0.0014731i,0.0048437+0.00092346i,-0.0076546+0.0018029i,0.0016645+0.0011483i,0.0015352+0.0048202i,-0.0011596+0.00021265i,-0.0008791-0.0067002i,-0.0011714+0.00062047i,0.00038261+0.0002071i,-0.0035919+0.0040799i,-0.002357-0.0002425i,-0.0011246+0.0022759i,-0.00075615-0.00042605i,-0.0098664-0.0029807i,0.00081942-0.00082027i,-0.0043258-0.00020123i,0.00030221+0.0014957i,0.0037079-0.00059699i,-0.0004809-0.0011007i,0.0026249-0.0016607i,-0.0024711-0.002453i,0.0041367+0.0044913i,0.0015759+0.00077446i,0.018656-0.014026i,-0.015328+0.026167i,0.0085673+0.019736i,-0.0068917+0.00040814i,0.0019715-0.0037435i,0.0020818-0.0018459i,-0.0026162+0.005991i
0.013194-0.0067564i,-0.0043472-0.035378i,-0.025568-0.02223i,-0.0129-0.0023437i,-0.016391+0.010842i,-0.019776+0.0046989i,-0.019607-0.0091423i,-0.011929-0.031327i,-0.01193-0.01369i,-0.0011735-0.0033404i,0.00055278+0.00066219i,0.0017249+0.00019914i,0.0016113+0.00047473i,0.00069624+0.00042497i,0.0010202+2.8338e-05i,-0.0032262-0.0022674i,0.0042678+0.00067545i,0.0029424-3.6567e-06i,0.00072364-0.00075554i,0.00014727-0.00026075i,-0.00081968-0.0012061i,0.0022114-0.00037513i,-0.00047283-0.0013401i,-0.0010953-0.0022554i,-0.00090537-0.0015492i,0.00034885-0.0010358i,0.00084084-0.0014508i,-0.0001559-0.00031978i,0.00059016-9.323e-06i,0.0006169+0.00072093i,-0.0018262+0.00091234i,-0.0012282+5.7684e-05i,-0.00067032+0.00028686i,-0.0002559-0.00022602i,-0.0013291+0.0018781i,-0.002535-0.0015959i,0.00071457-0.0021545i,2.644e-05+0.0003578i,-0.00093543-0.00017074i,0.0019108+0.0061303i,-0.00052354-0.00047776i,-0.00029602-0.00090609i,-0.0012599-2.5019e-05i,7.2192e-05-0.0033708i,0.0051229-0.01047i,0.018626-0.01688i,0.020408-0.032456i,-0.00499-0.022151i,0.0042866-0.015535i,-0.016728-0.028145i,0.01193-0.034888i,0.001544-0.032971i,0.015682-0.0083611i,0.010381-0.013199i,-0.0068026+0.0061625i,0.006278+0.0015756i,0.0011859+0.012449i,-0.0038685+0.0023975i,0.0045523+0.0014188i,0.0091143-0.00081779i,-0.0018073-0.00078932i,0.0063413+0.0069036i,0.001544-0.0014312i,-0.0016879-0.0035662i,-0.0026754-0.00063579i,0.0019771-0.0015489i,-0.0059073+0.0033115i,0.0048339-0.0014864i,-0.0054612+0.0036158i,0.002378+0.0012421i,0.0032121+0.0034776i,-0.0010529+0.0002909i,-0.0045216-0.0056083i,-0.0020213+0.0012268i,-0.00084961+0.00048482i,-0.0019085+0.0050075i,-0.0024345+0.0010235i,-0.00079218+0.0031952i,-0.00099569-0.00019942i,-0.010346+1.8273e-05i,-0.00030978-0.00076804i,-0.0051212+0.0016697i,0.00033149+0.0012002i,0.0034851-0.0023809i,-0.0006515-0.0019143i,0.0029798-0.0029109i,-0.0030808-0.0020018i,0.0063475+0.0036085i,0.0020534+0.0010806i,0.016028-0.016453i,-0.0083992+0.029821i,0.010034+0.016066i,-0.0091775+0.0026309i,0.00079158-0.0013293i,0.0014577-0.0018971i,-0.0034482+0.0056965i
