-0.022629-0.03742i,-0.012252-0.050029i,-0.01839-0.044107i,-0.030751-0.035414i,-0.030316-0.015564i,-0.049931-0.026931i,-0.057241-0.02593i,-0.044856-0.036526i,-0.028431-0.032425i,0.0073953+0.012085i,-0.0052629+0.015682i,-0.0046408+0.01401i,0.012325+0.021722i,0.00059044+0.0039413i,0.0031657+0.0035306i,0.0066433+0.018191i,0.023338+0.043194i,-0.0020163-0.0015686i,-0.004766-0.006029i,0.0065102+0.0011051i,-3.4112e-05-0.00094305i,-0.0008426+0.00094275i,-5.8077e-05-0.00045199i,-0.028558-0.0031316i,-0.0028014-0.0059031i,0.0016149+0.0044231i,0.0028095-0.000209i,-0.00050538+0.00053671i,0.00061731-0.00039145i,-0.00078284-0.0026342i,-0.0013554-0.0060966i,-0.0048074-0.0043637i,-0.0021724-0.0038199i,0.0023766-0.00057503i,0.0017703-0.0028929i,0.001213+0.024999i,0.0015995-0.0034243i,0.0027051+0.00084475i,0.0051978+0.0014498i,-0.010723-0.0039016i,-0.0034154+0.00013884i,0.0055334-0.0014651i,0.0066177-0.0002429i,-0.002819+0.0049856i,0.00092766-0.0094584i,-0.011257+0.017558i,0.035442-0.091291i,0.011858-0.070211i,-0.016193-0.059453i,-0.016852-0.055194i,0.038729-0.045474i,0.01658-0.061501i,0.033911-0.05489i,0.03042-0.059928i,0.016988-0.01373i,0.0047758+0.016498i,0.016038-0.025729i,-0.011331+0.0051212i,-0.00048338+0.0059836i,-0.005146-0.0013775i,-0.001409-0.029199i,-0.023809+0.031438i,0.010127-0.012712i,-0.011978-0.0027509i,-0.00015495-0.0050591i,-0.0015834-0.015999i,-0.0072489+0.0044466i,0.005523+0.006525i,-0.0081652+0.031043i,0.0053038+0.0061787i,-0.0050594-0.00063636i,-0.0033104-0.000812i,-0.012965-0.007353i,-0.0010571-0.0045773i,-0.043642-0.024418i,-0.00031524-0.0099812i,-0.0092756-0.0023801i,-0.0066744-0.0024098i,0.0069485+0.0027903i,-0.0079427+0.00075023i,6.7527e-05+0.00022691i,0.006793+0.010459i,0.004115+0.0020707i,-0.0093929-0.009241i,0.0027522+0.0079332i,-0.020838+0.0056589i,0.0080102+0.0008814i,-0.028008-0.0038239i,-0.04422+0.0036874i,0.019177-0.099243i,-0.00073802-0.012898i,-0.052524-0.021571i,-0.021816-0.0017825i,0.017869+0.010247i,-0.026119+0.012924i,-0.018023-0.013413i
0.013862-0.0095209i,0.043124-0.012956i,0.022314-0.026854i,0.010686-0.021487i,0.013218-0.040076i,-0.018389-0.022063i,-0.0087883-0.014299i,-0.0027239-0.027938i,0.0063115-0.017661i,0.0043095-0.0013363i,0.0014711-0.004624i,-3.5892e-06-0.005131i,-0.00073579-0.005763i,-0.0010111-0.00268i,-0.0010853+0.00092705i,0.0011303-0.0027987i,-0.0039443+0.0016982i,-0.0005881+0.0010193i,0.00022119+0.00026152i,0.00075173+0.0022537i,0.0013536+0.0018317i,0.0010934-0.0010872i,0.0018664+0.00039849i,-0.00087874+0.0024795i,-0.00078916+0.00033841i,-0.00070372+0.00047533i,-0.0013583+0.00024256i,-0.00088475+0.00046927i,2.1731e-05+0.00010105i,-0.00027549-0.00026084i,0.0022292-0.0017324i,0.0016911-2.4004e-05i,0.0002718-0.00065086i,0.00053173-0.0010717i,0.00083693+0.00036648i,0.0012707-0.004804i,-8.4917e-05+8.9376e-05i,-0.0010991+0.0004918i,-0.00024678-0.00027691i,0.00039182+0.00049134i,0.00021418+0.0010372i,0.00095498+0.00054904i,0.00036936-0.0027034i,-0.00067482-0.0032889i,0.017907+0.0046598i,0.029806+0.038084i,0.035296+0.039466i,0.046747+0.028805i,0.015705-0.00088757i,0.035776-0.00028914i,0.036858+0.012513i,0.013578+0.0064573i,0.027627+0.023323i,-0.0035246+0.033088i,0.0062645-0.0042994i,0.0047861-0.0034058i,0.0065505-0.0038003i,0.0077179+0.0037362i,0.0036811+0.0064614i,-0.0068341+0.0043985i,-0.0042473-0.006079i,0.0034905+0.012676i,-0.0035468+6.3819e-05i,-0.00018066+0.0055182i,-0.00049672+0.0015024i,0.0026627-0.003113i,0.006987-0.00062104i,-0.002573-0.00096672i,0.0040235-0.001891i,-0.005331-0.00027147i,-0.00166+0.00070897i,0.00041041+3.6124e-05i,-0.0049219-0.0027201i,-0.0043024-0.0022279i,-0.0072856-0.0088033i,0.0031562-0.0018593i,-0.0045813+0.0019709i,-0.0018993+0.0010279i,-0.0037982+0.0025765i,0.0072671+0.00029953i,-0.0072731-0.0013432i,-0.0043945-0.00737i,-0.0026918-0.0011559i,-0.0060459-0.00077219i,0.0041567-0.0038215i,0.0067481+0.0012448i,0.0023858-0.0015392i,0.0040395+0.0090637i,0.0073521+0.0050716i,0.042281+0.026837i,-0.031476-0.0042682i,-0.036394+0.018109i,-0.010162+0.020834i,0.0019505+0.0021706i,0.0097872-0.0057804i,-0.011097+7.1906e-05i
0.011563-0.011415i,0.03982-0.020053i,0.017062-0.029858i,0.0067365-0.022018i,0.0049875-0.041776i,-0.020686-0.018475i,-0.011581-0.013313i,-0.0074603-0.026471i,0.0029464-0.01814i,0.003927-0.0025198i,0.00027794-0.0050326i,-0.0011209-0.0045118i,-0.0025033-0.0047593i,-0.0014963-0.002043i,-0.00061763+0.0011338i,0.00085905-0.0028042i,-0.002704+0.003026i,-0.00056163+0.0014986i,5.0398e-05+0.00025592i,0.0014236+0.0018798i,0.0020252+0.001557i,0.00087685-0.0011975i,0.0018468-0.00021262i,0.0011055+0.0023661i,-0.00045697+0.00060093i,-0.0002694+0.00055017i,-0.0011205+0.00092101i,-0.0005429+0.00069202i,9.2424e-05-0.00031347i,-6.0061e-05+0.00010095i,0.0013396-0.0025365i,0.001627-0.00054314i,0.00014125-0.00060869i,2.6595e-05-0.0010988i,0.0012398+8.9315e-06i,0.0036109-0.003056i,-3.5171e-05+0.00029507i,0.0011347-0.0042111i,-6.5038e-05+5.8773e-05i,0.0004606-3.078e-05i,0.00051252+0.00084236i,0.0012113+4.4575e-05i,-0.00035622-0.0021878i,-0.00013879-0.0029486i,0.018323+0.002291i,0.034857+0.032863i,0.040159+0.032867i,0.050743+0.020014i,0.012831-0.00026655i,0.036143-0.0063428i,0.039136+0.0056819i,0.014483+0.00089769i,0.029326+0.013778i,0.0041324+0.029606i,0.004472-0.0052899i,0.00062237-0.0037102i,0.0042795-0.0063423i,0.0068281+0.0010958i,0.0052457+0.0048892i,-0.0039892+0.0073106i,-0.0047457-0.0025729i,0.0049546+0.010854i,-0.0036284+0.0009395i,0.0030911+0.0060767i,0.00043539+0.0017038i,0.00051877-0.0034586i,0.0076096-0.0049578i,-0.0031075-0.00049589i,0.0040122-0.0028732i,-0.0051413+0.0023871i,-0.0019101-3.1232e-05i,0.00021529-0.00056951i,-0.0046711+0.0004499i,-0.0041528-0.00076365i,-0.0087825-0.0054171i,0.0017785-0.0026311i,-0.0032081+0.0029468i,-0.0020062+0.00072938i,-0.0025668+0.0038123i,0.0083264-0.0029035i,-0.0067597+0.0017439i,-0.0068073-0.0056354i,-0.002225-0.00064359i,-0.0056527+0.0014119i,0.0012628-0.0045064i,0.0068139-0.0019995i,0.0024855-0.0018843i,0.0069215+0.0078443i,0.0062905+0.0037037i,0.043327+0.017431i,-0.030716+0.0025764i,-0.034345+0.026034i,-0.0063351+0.01911i,0.0034577+0.0052047i,0.0065652-0.0061917i,-0.012832+0.0020674i
0.0097746-0.013078i,0.034959-0.02643i,0.011326-0.031526i,0.0033918-0.021794i,-0.0034034-0.041824i,-0.022503-0.014893i,-0.014111-0.011773i,-0.011232-0.024446i,-0.00043834-0.017852i,0.0032563-0.0033555i,-0.0013389-0.0049564i,-0.0019323-0.0036287i,-0.003621-0.0032367i,-0.0017594-0.001439i,-0.00036714+0.001106i,0.00056877-0.0029444i,-0.0010258+0.0034594i,-0.00023869+0.0014887i,5.5454e-06+0.00053391i,0.0018539+0.0011857i,0.0026284+0.00070046i,0.00058068-0.00152i,0.0016312-0.00078964i,0.0024876+0.0015067i,4.2617e-05+0.00067453i,8.8345e-06+0.00032082i,-0.00055936+0.0013643i,-0.0003407+0.00085931i,0.00040349-0.00019372i,0.00011682+0.00014942i,0.0002244-0.0029364i,0.0013138-0.001177i,-8.9704e-05-0.00066352i,-0.00027299-0.00086714i,0.0013717-0.00091593i,0.0037225-0.0035848i,0.00029539+0.00034387i,0.0054914+0.0016267i,0.00010502+2.3459e-06i,0.00027143-0.00043516i,0.00078822+0.00063642i,0.00093665-0.00061883i,-0.00071438-0.0016922i,-0.00024628-0.0032508i,0.018756-0.00058321i,0.04034+0.026208i,0.044362+0.025639i,0.052313+0.011185i,0.011659+0.00066274i,0.03577-0.012586i,0.039312-0.001092i,0.014794-0.0036859i,0.027863+0.006096i,0.0094181+0.026316i,0.0020594-0.0055872i,-0.0023524-0.0017554i,0.00068048-0.0077064i,0.0051868-0.00067947i,0.0056865+0.0028971i,-0.000943+0.008249i,-0.0037998-0.00054284i,0.0057835+0.008611i,-0.0035914+0.0030696i,0.0059361+0.0049479i,0.0011158+0.001266i,-0.0010163-0.0026591i,0.0057152-0.0077669i,-0.0029441+0.00018147i,0.0039494-0.0039432i,-0.0022915+0.004363i,-0.0023551-9.9622e-05i,-0.00025271-0.00071313i,-0.0031107+0.0021336i,-0.003362+0.00042686i,-0.0092101-0.0023034i,0.00099395-0.0031774i,-0.0019113+0.0031635i,-0.0020059+0.0012354i,-0.00055683+0.0038762i,0.0068631-0.0065292i,-0.0052546+0.0038955i,-0.0082409-0.0026582i,-0.002121-0.00058244i,-0.0045865+0.0027308i,-0.00011349-0.003456i,0.0053231-0.0043545i,0.0026071-0.002415i,0.0077374+0.0037198i,0.0054376+0.0032973i,0.043453+0.0095775i,-0.027538+0.0078914i,-0.028663+0.033795i,-0.0043043+0.016761i,0.0068487+0.0056355i,0.0040762-0.0051379i,-0.012813+0.0049572i
0.0076821-0.015073i,0.029151-0.031084i,0.0061306-0.032597i,0.00071625-0.021637i,-0.011506-0.039464i,-0.023826-0.011267i,-0.016472-0.0096044i,-0.014819-0.022186i,-0.0029569-0.016797i,0.0024538-0.0040288i,-0.0027366-0.0038726i,-0.0022428-0.0029224i,-0.0039944-0.0016453i,-0.0018681-0.00093114i,-9.5218e-05+0.0013406i,0.00023744-0.0028986i,0.00016882+0.0030255i,7.6974e-07+0.0019346i,0.00037303+0.00081792i,0.0019374+0.00035221i,0.0027246-0.00033836i,-9.8034e-05-0.0016853i,0.001244-0.0012438i,0.0028617-0.00038912i,8.4693e-05+0.00032075i,-6.1363e-05+0.00016488i,6.3459e-05+0.0014021i,0.00010383+0.0010069i,0.0004354-0.00025008i,0.00025648+0.0001569i,-0.0009234-0.0028242i,0.00076373-0.0013797i,-0.0003136-0.00056312i,-0.00044788-0.00074046i,0.00074625-0.001836i,0.0036978-0.0045431i,0.00053581+6.1548e-05i,0.0033446+0.00081437i,0.00017965-0.00013387i,-9.2515e-05-0.00073526i,0.00093403+0.00071502i,0.00039137-0.00069335i,-0.00090039-0.0011606i,-0.00077558-0.0030814i,0.01891-0.0039067i,0.044325+0.016885i,0.047409+0.017616i,0.052691+0.0025405i,0.012138+0.0021719i,0.034013-0.019748i,0.038595-0.0078019i,0.014329-0.0085537i,0.025935+3.5755e-05i,0.014809+0.022091i,0.00045037-0.00485i,-0.0037077+0.001023i,-0.0037354-0.0079008i,0.0036065-0.0015858i,0.0054078+0.0017038i,0.0016428+0.0081743i,-0.0026054+0.00060707i,0.0058605+0.0062026i,-0.001219+0.0052461i,0.0083291+0.0023699i,0.0016993+0.00089926i,-0.0018189-0.0015577i,0.0030797-0.0098031i,-0.0027017+0.00049549i,0.0037397-0.0055923i,-0.00011701+0.0034332i,-0.0028613+0.00017349i,-0.0005013-0.00065045i,-0.0014432+0.0032266i,-0.0026103+0.00093999i,-0.0087564+0.00080127i,-0.00029267-0.0039264i,-0.00073002+0.0028436i,-0.0015612+0.0013809i,0.00080297+0.0027071i,0.0044394-0.0093665i,-0.0026808+0.0051431i,-0.0073118-8.4529e-06i,-0.0024376-0.00042595i,-0.0035963+0.003574i,-0.00069851-0.0026493i,0.0031072-0.0054117i,0.0026276-0.0031783i,0.0064025+0.0013451i,0.0052809+0.0031314i,0.042324+0.0020914i,-0.024001+0.0093452i,-0.020178+0.038132i,-0.0022347+0.016136i,0.0088914+0.0043582i,0.0034918-0.0032805i,-0.011613+0.0069483i
0.0047268-0.016811i,0.023177-0.034381i,0.00047542-0.032909i,-0.0022994-0.021814i,-0.017988-0.035892i,-0.024669-0.0076761i,-0.018246-0.006657i,-0.017754-0.019401i,-0.0048638-0.015944i,0.0012088-0.0042155i,-0.0032643-0.0025082i,-0.0026783-0.0023372i,-0.0036965-0.00021807i,-0.0022075-0.00027308i,0.00054061+0.0015518i,-0.00030792-0.0029397i,0.00090994+0.0028391i,0.0010367+0.0021474i,0.00069863+0.00064202i,0.0015693-0.00034522i,0.0023635-0.0012989i,-0.00065663-0.0015802i,0.00085576-0.0015222i,0.0017903-0.0018838i,0.00053613+0.00060207i,-0.00017818+0.00014443i,0.00056917+0.0013198i,0.00052439+0.00093743i,0.00031495-0.00037162i,0.00030522+3.7081e-06i,-0.0018735-0.0023211i,0.00024869-0.0015282i,-0.0005625-0.00037612i,-0.00068017-0.00047464i,-0.00040606-0.0019014i,0.0029229-0.0055866i,0.00047077-0.00022095i,0.002462-0.00049274i,0.00019829-0.00031146i,-0.00061942-0.00078431i,0.001814+0.00078512i,0.00011632-0.00043334i,-0.00099024-0.00067323i,-0.001144-0.002731i,0.018871-0.0074853i,0.04519+0.0069967i,0.048698+0.0090112i,0.052409-0.0065446i,0.014824+0.0032365i,0.030208-0.02678i,0.036675-0.013816i,0.011873-0.013285i,0.022435-0.0040125i,0.019215+0.01619i,-0.00045051-0.0047864i,-0.0032348+0.0044318i,-0.0083626-0.0054703i,0.0019689-0.0020553i,0.0051611+0.00076483i,0.0044475+0.0073529i,-0.0012788+0.00090347i,0.0047339+0.0048903i,0.0019832+0.0045903i,0.0096029-0.0014829i,0.0021721+0.00018114i,-0.001861+0.00017611i,-0.00052223-0.011397i,-0.0029683+0.0013313i,0.0023964-0.0072129i,9.8259e-05+0.002871i,-0.0032957+0.0011531i,-0.00065995-0.0005284i,0.0014673+0.0032688i,-0.002017+0.00068141i,-0.0069002+0.0032014i,-0.0023828-0.003847i,-5.2541e-05+0.002121i,-0.0011778+0.0016083i,0.00095162+0.0014885i,0.0010124-0.011812i,-4.4981e-05+0.0047526i,-0.006017+0.001067i,-0.0025627+0.00012698i,-0.0024683+0.0049616i,-0.0011369-0.0018271i,0.001044-0.0055694i,0.0017804-0.0040536i,0.0047215+0.00030068i,0.0052931+0.0028498i,0.040087-0.0044466i,-0.02432+0.0091354i,-0.012813+0.038485i,0.00083371+0.014259i,0.010254+0.002773i,0.0039779-0.0024081i,-0.010073+0.0083946i
0.0016259-0.017815i,0.01739-0.036686i,-0.0048713-0.032093i,-0.0055692-0.021313i,-0.024082-0.031857i,-0.024963-0.0040237i,-0.01903-0.003607i,-0.020131-0.016525i,-0.0065889-0.015546i,0.0004609-0.0038851i,-0.0031423-0.0013157i,-0.0030103-0.0014263i,-0.0032137+0.00094562i,-0.0020705+0.00061395i,0.001229+0.0011456i,-0.00087477-0.002555i,0.0019051+0.0027957i,0.0018214+0.0014112i,0.00084053+0.00047288i,0.001188-0.00062524i,0.0017138-0.0020312i,-0.0011721-0.001401i,0.00024344-0.001715i,0.00063657-0.0025152i,0.0006015-0.00019832i,-0.0002828+0.00040184i,0.0012038+0.0010282i,0.00089443+0.00061646i,1.3182e-05-0.00063156i,0.0001293-3.188e-05i,-0.0025772-0.0015347i,-0.00041395-0.001541i,-0.00064401+5.0953e-05i,-0.00062617-0.00016402i,-0.00087284-0.0013445i,0.0012316-0.0059519i,0.0003754-0.00021544i,0.0014576-0.00083931i,0.00013913-0.00063234i,-0.0010839-0.00051385i,0.0025883-0.00045388i,8.5092e-05-0.00036528i,-0.00083599-0.00010243i,-0.0014386-0.0024023i,0.017767-0.012153i,0.043567-0.0021149i,0.048599+0.00078563i,0.049775-0.016281i,0.019075+0.00093895i,0.024205-0.032422i,0.03396-0.019324i,0.0089433-0.016248i,0.019819-0.0050936i,0.021104+0.0092487i,-0.0019014-0.0046401i,-0.00023191+0.0067278i,-0.011218-0.00069177i,0.00049008-0.001972i,0.004671-0.00012166i,0.0063137+0.0053675i,-0.00059732+0.000414i,0.0040147+0.0042419i,0.0029404+0.0030053i,0.0079637-0.0055974i,0.0022407-0.00098571i,-0.00024911+0.0013412i,-0.0053284-0.0099259i,-0.0025612+0.0030192i,0.0013874-0.0084807i,0.001557+0.0028419i,-0.0032229+0.0027887i,-0.00076707-0.00036392i,0.0035899+0.00043339i,-0.0020747+0.00037856i,-0.0039169+0.0039768i,-0.0039984-0.0024346i,0.00029638+0.0012932i,-0.0014781+0.0013932i,0.0010287+0.00042345i,-0.0040442-0.012261i,0.0019373+0.0032541i,-0.0053667+0.0018789i,-0.0026985+0.00050686i,0.0003661+0.0055436i,-0.0010958-0.00066935i,-0.00046839-0.0046646i,0.00071742-0.0043303i,0.0032179+0.00019321i,0.0053625+0.0026649i,0.037305-0.0097799i,-0.02648+0.01211i,-0.0066663+0.038232i,0.002387+0.010795i,0.011244-4.2084e-05i,0.0043466-0.0025199i,-0.0079143+0.0087226i
-0.0017514-0.018563i,0.011723-0.038226i,-0.009891-0.030631i,-0.0083853-0.020267i,-0.029164-0.026237i,-0.024882-0.00044739i,-0.019254-0.00070843i,-0.022139-0.013402i,-0.0084511-0.015342i,0.00014958-0.003698i,-0.0028295-0.00034919i,-0.0029278-0.00038725i,-0.002297+0.0018007i,-0.0014994+0.0012715i,0.0015527+0.00053031i,-0.0011627-0.0022022i,0.0026695+0.002339i,0.0019778+0.00071829i,0.0010204+0.00025262i,0.00096612-0.00073296i,0.00082586-0.002504i,-0.0017123-0.00089794i,-0.00028795-0.0014903i,-0.00039255-0.0024895i,0.000344-0.00047583i,-0.00012126+0.00063862i,0.0014493+0.00036056i,0.0011923+0.0001709i,-5.1413e-05-1.1835e-05i,0.00012486+0.00017016i,-0.002864-0.00059709i,-0.00090403-0.0012661i,-0.00034692+0.00034529i,-0.00051433+1.9711e-05i,-0.0010588-0.00098582i,4.2211e-06-0.0059821i,0.00039914-0.00035336i,0.0010633-0.00099238i,-0.00018342-0.00061807i,-0.0015213-1.587e-06i,0.0023118-0.0011203i,-6.3518e-05-0.00035399i,-0.00053519+0.00023125i,-0.0017333-0.0017942i,0.014771-0.016499i,0.040233-0.0097371i,0.047073-0.0071676i,0.044305-0.024428i,0.021322-0.0041173i,0.017505-0.036116i,0.031045-0.024282i,0.0064003-0.01901i,0.019874-0.0061622i,0.02158+0.0030672i,-0.0037968-0.0041888i,0.003219+0.0064346i,-0.010984+0.0048361i,-0.00079872-0.0015697i,0.0041227-0.00062327i,0.0068546+0.0035902i,-0.00060673-7.2981e-05i,0.0034032+0.0042038i,0.0034128+0.0022151i,0.0043411-0.0079075i,0.0014709-0.0020518i,0.001159+0.0008499i,-0.0080147-0.0058782i,-0.00058935+0.0040326i,-0.0055856-0.018103i,0.0025101+0.0013922i,-0.0019074+0.0042364i,-0.00083104-0.00035503i,0.0031978-0.0029096i,-0.0023095+0.00063377i,-0.0020403+0.0029559i,-0.0038383-0.00082908i,-7.9084e-05+0.00047486i,-0.0016263+0.0015264i,0.00049783-0.00061049i,-0.0094561-0.0095839i,0.0021908+0.0012087i,-0.0047216+0.0029473i,-0.0027876+0.0014932i,0.0026701+0.0044182i,-0.00039603-0.00039583i,-0.00068865-0.0033746i,-0.00024598-0.0045039i,0.0019127+0.0010255i,0.0054944+0.0021744i,0.035408-0.014425i,-0.027088+0.017163i,-0.00064282+0.036339i,0.0018177+0.0072864i,0.010127-0.0032049i,0.0040914-0.002401i,-0.0066175+0.0078046i
-0.0057987-0.018413i,0.0061314-0.039185i,-0.014603-0.028349i,-0.011181-0.019207i,-0.032478-0.019951i,-0.024254+0.0029548i,-0.019041+0.0021038i,-0.023763-0.010004i,-0.010944-0.01504i,-0.00033788-0.0037144i,-0.0021552+0.00036134i,-0.002413+0.00036003i,-0.0012473+0.0022886i,-0.00083305+0.0015654i,0.0016736-5.0852e-05i,-0.0013442-0.0018714i,0.0030713+0.0027516i,0.0021025+5.1264e-05i,0.0010947-0.00014397i,0.00084254-0.00098937i,-0.00035794-0.0024419i,-0.0019462-0.00014234i,-0.00054979-0.0011679i,-0.0012171-0.0021578i,4.8471e-05-0.00055692i,0.00013241+0.0007032i,0.001272-0.00030084i,0.0011139-0.00024078i,3.5472e-05-2.7081e-05i,0.00019738+0.00016015i,-0.00287+0.00036354i,-0.0011823-0.0008142i,-2.1834e-06+0.00037576i,-0.00041341+7.0922e-05i,-0.0013874-0.00047069i,-0.0014525-0.0056257i,0.00018259-0.00048485i,0.00055354-0.0016402i,-0.00011578-0.0002371i,-0.0016499+0.00060915i,0.00078755-0.0018444i,-0.00018934-0.00033104i,-8.499e-05+0.00034696i,-0.0017238-0.0010681i,0.010708-0.019288i,0.035743-0.015513i,0.044032-0.014193i,0.037239-0.030174i,0.021098-0.0089194i,0.010264-0.038274i,0.027574-0.029566i,0.0030727-0.021418i,0.020709-0.0089015i,0.020628-0.0039298i,-0.0058265-0.0026994i,0.0056748+0.0044115i,-0.0080741+0.0090932i,-0.0017737-0.00075423i,0.0034626-0.00087588i,0.0076053+0.0025641i,-0.00082154+1.0563e-05i,0.0029471+0.0046308i,0.0040946+0.00089222i,0.00099569-0.0079374i,0.00048328-0.0024342i,0.0017702-6.685e-05i,-0.0084133-0.0021938i,0.0014443+0.0036318i,-0.011546-0.010661i,0.0019067-7.701e-05i,4.6844e-05+0.0048181i,-0.0011534-0.00032621i,0.00085717-0.0049413i,-0.0022146+0.0011555i,-0.0013896+0.0017781i,-0.0050183+5.1093e-05i,-0.00077361+0.0004257i,-0.0010451+0.0018448i,-0.00068039-0.00079129i,-0.011665-0.0048769i,0.0014861-8.5067e-05i,-0.0037039+0.0033368i,-0.0020497+0.0022162i,0.0040409+0.0029026i,-0.00044755-0.00035098i,-9.6477e-06-0.0030572i,-0.0012108-0.0042306i,0.0028534+0.0028086i,0.0056067+0.0019051i,0.032167-0.019599i,-0.026043+0.022938i,0.0027419+0.032384i,-0.00028987+0.0051254i,0.0074304-0.0047788i,0.0044083-0.0029061i,-0.0069522+0.0070088i
-0.0094117-0.016997i,0.00061485-0.039719i,-0.018508-0.025133i,-0.01392-0.017694i,-0.034549-0.014011i,-0.023215+0.0063723i,-0.0183+0.004984i,-0.024679-0.0065415i,-0.013951-0.014066i,-0.00094476-0.0034182i,-0.0014681+0.00046804i,-0.0018151+0.00092451i,-1.6203e-05+0.0025108i,-0.00025668+0.0017041i,0.0014678-0.00062557i,-0.0014044-0.0018386i,0.002069+0.0018939i,0.0019819-0.00068491i,0.0008868-0.0005347i,0.00054264-0.0011278i,-0.0011382-0.0019983i,-0.0015266+0.00055636i,-0.00066921-0.0010438i,-0.0014384-0.0017124i,-0.00027751-0.00067984i,0.00040572+0.00061063i,0.00093996-0.00058157i,0.00092803-0.00039973i,1.2021e-05-0.00010003i,0.00031389+0.0002398i,-0.0026691+0.0012611i,-0.0010793-0.00038165i,0.00016135+0.00028769i,-0.00041398+0.00024724i,-0.0013293+0.00015961i,-0.0025808-0.0049781i,-2.2502e-05-0.00039486i,-0.00022301-0.00083344i,0.00010473-0.00021405i,-0.0014187+0.0013382i,-0.0015739-0.0022109i,-5.1186e-05-0.00016976i,0.00036914+0.00019451i,-0.0012829-0.00064744i,0.0066644-0.020928i,0.032127-0.019215i,0.040457-0.019946i,0.030143-0.033873i,0.019369-0.01302i,0.0028526-0.038271i,0.022921-0.034025i,-0.00048677-0.022908i,0.020736-0.012606i,0.016926-0.0096304i,-0.0072081+3.8731e-05i,0.0064587+0.0016256i,-0.0038825+0.011885i,-0.0025339+0.00043431i,0.0030766-0.00072581i,0.0075145+0.00043332i,-0.00083883+5.463e-05i,0.0040383+0.0061317i,0.0037796-0.00065659i,-0.0013668-0.0066434i,-0.0006187-0.0024424i,0.0017796-0.00084421i,-0.0072757+0.00063389i,0.0028778+0.0025321i,-0.026026+0.036707i,0.0010431-0.00012443i,0.0020052+0.0041708i,-0.001323+0.0001016i,-0.0021442-0.0053678i,-0.0019818+0.001297i,-0.0021012+0.0011555i,-0.0046911+0.0021252i,-0.0010742+0.0010494i,-0.0011236+0.0021135i,-0.0013678-0.00016115i,-0.012001-0.00073069i,0.00051466-0.00061818i,-0.0033728+0.0039648i,-0.0011105+0.0024778i,0.0057634+0.0018135i,6.0763e-05-0.00012161i,0.00022484-0.0036894i,-0.0020592-0.0041413i,0.0041213+0.0023811i,0.006416+0.0016398i,0.028377-0.023389i,-0.022737+0.030499i,0.0060171+0.031785i,-0.0031056+0.0047611i,0.0042289-0.0044967i,0.0037057-0.0037466i,-0.0074884+0.0072648i
-0.012096-0.015053i,-0.0054026-0.039979i,-0.021665-0.021979i,-0.016464-0.015641i,-0.035766-0.0075604i,-0.02132+0.0096843i,-0.016924+0.0075629i,-0.025414-0.0030289i,-0.016938-0.012203i,-0.0012402-0.0034269i,-0.0010455+0.00035386i,-0.00099457+0.0011352i,0.0012523+0.0021209i,0.00052385+0.0015376i,0.0011041-0.0010767i,-0.0017241-0.0018098i,0.0023879-3.8247e-05i,0.0014555-0.001192i,0.00064519-0.0007665i,0.00044192-0.0012318i,-0.0017167-0.0013666i,-0.0010709+0.00081168i,-0.00096746-0.0010033i,-0.0014267-0.0015843i,-0.00057055-0.00049384i,0.0007141+0.00050167i,0.00056519-0.00082443i,0.0009581-0.00049284i,-6.931e-05-3.6819e-05i,0.00070366+0.00022852i,-0.0020932+0.0023188i,-0.0011348-5.0751e-05i,0.00033863+0.00018225i,-0.00020184+0.00039543i,-0.00094914+0.00039813i,-0.0037803-0.0038002i,-9.0069e-06-0.00027238i,-3.5448e-05-0.0006189i,0.00012891-0.00045293i,-0.00076688+0.0017259i,-0.0014354-0.00058235i,-8.0131e-05-0.00043364i,0.00048199-0.00052247i,-0.00086032-0.00069311i,0.0023029-0.02207i,0.02942-0.023499i,0.036483-0.025098i,0.023174-0.035659i,0.0178-0.015866i,-0.0041564-0.036021i,0.017482-0.037974i,-0.0036524-0.0243i,0.02019-0.017344i,0.012236-0.012634i,-0.0069176+0.003611i,0.0059204-0.00126i,8.5362e-05+0.012247i,-0.0026805+0.0018313i,0.0034123-0.00079303i,0.007779-0.0010452i,-0.00094672-6.3873e-07i,0.0068008+0.0061387i,0.0028487-0.0012107i,-0.0025927-0.0050838i,-0.001477-0.0018717i,0.0017578-0.0015221i,-0.006075+0.0024607i,0.0037415+0.0010567i,-0.0041738+0.0087449i,0.0012112+0.00043206i,0.0032231+0.0030803i,-0.001225+0.00033979i,-0.0048072-0.0043587i,-0.0020645+0.0016598i,-0.0022917+0.0015519i,-0.0037019+0.0034103i,-0.00057076+0.0016541i,-0.0010255+0.0028137i,-0.0013786+0.00039059i,-0.011405+0.003083i,-0.00031275-0.00054857i,-0.0026366+0.0053773i,-0.00057675+0.0025634i,0.0066597-0.0042612i,0.00034619-0.00067637i,-0.0002204-0.0043934i,-0.0030701-0.0035313i,0.0047639+0.0015368i,0.0073019+0.00036526i,0.02459-0.026369i,-0.014667+0.036087i,0.01073+0.029006i,-0.0053116+0.0056969i,0.0021215-0.0024445i,0.0026558-0.0041009i,-0.0075693+0.0079914i
