-0.023643-0.037965i,-0.011271-0.050655i,-0.018194-0.044881i,-0.031079-0.035854i,-0.029999-0.016375i,-0.0506-0.027973i,-0.058376-0.025982i,-0.044738-0.037959i,-0.027143-0.031575i,0.0085544+0.011564i,-0.0065382+0.015545i,-0.0044563+0.014521i,0.010643+0.020741i,0.00045364+0.0044129i,0.0035306+0.0034821i,0.0065462+0.01811i,0.026945+0.041115i,-0.00266-0.0015892i,-0.0051198-0.0057617i,0.0067669+0.0045326i,-0.00028818-0.00073291i,-0.0011387+0.0018561i,0.00010808-0.0003062i,-0.029269-0.0021614i,-0.0021075-0.0059058i,0.001349+0.0049186i,0.003373-0.00077098i,-0.00030913+0.0004949i,0.00060355-0.00040222i,-0.00085705-0.0027323i,-0.0018123-0.0058223i,-0.0045878-0.004573i,-0.002038-0.0047743i,0.0025071-0.00034221i,0.0020162-0.0029039i,-0.00098064+0.028549i,0.001436-0.0031505i,0.002858+0.00086937i,0.0055151+0.00082717i,-0.010303-0.0026931i,-0.0037804-2.3965e-05i,0.0050785-0.00054014i,0.0053427+0.0001398i,-0.0039089+0.0059223i,0.0021982-0.0096369i,-0.011876+0.017571i,0.034952-0.091045i,0.012456-0.070737i,-0.015747-0.059873i,-0.016799-0.055718i,0.038871-0.046717i,0.016489-0.062985i,0.034088-0.056071i,0.031231-0.060145i,0.01569-0.013735i,0.0041574+0.016754i,0.015816-0.026513i,-0.011692+0.0057429i,-0.00040403+0.0054704i,-0.0054293-0.0010717i,-0.0022691-0.02862i,-0.023991+0.031075i,0.010443-0.011259i,-0.01328-0.0023937i,-0.0001564-0.0050834i,-0.001588-0.015652i,-0.0082188+0.0046272i,0.0051347+0.0061529i,-0.0085313+0.031947i,0.0051575+0.0061387i,-0.0049422-0.00088246i,-0.0032699-0.00021285i,-0.012722-0.0067744i,-0.00058367-0.0043866i,-0.038912+0.0089405i,-0.00020445-0.0098232i,-0.0095934-0.0017163i,-0.0064972-0.0029417i,0.0069699+0.0027704i,-0.0077526+0.0010267i,3.2653e-05+0.00043868i,0.0064635+0.010215i,0.0038339+0.001682i,-0.0091786-0.0091121i,0.0031517+0.008003i,-0.02086+0.006934i,0.0085465+0.00055646i,-0.029342-0.0029618i,-0.043153+0.0025703i,0.018195-0.097413i,-0.0019318-0.012224i,-0.053558-0.022138i,-0.023236+0.0010297i,0.017911+0.010475i,-0.025573+0.012857i,-0.018382-0.012786i
0.01429-0.009795i,0.044451-0.012734i,0.023009-0.027238i,0.011248-0.021629i,0.01409-0.040503i,-0.018709-0.022877i,-0.0085407-0.015139i,-0.0022602-0.028037i,0.0078331-0.017767i,0.004141-0.0014001i,0.0015889-0.004915i,-0.00012567-0.0051501i,-0.00086515-0.0059065i,-0.0010229-0.0029272i,-0.0012074+0.00093972i,0.0013591-0.0031148i,-0.0037189+0.0016979i,5.9996e-06+0.0010046i,0.0002093+0.0002346i,0.00065794+0.0022714i,0.0014621+0.0018359i,0.0010925-0.0010112i,0.0020103+0.00047782i,-0.0010562+0.002819i,-0.00080453+0.00022264i,-0.00053482+0.00048528i,-0.0015456+0.00019422i,-0.0007047+0.00046074i,-1.5877e-05+0.00016123i,-0.00030036-0.00015236i,0.0022269-0.0015196i,0.0015099-6.6681e-05i,0.0003946-0.00078392i,0.0005465-0.0011059i,0.00086246+0.00057007i,-0.00046536-0.0026339i,-1.7569e-05+3.4593e-05i,-0.00046707+0.00032643i,-0.0002023-0.00037973i,0.00046732+0.00043581i,0.00056014+0.00064626i,0.00093272+0.00056968i,-0.00012861-0.0029688i,-0.00024998-0.0031825i,0.019051+0.0052131i,0.03012+0.039785i,0.035856+0.039904i,0.047801+0.029177i,0.015865-0.00078946i,0.036073-0.00044182i,0.038151+0.012511i,0.014963+0.0065066i,0.029037+0.022531i,-0.0038289+0.033836i,0.0065391-0.0046283i,0.0047866-0.0032806i,0.0066647-0.0038479i,0.0076747+0.0039i,0.0039462+0.0064434i,-0.0062678+0.0039883i,-0.0039059-0.0060688i,0.0035789+0.013641i,-0.0038214+0.00039996i,-0.00022229+0.0052763i,-0.00046245+0.0014855i,0.0026075-0.003168i,0.0066708-0.00069785i,-0.0028117-0.00045259i,0.0041176-0.0022204i,-0.0057272-3.0191e-05i,-0.0014577+0.00063617i,0.00034085+8.2571e-05i,-0.0047699-0.0025023i,-0.0043041-0.0021446i,-0.0071404-0.0094902i,0.0033519-0.0017253i,-0.0050862+0.0018797i,-0.0016387+0.0012178i,-0.0037594+0.0026391i,0.0071066+0.00038476i,-0.0070772-0.0013591i,-0.0041568-0.0075919i,-0.0027839-0.0011565i,-0.005615-0.00098692i,0.0042028-0.0033334i,0.0059137+0.00092317i,0.0029267-0.0015744i,0.00616+0.0078266i,0.0062543+0.0057787i,0.042793+0.027492i,-0.031835-0.00426i,-0.036636+0.018477i,-0.0099109+0.020268i,0.0023459+0.0021722i,0.009356-0.0046289i,-0.011284-0.00018612i
0.011784-0.011682i,0.041162-0.020068i,0.017561-0.030424i,0.0073209-0.022269i,0.0057391-0.042287i,-0.021193-0.019223i,-0.011596-0.014224i,-0.0068649-0.026743i,0.0044973-0.018582i,0.0039052-0.0024389i,0.00026641-0.0053852i,-0.001197-0.0044943i,-0.0026017-0.004911i,-0.0016501-0.0022802i,-0.00072509+0.0011801i,0.00092512-0.0033248i,-0.0022938+0.0028189i,-0.00031715+0.00068851i,5.4162e-05+0.00022562i,0.0013199+0.0019407i,0.0021177+0.0015048i,0.0008956-0.0011533i,0.0019936-0.00022362i,0.00056713+0.0025816i,-0.00053475+0.00045255i,-0.00016548+0.00048316i,-0.0012765+0.00105i,-0.00045742+0.00069179i,1.1335e-05-5.4315e-05i,-2.3807e-05+0.00024123i,0.0014568-0.0025428i,0.0014035-0.00051222i,0.00011838-0.00080251i,8.7218e-05-0.0011082i,0.0014135+0.00027139i,0.0036222-0.0023752i,-5.8585e-05+0.00020956i,-0.020821+0.039582i,-9.2201e-06-8.3564e-06i,0.00041386-0.00019263i,0.00059054+0.00050271i,0.0010831+2.1581e-05i,-0.00094918-0.0021208i,0.00020623-0.0028414i,0.019515+0.0025693i,0.035594+0.034715i,0.04072+0.033284i,0.051253+0.020284i,0.013054-0.00025478i,0.036381-0.00647i,0.040221+0.0055851i,0.015844+0.0002291i,0.029791+0.012487i,0.0036894+0.030715i,0.0044924-0.005688i,0.00080157-0.0036628i,0.004277-0.0064608i,0.0069689+0.0011141i,0.0053011+0.0048745i,-0.0037104+0.0064243i,-0.0045664-0.0028059i,0.0056229+0.011647i,-0.0038431+0.0014908i,0.0028585+0.0060724i,0.00042545+0.0016545i,0.00051133-0.0035707i,0.0073304-0.0045321i,-0.0028846-5.6508e-05i,0.0036759-0.003652i,-0.0048568+0.0027009i,-0.0015418-0.0002068i,0.00013957-0.00054636i,-0.0043626+0.00042623i,-0.0042597-0.00087855i,-0.0088825-0.0058512i,0.0019256-0.0026695i,-0.0034084+0.0029964i,-0.0016961+0.00076864i,-0.0025111+0.0036772i,0.0081995-0.0026299i,-0.0067981+0.0015838i,-0.0067116-0.0056669i,-0.0024494-0.00072454i,-0.0050319+0.00092912i,0.0015967-0.0039513i,0.0061293-0.0019321i,0.0027915-0.0018834i,0.0076057+0.005445i,0.0056328+0.0049563i,0.04391+0.017647i,-0.030867+0.0023898i,-0.034364+0.026272i,-0.0060301+0.018412i,0.0035028+0.0047458i,0.0068791-0.0060522i,-0.013117+0.0021021i
0.0098001-0.013261i,0.036249-0.026823i,0.011654-0.032123i,0.0038916-0.022135i,-0.0028382-0.042382i,-0.023152-0.015471i,-0.014371-0.012659i,-0.010698-0.025128i,0.0010475-0.018938i,0.0031918-0.0032488i,-0.0014587-0.0052582i,-0.0019786-0.0036298i,-0.0037321-0.0033084i,-0.0019262-0.0015668i,-0.00042581+0.0011762i,0.00040169-0.0035313i,-0.000785+0.0029129i,-0.00049984+0.0013718i,3.9507e-05+0.00042271i,0.0017709+0.0011729i,0.0027105+0.00067066i,0.00057254-0.001461i,0.0017615-0.00083669i,0.0017302+0.0012474i,-9.8264e-05+0.0004693i,3.3875e-05+0.0002627i,-0.00050843+0.0014649i,-0.00032535+0.00090248i,0.0001458-1.3068e-05i,0.00023054+0.00029688i,0.0002329-0.0030302i,0.0011985-0.0009967i,-0.00021982-0.00074332i,-0.00026495-0.00093385i,0.001757-0.00064125i,0.0033695-0.0033836i,0.00020541+0.00031033i,0.0016182+0.0031243i,0.00023055-0.00013702i,0.00012691-0.00054181i,0.0007482+0.00028977i,0.00092073-0.0005989i,-0.0010327-0.0013154i,0.00013338-0.0032431i,0.019817-0.0004612i,0.041616+0.027901i,0.044921+0.025987i,0.05298+0.010915i,0.011836+0.00077956i,0.036063-0.012759i,0.040217-0.0012855i,0.015765-0.0047866i,0.027588+0.0053205i,0.0092873+0.027814i,0.0021478-0.0058661i,-0.0020851-0.0017704i,0.0005731-0.0079137i,0.0053014-0.0007275i,0.0055982+0.003013i,-0.001184+0.0072969i,-0.0038491-0.00066773i,0.0064207+0.0087851i,-0.0036077+0.0036286i,0.0057597+0.0049942i,0.001044+0.0012364i,-0.0011056-0.0027146i,0.0060322-0.0071128i,-0.0025551+0.00055463i,0.002913-0.0043185i,-0.0022969+0.0041901i,-0.0020338-0.00043836i,-0.00034987-0.00059024i,-0.0031009+0.0020378i,-0.0036015+0.00048044i,-0.0095368-0.0025633i,0.0011658-0.0031838i,-0.0019191+0.003458i,-0.0018501+0.00096557i,-0.00059476+0.0036791i,0.0070665-0.0063539i,-0.0051872+0.0039603i,-0.0078579-0.0029777i,-0.0023742-0.00053752i,-0.0041056+0.0021186i,0.0002867-0.0033657i,0.0049089-0.0042638i,0.0028182-0.0023033i,0.0070971+0.0021718i,0.0054463+0.0046329i,0.044101+0.010059i,-0.02794+0.0075632i,-0.028608+0.033698i,-0.00404+0.016344i,0.0065637+0.0056311i,0.0040799-0.0051747i,-0.012946+0.0050074i
0.0075844-0.015078i,0.030195-0.031808i,0.0063756-0.033075i,0.0010686-0.022176i,-0.011136-0.040217i,-0.024503-0.011656i,-0.016957-0.010362i,-0.014424-0.022969i,-0.0022257-0.018401i,0.0023151-0.0038406i,-0.0029584-0.0040071i,-0.0022665-0.0029431i,-0.004002-0.0016119i,-0.0020062-0.0010237i,-0.00010312+0.0014217i,-5.8731e-05-0.0035701i,0.00015551+0.0023394i,-2.3175e-05+0.0019841i,0.00031408+0.00073131i,0.0018866+0.00034852i,0.0027763-0.00042198i,-5.8714e-05-0.0016517i,0.0012798-0.0012805i,0.0023427-0.00047442i,-0.00016019+0.00094566i,-3.1146e-05+0.00010397i,8.1192e-05+0.0014425i,0.00021297+0.0011202i,0.00020865-5.8742e-05i,0.00037836+0.0002072i,-0.0010069-0.0027838i,0.00077043-0.0013447i,-0.00035991-0.00056871i,-0.00053078-0.00075741i,0.0013562-0.00177i,0.0027813-0.0041273i,0.00049727+0.00010721i,0.0024704+0.0015103i,0.00034311-0.00025645i,-0.00025708-0.00073317i,0.00065469+0.00022744i,0.00036889-0.00068284i,-0.0010609-0.00077261i,-0.00035858-0.0031914i,0.019875-0.0036095i,0.045965+0.018365i,0.048008+0.017934i,0.052942+0.0024282i,0.01256+0.0021901i,0.034247-0.019985i,0.039423-0.008009i,0.014679-0.010059i,0.025385+0.00047818i,0.015404+0.023844i,0.00073182-0.0050331i,-0.0033617+0.000953i,-0.0038419-0.0078461i,0.0036899-0.0016267i,0.0053216+0.0018108i,0.0011396+0.0074566i,-0.0027652+0.00062858i,0.0062783+0.0061862i,-0.0010512+0.0056788i,0.008054+0.0024748i,0.0016525+0.0009769i,-0.0019755-0.0013657i,0.0039194-0.0095908i,-0.0021749+0.00068582i,0.0023211-0.0048244i,-0.0003882+0.003484i,-0.0028334-4.2451e-05i,-0.00042828-0.00052236i,-0.0016139+0.0032941i,-0.0026444+0.0011301i,-0.0088661+0.00097999i,-8.4186e-05-0.0040104i,-0.00049485+0.0029001i,-0.0017043+0.0010286i,0.00065989+0.0027685i,0.0044748-0.0093964i,-0.0025417+0.0050427i,-0.0072902-0.00031593i,-0.0026256-0.00031575i,-0.0032388+0.0030834i,-0.00058686-0.0026402i,0.002804-0.0049657i,0.0027611-0.0032423i,0.0052927+0.00082925i,0.0059817+0.0043488i,0.043288+0.0025943i,-0.024598+0.009331i,-0.020433+0.037981i,-0.002025+0.015681i,0.0090225+0.0044532i,0.0034544-0.0033539i,-0.011627+0.0070096i
0.004683-0.016697i,0.023911-0.035129i,0.00080522-0.033362i,-0.0020591-0.022356i,-0.017789-0.036676i,-0.025343-0.0079363i,-0.018823-0.0071632i,-0.017532-0.020357i,-0.0047286-0.01746i,0.0011538-0.0039359i,-0.0033784-0.0024745i,-0.0026804-0.0024395i,-0.0037591-0.00027425i,-0.002329-0.00036242i,0.00058128+0.0015905i,-0.00072693-0.0032484i,0.000546+0.0022237i,0.00094109+0.0021571i,0.00069721+0.00055609i,0.0015688-0.00032772i,0.0023363-0.0014107i,-0.00060118-0.0016277i,0.00082314-0.0014846i,0.0013254-0.0017818i,0.0010242+0.00026979i,-0.00018502+7.4049e-05i,0.0006503+0.001314i,0.0006981+0.001017i,0.00016598-0.000218i,0.00039213+7.097e-05i,-0.001834-0.0022889i,0.00026998-0.0015386i,-0.00054939-0.00041161i,-0.0007322-0.00046387i,4.685e-05-0.0022545i,0.0019802-0.0049174i,0.00048024-0.00019845i,0.0023836-0.00015015i,0.00048986-0.00042234i,-0.00078352-0.00071722i,0.0007177+0.00074695i,6.1055e-05-0.00046186i,-0.00094313-0.00033447i,-0.00067317-0.0029594i,0.019784-0.0074021i,0.047102+0.0081534i,0.049431+0.0094495i,0.052574-0.0062936i,0.015282+0.0029846i,0.03043-0.026955i,0.037386-0.014369i,0.01174-0.014528i,0.022707-0.0030941i,0.020353+0.017688i,1.3768e-05-0.004874i,-0.0029021+0.0041781i,-0.0086316-0.0050964i,0.0020429-0.0019438i,0.0051153+0.00081276i,0.0035215+0.0070528i,-0.0015589+0.0010128i,0.0051335+0.0046529i,0.0023224+0.0047852i,0.0092307-0.0013894i,0.0022588+0.00027646i,-0.0018537+0.00037165i,2.7226e-05-0.011622i,-0.002503+0.0011649i,0.0011925-0.005004i,-7.9707e-05+0.0031518i,-0.0033738+0.0010593i,-0.00058427-0.00052434i,0.0012814+0.0034207i,-0.0019696+0.00080886i,-0.0067765+0.0035701i,-0.002183-0.0040446i,0.00024073+0.0019312i,-0.0015122+0.0012429i,0.0011419+0.0015434i,0.0010685-0.011673i,-6.3948e-05+0.0045254i,-0.0058779+0.0011549i,-0.0026864+0.0001008i,-0.0019064+0.0043283i,-0.0011784-0.0017995i,0.001137-0.0050049i,0.0018191-0.0040616i,0.0038709+0.00034574i,0.0066538+0.0033489i,0.041383-0.004249i,-0.024972+0.0095061i,-0.01291+0.038392i,0.00079852+0.013864i,0.010352+0.0024904i,0.003963-0.0024355i,-0.0098086+0.0081308i
0.0017463-0.017671i,0.017886-0.037356i,-0.0045849-0.032554i,-0.0054712-0.021843i,-0.023979-0.032592i,-0.025738-0.0042369i,-0.019588-0.0038455i,-0.020236-0.017591i,-0.0067452-0.0165i,0.00056896-0.003632i,-0.0032022-0.0013635i,-0.0030035-0.00151i,-0.0032672+0.00087203i,-0.0021619+0.00066392i,0.0012695+0.0011666i,-0.0012433-0.0025816i,0.0010534+0.0023235i,0.0017159+0.0015356i,0.00083134+0.00036593i,0.0011794-0.00064653i,0.0017214-0.0021355i,-0.0011874-0.0014451i,0.0003586-0.0017188i,0.00021106-0.0022211i,0.00048064-0.00031435i,-0.00035952+0.00035022i,0.0012355+0.00093048i,0.00097593+0.0006389i,-0.00010788-0.00025006i,0.00024422-8.5219e-06i,-0.0024802-0.0016155i,-0.00034279-0.0014894i,-0.00068031+1.796e-05i,-0.00065744-0.00013725i,-0.0006708-0.0017582i,0.0013821-0.0056545i,0.00038047-0.00018642i,0.0017216-0.00072483i,0.00048899-0.00083864i,-0.0012547-0.00034963i,0.0018156+0.00040916i,5.4934e-05-0.00032622i,-0.00068537+5.345e-05i,-0.0012295-0.0027696i,0.018797-0.01216i,0.045892-0.0017072i,0.049409+0.0010154i,0.04999-0.01576i,0.019544+0.00044489i,0.024411-0.032541i,0.034579-0.019853i,0.008472-0.017121i,0.021103-0.0043526i,0.022623+0.010281i,-0.0015023-0.0047111i,-7.5779e-05+0.0062931i,-0.011313-0.00035915i,0.00058936-0.0019096i,0.0045969-9.4192e-05i,0.0052811+0.0059162i,-0.0006451+0.00061163i,0.0041465+0.0036366i,0.0030553+0.0029253i,0.0078104-0.0053495i,0.0024442-0.0010267i,-0.00017476+0.0014078i,-0.0052765-0.010526i,-0.0023011+0.0025058i,0.00063354-0.0047858i,0.0014582+0.0031998i,-0.0033847+0.0025255i,-0.00074202-0.00038024i,0.0037257+0.00041688i,-0.0019162+0.00056023i,-0.0036781+0.0042286i,-0.0041168-0.002673i,0.00031946+0.0010286i,-0.0015038+0.0014028i,0.0011848+0.00048176i,-0.0037365-0.01237i,0.0017024+0.0031387i,-0.0052348+0.0016299i,-0.002862+0.0005784i,0.00049493+0.0047516i,-0.00096616-0.0007438i,-6.6286e-05-0.0043818i,0.00058961-0.0044478i,0.0028104+0.00043325i,0.0067003+0.0025221i,0.038595-0.0098639i,-0.02689+0.01259i,-0.0068432+0.037739i,0.0021383+0.010528i,0.011096+0.00055094i,0.0041645-0.0026061i,-0.0078405+0.0083034i
-0.0015174-0.018457i,0.012057-0.038824i,-0.0096182-0.031024i,-0.0084253-0.020822i,-0.029156-0.02698i,-0.025637-0.00046768i,-0.019779-0.00083348i,-0.022684-0.01448i,-0.0086946-0.016092i,0.00024785-0.0035291i,-0.0028468-0.00049778i,-0.0029627-0.00043617i,-0.0023771+0.0018438i,-0.001543+0.0013068i,0.0016111+0.00057126i,-0.0013737-0.0020043i,0.0014537+0.0020189i,0.0021607+0.00087012i,0.00095567+0.00024159i,0.0009301-0.00074565i,0.00077989-0.002603i,-0.0017455-0.00089739i,-0.00023893-0.0015211i,-0.00050827-0.0020919i,0.00021296-0.00043827i,-0.00016295+0.00066619i,0.0014728+0.00028084i,0.0011292+0.00030744i,9.8377e-06-4.1481e-05i,0.00022456+0.00013205i,-0.0028999-0.00075172i,-0.00079251-0.0011072i,-0.00038451+0.00034489i,-0.00054663+3.958e-05i,-0.00097686-0.0014406i,-0.00032882-0.005913i,0.00047565-0.00031806i,0.0012746-0.0010909i,0.00013426-0.00091664i,-0.0015045+0.0002372i,0.0021413-0.00011566i,-5.3664e-05-0.00026911i,-0.00034502+0.00028625i,-0.0016649-0.0022808i,0.015656-0.016662i,0.04222-0.01038i,0.047852-0.0070693i,0.044753-0.024053i,0.021525-0.0047515i,0.017726-0.03624i,0.031442-0.024984i,0.0058417-0.019382i,0.021694-0.0059037i,0.023303+0.0034771i,-0.0033956-0.0043061i,0.0031629+0.0059854i,-0.011367+0.00541i,-0.00068849-0.0014564i,0.0041593-0.00058032i,0.0065894+0.0049436i,-0.00037063+0.00012277i,0.0026241+0.003624i,0.0033841+0.0020547i,0.0044032-0.007921i,0.0014796-0.0021537i,0.0012193+0.00088093i,-0.0082172-0.0065398i,-0.00069053+0.0034607i,0.00038708-0.0092314i,0.0025953+0.0016122i,-0.00247+0.0042565i,-0.00084961-0.00036785i,0.003118-0.0028589i,-0.0021078+0.00079517i,-0.0016567+0.0030408i,-0.0051114-0.001877i,-0.00017197+0.00037547i,-0.0013671+0.0018478i,0.00066967-0.00058899i,-0.0093175-0.01019i,0.0020822+0.0011668i,-0.0050258+0.0024475i,-0.0027416+0.0016403i,0.0023216+0.0040765i,-0.00035582-0.0005786i,-0.00031689-0.0030855i,-0.00042172-0.0045099i,0.0019066+0.0011193i,0.0066882+0.001405i,0.036763-0.014355i,-0.027268+0.017962i,-0.0014708+0.036338i,0.0014483+0.0072316i,0.010943-0.0031568i,0.0037409-0.0022194i,-0.006691+0.0074818i
-0.0054061-0.018426i,0.0063943-0.039631i,-0.014387-0.028779i,-0.011316-0.019687i,-0.032655-0.020751i,-0.024936+0.0030579i,-0.019607+0.0020627i,-0.024625-0.010737i,-0.010982-0.015482i,-0.00012724-0.0036426i,-0.0022542+0.00017768i,-0.0024893+0.00032881i,-0.0012396+0.0023665i,-0.00086052+0.001619i,0.0017552-1.4523e-05i,-0.0013047-0.0015729i,0.001061+0.0019379i,0.0023306-3.1671e-05i,0.0010495-8.3157e-05i,0.00077935-0.00097288i,-0.00033412-0.002533i,-0.0018615-0.00014927i,-0.00058537-0.0012792i,-0.0010031-0.0017838i,6.5327e-05-0.00042594i,0.00016466+0.00072523i,0.0012683-0.00028853i,0.001371-0.00024504i,2.1035e-05-8.4554e-05i,0.00024503+0.00011488i,-0.0029713+0.00029542i,-0.00094781-0.00069724i,2.686e-05+0.0004302i,-0.00046347+0.00014174i,-0.0014451-0.00096787i,-0.0018005-0.0050496i,0.0003043-0.00052888i,0.00067376-0.0015461i,-6.1807e-05-0.00048223i,-0.0014894+0.0008235i,0.0010775-0.00077642i,-0.00020663-0.00026496i,5.8045e-05+0.00032627i,-0.0018232-0.0014453i,0.011523-0.019773i,0.037089-0.016712i,0.044712-0.014156i,0.038063-0.030049i,0.02106-0.0094615i,0.010432-0.038437i,0.027754-0.030142i,0.0025373-0.021437i,0.022651-0.0094037i,0.022416-0.0039308i,-0.0055326-0.0028067i,0.0054862+0.0040377i,-0.0083754+0.0098627i,-0.0015419-0.00072512i,0.0036399-0.00095041i,0.007163+0.0027699i,-0.00056266-0.00010216i,0.0024784+0.0049043i,0.0041159+0.00071289i,0.00092814-0.0078577i,0.00047819-0.0024004i,0.0018153-0.00011186i,-0.0086919-0.0024657i,0.001008+0.0033255i,-0.003599-0.0078777i,0.0020904+9.4734e-05i,-0.00028652+0.005135i,-0.0011925-0.00030381i,0.00058597-0.0048645i,-0.0021402+0.001154i,-0.0010835+0.0016701i,-0.0052007+0.0010189i,-0.00092525+0.00046283i,-0.0010354+0.0022604i,-0.00048576-0.00081374i,-0.012097-0.0054699i,0.0014028-0.00013278i,-0.0045691+0.0033957i,-0.0018783+0.002312i,0.0036317+0.0028581i,-0.00053153-0.00045269i,0.00033501-0.0028034i,-0.0014202-0.0041438i,0.0023901+0.002706i,0.0064123+0.00072285i,0.033545-0.019964i,-0.025936+0.023971i,0.0030537+0.033836i,-0.0005911+0.0052899i,0.0072738-0.0055047i,0.0042913-0.002367i,-0.0069736+0.0069854i
-0.0090156-0.017154i,0.00095632-0.040077i,-0.018452-0.02551i,-0.014084-0.018102i,-0.03484-0.014716i,-0.023863+0.0065923i,-0.018902+0.0050457i,-0.025533-0.0070243i,-0.013543-0.014362i,-0.00052952-0.0035219i,-0.0016125+0.0003454i,-0.0019316+0.00094683i,-5.4234e-05+0.0025455i,-0.00027495+0.0017546i,0.0015862-0.00063573i,-0.0013032-0.0015562i,0.0014442+0.00077922i,0.0020327-0.00088347i,0.00091125-0.00049521i,0.00053528-0.0010824i,-0.0011764-0.0021024i,-0.0015105+0.00046406i,-0.0007665-0.0010901i,-0.0010664-0.0014965i,-0.00019003-0.00059654i,0.00044435+0.00061341i,0.00098262-0.00054398i,0.001275-0.00078841i,-4.6355e-05-8.0565e-05i,0.00035658+0.00019956i,-0.0025973+0.0012515i,-0.001018-0.0003577i,0.00019985+0.00030619i,-0.00038482+0.00030278i,-0.0015611-0.0002257i,-0.0025462-0.00407i,5.9566e-06-0.00049904i,-0.0001053-0.00089338i,0.00020682-0.00046397i,-0.0012476+0.001404i,0.0013045-0.001603i,-0.00012742-0.00013833i,0.00049232+0.00011474i,-0.0015485-0.0008587i,0.0073269-0.021821i,0.032609-0.020643i,0.041058-0.01996i,0.031001-0.034154i,0.019193-0.013288i,0.0029415-0.038501i,0.023216-0.034641i,-0.00080406-0.022625i,0.02225-0.01395i,0.018348-0.010131i,-0.0070642-0.00019246i,0.0062424+0.0012658i,-0.0040133+0.012084i,-0.0022987+0.00028893i,0.0033468-0.00096603i,0.0080265+0.0015012i,-0.00076416-0.00028791i,0.0037808+0.0061318i,0.0037511-0.00095941i,-0.0011722-0.0066737i,-0.00060948-0.002343i,0.0018111-0.00095856i,-0.0075607+0.00095348i,0.002458+0.0025318i,-0.011963-0.0059049i,0.0013885-8.545e-05i,0.0019739+0.0045415i,-0.0013644+0.00013083i,-0.0023264-0.0053011i,-0.0019068+0.0011576i,-0.0017553+0.0013497i,-0.0045492+0.0025715i,-0.0011373+0.0012059i,-0.0011142+0.0024434i,-0.0012374-0.00030192i,-0.012379-0.00093686i,0.00053294-0.00064229i,-0.004023+0.0045361i,-0.0010262+0.0023852i,0.0051929+0.0016628i,-0.00024811-0.00032372i,0.00066726-0.0035782i,-0.0022262-0.0040114i,0.0037269+0.0025717i,0.0064401+0.00019894i,0.029869-0.024246i,-0.022399+0.031172i,0.0066404+0.031977i,-0.0029461+0.0050146i,0.0039232-0.004599i,0.0039045-0.0033615i,-0.0073535+0.0072232i
-0.011808-0.015312i,-0.005003-0.040513i,-0.021699-0.022299i,-0.016623-0.016101i,-0.036245-0.0081423i,-0.021903+0.0099872i,-0.017572+0.0077242i,-0.026181-0.0034017i,-0.016305-0.012746i,-0.00076815-0.0037664i,-0.0012408+0.00033107i,-0.0010657+0.0012512i,0.0012336+0.0022701i,0.00051626+0.0015905i,0.001173-0.0011247i,-0.0014997-0.0016913i,0.0019897-0.0004544i,0.0014072-0.001383i,0.00063892-0.00074891i,0.00046438-0.0011972i,-0.001778-0.0013473i,-0.0011421+0.00081029i,-0.0010515-0.00098524i,-0.0010562-0.0016499i,-0.00050225-0.00052517i,0.00072155+0.00047066i,0.00061167-0.00079184i,0.0012669-0.0006732i,-7.6458e-05-1.5098e-06i,0.00072418+0.00015048i,-0.0020636+0.002142i,-0.0010912-2.9041e-06i,0.00036569+0.00016395i,-0.00019165+0.00040036i,-0.0010851+0.00025494i,-0.0031552-0.0034873i,-2.6699e-05-0.00033998i,-6.1198e-05-0.00064277i,0.00011775-0.00077201i,-0.00066526+0.0016888i,-0.0009925-0.0011281i,-8.0803e-05-0.0003287i,0.00060741-0.00052051i,-0.0011485-0.00075518i,0.0028158-0.023032i,0.029188-0.024478i,0.037012-0.025245i,0.024008-0.036144i,0.017618-0.016i,-0.0040108-0.036332i,0.01781-0.03848i,-0.0034718-0.023906i,0.020745-0.018651i,0.012872-0.013333i,-0.0069532+0.0034105i,0.0056175-0.0013915i,0.00030723+0.012236i,-0.0025706+0.0015622i,0.0035737-0.0010747i,0.0084972-0.00094968i,-0.001153-0.00035032i,0.0064645+0.0058327i,0.0026386-0.0012894i,-0.0025085-0.0051453i,-0.0014169-0.0018307i,0.0017269-0.0016781i,-0.0061009+0.002717i,0.0034146+0.0011281i,-0.0088161+0.0057867i,0.0015615+0.0002747i,0.0033919+0.0031845i,-0.0012216+0.00034074i,-0.0051131-0.0040831i,-0.0020247+0.0014651i,-0.00244+0.0021591i,-0.0032496+0.0038072i,-0.00057488+0.0018407i,-0.00095681+0.0030895i,-0.0013418+0.00029442i,-0.011682+0.0027397i,-0.00026871-0.0006489i,-0.0027978+0.0057179i,-0.00055284+0.0025752i,0.0065249-0.0026255i,7.5769e-05-0.00070392i,6.755e-05-0.0044794i,-0.0033058-0.0035507i,0.0047384+0.0017277i,0.006822-0.00081078i,0.025937-0.027742i,-0.014387+0.036504i,0.010906+0.029214i,-0.0046846+0.0058545i,0.0021069-0.0024426i,0.0028674-0.0037601i,-0.0075818+0.0078905i
