-0.0085676-0.039433i,-0.010764-0.044138i,0.0030944-0.04617i,-0.026911-0.027292i,-0.020551+0.014109i,-0.032566-0.033282i,-0.060986-0.062474i,-0.022022-0.072308i,-0.042215-0.065692i,0.00056218+0.016417i,-0.0066893+0.010326i,-0.015035+0.013978i,0.00052103+0.016509i,-0.0040764-0.0031871i,0.00019981+0.007003i,0.00067055+0.039602i,0.017536+0.057297i,0.0009184-0.00052357i,-0.0050867-0.0085669i,0.009386+0.0076759i,0.0015277+0.00044223i,-0.0016039+0.0039853i,-5.6155e-05-0.0013853i,-0.034999-0.0088082i,-0.0019168-0.0071618i,-6.6075e-05+0.0049777i,0.0042094-0.00069022i,2.0695e-05+0.0011214i,-2.8868e-05-0.00090111i,-0.00017329-0.002912i,-0.001201-0.0058645i,-0.0024403-0.0043798i,-0.000762-0.0079365i,0.0032098-0.0010092i,0.0031524-0.0026223i,-0.0031311+0.034464i,0.0065053-0.0041699i,0.0039014-0.002461i,0.0052392+0.0002722i,-0.034801-0.0207i,-2.5528e-05+0.00015489i,0.01353-0.00073659i,0.0062104-0.00059962i,-0.0034104+0.0038214i,0.0027868+0.0018295i,-0.0038816+0.0093715i,0.016371-0.087661i,-0.005507-0.048453i,-0.024145-0.039032i,-0.018767-0.041473i,0.064625-0.014566i,0.028225-0.060738i,0.039217-0.044434i,0.029902-0.05514i,0.019528-0.015169i,0.0082662+0.010022i,0.026688-0.034615i,-0.0074068-0.0054062i,0.0020455-0.0027196i,-0.0044327-0.006251i,0.0014787-0.031984i,-0.024454+0.030775i,0.0078449-0.010391i,-0.010974-0.0021113i,-0.0053496-0.0013519i,-0.00072924-0.014053i,-0.0098883+0.0041504i,0.0034136+0.007846i,-0.012154+0.031183i,0.0059992+0.0077327i,-0.0055401-0.0018533i,-0.0017629-0.0020767i,-0.01115-0.0086437i,0.00052475-0.0034239i,-0.037215+0.0034897i,0.0024363-0.012344i,-0.0096164-0.0024397i,-0.0064518-0.0032197i,0.0062707+0.0017907i,-0.0093602+0.0015311i,0.001127+0.00081938i,0.0052418+0.0093475i,0.0046147+0.00075653i,-0.0087035-0.010419i,0.0027062+0.0082762i,-0.019954+0.0070915i,0.0067909+0.0034022i,-0.028308-0.0086021i,-0.034523+0.0025405i,0.024564-0.075773i,0.012346-0.0094601i,-0.043342-0.028192i,-0.022987-0.0040904i,0.01794+0.012514i,-0.026717+0.011741i,-0.012371-0.008885i
0.008481+0.016794i,0.040927-0.0091162i,0.025625-0.031944i,-0.0027181-0.013128i,-0.0081295-0.017112i,-0.0079339-0.023401i,0.017047-0.015792i,0.028887-0.011576i,0.0073351-0.014437i,0.0072007-0.0018651i,0.0020997-0.0028902i,-0.0019964-0.0016493i,0.0016387-0.0029119i,-9.417e-06-0.001783i,-0.001883-0.0019209i,0.0053165-0.0047966i,-0.0047647+0.00060446i,-0.0018805-0.00029622i,0.0012749+0.00043812i,0.0013131+0.0015192i,0.00022765+0.002369i,-0.00075149+0.00081915i,0.0014151+0.0018712i,-5.1333e-05+0.0022215i,-0.0016884+0.00076602i,-0.00056739+0.0012283i,-0.0012791+0.00023409i,0.00072521-0.00055936i,-0.00017076+0.00014713i,-0.00056609-0.00076133i,0.0014852+0.00016808i,0.0017689+0.00023254i,0.0019086-0.00023016i,0.00013324-0.00063634i,0.0016998-0.0004061i,0.003956-0.0014687i,-0.0012434+0.0023413i,0.0001707+0.00022143i,-0.00016403-0.00011193i,-0.0011876-0.0020791i,0.002237+0.00085757i,0.0016559+0.001077i,0.0061429-0.0082362i,0.002168+0.00096557i,0.0092543+0.012483i,0.015435+0.027029i,0.041828+0.019254i,0.02573+0.0034758i,0.00018892-0.01593i,0.018996-0.0020533i,0.020992+0.017848i,0.016366+0.02024i,0.016334+0.025768i,-0.007668+0.031856i,0.0017044-0.0062874i,0.0020353-0.0036491i,0.0048652-0.0065301i,0.0091546-0.0016741i,0.0014672+0.0042697i,-0.010164+0.008708i,-0.0054005-0.0078358i,0.0028755+0.014708i,-0.0026985-0.0021715i,0.00069629+0.0023163i,-0.00091179+0.0012526i,0.0017499-0.0035369i,0.0068186-0.0025005i,-0.0036512-0.00069047i,0.0049257-0.0011771i,-0.007044+0.0004789i,-0.0019459+0.00088062i,0.00037135+3.5895e-05i,-0.0060733-0.0021533i,-0.003425-0.0025949i,-0.014258-0.011709i,0.0036809-0.0025608i,-0.0034375+0.0015462i,-0.0013183+0.0016447i,-0.0046741+0.0031518i,0.0055635+0.0020356i,-0.0088472-0.0015497i,-0.0013104-0.0048034i,-0.0025671-0.00070607i,-0.0053852-0.00058004i,0.0057722-0.0041046i,0.0035126+0.0016992i,0.0024526-0.0023236i,0.0033732+0.0098868i,0.0054488+0.0018494i,0.02702+0.022337i,-0.022568-0.0024312i,-0.02751+0.015671i,-0.0052021+0.015011i,0.00095489+0.00046778i,0.0067974-0.0058377i,-0.0096985+0.0033593i
0.010651+0.015567i,0.038471-0.015791i,0.019512-0.035656i,-0.0054355-0.011666i,-0.012363-0.015764i,-0.011507-0.021429i,0.012299-0.019585i,0.026457-0.015695i,0.004284-0.014381i,0.006223-0.0038131i,0.0010883-0.0037809i,-0.0021194-0.00074054i,0.0002601-0.0027637i,-0.00020344-0.0015806i,-0.0021834-0.0013014i,0.0043692-0.0059412i,-0.0036594+0.0022598i,-0.0018341+0.00018448i,0.00096253+2.1057e-05i,0.0017436+0.0009841i,0.0012088+0.0023279i,-0.00049307+0.0012741i,0.0020729+0.0013399i,0.0011903+0.0025408i,-0.00094618+0.0014361i,6.5504e-05+0.0012249i,-0.00096262+0.00088042i,0.00051102-0.00040881i,-5.5314e-05+0.00040111i,-0.0004068-5.3289e-05i,0.0013145-0.00061568i,0.0018123-0.00056592i,0.0020773-0.00065453i,-0.0002347-0.00042887i,0.0019805-0.0013278i,0.0033051-0.002571i,-0.00024374+0.0030697i,0.00037731-0.00060456i,7.259e-05+4.3768e-05i,-0.0022866-0.0023918i,0.0022354-5.6476e-05i,0.0018036+0.00021577i,0.002793-0.0080083i,0.0031976+0.00045051i,0.011068+0.010946i,0.019407+0.024387i,0.042928+0.012517i,0.025876-0.0028703i,-0.0036856-0.012513i,0.021338-0.0062448i,0.025515+0.012229i,0.021019+0.012355i,0.018686+0.016111i,0.00028064+0.028973i,-0.00029008-0.0062525i,-0.0010892-0.0035533i,0.001982-0.0083614i,0.0064495-0.0043387i,0.0023424+0.0035252i,-0.0052635+0.012067i,-0.0063825-0.0037075i,0.0055859+0.012523i,-0.003498-0.0009666i,0.0018945+0.0027465i,0.00032772+0.0015332i,-0.00048993-0.0035631i,0.0065591-0.0060651i,-0.0042988+0.00022214i,0.0048875-0.0035896i,-0.0058748+0.0038363i,-0.0017433+0.00024517i,-1.373e-05-0.00073583i,-0.0054277+0.0014337i,-0.0037159-0.0015817i,-0.015855-0.0048577i,0.0017454-0.0036468i,-0.0021217+0.0022063i,-0.0014823+0.00099526i,-0.0029989+0.004415i,0.0070385-0.00047665i,-0.008436+0.0019734i,-0.0027561-0.0042198i,-0.00214-0.00035453i,-0.0050872+0.0014406i,0.0026716-0.0049457i,0.0041205+0.00034265i,0.0021031-0.0027403i,0.0057217+0.0080966i,0.0042932+0.00086868i,0.027543+0.014973i,-0.021724+0.0021919i,-0.025698+0.023i,-0.002314+0.012499i,0.0022793+0.0033724i,0.0043604-0.0075386i,-0.011122+0.0052327i
0.013263+0.013574i,0.03446-0.022341i,0.012265-0.037499i,-0.0071483-0.0098287i,-0.0164-0.013411i,-0.014726-0.018951i,0.0071303-0.02202i,0.0238-0.019552i,0.0016943-0.013973i,0.0046498-0.0051657i,-0.00042619-0.0040178i,-0.0019536+0.00013828i,-0.00075101-0.002032i,-0.00028126-0.0014139i,-0.0026161-0.0006045i,0.0029555-0.0066675i,-0.0018938+0.0028267i,-0.0019756+3.5059e-05i,0.00056589+0.0001239i,0.0018327+0.0001151i,0.0020058+0.0016581i,-0.00029589+0.001342i,0.0023736+0.00053502i,0.0025661+0.0017717i,0.00016688+0.001655i,0.00061674+0.00093736i,-0.00051609+0.0013053i,0.00027195-0.00032464i,0.00032505+0.00039311i,-7.2072e-06+0.00013907i,0.00088891-0.0011391i,0.0014405-0.0014268i,0.0021064-0.0017913i,-0.00020336-0.00011404i,0.0014465-0.0028378i,0.0023237-0.0035195i,0.0013549+0.0027825i,0.00032916-0.00029991i,0.00019804-0.0002671i,-0.0035557-0.001832i,0.0019078-0.00091899i,0.0014579-0.00042195i,0.00082245-0.0074694i,0.0036072-0.00083493i,0.012918+0.0086133i,0.023821+0.020869i,0.043649+0.0055456i,0.024327-0.0085863i,-0.005358-0.0083925i,0.022989-0.011636i,0.028182+0.0057366i,0.023756+0.0049912i,0.01761+0.0088058i,0.0056333+0.026135i,-0.0025626-0.0054384i,-0.0035994-0.0017695i,-0.0021933-0.0088356i,0.0030428-0.0051244i,0.002476+0.0026763i,-0.00026623+0.012585i,-0.0054226-0.00074923i,0.0067518+0.0098005i,-0.0040947+0.001428i,0.0031719+0.0023615i,0.0010253+0.00099192i,-0.0018857-0.0024115i,0.0045424-0.0081384i,-0.0038428+0.0013457i,0.0039123-0.0052746i,-0.0025257+0.0048921i,-0.002017+5.1295e-05i,-0.00066797-0.00068636i,-0.0036468+0.0031306i,-0.0034327-0.00030372i,-0.014934+0.0012839i,0.00030132-0.0041928i,-0.00092414+0.0022229i,-0.0017273+0.0013021i,-0.00082399+0.004237i,0.0070456-0.0036048i,-0.0065548+0.0046138i,-0.0041559-0.0029598i,-0.0021624-0.00028752i,-0.0039191+0.0027232i,0.0011213-0.0044191i,0.0037899-0.0010457i,0.0020124-0.003069i,0.006185+0.0047367i,0.0033304+0.00056429i,0.027563+0.0093608i,-0.019518+0.0057804i,-0.019819+0.029465i,-0.0015432+0.0099918i,0.0051828+0.0041072i,0.0016166-0.0059563i,-0.010652+0.0080387i
0.015289+0.010672i,0.029437-0.027332i,0.0057595-0.038067i,-0.0079924-0.008439i,-0.019553-0.00945i,-0.017368-0.016131i,0.0014886-0.022825i,0.020737-0.023424i,9.8197e-05-0.013352i,0.0028988-0.0059335i,-0.0020126-0.0033026i,-0.0013374+0.0004877i,-0.0010087-0.0010891i,-0.00044863-0.0016124i,-0.0025195+0.0005882i,0.0013372-0.0069613i,-0.00087637+0.0025076i,-0.0030063+0.0016739i,0.0007588+0.00055569i,0.0015157-0.0005685i,0.0023588+0.00074674i,-0.00026622+0.001566i,0.0022356-0.00021394i,0.0033128+1.8319e-05i,0.0013645+0.0012323i,0.00080464+0.00059199i,0.00015584+0.0014273i,0.00040903-0.00027673i,0.00085158+0.00076328i,0.00013548-5.1832e-05i,0.00041987-0.0015109i,0.00071631-0.0018414i,0.0001691-0.002608i,-8.25e-05-0.00016191i,-0.00032389-0.0037866i,0.0011531-0.0041343i,0.0024649+0.0014073i,0.00029113-0.0002457i,0.00027099-0.00055205i,-0.0045505-0.00075313i,0.001262-0.0013918i,0.00098003-0.00064429i,-0.00098387-0.0067069i,0.0032076-0.0018343i,0.014198+0.0053104i,0.027979+0.015295i,0.043451-0.0014957i,0.022171-0.013196i,-0.0043062-0.0041239i,0.022554-0.018737i,0.029169-0.0011871i,0.024756-0.0033299i,0.015649+0.003582i,0.011639+0.02231i,-0.0036333-0.0034738i,-0.0048327+0.00091996i,-0.0066259-0.0077156i,0.00077101-0.0047122i,0.0022983+0.0024738i,0.0035541+0.011272i,-0.0037007+0.0011549i,0.0067667+0.0066797i,-0.0019184+0.0039837i,0.0047474+0.0014285i,0.0017922+0.00056227i,-0.0026049-0.0010508i,0.001982-0.0096141i,-0.0030052+0.0020505i,0.002168-0.0073844i,-0.00062738+0.0037682i,-0.0027084+0.00024032i,-0.00084595-0.00049345i,-0.0017689+0.004607i,-0.002981+0.00030715i,-0.011693+0.0062486i,-0.0013311-0.0047637i,0.00013533+0.001595i,-0.0016734+0.0013854i,0.00054346+0.0031672i,0.0057568-0.0068045i,-0.0036218+0.0063185i,-0.0040467-0.0013149i,-0.0024457+0.0002043i,-0.0028787+0.0037289i,1.9533e-06-0.003971i,0.003016-0.0017114i,0.0015983-0.0038303i,0.0049205+0.0034348i,0.0028407+0.00062041i,0.026833+0.0038552i,-0.017546+0.0065654i,-0.011453+0.032457i,-0.00073213+0.0091667i,0.0072394+0.0035492i,0.00070918-0.0036379i,-0.0088981+0.010041i
0.016325+0.0073715i,0.023878-0.031044i,-0.00071401-0.038065i,-0.0089839-0.007608i,-0.02076-0.0051208i,-0.019564-0.012923i,-0.0035172-0.02203i,0.01693-0.02666i,-0.0008183-0.013135i,0.0010507-0.0056872i,-0.0027737-0.001898i,-0.0010564+0.00071575i,-0.0009405-0.0005074i,-0.0011101-0.0013456i,-0.0016644+0.0015375i,-0.00036507-0.0067003i,-0.00010876+0.0025047i,-0.0021069+0.0031242i,0.0011366+0.00025501i,0.00088915-0.0010525i,0.0022718-6.2392e-05i,0.0002705+0.0016522i,0.0019694-0.00087378i,0.0026401-0.0017431i,0.0017516-0.00011275i,0.00094178+0.00032833i,0.00068557+0.0013442i,0.00046343-0.00037424i,0.00094036+0.00053133i,-4.1304e-05-0.00017883i,-0.00022255-0.0016478i,6.5035e-05-0.0019064i,-0.00076604-0.0020472i,-0.00019842-8.9576e-05i,-0.0023105-0.0029628i,0.00011401-0.0043085i,0.0026145+0.00040543i,0.00020918-0.000468i,0.0003525-0.0011581i,-0.0051253+0.00078219i,0.00048763-0.0016375i,0.00064899-0.00062522i,-0.0024677-0.0056387i,0.0027152-0.0024027i,0.015051+0.0017289i,0.030085+0.0083134i,0.04218-0.0083582i,0.02004-0.019226i,-0.00079864-0.0010808i,0.019256-0.026092i,0.028513-0.0073992i,0.022557-0.011023i,0.012769+0.00066412i,0.016324+0.01664i,-0.0034441-0.0026238i,-0.0044526+0.0042605i,-0.010638-0.0041117i,-0.001008-0.0040368i,0.0024796+0.0023247i,0.0064216+0.0093093i,-0.0016609+0.0015569i,0.0054065+0.004925i,0.00119+0.0035042i,0.0058701-0.00076879i,0.0023108-0.00043209i,-0.0023744+0.00089444i,-0.0011629-0.011135i,-0.0027426+0.0030737i,-0.00076033-0.0081498i,-0.00050404+0.0032299i,-0.0032034+0.0012516i,-0.0009253-0.0003487i,0.0018986+0.0048887i,-0.0027181+0.00018484i,-0.0065784+0.0092845i,-0.0036743-0.0046067i,0.0005292+0.00070248i,-0.0015333+0.0016051i,0.0011271+0.0020445i,0.003117-0.0094042i,-0.00056344+0.0063443i,-0.0033525-0.00048339i,-0.0021579+0.00075503i,-0.0010343+0.0047833i,-0.0010085-0.0031138i,0.002348-0.0021315i,0.0003323-0.004338i,0.0042558+0.0027757i,0.0027291+0.00062213i,0.025199-0.00065624i,-0.018853+0.0064826i,-0.0045994+0.031458i,0.00080585+0.0072796i,0.0087251+0.001677i,0.0011384-0.0021183i,-0.006221+0.011195i
0.016758+0.0041548i,0.018189-0.033498i,-0.0073234-0.03682i,-0.0099364-0.006366i,-0.02117-0.0013622i,-0.020948-0.0095131i,-0.0076473-0.020509i,0.012596-0.029707i,-0.0016785-0.013729i,-4.0777e-05-0.0048511i,-0.0027132-0.00044674i,-0.00062559+0.0010748i,-0.00082284+8.033e-05i,-0.0012753-0.00051756i,-0.0006649+0.00168i,-0.0019233-0.0056205i,0.00091929+0.002307i,-0.00062774+0.0036649i,0.0011699-0.00010859i,0.00029938-0.0010248i,0.0020501-0.00095138i,0.00063329+0.0014901i,0.001363-0.0014691i,0.0014518-0.0026668i,0.0010131-0.0010008i,0.00095423+0.00011002i,0.0013496+0.00093558i,0.00042399-0.00060405i,0.00081777+0.00035243i,-0.00026408+1.4277e-05i,-0.00089134-0.001441i,-0.00061702-0.0016675i,0.00059117+0.0012272i,9.0315e-06-4.9338e-05i,-0.0027128-0.0016796i,-0.00080686-0.0043577i,0.002672-0.00028243i,-0.00014211-0.00050062i,-0.0001671-0.0018539i,-0.0051237+0.0025085i,-0.00017834-0.0013098i,0.00054804-0.00058183i,-0.0033911-0.004025i,0.0021903-0.0029696i,0.014577-0.0027113i,0.0302+0.0011669i,0.039893-0.015061i,0.01562-0.022072i,0.0041992-0.0020455i,0.012769-0.031797i,0.027076-0.012773i,0.019433-0.01652i,0.010729+0.00041312i,0.018636+0.0098003i,-0.0040805-0.0022072i,-0.0020518+0.00668i,-0.01272+0.0012241i,-0.0025553-0.0028915i,0.002593+0.0022613i,0.0081885+0.006384i,-0.00035206+0.00060025i,0.0044917+0.0040574i,0.0019987+0.0019728i,0.00528-0.0034546i,0.0020889-0.0021915i,-0.00038554+0.0020851i,-0.0062229-0.009557i,-0.0013913+0.0048192i,-0.0044343-0.0076782i,0.00086653+0.0033652i,-0.0032214+0.0028612i,-0.0009274-0.00013838i,0.0050862+0.0015349i,-0.0027464+0.00036326i,-0.00085127+0.0085901i,-0.0049774-0.0035179i,0.00035186-0.00016368i,-0.0017912+0.0016674i,0.0013713+0.00088378i,-0.00080792-0.011058i,0.0021283+0.0047613i,-0.0030441-0.00024745i,-0.0020041+0.001114i,0.0013439+0.0047781i,-0.0011364-0.0018264i,0.0015774-0.0021618i,-0.00072059-0.0041606i,0.0037519+0.0024424i,0.0023759+0.00044497i,0.023167-0.0038608i,-0.021333+0.0098424i,0.00052664+0.029513i,0.0011713+0.004128i,0.0090588-0.00044112i,0.0017006-0.0019738i,-0.0032608+0.010662i
0.01656+0.00088208i,0.012723-0.035013i,-0.013398-0.034165i,-0.010485-0.0052593i,-0.020897+0.0024766i,-0.021793-0.0060729i,-0.011198-0.018846i,0.0071814-0.032192i,-0.0033453-0.015248i,-0.00050994-0.0041223i,-0.0020699+0.00065994i,-4.7756e-05+0.0014127i,-0.0002186+0.00055183i,-0.0009663+0.00011522i,2.253e-05+0.0015405i,-0.0026539-0.0043043i,0.001637+0.0016979i,0.001262+0.0036687i,0.0011644-0.00020002i,-0.00011105-0.00080319i,0.0012875-0.0015012i,0.00098509+0.0015777i,0.00065793-0.0015255i,0.00023887-0.0027465i,0.00055308-0.0012303i,0.00098596-9.5184e-05i,0.0017671+0.00018618i,0.00021605-0.00074154i,0.00069302+0.00010234i,-0.00017038+0.00029957i,-0.001335-0.0010396i,-0.0010584-0.001173i,-0.00056617-0.00079564i,0.00016507-0.00019728i,-0.0028628-0.00099036i,-0.0017941-0.004009i,0.0028846-0.0011031i,-0.0003307-0.00027313i,-0.0013195-0.0014928i,-0.004372+0.0044105i,-0.00035742-0.0010012i,0.00042167-0.00062558i,-0.0036382-0.0024094i,0.0014587-0.0033931i,0.01229-0.0063258i,0.028184-0.0050205i,0.0363-0.021289i,0.0094579-0.024911i,0.0070356-0.0058483i,0.0052262-0.034591i,0.025326-0.018342i,0.016969-0.02162i,0.01129+0.0001551i,0.019476+0.0035456i,-0.005495-0.0016144i,0.0011521+0.0071432i,-0.011599+0.0073557i,-0.0034708-0.0016693i,0.0029531+0.0022061i,0.0069864+0.0046784i,-0.00036008-0.00039203i,0.0031407+0.0041463i,0.0023673+0.0013127i,0.0031794-0.0053505i,0.00028503-0.0032964i,0.0013085+0.0013729i,-0.0088747-0.0051475i,0.0016451+0.0049574i,-0.0067962-0.0042794i,0.0019656+0.0022401i,-0.0021004+0.0043394i,-0.00078652-0.00013003i,0.0049232-0.0024568i,-0.0027504+0.00103i,0.0021334+0.0050649i,-0.0054104+0.00037382i,-0.0003123-0.00089152i,-0.0018921+0.0021347i,0.00098541-0.0003295i,-0.0058794-0.010165i,0.0029606+0.0019762i,-0.0030446-8.2672e-05i,-0.0015704+0.0019248i,0.0034363+0.0035884i,-0.0005824-0.0016576i,0.0012591-0.0016895i,-0.0016435-0.0038039i,0.0031141+0.0026356i,0.0021497+0.00033683i,0.022371-0.0067737i,-0.021743+0.015256i,0.0043865+0.026446i,-0.00024633+0.001042i,0.0080498-0.0034305i,0.0015224-0.0014893i,-0.0016774+0.0087429i
0.01552-0.0019471i,0.0075035-0.035889i,-0.018647-0.031002i,-0.011048-0.0044863i,-0.019607+0.0058145i,-0.022076-0.0027236i,-0.014576-0.016549i,0.0011867-0.033424i,-0.0063496-0.016403i,-0.00079529-0.0038881i,-0.0011523+0.0012693i,0.00071271+0.0012265i,0.00039128+0.00066821i,-0.00048967+0.00044849i,0.00065634+0.0012663i,-0.0028403-0.0033847i,0.0021076+0.001221i,0.0026602+0.0026621i,0.0011608-0.000534i,-0.00019888-0.00058272i,0.000426-0.0016004i,0.00167+0.0014933i,0.00018942-0.001442i,-0.00062237-0.0024686i,0.00012891-0.0013643i,0.00091433-0.00041726i,0.0015574-0.0005498i,3.6469e-05-0.00073862i,0.00059641+1.825e-05i,-6.3764e-05+0.00041714i,-0.0016632-0.00053411i,-0.0011846-0.00059599i,-0.00082402-0.00043013i,8.6786e-05-0.00043923i,-0.0033125+0.00027023i,-0.0024666-0.0032218i,0.0025378-0.0018655i,-0.00036163-1.717e-05i,-0.0013451-0.00035078i,-0.0029369+0.0059129i,-0.00055256-0.00079346i,0.00020089-0.00077932i,-0.0031649-0.00093909i,0.0006679-0.0032699i,0.0094747-0.0083988i,0.025097-0.010029i,0.031469-0.025981i,0.0035448-0.025154i,0.0072937-0.0096382i,-0.0026183-0.03539i,0.022739-0.024239i,0.013046-0.026783i,0.012811-0.0015047i,0.018766-0.0035657i,-0.0071147-4.5496e-05i,0.0038017+0.0060316i,-0.0075421+0.011569i,-0.0038864-0.00042118i,0.0032488+0.0020617i,0.0081198+0.0034069i,-0.00091109-0.00073659i,0.0030861+0.0052216i,0.0030635+0.00022041i,0.00076818-0.0055281i,-0.0011305-0.0029143i,0.002004+0.00021293i,-0.0088721-0.000933i,0.0039823+0.0034905i,-0.0079087-0.001215i,0.0018533+0.001152i,-0.00026645+0.0048957i,-0.0010887-0.00012192i,0.0025991-0.0054873i,-0.0024819+0.0014743i,0.0021177+0.0016056i,-0.0049642+0.0025908i,-0.0013372-0.0010265i,-0.0012127+0.002439i,-7.1834e-05-0.0006901i,-0.0090232-0.0068989i,0.0023464+7.7936e-05i,-0.0030202+7.1934e-05i,-0.00055107+0.0019915i,0.0044719+0.0014737i,-0.00071788-0.0014354i,0.0017625-0.0013879i,-0.0022333-0.0029294i,0.003665+0.0027819i,0.0017404+0.00041488i,0.020509-0.010414i,-0.019998+0.020836i,0.00755+0.0228i,-0.0034051-0.00086269i,0.0049226-0.0048092i,0.0021143-0.001517i,-0.0018086+0.0069676i
0.01433-0.0042049i,0.0022948-0.036383i,-0.022951-0.026737i,-0.011876-0.0037314i,-0.018299+0.0082732i,-0.021958+0.00075479i,-0.017138-0.013704i,-0.0047725-0.033179i,-0.010131-0.01633i,-0.0010273-0.0036825i,-9.5944e-05+0.0012401i,0.0012778+0.00078687i,0.0009387+0.00064016i,-2.2975e-05+0.00061077i,0.00097108+0.00072998i,-0.0029247-0.0028044i,0.0029965+0.0008706i,0.0031586+0.0012982i,0.00078121-0.00091511i,-0.00010272-0.00039132i,-0.00022967-0.0014194i,0.0024526+0.00067121i,-6.4146e-05-0.0013924i,-0.0010467-0.0020853i,-0.00047301-0.0014614i,0.00077365-0.00072928i,0.0012794-0.0010096i,-5.3704e-05-0.00053362i,0.00048672-4.5871e-05i,0.00016618+0.00065364i,-0.0018816+0.00016646i,-0.0011672-0.00025929i,-0.00089821-6.6358e-05i,-0.00017743-0.00042411i,-0.0027058+0.0017i,-0.0027506-0.0023409i,0.0015945-0.002225i,-0.00035812+0.00023906i,-0.0008988-0.00018971i,-0.00096568+0.0068276i,-0.00045753-0.00064383i,4.9868e-05-0.00082761i,-0.0023267-5.7696e-05i,0.00034348-0.0030388i,0.0071185-0.0094958i,0.02192-0.013104i,0.026668-0.029728i,-0.0014118-0.023887i,0.0059531-0.012679i,-0.010526-0.033431i,0.018424-0.029837i,0.0084503-0.030795i,0.013951-0.0040278i,0.015056-0.0092744i,-0.0081865+0.0027167i,0.0054896+0.0039831i,-0.00274+0.013655i,-0.0042184+0.00091334i,0.0037995+0.0019935i,0.0087153+0.0018508i,-0.001392-0.00098481i,0.0040036+0.006554i,0.0026175-0.0010795i,-0.00086412-0.0049162i,-0.0023194-0.0020522i,0.0020606-0.00073268i,-0.0072329+0.0017647i,0.0052223+0.0011289i,-0.0064244+0.0019447i,0.0015813+0.0011271i,0.0016666+0.0045055i,-0.0011138+0.00025579i,-0.0010321-0.0066324i,-0.00283+0.0009806i,0.00037545+0.00014114i,-0.0036839+0.0043119i,-0.0022992-0.00027915i,-0.00066399+0.002682i,-0.00065939-0.00044822i,-0.010371-0.0033755i,0.0011039-0.00090583i,-0.0035588+0.00028594i,0.00015504+0.0015546i,0.004227-0.00089101i,-0.00041061-0.0014116i,0.0024269-0.0019381i,-0.0028362-0.0028088i,0.0038315+0.0026757i,0.0017621+0.00082557i,0.018149-0.013152i,-0.016257+0.027034i,0.008945+0.019944i,-0.0071937-0.0002885i,0.0020435-0.0035066i,0.0018717-0.0022553i,-0.0024389+0.0059078i
0.013205-0.0062578i,-0.0031774-0.036668i,-0.02629-0.022498i,-0.012987-0.0025209i,-0.016943+0.01104i,-0.020802+0.0041322i,-0.019111-0.010565i,-0.010604-0.032523i,-0.013869-0.014977i,-0.00077331-0.0036028i,0.00060585+0.00073061i,0.0017576+1.6353e-05i,0.0015417+0.00042761i,0.00072527+0.00033361i,0.00097928+0.00022824i,-0.0030968-0.0023429i,0.0044475-0.0005283i,0.0031657+0.00010921i,0.00072747-0.00093236i,0.00013501-0.00038579i,-0.00075265-0.0011082i,0.0024365-0.00033896i,-0.00048927-0.0013084i,-0.0012179-0.0019682i,-0.00099135-0.0012537i,0.00045115-0.001009i,0.00081962-0.0015987i,-0.00017791-0.00036722i,0.00050345-3.3566e-05i,0.00070615+0.00070758i,-0.0016803+0.000912i,-0.0011481+4.7728e-05i,-0.0007096+0.00014535i,-0.00021149-0.00032248i,-0.001453+0.0021552i,-0.0029312-0.0016668i,0.0007644-0.0021282i,-7.8012e-05+0.00049886i,-0.00092165-0.00013908i,0.0011863+0.0068081i,-0.00042809-0.00051349i,-0.00023395-0.00093695i,-0.0014312-0.00013439i,6.305e-05-0.0031626i,0.0048052-0.010603i,0.019616-0.015619i,0.021478-0.032585i,-0.0053474-0.021313i,0.0047964-0.014692i,-0.01736-0.028586i,0.012866-0.034681i,0.0037905-0.034443i,0.014751-0.0079712i,0.0099109-0.012636i,-0.0075753+0.0066207i,0.0061396+0.0015237i,0.001833+0.013101i,-0.0039343+0.0023624i,0.0049214+0.0014832i,0.0088938-0.00049285i,-0.0021374-0.0011624i,0.0068786+0.0067187i,0.0017326-0.0012377i,-0.001909-0.0038309i,-0.0027892-0.00071712i,0.0020112-0.0015626i,-0.0060221+0.0033939i,0.0051739-0.0016165i,-0.0060295+0.0033203i,0.0023848+0.0014733i,0.0028524+0.0032638i,-0.00094661+0.00025571i,-0.0043771-0.0055883i,-0.0015714+0.0018769i,-0.0005221+0.00070716i,-0.0017652+0.0052908i,-0.0024123+0.00087382i,-0.00029935+0.0032766i,-0.00094635-0.0002406i,-0.010617-4.8624e-05i,-0.00011242-0.00090176i,-0.004095+0.0017019i,0.00020387+0.0012335i,0.003254-0.0028131i,-0.00066526-0.0018926i,0.002583-0.0030955i,-0.0034946-0.0020131i,0.0049483+0.0025007i,0.0022231+0.00096116i,0.015488-0.015386i,-0.0089052+0.030926i,0.010601+0.016648i,-0.0098297+0.0022798i,0.00080149-0.0009963i,0.00082593-0.0020853i,-0.0032915+0.005519i
