-0.026222-0.0042852i,-0.021447-0.0082562i,-0.015451-0.015685i,-0.037075-0.010778i,-0.027325+0.00096966i,-0.036933-0.002907i,-0.068714-0.03624i,-0.034747-0.014471i,-0.024478+0.0039224i,0.0073809+0.0062288i,-0.0051884+0.0075605i,-0.0079559+0.019223i,0.0068017+0.0075294i,-0.0010679+0.0039101i,0.0043043+0.0044375i,0.0050476+0.026087i,0.021155+0.021096i,0.0010409-0.0007171i,0.00042007-0.0055459i,0.0090367+0.00017065i,0.0056222-0.0012167i,0.0026561+0.0019227i,0.0010929-0.00034819i,-0.022304-8.1599e-05i,-0.0061479-0.0036962i,-0.0011582+0.003293i,0.0030482-0.0032893i,-0.0020019+5.3865e-05i,-0.00086465+0.0010036i,-0.0026863-0.0016255i,-0.0040186-0.00020145i,-0.0063838-0.0085343i,-0.0065994-0.0035697i,-0.00069502-0.0001805i,-0.00057564-0.0023324i,-0.0022305+0.018656i,0.0027975-0.0041143i,0.0013461-0.0045557i,0.0027758-0.0021813i,-0.0012942-0.0038276i,0.001046-0.00024386i,0.0085103+6.9285e-05i,0.0046093-0.0031424i,0.00040708+0.002233i,-0.014625+0.016003i,-0.024331+0.052233i,-0.0098031-0.036446i,-0.016985-0.01917i,-0.040658-0.016144i,-0.028642-0.011174i,0.029825-0.012637i,0.0039376-0.029555i,0.010681-0.038142i,-0.011042-0.029494i,0.024862-0.023627i,0.013836+0.0065006i,0.028481-0.038331i,-0.0013447-0.003931i,0.0054166-0.008742i,-0.00057557-0.0055741i,-0.0015377-0.034445i,-0.010906+0.028713i,0.0083913-0.01228i,-0.0079571-0.0046032i,-0.0026367-0.0022919i,-0.00091057-0.015357i,-0.0074069+0.0065299i,0.0040093+0.005841i,0.0013398+0.02643i,0.0022537-0.0001067i,-0.007104-0.0037956i,-0.0045547-0.0063493i,-0.014664-0.010211i,-0.0030464-0.0056976i,-0.033136+0.0055565i,-0.0057594-0.0081232i,-0.013398-0.00038723i,-0.009267-0.0065205i,0.0011622-0.0018292i,-0.014108+0.0032404i,-0.0016642-0.00066929i,0.0054273+0.0055162i,0.0029238-0.0056174i,-0.010328-0.011721i,0.0080376+0.0079378i,-0.016022+0.005362i,0.0052286-0.00083133i,-0.018642-0.0017942i,-0.015325-0.0031878i,-0.019001-0.034532i,0.019892-0.011044i,-0.040668-0.021674i,-0.0090255+0.0047916i,0.018332+0.015015i,-0.019898+0.017984i,-0.0046998-0.0020239i
-0.0093232-0.0080635i,-0.0028234-0.0098442i,-0.0010761-0.011232i,-0.0073498-0.015302i,-0.0058894-0.023039i,-0.016009-0.011497i,-0.0039754-0.014027i,-0.0038012-0.01453i,-0.0078904-0.0053409i,0.0055257+0.00087412i,0.0027832+0.0016188i,0.0022792-0.00061526i,0.0037643-0.0015452i,0.0036908+0.00015272i,0.0018046-0.0019399i,0.004819-0.00037795i,0.00020286+0.00089647i,-0.0031225+0.0025036i,-0.0013333+0.0021671i,-0.00047977+0.003216i,-0.0022877+0.0033062i,-0.0018254+0.0022375i,0.00015089+0.0027806i,-0.0029372+0.0022579i,0.0015456-0.0024721i,0.0010233-0.0026514i,0.0020146-0.0032727i,0.0029934-0.0018456i,0.0026104-0.0024101i,0.0010121-0.0030011i,0.00013325-0.00073406i,0.0011708-0.0009735i,0.0010938-0.00082503i,0.00064211-0.00089576i,4.4699e-05-0.00059322i,0.0071525-0.0047249i,0.0024189-0.0024557i,0.0024825-0.0020115i,0.0020011-0.0034088i,-0.00065819+0.0010804i,-0.0010749+0.0023197i,-0.0016698+0.0015222i,0.0026606-0.00097559i,0.0012316-0.00098876i,-0.014223-0.0092029i,-0.014829-0.0073831i,0.0027904-0.016445i,-0.0025462-0.0068995i,-0.020569-0.035594i,-0.00039353-0.009739i,-0.0011452-0.0047113i,-0.010667+0.0086402i,0.011766-0.013265i,-0.014965-0.011361i,0.00063893-0.007847i,-0.00051725-0.0015759i,0.0022725-0.003181i,0.0043649+0.0012742i,0.0013402+0.0063673i,-0.0086003+0.0081091i,-0.0048278-0.0024417i,0.0040945+0.0084208i,-0.0049153+0.001005i,-0.00052924+0.0039519i,-0.0020371+0.0042219i,-0.00090973+0.00062717i,0.0048996-0.00044065i,-0.0035029+0.0024106i,0.00099364+0.00048829i,-0.0020788+1.3299e-05i,0.0021753+0.00039281i,0.003961-0.00088291i,-0.0012487-0.0019798i,0.0012738-0.00073607i,-0.0055922-0.0071483i,0.0058421-0.0071582i,0.00038048-0.0028591i,0.0015301-0.0016676i,0.00082815-0.0025241i,0.0065519-0.0046467i,-0.0031171-0.0035605i,0.0022066-0.0064494i,0.0018031-0.0030971i,-0.00022247-0.0041048i,0.0025857-0.0031792i,0.0037527+0.001361i,0.0016464-0.0019191i,0.0005797+0.006236i,0.00091166+0.00088165i,-0.0074238-0.019747i,-0.026575+0.0014841i,-0.026424+0.018672i,-0.007836+0.012126i,0.00012563+0.0026174i,0.010228-0.006203i,-0.013406+0.0059982i
-0.01046-0.0065244i,-0.0044894-0.010002i,-0.0028189-0.011046i,-0.0095992-0.013241i,-0.009976-0.021679i,-0.016711-0.0083265i,-0.0070143-0.014112i,-0.006389-0.013367i,-0.0087604-0.0042728i,0.0055511-0.00067918i,0.0033172+0.00045559i,0.0022766-0.0010158i,0.002871-0.0023524i,0.0036035-0.00069247i,0.0013699-0.0022181i,0.0047648-0.0013537i,0.00060197+0.00098552i,-0.0020682+0.0032521i,-0.00058745+0.0023223i,0.00046606+0.0031792i,-0.0011434+0.0040758i,-0.00078525+0.0027484i,0.0010733+0.0026858i,-0.0020777+0.0029421i,0.00066598-0.0027099i,0.00016667-0.0027562i,0.00079379-0.0032828i,0.0020384-0.002726i,0.0015477-0.0029846i,-0.00014472-0.0029782i,-0.00017297-0.00094532i,0.0010233-0.0014537i,0.00078287-0.0012304i,0.00041004-0.0011009i,2.7402e-05-0.00074676i,0.0049294-0.006299i,0.0011625-0.00305i,0.0015014-0.0029225i,0.00057392-0.0036063i,-0.00013147+0.0008426i,-0.00039464+0.0024136i,-0.0010989+0.0018439i,0.0018859-0.001168i,0.0014271-0.0012192i,-0.015287-0.0065968i,-0.015228-0.003967i,0.0011827-0.016199i,-0.0022123-0.0088997i,-0.025945-0.028808i,0.00035925-0.010062i,-0.00062399-0.0052388i,-0.0082274+0.0075909i,0.0076511-0.018431i,-0.014286-0.011766i,-0.0022517-0.0067343i,-0.0028246-0.00073682i,0.00069971-0.0045706i,0.0037181-0.0001453i,0.0026979+0.0054004i,-0.0047801+0.01042i,-0.0047804-2.8765e-05i,0.0053651+0.0061057i,-0.0041264+0.002616i,0.0013193+0.0045669i,-2.6964e-05+0.0046929i,-0.0011652+0.00079684i,0.0054245-0.0033735i,-0.0035096+0.0029245i,0.001375-0.00037831i,-0.0018796+0.001613i,0.002217-0.00065711i,0.0027794-0.0022997i,-0.00095252-0.00059154i,0.0010497-0.0012892i,-0.0067874-0.0037576i,0.0025528-0.0083134i,-0.0003555-0.0030596i,0.000118-0.0029377i,-0.00030176-0.0025791i,0.005419-0.0065663i,-0.0041553-0.0016909i,-3.1037e-05-0.0065745i,0.0010061-0.0036128i,-0.0014195-0.003095i,0.00076305-0.0032223i,0.0037755-8.894e-06i,0.0014847-0.0018443i,0.0025969+0.0062073i,-0.00032677+0.0010211i,-0.011652-0.020162i,-0.025192+0.0066577i,-0.022922+0.024353i,-0.0067679+0.010507i,0.0012664+0.0046697i,0.0053204-0.0065536i,-0.013088+0.0082979i
-0.01088-0.004787i,-0.0065312-0.0098759i,-0.0044507-0.010658i,-0.010991-0.010798i,-0.013881-0.019739i,-0.016844-0.0056473i,-0.01009-0.013482i,-0.0084316-0.011808i,-0.0093509-0.0029637i,0.0048973-0.0020526i,0.0030642-0.00093028i,0.0022021-0.0014302i,0.001886-0.0025912i,0.0033997-0.0014809i,0.00078271-0.0024253i,0.0045735-0.0021605i,0.001074+0.00077612i,-0.00098088+0.0035508i,2.8136e-05+0.0023333i,0.0013716+0.0027433i,0.00035407+0.004219i,0.00018883+0.002764i,0.001893+0.0022496i,-0.0016616+0.0033543i,-7.7588e-05-0.0026862i,-0.00056135-0.0026047i,-0.00026368-0.0032219i,0.00084184-0.0032619i,0.00044978-0.0031655i,-0.0011474-0.0026565i,-0.00055511-0.00092561i,0.00041317-0.0019526i,0.00016533-0.0015868i,5.9539e-05-0.0013368i,-0.00010396-0.00099202i,0.0025101-0.0070414i,1.4238e-05-0.0031294i,0.00027593-0.0033312i,-0.00062952-0.0033235i,0.00014283+0.00046354i,0.00040015+0.0024061i,-0.00052283+0.0020337i,0.0015483-0.001086i,0.0012272-0.0017813i,-0.01564-0.0041119i,-0.013519-0.00097145i,0.00027466-0.01613i,-0.0031927-0.010279i,-0.028406-0.021797i,0.0011854-0.011057i,-0.00045486-0.006211i,-0.005986+0.0067306i,0.0027133-0.020011i,-0.014291-0.011119i,-0.00453-0.004334i,-0.0044525+0.0013167i,-0.0023405-0.005094i,0.0023888-0.00098219i,0.0031305+0.0045119i,-0.0013204+0.010805i,-0.0036748+0.0017808i,0.0051891+0.00378i,-0.0030039+0.004537i,0.0031082+0.004129i,0.0016759+0.0042487i,-0.0012329+0.0014259i,0.0044581-0.0054254i,-0.0026863+0.0033399i,0.001436-0.00097958i,-4.55e-05+0.0022924i,0.0017306-0.001591i,0.0013223-0.0026563i,-0.00053516-0.00030666i,0.0010316-0.0018525i,-0.0064711-0.00087312i,-0.0003916-0.0082301i,-0.0011244-0.0031646i,-0.0015276-0.0027593i,-0.00095505-0.0024309i,0.0031725-0.0083104i,-0.0040195+0.00028614i,-0.0021562-0.0059737i,-0.00014362-0.0040724i,-0.0019593-0.002164i,-2.5856e-05-0.0027767i,0.0028138-0.00094342i,0.001711-0.0021374i,0.0026732+0.0030641i,-0.0010259+0.0017664i,-0.014827-0.018643i,-0.022427+0.011041i,-0.017185+0.028559i,-0.0068172+0.0096206i,0.0031937+0.0051033i,0.0021757-0.0049817i,-0.011405+0.010311i
-0.011069-0.0032149i,-0.0086465-0.0089093i,-0.0059698-0.010284i,-0.011632-0.0085899i,-0.017389-0.016723i,-0.016874-0.0031979i,-0.013262-0.011899i,-0.0098448-0.0098874i,-0.0095632-0.0012356i,0.0037575-0.0030585i,0.0019487-0.001571i,0.0019435-0.0021826i,0.0011603-0.0024443i,0.002992-0.0023654i,0.00013488-0.0023081i,0.004291-0.0030032i,0.0011778+0.00024712i,-8.6483e-05+0.003584i,0.00068736+0.002324i,0.0019958+0.0020234i,0.0016596+0.0037205i,0.00099089+0.0024225i,0.0023966+0.0015047i,-0.0089754+0.0038266i,-0.00073705-0.0025709i,-0.0013568-0.0024084i,-0.0014666-0.0028067i,-0.00047001-0.0032599i,-0.00058174-0.0030548i,-0.0020468-0.002039i,-0.00097058-0.00083301i,-0.00045117-0.0020045i,-0.00048486-0.0015604i,-0.00045504-0.0014651i,-0.00052046-0.0012754i,0.00024308-0.0071281i,-0.00096374-0.0028713i,-0.00098577-0.0032477i,-0.0015507-0.0027563i,8.8046e-05+5.0878e-05i,0.0011226+0.0021043i,8.6103e-05+0.0020881i,0.0011795-0.0010935i,0.00067239-0.0020308i,-0.015415-0.0018705i,-0.010841-1.8346e-05i,-0.00013154-0.016224i,-0.0041819-0.010746i,-0.027983-0.01506i,0.0012942-0.013191i,-0.00090451-0.0073857i,-0.0040257+0.0047218i,-0.001089-0.020658i,-0.013661-0.010748i,-0.0050554-0.0014904i,-0.004809+0.0041444i,-0.0055999-0.0041764i,0.0012999-0.0011199i,0.003556+0.0041414i,0.0014288+0.01062i,-0.0024602+0.0029796i,0.0043127+0.0019747i,-0.00019269+0.00578i,0.0046232+0.0027821i,0.0032042+0.0033185i,-0.00087861+0.0021078i,0.0029159-0.0071949i,-0.0017507+0.0035743i,0.0012793-0.0018084i,0.0011282+0.0012074i,0.00093273-0.0022583i,0.00076084-0.0035543i,-0.00023706+0.0003482i,0.00054738-0.0026507i,-0.0048839+0.0013663i,-0.0030429-0.0075696i,-0.0018548-0.0031482i,-0.0027-0.002396i,-0.0016957-0.0024735i,0.00028608-0.0093265i,-0.002837+0.0019258i,-0.0033015-0.0045239i,-0.0016008-0.0041046i,-0.0025925-0.0010674i,-0.00084443-0.0023207i,0.0021244-0.00090732i,0.0016406-0.0031172i,0.0012978+0.0025447i,-0.00095343+0.0028237i,-0.017926-0.01685i,-0.019033+0.012926i,-0.010319+0.028941i,-0.0066241+0.010376i,0.0037138+0.0054235i,0.00089311-0.0024587i,-0.0090069+0.011445i
-0.010864-0.0016523i,-0.010253-0.0071918i,-0.0076426-0.0096952i,-0.011982-0.0068061i,-0.019707-0.013093i,-0.016565-0.00081057i,-0.015694-0.0089885i,-0.010645-0.0081025i,-0.0090803+0.0004789i,0.0024037-0.0031103i,0.0011244-0.0013309i,0.0011839-0.0026666i,0.00067672-0.002273i,0.0019759-0.0028773i,-0.0002676-0.0018692i,0.0036897-0.0042609i,0.0010024+9.7463e-05i,0.00088966+0.0035512i,0.0014105+0.0020007i,0.0021204+0.0012713i,0.0026081+0.0028223i,0.0016425+0.0018181i,0.0027673+0.00076567i,0.0034314-0.0019852i,-0.0014261-0.0024487i,-0.0021028-0.0018438i,-0.0022305-0.0018031i,-0.0015659-0.0027937i,-0.0015341-0.0025861i,-0.0026601-0.0010965i,-0.0014279-0.00044262i,-0.0012117-0.0016758i,-0.0012199-0.0013631i,-0.0010648-0.0012822i,-0.0013126-0.0012043i,-0.001838-0.0066512i,-0.0019968-0.0023248i,-0.0022207-0.0026698i,-0.0022171-0.0020744i,-0.00026506-0.00023557i,0.0016021+0.001486i,0.00070464+0.001985i,0.00096581-0.0011153i,0.00022539-0.001996i,-0.014549+8.6626e-05i,-0.0090852-0.00075593i,-0.00052446-0.017129i,-0.0043878-0.011869i,-0.025048-0.0097809i,0.00026612-0.015723i,-0.0016057-0.0078694i,-0.0034555+0.0026261i,-0.004968-0.020076i,-0.013001-0.01087i,-0.0040299+1.4263e-05i,-0.0034338+0.0073799i,-0.008611-0.0014366i,0.00070075-0.0010639i,0.0041184+0.0035987i,0.0041591+0.010063i,-0.0008212+0.0033605i,0.0028648+0.0013186i,0.0025688+0.0042912i,0.0057528+0.00070775i,0.0042702+0.0018126i,2.2284e-05+0.0028755i,0.000296-0.0090546i,-0.0011449+0.0040695i,0.00061499-0.0024313i,0.0010042+0.00055706i,-7.4513e-05-0.0024708i,0.0004364-0.0032748i,0.0013234+0.00080482i,-0.0005342-0.0033024i,-0.0026972+0.002364i,-0.0058146-0.0061713i,-0.002831-0.0028123i,-0.0036729-0.0015476i,-0.0025106-0.0020799i,-0.0026123-0.0093304i,-0.0011478+0.0023864i,-0.003593-0.0034936i,-0.0025939-0.0033456i,-0.0027074+0.00021063i,-0.0016593-0.0012871i,0.0018518-0.00077218i,0.00069846-0.0040388i,0.00035013+0.0032224i,-0.00044123+0.0037373i,-0.020392-0.01357i,-0.018208+0.013369i,-0.0055141+0.026829i,-0.0052871+0.010808i,0.0076208+0.0078311i,0.001487-0.00041041i,-0.0062502+0.01178i
-0.010072-0.00025054i,-0.011037-0.005364i,-0.0092034-0.0086372i,-0.012238-0.0050389i,-0.02128-0.0094625i,-0.015845+0.0012864i,-0.016726-0.0059844i,-0.011133-0.0065374i,-0.0079867+0.0018881i,0.002148-0.002279i,0.00089649-0.00085156i,0.00037634-0.0027i,0.00033465-0.0020662i,0.0012338-0.0028285i,-0.00031459-0.0016561i,0.0022095-0.0047566i,0.0012079-5.563e-05i,0.0019354+0.0031558i,0.0018945+0.0014817i,0.0021444+0.0007819i,0.0031781+0.001738i,0.0019161+0.000966i,0.0028423-0.00014036i,0.0024578-0.0016584i,-0.0023403-0.0019775i,-0.0026865-0.0010464i,-0.0022907-0.00080402i,-0.0024417-0.0020029i,-0.0021917-0.0018584i,-0.0027881-6.6448e-05i,-0.0016079+0.00022944i,-0.0018848-0.0010057i,-0.0018436-0.00059563i,-0.0015267-0.00085107i,-0.0018253-0.00054992i,-0.0035166-0.0056521i,-0.0026668-0.001128i,-0.0031063-0.0015441i,-0.002698-0.001216i,-0.00082938-0.00014591i,0.0018434+0.0008708i,0.0012977+0.0016912i,0.00064664-0.0010586i,-0.00015141-0.001976i,-0.01338+0.0015016i,-0.0084438-0.001879i,-0.0015558-0.018529i,-0.006274-0.0137i,-0.020848-0.0081033i,-0.0022666-0.017641i,-0.0020838-0.0079393i,-0.0031401+0.0013734i,-0.0077041-0.017457i,-0.013066-0.011754i,-0.0032355+0.00082579i,-4.6982e-05+0.0093533i,-0.010115+0.0028766i,4.3731e-05-0.00088646i,0.0046586+0.0030867i,0.0062231+0.0083472i,0.00050889+0.0030883i,0.0020446+0.0013859i,0.002754+0.0022181i,0.005423-0.0018182i,0.004543-0.00035435i,0.0018871+0.0030214i,-0.0041576-0.0083035i,-3.9229e-05+0.0049847i,-0.00074223-0.0026537i,0.0015049+0.00021456i,-0.001023-0.0022368i,-0.00026932-0.0030798i,0.0029824-0.0015238i,-0.0013774-0.00311i,-0.0001922+0.0017611i,-0.007602-0.0034635i,-0.003661-0.0022476i,-0.0043917-0.00039768i,-0.0031303-0.0014197i,-0.0057386-0.0084035i,0.00034414+0.0016007i,-0.0042928-0.0027893i,-0.0034853-0.0024159i,-0.0019015+0.0014913i,-0.0014113-0.00010271i,0.0016007-0.00069776i,-0.00069454-0.0044465i,0.00010803+0.0042838i,0.00042659+0.0042801i,-0.021258-0.0091645i,-0.017717+0.015598i,-0.0028381+0.024519i,-0.0038581+0.010253i,0.011098+0.0035074i,0.0026072+0.00043069i,-0.003768+0.010847i
-0.0090974+0.00039057i,-0.011098-0.0035802i,-0.010437-0.007333i,-0.012099-0.0034986i,-0.022148-0.0055744i,-0.01506+0.0030865i,-0.017162-0.0033808i,-0.011509-0.0050424i,-0.0064871+0.0026003i,0.0031122-0.0023579i,0.0011048-0.00055861i,-0.00030244-0.0023772i,0.00013463-0.0018267i,0.00078397-0.0027467i,-0.0004386-0.0016541i,0.0011932-0.0047416i,0.0011168-0.00046893i,0.0027543+0.0024765i,0.002118+0.00094346i,0.0022505+0.00036375i,0.003314+0.00068222i,0.0016578+0.00032323i,0.002494-0.00080054i,0.0017134-0.0022062i,-0.0028801-0.0010502i,-0.0030229-3.5846e-05i,-0.0022277-0.00010545i,-0.002972-0.00096703i,-0.002565-0.0010159i,-0.0025572+0.00087218i,-0.0013518+0.00089702i,-0.0020461+5.3768e-05i,-0.0018151+0.0003738i,-0.0018297-0.00031424i,-0.001867+0.00014892i,-0.0046979-0.0040642i,-0.0024951+3.3333e-07i,-0.0034252-0.00011827i,-0.0027936-0.0002948i,-0.0012086+0.00033096i,0.0021077+0.00024156i,0.0016621+0.00128i,0.00057755-0.00091112i,-0.00051841-0.0017655i,-0.012499+0.0020489i,-0.008549-0.002658i,-0.0034087-0.01973i,-0.009182-0.014228i,-0.018749-0.0092534i,-0.0049568-0.018616i,-0.0019335-0.0082582i,-0.0024485-0.00011208i,-0.008027-0.015165i,-0.013281-0.012346i,-0.00281+0.00078188i,0.0038124+0.0092084i,-0.0085771+0.0080711i,-0.00040829-0.00062742i,0.0052839+0.0024418i,0.0077583+0.0067598i,0.0016355+0.0023211i,0.001198+0.0019742i,0.0024766+0.001473i,0.0036576-0.0037018i,0.0034213-0.0021695i,0.0032157+0.0017795i,-0.0064469-0.0050473i,0.0021732+0.0049259i,-0.0018383-0.0018147i,0.0016315-0.00076869i,-0.0017965-0.0015501i,-0.00095591-0.00307i,0.0018879-0.0042361i,-0.001633-0.0023651i,0.00062039-7.9436e-05i,-0.0079157-0.00067048i,-0.0043656-0.0014414i,-0.0045771+0.0012885i,-0.0036099-0.00048887i,-0.008747-0.0058935i,0.00073469+0.00028461i,-0.0050551-0.0017746i,-0.0040145-0.0010993i,-0.00047096+0.0018963i,-0.0010465+0.00014185i,0.0017329-0.00036986i,-0.002262-0.0041332i,0.00052238+0.0058655i,0.0016647+0.0041805i,-0.019522-0.0060559i,-0.016474+0.018416i,-0.0011223+0.02284i,-0.0030232+0.0086915i,0.010808-0.00054353i,0.0035762+0.00068624i,-0.0027661+0.009082i
-0.0085472+0.00075436i,-0.010781-0.0024228i,-0.011521-0.0057855i,-0.011868-0.0021669i,-0.022153-0.0018457i,-0.014292+0.0047748i,-0.017272-0.00097276i,-0.011638-0.0035225i,-0.005028+0.0025919i,0.0031841-0.004149i,0.0015055-0.00050004i,-0.00060283-0.002003i,4.9621e-05-0.0016925i,0.00032141-0.0027409i,-0.00071536-0.001609i,0.00035871-0.004634i,0.0007786-0.00061997i,0.0033977+0.0016749i,0.0022653+0.00040082i,0.0023543-0.00017579i,0.0030376-0.00014184i,0.0014578+1.0611e-05i,0.0020835-0.0012959i,0.0010075-0.0025628i,-0.0030695-3.0524e-05i,-0.0028966+0.0010922i,-0.0022305+0.000552i,-0.002951+0.00017804i,-0.0027121-7.1878e-05i,-0.0020942+0.0015855i,-0.0008815+0.0013471i,-0.0015253+0.00093352i,-0.0011717+0.0011189i,-0.0019393+0.00035371i,-0.0018345+0.00077328i,-0.0050687-0.0020969i,-0.0021779+0.00076589i,-0.0032501+0.0012172i,-0.0026817+0.00061603i,-0.001218+0.00082032i,0.0019379-0.00045574i,0.0018784+0.00070088i,0.00062972-0.00091475i,-0.00074523-0.0013593i,-0.012044+0.0025784i,-0.0094164-0.0029724i,-0.0059321-0.020372i,-0.012234-0.013579i,-0.019018-0.0098501i,-0.0081284-0.019122i,-0.0019678-0.0095255i,-0.0024623-0.002172i,-0.0078851-0.014441i,-0.01446-0.013368i,-0.0033314+0.00078855i,0.0072066+0.0073579i,-0.0048737+0.011473i,-0.00047781-0.00040612i,0.005742+0.0015075i,0.0093676+0.0048245i,0.002016+0.0015075i,0.0013811+0.0030082i,0.0028009+0.00083635i,0.0016611-0.0039729i,0.0020062-0.0029153i,0.0035751+0.00028878i,-0.0067244-0.0019319i,0.0041275+0.0037034i,-0.0025958-0.00028241i,0.00073225-0.0015698i,-0.00199-0.00066611i,-0.0019063-0.00291i,-0.00054536-0.0054343i,-0.0026299-0.0011415i,-0.0004163-0.0020978i,-0.0073712+0.0018712i,-0.0049812-0.00012365i,-0.0040152+0.0025661i,-0.0038117+0.00076264i,-0.009772-0.0022403i,0.00024124-0.00064018i,-0.0053707-0.00056361i,-0.0038311+0.00028632i,0.00068586+0.0013963i,-0.0010573+0.00075353i,0.0023881-0.00030031i,-0.0034731-0.0028658i,0.0028035+0.0074789i,0.0022862+0.0041351i,-0.018624-0.0049292i,-0.014691+0.021103i,0.00016286+0.021632i,-0.0035519+0.0072184i,0.0082098-0.0027012i,0.005059+1.7881e-05i,-0.0031394+0.0077881i
-0.0080213+0.0011333i,-0.010583-0.001975i,-0.012219-0.0040536i,-0.011502-0.0011122i,-0.021714+0.0013425i,-0.013316+0.0066363i,-0.016959+0.0014512i,-0.011568-0.0022081i,-0.0038689+0.0018238i,0.0018044-0.005148i,0.0020719-0.00094751i,-0.0006556-0.001582i,-7.258e-05-0.0015582i,-0.00014518-0.0027124i,-0.0010165-0.00146i,-0.00021634-0.0046092i,0.00079167-0.00039922i,0.0038477+0.00066236i,0.002318-0.00017104i,0.0023032-0.00069599i,0.0028051-0.00069819i,0.0013901-0.00017067i,0.0018768-0.0016041i,0.00041841-0.0027326i,-0.0029159+0.00093772i,-0.0022787+0.0020605i,-0.0018666+0.0013904i,-0.0025182+0.0012016i,-0.0024694+0.00086693i,-0.0014919+0.0021719i,-0.00023859+0.0016819i,-0.0007909+0.0012794i,-0.00056243+0.0013229i,-0.0018314+0.0011437i,-0.0015371+0.0015231i,-0.0045814-0.00032952i,-0.0017662+0.0014857i,-0.0025591+0.0024043i,-0.0022362+0.0014375i,-0.0010143+0.0013536i,0.0017734-0.00095676i,0.0020154+0.00024793i,0.00070377-0.0011662i,-0.00084625-0.0010806i,-0.011902+0.0033484i,-0.010122-0.0020372i,-0.0084589-0.020433i,-0.015091-0.011958i,-0.020325-0.0094513i,-0.012096-0.018257i,-0.0025409-0.010773i,-0.0027708-0.0038068i,-0.0077422-0.013887i,-0.01669-0.013559i,-0.004255+0.0017993i,0.00934+0.0042792i,-0.00090722+0.012912i,-0.00063595-0.00032952i,0.0059956+0.0005939i,0.010419+0.0022063i,0.0021513+0.00054309i,0.0025947+0.0035251i,0.0027504+0.00011151i,0.00063893-0.0032887i,0.0005157-0.0029536i,0.0033407-0.00086641i,-0.0057496+7.2149e-05i,0.0052726+0.0017201i,-0.0024313+0.0015096i,-0.00035848-0.0011105i,-0.0017469-7.8824e-05i,-0.0026284-0.0021872i,-0.0028964-0.0054595i,-0.0030916-0.00044046i,-0.002104-0.0024488i,-0.0061778+0.0041257i,-0.005069+0.0016998i,-0.0034622+0.0035672i,-0.0031495+0.0020673i,-0.0091999+0.00077973i,-0.00050497-0.0010852i,-0.0055317+0.00072716i,-0.0031932+0.0018099i,0.0013918+0.00032741i,-0.00035472+0.0013575i,0.0029309-0.00091582i,-0.0040594-0.0014896i,0.0057157+0.0067708i,0.0033748+0.0039159i,-0.017993-0.003762i,-0.012182+0.024639i,0.0019422+0.020994i,-0.0047669+0.006907i,0.0061169-0.0025453i,0.0055885-0.0021972i,-0.0040129+0.007477i
-0.0074615+0.0013572i,-0.011265-0.0018809i,-0.012525-0.0023191i,-0.011326-0.00024032i,-0.021003+0.0048287i,-0.011811+0.0083415i,-0.016378+0.00361i,-0.011202-0.0010554i,-0.0036256+0.00068247i,0.00065766-0.0056221i,0.0022165-0.0019727i,-0.00051618-0.0014483i,-8.6309e-05-0.0013762i,-0.00052968-0.0027572i,-0.0012663-0.0012274i,-0.0010394-0.0046383i,0.001147-0.00060421i,0.0039932-0.00047188i,0.0021931-0.00085192i,0.0022929-0.0012736i,0.0025772-0.0012567i,0.0013218-0.00038263i,0.0015018-0.0021396i,0.00016818-0.003046i,-0.0025588+0.0018104i,-0.001356+0.0027355i,-0.001262+0.0018484i,-0.0018356+0.0019249i,-0.0019358+0.0015528i,-0.00069871+0.0025672i,0.00054374+0.0016952i,-0.00010544+0.0013392i,0.00014974+0.0013725i,-0.0013317+0.0019195i,-0.00081933+0.0021537i,-0.0036703+0.0009021i,-0.00095761+0.0020308i,-0.0013119+0.0032677i,-0.0015716+0.0020076i,-0.00038059+0.0018612i,0.0015214-0.001342i,0.0021732-0.00041776i,0.00042439-0.0016003i,-0.00089919-0.00095934i,-0.011853+0.0043246i,-0.009495-0.00081337i,-0.011105-0.019916i,-0.017495-0.0088894i,-0.021048-0.0077882i,-0.015636-0.015385i,-0.0037024-0.012265i,-0.0034303-0.0059199i,-0.0077607-0.014245i,-0.019098-0.012318i,-0.0042867+0.0040399i,0.010033+0.00059575i,0.0039205+0.012311i,-0.00086868-0.00025875i,0.0064966-0.00045682i,0.010808-0.0007819i,0.0018786-0.00012399i,0.0044527+0.002975i,0.0025931-6.2338e-06i,7.8519e-05-0.0028128i,-0.0005124-0.0025075i,0.0029456-0.0017623i,-0.0052253+0.0012622i,0.0054126-0.00062085i,-0.0010394+0.0027042i,-0.00024775+9.2026e-06i,-0.0015298+0.00033803i,-0.0031785-0.001653i,-0.0052484-0.0044766i,-0.0032758+0.00032241i,-0.0031844-0.0012582i,-0.0040946+0.0057926i,-0.003919+0.0032813i,-0.0023133+0.0049159i,-0.0021218+0.0026234i,-0.0080908+0.0032084i,-0.0013993-0.00092792i,-0.0056389+0.0025995i,-0.0025461+0.0029748i,0.0003157-0.0011932i,0.00044364+0.0010087i,0.0029327-0.0019392i,-0.0041937+0.00030349i,0.0079937+0.0044086i,0.0046243+0.0029691i,-0.017938-0.0021933i,-0.007242+0.02717i,0.0041699+0.019339i,-0.0058748+0.007424i,0.0050533-0.0021559i,0.0044948-0.0040314i,-0.0046595+0.0080129i
