-0.030374-0.04139i,-0.021689-0.020239i,-0.012791-0.036862i,-0.030094-0.021079i,-0.022457-0.001078i,-0.014469-0.0067728i,-0.056096-0.061946i,-0.047898-0.018952i,-0.038231-0.014759i,0.011218+0.013034i,-0.0077408+0.0053913i,-0.020413+0.019344i,0.0024875+0.011971i,-0.0060763-0.0034817i,0.00021692+0.0013518i,-0.0018351+0.031332i,0.028459+0.028828i,0.0027134-0.0020953i,-0.0019536-0.006836i,0.0082685+0.0027163i,0.0028249+0.0011525i,8.4773e-05+0.0039866i,-0.00029037+0.00020049i,-0.037762-0.012205i,0.00029576-0.0079479i,0.0015145+0.0023433i,0.0066466+0.001682i,0.0020561+0.00054674i,0.0013493-0.00057716i,-0.00031563-0.00271i,0.001638-0.0026088i,-0.0026447-0.0060066i,-0.00063274-0.005045i,0.0030474-0.0007782i,0.00482-0.0027433i,0.0021347+0.031815i,0.0044778-0.0036657i,0.0032917-0.0017321i,0.0085286-0.0011395i,-0.0051746-0.0022833i,-0.00010504+0.0010148i,0.009766+0.00021348i,0.0043624-0.0022302i,-0.0018917+0.0096204i,-0.018026-0.0070747i,-0.018236+0.015869i,-0.0014465-0.062479i,-0.0045095-0.0272i,-0.025827-0.033128i,-0.010865-0.027036i,0.056589-0.018844i,0.018341-0.042882i,0.023271-0.048801i,0.0063411-0.055025i,0.026899-0.020756i,0.0084087+0.0062803i,0.025724-0.033623i,-0.0081015-0.0069334i,0.0035452-0.0047203i,-0.0044235-0.0073446i,-0.0016129-0.03396i,-0.018465+0.029829i,0.0086797-0.011758i,-0.0095111-0.0041496i,-0.0041652-0.0019259i,0.0010522-0.013352i,-0.011162+0.0040895i,0.0026594+0.010158i,-0.0051973+0.027554i,0.0044712+0.0025826i,-0.0054605-0.0017259i,-0.0018716-0.0024598i,-0.012337-0.0078327i,-0.00037942-0.0045619i,-0.036352+0.00048825i,0.0012886-0.010511i,-0.0084969-8.3009e-05i,-0.006952-0.0023819i,0.0053461+0.0013548i,-0.0083109-0.00061443i,0.002491+5.877e-05i,0.0035772+0.0074641i,0.0043639+0.00059041i,-0.0076013-0.013454i,0.0023478+0.0094842i,-0.015553+0.0046151i,0.0071727-0.00036354i,-0.02236-2.2547e-05i,-0.017988+0.0059356i,-0.0073874-0.066618i,0.0083353-0.012575i,-0.048572-0.023835i,-0.021489+0.00032791i,0.017621+0.01188i,-0.023529+0.014616i,-0.019232-0.0055462i
0.024575-0.027584i,0.01166-0.01637i,0.011542-0.019887i,0.0031175-0.011359i,0.0014545-0.01959i,-0.0052274-0.0043317i,0.014121-0.016969i,-0.0069902-0.01419i,-0.010417-0.0097438i,0.004602-0.001098i,-0.00049609-0.00059598i,-0.0014253+0.00089893i,0.0022539-0.00046926i,0.0001491-0.0010308i,-0.00034871-0.0011456i,0.0022286-0.0037912i,-0.0053251+0.0022989i,-0.00069584-0.0008675i,0.00012174-0.00028218i,9.1986e-05+0.0017538i,-0.00046616+0.0022828i,-0.00090717+0.00087865i,0.0011637+0.00050008i,-0.0024046+0.0037907i,0.00059298-0.0024056i,-0.00058145-0.0001431i,-0.00028078+0.00074357i,0.00083102-0.0006642i,0.0012859+0.00012878i,0.00020821-0.0010154i,0.0020496-0.0017393i,0.0036698-0.00025705i,0.0015622+0.000233i,0.00036965-0.00085047i,0.0030034+7.86e-05i,0.0078704-0.0021844i,-0.00024131+0.00046794i,-4.1871e-05+0.0003167i,0.00065523-0.0012373i,0.0010408-0.001457i,0.00083768+0.0023744i,0.0014833+0.0016619i,0.0015912-0.001925i,0.0030974+0.0023233i,-0.00044059-0.027242i,0.007978+0.0028444i,0.02085+0.0058368i,0.0050011+0.0069585i,-0.0090935-0.021986i,0.0077683+0.007803i,0.012438+0.017311i,0.0020079+0.017341i,0.019317+0.0063236i,0.002947+0.0068908i,0.00051875-0.008505i,0.0017594-0.0030996i,0.0013535-0.004799i,0.0090051+7.8646e-05i,0.0012205+0.0043535i,-0.0074615+0.011822i,-0.0043596-0.0064328i,0.0040098+0.0099172i,-0.0027301-0.00085772i,0.00018607+0.0018385i,-0.00023675+0.0016769i,-0.0025412-0.0030214i,0.0054775-0.0029391i,-0.0044575-0.001465i,0.0043197+0.00012312i,-0.0060935+0.0029488i,-0.0016289+0.00011836i,0.0012037-0.00089926i,-0.0053715-0.001441i,-0.0036924-0.0010849i,-0.013563-0.0092885i,0.0037458-0.0029877i,-0.0028457-0.00069438i,-0.0013538+0.0016862i,-0.0033273+0.0029345i,0.0093244+0.0030511i,-0.0043996+0.0010892i,-0.0014324-0.004963i,-0.0034543-0.000284i,-0.002188-0.00059785i,0.0032169-0.0039845i,0.0035308+0.00034443i,0.0017709-0.0011184i,-0.0014329+0.0068919i,0.0022472+0.0045697i,0.020137-0.0030784i,-0.02412-0.0026872i,-0.032314+0.019894i,-0.0058951+0.01168i,0.00073227+0.0024591i,0.0062967-0.004621i,-0.012861-0.0008026i
0.019067-0.030125i,0.0083906-0.018834i,0.0076739-0.021377i,0.00085306-0.010939i,-0.0028067-0.01975i,-0.0053784-0.0035389i,0.0093475-0.02047i,-0.0091231-0.012185i,-0.0118-0.0077331i,0.0042209-0.0024712i,-0.00065533-0.00083534i,-0.0007376+0.001445i,0.0017622-0.00077224i,0.00025524-0.00060154i,-0.00045661-0.0010915i,0.0016496-0.0039483i,-0.0040705+0.0038956i,-0.0010368-0.00067802i,-0.00018403-0.00033771i,0.00051285+0.001594i,0.00034046+0.0023306i,-0.00056782+0.0010707i,0.0012801+6.6359e-05i,6.0669e-05+0.0037386i,-6.8511e-05-0.0022092i,-0.00049157+0.00010348i,0.00020717+0.0013603i,0.00054596-0.0007247i,0.0012648-0.00014882i,-1.6926e-05-0.00082898i,0.0013183-0.0025422i,0.0036455-0.0015309i,0.0017209-0.000305i,1.1218e-05-0.00080647i,0.0033916-0.0010699i,0.0069874-0.0040496i,-0.00010546+0.00063078i,4.5787e-05+0.00025408i,0.00055256-0.0010408i,0.00052364-0.0022486i,0.001569+0.0019241i,0.0019919+0.00090015i,0.00095973-0.0018951i,0.0041145+0.0017165i,-0.0048174-0.025719i,0.0083705+0.0027501i,0.021763+0.0027878i,0.0073958+0.0033391i,-0.013912-0.017567i,0.011909+0.0044216i,0.016178+0.012905i,0.0053896+0.012624i,0.018166-0.0015685i,0.0060203+0.0026911i,-0.0023273-0.0083432i,-0.0011755-0.0035274i,-0.00050488-0.0060703i,0.0066228-0.0027528i,0.0022193+0.0035505i,-0.0017384+0.014056i,-0.0055832-0.0032145i,0.0054485+0.007877i,-0.0029032+0.00034727i,0.0011837+0.0025569i,0.0010157+0.0016003i,-0.0043068-0.0019124i,0.0051517-0.006201i,-0.005125-0.00021127i,0.0047744-0.0019374i,-0.004037+0.0056867i,-0.0012977-0.00049938i,0.00037467-0.0015879i,-0.0044581+0.0016035i,-0.0033959+5.4123e-05i,-0.014667-0.0031551i,0.0018329-0.0036727i,-0.0025484+0.0001207i,-0.0016982+0.0012213i,-0.0019773+0.0037641i,0.011193-0.0004987i,-0.0035272+0.003173i,-0.003089-0.0042671i,-0.0027737+0.00050948i,-0.0022718+0.00057585i,0.00054842-0.0037146i,0.003656-0.0011739i,0.001811-0.0012034i,0.00041167+0.0063626i,0.0019356+0.0040007i,0.017654-0.0087307i,-0.023197+0.00267i,-0.029095+0.027251i,-0.0043168+0.0091403i,0.0025046+0.0045811i,0.0043063-0.004311i,-0.013962+0.0018297i
0.014056-0.031583i,0.0042898-0.020816i,0.0035531-0.022121i,-0.00078606-0.010041i,-0.0070603-0.019003i,-0.0053606-0.0030829i,0.0042984-0.022513i,-0.010612-0.010158i,-0.012855-0.0055201i,0.0032139-0.0035468i,-0.001162-0.00087651i,0.00012803+0.0017133i,0.0013087-0.00073748i,0.00075047-0.00039857i,-0.0006598-0.001058i,0.00093077-0.0040815i,-0.0023971+0.0047053i,-0.0013591-0.00027236i,-0.00047329-0.00017506i,0.00082999+0.0012221i,0.0012058+0.001662i,-0.00042854+0.0010971i,0.0012136-0.00040213i,0.0019505+0.0025508i,-0.00034681-0.0019463i,-0.0002928+0.00025435i,0.0010296+0.0012752i,0.00023409-0.00069672i,0.0011594-0.00040891i,-0.00025551-0.00078198i,0.00036465-0.0030069i,0.0029623-0.0029124i,0.001528-0.0010267i,-0.00024242-0.00062198i,0.0031615-0.0026806i,0.005684-0.0057773i,0.00025701+0.00071727i,8.6419e-05+0.00024678i,0.00036244-0.0012216i,-0.00033494-0.0026421i,0.0021839+0.0011532i,0.0019827+0.00010452i,0.00049055-0.0018471i,0.0046907+0.00061299i,-0.0084956-0.023936i,0.010334+0.0024658i,0.022757-0.00058193i,0.0080616-0.00028458i,-0.016237-0.012401i,0.015065-0.00039085i,0.018071+0.00792i,0.0077611+0.0084778i,0.014718-0.0064186i,0.0072481-0.0003094i,-0.0051615-0.0067588i,-0.0039227-0.0021869i,-0.003939-0.0065138i,0.0034917-0.0039178i,0.0022924+0.0025336i,0.0032575+0.013285i,-0.004997-0.00058308i,0.0058605+0.0053748i,-0.0026862+0.0023305i,0.0023477+0.0026445i,0.0016249+0.0010199i,-0.0052241+0.00020533i,0.0031285-0.0080756i,-0.0048128+0.0012029i,0.0043405-0.0036288i,1.6765e-05+0.0063863i,-0.0017687-0.00097874i,-0.00052987-0.0014021i,-0.0028083+0.0030432i,-0.0025169+0.00074621i,-0.013607+0.0021752i,0.00079997-0.0041137i,-0.0020045+0.00069454i,-0.001565+0.0017987i,-0.00018905+0.00375i,0.01106-0.0049265i,-0.0015798+0.0044785i,-0.0044309-0.0029532i,-0.0023434+0.00064182i,-0.0015632+0.0012794i,3.7358e-06-0.0023829i,0.0027609-0.0023147i,0.0021783-0.0015156i,0.00091764+0.004709i,0.0018181+0.0039101i,0.015255-0.012293i,-0.02013+0.0063527i,-0.022981+0.033482i,-0.004383+0.0072389i,0.0052344+0.0046954i,0.0025986-0.0030423i,-0.013299+0.0045717i
0.0092479-0.032778i,-0.00019746-0.021361i,-0.00043347-0.022372i,-0.0016259-0.0095225i,-0.010949-0.016879i,-0.0055925-0.0028424i,-0.0011868-0.023004i,-0.0116-0.0081403i,-0.013211-0.0029831i,0.0019141-0.0041486i,-0.0017982-0.0002302i,0.00099767+0.0011537i,0.0012303-0.00053421i,0.001056-0.00090787i,-0.00088608-0.00084118i,4.2601e-05-0.0039308i,-0.00093422+0.0047147i,-0.0015378+0.00046733i,-0.00054122+0.00028705i,0.00092491+0.00073924i,0.0013646+0.00076651i,-0.00038753+0.0011475i,0.00087773-0.0007943i,0.0030448+0.00031169i,-0.00059797-0.0019107i,-0.00020114+0.00025839i,0.0014412+0.00077227i,3.2872e-05-0.00059745i,0.0010478-0.00070947i,-0.00066501-0.00052776i,-0.00081999-0.0031981i,0.0016617-0.0037606i,0.0010698-0.0015566i,-0.00036154-0.00050552i,0.0018864-0.004332i,0.0039706-0.0071998i,0.00071989+0.00047383i,0.00019271+0.00030499i,-1.2654e-05-0.0012755i,-0.0013824-0.0026547i,0.0023895+0.00028187i,0.0017971-0.00043859i,-1.5334e-05-0.0016877i,0.0047913-0.0004636i,-0.011505-0.021977i,0.012945-0.00011668i,0.023457-0.0043904i,0.0080418-0.0032983i,-0.01552-0.0070487i,0.016208-0.0071029i,0.018806+0.0031498i,0.0091487+0.003451i,0.011473-0.0095634i,0.00849-0.003566i,-0.0066403-0.0041011i,-0.0056071+0.00044844i,-0.0079381-0.0054199i,0.00099836-0.0038431i,0.0020799+0.0022149i,0.0069878+0.011464i,-0.0040652+0.0012227i,0.0050665+0.0028053i,-0.0002631+0.0040119i,0.0036718+0.002128i,0.0024534+0.00051753i,-0.0048852+0.0025579i,0.00073228-0.0093742i,-0.004073+0.0021466i,0.0032667-0.0055195i,0.0029281+0.004301i,-0.0027423-0.0009319i,-0.00083406-0.0011347i,-0.001013+0.0040926i,-0.0017394+0.00083803i,-0.010516+0.0067164i,-0.00072628-0.0047274i,-0.0012151+0.00084959i,-0.0011568+0.0016748i,0.0010542+0.0026031i,0.0089258-0.0093848i,0.0010498+0.0046656i,-0.0045227-0.0010675i,-0.0023933+0.00081505i,-0.0010637+0.0016954i,-7.994e-05-0.0019302i,0.0017177-0.0024867i,0.002517-0.0021915i,0.00067766+0.0044779i,0.0021253+0.0042207i,0.012214-0.015753i,-0.01778+0.0069867i,-0.0147+0.036379i,-0.0045097+0.0070899i,0.007009+0.0039234i,0.0023851-0.0014441i,-0.011625+0.0062539i
0.0040714-0.033379i,-0.0043875-0.02055i,-0.0046209-0.02185i,-0.0028051-0.0096304i,-0.013559-0.014227i,-0.0060156-0.0026704i,-0.0060186-0.021626i,-0.012139-0.0063173i,-0.012643-0.00071941i,0.00044325-0.0040613i,-0.0017661+0.00080862i,0.001308+0.0005093i,0.0014109-0.00056277i,0.00045761-0.0011105i,-0.00097389-0.00045797i,-0.00079796-0.0035114i,0.00024554+0.0047008i,-0.0010735+0.001156i,-0.00036042+0.00052432i,0.00066202+0.00038475i,0.0011956+6.5529e-05i,-3.0905e-05+0.0012039i,0.00053181-0.0009897i,0.0022767-0.0019824i,-0.0011844-0.0019549i,-0.00016797+0.00030479i,0.0016276+0.00032313i,-2.3506e-05-0.00051198i,0.00075633-0.0010509i,-0.00082522-3.4846e-05i,-0.0021125-0.0027911i,0.0003228-0.004067i,0.00028842-0.0018499i,-0.00051805-0.00032817i,-0.00041867-0.0048169i,0.0020869-0.0080973i,0.0008132+6.2141e-05i,0.00035807+0.00015874i,-0.0002222-0.0011474i,-0.0025176-0.0022455i,0.0022559-0.00062245i,0.0015424-0.00091257i,-0.00044911-0.0013767i,0.0047273-0.0014125i,-0.013723-0.020121i,0.0141-0.0043428i,0.023518-0.0088301i,0.0079986-0.0070258i,-0.012576-0.0029177i,0.014525-0.014388i,0.018754-0.0010184i,0.0082857-0.0011804i,0.0079282-0.010898i,0.0089528-0.0075126i,-0.0067883-0.00244i,-0.0056397+0.0036956i,-0.011936-0.0018839i,-0.00091683-0.0031376i,0.0021344+0.002203i,0.010066+0.0089656i,-0.0026359+0.0022127i,0.0032061+0.0018258i,0.0024656+0.0027979i,0.0050958+0.00083466i,0.0030099-0.00058518i,-0.0033829+0.0048543i,-0.0025905-0.010499i,-0.003648+0.0034117i,0.0012935-0.0069244i,0.0033315+0.0024236i,-0.0036106-1.6299e-05i,-0.0011062-0.00091725i,0.0019494+0.0041855i,-0.0012055+0.00044699i,-0.0058728+0.0091574i,-0.0033055-0.0045207i,-0.0006818+0.00050043i,-0.00083559+0.0015437i,0.001351+0.0013751i,0.0052488-0.012804i,0.0033723+0.0032i,-0.0037247+7.7178e-05i,-0.0020795+0.0011498i,-0.00041982+0.0024076i,-0.00049-0.001441i,0.0008589-0.0024452i,0.0022617-0.0031214i,0.00058856+0.0047134i,0.0027743+0.0040936i,0.0082755-0.018098i,-0.018996+0.0070687i,-0.007501+0.035353i,-0.0037745+0.0066115i,0.0082045+0.002485i,0.0029717-0.00061894i,-0.0096349+0.0070529i
-0.00066165-0.032922i,-0.0078749-0.019005i,-0.0083839-0.020387i,-0.0042922-0.009234i,-0.015916-0.011761i,-0.0066002-0.0023615i,-0.0093497-0.019726i,-0.012661-0.0047379i,-0.011538+0.00092041i,-0.00050328-0.0033807i,-0.0010713+0.0015909i,0.0013053+7.32e-05i,0.0014419-0.00080391i,0.00031121-0.00076338i,-0.0009153-0.00026412i,-0.0014763-0.0027114i,0.0017338+0.0044294i,-0.00042866+0.0013346i,-0.000106+0.00071727i,0.00047078+0.00039364i,0.00085797-0.00044887i,0.00019449+0.0010255i,0.00010922-0.0011365i,0.00085791-0.0032708i,-0.0020175-0.0014908i,-0.00014165+0.00047215i,0.0018127-0.00027409i,-0.00011998-0.00048047i,0.00030869-0.0011585i,-0.00070967+0.00036509i,-0.0030812-0.0018096i,-0.0012303-0.0040069i,-0.00048633-0.0015964i,-0.00046948-0.0001322i,-0.0021139-0.0041145i,-0.0001166-0.0085562i,0.0007453-3.557e-05i,0.00036113+3.3582e-05i,-0.00041061-0.001086i,-0.0035106-0.0012181i,0.0017686-0.0013296i,0.0012158-0.0013051i,-0.00076941-0.00086818i,0.0043567-0.0025835i,-0.016188-0.018484i,0.013401-0.0088714i,0.022474-0.013581i,0.0055878-0.011045i,-0.0077936-0.0023055i,0.0091679-0.020116i,0.018329-0.0045902i,0.006934-0.0041188i,0.0053677-0.010196i,0.0079639-0.011657i,-0.0071843-0.00082981i,-0.0036516+0.0064551i,-0.01388+0.0036514i,-0.002464-0.0021091i,0.0024321+0.002231i,0.0113+0.0052569i,-0.0012229+0.0023272i,0.002037+0.0017225i,0.0025777+0.00060831i,0.0053366-0.0014913i,0.0028071-0.0024298i,-0.0001932+0.0061338i,-0.0072924-0.0086004i,-0.0022666+0.0053402i,-0.0018753-0.0073125i,0.0041251+0.0014406i,-0.0039914+0.0014954i,-0.0012426-0.00060834i,0.004854+0.0010048i,-0.0010158+0.00018745i,-0.00062495+0.008502i,-0.0054389-0.0024637i,-0.0006102-7.3444e-05i,-0.00098364+0.0013545i,0.0013524+0.00055436i,-0.00014245-0.014723i,0.0045344+0.00058612i,-0.0033476+0.00050723i,-0.0020039+0.0014969i,0.0012451+0.0025396i,-0.00019175-0.00055969i,8.9817e-05-0.0019691i,0.001321-0.0040551i,0.00061862+0.0050144i,0.0032677+0.0036507i,0.0039968-0.018501i,-0.020439+0.010113i,-0.0022122+0.033538i,-0.0033749+0.0053603i,0.0091849+0.00057091i,0.003437-0.00079258i,-0.007834+0.0066432i
-0.005142-0.032284i,-0.010538-0.01698i,-0.01151-0.018392i,-0.0055311-0.0085729i,-0.017888-0.008532i,-0.0072933-0.0018151i,-0.012197-0.018133i,-0.013109-0.0030313i,-0.010387+0.0016429i,-0.00088436-0.0026187i,-0.00021602+0.001991i,0.001202-0.00019236i,0.0014034-0.0010094i,0.00055312-0.00057517i,-0.00086242-8.846e-05i,-0.0017151-0.001779i,0.0028575+0.0035507i,9.9223e-05+0.0013028i,0.00023865+0.00076559i,0.00048998+0.000514i,0.00031663-0.00071004i,0.00022905+0.00099788i,-0.00036256-0.00095829i,-0.0006629-0.0034754i,-0.002369-0.00066824i,0.00010469+0.00060732i,0.0015135-0.0010384i,-0.00021956-0.00038914i,-6.8431e-05-0.0011092i,-0.00041702+0.00067986i,-0.0035475-0.00059003i,-0.0026075-0.0030946i,-0.00090382-0.0011656i,-0.00033411-2.4649e-05i,-0.0032644-0.0032144i,-0.0023167-0.0081601i,0.00095225-0.00019952i,0.00033857+2.228e-05i,-0.00073434-0.00095984i,-0.0040601+0.00019557i,0.0011663-0.0018221i,0.00074125-0.0015472i,-0.000824-0.0003031i,0.0036483-0.0033768i,-0.018868-0.01629i,0.011188-0.012533i,0.020099-0.018003i,0.0017321-0.013365i,-0.0052218-0.0050363i,0.0030051-0.022653i,0.018106-0.0085547i,0.0059752-0.0068453i,0.0051808-0.0094738i,0.0063798-0.014834i,-0.007738+0.00058468i,-0.00070068+0.0075639i,-0.012672+0.010355i,-0.0035059-0.00079747i,0.0028305+0.002058i,0.011228+0.0024507i,-0.00029454+0.0018433i,0.0007613+0.0024263i,0.0022971-0.00011026i,0.0039732-0.0035432i,0.0011637-0.0036932i,0.0028136+0.0051513i,-0.0092848-0.0039754i,0.00088342+0.0056956i,-0.0045276-0.0057607i,0.0043814-0.00058936i,-0.0035091+0.003294i,-0.0012962-0.00046357i,0.0043546-0.0028523i,-0.0013358+0.00012291i,0.0022143+0.0053229i,-0.0056743-3.8645e-05i,-0.0010316-0.00057309i,-0.00099944+0.0017376i,0.00095981-0.00026629i,-0.0064819-0.013659i,0.0038836-0.0021532i,-0.0031909+0.0010039i,-0.0016717+0.0023093i,0.0025778+0.0016445i,0.00040269-0.00098707i,-0.00010673-0.0011374i,0.00022113-0.0045421i,0.00071147+0.0057703i,0.0038142+0.0031212i,0.0015333-0.017927i,-0.020365+0.014062i,0.0021351+0.031466i,-0.0039322+0.0036828i,0.0086112-0.0022379i,0.003448-0.00079394i,-0.0072657+0.0056694i
-0.0098901-0.031134i,-0.012471-0.014928i,-0.014259-0.016024i,-0.0066258-0.0081128i,-0.01892-0.0050137i,-0.0080723-0.0010084i,-0.015106-0.016286i,-0.013181-0.0011542i,-0.0096794+0.0019675i,-0.0010131-0.0021551i,0.00071673+0.0020319i,0.0011614-0.00048097i,0.0013675-0.0012525i,0.00066476-0.00073949i,-0.00080033+8.4179e-05i,-0.0014651-0.001025i,0.00372+0.002522i,0.00055486+0.0011266i,0.00059095+0.00058949i,0.00070983+0.00051023i,-0.00044566-0.00046637i,0.00058634+0.00095013i,-0.00061993-0.00065569i,-0.0017827-0.0030425i,-0.0023388+0.00017952i,0.00036184+0.0005188i,0.00074697-0.0014041i,-0.00030007-0.00037049i,-0.00037375-0.0009232i,-0.00010108+0.00076679i,-0.0036633+0.00074656i,-0.0032538-0.0017366i,-0.00095329-0.00067982i,-0.00028499-2.1051e-05i,-0.0042521-0.001902i,-0.0040958-0.0068447i,0.00086215-0.00056776i,0.00034858-1.192e-05i,-0.00086368-0.00049688i,-0.0039686+0.0016904i,0.00033739-0.0019346i,0.00014304-0.0017017i,-0.00052193+0.00018019i,0.0028009-0.003707i,-0.021039-0.013305i,0.0078854-0.015037i,0.016731-0.021421i,-0.0023106-0.013781i,-0.0054051-0.0072578i,-0.0034425-0.023478i,0.017169-0.013198i,0.0043137-0.0098504i,0.0055871-0.010342i,0.0037595-0.018418i,-0.0083942+0.0025956i,0.0021524+0.0070724i,-0.0079687+0.01523i,-0.0039236+0.00050096i,0.0031743+0.0017875i,0.010969-9.863e-05i,1.4019e-05+0.00149i,0.0006508+0.0039298i,0.0025599-0.0010041i,0.0020992-0.0041955i,-0.00043423-0.0037588i,0.0046008+0.0031916i,-0.0089836+0.00022895i,0.0034422+0.0043433i,-0.0062949-0.0035856i,0.0031552-0.0022788i,-0.0017779+0.0047345i,-0.0016963-0.00024071i,0.0018148-0.0052682i,-0.001584+0.00041796i,0.0026772+0.0021811i,-0.0050499+0.0021123i,-0.0018644-0.0005704i,-0.00082119+0.0017983i,6.7432e-05-0.00065956i,-0.010703-0.010025i,0.0020103-0.003819i,-0.0027666+0.0014255i,-0.00069034+0.0027361i,0.0032678+0.00019151i,-0.00012867-0.001186i,0.00048384-0.00070293i,-0.0009319-0.0044567i,0.0020739+0.0070304i,0.0039588+0.0025576i,-0.0011444-0.017766i,-0.019376+0.018618i,0.0057989+0.028836i,-0.0058875+0.0026571i,0.0059931-0.0037659i,0.0037343-0.0011119i,-0.0078855+0.0049332i
-0.014422-0.028838i,-0.014118-0.013284i,-0.016324-0.013115i,-0.0079088-0.0075378i,-0.019417-0.0017615i,-0.0086205+0.00023784i,-0.017563-0.013893i,-0.012856+0.00056738i,-0.0094308+0.0021085i,-0.00096676-0.0017564i,0.0016614+0.0015503i,0.0011462-0.00050049i,0.0011836-0.001462i,0.00070416-0.00087416i,-0.00075207+0.00020153i,-0.0010145-0.00090173i,0.0045082+0.00128i,0.00086763+0.00076035i,0.00072726+0.00017723i,0.00098946+0.00047709i,-0.00061423+8.8366e-05i,0.0010654+0.00066544i,-0.00063227-0.00036497i,-0.0024656-0.0026533i,-0.0020897+0.00083016i,0.00059528+0.00037103i,0.00016494-0.001226i,-0.00040447-0.0001494i,-0.00064258-0.00067542i,0.00031681+0.00082066i,-0.0032093+0.0021795i,-0.0033718-0.00057906i,-0.0010442-0.00037937i,-0.00029128+0.00011133i,-0.0045205-0.00015524i,-0.0051417-0.0051515i,0.00054817-0.00072431i,0.00035108-2.439e-05i,-0.00056142-0.00025229i,-0.0032308+0.0030565i,-0.00021801-0.0017169i,-0.00032018-0.0015749i,-6.8033e-05+0.00032968i,0.0022331-0.0038499i,-0.022342-0.009938i,0.0048327-0.015476i,0.013168-0.023823i,-0.0059951-0.012887i,-0.007031-0.0083286i,-0.010113-0.021489i,0.014783-0.018065i,0.002444-0.011968i,0.0056795-0.011465i,-0.00042675-0.020596i,-0.0085026+0.0054152i,0.0041547+0.0054456i,-0.0019707+0.01732i,-0.0041528+0.0020055i,0.0036014+0.0017604i,0.010005-0.0025196i,0.0003041+0.0010373i,0.0018788+0.0052698i,0.0018852-0.0021212i,0.00088102-0.0038021i,-0.0019735-0.0031721i,0.0052761+0.0011182i,-0.006902+0.0031167i,0.005009+0.0021051i,-0.0070412-0.00067597i,0.0014005-0.002639i,0.00051018+0.0048481i,-0.0017997+0.00046515i,-0.0011571-0.0059942i,-0.0015164+0.00050337i,0.0013337+0.00040249i,-0.0037459+0.0036302i,-0.0025837+0.00020468i,-0.00092487+0.0020161i,-0.00043293-0.00032796i,-0.012957-0.0056007i,-0.00022724-0.0044316i,-0.0024752+0.0017081i,0.00016921+0.0026289i,0.0032716-0.0014788i,-0.00018497-0.00093706i,0.0011013-0.0010378i,-0.0022245-0.0046565i,0.0039244+0.0068145i,0.0041971+0.0021078i,-0.00309-0.016899i,-0.01638+0.024111i,0.0086782+0.026277i,-0.0082292+0.0033827i,0.003296-0.0028739i,0.0034238-0.0019491i,-0.008856+0.0050693i
-0.018014-0.025976i,-0.016292-0.011848i,-0.017603-0.010527i,-0.0091032-0.0064707i,-0.019362+0.0020006i,-0.0086641+0.0016918i,-0.019648-0.011213i,-0.012409+0.002041i,-0.0097408+0.0026304i,-0.00075546-0.0017123i,0.0021621+0.00067134i,0.0012591-0.00085882i,0.0010695-0.001589i,0.00094871-0.0013885i,-0.00067513+0.0003337i,-0.0009567-0.00094194i,0.0047049-0.00051668i,0.00090029+0.00040637i,0.00070712-0.00018269i,0.0014384+0.00021716i,-0.00052329+0.00046524i,0.0010869+0.00015193i,-0.0006765-0.0001929i,-0.002946-0.0023757i,-0.0017332+0.0013458i,0.00076563+9.3356e-05i,-0.00016694-0.0010548i,-0.00037463+0.00014127i,-0.00076465-0.00030575i,0.00078063+0.00064275i,-0.002195+0.0033021i,-0.0032734+0.00055259i,-0.00087742-8.5082e-05i,-0.00014723+0.00019352i,-0.0040093+0.0013242i,-0.0056628-0.0035179i,0.00038041-0.00078618i,0.00048395-2.3794e-05i,-0.000488-0.00029661i,-0.0018359+0.0039142i,-0.00059616-0.001429i,-0.00071461-0.0014433i,0.00029127+0.00011241i,0.0019097-0.0042085i,-0.023136-0.0066027i,0.0031586-0.015342i,0.0095507-0.025462i,-0.0090613-0.010482i,-0.0078908-0.0079485i,-0.015235-0.01648i,0.010987-0.022403i,0.00043745-0.014514i,0.0054797-0.013421i,-0.005016-0.020711i,-0.0070064+0.0088504i,0.0051649+0.0034316i,0.003576+0.016472i,-0.0037157+0.0035855i,0.0046332+0.0013612i,0.0085062-0.0047103i,0.00015862+0.0007006i,0.0043864+0.0052129i,0.00085946-0.0020705i,0.00024766-0.0036551i,-0.0029357-0.0022441i,0.0052366-0.00081554i,-0.0050091+0.0043767i,0.0052381-0.00078566i,-0.0063904+0.0019112i,0.00081288-0.0020117i,0.0022216+0.0038756i,-0.0015149+0.00081195i,-0.0041706-0.0051516i,-0.0017759+0.00075487i,0.00032552+0.00069066i,-0.0019757+0.0044502i,-0.0024023+0.0012609i,-0.000681+0.0028415i,-0.00045319-0.00021406i,-0.013807-0.0011479i,-0.0024552-0.0038107i,-0.0023892+0.0022783i,0.0005994+0.0024518i,0.0026702-0.0033546i,-0.00021604-0.001347i,0.0013581-0.0016598i,-0.0038132-0.0039376i,0.0057162+0.0057178i,0.0046571+0.0016923i,-0.0046073-0.01598i,-0.0099079+0.027514i,0.011693+0.023192i,-0.0096981+0.00509i,0.0021439-0.0011163i,0.0025942-0.0020181i,-0.0096755+0.0057954i
