-0.023992-0.037634i,-0.012329-0.049933i,-0.018562-0.04401i,-0.030726-0.035212i,-0.030122-0.015845i,-0.050612-0.026949i,-0.056946-0.026725i,-0.045466-0.036258i,-0.029089-0.034554i,0.0080667+0.011129i,-0.0058613+0.015585i,-0.0045413+0.014123i,0.0094139+0.02089i,0.00086353+0.0042857i,0.0031943+0.0036866i,0.005784+0.018461i,0.022612+0.036161i,-0.0026992-0.0017174i,-0.0047767-0.0054443i,0.0070838+0.0012498i,-0.00032632-0.00088832i,-0.0010232+0.0020229i,-2.5897e-05-0.00045083i,-0.029034-0.0031135i,-0.0022-0.0060169i,0.0010626+0.0043168i,0.0035425-0.00075618i,-0.00049442+0.00046726i,0.00055912-0.00041897i,-0.0008991-0.0028589i,-0.0018269-0.006068i,-0.0046924-0.0042753i,-0.0019556-0.0041529i,0.002369-0.00079292i,0.0018275-0.0030659i,-0.00017373+0.024198i,0.0012931-0.0033625i,0.0026207+0.00067364i,0.0058534+0.00093211i,-0.009361-0.0029648i,-0.0037879+0.00010666i,0.0051236-0.00036575i,0.0064827-0.00086849i,-0.003407+0.0048116i,0.00083123-0.0097827i,-0.011375+0.017678i,0.035692-0.091121i,0.011846-0.069832i,-0.01537-0.059994i,-0.015878-0.055046i,0.038124-0.045515i,0.017306-0.061906i,0.034211-0.05546i,0.029532-0.060143i,0.016395-0.013712i,0.0046481+0.016326i,0.016832-0.02558i,-0.011449+0.0061886i,-0.00047299+0.0059974i,-0.0048714-0.0012553i,-0.0021961-0.028549i,-0.025216+0.03175i,0.010557-0.011388i,-0.01289-0.0030268i,-0.00020536-0.0050044i,-0.0006687-0.016225i,-0.0070732+0.0048096i,0.004995+0.0062791i,-0.0096384+0.030988i,0.0045492+0.006381i,-0.0051194-0.00064906i,-0.0029915-0.00054923i,-0.011947-0.0075427i,-0.0012295-0.0047734i,-0.071113-0.10082i,0.00023501-0.010116i,-0.0091163-0.0013559i,-0.0066519-0.0028344i,0.0073412+0.0025118i,-0.0081467+0.0010299i,5.3709e-05+1.1483e-05i,0.0063547+0.010722i,0.0042415+0.0016967i,-0.0096063-0.0095852i,0.003177+0.0080505i,-0.020405+0.0042957i,0.0084898+0.00035939i,-0.029544-0.0037704i,-0.041827+0.0027842i,0.019136-0.098854i,-0.0019024-0.012602i,-0.051951-0.020861i,-0.023126-0.0020491i,0.018176+0.010281i,-0.02572+0.012094i,-0.018385-0.012423i
0.013968-0.0097055i,0.043589-0.013198i,0.022261-0.026788i,0.010826-0.021443i,0.01311-0.039839i,-0.018445-0.022447i,-0.0086471-0.014477i,-0.0028142-0.027663i,0.0070968-0.017699i,0.0040304-0.001371i,0.0016139-0.0048237i,3.1435e-05-0.0051623i,-0.00083802-0.0057759i,-0.00094792-0.0026625i,-0.0011424+0.00095385i,0.001577-0.0031375i,-0.003772+0.0016856i,-0.00046536+0.0010686i,0.00021483+0.00029261i,0.00070987+0.002122i,0.0014135+0.0017749i,0.0011572-0.0010749i,0.0021545+0.00048576i,-0.00084828+0.0024946i,-0.00078759+0.00020317i,-0.00050245+0.00050341i,-0.0014091+0.00018363i,-0.0005118+0.00062464i,5.175e-05+7.5101e-05i,-0.0002074-0.00026539i,0.0022646-0.0018199i,0.0014003-8.5577e-05i,0.00033652-0.00075743i,0.00062261-0.00095431i,0.00080203+0.00032977i,0.0054118-0.0063266i,-2.6973e-05+5.788e-05i,-0.00035386+0.001063i,-0.00011444-0.00034184i,0.00037832+0.00032407i,0.00031846+0.0010373i,0.00089861+0.00037668i,0.00012707-0.0030212i,-0.00037347-0.0033827i,0.018771+0.0038018i,0.029413+0.03914i,0.035164+0.039492i,0.046738+0.02876i,0.015534-0.0010131i,0.035728-7.1591e-06i,0.037238+0.012963i,0.013949+0.0065414i,0.028189+0.022467i,-0.0032519+0.032974i,0.0062563-0.0050453i,0.0046778-0.0034108i,0.0065342-0.0037292i,0.0077179+0.0037972i,0.0038512+0.0063876i,-0.00678+0.0036201i,-0.0040105-0.0059125i,0.0044001+0.013207i,-0.003541+0.0004401i,0.00017917+0.0055034i,-0.00058101+0.0013714i,0.0026491-0.0030267i,0.0069648-0.00041272i,-0.0026849-0.00065684i,0.0042274-0.0018577i,-0.0055952-3.8288e-06i,-0.0014657+0.00087539i,0.00032244+5.7769e-05i,-0.004969-0.0027986i,-0.0043821-0.0020353i,-0.0070157-0.0090089i,0.0033034-0.0019074i,-0.0046972+0.0020551i,-0.0015403+0.0010731i,-0.0037789+0.0025641i,0.0067676+0.00021282i,-0.0072946-0.0014359i,-0.0047127-0.0074797i,-0.0027204-0.001268i,-0.0058669-0.00101i,0.0043825-0.0037794i,0.0058819-0.00057418i,0.0029195-0.0013514i,0.0056416+0.0076927i,0.0067375+0.0056915i,0.042147+0.027071i,-0.031962-0.0046543i,-0.03677+0.018612i,-0.01098+0.019747i,0.0019721+0.0020921i,0.01005-0.0065884i,-0.011154-2.6629e-05i
0.011517-0.011695i,0.040146-0.020327i,0.017002-0.029808i,0.0069167-0.022004i,0.0049826-0.041457i,-0.020893-0.018832i,-0.011425-0.01361i,-0.007364-0.026372i,0.0037075-0.018441i,0.0037464-0.0024117i,0.00027333-0.0052878i,-0.0010433-0.0045047i,-0.0025414-0.0047802i,-0.0015026-0.002075i,-0.00069118+0.0011856i,0.0012152-0.0032303i,-0.0025962+0.0025947i,-0.00064508+0.0011719i,8.7555e-05+0.0002676i,0.0013463+0.0017945i,0.0020325+0.0015289i,0.00093553-0.0012217i,0.0020543-0.00014927i,0.00091973+0.0022205i,-0.00055844+0.00046441i,-0.00018091+0.00047587i,-0.0011584+0.00090882i,-0.00022111+0.00069863i,0.00075736-0.00052987i,-2.8798e-05+5.0085e-05i,0.0013008-0.0026093i,0.0013712-0.00056023i,9.1876e-05-0.00075982i,9.6985e-05-0.00099382i,0.0012213-9.4236e-06i,0.0046348-0.0031017i,-7.5333e-05+0.0002356i,0.00071075+0.0031574i,7.8478e-05-1.7862e-06i,0.00040875-0.00020213i,0.00061732+0.00087739i,0.00098818+1.7619e-05i,-0.00083067-0.0021674i,0.0001252-0.0030482i,0.018963+0.0014127i,0.034765+0.034148i,0.040068+0.033068i,0.050508+0.020516i,0.01264-0.00048226i,0.036119-0.0059384i,0.039044+0.0058755i,0.015006+0.00072752i,0.028686+0.012678i,0.0042135+0.029451i,0.004339-0.0057529i,0.00064779-0.0036319i,0.0042632-0.0062945i,0.0068964+0.0010723i,0.0052728+0.0048793i,-0.0044282+0.0064833i,-0.0046194-0.0025612i,0.0062641+0.010874i,-0.0036075+0.0014284i,0.003131+0.006286i,0.00037941+0.0016079i,0.00046391-0.0034055i,0.0076163-0.0046914i,-0.0029463-0.0003306i,0.003923-0.0034558i,-0.0048111+0.0026084i,-0.0019261-0.00017249i,0.00014013-0.00053195i,-0.0044985+0.000258i,-0.0043198-0.00057753i,-0.0087663-0.00563i,0.00191-0.0028755i,-0.003201+0.0028756i,-0.0016692+0.00063322i,-0.0025949+0.0036719i,0.0076613-0.0027915i,-0.0069231+0.0016819i,-0.007044-0.0052846i,-0.0023379-0.00069495i,-0.0054522+0.001254i,0.0017434-0.0042195i,0.0051438-0.0027816i,0.002885-0.0016386i,0.0071377+0.0056144i,0.006086+0.0045587i,0.043233+0.017824i,-0.031187+0.0020399i,-0.034892+0.026531i,-0.0069873+0.018188i,0.0033655+0.0048019i,0.0070984-0.0065724i,-0.012891+0.0020485i
0.0095841-0.01327i,0.035296-0.026706i,0.011273-0.031508i,0.0035083-0.021803i,-0.0033433-0.041533i,-0.022786-0.015214i,-0.013991-0.012092i,-0.011502-0.024627i,7.4074e-06-0.018439i,0.0031318-0.0032991i,-0.0014087-0.0050814i,-0.0018899-0.0036882i,-0.0036698-0.0032911i,-0.0017852-0.0014017i,-0.00038379+0.0011555i,0.00079087-0.0033848i,-0.0012287+0.0030339i,-0.00043553+0.0016593i,3.4626e-05+0.00044412i,0.001767+0.001118i,0.0026892+0.00073616i,0.00058612-0.0015451i,0.0018342-0.00068885i,0.0021869+0.0012519i,-0.00012793+0.0005371i,3.2345e-05+0.00028061i,-0.00054456+0.0013768i,-0.00011318+0.00079754i,0.00070987+8.2258e-05i,0.00013616+0.00011486i,0.00016823-0.0029181i,0.0011436-0.0010964i,-0.00021772-0.00073982i,-0.00029405-0.00080714i,0.0013577-0.00088268i,0.0043792-0.0035934i,0.00020127+0.00030964i,0.0013335+0.002132i,0.00022788-0.00013671i,0.00017158-0.00051265i,0.0008242+0.00080425i,0.00080383-0.00048191i,-0.00092951-0.0013362i,2.405e-05-0.0033371i,0.019188-0.0013437i,0.040513+0.027621i,0.04427+0.025844i,0.052373+0.011033i,0.01139+0.00062638i,0.035872-0.012171i,0.039434-0.0010171i,0.014941-0.0039497i,0.026903+0.0057479i,0.0092591+0.026121i,0.0022465-0.0059344i,-0.0022049-0.0015402i,0.00066284-0.0076858i,0.0051837-0.00070432i,0.0056565+0.0030255i,-0.0018878+0.0078013i,-0.003751-0.00047591i,0.006956+0.0081i,-0.0035513+0.0035822i,0.0060598+0.0052562i,0.00099866+0.0012145i,-0.001102-0.0025722i,0.0059036-0.0077265i,-0.0027867+0.00024118i,0.0030334-0.0045238i,-0.0023558+0.0041715i,-0.0025326-0.00043086i,-0.0002725-0.00061331i,-0.0030752+0.0018348i,-0.0036202+0.00064052i,-0.0094511-0.0023212i,0.00092718-0.0034194i,-0.0018565+0.003146i,-0.0020056+0.0010968i,-0.00072207+0.0036037i,0.0066698-0.0063559i,-0.0051694+0.0039017i,-0.007909-0.0025566i,-0.0021671-0.00052569i,-0.0045666+0.0024837i,0.00045839-0.0036075i,0.0039806-0.0039678i,0.0029753-0.002265i,0.0065505+0.0020465i,0.0057501+0.004098i,0.043697+0.0098728i,-0.028025+0.0077053i,-0.029288+0.033589i,-0.0047321+0.016549i,0.0064521+0.0053969i,0.0045662-0.0054167i,-0.012855+0.0048676i
0.0073884-0.015117i,0.029497-0.031571i,0.0060223-0.032559i,0.00082645-0.021724i,-0.011466-0.039292i,-0.024136-0.011427i,-0.016385-0.0099735i,-0.015187-0.022293i,-0.0029857-0.017622i,0.002221-0.0038949i,-0.0028177-0.0038851i,-0.0022119-0.0029495i,-0.0039849-0.0015535i,-0.0019182-0.00093291i,-6.3672e-05+0.001349i,0.00028593-0.0035207i,-0.00019989+0.0027843i,5.716e-06+0.0021308i,0.00033201+0.00076733i,0.0019163+0.00032786i,0.0027078-0.00034886i,-5.9191e-05-0.0017572i,0.0013741-0.0011365i,0.0025509-0.00037823i,0.00031498+0.00056537i,-7.7633e-05+0.0001111i,0.00011759+0.0013945i,0.00020132+0.00095034i,0.0005354-0.00019609i,0.00028505+0.00010129i,-0.00095487-0.0028242i,0.00068294-0.0014563i,-0.00034904-0.00056886i,-0.00051187-0.00064419i,0.0008053-0.001787i,0.003526-0.004342i,0.00050958+8.7641e-05i,0.0018219+0.0012871i,0.00028441-0.00035328i,-0.0002174-0.00069336i,0.0010979+0.00061255i,0.00038115-0.00058132i,-0.00087261-0.00079593i,-0.00046281-0.0033017i,0.019095-0.004636i,0.044935+0.018311i,0.047405+0.017732i,0.052066+0.0021695i,0.01201+0.0022083i,0.034161-0.019411i,0.03854-0.0075529i,0.014437-0.0089357i,0.024989+0.00074758i,0.014653+0.022127i,0.00060821-0.0051818i,-0.0034203+0.0012118i,-0.0037522-0.0077721i,0.0035891-0.001562i,0.0054794+0.0018317i,0.00064862+0.0082305i,-0.0027083+0.00065435i,0.0060936+0.005262i,-0.0011746+0.0056462i,0.0084556+0.0024734i,0.0016145+0.00095275i,-0.0018511-0.0013744i,0.0034632-0.0097147i,-0.0026111+0.00050714i,0.0019243-0.0053516i,-0.00051017+0.0033196i,-0.0032221+0.0002699i,-0.00044681-0.0006031i,-0.0018606+0.0031369i,-0.0027181+0.0011633i,-0.0086851+0.0011027i,-0.00040312-0.0040032i,-0.00057485+0.002704i,-0.0019156+0.0013095i,0.00054685+0.002699i,0.004156-0.0094383i,-0.0025984+0.0049624i,-0.0069647-4.0207e-05i,-0.0024145-0.00050715i,-0.0039802+0.0037879i,-0.00053955-0.0028651i,0.0025186-0.004448i,0.0029153-0.0033274i,0.0049037+0.00080829i,0.0061572+0.0039023i,0.042731+0.0023057i,-0.024847+0.009524i,-0.021088+0.037705i,-0.0025429+0.016071i,0.0083271+0.0046677i,0.0036214-0.003754i,-0.011571+0.006853i
0.004444-0.016746i,0.023326-0.034826i,0.00044577-0.032849i,-0.0021963-0.021872i,-0.017819-0.035798i,-0.024995-0.0077122i,-0.01825-0.0069566i,-0.018013-0.019404i,-0.0050423-0.016484i,0.0010708-0.003901i,-0.0033126-0.0024339i,-0.002653-0.0024226i,-0.0036745-0.00018805i,-0.0022327-0.00027977i,0.00061414+0.0014882i,-0.00064249-0.0034297i,0.00025915+0.0027353i,0.0010352+0.0024071i,0.00066028+0.00057042i,0.0015871-0.00034371i,0.002319-0.0013453i,-0.00061096-0.0016812i,0.00095655-0.0013737i,0.001581-0.0017833i,0.00064514+9.4545e-05i,-0.00023833+8.6637e-05i,0.00064989+0.0012398i,0.00068126+0.00082305i,0.00032108-0.00031409i,0.00034959-5.3078e-05i,-0.0018704-0.0022712i,0.00016405-0.0016165i,-0.00055945-0.00040294i,-0.00068474-0.00041801i,-0.00042786-0.0018372i,0.002514-0.0049496i,0.00049059-0.00025665i,0.0021217+0.00029924i,0.00031069-0.00052844i,-0.00070251-0.00069498i,0.0018202+0.00015035i,0.00018576-0.00038555i,-0.00089365-0.00038891i,-0.0008872-0.0030776i,0.01892-0.0083351i,0.046214+0.0080166i,0.048915+0.0092501i,0.052078-0.0063889i,0.014671+0.0032108i,0.030397-0.026466i,0.036693-0.013737i,0.011796-0.013555i,0.022604-0.0029164i,0.019035+0.016374i,-6.8065e-05-0.0048081i,-0.0029477+0.0044907i,-0.0082917-0.0051402i,0.0020781-0.001979i,0.0051975+0.00080538i,0.0029674+0.0079307i,-0.0014383+0.0010545i,0.0046715+0.0036972i,0.0021751+0.0048618i,0.0093118-0.001551i,0.0021954+0.00021472i,-0.0017665+0.00023344i,-0.00011581-0.011911i,-0.0029239+0.00118i,0.00090288-0.0057629i,-0.00026993+0.0028941i,-0.0035196+0.001496i,-0.00064712-0.00058536i,0.0013299+0.0034552i,-0.0021311+0.00086491i,-0.0064249+0.0035575i,-0.002527-0.0037723i,2.2925e-05+0.0019817i,-0.0016768+0.0015607i,0.0010485+0.001526i,0.0006383-0.01155i,-0.00026108+0.0046334i,-0.0058678+0.00089571i,-0.0026143-8.1038e-05i,-0.0022471+0.0057313i,-0.0012211-0.0017877i,0.0011904-0.0046735i,0.0019124-0.004179i,0.0035854+0.00069656i,0.006765+0.0029082i,0.040803-0.0044875i,-0.025019+0.0095537i,-0.013565+0.038057i,0.00033153+0.014408i,0.010411+0.0032892i,0.0039005-0.0025271i,-0.0099663+0.0083229i
0.0014425-0.017745i,0.017437-0.036981i,-0.004892-0.032072i,-0.0054807-0.021358i,-0.023847-0.031724i,-0.025277-0.0041349i,-0.019069-0.0037841i,-0.020467-0.016554i,-0.0068414-0.015636i,0.00048608-0.0036319i,-0.0031107-0.0012803i,-0.0029552-0.001498i,-0.003221+0.00087758i,-0.0020054+0.00064584i,0.001262+0.0010437i,-0.0011622-0.0030491i,0.001364+0.003323i,0.0020895+0.0017169i,0.00075189+0.00039741i,0.0011674-0.00062883i,0.0017104-0.0020687i,-0.0011443-0.0014616i,0.00032822-0.0016642i,0.00056953-0.0023361i,0.00035753-0.00038547i,-0.00037136+0.00037785i,0.0011712+0.00095213i,0.00087802+0.00049394i,3.0196e-05-0.00052652i,0.0001713-6.5487e-05i,-0.0025517-0.0015314i,-0.00035102-0.001579i,-0.00063273+5.4224e-05i,-0.0006451-0.00011869i,-0.00087206-0.001275i,0.0015239-0.0059747i,0.00036952-0.00026451i,0.0017456-0.00055783i,0.00024958-0.00076501i,-0.0011214-0.00038642i,0.0017461-0.0011098i,0.0001839-0.00032608i,-0.00058027+3.4612e-05i,-0.0014369-0.0028519i,0.017516-0.012902i,0.044971-0.001835i,0.048862+0.00087763i,0.049156-0.01599i,0.019096+0.000937i,0.024409-0.032177i,0.03416-0.019187i,0.0086981-0.016319i,0.021099-0.0046204i,0.020879+0.0095744i,-0.0014461-0.004735i,4.7005e-05+0.0064979i,-0.011051-0.00050364i,0.00057316-0.0019956i,0.0046936-0.00010197i,0.0047059+0.0059694i,-0.00063667+0.00054793i,0.0034852+0.0031723i,0.0029046+0.0027874i,0.0075852-0.0055615i,0.0023572-0.0010231i,-0.00016495+0.0013217i,-0.0054019-0.010576i,-0.0025924+0.0028601i,0.0003415-0.0065086i,0.0012364+0.0030749i,-0.0032169+0.0031079i,-0.00079528-0.00044355i,0.0035992+0.00021923i,-0.0020223+0.00058636i,-0.00353+0.0040256i,-0.0042477-0.0022571i,0.00026932+0.0011839i,-0.0018047+0.0016005i,0.0011089+0.0003857i,-0.0043921-0.012067i,0.0016021+0.0032686i,-0.0055119+0.0015651i,-0.0028966+0.00055045i,0.00082626+0.0059475i,-0.00097047-0.00076187i,-1.671e-06-0.0040629i,0.00083268-0.0046916i,0.0027641+0.00086113i,0.0067688+0.0021398i,0.03802-0.0098412i,-0.026755+0.012708i,-0.0071695+0.037229i,0.0021574+0.011029i,0.011429+0.00044931i,0.0042806-0.0026563i,-0.0079246+0.0086207i
-0.0018459-0.018449i,0.011684-0.038465i,-0.0098197-0.03055i,-0.0083714-0.020349i,-0.028902-0.026153i,-0.025111-0.00052534i,-0.019332-0.0008531i,-0.022733-0.013274i,-0.0085362-0.015141i,0.00023644-0.0034917i,-0.0027799-0.0003987i,-0.0029358-0.00049214i,-0.0023265+0.0018076i,-0.0014596+0.001279i,0.001546+0.00044721i,-0.0015532-0.002631i,0.0026282+0.0043353i,0.0024513+0.00084753i,0.00091358+0.00026576i,0.00091331-0.00073854i,0.00081578-0.0025244i,-0.0016947-0.00088923i,-0.00021134-0.001464i,-0.00026502-0.0023736i,0.00015585-0.0004518i,-0.00017876+0.00069418i,0.0014283+0.00036197i,0.00091829+0.00013483i,-0.00015062+1.6577e-05i,0.00019529+9.4773e-05i,-0.0029005-0.00062034i,-0.00085894-0.0013467i,-0.00033687+0.00031136i,-0.0004994+7.2033e-05i,-0.0010632-0.00093961i,-0.00040367-0.0064389i,0.00043857-0.00039309i,0.0012458-0.0010951i,-0.00013168-0.00069569i,-0.0014586+0.00010519i,0.0013214-0.0014454i,2.2777e-06-0.00034463i,-0.00025077+0.00019059i,-0.0019001-0.0021731i,0.014274-0.017032i,0.041395-0.010233i,0.047241-0.0072438i,0.043712-0.024066i,0.02135-0.0041023i,0.017797-0.035973i,0.031357-0.024145i,0.0058687-0.018683i,0.021318-0.0063227i,0.021581+0.0035816i,-0.003402-0.0043606i,0.0034199+0.0061172i,-0.010721+0.0053128i,-0.00077629-0.0015114i,0.0041855-0.00065279i,0.0081574+0.0065966i,-0.00051717-1.6688e-05i,0.0022583+0.0036595i,0.0032094+0.0018966i,0.004044-0.0078191i,0.0015026-0.0021234i,0.0011931+0.00082369i,-0.0082442-0.0062478i,-0.00069531+0.0039245i,-0.002855-0.0093858i,0.0023846+0.0016706i,-0.0019403+0.0044483i,-0.00086196-0.000436i,0.0027171-0.0029191i,-0.0022808+0.00074414i,-0.001724+0.0028229i,-0.0044425-0.00070605i,-0.00010723+0.00052089i,-0.0018808+0.0019664i,0.00050911-0.00066315i,-0.0096462-0.0094809i,0.0020689+0.0012799i,-0.0051753+0.0028751i,-0.0028899+0.0015803i,0.0032797+0.0046953i,-0.00042759-0.00073155i,-0.00020396-0.0031503i,-0.00030046-0.0051134i,0.0017765+0.0014248i,0.0067895+0.001361i,0.036139-0.014867i,-0.027018+0.017798i,-0.0016182+0.035347i,0.0017076+0.007445i,0.010583-0.0029842i,0.0039881-0.0024999i,-0.0067935+0.0079109i
-0.0057816-0.018362i,0.0060092-0.039259i,-0.014481-0.028244i,-0.011154-0.019279i,-0.03219-0.019948i,-0.024493+0.0029496i,-0.019225+0.0019847i,-0.024093-0.0096487i,-0.010586-0.014661i,-0.00026534-0.0036513i,-0.0021504+0.00023514i,-0.0024554+0.00029815i,-0.0011676+0.0023333i,-0.0008614+0.0015532i,0.0016496-8.6648e-05i,-0.0017054-0.0021088i,0.00083632+0.0057884i,0.0025835-3.923e-05i,0.0010557-7.0822e-05i,0.00077762-0.00096166i,-0.00030651-0.0024871i,-0.0018387-0.00013239i,-0.00050424-0.0012249i,-0.00098706-0.0021504i,4.4348e-05-0.00041197i,0.00016903+0.00076135i,0.0012834-0.000215i,0.00088082-0.00028934i,-5.2917e-06+1.1372e-05i,0.00026046+9.4947e-05i,-0.0029326+0.00039746i,-0.001048-0.00087415i,2.5887e-05+0.0003905i,-0.00040194+0.00012168i,-0.0013494-0.00048934i,-0.0019951-0.0059983i,0.00021495-0.0005365i,0.00033031-0.0016338i,-0.00014047-0.00035235i,-0.0015441+0.00067329i,0.00042914-0.0018054i,-0.00019603-0.00029535i,5.2714e-05+0.00018146i,-0.0019193-0.001312i,0.010069-0.019696i,0.03635-0.01646i,0.044156-0.014387i,0.037006-0.030014i,0.02109-0.0089176i,0.010507-0.038267i,0.027753-0.029178i,0.0027327-0.020949i,0.022011-0.0097934i,0.02106-0.0033099i,-0.0056541-0.0029754i,0.0056961+0.0039121i,-0.0078695+0.0095553i,-0.0016774-0.0007892i,0.0035579-0.0010599i,0.01037+0.0023673i,-0.00077015-8.3338e-05i,0.002179+0.0047719i,0.0037986+0.00060629i,0.00072538-0.0076831i,0.00057041-0.0024425i,0.001754-0.00011513i,-0.0085833-0.0021113i,0.0013532+0.0036508i,-0.005868-0.0085762i,0.0020695+0.00029072i,3.0969e-05+0.0049217i,-0.0012122-0.00035402i,0.00039392-0.0045259i,-0.0023431+0.0012716i,-0.0012192+0.0016968i,-0.0044872+0.00068426i,-0.00073093+0.00052537i,-0.0017949+0.0019256i,-0.00073695-0.00067957i,-0.012143-0.0046846i,0.0014135-6.1923e-06i,-0.0045846+0.0038542i,-0.0019566+0.002254i,0.0047528+0.0025768i,-0.00057251-0.00033494i,0.00021586-0.0030815i,-0.0013838-0.0045925i,0.0026163+0.0031072i,0.0063212+0.0007445i,0.032766-0.020088i,-0.026078+0.023371i,0.0023991+0.033442i,-0.00055194+0.0048764i,0.007697-0.0050146i,0.0043531-0.0029172i,-0.0069658+0.0074112i
-0.0093796-0.01704i,0.00053323-0.039614i,-0.018377-0.024993i,-0.013888-0.017751i,-0.034259-0.014039i,-0.023447+0.0064531i,-0.01855+0.0049088i,-0.0248-0.0062264i,-0.01329-0.013796i,-0.00085664-0.0034785i,-0.0015294+0.00034541i,-0.0018756+0.00088849i,4.9907e-05+0.0024555i,-0.00028519+0.0017041i,0.0014827-0.00062167i,-0.001653-0.0019798i,0.00036427+0.002762i,0.0022358-0.00088314i,0.0009199-0.00054423i,0.00052351-0.0010988i,-0.0011349-0.0020494i,-0.0014856+0.00051966i,-0.00072118-0.0011304i,-0.0012222-0.0019017i,-0.00011537-0.00052614i,0.0004863+0.00067957i,0.00097821-0.00053532i,0.00052346-0.00050369i,3.231e-06-5.8656e-05i,0.00034743+0.0002023i,-0.0026231+0.0015076i,-0.001013-0.00052386i,0.00019477+0.000283i,-0.00038783+0.00026101i,-0.0012709+0.00019001i,-0.0031423-0.0051292i,-5.1658e-05-0.00043004i,-0.00031996-0.00072415i,5.1506e-05-0.00038309i,-0.0012928+0.0012885i,0.00041417-0.001952i,-0.00016617-0.00010702i,0.00030688+4.3071e-05i,-0.0015788-0.00080264i,0.0061665-0.02113i,0.031898-0.020178i,0.040392-0.020217i,0.030093-0.033766i,0.019316-0.01301i,0.0029644-0.038265i,0.023241-0.033744i,-0.00058615-0.022201i,0.02156-0.013624i,0.017539-0.0093069i,-0.007182-0.00020006i,0.0062693+0.0011678i,-0.0038843+0.012233i,-0.0025226+0.00023909i,0.003097-0.00099547i,0.0093876-0.0012693i,-0.00085676-3.9795e-05i,0.003453+0.0061353i,0.0034524-0.0006939i,-0.0014346-0.0064432i,-0.000506-0.0024199i,0.0017302-0.00087142i,-0.0071556+0.00073992i,0.0027984+0.002532i,-0.041655+0.0053075i,0.001466+5.4937e-05i,0.0020784+0.0042604i,-0.0012999+0.00017555i,-0.001967-0.0047632i,-0.0019603+0.0014028i,-0.0016146+0.0013806i,-0.0040758+0.0024144i,-0.0009984+0.0010517i,-0.0015155+0.0022434i,-0.001289-0.00017604i,-0.012187-0.00023861i,0.00061279-0.00058488i,-0.0039024+0.0047539i,-0.0010534+0.0023682i,0.0057315+0.00041775i,-2.0698e-05-0.00011317i,0.00032846-0.0036716i,-0.0023249-0.0044294i,0.0039165+0.0027615i,0.0065249+0.00018378i,0.029222-0.024084i,-0.022512+0.030717i,0.0063704+0.032409i,-0.003472+0.0044506i,0.0043012-0.0046372i,0.0039765-0.0037314i,-0.007368+0.0074894i
-0.012145-0.015153i,-0.0053836-0.039886i,-0.02154-0.021821i,-0.016444-0.015799i,-0.035587-0.0075843i,-0.021438+0.009742i,-0.017207+0.0075231i,-0.025367-0.0028589i,-0.016276-0.012277i,-0.0011702-0.0036833i,-0.0011878+0.00034099i,-0.0010279+0.0012284i,0.0012309+0.0021408i,0.00053661+0.00156i,0.0011383-0.0010581i,-0.001936-0.0019721i,0.0018098+0.00015097i,0.0015786-0.0014891i,0.00068318-0.00076118i,0.00042046-0.0011976i,-0.0017642-0.0013516i,-0.0010988+0.00084064i,-0.0010934-0.00099333i,-0.0013584-0.0019387i,-0.00043273-0.00050582i,0.00076213+0.00047472i,0.00063244-0.0007853i,0.00016276-0.00058931i,-3.0048e-05-2.8549e-05i,0.0007399+0.00024288i,-0.0019797+0.002359i,-0.001103-0.00011684i,0.00032304+0.00013206i,-0.0002276+0.00042024i,-0.00078196+0.00046518i,-0.0039636-0.0046062i,-6.3644e-05-0.00023048i,-6.1839e-05-0.00049891i,1.2516e-05-0.00058338i,-0.00069986+0.0017191i,-0.0011144-0.00060701i,-0.0001459-0.00034221i,0.00049823-0.00040317i,-0.0011615-0.00073303i,0.0019207-0.022063i,0.028789-0.023996i,0.03623-0.025354i,0.023324-0.03572i,0.017681-0.015745i,-0.0040059-0.036023i,0.018023-0.037716i,-0.0032148-0.023723i,0.020307-0.018259i,0.01285-0.012751i,-0.0070509+0.0032839i,0.005588-0.0014871i,0.00029752+0.012389i,-0.0028016+0.0017119i,0.0034158-0.00098986i,0.0063895-0.0032808i,-0.0011077-0.00013406i,0.0063968+0.0062951i,0.002612-0.0010619i,-0.0026022-0.0050481i,-0.0013765-0.0018899i,0.0017627-0.0015174i,-0.0057482+0.0026869i,0.0037867+0.00096053i,-0.0063472+0.0056343i,0.0015524+0.00039351i,0.003293+0.0029588i,-0.0011168+0.00035307i,-0.0044157-0.0041088i,-0.0019108+0.00169i,-0.0016443+0.0027681i,-0.0031295+0.0038686i,-0.00055156+0.0015941i,-0.0012582+0.0031701i,-0.0013355+0.00035917i,-0.011173+0.0033873i,-0.00017691-0.00068406i,-0.0025748+0.0059625i,-0.00057549+0.0025469i,0.0059297-0.0038742i,0.00026744-0.0007295i,-0.00029424-0.0044938i,-0.0034804-0.0039534i,0.0048494+0.0017161i,0.0070242-0.00074746i,0.025155-0.027456i,-0.01452+0.036181i,0.011168+0.029141i,-0.0057034+0.0056409i,0.0022316-0.0025969i,0.002948-0.0043141i,-0.0075783+0.007964i
