-0.005871-0.039489i,-0.0092604-0.043976i,0.0040394-0.045479i,-0.027404-0.028586i,-0.02192+0.012559i,-0.03142-0.035621i,-0.059422-0.066238i,-0.02056-0.073044i,-0.039846-0.054093i,0.00037883+0.015905i,-0.0078519+0.0112i,-0.016638+0.014489i,0.0012369+0.015803i,-0.0042062-0.0034775i,1.6255e-05+0.0072898i,-0.0019548+0.041528i,0.026765+0.038125i,0.00069097-0.00056765i,-0.0047913-0.0092787i,0.0088579+0.0073369i,0.0013905+0.00079451i,-0.0021465+0.0035088i,0.00010376-0.001432i,-0.038131-0.011743i,-0.0031233-0.0074696i,-0.00036507+0.0049627i,0.0053908-0.0028568i,2.4411e-05+0.0010894i,-0.00026162-0.00065375i,-5.5324e-05-0.0028379i,-0.00085838-0.0060323i,-0.0020044-0.0044254i,-0.00093266-0.0093732i,0.003228-0.00059404i,0.0027254-0.0030479i,-0.005176+0.034013i,0.0069843-0.0036508i,0.0041459-0.0017737i,0.005185-0.0001648i,-0.012112-0.029745i,0.00027175+0.00034174i,0.007015+0.0016985i,0.010514+0.0021048i,-0.0034214+0.0030925i,0.0027352+0.0024544i,-0.003705+0.010534i,0.018799-0.086367i,-0.0043588-0.0494i,-0.023636-0.040958i,-0.017775-0.042839i,0.066198-0.014824i,0.029947-0.060315i,0.039358-0.044475i,0.030948-0.055528i,0.019016-0.015858i,0.0083185+0.010395i,0.027327-0.030176i,-0.00732-0.0044565i,0.0028426-0.0020703i,-0.0047669-0.0061533i,0.0022293-0.032566i,-0.026447+0.030716i,0.0080521-0.010496i,-0.011039-0.0013859i,-0.0054465-0.0015927i,-0.00078962-0.014735i,-0.0099887+0.0039425i,0.0033133+0.0085488i,-0.012392+0.029897i,0.004977+0.0085449i,-0.0053582-0.0021936i,-0.0021236-0.0021484i,-0.011097-0.0074262i,0.00076934-0.0040429i,-0.036955-0.00171i,0.0028886-0.0128i,-0.0088732-0.0022332i,-0.0068321-0.0030232i,0.00649+0.0017318i,-0.0091635+0.0014046i,0.0011899+0.0008555i,0.0061873+0.0090114i,0.0049285+0.00075518i,-0.0086224-0.0093537i,0.0026217+0.0088873i,-0.01992+0.0051871i,0.0068592+0.0037105i,-0.02865-0.0090243i,-0.036245+0.0010237i,0.028614-0.080391i,0.013601-0.010326i,-0.041043-0.027958i,-0.023032-0.0043654i,0.018271+0.012743i,-0.02731+0.01068i,-0.010552-0.0087179i
0.0077806+0.017413i,0.042353-0.0080541i,0.026528-0.032515i,-0.0022409-0.013759i,-0.0077813-0.018045i,-0.0066083-0.024782i,0.019181-0.015093i,0.030696-0.008643i,0.006889-0.010908i,0.0075905-0.0010207i,0.0021238-0.0030569i,-0.0020368-0.0017604i,0.0017089-0.0029565i,6.15e-05-0.0019175i,-0.0019771-0.0020641i,0.0060114-0.0050593i,-0.0039321+0.00086755i,-0.0016928-0.00051358i,0.0012851+0.0006136i,0.0014129+0.0016893i,0.00068975+0.0021074i,-0.00095529+0.00071871i,0.0014829+0.0020169i,-0.0021663+0.0013417i,-0.0018092+0.00079123i,-0.00063825+0.0012475i,-0.001089+0.00018214i,-0.00018666-0.00063129i,-7.366e-05+4.0585e-05i,-0.00053957-0.00079395i,0.0014071+0.00027704i,0.0018806+0.0003696i,0.0018415-6.2126e-05i,0.00018552-0.0005568i,0.00087273-0.00091686i,0.0042725-0.00088995i,-0.0017764+0.0014284i,0.00075598+0.00013098i,6.562e-05-0.00014923i,-0.0013056-0.0019829i,0.0019414+0.00078748i,0.0012342+0.00090131i,0.0099518-0.013371i,0.0023755+0.0011991i,0.0061144+0.011735i,0.015918+0.028069i,0.040433+0.021109i,0.026403+0.0038811i,-0.00029488-0.015816i,0.019666-0.001262i,0.022053+0.019615i,0.016969+0.020798i,0.016952+0.026206i,-0.0087401+0.03171i,0.0021714-0.0062351i,0.0020518-0.0038552i,0.00515-0.0060818i,0.010108-0.0015675i,0.0018061+0.0041472i,-0.010204+0.0083678i,-0.005118-0.0075969i,0.0027464+0.015182i,-0.0032689-0.0015388i,0.00094499+0.0021386i,-0.001013+0.0011734i,0.0019928-0.0037579i,0.0064533-0.00222i,-0.003791-0.0005156i,0.0044588-0.0015269i,-0.0066238+0.0009916i,-0.0017735+0.00098664i,0.00044557+0.00013625i,-0.0062741-0.0022767i,-0.003473-0.0025501i,-0.014998-0.011664i,0.0037253-0.0027756i,-0.0036389+0.0019089i,-0.0012466+0.0016726i,-0.0046446+0.0030655i,0.005565+0.0022077i,-0.01027-0.0019653i,-0.0012157-0.0051579i,-0.0025609-0.00072378i,-0.0056816-0.00073319i,0.0067004-0.0040484i,0.0039979+0.002527i,0.002189-0.0023655i,0.0031752+0.0092351i,0.0060821+0.0018893i,0.025995+0.023933i,-0.023167-0.0024526i,-0.027413+0.016038i,-0.0049123+0.015468i,0.0010459+0.00067973i,0.0041317-0.0069235i,-0.0099778+0.0032335i
0.010128+0.016314i,0.040172-0.015087i,0.019923-0.036054i,-0.0051751-0.012373i,-0.01219-0.016763i,-0.0106-0.022941i,0.014508-0.019357i,0.0283-0.01344i,0.0049572-0.011312i,0.0069626-0.0033306i,0.00099133-0.0039052i,-0.002163-0.00081419i,0.00027647-0.0028047i,-0.0001629-0.0016744i,-0.0023473-0.0013936i,0.0048085-0.0061181i,-0.0028171+0.0019685i,-0.0017922+7.6876e-05i,0.0010136+0.00015264i,0.0018777+0.0010767i,0.0013399+0.0022313i,-0.00062731+0.00133i,0.0020906+0.0014018i,-0.00013933+0.0029093i,-0.00093204+0.0014232i,4.4611e-05+0.0012331i,-0.00088363+0.00073688i,0.00033122-0.00048333i,0.00016784+1.5867e-05i,-0.00040397-0.00013269i,0.0013361-0.00054302i,0.0020855-0.0005165i,0.0019659-0.0010616i,-0.0001411-0.00037429i,0.00082696-0.0016433i,0.0035568-0.0020975i,-0.0010676+0.002058i,0.0002325+0.00020706i,-3.3272e-05+4.6433e-05i,-0.0026323-0.0020722i,0.0018531-0.00010431i,0.0013986+0.00028972i,0.0045094-0.012258i,0.0036058+0.00060267i,0.0079783+0.011025i,0.019618+0.025324i,0.042249+0.014407i,0.026955-0.0024717i,-0.004227-0.012108i,0.02198-0.0057207i,0.02699+0.013836i,0.021386+0.01251i,0.019101+0.016164i,-0.0005785+0.0292i,5.1707e-05-0.0063313i,-0.001407-0.0038077i,0.0025232-0.007912i,0.0070038-0.004685i,0.002514+0.0033855i,-0.0053298+0.011975i,-0.00592-0.0035806i,0.0055045+0.013597i,-0.0036487-0.00018717i,0.0021349+0.0025055i,0.00026582+0.0015519i,-0.00033246-0.0038141i,0.0064139-0.0059951i,-0.0043282+0.00029189i,0.0043766-0.0036008i,-0.0052615+0.0032313i,-0.0019638+0.00044444i,0.00010764-0.00072716i,-0.0056601+0.0016052i,-0.0038952-0.0015276i,-0.016498-0.0047985i,0.0016774-0.0036646i,-0.00179+0.0025465i,-0.0014676+0.001016i,-0.0030786+0.0044775i,0.0071075-0.00014881i,-0.0095314+0.0024979i,-0.0027929-0.0044894i,-0.0022633-0.00023323i,-0.0053073+0.0017466i,0.0032886-0.00516i,0.0051143+0.00023303i,0.0021649-0.002599i,0.0054512+0.0072748i,0.0047952+0.00098106i,0.027095+0.016513i,-0.022065+0.0023862i,-0.02552+0.023523i,-0.002199+0.012686i,0.002319+0.0035617i,0.0035098-0.0071514i,-0.011429+0.0053305i
0.012873+0.014427i,0.036181-0.022048i,0.012457-0.038023i,-0.0071058-0.010487i,-0.016451-0.014305i,-0.014198-0.020536i,0.0092872-0.022247i,0.025455-0.017651i,0.0028025-0.011636i,0.0053853-0.0050038i,-0.00066245-0.004131i,-0.0019867+0.00011329i,-0.00072393-0.0021743i,-0.00026818-0.0014741i,-0.0028062-0.00064787i,0.003818-0.0069018i,-0.0013593+0.0021566i,-0.0020732+0.00017791i,0.00063062+0.00016246i,0.0019017+0.000134i,0.0021098+0.001561i,-0.00037978+0.0014958i,0.0023573+0.00059802i,0.0017526+0.002517i,0.00026745+0.001532i,0.00051492+0.0010022i,-0.00059016+0.0011368i,0.00032111-0.00033139i,0.0012796-0.0033845i,-7.0382e-05+1.8646e-05i,0.00093228-0.00112i,0.0016355-0.0014376i,0.00040808-0.0018005i,-0.00012464-0.00016446i,2.6497e-05-0.002529i,0.0024766-0.0029564i,0.00011595+0.0025375i,0.00026127-0.00022048i,-3.2037e-05-8.0625e-05i,-0.003838-0.0013332i,0.0015101-0.00089424i,0.0012085-0.00022948i,0.0012233-0.01072i,0.0042058-0.00090486i,0.0098721+0.0095453i,0.024058+0.021832i,0.043505+0.007477i,0.025724-0.0092222i,-0.0055634-0.0079191i,0.023513-0.011082i,0.02967+0.0067471i,0.024115+0.0053003i,0.017852+0.0083729i,0.0046866+0.026671i,-0.0022752-0.0055346i,-0.004103-0.0017392i,-0.0012664-0.0086851i,0.0033569-0.0058112i,0.0024788+0.0024523i,-0.00050531+0.012477i,-0.0049836-0.00088813i,0.0070679+0.010486i,-0.0035941+0.0019844i,0.0037982+0.0024411i,0.00094131+0.0010198i,-0.0019365-0.002625i,0.0046211-0.0081968i,-0.0037967+0.0015643i,0.0031682-0.0050369i,-0.0024768+0.0043277i,-0.0022998+7.5043e-05i,-0.00058872-0.00067513i,-0.0039127+0.0037526i,-0.0034737-0.00034913i,-0.015647+0.001508i,0.00024491-0.0043134i,-0.00070867+0.0022476i,-0.0016297+0.001359i,-0.00085411+0.0044187i,0.0071789-0.0031509i,-0.0072333+0.0056744i,-0.0041739-0.0031794i,-0.0021826-0.00014049i,-0.0038317+0.0030458i,0.0017442-0.0044903i,0.004348-0.0017309i,0.0022927-0.0031487i,0.0052017+0.0040755i,0.0038484+0.00059839i,0.027482+0.010509i,-0.019869+0.0065402i,-0.020367+0.029506i,-0.0012242+0.010074i,0.0054967+0.0043424i,0.0013855-0.0056281i,-0.011003+0.0078776i
0.015011+0.011573i,0.030896-0.027369i,0.0057232-0.038349i,-0.0080505-0.0089944i,-0.019782-0.010233i,-0.017157-0.017618i,0.0035113-0.023481i,0.022676-0.022187i,0.0012281-0.011349i,0.0034052-0.0059229i,-0.0021925-0.0030645i,-0.0014132+0.00054747i,-0.0011178-0.001233i,-0.00037299-0.0015868i,-0.0026725+0.00058505i,0.0022471-0.0073575i,-0.00076667+0.001822i,-0.0029917+0.002195i,0.00066814+0.00056871i,0.0015115-0.00060966i,0.002235+0.00065737i,-0.00029066+0.0017649i,0.0023059-0.00014591i,0.0030201+0.00087376i,0.0012872+0.0010583i,0.00078331+0.00068214i,0.00024956+0.0014808i,0.00046684-0.0002846i,4.7202e-05+0.0033341i,4.9233e-05-0.00011137i,0.00043682-0.001452i,0.00092149-0.001828i,3.2621e-05-0.0013414i,-4.9103e-05-0.00028257i,-0.0015198-0.0028093i,0.0014506-0.0034223i,0.0018471+0.002248i,0.00022701-0.0002147i,-5.6275e-05-0.00037122i,-0.004683-1.5134e-09i,0.00078933-0.0012975i,0.00087742-0.00038399i,-0.0012176-0.0091943i,0.0036851-0.0020644i,0.011531+0.0071541i,0.028279+0.016208i,0.043608+0.0002004i,0.02275-0.01465i,-0.0044551-0.0037728i,0.023163-0.018275i,0.030461-0.00055621i,0.025332-0.0030593i,0.01549+0.0030316i,0.011115+0.023323i,-0.0035761-0.0036964i,-0.0052423+0.0012802i,-0.0059001-0.0082237i,0.0005608-0.005182i,0.0021849+0.0023671i,0.0031136+0.011295i,-0.0035427+0.00087111i,0.0072019+0.0068191i,-0.0013859+0.0040803i,0.0055147+0.0011812i,0.0017537+0.00062486i,-0.0027125-0.001182i,0.0022952-0.010134i,-0.002883+0.0021235i,0.0016003-0.0062123i,-0.00078977+0.0035852i,-0.0030656+0.00016498i,-0.00073085-0.00042658i,-0.001518+0.0053359i,-0.0029684+0.00025978i,-0.012105+0.0067475i,-0.0017462-0.0047734i,0.00021164+0.0016353i,-0.0014911+0.0012758i,0.00056395+0.0034065i,0.006081-0.006554i,-0.0037335+0.0075517i,-0.004198-0.0013505i,-0.0024579+0.00018417i,-0.0025567+0.0038925i,0.00050095-0.0043132i,0.0030539-0.0024042i,0.0020736-0.0040153i,0.0039263+0.0033494i,0.0033742+0.00063816i,0.026729+0.0049471i,-0.017275+0.0073314i,-0.012517+0.03312i,-0.00027006+0.0090523i,0.0074002+0.0031746i,0.00084093-0.0036918i,-0.009368+0.010166i
0.016223+0.0082616i,0.02512-0.031175i,-0.00079669-0.038012i,-0.0091327-0.0080886i,-0.021052-0.0058338i,-0.019701-0.014411i,-0.0017859-0.022931i,0.018926-0.025671i,0.00015301-0.011242i,0.0013606-0.0057576i,-0.0027883-0.0015683i,-0.0011672+0.00070312i,-0.0010169-0.00048988i,-0.0010404-0.0013819i,-0.001766+0.0015861i,0.00012838-0.0072867i,-0.00031479+0.0019134i,-0.0017207+0.0036405i,0.0010144+0.00040185i,0.0009119-0.0010559i,0.0021691-7.1174e-05i,0.00026767+0.0018239i,0.0020688-0.00087448i,0.0027815-0.00097784i,0.0016422+2.3465e-05i,0.0009544+0.00037072i,0.00083915+0.0012828i,0.00054252-0.0004219i,0.00012491+0.0018638i,-0.00012896-0.00015206i,-0.00013444-0.0016381i,0.00027032-0.0019547i,-0.00060707-0.0015282i,-0.00017415-0.00023692i,-0.0027514-0.0014901i,0.00054644-0.0036971i,0.002375+0.0011782i,0.0001445-0.00041282i,-0.0002811-0.00094484i,-0.0050073+0.0016488i,0.00021197-0.00114i,0.00067793-0.00046068i,-0.0032469-0.0074945i,0.003157-0.0027615i,0.0131+0.0043986i,0.030405+0.0091217i,0.042548-0.0070921i,0.019102-0.028204i,-0.00084127-0.00049662i,0.019887-0.025801i,0.029703-0.0071793i,0.023432-0.011133i,0.012083+0.00038723i,0.016452+0.017418i,-0.0036375-0.0027007i,-0.0046464+0.0049163i,-0.010857-0.0048859i,-0.0012695-0.0041338i,0.0023775+0.0022627i,0.0055517+0.0098661i,-0.0017337+0.001265i,0.0058523+0.0046223i,0.0016575+0.0033426i,0.0064626-0.0011222i,0.0024195-0.00040726i,-0.0025115+0.00086176i,-0.0013933-0.011631i,-0.0027651+0.002958i,-0.00044429-0.0070981i,-0.00072425+0.0032436i,-0.0034164+0.00096692i,-0.00083127-0.00030619i,0.0024548+0.0052947i,-0.0026633+0.00013416i,-0.0069232+0.0094123i,-0.0046477-0.004323i,0.00057458+0.00069472i,-0.0014903+0.0015773i,0.0012946+0.002236i,0.0033182-0.0093146i,7.0464e-05+0.0071069i,-0.0032239-0.00028827i,-0.0022771+0.00071562i,-0.00096827+0.004859i,-0.00079397-0.0035276i,0.0020143-0.0025479i,0.00083515-0.0045542i,0.0033219+0.0031221i,0.0031818+0.00049815i,0.025436+0.00051366i,-0.018537+0.0068564i,-0.0054508+0.03173i,0.0012465+0.0069983i,0.0082008+0.0015702i,0.0011187-0.0021891i,-0.006618+0.011362i
0.016833+0.0050451i,0.019404-0.033797i,-0.007128-0.036607i,-0.010143-0.0068002i,-0.021627-0.001998i,-0.021399-0.010855i,-0.0060235-0.02163i,0.014511-0.029223i,-0.00071149-0.011818i,-3.325e-05-0.0051046i,-0.0026058-0.00040812i,-0.00080915+0.0010351i,-0.0008254+0.00017053i,-0.0012616-0.00061275i,-0.00075361+0.0017304i,-0.0016117-0.0059178i,0.00054621+0.0019378i,-6.7766e-05+0.0038535i,0.0011731+9.122e-05i,0.00034663-0.0010595i,0.0018882-0.00086111i,0.00069594+0.0017043i,0.0013857-0.0015354i,0.0017795-0.0020812i,0.0012649-0.00079343i,0.00097627+9.163e-05i,0.001364+0.00098235i,0.00032852-0.00073375i,0.00018311+0.00077824i,-0.00032938+1.0772e-05i,-0.00079876-0.0015215i,-0.00046643-0.0017896i,-0.0006584-0.000689i,-3.0094e-05-0.00017532i,-0.0025869-0.00044305i,-0.00017813-0.0038111i,0.0024384+0.00052087i,-0.0001168-0.00048477i,-0.0011171-0.0011474i,-0.0046211+0.0035083i,4.3504e-05-0.00077146i,0.00056063-0.00051294i,-0.0043402-0.0052917i,0.002623-0.0035246i,0.013753+0.00042862i,0.030346+0.0020905i,0.04028-0.014065i,0.015743-0.020416i,0.0045398-0.0013609i,0.013334-0.031592i,0.028121-0.012893i,0.019545-0.016478i,0.010233+0.00091263i,0.018924+0.010245i,-0.0042584-0.0021466i,-0.0017574+0.0074318i,-0.012951+0.00088197i,-0.0027376-0.0030239i,0.0025187+0.0022539i,0.0067771+0.0091095i,-0.00053606+0.00043491i,0.004407+0.0036123i,0.0020651+0.0016874i,0.0054915-0.0036901i,0.0022908-0.0022105i,-0.0003506+0.0022022i,-0.0063995-0.01011i,-0.0015811+0.0046875i,-0.003542-0.0076211i,0.00070257+0.0035529i,-0.0037894+0.0022459i,-0.00086019-0.00011176i,0.0057615+0.0016704i,-0.0025873+0.00041995i,-0.001331+0.0089122i,-0.0063345-0.0037794i,0.00038946-0.00016138i,-0.0016858+0.0017999i,0.0015603+0.00096517i,-0.00054294-0.0109i,0.0032477+0.0048035i,-0.0027591-0.00041592i,-0.0021205+0.0012288i,0.0015995+0.0048127i,-0.001143-0.0020553i,0.0013931-0.0022742i,-0.00041219-0.0047428i,0.0027913+0.002958i,0.0027617+0.00034781i,0.023776-0.0032623i,-0.021136+0.010067i,-0.00060009+0.028666i,0.0014054+0.0039001i,0.0092783-0.00055874i,0.0016126-0.0018808i,-0.0034505+0.010949i
0.016788+0.0017647i,0.013726-0.035465i,-0.012817-0.034104i,-0.010798-0.0055992i,-0.021462+0.0020401i,-0.022418-0.0071864i,-0.0098687-0.020185i,0.0094884-0.032382i,-0.0024264-0.013191i,-0.00066073-0.0042705i,-0.0020279+0.00070043i,-0.00030423+0.0013591i,-0.00022721+0.00057813i,-0.00098404+5.4007e-06i,-3.9644e-05+0.0016075i,-0.0026327-0.0047003i,0.0011393+0.0014412i,0.0011401+0.0035661i,0.0012097-0.00017542i,-2.5579e-05-0.00084649i,0.0012356-0.0015102i,0.0009799+0.0016663i,0.00065374-0.0015301i,0.00068006-0.0024509i,0.00083378-0.0012429i,0.0009611-0.00012333i,0.0016751+0.00039629i,1.0926e-05-0.0008228i,0.00013461+0.00026962i,-0.00023604+0.00032628i,-0.0013035-0.0011528i,-0.0010427-0.0013251i,-0.00044089-0.0012368i,6.9059e-05-0.0002527i,-0.0023737+0.00012355i,-0.0011071-0.0036955i,0.002718-2.0245e-05i,-0.0004323-0.00025048i,-0.0015869-0.00039608i,-0.003528+0.0053029i,9.9612e-05-0.00066669i,0.00041006-0.00059856i,-0.0046707-0.0033444i,0.0016662-0.0039837i,0.012447-0.0033377i,0.028538-0.0041414i,0.036404-0.020242i,0.010079-0.024233i,0.0075933-0.0054405i,0.0058879-0.034568i,0.026297-0.018744i,0.01759-0.021215i,0.011236+0.0011131i,0.019733+0.0039017i,-0.0053839-0.0015028i,0.0017932+0.0076274i,-0.012067+0.0067672i,-0.003787-0.0017113i,0.0029748+0.0022885i,0.011062+0.0047465i,-0.0004459-0.00053817i,0.0029457+0.0038624i,0.0022009+0.0011088i,0.0032322-0.0055799i,0.00048818-0.0033445i,0.0014907+0.0014447i,-0.0092252-0.0056886i,0.0013657+0.0049351i,-0.0074353-0.0051048i,0.0018859+0.0025076i,-0.0034783+0.0043341i,-0.00078749-6.9543e-05i,0.0054047-0.0027129i,-0.0025315+0.00096087i,0.0020358+0.0054118i,-0.0054323+5.2052e-05i,-0.0003159-0.00087346i,-0.0018096+0.0026337i,0.0010757-0.00032738i,-0.0056766-0.01017i,0.0035175+0.0017045i,-0.0028939-0.00034189i,-0.0015842+0.0020469i,0.0036955+0.0032652i,-0.00033433-0.001839i,0.0011245-0.0016218i,-0.0016797-0.004663i,0.002269+0.003412i,0.0024138+0.00021107i,0.023002-0.006621i,-0.021775+0.015377i,0.0024536+0.02575i,-0.00023572+0.00097968i,0.0083891-0.0034363i,0.0014598-0.0014752i,-0.0016317+0.0089094i
0.015948-0.0011807i,0.008375-0.036427i,-0.017743-0.031307i,-0.011432-0.0047739i,-0.020161+0.0054802i,-0.022766-0.0036744i,-0.013696-0.018088i,0.0032984-0.034521i,-0.0049699-0.013959i,-0.00098008-0.0038072i,-0.0010111+0.0012943i,0.00055714+0.0012882i,0.00039967+0.00067096i,-0.000525+0.00038022i,0.00061441+0.0013354i,-0.0029792-0.0035248i,0.0014384+0.0011431i,0.0024826+0.0026982i,0.0012105-0.00058599i,-9.9608e-05-0.00059737i,0.00033984-0.0016449i,0.0016633+0.0014863i,0.00023152-0.0014725i,-0.00015507-0.0023479i,0.00030367-0.0014568i,0.0009145-0.00041166i,0.0017109-0.00044108i,-0.0001547-0.00072428i,0.00018436+0.00012146i,-6.8337e-05+0.00047158i,-0.0016862-0.00066143i,-0.0011669-0.00080678i,-0.00095537-0.00074275i,1.5548e-05-0.00037845i,-0.0023454+0.0010457i,-0.0018454-0.0030128i,0.0024244-0.00089922i,-0.00038585+0.00013738i,-0.0012075+0.00022548i,-0.0018819+0.0067496i,-0.00019444-0.00061823i,0.00018085-0.00073072i,-0.0043908-0.0017921i,0.00054462-0.0037139i,0.010508-0.0059104i,0.025478-0.0091749i,0.031716-0.025i,0.004257-0.025256i,0.0079173-0.009305i,-0.0019768-0.035622i,0.023393-0.02476i,0.013193-0.026412i,0.01334-0.00031099i,0.019273-0.0035971i,-0.0068067-0.0002242i,0.004558+0.0061303i,-0.0084398+0.011235i,-0.004117-0.00038556i,0.0034035+0.0020878i,0.0098346+0.0027542i,-0.00094948-0.00084819i,0.0027761+0.0050798i,0.0028179+0.0002517i,0.00063416-0.0057716i,-0.0010711-0.0029913i,0.0022251+0.00016081i,-0.0093718-0.0013935i,0.0037019+0.0035194i,-0.0079358-0.0025556i,0.0017941+0.0013994i,-0.0010576+0.0057977i,-0.0010593-9.4398e-05i,0.0024321-0.0056118i,-0.0022696+0.0014723i,0.0022936+0.0017848i,-0.0049521+0.0024963i,-0.0013502-0.00094105i,-0.0015387+0.0025763i,-9.5647e-05-0.00075387i,-0.0088788-0.0071016i,0.0023939-0.00025963i,-0.0030771-0.00024202i,-0.00035353+0.0022179i,0.0047187+0.0011249i,-0.00097696-0.0018463i,0.0018179-0.0012148i,-0.002468-0.0034516i,0.0026754+0.0049133i,0.0019381+0.00027379i,0.020876-0.010569i,-0.020354+0.021068i,0.0068996+0.023269i,-0.0036138-0.00070756i,0.0053043-0.004608i,0.0020242-0.0015587i,-0.0017758+0.0070239i
0.014839-0.003617i,0.0030593-0.037011i,-0.022543-0.027561i,-0.012269-0.0039944i,-0.01886+0.007975i,-0.022783-0.00012132i,-0.016692-0.015194i,-0.0030462-0.034482i,-0.0080383-0.01403i,-0.0013124-0.003302i,-3.2048e-05+0.0011944i,0.001259+0.00094311i,0.0010318+0.00059982i,-5.7555e-05+0.00056345i,0.00090961+0.00077884i,-0.0030601-0.0029474i,0.0020109+0.0007639i,0.0029597+0.0013717i,0.00081622-0.00092308i,-2.343e-05-0.00039532i,-0.0002758-0.0014815i,0.0022784+0.00069686i,-0.00010685-0.0014613i,-0.00056788-0.0020585i,-0.00028517-0.0016791i,0.00078472-0.00076786i,0.0012726-0.00083674i,-0.00014096-0.00045511i,0.00029073+2.8135e-05i,0.00017504+0.00066081i,-0.0019137-5.0749e-05i,-0.0012005-0.00047269i,-0.0010444-0.00045853i,-0.00015571-0.00029143i,-0.0015882+0.0019769i,-0.0021633-0.0022133i,0.0017499-0.0016531i,-0.00021403+0.00031677i,-0.00085012+0.00010161i,0.00079217+0.0074661i,-0.00023274-0.00053042i,1.4327e-05-0.00078456i,-0.0038834-0.00058643i,0.00018875-0.0033974i,0.0087962-0.0076338i,0.022589-0.012266i,0.026935-0.028566i,-0.0011612-0.024223i,0.0068431-0.012524i,-0.010084-0.033765i,0.018981-0.030384i,0.0087354-0.030261i,0.014833-0.0031553i,0.014983-0.0096851i,-0.0080894+0.0022696i,0.0060818+0.0038225i,-0.0033846+0.013654i,-0.0044749+0.0010009i,0.0039169+0.0019584i,0.0091926+0.0010869i,-0.001485-0.0010977i,0.0039648+0.0067787i,0.0025055-0.0010909i,-0.0010847-0.0048724i,-0.0023332-0.0021305i,0.0021879-0.00086322i,-0.0077706+0.0019459i,0.0050482+0.0013785i,-0.009255+0.0014049i,0.0016368+0.0012704i,0.0016768+0.0054139i,-0.0011368+0.00027107i,-0.00080627-0.0061483i,-0.0018789+0.0013388i,0.00048364+0.0001675i,-0.0036944+0.0043676i,-0.0021824-0.00019205i,-0.0012201+0.0024547i,-0.00076551-0.00047003i,-0.010453-0.0035773i,0.00099852-0.0010619i,-0.0040753-0.00014794i,0.00041033+0.0016212i,0.0045145-0.00099481i,-0.0007297-0.0013826i,0.0027422-0.0019948i,-0.0029356-0.0031759i,0.0045019+0.0050244i,0.0019709+0.00081103i,0.018466-0.013569i,-0.016613+0.027624i,0.0089488+0.019987i,-0.0074027+2.128e-05i,0.0022037-0.0036254i,0.0020053-0.0022722i,-0.0024775+0.0058088i
0.013815-0.005831i,-0.0025058-0.037372i,-0.026067-0.023388i,-0.013393-0.0027152i,-0.017602+0.01091i,-0.021808+0.0035345i,-0.018871-0.012065i,-0.0094161-0.034201i,-0.011115-0.013068i,-0.0014184-0.0031688i,0.00056996+0.00065758i,0.0018646+0.00017991i,0.001713+0.00042269i,0.00065553+0.00032769i,0.00090456+0.00025973i,-0.0032226-0.002468i,0.0029463+0.00037509i,0.0028665+0.00016132i,0.00081865-0.0011409i,0.00019438-0.00038544i,-0.00075809-0.0011941i,0.0023458-0.00029895i,-0.00053646-0.0013055i,-0.00075221-0.0019726i,-0.00094049-0.0015779i,0.00046684-0.0010724i,0.0009485-0.0010571i,-0.00023739-0.00029811i,0.00043634+6.6353e-05i,0.00073686+0.00067632i,-0.001825+0.00070073i,-0.0013604-5.0136e-05i,-0.00099311+7.4339e-05i,-0.00012638-0.0002178i,-0.00056132+0.0019423i,-0.0024182-0.0015752i,0.00095999-0.0016662i,6.6096e-06+0.00044543i,-0.00086675+8.9079e-05i,0.0032359+0.0061303i,-0.00027353-0.00053897i,-0.00030977-0.00076902i,-0.0028153-0.00024213i,-0.00012252-0.0034656i,0.006711-0.0094848i,0.020536-0.014971i,0.021967-0.031333i,-0.0052181-0.021755i,0.0056497-0.014907i,-0.017044-0.028896i,0.013219-0.035409i,0.0044717-0.033556i,0.015807-0.0074829i,0.0096547-0.012671i,-0.0076683+0.0060459i,0.006527+0.0011762i,0.0016321+0.013384i,-0.0042346+0.0025622i,0.004885+0.0015632i,0.0087095-0.0011505i,-0.0024067-0.0012801i,0.0070997+0.0070251i,0.001413-0.0013527i,-0.0020463-0.0038138i,-0.0028685-0.00091077i,0.0020384-0.0017099i,-0.0060634+0.0038055i,0.0053382-0.0012115i,-0.0063511+0.0046884i,0.0023669+0.0014814i,0.0036624+0.0039999i,-0.0010061+0.00029395i,-0.0039731-0.0056857i,-0.0016379+0.0015377i,-0.00071145+0.00052704i,-0.0016744+0.0053276i,-0.002249+0.00090581i,-0.0010523+0.0033249i,-0.00099003-0.00020644i,-0.010995-0.00024043i,-0.00028805-0.00097101i,-0.0054823+0.0015279i,0.00041337+0.0011715i,0.0039329-0.003226i,-0.00075076-0.0019279i,0.003004-0.0034325i,-0.003658-0.0026332i,0.0061925+0.0040036i,0.0024999+0.00094315i,0.015247-0.015902i,-0.0091639+0.031752i,0.010679+0.016415i,-0.0097724+0.0025853i,0.00072003-0.0010596i,0.0012014-0.0025773i,-0.0034936+0.0054386i
