-0.023964-0.038712i,-0.010457-0.049961i,-0.017363-0.045582i,-0.030489-0.035289i,-0.029867-0.01695i,-0.050647-0.028649i,-0.058132-0.026511i,-0.044047-0.038252i,-0.024043-0.029293i,0.0078995+0.012853i,-0.005784+0.015749i,-0.0049461+0.014712i,0.0094018+0.020952i,0.00032363+0.0045972i,0.0035405+0.0034895i,0.0063588+0.018043i,0.024693+0.034046i,-0.0027869-0.0011156i,-0.0048936-0.0062901i,0.0066367+0.0028419i,-0.0002172-0.00086076i,-0.0012737+0.0016044i,0.00020486-0.00043853i,-0.029081-0.0025958i,-0.0014578-0.0057288i,0.0018809+0.0045774i,0.0032028-0.00039225i,-0.00023971+0.00076645i,0.00059591-0.00032936i,-0.00084252-0.0027118i,-0.0018885-0.0058331i,-0.0043552-0.0048093i,-0.0023872-0.0043012i,0.0024709-0.00042296i,0.0021828-0.0028564i,-0.0028299+0.025713i,0.001293-0.003463i,0.0028101+0.00088622i,0.0057975+0.0011967i,-0.011215-0.0018866i,-0.0039222+1.6434e-05i,0.0057005+0.00040457i,0.0063851+0.00054648i,-0.0035438+0.004851i,0.0021346-0.0095513i,-0.011651+0.017751i,0.035488-0.090124i,0.0125-0.07013i,-0.015465-0.059759i,-0.015024-0.056701i,0.039388-0.046336i,0.016708-0.062739i,0.034613-0.056011i,0.030881-0.060115i,0.015302-0.013265i,0.0044803+0.01736i,0.017579-0.026331i,-0.011769+0.0059675i,-0.00082882+0.0053253i,-0.0054047-0.0010397i,-0.0019038-0.028766i,-0.023538+0.031827i,0.010183-0.011269i,-0.012909-0.002944i,-0.00036033-0.0050201i,-0.0012263-0.016346i,-0.0079235+0.0044895i,0.0053661+0.0061025i,-0.008499+0.029639i,0.0052747+0.0057303i,-0.0052829-0.00071039i,-0.0031499-0.00026497i,-0.011532-0.0085353i,-0.00082483-0.0041978i,-0.033615+0.027974i,0.00029263-0.0098952i,-0.0089966-0.002303i,-0.0064712-0.0030117i,0.0063881+0.0032009i,-0.0074439+0.001592i,-8.8321e-06+0.0004513i,0.0062975+0.011715i,0.0036153+0.0012069i,-0.0092746-0.01008i,0.0032766+0.0081045i,-0.022664+0.0045032i,0.0080164-0.00011648i,-0.028907-0.003767i,-0.042036+0.0043115i,0.021135-0.098272i,-0.0016874-0.012387i,-0.052837-0.022214i,-0.02281+0.00063067i,0.018116+0.010954i,-0.024509+0.012968i,-0.019632-0.012028i
0.013981-0.0096214i,0.044241-0.012204i,0.023246-0.026657i,0.011396-0.02153i,0.014682-0.04057i,-0.01831-0.023243i,-0.0081915-0.01508i,-0.0022509-0.027855i,0.0081434-0.016839i,0.004169-0.0016984i,0.0017483-0.0046825i,-3.542e-05-0.0053406i,-0.0008258-0.0058784i,-0.00091925-0.0029501i,-0.0012121+0.00095058i,0.0013922-0.0030302i,-0.0044113+0.0017706i,8.1804e-05+0.00080391i,0.00020305+0.00027099i,0.00062714+0.0023383i,0.0014288+0.0018076i,0.0010996-0.0010378i,0.0020544+0.00044474i,-0.0017739+0.003101i,-0.00084673+0.00039579i,-0.00059825+0.00045177i,-0.0013777+0.00014539i,-0.00088969+0.00022348i,2.5676e-05+0.00015439i,-0.00034969-0.00019511i,0.0025071-0.0016634i,0.0014236-5.0355e-05i,0.0003565-0.00070222i,0.00062402-0.00098106i,0.00084271+0.00045727i,-0.0046071-0.0081244i,-3.7207e-05+1.494e-05i,-0.0010282+0.00022308i,-0.00015075-0.00027389i,0.00036859+0.00043026i,0.00063348+0.00099332i,0.00096302+0.00078556i,5.8491e-05-0.0027875i,-0.00014356-0.0035475i,0.017993+0.0048848i,0.02881+0.039573i,0.035914+0.040045i,0.046601+0.02734i,0.016015-0.00048651i,0.036017+0.00039484i,0.038002+0.013622i,0.014723+0.0063126i,0.028563+0.022679i,-0.0037693+0.032455i,0.0063949-0.0047608i,0.0046141-0.0035208i,0.0068626-0.0039424i,0.0078387+0.0039424i,0.0040793+0.0061417i,-0.0062698+0.003956i,-0.0039192-0.0062213i,0.0029429+0.012833i,-0.0039725+0.00041926i,9.9479e-05+0.0050307i,-0.00056218+0.0015595i,0.0026293-0.0032315i,0.0067807-0.00068451i,-0.0028152-0.00044418i,0.0042684-0.0017705i,-0.005658+0.00037717i,-0.0013407+0.00051429i,0.00031968+0.00012031i,-0.0046874-0.0027321i,-0.0043546-0.0019533i,-0.0073205-0.0098171i,0.0033907-0.0017741i,-0.0047569+0.0018917i,-0.0016406+0.0012016i,-0.0038353+0.0025857i,0.0069871+0.00016704i,-0.0071045-0.0014497i,-0.0044786-0.0076868i,-0.0026294-0.0012149i,-0.0061778-0.0011491i,0.0042304-0.0035066i,0.0056437+0.00054797i,0.0030441-0.0014188i,0.0058332+0.0078601i,0.0057338+0.0055441i,0.042908+0.027029i,-0.031769-0.0045639i,-0.036796+0.018231i,-0.0096463+0.020333i,0.0022183+0.002358i,0.009363-0.004728i,-0.011194+6.5592e-05i
0.011548-0.011396i,0.040977-0.019593i,0.017903-0.029951i,0.0074984-0.022191i,0.0062952-0.042416i,-0.020928-0.019549i,-0.011247-0.014327i,-0.0067199-0.026469i,0.0050716-0.017868i,0.0037774-0.0026849i,0.00055059-0.0052167i,-0.0011889-0.004611i,-0.0025637-0.0048822i,-0.0015396-0.0023679i,-0.00070024+0.0011843i,0.00095217-0.0032142i,-0.002928+0.0032406i,-0.00036997+0.00041553i,7.8777e-05+0.00025002i,0.0013069+0.0020555i,0.0020358+0.0015352i,0.00090118-0.0011898i,0.0020309-0.00019845i,-0.0001602+0.0026459i,-0.00046258+0.00064987i,-0.00024199+0.00046324i,-0.0011652+0.00091815i,-0.00077357+0.0007297i,-6.8176e-05+1.2381e-06i,-0.00013254+0.00016738i,0.0016646-0.0025971i,0.0014662-0.00065414i,0.00017472-0.00070567i,0.00013721-0.0010861i,0.001329+0.00014932i,0.0035275-0.0045308i,-4.7952e-05+0.00017148i,-0.004568-0.012893i,-2.4764e-05-8.6364e-06i,0.00036526-9.8777e-05i,0.00078942+0.00079664i,0.0012568+0.00022674i,-0.00076006-0.0021825i,0.00024533-0.0030796i,0.018309+0.0023976i,0.034438+0.034948i,0.040766+0.03312i,0.048914+0.018839i,0.013239-5.6003e-05i,0.036556-0.0056618i,0.039901+0.0063777i,0.015732+0.00018597i,0.029253+0.01277i,0.0035966+0.029606i,0.0042874-0.0060359i,0.00070239-0.0036463i,0.0044089-0.0066333i,0.0070167+0.0011326i,0.0054649+0.004604i,-0.0036663+0.0063875i,-0.0047059-0.0029881i,0.005005+0.01095i,-0.0040256+0.001587i,0.0028015+0.0057045i,0.00039899+0.0017735i,0.00040853-0.0035717i,0.0074898-0.0044311i,-0.0028906-3.137e-06i,0.0039144-0.0031841i,-0.0050402+0.0027269i,-0.0016238-2.5305e-05i,0.00014222-0.00048261i,-0.0045802+0.00027142i,-0.0041823-0.00061636i,-0.0091085-0.0061649i,0.0019211-0.0027575i,-0.0034801+0.0030139i,-0.0016797+0.00065153i,-0.0025815+0.0036468i,0.0076384-0.0029988i,-0.0068072+0.0014497i,-0.0070527-0.0056158i,-0.0023144-0.00076741i,-0.0055097+0.00098566i,0.0017039-0.0041939i,0.0058991-0.0017919i,0.0028196-0.001835i,0.0073342+0.0055088i,0.0050808+0.004867i,0.043864+0.017248i,-0.030913+0.0021138i,-0.034739+0.026166i,-0.0061617+0.018508i,0.0035205+0.0048952i,0.0070618-0.006082i,-0.012853+0.0023296i
0.0096064-0.012974i,0.036025-0.026323i,0.012113-0.031834i,0.0041046-0.022082i,-0.0023584-0.042635i,-0.022993-0.015856i,-0.014065-0.012748i,-0.01051-0.024824i,0.0016685-0.018481i,0.0030455-0.0034111i,-0.0011654-0.0052752i,-0.0019834-0.0037084i,-0.0037635-0.003311i,-0.0017926-0.001695i,-0.00038933+0.0011809i,0.00048446-0.0033185i,-0.00095359+0.0036862i,-0.00069583+0.0011079i,5.7609e-05+0.00043856i,0.0018159+0.0013558i,0.002679+0.00062473i,0.00058939-0.0014886i,0.0018034-0.00082474i,0.0012796+0.0015176i,0.00018719+0.00062503i,-3.9969e-05+0.00027362i,-0.00054304+0.001356i,-0.00055076+0.0011119i,6.8527e-05-0.00010399i,9.1623e-05+0.00022135i,0.00049467-0.0030494i,0.0010539-0.0012089i,-0.00013807-0.00073764i,-0.00024959-0.00092624i,0.0015743-0.00068543i,0.004113-0.0051685i,0.00019521+0.00026427i,0.0019896+0.0043027i,0.00011441-0.00011169i,0.00011992-0.00040658i,0.00098439+0.00050144i,0.0011471-0.00054257i,-0.00097759-0.0014174i,0.00012732-0.0034541i,0.018583-0.00031986i,0.040939+0.0285i,0.044758+0.025649i,0.049739+0.010984i,0.012086+0.000943i,0.036409-0.012006i,0.040078-0.00061928i,0.015565-0.0046721i,0.027131+0.0055555i,0.0090688+0.026676i,0.0021131-0.0064331i,-0.0020583-0.0017091i,0.00046575-0.0080517i,0.0052881-0.00069632i,0.0057748+0.0028315i,-0.0010906+0.0073149i,-0.0039817-0.00075355i,0.0059789+0.0084499i,-0.0037003+0.0038402i,0.0054422+0.0046673i,0.0010745+0.0013298i,-0.0011479-0.0026865i,0.0062183-0.0072824i,-0.0025739+0.00054002i,0.0032111-0.0041889i,-0.0023096+0.0045406i,-0.0023083-0.00020967i,-0.00029248-0.00054203i,-0.0032781+0.0019816i,-0.0034747+0.0006109i,-0.0098604-0.0026496i,0.00088472-0.0033022i,-0.0020587+0.0033999i,-0.0019164+0.00093384i,-0.00062099+0.0036495i,0.0066877-0.0062948i,-0.0053036+0.0037825i,-0.0080122-0.0023216i,-0.0023407-0.00064464i,-0.004451+0.0020291i,0.00046069-0.0035438i,0.0047055-0.0038563i,0.0029171-0.0023832i,0.0068825+0.0022217i,0.0047539+0.0044959i,0.043921+0.0095774i,-0.027991+0.0072985i,-0.029078+0.03358i,-0.0041584+0.016616i,0.0066321+0.0057105i,0.0043384-0.0051882i,-0.012608+0.0051437i
0.0074487-0.014789i,0.030137-0.031301i,0.0067545-0.032904i,0.0013371-0.022163i,-0.010661-0.040492i,-0.024353-0.012018i,-0.01673-0.010507i,-0.014177-0.022759i,-0.0014223-0.018042i,0.0021667-0.0039373i,-0.0027982-0.0041661i,-0.0022726-0.0029256i,-0.0040387-0.0016625i,-0.0019681-0.0011632i,-7.0248e-05+0.0014186i,-0.00010199-0.0033619i,0.00041091+0.0032176i,-0.00018783+0.0019147i,0.00028845+0.00069426i,0.0019916+0.00049767i,0.0027035-0.00047759i,-3.4128e-05-0.0016894i,0.0012555-0.0012359i,0.0021708-0.00031084i,0.0003021+0.00018565i,-9.9735e-05+0.00014822i,4.6737e-05+0.0014445i,6.0084e-05+0.0011867i,0.00016086-0.00014869i,0.00028493+0.00016123i,-0.00066265-0.0029743i,0.00059364-0.001528i,-0.00034696-0.00055326i,-0.00051894-0.00076533i,0.001139-0.0016814i,0.0033602-0.0056436i,0.00043258+9.1967e-05i,0.0027274+0.0018598i,0.00021609-0.00026685i,-0.00023865-0.00068756i,0.00096142+0.00042295i,0.00050998-0.00072657i,-0.00099791-0.00081181i,-0.00046459-0.0033864i,0.018789-0.0032471i,0.045562+0.018887i,0.047707+0.017565i,0.050608+0.0038762i,0.012738+0.0022672i,0.034717-0.019309i,0.039254-0.0074603i,0.014516-0.0098088i,0.025037+0.00064156i,0.014793+0.022646i,0.00065171-0.0055051i,-0.0032432+0.00095293i,-0.0040494-0.0077539i,0.0036499-0.0015416i,0.0054988+0.0016568i,0.0011724+0.007488i,-0.0029101+0.0006845i,0.0058808+0.0058322i,-0.0010138+0.0058067i,0.0077981+0.0024297i,0.0017397+0.00099959i,-0.0019717-0.0013798i,0.0040488-0.0098282i,-0.002139+0.0006886i,0.002884-0.0048261i,-0.00024841+0.0036623i,-0.0031225+0.00043737i,-0.00035582-0.00051763i,-0.0017586+0.003279i,-0.0025282+0.0012485i,-0.0091824+0.00088372i,-0.00043446-0.0039604i,-0.00057898+0.0029678i,-0.0017745+0.0010339i,0.0006386+0.0027186i,0.0042846-0.0092518i,-0.0026899+0.0051238i,-0.0069999+0.00036361i,-0.0026462-0.00045038i,-0.0037522+0.0030447i,-0.00048278-0.0028082i,0.0031499-0.0045346i,0.0027669-0.0034496i,0.0051114+0.00082762i,0.0050602+0.0045297i,0.04326+0.0020234i,-0.024774+0.0091514i,-0.020976+0.037832i,-0.0019606+0.015878i,0.0087761+0.0049233i,0.0033555-0.0034772i,-0.011393+0.0070103i
0.0045957-0.016414i,0.023993-0.034736i,0.0011129-0.033283i,-0.0017926-0.022419i,-0.017327-0.037033i,-0.025326-0.0082324i,-0.018673-0.0074024i,-0.017238-0.020166i,-0.0040241-0.017239i,0.00098369-0.0039916i,-0.0033152-0.0026918i,-0.0027061-0.002377i,-0.0037814-0.00028213i,-0.0023462-0.00047588i,0.0005957+0.0015741i,-0.00084413-0.0030426i,0.0010536+0.0032872i,0.00073981+0.0021943i,0.00061463+0.00054367i,0.001673-0.0002932i,0.0023021-0.0013887i,-0.0005987-0.0016439i,0.00076541-0.0014493i,0.0014363-0.0016588i,0.00047642+0.00029581i,-0.00021017+0.00013713i,0.00063626+0.0013702i,0.0006292+0.0010093i,9.6512e-05-0.0002164i,0.00037858+2.4792e-05i,-0.0016834-0.0024718i,0.00016753-0.0016086i,-0.0005554-0.00036471i,-0.00071404-0.00044317i,-3.0805e-05-0.0020378i,0.0023867-0.0061961i,0.0004266-0.00018256i,0.0024633-0.00022984i,0.00034449-0.0003737i,-0.0007607-0.00070164i,0.0014241+0.00055494i,0.00020813-0.00046982i,-0.00085575-0.00038052i,-0.0009554-0.0030339i,0.018836-0.0068356i,0.046946+0.0085607i,0.048985+0.0090692i,0.051511-0.0046306i,0.015476+0.0030309i,0.030966-0.026403i,0.037238-0.013952i,0.011619-0.014157i,0.022225-0.0029715i,0.019472+0.016876i,-0.00021083-0.0050962i,-0.0027682+0.0041522i,-0.0084522-0.0048956i,0.0020873-0.0019148i,0.0051482+0.00069128i,0.0033739+0.0069841i,-0.0016225+0.0011678i,0.0049112+0.0043998i,0.0023164+0.0048358i,0.0089364-0.0012422i,0.0023209+0.00021696i,-0.0018875+0.00035667i,1.5204e-05-0.011975i,-0.0024825+0.0011336i,0.0026575-0.0054912i,0.00010894+0.0030855i,-0.0035433+0.0013359i,-0.00059184-0.0005468i,0.0011872+0.003417i,-0.0019499+0.00093606i,-0.0068571+0.0035584i,-0.0025694-0.0038809i,0.00021231+0.0020224i,-0.0015412+0.001303i,0.0011641+0.0015507i,0.00061662-0.011407i,-0.00014173+0.0047479i,-0.0055783+0.0015417i,-0.0027018-9.4265e-06i,-0.0025722+0.0048118i,-0.0012575-0.0018818i,0.0015321-0.004643i,0.0016805-0.004314i,0.0037771+0.00038666i,0.0059106+0.0040149i,0.041312-0.0050065i,-0.025185+0.0094337i,-0.013504+0.038368i,0.0007064+0.013927i,0.010651+0.0030089i,0.003719-0.0023662i,-0.0096181+0.0082534i
0.0017486-0.017426i,0.018029-0.037067i,-0.004325-0.032574i,-0.0052092-0.021973i,-0.023606-0.033059i,-0.025685-0.0045453i,-0.019554-0.0040775i,-0.019923-0.017596i,-0.0061931-0.016411i,0.00040014-0.0035808i,-0.0032462-0.001489i,-0.0030366-0.0014369i,-0.0033074+0.00083594i,-0.0021944+0.00056739i,0.0012782+0.0011486i,-0.0013027-0.0024664i,0.0024802+0.0038337i,0.0016382+0.0017662i,0.00078972+0.0003982i,0.0012288-0.00063689i,0.0016772-0.0020998i,-0.0011686-0.0014563i,0.00023506-0.0016849i,0.00030393-0.0022417i,0.00047268-0.00023934i,-0.00030693+0.00035519i,0.0012464+0.00099149i,0.00090633+0.00062942i,-0.00013494-0.00023104i,0.00022883-5.5843e-05i,-0.0024489-0.001687i,-0.00047069-0.0016632i,-0.00063339+4.7523e-05i,-0.00063614-0.00012711i,-0.00066793-0.0015827i,0.00072527-0.007008i,0.00033016-0.00017424i,0.0016949-0.0009152i,0.00024888-0.00064278i,-0.00124-0.00037705i,0.0021793-0.00090103i,0.0002285-0.00031845i,-0.00059514+6.3934e-06i,-0.0014874-0.0027614i,0.017935-0.011414i,0.045986-0.0015376i,0.04871+0.00083959i,0.049633-0.014783i,0.019677+0.00048951i,0.025041-0.032117i,0.034357-0.019529i,0.0086312-0.016783i,0.02044-0.0042667i,0.021668+0.0098387i,-0.0017136-0.00485i,-1.6667e-05+0.0062061i,-0.010709+0.00011649i,0.00064161-0.0019137i,0.0046577-0.00011007i,0.0048187+0.0053333i,-0.0006895+0.00074294i,0.0041007+0.0036056i,0.0030394+0.0028946i,0.0074585-0.0051155i,0.00242-0.0011532i,-0.00023596+0.0014565i,-0.0054804-0.010407i,-0.0023449+0.0025214i,0.00234-0.0075736i,0.0015759+0.0029822i,-0.0034392+0.0029786i,-0.00072626-0.00044134i,0.0038043+0.00039974i,-0.0018822+0.00058323i,-0.0037273+0.0041796i,-0.0044667-0.0022576i,0.00029958+0.0010488i,-0.0016193+0.0013661i,0.0013179+0.00045735i,-0.0044179-0.012083i,0.0016973+0.0032717i,-0.0048493+0.0019865i,-0.0028982+0.00047814i,0.00024095+0.0055321i,-0.00098757-0.00077487i,0.00021132-0.0041645i,0.00037871-0.0046469i,0.0026391+0.00050567i,0.0062716+0.0029727i,0.03838-0.010656i,-0.026908+0.012569i,-0.0072966+0.037894i,0.0020209+0.01066i,0.011292+0.00030639i,0.0041852-0.0024881i,-0.0077557+0.0084304i
-0.0014918-0.018292i,0.012164-0.038636i,-0.0093821-0.031146i,-0.0082202-0.020945i,-0.028885-0.027591i,-0.025616-0.00082599i,-0.01974-0.00098899i,-0.022587-0.014508i,-0.0082472-0.01595i,8.1578e-05-0.0034296i,-0.0029491-0.00058045i,-0.0029687-0.00036954i,-0.0024341+0.0017987i,-0.0015733+0.0012551i,0.0015938+0.00057821i,-0.0014506-0.0019403i,0.003897+0.0051543i,0.0022008+0.00098764i,0.00093636+0.00030841i,0.00095018-0.00075501i,0.00077736-0.0025594i,-0.0017648-0.00091865i,-0.00028289-0.0014945i,-0.00049295-0.0020936i,0.00024737-0.00039779i,-0.00014571+0.00063731i,0.0014993+0.00034146i,0.0011019+0.0001216i,8.5193e-05+2.1417e-05i,0.00022732+0.00013498i,-0.0028969-0.0007465i,-0.00097421-0.0011993i,-0.00040081+0.00040722i,-0.00051945+4.7182e-05i,-0.00091928-0.0012767i,-0.001388-0.0065052i,0.00042663-0.00031213i,0.0011276-0.0012803i,-5.9765e-05-0.00065782i,-0.0015324+0.00016118i,0.0018467-0.0016405i,7.2851e-05-0.0003645i,-0.00023424+0.00022746i,-0.0019075-0.0021322i,0.015133-0.015742i,0.042328-0.010432i,0.047175-0.0069443i,0.044409-0.023514i,0.021607-0.00467i,0.018283-0.035986i,0.031357-0.024503i,0.0059468-0.019127i,0.020983-0.0057919i,0.022326+0.0031142i,-0.0036444-0.0042814i,0.0031662+0.0059518i,-0.010311+0.0058293i,-0.0006784-0.0014846i,0.0042086-0.00060565i,0.0045703+0.0037389i,-0.00047225+0.00015059i,0.0028229+0.0039264i,0.0035096+0.0020408i,0.0040557-0.0076237i,0.0014992-0.0022188i,0.0012027+0.00091268i,-0.0085211-0.0062295i,-0.00077033+0.0034986i,-0.0032861-0.013226i,0.0025728+0.0015349i,-0.0021748+0.0044552i,-0.00084969-0.00043752i,0.0031383-0.003066i,-0.0020898+0.00081635i,-0.0018492+0.0030893i,-0.0039658-0.00077047i,-0.00022989+0.00040089i,-0.0016072+0.0018439i,0.00075947-0.00063773i,-0.0095788-0.0091852i,0.0020956+0.0011579i,-0.0046172+0.0025782i,-0.0029353+0.0015425i,0.0025327+0.0047329i,-0.00041386-0.00063521i,-0.00011745-0.0031055i,-0.00057214-0.004512i,0.0017144+0.001242i,0.0064797+0.0019274i,0.036152-0.01526i,-0.027309+0.017714i,-0.001569+0.036411i,0.001483+0.0074219i,0.010779-0.0030312i,0.0039137-0.0024523i,-0.006562+0.0076098i
-0.0053718-0.018287i,0.0064924-0.039418i,-0.014177-0.028904i,-0.011132-0.019861i,-0.032397-0.021363i,-0.024983+0.0027571i,-0.019545+0.001898i,-0.024546-0.010778i,-0.010557-0.015373i,-0.00037148-0.0034125i,-0.0023376+0.00011354i,-0.0024286+0.00040181i,-0.0012858+0.002375i,-0.00092481+0.0015694i,0.0017406-2.2804e-05i,-0.0013857-0.0015667i,-6.8308e-05+0.0055934i,0.0024561+5.9979e-05i,0.0010707-3.1364e-06i,0.00078789-0.0009858i,-0.0003592-0.0024442i,-0.0019087-0.0001849i,-0.00061201-0.0012614i,-0.0010465-0.0017487i,0.00010123-0.00040799i,0.00016985+0.00072439i,0.0012781-0.00027139i,0.0012783-0.0005134i,7.8374e-05-9.4574e-05i,0.0002851+0.00017283i,-0.0030446+0.00029526i,-0.0010589-0.00067731i,7.2554e-05+0.00047043i,-0.00044527+9.1467e-05i,-0.0013508-0.0008497i,-0.0029737-0.0053825i,0.00024876-0.00049081i,0.00018539-0.0018357i,-8.2816e-05-0.00031191i,-0.0015911+0.00072432i,0.00073849-0.0017414i,-0.00016553-0.00037759i,0.00019875+0.00020253i,-0.001926-0.0013073i,0.011203-0.018899i,0.036882-0.016991i,0.04416-0.01394i,0.037607-0.029837i,0.021113-0.0093716i,0.010974-0.038313i,0.02786-0.029622i,0.0026386-0.02134i,0.021865-0.0093352i,0.021414-0.003854i,-0.0056497-0.0027921i,0.0054395+0.0039616i,-0.0072814+0.010062i,-0.0015758-0.00074239i,0.0036312-0.00094719i,0.0062749+0.0034793i,-0.00065444-0.00010064i,0.0026788+0.0049726i,0.00417+0.00065159i,0.00069904-0.007616i,0.00048741-0.0025033i,0.0017988-7.6288e-05i,-0.009061-0.0020162i,0.00093322+0.0033656i,-0.0069491-0.010167i,0.0020005+8.2662e-05i,-0.00017492+0.005096i,-0.0012239-0.00036043i,0.00049092-0.0051179i,-0.0020426+0.0012372i,-0.0012339+0.0015333i,-0.0048854+0.0008147i,-0.00098211+0.00049178i,-0.0012932+0.0021541i,-0.00049295-0.00079531i,-0.011922-0.0045671i,0.0014483-0.00013217i,-0.0042613+0.0031704i,-0.0019925+0.0022986i,0.0044692+0.0035333i,-0.00056825-0.00040069i,0.00050299-0.0028016i,-0.0015386-0.0041195i,0.0022893+0.00271i,0.0065266+0.0010969i,0.032704-0.020574i,-0.026081+0.023742i,0.0028164+0.033972i,-0.00052412+0.0053946i,0.0073596-0.0051291i,0.0042604-0.0028647i,-0.0068429+0.0070435i
-0.009028-0.017042i,0.0010139-0.039805i,-0.018236-0.025661i,-0.013941-0.018247i,-0.034699-0.015372i,-0.024035+0.0063395i,-0.018791+0.0048099i,-0.025428-0.0070266i,-0.013336-0.014357i,-0.00079883-0.0031451i,-0.0016427+0.00032177i,-0.0018029+0.00090244i,-7.8481e-05+0.0026411i,-0.0003371+0.0017315i,0.0015644-0.00063782i,-0.0013262-0.0015387i,0.0010757+0.0027013i,0.0021425-0.00083677i,0.0010006-0.00044082i,0.00053934-0.0010759i,-0.0011154-0.0020064i,-0.0015944+0.00047613i,-0.00076719-0.0011112i,-0.0011329-0.0014268i,-0.00012171-0.00055126i,0.00044202+0.00064069i,0.00097218-0.00053212i,0.0011478-0.00084684i,-2.2551e-05-0.00010223i,0.00040642+0.00023027i,-0.002795+0.0013835i,-0.0011837-0.00036675i,0.00021952+0.00026709i,-0.00041266+0.00026524i,-0.001448-0.00021609i,-0.0035836-0.0041335i,-4.4591e-06-0.00047997i,-0.00025682-0.00069804i,0.00017283-0.00036886i,-0.0013349+0.0013701i,0.00019175-0.0027668i,-0.00012263-0.00019222i,0.00053619-5.0078e-05i,-0.0015142-0.0007913i,0.0071188-0.020855i,0.032194-0.020786i,0.040532-0.019744i,0.030479-0.03371i,0.01924-0.013254i,0.0034393-0.038487i,0.023302-0.034141i,-0.00064471-0.022573i,0.021653-0.013867i,0.017661-0.0098511i,-0.0071301-0.00024445i,0.0061756+0.0012323i,-0.0030947+0.012276i,-0.0023979+0.00027584i,0.0033016-0.00096406i,0.0076582+0.0020425i,-0.00083751-0.00031635i,0.0040894+0.0064197i,0.0036609-0.00089765i,-0.0014502-0.006502i,-0.00064603-0.0024482i,0.0018391-0.00094573i,-0.0077556+0.0012821i,0.0024074+0.0025907i,-0.019514-0.0062493i,0.0012669-2.2256e-05i,0.0019902+0.0043598i,-0.0014385+0.00010211i,-0.0022353-0.005331i,-0.0018854+0.0011995i,-0.0015307+0.00079507i,-0.0043356+0.0027174i,-0.0012062+0.0012644i,-0.0012553+0.0022379i,-0.001135-0.00027138i,-0.012-0.00019832i,0.00053042-0.0006661i,-0.0038324+0.0041482i,-0.0011265+0.0024842i,0.0067563+0.00075972i,-0.00020459-0.00025985i,0.00069513-0.0036634i,-0.0023274-0.0040601i,0.0034962+0.0025791i,0.006735+0.00049174i,0.028886-0.02433i,-0.022428+0.031075i,0.0068892+0.032075i,-0.0029367+0.0051699i,0.0041118-0.0044103i,0.0037284-0.0038342i,-0.0071773+0.0072827i
-0.011809-0.015162i,-0.0049269-0.040234i,-0.021479-0.022475i,-0.016518-0.01624i,-0.03622-0.0088226i,-0.022081+0.0097928i,-0.017522+0.0074711i,-0.026021-0.0035148i,-0.016182-0.01276i,-0.00094357-0.0031634i,-0.0012932+0.00035549i,-0.0010118+0.0011511i,0.0012222+0.0023154i,0.00048798+0.0015964i,0.0011733-0.0011092i,-0.0014935-0.001658i,0.001857+0.00098178i,0.0014784-0.0014104i,0.00074615-0.00071426i,0.00044514-0.0011839i,-0.0016419-0.0013911i,-0.0011789+0.00084322i,-0.0010881-0.00099878i,-0.0011523-0.0015443i,-0.00043689-0.00053098i,0.00066004+0.00050413i,0.00059114-0.00075728i,0.00093992-0.0011363i,-6.3615e-05-3.1183e-05i,0.00072943+0.00021633i,-0.002098+0.0022706i,-0.0012747+2.5238e-05i,0.00033959+0.00014079i,-0.00021619+0.00038356i,-0.0010618+0.00022194i,-0.0043433-0.0032125i,-4.2094e-05-0.00031918i,-7.4164e-05-0.00056198i,0.00012132-0.00068791i,-0.00075513+0.0016668i,-0.0016034-0.00084067i,-7.7823e-05-0.00041682i,0.00054119-0.00064955i,-0.0011043-0.00070526i,0.0028159-0.022037i,0.028913-0.024478i,0.036452-0.024993i,0.02372-0.035592i,0.017596-0.015945i,-0.0036614-0.036379i,0.018025-0.038046i,-0.0034547-0.02399i,0.020099-0.018693i,0.012543-0.013004i,-0.0070594+0.0033374i,0.0055606-0.0014254i,0.00088747+0.012323i,-0.0026302+0.001659i,0.0035719-0.0010601i,0.0082925-0.00092824i,-0.0012588-0.00037406i,0.0065885+0.0064724i,0.0026207-0.0012079i,-0.002648-0.0050729i,-0.0014803-0.0018215i,0.0018119-0.0016884i,-0.0060641+0.0029899i,0.003414+0.0012322i,-0.0080044+0.0084315i,0.0015624+0.00043225i,0.0033077+0.0030736i,-0.0012833+0.00035147i,-0.0050809-0.0041003i,-0.0019614+0.0014383i,-0.0010595+0.0015151i,-0.0030586+0.0039151i,-0.00062764+0.001882i,-0.0011585+0.0030838i,-0.0012277+0.00026611i,-0.010879+0.0033738i,-0.00031958-0.00066294i,-0.0028478+0.0053964i,-0.00061178+0.0025873i,0.0052683-0.0042002i,0.00019516-0.00071367i,2.5041e-05-0.004582i,-0.0033985-0.0036006i,0.0044917+0.0018494i,0.0071166-0.00065408i,0.024754-0.027389i,-0.014335+0.036447i,0.011232+0.029088i,-0.0045878+0.0060126i,0.0021567-0.0024061i,0.0025951-0.004093i,-0.0073919+0.007925i
