-0.02294-0.018495i,-0.032616-0.032953i,-0.022311-0.019375i,-0.032835-0.020696i,-0.02369+0.0042154i,-0.028761-0.017449i,-0.058237-0.044174i,-0.040788-0.040877i,-0.030608-0.020082i,0.0049159+0.0048424i,-0.0039918+0.0064697i,-0.010937+0.011063i,0.0040787+0.0068198i,-0.0038916-0.0027266i,0.0027117+0.0017181i,0.0044995+0.028771i,0.021313+0.027311i,-0.00020663+0.00016856i,-0.0033223-0.0027048i,0.0073715+0.0041696i,0.0020185+0.00051922i,-0.00059841+0.0024626i,-0.00053556+0.00048178i,-0.030618-0.00079325i,-0.0036589-0.0050343i,-0.00025624+0.0026352i,0.0043837-0.002024i,0.00058586-0.00028433i,-0.00042378-0.00056054i,-0.0012454-0.0017464i,-0.0022686-0.00059428i,-0.0038116-0.003591i,-0.0028553-0.0052884i,0.00041099-0.0012023i,0.00044681-0.0028785i,-0.0034781+0.02552i,0.0019416-0.0031608i,0.0023371-0.0037986i,0.0040865-0.0024867i,-0.008471-0.0014704i,0.00057586+0.0011268i,0.0062774-0.0083908i,-0.0025463-5.1995e-05i,-0.0032633+0.00099446i,-0.0093902-0.0033842i,-0.019058+0.022036i,-0.0079455-0.086324i,-0.0024462-0.06114i,-0.021435-0.053343i,-0.010952-0.045707i,0.05428-0.025572i,0.024766-0.066689i,0.040761-0.053312i,0.019197-0.039938i,0.025819-0.020482i,0.012043+0.01183i,0.025904-0.029967i,-0.0096636-0.0035487i,-0.0010209-0.0008876i,-0.0071202-0.001663i,-0.0057096-0.029189i,-0.02213+0.027266i,0.0072894-0.0095236i,-0.0097983-0.0028419i,-0.0026011-0.0020267i,-0.00074085-0.014586i,-0.0082851+0.004971i,0.0048925+0.010287i,-0.011725+0.031057i,0.0064972+0.007905i,-0.003628-0.0017334i,-0.0025266-0.0015907i,-0.012797-0.0058648i,0.00026529-0.0039203i,-0.036644+0.0042175i,0.0029232-0.0087516i,-0.0073371-0.0016017i,-0.0049269-0.0031108i,0.0070212+0.0017875i,-0.010578+0.00053642i,0.0022813-7.798e-05i,0.0061827+0.0077029i,0.005846+0.0009589i,-0.0076323-0.0097558i,0.0026812+0.008003i,-0.020331+0.0069695i,0.0029865+0.0056709i,-0.021653-0.008795i,-0.026795-0.0050788i,0.0096158-0.059524i,0.018449-0.014852i,-0.051612-0.029711i,-0.024102+0.0006044i,0.018539+0.010533i,-0.027028+0.013i,-0.012795-0.007705i
0.0019567-0.0070468i,0.0070113-0.03126i,-0.015141-0.016335i,-0.010566-0.014977i,-0.011144-0.016184i,-0.010766-0.012201i,0.014142-0.014527i,0.01227-0.016641i,-0.006085-0.0069863i,0.0033709+0.00011557i,0.00019181+0.00060158i,-0.00072861+0.00059931i,0.0012549-0.00074763i,0.00073228-0.00065877i,-0.0011814-0.0016212i,0.0025904-0.0046954i,-0.0023505+0.0009617i,-0.00065624+0.00018697i,0.00016737-0.00049552i,9.2512e-05+0.0012097i,-0.00024851+0.0012238i,-0.00043555-6.2613e-05i,0.0012017+0.00061692i,-0.0031252+0.0031396i,2.7147e-05+0.00035855i,5.5145e-05+0.00019644i,-0.00084575+0.0002074i,5.5625e-05+0.00023914i,0.00022339+6.5715e-05i,0.00038776-0.00027964i,0.00040362-0.00011099i,0.0011036+0.00043402i,0.00017295-0.00011286i,-2.8713e-05-0.00067708i,0.00032352+0.00051163i,0.0070852+0.00025234i,0.00034772-0.00014715i,0.00098652+0.00030364i,0.00012325-0.00066222i,0.00059342-0.0011549i,0.00017687+0.00054031i,-1.4697e-05-0.00027638i,-0.00023381-0.00085838i,-0.00072511+0.00096093i,-0.0079651-0.0077744i,0.00091975+0.021986i,0.02962-0.00091434i,0.030263-0.0028656i,0.0075852-0.017246i,0.029953+0.0073796i,0.02249+0.029096i,0.026672+0.019699i,0.017941+0.033356i,-0.023222+0.014139i,-0.00028526-0.0085515i,0.0025472-0.0049414i,0.0056935-0.006696i,0.0099173+0.0015421i,0.0029498+0.0054632i,-0.0065017+0.0066799i,-0.0022603-0.0052347i,0.0039913+0.0099252i,-0.0033543-0.0013861i,0.00019017+0.0033176i,0.00018101+0.00056687i,0.0017392-0.0034741i,0.0068863-0.0018217i,-0.0027892-0.00048592i,0.004349-0.00090146i,-0.0069665-3.7198e-05i,-0.0015924-0.0007915i,9.7461e-05+0.00012686i,-0.0048376-0.0024975i,-0.0029648-0.0019732i,-0.011267-0.010446i,0.0025619-0.0017141i,-0.0043641+0.00020599i,-0.0016794+0.0013949i,-0.0051542+0.0026513i,0.0050243+0.0014847i,-0.008166-0.0014061i,-0.0022317-0.0062761i,-0.0025186-0.0016662i,-0.005822-0.00053392i,0.005931-0.0031964i,0.0043948+0.0017268i,0.0026382-0.0024379i,0.001357+0.0053565i,0.0031009+0.0016583i,0.010943+0.0066695i,-0.025703+0.0019005i,-0.031576+0.01563i,-0.013824+0.022838i,0.0024091+0.0024536i,0.0063788-0.0068049i,-0.014305+0.008205i
0.00066292-0.007305i,0.0016561-0.032165i,-0.017813-0.013298i,-0.012966-0.012197i,-0.014322-0.014184i,-0.012017-0.010359i,0.010061-0.017563i,0.0093682-0.017722i,-0.0075553-0.0058371i,0.0035992-0.0011875i,0.00055347+0.00021868i,-0.00016394+0.00096031i,0.00073256-0.0009605i,0.00077106-0.00065847i,-0.0012596-0.0012655i,0.0017943-0.0047762i,-0.0014948+0.0016898i,-0.00067974+0.0001589i,-0.00013502-0.00054922i,0.00041456+0.0011197i,0.00024534+0.0013824i,-0.00039436+0.0001169i,0.0013179+0.00016162i,-0.00084182+0.0034817i,0.00028086+0.00043886i,0.00018264+0.00013064i,-0.00044074+0.00098452i,0.00014666+0.00035788i,0.00022416+4.1871e-05i,0.00040636-0.00018113i,0.00022487-0.00030677i,0.0014135-0.00012852i,0.00025847-0.00013079i,-0.00032276-0.00046321i,0.00076336+0.00044898i,0.009121-0.0013717i,0.00011395-5.1076e-05i,0.001172-4.605e-05i,5.674e-05-0.00036105i,0.00031294-0.0018061i,0.00049921+0.00046056i,-0.00011788-0.00039979i,-0.00051691-0.00038482i,0.00033178+0.0010195i,-0.0089013-0.0057627i,0.0043754+0.022564i,0.029438-0.0051293i,0.029196-0.0090385i,0.0027326-0.014405i,0.033021+0.0018387i,0.027924+0.023771i,0.029498+0.011827i,0.020857+0.024892i,-0.017948+0.014251i,-0.0020188-0.0073692i,-0.0010151-0.0051922i,0.0026402-0.0085788i,0.0080967-0.0013056i,0.0037665+0.004149i,-0.0026073+0.0094893i,-0.002769-0.0023474i,0.0053634+0.0077624i,-0.0037802-0.00024306i,0.0017676+0.0038574i,0.0009953+0.00048287i,-0.00043226-0.0034833i,0.0067232-0.0055978i,-0.0033803+3.6362e-05i,0.0041619-0.0030228i,-0.0062391+0.0030813i,-0.0017796-0.001622i,-2.8134e-05-0.00054128i,-0.0046148+0.0007307i,-0.0028626-0.0013603i,-0.012704-0.0049941i,0.0010091-0.0023491i,-0.0036091+0.0011421i,-0.0019075+0.0011658i,-0.0035401+0.004334i,0.0061991-0.00043782i,-0.007682+0.0017736i,-0.0040425-0.0055068i,-0.0023861-0.0012832i,-0.0054686+0.0015135i,0.0032382-0.0044548i,0.0050475-5.2721e-05i,0.0022147-0.0026795i,0.0027173+0.0041003i,0.0019191+0.0013279i,0.010209+0.0020238i,-0.024444+0.0072602i,-0.029941+0.023136i,-0.0098309+0.021974i,0.0041376+0.0049815i,0.0043122-0.0063172i,-0.014188+0.010455i
-0.00025803-0.0075349i,-0.0041619-0.032103i,-0.019604-0.009905i,-0.014397-0.0091449i,-0.017182-0.011596i,-0.013134-0.0086315i,0.0057588-0.019423i,0.0068719-0.018584i,-0.0088096-0.0043637i,0.0031732-0.0021837i,0.00045785-0.0002162i,0.00047254+0.0010712i,0.00021362-0.00089536i,0.00090822-0.00078186i,-0.0014373-0.0010033i,0.0011498-0.0047542i,-0.00039904+0.0021477i,-0.0009942+0.00025421i,-0.00037887-0.00031244i,0.00068375+0.00079866i,0.00095183+0.0011427i,-0.00044827+0.00011486i,0.0012475-0.00033436i,0.00096002+0.0027666i,0.00067021+0.00031108i,0.00030756+1.0708e-05i,0.00016064+0.0010705i,0.00028897+0.0003811i,0.00020759+2.6549e-05i,0.00043724-0.00030663i,2.2037e-05-0.00030992i,0.0013598-0.00065138i,0.00017965-0.00025056i,-0.00044013-0.00015492i,0.0011507-0.0002072i,0.0065151-0.0054295i,0.00026568+6.6241e-05i,0.0010639-0.00057441i,0.00010663-0.00037384i,-0.00031141-0.00216i,0.00071663+0.00016481i,-0.000335-0.0004313i,-0.00051878-1.2815e-05i,0.00083797+0.00039142i,-0.0091872-0.0042877i,0.0097027+0.022182i,0.029202-0.0096053i,0.027009-0.01447i,5.266e-05-0.010538i,0.035145-0.00477i,0.031324+0.017465i,0.031244+0.0046862i,0.021108+0.018247i,-0.014048+0.014543i,-0.0039204-0.0059263i,-0.0040738-0.0034189i,-0.0015851-0.009117i,0.0055119-0.0027654i,0.0038556+0.0028649i,0.0010982+0.0099236i,-0.0018592-0.00070032i,0.0057736+0.0054163i,-0.0039898+0.0021774i,0.0033693+0.003774i,0.0012813-0.0002434i,-0.0019179-0.0023234i,0.0046933-0.007793i,-0.0030379+0.0010039i,0.0034279-0.0044456i,-0.0030718+0.0046662i,-0.0026443-0.0016438i,-0.00051186-0.00067824i,-0.0028869+0.0025069i,-0.0025222-0.00070791i,-0.012286-0.00030872i,0.00018078-0.0025053i,-0.0028236+0.0017723i,-0.0018291+0.0017587i,-0.0013047+0.0044106i,0.0063677-0.0031717i,-0.0061834+0.0040454i,-0.0055693-0.0038506i,-0.0026689-0.0010763i,-0.0044286+0.0027022i,0.0017203-0.0040072i,0.0045685-0.0014786i,0.0021874-0.0030483i,0.0019179+0.001936i,0.0012781+0.0014488i,0.0097448-0.0006763i,-0.021128+0.01153i,-0.024873+0.030398i,-0.0071325+0.021253i,0.007238+0.0052246i,0.0022975-0.0048075i,-0.012659+0.013038i
-0.0013209-0.007953i,-0.0098625-0.030593i,-0.020775-0.006682i,-0.0149-0.0063906i,-0.019499-0.0080212i,-0.014083-0.0067778i,0.0010578-0.020006i,0.0043002-0.019396i,-0.0092532-0.0025168i,0.0019662-0.0024819i,7.2149e-05-0.00019477i,0.0011906+0.00059873i,-2.3344e-05-0.00057177i,0.00086141-0.0012144i,-0.0015816-0.00052666i,0.00035234-0.0046826i,5.6183e-05+0.0019901i,-0.001184+0.00072933i,-0.00032525+3.5393e-06i,0.00074761+0.00032891i,0.0012549+0.00055057i,-0.00066874+0.00024068i,0.00092481-0.00068923i,0.0020912+0.0011715i,0.001101-0.00015131i,0.00024621-0.00015933i,0.00050965+0.00087497i,0.00044379+0.00028171i,0.00021293-3.0817e-06i,0.00029754-0.00042671i,-0.00010834-0.00024471i,0.00106-0.0010091i,0.00013969-0.00028947i,-0.00036738-8.7012e-06i,0.0010039-0.001012i,0.0045583-0.0057849i,0.00056903-9.7679e-05i,0.00076462-0.00082616i,6.9403e-06-0.00039868i,-0.0012266-0.0022269i,0.00069332-0.00021i,-0.00057738-0.00019372i,-0.00048281+0.00053787i,0.00082266+1.5475e-05i,-0.0090977-0.0031974i,0.015616+0.018744i,0.028204-0.014358i,0.024487-0.018928i,0.00068994-0.0061224i,0.035328-0.013055i,0.033418+0.010996i,0.031572-0.0030345i,0.020901+0.013388i,-0.0093309+0.014048i,-0.0047189-0.0036901i,-0.0058956-0.00051186i,-0.0063876-0.0082263i,0.003589-0.0029281i,0.0036842+0.0022665i,0.0038899+0.010357i,-0.0008122+1.1399e-05i,0.004886+0.0029437i,-0.0017083+0.0045104i,0.0051662+0.0027849i,0.0015513-0.00073395i,-0.0024968-0.00088655i,0.0024843-0.0096325i,-0.0024032+0.0015028i,0.0023944-0.0056563i,-0.00079229+0.0037867i,-0.0038589-0.001164i,-0.00080659-0.00064176i,-0.0013975+0.0034217i,-0.002347-0.00048681i,-0.010223+0.0037967i,-0.00093196-0.0030617i,-0.0018797+0.0019885i,-0.0014249+0.0019051i,0.0002548+0.0035933i,0.005046-0.0057417i,-0.0036316+0.0055482i,-0.0057105-0.0017569i,-0.0032761-0.00054761i,-0.0035905+0.0037625i,0.000612-0.0036921i,0.0037365-0.0023753i,0.0017616-0.0037748i,0.00051972+0.0019265i,0.0010142+0.0020389i,0.00888-0.0039598i,-0.017605+0.01265i,-0.016629+0.034514i,-0.0037748+0.021346i,0.0092333+0.0042931i,0.0018949-0.003016i,-0.010262+0.014536i
-0.0027401-0.0082551i,-0.014929-0.027744i,-0.021578-0.0032193i,-0.015149-0.0041193i,-0.020454-0.0041716i,-0.014766-0.004827i,-0.0030661-0.019103i,0.0017611-0.019923i,-0.0087589-0.0010972i,0.00077073-0.0051227i,-2.0087e-06+3.9921e-05i,0.0014998-2.8774e-05i,-6.8401e-06-0.00033873i,0.00023307-0.0012767i,-0.0013629+4.473e-05i,-0.00073316-0.0044669i,0.00044032+0.0016936i,-0.00086077+0.0014233i,-0.00028325+7.6077e-05i,0.00050315-5.3489e-05i,0.001267-7.7879e-05i,-0.00063939+0.00048285i,0.0006008-0.00089047i,0.0018378-0.00046705i,0.00088355-0.00091796i,6.3457e-05-0.00028014i,0.00075727+0.0006941i,0.00057152+2.9624e-05i,0.00020398-9.3692e-05i,9.7798e-05-0.00043909i,-0.00011668-6.0866e-05i,0.00070816-0.0013369i,-6.7649e-05-0.00037435i,-0.00036285+0.00016411i,0.00029974-0.0015505i,0.0033951-0.0065262i,0.00050077-0.00047953i,0.00022758-0.0011917i,3.2725e-05-0.00034897i,-0.0022763-0.0020019i,0.00052748-0.00052651i,-0.00059739+0.00016348i,-0.00037744+0.00095044i,0.00081701-0.00026774i,-0.0086028-0.0025841i,0.01953+0.01301i,0.026318-0.019179i,0.022231-0.025091i,0.0043223-0.003157i,0.032704-0.021643i,0.034174+0.0047321i,0.02943-0.010298i,0.020002+0.0099145i,-0.0050334+0.011842i,-0.0042519-0.0023883i,-0.0058596+0.003215i,-0.010937-0.0044702i,0.0021623-0.0029666i,0.0035112+0.0018419i,0.0061833+0.0047071i,0.00029445-0.00019547i,0.0030908+0.0021755i,0.0015078+0.0038333i,0.0066658+0.00060929i,0.0016684-0.0015376i,-0.002035+0.00089323i,-0.00097313-0.0113i,-0.0023117+0.0022837i,0.00082818-0.006901i,-0.00058374+0.0032295i,-0.0046811+0.00012783i,-0.001089-0.00046637i,0.0012564+0.0035216i,-0.0024403-0.00064932i,-0.0066464+0.0063057i,-0.0028465-0.0026302i,-0.0010883+0.0017904i,-0.00093765+0.0019758i,0.0010669+0.002471i,0.0029965-0.0083364i,-0.00093571+0.0053865i,-0.0050642-0.00029176i,-0.0032884+0.00020538i,-0.0020052+0.005112i,-0.00050054-0.0028885i,0.0028745-0.0029625i,0.0004315-0.0041602i,-0.00010463+0.002478i,0.0012569+0.0024144i,0.0071192-0.0064127i,-0.017695+0.012326i,-0.0091411+0.034077i,0.0004817+0.01962i,0.010483+0.0023166i,0.0022717-0.0019529i,-0.0076198+0.015247i
-0.0040157-0.008205i,-0.019057-0.024172i,-0.0216+0.00031162i,-0.015109-0.0017466i,-0.020778-0.00059154i,-0.015104-0.0028512i,-0.0060938-0.017864i,-0.0010696-0.020631i,-0.0080613-0.00053249i,0.00053822-0.0031088i,0.00016467+0.0002531i,0.0014244-0.00062915i,-1.5081e-05-0.00019172i,4.134e-05-0.00098805i,-0.00097787+0.00019729i,-0.0015549-0.0037354i,0.00096977+0.0014022i,-0.00027692+0.0015872i,-0.00018628+0.00024339i,0.00030388-9.2247e-05i,0.0010517-0.00060599i,-0.00048367+0.00062322i,0.00025502-0.0010956i,0.0010581-0.0015333i,0.00024788-0.0012984i,-0.00018559-0.00015861i,0.0010427+0.00039484i,0.00051963-0.0002087i,0.00020347-0.00016688i,-0.00014062-0.00037374i,-2.2363e-05-1.6904e-06i,6.4556e-05-0.0013741i,-0.00020181-0.00014i,-0.00010726+0.00034242i,0.00020026-0.0010001i,0.0016454-0.0073707i,0.00031677-0.00046487i,-0.00029974-0.00092729i,4.1266e-05-0.00042491i,-0.0032377-0.001207i,0.00027231-0.0006252i,-0.00043527+0.00040758i,6.1013e-06+0.001618i,0.00070812-0.000663i,-0.0085978-0.002856i,0.021048+0.0064838i,0.023492-0.023948i,0.016372-0.030034i,0.0095651-0.0046403i,0.026941-0.028907i,0.034198-0.0010409i,0.026457-0.015492i,0.020173+0.0079392i,-0.0026226+0.0084363i,-0.0043429-0.001802i,-0.0033576+0.0062574i,-0.013166+0.0010448i,0.00075387-0.0028262i,0.0034114+0.0016754i,0.0078225+0.0041635i,0.00063515-0.0011777i,0.0020139+0.0021603i,0.0020646+0.0021044i,0.0064003-0.0024629i,0.0011377-0.0025973i,4.7843e-05+0.0018857i,-0.0060738-0.0097624i,-0.0013148+0.0037946i,-0.0017416-0.0072009i,0.00075985+0.0035347i,-0.0047188+0.0019545i,-0.0013389-5.1238e-05i,0.0037658+0.0010164i,-0.0026898-0.00028685i,-0.0025103+0.0063514i,-0.0041782-0.0010293i,-0.0005538+0.0013657i,-0.00095345+0.0018946i,0.0014772+0.0012085i,-0.00046243-0.010047i,0.0011991+0.0041951i,-0.004689+0.00046949i,-0.0031997+0.00096258i,0.0007613+0.0052507i,-0.00071779-0.0018597i,0.0020189-0.0030045i,-0.00066061-0.0042389i,-0.00024157+0.003206i,0.0016313+0.0026964i,0.0051355-0.0077637i,-0.01892+0.014905i,-0.0036284+0.032794i,0.0033702+0.015875i,0.011118-0.00028313i,0.0025954-0.0018637i,-0.0047454+0.014888i
-0.0054743-0.0082102i,-0.022004-0.020147i,-0.021006+0.0036573i,-0.014579+0.0003053i,-0.02035+0.0031639i,-0.015249-0.00085853i,-0.0089122-0.016672i,-0.0044039-0.020875i,-0.0077701-0.00068955i,0.00023358-0.0025573i,0.00044073+0.00042023i,0.00090922-0.0010583i,0.00010069+2.3042e-05i,-6.582e-06-0.00083028i,-0.00081302+0.00019168i,-0.0019661-0.002987i,0.0013429+0.00099096i,0.00033369+0.0014147i,1.7049e-05+0.00032469i,0.0002597-7.8601e-05i,0.00065022-0.00097783i,-0.00038274+0.00082655i,-0.00011418-0.00099103i,7.0972e-05-0.001885i,-0.00024604-0.0012498i,-0.00023645+7.6644e-05i,0.00095747-9.4992e-05i,0.00051536-0.00038241i,0.00013599-0.00024636i,-0.00028199-0.0001522i,4.5919e-05-3.612e-05i,-0.00056287-0.00098743i,-0.00011265+6.2724e-06i,0.00013697+0.00025976i,-0.00096868+0.00056605i,-0.00087935-0.006865i,0.00041526-0.00054249i,-0.00053962-0.00055392i,-9.5608e-05-0.00051257i,-0.004012+6.6331e-05i,1.7913e-05-0.00066492i,-0.00026048+0.00062124i,0.00077301+0.0019892i,0.00033017-0.00082622i,-0.009634-0.0029216i,0.020475+0.00050097i,0.0193-0.028033i,0.0094207-0.033279i,0.012336-0.0093322i,0.020046-0.033575i,0.033803-0.0070633i,0.023919-0.020418i,0.021647+0.005727i,-0.0007285+0.0054563i,-0.0052657-0.0013705i,7.0818e-05+0.0071306i,-0.012278+0.0074186i,-0.0003503-0.0023614i,0.0035823+0.0015377i,0.0081239+0.0024258i,6.7049e-05-0.0020691i,0.00097418+0.0027394i,0.0023169+0.0015768i,0.0044056-0.0046601i,-0.00030363-0.0031806i,0.0016442+0.0010453i,-0.0086494-0.0049497i,0.0011765+0.0042206i,-0.0052483-0.0055754i,0.0019986+0.0023793i,-0.0039364+0.0038412i,-0.0013063+0.00026835i,0.0034163-0.0021552i,-0.002881+0.00046868i,-3.4607e-06+0.0040207i,-0.0042163+0.00060967i,-0.00055581+0.00079442i,-0.00074528+0.0019913i,0.0011315-9.3615e-06i,-0.0049028-0.0093242i,0.0019557+0.002293i,-0.0044147+0.0014144i,-0.0027611+0.0020571i,0.0030581+0.004331i,-0.00012821-0.0015544i,0.0016261-0.0026229i,-0.0016353-0.0037499i,-0.00072443+0.0042127i,0.001956+0.0025792i,0.0043839-0.0086293i,-0.018435+0.019225i,0.0011178+0.030562i,0.0038212+0.011542i,0.010075-0.0033526i,0.002416-0.0014381i,-0.0026396+0.013391i
-0.007334-0.0077833i,-0.023879-0.016114i,-0.019914+0.0068682i,-0.013807+0.0019815i,-0.019076+0.0065377i,-0.015188+0.0010598i,-0.011737-0.015117i,-0.0078712-0.02036i,-0.0081861-0.00095178i,-4.5484e-05-0.0025079i,0.00087337+0.00042876i,0.000541-0.0011417i,0.00031832+0.00013709i,-0.0001138-0.0007941i,-0.00068548+0.00022129i,-0.0021293-0.0024283i,0.0015908+0.00059278i,0.00080367+0.0012152i,0.00017012+0.0001898i,0.00028653-0.00015858i,3.2028e-05-0.0010164i,-1.3574e-05+0.0010351i,-0.00031674-0.00079616i,-0.00071993-0.0018028i,-0.00061674-0.0010335i,-0.0001702+0.00022603i,0.00064281-0.00035653i,0.00023986-0.00047544i,0.00012524-0.00015726i,-0.00034881+6.3011e-05i,6.4102e-06-5.0138e-05i,-0.00050554-0.00094641i,0.00010794+1.689e-05i,0.00022566+6.3998e-05i,-0.0010308+0.00047307i,-0.0023519-0.0060455i,0.00019516-0.0007229i,-0.00056199-0.00023066i,-0.00026742-0.00035958i,-0.0040176+0.0014965i,-0.00033772-0.0005617i,-9.6994e-05+0.00058581i,0.0018606+0.0021093i,8.4755e-06-0.00059941i,-0.010926-0.0020431i,0.018064-0.0042528i,0.014506-0.03074i,0.002112-0.033624i,0.012218-0.014093i,0.012354-0.03647i,0.032523-0.013549i,0.020221-0.025444i,0.021522+0.0043011i,0.00038394+0.0011058i,-0.0066307-6.0531e-05i,0.0030789+0.0060585i,-0.0082901+0.012032i,-0.0010552-0.0018304i,0.0035862+0.0012603i,0.0083437+0.00029525i,-0.0011214-0.0020514i,0.0009143+0.0039647i,0.0030576+0.00055798i,0.0019714-0.005021i,-0.0014194-0.0028449i,0.0021922-0.00025454i,-0.0085673-0.00095565i,0.0032975+0.0030911i,-0.0063307-0.0026015i,0.0018557+0.0011979i,-0.00193+0.0051528i,-0.0013917+0.00055857i,0.0014147-0.0042884i,-0.0027909+0.0012648i,0.0002103+0.0015538i,-0.0036691+0.0021765i,-0.00098707+0.00063464i,-0.0003438+0.0018169i,0.00018243-0.00037445i,-0.007873-0.0065803i,0.0017841+0.00102i,-0.0038242+0.0022047i,-0.0017378+0.00254i,0.0046282+0.0024522i,-0.00023349-0.0013421i,0.0018593-0.0026566i,-0.0019888-0.0027403i,0.00079978+0.0062184i,0.0018697+0.0027136i,0.0028503-0.010381i,-0.016487+0.023413i,0.0048165+0.027618i,0.0020482+0.0083035i,0.0065903-0.0050386i,0.0031728-0.0016356i,-0.0021067+0.011788i
-0.0090212-0.0065639i,-0.025104-0.012471i,-0.018171+0.0097349i,-0.012965+0.0033124i,-0.017414+0.0092809i,-0.014846+0.0031892i,-0.014044-0.013145i,-0.011109-0.019146i,-0.0092265-0.00068727i,-0.00026973-0.0024669i,0.0013232+8.7584e-05i,0.0003051-0.0010441i,0.00053984+0.00018034i,-0.00021433-0.0006528i,-0.00060704+0.000214i,-0.0021805-0.002119i,0.0020686+0.00014592i,0.00071779+0.0005883i,0.00012087+1.5876e-06i,0.00028133-0.00018358i,-0.00031793-0.00082376i,0.00054503+0.00094368i,-0.00033251-0.00070475i,-0.0011711-0.0016092i,-0.0010242-0.00085539i,-5.8067e-06+0.00031268i,0.00047209-0.00028949i,0.00017516-0.00035079i,0.00015766-0.00012486i,-0.00024527+0.00036472i,-8.6397e-06+4.6835e-05i,-0.00065206-0.00075023i,0.00012922-3.7053e-05i,0.00012782+2.0214e-05i,-0.0013542-0.00081635i,-0.003566-0.0052673i,-0.00011909-0.0006249i,-0.0005241+6.6268e-05i,-0.00020588-0.00021328i,-0.0033651+0.0028318i,-0.00042238-0.00026544i,0.00018705+0.000657i,0.0030964+0.00063146i,0.00011126-0.00040142i,-0.011679-0.00051549i,0.015448-0.0065759i,0.0099506-0.032407i,-0.0043462-0.032493i,0.010043-0.018055i,0.0042478-0.036501i,0.029501-0.019849i,0.015789-0.029469i,0.024112-0.0019574i,-0.001421-0.0029003i,-0.0073557+0.0023498i,0.0048503+0.00394i,-0.0029438+0.014318i,-0.00182-0.0011972i,0.0038373+0.0011565i,0.0075868-0.0018666i,-0.0018306-0.0015822i,0.0016881+0.0050646i,0.0029362-0.00092934i,0.00049169-0.0043561i,-0.00247-0.0021634i,0.0019451-0.0011684i,-0.0069349+0.0018483i,0.0045171+0.0011831i,-0.0064344+9.4882e-05i,0.0014901+0.0009761i,0.00037466+0.005191i,-0.0010636+0.0010657i,-0.00095078-0.0049556i,-0.0019576+0.001799i,-0.0011165+0.0004813i,-0.0027256+0.0033587i,-0.0012503+0.001167i,-0.00010126+0.0016025i,-0.00025767-0.00031346i,-0.0092161-0.003584i,0.0012503+0.00014589i,-0.0033489+0.0025981i,-0.00085405+0.0025762i,0.004919+3.9637e-05i,8.2581e-05-0.0012291i,0.0020216-0.0032152i,-0.0020882-0.0026919i,0.003064+0.0062221i,0.0024189+0.0028513i,0.0011596-0.011174i,-0.012903+0.028648i,0.0077299+0.024915i,-0.00080225+0.0074199i,0.0031995-0.0037746i,0.0030518-0.0026076i,-0.0020608+0.010892i
-0.010026-0.0050482i,-0.026469-0.0093245i,-0.016002+0.012025i,-0.012131+0.0045644i,-0.015436+0.011957i,-0.013901+0.0052199i,-0.016037-0.010908i,-0.01421-0.017632i,-0.010511+0.00039929i,-0.00043599-0.0026424i,0.0015562-0.00050533i,0.00030741-0.0010428i,0.00085126+0.00010377i,-2.9657e-05-0.00076988i,-0.00061912+0.00022738i,-0.0023803-0.001857i,0.0022644-0.00075879i,0.00080533-0.00015837i,8.2769e-05-6.6137e-05i,0.00039133-0.00028062i,-0.00057143-0.00055779i,0.00085995+0.00056076i,-0.00048825-0.00070173i,-0.0014425-0.0015568i,-0.0012282-0.00039139i,0.0002243+0.00031391i,0.00040791-0.00036432i,0.00011575-0.00028571i,0.00015945-0.00011181i,0.00015893+0.00053515i,2.4458e-05+0.0001462i,-0.00082647-0.00054036i,0.00027471-0.00023762i,0.00019431+2.4846e-05i,-0.00061521+3.2557e-05i,-0.0047789-0.0038201i,-0.0001517-0.0004443i,-0.00028284+0.00026556i,-0.00014265-0.00023564i,-0.0020908+0.0037451i,-0.0004063-8.2241e-06i,0.00039006+0.00039475i,0.002441-0.00073648i,0.00024739-0.00047922i,-0.012183+0.0010689i,0.014248-0.0083888i,0.0054237-0.03343i,-0.010221-0.029528i,0.0078283-0.020555i,-0.0029242-0.033811i,0.025271-0.025205i,0.011108-0.033254i,0.024339-0.0064144i,-0.0044645-0.0048593i,-0.0064632+0.0053967i,0.0053903+0.0015782i,0.0019785+0.014077i,-0.0022154-0.00020693i,0.0046927+0.00064767i,0.0062475-0.0035578i,-0.0023117-0.001013i,0.0037447+0.0054518i,0.0020853-0.0011897i,-0.00041493-0.0036561i,-0.0030852-0.0011701i,0.0016139-0.001814i,-0.0054326+0.0033878i,0.0047656-0.0010969i,-0.0054221+0.002215i,0.0019446+0.0013051i,0.0020522+0.0042976i,-0.00056216+0.001085i,-0.0036138-0.004644i,-0.0016895+0.0015437i,-0.0017941+0.0011091i,-0.0012594+0.0040789i,-0.0008961+0.0016807i,-0.00023079+0.0020269i,-0.00046866-0.00030322i,-0.0097689-0.00067472i,0.0005731-0.00012705i,-0.0029776+0.0034206i,-0.00039937+0.0026246i,0.004218-0.0025359i,9.7516e-05-0.0019062i,0.0019013-0.0041508i,-0.0024764-0.0022322i,0.0048774+0.0053094i,0.0032994+0.0028014i,-0.00094865-0.011821i,-0.0055898+0.03183i,0.010551+0.021428i,-0.0029438+0.0086511i,0.0017513-0.0015234i,0.0020571-0.0028333i,-0.002048+0.010397i
