-0.029629-0.041131i,-0.022542-0.01926i,-0.013496-0.03587i,-0.03008-0.019998i,-0.022687-0.00029642i,-0.014135-0.0057353i,-0.056016-0.059185i,-0.047724-0.017302i,-0.038664-0.014228i,0.010533+0.011859i,-0.0074504+0.0053296i,-0.019387+0.018853i,0.0025759+0.011539i,-0.0060248-0.0031535i,0.0002914+0.0012872i,-0.00090603+0.030173i,0.028019+0.027765i,0.0024231-0.0023271i,-0.0020906-0.0067093i,0.007782+0.0025067i,0.0029087+0.00081885i,0.00016347+0.0037488i,-0.00038779+0.00026021i,-0.037336-0.011738i,-0.00017513-0.0078138i,0.0014634+0.0022223i,0.0060334+0.0016381i,0.0018822+0.00065985i,0.0011911-0.00056799i,-0.00055007-0.0026044i,0.0015652-0.0027218i,-0.0026904-0.0058801i,-0.00041309-0.0048228i,0.0029477-0.00087015i,0.0045248-0.0029332i,0.0025469+0.030223i,0.0039313-0.0034963i,0.0030612-0.001743i,0.0079921-0.0013315i,-0.0054103-0.0023525i,-0.00032648+0.0011235i,0.0094309-0.00017211i,0.0042118-0.0026778i,-0.0012887+0.0091182i,-0.017783-0.0074362i,-0.018393+0.014466i,-0.0035859-0.061459i,-0.0054506-0.027172i,-0.026699-0.032319i,-0.011237-0.027106i,0.054454-0.021225i,0.016121-0.043114i,0.022208-0.049195i,0.0055214-0.056031i,0.026143-0.021076i,0.0083949+0.0061009i,0.024798-0.034262i,-0.0080601-0.0062929i,0.003796-0.0047226i,-0.0044223-0.0073881i,-0.002361-0.032777i,-0.018267+0.029869i,0.0080712-0.011739i,-0.0090078-0.0039243i,-0.004325-0.001329i,0.0008568-0.012805i,-0.011181+0.0044157i,0.0024933+0.0098706i,-0.0046465+0.026713i,0.0053638+0.0025491i,-0.0053876-0.0020208i,-0.0020852-0.0020069i,-0.012214-0.0073182i,-0.00070805-0.0040859i,-0.03608+0.0018819i,0.0012234-0.010789i,-0.0084388+1.1951e-05i,-0.0066289-0.0022569i,0.005211+0.0011089i,-0.0083322-0.0003522i,0.0018134-0.00039401i,0.0037848+0.0068459i,0.0039527+0.00050554i,-0.0086523-0.013205i,0.0024267+0.0089622i,-0.015557+0.0047649i,0.0065635-0.00021547i,-0.022369+0.0002969i,-0.017162+0.0054278i,-0.0090454-0.065047i,0.0078108-0.012781i,-0.050164-0.02281i,-0.021798+0.0012374i,0.01744+0.011749i,-0.022744+0.014472i,-0.019666-0.0048363i
0.024655-0.027961i,0.010297-0.015862i,0.010735-0.019814i,0.0025202-0.011069i,0.00086565-0.019i,-0.0053211-0.0043577i,0.01227-0.016743i,-0.0073812-0.013811i,-0.010385-0.0094583i,0.0051737-0.00092887i,-0.00062204-0.00025082i,-0.001372+0.00096076i,0.0023822-0.00038313i,0.00013901-0.0007578i,-0.00034759-0.001153i,0.002026-0.0036352i,-0.0052362+0.0023799i,-0.00093221-0.0011733i,9.0327e-05+6.3103e-05i,-1.4972e-05+0.0017075i,-0.00050307+0.002181i,-0.00085483+0.00082506i,0.001166+0.00044808i,-0.0023079+0.0037685i,0.0001185-0.0024549i,-0.00040789+0.00020105i,-0.00020435+0.00067934i,0.00083233-0.00065942i,0.0012331+9.5699e-05i,7.3178e-05-0.00058754i,0.0015378-0.0015662i,0.0034353-0.00026242i,0.0015459+0.00028861i,0.00029894-0.00092919i,0.0026353+4.1257e-05i,0.0074689-0.0019113i,-0.00021798+0.00055586i,6.0599e-05+0.00044119i,0.00015623-0.001399i,0.00087493-0.0013558i,0.00094422+0.001926i,0.0018367+0.00090708i,0.001802-0.0015778i,0.0018721+0.0017489i,0.0007755-0.028598i,0.006896+0.001987i,0.020553+0.0045529i,0.0051351+0.0064143i,-0.008498-0.02159i,0.0081524+0.0073024i,0.012763+0.015822i,0.0020056+0.016229i,0.019587+0.0056123i,0.0037075+0.0073074i,0.00036862-0.0083437i,0.0016796-0.0030479i,0.0013214-0.004931i,0.0083368+1.7856e-05i,0.00098427+0.0042702i,-0.0072791+0.011757i,-0.0045388-0.0061745i,0.0045666+0.0099217i,-0.0029196-0.00081191i,0.0002266+0.0017706i,-6.4003e-05+0.0016631i,-0.0024826-0.0027759i,0.0052505-0.0031148i,-0.0043605-0.0013274i,0.0044246-0.00041599i,-0.0065915+0.0028216i,-0.0015952+4.5314e-05i,0.0011469-0.001012i,-0.00503-0.0014585i,-0.003558-0.0008694i,-0.013495-0.0089903i,0.0033912-0.0027819i,-0.0026748-0.00054685i,-0.0011927+0.0017523i,-0.0033522+0.0028047i,0.0088852+0.0019677i,-0.0045049+0.00024228i,-0.0015738-0.0051154i,-0.0033502-0.00027682i,-0.0023268-0.000948i,0.0033805-0.0040917i,0.0031627+0.00035464i,0.0019133-0.0010342i,-0.00052351+0.0065787i,0.0030269+0.0034338i,0.020207-0.0020143i,-0.023833-0.0023001i,-0.031646+0.0203i,-0.0060186+0.011403i,0.0014427+0.0029115i,0.00614-0.0043725i,-0.012552-0.0011506i
0.019276-0.030569i,0.0072552-0.018094i,0.0068808-0.021073i,0.00036742-0.010627i,-0.0032203-0.01911i,-0.0054806-0.0035172i,0.0077037-0.019884i,-0.0093824-0.011682i,-0.011736-0.0075275i,0.0048198-0.0024707i,-0.00064904-0.00049205i,-0.00065821+0.0014832i,0.0019032-0.00075351i,0.00027901-0.00038885i,-0.00047148-0.001086i,0.0014587-0.0036944i,-0.0040106+0.0039157i,-0.0013631-0.00084907i,-6.3424e-05+2.072e-06i,0.00040197+0.0015982i,0.00033485+0.0023057i,-0.00053108+0.00098384i,0.0012761+3.6621e-05i,0.00010022+0.0036941i,-0.00055695-0.0021468i,-0.00020451+0.00033538i,0.00023165+0.0012146i,0.00050722-0.0007679i,0.0011831-0.00019332i,3.2177e-05-0.00042284i,0.00088584-0.002197i,0.0034256-0.0015135i,0.0016928-0.00025895i,-0.00011041-0.00087315i,0.0030192-0.00098682i,0.0067128-0.0037654i,-3.0685e-05+0.00068872i,0.00019485+0.00030492i,1.8787e-05-0.0011145i,0.00042052-0.0020668i,0.0015625+0.0014506i,0.0020625-1.7643e-05i,0.00128-0.0016492i,0.0028542+0.0014965i,-0.0038885-0.027205i,0.0071145+0.0020453i,0.021251+0.0016252i,0.0073046+0.0028809i,-0.013169-0.017255i,0.012171+0.0038342i,0.016206+0.011452i,0.0050636+0.0117i,0.018181-0.0017344i,0.0069576+0.0029435i,-0.0023863-0.0081046i,-0.0011511-0.0034455i,-0.00081645-0.0061113i,0.0060821-0.0025907i,0.0020576+0.0035021i,-0.0016032+0.013958i,-0.0056498-0.0029089i,0.0060538+0.0075761i,-0.0030704+0.00035828i,0.0012306+0.0026065i,0.0011494+0.0016323i,-0.0041796-0.0016654i,0.0050835-0.0063404i,-0.0049461-0.00014021i,0.0046288-0.0025123i,-0.0045174+0.0058325i,-0.001319-0.00050096i,0.0003296-0.0017028i,-0.0042873+0.0015209i,-0.0030978+9.8146e-05i,-0.014423-0.0029561i,0.001545-0.003283i,-0.0023606+0.00019526i,-0.0014857+0.0012298i,-0.0020278+0.0035811i,0.010074-0.0012818i,-0.0040237+0.0023482i,-0.0032501-0.0043306i,-0.0027699+0.00025344i,-0.0024881+0.000184i,0.00052859-0.0039866i,0.0032487-0.00097752i,0.0020916-0.0010652i,0.0011238+0.0059233i,0.0024018+0.0025676i,0.017857-0.007781i,-0.022834+0.0028975i,-0.028502+0.02736i,-0.0044641+0.0089717i,0.0032174+0.004776i,0.0043192-0.0040533i,-0.013717+0.0014334i
0.014285-0.032245i,0.003382-0.019886i,0.00288-0.021596i,-0.0012101-0.0097554i,-0.0072546-0.01833i,-0.0054768-0.0030384i,0.0029576-0.021634i,-0.010751-0.0096434i,-0.012822-0.0054157i,0.0037576-0.0037104i,-0.0010407-0.00058403i,0.00021881+0.0017228i,0.0014322-0.00077682i,0.0007941-0.00020312i,-0.00068015-0.0010466i,0.00088327-0.0037659i,-0.0022713+0.0047328i,-0.0017621-0.00031433i,-0.00023951+0.00014865i,0.00075505+0.0012692i,0.001189+0.0017007i,-0.00035053+0.00099625i,0.0011906-0.00044192i,0.0019979+0.002536i,-0.00083173-0.0017803i,7.644e-05+0.00033866i,0.00099802+0.0011137i,0.00016293-0.00075159i,0.0010821-0.00045011i,-3.0209e-05-0.00044145i,5.5728e-05-0.0025379i,0.0026819-0.0028171i,0.0014711-0.00098449i,-0.0003908-0.00062178i,0.0028303-0.0024338i,0.0054951-0.0054895i,0.00032158+0.00075027i,0.00022373+0.0002189i,-4.2897e-05-0.0011087i,-0.00040518-0.0024381i,0.0020537+0.00070232i,0.0017511-0.00085069i,0.00087056-0.0017031i,0.0034258+0.00055175i,-0.0076583-0.02552i,0.0091051+0.001939i,0.022095-0.001526i,0.007837-0.00062162i,-0.015324-0.01227i,0.015193-0.00092576i,0.017962+0.0066461i,0.0073053+0.0077572i,0.014784-0.0065693i,0.0081719-0.0005676i,-0.0050928-0.0065822i,-0.0038161-0.0021076i,-0.0043258-0.0063291i,0.0031134-0.0036581i,0.0022218+0.0025079i,0.0032749+0.013242i,-0.005151-0.00034669i,0.0063379+0.0049339i,-0.0028043+0.0022238i,0.0024422+0.0026351i,0.0017868+0.0010228i,-0.0049885+0.00036641i,0.0031164-0.0081373i,-0.0046272+0.0012174i,0.0040401-0.0041825i,-0.00036307+0.0066146i,-0.0017526-0.0010038i,-0.0005712-0.0014917i,-0.0027021+0.0029847i,-0.0022603+0.00083011i,-0.013332+0.0023027i,0.00069915-0.0035659i,-0.0017335+0.00068476i,-0.0013849+0.0017817i,-0.00023392+0.0035616i,0.0097407-0.0051924i,-0.0024638+0.0038379i,-0.0045214-0.0028454i,-0.0023552+0.00039396i,-0.0019568+0.00092619i,-0.0002058-0.0026332i,0.0024685-0.0019694i,0.0025543-0.0013959i,0.0012382+0.0041042i,0.0018788+0.0023762i,0.015547-0.011335i,-0.019938+0.006521i,-0.022287+0.033331i,-0.004582+0.0070913i,0.0057967+0.004741i,0.0026733-0.0028099i,-0.013102+0.0041084i
0.0093438-0.033696i,-0.00081484-0.020327i,-0.00091018-0.021699i,-0.0020521-0.0092185i,-0.011022-0.016283i,-0.00567-0.0027616i,-0.0022714-0.021951i,-0.011607-0.0075807i,-0.013157-0.0028595i,0.0024005-0.0044926i,-0.0016098-5.5879e-05i,0.001086+0.0011815i,0.0013244-0.00063051i,0.00109-0.00071707i,-0.00093345-0.00083266i,0.00016321-0.0036485i,-0.00078917+0.0046917i,-0.0018961+0.00055595i,-0.00018711+0.00050241i,0.00091425+0.00079601i,0.0014093+0.00081797i,-0.00034793+0.0010726i,0.00085071-0.00081309i,0.0030572+0.00021384i,-0.0010269-0.0015754i,0.00019373+0.00020422i,0.0012997+0.0006668i,-3.0032e-05-0.00065428i,0.00097428-0.00073618i,-0.0003197-0.00032261i,-0.00091922-0.0026219i,0.0014431-0.0035602i,0.0010293-0.0014755i,-0.00048546-0.00044145i,0.0016562-0.0039799i,0.0038879-0.0068712i,0.00079509+0.00048606i,0.0003069+0.00025746i,-0.00023007-0.0010202i,-0.001324-0.0025397i,0.0020853-0.00010967i,0.0012964-0.00119i,0.00030288-0.0016842i,0.0034513-9.4826e-05i,-0.010894-0.023676i,0.011739-0.00044727i,0.022673-0.0051729i,0.007831-0.0034309i,-0.014705-0.0073217i,0.016181-0.0074646i,0.018573+0.002104i,0.0085308+0.0029796i,0.01164-0.0096866i,0.0093463-0.0038578i,-0.006446-0.003916i,-0.005402+0.00046259i,-0.008211-0.0051172i,0.00078952-0.003514i,0.0021192+0.002155i,0.0069745+0.01147i,-0.0040221+0.0014116i,0.00542+0.0023176i,-0.00051004+0.0038488i,0.0036463+0.0021095i,0.0025139+0.00045472i,-0.0046189+0.0026391i,0.00084653-0.0093751i,-0.0040069+0.0021077i,0.002714-0.0059706i,0.0024064+0.0046825i,-0.0027087-0.0010198i,-0.0008797-0.0011182i,-0.0010361+0.0039922i,-0.0015125+0.0010565i,-0.010285+0.0067256i,-0.00071963-0.0041451i,-0.00094773+0.00071002i,-0.00091111+0.0016244i,0.00098771+0.0026038i,0.0076618-0.0091513i,2.1509e-05+0.0043942i,-0.0046855-0.00097728i,-0.002389+0.00064771i,-0.0015504+0.00132i,-0.00034548-0.0020611i,0.0014962-0.0021231i,0.0028648-0.0022334i,0.00075677+0.0038348i,0.001825+0.0026389i,0.012672-0.014926i,-0.017726+0.0070493i,-0.014038+0.036047i,-0.0047837+0.0070416i,0.0074545+0.0038322i,0.0024212-0.0013035i,-0.011582+0.0058057i
0.003917-0.034428i,-0.0048312-0.019441i,-0.0049056-0.021126i,-0.0032347-0.0093001i,-0.013528-0.013696i,-0.0060674-0.002543i,-0.006831-0.020531i,-0.0121-0.0057189i,-0.012621-0.0005455i,0.00077557-0.004512i,-0.0015416+0.00083472i,0.0013585+0.0004817i,0.0014337-0.00068451i,0.00058514-0.00096905i,-0.0010268-0.00046799i,-0.00064189-0.0032505i,0.00041698+0.0046371i,-0.001375+0.0013946i,7.5968e-05+0.00055736i,0.00070433+0.00042799i,0.0012817+8.9688e-05i,-2.7692e-05+0.0010952i,0.00050194-0.00098045i,0.0022825-0.0019219i,-0.0015174-0.0014465i,0.00020669+6.4061e-05i,0.0014609+0.00025376i,-6.9915e-05-0.00050033i,0.00066158-0.001037i,-0.00044395+7.3679e-05i,-0.0019871-0.0021849i,0.00022581-0.0037856i,0.00026929-0.001784i,-0.00058349-0.00020995i,-0.00049694-0.004414i,0.0020491-0.0078051i,0.00084001+3.7997e-05i,0.00043529+5.2402e-05i,-0.00035385-0.00082537i,-0.0024411-0.0021437i,0.0018148-0.0009203i,0.00087546-0.0014416i,-0.00019068-0.0015149i,0.003516-0.0006043i,-0.01362-0.021913i,0.012855-0.0044662i,0.022686-0.0094015i,0.0077384-0.0069883i,-0.011992-0.0033847i,0.014415-0.014479i,0.018335-0.0019924i,0.0077746-0.001433i,0.0080171-0.01112i,0.0098454-0.0078867i,-0.00661-0.0022597i,-0.0054101+0.0036389i,-0.011928-0.0014658i,-0.00098344-0.002778i,0.0022134+0.0021441i,0.0099209+0.0088102i,-0.002617+0.0023083i,0.0034617+0.0013344i,0.0021973+0.0027612i,0.0050475+0.0008331i,0.0029895-0.00065571i,-0.00309+0.0048334i,-0.0024421-0.010485i,-0.0035577+0.0032963i,0.00069492-0.0071433i,0.0028674+0.0029509i,-0.0036142-0.00012287i,-0.0011486-0.0009101i,0.0019061+0.0040462i,-0.0010832+0.00054788i,-0.0056921+0.0090721i,-0.0030694-0.0039068i,-0.00051136+0.00028593i,-0.00058644+0.0013978i,0.0012864+0.0014013i,0.0039266-0.012185i,0.0022526+0.0033518i,-0.0038384+0.00016827i,-0.0021634+0.00097458i,-0.0010216+0.0022129i,-0.00068365-0.001424i,0.00070368-0.0020632i,0.0025279-0.0032953i,0.00058899+0.0039275i,0.0020425+0.002746i,0.0086117-0.017246i,-0.018734+0.0072021i,-0.0071116+0.034878i,-0.003944+0.0066084i,0.0085308+0.0023599i,0.0030294-0.00050131i,-0.0098051+0.0066191i
-0.0011105-0.03407i,-0.0081119-0.017826i,-0.0084623-0.019711i,-0.0047029-0.0088387i,-0.015849-0.011254i,-0.0066263-0.0022218i,-0.010005-0.018631i,-0.012483-0.0041134i,-0.01145+0.0011233i,-0.00033408-0.0038505i,-0.00090476+0.0014527i,0.0013124+3.1069e-05i,0.0014226-0.00090275i,0.00038464-0.00065613i,-0.00094253-0.00023497i,-0.0012491-0.0025688i,0.0018236+0.0042977i,-0.00063809+0.0016259i,0.00031543+0.00054522i,0.00054395+0.0004043i,0.00094602-0.00045031i,0.00015654+0.00092071i,8.4331e-05-0.0011339i,0.00083836-0.0031613i,-0.0021361-0.00091373i,8.6191e-05+7.7745e-05i,0.0016538-0.00026067i,-0.00015403-0.00047841i,0.00022877-0.0011031i,-0.00032766+0.00033197i,-0.0027476-0.0012786i,-0.0012327-0.0036587i,-0.00049562-0.0015302i,-0.00050044+3.2015e-05i,-0.0020365-0.0036576i,-6.8708e-05-0.0082747i,0.00074818-4.8994e-05i,0.00037576-0.00012429i,-0.00038855-0.00072742i,-0.0034091-0.0011656i,0.0012599-0.0014216i,0.00042475-0.0015532i,-0.00055143-0.0010689i,0.0034408-0.0013784i,-0.016445-0.020224i,0.012203-0.0086982i,0.021661-0.013926i,0.0054744-0.010974i,-0.007574-0.0029765i,0.009201-0.01998i,0.017805-0.0054673i,0.0064824-0.0042321i,0.0055508-0.01031i,0.008698-0.012111i,-0.0069502-0.00070224i,-0.0034364+0.0063216i,-0.013569+0.0039278i,-0.0023325-0.0018572i,0.0025285+0.0021532i,0.011067+0.0049981i,-0.0011632+0.0023054i,0.0019432+0.001252i,0.0023219+0.00077222i,0.0053861-0.0015051i,0.0027192-0.0024248i,-2.5775e-05+0.0059651i,-0.0070794-0.0084839i,-0.0021997+0.0051609i,-0.0025149-0.0072495i,0.0039738+0.0020239i,-0.003993+0.001412i,-0.0012801-0.00057919i,0.0047125+0.00098056i,-0.00093002+0.00011095i,-0.00053103+0.0083456i,-0.0050088-0.0020259i,-0.00051742-0.00028651i,-0.00080433+0.0011646i,0.0012943+0.00044959i,-0.0010844-0.01374i,0.0035235+0.0012255i,-0.0033826+0.0006121i,-0.0020421+0.0013982i,0.00064261+0.0025449i,-0.00031751-0.00051665i,0.00010281-0.0016237i,0.0015399-0.0042711i,0.00054174+0.0042583i,0.0021533+0.0025523i,0.004535-0.017523i,-0.020171+0.010221i,-0.0020089+0.033121i,-0.0036268+0.0053361i,0.0092617+0.00039243i,0.0036715-0.00073449i,-0.0083119+0.0063987i
-0.0059802-0.03335i,-0.010541-0.015797i,-0.011478-0.017793i,-0.0058263-0.0080939i,-0.017721-0.008032i,-0.0072877-0.001653i,-0.012605-0.017012i,-0.012887-0.0024084i,-0.010247+0.0018789i,-0.0008711-0.0030997i,-0.00014531+0.0017887i,0.001184-0.00023357i,0.0013728-0.0010779i,0.00060255-0.00055879i,-0.00088176-7.1859e-05i,-0.0014944-0.0017681i,0.0029582+0.0034128i,-3.5327e-05+0.0016061i,0.00056796+0.00044051i,0.0005653+0.00048149i,0.0004024-0.00072732i,0.00018144+0.00087111i,-0.00036718-0.00095468i,-0.00054188-0.003399i,-0.0022554-0.00010554i,0.00014659+0.0001507i,0.0013995-0.00089287i,-0.00021765-0.00036464i,-8.8431e-05-0.001001i,-0.00012803+0.00053154i,-0.0030479-0.00022455i,-0.0024787-0.0027591i,-0.00090667-0.0010744i,-0.00032112+0.00014284i,-0.0030211-0.0028225i,-0.0022353-0.0078894i,0.00090809-0.00021113i,0.00031635-0.00012502i,-0.00057342-0.00059607i,-0.0039262+0.00021457i,0.00066317-0.0017397i,-1.7276e-05-0.0015376i,-0.00067118-0.00054507i,0.0030717-0.00197i,-0.019502-0.017931i,0.010098-0.012171i,0.019357-0.018128i,0.0016898-0.013227i,-0.0053426-0.0056834i,0.0030993-0.022494i,0.017435-0.0092228i,0.0056287-0.0069377i,0.0054014-0.0096998i,0.0069479-0.01541i,-0.0074769+0.00070183i,-0.00054092+0.0072959i,-0.012145+0.01039i,-0.0033064-0.00063487i,0.0028921+0.0019441i,0.010955+0.0021716i,-0.00034372+0.001787i,0.00052077+0.0020527i,0.0020622+0.00019991i,0.0039664-0.0036838i,0.0011078-0.0036084i,0.0028956+0.004953i,-0.0091283-0.0038821i,0.00081512+0.0055876i,-0.005063-0.0054711i,0.0044028+4.6547e-05i,-0.0035597+0.003246i,-0.0013367-0.00038556i,0.0042074-0.0027792i,-0.0012571+7.1919e-05i,0.0022158+0.0052576i,-0.0052471+0.00015942i,-0.00099154-0.00080871i,-0.00097701+0.0014592i,0.00087907-0.00032761i,-0.0068138-0.012475i,0.0031573-0.0011628i,-0.0031632+0.0011387i,-0.0017037+0.0022308i,0.0020313+0.0018714i,0.00038531-0.00081593i,1.0794e-05-0.00080802i,0.0002069-0.0048162i,0.00036426+0.0050292i,0.0024592+0.0024163i,0.0022824-0.017102i,-0.020208+0.014287i,0.002243+0.030899i,-0.0041806+0.003757i,0.0085009-0.0023621i,0.0035345-0.00082362i,-0.0077754+0.0054701i
-0.010975-0.031991i,-0.0123-0.013751i,-0.01415-0.015505i,-0.0068113-0.0075528i,-0.018727-0.0045681i,-0.0080111-0.00083241i,-0.015352-0.015159i,-0.012847-0.00055848i,-0.0093899+0.0021651i,-0.0011045-0.0025698i,0.00070549+0.0018239i,0.001109-0.00049674i,0.0013149-0.0012944i,0.00068715-0.00077873i,-0.00080175+0.00010782i,-0.0013558-0.0011344i,0.0037132+0.0024069i,0.00055955+0.0014309i,0.00081557+0.00014003i,0.00076636+0.000456i,-0.00034227-0.00052051i,0.00046527+0.00085456i,-0.00061439-0.00064803i,-0.0016769-0.0030108i,-0.0020254+0.00067892i,0.00018225+0.00011637i,0.00071271-0.0012132i,-0.00024225-0.00031063i,-0.00037641-0.00079119i,4.7703e-05+0.00057867i,-0.003052+0.00088496i,-0.0029902-0.0014838i,-0.00093948-0.00062819i,-0.00019198+9.285e-05i,-0.0038962-0.0016184i,-0.0039562-0.0065666i,0.00079339-0.00060729i,0.000312-0.00012005i,-0.00065384-0.00019116i,-0.0038189+0.0016566i,-0.00012776-0.0017132i,-0.00051872-0.0015514i,-0.00050963-0.00012311i,0.0026534-0.0020848i,-0.02216-0.014695i,0.0068165-0.014505i,0.016056-0.021401i,-0.0022891-0.013677i,-0.0056704-0.0078054i,-0.0032442-0.02328i,0.016452-0.013676i,0.0039271-0.0098887i,0.0056759-0.010531i,0.0043588-0.018853i,-0.0080747+0.0025509i,0.0021724+0.0067054i,-0.0074931+0.015071i,-0.0037082+0.00058022i,0.0030914+0.0016672i,0.010664-0.00029424i,3.1027e-05+0.0014333i,0.00042166+0.0035985i,0.0024052-0.00059254i,0.0020175-0.0042865i,-0.00043095-0.0036393i,0.004604+0.0029995i,-0.0087956+0.00023538i,0.0033054+0.0042266i,-0.0066847-0.0031976i,0.0033903-0.0016587i,-0.0019173+0.0046991i,-0.001691-0.00018824i,0.0016717-0.0052648i,-0.0015465+0.00034472i,0.0026625+0.0021496i,-0.00478+0.0021281i,-0.0018792-0.00081628i,-0.00086751+0.0015597i,2.6425e-05-0.00065235i,-0.010638-0.0088669i,0.0017885-0.0026662i,-0.0026958+0.0015129i,-0.00075379+0.0026968i,0.0028168+0.00043818i,6.2176e-05-0.0010521i,0.00063473-0.00044834i,-0.0010058-0.0045689i,0.0017241+0.006367i,0.0025187+0.0022716i,-0.00027044-0.017103i,-0.019138+0.018692i,0.0056932+0.028345i,-0.0060062+0.0029581i,0.0058419-0.0038381i,0.003858-0.0010966i,-0.0085102+0.0049648i
-0.015726-0.029454i,-0.013751-0.012108i,-0.016211-0.012648i,-0.0079427-0.0069143i,-0.019149-0.0013452i,-0.0085332+0.00039933i,-0.017629-0.012811i,-0.012425+0.001054i,-0.0091193+0.0022704i,-0.0012144-0.0021027i,0.0015649+0.001413i,0.0010631-0.00052924i,0.0011243-0.0014635i,0.00064361-0.00089907i,-0.00072912+0.00023029i,-0.0010471-0.00098025i,0.0044453+0.0012263i,0.00097532+0.0010779i,0.00078315-0.00031799i,0.0010084+0.00039622i,-0.00056986-1.2505e-05i,0.00091616+0.00058418i,-0.00061445-0.00036769i,-0.0023299-0.0025957i,-0.001629+0.0011949i,0.00026822+8.2059e-05i,0.00021563-0.0010201i,-0.000327-8.6082e-05i,-0.00059391-0.00054142i,0.00036218+0.00061168i,-0.0025852+0.0020742i,-0.0030428-0.00042498i,-0.0010159-0.0003474i,-0.00020616+0.00016197i,-0.0041745+9.5081e-07i,-0.0049407-0.0049158i,0.00046604-0.00076893i,0.00027763-0.00013815i,-0.00032547-7.0664e-05i,-0.0031273+0.0030368i,-0.00061028-0.0013519i,-0.00089305-0.0012344i,-0.00013861+5.0089e-05i,0.0026556-0.0022816i,-0.023846-0.011076i,0.0039462-0.014705i,0.012623-0.023623i,-0.0059069-0.01287i,-0.0073384-0.0087588i,-0.009737-0.021294i,0.014068-0.018222i,0.0020372-0.012116i,0.0055728-0.011587i,7.1566e-05-0.021231i,-0.0082248+0.0051229i,0.0040758+0.0051054i,-0.001644+0.017035i,-0.0039098+0.0020641i,0.0034411+0.0016449i,0.0095881-0.0025987i,0.00019394+0.00097274i,0.0017095+0.0051041i,0.0019464-0.0015417i,0.00084685-0.0038852i,-0.0018581-0.0030644i,0.0051634+0.0009149i,-0.0067882+0.0031236i,0.0048302+0.0020431i,-0.0070874-0.0002149i,0.0020362-0.0021556i,0.00039344+0.0048528i,-0.0017329+0.00046934i,-0.0012842-0.0059507i,-0.0015534+0.00032959i,0.0013775+0.00040229i,-0.0035524+0.0036232i,-0.0026445+4.1045e-05i,-0.0010052+0.0018576i,-0.00045991-0.00031463i,-0.0125-0.0046618i,-7.4885e-05-0.0032735i,-0.0023911+0.0017976i,0.00022861+0.0025647i,0.0027859-0.0010254i,0.00010924-0.0010191i,0.0013092-0.00074281i,-0.0022212-0.0047451i,0.0035417+0.0062575i,0.0027529+0.0022543i,-0.0021387-0.016364i,-0.016005+0.024187i,0.0084557+0.025908i,-0.0081113+0.0035416i,0.003107-0.0029521i,0.0036809-0.0019487i,-0.00944+0.0052489i
-0.019447-0.026267i,-0.015642-0.010828i,-0.017433-0.010035i,-0.0089566-0.0058931i,-0.019043+0.0023251i,-0.0085446+0.0018381i,-0.019513-0.010114i,-0.011863+0.002424i,-0.0094131+0.0026581i,-0.0010871-0.0019335i,0.0020583+0.00062625i,0.0011568-0.00085511i,0.0010158-0.0015695i,0.00081531-0.0013429i,-0.00063654+0.00035754i,-0.00099153-0.0010124i,0.0047208-0.00048392i,0.0010888+0.00065429i,0.00052441-0.00060476i,0.0014139+0.00010067i,-0.00049983+0.00038145i,0.00095734+0.00016093i,-0.00061433-0.00021692i,-0.0027748-0.0023649i,-0.0011465+0.0014992i,0.00030583-1.5376e-05i,-7.0355e-05-0.00085892i,-0.0003253+0.00015766i,-0.000705-0.00019608i,0.00072079+0.0004623i,-0.0016415+0.0029432i,-0.0029653+0.00059714i,-0.00088417-7.7571e-05i,-6.0308e-05+0.00020582i,-0.0036971+0.0013269i,-0.0053571-0.0033501i,0.00030918-0.00078242i,0.00041254-7.7529e-05i,-0.00019065-0.0002654i,-0.0017546+0.0038359i,-0.00080772-0.00094166i,-0.0011318-0.00092589i,0.00016236-0.00010722i,0.002746-0.0028539i,-0.024804-0.0072675i,0.0025477-0.014518i,0.0091698-0.025265i,-0.008914-0.010571i,-0.008168-0.0082801i,-0.014644-0.016449i,0.010401-0.02218i,6.2534e-05-0.014536i,0.005607-0.013393i,-0.0046167-0.021455i,-0.0068834+0.0083603i,0.0049319+0.0031723i,0.0036293+0.016166i,-0.0034301+0.0035168i,0.0043488+0.0013069i,0.0081114-0.0046047i,7.6788e-05+0.00061459i,0.0040829+0.0052536i,0.0010934-0.0015401i,0.00020555-0.0037217i,-0.0027108-0.0020581i,0.005118-0.00099912i,-0.0049516+0.0044214i,0.0050953-0.00065222i,-0.0062582+0.0024132i,0.0016169-0.0018613i,0.0020894+0.0038724i,-0.0013942+0.00083357i,-0.0042888-0.0051144i,-0.001786+0.0005885i,0.00037076+0.00062925i,-0.0019358+0.0043458i,-0.0025419+0.0011158i,-0.00078043+0.0028202i,-0.00040403-0.00019269i,-0.012925-0.00047739i,-0.0019032-0.0028447i,-0.0022629+0.0024414i,0.00074777+0.0023865i,0.0023217-0.0028009i,3.9262e-06-0.0015414i,0.0015994-0.0014903i,-0.0037877-0.0039666i,0.0053581+0.0052741i,0.0033294+0.0021138i,-0.0037335-0.015745i,-0.009607+0.027507i,0.011436+0.022941i,-0.009624+0.0051598i,0.0019005-0.0011531i,0.0028006-0.0021713i,-0.010116+0.0062125i
