-0.026646-0.043027i,-0.021194-0.021492i,-0.012105-0.037769i,-0.030072-0.021535i,-0.024244-0.001797i,-0.013263-0.0039724i,-0.05263-0.053879i,-0.047138-0.016857i,-0.038115-0.015919i,0.010121+0.01415i,-0.008778+0.0058638i,-0.020038+0.019246i,0.0021814+0.012208i,-0.0040298-0.0025578i,0.00094187+0.00092872i,-0.00015152+0.028593i,0.025838+0.026582i,0.002851-0.0019247i,-0.0020212-0.0067205i,0.0079049+0.0027539i,0.0028104+0.00088051i,0.00010518+0.0036201i,-0.00038697-1.3834e-05i,-0.035174-0.010237i,0.00039084-0.007739i,0.0016192+0.0024431i,0.0057448+0.0011873i,0.0021755+0.00032534i,0.001284-0.00055946i,-0.00011083-0.0026873i,0.0017861-0.0022151i,-0.0024916-0.0055128i,-0.00041369-0.0046537i,0.0032681-0.0007018i,0.0050418-0.0027897i,0.0029423+0.029515i,0.0041213-0.0033801i,0.0030612-0.0015961i,0.0085169-0.00061378i,-0.0050453-0.0022513i,-0.00027226+0.00097815i,0.01015+0.00079551i,0.0047235-0.0017451i,-0.0029189+0.0089929i,-0.016703-0.0077594i,-0.017936+0.016663i,6.6567e-05-0.062326i,-0.0042908-0.027329i,-0.025609-0.034385i,-0.010246-0.026811i,0.052439-0.023539i,0.016818-0.043639i,0.02509-0.048121i,0.0092119-0.054272i,0.027878-0.019643i,0.0088715+0.0064865i,0.026865-0.033246i,-0.0083264-0.0061194i,0.0028999-0.0040228i,-0.0049989-0.006802i,-0.0014857-0.033524i,-0.020909+0.029408i,0.0094153-0.011837i,-0.0093602-0.0038092i,-0.0041037-0.0017578i,0.00062828-0.013095i,-0.011017+0.0042384i,0.0025941+0.010584i,-0.0059271+0.027121i,0.0047306+0.0027315i,-0.0054965-0.0017277i,-0.0019036-0.0021524i,-0.013057-0.0076292i,-0.00011401-0.0046267i,-0.036295-0.0011295i,0.0014051-0.010792i,-0.0087585-2.2706e-05i,-0.0072106-0.0023585i,0.0055244+0.0012102i,-0.0080521-0.00098105i,0.0019055+0.00019523i,0.0040329+0.0073482i,0.0046655+0.00065675i,-0.0074865-0.013876i,0.0027667+0.0096008i,-0.015265+0.0046198i,0.0073445+0.0002688i,-0.022913-0.0010394i,-0.01836+0.0051088i,-0.0036721-0.066283i,0.0075973-0.012359i,-0.047342-0.025325i,-0.02012-0.0012396i,0.016347+0.013136i,-0.024068+0.014241i,-0.01942-0.0061742i
0.02619-0.023371i,0.012072-0.016263i,0.011685-0.019367i,0.0033386-0.01178i,0.0028013-0.020247i,-0.0054096-0.0056372i,0.011057-0.020414i,-0.0075098-0.014531i,-0.0098785-0.0099241i,0.0047397-0.0016599i,-0.00033529-0.00058254i,-0.0014966+0.0010029i,0.0025086+0.00023986i,0.00019596-0.0005563i,-0.00052598-0.0010378i,0.0018174-0.0037198i,-0.0058005+0.002447i,-0.00055101-0.00073299i,0.00020567-0.0002763i,-0.00017845+0.0016233i,-0.00028592+0.0018001i,-0.00046155+0.0010095i,0.001294+0.00060176i,-0.0013816+0.0033682i,0.00081133-0.0026139i,-0.00061908-0.00012989i,-8.0586e-05+0.0006313i,0.00072883-0.00055243i,0.0012269+0.00011411i,0.00037202-0.0011368i,0.0024466-0.0017526i,0.0037196-1.4935e-05i,0.0015455+0.00029525i,0.00041921-0.00081727i,0.0029007+2.3518e-05i,0.0067542-0.0012984i,-0.00033948+0.0005426i,-0.00016207+0.00016476i,0.00076522-0.0013276i,0.0010737-0.0016061i,0.00063036+0.0026109i,0.0016341+0.0022564i,0.001478-0.0018744i,0.0034169+0.0021856i,0.0040374-0.025939i,0.007859+0.0035131i,0.01956+0.0070939i,0.0046716+0.0069669i,-0.0091609-0.021947i,0.0085817+0.0082347i,0.014554+0.016481i,0.003948+0.015212i,0.01854+0.0066543i,-0.00050767+0.0086299i,0.00098501-0.0090186i,0.0015393-0.0030008i,0.0013251-0.0051662i,0.0083582-3.4159e-05i,0.00085964+0.0040956i,-0.0075169+0.010691i,-0.0046362-0.0062245i,0.0042675+0.010254i,-0.0030806-0.00084805i,0.00034266+0.0016976i,-0.00020139+0.001738i,-0.002653-0.0023005i,0.0055258-0.002917i,-0.0042259-0.0012417i,0.0042691+7.5274e-05i,-0.0066825+0.0032754i,-0.0013539+0.00011994i,0.0013304-0.00070723i,-0.0054156-0.0011667i,-0.0037323-0.0011428i,-0.01387-0.0096488i,0.0037479-0.0026647i,-0.0023484-0.00031561i,-0.0012876+0.0017661i,-0.0035038+0.0029501i,0.0096654+0.0038942i,-0.0039992+0.0010352i,-0.0016306-0.0049195i,-0.0036752-0.00019448i,-0.0027849-0.00059419i,0.0031025-0.0038786i,0.0036838+0.00023133i,0.0017386-0.0011777i,-0.0015921+0.0069209i,0.0020195+0.0046304i,0.019082-0.0027333i,-0.024698-0.0031207i,-0.032659+0.019832i,-0.0065688+0.012109i,0.0010908+0.0016698i,0.0067131-0.0045595i,-0.013419-0.00074761i
0.021116-0.026331i,0.008761-0.01872i,0.0078954-0.020892i,0.0010049-0.011407i,-0.0013645-0.020766i,-0.0058354-0.0046862i,0.0064997-0.023096i,-0.009593-0.012585i,-0.011319-0.0080727i,0.0041938-0.0030059i,-0.00048692-0.00090917i,-0.0007591+0.0015827i,0.0021476-0.00018755i,0.00031069-0.00020296i,-0.00060236-0.00095134i,0.0010215-0.0037286i,-0.0044496+0.0042364i,-0.00089609-0.00060899i,-4.3168e-05-0.00036233i,0.00021216+0.0015696i,0.00030444+0.001859i,-0.0001027+0.0010867i,0.0014342+0.00014842i,0.00071622+0.0030715i,6.6788e-06-0.0025032i,-0.00051174+0.00013839i,0.00031178+0.0010627i,0.00051775-0.00062943i,0.0011983-0.00015024i,6.7963e-05-0.0010034i,0.0017132-0.0026991i,0.0037382-0.001291i,0.001719-0.00026633i,5.8594e-06-0.00084341i,0.0033074-0.001052i,0.006223-0.0028886i,-0.00017191+0.00075102i,-9.9047e-05+0.00019791i,0.00066721-0.0011367i,0.00056646-0.002359i,0.0014013+0.0022498i,0.0023113+0.0013547i,0.00083457-0.0017116i,0.0045387+0.0016098i,-0.00038327-0.025312i,0.008325+0.0034096i,0.020703+0.0041441i,0.0069725+0.0033079i,-0.014053-0.017622i,0.012673+0.0048747i,0.017713+0.012008i,0.0063512+0.01044i,0.017071-0.00054434i,0.0036544+0.0047092i,-0.0020867-0.0090012i,-0.0012481-0.003276i,-0.00062656-0.0064395i,0.0060236-0.0026554i,0.0018542+0.0035126i,-0.0023769+0.013007i,-0.0057307-0.0028922i,0.0057511+0.0081744i,-0.0033147+0.00044299i,0.0013186+0.0024197i,0.0010643+0.0016761i,-0.0040829-0.0012505i,0.0053543-0.0061477i,-0.0048205-6.4814e-05i,0.004742-0.0018469i,-0.0046998+0.0061566i,-0.0011293-0.00057351i,0.0005466-0.0015341i,-0.0043444+0.001798i,-0.0033944-6.0392e-05i,-0.014905-0.0033355i,0.0019878-0.0033591i,-0.0019862+0.00029468i,-0.0015709+0.0011902i,-0.0021129+0.003827i,0.01185+3.2014e-05i,-0.0032211+0.0029992i,-0.0032576-0.004073i,-0.0028948+0.00061525i,-0.0027807+0.00092817i,0.00060298-0.0036338i,0.0036893-0.0014009i,0.0018533-0.0012584i,0.00029233+0.0064135i,0.0016673+0.0041632i,0.016562-0.0086726i,-0.023698+0.0021588i,-0.029525+0.027212i,-0.0046894+0.010135i,0.0025844+0.0040414i,0.004733-0.0044761i,-0.014542+0.0020945i
0.01646-0.028193i,0.0046401-0.020653i,0.0038074-0.021698i,-0.00069666-0.010552i,-0.0056131-0.020424i,-0.0060266-0.0039753i,0.0017032-0.02458i,-0.011134-0.010604i,-0.012479-0.0060142i,0.0030924-0.0040436i,-0.0010944-0.0010073i,0.00017859+0.0018165i,0.0017941-0.00028079i,0.00073465-6.1213e-05i,-0.00075398-0.00089529i,0.0002989-0.0035726i,-0.0025838+0.0052316i,-0.001278-0.00022464i,-0.00033903-0.00027753i,0.00056809+0.0013197i,0.001048+0.0014057i,7.2319e-05+0.0010027i,0.0013921-0.00038735i,0.0022429+0.0018321i,-0.00040432-0.0022126i,-0.0002777+0.00028763i,0.0009037+0.00096897i,0.00023083-0.00065035i,0.0010858-0.00042773i,-0.00026834-0.00098831i,0.00070871-0.0032823i,0.0031561-0.0027242i,0.0015422-0.0010192i,-0.000292-0.00059145i,0.0031219-0.002646i,0.005328-0.0044173i,0.00023849+0.0008712i,-2.9862e-05+0.00024287i,0.00050833-0.0013547i,-0.00029264-0.0027216i,0.0021445+0.0016071i,0.0024589+0.00039264i,0.00046186-0.0015265i,0.0051759+0.00036835i,-0.0042551-0.024356i,0.010422+0.0030558i,0.021937+0.00081708i,0.0075782-0.000291i,-0.016475-0.012467i,0.015877+8.1732e-05i,0.019142+0.0071905i,0.0078506+0.0065936i,0.013743-0.004747i,0.0053774+0.0017308i,-0.0052119-0.0074681i,-0.0038771-0.0018527i,-0.0041827-0.0068672i,0.0030461-0.0036774i,0.0020989+0.0027393i,0.0021454+0.01251i,-0.0049402-0.00028262i,0.0061809+0.005595i,-0.0031983+0.0024786i,0.0025179+0.0024331i,0.0016573+0.0010668i,-0.0048118+0.00073249i,0.0034256-0.0079766i,-0.0044447+0.0011958i,0.0044035-0.0034245i,-0.00042516+0.0071545i,-0.001673-0.0010609i,-0.00033291-0.0014567i,-0.0025824+0.0031181i,-0.0025102+0.00061593i,-0.013841+0.0020665i,0.00094311-0.0038132i,-0.0014628+0.00060537i,-0.0015305+0.0016854i,-0.00030132+0.0038695i,0.011906-0.0047405i,-0.001479+0.0042121i,-0.0044591-0.0026503i,-0.0023825+0.00062508i,-0.0018543+0.0017261i,-0.0001133-0.002309i,0.002611-0.0025291i,0.0022-0.001508i,0.00069906+0.0046792i,0.0015542+0.0042168i,0.01419-0.012212i,-0.020882+0.0058255i,-0.023429+0.033659i,-0.0042482+0.0083933i,0.0051493+0.0042598i,0.0027412-0.0034112i,-0.01367+0.0050195i
0.012061-0.029717i,0.00013129-0.021089i,-0.00017425-0.021951i,-0.001643-0.010016i,-0.0097374-0.018797i,-0.0063408-0.0034692i,-0.0035388-0.024834i,-0.012201-0.0085496i,-0.013016-0.0035636i,0.0016969-0.004583i,-0.0017995-0.00030765i,0.0010869+0.0012463i,0.0017529-0.00020977i,0.001025-0.00049058i,-0.000966-0.00070327i,-0.00038639-0.003217i,-0.00084387+0.0052457i,-0.0014629+0.00051997i,-0.00043863+0.00014542i,0.00075787+0.00090649i,0.0012721+0.00063486i,8.4963e-05+0.00089614i,0.0010546-0.00085899i,0.0029709-0.0002288i,-0.00076429-0.0021038i,-0.0001526+0.00024686i,0.0012149+0.00060584i,3.7419e-05-0.0005674i,0.00097986-0.00069485i,-0.00078479-0.00074446i,-0.00057091-0.003583i,0.0018934-0.0036769i,0.0010941-0.0015176i,-0.00033909-0.00047945i,0.0018812-0.004268i,0.004099-0.0058009i,0.00077714+0.00065505i,0.0001361+0.00035614i,0.00011659-0.001413i,-0.0013446-0.0027817i,0.0025457+0.00071798i,0.0023127-0.00033873i,0.00016502-0.001362i,0.0052555-0.00079528i,-0.007651-0.023103i,0.013083+0.00039191i,0.022812-0.0029932i,0.0075901-0.0031795i,-0.015927-0.0069612i,0.016987-0.0066433i,0.019632+0.0026811i,0.0085869+0.0021174i,0.010963-0.007566i,0.0073281-0.0014565i,-0.006728-0.0047018i,-0.0053466+0.00076927i,-0.0083453-0.0057632i,0.00073532-0.0034684i,0.0021253+0.0024079i,0.0056636+0.01121i,-0.0039638+0.0014134i,0.0054279+0.0030427i,-0.00071974+0.0043147i,0.0037754+0.0017357i,0.0024239+0.0005822i,-0.004336+0.002919i,0.0010777-0.0093661i,-0.0037552+0.0020581i,0.0034465-0.0053124i,0.0027204+0.0051973i,-0.0026553-0.00094569i,-0.00070416-0.0012641i,-0.00081033+0.0040451i,-0.0018114+0.00072244i,-0.010704+0.0066582i,-0.00052812-0.0044914i,-0.00074988+0.00057515i,-0.0012002+0.001645i,0.0010181+0.0026109i,0.009846-0.0096816i,0.00099532+0.0044513i,-0.0044656-0.00080454i,-0.0025413+0.00075355i,-0.0011449+0.0020236i,-0.00028291-0.0017685i,0.0015533-0.0025974i,0.0024661-0.0021274i,0.00030361+0.0045434i,0.00198+0.004645i,0.011176-0.015844i,-0.018612+0.0065453i,-0.014968+0.036706i,-0.0039806+0.0083502i,0.0068338+0.0035964i,0.0023163-0.0017162i,-0.011743+0.0066387i
0.0072592-0.030766i,-0.0040539-0.020191i,-0.0042994-0.021426i,-0.0028947-0.010086i,-0.012775-0.01648i,-0.0067352-0.0030006i,-0.0083692-0.0234i,-0.012851-0.0066901i,-0.012611-0.0012641i,0.00015717-0.0044176i,-0.0017483+0.00076958i,0.0014438+0.00052877i,0.0019558-0.00036744i,0.00055155-0.0007666i,-0.0010864-0.00027927i,-0.0010112-0.0026624i,0.00052497+0.0050545i,-0.0010069+0.0012417i,-0.00027342+0.00034084i,0.00056464+0.00054338i,0.001139+3.0852e-05i,0.00030964+0.00085536i,0.00066624-0.0010754i,0.0021525-0.002167i,-0.0013681-0.0020732i,-0.00011843+0.00022595i,0.0013643+0.0002462i,1.8256e-05-0.000468i,0.00069386-0.0010041i,-0.0010308-0.0001492i,-0.0020241-0.003251i,0.00051589-0.0040609i,0.00033901-0.0018693i,-0.00047542-0.00030115i,-0.00041425-0.0047525i,0.0025787-0.0068376i,0.00095148+0.00019462i,0.00034212+0.00021046i,-0.00024079-0.0012851i,-0.0025113-0.0024087i,0.0025338-0.00033703i,0.0020947-0.00094592i,-0.00012687-0.001157i,0.0052589-0.0017905i,-0.010281-0.021774i,0.0141-0.0039116i,0.023027-0.0074618i,0.0077545-0.0069582i,-0.012752-0.0025624i,0.01527-0.013825i,0.019401-0.0012404i,0.0076165-0.0017991i,0.0080934-0.0087119i,0.0082913-0.0056915i,-0.0068973-0.0029845i,-0.0051909+0.0038219i,-0.012489-0.0021148i,-0.00097324-0.0027972i,0.0023168+0.0022861i,0.0087615+0.0091973i,-0.0024637+0.0023341i,0.0038557+0.0020857i,0.0022179+0.0031991i,0.0049475+0.00028912i,0.0029961-0.00048417i,-0.002699+0.0049714i,-0.0022422-0.010538i,-0.0033706+0.0032294i,0.0016545-0.0069i,0.0033844+0.0033137i,-0.0034684+1.9204e-05i,-0.0010172-0.001128i,0.002094+0.0039886i,-0.0014721+0.00028099i,-0.0059681+0.0090809i,-0.0030044-0.0044168i,-0.00036207+0.00014101i,-0.00086083+0.0015688i,0.0012433+0.0013799i,0.0060209-0.013425i,0.0031363+0.0030673i,-0.0036051+0.00030764i,-0.0022953+0.001199i,-0.00044604+0.0026653i,-0.00071612-0.0012437i,0.00075632-0.0024869i,0.0023119-0.0029987i,0.00018577+0.0048908i,0.0027436+0.0045492i,0.0070046-0.018376i,-0.019969+0.0066131i,-0.007577+0.035699i,-0.0027903+0.0076846i,0.0080771+0.0023644i,0.0028277-0.00080229i,-0.0096119+0.0072903i
0.0028412-0.030885i,-0.0074272-0.018599i,-0.008012-0.020022i,-0.0045094-0.0096548i,-0.01556-0.014195i,-0.0071627-0.0024873i,-0.01193-0.021295i,-0.013429-0.0049862i,-0.011626+0.00044206i,-0.00082376-0.0036575i,-0.0009975+0.0015718i,0.0014013+1.0898e-05i,0.0019807-0.00073661i,0.00037972-0.00052176i,-0.0009652-1.0842e-05i,-0.0014355-0.0018568i,0.002025+0.0045776i,-0.00031614+0.0014396i,-9.5851e-05+0.00048419i,0.00039969+0.00056844i,0.00086479-0.00040103i,0.00041977+0.00059185i,0.000238-0.0012776i,0.00076048-0.0031902i,-0.0022031-0.0015294i,-0.0001525+0.00036308i,0.0015273-0.00027366i,-7.102e-05-0.00042978i,0.00027374-0.001131i,-0.00094093+0.00035874i,-0.0031823-0.0022866i,-0.0010274-0.0040293i,-0.00049856-0.0016407i,-0.00041455-8.2269e-05i,-0.0020807-0.0040328i,0.00072088-0.0075062i,0.00087698-6.7468e-07i,0.00032698+5.6693e-05i,-0.00046548-0.0011467i,-0.0035025-0.0013994i,0.0021112-0.0011533i,0.0017352-0.0015133i,-0.00039101-0.00080097i,0.0049072-0.0031348i,-0.013168-0.020717i,0.013304-0.0084589i,0.02207-0.012174i,0.0054703-0.011226i,-0.0076786-0.0019818i,0.010107-0.019441i,0.018963-0.004535i,0.0063166-0.0041558i,0.0063807-0.0081115i,0.0074163-0.010289i,-0.0073666-0.001301i,-0.0031954+0.0063108i,-0.014555+0.0036867i,-0.0025316-0.0018917i,0.0026745+0.0021336i,0.010373+0.0060033i,-0.0010564+0.002326i,0.0027759+0.0016325i,0.0025345+0.0010984i,0.0049499-0.0019432i,0.0028164-0.0022888i,0.0003441+0.0059519i,-0.0071229-0.0087603i,-0.0020891+0.0050064i,-0.001545-0.0075478i,0.0045938+0.0023045i,-0.0037254+0.0015629i,-0.0012501-0.00083541i,0.0047332+0.0007598i,-0.001338+0.00015328i,-0.00078874+0.008335i,-0.0051014-0.0024764i,-0.000469-0.00043938i,-0.0010434+0.0014245i,0.001214+0.00059543i,0.00026588-0.015556i,0.0042157+0.00058825i,-0.0031319+0.00068538i,-0.0021575+0.0016551i,0.0013643+0.0028353i,-0.00027093-0.00032601i,1.6083e-05-0.0019398i,0.0015182-0.0040484i,0.00025538+0.0053889i,0.0032704+0.0041607i,0.0025059-0.018573i,-0.021694+0.0098412i,-0.0022294+0.033807i,-0.0020359+0.0060179i,0.0091584+0.00042802i,0.0032951-0.00090527i,-0.0079184+0.0067743i
-0.0013909-0.030777i,-0.0099821-0.016648i,-0.011131-0.018077i,-0.0057755-0.0088976i,-0.017999-0.011085i,-0.0077016-0.0018715i,-0.01494-0.019259i,-0.013932-0.0031158i,-0.010502+0.0013104i,-0.0012044-0.0028135i,-0.0001053+0.0019204i,0.0012609-0.00030577i,0.0018961-0.0010306i,0.00050905-0.00043152i,-0.00082665+0.00017184i,-0.0014012-0.0010069i,0.0030784+0.003574i,0.00024155+0.0013698i,0.00018997+0.00054052i,0.00046184+0.00070041i,0.0004439-0.00067221i,0.000331+0.00053575i,-0.00025368-0.0011619i,-0.00057763-0.0032445i,-0.0024813-0.00060258i,2.4261e-05+0.00051263i,0.0012426-0.00088791i,-0.00016705-0.00032347i,-5.3313e-05-0.0010617i,-0.00063114+0.00075534i,-0.003834-0.0010132i,-0.0024334-0.0032033i,-0.00092055-0.0011951i,-0.00024311+4.9047e-05i,-0.0032071-0.0031133i,-0.0012357-0.0073785i,0.0010431-0.00019895i,0.0002917+3.1319e-05i,-0.00084314-0.0010267i,-0.0040582-5.8187e-05i,0.0015211-0.0017785i,0.0011366-0.0018822i,-0.00041713-0.00041753i,0.0039442-0.0041608i,-0.016593-0.018971i,0.010962-0.012122i,0.019791-0.01652i,0.001462-0.013795i,-0.0049053-0.0047673i,0.0041405-0.022051i,0.018798-0.0082874i,0.0056526-0.0064326i,0.0068529-0.0080582i,0.005753-0.01346i,-0.0080724+8.6815e-05i,-0.00042588+0.0072504i,-0.013263+0.010678i,-0.0036139-0.00064142i,0.0030047+0.0017876i,0.010952+0.0033578i,-0.00023047+0.001704i,0.001214+0.0020274i,0.0024726+0.00034953i,0.0034658-0.0038742i,0.0013153-0.0035068i,0.0031267+0.0048685i,-0.009342-0.0041879i,0.00082444+0.0053315i,-0.0042068-0.0061065i,0.0053123-7.3567e-06i,-0.003123+0.0032799i,-0.0013904-0.00061331i,0.0041736-0.0030104i,-0.001565+0.00024297i,0.0019553+0.0051557i,-0.0053573-0.00017264i,-0.00099419-0.00085375i,-0.00098075+0.0018302i,0.00086314-0.00024623i,-0.0063304-0.014461i,0.0035499-0.0019928i,-0.0028993+0.0011071i,-0.001746+0.0024137i,0.002861+0.0019285i,0.00047227-0.00083965i,-4.2695e-05-0.0010743i,0.00041101-0.0046392i,0.00042523+0.0063251i,0.0038618+0.0036414i,4.3491e-05-0.017674i,-0.021793+0.014164i,0.0022941+0.031605i,-0.0025174+0.0037039i,0.0086026-0.0025096i,0.003225-0.00081696i,-0.0074783+0.005697i
-0.005938-0.030212i,-0.011831-0.01475i,-0.013844-0.015735i,-0.0068891-0.0083236i,-0.019516-0.0075951i,-0.0083047-0.0010554i,-0.017815-0.016886i,-0.014024-0.0010908i,-0.0097795+0.0017615i,-0.0013351-0.0022786i,0.00086364+0.0018772i,0.0011611-0.00059131i,0.0017966-0.0013537i,0.0005641-0.00053941i,-0.00068591+0.00031848i,-0.00096181-0.00043946i,0.0037741+0.0024765i,0.0007449+0.0011261i,0.00049435+0.00037889i,0.00073292+0.00069721i,-0.00024548-0.00056486i,0.00051072+0.0005128i,-0.00057381-0.00089348i,-0.0014352-0.0028179i,-0.0023981+0.00027333i,0.00024052+0.00048571i,0.00061816-0.0012151i,-0.00017089-0.0003077i,-0.00034433-0.00087268i,-0.00026503+0.0009635i,-0.0041177+0.00042033i,-0.0032225-0.0018727i,-0.00098334-0.00067669i,-0.00014486-3.4447e-05i,-0.0041607-0.001838i,-0.0029101-0.0064588i,0.00093942-0.000636i,0.0002548+4.4898e-05i,-0.0010158-0.0004955i,-0.0040642+0.0013719i,0.00063291-0.0020246i,0.0003149-0.0021073i,-0.00021572-8.7997e-05i,0.002781-0.0045141i,-0.019486-0.016103i,0.0075942-0.014455i,0.016572-0.019873i,-0.0028358-0.014307i,-0.0049489-0.0071657i,-0.002166-0.022979i,0.017914-0.012839i,0.0043989-0.0092287i,0.0072597-0.0097926i,0.0033242-0.01704i,-0.0089709+0.0021523i,0.0022881+0.0067154i,-0.0084778+0.015767i,-0.0040765+0.00070313i,0.0031569+0.0014437i,0.011321+0.00057361i,-9.9686e-05+0.0012489i,0.0008109+0.0033854i,0.0029647-0.00064434i,0.0015273-0.0043375i,-0.00014859-0.0036304i,0.0047488+0.002866i,-0.0092173+1.648e-05i,0.0032295+0.0040531i,-0.0060202-0.0040554i,0.0041721-0.0022684i,-0.0013921+0.0045236i,-0.0017902-0.0003312i,0.001527-0.0053465i,-0.0017234+0.00052926i,0.002331+0.0019948i,-0.0047938+0.0017593i,-0.0018435-0.00077644i,-0.00068201+0.0018861i,-1.4983e-05-0.00064258i,-0.010803-0.010742i,0.0018887-0.0035389i,-0.0025248+0.0014171i,-0.0007164+0.0027772i,0.0036662+0.00038195i,0.00010976-0.001163i,0.00066367-0.00066633i,-0.00062001-0.0047053i,0.0020078+0.0076746i,0.0040578+0.0029821i,-0.0027416-0.017383i,-0.020748+0.018923i,0.0059708+0.028775i,-0.0046687+0.0023175i,0.005795-0.0041223i,0.0035682-0.0010325i,-0.008219+0.0050751i
-0.010425-0.028563i,-0.013496-0.013339i,-0.01584-0.012883i,-0.0080761-0.0076602i,-0.020446-0.0042265i,-0.0087595+0.00013286i,-0.020137-0.014044i,-0.013695+0.00078253i,-0.0093864+0.0020199i,-0.0012705-0.0017994i,0.0017624+0.0013112i,0.0011039-0.00060498i,0.0015463-0.0016107i,0.00055453-0.00064308i,-0.00059826+0.00035987i,-0.00036104-0.00048894i,0.0044168+0.0013664i,0.0010402+0.00066475i,0.00057173+1.5994e-05i,0.0010256+0.00062557i,-0.00047304-0.00012091i,0.00081655+0.00032345i,-0.00065781-0.00059423i,-0.0018361-0.0024634i,-0.0020652+0.00093703i,0.00043821+0.00041556i,0.00011137-0.0010903i,-0.00025358-0.000148i,-0.00057325-0.00063469i,0.00019966+0.0010932i,-0.0037866+0.0020486i,-0.0033867-0.00062311i,-0.0010504-0.00037228i,-0.00021242+6.6991e-05i,-0.0044211-0.00017196i,-0.0040386-0.0051401i,0.0005897-0.00083592i,0.00024071+6.3067e-05i,-0.00069808-0.00019978i,-0.0034263+0.0027984i,1.5238e-05-0.001886i,-0.00031533-0.001974i,8.473e-05+4.4797e-05i,0.0019909-0.0045908i,-0.021386-0.012781i,0.0046308-0.014862i,0.013148-0.02221i,-0.0067906-0.013347i,-0.0066245-0.0085036i,-0.0086051-0.021036i,0.015518-0.017507i,0.0028418-0.011365i,0.0071732-0.011338i,-0.00087508-0.019325i,-0.0091847+0.0051378i,0.0041711+0.0050748i,-0.0023239+0.018139i,-0.0043091+0.0022864i,0.0034526+0.0014185i,0.010593-0.002406i,5.0311e-05+0.00077758i,0.0018852+0.0048938i,0.0023305-0.0018494i,0.00034343-0.0037238i,-0.0016512-0.0031838i,0.0052947+0.00079503i,-0.0071909+0.0031542i,0.0047229+0.0019476i,-0.0068733-0.0012363i,0.0023536-0.0029623i,0.00075286+0.004426i,-0.0018531+0.00040524i,-0.0013965-0.0059895i,-0.0016787+0.00061422i,0.0008661+0.00030166i,-0.0036593+0.0031827i,-0.002536+1.1332e-05i,-0.00065501+0.0020345i,-0.00054455-0.00034138i,-0.013291-0.0061892i,-0.00020261-0.0041538i,-0.0022707+0.001668i,0.00023384+0.0026294i,0.0036472-0.0013284i,0.00018429-0.00098961i,0.0012555-0.0011256i,-0.0019708-0.0050994i,0.0039816+0.0073706i,0.0043138+0.0024849i,-0.0047896-0.016108i,-0.017713+0.024623i,0.0086387+0.026093i,-0.0071431+0.0027276i,0.0029067-0.0031303i,0.0033528-0.0018129i,-0.0091556+0.0053413i
-0.014012-0.02629i,-0.015723-0.012145i,-0.017112-0.010377i,-0.0091938-0.0066243i,-0.020853-0.00026052i,-0.0087741+0.0015582i,-0.02194-0.010886i,-0.013167+0.0024571i,-0.0094539+0.0025158i,-0.0010128-0.0016918i,0.0021992+0.00040183i,0.0011724-0.00090087i,0.0013758-0.0017379i,0.00076616-0.00093842i,-0.00050307+0.00043404i,-0.00015982-0.00077353i,0.0046473-0.00024689i,0.0010175+0.00023749i,0.00048972-0.00031971i,0.0014985+0.00037389i,-0.00044269+0.00020078i,0.00080202-4.6231e-05i,-0.00074313-0.00037966i,-0.0020824-0.0023849i,-0.0016654+0.0014439i,0.00062946+0.00023107i,-0.00019391-0.00094368i,-0.00024857+4.7742e-05i,-0.0006848-0.000319i,0.00078797+0.00099108i,-0.0027864+0.0034019i,-0.0032404+0.00057851i,-0.00089023-8.0469e-05i,-0.00012355+0.00013676i,-0.0039447+0.0012846i,-0.0047174-0.0037798i,0.000374-0.00088983i,0.00041021+0.00011441i,-0.00060371-0.00026814i,-0.0020822+0.0037434i,-0.00038573-0.0016148i,-0.00086987-0.0018034i,0.00037686-0.00017929i,0.0014207-0.0048491i,-0.022825-0.0093308i,0.0031258-0.014754i,0.0096611-0.023845i,-0.010004-0.010734i,-0.0076075-0.0081284i,-0.013466-0.01631i,0.011851-0.021558i,0.0010703-0.013959i,0.0066063-0.013551i,-0.0054849-0.019261i,-0.0077265+0.0087291i,0.0050625+0.0030957i,0.0035925+0.017401i,-0.0038303+0.0039236i,0.004361+0.0010285i,0.0089264-0.005008i,-0.00023296+0.00057976i,0.0041479+0.0050816i,0.0013671-0.0019181i,-0.00018071-0.0034207i,-0.0026565-0.0023583i,0.0051636-0.0011273i,-0.005123+0.0045078i,0.004947-0.00074796i,-0.0064709+0.0013922i,0.0015821-0.0026493i,0.0022126+0.0033786i,-0.0015445+0.00078314i,-0.0042865-0.0051314i,-0.0019068+0.00094366i,-0.00024316+0.00078862i,-0.0020704+0.0040249i,-0.0023858+0.0010335i,-0.00039712+0.0027458i,-0.00048679-0.00016i,-0.014328-0.0016532i,-0.0022523-0.0035799i,-0.0022852+0.0022926i,0.00065386+0.0024152i,0.0031089-0.0033662i,0.00016591-0.0015215i,0.0013762-0.0017854i,-0.0038309-0.004408i,0.0059472+0.0062515i,0.0048303+0.0020506i,-0.0062877-0.0148i,-0.011119+0.028283i,0.011476+0.023129i,-0.0089022+0.0042671i,0.0017401-0.0011422i,0.0026803-0.0019709i,-0.009918+0.0063i
