-0.023402-0.019158i,-0.031881-0.034662i,-0.02271-0.020054i,-0.032034-0.020526i,-0.024145+0.0039457i,-0.028957-0.017957i,-0.055318-0.048129i,-0.039781-0.044156i,-0.031568-0.011658i,0.0056153+0.0051524i,-0.0035914+0.0060395i,-0.010793+0.01153i,0.0039279+0.0070766i,-0.0037666-0.0025092i,0.0029361+0.001859i,0.0018588+0.028728i,0.010503-0.00079836i,-0.00018364+0.00019145i,-0.0032258-0.0028452i,0.008089+0.003763i,0.0018084+0.00052812i,-0.00046622+0.0021083i,-0.00059885+0.00029442i,-0.028172-0.0038906i,-0.0035705-0.0050124i,-0.00022647+0.0024922i,0.0042664-0.0012936i,0.00076734-0.00012645i,-0.00066859-0.00049056i,-0.00107-0.001883i,-0.0024401-0.00037025i,-0.0038798-0.0041856i,-0.0030411-0.0052649i,0.00061242-0.0011364i,0.00060874-0.0028063i,-0.0054122+0.026026i,0.0017205-0.0032779i,0.0023434-0.0038072i,0.0040374-0.0024196i,-0.0085805-0.00059508i,0.00050368+0.0013712i,0.010353+0.0118i,-0.0026938+0.00095916i,-0.0033072+0.0008793i,-0.0096186-0.0032822i,-0.018588+0.021561i,-0.0084058-0.086947i,-0.0022253-0.061519i,-0.021104-0.05383i,-0.011608-0.04574i,0.053363-0.027798i,0.023675-0.067798i,0.039316-0.052265i,0.0192-0.040914i,0.026343-0.019988i,0.01218+0.011957i,0.025261-0.029194i,-0.011414+0.00018256i,-0.0014049-0.00088071i,-0.0085083-0.0015077i,-0.0053985-0.029666i,-0.022069+0.027346i,0.007367-0.0097472i,-0.011031-0.0039368i,-0.0028454-0.0017902i,-0.00021635-0.014339i,-0.0084429+0.0055301i,0.0062136+0.010812i,-0.011409+0.030537i,0.0062761+0.0072281i,-0.0036546-0.0016623i,-0.00226-0.0014481i,-0.013162-0.0058213i,0.00058829-0.004389i,-0.03517+0.00013622i,0.0032603-0.0086569i,-0.0078954-0.0018251i,-0.0051274-0.0032109i,0.0071269+0.0015248i,-0.010099+0.00020772i,0.0021549-0.00029472i,0.0065901+0.0079162i,0.0055321+0.0014622i,-0.0075269-0.0099435i,0.0029375+0.0074616i,-0.018675+0.0090316i,0.0030204+0.0057346i,-0.021801-0.0083125i,-0.026936-0.0056875i,0.011368-0.061681i,0.018548-0.015193i,-0.050082-0.028127i,-0.021918+0.0025032i,0.019274+0.0099018i,-0.026827+0.01078i,-0.012405-0.007812i
0.002242-0.0071664i,0.0074479-0.032662i,-0.015341-0.016626i,-0.010547-0.015335i,-0.011281-0.016455i,-0.010795-0.012381i,0.014763-0.014377i,0.013553-0.016674i,-0.0059107-0.0073524i,0.0034185+0.00019807i,9.8766e-05+0.00055603i,-0.00084065+0.00065564i,0.0011716-0.00068742i,0.00077833-0.00068187i,-0.0012732-0.0016006i,0.0024125-0.0052911i,-0.0025774+0.00087719i,-0.00066453+0.00019977i,0.00017007-0.00048914i,7.1238e-05+0.0012108i,-0.00020293+0.0012905i,-0.00043174-8.2391e-05i,0.0012119+0.00056247i,-0.0029501+0.0026919i,6.8545e-05+0.00032094i,3.9823e-05+0.00016126i,-0.0006548+0.00014866i,1.6049e-05+0.00023816i,0.00021348+2.0839e-05i,0.00038459-0.00028953i,0.00040837-0.00015846i,0.0011408+0.00022999i,0.00017313-5.4899e-05i,-2.4486e-05-0.00071127i,0.00040131+0.00046449i,0.0087857+0.0018453i,0.00035139-0.00014845i,0.00083344+0.00052396i,9.9952e-05-0.00064178i,0.00071071-0.001083i,-0.00013457+0.0005272i,5.9173e-05-0.00017049i,-0.00046673-0.00088085i,-0.0008384+0.00098404i,-0.0069803-0.0081805i,0.0011419+0.022052i,0.029997-0.00052227i,0.030369-0.0034558i,0.0084156-0.017125i,0.030245+0.0070053i,0.023034+0.029094i,0.026972+0.018834i,0.017917+0.033236i,-0.023473+0.014755i,-0.00012268-0.0087219i,0.0024349-0.0049317i,0.0061046-0.0063796i,0.0096702+0.0017267i,0.0029773+0.0055461i,-0.0064005+0.0065036i,-0.0018987-0.0051009i,0.0041274+0.0096897i,-0.0033223-0.0016672i,0.0004634+0.0031306i,6.1434e-05+0.00058039i,0.0016722-0.0033587i,0.0065552-0.001398i,-0.0027213-0.00050019i,0.0044121-0.00079638i,-0.0065684-0.00039976i,-0.0014131-0.00051784i,0.00016582+4.7054e-05i,-0.0046661-0.0021952i,-0.0029786-0.0019464i,-0.011397-0.010415i,0.002344-0.0018578i,-0.0044149-6.3913e-05i,-0.0015157+0.0015206i,-0.0049696+0.0024002i,0.0051717+0.0014733i,-0.0080436-0.0014516i,-0.0022103-0.0064953i,-0.0026042-0.0014469i,-0.0058388-0.00064415i,0.0059362-0.0033612i,0.0043328+0.0015279i,0.0027393-0.0022589i,0.0012962+0.0049521i,0.0031626+0.001549i,0.011315+0.0066901i,-0.02584+0.0020304i,-0.031458+0.015921i,-0.013802+0.023811i,0.002584+0.0020089i,0.0076301-0.0068288i,-0.014477+0.0084373i
0.00085635-0.0074095i,0.0017626-0.033412i,-0.01813-0.013591i,-0.013054-0.012543i,-0.014458-0.014358i,-0.0121-0.010543i,0.010719-0.017562i,0.010472-0.018071i,-0.0075056-0.0064958i,0.003778-0.00103i,0.00044266+0.0002213i,-0.00024678+0.0010627i,0.00070085-0.00094118i,0.00078724-0.00067608i,-0.0013386-0.0012428i,0.0013265-0.0051611i,-0.0016786+0.0017203i,-0.00067512+0.00016087i,-0.00012318-0.00049896i,0.00040561+0.0010712i,0.00026602+0.001457i,-0.0003743+0.00011288i,0.0013158+9.5479e-05i,-0.0010476+0.0031026i,0.00032814+0.00045288i,0.00017883+9.8512e-05i,-0.00038091+0.0007444i,0.00013704+0.00038818i,0.00019871+2.6533e-05i,0.00042672-0.00019197i,0.00019869-0.00028758i,0.0013143-3.8024e-05i,0.00028203-7.1278e-05i,-0.00039684-0.00050998i,0.00093525+0.00033646i,0.01214-0.0024748i,0.00014125-4.6941e-05i,0.0011545+0.00045023i,1.5556e-05-0.00044747i,0.00043018-0.0017392i,0.00025814+0.00053895i,-3.4249e-05-0.00035422i,-0.000747-0.00031959i,0.00023963+0.0010355i,-0.0080761-0.006288i,0.0045828+0.022914i,0.029836-0.0046923i,0.029446-0.0095498i,0.0034244-0.014428i,0.03308+0.0013597i,0.02842+0.023633i,0.029439+0.011491i,0.020579+0.025016i,-0.01754+0.014625i,-0.0023078-0.0076184i,-0.00094837-0.005136i,0.0030885-0.008455i,0.008037-0.0011079i,0.0039937+0.0041489i,-0.0025959+0.0091259i,-0.0025098-0.0024085i,0.0053675+0.0077397i,-0.0037871-0.00044018i,0.0019103+0.0037525i,0.00096296+0.00043969i,-0.0004144-0.0033197i,0.0068835-0.0051827i,-0.0033019-0.00015294i,0.0043988-0.0030177i,-0.0062255+0.0025416i,-0.0018538-0.0015173i,-6.2611e-05-0.00058633i,-0.0043568+0.00059421i,-0.0031103-0.0011345i,-0.012859-0.0048777i,0.00085501-0.0023475i,-0.0039695+0.0012241i,-0.0016883+0.0011368i,-0.0036117+0.0040904i,0.0063318-0.00066419i,-0.0075963+0.0016896i,-0.0043494-0.0054027i,-0.0023275-0.00109i,-0.0053362+0.0015286i,0.0031132-0.0043228i,0.0048556-0.00010878i,0.0023554-0.0027555i,0.0024983+0.0037469i,0.0018842+0.001208i,0.010796+0.0019837i,-0.024485+0.007573i,-0.029751+0.023313i,-0.0092552+0.022853i,0.0041117+0.0047116i,0.0044267-0.0067427i,-0.014322+0.010805i
-9.476e-05-0.0076299i,-0.004278-0.033208i,-0.020017-0.010181i,-0.014543-0.0093799i,-0.0173-0.011759i,-0.013269-0.0087414i,0.0064761-0.019522i,0.0077924-0.019162i,-0.0091165-0.0049772i,0.0035873-0.0022322i,0.00036587-0.00016645i,0.00048139+0.0012226i,0.00018488-0.00083323i,0.00088665-0.00079662i,-0.001496-0.00099483i,0.0005563-0.0049474i,-0.00079034+0.0019036i,-0.00085467+0.00015266i,-0.00034667-0.00028941i,0.00067302+0.00072136i,0.00096744+0.0012168i,-0.000413+0.00013645i,0.0012253-0.00038423i,0.00058604+0.0026786i,0.00073033+0.0003612i,0.00029119-3.4225e-05i,0.00016069+0.00087906i,0.00026194+0.00036117i,0.00022202+3.8198e-05i,0.00043304-0.00032322i,4.3774e-06-0.00027983i,0.0014528-0.00053642i,0.00021785-0.00020243i,-0.00050103-0.00017746i,0.0013306-0.00039925i,0.005362-0.0062441i,0.00030746+0.00010199i,0.0013631-0.00026316i,5.0793e-05-0.0004437i,-0.00029211-0.0020772i,0.00063903+0.00032496i,-0.00030004-0.00040536i,-0.00072451+0.00012902i,0.00079633+0.00044899i,-0.0085169-0.0047853i,0.010093+0.02277i,0.029635-0.0092781i,0.027016-0.015029i,0.00067021-0.010846i,0.034993-0.0052069i,0.031641+0.017236i,0.031042+0.004767i,0.020726+0.018715i,-0.013484+0.014607i,-0.0042631-0.0059148i,-0.0040622-0.0033635i,-0.001137-0.0092253i,0.0055178-0.0026144i,0.0040854+0.0027692i,0.00083074+0.0093808i,-0.0017052-0.00082522i,0.0056636+0.0056564i,-0.0040128+0.0020198i,0.0033586+0.0034972i,0.0012128-0.00023212i,-0.0017774-0.0022227i,0.0050749-0.0078307i,-0.0031454+0.00080965i,0.0036051-0.0042747i,-0.0035572+0.0044963i,-0.0026323-0.0015613i,-0.00058723-0.00068992i,-0.0029468+0.0021844i,-0.0026953-0.00041601i,-0.012299-0.00024335i,0.00010367-0.0025779i,-0.003025+0.0020278i,-0.0018097+0.0016407i,-0.0014175+0.0044232i,0.00624-0.0033061i,-0.0060739+0.0041318i,-0.0056346-0.003555i,-0.0025641-0.0010352i,-0.0041934+0.0027636i,0.0016173-0.0038633i,0.0045295-0.0016309i,0.0020558-0.0031384i,0.0016956+0.0016983i,0.0012369+0.0014862i,0.010267-0.00084153i,-0.021048+0.011994i,-0.024322+0.030531i,-0.0061046+0.021575i,0.0072091+0.0048574i,0.0022112-0.0050745i,-0.012784+0.013228i
-0.001212-0.0080819i,-0.010042-0.031438i,-0.021265-0.0068943i,-0.015059-0.0066256i,-0.019634-0.0081138i,-0.014168-0.006858i,0.0017247-0.020399i,0.0048829-0.020136i,-0.00974-0.002994i,0.0038263-0.0026499i,1.0662e-05-0.00012897i,0.0012996+0.00063995i,-6.2525e-06-0.00051135i,0.0008278-0.0012502i,-0.0016077-0.00052616i,-0.00018841-0.004798i,-0.00027202+0.0016196i,-0.00086891+0.00049507i,-0.00032259+1.4118e-05i,0.0007437+0.00027326i,0.0012981+0.00059633i,-0.00061991+0.0002441i,0.00089974-0.00073462i,0.0017901+0.0013301i,0.0012657-0.00019045i,0.00019566-0.00018379i,0.00046349+0.00076781i,0.00047876+0.00028927i,0.0002597-5.8425e-06i,0.00028748-0.0004129i,-0.00011286-0.00023297i,0.0012061-0.0010607i,0.00016974-0.00025849i,-0.00038612-4.2564e-05i,0.0010531-0.0012916i,0.0039098-0.0059752i,0.00066153-8.9028e-05i,0.0011087-0.00081532i,-2.9296e-05-0.00045706i,-0.001121-0.0020887i,0.00072523-0.00010776i,-0.00052609-0.00015969i,-0.00061999+0.00074378i,0.00077884+7.7701e-05i,-0.0084411-0.0037318i,0.016137+0.019259i,0.028858-0.014132i,0.024416-0.019064i,0.0010315-0.0065509i,0.035075-0.013351i,0.03371+0.010776i,0.031491-0.0027227i,0.020463+0.013913i,-0.0087982+0.014275i,-0.0050859-0.0036625i,-0.005881-0.00035845i,-0.0059024-0.0085227i,0.0036601-0.0029202i,0.0037843+0.0021419i,0.0037176+0.0089391i,-0.00077751-0.00020961i,0.0052707+0.0034597i,-0.0019187+0.0044352i,0.0051093+0.0026686i,0.0015091-0.00063066i,-0.0023102-0.00089566i,0.0024761-0.0098393i,-0.0026832+0.0014303i,0.0024693-0.0055901i,-0.0012083+0.003781i,-0.0036975-0.0010071i,-0.00085436-0.00063955i,-0.0014074+0.0034109i,-0.002315-0.00030632i,-0.010151+0.0037274i,-0.0010399-0.003047i,-0.0017498+0.0021986i,-0.0014781+0.0018215i,0.00027269+0.0035955i,0.0051635-0.0060579i,-0.0034014+0.0056635i,-0.0057344-0.0015462i,-0.0031245-0.00064347i,-0.0030944+0.003824i,0.00064197-0.0035458i,0.0037484-0.0023484i,0.0015107-0.0036739i,0.00045491+0.001672i,0.00092706+0.0021277i,0.0091965-0.0039367i,-0.017701+0.013002i,-0.0163+0.034139i,-0.0028905+0.021101i,0.0088106+0.0040608i,0.0016817-0.0031061i,-0.010223+0.01477i
-0.0026815-0.0083825i,-0.01514-0.028676i,-0.022098-0.0034032i,-0.015358-0.0043024i,-0.020522-0.0041939i,-0.014907-0.0048883i,-0.0026069-0.019686i,0.0020079-0.020479i,-0.0093041-0.0014469i,0.00051536-0.0020092i,4.4856e-06+0.00010405i,0.0012978-2.2327e-05i,-6.4053e-06-0.0003299i,0.00025384-0.0013367i,-0.0013718+8.4574e-06i,-0.0011043-0.004406i,0.0001218+0.0016159i,-0.00073597+0.00093744i,-0.00027683+0.00010029i,0.00050948-8.3883e-05i,0.0013043+6.9813e-06i,-0.00058706+0.00050027i,0.0006139-0.00089209i,0.0016771-0.00016655i,0.0011821-0.001164i,1.3562e-05-0.00025324i,0.00075106+0.00061186i,0.00062546+4.3321e-05i,0.00026303-0.00010581i,9.8237e-05-0.00042049i,-0.00012638-6.8267e-05i,0.00083686-0.0012415i,-1.6013e-05-0.00036804i,-0.00040013+0.00011851i,0.00017554-0.0014903i,0.0025478-0.0067722i,0.00059434-0.00048476i,0.00065709-0.0014174i,-4.949e-05-0.00040784i,-0.0019803-0.0017991i,0.0004489-0.00050034i,-0.00054524+0.00014363i,-0.00046893+0.0012121i,0.0008191-0.00018936i,-0.0080343-0.0031686i,0.020047+0.013426i,0.027257-0.019324i,0.022054-0.024628i,0.0043539-0.0036006i,0.032491-0.021833i,0.034514+0.0045466i,0.029598-0.0098992i,0.019483+0.01049i,-0.0045795+0.012101i,-0.0046148-0.0023045i,-0.0058036+0.003315i,-0.010635-0.0052074i,0.0022428-0.0030072i,0.0035565+0.0017132i,0.0074453+0.0072452i,0.00014504-0.0004004i,0.0036114+0.0021111i,0.0013292+0.0038711i,0.0065374+0.00047188i,0.0016497-0.001427i,-0.0020298+0.00074171i,-0.0011905-0.011192i,-0.0026534+0.0023811i,0.00066258-0.0067517i,-0.00098548+0.0031956i,-0.0042991+0.0003675i,-0.001107-0.00047966i,0.0013234+0.0036119i,-0.0024135-0.00064593i,-0.0067389+0.0061495i,-0.0029464-0.0025846i,-0.00089335+0.0018859i,-0.000956+0.0019009i,0.001106+0.0024091i,0.0029963-0.0084736i,-0.00082435+0.0054371i,-0.0049203-0.00012084i,-0.00317+0.00014653i,-0.001396+0.005096i,-0.00047905-0.0027587i,0.0029369-0.0028294i,0.00043623-0.0038346i,-0.00023038+0.002262i,0.0011642+0.0024776i,0.0075281-0.006413i,-0.017733+0.012766i,-0.0091298+0.033673i,0.00084598+0.019148i,0.010435+0.0023675i,0.0022544-0.0018308i,-0.0074688+0.01549i
-0.0040095-0.008332i,-0.019327-0.025041i,-0.022212+0.00020768i,-0.015336-0.0018395i,-0.020793-0.00064787i,-0.015259-0.0028449i,-0.0058803-0.018495i,-0.00077069-0.020986i,-0.0086192-0.00073778i,0.00080062-0.0024162i,0.00021342+0.00027331i,0.0011056-0.00042657i,-2.1996e-05-0.00020464i,4.8823e-05-0.0010331i,-0.001017+0.000145i,-0.0016996-0.0035985i,0.00080139+0.0014052i,-0.00020606+0.0012036i,-0.00021873+0.00023096i,0.00029077-0.00011318i,0.0011468-0.00053934i,-0.00038934+0.00066183i,0.00024009-0.0010818i,0.0011765-0.0012786i,0.00062444-0.0015669i,-0.00019812-9.3006e-05i,0.0010756+0.00037284i,0.00055872-0.00022508i,0.00024575-0.00016906i,-0.00014281-0.00034733i,-5.1637e-05-3.0646e-05i,0.00019292-0.0012911i,-0.0001474-0.00018247i,-0.00017939+0.00034619i,-0.00017621-0.0015437i,0.00040767-0.0072292i,0.00040613-0.00048206i,-0.00025021-0.0014138i,-2.7173e-05-0.00040263i,-0.0027684-0.0011792i,0.00013179-0.00057951i,-0.00045723+0.00039377i,-4.9482e-05+0.0018158i,0.00076875-0.00058105i,-0.0080622-0.0035115i,0.021772+0.0068648i,0.024341-0.024323i,0.016916-0.030194i,0.009406-0.0049598i,0.026749-0.028901i,0.034549-0.0012953i,0.027082-0.015278i,0.019446+0.0090213i,-0.0021344+0.008574i,-0.0045563-0.0015946i,-0.003323+0.0062479i,-0.013337+0.0005547i,0.00082776-0.0029775i,0.0033616+0.0014821i,0.0078407+0.0043745i,0.00028213-0.0013512i,0.0022907+0.001753i,0.001884+0.0021834i,0.0063214-0.0024213i,0.0011501-0.0026555i,-0.00012546+0.00181i,-0.0060908-0.0094939i,-0.0016321+0.0040752i,-0.0024057-0.0073634i,0.0003884+0.0036464i,-0.0043775+0.0019693i,-0.0013147-5.776e-05i,0.0037832+0.00093923i,-0.0027255-0.00033169i,-0.002675+0.0062015i,-0.0042159-0.00089955i,-0.00048658+0.0013685i,-0.00081983+0.0017873i,0.0015383+0.0012208i,-0.00047638-0.010255i,0.0012626+0.0042933i,-0.0045721+0.00063111i,-0.0031205+0.00090706i,0.0013435+0.0051217i,-0.00063188-0.0016588i,0.0020456-0.002871i,-0.00045051-0.0037634i,-0.00052301+0.0031003i,0.0014631+0.0027697i,0.0056845-0.0077031i,-0.018675+0.015203i,-0.0038191+0.032541i,0.0033086+0.015498i,0.011195-0.00018125i,0.0027092-0.0017664i,-0.0044415+0.015108i
-0.0055085-0.0083115i,-0.022317-0.021005i,-0.021602+0.0036373i,-0.014795+0.00034057i,-0.02038+0.0030861i,-0.015423-0.00085024i,-0.0088794-0.01735i,-0.0039403-0.021252i,-0.008346-0.00063955i,0.00058675-0.002269i,0.00047241+0.00038282i,0.0016122-0.0012461i,8.884e-05+2.1006e-07i,3.0074e-05-0.00085951i,-0.00085117+0.00017291i,-0.0019997-0.0028497i,0.0012355+0.0010027i,0.00020182+0.0011589i,-2.9038e-05+0.00030748i,0.00024-8.5562e-05i,0.00077027-0.00097197i,-0.00027034+0.00082975i,-0.00011717-0.00095264i,0.00038753-0.0017982i,0.00017616-0.001306i,-0.00019964+0.00014026i,0.0010749-0.0001696i,0.00041213-0.00037192i,0.00022254-0.00024708i,-0.00027379-0.00013336i,-1.6487e-05-4.7398e-05i,-0.00037403-0.00072967i,-0.00011505-4.4501e-06i,0.00011582+0.00031654i,-0.00089332-0.00086464i,-0.001346-0.0065437i,0.00055062-0.00053639i,-0.00069873-0.00070828i,-0.00012465-0.00045777i,-0.0034024-0.00016652i,-6.5642e-05-0.00062681i,-0.00029206+0.00061599i,0.00073827+0.0022112i,0.00047011-0.00077207i,-0.0092104-0.0038111i,0.021353+0.0006501i,0.020045-0.028645i,0.0099553-0.033433i,0.012188-0.0095418i,0.019909-0.033464i,0.034102-0.0074518i,0.024605-0.02072i,0.020827+0.0076138i,-0.00039623+0.0055461i,-0.0052774-0.0011069i,8.5306e-06+0.0071562i,-0.0125+0.0072522i,-0.000359-0.0024787i,0.0034277+0.0014036i,0.0079844+0.0022912i,-0.00023983-0.0018921i,0.00095743+0.0022469i,0.002229+0.0017666i,0.004212-0.0046381i,-0.00036198-0.0033255i,0.0014633+0.0010977i,-0.0086434-0.0050751i,0.0010262+0.0046541i,-0.0054074-0.0051929i,0.001922+0.0027267i,-0.0035785+0.0036562i,-0.0012536+0.00019754i,0.0034403-0.0021827i,-0.0028798+0.00039107i,-0.00030281+0.0040518i,-0.0040503+0.00066495i,-0.00044813+0.00075912i,-0.00051973+0.0019343i,0.001184-1.8647e-05i,-0.0051987-0.0096358i,0.0020652+0.0023582i,-0.0042609+0.0013987i,-0.002766+0.0020249i,0.0031758+0.0036718i,-8.1451e-05-0.0015314i,0.0017989-0.0024647i,-0.0012368-0.00346i,-0.00096792+0.004293i,0.0019094+0.0027094i,0.0050398-0.0086641i,-0.018202+0.019417i,0.0011292+0.030426i,0.0036039+0.011338i,0.010188-0.0033983i,0.0026751-0.0013508i,-0.0024675+0.013253i
-0.0073957-0.0078575i,-0.024419-0.016957i,-0.02041+0.0069256i,-0.014021+0.0020536i,-0.019119+0.006525i,-0.015328+0.0010917i,-0.011927-0.015802i,-0.0074039-0.020821i,-0.008643-0.00081955i,0.00033492-0.0024004i,0.0008598+0.00037546i,0.00071101-0.0013686i,0.00028907+7.8198e-05i,-5.1306e-05-0.00080868i,-0.00072912+0.00022893i,-0.0021316-0.0023126i,0.0015583+0.00062175i,0.00045729+0.00089721i,0.00014021+0.00022044i,0.00026243-0.00016741i,9.3011e-05-0.0010665i,5.0457e-05+0.00098375i,-0.00032106-0.00076113i,-0.00036787-0.0019758i,-0.00031971-0.0011376i,-0.00012153+0.00027376i,0.00072108-0.00044505i,0.00022792-0.00044818i,0.00017609-0.00013983i,-0.00033207+6.4044e-05i,-3.6535e-05-3.718e-05i,-0.00090835-0.0010042i,0.00011085+4.6304e-05i,0.00024857+9.5263e-05i,-0.0011895-0.00042317i,-0.0020843-0.0052429i,0.00041664-0.00083038i,-0.00067458-0.0002197i,-0.00025211-0.000303i,-0.0033132+0.0010614i,-0.00035801-0.00047163i,-0.00012183+0.00061145i,0.0020417+0.0023535i,0.00013175-0.00058803i,-0.010716-0.0031506i,0.019108-0.0044427i,0.014972-0.03141i,0.002659-0.034208i,0.012158-0.014091i,0.0123-0.03636i,0.03263-0.014009i,0.02062-0.026305i,0.018988+0.007923i,0.00045036+0.0012086i,-0.006426+0.00017678i,0.0030148+0.0060999i,-0.0085319+0.012166i,-0.0010959-0.0019136i,0.0034572+0.0012293i,0.0079785+0.00036334i,-0.0011826-0.0018721i,0.00064493+0.0036704i,0.0032179+0.00065822i,0.0018753-0.0049352i,-0.0015884-0.0029952i,0.0020486-7.1861e-05i,-0.0086254-0.00092971i,0.0033589+0.0034697i,-0.0065448-0.0024426i,0.0021083+0.0013567i,-0.001918+0.0049131i,-0.0013813+0.00047627i,0.0014365-0.004304i,-0.0026509+0.0011745i,7.7035e-05+0.0017925i,-0.0037136+0.0021913i,-0.00090611+0.00052103i,0.00021128+0.0015523i,0.00028826-0.00043354i,-0.0081998-0.0068557i,0.0018993+0.0010152i,-0.0037036+0.0020353i,-0.0017353+0.00257i,0.0039053+0.0019146i,-0.00033541-0.0013224i,0.0022437-0.0025021i,-0.00167-0.0025536i,0.00022756+0.0066314i,0.0019208+0.0027887i,0.0034988-0.01055i,-0.01626+0.023627i,0.0046484+0.027636i,0.0016844+0.0084334i,0.0065817-0.0052253i,0.0034331-0.001643i,-0.0020774+0.011744i
-0.0090471-0.0066302i,-0.025949-0.013277i,-0.018561+0.0098608i,-0.013157+0.0034486i,-0.017433+0.0092138i,-0.015037+0.0032307i,-0.014455-0.013642i,-0.010596-0.019733i,-0.0095695-0.00059049i,-5.3614e-05-0.0024199i,0.0013314+7.3464e-05i,0.00029161-0.0011413i,0.00050534+0.00011467i,-0.00016142-0.00066955i,-0.00064148+0.00026994i,-0.0022164-0.0020413i,0.0020538+0.00013134i,0.0001387+4.8512e-05i,0.00016548+1.5453e-05i,0.00024061-0.00019482i,-0.00030815-0.00086416i,0.00056362+0.00088021i,-0.00034719-0.00067666i,-0.00097067-0.0019448i,-0.00074222-0.0010376i,7.1117e-05+0.00032293i,0.00054377-0.00041576i,0.00010843-0.00031427i,0.00016043-0.00010361i,-0.00025073+0.0003567i,-4.2328e-05+6.8461e-05i,-0.00077213-0.00089129i,0.00012591-5.1999e-05i,0.00013723+3.4592e-05i,-0.00098375-0.00022696i,-0.0028674-0.0043022i,-3.7478e-08-0.00080293i,-0.00063023+9.5525e-05i,-0.00017198-0.00017255i,-0.0027119+0.0020694i,-0.00045948-0.00020848i,0.00015013+0.00064811i,0.0034734+0.00070226i,0.00018431-0.00038437i,-0.011774-0.0016888i,0.016533-0.0070729i,0.010111-0.033008i,-0.0040959-0.03328i,0.010157-0.018038i,0.0043402-0.036426i,0.029423-0.02029i,0.015721-0.030554i,0.026304-0.0041645i,-0.0015084-0.0026869i,-0.0069801+0.0024686i,0.0048326+0.0038754i,-0.0032495+0.014427i,-0.0019142-0.0012686i,0.003725+0.0011558i,0.0072314-0.001467i,-0.0017374-0.0014165i,0.001587+0.005175i,0.0030297-0.00090629i,0.00036926-0.0043371i,-0.0027193-0.0022334i,0.0019193-0.0009986i,-0.0068575+0.0018878i,0.0047408+0.0013934i,-0.006504+0.00027529i,0.0017512+0.001055i,0.00016633+0.0050199i,-0.0010644+0.00099426i,-0.0010013-0.0051922i,-0.001993+0.0012589i,-0.0010603+0.00072531i,-0.0026909+0.0034741i,-0.001348+0.0009507i,0.00048248+0.0015982i,-0.00020251-0.00033109i,-0.0095216-0.0036486i,0.0013119+9.554e-06i,-0.0034548+0.0024984i,-0.00078268+0.0025545i,0.0040928+0.00014528i,-4.1295e-05-0.0011365i,0.002408-0.0034259i,-0.0018569-0.0024984i,0.0026114+0.0069516i,0.0025229+0.002926i,0.0016849-0.011488i,-0.01246+0.028746i,0.0076274+0.02515i,-0.0008496+0.0079016i,0.00332-0.0040517i,0.0032286-0.0025571i,-0.0020607+0.010909i
-0.010084-0.0051403i,-0.02743-0.0098488i,-0.016427+0.012247i,-0.012282+0.0047456i,-0.015463+0.011827i,-0.01409+0.0052971i,-0.016477-0.011227i,-0.013805-0.018551i,-0.010885+0.00043404i,-0.00032683-0.0026707i,0.0015406-0.0005525i,0.00027168-0.001081i,0.00080717+0.00010928i,-9.3522e-06-0.00075274i,-0.0006056+0.00032473i,-0.002365-0.0017862i,0.0022276-0.00085815i,0.00014791-0.00034884i,0.00013459-8.4801e-05i,0.00034198-0.00028317i,-0.00056985-0.00060382i,0.00084026+0.00050158i,-0.00051729-0.00067353i,-0.0013711-0.0019255i,-0.0011969-0.00064711i,0.0002732+0.00026339i,0.00037368-0.00050888i,6.68e-05-0.00024437i,0.00016524-0.00010204i,0.00012766+0.00057108i,-4.68e-07+0.00016394i,-0.0010027-0.00057689i,0.00027105-0.00018184i,0.00021846+6.525e-05i,-0.00058913+3.4053e-05i,-0.0033534-0.0037394i,-5.9586e-05-0.00052723i,-0.00029085+0.00042868i,-0.00012145-0.00023149i,-0.0015104+0.0025808i,-0.00040039+5.1853e-06i,0.00036933+0.00039225i,0.0026099-0.00089947i,0.00032949-0.00046189i,-0.012582-9.2733e-05i,0.015116-0.0091525i,0.0051786-0.033888i,-0.010094-0.030467i,0.0081614-0.020647i,-0.0027588-0.033759i,0.025065-0.025612i,0.010588-0.034191i,0.025956-0.0079252i,-0.004675-0.0044573i,-0.006217+0.0053639i,0.0053382+0.0014966i,0.0015147+0.014322i,-0.0023767-0.00020979i,0.0045668+0.00068951i,0.0060223-0.0030038i,-0.0021085-0.00097592i,0.0037757+0.0057111i,0.0021963-0.0011589i,-0.00048732-0.003576i,-0.0033027-0.0010265i,0.0016724-0.0016644i,-0.0054+0.0033311i,0.0049799-0.0011355i,-0.0053864+0.0025658i,0.0022631+0.0013247i,0.0016768+0.004214i,-0.00058683+0.0010255i,-0.0036885-0.0046925i,-0.0018743+0.0013932i,-0.0017429+0.0013579i,-0.0011474+0.0042459i,-0.0011845+0.0015653i,0.00033411+0.0020087i,-0.00043546-0.00033743i,-0.0098172-0.00074896i,0.00048049-0.00030563i,-0.0032215+0.0033518i,-0.00028542+0.0025254i,0.0039373-0.0020517i,5.992e-05-0.0018255i,0.0019085-0.0045837i,-0.0023959-0.0022183i,0.0050027+0.0059531i,0.0034398+0.0028654i,-0.0003588-0.012058i,-0.0051502+0.031708i,0.011015+0.021613i,-0.0026758+0.0089009i,0.0018449-0.0017976i,0.0021483-0.0027437i,-0.0020494+0.010523i
