-0.022953-0.018953i,-0.03238-0.033345i,-0.022464-0.01974i,-0.032625-0.020563i,-0.023926+0.0041329i,-0.028597-0.018082i,-0.057187-0.045686i,-0.040406-0.042884i,-0.029345-0.019212i,0.0049801+0.0048294i,-0.0038253+0.0066327i,-0.010957+0.011029i,0.0038184+0.0071012i,-0.003958-0.0025826i,0.0028623+0.0016442i,0.0026442+0.027404i,0.018754+0.024796i,-0.00027119+4.4533e-05i,-0.0032343-0.0027388i,0.00842+0.0040935i,0.0020094+0.00051458i,-0.00049101+0.0025399i,-0.00045964+0.00034583i,-0.029815-0.00085958i,-0.0038692-0.0045164i,-0.00029765+0.0024263i,0.005178-0.0015988i,0.00086937-0.00015197i,-0.00057316-0.00058872i,-0.0012986-0.0018427i,-0.0023504-0.00050119i,-0.0036921-0.0039462i,-0.0033988-0.0059847i,0.00060306-0.0012179i,0.00052153-0.002891i,-0.0037961+0.026538i,0.0018531-0.0033915i,0.0023442-0.0038832i,0.0042191-0.002016i,-0.0082306-4.148e-05i,0.00052306+0.0012758i,-0.0011642-0.009455i,-0.0023384+0.00073432i,-0.0031834+0.00087491i,-0.0096396-0.0034833i,-0.018722+0.021874i,-0.0085037-0.086648i,-0.0023213-0.061158i,-0.021257-0.053769i,-0.0112-0.045909i,0.05378-0.027085i,0.023801-0.067284i,0.041403-0.05458i,0.018688-0.039606i,0.025797-0.019944i,0.012242+0.011931i,0.025907-0.028598i,-0.011459-0.0012389i,-0.0014358-0.0010981i,-0.0082141-0.0017846i,-0.0049472-0.029168i,-0.021615+0.025626i,0.0075145-0.0095615i,-0.010429-0.0033788i,-0.0027277-0.0018134i,-0.00076064-0.014672i,-0.0084822+0.0054694i,0.0060664+0.010861i,-0.011012+0.029168i,0.0063611+0.0074588i,-0.0033372-0.0016781i,-0.0023887-0.0012908i,-0.01305-0.0059118i,0.00072811-0.0046876i,-0.031024+0.0027643i,0.0035937-0.0086316i,-0.0071973-0.0019406i,-0.005321-0.0030893i,0.0069962+0.0016192i,-0.010172+0.00045482i,0.0025055-0.00032584i,0.0063587+0.007942i,0.0055301+0.00096423i,-0.0076529-0.010202i,0.0031328+0.0079157i,-0.019844+0.0070812i,0.0032928+0.0057499i,-0.020999-0.0087627i,-0.026977-0.0053012i,0.0099226-0.060338i,0.018936-0.014895i,-0.051134-0.028222i,-0.022613+0.0034896i,0.01894+0.010436i,-0.027098+0.011681i,-0.012027-0.0075557i
0.0020965-0.0069809i,0.0072383-0.031899i,-0.015313-0.016472i,-0.01061-0.015251i,-0.011113-0.016354i,-0.010771-0.012473i,0.014973-0.014464i,0.012694-0.016764i,-0.0060921-0.0074467i,0.0035942-5.6449e-06i,0.00022481+0.00054704i,-0.00082827+0.00056344i,0.0011699-0.00070441i,0.0007959-0.0007377i,-0.0012216-0.0016409i,0.0029534-0.0054081i,-0.0024121+0.0013219i,-0.00063505+0.00024557i,9.8629e-05-0.0004672i,2.2637e-05+0.0011511i,-0.00022927+0.0012617i,-0.0004287-8.1045e-05i,0.0012967+0.00059619i,-0.0028386+0.0027911i,8.4188e-06+0.00034291i,3.0192e-05+0.00020279i,-0.00070704+0.00031673i,-2.4035e-05+0.00024995i,0.00023827+5.3129e-05i,0.00039789-0.00028941i,0.00041723-0.00013613i,0.0012333+0.00054261i,0.00013225-0.00019614i,-6.1521e-05-0.00069809i,0.00037357+0.00054268i,0.007762+0.00082984i,0.00034047-0.00022228i,0.00081106+0.00026785i,0.00011661-0.00071047i,0.00065404-0.0012719i,3.0649e-05+0.00084133i,0.00010406-0.00013526i,-0.00034776-0.00091632i,-0.00078652+0.0010503i,-0.0074337-0.0080915i,0.0011974+0.021721i,0.03006-0.00058295i,0.030678-0.0034194i,0.0080892-0.017041i,0.030115+0.0072493i,0.023096+0.029226i,0.027883+0.019468i,0.017617+0.031765i,-0.023382+0.013946i,5.6956e-05-0.0087969i,0.0023896-0.0051493i,0.0059399-0.0065857i,0.009722+0.0016254i,0.0030436+0.0054074i,-0.0057611+0.0057061i,-0.002161-0.0054194i,0.0042663+0.0093787i,-0.0029497-0.0013764i,0.00021862+0.0034609i,6.2146e-05+0.00057593i,0.0016378-0.003608i,0.006569-0.001644i,-0.0028436+2.1244e-05i,0.0043953-0.0010874i,-0.0066522-0.00032833i,-0.0016933-0.00066666i,0.00011006+0.000166i,-0.004967-0.0022599i,-0.0029456-0.0020204i,-0.011816-0.010564i,0.0024901-0.0018428i,-0.0043308+0.00014597i,-0.0014652+0.0016102i,-0.0051004+0.0026032i,0.0050841+0.0015704i,-0.0082817-0.0013254i,-0.002315-0.0064855i,-0.0025762-0.0017215i,-0.0059629-0.0003172i,0.0056983-0.0032721i,0.005144+0.0014305i,0.0027861-0.0024645i,0.001089+0.0055568i,0.0033266+0.0015696i,0.011456+0.0068731i,-0.0255+0.001804i,-0.031635+0.015552i,-0.014363+0.022683i,0.0025143+0.0020356i,0.0069826-0.0061811i,-0.01457+0.0084081i
0.00076335-0.0072426i,0.0016689-0.032696i,-0.017962-0.013443i,-0.013096-0.01244i,-0.014297-0.014308i,-0.012058-0.010644i,0.010791-0.017797i,0.0097252-0.017965i,-0.0079373-0.0063993i,0.0036014-0.0014188i,0.00058851+0.00021145i,-0.0002474+0.00099509i,0.00070273-0.00092288i,0.00078167-0.00073537i,-0.001305-0.0012857i,0.0016608-0.0055601i,-0.0012671+0.002315i,-0.00071305+0.00018869i,-0.0001859-0.00047575i,0.00036761+0.0010676i,0.00028418+0.0014184i,-0.00039604+0.0001049i,0.0013751+9.4871e-05i,-0.00098951+0.0031588i,0.00024648+0.00044897i,0.00017475+0.00013012i,-0.00034837+0.0008923i,9.9538e-05+0.00040205i,0.00024942+1.8318e-05i,0.00044231-0.00018994i,0.00021852-0.0002995i,0.0015858-0.00014782i,0.00020858-0.00017869i,-0.00035956-0.00048776i,0.00084588+0.00040279i,0.010187+0.00038374i,9.2425e-05-0.00011192i,0.00092197+0.00010873i,1.9691e-05-0.00043556i,0.00015654-0.001954i,0.00040417+0.0006899i,2.0566e-05-0.00032687i,-0.00069367-0.0003292i,0.00030211+0.0010647i,-0.0084369-0.0061881i,0.0047359+0.022392i,0.029936-0.004855i,0.029756-0.0096751i,0.0031525-0.01438i,0.032962+0.0016823i,0.02848+0.02362i,0.03044+0.011378i,0.019626+0.02394i,-0.017831+0.013989i,-0.0019032-0.0077949i,-0.0011647-0.0052203i,0.0028495-0.0085627i,0.007935-0.0012459i,0.0038853+0.0040717i,-0.0024796+0.0080286i,-0.0028085-0.0025674i,0.0053058+0.0074505i,-0.0035156-0.00046282i,0.0017274+0.0040868i,0.00096434+0.0005252i,-0.00052884-0.0034974i,0.0067707-0.0052275i,-0.0030461+0.00046226i,0.0043295-0.0032352i,-0.0062834+0.0026889i,-0.0016782-0.0014904i,3.4155e-07-0.00049304i,-0.004452+0.00078894i,-0.0031108-0.0012881i,-0.013231-0.0048827i,0.0010012-0.002413i,-0.0037832+0.0012381i,-0.0016081+0.001077i,-0.003509+0.0041415i,0.0062821-0.00044539i,-0.0077168+0.0019299i,-0.0043052-0.0054037i,-0.0024223-0.0012211i,-0.0054817+0.0019117i,0.0029798-0.0040778i,0.0052728-0.00061783i,0.0023546-0.0028109i,0.0024331+0.004355i,0.0020927+0.0011189i,0.010936+0.0020881i,-0.024498+0.0073673i,-0.030091+0.023086i,-0.010085+0.022287i,0.0040446+0.0044909i,0.0047675-0.0061339i,-0.014473+0.010597i
-8.6012e-05-0.0074649i,-0.0043528-0.032671i,-0.019755-0.010037i,-0.01452-0.0093322i,-0.01724-0.01175i,-0.013164-0.0088739i,0.0062881-0.019766i,0.0071458-0.019033i,-0.0095801-0.0046789i,0.0029091-0.0025747i,0.00048475-0.00023396i,0.00043809+0.0011612i,0.00019766-0.00082447i,0.00090294-0.00083958i,-0.0014634-0.0010361i,0.00060866-0.005369i,-9.4906e-05+0.0024321i,-0.00097707+0.00024771i,-0.00037535-0.00024824i,0.00066023+0.00074929i,0.00095681+0.0011225i,-0.00043993+0.00015213i,0.0012627-0.00038558i,0.00073134+0.0026508i,0.00068374+0.00040837i,0.00028994-1.4563e-05i,0.00023072+0.00095684i,0.00022984+0.00042338i,0.000217-2.5057e-05i,0.00048129-0.00031242i,3.2003e-05-0.00030718i,0.0015202-0.00080134i,9.9234e-05-0.00026658i,-0.0004403-0.00015053i,0.0012163-0.000288i,0.0063372-0.006227i,0.00023039+3.8934e-05i,0.0010586-0.00026479i,6.8717e-05-0.00040437i,-0.00055678-0.0022079i,0.00067233+0.00038861i,-0.00028186-0.00047548i,-0.00063208+0.00014742i,0.0008374+0.00041888i,-0.0088662-0.0046793i,0.010006+0.022011i,0.029657-0.0094551i,0.027309-0.015414i,0.00049418-0.010813i,0.034967-0.0048262i,0.031678+0.01703i,0.031709+0.0040121i,0.019419+0.018202i,-0.014239+0.014415i,-0.0038558-0.006189i,-0.0042063-0.0033797i,-0.0015029-0.0093311i,0.0054129-0.0025841i,0.0039348+0.0028116i,0.00058028+0.0083349i,-0.0020502-0.00078396i,0.00539+0.0055111i,-0.0039194+0.0017082i,0.0036898+0.0039131i,0.0013029-0.00016095i,-0.0019173-0.0022821i,0.0050716-0.0077855i,-0.0025347+0.0011705i,0.0032679-0.0045533i,-0.0032558+0.0043976i,-0.0024808-0.0017461i,-0.00047033-0.00068629i,-0.0027785+0.0023843i,-0.0027312-0.00049934i,-0.012603-6.4742e-05i,0.0002001-0.0026028i,-0.0028345+0.0019377i,-0.001723+0.0014991i,-0.0013204+0.0042743i,0.0062724-0.003159i,-0.0060717+0.0042119i,-0.0057923-0.0036394i,-0.0025729-0.0010436i,-0.0043228+0.0032149i,0.0017119-0.0036685i,0.0044082-0.0020725i,0.0022021-0.0032534i,0.0020167+0.0019829i,0.0013783+0.0012392i,0.010229-0.00099179i,-0.02115+0.011759i,-0.024782+0.030445i,-0.0070016+0.021601i,0.0069268+0.0048575i,0.0025703-0.004866i,-0.012905+0.013265i
-0.0011485-0.0079544i,-0.010169-0.031031i,-0.020961-0.0068287i,-0.014998-0.0065462i,-0.019591-0.0081116i,-0.014103-0.0069925i,0.001412-0.020441i,0.0042118-0.019945i,-0.010175-0.0024956i,0.0013054-0.0034473i,9.5938e-05-0.00018268i,0.0012191+0.0006289i,-2.1307e-05-0.00050432i,0.00087608-0.0012514i,-0.0016037-0.00054929i,-0.0004478-0.0050116i,7.3894e-05+0.002015i,-0.0010615+0.00077546i,-0.00031764+2.09e-05i,0.00075262+0.00028004i,0.0012341+0.00059899i,-0.00057186+0.00026965i,0.00097498-0.0007694i,0.0017931+0.0011509i,0.0012126-7.8898e-05i,0.00020905-0.00019772i,0.00052763+0.0007609i,0.00052063+0.00031494i,0.0002191-3.9284e-05i,0.00032634-0.00042849i,-0.00010273-0.0002594i,0.0010784-0.0012423i,0.00010119-0.00023009i,-0.0003248-4.0179e-05i,0.0010399-0.0011735i,0.0043538-0.0057427i,0.00053723-8.6601e-05i,0.00090373-0.00072041i,2.7572e-05-0.00042332i,-0.0013585-0.0022517i,0.00074035-1.1922e-05i,-0.00059048-0.00023939i,-0.0004283+0.00070864i,0.00085824+2.2955e-05i,-0.0087585-0.0035539i,0.015721+0.01855i,0.028655-0.014382i,0.024472-0.019881i,0.00085957-0.0064843i,0.035194-0.013031i,0.033475+0.010453i,0.0317-0.0036589i,0.019528+0.014281i,-0.009339+0.014337i,-0.0047031-0.0039901i,-0.0059939-0.00038842i,-0.0064743-0.0083618i,0.0036542-0.0028672i,0.0036415+0.0022517i,0.0031814+0.0078614i,-0.0010565+9.8576e-06i,0.004887+0.0030456i,-0.0019834+0.0040954i,0.0054665+0.0025918i,0.0016534-0.00067014i,-0.0024489-0.0008523i,0.0025576-0.0097133i,-0.0019691+0.0014091i,0.0021796-0.0055129i,-0.0010932+0.0034889i,-0.0036504-0.0013178i,-0.00074718-0.00069486i,-0.0012989+0.0033879i,-0.0023579-0.00028839i,-0.01027+0.0040588i,-0.00092536-0.0031353i,-0.001702+0.0021085i,-0.0014736+0.0015573i,0.00023368+0.0035873i,0.0053353-0.005879i,-0.0033247+0.0056701i,-0.0057589-0.0013723i,-0.0031409-0.00062883i,-0.0031189+0.0043315i,0.00072836-0.0034707i,0.0033685-0.0026418i,0.0017299-0.0040586i,0.00053544+0.0016526i,0.0011111+0.0018012i,0.0090712-0.0041232i,-0.01765+0.012778i,-0.016659+0.034502i,-0.0034406+0.021619i,0.0086373+0.0041573i,0.001933-0.0032728i,-0.010109+0.014768i
-0.002607-0.008327i,-0.015262-0.028087i,-0.021774-0.0033524i,-0.015321-0.0042417i,-0.020457-0.0042374i,-0.014841-0.0050489i,-0.0028995-0.019583i,0.0013656-0.0203i,-0.0096122-0.0006495i,0.0025709-0.0017458i,3.238e-05+8.3841e-05i,0.0014387-0.00013709i,1.6542e-05-0.00030771i,0.00027205-0.0013072i,-0.0013659+2.3466e-05i,-0.0014486-0.0043841i,0.00037201+0.0018019i,-0.00066525+0.0011713i,-0.00027386+8.2338e-05i,0.00050255-8.4507e-05i,0.0012505-1.107e-06i,-0.00055214+0.00047631i,0.00065839-0.00097908i,0.0015121-0.00027383i,0.0011372-0.00099391i,8.0928e-06-0.0002809i,0.00083866+0.00059393i,0.00065955-2.6695e-07i,0.00020466-9.1844e-05i,0.00011923-0.00046064i,-0.00012843-8.6142e-05i,0.00086065-0.0014896i,-1.427e-05-0.0002686i,-0.00033024+9.7385e-05i,0.00026354-0.001555i,0.0028345-0.0066263i,0.0005212-0.00039774i,0.00052418-0.0011713i,3.6674e-05-0.00044264i,-0.0022768-0.0019929i,0.00051478-0.00042353i,-0.00062321+0.00013847i,-0.00025348+0.0010521i,0.00085884-0.00025802i,-0.0082475-0.0029686i,0.019583+0.01295i,0.026817-0.019442i,0.021213-0.024749i,0.004299-0.0035832i,0.032618-0.021607i,0.033934+0.0042954i,0.029382-0.010809i,0.019376+0.01135i,-0.0046728+0.012333i,-0.0044184-0.0027859i,-0.0058004+0.0034032i,-0.010994-0.0045513i,0.0022627-0.0029549i,0.0034683+0.0018841i,-0.0028601+0.0061948i,-2.8678e-05-4.7156e-05i,0.0029937+0.0020445i,0.0011757+0.0036393i,0.0068207+0.00038954i,0.0017987-0.0015476i,-0.0020236+0.00093118i,-0.0010079-0.011139i,-0.0020111+0.0020437i,0.00080573-0.0067099i,-0.0010369+0.0030564i,-0.0045854-6.6746e-05i,-0.0010746-0.00057021i,0.0014346+0.0035543i,-0.002439-0.00060883i,-0.006611+0.0065515i,-0.0029334-0.0028256i,-0.00089171+0.0017426i,-0.0010804+0.0017542i,0.0011259+0.0025247i,0.0032106-0.0084505i,-0.0007193+0.0053428i,-0.0047443+2.1425e-05i,-0.0032677+0.00015269i,-0.0012308+0.0052372i,-0.00029393-0.0027788i,0.0024537-0.0028552i,0.00051645-0.0044842i,-0.00038123+0.0023266i,0.0013136+0.0020677i,0.0072326-0.0063868i,-0.017876+0.012451i,-0.0090877+0.034118i,0.00074376+0.019736i,0.01029+0.0025568i,0.0021478-0.0021216i,-0.0072129+0.015296i
-0.0039105-0.0082986i,-0.019311-0.024418i,-0.021812+0.00020781i,-0.015263-0.001792i,-0.020775-0.00064441i,-0.015207-0.0030399i,-0.0061092-0.018258i,-0.0012894-0.020659i,-0.0085775+0.0002277i,0.00064846-0.002532i,0.00021347+0.00029195i,0.0012727-0.00068698i,3.7684e-06-0.00019488i,9.0225e-05-0.0010165i,-0.00099344+0.00016603i,-0.0020288-0.0034867i,0.0010124+0.0016038i,-0.0001749+0.0013767i,-0.0001963+0.00021395i,0.00029716-0.00010311i,0.001083-0.00052413i,-0.00041377+0.00062198i,0.000303-0.0011598i,0.00091141-0.0011782i,0.00047997-0.0013269i,-0.00023247-0.00013834i,0.0011215+0.00030585i,0.00052441-0.00025101i,0.0001919-0.0001657i,-0.00013791-0.00041372i,-5.5248e-05-3.3038e-05i,0.00020129-0.0015326i,-9.1114e-05-8.24e-05i,-0.00013141+0.0002957i,-0.00029777-0.0017352i,0.00071685-0.0071788i,0.00039297-0.00038374i,-8.8791e-05-0.0013001i,1.2922e-05-0.00043943i,-0.0032007-0.0012438i,0.00019023-0.00053901i,-0.00048011+0.00040496i,0.00014406+0.0015892i,0.00072375-0.00061063i,-0.0083522-0.0032895i,0.021249+0.0064744i,0.023858-0.024194i,0.016648-0.02991i,0.0092686-0.004984i,0.026838-0.028792i,0.0339-0.0012796i,0.0262-0.015949i,0.020189+0.0098562i,-0.0020331+0.0087491i,-0.0046297-0.0020862i,-0.0032124+0.0063027i,-0.012991+0.00095983i,0.00093247-0.002952i,0.0033802+0.0016634i,0.0070502+0.0058012i,0.00036951-0.00082076i,0.0018669+0.0020074i,0.0017265+0.002054i,0.0065111-0.0025811i,0.0012403-0.0027505i,6.0314e-05+0.0019382i,-0.0058744-0.0095507i,-0.0012659+0.0034713i,-0.0021702-0.0072785i,0.0003783+0.0035584i,-0.004891+0.0017885i,-0.0013392-0.00017326i,0.0037997+0.00078638i,-0.0027678-0.00027325i,-0.0024191+0.0065377i,-0.0043636-0.0011627i,-0.00048941+0.0011968i,-0.00098276+0.0018483i,0.0016735+0.0012641i,-0.00044429-0.010072i,0.0012203+0.0040529i,-0.0042396+0.00047694i,-0.0032647+0.00097308i,0.0012651+0.0051437i,-0.00044789-0.0018474i,0.0017581-0.0026241i,-0.00080394-0.0045729i,-0.00060641+0.0032714i,0.001466+0.0023324i,0.0053526-0.0076372i,-0.018945+0.015243i,-0.0037217+0.032638i,0.003436+0.016021i,0.011165-2.1263e-05i,0.0024407-0.0019408i,-0.0043577+0.014782i
-0.0054032-0.0083211i,-0.022237-0.02038i,-0.021333+0.0035074i,-0.014669+0.00033262i,-0.020382+0.0030718i,-0.015392-0.0010524i,-0.0089741-0.017013i,-0.0043783-0.020942i,-0.0078786+0.00024265i,0.00032159-0.002355i,0.00045974+0.00042164i,0.00094942-0.0010687i,0.00010539+1.8261e-06i,6.3163e-05-0.0008828i,-0.00082356+0.00018545i,-0.0021674-0.0026182i,0.0015447+0.0010982i,0.00043265+0.0013193i,-1.4582e-05+0.00028344i,0.00022997-7.776e-05i,0.00070791-0.00089737i,-0.00031913+0.00083294i,-6.3863e-05-0.00098218i,0.00016592-0.0016042i,-9.305e-06-0.0012467i,-0.0002548+0.00011415i,0.0010683-0.00016299i,0.00045328-0.00041026i,0.0001215-0.00024836i,-0.00030402-0.0001754i,2.9393e-06-4.3907e-05i,-0.00033933-0.0009829i,-3.5465e-05+1.8731e-05i,0.00010097+0.00025711i,-0.0017289-0.00094825i,-0.00093276-0.0067138i,0.0004998-0.00052575i,-0.00061381-0.00088003i,-0.0001008-0.00046707i,-0.0037001+0.00015842i,3.4468e-06-0.00063867i,-0.00030241+0.00062919i,0.00081369+0.0018388i,0.00038031-0.00075191i,-0.0094344-0.0034572i,0.020641+0.00048313i,0.019692-0.028155i,0.0095402-0.033188i,0.012036-0.009464i,0.020031-0.033417i,0.03353-0.0070824i,0.023183-0.020729i,0.022701+0.0075137i,-0.00037407+0.0054754i,-0.0056228-0.0015271i,0.00015629+0.0070739i,-0.012102+0.0071322i,-0.0002523-0.0024911i,0.0035483+0.0014861i,0.0080899+0.0039367i,0.00013865-0.0015289i,0.00064875+0.0027165i,0.0020566+0.001598i,0.004405-0.0048772i,-0.00032319-0.0033083i,0.0016663+0.0010975i,-0.0086541-0.0053591i,0.0010004+0.0039355i,-0.0047146-0.004858i,0.001847+0.0025782i,-0.004097+0.0039882i,-0.0013486+0.0001173i,0.0033889-0.0023059i,-0.0028109+0.00051405i,0.00013731+0.0040324i,-0.0045213+0.00062343i,-0.00065264+0.00064543i,-0.0007548+0.0022708i,0.0012136-0.00010617i,-0.0050146-0.0093575i,0.0018258+0.0022536i,-0.0040664+0.0011653i,-0.0028966+0.0021024i,0.0032445+0.0038401i,2.9373e-05-0.0017415i,0.0016722-0.0022117i,-0.0018577-0.0039158i,-0.00082055+0.0044488i,0.0017924+0.0023823i,0.0046985-0.0086116i,-0.018178+0.019519i,0.0010759+0.03063i,0.0038815+0.011675i,0.01035-0.0032315i,0.0022509-0.0014623i,-0.0024732+0.01316i
-0.0073544-0.0079127i,-0.024131-0.016278i,-0.020267+0.0068178i,-0.013899+0.0020459i,-0.019122+0.0064825i,-0.015366+0.00091655i,-0.011782-0.015462i,-0.0079966-0.020516i,-0.007891-0.00011202i,9.4954e-05-0.0024594i,0.00087234+0.00042108i,0.00067351-0.0011792i,0.00032547+7.4048e-05i,-2.5855e-05-0.000855i,-0.00069965+0.00022498i,-0.0020367-0.0021452i,0.0019095+0.00058544i,0.0010104+0.00091318i,0.00014409+0.00018859i,0.00025907-0.00014903i,9.2392e-05-0.00096834i,2.0723e-05+0.0010098i,-0.00026695-0.00080857i,-0.00051771-0.0016561i,-0.00038967-0.0010677i,-0.00016234+0.00026049i,0.00075126-0.00042417i,0.00013245-0.00047438i,8.7258e-05-0.00010616i,-0.00038898+5.1172e-05i,-1.3894e-05-3.9254e-05i,-0.00060747-0.00088265i,0.00012597+1.6295e-05i,0.00022938+7.4227e-05i,-0.0017349-0.00054855i,-0.0022107-0.0057504i,0.00030856-0.00077939i,-0.00069594-0.00037495i,-0.00024814-0.00032378i,-0.0036257+0.0013767i,-0.00032425-0.00054036i,-0.00011948+0.00063225i,0.0019645+0.0018045i,0.00011546-0.00056024i,-0.010815-0.0026806i,0.018294-0.0042302i,0.014879-0.030962i,0.0022682-0.033844i,0.012064-0.013914i,0.012475-0.036382i,0.032301-0.013377i,0.01944-0.025278i,0.024935+0.0045089i,0.0004507+0.0010419i,-0.0069414-7.5581e-05i,0.0031028+0.005983i,-0.0083643+0.011988i,-0.00098665-0.0019776i,0.0035838+0.0011862i,0.0089075+0.001713i,-0.00061633-0.0017138i,0.00080118+0.0041681i,0.0030635+0.00064696i,0.0018437-0.0051529i,-0.0015328-0.0029574i,0.0021616-0.00018347i,-0.008942-0.0011157i,0.0029651+0.0029573i,-0.0055178-0.0028508i,0.0019269+0.0013159i,-0.0019369+0.0055091i,-0.0014866+0.00046641i,0.0012951-0.0044178i,-0.0025692+0.0013316i,0.00029339+0.0014693i,-0.0038697+0.0023736i,-0.001138+0.00062822i,-0.00035993+0.0020246i,0.00021868-0.00040708i,-0.0078761-0.0065487i,0.0016569+0.0010638i,-0.0037824+0.001883i,-0.0017777+0.0026026i,0.0041423+0.0019045i,-0.00033308-0.0014349i,0.0021864-0.0023836i,-0.0022226-0.0027498i,0.00056659+0.006441i,0.001777+0.002617i,0.003156-0.010419i,-0.01611+0.023748i,0.0049396+0.027837i,0.0020663+0.0084545i,0.0067734-0.0051106i,0.0029253-0.0015465i,-0.0020726+0.011644i
-0.0090999-0.0066731i,-0.025386-0.012608i,-0.018474+0.009769i,-0.013067+0.0034323i,-0.017432+0.009198i,-0.015108+0.003052i,-0.014175-0.013458i,-0.011284-0.019217i,-0.0086608-0.00014861i,-0.00019599-0.0024384i,0.0013353+4.8458e-05i,0.0003491-0.0011018i,0.00053522+0.00010391i,-0.00016322-0.00071484i,-0.00062463+0.00022711i,-0.0019386-0.0019866i,0.0023311-0.00011863i,0.0012172-0.00029543i,0.00012342+2.8763e-05i,0.00024625-0.00018749i,-0.00028071-0.00083017i,0.00052189+0.00092737i,-0.00033697-0.00071971i,-0.00090193-0.0016146i,-0.0008296-0.00094513i,3.018e-05+0.0003234i,0.00058208-0.00034745i,0.00019294-0.00023527i,0.00013343-2.9511e-05i,-0.00028491+0.00036952i,-2.9745e-05+4.0311e-05i,-0.00068653-0.00078408i,0.00018193-1.0657e-05i,0.00015388+2.2833e-05i,-0.001262-0.00051079i,-0.0029307-0.0049179i,-7.3599e-05-0.00075271i,-0.00072369+7.4534e-05i,-0.00016906-0.00019859i,-0.0030048+0.0027459i,-0.00047948-0.00028038i,0.00013053+0.00067117i,0.0025041+0.0003965i,0.00016824-0.00042527i,-0.011781-0.0012106i,0.015764-0.0066031i,0.010255-0.032612i,-0.004368-0.03272i,0.010108-0.017893i,0.0043624-0.036524i,0.029428-0.01953i,0.015304-0.029i,0.026201-0.0024459i,-0.0014895-0.0027806i,-0.0075909+0.0024644i,0.0048582+0.0038522i,-0.0030231+0.014307i,-0.0018429-0.00132i,0.0038217+0.0010902i,0.0088109-0.0010459i,-0.0011912-0.0016092i,0.001928+0.0053798i,0.0030599-0.0008631i,0.00028496-0.0042807i,-0.002652-0.0021908i,0.0018872-0.0011284i,-0.0072231+0.0020261i,0.0041316+0.0013091i,-0.0061048+2.1527e-05i,0.0015502+0.0010651i,0.00055345+0.0055003i,-0.0011935+0.0010521i,-0.001312-0.0051193i,-0.0020088+0.0011683i,-0.0011915+0.00043078i,-0.0026956+0.003579i,-0.0013776+0.0012206i,-0.0001393+0.001795i,-0.00025029-0.00031363i,-0.0092405-0.0035873i,0.0011714+0.00019971i,-0.0035464+0.0024453i,-0.00074927+0.0026521i,0.0043353+0.00015157i,-4.4054e-05-0.001252i,0.0024171-0.0033416i,-0.0022084-0.0024518i,0.0028225+0.0063518i,0.0024118+0.0027954i,0.0013566-0.011253i,-0.012422+0.028823i,0.0077647+0.024821i,-0.00054734+0.0076732i,0.0034321-0.0039524i,0.0029059-0.0022781i,-0.0021234+0.01075i
-0.010135-0.005115i,-0.026773-0.0094064i,-0.016263+0.012106i,-0.012195+0.004734i,-0.015511+0.011912i,-0.014109+0.0051331i,-0.016262-0.011211i,-0.014334-0.017606i,-0.0099316+0.00061921i,-0.00042511-0.0026217i,0.0015312-0.00056946i,0.00030998-0.001059i,0.00081172+9.1796e-05i,-5.97e-06-0.00081313i,-0.00063629+0.00024981i,-0.0021161-0.0018961i,0.0023833-0.0011908i,0.00095032-0.0008088i,0.00010416-4.7537e-05i,0.000343-0.00030559i,-0.00055864-0.00060087i,0.00082065+0.00056838i,-0.00052852-0.00070005i,-0.0012271-0.0017407i,-0.0011469-0.0005195i,0.00024693+0.00029175i,0.00044291-0.00042156i,0.00012744-0.0002843i,0.00020108-4.1528e-05i,0.00011577+0.0005983i,-1.4731e-05+0.00013633i,-0.00091509-0.00056515i,0.00034594-0.00025658i,0.00021365+1.5646e-05i,-0.00058881-6.6843e-05i,-0.0033764-0.0039177i,-0.00022197-0.00051899i,-0.00037272+0.00042517i,-0.0001251-0.00025255i,-0.0018644+0.0034333i,-0.00041962+7.1523e-06i,0.00033239+0.00043584i,0.002046-0.00051078i,0.00027174-0.00048529i,-0.012498+0.00039889i,0.014584-0.0086084i,0.0056-0.033684i,-0.010315-0.02985i,0.0080589-0.020446i,-0.00281-0.033894i,0.025319-0.024958i,0.011032-0.032698i,0.025959-0.0078937i,-0.004592-0.0046085i,-0.0066805+0.005712i,0.0053722+0.0015276i,0.0019042+0.013892i,-0.002348-0.00030984i,0.0046502+0.00064272i,0.0076107-0.0036681i,-0.0018154-0.0014001i,0.0043243+0.0057163i,0.0022066-0.001228i,-0.00048177-0.0035532i,-0.0032569-0.001022i,0.0015689-0.0017333i,-0.0055481+0.0035332i,0.0044744-0.00083004i,-0.0052112+0.0017583i,0.002024+0.0013841i,0.0023629+0.0044196i,-0.00063028+0.0011428i,-0.0039405-0.0043996i,-0.0019587+0.0013797i,-0.0018012+0.0013497i,-0.0010934+0.0042386i,-0.00092431+0.0017491i,7.3152e-05+0.0022569i,-0.00052377-0.00033223i,-0.0098743-0.00076181i,0.00053845-7.9721e-05i,-0.003276+0.003414i,-0.00019833+0.0025562i,0.0040863-0.0023555i,-2.5386e-05-0.0018305i,0.0020483-0.0045984i,-0.0025607-0.0020525i,0.0049275+0.005234i,0.0033047+0.0027813i,-0.00067255-0.011696i,-0.0051535+0.031808i,0.010575+0.021443i,-0.0025714+0.0085194i,0.0019857-0.0015521i,0.0021326-0.0026016i,-0.0022228+0.010365i
