-0.024338-0.039203i,-0.012181-0.048391i,-0.017735-0.044771i,-0.030907-0.035322i,-0.029888-0.016414i,-0.050342-0.02777i,-0.05671-0.026917i,-0.043888-0.037514i,-0.029487-0.036325i,0.0070247+0.012593i,-0.0052843+0.015955i,-0.0047026+0.014144i,0.0098653+0.021667i,0.0004626+0.0042838i,0.0033792+0.0033342i,0.0063003+0.018048i,0.025579+0.038442i,-0.0025106-0.00087505i,-0.0044339-0.005859i,0.0080002+0.0015629i,-9.7706e-05-0.00084177i,-0.0010959+0.0013671i,0.00015435-0.000438i,-0.030171-0.0036939i,-0.0013042-0.0057525i,0.0012864+0.0047374i,0.003582-0.00019995i,-0.00060535+0.00052907i,0.00054943-0.00063657i,-0.00037104-0.002552i,-0.0017887-0.0061273i,-0.0045726-0.0042651i,-0.0017553-0.0047347i,0.002167-0.0007825i,0.0022807-0.0028701i,0.0024318+0.025705i,0.0019713-0.0026317i,0.0028223+0.000454i,0.0060414+0.00091333i,-0.01036-0.0041735i,-0.0029234+0.00089322i,0.0067601+0.0015144i,0.0050648+0.00042337i,-0.0039759+0.0057471i,0.0011003-0.0088025i,-0.012233+0.017691i,0.036003-0.09052i,0.012456-0.070015i,-0.015845-0.05972i,-0.016213-0.055523i,0.040268-0.045779i,0.017179-0.062519i,0.034309-0.054848i,0.029869-0.060316i,0.015502-0.013431i,0.0045659+0.016372i,0.016485-0.02639i,-0.011475+0.0057863i,-0.00037738+0.00546i,-0.005068-0.0018742i,-0.002255-0.029188i,-0.023831+0.031928i,0.010064-0.011221i,-0.013085-0.0024406i,-0.00011192-0.0049438i,-0.0010666-0.015943i,-0.0073208+0.0040327i,0.005066+0.0067015i,-0.0084937+0.031017i,0.004901+0.0060619i,-0.0050445-0.00070829i,-0.0031757-0.00052754i,-0.012064-0.0075648i,-0.0008918-0.0042357i,-0.029973+0.0063621i,-5.1265e-05-0.010061i,-0.0095531-0.0018449i,-0.0068284-0.002755i,0.0069626+0.0026617i,-0.0078284+0.0012076i,-0.00019808+0.00053432i,0.005912+0.01075i,0.0042927+0.0014101i,-0.0092492-0.0099281i,0.0028877+0.0079619i,-0.021425+0.0063686i,0.0084562+0.00060042i,-0.02889-0.0040683i,-0.042166+0.0019772i,0.020158-0.09623i,-0.0020152-0.012572i,-0.053092-0.021818i,-0.023386+0.00027383i,0.01799+0.010682i,-0.024944+0.013433i,-0.018377-0.012701i
0.013357-0.0081442i,0.043192-0.012489i,0.022422-0.026949i,0.011067-0.021455i,0.013985-0.040335i,-0.018402-0.022592i,-0.0085616-0.014534i,-0.0025893-0.027914i,0.0061651-0.017547i,0.0046295-0.0031847i,0.0018858-0.004739i,0.00011224-0.0051267i,-0.00088611-0.0057932i,-0.00092298-0.0027296i,-0.001179+0.00097629i,0.0014141-0.002796i,-0.003239+0.0019019i,-0.00086948+0.0016436i,0.00010889+0.00022891i,0.00052165+0.0021703i,0.0014035+0.0018148i,0.0010474-0.0010124i,0.0019836+0.00048938i,-0.0010976+0.0026329i,-0.00053658+0.00033763i,-0.00040124+0.00037243i,-0.0013909+0.00017337i,-0.00059344+0.00034011i,0.00012152+9.7012e-05i,6.7452e-05-0.00039882i,0.0015632-0.0014578i,0.0014442-9.1222e-05i,0.00039427-0.00076186i,0.0004871-0.0010569i,0.00071013+0.00068182i,0.0047385-0.0015412i,-2.9741e-06+0.00017059i,-0.00010195+0.0012289i,0.00019014-0.00036254i,0.00046924+0.00047594i,0.0009639+0.00065637i,0.00013968+0.00086568i,-8.5479e-05-0.0030882i,0.00086282-0.003107i,0.018629+0.0054643i,0.028617+0.039343i,0.035054+0.039674i,0.047121+0.028527i,0.015507-0.00096348i,0.036118+3.1378e-05i,0.037307+0.013142i,0.014073+0.0071747i,0.029577+0.02272i,-0.0037732+0.032725i,0.0064247-0.0045682i,0.0046815-0.003406i,0.006519-0.0037491i,0.0078497+0.0038138i,0.0037719+0.0065192i,-0.0061225+0.0048661i,-0.0040503-0.0056354i,0.0045283+0.012792i,-0.0037759+0.00042196i,-1.0251e-05+0.0053778i,-0.00050166+0.0014435i,0.0027153-0.0031805i,0.0066229-0.0010384i,-0.002847-0.00077011i,0.0043564-0.0024769i,-0.0062818-0.00070954i,-0.0015825+0.00051158i,0.00031055-3.3046e-05i,-0.0046875-0.0026834i,-0.0041652-0.0021894i,-0.0077035-0.0091171i,0.002724-0.0019297i,-0.0049284+0.0017901i,-0.0017188+0.0011644i,-0.0041448+0.0027349i,0.0067443+0.0012645i,-0.0072062-0.0016126i,-0.0044098-0.0075088i,-0.0028047-0.0013085i,-0.0055789-0.00076052i,0.0048299-0.0030491i,0.0060214+0.00084013i,0.0030212-0.001578i,0.0053117+0.0084973i,0.0059639+0.0056024i,0.042053+0.027684i,-0.031694-0.0046857i,-0.036532+0.018071i,-0.010294+0.020305i,0.0017082+0.0026481i,0.0092016-0.0062166i,-0.011003+4.7163e-05i
0.011328-0.010027i,0.03998-0.019602i,0.017082-0.030009i,0.0071266-0.022052i,0.0056547-0.042127i,-0.020807-0.018939i,-0.011391-0.013659i,-0.0071886-0.026551i,0.0029722-0.017981i,0.0037118-0.0042075i,0.00057744-0.005367i,-0.00098631-0.0045412i,-0.0026063-0.004753i,-0.001448-0.0021374i,-0.00065207+0.0012023i,0.0011047-0.0029717i,-0.0018636+0.0027604i,-0.00062069+0.0017852i,-6.1491e-05+0.00023879i,0.0011603+0.0019423i,0.0020374+0.0015295i,0.00084822-0.0011606i,0.0020007-0.00016609i,0.0006847+0.0023844i,-0.0002687+0.00043656i,-8.5643e-05+0.0003112i,-0.0011752+0.00094015i,-0.00041872+0.00054418i,0.00012173+0.00014096i,0.00019852-0.00016698i,0.00084594-0.0021032i,0.0014593-0.00055443i,0.00015762-0.00079392i,3.3767e-05-0.0010018i,0.0013259+0.000489i,0.0042095-0.0025009i,2.6969e-05+0.0003075i,0.00029581+0.0011359i,0.00039043-9.3862e-05i,0.00042423-0.00022032i,0.0010887+0.00034112i,0.00046094+0.0007527i,-0.00089121-0.0024022i,0.001082-0.0029938i,0.019391+0.0028917i,0.033953+0.03464i,0.040036+0.033084i,0.050297+0.019791i,0.01271-0.00024774i,0.036571-0.0061267i,0.03944+0.006211i,0.015345+0.0011563i,0.030127+0.012133i,0.0036609+0.029767i,0.0045221-0.0055048i,0.00064522-0.0037534i,0.0042688-0.0062718i,0.0069721+0.00099973i,0.0053003+0.0049581i,-0.0031283+0.0072766i,-0.0044142-0.0024725i,0.0061686+0.010701i,-0.0038119+0.0013682i,0.0029531+0.005959i,0.00037743+0.0016366i,0.0005384-0.0035499i,0.0071906-0.0046907i,-0.0031601-0.00020187i,0.0036894-0.0042256i,-0.0059098+0.002448i,-0.0015092-0.00012137i,-2.2214e-06-0.00063514i,-0.0046248+0.00024236i,-0.0040946-0.00091417i,-0.0093294-0.0055508i,0.001286-0.002699i,-0.003537+0.0029655i,-0.0017029+0.00081303i,-0.0026809+0.0039306i,0.0079399-0.001487i,-0.0069899+0.0014279i,-0.0068531-0.0056149i,-0.0025507-0.00074717i,-0.00512+0.0012118i,0.0023972-0.0038488i,0.0063019-0.002012i,0.0030104-0.0019477i,0.0070455+0.006245i,0.0051317+0.0049632i,0.043054+0.018077i,-0.030714+0.0019614i,-0.03451+0.026011i,-0.0066294+0.018621i,0.0031286+0.0053632i,0.0066934-0.0064081i,-0.012464+0.0022421i
0.0097061-0.011685i,0.035277-0.0261i,0.011317-0.031637i,0.0037343-0.021814i,-0.0029001-0.042284i,-0.022732-0.015314i,-0.013972-0.012186i,-0.011067-0.024775i,-0.0002517-0.017995i,0.0024696-0.0047714i,-0.0011617-0.0053373i,-0.0018095-0.0037521i,-0.0037377-0.0031798i,-0.0017585-0.0014922i,-0.00035996+0.0011784i,0.00077032-0.0031432i,-0.00040238+0.0027143i,-0.00039072+0.0020526i,-8.0796e-05+0.00051348i,0.0016538+0.0013239i,0.0026763+0.00071999i,0.00053999-0.001471i,0.0017534-0.00081303i,0.0019671+0.0014317i,0.00013476+0.00040793i,7.7087e-05+8.1964e-05i,-0.00052439+0.0013893i,-0.00032125+0.00073463i,0.00022732+0.0002078i,0.00027806-0.00016499i,-8.5813e-05-0.0023538i,0.0012194-0.0010781i,-0.00018218-0.00079889i,-0.00030001-0.00080049i,0.001836-0.00036196i,0.0035592-0.0035073i,0.00031795+0.00037369i,0.00067703+0.0010062i,0.00055139-0.00034109i,5.2792e-05-0.00055057i,0.0012105-9.2574e-05i,0.00069478+0.00037848i,-0.0012197-0.0016839i,0.000965-0.003475i,0.019936-0.00023723i,0.040257+0.028237i,0.04419+0.025785i,0.051665+0.010959i,0.011557+0.00084779i,0.036326-0.01257i,0.039762-0.00059646i,0.015518-0.0037028i,0.027728+0.0045187i,0.009313+0.026671i,0.0023421-0.0056972i,-0.0022935-0.0017638i,0.00063711-0.0077825i,0.0052257-0.00078741i,0.0057573+0.0030969i,-0.00025959+0.0078219i,-0.0035774-0.00053699i,0.0069391+0.0080839i,-0.0036248+0.0034644i,0.0056831+0.0048353i,0.0010367+0.0012444i,-0.001089-0.0027356i,0.0057943-0.0070666i,-0.0029896+0.00051238i,0.0025272-0.0052027i,-0.003124+0.0043293i,-0.0020732-0.00020031i,-0.00045836-0.00062521i,-0.0033116+0.001965i,-0.0034139+0.00038384i,-0.0099141-0.0020902i,0.00037329-0.003103i,-0.0020929+0.0033494i,-0.0017768+0.0011614i,-0.00064065+0.0037736i,0.0075127-0.005034i,-0.0055159+0.0037667i,-0.0081512-0.0028334i,-0.0024981-0.00051844i,-0.0041703+0.002383i,0.0012657-0.0034154i,0.0049098-0.0042578i,0.003107-0.0025273i,0.0067084+0.0027486i,0.0050854+0.0047369i,0.043409+0.010526i,-0.027661+0.0072456i,-0.02902+0.033388i,-0.0045362+0.016899i,0.0062706+0.0060196i,0.004214-0.0053359i,-0.012281+0.0047962i
0.0079277-0.013634i,0.029559-0.030936i,0.0061393-0.032579i,0.0010322-0.021827i,-0.011165-0.040113i,-0.0241-0.011554i,-0.016438-0.010067i,-0.014691-0.022509i,-0.0029658-0.017246i,0.0012306-0.0050067i,-0.002772-0.0042026i,-0.0021396-0.0030664i,-0.0039606-0.0014863i,-0.0019339-0.00099158i,-4.1921e-05+0.0013846i,0.00028043-0.0032654i,0.00042407+0.0022024i,0.00019287+0.0025176i,0.00026539+0.00085607i,0.0018416+0.00053485i,0.0027595-0.00036913i,-7.1311e-05-0.0016301i,0.0012223-0.0012317i,0.0025494-0.00038824i,0.00055301+0.0002381i,-9.495e-05-7.8301e-05i,4.7011e-05+0.0014314i,3.3421e-05+0.00091056i,0.00039267+7.4203e-05i,0.00028054-0.00021976i,-0.0010081-0.0021627i,0.00077465-0.0014027i,-0.00040486-0.00061443i,-0.00049681-0.00059812i,0.0015276-0.0015404i,0.0026668-0.0043723i,0.0006056+0.00013369i,0.0010405+0.00073983i,0.0004646-0.00054938i,-0.00045763-0.00079302i,0.0010324-0.00051179i,0.00059408+0.00023585i,-0.001401-0.001025i,0.00037634-0.0035879i,0.020041-0.0036921i,0.044862+0.018898i,0.047288+0.017845i,0.05198+0.0029145i,0.012171+0.0023092i,0.034505-0.01991i,0.039223-0.0073376i,0.014786-0.0089336i,0.025238-0.00079285i,0.015043+0.02248i,0.00077009-0.0049994i,-0.0036145+0.0010031i,-0.0037572-0.007842i,0.0035822-0.0016669i,0.0055273+0.0017873i,0.002133+0.0074752i,-0.0024373+0.00059526i,0.0065943+0.0054117i,-0.0011415+0.0054986i,0.0080359+0.0025485i,0.0016691+0.0009758i,-0.0019411-0.0014162i,0.0037394-0.0093693i,-0.002632+0.00090066i,0.0011201-0.0061931i,-0.00098084+0.003865i,-0.0027591+0.00016993i,-0.00053885-0.00048864i,-0.0018508+0.0032802i,-0.0025926+0.0010123i,-0.0090982+0.0013918i,-0.00087219-0.0035115i,-0.00064721+0.003003i,-0.0015324+0.0011789i,0.00058916+0.0027805i,0.0054679-0.0084159i,-0.0029565+0.0050905i,-0.0075142+0.00011345i,-0.0026862-0.00025536i,-0.0031828+0.003436i,0.0004251-0.0029322i,0.0031668-0.0049761i,0.0029671-0.0035847i,0.0051422+0.0013704i,0.0056155+0.0045635i,0.042785+0.0030778i,-0.024436+0.0089413i,-0.021087+0.037678i,-0.0022618+0.016329i,0.008518+0.005245i,0.0034377-0.0035298i,-0.011122+0.0067018i
0.0053618-0.015488i,0.023498-0.034246i,0.00061105-0.03284i,-0.0020897-0.022024i,-0.017789-0.036577i,-0.024967-0.0078642i,-0.018318-0.007104i,-0.017698-0.019767i,-0.0051902-0.016387i,-0.00015469-0.0046826i,-0.0033376-0.0027188i,-0.0026132-0.0024921i,-0.0036132-0.00018432i,-0.0022626-0.00031893i,0.00059822+0.0014985i,-0.0004444-0.0032219i,0.00072984+0.001996i,0.0013552+0.002568i,0.00069415+0.0007151i,0.0015783-0.0001886i,0.002354-0.0013483i,-0.00058772-0.0015747i,0.00076398-0.0014285i,0.0016694-0.0018115i,0.00065083-0.00030025i,-0.00032614-9.6121e-05i,0.00058827+0.0013536i,0.00046617+0.00084551i,0.00033993-0.00013232i,0.00025838-0.00032491i,-0.0016747-0.0016236i,0.0003475-0.0015434i,-0.00064603-0.00042486i,-0.00068688-0.0002962i,0.00033378-0.002118i,0.0015202-0.0050243i,0.00057528-0.0002188i,0.0012771+0.00017362i,0.00038443-0.00062288i,-0.001048-0.00065942i,0.0006985-0.00086992i,0.00058757+0.00027377i,-0.0013243-0.000461i,-0.00019943-0.0033576i,0.019918-0.007668i,0.046166+0.0087071i,0.048788+0.0093286i,0.051963-0.0059152i,0.014918+0.0032782i,0.030596-0.027016i,0.037414-0.013721i,0.01212-0.013519i,0.021967-0.0043194i,0.019644+0.016542i,-7.728e-05-0.0049449i,-0.0030507+0.0043706i,-0.0084043-0.0053188i,0.0019426-0.0020503i,0.0051918+0.00075437i,0.0041582+0.0064262i,-0.0013022+0.00075536i,0.0053344+0.0039774i,0.0021347+0.0044694i,0.0093222-0.0012267i,0.0022758+0.00024853i,-0.0019166+0.00029175i,0.00025687-0.011455i,-0.0027374+0.0016272i,-0.00074292-0.0067616i,-0.00047806+0.0036042i,-0.0032464+0.0010785i,-0.00068175-0.00043296i,0.001102+0.0036105i,-0.0020636+0.00074516i,-0.0068246+0.0040464i,-0.0026608-0.0033022i,0.0002487+0.0021445i,-0.0013567+0.0012566i,0.0010499+0.0016181i,0.0020211-0.0111i,-0.00041024+0.0047763i,-0.0059819+0.0016808i,-0.0025642+0.00014561i,-0.0016464+0.0047561i,-0.00037865-0.002325i,0.0013103-0.005219i,0.0019298-0.0045097i,0.0038052+0.00086416i,0.0062911+0.0038076i,0.04096-0.0036511i,-0.024794+0.0089787i,-0.013504+0.038272i,0.0006082+0.014425i,0.010364+0.0034242i,0.0038885-0.0024962i,-0.0093615+0.0080274i
0.0026633-0.016727i,0.017671-0.036476i,-0.0047178-0.032074i,-0.0054321-0.021514i,-0.023941-0.0325i,-0.025296-0.0042582i,-0.019198-0.0039504i,-0.020215-0.016955i,-0.0071235-0.015671i,-0.00086258-0.003912i,-0.0032768-0.0014906i,-0.0029715-0.0015632i,-0.0031432+0.00087935i,-0.0021076+0.00062223i,0.0012261+0.0010797i,-0.0010289-0.002796i,0.0012834+0.0019239i,0.0022669+0.0018029i,0.00090404+0.00048436i,0.0012026-0.00050251i,0.0017448-0.0020837i,-0.0011323-0.0014047i,0.00022293-0.0016591i,0.00049985-0.0025103i,0.00020172-0.00064551i,-0.00050942+0.0002196i,0.001196+0.001041i,0.00073502+0.00055633i,0.00027572-0.00022543i,-2.3237e-05-0.00033078i,-0.0021428-0.00093429i,-0.00018973-0.0015617i,-0.00075442+7.6884e-05i,-0.00056614-5.0683e-06i,-0.00037219-0.0017803i,0.00018502-0.0053236i,0.00044709-0.00021581i,0.0010966-0.00030236i,0.000288-0.00087294i,-0.0015539-0.00016188i,0.00028425-0.0010232i,0.00070631+0.00017895i,-0.0010348+9.3801e-05i,-0.00075937-0.0032999i,0.01857-0.012564i,0.045164-0.0012196i,0.048676+0.00096714i,0.049333-0.015565i,0.019271+0.00087263i,0.024499-0.032683i,0.034695-0.019398i,0.009242-0.016437i,0.019777-0.0052539i,0.021763+0.0094404i,-0.0016108-0.0048637i,-8.9926e-05+0.0065702i,-0.011102-0.00067344i,0.00042369-0.0019266i,0.0046523-0.00010563i,0.0051263+0.0048544i,-0.00065545+0.0002157i,0.004475+0.0030338i,0.0028522+0.0026295i,0.0079002-0.0052576i,0.0024214-0.0010809i,-0.00031581+0.0014512i,-0.0051049-0.010266i,-0.0022291+0.0030262i,-0.0035053-0.0064403i,0.0012408+0.0037925i,-0.0032479+0.0024891i,-0.00076836-0.00026822i,0.0039144+0.00070785i,-0.0019873+0.000567i,-0.0036102+0.0047753i,-0.0043205-0.0019381i,0.00049175+0.0011269i,-0.0015276+0.0012656i,0.0011692+0.00049981i,-0.0028754-0.012153i,0.0015132+0.0034225i,-0.0050298+0.0023556i,-0.0027072+0.00059365i,0.00086218+0.0049209i,-0.00036906-0.0015124i,-0.00034642-0.0045488i,0.00062755-0.0049638i,0.0025275+0.00088972i,0.0065717+0.002951i,0.038276-0.0092011i,-0.026636+0.012148i,-0.0074034+0.037775i,0.002142+0.011039i,0.011349+0.00094116i,0.004317-0.0025591i,-0.0073662+0.0080272i
-0.00044714-0.017827i,0.012008-0.037986i,-0.0096571-0.030587i,-0.0083257-0.020528i,-0.029103-0.026908i,-0.02523-0.00061999i,-0.019508-0.00098574i,-0.02242-0.013742i,-0.0091091-0.015209i,-0.0011176-0.0033161i,-0.0029534-0.00050044i,-0.0029631-0.0005129i,-0.0022781+0.0017772i,-0.0015429+0.001287i,0.0015178+0.00052849i,-0.0013564-0.0023063i,0.0019209+0.0014965i,0.0026629+0.00083977i,0.0010974+0.00028045i,0.00098648-0.00066026i,0.00083041-0.0025833i,-0.0016917-0.00089765i,-0.00033354-0.0014685i,-0.00046326-0.0024645i,-8.7229e-05-0.00060688i,-0.00037696+0.00059476i,0.0014934+0.00039634i,0.00089915+0.00022934i,0.00018371-0.00030927i,-4.8144e-05-2.1656e-05i,-0.0023502-0.00014986i,-0.00069106-0.0012635i,-0.00043943+0.00047857i,-0.00044085+0.00012023i,-0.00072535-0.0015567i,-0.0011304-0.0050562i,0.00054415-0.00032555i,0.00084009-0.00055144i,-0.00011909-0.00086402i,-0.0017393+0.000587i,-0.00010744-0.0010861i,0.00067493-8.6601e-05i,-0.00061049+0.00044164i,-0.0014259-0.0029083i,0.01528-0.01682i,0.041745-0.0097595i,0.047062-0.007005i,0.044022-0.023768i,0.021363-0.0043166i,0.017662-0.036369i,0.031609-0.02456i,0.0067587-0.019182i,0.020075-0.0061134i,0.022286+0.0027701i,-0.0036088-0.0043613i,0.0033506+0.0061592i,-0.011099+0.0049797i,-0.00083439-0.0014123i,0.0041717-0.0005698i,0.0056407+0.0038039i,-0.00076951-0.00024316i,0.0030027+0.0027064i,0.0031091+0.0019137i,0.0044644-0.0076465i,0.0015716-0.0021995i,0.0011293+0.00094384i,-0.0079499-0.0061452i,-0.00033005+0.0038292i,-0.0055326-0.0044091i,0.0026185+0.0023357i,-0.00232+0.0040648i,-0.00075408-0.00028822i,0.0034001-0.0028571i,-0.0022174+0.00081614i,-0.0015492+0.0036261i,-0.0047837-0.00018297i,-3.5642e-05+0.00032662i,-0.0015794+0.0016725i,0.00061687-0.00058013i,-0.0082959-0.010171i,0.0020349+0.0013564i,-0.0044054+0.0029489i,-0.0027039+0.0015762i,0.0030344+0.0038944i,4.6476e-05-0.0015435i,-0.00058489-0.003119i,-0.00056621-0.0049339i,0.0016264+0.0017398i,0.0066689+0.0018545i,0.036531-0.013942i,-0.027147+0.017331i,-0.0017349+0.036423i,0.0015784+0.0075524i,0.010892-0.0024628i,0.0039626-0.0025826i,-0.0064041+0.0069407i
-0.0042603-0.018151i,0.0064797-0.038857i,-0.01437-0.028345i,-0.011177-0.0195i,-0.032516-0.0206i,-0.024642+0.002876i,-0.019424+0.0019176i,-0.02403-0.010206i,-0.011451-0.014478i,-0.0013602-0.0030387i,-0.0023533+0.00024385i,-0.0024773+0.00028065i,-0.0011657+0.0023006i,-0.00089134+0.0015854i,0.0016577+2.2829e-06i,-0.0014847-0.0019182i,0.0024056+0.0011196i,0.00276-0.0001523i,0.0012104-0.00012246i,0.00085254-0.00092811i,-0.00033416-0.0025493i,-0.0018296-0.00018838i,-0.00065522-0.0012136i,-0.0012017-0.0021057i,-0.00027729-0.00046021i,-6.0036e-05+0.000775i,0.00133-0.00023672i,0.00098246-0.00015761i,3.2974e-05-0.00028365i,-1.1685e-05+0.00015513i,-0.002258+0.00072333i,-0.00086491-0.00080897i,5.6058e-05+0.00055201i,-0.00036173+0.00013924i,-0.0013157-0.0011477i,-0.0021828-0.0043008i,0.0003661-0.00054419i,0.00051851-0.00070467i,-0.00027978-0.00038135i,-0.0016293+0.001217i,-0.00063711-0.0008995i,0.00045122-0.00034544i,-0.00010683+0.00048606i,-0.0019003-0.0021008i,0.011135-0.019758i,0.036575-0.016281i,0.044068-0.013997i,0.037338-0.029729i,0.020968-0.0090505i,0.010279-0.038475i,0.027965-0.029631i,0.0033122-0.021868i,0.021124-0.0086071i,0.02125-0.004267i,-0.0056836-0.0028546i,0.0057067+0.0040343i,-0.008189+0.0095676i,-0.0016549-0.00062868i,0.0036204-0.00092679i,0.0064267+0.0027039i,-0.0011321-0.00015875i,0.0023201+0.0037742i,0.0038818+0.00072482i,0.0010619-0.0076223i,0.00050322-0.0025794i,0.0017716-1.6995e-05i,-0.0083865-0.0023311i,0.001474+0.0033155i,-0.006494-0.0020661i,0.0023912+0.00084185i,-0.00040368+0.0048473i,-0.0010995-0.00030133i,0.00081015-0.0050149i,-0.0022228+0.0012432i,-0.00081029+0.0021956i,-0.0046455+0.0014839i,-0.00086743+0.00034824i,-0.0012272+0.0019454i,-0.00062359-0.00073785i,-0.011191-0.0057845i,0.0014602+6.6587e-05i,-0.0038733+0.0032911i,-0.001835+0.002332i,0.0044311+0.0019017i,-0.00043517-0.0014166i,0.0001475-0.0026901i,-0.0015014-0.0044477i,0.0025092+0.0033907i,0.006563+0.0010842i,0.033302-0.019397i,-0.026174+0.023196i,0.0030202+0.034212i,-0.00056111+0.005367i,0.0078617-0.0045563i,0.0042272-0.0030764i,-0.0069498+0.0062151i
-0.0079659-0.017213i,0.0010757-0.039326i,-0.018371-0.025153i,-0.013973-0.017917i,-0.034676-0.014617i,-0.023638+0.006388i,-0.018727+0.0048645i,-0.02487-0.0066502i,-0.014004-0.013218i,-0.0015701-0.0026386i,-0.0016016+0.00043715i,-0.0019226+0.00086535i,1.8807e-07+0.0024499i,-0.00028221+0.0017284i,0.0015193-0.00058448i,-0.0015755-0.0017567i,0.0031269+0.00025122i,0.0024068-0.0010792i,0.0010475-0.00061009i,0.0006167-0.0010692i,-0.0011892-0.0020884i,-0.0015352+0.00039547i,-0.00079811-0.0010643i,-0.0014145-0.0016436i,-0.0004922-0.00046986i,0.00027484+0.00073555i,0.001049-0.00054596i,0.00082417-0.00040821i,-7.9447e-05-0.00021124i,0.00016632+0.000339i,-0.0018159+0.0014993i,-0.00090659-0.00053054i,0.0002997+0.00036699i,-0.00033971+0.00027726i,-0.0014658-0.00043386i,-0.0027924-0.0033025i,9.0899e-05-0.000542i,0.00019931-0.00073823i,-5.2816e-05-0.00022418i,-0.0011663+0.0018998i,-0.00082472-0.00049587i,0.00040185-0.00040822i,0.0003094+0.00030378i,-0.0018706-0.0013897i,0.0069799-0.021711i,0.032014-0.020173i,0.040321-0.019846i,0.030299-0.033659i,0.019261-0.012962i,0.002797-0.038403i,0.023241-0.034109i,-0.00035726-0.023427i,0.021662-0.012347i,0.017312-0.010318i,-0.0072109-0.00024755i,0.0063235+0.0012125i,-0.004017+0.012129i,-0.0023667+0.00040372i,0.0032969-0.0008929i,0.0069112+0.0013343i,-0.0012139-2.1754e-05i,0.0030899+0.0053945i,0.0034867-0.00078347i,-0.0010854-0.0065389i,-0.00066304-0.0025196i,0.0018402-0.00090148i,-0.0073132+0.00069313i,0.002804+0.002216i,-0.0064171+0.00055261i,0.0018401+0.00040697i,0.0017093+0.0044366i,-0.0013031+6.8478e-05i,-0.0020173-0.0054605i,-0.0019651+0.001321i,-0.0013326+0.001555i,-0.0039802+0.003034i,-0.0012395+0.0011039i,-0.0012122+0.0021198i,-0.0012688-0.00023773i,-0.011695-0.0014344i,0.00056662-0.00055974i,-0.0036409+0.0038943i,-0.00093858+0.002496i,0.004781-0.00050621i,-0.00042698-0.0013298i,0.00053539-0.0034568i,-0.0024093-0.0043235i,0.0039554+0.0030984i,0.0067634+0.00053815i,0.029602-0.023444i,-0.022727+0.03062i,0.0070215+0.032078i,-0.0033235+0.005212i,0.0046046-0.0040665i,0.0034357-0.0041044i,-0.0075839+0.0063779i
-0.010916-0.015633i,-0.0047861-0.039809i,-0.021548-0.021987i,-0.016483-0.0159i,-0.036027-0.0080265i,-0.021715+0.0097169i,-0.017421+0.0075452i,-0.025445-0.0031813i,-0.016455-0.011426i,-0.0015586-0.0025809i,-0.0012068+0.00039298i,-0.0010884+0.0011386i,0.0012003+0.002156i,0.00049398+0.001566i,0.0011642-0.0010659i,-0.0018181-0.0016447i,0.0034482-0.0012518i,0.0016357-0.0016883i,0.00072178-0.00089498i,0.00050391-0.0011943i,-0.0017371-0.0013738i,-0.0011871+0.00075599i,-0.0010986-0.00095281i,-0.0014054-0.001569i,-0.0007416-0.00031502i,0.0005711+0.00062196i,0.00068144-0.00082055i,0.00061524-0.00055881i,-0.00012557-8.9497e-05i,0.00054257+0.00037148i,-0.0011673+0.002077i,-0.0010117-0.00025421i,0.00051142+0.00015885i,-0.00017069+0.00037148i,-0.0010999-1.5659e-05i,-0.0031219-0.0023829i,4.6718e-05-0.00039899i,2.832e-05-0.00057717i,3.1565e-05-0.00042312i,-0.0004534+0.0021417i,-0.00079221-0.0001347i,0.00029227-0.0007376i,0.00043366-0.0001682i,-0.0016015-0.0010701i,0.002379-0.02287i,0.028898-0.023987i,0.036212-0.024961i,0.023456-0.035502i,0.017724-0.015697i,-0.0041129-0.036187i,0.01796-0.037925i,-0.0036198-0.024702i,0.021331-0.017159i,0.011923-0.013524i,-0.0070521+0.0033799i,0.0056643-0.0014992i,0.00021275+0.012491i,-0.0025786+0.0017104i,0.0035786-0.00099672i,0.0072632-0.00043821i,-0.0013362+6.3133e-05i,0.005527+0.0057738i,0.0024859-0.0011095i,-0.0024164-0.0052073i,-0.0015561-0.0019242i,0.0018081-0.0016417i,-0.0060479+0.0025473i,0.0035435+0.00067409i,-0.005355+0.0027572i,0.0021194+0.00066219i,0.003199+0.0032932i,-0.001192+0.00026872i,-0.0048314-0.0044909i,-0.0019434+0.0015056i,-0.0015397+0.0019896i,-0.0026812+0.0041889i,-0.00073779+0.0017932i,-0.001112+0.002844i,-0.0012666+0.00030666i,-0.010948+0.0020907i,-0.00026286-0.00060542i,-0.0029941+0.0051637i,-0.00049325+0.0025903i,0.0040913-0.0031193i,-0.00039205-0.0016439i,8.8972e-05-0.0044858i,-0.0035847-0.0037061i,0.0051347+0.0020141i,0.0073742-0.00057863i,0.025666-0.026902i,-0.014717+0.036121i,0.011505+0.029131i,-0.0050806+0.0065417i,0.002804-0.0022964i,0.001847-0.0040416i,-0.0081201+0.0070261i
