-0.02388-0.019034i,-0.032289-0.032885i,-0.022237-0.019723i,-0.032526-0.020399i,-0.023933+0.0041473i,-0.028794-0.017805i,-0.058435-0.043881i,-0.041293-0.041449i,-0.031025-0.024167i,0.0050819+0.0058345i,-0.0035624+0.0066908i,-0.010895+0.010852i,0.0039612+0.0069094i,-0.003945-0.0028255i,0.0027999+0.0017414i,0.0041158+0.028554i,0.026514+0.032721i,-7.709e-05+6.7424e-05i,-0.0029618-0.0026868i,0.0075787+0.0039161i,0.0020299+0.00068796i,-5.3888e-05+0.0028063i,-0.00055187+0.00032909i,-0.032737-0.00061611i,-0.0033542-0.0049973i,1.6086e-05+0.0026296i,0.0035869-0.00091617i,0.00080477-0.00026385i,-0.00052514-0.00055616i,-0.0011442-0.0018999i,-0.002113-0.00064611i,-0.0041817-0.0040203i,-0.0031086-0.0054608i,0.00030717-0.0012594i,0.00059007-0.0029595i,-0.0015442+0.025428i,0.0022752-0.002949i,0.0022019-0.0040009i,0.0044699-0.002509i,-0.006619-0.0016769i,0.0009625+0.0012944i,0.010246-0.00053768i,-0.0018491-0.00025148i,-0.0033444+0.0016386i,-0.0089036-0.0021105i,-0.019454+0.021232i,-0.0074656-0.086128i,-0.0021679-0.060822i,-0.02127-0.053661i,-0.010985-0.045624i,0.054126-0.025435i,0.024531-0.067287i,0.041385-0.053792i,0.018432-0.038743i,0.026295-0.019339i,0.012201+0.012031i,0.025643-0.029375i,-0.01095-0.0010554i,-0.00084896-0.0010623i,-0.0073394-0.0019528i,-0.0050416-0.029229i,-0.020872+0.026871i,0.0075698-0.0091018i,-0.010584-0.003504i,-0.0022565-0.0017256i,-0.00061355-0.014412i,-0.0076721+0.004704i,0.0051596+0.010573i,-0.010178+0.031298i,0.0066666+0.0075617i,-0.0035284-0.0017033i,-0.0021686-0.001724i,-0.012568-0.0059119i,0.00022247-0.0040087i,-0.033172+0.0029276i,0.0033456-0.0087118i,-0.0072435-0.0020421i,-0.0054797-0.0028096i,0.0069404+0.0018086i,-0.010377+0.00055404i,0.0022363-0.00045364i,0.005938+0.0077957i,0.0057179+0.0010039i,-0.0079224-0.01017i,0.0024624+0.0080377i,-0.019489+0.0076032i,0.0034006+0.0055874i,-0.021272-0.0090252i,-0.027385-0.0050334i,0.0097254-0.061478i,0.018492-0.015166i,-0.051048-0.02889i,-0.023798+0.0018082i,0.018624+0.010347i,-0.027318+0.012032i,-0.012607-0.0078441i
0.0020255-0.0068258i,0.0072059-0.031705i,-0.015094-0.016351i,-0.010443-0.015143i,-0.011031-0.016287i,-0.010774-0.012239i,0.01426-0.014412i,0.012548-0.016835i,-0.0062093-0.0069204i,0.003708+0.00060866i,0.00016888+0.00061106i,-0.00085965+0.00061064i,0.0011761-0.00067208i,0.00078213-0.00065375i,-0.0011751-0.0016256i,0.0027344-0.0048065i,-0.0028803+0.00089318i,-0.00060688+0.00029674i,0.00013934-0.00046121i,6.0998e-05+0.0012862i,-0.0001802+0.0012172i,-0.00049005-0.00011312i,0.0012119+0.00063798i,-0.0026737+0.0029306i,8.5795e-05+0.00050904i,4.2269e-05+0.00019891i,-0.00078116+0.00037138i,7.8885e-06+0.00016906i,0.00021943+7.2244e-05i,0.00039004-0.00029962i,0.00040994-0.00013468i,0.0010784+0.00041427i,0.00017968-0.00012323i,-2.1063e-05-0.00064324i,0.00035344+0.00058115i,0.0064443-0.00042343i,0.00028022-7.4466e-05i,0.0010008+0.00019017i,0.00021106-0.00063581i,0.00056885-0.0011493i,0.00058464+0.00097886i,2.9562e-05-0.00011415i,-6.8903e-05-0.00089478i,-0.00058546+0.00076333i,-0.0079324-0.0076472i,0.00029533+0.02122i,0.029593-0.0002444i,0.029839-0.0033164i,0.0081961-0.016984i,0.029975+0.0075243i,0.022445+0.029413i,0.026926+0.019813i,0.018037+0.03304i,-0.024183+0.01411i,0.00031764-0.0087711i,0.0023237-0.0051034i,0.005925-0.0065691i,0.0097673+0.0017732i,0.0029892+0.0054311i,-0.006713+0.0067928i,-0.0022761-0.0052018i,0.0038949+0.0095217i,-0.0031192-0.00138i,0.00046591+0.0034028i,0.00012298+0.00071267i,0.0018161-0.0035194i,0.0067284-0.0016708i,-0.0028059-0.00031741i,0.004649-0.00078609i,-0.006705-0.00072261i,-0.0017135-0.0009433i,0.00012091+9.5111e-05i,-0.0046744-0.0021633i,-0.0029062-0.0020049i,-0.011651-0.01035i,0.0026038-0.0018345i,-0.0043511+5.2888e-05i,-0.0017109+0.0014375i,-0.0052026+0.0024643i,0.005135+0.0014016i,-0.0082351-0.0014874i,-0.0021486-0.0062962i,-0.0025886-0.001699i,-0.0059686-0.00044678i,0.0060876-0.0034936i,0.0044014+0.0015922i,0.0026789-0.002159i,0.0011749+0.005747i,0.0032367+0.0012236i,0.010815+0.0065272i,-0.025368+0.0013364i,-0.031714+0.015665i,-0.014256+0.022797i,0.0026015+0.0024197i,0.0069471-0.0066216i,-0.014139+0.0083343i
0.00072191-0.0071066i,0.0017282-0.032568i,-0.017746-0.013351i,-0.012988-0.012388i,-0.014187-0.014303i,-0.01205-0.010363i,0.01018-0.017481i,0.0095338-0.017876i,-0.0076838-0.0057943i,0.0038176-0.0007868i,0.0005454+0.00024504i,-0.00022855+0.0010299i,0.00070978-0.00088479i,0.00077178-0.00069695i,-0.001241-0.0012816i,0.0018684-0.0048861i,-0.0020234+0.0018248i,-0.000592+0.00025363i,-0.00011463-0.00049801i,0.00044551+0.0011478i,0.00028086+0.0013691i,-0.00044909+7.863e-05i,0.0013325+0.00018612i,-0.00070077+0.0032721i,0.00037525+0.00055777i,0.0001985+0.00012006i,-0.00034129+0.00094008i,8.8682e-05+0.00028219i,0.00024153+5.5292e-05i,0.00040138-0.00020991i,0.00024185-0.00030271i,0.001415-3.5199e-05i,0.00024607-0.00014412i,-0.00033519-0.00045573i,0.00084593+0.00041619i,0.0061036-0.0021137i,0.00013156+7.9367e-06i,0.0009821-0.00021161i,0.00012703-0.00043345i,0.00014501-0.001762i,0.00080547+0.00068285i,-1.2838e-05-0.00027351i,-0.00033052-0.00036498i,0.00037333+0.00079684i,-0.0087668-0.0057849i,0.0035789+0.022228i,0.029522-0.0045582i,0.028893-0.0093i,0.0031753-0.014357i,0.032973+0.0019986i,0.027973+0.023942i,0.02978+0.012007i,0.020822+0.024511i,-0.01894+0.01412i,-0.0018195-0.0078769i,-0.0011941-0.0052183i,0.0028109-0.0085385i,0.008016-0.0011673i,0.0038662+0.0041514i,-0.0027495+0.0094151i,-0.0028465-0.0023061i,0.0051984+0.0075455i,-0.0034871-0.00056449i,0.0020864+0.0040337i,0.0010475+0.00049446i,-0.00037468-0.0035023i,0.0068783-0.0054744i,-0.0032471+0.00022786i,0.0045504-0.0031351i,-0.0063756+0.0024837i,-0.001836-0.0014875i,-5.3348e-05-0.00058371i,-0.0043299+0.0006524i,-0.0029701-0.0013511i,-0.013089-0.0048262i,0.0010268-0.0024641i,-0.0037099+0.0011618i,-0.0018962+0.001289i,-0.0036046+0.0042325i,0.0063165-0.00055417i,-0.0075967+0.0017253i,-0.0039655-0.0053561i,-0.0025031-0.0012885i,-0.0054651+0.0017338i,0.0032129-0.0044018i,0.0048827-0.00010571i,0.002384-0.0025762i,0.0027662+0.0046032i,0.0017897+0.00088894i,0.010065+0.0018924i,-0.024515+0.0070694i,-0.030038+0.023018i,-0.010132+0.022142i,0.004127+0.0048982i,0.0045207-0.0064229i,-0.014082+0.010399i
-0.00013262-0.0073474i,-0.0042525-0.032439i,-0.019529-0.0099697i,-0.014466-0.0092579i,-0.017082-0.011768i,-0.013141-0.0085844i,0.0058456-0.019382i,0.0069912-0.018785i,-0.0089121-0.0042861i,0.003286-0.0019304i,0.000491-0.00020063i,0.00050738+0.0011669i,0.00022726-0.00079828i,0.00085516-0.00081325i,-0.0014275-0.0010199i,0.0011439-0.0049305i,-0.00086684+0.0020929i,-0.00080228+0.00030628i,-0.00036704-0.00030681i,0.00073703+0.00077872i,0.00090826+0.0010903i,-0.00045846+0.00011037i,0.0012654-0.00029525i,0.00099755+0.0026566i,0.00078874+0.00046434i,0.00032238-3.7182e-05i,0.00030594+0.00096398i,0.00018303+0.00032659i,0.00020498+3.5385e-05i,0.00044221-0.00031367i,5.7909e-05-0.00031792i,0.0013516-0.00066977i,0.00014744-0.00025313i,-0.00042859-0.00015572i,0.0011686-0.00026757i,0.0052597-0.0037382i,0.00029984+7.3928e-05i,0.00082604-0.00050016i,0.0001547-0.00049595i,-0.00055209-0.0020024i,0.0010252+0.00022525i,-0.00020768-0.00038573i,-0.00028564-3.7091e-05i,0.00088699+0.0001979i,-0.0090983-0.0043467i,0.0088169+0.022315i,0.029333-0.0091249i,0.026495-0.014716i,0.00042752-0.010766i,0.035146-0.0045541i,0.031394+0.017522i,0.031421+0.0048505i,0.020896+0.017793i,-0.015211+0.014561i,-0.0039273-0.0064621i,-0.0041838-0.0033863i,-0.0015148-0.0092373i,0.0055903-0.002529i,0.0039741+0.0028592i,0.00087179+0.0097489i,-0.0019661-0.00054005i,0.0053342+0.0053134i,-0.0040424+0.0016156i,0.003757+0.003745i,0.0013073-0.00026007i,-0.0018531-0.0023649i,0.0050392-0.0081051i,-0.0027731+0.00099658i,0.0035672-0.0045774i,-0.0034024+0.0044697i,-0.0026918-0.0017528i,-0.00056763-0.00066721i,-0.0029095+0.002327i,-0.0025517-0.00055271i,-0.012485-9.1128e-05i,8.4864e-05-0.0026161i,-0.0028507+0.0018388i,-0.0018349+0.0018821i,-0.0013424+0.004364i,0.0063374-0.0032064i,-0.0060156+0.0040222i,-0.005459-0.0037863i,-0.0027236-0.0010648i,-0.0043227+0.0029974i,0.0018013-0.0040375i,0.0044665-0.0015028i,0.0022576-0.0031056i,0.0023117+0.0021436i,0.00096912+0.0011232i,0.009395-0.0010164i,-0.021157+0.011566i,-0.024853+0.030354i,-0.0072283+0.021512i,0.0070744+0.0052152i,0.0024022-0.0049688i,-0.012648+0.012994i
-0.0011797-0.0077813i,-0.0099374-0.030809i,-0.020697-0.0068102i,-0.01499-0.0064611i,-0.019451-0.008182i,-0.014047-0.0067128i,0.0010989-0.019991i,0.0043224-0.01959i,-0.009319-0.002508i,0.0023851-0.0026258i,0.00012917-0.00021194i,0.0013204+0.00065297i,1.4803e-05-0.00049582i,0.00077767-0.0012338i,-0.0015798-0.00054596i,0.0002717-0.0049086i,-0.00020292+0.0018083i,-0.00096757+0.0007745i,-0.00033391-1.2457e-05i,0.00080374+0.0002923i,0.0011704+0.00050207i,-0.00063588+0.00023042i,0.00094109-0.00066606i,0.0020734+0.0010949i,0.0011983+2.2261e-05i,0.00024011-0.0002421i,0.00056739+0.00076232i,0.00033708+0.00033279i,0.00023662+2.4132e-05i,0.00029114-0.0004407i,-7.6698e-05-0.00027108i,0.001049-0.0010278i,6.5349e-05-0.00025059i,-0.0003535-1.5674e-05i,0.00091618-0.0011192i,0.004053-0.0050508i,0.00053917-0.00011741i,0.00057308-0.00069573i,4.9648e-06-0.0005311i,-0.0013483-0.0019813i,0.0009727-0.00022907i,-0.00048354-0.00021229i,-0.00028834+0.00036937i,0.00083787-0.00018163i,-0.0090394-0.0033074i,0.014883+0.019139i,0.028454-0.013964i,0.023919-0.018875i,0.00077244-0.0064483i,0.035408-0.012895i,0.033452+0.010998i,0.031723-0.0029653i,0.020512+0.012929i,-0.010316+0.01451i,-0.0050904-0.004197i,-0.005881-0.00036722i,-0.0062874-0.0084388i,0.0037949-0.0028493i,0.0037581+0.0021775i,0.0039116+0.0091514i,-0.00086059+0.00020078i,0.0046887+0.0031714i,-0.0019167+0.0042479i,0.0054426+0.002648i,0.0015531-0.0007123i,-0.0024559-0.00092557i,0.0023691-0.0099752i,-0.0022895+0.001346i,0.0022696-0.0058171i,-0.0010781+0.003739i,-0.0038428-0.0012421i,-0.0008312-0.00063347i,-0.0013974+0.003501i,-0.0022894-0.00049696i,-0.010187+0.0039935i,-0.0010234-0.0030692i,-0.0018199+0.0021003i,-0.0014444+0.0019456i,0.0002907+0.0036313i,0.0052104-0.0059343i,-0.0035762+0.0054763i,-0.005747-0.0016666i,-0.0032412-0.0005705i,-0.0033036+0.0040383i,0.00065659-0.0037753i,0.0038029-0.0021419i,0.0017667-0.0039017i,0.00085304+0.0019493i,0.00067202+0.0017644i,0.0083023-0.0040414i,-0.01774+0.012559i,-0.016716+0.034189i,-0.0036943+0.021629i,0.0089521+0.00431i,0.0018691-0.003167i,-0.010133+0.014539i
-0.0025614-0.0080978i,-0.014928-0.028001i,-0.021564-0.0034212i,-0.01526-0.0041778i,-0.020395-0.0043027i,-0.014721-0.0047523i,-0.0030692-0.01911i,0.0016749-0.02004i,-0.0088954-0.0011087i,0.0013291-0.0027655i,3.2842e-05+2.7805e-05i,0.001504-0.00012549i,2.7714e-05-0.00029264i,0.00014281-0.001289i,-0.0013699+3.0227e-05i,-0.00082429-0.0045874i,0.00026313+0.0017022i,-0.00055883+0.0013172i,-0.00031166+4.8192e-05i,0.0005411-8.8159e-05i,0.0011672-1.8985e-05i,-0.00061471+0.00049894i,0.00063089-0.00084855i,0.0017716-0.00054939i,0.0010728-0.00079048i,1.1199e-05-0.00033268i,0.00079237+0.00058576i,0.00049228+0.0001866i,0.00025466-0.00010376i,6.6523e-05-0.00044941i,-0.00010201-0.00011209i,0.00074168-0.0013517i,-9.4723e-05-0.00029082i,-0.00034527+0.00015619i,-1.8088e-05-0.0014106i,0.0025549-0.0060663i,0.00048513-0.00043868i,0.00029951-0.00089086i,-1.9309e-05-0.00047651i,-0.0022449-0.0016427i,0.00066214-0.00060661i,-0.00058386+0.00012072i,-0.00021512+0.0006861i,0.00083894-0.00045141i,-0.008586-0.0027213i,0.019054+0.013439i,0.02675-0.018976i,0.0218-0.023901i,0.0040563-0.0034801i,0.032825-0.021587i,0.034197+0.0047545i,0.029516-0.010296i,0.019408+0.0095807i,-0.0056638+0.012398i,-0.0048936-0.0026969i,-0.0057019+0.0033725i,-0.010949-0.004861i,0.0024344-0.0030259i,0.0035456+0.0017228i,0.0066461+0.0076603i,0.00031782-2.2717e-05i,0.0031688+0.0021421i,0.0013131+0.0036039i,0.0067959+0.00046163i,0.0016751-0.0015254i,-0.0020295+0.00089983i,-0.0012522-0.011211i,-0.0023584+0.0021806i,0.00043908-0.0068971i,-0.00092546+0.0032468i,-0.0046596+6.7653e-05i,-0.0011176-0.00047282i,0.0013712+0.0036055i,-0.0024495-0.00072823i,-0.0066134+0.0064205i,-0.0029322-0.0027319i,-0.00099622+0.001816i,-0.00090356+0.0020473i,0.0010543+0.002507i,0.0030389-0.0083103i,-0.00099461+0.0054062i,-0.0050563-0.0002512i,-0.0032218+0.00022308i,-0.0015486+0.0051809i,-0.00048844-0.0029988i,0.0030689-0.0027544i,0.00057669-0.0043297i,9.6261e-05+0.002529i,0.0008226+0.0022733i,0.0066242-0.0062269i,-0.018035+0.012236i,-0.0093323+0.033916i,0.00058353+0.019921i,0.010371+0.002333i,0.0022269-0.0020629i,-0.0074528+0.015236i
-0.0037893-0.0080448i,-0.018958-0.024442i,-0.021674+0.0001388i,-0.01521-0.0017603i,-0.020753-0.00071884i,-0.015061-0.0027937i,-0.0061828-0.017894i,-0.001037-0.02056i,-0.0082214-0.00045823i,0.00076601-0.002538i,0.00020503+0.00024913i,0.0013051-0.00065431i,1.0181e-05-0.00018189i,-4.9219e-05-0.00095542i,-0.00098019+0.00018341i,-0.0015929-0.0038029i,0.00090141+0.0014421i,8.1469e-06+0.0014088i,-0.00023344+0.00016891i,0.00032014-0.00010207i,0.0010287-0.00051642i,-0.0004703+0.00068073i,0.00029062-0.0010462i,0.00096488-0.0015857i,0.00039973-0.0012192i,-0.00024267-0.00016569i,0.0010849+0.00023956i,0.00055589+1.4799e-05i,0.00019389-0.00019373i,-0.0001859-0.00037522i,-5.4095e-05-3.9832e-05i,0.00013083-0.0015269i,-0.00018327-0.00010717i,-9.0999e-05+0.00031617i,-0.00034915-0.0010465i,0.00079357-0.0065494i,0.00034022-0.00046462i,-0.00010018-0.00087814i,-3.2752e-05-0.00049499i,-0.0030167-0.00079133i,0.0003001-0.0007163i,-0.00045098+0.00037i,9.2668e-06+0.0011256i,0.00069762-0.00088334i,-0.0086451-0.0029948i,0.020936+0.0070921i,0.024-0.023974i,0.016898-0.02967i,0.0090878-0.0047396i,0.027023-0.028865i,0.034289-0.0010962i,0.026499-0.015497i,0.019374+0.0080673i,-0.0029541+0.009016i,-0.0049444-0.0019596i,-0.0031665+0.0063305i,-0.013354+0.00093441i,0.00092753-0.0030635i,0.0033831+0.0015185i,0.0080011+0.0049359i,0.00071872-0.0010599i,0.0019398+0.0018618i,0.0017547+0.0020368i,0.0064327-0.0025625i,0.0011851-0.0027183i,3.3244e-05+0.0019435i,-0.0062216-0.0094821i,-0.0013485+0.0038055i,-0.0026648-0.0069355i,0.00044554+0.0037626i,-0.0048022+0.0020297i,-0.0013186-4.0675e-05i,0.0038381+0.00099969i,-0.0027823-0.00032815i,-0.0024132+0.0063776i,-0.0044195-0.0010703i,-0.00052921+0.0013358i,-0.00084184+0.0019655i,0.0014871+0.0012814i,-0.00044359-0.0099094i,0.001192+0.0043217i,-0.0046425+0.00046136i,-0.0031159+0.0010209i,0.0011392+0.0051992i,-0.00066266-0.0019455i,0.0022494-0.0029461i,-0.0006041-0.0043271i,-0.00017849+0.00313i,0.0011491+0.0026857i,0.0047487-0.0074093i,-0.019212+0.015i,-0.0036467+0.032614i,0.0035134+0.01607i,0.011081-0.00021185i,0.0025381-0.0019553i,-0.0045756+0.014936i
-0.0052139-0.0081048i,-0.021971-0.020443i,-0.021109+0.0034849i,-0.014606+0.00034515i,-0.020396+0.0030625i,-0.015223-0.00085369i,-0.0089849-0.016709i,-0.0042079-0.020844i,-0.0079521-0.00058337i,0.00058511-0.0023542i,0.0004897+0.00039917i,0.00097817-0.00092293i,0.00012112+1.1755e-05i,-8.4733e-06-0.00079533i,-0.00081115+0.00019379i,-0.0019368-0.0030445i,0.0012742+0.00099209i,0.00049619+0.0013341i,-7.9671e-05+0.00028887i,0.00026142-6.6748e-05i,0.00071059-0.00090427i,-0.00035019+0.00091643i,-7.8871e-05-0.00093497i,-2.1609e-05-0.0018806i,-9.5398e-05-0.0011694i,-0.00026472+9.0685e-05i,0.0010034-0.00023181i,0.00055398-0.00019014i,0.00011304-0.00021687i,-0.000322-0.00011998i,-3.0671e-05-4.1348e-05i,-0.00035738-0.0012432i,-7.5471e-05+1.8981e-05i,0.0001286+0.0002232i,-0.00048052-0.00093071i,-0.0008695-0.0062313i,0.00039359-0.00055538i,-0.00039906-0.00061864i,-0.0001803-0.00052351i,-0.0034192+0.00041322i,6.0825e-05-0.00082521i,-0.00028752+0.00055485i,0.00052347+0.0013801i,0.00024277-0.0010273i,-0.0097278-0.0030182i,0.020459+0.0010271i,0.019768-0.028222i,0.0096835-0.033054i,0.012023-0.009167i,0.020131-0.033611i,0.033785-0.007112i,0.023923-0.020465i,0.021104+0.0060493i,-0.00087486+0.0059597i,-0.0057815-0.0014228i,0.00021773+0.0071139i,-0.01241+0.0074598i,-0.00025867-0.0025545i,0.0034875+0.0013934i,0.0083673+0.002702i,0.00023581-0.0019524i,0.00066742+0.0025083i,0.0020135+0.0016823i,0.0042918-0.004848i,-0.00031058-0.0033202i,0.0016299+0.0010969i,-0.0087757-0.0049945i,0.0011575+0.0042018i,-0.0049541-0.004812i,0.0019986+0.0027518i,-0.0038244+0.0039495i,-0.0012543+0.00022033i,0.0034904-0.002186i,-0.002886+0.00047855i,4.9776e-05+0.0040333i,-0.0044451+0.00084119i,-0.00054987+0.00079104i,-0.00056112+0.0022177i,0.0011301+4.4423e-05i,-0.0049663-0.0092215i,0.0019137+0.0024005i,-0.0043821+0.0013844i,-0.0026871+0.002085i,0.003215+0.0038981i,-0.00024312-0.0016322i,0.0019027-0.0026509i,-0.0014968-0.0038401i,-0.00062791+0.004203i,0.00171+0.002723i,0.0042218-0.00833i,-0.01861+0.019217i,0.0011594+0.030411i,0.003964+0.011648i,0.010176-0.0032934i,0.0023581-0.0014608i,-0.0024805+0.013339i
-0.0070787-0.007734i,-0.023908-0.016426i,-0.020038+0.0067231i,-0.013796+0.0020109i,-0.019135+0.0065083i,-0.015158+0.0011037i,-0.011782-0.015141i,-0.0076781-0.020348i,-0.0083935-0.00074823i,0.00032839-0.0024762i,0.00090332+0.00040236i,0.00068047-0.0011235i,0.0003401+8.6128e-05i,-7.0626e-05-0.00074914i,-0.00067473+0.00022484i,-0.0020993-0.0025144i,0.0015133+0.00065724i,0.0010785+0.0011133i,0.00010244+0.00021785i,0.00029932-0.00015102i,9.782e-05-0.0010022i,3.348e-05+0.0011053i,-0.00028772-0.00075287i,-0.00075529-0.0017357i,-0.00046087-0.00099905i,-0.00019151+0.00025282i,0.00066115-0.00048658i,0.00049748-0.00039156i,8.923e-05-0.00010553i,-0.00038499+0.00010224i,-5.7462e-05-3.3364e-05i,-0.00045064-0.00086556i,0.00018657+2.3185e-05i,0.00020035+3.8175e-05i,-0.00088798-0.00072359i,-0.0020615-0.0053973i,0.00015865-0.00072537i,-0.00049561-0.00034714i,-0.00031541-0.00033176i,-0.0033087+0.0016795i,-0.00037485-0.00068694i,-0.00014534+0.00056186i,0.001167+0.0013917i,-0.00012229-0.00071551i,-0.010983-0.0021267i,0.018285-0.0039341i,0.014819-0.031002i,0.0023007-0.033649i,0.01205-0.013738i,0.012395-0.036561i,0.032481-0.013501i,0.020208-0.02549i,0.022898+0.0026722i,0.0003283+0.0014573i,-0.0070055+0.00017567i,0.0031193+0.0060208i,-0.0083239+0.012286i,-0.0010989-0.0020107i,0.0035032+0.0011458i,0.0084872+0.00056804i,-0.00084969-0.0021058i,0.00067062+0.0039486i,0.0029551+0.00073852i,0.0017786-0.0051023i,-0.001554-0.0029271i,0.0021744-0.00019767i,-0.0086785-0.00081878i,0.0031725+0.0030835i,-0.0060062-0.0025139i,0.001949+0.0014054i,-0.001864+0.0051673i,-0.0013976+0.00050799i,0.0013923-0.0043693i,-0.002738+0.0012939i,0.00022544+0.0016354i,-0.0038087+0.0023448i,-0.00097781+0.00064205i,-3.13e-05+0.0019789i,0.00017985-0.00028238i,-0.0078089-0.0065008i,0.0017546+0.0011858i,-0.0037411+0.0021375i,-0.0016392+0.0025782i,0.0042815+0.0019076i,-0.00041357-0.0013632i,0.0020442-0.0027418i,-0.0018884-0.0028494i,0.00067929+0.0062264i,0.0018444+0.0029044i,0.0027822-0.010169i,-0.016738+0.023665i,0.0050049+0.027504i,0.0021527+0.0083174i,0.0066616-0.0051584i,0.0030885-0.0015932i,-0.0020539+0.011594i
-0.0087474-0.0065976i,-0.025257-0.012829i,-0.018306+0.0096727i,-0.012931+0.003315i,-0.017429+0.009274i,-0.014853+0.0032287i,-0.014092-0.013166i,-0.010883-0.019186i,-0.0094231-0.00037896i,4.4133e-05-0.0025042i,0.0013639+4.2977e-05i,0.00035718-0.001023i,0.0005487+0.00010474i,-0.00014662-0.00058034i,-0.00060679+0.0002299i,-0.0022004-0.0022568i,0.002048+0.00023176i,0.0014578+0.00056227i,0.00011354+4.2087e-05i,0.00025979-0.00018229i,-0.00030178-0.00081622i,0.00059877+0.0009787i,-0.00032749-0.00066596i,-0.0011084-0.0015606i,-0.00087841-0.00077948i,-1.1906e-05+0.00035447i,0.00052785-0.00035936i,0.00031942-0.00048231i,0.00011633-8.8411e-05i,-0.00027505+0.00042754i,-5.1626e-05+6.4656e-05i,-0.00052341-0.00079885i,0.00028839-0.00015016i,9.9989e-05+5.2301e-06i,-0.00099081-0.0001667i,-0.0027978-0.0044829i,-0.00017138-0.00063933i,-0.00054342-7.816e-05i,-0.00022603-0.00019822i,-0.002582+0.0028582i,-0.00051942-0.00035332i,0.00015291+0.00064446i,0.0017533+0.00098695i,-7.2939e-05-0.00047311i,-0.011695-0.00057062i,0.015824-0.0065158i,0.010079-0.032702i,-0.0042941-0.032473i,0.010089-0.017716i,0.0042529-0.036608i,0.029528-0.019783i,0.015893-0.029523i,0.024047-0.00126i,-0.0013343-0.0026746i,-0.0074769+0.0027102i,0.0048335+0.0039209i,-0.0030211+0.014677i,-0.0019466-0.001317i,0.0037712+0.0011186i,0.0077519-0.0016769i,-0.0016217-0.0017808i,0.001532+0.0052018i,0.0028458-0.00072546i,0.00030383-0.0043797i,-0.0026456-0.0022043i,0.0019609-0.0011346i,-0.0069212+0.001989i,0.0044105+0.0012702i,-0.0061879-3.7277e-05i,0.0015291+0.0011162i,0.00038941+0.0051604i,-0.001092+0.0010511i,-0.0010413-0.005014i,-0.0021887+0.0016217i,-0.0010942+0.0006601i,-0.0027766+0.0035399i,-0.0012781+0.0011532i,-0.0001195+0.0017382i,-0.00026556-0.00020743i,-0.009179-0.0034795i,0.0012885+0.00031528i,-0.0031909+0.00244i,-0.00076703+0.0025682i,0.0044083-0.00024999i,-6.8086e-05-0.0012803i,0.0020731-0.0034425i,-0.0021419-0.0027289i,0.0029463+0.0063411i,0.0024389+0.0029936i,0.0010042-0.01105i,-0.012851+0.028924i,0.0078311+0.024785i,-0.00077665+0.0074966i,0.0034051-0.0039314i,0.0029887-0.0024136i,-0.0021067+0.010577i
-0.009807-0.0051721i,-0.026753-0.0096235i,-0.016147+0.011949i,-0.012092+0.0045719i,-0.015446+0.011947i,-0.01391+0.0052339i,-0.016125-0.010941i,-0.014039-0.017751i,-0.010572+0.00071873i,-0.00016258-0.0027573i,0.0015705-0.00059417i,0.00034882-0.0010221i,0.00082532+4.9614e-05i,6.3024e-05-0.00070589i,-0.00061015+0.00025089i,-0.0024673-0.002032i,0.0023045-0.00074206i,0.0014071-4.7248e-05i,0.00010441+3.6022e-06i,0.00036595-0.0002716i,-0.00055971-0.00056955i,0.00087993+0.00054404i,-0.00049285-0.00067049i,-0.0013222-0.0016061i,-0.0011475-0.0003447i,0.00023889+0.0003454i,0.00047397-0.00045079i,0.00013749-0.00046899i,0.00011968-5.8247e-05i,0.00015169+0.00060555i,-1.5229e-06+0.0001743i,-0.00078459-0.0006427i,0.0003852-0.00039097i,0.00016+1.8484e-05i,-0.00063319+0.0001006i,-0.0033464-0.003652i,-0.00030263-0.00042291i,-0.00035267+0.00020577i,-0.00017397-0.00023886i,-0.0013264+0.0034892i,-0.00046947-0.00010228i,0.00036855+0.00037178i,0.0021878+0.00022977i,3.6586e-05-0.00043603i,-0.012151+0.00094287i,0.014516-0.0085303i,0.0052724-0.03375i,-0.010164-0.029595i,0.008023-0.020304i,-0.0029555-0.033916i,0.0253-0.025235i,0.0113-0.033354i,0.024807-0.0060704i,-0.0043447-0.0048571i,-0.0064705+0.0057101i,0.005328+0.0015735i,0.0019839+0.01438i,-0.0024328-0.00021535i,0.0046331+0.00072863i,0.0063516-0.0036151i,-0.0022486-0.0013273i,0.0036903+0.0056908i,0.002077-0.0010562i,-0.00046785-0.0036983i,-0.0032988-0.0010937i,0.0016513-0.001824i,-0.005425+0.0034014i,0.004735-0.0010148i,-0.0054824+0.0021078i,0.002077+0.0014924i,0.0020644+0.0042157i,-0.00056422+0.0010831i,-0.0035412-0.0044897i,-0.0018278+0.0016801i,-0.0018156+0.0014929i,-0.0012357+0.0041746i,-0.00093684+0.0017629i,-0.00016861+0.0021654i,-0.00040383-0.00021781i,-0.0096699-0.00063439i,0.00054998-5.6439e-05i,-0.00294+0.0031989i,-0.00034146+0.0025706i,0.0038253-0.0024085i,-8.6676e-05-0.001839i,0.0017531-0.004294i,-0.0027238-0.0023121i,0.0050634+0.0053623i,0.0033463+0.0029041i,-0.0010334-0.011593i,-0.0055481+0.03205i,0.010801+0.021223i,-0.0029831+0.0087066i,0.0018679-0.0015534i,0.002141-0.002536i,-0.0020645+0.010084i
