-0.023931-0.039335i,-0.012272-0.048794i,-0.018238-0.044789i,-0.031293-0.03492i,-0.030182-0.016233i,-0.050609-0.027394i,-0.057884-0.025629i,-0.044578-0.037527i,-0.029449-0.036216i,0.0070943+0.012632i,-0.0048644+0.015544i,-0.0047204+0.014023i,0.009822+0.021508i,0.00042196+0.0044451i,0.0034525+0.0032169i,0.006437+0.017296i,0.026808+0.038352i,-0.0026271-0.00071028i,-0.0042104-0.0059793i,0.0077414+0.0015328i,-1.0424e-05-0.00091868i,-0.001039+0.001499i,0.000128-0.00039712i,-0.030388-0.0029485i,-0.0013748-0.0057693i,0.0015747+0.0046133i,0.0036119-3.9271e-05i,-0.00039823+0.00066027i,0.00040783-0.00057129i,-0.00010598-0.0026271i,-0.0019381-0.0062134i,-0.0044238-0.004105i,-0.0019016-0.0048371i,0.0022972-0.00080697i,0.0021406-0.0029245i,0.0027301+0.02557i,0.0018536-0.0026668i,0.0027684+0.00065836i,0.0059406+0.0011034i,-0.010396-0.0035133i,-0.0032565+0.0008447i,0.0066826+0.0013645i,0.0049951+0.00033064i,-0.0035588+0.0055247i,0.0012842-0.0093429i,-0.011657+0.017595i,0.035733-0.090254i,0.012249-0.070393i,-0.016154-0.059483i,-0.0164-0.055663i,0.039432-0.046252i,0.016923-0.062425i,0.03403-0.05586i,0.031265-0.059938i,0.015375-0.013441i,0.0047764+0.016529i,0.016449-0.026418i,-0.011312+0.0059251i,-0.00052554+0.005117i,-0.005246-0.0012859i,-0.0022389-0.028817i,-0.023738+0.031932i,0.010276-0.011195i,-0.012918-0.0024999i,-0.00019813-0.0049472i,-0.0011192-0.016112i,-0.0076747+0.0045829i,0.0050681+0.0062584i,-0.0083846+0.03062i,0.005534+0.0058017i,-0.0050445-0.00061634i,-0.0031032-0.00042044i,-0.012292-0.0075357i,-0.00082003-0.004286i,-0.029961+0.0065057i,0.0001898-0.009981i,-0.0096466-0.0018736i,-0.0064565-0.0024928i,0.0067284+0.0027575i,-0.0080116+0.0016577i,-0.00021016+0.00076031i,0.0060758+0.010708i,0.0041036+0.0013905i,-0.0097651-0.01021i,0.0031782+0.0078645i,-0.021586+0.0061968i,0.0079951+0.0004749i,-0.028642-0.0041973i,-0.042179+0.0016507i,0.019445-0.096191i,-0.001962-0.012462i,-0.053224-0.021764i,-0.023382+0.00044448i,0.017985+0.011037i,-0.024957+0.012889i,-0.018387-0.013337i
0.012387-0.0087364i,0.043189-0.012626i,0.02253-0.026784i,0.010865-0.021605i,0.013675-0.040353i,-0.018601-0.022559i,-0.0085296-0.01477i,-0.0024438-0.027953i,0.0065493-0.017774i,0.0050409-0.0029163i,0.0018802-0.0048461i,3.7814e-05-0.0052224i,-0.0009258-0.0057098i,-0.00095589-0.0027423i,-0.0011742+0.00098568i,0.0014128-0.0030019i,-0.0033274+0.0017929i,-0.00085722+0.0014582i,0.00018074+0.00028889i,0.00061901+0.0022065i,0.0014138+0.0017866i,0.0010564-0.0010417i,0.0020096+0.00048584i,-0.0010155+0.0025741i,-0.00052114+0.00039683i,-0.00055855+0.00034552i,-0.0014168+0.0001542i,-0.00055932+0.00035678i,0.0001532+0.00010202i,6.3318e-05-0.0003584i,0.0014511-0.0015001i,0.0013612-0.00013177i,0.00034927-0.00077617i,0.00050919-0.0011214i,0.00077299+0.0006615i,0.0045623-0.0016313i,5.2505e-05+0.00014273i,-4.1694e-05+0.0012737i,9.4157e-05-0.00031709i,0.00037197+0.00037916i,0.0008666+0.00047572i,0.00017789+0.00070317i,-0.00014619-0.00314i,0.00082203-0.0027174i,0.01842+0.0044346i,0.028943+0.039738i,0.035515+0.039703i,0.047243+0.028706i,0.015793-0.00076151i,0.036111-0.00031877i,0.03777+0.012731i,0.014336+0.0065577i,0.029565+0.022087i,-0.0036538+0.033381i,0.0063892-0.0046115i,0.0046497-0.0034937i,0.0067061-0.0040382i,0.0077596+0.0037951i,0.0037271+0.0063984i,-0.0061996+0.0044117i,-0.0039158-0.0058247i,0.0043386+0.013107i,-0.0036466+0.00059628i,-9.1578e-05+0.005259i,-0.00045012+0.0015008i,0.0026637-0.0031587i,0.0063947-0.00072937i,-0.0027092-0.00055962i,0.0043196-0.0025604i,-0.0064367-0.00058921i,-0.0014993+0.0005085i,0.00029419+2.5794e-05i,-0.0046061-0.0026385i,-0.0043079-0.002286i,-0.0078866-0.0092049i,0.0027362-0.0018215i,-0.0048503+0.0018243i,-0.0015481+0.0012172i,-0.0040107+0.0027813i,0.0067838+0.0010674i,-0.007076-0.0016632i,-0.0045095-0.0075487i,-0.0027983-0.0012629i,-0.0055596-0.00054984i,0.0045135-0.0029573i,0.0061003+0.00062679i,0.003111-0.001498i,0.005258+0.0084181i,0.006313+0.0053991i,0.041+0.028666i,-0.031722-0.0047892i,-0.036641+0.018221i,-0.010031+0.020731i,0.0021017+0.0025824i,0.0093196-0.0062356i,-0.011096-7.0578e-05i
0.010292-0.010292i,0.040001-0.019778i,0.017241-0.029911i,0.0069152-0.022139i,0.0053443-0.042032i,-0.021006-0.018852i,-0.011497-0.013922i,-0.0070988-0.026676i,0.0032759-0.018365i,0.004198-0.0041054i,0.00053684-0.0054591i,-0.0010964-0.004557i,-0.002597-0.0047i,-0.0014973-0.0021453i,-0.00063814+0.0012082i,0.00098524-0.0031575i,-0.0019936+0.002707i,-0.0006801+0.0016251i,4.9726e-06+0.00028327i,0.0012512+0.0019232i,0.0020237+0.0015034i,0.00085763-0.0011669i,0.0019925-0.0001697i,0.00070129+0.0022772i,-0.00020941+0.00049609i,-0.00024272+0.00035308i,-0.0011827+0.00091253i,-0.00040662+0.00056285i,0.0001523+0.00011881i,0.00017756-0.000143i,0.0007398-0.0021116i,0.001374-0.00056166i,0.00012684-0.00076727i,-2.775e-05-0.0010347i,0.0013401+0.00043539i,0.0040397-0.0024875i,1.941e-05+0.00028443i,0.0003647+0.0011863i,0.00031511-2.1898e-05i,0.00029578-0.00022665i,0.00089766+0.00025887i,0.00041671+0.00057008i,-0.00089667-0.0023499i,0.0011353-0.0026396i,0.018842+0.0020004i,0.034422+0.034994i,0.040376+0.032965i,0.050517+0.019909i,0.013055-0.00021735i,0.036503-0.0063942i,0.039841+0.0056859i,0.015301+0.0005217i,0.029838+0.011866i,0.0040052+0.030361i,0.0044232-0.0055748i,0.00066378-0.0037401i,0.0041903-0.0066189i,0.0069415+0.0010177i,0.0052118+0.0048989i,-0.0033993+0.0068184i,-0.0044717-0.0026711i,0.006115+0.011156i,-0.0036319+0.0013841i,0.002766+0.006021i,0.00044165+0.0016995i,0.00046366-0.0034889i,0.0072367-0.0043202i,-0.0029374-0.00014833i,0.003619-0.0043047i,-0.0060311+0.0026428i,-0.001403-0.00019451i,5.5494e-05-0.00057619i,-0.0045449+0.00035712i,-0.0042454-0.00097564i,-0.0094801-0.0055558i,0.0013477-0.0025725i,-0.003507+0.0028634i,-0.0015771+0.00072575i,-0.0026465+0.003909i,0.007876-0.001691i,-0.0069329+0.0013698i,-0.0068871-0.0055544i,-0.0024801-0.00076251i,-0.0049288+0.0014238i,0.0021884-0.0036029i,0.0062554-0.0021442i,0.003071-0.0018681i,0.0069792+0.0061855i,0.0055286+0.0045979i,0.042086+0.019217i,-0.030843+0.0018776i,-0.034575+0.026222i,-0.0062372+0.018942i,0.0034678+0.0051771i,0.0067564-0.006425i,-0.01263+0.0021376i
0.0087204-0.011669i,0.03528-0.026246i,0.011533-0.031645i,0.0035422-0.021903i,-0.0031467-0.042168i,-0.022916-0.015159i,-0.014176-0.012349i,-0.011097-0.024992i,-0.00017354-0.018508i,0.0029474-0.0048673i,-0.0012326-0.0054438i,-0.0018799-0.0036801i,-0.0036974-0.0031431i,-0.0017619-0.0015012i,-0.00032684+0.0011638i,0.00057574-0.0032276i,-0.00049684+0.002739i,-0.00053615+0.001955i,-2.4543e-05+0.00052163i,0.0017406+0.001249i,0.0026724+0.00071002i,0.00056218-0.001444i,0.0017445-0.00081352i,0.0019005+0.0012802i,0.00017413+0.00042113i,-4.0379e-05+0.00021007i,-0.00053352+0.0013623i,-0.00027736+0.00073014i,0.00024778+0.00017547i,0.00026962-0.00012631i,-0.00018107-0.0023114i,0.0011503-0.0010534i,-0.0001996-0.00077817i,-0.00034053-0.00082186i,0.0017732-0.00037696i,0.0034374-0.003442i,0.0002738+0.00038959i,0.00075393+0.0010077i,0.00050959-0.00022885i,-4.5643e-05-0.00050182i,0.0010175-5.2692e-05i,0.00055821+0.00023374i,-0.0011607-0.0016315i,0.0010843-0.0032083i,0.019256-0.00083586i,0.040752+0.028553i,0.044403+0.025626i,0.051987+0.011052i,0.011915+0.00069799i,0.036213-0.012727i,0.040026-0.0011948i,0.015168-0.0042775i,0.027428+0.0046354i,0.0096113+0.027138i,0.0021876-0.0057491i,-0.0022607-0.0017692i,0.00034603-0.0079859i,0.0051863-0.00075823i,0.0056419+0.003046i,-0.00075563+0.0075106i,-0.0036972-0.00064219i,0.0068875+0.0085016i,-0.003476+0.0034031i,0.0055873+0.0050368i,0.0011382+0.001258i,-0.0011168-0.0026711i,0.0060883-0.0069722i,-0.0027512+0.0004351i,0.0023663-0.0052613i,-0.0030965+0.0046245i,-0.0020455-0.00035091i,-0.00037666-0.00058723i,-0.0031647+0.0019548i,-0.0035528+0.00038309i,-0.010021-0.0020699i,0.00047701-0.002974i,-0.0021235+0.0032742i,-0.0018011+0.0010129i,-0.00067112+0.0037794i,0.0074015-0.005124i,-0.005442+0.0038229i,-0.0079841-0.0027552i,-0.0024082-0.00057317i,-0.0039783+0.0024907i,0.0012448-0.0031838i,0.0047626-0.00431i,0.003158-0.0024184i,0.0066246+0.0028091i,0.0052536+0.0042236i,0.042506+0.011951i,-0.027852+0.0070235i,-0.028841+0.033499i,-0.0040826+0.016944i,0.0064785+0.0058446i,0.0041742-0.0054261i,-0.012422+0.0048164i
0.0069807-0.013375i,0.029579-0.031125i,0.0062995-0.032683i,0.00088862-0.021873i,-0.011373-0.039965i,-0.024224-0.011404i,-0.01668-0.0101i,-0.014861-0.022743i,-0.0032023-0.017742i,0.0016302-0.005278i,-0.0028845-0.0042696i,-0.002175-0.0029685i,-0.0039067-0.0015273i,-0.0019531-0.0010312i,-1.4146e-05+0.0013524i,5.6828e-05-0.0032272i,0.00036107+0.0022364i,2.6476e-05+0.0024708i,0.00030044+0.00087259i,0.0018723+0.00044109i,0.0027768-0.00039156i,-2.9472e-05-0.0016319i,0.0012086-0.0012389i,0.0023012-0.00047731i,0.00055687+0.00023052i,-0.00011144+8.7789e-05i,3.2987e-05+0.0014178i,6.1661e-05+0.00088413i,0.00038808+5.0661e-05i,0.00029283-0.00015386i,-0.0010988-0.0020991i,0.00073126-0.0013513i,-0.00042095-0.00057644i,-0.0005401-0.00065586i,0.0014896-0.0014974i,0.0026198-0.0043101i,0.00058932+0.00017536i,0.0010785+0.00072185i,0.00050693-0.00043347i,-0.00049515-0.00069399i,0.00090657-0.00043207i,0.00043015+0.00015487i,-0.0012904-0.00099382i,0.00052037-0.0034141i,0.019289-0.0040104i,0.045457+0.019053i,0.047398+0.017632i,0.05232+0.0028462i,0.0125+0.0021004i,0.034429-0.019978i,0.039267-0.007952i,0.014362-0.0092466i,0.025098-0.00030433i,0.015385+0.022816i,0.00057171-0.004979i,-0.003472+0.0010001i,-0.0041444-0.0077973i,0.0035696-0.0015768i,0.0054138+0.001793i,0.0014905+0.0074601i,-0.0025794+0.000562i,0.0066999+0.0056586i,-0.0010927+0.0052865i,0.0080386+0.0027127i,0.0017634+0.00092091i,-0.0019194-0.0013665i,0.0039771-0.0094376i,-0.0024474+0.00067684i,0.00093189-0.0061453i,-0.00088299+0.004037i,-0.0028323-3.3544e-05i,-0.00045375-0.00051571i,-0.001731+0.0031332i,-0.0026537+0.0010891i,-0.0091538+0.0014521i,-0.00078875-0.0034571i,-0.00073878+0.0029472i,-0.0017006+0.0010858i,0.00063892+0.0028431i,0.0053882-0.0084679i,-0.0029015+0.005094i,-0.0072123+5.2263e-05i,-0.0026329-0.00034421i,-0.0030762+0.0034431i,0.00044214-0.0027827i,0.0029898-0.0049286i,0.0029915-0.0035174i,0.0050134+0.0014681i,0.0056083+0.0041136i,0.04223+0.0046861i,-0.024711+0.0089024i,-0.020899+0.037771i,-0.0019505+0.016028i,0.0086182+0.005197i,0.0033116-0.0036609i,-0.011135+0.006707i
0.0045438-0.014986i,0.02348-0.034418i,0.00072743-0.033006i,-0.0021741-0.02202i,-0.017917-0.036405i,-0.025054-0.0077153i,-0.018522-0.0070171i,-0.017939-0.019923i,-0.0055023-0.016611i,8.7864e-05-0.0050464i,-0.0034369-0.0027419i,-0.0026212-0.0024209i,-0.0035837-0.00023588i,-0.0022993-0.00036189i,0.00060557+0.0014804i,-0.00061105-0.0031097i,0.0007128+0.0020432i,0.0011703+0.0025617i,0.0007291+0.00071325i,0.0015778-0.0002988i,0.0023561-0.0013559i,-0.00056141-0.0016145i,0.00074683-0.0014475i,0.0013748-0.0017411i,0.00060713-0.00030399i,-0.00023718+4.4392e-05i,0.00056765+0.0013382i,0.00047645+0.00082286i,0.00035804-0.00013638i,0.0002707-0.00025195i,-0.0017627-0.0015131i,0.00035032-0.0014901i,-0.00062909-0.00036964i,-0.00070328-0.00031434i,0.00030839-0.0020537i,0.001505-0.0049858i,0.00058226-0.00016446i,0.0012986+0.00013567i,0.00045418-0.00060994i,-0.0010294-0.00056333i,0.00061134-0.00078799i,0.0004122+0.00024173i,-0.0012042-0.00050344i,1.1328e-05-0.0032923i,0.019102-0.0077733i,0.046771+0.0086767i,0.048776+0.009095i,0.052245-0.0060578i,0.0152+0.0028879i,0.030504-0.027027i,0.037256-0.014224i,0.011716-0.013677i,0.022248-0.0037233i,0.020017+0.016758i,-0.0002346-0.0048517i,-0.0029844+0.0042838i,-0.0086621-0.0051207i,0.00197-0.0019668i,0.0050683+0.00083778i,0.0035901+0.0068321i,-0.0014594+0.00082237i,0.0054956+0.0040805i,0.0020311+0.0043653i,0.0093523-0.0011016i,0.0023056+0.00014283i,-0.0018167+0.00031473i,0.00047482-0.011647i,-0.0026755+0.0013111i,-0.00083566-0.0065872i,-0.00034129+0.0037126i,-0.0034084+0.00097706i,-0.00062221-0.00048358i,0.0011303+0.0034188i,-0.0020316+0.00084718i,-0.0067765+0.0041146i,-0.0026156-0.0033212i,0.00015892+0.002117i,-0.0014876+0.0012938i,0.0012096+0.0015718i,0.001959-0.011151i,-0.00040825+0.0047827i,-0.0057052+0.0014296i,-0.0026082+9.4863e-05i,-0.0016015+0.0047449i,-0.00029757-0.0020962i,0.0013347-0.0050036i,0.0019566-0.004441i,0.0038357+0.0010018i,0.0062515+0.0034405i,0.040578-0.0018996i,-0.025184+0.0090117i,-0.013357+0.038354i,0.00061727+0.014101i,0.010427+0.0032831i,0.0037099-0.0025362i,-0.0094085+0.0079596i
0.0020604-0.016121i,0.017674-0.036687i,-0.0046479-0.032262i,-0.0054781-0.021519i,-0.024027-0.032289i,-0.025338-0.0040962i,-0.019352-0.0037539i,-0.020514-0.017004i,-0.0073724-0.015756i,-0.00077951-0.0042915i,-0.0033551-0.0014824i,-0.0029661-0.0015128i,-0.0031083+0.00085044i,-0.0021353+0.00062321i,0.0012381+0.00108i,-0.001125-0.0026312i,0.0013411+0.0018883i,0.0020966+0.0018788i,0.00091437+0.00048049i,0.0011549-0.00060877i,0.0017374-0.0021037i,-0.0011296-0.0014332i,0.00022825-0.0016596i,0.00034717-0.0022661i,0.00014949-0.00058106i,-0.00038288+0.00030598i,0.0011809+0.0010473i,0.00073197+0.00054715i,0.00027349-0.00024266i,1.2728e-05-0.00027441i,-0.0021782-0.00079886i,-0.00015691-0.0015257i,-0.00069415+0.00010934i,-0.00059022-1.2176e-05i,-0.00039838-0.0017292i,0.0001587-0.0053264i,0.00048129-0.00019375i,0.0010926-0.00037172i,0.00030544-0.00083726i,-0.0014706-0.00010098i,0.00026399-0.00092669i,0.00055893+0.00020193i,-0.00089917-3.8293e-06i,-0.00053625-0.0033156i,0.017869-0.012557i,0.045751-0.0013805i,0.048554+0.00077265i,0.049551-0.015813i,0.01938+0.00041632i,0.024418-0.032703i,0.034446-0.019744i,0.0088194-0.016431i,0.020442-0.0047903i,0.022022+0.0095223i,-0.0016615-0.0047629i,-9.1626e-05+0.0064627i,-0.011214-0.00039514i,0.00052251-0.0018784i,0.0045956+1.5065e-07i,0.0048612+0.0054469i,-0.00068303+0.00041471i,0.0045207+0.0031383i,0.0026525+0.0025936i,0.0079236-0.0051525i,0.0023772-0.0011807i,-0.00020952+0.0014212i,-0.0049134-0.010507i,-0.0023676+0.0026745i,-0.0034732-0.0062452i,0.0014405+0.0038359i,-0.0033777+0.0025269i,-0.000739-0.00035115i,0.0038339+0.0005755i,-0.0019613+0.00058994i,-0.0034681+0.0047391i,-0.0043078-0.001932i,0.00033802+0.0011003i,-0.0015609+0.0013707i,0.0013243+0.00038826i,-0.0029732-0.012138i,0.0014498+0.0034537i,-0.0049423+0.0019818i,-0.0027987+0.00063152i,0.00083602+0.004966i,-0.0001576-0.0012701i,-0.00013664-0.0043581i,0.00070394-0.0049021i,0.0026939+0.00099179i,0.0064979+0.0026422i,0.038273-0.0071859i,-0.027108+0.012216i,-0.0073066+0.037832i,0.0019683+0.01088i,0.011258+0.00085393i,0.0041653-0.002575i,-0.0074793+0.0080064i
-0.00084647-0.017133i,0.011949-0.038239i,-0.0096416-0.030774i,-0.008355-0.020561i,-0.029168-0.026734i,-0.025234-0.00047733i,-0.019568-0.00075656i,-0.022691-0.01367i,-0.0092985-0.015202i,-0.0011775-0.0036963i,-0.0030423-0.00050641i,-0.0029524-0.00046697i,-0.0022461+0.0017402i,-0.001547+0.0012762i,0.0015394+0.00054223i,-0.0013724-0.0021125i,0.001962+0.0014106i,0.0025337+0.00096941i,0.0011082+0.0003248i,0.00090769-0.00072704i,0.00082277-0.0025872i,-0.0017167-0.00093295i,-0.00030617-0.0014892i,-0.0004124-0.0022146i,-0.00011395-0.00053635i,-0.00022164+0.0006201i,0.0014675+0.00041962i,0.00088478+0.00023331i,0.00017618-0.0003259i,-1.7887e-05-8.5518e-06i,-0.0023261-4.9396e-06i,-0.00063705-0.0012439i,-0.00038582+0.00046269i,-0.00042176+8.7258e-05i,-0.0007162-0.0014755i,-0.0011918-0.0050953i,0.00059572-0.00035641i,0.00080105-0.00061926i,-4.3665e-05-0.00082334i,-0.0016419+0.00055763i,-6.9351e-05-0.0010158i,0.00055663-2.1627e-05i,-0.00048484+0.00025315i,-0.0012269-0.0030406i,0.014664-0.016717i,0.042199-0.010192i,0.046919-0.0070751i,0.044142-0.02398i,0.021339-0.00469i,0.017594-0.036411i,0.03135-0.024771i,0.0063391-0.018976i,0.021004-0.0061153i,0.022482+0.0027995i,-0.0035802-0.0042539i,0.0032551+0.0061467i,-0.01103+0.0052219i,-0.00072239-0.0013902i,0.0041738-0.00051351i,0.0057517+0.0044145i,-0.00057979-5.645e-05i,0.003004+0.002904i,0.0029704+0.0020026i,0.0045024-0.0076299i,0.0014688-0.0022583i,0.0012053+0.00090039i,-0.0080035-0.006464i,-0.00069973+0.0036259i,-0.0053996-0.0042918i,0.0027565+0.0023111i,-0.002363+0.0041808i,-0.00082108-0.00036179i,0.0032884-0.0029394i,-0.0021425+0.00080636i,-0.0014423+0.003523i,-0.0047602-0.00018008i,-0.0002002+0.0003981i,-0.0015808+0.0017251i,0.00068075-0.00070504i,-0.0083208-0.010014i,0.0020023+0.001465i,-0.0045842+0.0026509i,-0.0027414+0.0016978i,0.0029529+0.0039105i,0.00027455-0.0013991i,-0.00037422-0.0030503i,-0.00048857-0.0049744i,0.0017772+0.0017876i,0.0065171+0.0015676i,0.036888-0.011795i,-0.027618+0.017512i,-0.0016708+0.036414i,0.0013736+0.0075145i,0.010722-0.0024505i,0.0038621-0.0025837i,-0.0065449+0.0069987i
-0.0044626-0.017409i,0.0063282-0.039107i,-0.014424-0.028504i,-0.011233-0.019493i,-0.032588-0.020391i,-0.024604+0.0030008i,-0.019405+0.0021213i,-0.024218-0.010039i,-0.011509-0.014358i,-0.0015353-0.0033386i,-0.0024481+0.0002718i,-0.002466+0.00033584i,-0.001174+0.0022592i,-0.0009187+0.0015862i,0.0016819-7.3062e-06i,-0.001411-0.0017423i,0.0023572+0.00094594i,0.0027193+3.8725e-06i,0.001279-7.8718e-05i,0.0007686-0.00094271i,-0.00035509-0.0025571i,-0.0018697-0.00020911i,-0.00063375-0.0012487i,-0.0010316-0.0019311i,-0.00025908-0.00038811i,8.3425e-05+0.00072116i,0.0012947-0.00019718i,0.00096443-0.00012336i,-2.1404e-05-0.00028394i,1.9616e-07+0.0001247i,-0.002188+0.00083336i,-0.00083133-0.00083175i,8.7737e-05+0.00052394i,-0.00036477+0.00012803i,-0.0012459-0.0010963i,-0.0022691-0.0043144i,0.00039765-0.00062997i,0.00046064-0.00074359i,-0.00021239-0.00041239i,-0.0015929+0.001143i,-0.00058984-0.00088376i,0.00038147-0.00023832i,-7.5515e-05+0.00027203i,-0.0017887-0.0022966i,0.010548-0.019554i,0.036785-0.016718i,0.043954-0.013949i,0.037416-0.029956i,0.020895-0.0093198i,0.010284-0.038572i,0.027727-0.0298i,0.0030825-0.021432i,0.021981-0.0092724i,0.021452-0.0042609i,-0.0055958-0.0027679i,0.0056046+0.0040151i,-0.008074+0.0097058i,-0.0015652-0.00064954i,0.0036299-0.00089463i,0.0068767+0.0031216i,-0.00081269-0.00015545i,0.0025445+0.0039815i,0.0038134+0.00078043i,0.0010462-0.0077135i,0.00043065-0.0025495i,0.0017805-7.9794e-05i,-0.0086664-0.0024076i,0.0010369+0.0033741i,-0.0063092-0.0019873i,0.0024709+0.00081037i,-0.00031711+0.0049964i,-0.001193-0.00032339i,0.00062874-0.004971i,-0.002125+0.0011493i,-0.000795+0.0020491i,-0.0046031+0.0014872i,-0.00098357+0.00046819i,-0.0012504+0.0019767i,-0.00055481-0.0008069i,-0.011141-0.0056729i,0.0014646+7.0255e-05i,-0.0042672+0.0032369i,-0.0018187+0.002454i,0.0043812+0.0019437i,-0.00029071-0.0013877i,0.00032332-0.002898i,-0.0015066-0.0045143i,0.0025778+0.0032991i,0.0064372+0.00094218i,0.034066-0.017445i,-0.026436+0.023613i,0.002986+0.034254i,-0.00071282+0.0055203i,0.0077247-0.0045527i,0.0042383-0.0029884i,-0.0070299+0.0064304i
-0.0079419-0.016499i,0.00083873-0.03953i,-0.018456-0.025286i,-0.014088-0.017887i,-0.034699-0.014371i,-0.023613+0.0065213i,-0.018694+0.0050247i,-0.024954-0.0064342i,-0.013863-0.013182i,-0.0018232-0.0028445i,-0.0016979+0.00052899i,-0.0018929+0.00090876i,4.7742e-06+0.0024774i,-0.00030131+0.0017478i,0.0015272-0.00060752i,-0.0014115-0.0016305i,0.0029951+8.9396e-05i,0.0024099-0.00093372i,0.0011376-0.00062232i,0.00054297-0.0010521i,-0.00121-0.0020721i,-0.0015815+0.00043077i,-0.0007739-0.001071i,-0.001177-0.0016176i,-0.00045813-0.00042544i,0.00036499+0.00064506i,0.0010257-0.0004998i,0.00085141-0.00035981i,-0.00012154-0.00013195i,0.00013811+0.00031028i,-0.00171+0.0015746i,-0.00088173-0.00056641i,0.00030845+0.00032947i,-0.00031726+0.00028132i,-0.0014469-0.00042276i,-0.0029021-0.0032599i,6.3069e-05-0.00062687i,0.00013436-0.00072661i,-5.1099e-06-0.00028211i,-0.0011945+0.0018231i,-0.00079363-0.00044136i,0.00037067-0.00029227i,0.00023153+0.00011063i,-0.0018006-0.0015652i,0.0063936-0.021334i,0.032086-0.020599i,0.040354-0.019696i,0.030374-0.033798i,0.019074-0.01323i,0.0028149-0.038587i,0.023074-0.034229i,-0.0003457-0.022957i,0.021918-0.013496i,0.017474-0.010273i,-0.0070703-0.0002181i,0.0062225+0.0012132i,-0.0037905+0.012175i,-0.0022837+0.00033203i,0.0032726-0.00083789i,0.0076036+0.0013918i,-0.00097148-0.00023193i,0.0035886+0.0054598i,0.003423-0.00068196i,-0.0011662-0.0066615i,-0.00070939-0.0024584i,0.0017814-0.00092968i,-0.0074639+0.0008433i,0.0025119+0.0025306i,-0.006172+0.0005245i,0.0019434+0.00042742i,0.0019064+0.0045327i,-0.0013763+0.0001137i,-0.0021407-0.0052925i,-0.0020024+0.001175i,-0.0014441+0.001414i,-0.0038972+0.0029932i,-0.0012116+0.001238i,-0.0012111+0.0021309i,-0.0011897-0.00029054i,-0.011584-0.0014201i,0.00063201-0.00053693i,-0.0039509+0.0041513i,-0.00090807+0.0025675i,0.0047816-0.00043217i,-0.00035239-0.0012225i,0.00057383-0.0036907i,-0.0024022-0.0043341i,0.0039758+0.0030679i,0.0066629+0.00039059i,0.03057-0.021713i,-0.022793+0.030918i,0.0069447+0.032001i,-0.0032574+0.0054083i,0.0044873-0.0040438i,0.0036468-0.0040334i,-0.0075333+0.0066463i
-0.010673-0.015027i,-0.0050702-0.039991i,-0.021698-0.022067i,-0.016604-0.015875i,-0.036055-0.0078013i,-0.021681+0.0098832i,-0.017396+0.0076867i,-0.025492-0.0029643i,-0.016305-0.011608i,-0.0018456-0.0026773i,-0.0012564+0.00053526i,-0.0010605+0.0011806i,0.0012319+0.0021703i,0.00051143+0.001579i,0.0011731-0.0010706i,-0.00161-0.0016248i,0.0032578-0.0013359i,0.0017087-0.0015434i,0.00074792-0.00097258i,0.00044624-0.0011548i,-0.0017478-0.0013664i,-0.0012021+0.00083758i,-0.0010663-0.00093072i,-0.0011956-0.0017144i,-0.00067945-0.00026437i,0.00059064+0.00051883i,0.00065391-0.00078553i,0.0006654-0.0005315i,-0.00012253-1.4459e-05i,0.00053695+0.00039714i,-0.0010384+0.0020851i,-0.0010119-0.00029984i,0.0004921+0.00012207i,-0.00013149+0.00035674i,-0.001103+6.2181e-05i,-0.0031819-0.0022739i,-2.0833e-05-0.00044819i,-2.3003e-05-0.00052227i,1.2412e-05-0.00047593i,-0.0005116+0.0020962i,-0.00071922-5.1765e-05i,0.00035136-0.00059663i,0.00033439-0.00028449i,-0.0016211-0.0012256i,0.0020081-0.022292i,0.028823-0.024259i,0.036415-0.024842i,0.023484-0.035645i,0.017488-0.01589i,-0.0041576-0.036382i,0.017813-0.038067i,-0.0033232-0.02438i,0.020821-0.018151i,0.012069-0.013356i,-0.0069338+0.0033457i,0.005627-0.0014011i,0.00033706+0.012427i,-0.0025465+0.0016062i,0.0035869-0.00096531i,0.0078543-0.00087805i,-0.0012566-0.00019609i,0.0059768+0.0055034i,0.0024737-0.00096614i,-0.0024917-0.0052907i,-0.0015574-0.0018461i,0.0017399-0.0016333i,-0.0060019+0.0026632i,0.0034937+0.0010925i,-0.0052562+0.0025772i,0.0022742+0.0006278i,0.0033861+0.0032361i,-0.0012293+0.00036097i,-0.0048844-0.0042733i,-0.002064+0.0014871i,-0.0017361+0.001987i,-0.0026407+0.0041007i,-0.00064567+0.0018146i,-0.0010645+0.0028496i,-0.0012927+0.00028755i,-0.010926+0.0020983i,-0.00018256-0.00062858i,-0.0030408+0.0055152i,-0.00044627+0.0026019i,0.004121-0.0031226i,-0.00030366-0.0016313i,-5.0182e-05-0.0046396i,-0.0035403-0.0036997i,0.0051349+0.0019396i,0.0070435-0.00071283i,0.026939-0.025351i,-0.014701+0.03628i,0.01136+0.029034i,-0.0049259+0.0065203i,0.0026896-0.0022303i,0.0021139-0.0041538i,-0.0079597+0.0072835i
