-0.0090972-0.038357i,-0.013783-0.043759i,0.00089924-0.046408i,-0.026436-0.02726i,-0.020391+0.014427i,-0.032806-0.030642i,-0.060234-0.059653i,-0.023001-0.071302i,-0.021223-0.083534i,0.0026725+0.015145i,-0.0074747+0.0096788i,-0.014562+0.01283i,0.0012339+0.015907i,-0.0037079-0.0033039i,0.000751+0.0063259i,0.00065155+0.037154i,0.032575+0.054142i,0.001017-0.00065526i,-0.0051396-0.008167i,0.0081961+0.0045153i,0.0017415+0.00059003i,-0.0014792+0.0037294i,5.8024e-05-0.0012281i,-0.031538-0.0077446i,-0.0027048-0.0074106i,0.00018781+0.0039242i,0.0042343+0.0008942i,-0.00016077+0.00065684i,-9.7452e-05-0.00073018i,-0.00012104-0.0026784i,-0.0015545-0.0052761i,-0.0023087-0.0041196i,-0.00035092-0.0077687i,0.0033095-0.00094202i,0.0035102-0.002514i,-0.001339+0.033363i,0.0071063-0.0044998i,0.0033603-0.0022977i,0.0049137-0.00031492i,-0.0063181-0.0036141i,-0.00027822+0.00022537i,0.0052363-5.664e-05i,0.0046231+0.0010196i,-0.0030511+0.004609i,0.0029875+0.0012962i,-0.002792+0.0068795i,0.012692-0.08808i,-0.0073401-0.049676i,-0.025555-0.039612i,-0.020191-0.041868i,0.062328-0.018372i,0.026475-0.060571i,0.037788-0.045756i,0.03024-0.05879i,0.018128-0.015506i,0.0084296+0.010042i,0.022288-0.033413i,-0.0068157-0.0063402i,0.0020854-0.0030204i,-0.0045984-0.0060368i,0.00089833-0.031565i,-0.023985+0.031672i,0.0078985-0.011426i,-0.0092149-0.00086382i,-0.0052438-0.0011102i,-0.0017214-0.013881i,-0.0098975+0.0035201i,0.0039905+0.0079393i,-0.010092+0.030091i,0.0061097+0.0078995i,-0.005684-0.001968i,-0.0019804-0.0019764i,-0.013233-0.0065949i,0.00058215-0.003468i,-0.034299+0.017962i,0.0021267-0.011874i,-0.0099424-0.0012176i,-0.006142-0.0026886i,0.0067004+0.0013548i,-0.010318+0.00042935i,0.0010794+0.00083029i,0.0075923+0.010568i,0.0042067+0.00073934i,-0.010553-0.0088007i,0.0027094+0.0083813i,-0.018089+0.0088292i,0.0060575+0.0027903i,-0.028918-0.0079357i,-0.034319+0.0032856i,0.020777-0.091716i,0.01161-0.010339i,-0.04316-0.027703i,-0.023826-0.0035791i,0.01784+0.012177i,-0.026491+0.013555i,-0.012872-0.0081049i
0.0089048+0.016451i,0.039018-0.009897i,0.025177-0.031974i,-0.0028658-0.013065i,-0.0083717-0.016024i,-0.0087665-0.022674i,0.014985-0.016378i,0.027365-0.013169i,0.0077876-0.014139i,0.0066199-0.0020026i,0.0020409-0.0032051i,-0.0018396-0.0015815i,0.0016957-0.0025909i,5.9161e-06-0.0017556i,-0.0018961-0.0015066i,0.0050552-0.0053504i,-0.0045552+0.00072636i,-0.0019843-0.00081068i,0.0012658+0.000469i,0.0012257+0.00127i,0.00038493+0.002301i,-0.00063697+0.00075106i,0.0016151+0.0017591i,0.00047999+0.0019831i,-0.0014596+0.0010142i,-0.0005559+0.001157i,-0.0012956+0.00029423i,0.00027893-0.0005407i,-0.00011819+0.00013562i,-0.00060241-0.00094282i,0.0014689+2.92e-05i,0.0020441-8.4785e-05i,0.0018614-0.0003246i,0.00026673-0.00058919i,0.0015941-0.00063365i,0.0038062-0.0014749i,-0.00047978+0.0027834i,0.00023952+0.00022317i,-9.0448e-05-0.00011331i,-0.0012443-0.0020684i,0.0020652+0.00069619i,0.0014769+0.00066233i,0.0075754-0.0079113i,0.0020749+0.0012591i,0.010123+0.010711i,0.015535+0.025303i,0.04186+0.01691i,0.026156+0.0024062i,0.0011256-0.016579i,0.018956-0.0028182i,0.022105+0.01553i,0.017393+0.017279i,0.017429+0.025129i,-0.0050183+0.033745i,0.0013516-0.0058194i,0.0020792-0.0033919i,0.004648-0.0064282i,0.0090286-0.0018949i,0.001364+0.0042713i,-0.0096441+0.0081278i,-0.0049241-0.0073979i,0.0033191+0.014683i,-0.0032497-0.0015336i,0.0010047+0.0022325i,-0.00078335+0.0010594i,0.0014997-0.0034354i,0.0067465-0.002103i,-0.0035057-0.00071968i,0.0045842-0.0012353i,-0.0065319+0.00012194i,-0.0025237+0.001104i,0.00030641+6.2235e-05i,-0.0059782-0.001889i,-0.0036449-0.002463i,-0.014155-0.010835i,0.003416-0.0025993i,-0.00378+0.0013128i,-0.0011433+0.0013455i,-0.0046733+0.0031947i,0.0057496+0.0022689i,-0.0086779-0.0017642i,-0.00077357-0.0049351i,-0.0026385-0.00092253i,-0.0054541-0.00039412i,0.0050255-0.0056697i,0.0035584+0.0021106i,0.0021233-0.002706i,0.0027342+0.011975i,0.0062171+0.0018769i,0.028578+0.021992i,-0.022564-0.0018243i,-0.026794+0.016331i,-0.0054695+0.014126i,0.0011066+0.00046286i,0.0047213-0.0084342i,-0.0090719+0.0035366i
0.011075+0.015212i,0.036687-0.016164i,0.018645-0.035782i,-0.0054445-0.011657i,-0.012224-0.014707i,-0.012221-0.020467i,0.010349-0.01979i,0.024568-0.017164i,0.005081-0.014319i,0.0057561-0.0037496i,0.00081323-0.0041005i,-0.0019415-0.00070818i,0.00038886-0.0026303i,-0.00017477-0.0015325i,-0.002063-0.00091194i,0.0039023-0.0061899i,-0.003403+0.002158i,-0.0022066-0.00015313i,0.00099215+3.836e-05i,0.0015461+0.00081103i,0.0011594+0.0022668i,-0.0004094+0.0011955i,0.0021722+0.0010814i,0.0014308+0.0020838i,-0.00050966+0.0014421i,5.3865e-05+0.0011889i,-0.00076028+0.00098034i,0.0003938-0.00041872i,3.135e-05+0.00020578i,-0.00049205-0.00015068i,0.0013289-0.00071477i,0.0018305-0.00087351i,0.002011-0.00091791i,-9.5053e-05-0.00044296i,0.0017461-0.0015481i,0.0032477-0.0023978i,0.00095174+0.0034751i,0.0003177+2.1911e-05i,7.3409e-05+5.973e-05i,-0.0023565-0.0022591i,0.002028-8.8723e-05i,0.001534+7.0297e-05i,0.0036589-0.0080428i,0.003319+0.00080384i,0.011345+0.0089796i,0.019294+0.023158i,0.042921+0.010374i,0.026025-0.0037124i,-0.0030105-0.01339i,0.021015-0.0069516i,0.026029+0.0099123i,0.02084+0.0093526i,0.019516+0.01565i,0.0033394+0.030094i,-0.00070506-0.0055553i,-0.00085931-0.003574i,0.0020087-0.0081829i,0.0063032-0.0044527i,0.002224+0.0034327i,-0.0048055+0.011347i,-0.0058204-0.0034748i,0.0055998+0.012487i,-0.0038028-0.00051095i,0.0019503+0.0025586i,0.00032205+0.0014167i,-0.00060628-0.0034739i,0.0066716-0.0058441i,-0.0041327+0.00014448i,0.0044551-0.0031738i,-0.0060769+0.0034157i,-0.0018437+0.00034214i,2.7925e-05-0.00061981i,-0.0051423+0.0015969i,-0.0039485-0.0014838i,-0.015315-0.0041778i,0.0016373-0.0034896i,-0.0021542+0.0023261i,-0.0014578+0.00071586i,-0.0028169+0.0044256i,0.0071842-0.00020417i,-0.0082723+0.0019915i,-0.0023278-0.0049427i,-0.0022696-0.00039851i,-0.0048728+0.001719i,0.0015312-0.0056996i,0.0044398+0.00020066i,0.0016129-0.0025731i,0.0071245+0.0099008i,0.0048614+0.0007798i,0.028906+0.014659i,-0.021835+0.0029386i,-0.024171+0.023036i,-0.0029079+0.011668i,0.0021798+0.0033731i,0.0032951-0.0071141i,-0.010341+0.0051988i
0.013581+0.013212i,0.032931-0.022393i,0.011168-0.037387i,-0.0072249-0.0098206i,-0.015974-0.012476i,-0.015209-0.017856i,0.0053558-0.021775i,0.02168-0.020894i,0.0025313-0.014422i,0.004232-0.0049272i,-0.00086103-0.0043025i,-0.0018075+0.00015391i,-0.00067105-0.0019916i,-0.00024219-0.0013844i,-0.0023401-0.00023639i,0.0025469-0.0069062i,-0.0017421+0.0025244i,-0.0024528+0.00017934i,0.00064992+8.7929e-05i,0.0016514+4.383e-05i,0.0019099+0.0017829i,-0.00023001+0.0013127i,0.0022819+0.00026455i,0.0025326+0.0013188i,0.00057438+0.0013645i,0.00057475+0.0009913i,-0.00024732+0.0010927i,0.00030434-0.00033841i,0.0010744-0.00019111i,-6.5684e-05+0.00014091i,0.00084609-0.0012563i,0.0012765-0.0015184i,0.0021005-0.0021534i,-0.00013062-0.00018259i,0.0010773-0.0029525i,0.002429-0.0032768i,0.0042338+0.0026975i,0.00023223-2.7182e-06i,0.00027417-0.00022355i,-0.0033728-0.0016053i,0.0017913-0.00086241i,0.0013658-0.00040333i,0.0012207-0.0074283i,0.0038513-0.00053785i,0.012499+0.0066721i,0.023962+0.019938i,0.043414+0.0036361i,0.02397-0.0089365i,-0.0048757-0.0093909i,0.022416-0.012232i,0.028037+0.0035011i,0.022895+0.0023166i,0.017998+0.0081287i,0.0088086+0.026219i,-0.0027535-0.0043884i,-0.0035062-0.0019731i,-0.0018702-0.0088391i,0.0029398-0.0051178i,0.0023429+0.0026013i,-0.00033002+0.011735i,-0.004921-0.00077592i,0.0063345+0.0097335i,-0.0042125+0.0021591i,0.0029948+0.0024439i,0.00097486+0.00089724i,-0.0019334-0.00235i,0.0047627-0.0077327i,-0.00376+0.0014542i,0.0037068-0.0046806i,-0.0029317+0.0050919i,-0.0021498+0.00011763i,-0.00056128-0.00062158i,-0.003286+0.0030833i,-0.0036335-0.00027899i,-0.014283+0.0015308i,0.00023914-0.0040834i,-0.00095254+0.0020593i,-0.0017543+0.0010772i,-0.00070783+0.0041764i,0.0071833-0.0035i,-0.0063283+0.0048153i,-0.0038793-0.0039399i,-0.0022234-0.00024551i,-0.0036833+0.0028816i,5.6526e-05-0.0044828i,0.0037275-0.0013025i,0.0015404-0.0027475i,0.0086264+0.0053412i,0.0036748+0.00045029i,0.028972+0.0090064i,-0.01921+0.006557i,-0.018944+0.028176i,-0.0020303+0.0097831i,0.0047769+0.0042837i,0.00098842-0.0054029i,-0.010266+0.0075312i
0.015388+0.010337i,0.027955-0.027275i,0.0045491-0.03793i,-0.0079649-0.0082969i,-0.018956-0.008688i,-0.01763-0.014888i,6.2531e-05-0.022392i,0.018146-0.024446i,0.00040894-0.014262i,0.0024773-0.0054681i,-0.0026004-0.0031909i,-0.0012533+0.00050723i,-0.00088617-0.0010728i,-0.00047944-0.0015488i,-0.0021548+0.00072715i,0.000986-0.00714i,-0.0010267+0.0021679i,-0.0031726+0.001771i,0.00077588+0.00043441i,0.001301-0.00064086i,0.0025299+0.00090356i,-0.00014218+0.0014596i,0.0020694-0.00033846i,0.0029956-0.00035846i,0.0013296+0.00076432i,0.00084009+0.00064332i,0.00025528+0.0012986i,0.00042013-0.00029946i,0.0020891+0.00081373i,0.00012276+2.9332e-05i,0.00031587-0.0015391i,0.00054347-0.0017623i,0.00041379-0.0024117i,-7.5297e-05-0.00031361i,-0.00072591-0.003709i,0.0013824-0.0037834i,0.0032327-0.00052571i,0.00028895+1.8068e-05i,0.00036911-0.00061556i,-0.004103-0.00059439i,0.0012622-0.0013245i,0.00097459-0.00065125i,-0.00056886-0.0066082i,0.0035282-0.0015715i,0.013066+0.0037943i,0.028264+0.01433i,0.042934-0.003234i,0.021781-0.013186i,-0.0039323-0.0052142i,0.021741-0.019034i,0.028489-0.0029664i,0.02329-0.0053036i,0.01563+0.0031416i,0.014227+0.021528i,-0.0035566-0.0025793i,-0.0048283+0.00071419i,-0.0063178-0.0079064i,0.00053555-0.0045849i,0.0021693+0.0024122i,0.0032458+0.010529i,-0.0034405+0.00093568i,0.0063524+0.0071295i,-0.0016646+0.0045589i,0.0042552+0.0016146i,0.0016667+0.000433i,-0.0025495-0.0010278i,0.002401-0.0093469i,-0.0028794+0.0021127i,0.0021886-0.0065121i,-0.00051653+0.0040239i,-0.0028862+0.00050635i,-0.00068478-0.0004224i,-0.0015404+0.0041839i,-0.0030724+0.00046232i,-0.01131+0.0061693i,-0.0015224-0.0049058i,2.7642e-05+0.0014057i,-0.0018146+0.0012355i,0.00058093+0.0029982i,0.0057817-0.0066922i,-0.0032072+0.0064366i,-0.0043387-0.0019866i,-0.0025199+0.00030873i,-0.0028218+0.0038802i,-0.00088563-0.0036168i,0.0028613-0.00189i,0.001345-0.0034571i,0.0077909+0.0026778i,0.002912+0.00045064i,0.028261+0.0033448i,-0.017353+0.0073083i,-0.011428+0.030909i,-0.0010197+0.0089567i,0.006208+0.0039168i,0.00046614-0.0032536i,-0.0089545+0.0095374i
0.016381+0.007095i,0.022328-0.030843i,-0.0020242-0.037404i,-0.0090149-0.0075128i,-0.020002-0.0046776i,-0.019573-0.011665i,-0.004791-0.021464i,0.014075-0.027044i,-0.0010524-0.014115i,0.00066851-0.005302i,-0.0030338-0.0015151i,-0.0010654+0.00074138i,-0.00080121-0.00054067i,-0.0011832-0.0012347i,-0.001382+0.0015495i,-0.0011237-0.0069006i,-0.00055548+0.002262i,-0.0018046+0.0036036i,0.0010064+0.00025446i,0.0007016-0.0010308i,0.0024403-0.00036238i,0.0002092+0.0015118i,0.0018045-0.00089409i,0.0021989-0.001834i,0.0014743-0.00027292i,0.00098215+0.00030529i,0.00088852+0.0012067i,0.00051706-0.00050544i,0.002831+0.00057136i,5.1327e-05-8.1713e-05i,-0.0002643-0.0016263i,-2.909e-05-0.0017431i,-0.00090777-0.0031709i,-0.0001453-0.00017709i,-0.0027386-0.0025517i,0.00034225-0.004007i,0.00282-0.00063961i,0.0003004-0.00032245i,0.00043912-0.001142i,-0.0047888+0.00072746i,0.00049822-0.0014859i,0.00064017-0.0007097i,-0.0022959-0.0054566i,0.0031503-0.0021632i,0.013385+0.00098972i,0.030423+0.007322i,0.041451-0.0099157i,0.0196-0.017882i,-0.00048074-0.0023166i,0.018237-0.025981i,0.027592-0.0087764i,0.021155-0.012024i,0.012469+0.00074441i,0.018132+0.015446i,-0.0034-0.001842i,-0.0045833+0.003874i,-0.010317-0.0043141i,-0.0011862-0.0037835i,0.0022873+0.0022488i,0.0056449+0.0088086i,-0.0017204+0.0013154i,0.0056319+0.0053178i,0.0015489+0.0035013i,0.0055451-0.00058413i,0.0021587-0.0005209i,-0.0022666+0.00076763i,-0.00076432-0.011091i,-0.0025211+0.0029204i,5.6772e-05-0.0072321i,-0.00014348+0.0033567i,-0.0030082+0.0014383i,-0.00074869-0.00035522i,0.001647+0.0045854i,-0.0027352+0.00045354i,-0.006825+0.00876i,-0.0044568-0.005423i,0.00033044+0.0004523i,-0.0015951+0.0016972i,0.0010147+0.0018955i,0.003154-0.0092767i,-5.2917e-05+0.0059858i,-0.0037708-0.00065864i,-0.00206+0.00086595i,-0.0012523+0.0048991i,-0.0014928-0.0024347i,0.0021611-0.0022252i,0.00027981-0.0040144i,0.0058562+0.00090754i,0.0027996+0.00034882i,0.026826-0.0015738i,-0.018604+0.0074637i,-0.00495+0.029413i,0.00053656+0.0072274i,0.009605+0.004505i,0.00087421-0.0016799i,-0.0063056+0.011027i
0.016799+0.0039345i,0.016704-0.033164i,-0.0080407-0.035923i,-0.0099954-0.0062142i,-0.020441-0.0011768i,-0.020581-0.0083207i,-0.0087378-0.019894i,0.0098139-0.02946i,-0.0024558-0.014617i,-0.00046777-0.0044251i,-0.0025348-0.00013414i,-0.00068653+0.0012098i,-0.00070182+1.1308e-05i,-0.0013433-0.00041188i,-0.00044087+0.0016185i,-0.0024507-0.0056169i,0.00042752+0.0023875i,0.00012997+0.0040398i,0.0010622-1.3384e-05i,0.00017176-0.0009687i,0.0018372-0.0010187i,0.00061499+0.0014006i,0.001237-0.0014035i,0.0010101-0.0025915i,0.00087276-0.00088901i,0.00098567+4.1428e-05i,0.0015265+0.00078509i,0.00033633-0.00069656i,6.707e-05+0.00229i,-7.0019e-05+8.4576e-05i,-0.00091568-0.0014445i,-0.00064581-0.0015631i,-0.002276+0.00057477i,8.1063e-05-0.00013248i,-0.0028541-0.0012649i,-0.00062958-0.0041582i,0.002749-0.00086232i,-3.4042e-05-0.00042417i,-0.00020559-0.0018898i,-0.0048716+0.0024127i,-2.9321e-05-0.0012524i,0.00044858-0.00072362i,-0.0032408-0.0038758i,0.002791-0.0028767i,0.012837-0.0025455i,0.030615-0.00012585i,0.038955-0.016313i,0.015524-0.022332i,0.0042742-0.003263i,0.012118-0.031166i,0.02604-0.014047i,0.018885-0.017041i,0.01066+0.00088858i,0.01982+0.0086659i,-0.003959-0.0014099i,-0.0022828+0.0065134i,-0.011926+0.00051695i,-0.002504-0.0027323i,0.0024531+0.0021137i,0.0055246+0.0060841i,-0.00070217+0.00063261i,0.0044755+0.0040509i,0.0019551+0.0018315i,0.0051095-0.003237i,0.0020141-0.0020717i,-0.0002689+0.0020113i,-0.0061811-0.0096021i,-0.0012627+0.0044168i,-0.0031797-0.007681i,0.0011474+0.0031903i,-0.002917+0.0021249i,-0.00083724-0.00012591i,0.0052065+0.0018205i,-0.0024677+0.00059113i,-0.0012895+0.0084416i,-0.0021748-0.0037277i,8.9159e-05-0.00025982i,-0.0018893+0.0017451i,0.0012699+0.00070662i,-0.001046-0.010752i,0.0024229+0.0040901i,-0.0031385-0.00025448i,-0.0018926+0.0012535i,0.0012951+0.0048663i,-0.0010393-0.001219i,0.0014563-0.0021328i,-0.00095139-0.0039486i,0.0042868+0.00014819i,0.0022961+0.00032221i,0.024607-0.0052664i,-0.020581+0.010734i,-0.0010594+0.027425i,0.0009029+0.0043326i,0.011922-0.0007878i,0.0015927-0.0015071i,-0.0031643+0.010453i
0.016607+0.00074041i,0.011132-0.034529i,-0.01346-0.033274i,-0.010539-0.0049996i,-0.020243+0.00254i,-0.021213-0.0050629i,-0.012242-0.018018i,0.0048194-0.031385i,-0.0045112-0.015736i,-0.00091522-0.0036832i,-0.0019485+0.00071884i,-0.00014291+0.0014653i,-0.00020639+0.00047962i,-0.00098248+0.00017025i,0.00021886+0.0014515i,-0.0031241-0.0043171i,0.0012973+0.0019176i,0.0017726+0.0034933i,0.0010904-6.4922e-05i,-0.00017716-0.00077328i,0.0012415-0.0014022i,0.00094033+0.0014136i,0.00061825-0.001415i,-8.0513e-05-0.0025712i,0.00050311-0.0010357i,0.0009785-0.0002074i,0.0018516+0.00024239i,8.5856e-05-0.00071795i,0.00092189+0.00048169i,-8.7814e-05+0.00024712i,-0.0013756-0.0010413i,-0.0010937-0.0010553i,-0.00084543-3.1747e-05i,0.00017743-0.00032393i,-0.0028483-0.00056026i,-0.0014836-0.0038087i,0.0028907-0.0016223i,-0.00024745-0.00025029i,-0.0013323-0.0014347i,-0.0042449+0.0041979i,-0.00033421-0.0010966i,0.00027808-0.00067563i,-0.00341-0.002345i,0.0020122-0.0035734i,0.010913-0.0054294i,0.028584-0.0069363i,0.03509-0.022142i,0.0094918-0.024775i,0.0069479-0.0071116i,0.0051059-0.034018i,0.024163-0.019167i,0.016609-0.022833i,0.011573+0.00077484i,0.020178+0.0025832i,-0.0050504-0.00088616i,0.00094972+0.0071388i,-0.011173+0.0061135i,-0.0033836-0.001469i,0.0028006+0.0021834i,0.0069102+0.0069702i,-0.00066787-0.00018558i,0.0031253+0.0038692i,0.0022952+0.0013381i,0.0030307-0.0051342i,0.00034947-0.0030326i,0.0013409+0.0013063i,-0.0085771-0.0051088i,0.0015289+0.0046288i,-0.0079608-0.0068212i,0.0019336+0.0020553i,-0.0028323+0.0035808i,-0.00077046-0.00012685i,0.0051298-0.002746i,-0.0023602+0.00093793i,0.0017082+0.0052347i,-0.0048252+0.00010614i,-0.00053516-0.00084335i,-0.0023756+0.0023799i,0.00084127-0.00041387i,-0.0059144-0.0096551i,0.0026732+0.0014742i,-0.0032677-3.117e-05i,-0.0013747+0.0018909i,0.0034601+0.0035587i,-0.00031124-0.0010203i,0.0012314-0.0015609i,-0.0016317-0.0035459i,0.0031031+0.00050877i,0.0020854+0.00025065i,0.0234-0.0084313i,-0.020646+0.015665i,0.0017731+0.025508i,-0.00037433+0.0014175i,0.0086989-0.0050074i,0.0015763-0.0011046i,-0.0015688+0.0084584i
0.015664-0.0021154i,0.0058441-0.035084i,-0.018384-0.030228i,-0.011024-0.0042284i,-0.018999+0.0057783i,-0.021297-0.0018191i,-0.015421-0.015618i,-0.00079127-0.032266i,-0.0078552-0.01622i,-0.0011985-0.0034052i,-0.0011029+0.0012831i,0.00066847+0.0012163i,0.00046881+0.00056521i,-0.00055766+0.00044368i,0.00081147+0.0010947i,-0.0032568-0.0031462i,0.0018075+0.0015992i,0.003033+0.0023854i,0.0011752-0.00038403i,-0.00028112-0.00053303i,0.00044018-0.0015709i,0.0015421+0.0012658i,0.00026791-0.0013257i,-0.00084128-0.002234i,0.00015286-0.0012013i,0.00089035-0.000545i,0.0017149-0.00057838i,-9.26e-06-0.00057759i,0.00078786+0.000248i,-1.4921e-05+0.00034784i,-0.0016949-0.00049694i,-0.001092-0.00047425i,-0.00081412-6.8325e-05i,5.1065e-05-0.00055198i,-0.0030832+0.00055419i,-0.0022145-0.0031325i,0.0025392-0.0025609i,-0.0002771-1.4218e-05i,-0.0013009-0.00030276i,-0.0029616+0.0058228i,-0.0006644-0.00076253i,8.5889e-05-0.00078067i,-0.0029097-0.0010958i,0.00097726-0.0036259i,0.0085568-0.0070617i,0.02474-0.012182i,0.030404-0.026653i,0.0039038-0.025248i,0.0070167-0.010812i,-0.0025928-0.034893i,0.021568-0.024842i,0.011879-0.028421i,0.013452-0.00093425i,0.019349-0.0041765i,-0.006385+0.0002442i,0.0037433+0.0060752i,-0.0076392+0.010715i,-0.0037676-0.00037899i,0.0031463+0.0019807i,0.0086373+0.004771i,-0.0010915-0.00027939i,0.0026273+0.0049712i,0.0030661+0.00028712i,0.00071684-0.0052706i,-0.001065-0.002652i,0.0020228+0.00014974i,-0.0086003-0.0013411i,0.003788+0.0031376i,-0.010508-0.0010122i,0.0017842+0.0011476i,-0.0011178+0.0051952i,-0.0010572-0.00017815i,0.00216-0.0057735i,-0.0021311+0.0012451i,0.0020166+0.0019033i,-0.0046437+0.0022878i,-0.0015471-0.00089439i,-0.0026874+0.0017138i,-0.00026654-0.0006821i,-0.0089254-0.0066446i,0.0019166+7.69e-06i,-0.0037592+0.00027275i,-0.00048437+0.0018257i,0.0045452+0.0013375i,-0.00033025-0.0011739i,0.0019327-0.001204i,-0.0021284-0.0028733i,0.0021294-0.00010492i,0.0016793+0.00017896i,0.021144-0.012068i,-0.018852+0.020774i,0.0070469+0.022525i,-0.0034089-0.00033409i,0.00444-0.00573i,0.0023277-0.0010634i,-0.0019196+0.0066803i
0.014595-0.0044241i,0.00080849-0.035177i,-0.022477-0.026217i,-0.011926-0.0035212i,-0.017661+0.0081095i,-0.021015+0.0013961i,-0.017848-0.012592i,-0.0062678-0.031766i,-0.011367-0.015394i,-0.0014199-0.003158i,-6.9299e-05+0.0012632i,0.0012323+0.00084696i,0.00094707+0.00050141i,-6.4777e-05+0.00060536i,0.0010535+0.0005506i,-0.0031595-0.0025056i,0.0029716+0.0012128i,0.0035816+0.00090307i,0.00095483-0.00083049i,-0.00018969-0.00030724i,-0.00024483-0.0014702i,0.0021379+0.00055666i,6.1172e-05-0.00137i,-0.00117-0.001907i,-0.00033696-0.0013613i,0.00069705-0.00082451i,0.0012604-0.0010302i,-3.101e-05-0.00042875i,0.00066587+8.5329e-06i,0.00014656+0.00051502i,-0.0018924+0.00017168i,-0.00098614-0.00020432i,-0.00083689+0.00023846i,-0.00020777-0.00040683i,-0.0024552+0.0017951i,-0.0025523-0.0023008i,0.0013449-0.0024878i,-0.00030419+0.0002009i,-0.00086808-5.3942e-05i,-0.00098266+0.0067068i,-0.00057237-0.00040087i,-7.3113e-05-0.00083543i,-0.0023568-0.00032074i,0.00057284-0.0035065i,0.0068311-0.0080047i,0.020784-0.015039i,0.02561-0.029983i,-0.00092434-0.024292i,0.0054897-0.013886i,-0.010317-0.032985i,0.017361-0.030261i,0.0064132-0.031926i,0.014936-0.0037617i,0.01583-0.0098067i,-0.0074742+0.0026306i,0.0054343+0.0040447i,-0.0027291+0.012666i,-0.0042174+0.0009187i,0.0036285+0.0019215i,0.009659+0.0019909i,-0.001252-0.00049389i,0.0036077+0.0065367i,0.0026769-0.0011001i,-0.00066204-0.0046604i,-0.0021062-0.0017356i,0.0020704-0.00079635i,-0.007222+0.0015266i,0.0047597+0.00088592i,-0.0076547+0.0031372i,0.0015438+0.0011748i,0.0012175+0.0049852i,-0.0011561+0.00018804i,-0.0010443-0.0065995i,-0.0023716+0.00049149i,0.00045866+0.00011948i,-0.0036433+0.0040476i,-0.0024325-6.9674e-05i,-0.0026327+0.0018415i,-0.0007579-0.00028845i,-0.010457-0.0032001i,0.00091346-0.00071614i,-0.0047138+0.0014074i,8.6871e-05+0.001363i,0.0038318-0.0011265i,-0.00014164-0.0010711i,0.0026424-0.0018568i,-0.0026564-0.0025919i,0.00054327+0.0024587i,0.0017102+0.00060514i,0.018713-0.014758i,-0.014922+0.026271i,0.0085253+0.01893i,-0.0070814+0.0001478i,0.0015041-0.0036971i,0.0024472-0.0017841i,-0.0025753+0.0058351i
0.013492-0.0066056i,-0.0042807-0.035216i,-0.025619-0.022325i,-0.012947-0.0022223i,-0.01644+0.010801i,-0.019787+0.0045373i,-0.019635-0.0093533i,-0.011654-0.031099i,-0.014746-0.013624i,-0.0015243-0.0033376i,0.0005965+0.00070022i,0.0017387+0.00016895i,0.0015296+0.00028953i,0.00061495+0.00039881i,0.0010244+4.9085e-05i,-0.0033201-0.0021034i,0.0046779-0.00024728i,0.0032432-0.00046823i,0.00069907-0.0012681i,0.00010326-0.00025991i,-0.00081491-0.001106i,0.0021881-0.00032029i,-0.00041814-0.0013648i,-0.0013756-0.0018598i,-0.00086283-0.0013307i,0.00032926-0.0010243i,0.00080117-0.0013881i,-8.7481e-05-0.00033449i,0.00069739-3.8206e-05i,0.00059646+0.0005544i,-0.0017698+0.00093529i,-0.0010281-2.0905e-05i,-0.00048258+0.00030246i,-0.00020321-0.00029236i,-0.0012102+0.0021059i,-0.0026826-0.0016391i,0.00045597-0.0021342i,-6.4209e-05+0.00048071i,-0.00079821-9.7681e-05i,0.001504+0.0062342i,-0.00044883-0.00033494i,-0.00034753-0.00085552i,-0.0015382-0.00028952i,7.8276e-05-0.0037873i,0.0050336-0.0090979i,0.018074-0.017008i,0.020733-0.032549i,-0.0050358-0.022112i,0.0040285-0.01583i,-0.016748-0.028303i,0.011879-0.034917i,0.0014123-0.034632i,0.015701-0.0085751i,0.010961-0.013344i,-0.0069731+0.0061708i,0.0061669+0.0017008i,0.0013142+0.012316i,-0.0039497+0.0024007i,0.0046911+0.0014468i,0.0093515-0.00071041i,-0.0018442-0.00076472i,0.0063821+0.0071408i,0.0016295-0.0012275i,-0.0016771-0.0038286i,-0.0026182-0.0005826i,0.0020041-0.0014873i,-0.005942+0.0033305i,0.0047422-0.001439i,-0.005173+0.0041706i,0.002371+0.0014044i,0.0028018+0.0038752i,-0.001044+0.00024632i,-0.0045977-0.0059768i,-0.001405+0.0016592i,-0.00086036+0.00041131i,-0.0020053+0.0051449i,-0.0024577+0.0011307i,-0.002384+0.0042341i,-0.00080032-9.4681e-05i,-0.010661+0.00018627i,-0.00021468-0.00079247i,-0.0037387+0.0036475i,3.6881e-05+0.0011854i,0.0032738-0.0026386i,-0.00025274-0.0019185i,0.0029567-0.0030856i,-0.0034528-0.0017369i,0.0036209+0.0040691i,0.0020081+0.00087924i,0.015737-0.016993i,-0.0079513+0.029039i,0.0098632+0.01589i,-0.009477+0.0025423i,0.00058134-0.0010739i,0.0018252-0.0018416i,-0.0034655+0.0055893i
