-0.029347-0.042677i,-0.022327-0.020808i,-0.013558-0.037129i,-0.02999-0.021153i,-0.022979-0.001054i,-0.01436-0.0059274i,-0.055463-0.059423i,-0.048667-0.017937i,-0.039135-0.015038i,0.011197+0.012793i,-0.0080178+0.005508i,-0.019657+0.019431i,0.0025099+0.012078i,-0.0056435-0.0031131i,0.00043146+0.0011858i,-0.0014447+0.030748i,0.027519+0.027862i,0.0027827-0.0021189i,-0.0021043-0.0069425i,0.0079158+0.0025116i,0.0027137+0.001401i,6.0313e-05+0.0039313i,-0.00040063+0.0001651i,-0.037309-0.011045i,0.000283-0.0079456i,0.0015866+0.0022213i,0.0062358+0.0015698i,0.0021845+0.0006124i,0.0013213-0.00062396i,-0.00029901-0.0027395i,0.0017253-0.0025874i,-0.0028872-0.00611i,-0.0006538-0.0046416i,0.0030448-0.0010369i,0.0048955-0.0030215i,0.0027025+0.031099i,0.0041153-0.0038804i,0.0030422-0.0016472i,0.0087952-0.0013677i,-0.0048528-0.0023162i,-0.00031388+0.00096364i,0.0095748+5.0947e-05i,0.0045591-0.0023363i,-0.0019479+0.0093805i,-0.017706-0.0074967i,-0.017954+0.01384i,-0.0040804-0.062716i,-0.005322-0.0274i,-0.026027-0.033467i,-0.011203-0.027128i,0.053326-0.022266i,0.016554-0.04377i,0.02214-0.049961i,0.0057622-0.056464i,0.02623-0.020512i,0.0085364+0.0060776i,0.024668-0.034143i,-0.0080693-0.0063224i,0.0029989-0.0045624i,-0.0048525-0.0067717i,-0.002804-0.033259i,-0.018474+0.029282i,0.0085735-0.012136i,-0.0091472-0.0039326i,-0.0042963-0.0016713i,0.00038142-0.012945i,-0.010943+0.0042782i,0.0029734+0.010144i,-0.0045575+0.026779i,0.0050074+0.0020553i,-0.005418-0.0016227i,-0.002-0.0022121i,-0.012816-0.0073478i,-0.00081967-0.0042984i,-0.036212+0.0010396i,0.0010188-0.010762i,-0.0084583+1.5225e-05i,-0.0068576-0.0019958i,0.0050184+0.0010308i,-0.0084119-0.00062226i,0.0021712-0.00044955i,0.0038872+0.0072434i,0.0040071+0.00028332i,-0.0081374-0.013323i,0.0031232+0.0092991i,-0.015342+0.0048956i,0.0070346-0.0005058i,-0.022491+0.00068219i,-0.017298+0.0062404i,-0.0092984-0.066825i,0.0074598-0.012033i,-0.049778-0.022771i,-0.020971+0.00064572i,0.017359+0.012116i,-0.022691+0.014691i,-0.020214-0.0051175i
0.026051-0.026516i,0.01187-0.016135i,0.011688-0.020234i,0.0032487-0.011653i,0.0015309-0.019779i,-0.0053649-0.0048679i,0.013327-0.018374i,-0.007241-0.014043i,-0.01053-0.0097921i,0.0047462-0.0012969i,-0.0004571-0.00050062i,-0.00134+0.00094084i,0.0024267-0.00035247i,0.00010118-0.00085818i,-0.0003962-0.0011768i,0.0019507-0.0039909i,-0.0056166+0.0024516i,-0.00081394-0.0011279i,5.3028e-05-0.00023949i,0.00016183+0.0016475i,-0.00034959+0.0020696i,-0.0007338+0.00093919i,0.0012225+0.00051927i,-0.0017533+0.0037821i,0.00037567-0.0025289i,-0.00064928-4.5138e-05i,-0.00018245+0.00082881i,0.00086801-0.00069001i,0.0012621+0.00014242i,0.00027447-0.00092103i,0.0018434-0.00167i,0.0035744-0.0003701i,0.0014899+0.00034369i,0.00029466-0.00095361i,0.0029259+2.7216e-05i,0.007557-0.0019038i,-0.00024505+0.00039755i,0.00017088+0.00034596i,0.00049745-0.0012364i,0.0009932-0.0014459i,0.0006383+0.0020383i,0.001508+0.0015047i,0.0014891-0.0020534i,0.0034393+0.0023986i,0.0014593-0.027642i,0.0080401+0.0023672i,0.021739+0.0052265i,0.0055737+0.0064723i,-0.0083015-0.021494i,0.0084641+0.007605i,0.013464+0.015516i,0.0033276+0.015294i,0.019809+0.005323i,0.0028983+0.0065797i,4.332e-05-0.0079298i,0.0016237-0.0030872i,0.0012052-0.0049639i,0.008274+0.00016001i,0.00084326+0.003966i,-0.0074938+0.010953i,-0.004547-0.0059676i,0.0041936+0.0099639i,-0.0026261-0.00076037i,-3.9315e-05+0.0015067i,-0.00010947+0.0016736i,-0.0025934-0.0026548i,0.0050982-0.0028826i,-0.0040401-0.0011002i,0.0040673-0.00032852i,-0.0059575+0.0031008i,-0.0015373+0.0001234i,0.0012969-0.00084985i,-0.0051286-0.001192i,-0.0036417-0.0010136i,-0.013772-0.0088805i,0.0033904-0.0029832i,-0.0025224-0.00071289i,-0.0011198+0.001527i,-0.0030598+0.0027277i,0.0090694+0.0027002i,-0.0036223+0.00031077i,-0.0016508-0.0048977i,-0.0032903-0.00023037i,-0.0022895-0.00082795i,0.0028546-0.0036413i,0.0033237+0.00017246i,0.0019692-0.0010219i,-0.0011628+0.0066474i,0.0023851+0.0041084i,0.021001-0.003914i,-0.023429-0.0018263i,-0.031748+0.020199i,-0.0059707+0.011019i,0.00087672+0.0022013i,0.0061894-0.0043049i,-0.012713-0.00032618i
0.020681-0.029328i,0.0087161-0.018694i,0.0077698-0.021691i,0.00092714-0.011256i,-0.0026746-0.01995i,-0.0056138-0.0039964i,0.0084912-0.021593i,-0.0093303-0.012104i,-0.011878-0.0077974i,0.0042756-0.002716i,-0.00058158-0.0008295i,-0.00064997+0.0014549i,0.0019346-0.00072977i,0.00019563-0.00041266i,-0.00051774-0.0011267i,0.0011508-0.0040192i,-0.0042782+0.0041432i,-0.0012751-0.00089347i,-0.00021681-0.00026608i,0.00055659+0.0014491i,0.00034288+0.0021504i,-0.00039453+0.0010769i,0.0013394+8.181e-05i,0.00059252+0.0034235i,-0.00033391-0.0022903i,-0.00051086+0.00023337i,0.00032803+0.001315i,0.00055436-0.00078346i,0.00125-0.00012432i,7.8841e-05-0.00077425i,0.0011737-0.0024019i,0.0035182-0.0016001i,0.001695-0.00019317i,-0.00013654-0.00086846i,0.0032962-0.0010927i,0.0067759-0.0037165i,-0.00012157+0.00057256i,0.00023554+0.00023433i,0.00044247-0.00097539i,0.0004998-0.0022025i,0.0012539+0.0017184i,0.0019234+0.00070966i,0.00081209-0.0019267i,0.0045807+0.0017243i,-0.0031897-0.026426i,0.0083353+0.0022048i,0.022444+0.0020958i,0.007695+0.0028231i,-0.013137-0.017212i,0.012495+0.0041868i,0.016633+0.011224i,0.0058617+0.010555i,0.018199-0.0020013i,0.0060218+0.0023265i,-0.0025077-0.0075608i,-0.0012346-0.0033893i,-0.00081151-0.0060397i,0.0060154-0.0024615i,0.0017989+0.0034456i,-0.0022008+0.0133i,-0.0055227-0.0026927i,0.0056276+0.0077804i,-0.0028342+0.00037075i,0.00090367+0.0024347i,0.0011044+0.0015314i,-0.0041835-0.0015301i,0.0049405-0.0058746i,-0.0045216-7.7764e-06i,0.004402-0.0021674i,-0.0039548+0.0057395i,-0.0012176-0.00050954i,0.00053136-0.0015981i,-0.0042336+0.0016668i,-0.0032995+1.3411e-05i,-0.014607-0.0027167i,0.0015243-0.0035326i,-0.0023165+1.1657e-05i,-0.0014962+0.0010129i,-0.0018072+0.0035524i,0.010703-0.00070008i,-0.0031385+0.0021797i,-0.0031881-0.0040838i,-0.0026216+0.00046225i,-0.0023373+0.00038229i,0.00037646-0.0033697i,0.0033872-0.0012116i,0.0020482-0.0010872i,0.00052061+0.0059422i,0.0019759+0.0035135i,0.018263-0.0098208i,-0.022323+0.0030913i,-0.028608+0.027182i,-0.0044428+0.0087173i,0.002575+0.0043369i,0.00436-0.0040834i,-0.013626+0.0021898i
0.015746-0.031082i,0.0047145-0.020754i,0.0036365-0.022442i,-0.00078616-0.010439i,-0.0069005-0.019231i,-0.0056608-0.0034493i,0.0034336-0.023386i,-0.010774-0.010126i,-0.01295-0.0056365i,0.0031972-0.0037955i,-0.0011269-0.00092611i,0.00019833+0.0016486i,0.0014549-0.00073131i,0.00070413-0.00021809i,-0.00073531-0.0010907i,0.00045375-0.0039649i,-0.0024589+0.0050594i,-0.0016899-0.00034524i,-0.00048226-7.2168e-05i,0.00082014+0.0010692i,0.00118+0.0015864i,-0.00024009+0.0010527i,0.0012546-0.0004237i,0.0022194+0.0020543i,-0.00062999-0.0019256i,-0.00024187+0.00040206i,0.0010611+0.0011543i,0.00020145-0.00077112i,0.001154-0.0004127i,-0.000159-0.00080037i,0.00030181-0.0028406i,0.0028405-0.002952i,0.0015657-0.00091596i,-0.00035985-0.00057915i,0.0030856-0.0026744i,0.0056149-0.0053845i,0.0002565+0.00070759i,0.0002516+0.00018279i,0.00035067-0.0011377i,-0.00031372-0.0025555i,0.0017945+0.0011323i,0.0018764-1.1935e-05i,0.0003648-0.0017949i,0.0051819+0.00042568i,-0.0071034-0.024782i,0.010222+0.0018887i,0.023303-0.0013558i,0.008285-0.00071993i,-0.015225-0.012311i,0.015604-0.00065595i,0.018159+0.0065198i,0.0075036+0.0066556i,0.014672-0.0063229i,0.0071247-0.00074505i,-0.0051436-0.0060508i,-0.0039364-0.0020351i,-0.0041898-0.0063036i,0.0030522-0.0035013i,0.0019969+0.0026882i,0.0024646+0.012749i,-0.0047231-0.00016538i,0.0059796+0.0053568i,-0.002602+0.0021424i,0.002082+0.0026806i,0.0016932+0.00094708i,-0.0050105+0.0005035i,0.0031904-0.0076555i,-0.0041811+0.0010987i,0.0039418-0.0036434i,0.00012238+0.0063605i,-0.0016944-0.0010066i,-0.0003638-0.0014877i,-0.0025953+0.002978i,-0.002453+0.00071943i,-0.013434+0.0025164i,0.00043157-0.0038593i,-0.0018589+0.00050214i,-0.0014251+0.0015732i,-0.00019632+0.0035369i,0.01058-0.0050166i,-0.0016681+0.0033229i,-0.0043727-0.0027451i,-0.0022666+0.00048101i,-0.0017128+0.0011095i,-0.00016545-0.0020884i,0.0025487-0.0022547i,0.0025223-0.0013781i,0.00063357+0.0043079i,0.0016667+0.0034097i,0.015647-0.013381i,-0.019518+0.0064349i,-0.022521+0.033215i,-0.0046192+0.0069544i,0.0050577+0.004415i,0.0026741-0.0028813i,-0.012799+0.0048233i
0.010997-0.032518i,0.00016423-0.021429i,-0.00034287-0.022709i,-0.0017115-0.0099238i,-0.010831-0.017197i,-0.0059209-0.0031113i,-0.002025-0.02374i,-0.011763-0.0081277i,-0.013307-0.003101i,0.001848-0.0043904i,-0.0017544-0.00030399i,0.0010143+0.0011062i,0.0013542-0.00054621i,0.0010041-0.00069459i,-0.00098356-0.00085933i,-0.00028067-0.0036745i,-0.00083013+0.0050676i,-0.0018441+0.00057848i,-0.00047865+0.00035809i,0.00088209+0.00062354i,0.0013623+0.00072244i,-0.00021211+0.0010546i,0.0009046-0.00084556i,0.0030303-0.00018309i,-0.00084693-0.0017805i,-8.1788e-05+0.00035895i,0.0014085+0.00068947i,-2.0412e-05-0.00065793i,0.0010307-0.00072394i,-0.00061331-0.00060139i,-0.00080372-0.0030241i,0.0015578-0.0037785i,0.0011517-0.0014454i,-0.00044049-0.00046721i,0.0017838-0.0043425i,0.0040749-0.0068657i,0.00076219+0.00047347i,0.00036206+0.00020589i,7.9889e-05-0.0012011i,-0.0013196-0.00263i,0.0020289+0.00043783i,0.0016679-0.000512i,-7.3009e-05-0.0015663i,0.0051933-0.00077834i,-0.010362-0.022974i,0.01272-0.00052748i,0.02378-0.0051961i,0.0082633-0.0036892i,-0.014609-0.0073473i,0.016693-0.0072542i,0.018715+0.002075i,0.0083251+0.0020938i,0.01167-0.0092604i,0.0083776-0.003939i,-0.006366-0.0035313i,-0.00546+0.00054016i,-0.0081119-0.0050944i,0.00080939-0.0033398i,0.0019973+0.0024036i,0.006103+0.011297i,-0.0036981+0.0014637i,0.0051537+0.0029313i,-0.00031923+0.0036149i,0.0034004+0.0022733i,0.0024062+0.00040493i,-0.0046041+0.0027563i,0.00094875-0.0089757i,-0.0035977+0.0018693i,0.0029588-0.005367i,0.0027625+0.0041991i,-0.0026741-0.00094852i,-0.00074294-0.0012373i,-0.00085443+0.0039279i,-0.0015877+0.00089906i,-0.010264+0.0069264i,-0.0010291-0.0043023i,-0.0011231+0.0006333i,-0.0010515+0.001486i,0.00086319+0.0024495i,0.008568-0.0095038i,0.00041448+0.0035932i,-0.0044701-0.00099376i,-0.0023218+0.00068687i,-0.0012803+0.001446i,-0.00023974-0.0016063i,0.0015222-0.0023429i,0.0028448-0.0021812i,0.00017032+0.0043476i,0.0018722+0.0038246i,0.012441-0.017128i,-0.017298+0.0070967i,-0.01447+0.03596i,-0.0048267+0.0070362i,0.0066077+0.0037191i,0.0024655-0.001239i,-0.011052+0.0063272i
0.0058281-0.033442i,-0.0041102-0.020688i,-0.0045055-0.022256i,-0.0029878-0.0099956i,-0.013505-0.01462i,-0.0063488-0.0028329i,-0.006942-0.022294i,-0.012343-0.0063381i,-0.012762-0.00085292i,0.00029896-0.004291i,-0.0017068+0.00068096i,0.0012572+0.00043926i,0.001515-0.00057319i,0.0005066-0.00087262i,-0.0010969-0.00044849i,-0.00098515-0.0031728i,0.00048209+0.0049338i,-0.0013103+0.0014259i,-0.00025682+0.00056032i,0.00059978+0.00030702i,0.0012032+5.486e-05i,8.1242e-05+0.0010688i,0.00053229-0.0010321i,0.0020275-0.002208i,-0.0013407-0.0017226i,-5.5199e-06+0.00032446i,0.0015473+0.00026656i,-8.7783e-05-0.00053137i,0.00069884-0.0010602i,-0.00081647-7.1099e-05i,-0.0020388-0.0026303i,0.00022524-0.0040597i,0.00039735-0.001796i,-0.00057762-0.00022813i,-0.00053731-0.0047931i,0.002237-0.0078766i,0.00086307+4.2756e-05i,0.00044575+3.2231e-06i,-8.9968e-05-0.0011144i,-0.0024659-0.0022739i,0.0019478-0.00035471i,0.0014498-0.0009237i,-0.00042859-0.0012503i,0.0051196-0.001753i,-0.012807-0.021119i,0.013782-0.0045695i,0.023649-0.0096112i,0.008172-0.00741i,-0.011738-0.0034132i,0.015026-0.014431i,0.018562-0.0017793i,0.007342-0.0018765i,0.0084595-0.010423i,0.0086941-0.0079604i,-0.0063527-0.0019783i,-0.005393+0.0037063i,-0.011822-0.0014787i,-0.00087028-0.0026592i,0.0021931+0.0023906i,0.009125+0.009086i,-0.0022496+0.0022901i,0.0035868+0.0021006i,0.0022326+0.0024598i,0.0049031+0.0010121i,0.0028358-0.00064234i,-0.0030575+0.0049598i,-0.0020772-0.01011i,-0.0032912+0.003025i,0.0011167-0.0067807i,0.0030424+0.0024585i,-0.0035162+2.1645e-06i,-0.0010758-0.0010893i,0.0020064+0.0039375i,-0.0011744+0.00031132i,-0.0055837+0.0091631i,-0.0034188-0.0039575i,-0.00068405+0.0003302i,-0.00084368+0.0013653i,0.0011643+0.0014084i,0.0048893-0.012928i,0.0022252+0.0024953i,-0.0036797+0.00013671i,-0.0020742+0.0010642i,-0.00077821+0.0023535i,-0.00055094-0.0010994i,0.0007947-0.0022167i,0.0025452-0.0031597i,0.00019846+0.004739i,0.002417+0.0038056i,0.0080784-0.019713i,-0.018283+0.0070258i,-0.00735+0.034941i,-0.0041036+0.006763i,0.0078333+0.0023457i,0.0030681-0.00051617i,-0.0090996+0.0070058i
0.0010235-0.033327i,-0.0076567-0.019155i,-0.0083197-0.020851i,-0.0045638-0.0095029i,-0.015954-0.012209i,-0.0069015-0.0024483i,-0.010391-0.020278i,-0.012886-0.0047111i,-0.011739+0.00077328i,-0.00072401-0.0035427i,-0.0010795+0.0014318i,0.0012293-1.0184e-05i,0.0015503-0.00081163i,0.00042467-0.00059361i,-0.0010378-0.0001787i,-0.0015148-0.0023376i,0.0020211+0.0045055i,-0.00053763+0.0016695i,-1.8398e-05+0.00072196i,0.00038521+0.00035207i,0.00088943-0.00040006i,0.00024702+0.00085813i,0.00010983-0.0011837i,0.00057469-0.0032441i,-0.0020871-0.0012045i,-5.5324e-06+0.00040122i,0.001654-0.00029721i,-0.00019947-0.00043334i,0.00023067-0.0011468i,-0.0007367+0.00035417i,-0.0029644-0.0016881i,-0.0013131-0.0039309i,-0.00044212-0.0016083i,-0.00048266+2.484e-05i,-0.0021946-0.0040117i,4.2479e-05-0.0084232i,0.00079589-5.7713e-05i,0.00037693-0.00014086i,-0.00027835-0.0010516i,-0.0034743-0.0012627i,0.0015605-0.00095532i,0.0011666-0.001244i,-0.00067901-0.00078603i,0.0047646-0.0030373i,-0.01544-0.019513i,0.013108-0.0090044i,0.022416-0.01431i,0.0057584-0.011538i,-0.0072424-0.002925i,0.0098564-0.020133i,0.018165-0.0050909i,0.0060018-0.0042885i,0.0064864-0.0098832i,0.0074666-0.012148i,-0.00662-0.00041615i,-0.003396+0.0063532i,-0.013638+0.004069i,-0.0022799-0.0018255i,0.0026459+0.0022623i,0.010578+0.0058238i,-0.00087419+0.0022815i,0.0026077+0.0018731i,0.0023215+0.00049839i,0.0052492-0.00133i,0.0025571-0.0023409i,2.3223e-05+0.0061008i,-0.0066667-0.0085309i,-0.0020263+0.004787i,-0.0019135-0.0071366i,0.0039007+0.0014391i,-0.0038858+0.0015797i,-0.0012925-0.00077863i,0.0046927+0.00076573i,-0.0011013+6.4144e-05i,-0.00048989+0.008309i,-0.0052521-0.0019092i,-0.00067327-0.00017257i,-0.0010501+0.0012532i,0.0011929+0.00057625i,-0.0004095-0.014675i,0.0031233+0.00038294i,-0.0032528+0.00057903i,-0.0020381+0.0014598i,0.00095117+0.0026471i,-8.1967e-05-0.000304i,0.00014063-0.0017057i,0.0015987-0.0041521i,0.00036248+0.0050825i,0.0027535+0.0034798i,0.0034875-0.019988i,-0.019744+0.0096281i,-0.0022913+0.033212i,-0.0035968+0.0056683i,0.0086296+0.00033414i,0.0034843-0.00078876i,-0.0075216+0.0066229i
-0.0035469-0.032923i,-0.010384-0.017168i,-0.011538-0.018901i,-0.0057722-0.008769i,-0.018013-0.0090082i,-0.007573-0.0018689i,-0.013302-0.018496i,-0.013368-0.0029473i,-0.010675+0.0015779i,-0.0011194-0.0026988i,-0.00028465+0.0018466i,0.0011027-0.00028208i,0.0015094-0.0010246i,0.00065975-0.00052873i,-0.00094388+5.1586e-05i,-0.0016009-0.0014249i,0.0030988+0.0034888i,9.3123e-05+0.0016337i,0.00034292+0.00073388i,0.00039155+0.00053149i,0.00043246-0.00068925i,0.00022768+0.00085448i,-0.00033892-0.0010294i,-0.00082339-0.0032905i,-0.0022814-0.00032357i,0.0001777+0.00048745i,0.0013351-0.00094203i,-0.00028429-0.00029398i,-0.00010184-0.0010644i,-0.00043945+0.00067942i,-0.003403-0.0005239i,-0.0026239-0.0029905i,-0.00091089-0.0011825i,-0.00028606+0.00010846i,-0.0032704-0.0030357i,-0.002151-0.0080462i,0.00097612-0.00025912i,0.00030396-0.00014569i,-0.0006028-0.001006i,-0.0040004+0.00011915i,0.0010859-0.0013804i,0.00074697-0.0014811i,-0.00066318-0.00030417i,0.0038882-0.0040345i,-0.018337-0.017442i,0.010904-0.01259i,0.019915-0.018548i,0.0018941-0.013849i,-0.0047818-0.0056326i,0.0037294-0.022781i,0.018052-0.0088824i,0.0052881-0.0066595i,0.0065153-0.009802i,0.0055272-0.015099i,-0.0070711+0.00077839i,-0.00052784+0.0072774i,-0.01224+0.010517i,-0.0033397-0.00069494i,0.0030381+0.0018709i,0.011038+0.0031742i,-5.2963e-05+0.0016494i,0.0013188+0.0023665i,0.0020754-0.00018312i,0.0038666-0.0034691i,0.0010528-0.0033989i,0.0029865+0.0050502i,-0.0089869-0.0042019i,0.00079322+0.005052i,-0.0044098-0.0056008i,0.0041377-0.00048672i,-0.0033163+0.0034155i,-0.0014014-0.00059879i,0.004132-0.0030059i,-0.0013876+0.0001142i,0.002188+0.0051214i,-0.0053043+0.00037528i,-0.0010544-0.00060807i,-0.0010777+0.0016899i,0.00076563-0.00025834i,-0.0065272-0.013525i,0.0024756-0.00181i,-0.0031012+0.0010849i,-0.0016944+0.0022135i,0.0023838+0.0018161i,0.00062118-0.00081946i,9.188e-05-0.00094483i,0.00035652-0.0046866i,0.00044332+0.0059981i,0.0031664+0.003124i,0.00077727-0.019351i,-0.019909+0.013469i,0.0021297+0.031204i,-0.0039663+0.0040202i,0.0079674-0.0022195i,0.0034127-0.00079041i,-0.006992+0.0056318i
-0.008407-0.032004i,-0.012424-0.015116i,-0.014404-0.016524i,-0.0068522-0.00821i,-0.019154-0.0054978i,-0.0083245-0.0010404i,-0.016176-0.016413i,-0.013488-0.00094937i,-0.010046+0.002022i,-0.0012639-0.0021672i,0.00061837+0.0019309i,0.0010622-0.00051718i,0.0014898-0.001314i,0.00072718-0.00069118i,-0.00082758+0.00022918i,-0.001246-0.00073024i,0.0037864+0.0023614i,0.00067728+0.0014024i,0.0006638+0.00046536i,0.00064602+0.00058157i,-0.00033951-0.00053356i,0.0004989+0.0008399i,-0.00061586-0.00075344i,-0.0017082-0.0028446i,-0.0021499+0.00046055i,0.00035885+0.00036093i,0.00067056-0.0012548i,-0.0002962-0.0002396i,-0.00037272-0.00086224i,-0.00011878+0.00081832i,-0.0035048+0.00076387i,-0.0032895-0.0016306i,-0.00099161-0.00069188i,-0.00018112+7.653e-05i,-0.0042079-0.0017463i,-0.0039286-0.0067898i,0.00083637-0.00066327i,0.00021881-0.00016323i,-0.00076628-0.0005745i,-0.0039423+0.0015629i,0.00037427-0.0015126i,0.00010958-0.0016346i,-0.00038125+0.00010591i,0.0028355-0.0044116i,-0.020735-0.01444i,0.007546-0.015033i,0.016503-0.021786i,-0.0021866-0.014351i,-0.0051513-0.0078293i,-0.0027165-0.023632i,0.017145-0.013482i,0.003904-0.0094699i,0.0066178-0.011298i,0.002888-0.018386i,-0.0076536+0.0024297i,0.0022208+0.0066973i,-0.0076552+0.01516i,-0.0038011+0.00056i,0.0032235+0.0015131i,0.011287+0.00047968i,0.00012643+0.001171i,0.0011153+0.0035143i,0.0022836-0.00088465i,0.0019862-0.0041612i,-0.00035517-0.0034292i,0.0047857+0.0030695i,-0.0090121+1.1129e-05i,0.0030727+0.0038157i,-0.0060306-0.0035248i,0.0028885-0.0021166i,-0.0015565+0.0047248i,-0.001787-0.00036229i,0.0015041-0.0053164i,-0.0016209+0.00036972i,0.0025799+0.0019008i,-0.0045591+0.0023051i,-0.0018415-0.0005611i,-0.0008607+0.0018178i,-6.4416e-05-0.00055062i,-0.010586-0.0098511i,0.00088896-0.0029788i,-0.0026277+0.0015203i,-0.00071893+0.0026322i,0.0031189+0.00035269i,0.00028521-0.0011226i,0.00071077-0.00057766i,-0.00078344-0.0046108i,0.0019534+0.0072882i,0.0032975+0.0027303i,-0.0022592-0.019271i,-0.018912+0.017903i,0.0057081+0.028481i,-0.0056553+0.0030584i,0.0054162-0.0035718i,0.0036615-0.0010415i,-0.0075903+0.0049447i
-0.013159-0.029986i,-0.014125-0.013422i,-0.016567-0.013537i,-0.0080649-0.0075791i,-0.019718-0.002223i,-0.0088638+0.00022472i,-0.018555-0.013831i,-0.013161+0.00084297i,-0.0097847+0.0023646i,-0.0012149-0.001668i,0.0015112+0.0014977i,0.0010316-0.00053978i,0.0012883-0.0015433i,0.00074908-0.0008223i,-0.00074815+0.00031144i,-0.00074092-0.00071144i,0.0044557+0.0012015i,0.0010596+0.00089752i,0.00073717+4.6323e-05i,0.00094892+0.00056293i,-0.00056736-3.5752e-05i,0.00092003+0.00059059i,-0.00066179-0.00045557i,-0.0022129-0.0024505i,-0.0018361+0.0010079i,0.0005274+0.00023891i,0.00013036-0.0011106i,-0.00034718-5.782e-05i,-0.00059045-0.00063967i,0.00029966+0.00090499i,-0.0030584+0.0021573i,-0.0033943-0.00041314i,-0.0010859-0.00037662i,-0.00017443+0.00016403i,-0.0044294-4.3344e-06i,-0.0049945-0.0051303i,0.00047409-0.00080104i,0.0001343-0.00013439i,-0.00051507-0.00033812i,-0.0032212+0.0029315i,-5.3368e-05-0.0013302i,-0.00034713-0.0014906i,7.3541e-06+0.00022456i,0.0021003-0.0045539i,-0.022238-0.0111i,0.0045249-0.015417i,0.012947-0.024017i,-0.0059649-0.013504i,-0.006774-0.0087959i,-0.0093275-0.021713i,0.014691-0.018244i,0.00227-0.011524i,0.0063007-0.01257i,-0.0013565-0.020354i,-0.0078859+0.0049405i,0.0040296+0.0050776i,-0.0018158+0.017206i,-0.0040666+0.0020891i,0.0034899+0.0014572i,0.010554-0.0023912i,0.00028713+0.00067885i,0.0022142+0.0046762i,0.0017517-0.0017092i,0.00084724-0.0037751i,-0.0017513-0.0029529i,0.0053685+0.00092198i,-0.0069696+0.0031003i,0.0044832+0.0018032i,-0.0067521-0.0007836i,0.0014113-0.0023872i,0.00067291+0.0047088i,-0.0018659+0.00038176i,-0.0014251-0.005909i,-0.0016813+0.00050917i,0.0011886+0.00019195i,-0.003265+0.0036009i,-0.0024862+0.00020516i,-0.00089069+0.0020194i,-0.00046495-0.00025189i,-0.012732-0.0054653i,-0.00094119-0.0032476i,-0.0022685+0.0018045i,0.00016873+0.0025463i,0.0030984-0.0011506i,0.0004077-0.0010395i,0.0013686-0.0010066i,-0.0020686-0.0048856i,0.0039477+0.0069611i,0.0035178+0.0025056i,-0.0047275-0.018078i,-0.01607+0.023156i,0.0083908+0.025894i,-0.0077281+0.0035418i,0.0029074-0.0026205i,0.003439-0.0018036i,-0.0083965+0.0050466i
-0.01697-0.027275i,-0.016299-0.012015i,-0.017935-0.010834i,-0.0091976-0.0065204i,-0.019759+0.0015928i,-0.0088884+0.0017201i,-0.020468-0.010973i,-0.012691+0.0024616i,-0.009898+0.0030876i,-0.00093781-0.0015374i,0.0020567+0.0007214i,0.001132-0.00081409i,0.0011386-0.0016854i,0.00094234-0.0013032i,-0.00064796+0.00043391i,-0.00057953-0.00083922i,0.0046285-0.00048737i,0.001101+0.00044695i,0.0006421-0.00031885i,0.0014216+0.00029133i,-0.00050703+0.00034736i,0.00095497+0.0001472i,-0.00073155-0.00025904i,-0.0025078-0.002366i,-0.0014688+0.0014029i,0.00063878+3.0966e-05i,-0.00017016-0.0009642i,-0.00029757+0.00016017i,-0.00071128-0.00031826i,0.00081587+0.00074831i,-0.0020538+0.0032174i,-0.0032168+0.00076701i,-0.00092834-5.6879e-05i,-5.3642e-05+0.0001911i,-0.0038946+0.0014454i,-0.005503-0.0035329i,0.00030992-0.00080992i,0.00027154-3.9146e-05i,-0.00053441-0.00041298i,-0.0018208+0.0038333i,-0.00028311-0.0011135i,-0.00075952-0.0013521i,0.0003367-2.2923e-05i,0.0014738-0.0048811i,-0.023276-0.0077197i,0.0030526-0.015239i,0.0094351-0.025667i,-0.0091381-0.011063i,-0.0076387-0.008497i,-0.014365-0.016845i,0.010903-0.022366i,0.00044701-0.014034i,0.0057095-0.014496i,-0.0058017-0.020082i,-0.0066408+0.0082091i,0.0049241+0.0031624i,0.0036303+0.016452i,-0.0036421+0.0036198i,0.0043569+0.0011367i,0.0090558-0.004996i,-4.306e-06+0.0004319i,0.0042779+0.0046485i,0.00088882-0.0017144i,0.0001847-0.0036118i,-0.0026595-0.0020926i,0.0052388-0.0010596i,-0.005125+0.0044455i,0.0046441-0.00079651i,-0.0062159+0.0017499i,0.00095174-0.0019442i,0.0022695+0.0036528i,-0.00159+0.00080771i,-0.0043209-0.0050415i,-0.0019575+0.00089034i,0.00014591+0.00056041i,-0.0015796+0.0042836i,-0.0023141+0.0012415i,-0.00057333+0.0028212i,-0.00045749-0.00017106i,-0.013459-0.0010789i,-0.0026145-0.0025043i,-0.0022001+0.0023905i,0.00059499+0.0023401i,0.0025574-0.0030098i,0.00025744-0.001732i,0.0015078-0.0017279i,-0.0037233-0.0042075i,0.0057947+0.0058338i,0.0040266+0.0022976i,-0.0067145-0.016795i,-0.010015+0.026463i,0.011168+0.023004i,-0.0091231+0.004948i,0.0018926-0.00083155i,0.0027435-0.0019437i,-0.0091407+0.0057356i
