-0.023194-0.018548i,-0.032691-0.033382i,-0.022525-0.019641i,-0.032411-0.020531i,-0.023896+0.0042438i,-0.028795-0.017615i,-0.05776-0.044608i,-0.041017-0.042973i,-0.028985-0.0193i,0.0050501+0.0048675i,-0.0040824+0.0065057i,-0.010969+0.011134i,0.0040635+0.0069989i,-0.0039289-0.002608i,0.0028773+0.0016056i,0.0030712+0.027052i,0.023755+0.022766i,-0.00016166+5.1724e-06i,-0.0033127-0.002691i,0.0076058+0.0039584i,0.0020069+0.00056533i,-0.00027927+0.0027743i,-0.00047201+0.0003817i,-0.030287-0.0007142i,-0.0037735-0.0048291i,-0.00019616+0.0024499i,0.0044615-0.0015936i,0.00082345-0.00010856i,-0.00062218-0.00057395i,-0.0012059-0.0018213i,-0.0022795-0.00050773i,-0.0039062-0.0039279i,-0.0023948-0.0057864i,0.00039916-0.0013386i,0.00047218-0.0029637i,-0.0020027+0.026113i,0.0017499-0.0032433i,0.0021501-0.0038322i,0.0040488-0.0023082i,-0.0069257-0.00048639i,0.0004761+0.0013057i,0.0043506-0.0098009i,-0.0020787+0.0004357i,-0.0031071+0.0011244i,-0.0097861-0.0032096i,-0.018841+0.021574i,-0.0081858-0.086664i,-0.001956-0.061275i,-0.021438-0.053979i,-0.01134-0.045874i,0.053741-0.027343i,0.023889-0.067085i,0.041398-0.053924i,0.019056-0.039807i,0.026259-0.020056i,0.012211+0.011953i,0.025186-0.028559i,-0.011475-0.00019999i,-0.0014989-0.001246i,-0.008045-0.0017021i,-0.0044986-0.029105i,-0.021586+0.026337i,0.007696-0.0094368i,-0.010629-0.0033455i,-0.0027048-0.0017918i,-0.00058624-0.01464i,-0.0085305+0.0053769i,0.0059246+0.011023i,-0.0096127+0.029625i,0.0065637+0.0076279i,-0.0034025-0.0017932i,-0.0023735-0.0013817i,-0.012218-0.0054875i,0.00075023-0.0046193i,-0.032133+0.0037902i,0.0033902-0.0088362i,-0.0070944-0.0021108i,-0.0052672-0.003072i,0.0068886+0.0015026i,-0.010241+0.00017182i,0.0025818-0.00026399i,0.0063263+0.0077098i,0.0057493+0.0010258i,-0.0078435-0.0095792i,0.0028627+0.0079861i,-0.018718+0.0073191i,0.0032604+0.0059124i,-0.021231-0.0087023i,-0.026871-0.0051024i,0.0090786-0.060884i,0.019041-0.014389i,-0.051838-0.028265i,-0.02203+0.0035331i,0.018842+0.010421i,-0.02713+0.011506i,-0.01265-0.0071872i
0.0019126-0.0069377i,0.0070186-0.031636i,-0.01525-0.016436i,-0.010583-0.015042i,-0.011188-0.016329i,-0.010867-0.012182i,0.014388-0.014677i,0.012865-0.016878i,-0.0060614-0.0075488i,0.0034956-0.00037046i,0.00017521+0.00057782i,-0.00078372+0.00065297i,0.001196-0.00065959i,0.00074529-0.00073658i,-0.0012389-0.0015717i,0.0031517-0.0052776i,-0.0023969+0.00030897i,-0.00064227+0.00021354i,0.00011048-0.00048166i,3.7447e-05+0.0012077i,-0.00018013+0.001259i,-0.00045022-9.0092e-05i,0.0012362+0.00061967i,-0.0027993+0.0029004i,8.0863e-06+0.00039783i,3.681e-05+0.00020886i,-0.00073769+0.00035523i,-1.9808e-05+0.00023142i,0.00023845+3.8419e-05i,0.00038712-0.00027797i,0.0004122-0.00013351i,0.0010441+0.00054304i,0.00013863-0.00018426i,-3.6682e-05-0.00067541i,0.00034585+0.00048987i,0.0073932+0.00016349i,0.00032095-0.0002176i,0.00087488+0.0002919i,5.7876e-05-0.00064317i,0.00062198-0.0013739i,0.00030459+0.00085694i,9.2137e-05-0.00010978i,-0.00043074-0.00067626i,-0.00080426+0.0010553i,-0.0079985-0.0082501i,0.0012762+0.021804i,0.029844-0.00066372i,0.030429-0.0036222i,0.0082599-0.017205i,0.030093+0.0071787i,0.023039+0.029208i,0.027912+0.019102i,0.017612+0.031938i,-0.023783+0.013664i,-0.0004464-0.0085459i,0.0023478-0.0052814i,0.0060888-0.0066976i,0.009608+0.0016393i,0.0030487+0.0053906i,-0.0060116+0.0057892i,-0.0022217-0.0053351i,0.00431+0.009405i,-0.0032317-0.0016218i,0.00027037+0.0029904i,3.2496e-05+0.00051388i,0.0016972-0.0035663i,0.0064496-0.0015578i,-0.0027801+7.9712e-05i,0.0045092-0.0011333i,-0.0065962-0.00023764i,-0.0013385-0.0011157i,0.0001322+0.00014956i,-0.0050182-0.0022302i,-0.0029437-0.0020804i,-0.011932-0.01042i,0.0025186-0.0017709i,-0.004362+0.00015733i,-0.0014307+0.0015259i,-0.005086+0.002449i,0.0052828+0.0014571i,-0.0082081-0.001428i,-0.0023279-0.0065216i,-0.0026175-0.0016812i,-0.005882-0.00022768i,0.0057786-0.0033578i,0.0048606+0.0016695i,0.0025764-0.002632i,0.0012178+0.0054852i,0.0031017+0.0015189i,0.011625+0.0064342i,-0.025463+0.0018707i,-0.031741+0.015614i,-0.013979+0.022755i,0.0024432+0.0019882i,0.0072327-0.0061986i,-0.014723+0.0082989i
0.00060665-0.0071611i,0.0016102-0.032343i,-0.017911-0.013406i,-0.013099-0.01232i,-0.014273-0.014256i,-0.012155-0.010375i,0.01015-0.017879i,0.0099161-0.018074i,-0.0079377-0.0064725i,0.0035221-0.0015458i,0.000551+0.00024268i,-0.00018273+0.0010382i,0.00074446-0.00090253i,0.00074142-0.00073369i,-0.0013048-0.0012293i,0.001894-0.005463i,-0.0015956+0.0012747i,-0.00070596+0.00013371i,-0.00019743-0.00052093i,0.0004094+0.0011026i,0.00022994+0.0014024i,-0.0003974+0.00010418i,0.0013169+0.00015083i,-0.00081197+0.0031665i,0.00024678+0.00049286i,0.00017556+0.00014013i,-0.00035346+0.00092756i,6.8815e-05+0.00043777i,0.00023803+1.4118e-05i,0.00041551-0.00017339i,0.00020532-0.00028672i,0.0014296+0.00010039i,0.00018554-0.00016969i,-0.00035722-0.00045831i,0.00079735+0.00033911i,0.01037-0.0022987i,7.9174e-05-9.39e-05i,0.00097326-2.6793e-05i,6.8664e-06-0.000383i,0.00014615-0.0019676i,0.00053504+0.00062508i,1.7855e-05-0.00033924i,-0.00062566-8.0257e-05i,0.00033731+0.00106i,-0.0090205-0.0062424i,0.0048002+0.022335i,0.029605-0.0048585i,0.029556-0.0098374i,0.0032613-0.014555i,0.032912+0.0015765i,0.028489+0.023631i,0.030315+0.010949i,0.019616+0.024157i,-0.018279+0.014046i,-0.0023307-0.0072933i,-0.0012842-0.0053658i,0.0028785-0.0086882i,0.0079051-0.0011914i,0.0039007+0.0040432i,-0.0027538+0.0082165i,-0.0028613-0.0024787i,0.0053442+0.0074453i,-0.003851-0.00043062i,0.0016666+0.0036993i,0.00093638+0.00050265i,-0.00048219-0.0034799i,0.0068687-0.0052216i,-0.0029636+0.00043533i,0.0043365-0.0033251i,-0.0063256+0.0027643i,-0.0015743-0.0014342i,-2.6617e-05-0.00052868i,-0.0045033+0.00088218i,-0.0031285-0.0014286i,-0.013185-0.0046824i,0.0010646-0.002405i,-0.0036988+0.0011947i,-0.0016334+0.0010792i,-0.003603+0.0041637i,0.0062511-0.00068433i,-0.0077292+0.0018506i,-0.0042322-0.0051858i,-0.002546-0.0011806i,-0.005307+0.0017992i,0.0030789-0.0041382i,0.0051065-0.00038423i,0.0021827-0.0028029i,0.0027348+0.0042337i,0.0019155+0.0012314i,0.010878+0.0017066i,-0.024478+0.0072898i,-0.030165+0.022982i,-0.0097292+0.022258i,0.0039054+0.0045023i,0.0047072-0.006333i,-0.01467+0.0106i
-0.00024424-0.0073707i,-0.004258-0.032242i,-0.019696-0.0099715i,-0.014544-0.009271i,-0.017182-0.011681i,-0.013201-0.0086206i,0.0055929-0.019714i,0.0072346-0.019178i,-0.0095812-0.0047716i,0.0031365-0.0024946i,0.00049298-0.00021258i,0.00049313+0.0011539i,0.00021626-0.0008297i,0.0008568-0.00083457i,-0.0014539-0.00097658i,0.00081325-0.0053315i,-0.00026916+0.0015413i,-0.00091569+0.00019009i,-0.00043208-0.00028735i,0.00068653+0.0007487i,0.00090311+0.0011434i,-0.00043761+0.00013733i,0.001216-0.000342i,0.00082944+0.0025963i,0.00066776+0.00041549i,0.00029216-3.9243e-06i,0.00021307+0.00097532i,0.00029372+0.00047328i,0.00021146-1.0707e-07i,0.00043537-0.00030369i,1.0722e-05-0.00029599i,0.0014139-0.00055796i,8.5339e-05-0.00025496i,-0.00044483-0.00013578i,0.0010964-0.0003278i,0.0053154-0.0055879i,0.00022608+4.1066e-05i,0.00087819-0.00037082i,7.0204e-05-0.0003885i,-0.00057187-0.0021694i,0.00079534+0.00030795i,-0.00025225-0.00050187i,-0.00048538+0.00034855i,0.0009043+0.00036972i,-0.0094469-0.0046048i,0.010083+0.021928i,0.029345-0.0093529i,0.027087-0.015401i,0.00052621-0.010918i,0.034874-0.00496i,0.031719+0.017007i,0.03142+0.0036897i,0.019554+0.018416i,-0.01437+0.014545i,-0.0039587-0.005644i,-0.004349-0.0033923i,-0.0015188-0.0094032i,0.00547-0.0026139i,0.0038981+0.0027772i,0.00031647+0.0087595i,-0.0020301-0.00068673i,0.0055677+0.0054407i,-0.0041933+0.0021002i,0.003251+0.0037867i,0.0012788-0.0002294i,-0.0019266-0.0023016i,0.0052372-0.0077984i,-0.0025002+0.0011319i,0.003293-0.0046641i,-0.0032534+0.0045631i,-0.0025163-0.0018192i,-0.00047812-0.00067768i,-0.0028136+0.0025685i,-0.0027936-0.00056664i,-0.012498+8.2181e-05i,0.00020002-0.0025775i,-0.002832+0.0018712i,-0.0016944+0.0015178i,-0.0013962+0.0043918i,0.0062797-0.0030965i,-0.0060224+0.0041498i,-0.0055381-0.0035426i,-0.0026888-0.00098499i,-0.0041863+0.0030759i,0.001859-0.0037712i,0.0044642-0.0019276i,0.0021101-0.0030552i,0.0022454+0.0018172i,0.0013034+0.001349i,0.010173-0.0012816i,-0.021273+0.011696i,-0.025015+0.030345i,-0.0067124+0.021536i,0.0068325+0.0048474i,0.0026155-0.0049979i,-0.012985+0.013346i
-0.0012779-0.0077944i,-0.0098775-0.030676i,-0.020842-0.0067521i,-0.01508-0.0065429i,-0.019492-0.0080606i,-0.014079-0.0067358i,0.00080513-0.020238i,0.0043182-0.020125i,-0.010269-0.0025277i,0.002264-0.0035143i,0.00011533-0.00021094i,0.0012493+0.00059957i,-1.5772e-05-0.00051657i,0.0008133-0.0012515i,-0.0015631-0.00052641i,-0.00021656-0.0050251i,3.7041e-05+0.0014329i,-0.0011391+0.00071081i,-0.00036049+2.0738e-05i,0.00076556+0.00029981i,0.0011994+0.00058524i,-0.00061607+0.00024024i,0.00087983-0.00073754i,0.0018601+0.0011398i,0.0010758+3.389e-06i,0.00022411-0.00018792i,0.00050858+0.00075269i,0.00052632+0.00036358i,0.00022276-3.3856e-05i,0.0002864-0.00040111i,-0.00011845-0.00024009i,0.0010562-0.00098216i,6.5477e-05-0.00025476i,-0.00032967-1.7271e-06i,0.00088134-0.001165i,0.0042737-0.0056601i,0.00049972-8.6652e-05i,0.00072638-0.00061917i,-6.0646e-06-0.00041515i,-0.0014142-0.0020754i,0.00083665-8.9454e-05i,-0.00057412-0.00029109i,-0.00016335+0.00078678i,0.0008735-2.6509e-05i,-0.0093181-0.0033927i,0.015859+0.018423i,0.028389-0.014211i,0.024006-0.020339i,0.00091477-0.0066034i,0.035053-0.013111i,0.033574+0.010402i,0.031307-0.0039454i,0.019539+0.014316i,-0.0092803+0.014591i,-0.0046962-0.0035334i,-0.0060576-0.00037539i,-0.0064844-0.0084472i,0.003596-0.0028633i,0.0036277+0.0022627i,0.0028618+0.0086231i,-0.0010217+8.866e-05i,0.0047122+0.0029585i,-0.0017993+0.0045563i,0.005126+0.0028482i,0.0016083-0.00072572i,-0.0024897-0.00082881i,0.0028976-0.0097636i,-0.0019061+0.0013788i,0.0021196-0.0058127i,-0.00097737+0.0035986i,-0.0037988-0.001353i,-0.00074124-0.0007047i,-0.0012065+0.003537i,-0.0023908-0.00033269i,-0.010207+0.0040662i,-0.0008778-0.0031098i,-0.0016443+0.0020905i,-0.001448+0.0015665i,0.00028071+0.003711i,0.005401-0.0058533i,-0.0033393+0.0055763i,-0.0055631-0.0014451i,-0.0032344-0.0004998i,-0.0031643+0.0041123i,0.00071675-0.0035314i,0.0035626-0.0025264i,0.0017757-0.0036828i,0.00069691+0.001637i,0.0010571+0.0018717i,0.0089483-0.0043691i,-0.017752+0.012851i,-0.016736+0.034342i,-0.0032559+0.021534i,0.0086663+0.0040579i,0.002029-0.0033422i,-0.010245+0.014863i
-0.0026906-0.0081333i,-0.014911-0.027927i,-0.021676-0.0033079i,-0.015357-0.0042633i,-0.020373-0.0042103i,-0.014799-0.004778i,-0.0034074-0.019203i,0.0015097-0.020416i,-0.0097664-0.00055831i,0.00078657-0.00046416i,3.1113e-05+4.374e-05i,0.0013982-0.00015048i,8.0032e-06-0.0002994i,0.00020451-0.0012925i,-0.0013286+1.1009e-05i,-0.001237-0.0044852i,0.00031113+0.0014423i,-0.00071005+0.0014025i,-0.00028038+8.115e-05i,0.00052175-7.2313e-05i,0.001199-3.5401e-05i,-0.00059556+0.00046364i,0.00051768-0.00093103i,0.0016036-0.00029085i,0.00094487-0.00079485i,3.106e-05-0.00029624i,0.00078103+0.00057571i,0.00060502+0.00012611i,0.00022688-0.00012453i,9.4853e-05-0.00044471i,-0.00012692-4.8579e-05i,0.00067117-0.0012915i,-5.9456e-05-0.00030029i,-0.00032542+0.0001438i,0.00027422-0.0015448i,0.0029398-0.0065158i,0.0004867-0.00040498i,0.00039175-0.0010096i,3.7384e-05-0.00042223i,-0.0023498-0.0017499i,0.00058991-0.00048302i,-0.00064499+0.00010608i,4.339e-05+0.00094996i,0.00086014-0.00028236i,-0.0086872-0.0027346i,0.01964+0.012685i,0.026556-0.019125i,0.0213-0.024621i,0.0042062-0.0037028i,0.032472-0.021621i,0.034016+0.0042995i,0.02892-0.010962i,0.019245+0.011418i,-0.0045667+0.012319i,-0.0043221-0.0023868i,-0.0059114+0.0033585i,-0.011123-0.0046857i,0.0022834-0.0028502i,0.0034528+0.0018848i,-0.00077484-0.00027649i,4.5246e-05-1.0753e-05i,0.0029742+0.0020276i,0.0015429+0.003911i,0.006645+0.00065194i,0.0017606-0.0015937i,-0.002007+0.00096229i,-0.0008532-0.011429i,-0.0019692+0.0019522i,0.00053855-0.0066907i,-0.00080606+0.0031276i,-0.0046796-4.5118e-05i,-0.0010676-0.00060107i,0.0015069+0.0035476i,-0.0024515-0.00062016i,-0.0066276+0.006566i,-0.0028908-0.0028748i,-0.00080706+0.001698i,-0.0010267+0.0017713i,0.0011652+0.0026134i,0.0033232-0.008422i,-0.00079342+0.0053243i,-0.0046253-7.7216e-05i,-0.0032848+0.00022678i,-0.0014642+0.0051367i,-0.00037916-0.0027371i,0.0025747-0.002898i,0.0006833-0.0041462i,-0.00018649+0.0022802i,0.0011805+0.0021837i,0.0071204-0.006561i,-0.017977+0.012436i,-0.0092637+0.033877i,0.00088624+0.019662i,0.010087+0.002296i,0.002268-0.0021728i,-0.0072985+0.015352i
-0.0039739-0.008116i,-0.018956-0.024361i,-0.021737+0.00022725i,-0.015312-0.0018538i,-0.020698-0.00066429i,-0.01516-0.0027467i,-0.0064882-0.017851i,-0.0013105-0.020864i,-0.0087419+0.00041195i,0.00075809-0.0023757i,0.00019423+0.00024923i,0.0011683-0.00064728i,-7.1735e-06-0.00018139i,4.1284e-05-0.00099369i,-0.00096575+0.0001366i,-0.0018839-0.0035581i,0.00078387+0.0014219i,-6.2171e-05+0.0013546i,-0.00020817+0.00021913i,0.00031088-9.1026e-05i,0.0010544-0.00054993i,-0.00045372+0.00059654i,0.00016795-0.0010778i,0.00098667-0.0012432i,0.00038056-0.0012927i,-0.00020358-0.00016356i,0.0010552+0.00027957i,0.00058728-0.00011245i,0.00019283-0.0001811i,-0.00015686-0.00040362i,-4.984e-05-4.6651e-06i,-8.014e-05-0.0014565i,-0.00012771-0.00011281i,-0.00012317+0.00032592i,0.00039699-0.0014403i,0.00075507-0.0070704i,0.0003803-0.00039107i,-0.00015844-0.0010028i,2.977e-06-0.00047285i,-0.0031907-0.00090137i,0.00029841-0.0006155i,-0.00047859+0.00038937i,0.00037155+0.0012788i,0.00076644-0.00069998i,-0.0086574-0.0030537i,0.021112+0.0063437i,0.023672-0.023962i,0.016742-0.029905i,0.0091771-0.0050268i,0.026837-0.028798i,0.033881-0.0014124i,0.025925-0.015884i,0.019872+0.0098884i,-0.0019549+0.008693i,-0.0043514-0.0017496i,-0.0033544+0.0063733i,-0.013432+0.0011153i,0.00097699-0.0028735i,0.003372+0.0017097i,0.0067251+0.0049832i,0.00044344-0.00086514i,0.0018708+0.0019957i,0.0020795+0.0021334i,0.0065099-0.0023629i,0.0012333-0.0027889i,9.8219e-05+0.0019422i,-0.0058473-0.0097413i,-0.0012952+0.0033937i,-0.0023339-0.0069778i,0.000619+0.0035201i,-0.0049558+0.0017986i,-0.0013604-0.00018013i,0.003785+0.00081685i,-0.0028192-0.00027866i,-0.0022711+0.0064446i,-0.0044437-0.0012067i,-0.00049936+0.0011657i,-0.00090143+0.0018372i,0.0017551+0.0013539i,-0.00045735-0.010243i,0.0011999+0.0041335i,-0.0041864+0.00045796i,-0.0032682+0.00098348i,0.0011231+0.0050992i,-0.00047298-0.0017679i,0.0017739-0.0027404i,-0.00052714-0.0041694i,-0.00050786+0.0032842i,0.0012708+0.0024965i,0.0052094-0.0077001i,-0.019179+0.015313i,-0.003901+0.032435i,0.0035333+0.0159i,0.01114-9.452e-05i,0.0025328-0.0019554i,-0.0044382+0.014826i
-0.005415-0.0081084i,-0.022028-0.020378i,-0.021156+0.0035428i,-0.014738+0.00029377i,-0.020354+0.0030492i,-0.015288-0.00076241i,-0.0092678-0.016582i,-0.0046407-0.021114i,-0.0080096+0.0004282i,0.00031791-0.0022855i,0.00042236+0.00039903i,0.0011591-0.00088723i,9.0678e-05+6.9504e-06i,4.0975e-05-0.00085479i,-0.00080357+0.00016951i,-0.002063-0.0027206i,0.0012933+0.0011252i,0.00050609+0.0011805i,2.0744e-06+0.00030767i,0.00024288-7.4938e-05i,0.00067974-0.00092566i,-0.00038145+0.00082592i,-0.00015192-0.00094515i,0.00021258-0.001605i,-2.9804e-05-0.0012938i,-0.00023574+7.4949e-05i,0.0010021-0.00018435i,0.0005158-0.00030511i,0.00013655-0.00024334i,-0.00032503-0.00015825i,1.3337e-05-4.0769e-05i,-0.0011542-0.00081996i,-4.5971e-05+1.0648e-05i,0.00012566+0.00027571i,-0.0011189-0.00073954i,-0.0010366-0.0063583i,0.00050482-0.00055157i,-0.00048207-0.00065418i,-0.00015522-0.0005124i,-0.0036199+0.00028392i,6.9476e-05-0.00072673i,-0.00028954+0.00061749i,0.0010357+0.0014589i,0.00037819-0.00082862i,-0.0097106-0.0031666i,0.020425+0.00050473i,0.019566-0.028088i,0.0094342-0.033155i,0.012009-0.0094353i,0.020103-0.033406i,0.033444-0.0072597i,0.023168-0.020595i,0.021769+0.0076277i,-0.0002859+0.0054353i,-0.0051634-0.0013272i,7.1345e-05+0.0071927i,-0.012315+0.0074693i,-0.00021734-0.0024371i,0.0035475+0.0015355i,0.0077027+0.0034968i,0.00015379-0.0015933i,0.00068234+0.0027084i,0.002427+0.0015289i,0.0044439-0.0047001i,-0.00033178-0.0033542i,0.0017007+0.0010991i,-0.008662-0.0054445i,0.00094484+0.0039272i,-0.0050036-0.0044765i,0.002054+0.0024304i,-0.0041575+0.0039943i,-0.0013685+0.00014256i,0.0034196-0.0022578i,-0.0028261+0.00057473i,0.00017687+0.0038889i,-0.0044521+0.00070959i,-0.00064862+0.00065534i,-0.00062094+0.0022508i,0.0012999-7.6586e-05i,-0.0051037-0.0093746i,0.0019304+0.0022972i,-0.0041241+0.0010573i,-0.0028126+0.0021475i,0.0030493+0.0039008i,2.2297e-05-0.0016558i,0.0017395-0.0022675i,-0.0015683-0.0036131i,-0.00078366+0.0045098i,0.0017401+0.0026054i,0.0046128-0.0086181i,-0.018358+0.019675i,0.0010222+0.030457i,0.0038642+0.011602i,0.010241-0.0034232i,0.002305-0.0014404i,-0.002564+0.013266i
-0.0072815-0.007663i,-0.023896-0.016327i,-0.020146+0.006805i,-0.013948+0.0020125i,-0.019122+0.0064716i,-0.01522+0.0011713i,-0.011976-0.015004i,-0.0083171-0.020438i,-0.008012+8.154e-05i,9.158e-05-0.0022485i,0.00084949+0.00043643i,0.00069334-0.0011817i,0.00031274+9.9385e-05i,-6.1312e-05-0.00084468i,-0.00066583+0.00019277i,-0.0020182-0.0021769i,0.0016583+0.0007517i,0.00099204+0.00089257i,0.00018721+0.00017693i,0.00026985-0.00015449i,9.0402e-05-0.00095811i,-2.7503e-05+0.0010413i,-0.0003369-0.00078443i,-0.00045448-0.0016571i,-0.00043058-0.0010687i,-0.00017692+0.00022152i,0.0006817-0.00041832i,0.00028053-0.00047383i,9.968e-05-0.00010368i,-0.00038957+7.7888e-05i,-3.9137e-06-4.8109e-05i,-0.00056427-0.00091452i,0.0002174+1.51e-05i,0.00024605+8.504e-05i,-0.00086078-0.00024902i,-0.0022656-0.005337i,0.00027016-0.00085241i,-0.00056158-0.00031571i,-0.0002938-0.00032574i,-0.0034152+0.0015936i,-0.00034421-0.00064478i,-0.00011579+0.00062372i,0.0021439+0.0012678i,5.7232e-05-0.00059126i,-0.010998-0.0023499i,0.018051-0.0041787i,0.014724-0.030812i,0.0020839-0.033679i,0.012092-0.01397i,0.012568-0.036393i,0.032217-0.013502i,0.019361-0.025171i,0.01942+0.0050231i,0.00045718+0.0010799i,-0.0065348-0.00011322i,0.0030509+0.0060969i,-0.0083956+0.011967i,-0.00097138-0.0019274i,0.003589+0.0012066i,0.0086047+0.0014806i,-0.00062099-0.0017864i,0.00075414+0.0041331i,0.0033071+0.00037517i,0.0019893-0.0051209i,-0.0016089-0.0029433i,0.0022116-0.00017604i,-0.0090076-0.0011729i,0.0029245+0.0029745i,-0.0055728-0.0021546i,0.0019973+0.0011298i,-0.0020523+0.0054073i,-0.0014874+0.00049947i,0.001262-0.0044859i,-0.0026094+0.0013015i,0.00028692+0.001406i,-0.0038308+0.0023352i,-0.0011165+0.00064191i,-7.0523e-05+0.0020843i,0.00028129-0.00043836i,-0.0079326-0.0065699i,0.0017029+0.0010542i,-0.0038475+0.0018383i,-0.0017528+0.0027011i,0.0040194+0.0020246i,-0.00033548-0.0013797i,0.0022046-0.0024112i,-0.0019534-0.0026627i,0.00063915+0.0065991i,0.0017143+0.0027806i,0.0030454-0.010325i,-0.016063+0.023754i,0.0048772+0.027768i,0.0020361+0.0084105i,0.0067608-0.0051261i,0.0029597-0.0015205i,-0.0021598+0.011723i
-0.0089444-0.0064488i,-0.025264-0.012721i,-0.018416+0.0098152i,-0.013054+0.0033907i,-0.017403+0.009198i,-0.014945+0.0033054i,-0.01433-0.012985i,-0.011481-0.018946i,-0.0087587+8.4787e-05i,-0.00017055-0.0022507i,0.0013256+8.8341e-05i,0.00036688-0.0010802i,0.00054594+0.00013062i,-0.00017586-0.00067682i,-0.00060659+0.00020575i,-0.0019197-0.0019875i,0.0022839+0.00021317i,0.001344+0.00049316i,0.0001715-3.2172e-05i,0.00024917-0.00020278i,-0.00027359-0.00081282i,0.00050982+0.00096923i,-0.00038229-0.000688i,-0.00083285-0.0016546i,-0.00092763-0.00086048i,-2.9503e-05+0.00030072i,0.0005377-0.00033422i,0.00015965-0.00030704i,0.00015159-3.0644e-05i,-0.00028442+0.00039405i,-2.6345e-05+3.9994e-05i,-0.00065088-0.00076548i,0.00025811-0.0002248i,0.00015448+3.1626e-05i,-0.0010887-4.9161e-05i,-0.0030745-0.0045036i,-0.00012157-0.00078783i,-0.00066928+7.2426e-05i,-0.00017831-0.00019462i,-0.0026402+0.0027785i,-0.00053144-0.00033682i,0.0001274+0.0006577i,0.0024835-0.00013428i,0.000121-0.00041253i,-0.011825-0.00079323i,0.015541-0.0064948i,0.010112-0.032383i,-0.0044087-0.032552i,0.010059-0.017907i,0.0044401-0.036608i,0.029315-0.019666i,0.015298-0.02883i,0.027816-0.0040882i,-0.0014775-0.002762i,-0.0073575+0.0023283i,0.004828+0.0039719i,-0.0032739+0.01441i,-0.0017981-0.0012795i,0.0038153+0.0010943i,0.0084446-0.0011618i,-0.0011769-0.0016985i,0.0019286+0.0053763i,0.0030871-0.0010563i,0.00039394-0.0044022i,-0.0027001-0.002119i,0.0019528-0.0011464i,-0.0073173+0.0019707i,0.0041237+0.0013481i,-0.0056625-1.5124e-05i,0.0015766+0.00093245i,0.00048661+0.0054037i,-0.0011648+0.0010784i,-0.0013124-0.0051227i,-0.0020805+0.0012824i,-0.0010959+0.00036266i,-0.0027148+0.0035692i,-0.0013812+0.0011837i,-9.0172e-05+0.0018015i,-0.00030893-0.00034487i,-0.0092577-0.0034941i,0.0011733+0.00019551i,-0.003566+0.0025002i,-0.00073585+0.0026823i,0.0042813+0.00016004i,-3.4668e-05-0.0012284i,0.0024172-0.0033828i,-0.0021833-0.0024305i,0.003008+0.0064828i,0.0023369+0.0029937i,0.0013516-0.0111i,-0.012406+0.028699i,0.0077032+0.025062i,-0.00051004+0.007622i,0.0033865-0.004057i,0.0029234-0.0022014i,-0.0021647+0.0108i
-0.0099718-0.0049639i,-0.026724-0.0094428i,-0.01626+0.012101i,-0.012197+0.0046962i,-0.015456+0.011903i,-0.013929+0.0053705i,-0.016343-0.010751i,-0.014522-0.017368i,-0.0099271+0.00083521i,-0.00035061-0.0024809i,0.0015009-0.00052984i,0.00034045-0.001057i,0.00084319+6.2904e-05i,9.7224e-07-0.00078003i,-0.00062281+0.00023593i,-0.002104-0.0018907i,0.0024448-0.00090236i,0.0013587+0.00018165i,9.9041e-05-0.0001205i,0.00033577-0.00030365i,-0.00053913-0.00057938i,0.0008225+0.00060351i,-0.00054448-0.00065573i,-0.0012152-0.0018179i,-0.0011755-0.00039533i,0.00017871+0.00031678i,0.00041708-0.00041483i,0.00013906-0.0002747i,0.00020413-5.5839e-05i,0.00011265+0.00061709i,-9.652e-06+0.00011711i,-0.00091099-0.00056205i,0.00024027-0.00041676i,0.00023451+1.1723e-06i,-0.00063079+7.688e-05i,-0.0037575-0.0038074i,-0.00024662-0.00050616i,-0.00035728+0.00042751i,-0.00014322-0.00024677i,-0.0014686+0.0033984i,-0.00045694-8.1934e-05i,0.0003365+0.00039986i,0.0016859-0.00082235i,0.00025739-0.0004808i,-0.01238+0.0007938i,0.014405-0.008321i,0.0055259-0.033404i,-0.010279-0.029816i,0.0080251-0.020409i,-0.0027693-0.034008i,0.025211-0.025087i,0.011179-0.032509i,0.026683-0.008951i,-0.0046092-0.0045564i,-0.0065422+0.0055285i,0.0053927+0.0016357i,0.0016051+0.014235i,-0.0023057-0.00030084i,0.0046182+0.00060406i,0.0071959-0.0035258i,-0.0018742-0.0015023i,0.004268+0.0056654i,0.0021759-0.0014574i,-0.00038332-0.0036305i,-0.0032791-0.00093347i,0.0015856-0.0017652i,-0.005621+0.003554i,0.00454-0.0007794i,-0.0051008+0.0019804i,0.0020473+0.0011814i,0.0022521+0.004329i,-0.00059084+0.0011694i,-0.0038808-0.00443i,-0.0019776+0.0014513i,-0.0019094+0.0013641i,-0.001052+0.0042894i,-0.00099882+0.0017661i,3.6342e-06+0.0021961i,-0.00056187-0.00029134i,-0.0098383-0.00074459i,0.00049035-4.9661e-05i,-0.0033157+0.0035552i,-0.00021894+0.0025594i,0.0040621-0.002251i,8.1718e-05-0.0018329i,0.0021024-0.0045705i,-0.0026297-0.0020227i,0.0050824+0.0053789i,0.0032968+0.0029197i,-0.00058926-0.011634i,-0.0052082+0.031764i,0.010734+0.021544i,-0.0025238+0.008441i,0.0019098-0.0016849i,0.0021812-0.0024213i,-0.0022263+0.010389i
