-0.022661-0.019161i,-0.032209-0.034228i,-0.022536-0.020073i,-0.032142-0.020395i,-0.024273+0.0038437i,-0.029161-0.017745i,-0.056693-0.046329i,-0.03879-0.043856i,-0.027466-0.015316i,0.0044071+0.0047607i,-0.0038059+0.0069796i,-0.011478+0.01137i,0.0038852+0.006731i,-0.0039205-0.0030295i,0.0028117+0.0014436i,0.00092141+0.031069i,0.019556+0.0076399i,-0.00032728+0.00029526i,-0.0031604-0.0025439i,0.0077626+0.0053317i,0.0019776+0.00051988i,-0.00016996+0.002162i,-0.00059927+0.00034152i,-0.02852-0.0008291i,-0.0035431-0.0042985i,-0.00013626+0.0024089i,0.0046933-0.00089129i,0.00072228-0.00025601i,-0.0004769-0.00061641i,-0.0014115-0.0016507i,-0.0022943-0.00040368i,-0.0038868-0.004228i,-0.0020169-0.004417i,0.00064439-0.0014632i,0.00073552-0.0027088i,-0.0028427+0.027157i,0.002019-0.0028424i,0.0024671-0.00426i,0.0039461-0.0025416i,-0.011942+0.0027296i,0.00018215+0.0011999i,0.0032167+0.00084642i,-0.0036143+0.00013552i,-0.0027258+0.0010199i,-0.010275-0.0030097i,-0.018491+0.021271i,-0.0084113-0.086518i,-0.0022328-0.06057i,-0.021246-0.054376i,-0.010598-0.046852i,0.05304-0.027637i,0.02529-0.068183i,0.039618-0.051932i,0.018268-0.040227i,0.025702-0.019624i,0.012204+0.012066i,0.026255-0.028407i,-0.013849-0.0030062i,-0.0013249-0.0009634i,-0.0082247-0.0021548i,-0.0038663-0.028651i,-0.020698+0.026468i,0.0072169-0.0096412i,-0.0103-0.0031241i,-0.0025814-0.0020593i,-0.00095813-0.014137i,-0.0088654+0.0047372i,0.006817+0.010587i,-0.0088584+0.029942i,0.0069416+0.0070616i,-0.0035021-0.0016536i,-0.0022797-0.0014701i,-0.012592-0.0095321i,-9.7027e-05-0.0040051i,-0.032545+0.00075147i,0.0035918-0.00923i,-0.0070509-0.0018773i,-0.0053282-0.0028018i,0.006535+0.001746i,-0.010341+0.00025291i,0.0027553-0.00049793i,0.0051324+0.0084185i,0.0057073+0.00034811i,-0.007489-0.009843i,0.0028647+0.0081032i,-0.021081+0.0076179i,0.0032016+0.0055507i,-0.021628-0.0077062i,-0.027277-0.005507i,0.010354-0.062854i,0.018569-0.015215i,-0.052413-0.027836i,-0.023142+0.0028559i,0.019558+0.010697i,-0.026557+0.012127i,-0.012566-0.0072638i
0.0021684-0.0071265i,0.0080523-0.032221i,-0.015337-0.01658i,-0.010503-0.015452i,-0.010997-0.016331i,-0.010858-0.012488i,0.014474-0.014097i,0.013605-0.016709i,-0.0064599-0.0076298i,0.0039805-1.0008e-05i,2.4786e-05+0.00063638i,-0.00079951+0.00058531i,0.0011757-0.00083272i,0.00082759-0.00062447i,-0.0011901-0.002025i,0.0013183-0.0040881i,-0.0027197+0.00061729i,-0.00059528+0.00028316i,0.00018324-0.00051907i,0.00011609+0.0012327i,-8.4691e-05+0.0013578i,-0.00042137-0.0001094i,0.0012083+0.00065588i,-0.0029302+0.0021226i,5.3691e-05+0.0006043i,5.1035e-05+0.00016951i,-0.0005997+0.00029324i,-1.0295e-05+0.00021888i,0.00019041+6.1834e-05i,0.00026455-0.00042455i,0.00041526-8.5352e-05i,0.0009393+0.00059638i,0.00011383-0.00021243i,-3.149e-06-0.0005841i,0.00037655+0.00053931i,0.006579+0.0017303i,0.00030174-0.00023102i,0.00091184+0.00021462i,0.0001263-0.00066506i,0.00046845-0.0012375i,0.000246+0.00081092i,6.6449e-05-0.00018807i,-0.00033437-0.00066911i,-0.0012443+0.0011366i,-0.0069404-0.0084535i,0.0014248+0.021789i,0.029859-0.00042475i,0.030311-0.0044359i,0.0088629-0.017008i,0.030214+0.0076438i,0.022716+0.029418i,0.026453+0.01949i,0.019458+0.033062i,-0.022607+0.013522i,0.0001052-0.0083201i,0.0023324-0.0051255i,0.0060004-0.0064903i,0.0096851+0.0017205i,0.0030839+0.0054146i,-0.0056374+0.0051972i,-0.0023146-0.0051084i,0.003789+0.010328i,-0.0031998-0.0014477i,-0.00024707+0.0042034i,7.232e-05+0.00046604i,0.0017009-0.003482i,0.006865-0.0022121i,-0.0027225-0.00013767i,0.0045008-0.00059074i,-0.0065344-0.00044547i,-0.0012692-0.00037498i,0.00015452+0.00018965i,-0.0048118-0.0020344i,-0.0029678-0.0020158i,-0.011613-0.010569i,0.0026194-0.0018472i,-0.0044966+0.00015704i,-0.0013741+0.0017278i,-0.0052078+0.0021491i,0.0051881+0.001458i,-0.0081331-0.0013606i,-0.002237-0.0061493i,-0.0026728-0.001736i,-0.0062113-0.0003652i,0.0052374-0.0036134i,0.0050377+0.0019746i,0.0027171-0.0025564i,0.0012254+0.0049115i,0.0034775+0.0016649i,0.01166+0.0070694i,-0.025428+0.0020462i,-0.031695+0.015402i,-0.014187+0.022537i,0.0024308+0.0021007i,0.0062463-0.0067748i,-0.014717+0.0088109i
0.00078775-0.0073752i,0.0024367-0.033237i,-0.018052-0.013506i,-0.013089-0.012672i,-0.01411-0.014342i,-0.012148-0.01058i,0.010503-0.017251i,0.010632-0.018412i,-0.0082744-0.0066613i,0.0042452-0.001308i,0.00045965+0.00031451i,-0.00021731+0.00099835i,0.0006374-0.0010093i,0.00085973-0.0006245i,-0.0014767-0.0015972i,0.00079075-0.0038198i,-0.0016749+0.0013644i,-0.00061778+0.0002633i,-0.00011422-0.0005634i,0.00044744+0.0010738i,0.00038986+0.0015832i,-0.00036866+8.1162e-05i,0.0013494+0.00013752i,-0.0013807+0.002964i,0.00034694+0.00070155i,0.00018758+0.0001011i,-0.00034736+0.00082771i,0.00020277+0.00039342i,0.00020331+0.00011104i,0.0002837-0.00026178i,0.0002107-0.00026836i,0.0014032-1.2555e-05i,0.0002091-0.00020359i,-0.00029934-0.00037641i,0.00092273+0.00041651i,0.0084556+0.0024492i,7.8238e-05-9.841e-05i,0.001051-3.3154e-05i,7.789e-05-0.00041707i,1.091e-05-0.0016564i,0.00064043+0.00081384i,-1.179e-05-0.00032607i,-0.00064318+6.2812e-06i,-8.0523e-05+0.0012776i,-0.0080749-0.0067088i,0.0048767+0.022449i,0.029663-0.0046948i,0.028736-0.010775i,0.0038925-0.014499i,0.03317+0.0019742i,0.028025+0.023835i,0.028766+0.012615i,0.022489+0.024188i,-0.01719+0.013496i,-0.001786-0.0073623i,-0.0012192-0.0052912i,0.0028347-0.008531i,0.0080754-0.00119i,0.0038643+0.0040192i,-0.0024581+0.0076142i,-0.0026598-0.0023239i,0.0053529+0.0084361i,-0.0034982-0.00040936i,0.0019176+0.0043157i,0.00086836+0.00049229i,-0.00048927-0.0034539i,0.0066462-0.0056847i,-0.0031551+0.00030404i,0.0046447-0.0028437i,-0.0061443+0.002594i,-0.0018586-0.001686i,1.4605e-06-0.00048147i,-0.0044541+0.00088065i,-0.0030815-0.001214i,-0.012981-0.0049802i,0.0009696-0.0024997i,-0.0038324+0.0012963i,-0.0015003+0.0011244i,-0.0038526+0.0041049i,0.0064057-0.0005022i,-0.0076243+0.0018436i,-0.0041685-0.0048302i,-0.0025341-0.0012601i,-0.0057064+0.0018104i,0.0024925-0.0040587i,0.0054906-0.00025121i,0.0025005-0.0029753i,0.00248+0.0038704i,0.0021166+0.0012192i,0.01121+0.0023543i,-0.024469+0.0074545i,-0.030081+0.023086i,-0.010196+0.022012i,0.0038225+0.0048013i,0.004344-0.0061725i,-0.014235+0.010947i
-0.00016008-0.0075508i,-0.0037881-0.033381i,-0.019764-0.01003i,-0.014635-0.0095764i,-0.017045-0.011811i,-0.013208-0.0087724i,0.0062659-0.019273i,0.0076805-0.019853i,-0.010055-0.0049993i,0.0039153-0.0024443i,0.00039954-0.00014988i,0.00046669+0.001114i,0.00014661-0.00087699i,0.00096675-0.00075019i,-0.0018028-0.0011611i,0.00060688-0.0034016i,-0.00056257+0.0019472i,-0.00086962+0.0003657i,-0.00035918-0.00036144i,0.00069485+0.00072013i,0.0010934+0.0012976i,-0.00037723+0.0001229i,0.0012562-0.00037452i,0.00035347+0.0029592i,0.00085044+0.00050156i,0.00026937-3.0225e-05i,0.00020039+0.0010013i,0.00031604+0.00028399i,0.00023746+0.00011304i,0.00031366-0.0003322i,2.3324e-05-0.00027431i,0.0013121-0.00061927i,8.6394e-05-0.00032186i,-0.00034496-7.7832e-05i,0.0012702-0.00041831i,0.0076218-0.0056402i,0.00021359+3.4144e-05i,0.0010154-0.00045618i,0.00017376-0.00041802i,-0.00051624-0.001842i,0.00093328+0.00046909i,-0.00029734-0.00040872i,-0.00038618+0.00045978i,0.00058992+0.00082848i,-0.0086825-0.0053253i,0.010233+0.022244i,0.029469-0.0092519i,0.025476-0.016222i,0.0011294-0.01104i,0.035135-0.0045002i,0.03143+0.017426i,0.031032+0.0067736i,0.022152+0.016881i,-0.013564+0.013841i,-0.0037163-0.0059596i,-0.004336-0.0033772i,-0.0015401-0.0092352i,0.005495-0.0025634i,0.0039067+0.0027448i,0.00065014+0.0076775i,-0.0017681-0.0008381i,0.0062323+0.0064752i,-0.0036946+0.0018081i,0.0038727+0.0039733i,0.0012111-0.00011232i,-0.0018612-0.002292i,0.004942-0.0079989i,-0.0026432+0.0011165i,0.0039986-0.0045357i,-0.0031726+0.0045252i,-0.0025357-0.0018685i,-0.000496-0.0006429i,-0.0029636+0.0024687i,-0.0026043-0.00046055i,-0.012652-0.00014927i,3.3468e-05-0.0026704i,-0.0028313+0.0019007i,-0.0016195+0.0015096i,-0.0015346+0.0045315i,0.0063772-0.0032871i,-0.0059199+0.0040482i,-0.0051385-0.0034896i,-0.0027102-0.00089909i,-0.0044882+0.0030867i,0.0014579-0.003474i,0.0046812-0.0018831i,0.0024849-0.0033653i,0.0018022+0.0015357i,0.0013713+0.001457i,0.010519-0.00074143i,-0.021069+0.01218i,-0.025096+0.030416i,-0.0071831+0.021189i,0.0069384+0.0054669i,0.0022604-0.0048282i,-0.012568+0.013375i
-0.0012308-0.0079548i,-0.0097844-0.031861i,-0.02087-0.0068373i,-0.015242-0.0067447i,-0.019364-0.0082015i,-0.01413-0.0068961i,0.0015881-0.020081i,0.004525-0.020973i,-0.010856-0.0026606i,0.0031176-0.003917i,4.262e-05-0.00011402i,0.0012016+0.00071527i,-4.3833e-05-0.00051968i,0.00090164-0.0011774i,-0.0019319-0.00043567i,0.00059607-0.0031365i,0.0002207+0.0019065i,-0.0009954+0.00089928i,-0.000346-1.457e-05i,0.00078533+0.00026271i,0.0013655+0.00058797i,-0.00051996+0.00021548i,0.00095808-0.00076735i,0.0017646+0.001546i,0.0012742-8.634e-05i,0.0002192-0.00019424i,0.00053318+0.00074951i,0.00044932+0.00019027i,0.00022104+9.1759e-05i,0.0001987-0.0004468i,-0.00011175-0.00022803i,0.0011422-0.00088402i,5.8411e-05-0.00027953i,-0.00025103+2.1905e-05i,0.00097397-0.0012545i,0.0045124-0.0060673i,0.00045503-9.4701e-05i,0.00077514-0.00067456i,6.5507e-05-0.00049072i,-0.001223-0.0019577i,0.0009702-4.2613e-05i,-0.0005457-0.0001568i,5.5803e-06+0.00071168i,0.00081718+0.00046113i,-0.0087661-0.0041767i,0.016153+0.018831i,0.028558-0.014101i,0.021634-0.019983i,0.0014335-0.006773i,0.035316-0.012651i,0.03338+0.010756i,0.032964-0.00040227i,0.021114+0.011737i,-0.00901+0.013517i,-0.0047067-0.0037185i,-0.0060712-0.00034355i,-0.006341-0.0083029i,0.0036603-0.002777i,0.0036813+0.0021447i,0.0036555+0.008053i,-0.00077438-0.00019871i,0.0059323+0.0028244i,-0.001698+0.0040783i,0.0054628+0.0026902i,0.0016047-0.00060317i,-0.0024302-0.00085168i,0.0021428-0.0099356i,-0.0021043+0.0013263i,0.0026233-0.0061161i,-0.00099222+0.003606i,-0.0037632-0.0015101i,-0.00072406-0.00062717i,-0.0015835+0.0035073i,-0.0022915-0.0001922i,-0.010389+0.0040188i,-0.0011279-0.0030204i,-0.0018044+0.0019907i,-0.0013058+0.0016414i,0.00027025+0.0037841i,0.0052139-0.0059162i,-0.003317+0.0053761i,-0.0054518-0.0017144i,-0.0031365-0.00033833i,-0.0033461+0.0041853i,0.00064242-0.0031377i,0.003539-0.0025505i,0.0020151-0.0040898i,0.00034901+0.0015768i,0.0011231+0.0020359i,0.0094044-0.0039471i,-0.017679+0.013062i,-0.016845+0.034589i,-0.0036397+0.021023i,0.0096516+0.0048457i,0.0016302-0.0029707i,-0.010041+0.01479i
-0.0026189-0.0082747i,-0.015054-0.028979i,-0.021694-0.0035015i,-0.015503-0.0043512i,-0.02031-0.0043354i,-0.014773-0.0049341i,-0.0026275-0.019358i,0.001162-0.021542i,-0.010185-0.00061318i,0.00087893-0.0027495i,6.3614e-05+0.00010765i,0.0015581-3.9997e-05i,1.43e-05-0.00030086i,0.00028377-0.0012756i,-0.0015154+0.00024168i,0.00030967-0.003203i,0.00065069+0.0016817i,-0.00058277+0.0016105i,-0.0002657+4.3669e-05i,0.00053279-8.6716e-05i,0.0012824-9.8643e-05i,-0.00053641+0.00042379i,0.00061787-0.0010229i,0.0017045-3.4681e-05i,0.0010393-0.001019i,3.7213e-05-0.00030889i,0.00077306+0.00053773i,0.00052886+2.016e-05i,0.00023285+3.3895e-05i,-2.7844e-05-0.00043548i,-0.00012493-8.2096e-05i,0.00079079-0.0013832i,-5.0057e-05-0.00028096i,-0.00027242+0.00013867i,-0.00013724-0.0015868i,0.0026589-0.0071428i,0.00044354-0.00038032i,0.0004728-0.0011656i,8.2359e-05-0.00044666i,-0.002226-0.0016706i,0.00057875-0.00050595i,-0.00064633+0.00013449i,0.00024397+0.00091393i,0.00098285+7.4545e-05i,-0.0084702-0.0034946i,0.020085+0.013102i,0.026723-0.019159i,0.020085-0.021776i,0.0046552-0.0039544i,0.032793-0.021225i,0.033894+0.0045246i,0.033332-0.0086802i,0.019215+0.008293i,-0.0048229+0.011653i,-0.0043354-0.0024855i,-0.0059003+0.0034725i,-0.010807-0.0044039i,0.0024196-0.0028465i,0.0034882+0.001706i,0.0067058+0.0026587i,0.0002242-0.00019691i,0.0036545+0.0013515i,0.0013381+0.0035663i,0.0068975+0.00043498i,0.0017427-0.0014909i,-0.0020048+0.00097162i,-0.0016092-0.01097i,-0.002168+0.0019809i,0.0007521-0.0076513i,-0.00082818+0.0031212i,-0.004821-0.00010875i,-0.0010358-0.00056028i,0.0014793+0.0039662i,-0.0023023-0.00040972i,-0.0066355+0.0065089i,-0.0029742-0.0026147i,-0.0010121+0.0017574i,-0.00095623+0.0019056i,0.0011036+0.0024873i,0.0030636-0.0084256i,-0.00079574+0.0051929i,-0.0048595-0.00047247i,-0.003028+0.00036497i,-0.0015733+0.0053923i,-0.00020108-0.0024648i,0.0026919-0.0029171i,0.00069349-0.0044166i,-0.00043717+0.0023689i,0.0012429+0.0023783i,0.0075764-0.0062508i,-0.017728+0.012752i,-0.0092863+0.034248i,0.00041838+0.019143i,0.011744+0.0014687i,0.0021685-0.0015624i,-0.0074269+0.015364i
-0.0039031-0.0082907i,-0.01928-0.025297i,-0.021843+5.2746e-05i,-0.015445-0.0018986i,-0.020681-0.000803i,-0.015081-0.0029499i,-0.0058825-0.018187i,-0.0021227-0.021582i,-0.0091741+0.00041394i,0.00085923-0.0030023i,0.00025206+0.00024074i,0.0014066-0.00080897i,1.4317e-05-0.00017903i,6.0571e-05-0.0010039i,-0.0010376+0.00033925i,-0.00022865-0.0030878i,0.0014653+0.001466i,2.7557e-05+0.0017681i,-0.00020188+0.00016338i,0.00031187-9.9978e-05i,0.0010777-0.00062311i,-0.00039119+0.00058906i,0.00020143-0.001152i,0.0012385-0.0011905i,0.00043048-0.0013911i,-0.00023517-0.00015939i,0.0010133+0.00028789i,0.00053537-0.00012606i,0.00028255-3.7463e-05i,-0.0002375-0.00025526i,-5.6423e-05-3.3865e-05i,0.00020202-0.0013329i,-0.0001167-0.00010489i,-6.4191e-05+0.0002965i,-0.00076006-0.0015334i,0.00045319-0.0076721i,0.00031763-0.00035639i,-0.00029052-0.0011874i,3.975e-05-0.00044866i,-0.0029797-0.00087233i,0.00021227-0.00055011i,-0.0005527+0.0003987i,0.00064425+0.0012368i,0.00090949-0.00041095i,-0.0084779-0.0038286i,0.021716+0.0065908i,0.023859-0.024029i,0.017027-0.028202i,0.0096118-0.0053136i,0.027183-0.028494i,0.033891-0.0011007i,0.03098-0.017042i,0.018568+0.0076427i,-0.0021863+0.0084174i,-0.0043613-0.0019091i,-0.0032257+0.0064607i,-0.013084+0.0012408i,0.0011015-0.0029332i,0.0033465+0.0015228i,0.006237+0.00339i,0.00094333-0.0010165i,0.0022184+0.0012235i,0.0019811+0.0018448i,0.0067888-0.0026054i,0.0011766-0.0027124i,6.4957e-05+0.0019369i,-0.0061018-0.0091493i,-0.0014245+0.0034446i,-0.0029123-0.0075529i,0.00046334+0.0034607i,-0.0050735+0.001704i,-0.0012663-0.00015949i,0.0042354+0.0008353i,-0.0025393-0.0001362i,-0.0023391+0.0062998i,-0.0043198-0.0010038i,-0.00054433+0.0012758i,-0.0010592+0.0019956i,0.0015992+0.0011178i,-0.00046678-0.010077i,0.0011611+0.0040979i,-0.0045683+0.00013439i,-0.0029506+0.0010433i,0.0014057+0.005556i,-0.00023208-0.0016665i,0.0018605-0.0028001i,-0.00032789-0.0044468i,-0.00058758+0.0032774i,0.0014843+0.0027928i,0.0056977-0.0074856i,-0.018731+0.015434i,-0.003902+0.032933i,0.0030439+0.015489i,0.011404-0.0018406i,0.0028121-0.0014189i,-0.004731+0.014958i
-0.0053997-0.0083068i,-0.022395-0.021141i,-0.021333+0.0034104i,-0.014838+0.00026653i,-0.02035+0.0029676i,-0.015278-0.0010055i,-0.0088165-0.01703i,-0.0055544-0.021105i,-0.0084042+0.00053539i,0.00036111-0.0028084i,0.00045658+0.0003697i,0.00088247-0.0008024i,0.00013821+2.4942e-06i,3.1539e-05-0.00086083i,-0.00080358+0.00033816i,-0.00078275-0.0028199i,0.0018746+0.00092202i,0.00041497+0.001549i,-9.9852e-06+0.00028637i,0.00024438-7.0033e-05i,0.00068835-0.0010118i,-0.00033024+0.00074918i,-0.00020199-0.00098526i,0.00040988-0.0017747i,-0.00010617-0.0012814i,-0.00025625+0.00010264i,0.0010328-0.00015313i,0.00047465-0.00023013i,0.00024922-0.00019861i,-0.00027923-2.6476e-05i,-2.0472e-05-3.3711e-05i,-0.00047598-0.00088348i,-4.6605e-05+2.7204e-05i,0.00013663+0.00021132i,-0.0011222-0.0009045i,-0.0014293-0.0068667i,0.00044795-0.00046647i,-0.00065468-0.00057705i,-4.4168e-05-0.00048706i,-0.0034123+0.00027207i,4.5863e-05-0.00062125i,-0.00036085+0.00064953i,0.0015466+0.0012793i,0.00053881-0.00060147i,-0.0096786-0.0041435i,0.021077+0.00050936i,0.01974-0.028139i,0.010256-0.032403i,0.012345-0.0098322i,0.020367-0.033197i,0.033554-0.0069635i,0.026661-0.024398i,0.019939+0.0068608i,-0.00034317+0.0053923i,-0.0051577-0.0014408i,0.00023511+0.007244i,-0.012034+0.007663i,-0.00012791-0.0025515i,0.0035436+0.0013624i,0.0065922+0.002815i,0.00064475-0.0025768i,0.0008405+0.0017878i,0.0021584+0.0013082i,0.0045219-0.0049934i,-0.00031853-0.0033525i,0.0016499+0.001065i,-0.008563-0.0050097i,0.0008748+0.0039615i,-0.0051581-0.004608i,0.001762+0.002609i,-0.0043486+0.003891i,-0.0012551+0.00016187i,0.0036705-0.0024926i,-0.0026418+0.00063813i,-0.00011049+0.0039093i,-0.0043525+0.00044807i,-0.00059382+0.00078061i,-0.0010298+0.0020887i,0.0011599-0.00025931i,-0.0049705-0.0094389i,0.0019545+0.0022846i,-0.0044616+0.00099502i,-0.0026206+0.0020176i,0.0036459+0.0038545i,0.0002759-0.0017057i,0.0017647-0.0023508i,-0.0015124-0.0039274i,-0.00081747+0.004286i,0.0020618+0.0026627i,0.0049948-0.0085345i,-0.017933+0.019573i,0.0010035+0.030944i,0.0034146+0.011433i,0.0091988-0.0048232i,0.0028081-0.0011003i,-0.00271+0.013533i
-0.0072947-0.0078871i,-0.024379-0.016986i,-0.020433+0.00662i,-0.014012+0.0020316i,-0.019092+0.0063938i,-0.015291+0.00096084i,-0.011704-0.015476i,-0.0086098-0.02003i,-0.0083659+0.00021269i,7.3834e-05-0.0027063i,0.00089418+0.00038496i,0.00068624-0.0010669i,0.00035182+7.8442e-05i,-2.6412e-05-0.00080492i,-0.00061324+0.00031308i,-0.0013447-0.0026422i,0.0020562+0.00032239i,0.001064+0.0013531i,0.00013191+0.00014576i,0.00028299-0.00015415i,2.9787e-05-0.0010435i,-6.0243e-05+0.00090567i,-0.0003834-0.00076222i,-0.00045916-0.0019277i,-0.00048845-0.0010377i,-0.00015662+0.00025903i,0.00074781-0.00045417i,0.00043386-0.00034813i,0.00010604-0.00012082i,-0.00032363+0.00014518i,-3.338e-05-4.1786e-05i,-0.00056965-0.00085668i,0.00014846+3.2784e-05i,0.00023552-1.2259e-05i,-0.0008816-0.00036611i,-0.0024618-0.0057392i,0.0002526-0.00070965i,-0.00061361-8.272e-05i,-0.00018849-0.00036534i,-0.0034539+0.0015491i,-0.00022996-0.00053775i,-0.0001019+0.00067939i,0.0026907+0.00047208i,0.00025128-0.00046464i,-0.011314-0.0032602i,0.018609-0.0043814i,0.014944-0.030925i,0.00296-0.033265i,0.01222-0.014418i,0.012768-0.036191i,0.032322-0.013364i,0.020363-0.030324i,0.021405+0.0066517i,0.00046876+0.00099423i,-0.00653-0.0001936i,0.0032394+0.0060784i,-0.0077915+0.012669i,-0.00090217-0.0020662i,0.0035389+0.0010844i,0.0075824+0.0012753i,-0.0011382-0.0025048i,0.00017692+0.0032654i,0.002897+0.00039916i,0.0017925-0.0053148i,-0.0015184-0.0029798i,0.00218-0.00019347i,-0.0087875-0.00094809i,0.0028702+0.0029765i,-0.0062594-0.0021384i,0.0019019+0.0013742i,-0.0022967+0.0052927i,-0.001434+0.00048742i,0.0012952-0.0046397i,-0.0021847+0.0014118i,0.00015426+0.0016161i,-0.0039832+0.0020962i,-0.001061+0.00070497i,-0.00057972+0.0016153i,0.00014968-0.00052761i,-0.0080818-0.0066181i,0.0017621+0.0010697i,-0.0041269+0.0018509i,-0.0016535+0.0024805i,0.0044664+0.0017859i,-0.000304-0.0015806i,0.0022398-0.0024598i,-0.0019786-0.0027983i,0.00023729+0.0066612i,0.0020711+0.0025622i,0.0034808-0.010509i,-0.016039+0.023384i,0.0054147+0.027973i,0.0016486+0.0086047i,0.0056918-0.0052294i,0.0035532-0.0015096i,-0.0021185+0.012026i
-0.0089988-0.0066983i,-0.025692-0.013205i,-0.018822+0.0096679i,-0.013095+0.0034165i,-0.017463+0.0090725i,-0.014977+0.0031417i,-0.014157-0.013392i,-0.011216-0.018733i,-0.0090884+0.00020301i,-0.00025971-0.0026684i,0.0013318+7.1416e-05i,0.00043805-0.0010253i,0.00054712+7.7003e-05i,-0.00010982-0.00068673i,-0.00053293+0.00027661i,-0.0017829-0.0024443i,0.0024021-0.00029642i,0.0016822+0.00078272i,0.00011557-1.5883e-05i,0.00025722-0.00019792i,-0.00031211-0.00083026i,0.00041941+0.00088133i,-0.00039263-0.0006916i,-0.00103-0.0017768i,-0.00088568-0.0007328i,1.2205e-05+0.0003274i,0.00055368-0.00040938i,0.00033472-0.00030612i,8.4847e-05-4.7485e-05i,-0.0002321+0.00049067i,-4.6284e-05+2.3942e-05i,-0.0006262-0.00078281i,0.0001307+2.1278e-05i,0.00010346-6.6024e-05i,-0.00124+0.00023359i,-0.003159-0.0047143i,-8.2787e-05-0.00068177i,-0.0004646+0.00016217i,-0.00015268-0.00022515i,-0.0028241+0.0029507i,-0.00036213-0.00028382i,0.00018973+0.00069783i,0.0017008-0.001042i,0.00031726-0.00036901i,-0.012257-0.0015642i,0.016009-0.0068208i,0.010349-0.03268i,-0.0036233-0.032349i,0.010107-0.018388i,0.0047373-0.036499i,0.029462-0.019615i,0.013737-0.033717i,0.02417-0.001528i,-0.0013304-0.0026791i,-0.0072639+0.002245i,0.0049464+0.0038961i,-0.0024277+0.014847i,-0.0017789-0.0014473i,0.0037267+0.0010439i,0.0076641-0.0010023i,-0.0018025-0.0017975i,0.0007268+0.0050801i,0.0028803-0.00098718i,0.00021665-0.0044038i,-0.0026868-0.0022437i,0.0019973-0.0011257i,-0.0070349+0.0021774i,0.0040564+0.0014267i,-0.0063372+0.00042233i,0.0015924+0.0010476i,0.00025341+0.0053401i,-0.0011606+0.0010725i,-0.0015272-0.0054287i,-0.0018181+0.00073494i,-0.0010724+0.00064823i,-0.0029144+0.0034451i,-0.0013453+0.0012492i,-5.5897e-05+0.0013047i,-0.0002966-0.00044692i,-0.0095084-0.0034377i,0.0011827+0.00017652i,-0.0038033+0.0025841i,-0.00080423+0.0024616i,0.004595-0.00034817i,-0.00010198-0.0012219i,0.0025515-0.0035066i,-0.0020099-0.0025789i,0.0029239+0.0070432i,0.0025844+0.0025774i,0.0016551-0.011383i,-0.012263+0.028433i,0.008214+0.0246i,-0.00077961+0.0079773i,0.002994-0.0037171i,0.0033081-0.0024604i,-0.0020392+0.011064i
-0.010085-0.0051563i,-0.027159-0.0099183i,-0.01668+0.012121i,-0.012229+0.0046781i,-0.015539+0.011753i,-0.014057+0.0052183i,-0.016185-0.011021i,-0.014036-0.017544i,-0.010268+0.001001i,-0.00050709-0.0028441i,0.0015433-0.00053157i,0.00039174-0.0010356i,0.00083859+3.8777e-05i,5.4953e-05-0.00079477i,-0.00054785+0.00027616i,-0.0021144-0.0022622i,0.002392-0.0013223i,0.0020579+6.3965e-05i,6.9827e-05-5.9097e-05i,0.00036514-0.00028246i,-0.00058344-0.00059763i,0.00074553+0.00056099i,-0.00058204-0.00065928i,-0.0013171-0.0017649i,-0.0010324-0.00032918i,0.0002433+0.0003215i,0.00038764-0.00045132i,0.00039255-0.00039097i,0.00011362-2.0105e-05i,0.00025959+0.00068932i,-3.9049e-05+0.00012339i,-0.00086392-0.00055217i,0.00041436-0.00025752i,0.00015613-4.47e-05i,-0.00066707+0.00024565i,-0.0037627-0.0032797i,-0.0002092-0.00048247i,-0.00032836+0.0003124i,-0.00015554-0.00026125i,-0.0010968+0.0038684i,-0.00027541-9.5263e-05i,0.00041777+0.00044081i,0.0010191-0.00067445i,0.00042501-0.00050174i,-0.012874+1.999e-05i,0.014757-0.0088298i,0.0056945-0.033811i,-0.009692-0.02972i,0.0080046-0.02088i,-0.0025217-0.033948i,0.025329-0.02505i,0.0077947-0.03583i,0.025742-0.006054i,-0.0041749-0.0044269i,-0.0064887+0.0053216i,0.0053992+0.0014939i,0.0025635+0.014098i,-0.0023826-0.0004261i,0.0045974+0.00064959i,0.0066786-0.0033622i,-0.002271-0.0013932i,0.0030562+0.0060495i,0.0020047-0.0013326i,-0.0004401-0.0036309i,-0.0032695-0.00099587i,0.0016894-0.0018174i,-0.0052099+0.0036997i,0.0045907-0.00052444i,-0.0050744+0.0024583i,0.0020401+0.0013161i,0.002106+0.0043359i,-0.00061971+0.001183i,-0.0041997-0.004401i,-0.0020271+0.001018i,-0.0016013+0.0009078i,-0.0011185+0.0041317i,-0.00099022+0.0018407i,0.00026136+0.0018354i,-0.00053394-0.0004613i,-0.0098343-0.00049103i,0.0004788-0.0001264i,-0.0033226+0.0037587i,-0.00041139+0.0024575i,0.0039727-0.0028298i,6.6779e-05-0.0018504i,0.0019489-0.0048568i,-0.0025491-0.0023987i,0.0054153+0.0058262i,0.0034064+0.0025375i,-0.00035791-0.011995i,-0.005306+0.031361i,0.010491+0.021143i,-0.0025892+0.0088639i,0.0017579-0.001568i,0.0022748-0.0026679i,-0.0020018+0.010681i
