-0.03269-0.039241i,-0.021529-0.019169i,-0.013085-0.035857i,-0.029586-0.019491i,-0.022358-8.6447e-05i,-0.013863-0.0055153i,-0.055757-0.057764i,-0.047182-0.016458i,-0.036703-0.014436i,0.012256+0.011863i,-0.0076394+0.0045557i,-0.01939+0.019277i,0.0024467+0.011526i,-0.0057996-0.0028615i,0.00016349+0.001359i,-0.0014099+0.030576i,0.028561+0.027187i,0.0024039-0.0024838i,-0.0023233-0.0071535i,0.0080664+0.0013991i,0.0025236+0.0010493i,0.00016097+0.0034137i,-0.00037261+0.00032257i,-0.037688-0.010849i,0.00057666-0.0078419i,0.0014675+0.002116i,0.0071606+0.00059541i,0.0016948+0.00083622i,0.0010619-0.00046112i,-0.00052815-0.0026087i,0.0014096-0.0023928i,-0.0022618-0.0061551i,-0.00063362-0.0047331i,0.0028061-0.00073829i,0.0042862-0.0031456i,0.0012459+0.029204i,0.0039635-0.0035384i,0.0028353-0.0015401i,0.008467-0.0017463i,-0.0058403-0.0039484i,-4.7089e-05+0.00092191i,0.0083611-0.00058437i,0.004384-0.0027123i,-0.0014659+0.0083547i,-0.017908-0.0073897i,-0.018834+0.014925i,-0.0041384-0.061062i,-0.0053332-0.026812i,-0.0268-0.032951i,-0.011115-0.026758i,0.054686-0.021497i,0.016221-0.04343i,0.022828-0.049414i,0.0047578-0.053635i,0.02564-0.021602i,0.0083087+0.0061214i,0.024412-0.036247i,-0.0076435-0.0068244i,0.0037236-0.0048871i,-0.0039582-0.0071227i,-0.002251-0.032452i,-0.017686+0.030106i,0.0084516-0.011657i,-0.0092182-0.0035764i,-0.0042342-0.0016335i,0.00048537-0.012703i,-0.011242+0.0048263i,0.0023133+0.010062i,-0.0034345+0.02756i,0.0051627+0.0028131i,-0.0054239-0.0018654i,-0.002212-0.0021527i,-0.012976-0.007717i,-0.00048875-0.0040177i,-0.039197+0.0067321i,0.00067107-0.010538i,-0.008259+5.6402e-05i,-0.007057-0.0026549i,0.0051509+0.0012661i,-0.0086305-0.00016547i,0.0021579-3.4043e-05i,0.003395+0.0073272i,0.0040178+0.00021796i,-0.0080699-0.012382i,0.0027099+0.0092149i,-0.015606+0.0044802i,0.0070842-0.00035251i,-0.021553-0.00018271i,-0.017014+0.0062842i,-0.0076277-0.065426i,0.0081517-0.012054i,-0.049134-0.021604i,-0.021272+0.0013011i,0.017257+0.011367i,-0.023012+0.014792i,-0.020243-0.0040345i
0.023595-0.027313i,0.0097965-0.015195i,0.010487-0.018932i,0.0023957-0.011006i,0.00062136-0.018755i,-0.0052244-0.004209i,0.011771-0.016517i,-0.0072241-0.013322i,-0.011064-0.0096609i,0.0048175-0.0013232i,-0.00037783-0.00036428i,-0.0012861+0.0010264i,0.0026915-0.0006397i,0.00019017-0.00071753i,-0.00034881-0.0011612i,0.0021208-0.0035865i,-0.0059861+0.0014844i,-0.00061227-2.7279e-05i,0.0001724-0.00025594i,8.2387e-05+0.0017307i,-0.00045304+0.002369i,-0.0007471+0.00081028i,0.001158+0.00050431i,-0.0022669+0.0035229i,-0.00040676-0.0036703i,-0.00041699-7.1496e-05i,-0.000268+0.00054374i,0.00085404-0.00068222i,0.00090681-4.398e-05i,0.00034301-0.00094903i,0.0023404-0.0017921i,0.0032821-0.00029286i,0.0015995+0.0004175i,0.00023251-0.00080675i,0.0024383-0.00039003i,0.0068876-0.0017484i,0.00052565+0.0020948i,-7.1842e-05+5.0199e-05i,0.00031349-0.0014876i,0.00077445-0.0014512i,0.001308+0.0019626i,0.0010269+0.002575i,0.0009397-0.0016221i,0.0041189+0.0029267i,-0.0014608-0.026394i,0.0059643+0.0016404i,0.021015+0.0039298i,0.0050865+0.0066091i,-0.0086049-0.021771i,0.0079679+0.0071971i,0.012772+0.015611i,0.002466+0.016128i,0.022032+0.0067818i,0.002336+0.005585i,0.00039837-0.0087416i,0.0018462-0.003214i,0.0011758-0.0047659i,0.0082909-1.5377e-05i,0.0010761+0.004378i,-0.0073817+0.011787i,-0.0044865-0.0063302i,0.0058307+0.0090019i,-0.0032904-0.0013505i,0.00012582+0.0015112i,1.5047e-05+0.001677i,-0.0024547-0.0026455i,0.0053113-0.0030625i,-0.0052508-0.00074465i,0.0034022+0.0002787i,-0.0062421+0.0037423i,-0.0017901+0.00021441i,0.0010777-0.00091158i,-0.0052121-0.0016223i,-0.0034722-0.00084302i,-0.0099898-0.0079338i,0.0037864-0.0031866i,-0.0028122-0.00080012i,-0.0010184+0.0014989i,-0.0031383+0.0030003i,0.0089535+0.0029929i,-0.004963+0.0013729i,-0.0014062-0.0051808i,-0.0025621-0.00043033i,-0.0024311-0.00072539i,0.0031474-0.0039686i,0.0028+0.00081736i,0.0020153-0.0013465i,0.00070432+0.006448i,0.0007577+0.0042841i,0.026778-0.009513i,-0.02375-0.0017301i,-0.030974+0.019811i,-0.0057246+0.011014i,0.0016129+0.0023798i,0.0073255-0.002964i,-0.013015-0.0015847i
0.017956-0.029699i,0.0068655-0.017398i,0.0068183-0.020141i,0.00026011-0.010517i,-0.003371-0.018804i,-0.0053292-0.0034214i,0.0073403-0.0196i,-0.0091604-0.011356i,-0.012348-0.0075161i,0.003644-0.0028399i,-0.00045287-0.00064131i,-0.00056665+0.0015494i,0.0017923-0.0014024i,0.00032897-0.00032307i,-0.00047402-0.0011207i,0.0014853-0.0036486i,-0.0054018+0.0032011i,-0.0010008+0.00023664i,-7.8838e-05-0.00035168i,0.00051596+0.0015709i,0.00036046+0.0024428i,-0.00043134+0.00095397i,0.0013+4.3604e-05i,-6.2693e-05+0.0034226i,-0.0017986-0.0031525i,-0.0003593+7.4605e-05i,8.8615e-05+0.0011412i,0.00050179-0.0007544i,0.00075558-0.00016971i,0.00011029-0.00080567i,0.001471-0.0026368i,0.0033091-0.0014138i,0.0018016-0.00013754i,-0.00013986-0.00076041i,0.0025918-0.001375i,0.0061059-0.0033055i,0.0025578+0.00079473i,-6.731e-05+1.0467e-05i,0.00015286-0.0011585i,0.00029617-0.0021449i,0.0020023+0.0014189i,0.0019254+0.001642i,0.00038509-0.001559i,0.0053168+0.0021613i,-0.005622-0.024803i,0.0062841+0.0020342i,0.021729+0.00077779i,0.007374+0.0030922i,-0.013199-0.017475i,0.011899+0.0037738i,0.016066+0.011125i,0.0054653+0.011648i,0.019968-0.00064707i,0.0053577+0.0021895i,-0.0026061-0.0086275i,-0.0011883-0.0035422i,-0.00081198-0.0060486i,0.0060047-0.0024606i,0.0021832+0.0035697i,-0.0016941+0.014105i,-0.0056076-0.0029411i,0.0070469+0.0067555i,-0.0036065+9.1448e-05i,0.0011091+0.0023549i,0.0012368+0.0016408i,-0.0040755-0.001583i,0.0051124-0.0062296i,-0.0056665+0.00053775i,0.0039344-0.0013156i,-0.0036802+0.006157i,-0.0013989-0.00055294i,0.00028273-0.0015196i,-0.0044731+0.0016155i,-0.0031463+2.6506e-05i,-0.011197-0.0029001i,0.0016426-0.0038124i,-0.0024926+0.0001078i,-0.0013807+0.00095345i,-0.0017524+0.0038338i,0.010782-0.00052174i,-0.0040285+0.0036149i,-0.0029597-0.004465i,-0.0022088+3.8246e-05i,-0.0024756+0.00059758i,0.00043589-0.0037647i,0.0032485-0.00028788i,0.0019207-0.0014497i,0.001956+0.0046789i,0.00047738+0.0040154i,0.020887-0.016805i,-0.022623+0.0031934i,-0.028184+0.026629i,-0.0042931+0.0085932i,0.0031448+0.004159i,0.0050795-0.003943i,-0.014495+0.0011034i
0.012959-0.03092i,0.0031013-0.019113i,0.0030746-0.02088i,-0.0012822-0.0095788i,-0.007359-0.017986i,-0.0052729-0.002958i,0.0026341-0.021402i,-0.010505-0.0094396i,-0.013322-0.0051909i,0.0025022-0.0034523i,-0.00089861-0.00073366i,0.00031477+0.0017423i,0.0012461-0.00084859i,0.00081369-0.00015314i,-0.00070447-0.0010648i,0.00084692-0.0037523i,-0.0040247+0.0047126i,-0.001465+0.00062796i,-0.00032467-0.00022538i,0.00085773+0.001172i,0.0012267+0.0018077i,-0.00028502+0.00094492i,0.0012435-0.00045766i,0.0017492+0.0024049i,-0.0026441-0.0029353i,-0.00019208+0.00016579i,0.00086747+0.0011461i,0.00016402-0.00072392i,0.00070049-0.00029146i,-0.00017183-0.00080764i,0.00041584-0.0030723i,0.0026749-0.0026469i,0.0016706-0.00092451i,-0.00039352-0.00049341i,0.0022373-0.002702i,0.0051503-0.0048867i,0.0013213+0.00015429i,-0.00013395+8.3865e-05i,-9.2977e-05-0.0012635i,-0.00056274-0.0024863i,0.0023547+0.00054603i,0.002118+0.00059247i,3.0035e-05-0.0013885i,0.0059929+0.00054446i,-0.0091338-0.022954i,0.0083555+0.0020212i,0.022494-0.0024085i,0.0080629-0.00056975i,-0.01534-0.012504i,0.014935-0.00095581i,0.017782+0.0062987i,0.0076336+0.0076222i,0.016028-0.0056344i,0.0065351-0.00062791i,-0.0055225-0.0069676i,-0.0038897-0.0021282i,-0.0044247-0.0063558i,0.0030795-0.0034946i,0.0023493+0.0025627i,0.0033872+0.013559i,-0.004982-0.00035549i,0.0067894+0.0035732i,-0.0034354+0.0024289i,0.0021563+0.0024004i,0.001881+0.00099501i,-0.0048321+0.00036736i,0.0030153-0.0081144i,-0.0050477+0.0019576i,0.0038373-0.0026255i,0.0002459+0.0069201i,-0.0018518-0.0011271i,-0.00058917-0.0012712i,-0.002648+0.0032719i,-0.0023074+0.00061491i,-0.010594+0.0015361i,0.00058631-0.0041452i,-0.0019021+0.0005564i,-0.0013748+0.0015347i,5.9024e-05+0.0035889i,0.01057-0.0052436i,-0.0018941+0.0049654i,-0.0045636-0.0030773i,-0.0019179+8.3858e-05i,-0.0016779+0.0014571i,-0.00025267-0.0026008i,0.0030027-0.0014704i,0.0020733-0.0016696i,0.0013292+0.0031674i,0.00041701+0.0041541i,0.016072-0.019538i,-0.019824+0.0066813i,-0.022247+0.032858i,-0.0044333+0.0067744i,0.0054426+0.0041328i,0.0030211-0.0028831i,-0.014074+0.0039867i
0.0082075-0.031988i,-0.00094423-0.019408i,-0.00063288-0.021221i,-0.0020823-0.0090366i,-0.010934-0.015838i,-0.0054884-0.0027217i,-0.0025008-0.021692i,-0.011335-0.0075066i,-0.013529-0.0025937i,0.0015396-0.0038596i,-0.00149-0.00019892i,0.0011157+0.0011697i,0.0012638-0.00068037i,0.0011313-0.00068894i,-0.00094978-0.00082152i,0.00013337-0.0036378i,-0.0024664+0.0050233i,-0.0016169+0.0014106i,-0.00041115+0.00012802i,0.00095025+0.00068995i,0.0014962+0.00091826i,-0.00026465+0.0010024i,0.00091381-0.00084169i,0.0028653+0.00026801i,-0.0035259-0.0015618i,-0.00015193+0.0001519i,0.0011731+0.00076201i,-4.0616e-05-0.00060515i,0.00062165-0.00054786i,-0.00063898-0.00059487i,-0.00083645-0.0031699i,0.0015466-0.0034164i,0.0012625-0.0015701i,-0.0004516-0.00034269i,0.0010143-0.0040244i,0.0039083-0.00643i,0.0012253-4.1252e-05i,-7.6223e-05+0.00026175i,-0.00038907-0.0011064i,-0.0015636-0.0024397i,0.0022753-0.0002902i,0.0019117-9.3046e-05i,-0.00034866-0.0011329i,0.0059115-0.00073383i,-0.011977-0.020959i,0.010972-0.000264i,0.022903-0.0061675i,0.0080589-0.0035314i,-0.014825-0.0075396i,0.015845-0.0074718i,0.018388+0.0016187i,0.0086695+0.0029289i,0.012838-0.0093043i,0.0074798-0.0032423i,-0.0068977-0.0041637i,-0.0054631+0.00045891i,-0.0084434-0.0050338i,0.00077951-0.003474i,0.0021616+0.0021246i,0.0071052+0.011941i,-0.0038977+0.0015793i,0.0052106+0.0012189i,-0.00076456+0.0044687i,0.0033303+0.0020678i,0.0025942+0.00041763i,-0.0044778+0.0024973i,0.00052272-0.0092976i,-0.0041283+0.0027524i,0.0030473-0.0045337i,0.0032278+0.0049153i,-0.002917-0.0010593i,-0.00084268-0.00096542i,-0.00054127+0.0042259i,-0.0016149+0.00070994i,-0.0078835+0.005432i,-0.0012407-0.0048829i,-0.0011435+0.00066293i,-0.0010808+0.0013922i,0.0011661+0.0024571i,0.008231-0.0096933i,0.00082003+0.0051991i,-0.0046467-0.001058i,-0.0021044+0.00026065i,-0.0010298+0.0018209i,-0.00047759-0.0020861i,0.0021766-0.0019432i,0.002209-0.002298i,0.00069579+0.0031295i,0.00084844+0.0046381i,0.012037-0.022282i,-0.017556+0.0072404i,-0.013866+0.035579i,-0.0047098+0.0066322i,0.0067632+0.0034288i,0.0026282-0.0012785i,-0.012609+0.0059126i
0.0030564-0.032346i,-0.0047944-0.018563i,-0.0045365-0.020962i,-0.0032222-0.0090717i,-0.01329-0.013271i,-0.0058971-0.0025289i,-0.0070286-0.020234i,-0.011821-0.0057432i,-0.012951-0.00028976i,0.00027541-0.0036594i,-0.0015412+0.000692i,0.0013589+0.00051104i,0.001395-0.00074745i,0.00057397-0.00098017i,-0.0010212-0.00042877i,-0.00069339-0.0032367i,-0.00129+0.0051036i,-0.00077671+0.0020704i,-0.00034164+0.00032601i,0.00071904+0.00031134i,0.0013547+0.00012058i,2.8887e-05+0.001016i,0.00055471-0.0010081i,0.0022645-0.0018636i,-0.0035366+0.0003164i,-0.00015351+0.00017211i,0.0014018+0.00053752i,-9.9652e-05-0.00044737i,0.00035709-0.00078543i,-0.00084181-5.6685e-05i,-0.0020563-0.0026466i,0.00025124-0.0037263i,0.00046931-0.0020608i,-0.0004944-0.00014426i,-0.0010707-0.0042224i,0.0021307-0.0077268i,0.0011452-0.00065646i,7.3514e-05+0.00018315i,-0.00049811-0.00087011i,-0.0026919-0.0018845i,0.0018747-0.0010375i,0.0017708-0.00057449i,-0.00062813-0.00084362i,0.005926-0.0017878i,-0.014251-0.018955i,0.012071-0.0041079i,0.022558-0.010366i,0.0078801-0.0073955i,-0.012054-0.0036109i,0.014133-0.014454i,0.018109-0.0024757i,0.0078247-0.0014598i,0.0088925-0.011125i,0.0078876-0.0062555i,-0.0070492-0.0023923i,-0.0054811+0.0035176i,-0.012295-0.0013033i,-0.00095665-0.0027494i,0.002139+0.0020516i,0.010387+0.0092061i,-0.0023303+0.0025652i,0.0031287+0.00068754i,0.0024402+0.0033772i,0.0048275+0.00093238i,0.002996-0.0006786i,-0.0030235+0.0045903i,-0.0028191-0.010364i,-0.003508+0.0039474i,0.0014176-0.005939i,0.0038177+0.0029855i,-0.0037968-8.5241e-05i,-0.0010899-0.00080424i,0.0024222+0.0036541i,-0.0012663+0.00022847i,-0.0036106+0.007253i,-0.0042189-0.0033084i,-0.00070574+0.00031498i,-0.00089211+0.0012474i,0.0013898+0.0012501i,0.0048502-0.012958i,0.0032344+0.003927i,-0.0036953+0.00017457i,-0.0020271+0.00066651i,-0.0004386+0.0023721i,-0.0010335-0.0013949i,0.0014066-0.0022088i,0.001695-0.0030922i,0.00044123+0.0033495i,0.0015188+0.0048821i,0.0072546-0.024104i,-0.018686+0.0073637i,-0.0069132+0.03434i,-0.0039399+0.0061478i,0.0080541+0.002417i,0.0031715-0.00052956i,-0.010652+0.0071147i
-0.0016103-0.031759i,-0.0079153-0.017002i,-0.0082546-0.019659i,-0.0046062-0.0086172i,-0.0155-0.011001i,-0.0064798-0.0022288i,-0.01017-0.018255i,-0.012265-0.0042228i,-0.011741+0.0014412i,-0.00044229-0.0028928i,-0.00091279+0.001406i,0.0013342+6.9884e-05i,0.0013538-0.00093851i,0.00038326-0.00072522i,-0.00094567-0.00020305i,-0.0012935-0.0024727i,-0.00026649+0.0051276i,0.0001451+0.0018901i,-0.00021998+0.00055637i,0.00052786+0.00029925i,0.0010012-0.00041682i,0.000198+0.00087765i,0.00014305-0.0011527i,0.0009381-0.0030506i,-0.0023656+0.00072593i,-0.00017229+0.00033199i,0.0017183+6.8495e-05i,-0.00017737-0.00040353i,1.8233e-05-0.00076075i,-0.00075642+0.00040461i,-0.0029546-0.0017292i,-0.0012276-0.0035797i,-0.00037584-0.0019576i,-0.00037772+4.128e-05i,-0.0024745-0.0033171i,-0.00050689-0.0083363i,0.00099613-0.0010429i,6.6812e-05+0.00012929i,-0.00059136-0.00077774i,-0.0035747-0.00070327i,0.0013688-0.0015006i,0.0015682-0.00108i,-0.00080233-0.00036335i,0.0058213-0.0032949i,-0.016647-0.017193i,0.011651-0.008194i,0.021173-0.014626i,0.0051277-0.01133i,-0.0077878-0.0032681i,0.0089022-0.020035i,0.01751-0.0058651i,0.0064543-0.004264i,0.0060577-0.010353i,0.0073472-0.0095255i,-0.0073263-0.0006058i,-0.0036041+0.0062148i,-0.013793+0.0044049i,-0.0024068-0.0018345i,0.0023635+0.0020587i,0.011598+0.0053948i,-0.0006988+0.0024025i,0.0018029+0.00093121i,0.0028215+0.0012115i,0.0051439-0.0013866i,0.0026981-0.002435i,-8.3121e-05+0.005729i,-0.0074717-0.0082695i,-0.0018514+0.0057757i,-0.00097587-0.0065459i,0.0047718+0.0018013i,-0.0042581+0.0015146i,-0.001235-0.00051844i,0.004324+0.00036614i,-0.001155+1.1823e-05i,0.00065418+0.006416i,-0.0040619-0.0013374i,-0.0006917-0.00016232i,-0.0011432+0.0012017i,0.0013292+0.00031704i,-0.00015593-0.014849i,0.0047212+0.001277i,-0.00328+0.00046421i,-0.0018308+0.0010587i,0.0010359+0.0025321i,-0.00062946-0.0005256i,0.00048516-0.0020035i,0.00055254-0.0036225i,0.00043352+0.0036313i,0.0021255+0.004798i,0.0020017-0.023678i,-0.020025+0.010302i,-0.0019724+0.032736i,-0.0037179+0.004847i,0.0088864+0.00045043i,0.0037419-0.0008083i,-0.0088463+0.0070232i
-0.0059389-0.030833i,-0.010186-0.015056i,-0.011409-0.017866i,-0.0056951-0.0079105i,-0.017354-0.0079039i,-0.0071691-0.0016789i,-0.012767-0.016552i,-0.012677-0.002557i,-0.010447+0.0022066i,-0.00063816-0.0021814i,-0.00018385+0.0017794i,0.0012085-0.00022812i,0.0014132-0.0010339i,0.00057311-0.0006378i,-0.0009039-3.2457e-05i,-0.001454-0.0016737i,0.00047824+0.004377i,0.00063631+0.0015589i,8.1251e-05+0.00069732i,0.00055031+0.00036325i,0.00048095-0.00076783i,0.00021946+0.00086114i,-0.00031722-0.0010056i,-0.00045357-0.0033125i,-0.0020607+0.00087021i,3.0127e-05+0.0005079i,0.0014496-0.00061689i,-0.0002334-0.00029583i,-0.00016533-0.00069333i,-0.00046448+0.00077877i,-0.0033587-0.00057367i,-0.002563-0.0027248i,-0.00085503-0.0017618i,-0.00021084+0.00011745i,-0.0033156-0.0023176i,-0.0025029-0.0077739i,0.00052293-0.0012306i,9.2088e-05+0.00018047i,-0.00085303-0.00066834i,-0.0039313+0.00081865i,0.00070813-0.0018189i,0.001198-0.0013947i,-0.00074248+0.00012853i,0.0050946-0.0047287i,-0.019172-0.01484i,0.0097572-0.011698i,0.018838-0.01861i,0.0013246-0.013205i,-0.0056098-0.0059144i,0.0028457-0.02247i,0.017039-0.0094844i,0.0055354-0.0068752i,0.0059447-0.0095639i,0.006278-0.012143i,-0.0078047+0.00097819i,-0.00077941+0.0073438i,-0.012216+0.010889i,-0.0035136-0.00049943i,0.0026759+0.0019798i,0.011768+0.0023361i,-0.00011629+0.0015876i,0.00061711+0.0017093i,0.0027416+0.00037499i,0.0038126-0.0034802i,0.0010616-0.0036191i,0.002784+0.004741i,-0.0094628-0.0036163i,0.0014737+0.0059807i,-0.0044039-0.0053308i,0.0050735-0.00043747i,-0.0036661+0.0035605i,-0.0012741-0.00038048i,0.0037068-0.0025852i,-0.0015151-3.1064e-06i,0.002696+0.0035946i,-0.0045291-0.00024745i,-0.0010914-0.00063435i,-0.0012212+0.0015238i,0.00081553-0.00046976i,-0.006358-0.01384i,0.0042123-0.0016111i,-0.0032437+0.00088751i,-0.001524+0.001801i,0.002328+0.0016367i,-6.4388e-05-0.0008535i,0.00018892-0.0011096i,-0.00043673-0.0037625i,0.0004575+0.004353i,0.0029067+0.0046604i,-0.00094442-0.022314i,-0.019992+0.014182i,0.0021693+0.031031i,-0.0043471+0.0032414i,0.0084627-0.0021881i,0.0035983-0.00084748i,-0.0080223+0.006221i
-0.010394-0.02948i,-0.011799-0.013135i,-0.014044-0.015501i,-0.0066938-0.0074405i,-0.018359-0.0045566i,-0.0079206-0.00086895i,-0.015355-0.014594i,-0.012782-0.00071451i,-0.0095505+0.0024486i,-0.00063173-0.0017453i,0.00062708+0.0018636i,0.0011288-0.00050349i,0.0013284-0.0013918i,0.00067235-0.00082093i,-0.00082713+0.00013944i,-0.0012434-0.0010821i,0.0009762+0.003205i,0.0012686+0.0011645i,0.00042517+0.00057573i,0.00078637+0.00029746i,-0.00036826-0.00057584i,0.0004936+0.0008512i,-0.00059593-0.00071071i,-0.001582-0.00302i,-0.001534+0.0013439i,0.00022342+0.00049314i,0.00090918-0.00086669i,-0.00024615-0.00024807i,-0.00034036-0.00051127i,-0.00010614+0.00091641i,-0.0034484+0.00064182i,-0.003102-0.0014671i,-0.0014762-0.0017303i,-0.00010669+5.0179e-05i,-0.0039933-0.0010525i,-0.0041355-0.0063471i,0.00019121-0.0010328i,0.00017708+0.00022521i,-0.00093406-0.00013722i,-0.0035919+0.0023731i,2.5965e-05-0.0017957i,0.00064274-0.0017232i,-0.00044739+0.00048485i,0.003841-0.0055453i,-0.021139-0.011681i,0.0066405-0.014001i,0.015411-0.021902i,-0.0024586-0.013622i,-0.005943-0.0080485i,-0.0034304-0.023178i,0.016103-0.013806i,0.0039205-0.0096784i,0.0063861-0.01047i,0.0046601-0.015007i,-0.0082883+0.0029189i,0.0019162+0.0068571i,-0.007349+0.015411i,-0.0039139+0.00088536i,0.0029003+0.0017592i,0.012001-0.00045144i,0.00015878+0.0012953i,0.00067391+0.0032153i,0.0030714-0.00046235i,0.0019887-0.004119i,-0.00050345-0.0036076i,0.0044293+0.0028798i,-0.008965+0.00050469i,0.0040714+0.004327i,-0.0062928-0.0026922i,0.0038762-0.0023795i,-0.0018424+0.0049699i,-0.0016149-0.00017186i,0.0016377-0.0048273i,-0.0017929+0.00035545i,0.0026289+0.00099395i,-0.0045046+0.0015209i,-0.0018458-0.00062103i,-0.00098312+0.0013982i,-0.00013712-0.00069805i,-0.010669-0.009867i,0.0025977-0.0033182i,-0.002847+0.00136i,-0.00056927+0.0023059i,0.0028231+0.00018337i,-0.00013831-0.00078758i,0.00080601-0.00067432i,-0.0013581-0.0036126i,0.001526+0.0052242i,0.0035622+0.0044018i,-0.0041384-0.021536i,-0.018692+0.01858i,0.0058709+0.028574i,-0.0062909+0.0022523i,0.0058208-0.003914i,0.0039547-0.0011154i,-0.0084552+0.0057238i
-0.014575-0.026968i,-0.01316-0.01173i,-0.016153-0.012599i,-0.0078198-0.0068732i,-0.018868-0.0014067i,-0.0084258+0.00037869i,-0.017505-0.012217i,-0.012496+0.0010493i,-0.0092612+0.0024914i,-0.00051722-0.001426i,0.0014788+0.0015016i,0.0010966-0.00052945i,0.0011052-0.0015526i,0.00062228-0.00092943i,-0.00075908+0.00024086i,-0.0009127-0.0010143i,0.0013799+0.001778i,0.0016571+0.00057465i,0.0005699+0.000214i,0.001047+0.0002377i,-0.00059638-3.3194e-05i,0.00085782+0.00059381i,-0.00063949-0.00044026i,-0.002287-0.0026096i,-0.0012314+0.0015433i,0.00044813+0.00038228i,0.0004065-0.000831i,-0.000314-3.0367e-05i,-0.00047972-0.00032355i,0.00036913+0.0010067i,-0.0029788+0.001941i,-0.0030938-0.00045501i,-0.0016523-0.00081168i,-0.00013171+9.6256e-05i,-0.004079+0.00056034i,-0.0051115-0.004951i,-3.592e-05-0.00080007i,0.00022682+0.0002176i,-0.00063964+6.7225e-05i,-0.0024767+0.0036139i,-0.0003959-0.001563i,0.0001768-0.0016995i,-4.7981e-05+0.00061151i,0.0028576-0.006284i,-0.022131-0.0082245i,0.0038796-0.01428i,0.011851-0.024085i,-0.0060806-0.012799i,-0.0076599-0.0089218i,-0.0098498-0.021267i,0.013659-0.018214i,0.0021511-0.011909i,0.0063185-0.011777i,0.0018551-0.017301i,-0.0084045+0.0054566i,0.003842+0.0053525i,-0.001618+0.017142i,-0.0039011+0.0023263i,0.0033305+0.0018411i,0.011457-0.0043421i,0.0002062+0.00081738i,0.0018935+0.0044869i,0.0025899-0.0017529i,0.0008301-0.0038225i,-0.0019462-0.0029879i,0.0050224+0.00096146i,-0.0067586+0.0032408i,0.00563+0.0018699i,-0.0055259+0.00045839i,0.0022703-0.0029991i,0.0005219+0.0050245i,-0.0016677+0.00046814i,-0.0012993-0.0056361i,-0.0019062+0.00028423i,0.0010996-0.00020384i,-0.0035892+0.0030962i,-0.0025651+7.956e-05i,-0.00091548+0.001645i,-0.00058778-0.00034216i,-0.012564-0.0052457i,0.00054829-0.0042317i,-0.0026018+0.001633i,0.00022696+0.0021839i,0.0025809-0.0012498i,-8.9336e-05-0.00081105i,0.0015291-0.0010286i,-0.0024654-0.0037242i,0.0027873+0.0052138i,0.0043172+0.0040666i,-0.0063893-0.020025i,-0.015558+0.023991i,0.0087363+0.02584i,-0.0086352+0.0028565i,0.0029528-0.002987i,0.0038936-0.0020086i,-0.0091557+0.0059108i
-0.017579-0.024124i,-0.015053-0.010534i,-0.017364-0.0098346i,-0.0088152-0.0058747i,-0.018828+0.0022275i,-0.0084244+0.0018327i,-0.019233-0.0095722i,-0.011945+0.0025189i,-0.0095+0.0029163i,-0.00019024-0.0015271i,0.0021017+0.0006792i,0.0012198-0.00084642i,0.00099357-0.0016285i,0.00084792-0.0013096i,-0.0006538+0.00036346i,-0.00085805-0.0010636i,0.0012708-0.00028239i,0.0015739+9.0684e-05i,0.00054316-9.6105e-05i,0.0014116-3.1242e-05i,-0.00052328+0.00032048i,0.00087765+0.00018059i,-0.00068481-0.00028705i,-0.0028378-0.0023383i,-0.00079365+0.0016945i,0.00060225+0.00020016i,6.2442e-05-0.0008516i,-0.00026509+0.00020207i,-0.00053045-8.1588e-05i,0.00089075+0.00082095i,-0.002107+0.0028903i,-0.0029238+0.00043078i,-0.0013823-0.0004858i,-1.8681e-05+0.0001374i,-0.0034096+0.0018435i,-0.005553-0.0030318i,5.1339e-05-0.00073835i,0.00036734+0.00031356i,-0.00058235-5.8915e-06i,-0.00081667+0.0040267i,-0.00064609-0.0013387i,-0.00026456-0.0017895i,0.00037415+0.00049403i,0.0011412-0.0068202i,-0.022457-0.0049881i,0.0025464-0.014175i,0.0083409-0.025559i,-0.0090928-0.010374i,-0.0084781-0.0084688i,-0.014819-0.01639i,0.010044-0.022089i,0.00022015-0.014342i,0.0063143-0.01384i,-0.0016894-0.018079i,-0.0068635+0.0088677i,0.0048608+0.0035142i,0.003656+0.016223i,-0.0033748+0.0036688i,0.0044494+0.0015576i,0.0078088-0.0082453i,-7.1048e-06+0.00044669i,0.0040887+0.0043636i,0.001594-0.0019596i,0.0001438-0.0036626i,-0.0027791-0.0020481i,0.0050819-0.00078717i,-0.0048277+0.004506i,0.005804-0.0012575i,-0.0050748+0.001409i,0.0015638-0.002843i,0.0021837+0.0039494i,-0.0013728+0.00080135i,-0.0039856-0.0045295i,-0.0021601+0.0012023i,0.00026476+0.00036005i,-0.0020343+0.003977i,-0.0024964+0.0011185i,-0.00060821+0.0023179i,-0.00063802-0.00014743i,-0.013218-0.0010226i,-0.0016439-0.0039697i,-0.0025016+0.0022316i,0.00068338+0.0020548i,0.0019131-0.0025656i,-0.00015572-0.0013699i,0.0016925-0.0018258i,-0.0036115-0.002666i,0.0042051+0.0046417i,0.005256+0.0035095i,-0.0083345-0.018563i,-0.0090638+0.027114i,0.011596+0.022768i,-0.010443+0.0045929i,0.0016428-0.001046i,0.0032926-0.0026127i,-0.0097186+0.0067464i
