-0.023258-0.038983i,-0.010121-0.049265i,-0.016908-0.046129i,-0.03106-0.035815i,-0.029656-0.017248i,-0.050729-0.028766i,-0.05929-0.0264i,-0.044988-0.039257i,-0.029557-0.036912i,0.0070259+0.013286i,-0.0053423+0.015707i,-0.005031+0.01487i,0.0098107+0.021859i,6.9813e-05+0.0050415i,0.0036126+0.0032252i,0.0066603+0.018243i,0.027857+0.039172i,-0.0021762-0.00050154i,-0.0043018-0.0062242i,0.008307+0.0016978i,-0.00015204-0.00094378i,-0.00081578+0.0014834i,0.00018986-0.00044007i,-0.030827-0.0021994i,-0.0012439-0.0058671i,0.0017445+0.0046864i,0.0039898-0.00052969i,-0.00020524+0.00072814i,0.00054166-0.0006028i,2.641e-05-0.0024827i,-0.0015461-0.0062144i,-0.0045634-0.0042203i,-0.0018324-0.0051806i,0.0021862-0.00092902i,0.0024919-0.0027478i,0.0027052+0.02655i,0.001968-0.0029811i,0.002823+0.00054882i,0.0064274+0.0011102i,-0.010094-0.0032684i,-0.0029701+0.00087282i,0.0069118+0.0018126i,0.0050132+0.0004069i,-0.0039248+0.0056586i,0.0015581-0.0077518i,-0.011764+0.018732i,0.036662-0.090718i,0.012556-0.070588i,-0.015896-0.059848i,-0.016898-0.055992i,0.038934-0.047143i,0.01725-0.063024i,0.034538-0.056093i,0.03166-0.05966i,0.015397-0.013722i,0.0046562+0.016654i,0.016477-0.026627i,-0.011373+0.0060732i,-0.0008059+0.0054369i,-0.0054217-0.00067705i,-0.0025727-0.028745i,-0.023829+0.031587i,0.010547-0.011174i,-0.013096-0.0026087i,-0.00011205-0.0049671i,-0.0011628-0.016197i,-0.0073211+0.0051255i,0.0052189+0.0061158i,-0.008166+0.030955i,0.0050614+0.0060524i,-0.0051847-0.0007323i,-0.0032619-0.00038537i,-0.012151-0.0074538i,-0.00024704-0.0044053i,-0.029471+0.0064371i,0.00013399-0.0099583i,-0.0094516-0.0019718i,-0.0065237-0.0027543i,0.007087+0.003021i,-0.0075959+0.0010713i,0.00015506+0.0003136i,0.0058248+0.010782i,0.0038051+0.0014081i,-0.0093491-0.010395i,0.0032332+0.0080428i,-0.021602+0.0060436i,0.0081275+0.00014965i,-0.029117-0.004065i,-0.042194+0.0022687i,0.019776-0.09613i,-0.0019161-0.011748i,-0.053144-0.021848i,-0.023464+0.0011064i,0.018387+0.011017i,-0.024931+0.012732i,-0.018843-0.013216i
0.013152-0.0077469i,0.04395-0.011264i,0.023617-0.027044i,0.011655-0.021841i,0.015046-0.040933i,-0.018835-0.023499i,-0.0083613-0.015718i,-0.0016943-0.02881i,0.0068014-0.017587i,0.0048006-0.0029227i,0.0021985-0.0049747i,1.1066e-05-0.0053217i,-0.0010961-0.0057892i,-0.00089157-0.0029504i,-0.0012701+0.0010314i,0.0015024-0.0029866i,-0.0034552+0.0016922i,-0.00051191+0.001562i,0.00015582+0.00020357i,0.0005294+0.0021508i,0.0014659+0.0018174i,0.0010908-0.00094635i,0.0020784+0.00047681i,-0.00095017+0.0027965i,-0.00063271+0.00043518i,-0.00064786+0.00032213i,-0.0014216+4.7128e-05i,-0.00056269+0.00036587i,0.00010659+0.00010768i,-0.00013411-0.00044779i,0.0019348-0.0018414i,0.001426-0.00012953i,0.00043489-0.000844i,0.00047957-0.0010506i,0.00082173+0.00059879i,0.0047162-0.0019609i,5.268e-05-2.0338e-06i,-0.00016682+0.0012309i,0.00016675-0.00023127i,0.00047228+0.00051232i,0.00099573+0.00059934i,0.00026457+0.00097733i,-0.00022341-0.0032364i,0.0007705-0.0030641i,0.018815+0.0057254i,0.028556+0.040391i,0.03567+0.040658i,0.048062+0.029197i,0.016145-0.00061892i,0.036383-0.00047661i,0.038665+0.012336i,0.015137+0.0064539i,0.029817+0.022274i,-0.003586+0.033352i,0.0066527-0.0046787i,0.0049008-0.003408i,0.0069231-0.0037471i,0.0078339+0.0039019i,0.003774+0.0063813i,-0.0060211+0.0040885i,-0.0038815-0.00606i,0.0040026+0.013515i,-0.0036105+0.00045422i,2.1279e-05+0.005235i,-0.00044531+0.0014973i,0.0026525-0.0032396i,0.0065166-0.00078681i,-0.002954-0.00050637i,0.0043596-0.0024428i,-0.0064684-0.00065679i,-0.0014435+0.00051743i,0.00033686+5.0127e-05i,-0.0046387-0.0027085i,-0.0042609-0.0021181i,-0.0076187-0.0091821i,0.0029322-0.001753i,-0.0048661+0.0018444i,-0.0017237+0.0012007i,-0.0039832+0.0028786i,0.0069217+0.0011818i,-0.007189-0.0015662i,-0.0043589-0.0076607i,-0.0028216-0.001284i,-0.0057405-0.00065176i,0.0046672-0.0029416i,0.0061985+0.00043874i,0.0032104-0.0013962i,0.0050706+0.0085654i,0.0061618+0.0052895i,0.040307+0.02873i,-0.030898-0.0046454i,-0.036859+0.018101i,-0.0099244+0.020513i,0.0017418+0.002375i,0.0092554-0.0061959i,-0.01078+0.00017526i
0.011132-0.0095005i,0.040896-0.018457i,0.018247-0.030282i,0.0076002-0.022526i,0.0064885-0.042933i,-0.0214-0.019729i,-0.011541-0.014853i,-0.0063947-0.027568i,0.0035465-0.018159i,0.0039346-0.0040312i,0.0007492-0.0056937i,-0.0011024-0.004647i,-0.0027606-0.0046837i,-0.0015234-0.0023449i,-0.00076458+0.0012756i,0.0011259-0.0032406i,-0.0021409+0.0027751i,-0.00034959+0.0016122i,2.5773e-05+0.00019512i,0.0011487+0.0019197i,0.0020708+0.0014906i,0.00089571-0.0010939i,0.0020528-0.00021978i,0.0009308+0.0024512i,-0.0003205+0.00061068i,-0.00029918+0.0003671i,-0.0012224+0.00090265i,-0.00039677+0.00059202i,0.00012503+0.00015964i,2.4866e-05-0.0001433i,0.0010559-0.0026018i,0.0014278-0.00054649i,0.00017329-0.0008508i,-1.4907e-05-0.0010003i,0.0014241+0.00039244i,0.0040862-0.002857i,-1.2451e-05+0.00016408i,0.00024066+0.0011751i,0.00037371+6.8265e-05i,0.00040234-0.00013758i,0.0010549+0.00034258i,0.00056781+0.00076065i,-0.0010228-0.0023488i,0.0009351-0.0028331i,0.01954+0.0032359i,0.034264+0.035495i,0.040681+0.033836i,0.05141+0.020181i,0.013403-2.6542e-06i,0.036761-0.0065614i,0.040592+0.0051569i,0.01622+0.00026878i,0.03032+0.012066i,0.0037906+0.030345i,0.00464-0.0057783i,0.00083347-0.0037368i,0.0045747-0.0065181i,0.0070265+0.001094i,0.0051902+0.0048717i,-0.0033664+0.0064723i,-0.004583-0.0029466i,0.0060199+0.01149i,-0.0036379+0.001352i,0.0028228+0.0059521i,0.00046651+0.0016812i,0.00047168-0.0035534i,0.0072832-0.0043791i,-0.0030229+7.1859e-05i,0.0036881-0.004177i,-0.0059532+0.0024627i,-0.0013957-0.00023606i,0.00011134-0.0005298i,-0.0044829+0.00025318i,-0.0042402-0.00071524i,-0.0093144-0.0056518i,0.0015225-0.0025978i,-0.0035248+0.0029511i,-0.0017197+0.00075424i,-0.0025544+0.0038765i,0.0080988-0.0016003i,-0.0069494+0.0013961i,-0.0066675-0.0056667i,-0.0024572-0.00074482i,-0.0051062+0.0012901i,0.0022886-0.0035382i,0.0061463-0.00225i,0.0031743-0.0017417i,0.0070559+0.0064359i,0.0055213+0.0044907i,0.041703+0.019296i,-0.030119+0.001772i,-0.034849+0.026168i,-0.0062165+0.018564i,0.0032027+0.0050356i,0.0067281-0.0062749i,-0.012472+0.0021322i
0.0096623-0.011013i,0.03641-0.02504i,0.012407-0.032107i,0.0041079-0.022328i,-0.0022784-0.043222i,-0.023381-0.015934i,-0.014466-0.013208i,-0.01051-0.026018i,0.00026559-0.018307i,0.0027557-0.0046811i,-0.0011577-0.0056729i,-0.001921-0.0038201i,-0.0037695-0.0030921i,-0.0018574-0.0016657i,-0.00042873+0.0012551i,0.00064061-0.0034113i,-0.00060879+0.0029056i,-0.00020267+0.0018709i,-1.4826e-05+0.00043694i,0.0016328+0.0012716i,0.0026824+0.00064388i,0.0005959-0.0013875i,0.0017934-0.00089238i,0.0022057+0.0013007i,0.00016442+0.00059659i,-0.00012129+0.00016434i,-0.00058787+0.001362i,-0.00028497+0.00077639i,0.00027263+0.00019848i,0.0001461-8.2046e-05i,-7.3319e-05-0.0029015i,0.001208-0.0010245i,-0.00022143-0.00084501i,-0.0003203-0.00075503i,0.0018666-0.00045407i,0.0032938-0.0037752i,0.00026528+0.00033615i,0.00066865+0.0010668i,0.00067435-0.00019196i,5.9303e-05-0.00044366i,0.0012433-7.3721e-05i,0.0007441+0.00034909i,-0.0012336-0.0015252i,0.00084891-0.0032737i,0.020036+0.00025139i,0.040635+0.028943i,0.044873+0.026385i,0.052785+0.011178i,0.012229+0.00095073i,0.036478-0.012897i,0.040646-0.0017648i,0.01607-0.0048687i,0.027943+0.0047545i,0.0092625+0.027241i,0.0022649-0.0058721i,-0.0020999-0.0018146i,0.00069385-0.0080398i,0.0052838-0.00070489i,0.0056247+0.0030668i,-0.00087325+0.0071739i,-0.0039563-0.00074102i,0.0069695+0.0088137i,-0.0035362+0.003375i,0.0055596+0.0049173i,0.0011269+0.0012375i,-0.0011354-0.0027212i,0.0061065-0.0069766i,-0.0026354+0.00066346i,0.0024775-0.0051916i,-0.0031856+0.0043726i,-0.0020554-0.00035293i,-0.00033282-0.0005205i,-0.0032127+0.0018995i,-0.0035161+0.00054794i,-0.0099018-0.0021813i,0.00059082-0.0030764i,-0.0021075+0.0032347i,-0.0018646+0.001058i,-0.00057094+0.0036777i,0.0075363-0.0051435i,-0.0053917+0.0037666i,-0.0078972-0.0028604i,-0.0024552-0.00064304i,-0.0040821+0.0023927i,0.0011808-0.0031088i,0.0047086-0.0041942i,0.0032445-0.002355i,0.0069654+0.0028778i,0.005241+0.0042334i,0.042178+0.012028i,-0.02722+0.0070235i,-0.029214+0.033427i,-0.0042282+0.01665i,0.0061415+0.0056692i,0.0043118-0.0052366i,-0.012388+0.0048297i
0.0080077-0.012971i,0.030916-0.030128i,0.0070337-0.033225i,0.0013462-0.022362i,-0.010766-0.041097i,-0.02479-0.012028i,-0.017122-0.010822i,-0.014425-0.023832i,-0.0026311-0.017632i,0.0014872-0.0049777i,-0.0028482-0.0044604i,-0.0022671-0.003095i,-0.0039493-0.0014651i,-0.002055-0.0011772i,-8.0992e-05+0.0014508i,4.3195e-05-0.0034413i,0.00037838+0.002379i,0.0003302+0.0023177i,0.0002927+0.00078269i,0.0018146+0.00049142i,0.0027461-0.00041423i,-6.687e-06-0.0016279i,0.0012554-0.0013167i,0.0026053-0.00060959i,0.0006299+0.00038776i,-0.00023453+6.4215e-05i,2.2794e-06+0.0014271i,8.6058e-05+0.00091485i,0.00039605+5.7617e-05i,0.00022075-8.8032e-05i,-0.0012103-0.0026974i,0.0007888-0.0013288i,-0.00046536-0.00060615i,-0.00050746-0.0006078i,0.0015642-0.0015987i,0.0023754-0.0045532i,0.00054028+0.00015397i,0.0010519+0.00077921i,0.00060363-0.00052881i,-0.00044104-0.00065959i,0.0011082-0.00047787i,0.00053529+0.00019346i,-0.0012817-0.00084563i,0.00028621-0.0034033i,0.020276-0.0030833i,0.045485+0.019463i,0.048071+0.018299i,0.053063+0.0029207i,0.012934+0.0023306i,0.034652-0.020219i,0.039825-0.0085502i,0.014992-0.010157i,0.025536-0.00012672i,0.015005+0.023015i,0.00075074-0.0050908i,-0.0033751+0.00092434i,-0.0039397-0.0079759i,0.0036842-0.0015775i,0.0054022+0.0018375i,0.0011984+0.0073126i,-0.0028565+0.00072369i,0.006753+0.0059193i,-0.0011109+0.0053731i,0.0079179+0.0025852i,0.0017512+0.0009011i,-0.0019976-0.0014264i,0.0039868-0.0093713i,-0.0021762+0.0008408i,0.0010093-0.0061754i,-0.00095609+0.0039329i,-0.0028642+6.1054e-05i,-0.00039278-0.00051215i,-0.0017127+0.0031508i,-0.0026254+0.0011466i,-0.0090932+0.0013224i,-0.00062359-0.0036076i,-0.00079531+0.0028831i,-0.0016443+0.0011615i,0.0007322+0.0027529i,0.0054843-0.0085841i,-0.002833+0.0050925i,-0.0071725+9.8196e-05i,-0.0026896-0.00026518i,-0.0032568+0.0034385i,0.00054868-0.0028329i,0.0030146-0.0047972i,0.0030571-0.0034852i,0.0052404+0.0014637i,0.005571+0.0041696i,0.041953+0.004858i,-0.024094+0.00862i,-0.02127+0.03789i,-0.0021426+0.015945i,0.0082608+0.0050861i,0.0034986-0.0034762i,-0.011103+0.0067256i
0.0056685-0.014812i,0.025009-0.033649i,0.0013761-0.033615i,-0.001786-0.022556i,-0.017548-0.037576i,-0.025709-0.0081906i,-0.019076-0.007576i,-0.017692-0.021036i,-0.0048837-0.01665i,8.4072e-05-0.0046585i,-0.0034884-0.0028818i,-0.0027314-0.002538i,-0.0036085-0.00022639i,-0.0024664-0.00046226i,0.00058569+0.0016022i,-0.00075559-0.0032632i,0.00082825+0.0021581i,0.0013702+0.0023542i,0.00068565+0.00064373i,0.0015112-0.00019964i,0.0023486-0.0013705i,-0.00052883-0.0016332i,0.00076462-0.00151i,0.0015963-0.0019686i,0.00076509-0.00022371i,-0.00033047+5.7418e-05i,0.00058372+0.0013813i,0.00050203+0.00082378i,0.00036286-0.00013423i,0.00018395-0.00020996i,-0.0020763-0.0020531i,0.00035751-0.0014913i,-0.00067923-0.00037661i,-0.00064667-0.00032345i,0.00036012-0.0021553i,0.0012416-0.0051031i,0.0005269-0.00012638i,0.0012623+0.00021104i,0.00049383-0.00068685i,-0.00098875-0.00057474i,0.00079568-0.00086404i,0.000556+0.00025544i,-0.0010439-0.00031711i,-0.00022753-0.003247i,0.0204-0.0070374i,0.046976+0.0090461i,0.049477+0.0096501i,0.052989-0.0060514i,0.015656+0.003047i,0.030711-0.027311i,0.037724-0.014832i,0.011957-0.014648i,0.022434-0.0035202i,0.019723+0.016998i,-6.8371e-05-0.0050613i,-0.0029405+0.0042667i,-0.0086182-0.005289i,0.0020274-0.0019631i,0.0051388+0.00085627i,0.0032804+0.0068867i,-0.001584+0.0011533i,0.0056004+0.004303i,0.0021306+0.0044561i,0.0092459-0.0012506i,0.0022833+0.00013416i,-0.001856+0.00029163i,0.00036041-0.011592i,-0.0023734+0.0012892i,-0.0008343-0.0067397i,-0.0003823+0.0036554i,-0.0033468+0.0010288i,-0.00058674-0.00054321i,0.0011451+0.0033337i,-0.0019198+0.00080365i,-0.0067379+0.0040016i,-0.0024739-0.0035182i,8.1729e-05+0.0020798i,-0.0014206+0.0013454i,0.0012116+0.0015738i,0.0020772-0.01113i,-0.0003429+0.0047902i,-0.0056947+0.0014653i,-0.0026562+0.00018358i,-0.00163+0.0046701i,-0.00025426-0.0023051i,0.0012658-0.004863i,0.0020061-0.0044301i,0.0040019+0.00097702i,0.0062841+0.00352i,0.040584-0.0018616i,-0.024653+0.0086623i,-0.013551+0.038483i,0.00047662+0.014155i,0.01+0.0034147i,0.0038625-0.0024535i,-0.0092091+0.0080702i
0.0032251-0.016187i,0.019309-0.036154i,-0.0041317-0.032941i,-0.0052114-0.022102i,-0.023867-0.03353i,-0.026026-0.0044316i,-0.019944-0.0041436i,-0.020423-0.018145i,-0.0067756-0.015856i,-0.00062729-0.0039683i,-0.0034256-0.0015805i,-0.0030964-0.0015999i,-0.0031655+0.00086725i,-0.0023105+0.00060207i,0.0012638+0.0011886i,-0.0013417-0.0026719i,0.0014798+0.0019193i,0.002207+0.0016486i,0.00089202+0.00045855i,0.0011224-0.00048337i,0.001726-0.0021221i,-0.0010804-0.0014588i,0.00018379-0.0016938i,0.00037162-0.0025221i,0.00033635-0.00064482i,-0.00047444+0.00032568i,0.0011999+0.0010593i,0.00073146+0.00053805i,0.00027311-0.00025994i,-2.8643e-05-0.0001994i,-0.0026617-0.001184i,-0.00016638-0.0015405i,-0.00076041+0.00012757i,-0.00056166-5.2622e-05i,-0.00037184-0.0017885i,-7.3064e-05-0.0053228i,0.00045401-9.9551e-05i,0.0011017-0.00028831i,0.00038027-0.00089668i,-0.0014024-0.00011188i,0.00036972-0.0010461i,0.00073787+0.00016391i,-0.00066757+6.1276e-05i,-0.00078968-0.0031331i,0.019279-0.012159i,0.046024-0.0010609i,0.049291+0.0011879i,0.050312-0.015834i,0.019824+0.00043775i,0.024573-0.032964i,0.0348-0.0204i,0.008731-0.017374i,0.020624-0.0044443i,0.021872+0.0097503i,-0.0017341-0.0049576i,2.3986e-05+0.0063571i,-0.011228-0.00055098i,0.00056071-0.0018537i,0.0046743-3.6049e-05i,0.0047277+0.0056711i,-0.00064982+0.0007307i,0.0046622+0.0031365i,0.0027377+0.0026771i,0.0077377-0.0052534i,0.0023561-0.0011605i,-0.00022534+0.0013705i,-0.004892-0.010376i,-0.0021743+0.0025644i,-0.0035459-0.0063858i,0.00141+0.0037485i,-0.0033896+0.0025038i,-0.00074151-0.00044207i,0.0037144+0.00045839i,-0.0018412+0.00054489i,-0.0034701+0.004569i,-0.0042498-0.0022136i,0.00025808+0.0010725i,-0.0014723+0.0013936i,0.0013293+0.00051809i,-0.0028663-0.012272i,0.0015639+0.003416i,-0.0049894+0.0020036i,-0.002868+0.00065782i,0.00087713+0.004958i,-0.00033725-0.0014347i,-9.0241e-05-0.004175i,0.0007763-0.0049601i,0.0029478+0.00098091i,0.0064946+0.0027274i,0.038284-0.0073181i,-0.026933+0.011807i,-0.0073307+0.038071i,0.0018287+0.011057i,0.011065+0.0010029i,0.0042751-0.0027353i,-0.0071471+0.0080335i
0.00025297-0.01754i,0.013755-0.038035i,-0.0092622-0.031484i,-0.0081774-0.021118i,-0.029173-0.027917i,-0.02594-0.00066771i,-0.020173-0.00098297i,-0.022916-0.014852i,-0.0087418-0.015406i,-0.00086077-0.0034685i,-0.0030936-0.00058574i,-0.0030654-0.00053379i,-0.0023241+0.0017991i,-0.0016832+0.0013153i,0.0016079+0.00060633i,-0.0015533-0.0020161i,0.0020674+0.0013151i,0.0025451+0.00073122i,0.0010513+0.0003266i,0.00094086-0.00060707i,0.00082669-0.0025863i,-0.0016509-0.00095581i,-0.00033274-0.0014656i,-0.00051304-0.0023469i,4.105e-05-0.00065086i,-0.00028339+0.00066334i,0.0014627+0.00036506i,0.00088126+0.00025239i,0.00014174-0.00035149i,-7.9272e-05+3.9663e-05i,-0.0029054-0.00020341i,-0.00064962-0.0012822i,-0.0004378+0.0004845i,-0.00043126+6.9072e-05i,-0.00071459-0.001575i,-0.0013911-0.0050158i,0.00057544-0.00025618i,0.00085224-0.00057583i,1.3514e-05-0.00087565i,-0.0015878+0.00050062i,1.0963e-05-0.0011698i,0.00069413-8.9457e-05i,-0.00032734+0.00014621i,-0.0014034-0.002817i,0.016027-0.016701i,0.042526-0.0099409i,0.047596-0.0068382i,0.044903-0.02411i,0.021794-0.0046935i,0.017772-0.036626i,0.031613-0.025435i,0.0058843-0.019781i,0.021225-0.0057372i,0.022497+0.003019i,-0.0037623-0.0043564i,0.0033476+0.0060074i,-0.01108+0.0052084i,-0.00066756-0.0014347i,0.0042304-0.00054936i,0.0057288+0.0047087i,-0.00031986+0.00014619i,0.0031298+0.0029522i,0.0030574+0.0019863i,0.0043647-0.0077539i,0.0014354-0.0022084i,0.0011864+0.00085954i,-0.0079785-0.0063913i,-0.00060461+0.0033907i,-0.0054798-0.004393i,0.0026399+0.0023127i,-0.0024123+0.0041544i,-0.00086371-0.00042795i,0.0031371-0.0029255i,-0.0020755+0.00072021i,-0.0014404+0.0033657i,-0.004745-0.00045968i,-0.00027007+0.00034288i,-0.0014659+0.0018405i,0.00071835-0.00059434i,-0.0083116-0.010347i,0.0021616+0.0013741i,-0.0046529+0.0026397i,-0.002825+0.0017381i,0.0029559+0.0039465i,2.3663e-05-0.0014883i,-0.0002923-0.0030387i,-0.00044683-0.0051343i,0.0019721+0.0017243i,0.006552+0.0018288i,0.036769-0.012151i,-0.027452+0.017175i,-0.0015856+0.036691i,0.0014217+0.00791i,0.010638-0.0022959i,0.0039102-0.0027335i,-0.0061484+0.007039i
-0.003619-0.018097i,0.0081695-0.039274i,-0.014182-0.029272i,-0.011094-0.020109i,-0.032737-0.021584i,-0.025345+0.0029344i,-0.019976+0.0020052i,-0.024701-0.0111i,-0.011068-0.01474i,-0.0011487-0.0032749i,-0.0025038+0.0001411i,-0.0025793+0.00028091i,-0.0012285+0.0023177i,-0.0010077+0.00164i,0.001775+3.0294e-05i,-0.0014811-0.0015877i,0.0024164+0.00079992i,0.00262-0.00025073i,0.0011949-4.6706e-05i,0.00085391-0.00083981i,-0.00033901-0.0025112i,-0.0018155-0.00023941i,-0.00065827-0.0011921i,-0.0011399-0.0019519i,-0.00014617-0.00060339i,6.735e-05+0.00078533i,0.0012524-0.00023481i,0.00099935-0.00012477i,-6.9546e-05-0.00028347i,-1.5535e-05+0.00016277i,-0.0027863+0.00085598i,-0.00084394-0.00087286i,7.6357e-05+0.00054954i,-0.00039092+8.8263e-05i,-0.0012634-0.0011801i,-0.0023993-0.0041851i,0.00036695-0.00052833i,0.00054921-0.00074463i,-0.00021616-0.00043875i,-0.0015856+0.0011277i,-0.00058893-0.0010082i,0.00042744-0.00032579i,-3.1722e-05+0.00010967i,-0.0018711-0.002026i,0.011754-0.019887i,0.03719-0.016684i,0.04449-0.01389i,0.038175-0.030187i,0.021375-0.0094673i,0.010456-0.038794i,0.02788-0.030462i,0.0023998-0.021843i,0.022408-0.0089205i,0.021349-0.0042458i,-0.0057533-0.0028248i,0.0056079+0.0039467i,-0.0080208+0.0096484i,-0.0015298-0.00073606i,0.0036665-0.00093038i,0.0070248+0.0033985i,-0.00045172-0.00016407i,0.0026172+0.004029i,0.0037988+0.00085912i,0.00097829-0.0076705i,0.00037898-0.0024974i,0.00181-0.00010212i,-0.0086202-0.002333i,0.0010202+0.003235i,-0.0063682-0.0019938i,0.0025159+0.00087682i,-0.00034624+0.0050728i,-0.0012149-0.00033622i,0.00057424-0.0049624i,-0.0021262+0.0010998i,-0.00083408+0.0018751i,-0.0046399+0.0013163i,-0.0010708+0.00045036i,-0.0010657+0.0020569i,-0.00049269-0.00076557i,-0.011191-0.0059892i,0.001582+3.7322e-05i,-0.0042134+0.0032849i,-0.0018734+0.0024771i,0.0044645+0.0020553i,-0.00048859-0.0013245i,0.00032746-0.0028687i,-0.0014959-0.0046889i,0.0026073+0.0033871i,0.0063935+0.0010803i,0.033851-0.017953i,-0.026362+0.023161i,0.0031427+0.034571i,-0.00048383+0.0058524i,0.0076361-0.0043733i,0.0041153-0.0032044i,-0.0065352+0.0063252i
-0.00735-0.017279i,0.0026378-0.040081i,-0.018323-0.026009i,-0.014022-0.018548i,-0.035103-0.015512i,-0.024348+0.0065993i,-0.01923+0.0049857i,-0.025673-0.0073929i,-0.013612-0.013619i,-0.0014287-0.0029205i,-0.001807+0.00039477i,-0.0019549+0.00086152i,-7.1905e-05+0.0024927i,-0.0003622+0.0018094i,0.0016457-0.00061906i,-0.0013757-0.0015255i,0.0030419+1.9937e-05i,0.0022455-0.0010976i,0.0010811-0.00052848i,0.00063277-0.00097851i,-0.0011735-0.0020789i,-0.0015164+0.00042384i,-0.0007969-0.0010313i,-0.0012244-0.0015772i,-0.000407-0.00066022i,0.00038638+0.00067302i,0.00095158-0.00051602i,0.0008388-0.00036194i,-0.00016611-0.00015149i,0.00013046+0.00027656i,-0.0022669+0.0017956i,-0.00093556-0.00060368i,0.00031087+0.00032093i,-0.0003598+0.00026553i,-0.0014674-0.00047666i,-0.0029701-0.0031202i,0.00010974-0.0005379i,0.00021701-0.00076374i,-2.8293e-05-0.00030287i,-0.0011678+0.001808i,-0.0008484-0.00055079i,0.00041248-0.00034171i,0.00020351-4.1252e-05i,-0.0018373-0.0013561i,0.0073227-0.021944i,0.03242-0.020591i,0.04071-0.019726i,0.031098-0.034169i,0.019367-0.013416i,0.0029234-0.038834i,0.023159-0.034863i,-0.00096102-0.022901i,0.022403-0.013313i,0.017385-0.010348i,-0.0072595-0.00025632i,0.0062748+0.0012172i,-0.0037602+0.01204i,-0.0023215+0.00028888i,0.0033308-0.00096691i,0.0078834+0.0014952i,-0.00065767-0.00048349i,0.0037348+0.0053866i,0.0034777-0.00060316i,-0.0011424-0.0065032i,-0.00072106-0.0023814i,0.0018302-0.00093892i,-0.0074083+0.00078599i,0.0024289+0.0024619i,-0.0061742+0.00056242i,0.001953+0.00053843i,0.0019882+0.0045671i,-0.0013815+0.00015392i,-0.0021931-0.0053127i,-0.0019574+0.0012551i,-0.0015045+0.0012509i,-0.0039012+0.002861i,-0.0012953+0.0012668i,-0.0011008+0.0021717i,-0.0012273-0.00026144i,-0.011802-0.0016218i,0.00066148-0.000612i,-0.0039285+0.0040909i,-0.0009679+0.0025659i,0.0049682-0.00046084i,-0.00059753-0.0010992i,0.00047392-0.0037965i,-0.0024529-0.0045127i,0.0039876+0.0030641i,0.006702+0.00056145i,0.030384-0.022187i,-0.022883+0.030669i,0.0070825+0.032249i,-0.0029569+0.0056611i,0.0045064-0.003859i,0.0033996-0.004138i,-0.0070304+0.00633i
-0.010387-0.015876i,-0.0034561-0.040885i,-0.021597-0.022819i,-0.016689-0.016504i,-0.036624-0.0088515i,-0.022357+0.010099i,-0.017926+0.0076846i,-0.026374-0.0037674i,-0.016251-0.012037i,-0.0014996-0.0029162i,-0.001431+0.00041836i,-0.0011404+0.0011514i,0.0011391+0.0022138i,0.00048644+0.0016707i,0.0012758-0.0011327i,-0.0015242-0.0015993i,0.0032531-0.0014044i,0.0015322-0.0016525i,0.0007815-0.00086233i,0.00055428-0.0011376i,-0.0017749-0.0013802i,-0.0011372+0.00080049i,-0.0010748-0.00089696i,-0.0011737-0.0017094i,-0.00074637-0.00046813i,0.00061769+0.00053752i,0.00061447-0.00078267i,0.00066887-0.00051727i,-0.00017421-1.1247e-05i,0.00051466+0.00030503i,-0.0014755+0.0024928i,-0.0010247-0.00032043i,0.0005134+0.00011539i,-0.00018118+0.00034057i,-0.0011261+2.5927e-05i,-0.0032363-0.0021504i,7.1184e-05-0.00040622i,4.7619e-05-0.00062146i,3.9109e-05-0.00055545i,-0.00043965+0.0021012i,-0.0008132-0.0001197i,0.00031882-0.00065926i,0.00023387-0.0004503i,-0.0016571-0.0009667i,0.0026227-0.022991i,0.029011-0.024285i,0.036726-0.024873i,0.024174-0.0361i,0.017691-0.016034i,-0.0041036-0.036592i,0.017856-0.038728i,-0.0036964-0.024099i,0.021346-0.018165i,0.011997-0.013574i,-0.0070869+0.0033864i,0.005638-0.0015074i,0.0002806+0.012236i,-0.0025549+0.0015875i,0.003632-0.0010905i,0.0081401-0.00096416i,-0.0012363-0.00065858i,0.0061585+0.0053621i,0.0025785-0.00091647i,-0.0023964-0.0050106i,-0.0015305-0.0018004i,0.0017516-0.0016483i,-0.006043+0.0026587i,0.0033805+0.0011571i,-0.0051242+0.0025331i,0.0023067+0.00072276i,0.003447+0.0032147i,-0.0012378+0.00038399i,-0.0049077-0.004277i,-0.0019622+0.0015358i,-0.0018989+0.0017958i,-0.0026468+0.0040388i,-0.00067377+0.0019059i,-0.0010151+0.0029212i,-0.001378+0.00031627i,-0.011134+0.0019718i,-0.00014837-0.00068087i,-0.0030504+0.005365i,-0.00052808+0.0026029i,0.0042761-0.003019i,-0.00051684-0.0013654i,-0.0001212-0.0047102i,-0.0036619-0.0039451i,0.0050644+0.0020922i,0.0072845-0.00053792i,0.026506-0.025804i,-0.014861+0.03605i,0.011379+0.029325i,-0.0045959+0.0066374i,0.0028416-0.0020708i,0.0020076-0.0041969i,-0.0076575+0.0067626i
