-0.02919-0.040688i,-0.02226-0.019188i,-0.01288-0.035669i,-0.029821-0.020258i,-0.022163-0.00019016i,-0.013882-0.0058633i,-0.055552-0.059213i,-0.046893-0.017679i,-0.037991-0.014238i,0.010001+0.011492i,-0.0081113+0.0054422i,-0.019597+0.018962i,0.0025589+0.011452i,-0.0060708-0.0031665i,0.00025785+0.0012225i,-0.0016776+0.030706i,0.027693+0.02818i,0.0023768-0.0022155i,-0.0024068-0.0065852i,0.0080163+0.0026386i,0.0025421+0.00081193i,0.00016204+0.0036725i,-0.00030479+0.00030732i,-0.037558-0.011666i,-0.00019259-0.0078722i,0.0011868+0.0022406i,0.006328+0.0014368i,0.0020093+0.00054803i,0.0011515-0.00053326i,-0.00055505-0.0025542i,0.0014604-0.0027116i,-0.0025505-0.0057022i,-0.00032209-0.004894i,0.0029163-0.00091794i,0.0044588-0.0028027i,0.0017998+0.030611i,0.0038391-0.003352i,0.0031331-0.0015833i,0.0082808-0.0014263i,-0.0054297-0.0023608i,-0.00022366+0.0012148i,0.0092526+0.00035156i,0.0038929-0.0026194i,-0.0017862+0.0084563i,-0.017283-0.0073325i,-0.018655+0.014938i,-0.0026273-0.06116i,-0.0050228-0.02685i,-0.026213-0.032627i,-0.010818-0.027008i,0.055551-0.019963i,0.017319-0.042837i,0.022765-0.04867i,0.0058785-0.055286i,0.02592-0.021076i,0.0083247+0.006185i,0.025306-0.034293i,-0.0081202-0.0067722i,0.0040911-0.0047574i,-0.0041608-0.0072982i,-0.0018613-0.033396i,-0.019299+0.03026i,0.0081682-0.011857i,-0.0092384-0.0038928i,-0.0040475-0.0015811i,0.0009332-0.013092i,-0.011163+0.004762i,0.0027116+0.010268i,-0.0053899+0.026838i,0.004402+0.0026227i,-0.0054224-0.0018342i,-0.0021097-0.0023517i,-0.012763-0.0075498i,-0.00025718-0.0043561i,-0.036013+0.0015945i,0.00082141-0.010737i,-0.0084493-0.00015163i,-0.0066769-0.0025054i,0.0055618+0.0012032i,-0.0080267-0.00030887i,0.0018667-0.00036044i,0.0037851+0.0070466i,0.0042689+0.00068274i,-0.0083599-0.012831i,0.0023476+0.009162i,-0.015521+0.0049913i,0.006752+0.00056768i,-0.022426-0.00015433i,-0.017804+0.0047796i,-0.0077155-0.064612i,0.0077462-0.012874i,-0.049348-0.023166i,-0.021657+0.00091189i,0.018029+0.011105i,-0.023234+0.014292i,-0.019028-0.0052496i
0.022566-0.027635i,0.010656-0.015929i,0.010796-0.019642i,0.0024856-0.010834i,0.0009536-0.018875i,-0.0052764-0.0042022i,0.012346-0.016562i,-0.0071762-0.013602i,-0.010235-0.0094769i,0.0054602-0.0011008i,-0.00056579-0.00033184i,-0.0014292+0.0009683i,0.0023714-0.0003548i,0.0001925-0.00091876i,-0.00032582-0.001139i,0.0021418-0.0036282i,-0.0052109+0.0024459i,-0.0010134-0.001093i,1.684e-05-7.3492e-05i,-5.4773e-05+0.0016766i,-0.00042063+0.002286i,-0.00082094+0.00079488i,0.0011139+0.0004595i,-0.0023131+0.0037313i,0.00019338-0.0024408i,-0.00057093+0.00035175i,-0.00026574+0.00062277i,0.00083926-0.00063652i,0.0011939+7.5013e-05i,0.00026063-0.000529i,0.0014324-0.001459i,0.0034315-0.00024192i,0.0014695+0.00028896i,0.0002987-0.00091516i,0.0026507+0.00019891i,0.0075535-0.001951i,-0.00021387+0.000457i,0.00013888+0.00042614i,0.00034445-0.0013311i,0.00094162-0.0013822i,0.00089366+0.0018828i,0.0014335+0.00072647i,0.001979-0.0017272i,0.0015973+0.0023985i,-0.0014563-0.027711i,0.0067815+0.0020286i,0.020137+0.0042982i,0.0051131+0.0067958i,-0.0092347-0.022159i,0.0078081+0.0073854i,0.012294+0.016579i,0.0018535+0.016715i,0.019238+0.0058397i,0.0026785+0.0073705i,0.00025423-0.0080561i,0.0016796-0.0029288i,0.0012548-0.0052123i,0.0086344+2.574e-05i,0.0010731+0.0042979i,-0.0075541+0.011828i,-0.0044684-0.0062267i,0.0047284+0.0099776i,-0.0028924-0.001233i,-2.4703e-05+0.0018551i,-8.5378e-05+0.0015476i,-0.0025581-0.0027937i,0.0054687-0.0031745i,-0.0043978-0.0012695i,0.0041818-0.00078355i,-0.0063598+0.0026529i,-0.0015682+0.00011477i,0.0011507-0.0010922i,-0.0053526-0.0016566i,-0.0036224-0.00073284i,-0.013744-0.0093411i,0.0033768-0.0028975i,-0.0027857-0.00037117i,-0.0010412+0.0018455i,-0.0033741+0.0028996i,0.0087832+0.0021838i,-0.0047532+8.2e-05i,-0.0016508-0.0051023i,-0.0033187-0.00036436i,-0.0023997-0.00098079i,0.0036123-0.0038624i,0.003353+0.00061065i,0.0021252-0.001291i,-0.00099351+0.0067655i,0.0019665+0.0034372i,0.02092-0.0022422i,-0.023719-0.0024395i,-0.031665+0.0203i,-0.0058794+0.011659i,0.00067868+0.0028108i,0.0061329-0.0045636i,-0.012268-0.00083923i
0.01727-0.029899i,0.0074589-0.018203i,0.0069894-0.020977i,0.0003906-0.010371i,-0.0030943-0.019005i,-0.005395-0.0033918i,0.0078015-0.019701i,-0.0091872-0.011561i,-0.011601-0.007509i,0.0049843-0.0026872i,-0.00063764-0.00056635i,-0.00068003+0.0015366i,0.0018869-0.00073114i,0.00026765-0.00051333i,-0.00043744-0.0010878i,0.0015682-0.0037277i,-0.0040068+0.0039854i,-0.0013683-0.00077448i,-0.00015547-0.00011629i,0.00035812+0.0015668i,0.00038841+0.0023842i,-0.00049944+0.00097423i,0.001221+6.2025e-05i,3.0874e-05+0.0036454i,-0.00048305-0.0021348i,-0.00029776+0.00053615i,0.00020491+0.001235i,0.00052636-0.0007143i,0.0011569-0.00017193i,0.00024065-0.00042871i,0.0008479-0.002056i,0.0034012-0.0014842i,0.0016283-0.00023609i,-0.00013243-0.00087012i,0.0031052-0.00084359i,0.0067474-0.0038238i,-7.915e-05+0.0006198i,0.00026215+0.00027741i,0.00021271-0.00099984i,0.00048653-0.00212i,0.0015154+0.0014298i,0.0016282-2.4963e-05i,0.0013608-0.0018068i,0.0027463+0.0021777i,-0.005851-0.025955i,0.007104+0.0021159i,0.020741+0.0014726i,0.0074148+0.0030893i,-0.014015-0.017604i,0.011778+0.0039734i,0.015824+0.012222i,0.0050211+0.012162i,0.017803-0.001769i,0.0059655+0.0031576i,-0.0022957-0.0077205i,-0.001161-0.0034016i,-0.00086973-0.0063229i,0.0063381-0.0027177i,0.0021273+0.0035485i,-0.0018028+0.014033i,-0.0055704-0.0029578i,0.0060908+0.0076627i,-0.0033001-5.1704e-05i,0.0010959+0.0027923i,0.0011076+0.0015846i,-0.0042349-0.0016882i,0.0051704-0.0063747i,-0.0049741-0.00013676i,0.004294-0.0026702i,-0.0043933+0.0054337i,-0.0012209-0.00051796i,0.00028622-0.0017464i,-0.0044629+0.0014733i,-0.0032095+0.00019942i,-0.01478-0.0031008i,0.0014348-0.0034169i,-0.0023858+0.00042259i,-0.0013586+0.0012727i,-0.0020314+0.0038038i,0.010206-0.0010324i,-0.0042281+0.0023933i,-0.0032999-0.004324i,-0.0027281+0.00025325i,-0.0026142+0.00013743i,0.00084661-0.0038595i,0.0034899-0.00087302i,0.0022221-0.0013462i,0.00069305+0.0059964i,0.0013859+0.0029187i,0.018648-0.0082611i,-0.02284+0.002731i,-0.028665+0.027255i,-0.0042923+0.0090969i,0.0025454+0.0049945i,0.0041861-0.0042164i,-0.013484+0.0015633i
0.012448-0.031232i,0.003491-0.020006i,0.0030244-0.021564i,-0.0011007-0.0095038i,-0.0071435-0.018251i,-0.0053293-0.0029371i,0.0030439-0.021513i,-0.010537-0.0096173i,-0.01268-0.0053182i,0.0038527-0.0039286i,-0.0010855-0.00063121i,0.000227+0.0017543i,0.0014054-0.00075448i,0.00072541-0.00026607i,-0.00067055-0.001046i,0.00094451-0.0038717i,-0.0023266+0.0047978i,-0.0017282-0.00024296i,-0.00040359+2.8292e-06i,0.0006597+0.0012506i,0.0012949+0.0017682i,-0.00034308+0.00098199i,0.0011535-0.00039765i,0.001876+0.002539i,-0.00073379-0.0018118i,5.8273e-05+0.00058988i,0.00097259+0.0011632i,0.00021153-0.00069961i,0.001076-0.00044186i,0.0001143-0.00052585i,6.5118e-05-0.0023764i,0.0027107-0.0027433i,0.0014196-0.00093666i,-0.00041913-0.00061137i,0.0029638-0.0024091i,0.0054537-0.005573i,0.00030253+0.00066993i,0.0002786+0.00019283i,8.3268e-05-0.0010603i,-0.00035915-0.0025247i,0.0019914+0.00070308i,0.0013418-0.00066356i,0.00092858-0.0018314i,0.0034833+0.0013342i,-0.009522-0.024014i,0.0089875+0.0018782i,0.021545-0.0015903i,0.0080159-0.00061036i,-0.016292-0.012452i,0.014825-0.0006792i,0.017663+0.0073736i,0.0073263+0.008161i,0.014335-0.0066389i,0.007304-0.0001118i,-0.0048649-0.0061886i,-0.003857-0.0020711i,-0.0044199-0.0064466i,0.0032621-0.0038885i,0.0022948+0.0025228i,0.0031758+0.013318i,-0.0049856-0.00038928i,0.0063533+0.0050089i,-0.0031067+0.0019341i,0.0024649+0.0028576i,0.001698+0.0010203i,-0.0050585+0.0003641i,0.0031415-0.008178i,-0.0047093+0.0011947i,0.003672-0.0041033i,-0.00046718+0.0061968i,-0.0016945-0.0010051i,-0.00063289-0.0015014i,-0.0028058+0.002972i,-0.0023721+0.00091881i,-0.013587+0.0022751i,0.00058286-0.0036372i,-0.0017175+0.00091745i,-0.0012836+0.0018079i,-0.00021704+0.0037076i,0.0098268-0.0050473i,-0.002515+0.0038823i,-0.0046054-0.002909i,-0.002367+0.00041229i,-0.0021136+0.00093642i,4.7172e-05-0.0026956i,0.0027262-0.0019466i,0.00268-0.0017121i,0.00089756+0.0042229i,0.0010592+0.0029526i,0.016206-0.012191i,-0.019969+0.0062577i,-0.022595+0.033373i,-0.0043665+0.0071752i,0.0054053+0.0051165i,0.0024915-0.0028901i,-0.012888+0.0040284i
0.007756-0.032326i,-0.00085074-0.020467i,-0.00074408-0.021738i,-0.0019052-0.0090208i,-0.010919-0.016201i,-0.0055121-0.0027035i,-0.0021498-0.021888i,-0.01141-0.0076091i,-0.012953-0.0028266i,0.0024427-0.0046347i,-0.001651-5.2882e-05i,0.0010667+0.0012034i,0.001293-0.000585i,0.0010888-0.00078218i,-0.0009006-0.00082403i,0.00016027-0.0037614i,-0.00084806+0.0047691i,-0.0018413+0.00063112i,-0.00040936+0.00047084i,0.00079569+0.0008409i,0.0014823+0.00083939i,-0.00032424+0.0010635i,0.00082284-0.00075836i,0.0029558+0.00033148i,-0.00095606-0.0016551i,0.0002767+0.00044421i,0.001316+0.00069641i,9.1776e-06-0.00061178i,0.00095328-0.0007536i,-0.00024381-0.00048937i,-0.00087148-0.0024733i,0.0015034-0.0034738i,0.0010156-0.0014224i,-0.00051421-0.00043095i,0.00182-0.004058i,0.0037801-0.0069774i,0.00076698+0.0004534i,0.00034954+0.00020444i,-0.00010198-0.0010055i,-0.0013129-0.0025993i,0.0020305-8.0131e-05i,0.00095801-0.00091819i,0.00038209-0.0018242i,0.0036023+0.00063012i,-0.012549-0.021953i,0.011612-0.0005814i,0.022097-0.0050834i,0.0078926-0.0035607i,-0.015681-0.0072039i,0.015841-0.0072437i,0.01839+0.0027736i,0.0085639+0.0034029i,0.011189-0.0096706i,0.0086485-0.0032869i,-0.0060157-0.0036405i,-0.005487+0.00044827i,-0.0083001-0.0051335i,0.00077883-0.0037241i,0.0021185+0.0022171i,0.0068375+0.011497i,-0.0038583+0.0013879i,0.0054579+0.002287i,-0.00088693+0.0037588i,0.0037577+0.0023592i,0.0024645+0.00050737i,-0.0047277+0.0026066i,0.00067068-0.0093568i,-0.0040375+0.0021353i,0.0023773-0.0057678i,0.0021212+0.0043418i,-0.0026653-0.00096443i,-0.0010053-0.0011512i,-0.0010402+0.0040519i,-0.0014937+0.0010471i,-0.010465+0.0068759i,-0.00074996-0.0042161i,-0.0008787+0.00090823i,-0.00090991+0.001612i,0.0010471+0.0026499i,0.0078393-0.0091387i,-0.00015755+0.0043589i,-0.0047083-0.0010164i,-0.0024448+0.00064324i,-0.0017464+0.0014949i,-0.00010426-0.0021838i,0.0017807-0.0021609i,0.0030087-0.0025373i,0.00048334+0.0039977i,0.0011765+0.0033477i,0.013267-0.015892i,-0.017927+0.0067853i,-0.014325+0.036191i,-0.0045834+0.0070467i,0.0072787+0.004253i,0.0023283-0.0012618i,-0.011409+0.0055667i
0.0026368-0.032899i,-0.0049695-0.019573i,-0.0047929-0.021201i,-0.0030727-0.0091009i,-0.013459-0.013623i,-0.0059186-0.0025231i,-0.0067215-0.020438i,-0.01191-0.0058287i,-0.01239-0.00057732i,0.00081765-0.0046427i,-0.001595+0.00082784i,0.0013723+0.00051741i,0.001423-0.00062257i,0.00051181-0.0010333i,-0.00099378-0.00043983i,-0.00067662-0.0033618i,0.00040132+0.0047191i,-0.0012699+0.0014575i,-0.00015969+0.00067022i,0.00063848+0.00049837i,0.0012998+9.8289e-05i,-8.311e-06+0.0011093i,0.00049384-0.00092678i,0.0022889-0.0017731i,-0.001437-0.0015246i,0.00038215+0.00023116i,0.001491+0.00029977i,-5.0611e-05-0.00047145i,0.00064267-0.0010449i,-0.0004217-0.00015778i,-0.0018791-0.0020558i,0.00028182-0.0037177i,0.00024558-0.0017169i,-0.00061954-0.00021103i,-0.00033523-0.0045704i,0.0018975-0.0078407i,0.00082574+1.7255e-06i,0.00044743+1.535e-05i,-0.00022684-0.0008579i,-0.0024347-0.0022029i,0.0017784-0.00086337i,0.00073199-0.001099i,-0.00013227-0.001636i,0.003837+7.666e-05i,-0.014982-0.01985i,0.012716-0.0046972i,0.022069-0.0091567i,0.0077491-0.0071592i,-0.012793-0.002983i,0.014145-0.014312i,0.018246-0.0013249i,0.0078051-0.0010155i,0.0076556-0.011079i,0.0092126-0.0073161i,-0.0060139-0.0021638i,-0.0056024+0.0036858i,-0.011992-0.0015132i,-0.00097181-0.0029185i,0.0022309+0.002256i,0.0099204+0.0089205i,-0.0024188+0.0022872i,0.003496+0.00129i,0.0019103+0.0027758i,0.0053636+0.0010241i,0.0029354-0.00059187i,-0.0031798+0.00482i,-0.0025635-0.01044i,-0.0035747+0.0033133i,0.00038427-0.0068794i,0.0025124+0.0028355i,-0.0035464-8.3478e-05i,-0.0012828-0.00090217i,0.0019431+0.0041175i,-0.0010056+0.00042845i,-0.0057633+0.009368i,-0.0031075-0.004059i,-0.00036715+0.0004067i,-0.00061676+0.0013973i,0.0012803+0.0014364i,0.004274-0.012272i,0.0019985+0.0033201i,-0.003872+0.00018057i,-0.0021739+0.0010413i,-0.0012152+0.0026231i,-0.00060969-0.0017258i,0.00095284-0.0021839i,0.0026133-0.0036885i,0.00016894+0.0041365i,0.0016685+0.0034785i,0.009329-0.01841i,-0.019061+0.0070129i,-0.0072026+0.035023i,-0.0038255+0.0066467i,0.0086195+0.0026653i,0.002937-0.0005433i,-0.0096475+0.0063223i
-0.002112-0.032385i,-0.0083289-0.017888i,-0.0083782-0.019732i,-0.0044855-0.0086956i,-0.015747-0.011226i,-0.0064778-0.0022318i,-0.009866-0.018533i,-0.012338-0.0042838i,-0.011236+0.0010067i,-0.00029673-0.0039912i,-0.00095143+0.0015326i,0.0013555+2.4596e-05i,0.0014291-0.00083886i,0.00032512-0.0007047i,-0.00091984-0.00021962i,-0.0013046-0.0026215i,0.0018576+0.0043664i,-0.00049943+0.0016847i,0.00016066+0.00077709i,0.00050183+0.00048797i,0.00096916-0.00041204i,0.00018414+0.00096087i,0.00011826-0.0010778i,0.00095507-0.0029282i,-0.0020846-0.0010135i,0.00030256+0.00012565i,0.0016346-0.00018265i,-0.0001304-0.00043568i,0.00023299-0.0010758i,-0.00038376+0.00010349i,-0.002601-0.0012021i,-0.0011399-0.0035742i,-0.00049353-0.0014897i,-0.0005044+1.2953e-05i,-0.0018858-0.0038664i,-0.00024061-0.0082272i,0.00073566-0.00010309i,0.00038102-0.00012742i,-0.00028839-0.00077452i,-0.0034076-0.0012302i,0.0012623-0.0013823i,0.00039419-0.0012346i,-0.00050299-0.0011904i,0.0039356-0.00091222i,-0.017524-0.017912i,0.011835-0.009038i,0.021011-0.013547i,0.005342-0.011138i,-0.0080981-0.0023908i,0.0089468-0.019963i,0.017795-0.0048907i,0.006534-0.0038427i,0.0051047-0.010229i,0.0082438-0.011548i,-0.0063406-0.00080773i,-0.003571+0.0065057i,-0.013577+0.0038785i,-0.0024355-0.0019179i,0.002557+0.002206i,0.011171+0.0051641i,-0.0010224+0.0022809i,0.0020482+0.0011852i,0.0021313+0.00079611i,0.005664-0.0015122i,0.0026958-0.0023321i,-4.1862e-05+0.0059993i,-0.007171-0.0084952i,-0.0021896+0.0051812i,-0.0027556-0.0069058i,0.0034495+0.0021283i,-0.0039791+0.0014288i,-0.0013977-0.0005293i,0.0047836+0.0009787i,-0.00083942+6.2118e-05i,-0.00039966+0.0086558i,-0.0051542-0.0021556i,-0.00036291-0.00024818i,-0.00083175+0.0011788i,0.0013067+0.00049617i,-0.00084165-0.013771i,0.0032872+0.0012149i,-0.0034612+0.0006387i,-0.0020606+0.001495i,0.00052539+0.0029243i,-0.00035475-0.00078064i,0.00022943-0.0018082i,0.0014893-0.0047384i,9.8117e-05+0.0044725i,0.0019359+0.0033117i,0.0049978-0.019075i,-0.020489+0.009967i,-0.0020106+0.03312i,-0.003488+0.005398i,0.0095227+0.00054317i,0.0035155-0.00075229i,-0.0081652+0.0059616i
-0.0066037-0.031512i,-0.010811-0.015778i,-0.011408-0.017815i,-0.0056751-0.0080025i,-0.01767-0.0080652i,-0.0071528-0.0017015i,-0.012478-0.016956i,-0.012717-0.0026316i,-0.010139+0.0016407i,-0.00083023-0.0032274i,-0.00016501+0.0019156i,0.0012257-0.00030502i,0.001382-0.0010087i,0.00058165-0.00059858i,-0.00087072-4.6699e-05i,-0.0015458-0.0018184i,0.0029932+0.0034742i,0.00011164+0.0016306i,0.00049448+0.00071636i,0.00056242+0.00059638i,0.00041996-0.00073i,0.00020166+0.00095615i,-0.00031288-0.00092887i,-0.00040067-0.0032117i,-0.0022569-0.00020709i,0.00034265+0.00012399i,0.0013727-0.00084582i,-0.00019153-0.00033667i,-5.3208e-05-0.0010038i,-0.00027422+0.00033415i,-0.0028978-0.00022155i,-0.0023633-0.0026995i,-0.00090828-0.0010642i,-0.00032288+0.00012023i,-0.002949-0.003021i,-0.0023572-0.0077331i,0.00088622-0.00028172i,0.00032155-0.00014406i,-0.0005163-0.00076293i,-0.0039277+0.00014473i,0.00067768-0.0016848i,2.4573e-05-0.0012171i,-0.00063902-0.00066701i,0.0036672-0.0016475i,-0.020252-0.015407i,0.0095138-0.012528i,0.018778-0.017624i,0.0015157-0.013288i,-0.0056327-0.0051886i,0.002906-0.022508i,0.017522-0.008663i,0.0057256-0.0065688i,0.0049958-0.0094526i,0.0065806-0.014859i,-0.0070003+0.00033685i,-0.00060237+0.007579i,-0.012293+0.010343i,-0.0034335-0.00065326i,0.0029594+0.0020219i,0.011052+0.0024009i,-0.00023149+0.0017511i,0.00057995+0.0019094i,0.001985+0.00017415i,0.004243-0.0037575i,0.0011213-0.0035465i,0.002917+0.0049296i,-0.0092663-0.003941i,0.00089335+0.0056184i,-0.0051446-0.0051042i,0.0039658+0.0002902i,-0.0035563+0.0033036i,-0.0014389-0.00030888i,0.0042558-0.0028438i,-0.0012351-3.6017e-05i,0.0024765+0.0053531i,-0.0052983+0.00016789i,-0.00084071-0.00084574i,-0.00098551+0.0014896i,0.0008864-0.0003493i,-0.0067126-0.012496i,0.0029304-0.0012058i,-0.0032877+0.0011581i,-0.0017293+0.0023249i,0.002032+0.0021819i,0.00028316-0.0011841i,0.00011869-0.00094579i,0.0001177-0.0052121i,7.4963e-05+0.0054203i,0.0023504+0.0031665i,0.0025509-0.018713i,-0.0205+0.013975i,0.0021287+0.030979i,-0.0040782+0.0037303i,0.0089318-0.0022444i,0.0034157-0.00071787i,-0.007674+0.0050581i
-0.011297-0.030127i,-0.012485-0.013626i,-0.014077-0.015486i,-0.0066737-0.0075i,-0.018654-0.0046078i,-0.0079146-0.0009002i,-0.015206-0.015123i,-0.012731-0.00080811i,-0.0093964+0.0019132i,-0.0010869-0.002675i,0.00075052+0.0019479i,0.0010998-0.00057122i,0.0013575-0.0012202i,0.00070464-0.00082168i,-0.00078078+0.00011769i,-0.0013827-0.0011658i,0.003786+0.0024452i,0.00070191+0.0014101i,0.00084017+0.00044507i,0.00083917+0.00055365i,-0.00038675-0.00051437i,0.00053199+0.0009662i,-0.00056438-0.00065127i,-0.001473-0.0029425i,-0.0020816+0.0006292i,0.0003484-1.6267e-05i,0.0006809-0.0011604i,-0.00020989-0.00029811i,-0.00032371-0.00077983i,-0.00010124+0.00043073i,-0.0029236+0.00084313i,-0.0028841-0.0015257i,-0.00090839-0.00065055i,-0.00020885+9.2457e-05i,-0.0038721-0.0018172i,-0.0039724-0.0063428i,0.00072479-0.00062196i,0.00028221-0.00012016i,-0.00064184-0.00036372i,-0.0038186+0.0015545i,-0.00011043-0.0016646i,-0.0004112-0.0012118i,-0.00049199-0.00023682i,0.0033054-0.0019644i,-0.022368-0.012017i,0.0061742-0.014627i,0.015607-0.020806i,-0.0024766-0.013688i,-0.0058678-0.0073675i,-0.003468-0.023325i,0.0166-0.013148i,0.0040765-0.009523i,0.0054249-0.0102i,0.0041439-0.018404i,-0.0078109+0.0020608i,0.0021947+0.0070442i,-0.0077189+0.015052i,-0.0037886+0.00064273i,0.0032152+0.0017303i,0.010749-0.00012143i,0.00013976+0.0013741i,0.00043446+0.0034953i,0.002376-0.00053546i,0.002221-0.0044366i,-0.00043586-0.00355i,0.0046236+0.0029565i,-0.008976+0.00021377i,0.0034033+0.0042598i,-0.0065827-0.00284i,0.0031329-0.001331i,-0.0018369+0.0046926i,-0.0017423-4.6966e-05i,0.0016567-0.005334i,-0.0015774+0.00026582i,0.0028652+0.002125i,-0.0047213+0.0021395i,-0.001751-0.00092867i,-0.00088569+0.001566i,-3.5839e-05-0.00066543i,-0.010448-0.0089011i,0.0013819-0.0026215i,-0.0028145+0.0016047i,-0.00071244+0.0027929i,0.0028671+0.00076508i,-6.8672e-05-0.0013177i,0.00071195-0.000558i,-0.0011936-0.0049253i,0.0014699+0.0068648i,0.0025564+0.0029808i,-0.00039091-0.018788i,-0.019359+0.018462i,0.0056222+0.028462i,-0.0060305+0.0028055i,0.0062498-0.0038949i,0.0038496-0.0010297i,-0.0085157+0.0045177i
-0.015745-0.027556i,-0.013867-0.011944i,-0.016099-0.012563i,-0.007808-0.006903i,-0.01905-0.0013982i,-0.008437+0.00033503i,-0.017484-0.012801i,-0.01237+0.00082915i,-0.0091857+0.0020526i,-0.0011951-0.0021882i,0.0016839+0.0014818i,0.0010478-0.00055942i,0.0012043-0.0014195i,0.00066157-0.00093041i,-0.00072126+0.00022346i,-0.0010332-0.00104i,0.00454+0.00122i,0.0011042+0.0009836i,0.00089379-6.6709e-05i,0.0011244+0.00045393i,-0.0006043+3.0123e-05i,0.00095087+0.00068515i,-0.00057369-0.00040457i,-0.0021562-0.0025688i,-0.0017178+0.0011656i,0.00035576-0.0001149i,0.00018827-0.00098335i,-0.00031261-9.0826e-05i,-0.00051528-0.00053152i,0.00018684+0.00055318i,-0.0024916+0.0019968i,-0.0029612-0.00053829i,-0.00097739-0.00037852i,-0.0002116+0.00014799i,-0.0041862-0.00018974i,-0.0048237-0.0047244i,0.00041986-0.00076076i,0.00023176-0.00012173i,-0.00042334-0.00016152i,-0.0031516+0.0029072i,-0.0005503-0.0013158i,-0.00066427-0.0010275i,-0.00014282-5.9196e-05i,0.0033268-0.0023266i,-0.023455-0.0082963i,0.0031759-0.014646i,0.012303-0.02305i,-0.006127-0.012844i,-0.0074017-0.0083128i,-0.0099991-0.021339i,0.014217-0.017811i,0.0023016-0.011822i,0.005429-0.011312i,-0.00010959-0.020801i,-0.0081514+0.0046579i,0.0041682+0.0054557i,-0.0019551+0.017072i,-0.0039743+0.0020662i,0.0035995+0.0016538i,0.0098073-0.0024874i,0.00023781+0.00090312i,0.0015447+0.0050182i,0.0019028-0.0015712i,0.0010436-0.0040794i,-0.001853-0.0029734i,0.0052273+0.00089791i,-0.0068015+0.0030198i,0.0049244+0.0020598i,-0.007005+0.00014457i,0.0019421-0.0018788i,0.00047386+0.0048011i,-0.0017153+0.00063596i,-0.001326-0.0059958i,-0.0016759+0.00032705i,0.001497+0.00022895i,-0.0034948+0.0035922i,-0.0025462-0.00017103i,-0.0010077+0.0018655i,-0.00050343-0.00035503i,-0.012289-0.0046807i,-0.00039143-0.0030732i,-0.0025115+0.0018907i,0.00021918+0.0026707i,0.0029099-0.00081085i,-8.855e-05-0.0011622i,0.0014312-0.00090843i,-0.0024369-0.0049493i,0.0033739+0.0068015i,0.0029167+0.0030067i,-0.0025595-0.018162i,-0.016269+0.023946i,0.0084956+0.025852i,-0.0082439+0.0034635i,0.0034707-0.0031649i,0.0036005-0.0019366i,-0.0094839+0.0048628i
-0.019139-0.024343i,-0.015713-0.010582i,-0.017271-0.0099851i,-0.0088327-0.0059363i,-0.018913+0.0022865i,-0.0084345+0.0017671i,-0.019358-0.010154i,-0.011845+0.0021581i,-0.0094806+0.0025283i,-0.0010538-0.0020778i,0.0021925+0.0006357i,0.0011585-0.00088194i,0.0011052-0.0015376i,0.00088795-0.0013747i,-0.00061929+0.00031427i,-0.00095698-0.0010769i,0.0047222-0.00044787i,0.001141+0.00057611i,0.0007084-0.0004802i,0.0015223+0.00013816i,-0.00051477+0.000403i,0.00099028+0.00022455i,-0.00060279-0.00026919i,-0.002689-0.0024368i,-0.0012891+0.0014945i,0.00032133-0.00020356i,-7.2436e-05-0.00084739i,-0.00031821+0.00015017i,-0.00061616-0.00021236i,0.00053994+0.00049038i,-0.001607+0.0028241i,-0.0028851+0.00045284i,-0.00084425-0.00015158i,-6.5851e-05+0.00020872i,-0.0037739+0.0011683i,-0.0051705-0.0031975i,0.00025409-0.0007338i,0.00034067-5.4799e-05i,-0.0003764-0.00034556i,-0.0018482+0.0037376i,-0.00076042-0.00094403i,-0.00092676-0.0008553i,0.00011887-0.00026797i,0.0033785-0.0030933i,-0.023865-0.0046291i,0.0016967-0.014231i,0.0089833-0.024647i,-0.0092066-0.010469i,-0.0081945-0.007892i,-0.01496-0.016374i,0.010517-0.021933i,0.00036112-0.014281i,0.0055282-0.013201i,-0.0047763-0.021055i,-0.0068811+0.0080307i,0.0051777+0.0034392i,0.0033519+0.016329i,-0.0035666+0.0035656i,0.0045139+0.0012372i,0.0083226-0.004622i,1.4501e-05+0.00051403i,0.004026+0.0051223i,0.0010235-0.0015732i,0.00031551-0.0039694i,-0.0027197-0.0020485i,0.0051501-0.00099271i,-0.0050201+0.0043297i,0.0051961-0.00068538i,-0.0060346+0.00275i,0.0015376-0.0017372i,0.0021661+0.0038445i,-0.0013355+0.00092733i,-0.0042987-0.0051156i,-0.0018977+0.0006658i,0.00045623+0.00039565i,-0.0017867+0.004422i,-0.0024854+0.00087605i,-0.00075931+0.0028369i,-0.00046259-0.00021504i,-0.012886-0.00050707i,-0.002066-0.002545i,-0.0023759+0.0025114i,0.00071994+0.0024842i,0.0025585-0.0026639i,-0.00015923-0.0016609i,0.0017305-0.0016602i,-0.0040225-0.0040912i,0.0053145+0.0057641i,0.0036165+0.0029083i,-0.0045143-0.017387i,-0.0099661+0.027298i,0.011375+0.022867i,-0.0097565+0.0050886i,0.0021251-0.001374i,0.0027559-0.0020646i,-0.010279+0.0058343i
