-0.023716-0.037936i,-0.0127-0.049032i,-0.017883-0.04398i,-0.030801-0.034884i,-0.03-0.015834i,-0.049949-0.027308i,-0.057397-0.025369i,-0.044355-0.035864i,-0.029611-0.036585i,0.0074572+0.012822i,-0.0049976+0.015426i,-0.0046778+0.014239i,0.0098405+0.021547i,0.00058032+0.004176i,0.0032658+0.0034287i,0.0066444+0.018427i,0.026519+0.038206i,-0.0021976-0.00069196i,-0.0042597-0.0060142i,0.008307+0.001459i,-0.00014022-0.00071348i,-0.00095376+0.0013963i,0.00013604-0.00026564i,-0.031189-0.0034726i,-0.0015115-0.0057238i,0.0014784+0.0042424i,0.0035568-0.00054634i,-0.00058058+0.00055213i,0.00051371-0.00059504i,-0.00063272-0.0027091i,-0.0017961-0.0062314i,-0.0046411-0.0042283i,-0.0018336-0.0046756i,0.0020659-0.00057956i,0.0022112-0.0029095i,0.0022603+0.025249i,0.0019206-0.0024583i,0.0027356+0.00065956i,0.0060959+0.0010094i,-0.010146-0.0042711i,-0.0030994+0.00071186i,0.0065339+0.0013645i,0.0049724-0.00059607i,-0.0034424+0.0051339i,0.00058437-0.0077315i,-0.012826+0.018166i,0.036398-0.089808i,0.01225-0.069638i,-0.016076-0.059578i,-0.016006-0.055253i,0.040298-0.044468i,0.017704-0.061767i,0.034225-0.054613i,0.029154-0.059359i,0.016265-0.014032i,0.0045235+0.016256i,0.016906-0.026631i,-0.011422+0.0052878i,-0.00018113+0.0055593i,-0.0045047-0.0016685i,-0.0023903-0.02949i,-0.024377+0.032494i,0.0097007-0.011081i,-0.013519-0.0025018i,4.3103e-05-0.0050194i,-0.00077369-0.01614i,-0.0074957+0.0045036i,0.0045973+0.0066643i,-0.0089851+0.030631i,0.0045222+0.0061339i,-0.0051157-0.0011397i,-0.0032669-0.00067053i,-0.012135-0.0077395i,-0.00071177-0.0042881i,-0.030245+0.0064335i,-0.00031799-0.0096402i,-0.0093975-0.0021602i,-0.0067691-0.0029619i,0.0072294+0.0027833i,-0.0081394+0.0012944i,6.0044e-06+0.00025675i,0.0058222+0.010804i,0.0042643+0.0014963i,-0.0093736-0.0096513i,0.0033901+0.0078961i,-0.021643+0.0059959i,0.0084209+0.00051761i,-0.028317-0.0038787i,-0.041669+0.0020323i,0.01928-0.095547i,-0.00081295-0.012421i,-0.052437-0.022404i,-0.02383-0.0016342i,0.017737+0.010977i,-0.024747+0.013527i,-0.017771-0.012547i
0.01248-0.0094379i,0.042432-0.012232i,0.022352-0.026542i,0.010606-0.021384i,0.013381-0.039901i,-0.018177-0.02226i,-0.0087615-0.014558i,-0.0029963-0.027806i,0.0055184-0.01759i,0.0047701-0.0019143i,0.0019859-0.0045938i,4.8258e-05-0.0051412i,-0.00084204-0.0057833i,-0.00092084-0.0026623i,-0.0011008+0.00094632i,0.0011578-0.0025807i,-0.0033164+0.0018959i,-0.00057098+0.0011225i,0.00024868+0.00029202i,0.00062416+0.002187i,0.0013594+0.0018033i,0.0010881-0.0010799i,0.0019529+0.00045037i,-0.0011431+0.0027207i,-0.00062782+0.00050955i,-0.00056556+0.0004297i,-0.0012575+0.00018549i,-0.00055677+0.00037207i,0.00010858+0.00011281i,-3.9753e-05-0.00028828i,0.001717-0.0019912i,0.0014139+1.8445e-05i,0.00039709-0.00074387i,0.0005901-0.0010798i,0.00072505+0.00065968i,0.0048042-0.0015323i,-2.1282e-05+0.00016729i,-0.00013003+0.0014477i,5.3445e-05-0.00017606i,0.00048007+0.00059579i,0.00080099+0.00060527i,0.00041008+0.00040994i,0.00011115-0.0025917i,0.00038126-0.0025053i,0.017835+0.0033198i,0.028197+0.039768i,0.034743+0.039433i,0.046691+0.028732i,0.015399-0.0010188i,0.035818+4.2283e-05i,0.036738+0.013097i,0.012701+0.0072121i,0.028318+0.023622i,-0.0036037+0.03215i,0.0059891-0.0050628i,0.0045509-0.0035522i,0.0066783-0.0038227i,0.0078188+0.0037283i,0.0037597+0.0064985i,-0.0070869+0.0053392i,-0.0040866-0.0058251i,0.0041965+0.0136i,-0.0036952+0.00039963i,1.4669e-05+0.0051581i,-0.00044237+0.0014954i,0.002617-0.0030811i,0.0069661-0.00083164i,-0.0027007-0.0010661i,0.0043585-0.0020108i,-0.0063198-0.00086912i,-0.0017326+0.00023121i,0.00037236-3.5504e-05i,-0.0044759-0.002744i,-0.0042617-0.0022391i,-0.0076373-0.0091313i,0.0029964-0.0021805i,-0.0047545+0.0016199i,-0.0020227+0.001021i,-0.0042076+0.002928i,0.0068163+0.00087305i,-0.0069984-0.0016242i,-0.0040649-0.0072991i,-0.0026793-0.0012685i,-0.0056475-0.00063617i,0.0044532-0.0031241i,0.0056772+0.00062212i,0.0031006-0.0013447i,0.0048131+0.0082519i,0.0060487+0.0050497i,0.039181+0.027001i,-0.03128-0.0041477i,-0.036415+0.01821i,-0.010359+0.020723i,0.0016965+0.0025409i,0.0090921-0.0064843i,-0.010724+0.00051663i
0.010054-0.011024i,0.039336-0.019258i,0.017148-0.029698i,0.0066949-0.021885i,0.0051378-0.041616i,-0.020591-0.018649i,-0.011536-0.013551i,-0.0076847-0.026303i,0.0022272-0.017745i,0.0042784-0.0031289i,0.00064126-0.0053107i,-0.0010584-0.0044623i,-0.0025264-0.0047231i,-0.0014574-0.0020793i,-0.00059688+0.0011676i,0.00099455-0.0026456i,-0.0020858+0.0027571i,-0.00055195+0.0012065i,9.6795e-05+0.00023347i,0.0012477+0.0019211i,0.0020097+0.0015278i,0.00084784-0.0011995i,0.0019382-0.00020694i,0.00070504+0.0026016i,-0.00023169+0.00070292i,-0.00024152+0.00043123i,-0.0010102+0.00085992i,-0.00041241+0.0005685i,0.00016021+0.00015207i,0.00016597+3.2074e-05i,0.00076112-0.0026664i,0.001481-0.00042217i,0.0001603-0.00077392i,4.6891e-05-0.0010521i,0.0012834+0.00044118i,0.0042924-0.0025135i,-2.1052e-05+0.00035648i,0.00037773+0.0013102i,0.00029349+0.0001315i,0.00053537-8.216e-05i,0.00097833+0.0003802i,0.00053954+0.00024492i,-0.00041009-0.0020229i,0.00086882-0.0022369i,0.018068+0.0012032i,0.033702+0.034801i,0.039637+0.032723i,0.049978+0.019979i,0.012516-0.00038685i,0.036329-0.0059011i,0.038826+0.0062622i,0.014097+0.0017699i,0.029979+0.013286i,0.0037477+0.028665i,0.0038726-0.0058499i,0.00050491-0.0037633i,0.0043717-0.0064483i,0.0068725+0.00098368i,0.0051747+0.0049227i,-0.0038054+0.0081551i,-0.004581-0.0025975i,0.006256+0.011451i,-0.0036862+0.0012652i,0.0027405+0.0059464i,0.0004892+0.0016228i,0.00046246-0.00344i,0.0074313-0.0048054i,-0.0031184-0.00053761i,0.0039174-0.0038784i,-0.005965+0.0022598i,-0.0017282-0.00026391i,0.00010554-0.00067732i,-0.0042846+7.4827e-05i,-0.0042482-0.00084252i,-0.0092604-0.0055759i,0.0014428-0.0029315i,-0.0035665+0.0026038i,-0.0021172+0.00088414i,-0.0027299+0.0041394i,0.0079239-0.0019658i,-0.0068001+0.0012715i,-0.0063559-0.0056743i,-0.002478-0.00079952i,-0.0049646+0.0014325i,0.0021587-0.0037347i,0.006024-0.0019878i,0.0030837-0.0018674i,0.0067191+0.0061691i,0.0052919+0.0046343i,0.040462+0.018025i,-0.030138+0.0021272i,-0.034319+0.026038i,-0.0065215+0.018965i,0.0032031+0.0053894i,0.0064602-0.0065705i,-0.012297+0.002378i
0.00825-0.012298i,0.034783-0.02563i,0.011446-0.031453i,0.0033623-0.02158i,-0.0032965-0.041692i,-0.02245-0.015087i,-0.014004-0.011993i,-0.011589-0.024341i,-0.00094114-0.017401i,0.0034092-0.0040444i,-0.0011841-0.005307i,-0.0018179-0.0036239i,-0.0035767-0.0031955i,-0.0017542-0.0014605i,-0.00032878+0.0011436i,0.00086527-0.0027881i,-0.0005664+0.0029361i,-0.00053841+0.001551i,1.6871e-05+0.00045417i,0.0017207+0.0012138i,0.0026351+0.00067241i,0.00053172-0.0014899i,0.0016943-0.00081882i,0.0020824+0.0016388i,0.00031616+0.00069772i,-4.7405e-05+0.00028438i,-0.00043524+0.0012556i,-0.00030072+0.00075117i,0.00023934+0.0001719i,0.00034598+4.2985e-05i,-0.00038073-0.0028412i,0.0013245-0.0010056i,-0.0001725-0.00074458i,-0.00033333-0.0008198i,0.001692-0.00045371i,0.003641-0.0035451i,0.00030868+0.00043662i,0.00080801+0.0010775i,0.00061084-8.6714e-05i,0.00026704-0.00052586i,0.0011979-7.2312e-05i,0.00053054-0.00011496i,-0.00060153-0.0016258i,0.0010201-0.0027837i,0.018244-0.0014265i,0.039836+0.02822i,0.04363+0.025487i,0.051415+0.011114i,0.011346+0.00068936i,0.036224-0.012257i,0.039135-0.00043019i,0.014673-0.0028068i,0.028521+0.0054527i,0.0086965+0.025401i,0.0016417-0.0057515i,-0.0024061-0.0016783i,0.00060249-0.0079663i,0.0051858-0.00075947i,0.005556+0.003106i,-0.00044045+0.0090066i,-0.003669-0.00056346i,0.0070457+0.0088201i,-0.0036+0.0032726i,0.0055056+0.0050872i,0.0010822+0.0012013i,-0.0010824-0.0026312i,0.0058189-0.007477i,-0.0030543+0.00015792i,0.0029175-0.005033i,-0.003273+0.0042659i,-0.0023556-0.00022826i,-0.00039892-0.00070425i,-0.0031953+0.0015719i,-0.0034265+0.00042377i,-0.009705-0.0021162i,0.00036136-0.0033478i,-0.0023019+0.0030447i,-0.0020938+0.0013925i,-0.00061624+0.004031i,0.007368-0.0054994i,-0.0054225+0.003622i,-0.0077469-0.0030833i,-0.0024475-0.00057845i,-0.0038826+0.0025468i,0.00099529-0.0033055i,0.0048526-0.0038647i,0.0030845-0.0025268i,0.0063378+0.0027254i,0.0050182+0.0045437i,0.040799+0.010839i,-0.027321+0.007293i,-0.028866+0.033253i,-0.0044391+0.01729i,0.006333+0.0059593i,0.0039371-0.0053826i,-0.01223+0.0048136i
0.0063393-0.013786i,0.029228-0.030504i,0.0060927-0.0325i,0.00076775-0.021519i,-0.011446-0.039464i,-0.023799-0.0114i,-0.016444-0.0098802i,-0.015094-0.02185i,-0.003418-0.016402i,0.0023058-0.0046583i,-0.0027927-0.0040926i,-0.0021519-0.0029534i,-0.0038284-0.0016036i,-0.0018978-0.0010011i,-6.5586e-05+0.0013378i,0.00051524-0.0030034i,0.00031007+0.0023027i,-0.00012702+0.0021352i,0.0003286+0.00078319i,0.0018846+0.00039365i,0.0026631-0.0004137i,-0.00011311-0.0016857i,0.0011611-0.0012413i,0.002735-0.00018987i,0.00082406+0.00039377i,-7.9925e-05+0.00013879i,4.0288e-05+0.0012768i,5.3411e-05+0.00088926i,0.00036729+0.00010727i,0.00041553-8.5053e-05i,-0.0014599-0.002497i,0.00089106-0.0014281i,-0.00036308-0.00057513i,-0.00055276-0.0006421i,0.0013811-0.0015912i,0.0027182-0.0044835i,0.00063161+0.00019089i,0.0011835+0.0006977i,0.00053546-0.00040851i,-0.00019437-0.00080687i,0.0010153-0.00056958i,0.00027722-0.00018502i,-0.00084149-0.0011802i,0.00057074-0.00295i,0.018171-0.0046847i,0.044529+0.018826i,0.046714+0.017554i,0.051708+0.0029762i,0.011955+0.0021784i,0.03446-0.019647i,0.038605-0.0070092i,0.014362-0.008089i,0.026431-0.00058738i,0.013994+0.021331i,0.00013916-0.0047648i,-0.0035387+0.0011619i,-0.0039274-0.0078786i,0.0036577-0.0016534i,0.005403+0.0019325i,0.0026508+0.0086685i,-0.0025333+0.00067161i,0.0067118+0.0059854i,-0.0012161+0.0053258i,0.0080215+0.0027985i,0.0016816+0.00090165i,-0.001855-0.0014423i,0.003318-0.0098179i,-0.0028937+0.00064716i,0.0014693-0.0062262i,-0.0011297+0.00381i,-0.0029912+0.00031715i,-0.00055548-0.00058566i,-0.001986+0.0030045i,-0.002618+0.0009119i,-0.0088998+0.0011907i,-0.00094899-0.003745i,-0.00098589+0.0029382i,-0.0016713+0.0015442i,0.00072283+0.0028416i,0.0053039-0.0087281i,-0.0029715+0.0049455i,-0.0073842-0.00037527i,-0.0026746-0.00028212i,-0.0031001+0.0035128i,0.00034214-0.0028748i,0.0032239-0.0045899i,0.0028933-0.0035918i,0.0047127+0.0015702i,0.0055446+0.0042888i,0.04036+0.0038146i,-0.023938+0.0090288i,-0.020953+0.037571i,-0.0019951+0.016775i,0.0083685+0.0051528i,0.0031753-0.0033832i,-0.01124+0.0066118i
0.0038204-0.015169i,0.023244-0.03388i,0.0004874-0.032773i,-0.0022375-0.021691i,-0.017919-0.035923i,-0.024658-0.0077186i,-0.018251-0.0069099i,-0.017861-0.018939i,-0.0051714-0.015524i,0.00088861-0.0047084i,-0.0033123-0.0025816i,-0.0026065-0.0024057i,-0.0035672-0.00027775i,-0.002246-0.00034838i,0.00056272+0.0015008i,-0.00013664-0.0030865i,0.00080952+0.0019952i,0.00087645+0.0023477i,0.0006876+0.00061613i,0.0015542-0.00036875i,0.002293-0.0013025i,-0.000622-0.0016227i,0.00071403-0.0014411i,0.0019479-0.0017608i,0.00083845-0.00024517i,-0.00018903+7.9579e-05i,0.00055337+0.0012815i,0.00044357+0.0008316i,0.00037999-7.0543e-05i,0.00036257-0.00025156i,-0.0022429-0.0017617i,0.00040654-0.0015707i,-0.0005977-0.00042107i,-0.00072872-0.00031781i,0.00023557-0.002117i,0.001533-0.0051595i,0.00061165-0.00018924i,0.0013227+6.1094e-05i,0.00048912-0.00052903i,-0.00080973-0.00079181i,0.00062119-0.00093308i,0.00013159-3.8314e-06i,-0.00095627-0.00076608i,0.00017822-0.0028966i,0.017908-0.0082725i,0.045854+0.0084206i,0.048125+0.0090127i,0.051756-0.0057986i,0.014555+0.0031906i,0.030563-0.026818i,0.036957-0.013174i,0.01201-0.012748i,0.023002-0.0048934i,0.018115+0.015696i,-0.00049491-0.0045876i,-0.0030052+0.0044213i,-0.0085507-0.0052403i,0.0020107-0.002182i,0.005244+0.00082347i,0.0052668+0.0071585i,-0.0012184+0.00096433i,0.0056353+0.004268i,0.0020126+0.004499i,0.0093418-0.0011543i,0.0022121+0.00017986i,-0.0018214+0.00014816i,-0.0003425-0.011727i,-0.0031336+0.0016514i,-0.00046427-0.006996i,-0.00052839+0.0036025i,-0.003235+0.0013341i,-0.00073786-0.00052193i,0.00085594+0.0035776i,-0.0020825+0.00065012i,-0.006775+0.0036932i,-0.0027749-0.0034214i,-7.446e-05+0.0023217i,-0.001291+0.0015729i,0.001094+0.0015185i,0.0018571-0.011249i,-0.00056076+0.0047298i,-0.0062019+0.0012101i,-0.0026259+0.00024332i,-0.0016237+0.0048081i,-0.00047522-0.0022657i,0.0016941-0.0049255i,0.0018751-0.0045394i,0.0037304+0.0011873i,0.0062349+0.0035575i,0.0386-0.0026331i,-0.024494+0.00867i,-0.013353+0.038105i,0.001165+0.014777i,0.010194+0.0034653i,0.0038127-0.002285i,-0.0096801+0.007991i
0.0012479-0.016031i,0.017406-0.036086i,-0.0049254-0.031938i,-0.0054815-0.021196i,-0.023955-0.031852i,-0.024968-0.0041615i,-0.01909-0.0038168i,-0.020093-0.016033i,-0.0067619-0.014999i,7.727e-05-0.0042991i,-0.0031924-0.0013655i,-0.0029322-0.0015237i,-0.0031331+0.0008616i,-0.0021035+0.00062872i,0.001218+0.0011067i,-0.00075936-0.0028282i,0.001411+0.0017098i,0.0017692+0.0017827i,0.00084764+0.00045222i,0.0010998-0.00060867i,0.0017111-0.0020323i,-0.001191-0.0014392i,0.00018751-0.0016458i,0.00077167-0.0025755i,0.00033885-0.00062762i,-0.00034459+0.00033266i,0.0011266+0.00097711i,0.00071874+0.00057904i,0.00031862-0.00019455i,0.00010541-0.00026569i,-0.0027119-0.00083609i,-0.00011864-0.001593i,-0.00072934+5.3157e-05i,-0.00060988-1.9789e-05i,-0.00043562-0.0017314i,0.00010506-0.0054387i,0.00046824-0.00021457i,0.0010731-0.00038542i,0.0004345-0.00083667i,-0.0013749-0.00039074i,0.00019055-0.0010184i,0.00027888+5.419e-05i,-0.00082989-0.00026003i,-0.00020146-0.0030375i,0.016418-0.012771i,0.04442-0.0014888i,0.047857+0.00073832i,0.049194-0.015399i,0.018894+0.00087874i,0.024522-0.032544i,0.034471-0.01878i,0.0093369-0.015583i,0.020227-0.0065431i,0.019933+0.0092019i,-0.0017728-0.0045311i,-1.8882e-05+0.0065597i,-0.011214-0.00043285i,0.00036718-0.0020693i,0.0047109-0.00010261i,0.0063978+0.0048136i,-0.00047755+0.00041049i,0.0047462+0.0030337i,0.002774+0.0027956i,0.0078951-0.0053515i,0.0023804-0.0010548i,-0.00028559+0.0012707i,-0.0055708-0.01028i,-0.0024383+0.0033717i,-0.003397-0.0068067i,0.0011934+0.0036485i,-0.0030472+0.0027544i,-0.00086831-0.00032668i,0.0036973+0.00096507i,-0.001958+0.00049944i,-0.0037929+0.0044119i,-0.0043569-0.0020081i,0.00032052+0.0015091i,-0.0013209+0.0013976i,0.0010881+0.00041123i,-0.0030452-0.012107i,0.0014589+0.0035507i,-0.0055332+0.0021435i,-0.0026856+0.00068093i,0.00096189+0.0050127i,-0.00056491-0.001192i,0.00022251-0.0044545i,0.00059635-0.0049834i,0.0026245+0.00093211i,0.006467+0.0027115i,0.036175-0.0076998i,-0.026824+0.011589i,-0.0073464+0.037723i,0.0027857+0.01102i,0.011245+0.0009089i,0.0043321-0.0025278i,-0.0076089+0.0084152i
-0.0015978-0.016805i,0.011766-0.037571i,-0.0098401-0.030282i,-0.0083154-0.020198i,-0.028966-0.026293i,-0.024855-0.00061469i,-0.019384-0.00090313i,-0.022021-0.012903i,-0.0085688-0.014827i,-0.00045177-0.0039679i,-0.002802-0.00040365i,-0.0028921-0.0005074i,-0.0022778+0.0017409i,-0.0014987+0.0012986i,0.0015054+0.00053435i,-0.0011332-0.0024447i,0.0019099+0.0012047i,0.0022114+0.0010286i,0.00099345+0.00030173i,0.0008927-0.0006629i,0.00081943-0.0025413i,-0.0017491-0.00090105i,-0.00035313-0.0014392i,-0.00033604-0.0026488i,4.1831e-05-0.00066863i,-0.00017509+0.00063609i,0.0013711+0.00041146i,0.00093879+0.00026748i,0.00020095-0.00026059i,1.6025e-05-6.6879e-05i,-0.0028253+0.000166i,-0.00061288-0.0013412i,-0.0004289+0.00043905i,-0.00046775+0.00012887i,-0.00074773-0.0014783i,-0.0012829-0.0051003i,0.00052741-0.00036588i,0.00082411-0.00056612i,4.0654e-05-0.00094313i,-0.0017138+0.00031656i,-0.00020966-0.0010449i,0.00028289-3.409e-05i,-0.00062656+0.0001052i,-0.0009232-0.0029088i,0.012931-0.016587i,0.040928-0.0098762i,0.046197-0.0069735i,0.043991-0.023558i,0.021086-0.004215i,0.01772-0.036367i,0.031562-0.024054i,0.0071225-0.018391i,0.019485-0.007701i,0.020679+0.003166i,-0.0036569-0.0040793i,0.0033211+0.0062598i,-0.01105+0.0052304i,-0.00092139-0.0014658i,0.0042013-0.00057358i,0.0066837+0.0031621i,-0.00050567-0.00020072i,0.0032971+0.0027218i,0.003257+0.0020807i,0.004316-0.0079158i,0.0015692-0.0021084i,0.0010806+0.00079925i,-0.0082747-0.0057829i,-0.0002922+0.0042578i,-0.0055891-0.0048158i,0.0024015+0.0022735i,-0.0019571+0.0041344i,-0.00087566-0.00025148i,0.0033379-0.002552i,-0.0022526+0.00059572i,-0.001927+0.0034386i,-0.0047563-0.00029982i,0.00011045+0.00071028i,-0.0013971+0.0016504i,0.00051967-0.00053348i,-0.0083616-0.010028i,0.0021637+0.0015158i,-0.0048775+0.0031811i,-0.0026009+0.00158i,0.0031103+0.0038486i,-0.00015274-0.0011514i,-0.00032149-0.0034003i,-0.00057917-0.005012i,0.0015663+0.0016706i,0.0064427+0.0016623i,0.034474-0.012097i,-0.027703+0.016902i,-0.0018683+0.036246i,0.0021606+0.007202i,0.010619-0.0025249i,0.0041323-0.0026322i,-0.006275+0.0075409i
-0.005115-0.016869i,0.0062381-0.038416i,-0.014479-0.027969i,-0.011106-0.019217i,-0.032272-0.020057i,-0.024275+0.0028187i,-0.019271+0.0019561i,-0.023392-0.0094939i,-0.010922-0.014461i,-0.001008-0.0038025i,-0.0021511+0.00024366i,-0.0024293+0.00025887i,-0.0012157+0.0022679i,-0.00083634+0.0015787i,0.0016293-3.4719e-06i,-0.001346-0.0021638i,0.0022016+0.00074661i,0.0024502+0.00016324i,0.0011239-5.0255e-05i,0.00081426-0.00083675i,-0.00033073-0.0025099i,-0.0018715-0.00016846i,-0.00066096-0.0011455i,-0.0012179-0.0022952i,-0.00022245-0.0006273i,0.00012657+0.0007041i,0.001233-0.00016397i,0.0010428-0.00014706i,6.5855e-05-0.00020193i,-1.5666e-05+4.8042e-05i,-0.0025792+0.0012037i,-0.00086669-0.00090667i,3.3076e-05+0.00049454i,-0.00037812+0.00015865i,-0.0012858-0.0011274i,-0.0023362-0.0042379i,0.00029563-0.0005462i,0.00057349-0.00070141i,-0.00018943-0.00059486i,-0.0017588+0.0010377i,-0.00072984-0.00078442i,0.00017409-8.6085e-05i,-0.00028754+0.0003609i,-0.0014237-0.0021899i,0.0088869-0.018869i,0.035867-0.016156i,0.043246-0.013838i,0.037351-0.029575i,0.020731-0.0089635i,0.010219-0.038472i,0.027993-0.029269i,0.0039505-0.021274i,0.019447-0.0098898i,0.019928-0.0036835i,-0.0056479-0.00267i,0.0057204+0.0041887i,-0.0080783+0.0096885i,-0.001745-0.00063838i,0.0036128-0.00089525i,0.0069759+0.0015745i,-0.00092751-0.0002393i,0.0027287+0.0035241i,0.0040927+0.00080604i,0.00083139-0.0077526i,0.00058555-0.0025228i,0.0017122-8.802e-05i,-0.0083652-0.0018791i,0.0017682+0.0036702i,-0.0067262-0.0023871i,0.0021634+0.00092792i,-7.5134e-05+0.0047247i,-0.0011486-0.00022122i,0.0010242-0.0046685i,-0.0024645+0.0011137i,-0.0013366+0.0022163i,-0.0045204+0.0013096i,-0.00052577+0.000507i,-0.0011651+0.0018912i,-0.00073013-0.00066215i,-0.01115-0.0058119i,0.0016703+0.00011827i,-0.0039423+0.0037017i,-0.0017964+0.0022085i,0.0044134+0.0018372i,-0.00029717-0.00090465i,-2.1168e-05-0.0031861i,-0.0015419-0.0044637i,0.0024353+0.0034064i,0.0062322+0.0010337i,0.031658-0.017171i,-0.026667+0.023132i,0.0026772+0.034171i,-0.00034466+0.0047407i,0.0074743-0.0043989i,0.0044113-0.0032205i,-0.0064114+0.0067567i
-0.0084886-0.015793i,0.00090518-0.038806i,-0.018261-0.024746i,-0.013863-0.017677i,-0.034355-0.014105i,-0.023288+0.0063028i,-0.018517+0.0048725i,-0.024132-0.0061812i,-0.013675-0.013487i,-0.0014878-0.003429i,-0.0014599+0.00035746i,-0.00187+0.00083609i,-2.3966e-05+0.0024777i,-0.00024967+0.0017027i,0.0014964-0.00059294i,-0.0015376-0.002043i,0.0028871+0.00013023i,0.002264-0.00070079i,0.00099212-0.00050818i,0.0005901-0.00099058i,-0.0011714-0.0020537i,-0.0014917+0.00045489i,-0.0007437-0.00096263i,-0.0015064-0.0018434i,-0.00053285-0.00061644i,0.00039975+0.00059209i,0.0010222-0.00045392i,0.00089622-0.00043279i,2.1305e-05-0.00019017i,0.00011393+0.00029425i,-0.0019596+0.0020694i,-0.00094272-0.0005583i,0.00023377+0.00033516i,-0.00034491+0.00028175i,-0.0014607-0.00043193i,-0.0029032-0.0031782i,5.6269e-05-0.00048946i,0.0002724-0.00074195i,1.3975e-05-0.00043416i,-0.0013664+0.0017607i,-0.00080222-0.00031351i,0.00026655-3.9176e-05i,0.00013133+0.00027627i,-0.0013774-0.0016749i,0.0050158-0.020076i,0.031284-0.019826i,0.039598-0.019557i,0.030392-0.033465i,0.019041-0.01292i,0.0027036-0.038306i,0.023301-0.033866i,0.00041529-0.023145i,0.019331-0.012503i,0.016509-0.0093433i,-0.0071053-0.00013267i,0.0063573+0.0013308i,-0.0038442+0.012126i,-0.0024831+0.00048104i,0.0032824-0.00090032i,0.0067298+6.7167e-06i,-0.0010708-0.00011308i,0.0031284+0.0046542i,0.0036686-0.00076938i,-0.0012723-0.0064527i,-0.00060942-0.002515i,0.0017024-0.00082352i,-0.006917+0.00084613i,0.0031825+0.0022878i,-0.0068051+0.00040019i,0.0018307+0.00070399i,0.0018109+0.0041922i,-0.0012561+0.00021044i,-0.0015851-0.0052611i,-0.0021478+0.0014445i,-0.0017492+0.0018785i,-0.0039634+0.0027676i,-0.0008882+0.00098959i,-0.0012274+0.0020752i,-0.0012998-8.5e-05i,-0.011854-0.0015983i,0.00080169-0.00065011i,-0.003347+0.0041698i,-0.0010584+0.0023733i,0.0047958-0.0005471i,5.443e-05-0.0007528i,0.00020391-0.0037017i,-0.0024033-0.0044007i,0.0039656+0.0032457i,0.0066636+0.00078918i,0.028425-0.021074i,-0.023116+0.030599i,0.0067121+0.03214i,-0.003409+0.0045685i,0.0044051-0.0036685i,0.0036075-0.0043162i,-0.0068512+0.0065874i
-0.011084-0.014157i,-0.0048059-0.039234i,-0.021308-0.021665i,-0.016379-0.01573i,-0.035682-0.0076392i,-0.021398+0.0095629i,-0.017161+0.0074629i,-0.024708-0.002984i,-0.016556-0.011737i,-0.0017595-0.0032716i,-0.001117+0.00026978i,-0.0010578+0.001099i,0.0011945+0.0021573i,0.00051691+0.0015294i,0.0011409-0.0010449i,-0.0019252-0.0019192i,0.0032412-0.0011736i,0.0016533-0.0012855i,0.00076621-0.00076961i,0.00047295-0.0010972i,-0.0017364-0.0013983i,-0.0011375+0.00077262i,-0.00099335-0.00086454i,-0.0015642-0.0016862i,-0.00077636-0.00039878i,0.00059899+0.00043184i,0.0007065-0.00078115i,0.00066001-0.00062948i,-6.0657e-05-0.00016626i,0.00057125+0.00030638i,-0.001036+0.0026592i,-0.00099833-0.00024823i,0.00044372+0.00018712i,-0.00015029+0.00040578i,-0.0010791-7.5181e-06i,-0.0031343-0.0021821i,4.1578e-05-0.0003314i,0.00011733-0.00063223i,1.0343e-05-0.00061212i,-0.00064369+0.002117i,-0.00066032+1.8403e-05i,0.00037631-0.00034088i,0.00037338-0.00015289i,-0.0012828-0.0014638i,0.00096405-0.020851i,0.028166-0.023327i,0.035588-0.024574i,0.02352-0.035337i,0.017513-0.015678i,-0.0041493-0.035981i,0.01793-0.037664i,-0.0030221-0.024846i,0.019326-0.016192i,0.011994-0.012693i,-0.006987+0.0034852i,0.0057107-0.0013851i,0.00022672+0.012322i,-0.0026977+0.001926i,0.0034882-0.00098417i,0.0062478-0.0014141i,-0.0012173-6.1065e-05i,0.0051572+0.0052766i,0.0026184-0.0012127i,-0.0024966-0.004965i,-0.0014937-0.0019568i,0.0017349-0.0014819i,-0.005838+0.0023603i,0.0039167+0.00053379i,-0.0057795+0.0028064i,0.0022749+0.00089511i,0.0029986+0.0031411i,-0.0010789+0.00037268i,-0.0044887-0.0045685i,-0.0019585+0.0017174i,-0.0017252+0.0025251i,-0.0028487+0.0039446i,-0.00058865+0.0014589i,-0.0010937+0.0028066i,-0.0013341+0.00044848i,-0.011269+0.0021493i,-0.00013796-0.00076379i,-0.002519+0.0050963i,-0.00061869+0.0025682i,0.0041864-0.0032226i,0.00020963-0.0011844i,-0.00027753-0.0044214i,-0.0036288-0.0037685i,0.0049604+0.0023064i,0.0073762-0.00026432i,0.024919-0.024465i,-0.015091+0.036255i,0.011288+0.029325i,-0.0056711+0.0060784i,0.0027954-0.0019313i,0.0020058-0.0043018i,-0.0073437+0.0069421i
