-0.007167-0.039464i,-0.012279-0.043561i,0.0028786-0.045963i,-0.02699-0.028082i,-0.020513+0.014016i,-0.03232-0.033285i,-0.061247-0.061898i,-0.02192-0.073021i,-0.033781-0.051839i,0.0009229+0.015152i,-0.0074406+0.010871i,-0.015245+0.013994i,0.0017224+0.016605i,-0.0038659-0.0035581i,0.00036823+0.0066345i,0.00076432+0.039279i,0.01948+0.060236i,0.0012416-0.00064361i,-0.0049123-0.0083508i,0.0089544+0.0049338i,0.0017969+0.0009122i,-0.0010165+0.0035794i,7.1906e-05-0.0015191i,-0.036415-0.0092248i,-0.0020521-0.0075292i,-0.00031756+0.0045461i,0.0053792+8.9726e-05i,0.00015419+0.00080137i,-0.00012344-0.0010967i,3.7144e-05-0.0028492i,-0.0012376-0.0061581i,-0.0025305-0.0042236i,-0.00028596-0.0078971i,0.0031975-0.0013194i,0.003131-0.0023281i,-0.0013153+0.034225i,0.006411-0.0039675i,0.003672-0.0024231i,0.005379+0.00033729i,-0.013654-0.0045451i,-0.00014521+0.00039073i,0.010333-0.0006291i,0.0057721-0.00055379i,-0.0037296+0.0039268i,0.0035227+0.0022942i,-0.0037523+0.0090688i,0.016068-0.086709i,-0.0057883-0.048526i,-0.024174-0.039576i,-0.018821-0.041874i,0.064381-0.014968i,0.028163-0.060654i,0.038875-0.044439i,0.030176-0.055815i,0.019321-0.0155i,0.0082536+0.010126i,0.025214-0.032823i,-0.0072952-0.0053681i,0.0022882-0.0029726i,-0.0043251-0.0059502i,0.001341-0.032212i,-0.024394+0.030726i,0.007856-0.010365i,-0.011386-0.0015053i,-0.0051391-0.0014426i,-0.00082955-0.014244i,-0.0098981+0.0041281i,0.0033948+0.0079457i,-0.011429+0.031394i,0.0054507+0.0083398i,-0.0055109-0.0015898i,-0.0017287-0.0021794i,-0.011056-0.0076821i,0.00071244-0.0035765i,-0.03493+0.0044891i,0.0025541-0.012097i,-0.0091675-0.0021234i,-0.0065352-0.0031208i,0.0064288+0.001848i,-0.0097837+0.0013689i,0.0011629+0.00094767i,0.0053926+0.0090804i,0.0045536+0.00066667i,-0.0090711-0.0099554i,0.0025126+0.0084867i,-0.019145+0.0062463i,0.0069324+0.0034416i,-0.028565-0.0087587i,-0.034142+0.0021419i,0.02596-0.076938i,0.012634-0.010035i,-0.043078-0.027974i,-0.023462-0.0040213i,0.017916+0.012523i,-0.026723+0.01178i,-0.011567-0.008743i
0.0088151+0.014026i,0.040904-0.0092527i,0.025774-0.032373i,-0.0026041-0.013053i,-0.0082222-0.017022i,-0.0077692-0.023447i,0.01695-0.015944i,0.028874-0.011487i,0.0088263-0.016017i,0.0067611-0.0006147i,0.0021573-0.0032833i,-0.0017662-0.0015529i,0.0017048-0.0029114i,-9.4264e-05-0.0017918i,-0.0018492-0.0019573i,0.0052176-0.0052318i,-0.0047335+0.00075672i,-0.0022047-0.00028065i,0.0010234+0.00034154i,0.0014877+0.0015136i,0.000144+0.0023707i,-0.00067568+0.00080474i,0.0013855+0.0019948i,-0.00039267+0.0050909i,-0.00041417+0.00046379i,-0.00072805+0.0014412i,-0.001248+0.00020993i,0.00062573-0.00042695i,-0.00022083+0.00018053i,-0.00051182-0.00067519i,0.001433-0.0010444i,0.002032+0.00010972i,0.0014511+3.6217e-05i,3.8389e-06-0.00084363i,0.0010505+0.00079097i,0.0048629-0.0031436i,-0.0010901+0.0010797i,0.00058515+0.00017777i,-4.4171e-05-0.00030224i,-0.00056937-0.00084401i,0.0021983+0.0012471i,0.0017266+0.00098538i,0.0030166-0.0075273i,0.0025468+0.0018538i,0.0084735+0.013114i,0.015645+0.026958i,0.040723+0.019181i,0.025629+0.0032978i,-5.5622e-06-0.016242i,0.019019-0.0018979i,0.021273+0.017861i,0.016441+0.02028i,0.016962+0.025586i,-0.0085605+0.031693i,0.001844-0.0059496i,0.0019315-0.0037433i,0.0048146-0.0063592i,0.0094724-0.0016931i,0.0015189+0.0042326i,-0.010177+0.0085596i,-0.0052837-0.0076262i,0.0032096+0.014866i,-0.0030304-0.001849i,0.00061965+0.0025728i,-0.00088244+0.0011063i,0.0017628-0.0035317i,0.006847-0.0024775i,-0.0036235-0.00077855i,0.0048039-0.0012912i,-0.0067606+0.00022062i,-0.0020877+0.00081601i,0.00036965+4.0454e-06i,-0.0059262-0.0022346i,-0.003535-0.0025772i,-0.014624-0.011473i,0.0033264-0.002598i,-0.0036049+0.0010368i,-0.0012194+0.0017716i,-0.0048821+0.0031895i,0.0056796+0.0018939i,-0.008925-0.0016045i,-0.00093716-0.0048242i,-0.0026977-0.00054774i,-0.0051902-0.00067223i,0.005743-0.0044582i,0.0036029+0.0021042i,0.0021965-0.0021266i,0.0026405+0.00978i,0.0059787+0.0016781i,0.026477+0.022291i,-0.022555-0.0026082i,-0.027363+0.016031i,-0.0050481+0.015087i,0.00074596+0.00059347i,0.0059994-0.007984i,-0.0097149+0.0032018i
0.010274+0.012899i,0.038484-0.015814i,0.019177-0.035834i,-0.0053286-0.011745i,-0.012377-0.015646i,-0.011476-0.021548i,0.012191-0.019666i,0.026469-0.015652i,0.0051463-0.016029i,0.0063668-0.0024289i,0.00087787-0.0041351i,-0.0019011-0.00075491i,0.000311-0.0028154i,-0.00024348-0.0015439i,-0.002223-0.0013422i,0.004107-0.0064247i,-0.0035837+0.0023247i,-0.0025175+0.00048221i,0.00066552+3.5164e-05i,0.0018323+0.00087843i,0.00097971+0.0024026i,-0.0003818+0.0013063i,0.0020422+0.0014371i,0.0022693+0.0042927i,0.00016735+0.00059149i,1.1352e-05+0.0014428i,-0.00095221+0.00095449i,0.00051481-0.00028344i,-7.0985e-05+0.00047457i,-0.00036576-3.435e-05i,0.00082257-0.0017056i,0.0020418-0.00075337i,0.0015086-0.00046535i,-0.00031567-0.00051305i,0.0017518+0.00033412i,0.0038204-0.0040374i,-0.00046395+0.001642i,0.00048952-0.00014264i,0.00035327+0.00018343i,-0.0012596-0.0013681i,0.0022853+0.00037739i,0.0018507+7.1582e-05i,0.001031-0.0070394i,0.0038681+0.0010639i,0.01061+0.011753i,0.019459+0.024276i,0.042144+0.012502i,0.025844-0.002708i,-0.0039914-0.012592i,0.021431-0.0061333i,0.025745+0.012222i,0.021058+0.012423i,0.019191+0.01586i,-0.00043134+0.029036i,3.3573e-05-0.0058392i,-0.0013223-0.0036169i,0.0020671-0.0080702i,0.0067006-0.0044166i,0.0023964+0.0034625i,-0.0051088+0.011936i,-0.0062324-0.003654i,0.0058046+0.012721i,-0.0038191-0.00078489i,0.0020576+0.0030602i,0.00024798+0.0013877i,-0.00043282-0.0035928i,0.0064919-0.0061596i,-0.0042231+9.6265e-05i,0.0046744-0.0036182i,-0.0059353+0.0032417i,-0.0017784+0.00031167i,-3.4203e-05-0.00075563i,-0.0054181+0.0013357i,-0.003703-0.0014532i,-0.016082-0.0045754i,0.0014326-0.003414i,-0.0025575+0.001947i,-0.0013379+0.0011499i,-0.0031552+0.0045468i,0.007144-0.00045835i,-0.0084438+0.0020305i,-0.0024308-0.0044159i,-0.0022314-0.00022012i,-0.0048801+0.0013291i,0.002619-0.0052403i,0.0044078+0.00037112i,0.0019371-0.0023023i,0.0047768+0.0080982i,0.0048387+0.00059108i,0.02702+0.014896i,-0.02165+0.0021138i,-0.025427+0.023156i,-0.0022408+0.012419i,0.0021478+0.0037474i,0.0035745-0.007388i,-0.011328+0.0051907i
0.012278+0.011186i,0.034563-0.022334i,0.011892-0.037658i,-0.0070774-0.0098691i,-0.016374-0.013287i,-0.014703-0.019123i,0.0069581-0.022025i,0.023914-0.019628i,0.0020089-0.015506i,0.0052249-0.0039299i,-0.00081484-0.0043498i,-0.0017283+4.5642e-05i,-0.00070076-0.0021903i,-0.00030179-0.0013605i,-0.0026619-0.00057618i,0.0026009-0.0072751i,-0.0017595+0.0027612i,-0.0025779+0.001439i,0.00029661+0.00022092i,0.0018191+6.9623e-06i,0.0018869+0.0017962i,-0.00021561+0.0013578i,0.0023688+0.00061583i,0.0041712+0.0025553i,0.00091727+0.00036277i,0.00057521+0.0011455i,-0.0002924+0.0013141i,0.00036835-0.00022344i,0.00026028+0.00059719i,3.4781e-05+0.00010619i,3.1263e-05-0.0019544i,0.0015719-0.0016273i,0.0011706-0.0011725i,-0.00030697-0.00018296i,0.0021406-0.00085033i,0.0026752-0.0047457i,0.00055753+0.0016491i,0.00032066-0.00026135i,0.00072992-0.00011194i,-0.002125-0.0011252i,0.0021565-0.00046926i,0.0015016-0.00061717i,-0.00045475-0.0064056i,0.0044584-0.00052085i,0.012691+0.0095624i,0.023853+0.020785i,0.042944+0.0056481i,0.024369-0.0083183i,-0.0056099-0.008385i,0.022986-0.011625i,0.028272+0.0057478i,0.024005+0.0050839i,0.017966+0.008437i,0.0049323+0.026361i,-0.0019827-0.005014i,-0.0039084-0.0017354i,-0.0019606-0.0086097i,0.003206-0.0052945i,0.0024745+0.0025679i,-0.00026717+0.012438i,-0.0052967-0.00076988i,0.0071377+0.0098036i,-0.0042252+0.0017172i,0.0035588+0.002744i,0.00087283+0.0008901i,-0.0019218-0.0024881i,0.004393-0.0081504i,-0.00378+0.0012517i,0.0036043-0.0051953i,-0.0028906+0.0048236i,-0.0020394+0.00012365i,-0.0006663-0.00068987i,-0.0036647+0.0032498i,-0.0032676-0.0002603i,-0.015129+0.0014618i,8.1408e-05-0.0039417i,-0.0014208+0.0022027i,-0.0014107+0.0014207i,-0.00090055+0.004457i,0.0071021-0.0035596i,-0.0064862+0.0049235i,-0.0036877-0.0033271i,-0.00228-6.9558e-05i,-0.0037871+0.0024832i,0.0011063-0.00463i,0.0039987-0.0011963i,0.0019877-0.0026336i,0.0051251+0.0051598i,0.0038992+7.4478e-05i,0.026983+0.0093187i,-0.01942+0.0058692i,-0.0198+0.029417i,-0.0014989+0.0099286i,0.0052643+0.0045076i,0.0013267-0.0057377i,-0.010848+0.0080398i
0.01378+0.0086114i,0.029542-0.027443i,0.0052805-0.038276i,-0.0078496-0.0084663i,-0.019538-0.0093171i,-0.01736-0.016337i,0.0013102-0.02279i,0.020633-0.02369i,0.00025687-0.014683i,0.0037838-0.0048899i,-0.0026293-0.0032992i,-0.0012393+0.00034718i,-0.0010324-0.0012671i,-0.00046138-0.0014836i,-0.0025663+0.00063268i,0.0007248-0.0075956i,-0.00080095+0.0023773i,-0.0021124+0.0027444i,0.00048821+0.0007526i,0.0014374-0.00069591i,0.0023058+0.00086515i,-0.00022907+0.0015933i,0.0022387-0.00015232i,0.0048721-0.0002088i,0.0014658-0.00038201i,0.00088208+0.00082827i,0.00027103+0.0012996i,0.00054414-0.00019053i,0.00051551+0.00043016i,0.00020468-9.1293e-05i,-0.00069686-0.0019095i,0.00075811-0.0020109i,0.00067048-0.0015101i,-0.00021032-0.00017864i,0.0015716-0.0023232i,0.0014729-0.0051093i,0.0014251+0.0010839i,0.00027634-0.00024216i,0.00075493-0.00036536i,-0.0028023-0.00049564i,0.0017415-0.0010111i,0.00090604-0.0008817i,-0.0017725-0.0054002i,0.0041081-0.0018253i,0.01439+0.0063571i,0.027901+0.015119i,0.042796-0.0012658i,0.022167-0.012785i,-0.0044962-0.0041091i,0.022455-0.018763i,0.029197-0.0010865i,0.025206-0.003417i,0.015861+0.0031717i,0.010895+0.022753i,-0.0030329-0.0033272i,-0.0050959+0.0011141i,-0.0062937-0.0076046i,0.00073766-0.0047928i,0.0022808+0.0024575i,0.003586+0.011227i,-0.0036269+0.0010751i,0.0070323+0.006645i,-0.0018971+0.0041882i,0.005081+0.0016078i,0.0016375+0.00052918i,-0.0027017-0.0010614i,0.0021094-0.009648i,-0.0029172+0.0019563i,0.0020043-0.0069636i,-0.00079549+0.0040052i,-0.002637+0.00027122i,-0.00084097-0.00047994i,-0.0017027+0.004796i,-0.0028649+0.0002796i,-0.011894+0.0064133i,-0.001663-0.0042775i,-0.00028002+0.0018913i,-0.0012484+0.0013781i,0.00053067+0.0033571i,0.0057262-0.0067937i,-0.0032586+0.0064991i,-0.0039448-0.0017322i,-0.0024733+0.00032298i,-0.0027649+0.003443i,-0.00024132-0.0041865i,0.00312-0.0018232i,0.0017346-0.0034907i,0.0041611+0.0041598i,0.0032211+7.0401e-07i,0.026293+0.0038443i,-0.017379+0.0066728i,-0.011785+0.032393i,-0.00062288+0.009133i,0.0074192+0.0037622i,0.00063973-0.003535i,-0.009087+0.010044i
0.014396+0.0057268i,0.023864-0.031195i,-0.0013433-0.03797i,-0.0089109-0.0077364i,-0.020623-0.0050711i,-0.019627-0.013149i,-0.0036786-0.021914i,0.016513-0.02691i,-0.00068948-0.014392i,0.0021124-0.0050698i,-0.0032153-0.0015821i,-0.0010596+0.00049401i,-0.0010029-0.00054188i,-0.0011074-0.0012452i,-0.0017114+0.001578i,-0.0013444-0.0071427i,-0.00014815+0.0023548i,-0.00065356+0.003628i,0.00094277+0.00064773i,0.00075354-0.0011424i,0.0023098-9.0639e-05i,0.00019159+0.0016502i,0.0019824-0.00082083i,0.0036404-0.0025985i,0.0011446-0.0015004i,0.0010911+0.00046801i,0.0007886+0.0012003i,0.00067415-0.00034879i,0.00055147+0.00018136i,-1.4475e-05-0.00028383i,-0.0013886-0.0015758i,5.6671e-05-0.0020125i,-4.4567e-05-0.0016412i,-0.00028638-1.8101e-05i,-0.00011058-0.002851i,0.00033054-0.0051372i,0.0016872+0.00027402i,0.00021564-0.00050105i,0.00093195-0.00065101i,-0.0032548+0.00047267i,0.0011662-0.0014297i,0.00049345-0.0008393i,-0.0026952-0.0042084i,0.0035953-0.0027206i,0.015773+0.0027123i,0.029827+0.0081359i,0.041569-0.0080969i,0.020002-0.017517i,-0.00090576-0.0011006i,0.019144-0.025957i,0.028574-0.0074202i,0.02324-0.011346i,0.012714+0.0002862i,0.015925+0.017426i,-0.0030595-0.0027001i,-0.0046273+0.0045472i,-0.010375-0.0042466i,-0.0010855-0.0040123i,0.002495+0.0023669i,0.0064203+0.0091726i,-0.0016552+0.0014305i,0.0056879+0.0047656i,0.0013278+0.0035884i,0.0062217-0.00064709i,0.0021662-0.00041927i,-0.0024088+0.00088868i,-0.0012851-0.011152i,-0.0027482+0.0029614i,-0.00042999-0.0079243i,-0.00039148+0.0034744i,-0.0031107+0.001075i,-0.00092884-0.0003103i,0.0019456+0.005074i,-0.0026202+0.00024982i,-0.0069794+0.0093328i,-0.0040104-0.0036123i,0.00042045+0.001033i,-0.0011113+0.0014456i,0.001176+0.0021743i,0.0031203-0.0093013i,-6.0039e-05+0.0059944i,-0.0034528-0.00074018i,-0.0022501+0.00084526i,-0.0012793+0.0043801i,-0.0013402-0.0030642i,0.0023406-0.0022411i,0.00064802-0.0041622i,0.0037021+0.0037103i,0.0028467-0.00011664i,0.024602-0.00061994i,-0.018821+0.0065988i,-0.0047031+0.03123i,0.00090935+0.0072809i,0.0089653+0.0018772i,0.0010691-0.0020726i,-0.0064236+0.011145i
0.014587+0.003096i,0.01807-0.033623i,-0.0075817-0.036528i,-0.0099875-0.0064029i,-0.02103-0.0014488i,-0.021107-0.0096444i,-0.0076903-0.020399i,0.011999-0.029836i,-0.0015327-0.015045i,0.00099804-0.0046683i,-0.0028563-0.00016371i,-0.00078906+0.00086097i,-0.00083104+0.00013959i,-0.0012775-0.00045041i,-0.00070565+0.0017429i,-0.0027953-0.0058078i,0.00090623+0.0021835i,0.00085595+0.0033285i,0.0011804+0.0003576i,0.00014912-0.0010527i,0.0019657-0.00094564i,0.00056152+0.0015902i,0.0013682-0.0014372i,0.0018679-0.0037102i,6.7094e-05-0.001973i,0.0010913+0.00012647i,0.0013619+0.00088449i,0.00051002-0.00062093i,0.00068271+4.7039e-05i,-0.00031458-0.00010676i,-0.0019295-0.00092514i,-0.00066557-0.0018261i,-0.00065488-0.001258i,-1.0867e-05+4.2546e-05i,-0.00098015-0.0022378i,-0.00069429-0.0050189i,0.0017348-0.00023445i,-0.00012519-0.00057562i,0.00064871-0.0011854i,-0.0032932+0.0016336i,0.00058055-0.0015703i,0.0003064-0.00068296i,-0.0030701-0.0028096i,0.0028204-0.0035034i,0.015615-0.0022349i,0.029768+0.0011273i,0.039219-0.014765i,0.015548-0.022308i,0.0042447-0.0020449i,0.012825-0.031624i,0.02708-0.013037i,0.020076-0.017086i,0.010677+0.00019631i,0.018639+0.010417i,-0.0038192-0.0023206i,-0.0020054+0.0070789i,-0.012361+0.00088414i,-0.0025797-0.0029383i,0.0026284+0.0022164i,0.007544+0.0066387i,-0.00036039+0.00060739i,0.0046142+0.0037948i,0.0019781+0.001973i,0.0056547-0.003585i,0.0019431-0.0020578i,-0.00037437+0.0021441i,-0.0063218-0.0094994i,-0.0014568+0.0047215i,-0.0040821-0.0077305i,0.00099533+0.0035197i,-0.0032574+0.0024098i,-0.00096034-6.6425e-05i,0.0053637+0.0017446i,-0.0025986+0.0004473i,-0.001275+0.0088205i,-0.0059257-0.0014404i,0.00045173-1.1303e-05i,-0.0013572+0.0014587i,0.0014428+0.001019i,-0.00082547-0.010734i,0.0023169+0.0041994i,-0.0031414-0.00042662i,-0.0021266+0.001258i,0.0010446+0.0044286i,-0.0012696-0.0017199i,0.0015336-0.0022284i,-0.00049206-0.0042403i,0.0032911+0.0035558i,0.0022964-0.00027433i,0.022629-0.0037169i,-0.021291+0.0099043i,0.00048693+0.028992i,0.0012455+0.0041396i,0.0094292-0.00052707i,0.0016469-0.001883i,-0.0034872+0.010718i
0.014279+0.00037609i,0.012482-0.03514i,-0.013173-0.034074i,-0.010556-0.0051549i,-0.02082+0.0023833i,-0.021916-0.0061284i,-0.011191-0.018755i,0.006691-0.032139i,-0.0032963-0.016803i,0.00037352-0.0042612i,-0.00218+0.00085753i,-0.00024416+0.0012015i,-0.0002259+0.00059537i,-0.00091983+0.00016855i,3.4504e-05+0.0016441i,-0.0033954-0.0044091i,0.0016718+0.0015255i,0.0019871+0.0026092i,0.0013615+0.00012764i,-0.00019407-0.00076777i,0.0013004-0.0015865i,0.00088294+0.0015482i,0.00069556-0.0015179i,0.0002269-0.0037299i,-0.00068578-0.0018034i,0.0010959-0.00013488i,0.0016677+0.00021149i,0.00029961-0.00082027i,0.00067508-0.00018685i,-0.00027049+0.00020299i,-0.0021277-0.00015979i,-0.0012181-0.0012888i,-0.00086796-0.00086947i,0.00014706-0.0001194i,-0.0014054-0.001829i,-0.0016231-0.0045563i,0.0017811-0.00097391i,-0.00036467-0.00036331i,-2.5554e-05-0.0013766i,-0.002857+0.0028375i,0.00015766-0.0016099i,0.00017615-0.0005681i,-0.0029354-0.0015818i,0.0018268-0.0039155i,0.013313-0.0063719i,0.027774-0.0050241i,0.035552-0.020721i,0.0095799-0.024924i,0.0071032-0.0059971i,0.0053926-0.034569i,0.025193-0.018527i,0.01709-0.022408i,0.011345+0.00011696i,0.019539+0.0039534i,-0.0052346-0.0017891i,0.0013846+0.0074869i,-0.011449+0.0067902i,-0.0035317-0.0016786i,0.0029633+0.0021677i,0.007961+0.004949i,-0.00029305-0.0003949i,0.0032896+0.00381i,0.002366+0.0013208i,0.0034224-0.005523i,0.00027104-0.0030389i,0.0014014+0.0014077i,-0.0087792-0.0050938i,0.0015745+0.0049523i,-0.0068226-0.0051157i,0.0021598+0.0023632i,-0.0024547+0.0039965i,-0.0007924-6.2771e-05i,0.0050459-0.002657i,-0.00262+0.0010324i,0.0017953+0.0054035i,-0.0058486+0.00098216i,-0.0002316-0.00093438i,-0.0014833+0.0020023i,0.0010695-0.000247i,-0.0057569-0.0098573i,0.002806+0.0016152i,-0.0031713-9.0502e-05i,-0.0016728+0.0020823i,0.0030226+0.003393i,-0.00069891-0.0014613i,0.0011942-0.0017068i,-0.0015419-0.0040225i,0.0026936+0.0039621i,0.0018427-0.00029471i,0.021984-0.0065666i,-0.02176+0.015139i,0.0043288+0.025974i,-0.00024437+0.001051i,0.0084677-0.0034815i,0.0014367-0.0014418i,-0.0017168+0.0088679i
0.013252-0.001958i,0.0072679-0.0359i,-0.018316-0.030969i,-0.011127-0.0043937i,-0.019527+0.0057491i,-0.022154-0.0027405i,-0.014576-0.01654i,0.00074879-0.033261i,-0.0065244-0.018155i,-2.2222e-05-0.0041539i,-0.0012122+0.0015179i,0.00051634+0.0010862i,0.00042218+0.00074112i,-0.00046203+0.00043829i,0.00069233+0.0013374i,-0.0035073-0.0033271i,0.0021033+0.00091365i,0.0028094+0.0016524i,0.0015652-0.00040705i,-0.00021759-0.00049584i,0.00036747-0.0017102i,0.0015178+0.0014668i,0.00023632-0.0014464i,-0.00092713-0.003295i,-0.0012817-0.0014193i,0.0010025-0.00048162i,0.0015131-0.00049027i,0.00012216-0.0008872i,0.00050043-0.00018749i,-0.00019588+0.00038243i,-0.0020996+0.00060774i,-0.0013336-0.00062649i,-0.00084091-0.00054601i,5.5654e-05-0.00038251i,-0.0022632-0.0012191i,-0.0023545-0.0037947i,0.0012798-0.0016475i,-0.00041416-9.6833e-05i,-0.0004815-0.00087077i,-0.0020509+0.0037511i,-0.00040387-0.0014201i,3.4522e-05-0.00062459i,-0.0023833-0.00067366i,0.00088861-0.003744i,0.010341-0.0088555i,0.024617-0.0099195i,0.030935-0.025266i,0.003628-0.025246i,0.0073264-0.009827i,-0.002532-0.035409i,0.022655-0.024388i,0.012786-0.027427i,0.012948-0.0013722i,0.019075-0.003394i,-0.0068723-0.0003078i,0.0042528+0.0062823i,-0.0076647+0.010991i,-0.0039305-0.00044098i,0.0032558+0.0020043i,0.0086472+0.0032378i,-0.00086586-0.00079602i,0.0030563+0.0048861i,0.0030797+0.00019855i,0.00093759-0.005731i,-0.0010783-0.0026374i,0.0021149+0.00019107i,-0.0087819-0.0011518i,0.0039746+0.0034568i,-0.0079577-0.0020517i,0.0019723+0.001132i,-0.00056202+0.004909i,-0.0010613-8.1961e-05i,0.002369-0.0054728i,-0.0023982+0.0015863i,0.0020029+0.0020454i,-0.005032+0.0029576i,-0.0014071-0.0010958i,-0.0010786+0.002296i,-2.531e-05-0.00068315i,-0.0089248-0.0068104i,0.001995-0.00011202i,-0.0032819+0.00014754i,-0.00061034+0.0021672i,0.004046+0.0015587i,-0.00083699-0.0012805i,0.0016517-0.0014255i,-0.0021884-0.0032306i,0.0038307+0.0053615i,0.0012389-0.00011652i,0.020094-0.01024i,-0.020228+0.02072i,0.0070754+0.022823i,-0.0034207-0.00076093i,0.0051366-0.0050094i,0.0020268-0.0014571i,-0.0018284+0.006998i
0.012121-0.0037322i,0.0020731-0.036331i,-0.022588-0.026816i,-0.012002-0.0036271i,-0.018155+0.0081294i,-0.022027+0.00076011i,-0.017171-0.013688i,-0.0049827-0.033012i,-0.010815-0.018192i,-0.00053827-0.0039951i,-4.4052e-05+0.0014204i,0.0010805+0.0008249i,0.0010354+0.00065965i,-2.1493e-05+0.00058885i,0.00099741+0.00075585i,-0.0034096-0.0027074i,0.0028487+0.0001487i,0.0030954+0.00037929i,0.0012789-0.0011711i,-8.8497e-05-0.00028254i,-0.00027929-0.0015125i,0.0022811+0.00071464i,-4.9213e-05-0.0014036i,-0.0014722-0.0027361i,-0.0018284-0.00099968i,0.00079866-0.00084484i,0.0011682-0.00086277i,-0.00013611-0.00066765i,0.00047092-9.428e-05i,2.8859e-05+0.00063476i,-0.0018309+0.0013646i,-0.001266-0.00020026i,-0.00099536-0.00030088i,-0.00021773-0.00032263i,-0.0025245-7.6472e-05i,-0.002691-0.0029373i,0.00052198-0.0019249i,-0.00042894+0.00015229i,-0.0003879-0.00057429i,-0.00093788+0.0044086i,-0.00065853-0.0011369i,5.5391e-05-0.00058371i,-0.0017269-0.0002891i,0.00046723-0.003502i,0.0077526-0.010194i,0.021455-0.012851i,0.026297-0.028739i,-0.0013903-0.024077i,0.0059435-0.012923i,-0.010438-0.033316i,0.018445-0.030052i,0.0079229-0.031096i,0.014276-0.003788i,0.015332-0.0095758i,-0.0079262+0.0022913i,0.0059529+0.004017i,-0.0030074+0.013068i,-0.0043343+0.00085752i,0.0038207+0.0019007i,0.0088433+0.0014724i,-0.00138-0.001089i,0.0039628+0.006212i,0.0026838-0.0012107i,-0.00072763-0.0050239i,-0.0021715-0.0018414i,0.0021495-0.00078188i,-0.007312+0.0017075i,0.0052123+0.0011566i,-0.0075934+0.0014127i,0.0016527+0.00097138i,0.0015482+0.0046185i,-0.0010685+0.00025927i,-0.00086444-0.0064119i,-0.0017844+0.0015535i,0.00042185+0.00044293i,-0.00374+0.0045275i,-0.0023937-0.0001374i,-0.00089+0.0024131i,-0.00068005-0.00044024i,-0.010259-0.0032485i,0.00080673-0.00076375i,-0.0037092+0.0004718i,0.00014497+0.001771i,0.0041558-0.00052659i,-0.0004809-0.0011542i,0.0022806-0.0019864i,-0.002727-0.0030455i,0.005823+0.0049128i,0.001143+0.00039021i,0.017757-0.012818i,-0.016392+0.026971i,0.0088836+0.019866i,-0.0071931-0.00019307i,0.0019465-0.0036144i,0.0019245-0.0021667i,-0.0024946+0.0059162i
0.011224-0.0053037i,-0.0033468-0.036546i,-0.025847-0.022758i,-0.013073-0.0023299i,-0.016896+0.010933i,-0.020846+0.0041561i,-0.019133-0.010567i,-0.01066-0.032398i,-0.015169-0.016656i,-0.000981-0.0040257i,0.00062016+0.00082768i,0.0016094+0.00022194i,0.0016518+0.00033953i,0.00069215+0.00032309i,0.0010192+0.000255i,-0.0034499-0.0022486i,0.0030491-0.0013648i,0.0026832-0.00067457i,0.00062273-0.0014432i,0.00020575-0.00026787i,-0.00081896-0.0011383i,0.0023714-0.00025178i,-0.00046653-0.0013014i,-0.0017208-0.0026013i,-0.0021144-0.00034497i,0.00043143-0.0010996i,0.00075817-0.0011857i,-0.0002622-0.00039732i,0.00064542-4.6036e-05i,0.00059705+0.00065724i,-0.0012206+0.0019973i,-0.0012422+0.00018118i,-0.00085433-1.8415e-06i,-0.00021506-0.00022196i,-0.0019144+0.00074129i,-0.0028721-0.002259i,-0.00010765-0.0019461i,-0.00020104+0.0004309i,-0.00044245-0.0005586i,0.00041594+0.0044936i,-0.00070848-0.00085401i,-6.6799e-05-0.00068274i,-0.0012413-0.00048872i,2.4915e-05-0.0036147i,0.0051384-0.01142i,0.019315-0.01528i,0.021416-0.031509i,-0.0055191-0.021623i,0.0047369-0.01487i,-0.017163-0.028522i,0.01284-0.03495i,0.0031492-0.034458i,0.015324-0.0076458i,0.009848-0.013103i,-0.0074289+0.0059428i,0.006577+0.0013371i,0.0014208+0.012786i,-0.0040825+0.0023915i,0.0048288+0.0014056i,0.008717-0.00069883i,-0.0022405-0.001271i,0.0066646+0.0064854i,0.0016687-0.0013699i,-0.0017899-0.0040239i,-0.0026129-0.00066828i,0.0020844-0.00158i,-0.0059061+0.0035046i,0.0052679-0.0015478i,-0.0059045+0.0039751i,0.0022514+0.001207i,0.003038+0.0034347i,-0.0008837+0.00021757i,-0.0042568-0.0057143i,-0.0017115+0.0014617i,-0.00063783+0.00085662i,-0.0018389+0.0053572i,-0.0023578+0.0011055i,-0.00066004+0.0030702i,-0.00097895-0.00021477i,-0.010515+5.2682e-06i,-0.000231-0.00072787i,-0.004109+0.0015304i,0.00030755+0.0014074i,0.0035164-0.0027722i,-0.00046183-0.0018231i,0.0024101-0.003113i,-0.0035363-0.0022999i,0.0073552+0.0032662i,0.0015285+0.00071285i,0.015095-0.015007i,-0.0089783+0.030882i,0.010624+0.016522i,-0.0097253+0.0023694i,0.00056093-0.0010134i,0.0012924-0.0021121i,-0.0034084+0.0055487i
