-0.0080276-0.039273i,-0.012694-0.042982i,0.0019153-0.045943i,-0.027563-0.02647i,-0.020534+0.014341i,-0.033207-0.031022i,-0.061007-0.059694i,-0.022743-0.071499i,-0.034747-0.076963i,0.00085181+0.015892i,-0.0068457+0.010137i,-0.0147+0.013552i,0.0015329+0.015871i,-0.0040244-0.0034164i,0.00072718+0.006385i,0.00068869+0.0371i,0.022903+0.05605i,0.00070517-0.00020193i,-0.005095-0.008291i,0.0086267+0.0043446i,0.0017773+0.00075841i,-0.0012823+0.0033739i,-0.00012305-0.0014142i,-0.034796-0.0094264i,-0.0023275-0.0070118i,-6.5727e-05+0.0041617i,0.0044727-3.1624e-05i,8.9178e-05+0.001202i,-0.00022567-0.00098323i,-0.00022258-0.0026361i,-0.0013628-0.0054172i,-0.0023544-0.004174i,-0.0015561-0.0082614i,0.0032415-0.0010585i,0.0032364-0.0027049i,-0.0023082+0.033774i,0.0064638-0.0048206i,0.0038555-0.0021672i,0.0046318+0.00010048i,-0.031913-0.004627i,-0.0001591+0.0001523i,0.01371-0.0060154i,0.0061254-5.6633e-05i,-0.0030961+0.0040417i,0.0025501+0.0015488i,-0.0035584+0.0073548i,0.012981-0.086969i,-0.007254-0.048634i,-0.024786-0.039066i,-0.020234-0.041816i,0.061935-0.018446i,0.026502-0.06244i,0.038192-0.045657i,0.028621-0.056487i,0.018788-0.01551i,0.0088238+0.0099997i,0.024962-0.034103i,-0.0079018-0.0048607i,0.001989-0.0031256i,-0.0051695-0.0063367i,0.0013676-0.031837i,-0.023838+0.030693i,0.0078783-0.010046i,-0.010728-0.0020448i,-0.0053448-0.00099756i,-0.0015808-0.014365i,-0.010306+0.0039539i,0.004215+0.0079699i,-0.011551+0.030245i,0.0059559+0.0075737i,-0.0053517-0.0013063i,-0.0016523-0.00181i,-0.0099452-0.0082598i,0.00069194-0.0037194i,-0.019538+0.012344i,0.0023782-0.012604i,-0.0091083-0.0025063i,-0.0059549-0.0027826i,0.0062992+0.0016977i,-0.0097307+0.0019524i,0.00112+0.00067615i,0.0055077+0.0092794i,0.0041712+0.00065788i,-0.0092338-0.010147i,0.0028245+0.0085066i,-0.020129+0.0067413i,0.0067652+0.002921i,-0.028816-0.0078401i,-0.033972+0.003473i,0.029239-0.086212i,0.01156-0.0098598i,-0.042978-0.026606i,-0.022182-0.0025406i,0.017988+0.011974i,-0.027127+0.012275i,-0.01184-0.0084582i
-0.013024+0.018098i,0.013347+0.045524i,0.026743+0.046519i,-0.00047104+0.018286i,-0.0025106+0.0065947i,0.026667+0.0011831i,0.014124+0.016377i,0.011888+0.04285i,0.0066508+0.020001i,-0.0021366+0.0059913i,0.00084551+0.0015085i,0.0025446-0.0045486i,0.0023958-0.0024091i,0.003659-0.0005657i,0.0030623-0.0022651i,0.0049267-0.0013876i,0.012703-0.0071147i,-0.00061388-0.00058999i,-0.0046284+0.00034106i,-0.00013114+0.0025954i,-0.00047808-0.001058i,-0.0053253-0.0015116i,-0.0023762+0.00056952i,0.0038175+0.010486i,0.0026541+0.0017373i,0.0021474+0.00066653i,0.0019266+0.0015687i,-0.0019007+0.0037381i,-0.00037312+0.00084872i,-0.00088054+0.0013894i,0.00089097-0.0037651i,-0.0010846-0.0011231i,-0.00079759-0.0004649i,-0.00010778+0.00064925i,-0.00060151-0.0020504i,-0.0061923+0.0094606i,0.0028424-0.0001427i,0.0009585-4.6617e-05i,-0.0010175+0.0017096i,-0.00066946-0.0028089i,-0.0021085+0.000407i,-0.0019853-0.0024362i,0.0017027+0.0084615i,0.003263+0.00084207i,-0.028815+0.023361i,-0.054119+0.024907i,-0.027888+0.046595i,-0.018343+0.032866i,-0.0037838+0.049705i,-0.0057687+0.032324i,0.01002+0.011045i,-0.004687-0.00693i,-0.037311-0.0078287i,-0.042831+0.017679i,0.0091243+0.020973i,-0.0015829+0.0028848i,-0.0054544+0.0023272i,-0.011609-0.0027287i,0.0094186+0.0013656i,0.011717+0.013691i,-0.0028441+0.0077197i,-0.0063103-0.011862i,0.0052567-0.0027942i,-0.0050214-0.0042729i,0.0040844-0.0074594i,0.0050165-0.0023695i,-0.00090843+0.0098275i,0.012555-0.0047423i,0.0073708-0.0068517i,0.0055675-0.0069679i,0.0034871-0.00044453i,-0.0026534-0.006258i,-0.0035453-0.0014361i,0.0028667-0.0013124i,-0.018871+0.039935i,-0.0050593-0.0052222i,0.0014309+0.00067904i,-0.0011283-0.0077243i,0.0031383-0.00085028i,-0.013893-0.0043925i,0.0011552-0.00062i,0.0035882-0.0028509i,0.0023778-0.0020383i,-0.00020786-0.0063965i,-0.0012254+0.0069827i,-0.00064731+0.0032261i,-0.0022632+0.0061109i,-0.011368-0.0015279i,-0.0087841+0.0031585i,-0.038754+0.039453i,-0.0071501+0.016355i,-0.024061-0.0045161i,-0.00087869-0.0018188i,0.010105+0.019411i,-0.0010438+0.019398i,-0.0062795-0.00047275i
-0.011085+0.017819i,0.019918+0.041131i,0.035154+0.040335i,0.0034943+0.020221i,0.001188+0.0070007i,0.026446-0.0044331i,0.015163+0.012863i,0.018945+0.038781i,0.0091276+0.017755i,-0.00023311+0.0058379i,0.0016803+0.0017666i,1.2507e-05-0.0031745i,0.0012038-0.0022825i,0.003345-0.0007637i,0.0024106-0.0028197i,0.0038614-0.0013492i,0.0092531-0.0096223i,9.8957e-05-0.00025208i,-0.0046062+0.0010883i,0.00083232+0.0015945i,-0.00096742-0.0013307i,-0.0053732+8.1414e-05i,-0.0022683+0.00058826i,0.0095171+0.0079496i,0.0024389+0.0018865i,0.0026354-0.00026885i,0.002016+0.00056469i,-2.5412e-05+0.003938i,-0.00053842+0.0015023i,-0.00048526+0.0016371i,-0.00081372-0.0036545i,-0.0016695-0.0011555i,-0.001048-0.00027007i,0.00026466+0.00039676i,-0.0014869-0.00054042i,-0.0025075+0.01027i,0.0024868-0.0011843i,0.001112-0.00020239i,-0.00012419+0.0018741i,-0.0011648-0.0020425i,-0.0017975+0.00066235i,-0.0050573-0.00060022i,0.0039316+0.0084742i,0.0026986+0.00039588i,-0.023+0.028197i,-0.04641+0.033531i,-0.022146+0.050298i,-0.011104+0.03427i,0.0093216+0.045626i,0.0027104+0.027161i,0.0049931+0.0042527i,-0.011521-0.010801i,-0.041375-0.0057506i,-0.033876+0.018787i,0.013813+0.017361i,-0.0021216+0.0032293i,-0.0041733+0.0063464i,-0.011796+0.0018977i,0.0080104-0.0020299i,0.01396+0.011413i,0.0013119+0.011508i,-0.012208-0.0097832i,0.0019507-0.0036261i,-0.0046369-0.0017726i,-0.00062297-0.0072166i,0.0034553-0.0042771i,0.0037267+0.0074814i,0.0086508-0.007903i,0.0023301-0.007728i,0.0017168-0.0051482i,0.0044032-0.0017152i,-0.0039276-0.0048953i,-0.001676+0.00065908i,0.0027474-0.0018223i,0.005196+0.043892i,-0.0068104-0.0036799i,0.0020407-0.00092778i,-0.0045815-0.0061005i,0.0036507-0.0018916i,-0.01327+0.0019855i,0.0014884-0.00034446i,0.0016774-0.0030615i,0.002282-0.0030485i,-0.002234-0.0061367i,0.0010471+0.0036504i,0.00096583+0.0029223i,0.00076485+0.0066241i,-0.01088+0.002395i,-0.008153+0.0047145i,-0.030759+0.040554i,-0.003982+0.018639i,-0.025198+9.2526e-05i,-0.0022826-0.0054185i,0.012772+0.018296i,0.0027365+0.021257i,-0.0082981-1.3943e-05i
-0.0098243+0.018179i,0.025165+0.03567i,0.042513+0.031563i,0.010631+0.01857i,0.0054716+0.0057285i,0.024841-0.010271i,0.015272+0.009285i,0.025286+0.032922i,0.011716+0.016486i,0.0008357+0.0053999i,0.0028218+0.00084262i,-0.00016102-0.0011092i,7.7347e-05-0.0023531i,0.0032839-0.0012081i,0.001632-0.0030257i,0.0029896-0.0011256i,0.0058117-0.011058i,0.0001685-0.00062622i,-0.0041259+0.0023559i,0.00089067+0.00032877i,-0.0019432-0.0014009i,-0.0049384+0.0012953i,-0.0024231+0.00088883i,0.011291+0.0021684i,0.003535+0.00089363i,0.0019646-0.0014459i,0.0018519-0.00012525i,0.0017564+0.0030269i,0.00028921+0.0017326i,-0.00012407+0.0018444i,-0.0023083-0.0027499i,-0.0022405-2.1585e-05i,-0.00077675+9.7028e-05i,0.00021444+6.7185e-05i,-0.000903+0.00054517i,0.00062369+0.0099659i,0.0015385-0.0018025i,0.0011083-0.00075598i,0.00048871+0.0012704i,-0.0015432-0.00159i,-0.0016495+0.0010539i,-0.0037175+0.00076068i,0.0065543+0.0079266i,0.0026156+0.00013049i,-0.015101+0.031062i,-0.037695+0.040074i,-0.014758+0.05404i,-0.0032859+0.032999i,0.020811+0.037363i,0.0059498+0.029727i,-0.0017619+0.0020247i,-0.018295-0.0099034i,-0.044642+0.00038591i,-0.026729+0.016516i,0.017381+0.010971i,-0.0024909+0.0037858i,-0.0021763+0.0076099i,-0.011066+0.0057026i,0.0049098-0.0056319i,0.016447+0.0077353i,0.0068745+0.011678i,-0.016008-0.0054952i,0.00090414-0.0022031i,-0.0040849+0.00030212i,-0.0032193-0.0050478i,0.0014127-0.0045036i,0.0057864+0.0059684i,0.0057593-0.0089445i,-0.0011363-0.0071349i,0.0013328-0.0034464i,0.0038898-0.0043112i,-0.0064799-0.0028168i,-0.00032293+0.00038264i,0.0018177-0.0025901i,0.02543+0.030366i,-0.0083405-0.00093964i,0.0020723-0.0019957i,-0.0039678-0.0034756i,0.0041374-0.0039269i,-0.0096531+0.0065471i,0.0025629-0.00036476i,9.2931e-05-0.0031939i,0.0007332-0.003239i,-0.0040172-0.0041464i,0.00055783+0.0025077i,0.0022184+0.0017914i,0.0038416+0.0055725i,-0.009386+0.004909i,-0.0076389+0.0065831i,-0.024834+0.04086i,0.0032823+0.019644i,-0.024284+0.0044998i,-0.0047355-0.0082725i,0.017288+0.015163i,0.0086258+0.022228i,-0.0094778+0.0015821i
-0.0084169+0.019067i,0.028183+0.030503i,0.046147+0.02066i,0.016175+0.012978i,0.0085599+0.0020437i,0.021477-0.015042i,0.014634+0.0068459i,0.029121+0.026181i,0.015122+0.013724i,0.001728+0.0050859i,0.002257-0.00045193i,0.00055129-0.00031868i,-0.0013621-0.0012524i,0.0027743-0.0016118i,0.00082484-0.0031083i,0.0025479-0.00051365i,0.00184-0.010678i,0.00025375-0.00065186i,-0.0012002+0.0047866i,0.00017988-0.00025066i,-0.0025707-0.00038809i,-0.0042668+0.0028379i,-0.0023301+0.0016177i,0.009896-0.0031545i,0.0034906-0.00039004i,0.00096039-0.0017173i,0.0014719-0.00067387i,0.0022545+0.0017824i,0.00086482+0.00098786i,0.00058571+0.0021762i,-0.0031523-0.0011044i,-0.0017001+0.00094749i,-0.0037073+0.0011282i,6.5226e-06+4.6211e-05i,-0.0001526+0.00076254i,0.0032654+0.0087846i,0.00077907-0.0019838i,0.0005441-0.0011973i,0.00066436+0.0010912i,-0.0019022-0.0010633i,-0.0013006+0.0013755i,-0.00277+0.0022279i,0.008909+0.0063225i,0.0026389-0.00016145i,-0.0072025+0.030079i,-0.027487+0.044369i,-0.0060351+0.057147i,0.0013914+0.030277i,0.028802+0.025455i,0.017418+0.021217i,-0.0088829+0.004277i,-0.025867-0.0058816i,-0.046156+0.0080212i,-0.023234+0.01244i,0.017916+0.0040731i,-0.0019354+0.0052311i,0.00015476+0.0097058i,-0.0091503+0.0089447i,-0.00062744-0.0055749i,0.018652+0.0019798i,0.011835+0.0094096i,-0.018277-4.9909e-05i,0.00043679-0.0018486i,-0.0027979+0.0015474i,-0.0042459-0.0017552i,-9.1836e-05-0.0042799i,0.0074551+0.0028303i,0.0025429-0.0098903i,-0.0048707-0.0029567i,0.0016805-0.0028691i,0.0016585-0.006154i,-0.0055347+0.00071251i,0.00059569+0.00053655i,0.0010823-0.0026762i,0.031261+0.01248i,-0.0079976+0.0033063i,0.0017396-0.0032135i,-0.0037249-0.0023049i,0.002452-0.0063549i,-0.0050421+0.0081033i,0.0035418-0.0018049i,-0.0010654-0.0021206i,-0.00017287-0.0028698i,-0.0038534-0.0018334i,0.00028156+0.0028448i,0.0022287+0.00015254i,0.0059218+0.0035325i,-0.0076858+0.0064914i,-0.006665+0.0086062i,-0.019183+0.042388i,0.013378+0.014577i,-0.021955+0.0084052i,-0.010139-0.0096564i,0.018953+0.010297i,0.015234+0.019929i,-0.0086081+0.0026885i
-0.006273+0.020227i,0.031294+0.026376i,0.047604+0.010753i,0.018546+0.0060413i,0.0091758-0.0026479i,0.017862-0.018655i,0.01424+0.0055735i,0.031222+0.020035i,0.018081+0.009942i,0.0025229+0.0047457i,0.0017389-0.0001956i,0.0015283-0.00036857i,-0.0014859+0.00073187i,0.0021875-0.0019519i,0.00017126-0.0026445i,0.0028892+0.00016261i,-0.00084914-0.0088645i,-3.4535e-05-0.00072749i,-0.0016444+0.0049943i,-0.00049414-0.00021603i,-0.0026366+0.00049175i,-0.0025706+0.0040455i,-0.0016942+0.0022754i,0.0066024-0.0065837i,0.0028303-0.0014291i,0.00030953-0.0018168i,0.0009882-0.0010779i,0.0021083+0.00077462i,0.00077835+0.00050807i,0.0015913+0.0019923i,-0.0027844+0.00027542i,-0.0010107+0.0014061i,-0.00075826+0.00098267i,0.00043012+0.00058418i,0.00053103+0.00085237i,0.0050943+0.0068378i,-3.775e-05-0.0020065i,-9.4667e-05-0.00092863i,0.0011851+0.0010974i,-0.0019099-0.00043431i,-0.0010165+0.0013684i,-0.0016641+0.0032535i,0.010822+0.0031692i,0.0022425-0.00075851i,-0.0021043+0.027495i,-0.016765+0.045675i,0.0056062+0.057826i,0.0061287+0.028652i,0.030931+0.012838i,0.020538+0.013322i,-0.012038+0.011103i,-0.030579+0.0037064i,-0.046936+0.018794i,-0.023896+0.0092379i,0.014478-0.00129i,-0.00027404+0.0063844i,0.0046244+0.0091745i,-0.0064941+0.01142i,-0.0032794-0.0024651i,0.017531-0.0059668i,0.015573+0.0045193i,-0.018221+0.0058639i,0.00041028-0.00061351i,-0.0014527+0.0023336i,-0.0025651+0.00020026i,-0.0020114-0.0030055i,0.0071436+0.0002283i,-0.0008312-0.0096056i,-0.0038761+0.001561i,0.0024154-0.0034696i,-0.0010707-0.0064961i,-0.0038347+0.0020479i,0.0018907-0.00016953i,0.00060848-0.0022748i,0.030153-0.0031541i,-0.0048352+0.0057347i,0.00030053-0.0043125i,-0.0032781-0.001971i,-0.00014769-0.0072295i,-0.0014912+0.0075482i,0.0029213-0.0034065i,-0.0011307-0.00036937i,-1.0064e-05-0.0022936i,-0.0022912-0.00073399i,0.0018501+0.0036561i,0.00098616-0.00077041i,0.0069003+0.00017022i,-0.0061345+0.0070135i,-0.0044149+0.010785i,-0.012535+0.043707i,0.017978+0.002397i,-0.017081+0.0095055i,-0.015733-0.0080879i,0.019811+0.0053025i,0.020517+0.013488i,-0.008992+0.0026516i
-0.0036337+0.020633i,0.034557+0.021636i,0.047951+0.0014104i,0.018909-0.00097451i,0.0086112-0.0063783i,0.013645-0.021669i,0.015163+0.0045198i,0.032445+0.01375i,0.020358+0.0047999i,0.0031077+0.0041636i,0.0020709-0.00029584i,0.0021709-0.00074498i,-8.5939e-05+0.0021574i,0.0017197-0.0020052i,-0.000185-0.0023106i,0.0038973+0.00044406i,-0.0018368-0.0075345i,0.00022315-0.00086155i,-0.00055719+0.0045494i,-0.00082445+0.00015282i,-0.0021109+0.001154i,-0.00037589+0.0038462i,-0.0009673+0.0024331i,0.0015821-0.010003i,0.0023853-0.0019819i,-0.00050881-0.0017576i,0.00040438-0.0011591i,0.0018828+0.0002429i,0.0007328+0.00035127i,0.002184+0.001024i,-0.0022191+0.0012341i,-0.00031052+0.0016612i,-0.00041446+0.0011889i,0.0010732+5.0035e-05i,0.00074126+0.00010109i,0.0057974+0.0046338i,-0.00059298-0.0015703i,-0.00035098-0.00054047i,0.0012498+0.00036096i,-0.001283-0.00017985i,-0.00097328+0.0016711i,-0.00021496+0.0023186i,0.0104-0.0010826i,0.0017501-0.00071742i,0.0019799+0.024501i,-0.0070683+0.044086i,0.016818+0.053943i,0.011065+0.026406i,0.02946+0.0017412i,0.020462+0.0060979i,-0.0098425+0.018747i,-0.029008+0.015908i,-0.040905+0.032177i,-0.026881+0.010026i,0.010935-0.003811i,0.0018331+0.0062494i,0.0074454+0.0066806i,-0.0024971+0.013359i,-0.0036873-1.4821e-05i,0.01238-0.013545i,0.015954-0.00237i,-0.015633+0.010373i,0.0014022-0.00044726i,-0.00019718+0.0019547i,-0.0010652+0.00035958i,-0.0021972-0.0007084i,0.0057207-0.0014685i,-0.0030295-0.0075626i,-0.0012209+0.0035847i,0.0018361-0.0049794i,-0.0034353-0.0052584i,-0.0027159+0.0023357i,0.0019195-0.0018626i,0.00092443-0.0019713i,0.023244-0.013643i,-0.0017807+0.0062739i,-0.0014375-0.0039847i,-0.0035804-0.0012366i,-0.0030065-0.0066112i,0.00059978+0.0062508i,0.0027869-0.0054218i,0.00029306+0.00020069i,-0.000313-0.003206i,-0.0010044-0.001302i,0.00080775+0.0048136i,-0.00040023-0.0001556i,0.0050293-0.00093234i,-0.0052225+0.0072383i,-0.00087614+0.011583i,-0.005641+0.043416i,0.01395-0.0087504i,-0.014021+0.0064698i,-0.020899-0.0035512i,0.018057-0.001276i,0.021515+0.0069394i,-0.0093527+0.0044266i
-0.00076303+0.020773i,0.037066+0.01597i,0.045823-0.008548i,0.0163-0.0086839i,0.007241-0.010354i,0.0087594-0.023563i,0.016868+0.002516i,0.032885+0.0078744i,0.020157-0.00062304i,0.0038524+0.004028i,0.001961-0.00072373i,0.0024858-0.0022739i,0.0014855+0.0022199i,0.0011595-0.0019678i,-0.00043353-0.0019975i,0.0051183-0.00019504i,-0.0031179-0.0066165i,-0.00039338-0.0012552i,0.00084897+0.0036384i,-0.0011529+0.000723i,-0.0018234+0.0014286i,0.00075834+0.0026163i,-0.00051261+0.0025051i,-0.0066888-0.0085165i,0.0014036-0.0033883i,-0.0012511-0.0010843i,-0.00017956-0.0011668i,0.0017219-0.0001099i,0.00098061+1.5998e-05i,0.002109-1.4873e-06i,-0.0012652+0.0018525i,0.00040072+0.0019032i,-4.7895e-05+0.0014959i,0.00096475-0.00010865i,0.00027236-0.00050295i,0.0058253+0.0029633i,-0.0010546-0.0011424i,-0.00047545-0.00036256i,0.0010529+5.4645e-05i,-0.00080034-0.00023693i,-0.00050377+0.0020278i,-8.3784e-05+0.0025405i,0.0080456-0.0039424i,0.0014467-0.0005255i,0.0049958+0.021767i,0.00083638+0.040844i,0.026004+0.047518i,0.015829+0.023415i,0.024874-0.0073456i,0.018297+0.0014281i,-0.003459+0.023306i,-0.019917+0.025088i,-0.027812+0.040687i,-0.028513+0.01466i,0.0077687-0.0045277i,0.0035142+0.0050004i,0.0085954+0.0033505i,0.0026103+0.013275i,-0.0039306+0.0018258i,0.0022521-0.016583i,0.012733-0.0076343i,-0.012823+0.01387i,0.0019436-0.0018596i,0.00048444+0.0014967i,-0.00072586-0.00045543i,-0.00081965+0.00061217i,0.0045582-0.0016715i,-0.0036828-0.0061173i,0.0015997+0.0036563i,0.0002105-0.006161i,-0.0047393-0.0031352i,-0.0014655+0.0026766i,0.00080996-0.0031483i,0.0011292-0.0027401i,0.014737-0.020157i,0.00089397+0.0056705i,-0.0023396-0.0031266i,-0.0030233-0.00070231i,-0.0048071-0.00527i,0.0018911+0.0049034i,0.0016554-0.0060673i,0.0013061-0.00030337i,-0.0013001-0.0030006i,-0.0012593-0.0021851i,0.0034834+0.0036168i,-0.00071549+0.0011718i,0.0045667-0.0016734i,-0.0045054+0.0080687i,0.0023201+0.010469i,0.0012449+0.042743i,0.0065133-0.015944i,-0.015902+0.0029285i,-0.022429+0.0034272i,0.01245-0.0056561i,0.021507+0.0010874i,-0.0076191+0.005452i
0.0023076+0.020207i,0.038966+0.010559i,0.041107-0.016757i,0.0099481-0.013573i,0.0039977-0.013773i,0.0040149-0.024043i,0.018535-0.00063819i,0.032369+0.0023131i,0.019136-0.0060177i,0.0054304+0.003653i,0.0017687-0.00067531i,0.0011259-0.0035688i,0.0028525+0.001492i,0.0008596-0.0019298i,-0.00039059-0.0018623i,0.0056053-0.0012986i,-0.0051182-0.0048233i,-0.00094341-0.00088688i,0.0015218+0.002392i,-0.0008356+0.0017032i,-0.0013987+0.001876i,0.00082714+0.0012831i,1.643e-06+0.0025651i,-0.0075948+0.0022308i,-0.00097829-0.0033075i,-0.001363-0.00032721i,-0.00066682-0.0009217i,0.0014665-0.00029827i,0.00059349-0.00060057i,0.0017041-0.00068806i,-0.0002014+0.0018754i,0.0010914+0.0016413i,0.00094187+0.0015789i,9.2841e-05+0.00064501i,-1.9478e-06+2.6105e-05i,0.0055889+0.0015455i,-0.0014274-0.00040765i,-0.00051155+1.9611e-05i,0.0010428-4.1866e-05i,-0.00048774-0.00068831i,0.00024016+0.0022334i,0.00068713+0.0024903i,0.0051383-0.0036566i,0.0013339-0.00025222i,0.0074062+0.018646i,0.0072143+0.036243i,0.032496+0.039992i,0.020655+0.0192i,0.018645-0.012802i,0.016015-0.0012072i,0.003629+0.024575i,-0.0095026+0.027661i,-0.013457+0.043156i,-0.027042+0.02061i,0.0059981-0.0043449i,0.004676+0.0033926i,0.0081849+0.00042526i,0.0072581+0.010871i,-0.0030815+0.004175i,-0.0069523-0.012924i,0.0082647-0.010419i,-0.0091359+0.016473i,0.0010099-0.0030329i,0.00077149+0.00091587i,-0.00097276-0.00046388i,0.0010217+0.00080407i,0.0039943-0.001956i,-0.0051967-0.004475i,0.0036735+0.0016453i,-0.0027586-0.0063203i,-0.0048847-0.0010394i,6.2349e-05+0.0020109i,-2.0179e-05-0.0037677i,0.00056688-0.003902i,0.0051944-0.021573i,0.0026002+0.0043659i,-0.0029404-0.002378i,-0.003587-0.00052983i,-0.0064515-0.0031941i,0.0021972+0.0040301i,-0.00060355-0.0076667i,0.0021998-0.0014016i,-0.0013819-0.0023245i,-0.0018493-0.0023989i,0.0049298+0.0023087i,-0.00014317+0.0022465i,0.003552-0.0024854i,-0.0034056+0.0091915i,0.004729+0.0084232i,0.0093241+0.040972i,-0.0041687-0.019761i,-0.019856+0.0027929i,-0.020313+0.0097844i,0.0072012-0.0055587i,0.018859-0.0050105i,-0.0061725+0.003813i
0.0050236+0.018865i,0.040456+0.0040597i,0.035886-0.022261i,0.0041517-0.014313i,3.029e-05-0.015662i,0.00016125-0.02411i,0.019498-0.0052253i,0.031801-0.0028575i,0.016424-0.010744i,0.0067479+0.0021071i,0.0021553-0.00084824i,-0.000435-0.0032402i,0.00341-0.00017593i,0.00057146-0.0019492i,-0.00057637-0.0019952i,0.0059996-0.002278i,-0.0054332-0.0021976i,-0.00094994-0.0008787i,0.0015912+0.0013691i,5.0859e-05+0.0020057i,-0.0010036+0.0021508i,0.00039489+0.00045467i,0.00064501+0.0024211i,-0.0019525+0.0040274i,-0.0022086-0.0017947i,-0.0012662+0.00019727i,-0.00093185-0.00053516i,0.0012446-0.00062407i,-3.5971e-05-0.00034903i,0.0010047-0.0012802i,0.00071693+0.0014528i,0.0015409+0.0012512i,0.0015246+0.00092313i,0.0007488+0.00027015i,0.00041261+0.00056452i,0.005321+0.00012059i,-0.0014509+0.00070247i,-0.00032908+0.00032894i,0.00086092-0.00049357i,-0.00040942-0.0011621i,0.00099027+0.0020073i,0.0011943+0.0017268i,0.0043297-0.0027078i,0.0012793-9.729e-05i,0.0085444+0.015646i,0.011158+0.03104i,0.037038+0.032367i,0.023831+0.013231i,0.012596-0.015797i,0.014358-0.0012215i,0.010871+0.023987i,0.00017868+0.027612i,-0.00038438+0.040693i,-0.023045+0.026501i,0.004675-0.0048762i,0.0053103+0.0011677i,0.0077345-0.0019275i,0.010216+0.0069443i,-0.0007719+0.0049895i,-0.011697-0.0063586i,0.0033592-0.011538i,-0.004121+0.017448i,-6.3292e-05-0.0032841i,0.00033684+0.00078073i,-0.0011466-1.2769e-05i,0.0021356-4.7769e-05i,0.0034782-0.0015511i,-0.0056833-0.0019326i,0.0038611-0.00030968i,-0.0051175-0.004573i,-0.0038714+0.001093i,0.0003489+0.0007207i,-0.0010515-0.0044362i,-0.00096854-0.0044201i,-0.0020696-0.019776i,0.0041009+0.0022179i,-0.0037778-0.001409i,-0.0036887+0.0010069i,-0.0066222-0.00034619i,0.0029441+0.0037966i,-0.0047653-0.0074578i,0.0023635-0.003168i,-0.0015953-0.0022548i,-0.0025965-0.0028204i,0.0059814+0.00080501i,0.00091958+0.0026504i,0.0021832-0.0021039i,-0.00157+0.0097586i,0.0058884+0.00611i,0.016881+0.036688i,-0.015467-0.01718i,-0.023296+0.0052203i,-0.015595+0.013152i,0.0044098-0.0046365i,0.013428-0.008622i,-0.0076478+0.003053i
0.0070292+0.017387i,0.040488-0.0030404i,0.030695-0.027061i,0.00020454-0.013569i,-0.0039991-0.01632i,-0.0041191-0.024134i,0.018782-0.011005i,0.030581-0.008533i,0.012382-0.014395i,0.0072373+0.00010358i,0.0025323-0.0016586i,-0.0014528-0.0023818i,0.0029409-0.0016716i,0.00030236-0.0018747i,-0.0011849-0.0021454i,0.0061102-0.0037172i,-0.0048951-0.00037656i,-0.001341-0.001015i,0.0014462+0.00075826i,0.00081259+0.0019138i,-7.3564e-05+0.0023249i,-0.00030585+0.00032175i,0.0010586+0.0019888i,-0.00041186+0.0030957i,-0.0021837-0.00028828i,-0.00105+0.00082119i,-0.0010564-7.1639e-05i,0.0008879-0.00069178i,-0.00017725-6.0184e-05i,5.0143e-05-0.0014205i,0.0012556+0.00081133i,0.0019237+0.00066201i,0.0018785+0.00039413i,0.00081344-0.00045051i,0.0011782+0.00043931i,0.0046402-0.0010824i,-0.0012781+0.0019101i,-1.041e-05+0.00043643i,9.3593e-05-0.00064435i,-0.00052562-0.0017867i,0.0017126+0.0016298i,0.0013193+0.001268i,0.0066294-0.0040977i,0.0013821+0.00048761i,0.009222+0.01332i,0.013299+0.027125i,0.040168+0.024831i,0.024901+0.0079778i,0.0065522-0.017633i,0.015786-0.00061747i,0.017524+0.020566i,0.010054+0.0243i,0.011048+0.033715i,-0.015776+0.030936i,0.0032783-0.0053255i,0.0044313-0.0019201i,0.0067043-0.0043643i,0.010524+0.0021236i,0.00045903+0.0044929i,-0.012918+0.0011565i,-0.0012795-0.010346i,-0.00017493+0.016072i,-0.0020911-0.0034094i,-4.0341e-05+0.0013038i,-0.0011332+0.00055893i,0.0029577-0.0014048i,0.0041867-0.0008012i,-0.0043176-0.0001529i,0.0036309-0.0007422i,-0.0060266-0.0022169i,-0.0015756+0.00099438i,5.5506e-05+0.00029636i,-0.0035547-0.0046278i,-0.0025026-0.0037488i,-0.0083186-0.017008i,0.0042614-0.00035219i,-0.0040154+7.7493e-05i,-0.0023975+0.0019815i,-0.0056003+0.0014987i,0.004467+0.0031857i,-0.007475-0.0045971i,0.0010018-0.0049505i,-0.0023869-0.0017454i,-0.0042653-0.0021977i,0.0065928-0.001689i,0.0022945+0.0026941i,0.0023267-0.0018173i,0.00073885+0.01039i,0.0060036+0.0037597i,0.023168+0.030389i,-0.021819-0.0090704i,-0.026198+0.010007i,-0.010713+0.014833i,0.0018202-0.0027897i,0.0084569-0.008387i,-0.0084+0.0037082i
