-0.032616-0.039788i,-0.021135-0.01979i,-0.012796-0.035873i,-0.029611-0.019812i,-0.022365-0.0002712i,-0.013971-0.0057686i,-0.055276-0.059081i,-0.047146-0.017189i,-0.036346-0.014196i,0.012838+0.012298i,-0.0075585+0.0045067i,-0.019458+0.019216i,0.0021866+0.011331i,-0.0056417-0.0022853i,0.00017568+0.00145i,-0.0018676+0.031206i,0.025268+0.023276i,0.0022308-0.0024448i,-0.0022978-0.0073673i,0.0074292+0.0017385i,0.0023998+0.00096747i,0.00019336+0.0034338i,-0.00036851+0.00035477i,-0.038417-0.0096782i,0.0010628-0.0077761i,0.0015604+0.0021178i,0.0070721+0.00075228i,0.0017482+0.00075992i,0.0010813-0.00050571i,-0.00053356-0.0026103i,0.0014351-0.0024472i,-0.002143-0.0064194i,-0.00081111-0.0046903i,0.0028926-0.00072319i,0.0044382-0.0033756i,0.00010757+0.029409i,0.0041791-0.0036582i,0.0028531-0.0016173i,0.0084313-0.0019138i,-0.0071656-0.0042489i,-0.00018151+0.00084147i,0.0086231-0.00023714i,0.0045349-0.0025242i,-0.0015968+0.0080469i,-0.017505-0.0079817i,-0.018998+0.014792i,-0.0028385-0.061052i,-0.0051017-0.026863i,-0.02625-0.032903i,-0.010756-0.0271i,0.055367-0.020195i,0.017519-0.042529i,0.023434-0.04805i,0.0050863-0.053118i,0.026813-0.02124i,0.0083174+0.0061987i,0.025148-0.035207i,-0.0080104-0.0071382i,0.0038191-0.004625i,-0.0041086-0.0074594i,-0.0015781-0.033679i,-0.018814+0.029093i,0.0086743-0.011899i,-0.008943-0.0038953i,-0.0041818-0.0016752i,0.000734-0.013077i,-0.011377+0.0047216i,0.0023134+0.0101i,-0.0054993+0.026225i,0.0050941+0.0026432i,-0.0055927-0.0021273i,-0.0020782-0.0021832i,-0.013113-0.0089087i,-0.00050588-0.0040504i,-0.030691+0.0091785i,0.0013641-0.010815i,-0.0084567-0.00024404i,-0.0070021-0.0024432i,0.0051718+0.0010564i,-0.0082146-0.00010761i,0.0021157+0.00012563i,0.0033051+0.0076019i,0.0041171+0.00021096i,-0.0067481-0.012266i,0.0028013+0.0094794i,-0.015152+0.0035918i,0.0067956-0.00028218i,-0.022417-0.0013137i,-0.017354+0.0064379i,-0.0094562-0.066895i,0.0079462-0.012489i,-0.049304-0.023047i,-0.020723+0.00022323i,0.017309+0.011682i,-0.022936+0.015461i,-0.020511-0.0044703i
0.024442-0.027774i,0.010198-0.015352i,0.010531-0.019112i,0.0025454-0.010974i,0.00086165-0.01895i,-0.0052423-0.0042467i,0.012332-0.016509i,-0.0068189-0.013385i,-0.011514-0.0096801i,0.0037476-0.0017494i,-0.00043137-0.0004485i,-0.0013373+0.0010311i,0.0025276-0.00068695i,0.00025406-0.00078765i,-0.00033469-0.0011875i,0.0020839-0.0036233i,-0.0067039+0.00057107i,-0.00022234-7.4056e-05i,0.00017575-0.0002329i,0.00010735+0.001737i,-0.0005768+0.0024285i,-0.00069883+0.00079764i,0.0011662+0.00051358i,-0.0021102+0.0033655i,-0.0018336-0.0031956i,-0.00043804-9.0651e-05i,-0.0003035+0.00055073i,0.00081127-0.00072868i,0.00070599+0.00016505i,0.00033636-0.00092712i,0.0022886-0.0016899i,0.0031572-0.00014381i,0.0017032+0.00047976i,0.00026755-0.00076139i,0.0020537-0.00044077i,0.0059292-0.0018401i,0.0023148+0.0023094i,-6.0383e-05+4.9983e-05i,0.00017068-0.0014797i,0.00064403-0.001297i,0.0014309+0.0013487i,0.00133+0.0029717i,0.0012437-0.00094572i,0.0049736+0.0034357i,-0.0016063-0.026684i,0.0061913+0.0020226i,0.021104+0.0044662i,0.0049603+0.0067152i,-0.0086066-0.021919i,0.0078943+0.0075069i,0.0125+0.016603i,0.0018796+0.016282i,0.020831+0.0094485i,0.0022055+0.0059932i,0.00033142-0.0084302i,0.0017579-0.0031915i,0.0013746-0.0049411i,0.0085144-1.4411e-05i,0.0010775+0.0043454i,-0.0075043+0.011755i,-0.0046291-0.0063905i,0.0053389+0.009315i,-0.0036018-0.0011664i,0.00012489+0.0015031i,-6.5716e-05+0.0017136i,-0.0025346-0.0027489i,0.0054114-0.0031683i,-0.005346-0.00035937i,0.0036086+0.00013536i,-0.0060224+0.0032587i,-0.0019185+0.00028452i,0.0010429-0.00091706i,-0.0054974-0.0015521i,-0.0035995-0.00081841i,-0.0099337-0.010664i,0.0033754-0.0032703i,-0.0029903-0.00052426i,-0.0011386+0.001569i,-0.002811+0.0031436i,0.0087904+0.0025301i,-0.0051738+0.00149i,-0.0013546-0.0050863i,-0.0028768-0.00080428i,-0.0025545-0.00093064i,0.0034051-0.003753i,0.003266+0.0010566i,0.0021888-0.0010912i,0.00087505+0.0055757i,0.00070517+0.0044224i,0.023651-0.0067394i,-0.024129-0.0019488i,-0.031879+0.020959i,-0.0053199+0.010862i,0.0016199+0.0023571i,0.007438-0.0020944i,-0.01281-0.0014583i
0.018637-0.030174i,0.00721-0.017603i,0.0069466-0.020379i,0.00038989-0.010522i,-0.0032437-0.019056i,-0.0053574-0.0034306i,0.00786-0.019675i,-0.0087919-0.011433i,-0.012868-0.0074371i,0.0030249-0.0025026i,-0.00050706-0.00070935i,-0.00058797+0.0015523i,0.001728-0.0012218i,0.00036757-0.00040415i,-0.00045411-0.0011178i,0.0014809-0.0036994i,-0.0063594+0.0026422i,-0.00058149+0.00013813i,-6.7216e-05-0.00031458i,0.00052958+0.0016177i,0.00030959+0.0025257i,-0.00039601+0.00091969i,0.0013103+8.8778e-05i,3.6174e-05+0.0033461i,-0.0028051-0.0020095i,-0.00039779+8.0135e-05i,5.6837e-05+0.0011101i,0.00049173-0.00079587i,0.00069924+0.00020224i,9.6868e-05-0.00080308i,0.0014763-0.0025303i,0.0031781-0.0013021i,0.0019705-6.8471e-05i,-0.00011904-0.00074475i,0.0022216-0.0012914i,0.0055414-0.0032964i,0.0028243-0.0021732i,-6.9111e-05-7.3008e-07i,3.8353e-05-0.0011453i,0.00014602-0.0018845i,0.0019449+0.00075822i,0.0023499+0.0017865i,0.00075418-0.0011269i,0.0063603+0.0024963i,-0.0057981-0.025102i,0.0065859+0.0022276i,0.021852+0.0012519i,0.0072129+0.0031595i,-0.013368-0.017437i,0.011946+0.004133i,0.015988+0.012313i,0.0051027+0.01174i,0.018489+0.0014938i,0.0053857+0.0024642i,-0.0026176-0.0084562i,-0.0012401-0.0034423i,-0.00059127-0.0062683i,0.0062394-0.0026333i,0.0021989+0.0035586i,-0.0018474+0.014141i,-0.0057032-0.0029817i,0.0064914+0.0070399i,-0.0037044+0.00041701i,0.0010676+0.0023656i,0.001203+0.0016654i,-0.0041484-0.0016218i,0.0052675-0.0064299i,-0.005659+0.00092021i,0.0040505-0.0015636i,-0.0043261+0.0061396i,-0.0014076-0.00047695i,0.0002795-0.0015512i,-0.0045963+0.0017046i,-0.0032144+0.00010511i,-0.011771-0.0050484i,0.0012946-0.0036812i,-0.0025251+0.00043649i,-0.0014608+0.00098161i,-0.0015285+0.0037483i,0.010325-0.0010707i,-0.004165+0.003943i,-0.0029976-0.0044382i,-0.0024459-0.00028582i,-0.002614+0.00037491i,0.00072606-0.0037424i,0.0037848-0.00015546i,0.0021725-0.0012685i,0.0016043+0.0039765i,0.00042911+0.0041033i,0.019789-0.01314i,-0.022785+0.0031293i,-0.028382+0.028094i,-0.0040524+0.0084363i,0.0031857+0.0041816i,0.0051962-0.0036257i,-0.0144+0.0012237i
0.013494-0.031474i,0.0034025-0.019356i,0.0032591-0.021121i,-0.0011646-0.0096088i,-0.0072687-0.018189i,-0.0053185-0.0029738i,0.0031776-0.02156i,-0.01012-0.0095768i,-0.013889-0.0049647i,0.0021988-0.0031539i,-0.00096523-0.00081502i,0.00029998+0.001765i,0.0012054-0.00076215i,0.00083824-0.00024747i,-0.00066694-0.0010794i,0.00088495-0.003803i,-0.0048912+0.0042759i,-0.001103+0.00041009i,-0.00034894-0.0002095i,0.0008835+0.0012406i,0.0012714+0.0018343i,-0.00027093+0.00091881i,0.0012793-0.00041069i,0.0017526+0.0023187i,-0.0041586-0.001615i,-0.00020094+0.00017687i,0.00071151+0.0011427i,0.00015231-0.00077045i,0.00076959+5.7709e-05i,-0.00018967-0.00081026i,0.00045798-0.002958i,0.0025946-0.0024694i,0.0019141-0.00092895i,-0.00038748-0.000498i,0.0018826-0.0024218i,0.0044745-0.0051002i,0.0013027-0.0015761i,-0.00010993+5.3449e-05i,-0.00015183-0.0011628i,-0.00070797-0.0021232i,0.0020828-0.0001308i,0.0024201+0.00053473i,0.00045438-0.0011362i,0.0071119+0.00061999i,-0.0093576-0.023292i,0.0085575+0.0020978i,0.022496-0.0021048i,0.0079489-0.00044164i,-0.015623-0.012466i,0.015056-0.00058491i,0.017771+0.0075344i,0.0073755+0.0077551i,0.01508-0.0041149i,0.0066282-0.0004433i,-0.0054617-0.0068278i,-0.003943-0.0020524i,-0.0042868-0.0065791i,0.003222-0.0037081i,0.0023902+0.0025172i,0.0031181+0.013422i,-0.0051506-0.0003406i,0.0066572+0.004124i,-0.0032062+0.0027553i,0.0020908+0.0025512i,0.0018756+0.0010085i,-0.0049248+0.00034537i,0.0032211-0.0082814i,-0.0049111+0.0022624i,0.0038707-0.0029763i,0.00015627+0.0071662i,-0.0018275-0.0010949i,-0.00059549-0.001334i,-0.0027645+0.0033414i,-0.0024038+0.00075217i,-0.011136-0.0001184i,0.00013636-0.0038575i,-0.0017915+0.00078684i,-0.0015363+0.0016039i,0.00018978+0.003456i,0.010061-0.0049989i,-0.0019794+0.0053715i,-0.0043671-0.0031196i,-0.0021051-0.00023782i,-0.0018683+0.0012788i,-3.2057e-05-0.0026624i,0.0033629-0.0015448i,0.0023338-0.0014659i,0.00094221+0.0026836i,0.00040486+0.0042218i,0.016215-0.016714i,-0.019921+0.0065869i,-0.021501+0.033653i,-0.0042585+0.0066391i,0.0055698+0.0040868i,0.0030512-0.0027549i,-0.013892+0.0040599i
0.0086236-0.032606i,-0.00070047-0.019789i,-0.00049344-0.021575i,-0.00197-0.009052i,-0.010954-0.016055i,-0.0055286-0.0027509i,-0.0020363-0.021966i,-0.010974-0.007699i,-0.01405-0.0022587i,0.0011807-0.0036263i,-0.0015681-0.00030592i,0.0011484+0.001207i,0.0012392-0.00059081i,0.0011391-0.00079005i,-0.00093112-0.00085274i,0.00014893-0.0037058i,-0.0036442+0.004537i,-0.0013977+0.0012825i,-0.00044647+0.00015447i,0.00097928+0.00072355i,0.0015307+0.00090236i,-0.00023008+0.00095464i,0.00095466-0.00078104i,0.0028302+0.00021376i,-0.0047179+0.00070086i,-0.00014994+0.00015524i,0.0011215+0.00085047i,-6.9791e-05-0.00064315i,0.00073709-0.00020356i,-0.00065532-0.00059821i,-0.00066861-0.0031032i,0.0015539-0.0032707i,0.0014814-0.0016349i,-0.00045241-0.00032551i,0.00079196-0.0035758i,0.0031716-0.0065823i,0.001231-0.0010658i,-7.0777e-05+0.00019638i,-0.0004345-0.0010308i,-0.0015564-0.0019757i,0.0017181-0.00079635i,0.0021834-0.00018351i,5.1473e-05-0.0010966i,0.006902-0.00081791i,-0.012365-0.021225i,0.011139-8.2793e-05i,0.022781-0.0057962i,0.0079535-0.0034242i,-0.01517-0.007378i,0.016111-0.0072112i,0.018382+0.003003i,0.0085696+0.0030238i,0.012187-0.007865i,0.0078003-0.0032116i,-0.0069083-0.0040694i,-0.0055179+0.0004593i,-0.0083415-0.0052927i,0.00091024-0.0036384i,0.002202+0.0021208i,0.0068064+0.011486i,-0.0040508+0.0015866i,0.0050857+0.0014964i,-0.00061326+0.0045462i,0.0033805+0.0021483i,0.0026238+0.00042971i,-0.0045815+0.0025377i,0.00081034-0.0095232i,-0.0039822+0.0030484i,0.003226-0.0045669i,0.0031219+0.004886i,-0.0030551-0.0010432i,-0.00088134-0.0010132i,-0.00052814+0.0042262i,-0.0016709+0.00086846i,-0.0088092+0.0038298i,-0.0017168-0.0038795i,-0.0010466+0.00071858i,-0.0011965+0.0015297i,0.0012557+0.0023416i,0.0081121-0.0093302i,0.0010097+0.0055854i,-0.0045453-0.001332i,-0.0022804-0.00014256i,-0.0012241+0.0016472i,-0.00033636-0.0021483i,0.002447-0.0020487i,0.002383-0.002061i,0.00035948+0.0027719i,0.00088168+0.0046373i,0.012315-0.02039i,-0.017725+0.0072241i,-0.013417+0.035617i,-0.0045503+0.0065229i,0.0068184+0.0036013i,0.0026024-0.0012689i,-0.012406+0.0059093i
0.0032432-0.033033i,-0.0046274-0.019021i,-0.0045761-0.021111i,-0.003097-0.0091329i,-0.01345-0.013439i,-0.0059387-0.002564i,-0.0065974-0.020587i,-0.011523-0.0060638i,-0.013316+0.00024158i,4.3332e-05-0.0034362i,-0.0016461+0.00060994i,0.0013984+0.00046667i,0.0013597-0.00066085i,0.00057516-0.0010538i,-0.0010265-0.00044762i,-0.00071439-0.0033296i,-0.0027576+0.0048178i,-0.00057491+0.0018374i,-0.00040521+0.00037559i,0.0006961+0.0003246i,0.0014363+0.00011008i,5.1781e-05+0.00096742i,0.00059002-0.00095i,0.0021958-0.0018517i,-0.0030266+0.0029649i,-0.00014384+0.00017943i,0.0014173+0.00046764i,-9.6421e-05-0.00049134i,0.00049758-0.00041082i,-0.00086-5.2129e-05i,-0.0018816-0.0026516i,0.00032385-0.0036852i,0.00059345-0.0021215i,-0.00051294-0.00013667i,-0.001031-0.0036996i,0.0013108-0.0076278i,0.0010991-0.0017391i,5.7142e-05+0.00015354i,-0.00049802-0.00080248i,-0.0025365-0.0014016i,0.0012734-0.0012498i,0.0020216-0.00072082i,-0.00029828-0.00095727i,0.0069641-0.0019204i,-0.014676-0.019213i,0.012349-0.0038708i,0.022626-0.0097123i,0.0077703-0.0073178i,-0.012434-0.0033723i,0.014371-0.014305i,0.018126-0.0010349i,0.007711-0.0013356i,0.0086408-0.010147i,0.0083614-0.0065323i,-0.0070493-0.0022384i,-0.0055609+0.0035557i,-0.012132-0.0016584i,-0.00092032-0.0030229i,0.0022373+0.0021203i,0.0099988+0.0086816i,-0.0024242+0.0025471i,0.003039+0.00096719i,0.0025948+0.0034614i,0.0048955+0.00098011i,0.0030241-0.00068438i,-0.0031245+0.0047067i,-0.0025394-0.010555i,-0.0032545+0.0042032i,0.0023545-0.0062137i,0.003716+0.0029245i,-0.0040133+1.0817e-05i,-0.0011249-0.00081365i,0.0022467+0.0033307i,-0.0012733+0.00031516i,-0.0050202+0.0060849i,-0.0033445-0.0017981i,-0.00061779+0.00032097i,-0.0010072+0.0013456i,0.0014128+0.0011272i,0.0044856-0.012545i,0.0036014+0.0040218i,-0.0037549-0.00014804i,-0.002231+0.00044688i,-0.00077693+0.0022582i,-0.00087289-0.0014446i,0.0014818-0.0023366i,0.0018097-0.0028097i,9.2705e-05+0.0030571i,0.0015943+0.0047953i,0.0073769-0.02265i,-0.018721+0.007503i,-0.0068971+0.034479i,-0.0038362+0.0060922i,0.0082269+0.0022535i,0.0031236-0.00047339i,-0.010484+0.0069558i
-0.001559-0.032304i,-0.0077942-0.017463i,-0.0081838-0.019821i,-0.0045189-0.0087167i,-0.015616-0.011063i,-0.0065203-0.0022473i,-0.0097745-0.018712i,-0.012-0.0046419i,-0.011922+0.0020042i,-0.00071532-0.0026787i,-0.0010796+0.0014405i,0.0013301+2.9442e-05i,0.0013188-0.00082585i,0.00037852-0.00075301i,-0.00094855-0.00021318i,-0.001313-0.002568i,-0.0019083+0.0050092i,0.00022412+0.001645i,-0.00027858+0.00065811i,0.00050043+0.00031305i,0.0010748-0.00048928i,0.00021591+0.00084414i,0.00017873-0.0011033i,0.00089143-0.0030113i,-0.00095983+0.0017632i,-0.00017388+0.00034649i,0.0016076+3.5236e-05i,-0.00018912-0.0004443i,0.0002281-0.0004693i,-0.00074923+0.00039699i,-0.002765-0.0017499i,-0.0011676-0.0036344i,-0.00035401-0.0020451i,-0.00038524+3.631e-05i,-0.0022467-0.0028752i,-0.00089061-0.0080467i,0.00063318-0.0019717i,6.1671e-05+0.00010666i,-0.00057232-0.00071494i,-0.0032137-0.00028198i,0.00068391-0.0014788i,0.0018292-0.0012537i,-0.00058119-0.00058303i,0.0070532-0.003817i,-0.017154-0.017412i,0.011864-0.0081025i,0.021441-0.014088i,0.0049486-0.011366i,-0.0079575-0.0028283i,0.0091295-0.019927i,0.017577-0.0045837i,0.0063517-0.0040995i,0.0058767-0.0097834i,0.0077532-0.010005i,-0.0072973-0.00048166i,-0.0035968+0.0062362i,-0.013795+0.0037101i,-0.0025455-0.0020041i,0.0025057+0.0020979i,0.01131+0.0049217i,-0.00079888+0.0023122i,0.0017997+0.0011411i,0.0029214+0.0011172i,0.0052429-0.0013453i,0.0027426-0.0024614i,-0.00011262+0.0058947i,-0.0071909-0.0085437i,-0.0014853+0.0059744i,-0.00050986-0.0073458i,0.0047084+0.0017554i,-0.0043676+0.0017986i,-0.00124-0.00052162i,0.0036088+0.00072741i,-0.0011749+7.8076e-05i,-0.00065644+0.0058556i,-0.0024815-0.0020834i,-0.00063336-0.00019849i,-0.0012358+0.0012508i,0.0012506+0.00022904i,-0.00071273-0.014205i,0.0050125+0.0012166i,-0.0034506+0.00039827i,-0.0019804+0.0008263i,0.00061372+0.0026389i,-0.00046475-0.00061079i,0.00052531-0.0020471i,0.00079833-0.0033134i,4.9983e-07+0.0033317i,0.0021923+0.0046428i,0.0021915-0.022546i,-0.01995+0.010464i,-0.0019802+0.032878i,-0.0035506+0.0048122i,0.0088809+0.00051753i,0.0037684-0.00081118i,-0.0087326+0.0068017i
-0.0059328-0.031344i,-0.010189-0.015557i,-0.011435-0.017973i,-0.0056401-0.0080114i,-0.01749-0.0079878i,-0.0071939-0.0017032i,-0.01243-0.017102i,-0.012557-0.0031496i,-0.010578+0.0027104i,-0.00084133-0.0020482i,-0.00019508+0.001876i,0.0012003-0.00022691i,0.0013759-0.00095307i,0.00057003-0.00065345i,-0.00092482-5.2367e-05i,-0.0014843-0.0017452i,-0.001175+0.0040622i,0.00067781+0.0013702i,7.0075e-05+0.00083752i,0.00052589+0.00037678i,0.00047986-0.00081923i,0.00022217+0.00082355i,-0.00026678-0.00096445i,-0.00049841-0.003262i,-0.00093176+0.0012829i,3.8466e-05+0.00053332i,0.0015134-0.00053219i,-0.00025695-0.00030451i,4.5782e-05-0.00048606i,-0.0004613+0.00075151i,-0.0032214-0.00066669i,-0.0023777-0.0026765i,-0.001027-0.0018181i,-0.00021648+0.00010831i,-0.0029607-0.0019873i,-0.0028702-0.0072909i,-0.0001075-0.0015316i,7.2089e-05+0.00018133i,-0.00080656-0.00058618i,-0.0033571+0.0011239i,0.00012549-0.0015304i,0.001395-0.0016875i,-0.00070829-0.00015987i,0.0062625-0.0057316i,-0.019777-0.014953i,0.0098156-0.011545i,0.018877-0.018142i,0.001275-0.013202i,-0.0055732-0.0054762i,0.0030914-0.022509i,0.017466-0.0084038i,0.0054079-0.006645i,0.005643-0.0092226i,0.0067979-0.012911i,-0.0078105+0.0010255i,-0.00075713+0.0072885i,-0.012465+0.010229i,-0.0036489-0.00060294i,0.0028241+0.0019727i,0.011232+0.0021525i,-0.00020657+0.0015583i,0.00063111+0.0018699i,0.0027644+0.00022205i,0.0039786-0.0034932i,0.0010722-0.003658i,0.0027963+0.0048977i,-0.009367-0.0039247i,0.0018161+0.0059491i,-0.0043324-0.0059505i,0.0049395-0.00034745i,-0.0036794+0.0039058i,-0.0012876-0.00035337i,0.0037556-0.0022338i,-0.0015621+9.2378e-06i,0.0018081+0.0033653i,-0.0045035-0.0011816i,-0.0010159-0.0006711i,-0.001309+0.0015797i,0.00076881-0.0004885i,-0.0068145-0.01269i,0.0044373-0.0018399i,-0.003312+0.00096209i,-0.0017342+0.0015923i,0.0020021+0.0019632i,0.00011683-0.00096575i,0.00030355-0.0011583i,-6.7239e-06-0.0035348i,-0.0001258+0.0040668i,0.0028734+0.0044974i,-0.00082154-0.021487i,-0.020057+0.014336i,0.001937+0.030866i,-0.0041131+0.0031716i,0.0086908-0.0020321i,0.0035117-0.00079882i,-0.0078651+0.0059828i
-0.010365-0.029909i,-0.011897-0.013593i,-0.014225-0.01561i,-0.0066305-0.0075194i,-0.018515-0.0046301i,-0.007938-0.00089367i,-0.015206-0.015208i,-0.012831-0.0013916i,-0.0096206+0.0029731i,-0.00075515-0.0016546i,0.00071162+0.0018878i,0.0011166-0.00049088i,0.0013601-0.0012969i,0.00066921-0.00080389i,-0.00084967+0.00013282i,-0.001314-0.0011027i,-0.00088519+0.0025047i,0.0012726+0.0010998i,0.00051075+0.00063456i,0.00078306+0.00033289i,-0.00036135-0.00056963i,0.00049923+0.00082672i,-0.00055233-0.00069697i,-0.001549-0.0029309i,-0.00034672+0.0013987i,0.00022301+0.00047994i,0.00094337-0.0010317i,-0.00025206-0.00025157i,-0.00011758-0.00041248i,-9.9755e-05+0.0008621i,-0.0033231+0.00043049i,-0.002875-0.0015366i,-0.0016293-0.0012653i,-0.00012051+5.2029e-05i,-0.0035492-0.00086465i,-0.0042999-0.0057199i,-0.00033648-0.00092422i,0.00012232+0.00022668i,-0.00087236-0.00013358i,-0.0027681+0.0025279i,-0.00040116-0.0014094i,0.00073774-0.0020385i,-0.00063734+0.00027029i,0.0044932-0.0070363i,-0.02177-0.011658i,0.0067915-0.013733i,0.015629-0.021336i,-0.0025466-0.013617i,-0.0058327-0.0075943i,-0.0032943-0.023315i,0.016622-0.013012i,0.003793-0.0093894i,0.0060242-0.010111i,0.0049225-0.016321i,-0.0083986+0.0028725i,0.001975+0.0068305i,-0.007552+0.014828i,-0.0040651+0.00087443i,0.0029869+0.0017491i,0.011275-0.00049297i,6.0904e-05+0.0012573i,0.00064499+0.0032991i,0.0030902-0.00073273i,0.0020644-0.004214i,-0.00052333-0.0036503i,0.0045029+0.003037i,-0.009024+0.00032498i,0.0042609+0.0041927i,-0.0060025-0.0043619i,0.003854-0.0022895i,-0.0015924+0.0052117i,-0.0016239-0.00015521i,0.001692-0.0047304i,-0.0019383+0.00033622i,0.0020178+0.00090585i,-0.0047529+0.0010656i,-0.0017628-0.00075686i,-0.00093719+0.001538i,-0.00015114-0.0007057i,-0.010577-0.0090426i,0.0025949-0.0036772i,-0.0029366+0.0013636i,-0.00084497+0.0021276i,0.0026161+0.00064229i,-0.00013712-0.00098764i,0.0009218-0.00071601i,-0.00082641-0.0035233i,0.0006117+0.0051173i,0.0034911+0.0042262i,-0.0040556-0.02072i,-0.018922+0.018804i,0.0053942+0.028658i,-0.0060393+0.0020836i,0.0060127-0.0039803i,0.0039589-0.00094315i,-0.0083788+0.0054799i
-0.014602-0.027376i,-0.013315-0.012087i,-0.016222-0.01259i,-0.007791-0.0069527i,-0.018983-0.0014766i,-0.0084444+0.0003555i,-0.017449-0.012877i,-0.01272+0.00040038i,-0.0092706+0.0031047i,-0.00062993-0.0013418i,0.0015514+0.0014588i,0.0010791-0.00051592i,0.001138-0.0015003i,0.00064763-0.00089926i,-0.00077538+0.00025582i,-0.00095946-0.0010012i,-0.00054294+0.00063056i,0.0016372+0.00053664i,0.00065984+0.00018183i,0.0010697+0.00028093i,-0.00058328-3.1051e-05i,0.00084681+0.0005763i,-0.00059341-0.00045278i,-0.0022774-0.0024929i,-0.00012398+0.0013416i,0.00041677+0.00038413i,0.00041103-0.0010105i,-0.00030471-3.7855e-05i,-0.00029474-0.00031203i,0.00034591+0.00095058i,-0.0030339+0.0016488i,-0.0030081-0.00059955i,-0.0012966-0.00054795i,-0.00016284+0.00011563i,-0.0035919+0.0005762i,-0.0051148-0.0041334i,-0.00035927-0.00053809i,0.00015322+0.00022597i,-0.00058521+6.2538e-05i,-0.001543+0.0033942i,-0.00066748-0.0011099i,0.00019409-0.002097i,-0.00033028+0.00062968i,0.0028435-0.0082321i,-0.022727-0.0081649i,0.0040568-0.014167i,0.012181-0.023652i,-0.006107-0.01279i,-0.0074284-0.0085003i,-0.0098273-0.021307i,0.014397-0.017731i,0.002048-0.011529i,0.0060396-0.011392i,0.0013832-0.018815i,-0.0084738+0.0056328i,0.0038647+0.0053641i,-0.0018104+0.016777i,-0.0040691+0.0024261i,0.0034087+0.0017743i,0.01026-0.0030099i,0.00016644+0.00085319i,0.0018034+0.0045692i,0.0025929-0.0018498i,0.00088298-0.0038447i,-0.0020127-0.0030201i,0.0050537+0.0011071i,-0.006825+0.0032554i,0.0057128+0.0016639i,-0.0073326-0.0011561i,0.0022859-0.0029511i,0.00091106+0.0050737i,-0.001673+0.00048198i,-0.0010925-0.0055977i,-0.0022188+0.00032772i,0.00088117-0.00016941i,-0.0037882+0.0027349i,-0.002561-5.2026e-05i,-0.00090576+0.0017182i,-0.00061216-0.00033451i,-0.012668-0.0047842i,0.00039759-0.0044146i,-0.0027769+0.0016541i,5.1853e-05+0.0020294i,0.0025939-0.00061683i,-0.00010184-0.00091231i,0.001635-0.0010646i,-0.0020224-0.0036253i,0.0017614+0.0054778i,0.0041566+0.0039173i,-0.0062338-0.01906i,-0.015654+0.024125i,0.0086337+0.02624i,-0.0083825+0.0025107i,0.0029959-0.0031331i,0.0040351-0.0018271i,-0.0091572+0.0057267i
-0.017683-0.024458i,-0.01527-0.010844i,-0.017368-0.010016i,-0.008844-0.005961i,-0.018871+0.0021782i,-0.0084354+0.0017907i,-0.019319-0.010228i,-0.012285+0.0019482i,-0.0094293+0.003623i,-0.00030923-0.0014347i,0.0021059+0.00062822i,0.0012193-0.00081335i,0.0010386-0.0015735i,0.00085157-0.0013128i,-0.00066414+0.00036394i,-0.00087945-0.0010496i,-0.00068707-0.0015883i,0.0014808+3.5641e-05i,0.00057999-0.00016377i,0.001425-6.2995e-07i,-0.00055012+0.00033015i,0.00088454+0.00018088i,-0.00063867-0.0003165i,-0.0028037-0.0022002i,5.3842e-05+0.0012376i,0.00057343+0.00021921i,0.00013583-0.00091009i,-0.00025648+0.00020787i,-0.00039123-0.00015478i,0.00085117+0.0007556i,-0.0022684+0.002626i,-0.0030071+0.00026931i,-0.0011726-0.00024096i,-3.8215e-05+0.00015881i,-0.0029807+0.0016851i,-0.0051924-0.0024254i,-9.1349e-05-0.00053576i,0.00029124+0.00040444i,-0.00051531-2.6006e-05i,-1.9245e-05+0.0033673i,-0.00080095-0.00085824i,-0.00035693-0.0022614i,0.00021696+0.00068393i,7.807e-05-0.0085024i,-0.023119-0.0047557i,0.0026971-0.014096i,0.0086011-0.025391i,-0.0091199-0.010455i,-0.0082443-0.0080139i,-0.014769-0.016356i,0.010682-0.021916i,0.00029377-0.014001i,0.0060045-0.013336i,-0.0026133-0.019523i,-0.0069316+0.0090425i,0.0048513+0.0035285i,0.0035106+0.016089i,-0.0034092+0.0038232i,0.0044676+0.0014339i,0.0081022-0.0053546i,-3.5057e-05+0.00049752i,0.0040611+0.0044825i,0.0016763-0.0021254i,0.00017442-0.0036515i,-0.0028466-0.0020127i,0.0051109-0.00067489i,-0.0049482+0.0045436i,0.0057106-0.0015311i,-0.0059883+0.0016076i,0.0014449-0.0027353i,0.0025613+0.0038855i,-0.0013508+0.00080604i,-0.0039566-0.0047606i,-0.0021443+0.0021343i,0.00022545+0.0002506i,-0.0022984+0.003716i,-0.0025146+0.0010229i,-0.00085939+0.0021387i,-0.00065293-0.00013119i,-0.013315-0.00044745i,-0.0017345-0.0039881i,-0.0027417+0.0024022i,0.00053125+0.0019203i,0.0026284-0.0018873i,-0.0001299-0.0015228i,0.0018385-0.0018442i,-0.0030615-0.0026512i,0.0033235+0.0052862i,0.0050713+0.0033286i,-0.0080736-0.017393i,-0.0093101+0.027388i,0.01159+0.02303i,-0.01025+0.0040774i,0.0016648-0.0010486i,0.003512-0.0026943i,-0.0097408+0.0065413i
