-0.023262-0.018912i,-0.032294-0.033198i,-0.022356-0.01961i,-0.03236-0.020332i,-0.02402+0.0041083i,-0.028689-0.018111i,-0.057006-0.045564i,-0.041038-0.043336i,-0.02951-0.023401i,0.0054574+0.0058267i,-0.00331+0.0063326i,-0.010978+0.011096i,0.0039015+0.0068731i,-0.0038174-0.0028917i,0.0029101+0.0015189i,0.0024806+0.027312i,0.026595+0.033223i,8.3521e-05+0.00025432i,-0.002817-0.0030334i,0.0075688+0.0038709i,0.002292+0.00063369i,-0.00013067+0.0025311i,-0.00047731+0.00029644i,-0.032042-0.00039878i,-0.0031334-0.0049664i,8.9827e-05+0.0024322i,0.0039828-0.00074566i,0.0010359-0.00032003i,-0.00068162-0.00062261i,-0.00097534-0.001933i,-0.0022487-0.00061712i,-0.0039571-0.0037055i,-0.0028506-0.0055212i,0.00046916-0.0012964i,0.0008467-0.0031855i,-0.0016126+0.026014i,0.0020128-0.0032138i,0.0022484-0.0040053i,0.0044675-0.0021801i,-0.006542-0.001168i,0.00085056+0.0012519i,0.010411-0.0003138i,-0.0016571+6.1485e-05i,-0.0029071+0.0016824i,-0.0091561-0.0025159i,-0.018688+0.02136i,-0.0083626-0.08639i,-0.0022609-0.061165i,-0.021407-0.053971i,-0.011342-0.045883i,0.053933-0.026916i,0.023633-0.067233i,0.041135-0.05467i,0.01873-0.039469i,0.02605-0.019698i,0.012295+0.011889i,0.025495-0.029188i,-0.011372-0.0012115i,-0.0014384-0.001131i,-0.0081297-0.0017328i,-0.0046242-0.029058i,-0.020782+0.025887i,0.0077713-0.0093195i,-0.010551-0.0033207i,-0.0027308-0.0018152i,-0.00065764-0.014646i,-0.0084644+0.0055845i,0.0059671+0.010832i,-0.0097947+0.030299i,0.0066447+0.0077147i,-0.0033521-0.0016917i,-0.0022426-0.0013261i,-0.01321-0.0057757i,0.00064657-0.0046931i,-0.033073+0.0027775i,0.0034609-0.0085723i,-0.0071676-0.0020896i,-0.0053286-0.0030526i,0.0069772+0.0015474i,-0.010342+0.00040548i,0.0023756-0.0003157i,0.0060461+0.0080049i,0.0054641+0.00084867i,-0.0079217-0.010184i,0.0026967+0.0079136i,-0.019513+0.0076006i,0.0032544+0.0057613i,-0.020895-0.0092214i,-0.027312-0.0052949i,0.0095408-0.061474i,0.018971-0.01454i,-0.050993-0.028428i,-0.021732+0.0034589i,0.018999+0.010359i,-0.027131+0.011554i,-0.012706-0.0077676i
0.002062-0.0069908i,0.0071969-0.03178i,-0.015236-0.016546i,-0.01059-0.015252i,-0.011185-0.016358i,-0.01075-0.012453i,0.014999-0.014518i,0.013028-0.016841i,-0.0060569-0.0072942i,0.0035833+0.00055058i,0.00025834+0.00049502i,-0.00084697+0.00065163i,0.0011483-0.00066071i,0.00081443-0.00076637i,-0.0012229-0.0015797i,0.0032485-0.0054553i,-0.0027113+0.00097242i,-0.00054759+0.00025429i,0.00012438-0.00045465i,7.3817e-05+0.001284i,-0.00019622+0.0011848i,-0.00042316-9.9255e-05i,0.0012521+0.00059477i,-0.0027865+0.0028422i,3.0812e-05+0.00047852i,3.2399e-05+0.00016148i,-0.00078488+0.00035443i,-1.4861e-05+0.00018382i,0.00024217+0.00010626i,0.00037586-0.00036039i,0.00045384-0.00013741i,0.00105+0.00044958i,0.00014006-0.00022018i,-4.8254e-05-0.0006449i,0.00040047+0.00058338i,0.0064553-0.00051458i,0.00040761-0.00019952i,0.00092273+0.00022833i,0.00022299-0.000616i,0.00059663-0.0012763i,0.00054079+0.00098618i,0.00013397-5.7062e-05i,-0.00044182-0.0009206i,-0.00059835+0.0010112i,-0.007456-0.0081213i,0.00080823+0.021566i,0.029965-0.00048027i,0.030628-0.0037124i,0.0083809-0.017178i,0.030108+0.0072444i,0.022951+0.029256i,0.028206+0.019364i,0.017718+0.031365i,-0.024328+0.014344i,-0.00015553-0.008871i,0.0023849-0.0052454i,0.0061009-0.0065944i,0.0096665+0.0017025i,0.0030879+0.0053353i,-0.0059507+0.0058127i,-0.0021254-0.0053017i,0.0040507+0.0092813i,-0.0032338-0.0015679i,0.00030713+0.0031039i,4.335e-05+0.00061235i,0.0017032-0.0036126i,0.0064017-0.00156i,-0.0028274+6.1491e-05i,0.0046212-0.0011667i,-0.0066518-0.00047397i,-0.0015623-0.00079392i,0.00013646+0.00015872i,-0.0048943-0.0020849i,-0.0029614-0.0021536i,-0.011649-0.010268i,0.002551-0.0017827i,-0.004362+0.00013733i,-0.0014579+0.0015825i,-0.0052663+0.0025578i,0.0050498+0.0012585i,-0.0084049-0.0015002i,-0.0023737-0.0063467i,-0.0026704-0.0017198i,-0.005845-0.00040056i,0.0057701-0.0034348i,0.004639+0.0014964i,0.002651-0.002559i,0.0011772+0.0057743i,0.0031418+0.0015197i,0.011173+0.0064798i,-0.025434+0.0018109i,-0.031522+0.015584i,-0.014641+0.022592i,0.0024115+0.0020007i,0.0071323-0.0064683i,-0.014537+0.008542i
0.000697-0.0072257i,0.0017304-0.032583i,-0.017953-0.013529i,-0.013102-0.012439i,-0.014319-0.014312i,-0.012054-0.01062i,0.010786-0.017857i,0.010002-0.018166i,-0.0077701-0.0062578i,0.0036638-0.00075531i,0.00059195+0.00012693i,-0.00023789+0.0010677i,0.00070175-0.00088381i,0.0008007-0.00077339i,-0.001285-0.0012267i,0.0020015-0.0056391i,-0.0018594+0.0018142i,-0.00061306+0.00020918i,-0.00014566-0.00049272i,0.00044913+0.0011525i,0.00024662+0.0013587i,-0.00039194+9.8502e-05i,0.0013454+0.0001361i,-0.00086526+0.0031908i,0.00028985+0.00055985i,0.00017395+0.00010869i,-0.00033061+0.00093216i,5.9021e-05+0.00031548i,0.00029188+7.4938e-05i,0.00038613-0.00026403i,0.00024323-0.00031013i,0.001394+2.6687e-05i,0.00019007-0.00021565i,-0.00035621-0.0004696i,0.00089062+0.00043213i,0.0060682-0.0021358i,0.00017377-0.00012083i,0.00089937-0.00010116i,0.00018065-0.0004175i,0.00010179-0.0018534i,0.00074001+0.0007569i,9.6256e-05-0.00027721i,-0.00074137-0.00015357i,0.00043313+0.001043i,-0.0085116-0.0062478i,0.0041924+0.022393i,0.029859-0.0048326i,0.029486-0.009908i,0.0033538-0.014594i,0.032977+0.0016382i,0.028407+0.02366i,0.030681+0.011186i,0.019595+0.023606i,-0.018921+0.014523i,-0.002316-0.0076769i,-0.0011381-0.0052969i,0.0028501-0.0086978i,0.0079559-0.0011718i,0.0038984+0.0040143i,-0.0026518+0.0081375i,-0.0028148-0.002507i,0.0050651+0.0072297i,-0.0037877-0.00047232i,0.0016876+0.0039443i,0.00097107+0.00054073i,-0.00048779-0.003485i,0.0066972-0.0051174i,-0.0030542+0.00046467i,0.0043456-0.0032929i,-0.0062832+0.0027076i,-0.0016195-0.0015256i,-1.6013e-05-0.00050846i,-0.0043773+0.0008148i,-0.0031524-0.0013459i,-0.013052-0.0047654i,0.0010469-0.0023726i,-0.0037009+0.001214i,-0.001649+0.0011103i,-0.0036373+0.0041481i,0.0061734-0.00065807i,-0.0079252+0.0018285i,-0.0042233-0.0051526i,-0.0025578-0.0011941i,-0.0053369+0.0016644i,0.003067-0.0043355i,0.0049489-0.00043418i,0.0022318-0.002781i,0.0027046+0.0045656i,0.0019041+0.0011826i,0.010437+0.0017664i,-0.024461+0.0071591i,-0.02992+0.023212i,-0.010347+0.022283i,0.003908+0.0045309i,0.0046812-0.0062974i,-0.014361+0.010779i
-0.00017337-0.0074159i,-0.0041912-0.032475i,-0.019822-0.010123i,-0.014548-0.0093231i,-0.017228-0.011767i,-0.013156-0.0088571i,0.0062203-0.019867i,0.0072745-0.019272i,-0.0093287-0.0047141i,0.0031748-0.0018494i,0.00044304-0.00030464i,0.00046481+0.0012082i,0.00020123-0.000799i,0.00092284-0.00089129i,-0.0014296-0.00098585i,0.00087587-0.0055502i,-0.00079321+0.0020283i,-0.00085765+0.00029745i,-0.0003601-0.00029741i,0.0007308+0.00078461i,0.0008701+0.0010979i,-0.0004362+0.00016184i,0.001262-0.00034045i,0.00080397+0.0026428i,0.00071566+0.00047597i,0.00030661-4.2081e-05i,0.00029074+0.00096686i,0.00014445+0.00034009i,0.00027748+1.0955e-05i,0.00038363-0.00038296i,5.515e-05-0.00033533i,0.0013811-0.00060575i,6.0262e-05-0.00029721i,-0.00041545-0.00015758i,0.0012337-0.0003016i,0.0052225-0.0036537i,0.00028153-1.8252e-05i,0.00080566-0.00033503i,0.0002253-0.00048848i,-0.0006318-0.0020162i,0.0010014+0.00042731i,-0.00016233-0.00041767i,-0.00055233+0.00034592i,0.00095279+0.00039895i,-0.0089881-0.0046954i,0.0095232+0.02222i,0.029566-0.0095064i,0.026853-0.015306i,0.00054453-0.01106i,0.034969-0.0049108i,0.031675+0.01708i,0.031812+0.0038099i,0.01939+0.017933i,-0.014998+0.014984i,-0.0042185-0.0058962i,-0.0042312-0.003449i,-0.0015827-0.0093819i,0.0054758-0.0025786i,0.0039097+0.0027554i,0.00031465+0.0085377i,-0.0020431-0.00072308i,0.0050851+0.0051677i,-0.0041544+0.0019233i,0.0033617+0.0039145i,0.001324-0.00021452i,-0.001906-0.0023075i,0.0050499-0.0076397i,-0.0025476+0.0011479i,0.0032883-0.004574i,-0.0032269+0.0045267i,-0.0024653-0.001813i,-0.00049872-0.00066159i,-0.0028046+0.0023987i,-0.0027095-0.00054568i,-0.012523-3.0225e-05i,0.00019733-0.0025617i,-0.0027806+0.0018595i,-0.0017342+0.0015747i,-0.0014366+0.0043329i,0.0062178-0.0032021i,-0.0062187+0.0042249i,-0.0055401-0.003485i,-0.0027433-0.0010015i,-0.0042985+0.0028701i,0.0016813-0.0038696i,0.004261-0.0019377i,0.0021127-0.0031028i,0.002319+0.0020807i,0.0011722+0.0013044i,0.009751-0.0010508i,-0.021246+0.011602i,-0.024748+0.030519i,-0.0071837+0.021614i,0.0068334+0.0049093i,0.0025284-0.0049217i,-0.012675+0.013375i
-0.0012262-0.0077997i,-0.0098787-0.030899i,-0.020996-0.0068684i,-0.01509-0.006536i,-0.019567-0.0081338i,-0.014081-0.0069904i,0.0012837-0.020524i,0.0043166-0.020188i,-0.0099905-0.0026473i,0.0023336-0.002541i,3.1788e-05-0.00020805i,0.0012872+0.00067363i,-8.4926e-06-0.00048257i,0.00085611-0.0013229i,-0.0015448-0.00052991i,-0.00025129-0.005251i,-0.00022852+0.0017551i,-0.0010243+0.00078033i,-0.00031485+5.033e-06i,0.00080112+0.0002911i,0.0011512+0.00054741i,-0.00059261+0.00026942i,0.0009373-0.00071116i,0.0018911+0.0011604i,0.0011496+6.3306e-05i,0.00022697-0.00025905i,0.00057622+0.00075087i,0.00033496+0.00033706i,0.00027973-5.9273e-05i,0.00022065-0.00045077i,-8.8594e-05-0.00030333i,0.0011034-0.00099877i,9.5852e-06-0.00025652i,-0.00030703-0.00010672i,0.00094825-0.0011756i,0.004087-0.0048957i,0.00051315-0.00013483i,0.0006881-0.00055359i,6.6182e-05-0.00058481i,-0.0014196-0.0019219i,0.0010893-1.5701e-05i,-0.00044254-0.00021392i,-0.00028675+0.00077549i,0.00097548-3.347e-05i,-0.0089401-0.0035279i,0.015394+0.018831i,0.028619-0.014417i,0.023957-0.019371i,0.00084274-0.0066732i,0.035134-0.013078i,0.033554+0.010484i,0.031676-0.0038652i,0.019386+0.014036i,-0.0099379+0.014874i,-0.0049997-0.0035601i,-0.006034-0.0004418i,-0.0064244-0.0084288i,0.0036505-0.0029212i,0.0036272+0.0022152i,0.0027864+0.0083273i,-0.0010414+6.2926e-05i,0.0044441+0.0031754i,-0.0019911+0.0044436i,0.005231+0.0028276i,0.0016283-0.00072518i,-0.0024892-0.00084905i,0.0026371-0.009607i,-0.0019573+0.001362i,0.0019869-0.0057598i,-0.00089828+0.0035669i,-0.0036724-0.0013822i,-0.00075451-0.00066236i,-0.0012991+0.0034214i,-0.0023337-0.00034481i,-0.010262+0.0041291i,-0.000895-0.0030853i,-0.0016856+0.0020326i,-0.0014844+0.0016553i,0.00018605+0.0036511i,0.0052554-0.005844i,-0.0034852+0.0056647i,-0.0055548-0.0012973i,-0.0032497-0.00055154i,-0.0033851+0.0040725i,0.0007658-0.0034624i,0.0034174-0.00251i,0.0016138-0.0038364i,0.00075596+0.0016966i,0.00085944+0.0018415i,0.0086748-0.0040601i,-0.017766+0.012714i,-0.016663+0.034356i,-0.0035942+0.021686i,0.008673+0.0042204i,0.0019069-0.0032608i,-0.0098731+0.014856i
-0.0026454-0.0081308i,-0.014888-0.02812i,-0.021833-0.0033644i,-0.015369-0.0041853i,-0.020457-0.0042573i,-0.014815-0.0050641i,-0.003041-0.019594i,0.0013993-0.020585i,-0.0095391-0.00079801i,0.0013108-0.0026786i,-1.8552e-05+8.7666e-05i,0.0014753-0.00011878i,2.4343e-05-0.00030168i,0.00021171-0.0013492i,-0.0013296+5.9076e-06i,-0.0013565-0.0046136i,0.00014496+0.0017651i,-0.00063266+0.0013468i,-0.00024638+4.6544e-05i,0.00052729-9.1436e-05i,0.001164-1.9162e-05i,-0.00058698+0.00048935i,0.0005932-0.00088164i,0.0016511-0.00031255i,0.0010863-0.00075302i,-1.3862e-06-0.00035879i,0.00084958+0.000559i,0.00052441+0.00016337i,0.00024434-0.00014624i,2.8954e-05-0.00044185i,-0.00012375-0.00013205i,0.00079725-0.0013588i,-9.8114e-05-0.00026332i,-0.00033836+1.6795e-05i,-2.0111e-06-0.0014312i,0.0026477-0.0059457i,0.00049803-0.000422i,0.00045681-0.00086515i,7.2939e-06-0.00059717i,-0.0023009-0.0015282i,0.00085336-0.00047374i,-0.00046979+0.00013629i,-8.1443e-05+0.00094803i,0.00099181-0.00036649i,-0.0083713-0.0029394i,0.019347+0.013175i,0.026767-0.019408i,0.021633-0.024298i,0.004225-0.0037153i,0.032605-0.021582i,0.034052+0.0043007i,0.029227-0.010969i,0.019202+0.011191i,-0.005037+0.012626i,-0.0045258-0.0022739i,-0.0059019+0.0033462i,-0.011116-0.0047735i,0.0022141-0.0029639i,0.0034546+0.0018389i,0.0053443+0.007507i,2.0644e-05-3.6035e-05i,0.002973+0.0021379i,0.0013672+0.003838i,0.0067061+0.00066703i,0.001754-0.0016157i,-0.0020385+0.00092471i,-0.00090184-0.01111i,-0.0020302+0.0019652i,0.00024072-0.006707i,-0.00081081+0.0030913i,-0.0046469-9.6447e-05i,-0.0010535-0.00055335i,0.0013934+0.0035643i,-0.0024438-0.00060973i,-0.0065689+0.0066257i,-0.0028739-0.0028494i,-0.00088829+0.0016863i,-0.0010383+0.0018655i,0.0011148+0.0025904i,0.0031817-0.008245i,-0.00086928+0.0053761i,-0.004606+4.3944e-05i,-0.0032889+0.00022646i,-0.0016234+0.0052839i,-0.00018476-0.0028158i,0.0025654-0.0028457i,0.00049682-0.0042133i,-0.00017827+0.0022815i,0.0010067+0.0022382i,0.0070099-0.0063747i,-0.017988+0.01239i,-0.0091793+0.033926i,0.00061766+0.019861i,0.010283+0.0024307i,0.0021793-0.0021044i,-0.0069432+0.015344i
-0.0039051-0.0080965i,-0.018942-0.02464i,-0.02186+0.00025646i,-0.015284-0.0017501i,-0.020796-0.00068429i,-0.015183-0.0030568i,-0.0062106-0.018215i,-0.0015343-0.020962i,-0.0086107+0.00010287i,0.00074442-0.002418i,0.00020366+0.00029572i,0.001279-0.00067105i,9.3857e-06-0.00019958i,1.9606e-05-0.0010206i,-0.00096761+0.00013722i,-0.0019748-0.0036047i,0.00086913+0.0016913i,-1.8398e-05+0.0014618i,-0.0002094+0.00016783i,0.00030165-0.00011649i,0.0010221-0.00050225i,-0.00043821+0.00064337i,0.00023898-0.0010366i,0.0010482-0.0012878i,0.00047382-0.0012176i,-0.00026672-0.00018928i,0.0011+0.00025459i,0.0005593-5.7501e-05i,0.0001806-0.00020075i,-0.00021531-0.0003668i,-8.1614e-05-7.5333e-05i,0.00017233-0.001572i,-0.00012728-6.348e-05i,-0.00014823+0.00019786i,-0.00034713-0.001076i,0.00089094-0.0064775i,0.00036129-0.00042105i,3.6235e-05-0.00094587i,-6.0723e-05-0.00060774i,-0.0030033-0.0006432i,0.00051513-0.00068071i,-0.00031543+0.00036153i,0.00026554+0.0012873i,0.00084518-0.00082489i,-0.008361-0.0032828i,0.021153+0.0067588i,0.023757-0.024221i,0.016685-0.029876i,0.0092161-0.0050673i,0.026909-0.028744i,0.033965-0.0013531i,0.02611-0.016011i,0.020003+0.0096377i,-0.0022806+0.0089027i,-0.0045782-0.0016425i,-0.0033425+0.0063726i,-0.013418+0.00096739i,0.00087434-0.0028881i,0.0033558+0.0016721i,0.0069783+0.0055549i,0.00038519-0.00089354i,0.0017111+0.0019728i,0.0019768+0.0021307i,0.0065475-0.0023549i,0.001211-0.0027999i,5.5889e-05+0.001936i,-0.0058278-0.0095394i,-0.0013329+0.0033785i,-0.0026465-0.0067063i,0.00057436+0.0035264i,-0.0049434+0.0018791i,-0.0013086-0.00018807i,0.0038226+0.00086765i,-0.0027403-0.00026008i,-0.0022501+0.00648i,-0.0044928-0.0012296i,-0.00052622+0.0011361i,-0.00086309+0.0019235i,0.0016701+0.0012853i,-0.00037968-0.009963i,0.0011596+0.0041946i,-0.0041677+0.00048605i,-0.0032507+0.0010052i,0.0010185+0.0052751i,-0.00034764-0.0019737i,0.0017913-0.0027066i,-0.00061169-0.0041951i,-0.00045792+0.0032622i,0.0012251+0.0025548i,0.0051743-0.0076574i,-0.019071+0.015238i,-0.003848+0.032594i,0.0033628+0.016142i,0.011055-4.2811e-05i,0.0024692-0.0019554i,-0.0041228+0.0147i
-0.0053371-0.0081348i,-0.022011-0.020652i,-0.021269+0.0036341i,-0.0147+0.00032996i,-0.020457+0.0030472i,-0.015359-0.0010877i,-0.009057-0.016962i,-0.0048106-0.021005i,-0.007983+0.00012768i,0.00060932-0.0022275i,0.0004846+0.00040281i,0.00096801-0.00094408i,0.00011581-1.1014e-06i,1.0651e-05-0.00086025i,-0.00080263+0.00016029i,-0.0021514-0.0027487i,0.0014637+0.0012441i,0.0005359+0.0013463i,-3.5677e-05+0.00028003i,0.00022019-7.925e-05i,0.00070116-0.00087084i,-0.00033418+0.00083973i,-0.00010813-0.00091139i,0.0002415-0.0016931i,-6.6813e-06-0.0012144i,-0.00030338+9.7183e-05i,0.0010198-0.00020753i,0.00053744-0.00023003i,0.00010758-0.00025459i,-0.00035912-0.00010079i,-4.3581e-05-7.5725e-05i,-0.00035893-0.0013052i,-3.0632e-05+2.8925e-05i,3.8366e-05+0.00017372i,-0.00046536-0.00096656i,-0.00076113-0.0062378i,0.00042635-0.00055526i,-0.00034221-0.00074i,-0.00024327-0.00059862i,-0.0033476+0.0005184i,0.00022525-0.00086878i,-0.00016606+0.00052844i,0.00082664+0.0013328i,0.00041855-0.00098622i,-0.0093987-0.0034888i,0.020662+0.00073412i,0.019549-0.028249i,0.0095846-0.033051i,0.011963-0.0095438i,0.020114-0.033342i,0.033535-0.0071957i,0.023265-0.020778i,0.022381+0.0072355i,-0.00043924+0.0056075i,-0.0053925-0.0011769i,9.2253e-05+0.0071747i,-0.012349+0.0074783i,-0.00024083-0.0024161i,0.0035553+0.0014984i,0.00799+0.0037714i,8.8871e-05-0.0015468i,0.00052337+0.0027561i,0.0022989+0.0015243i,0.0044668-0.0047504i,-0.0003382-0.0033797i,0.0016533+0.0010847i,-0.0085754-0.0053226i,0.00088592+0.0039225i,-0.0048604-0.0046936i,0.0019802+0.0024937i,-0.0040375+0.0040172i,-0.0013524+9.8141e-05i,0.0034012-0.0022883i,-0.0027701+0.00049403i,0.00017823+0.003988i,-0.0045551+0.000698i,-0.00069697+0.00063159i,-0.0005906+0.0021862i,0.0012569-6.7173e-05i,-0.0050033-0.0092211i,0.0018846+0.0022979i,-0.0041057+0.0010394i,-0.0027839+0.0021859i,0.0030383+0.0040665i,3.6168e-05-0.0017403i,0.0017545-0.0022656i,-0.0015474-0.0037151i,-0.00070569+0.0044794i,0.0016828+0.0026171i,0.0046092-0.0085634i,-0.018275+0.019469i,0.0010933+0.030488i,0.0038682+0.011843i,0.010227-0.0032393i,0.0022811-0.0014686i,-0.0023403+0.013062i
-0.0072198-0.007729i,-0.024068-0.016636i,-0.020168+0.0069335i,-0.013919+0.0020431i,-0.019167+0.006506i,-0.01535+0.00086511i,-0.011835-0.015399i,-0.0082748-0.020313i,-0.0080457-0.00015066i,0.00039809-0.0023734i,0.00092702+0.00038849i,0.00068877-0.0011612i,0.00034086+8.5924e-05i,-7.5059e-05-0.00082194i,-0.00068628+0.00019018i,-0.0021274-0.0022116i,0.0018612+0.0007429i,0.001124+0.0010799i,0.0001323+0.00016473i,0.00025435-0.00014797i,0.00010097-0.00096651i,1.7391e-05+0.0010075i,-0.00030141-0.0007522i,-0.00045593-0.0017445i,-0.00040293-0.0010428i,-0.0002165+0.00026558i,0.00067526-0.00045412i,0.00050653-0.0003989i,2.8656e-05-0.00010074i,-0.00039404+0.00012854i,-4.4875e-05-5.1835e-05i,-0.0005098-0.00091611i,0.00023598+5.7184e-06i,0.00011605+3.8755e-05i,-0.00086219-0.00073871i,-0.001965-0.0054867i,0.00016782-0.00075034i,-0.00050613-0.00043144i,-0.00037-0.00036047i,-0.0032003+0.0017067i,-0.00029409-0.00081488i,-5.9527e-05+0.00050257i,0.0013907+0.0012278i,4.2235e-05-0.00079543i,-0.010804-0.002784i,0.018382-0.004124i,0.014681-0.030915i,0.0023092-0.033689i,0.01201-0.013993i,0.012573-0.03632i,0.032288-0.013477i,0.019516-0.025358i,0.024716+0.0030543i,0.00039494+0.0010855i,-0.0065603+5.296e-05i,0.0031084+0.0060722i,-0.0082414+0.012225i,-0.00096169-0.0019555i,0.0035864+0.0012088i,0.0087851+0.0016044i,-0.00064058-0.0017249i,0.00065404+0.0042003i,0.0031534+0.00044231i,0.0019202-0.0051823i,-0.0015713-0.0029709i,0.0021565-0.00017101i,-0.0089028-0.0011026i,0.0028751+0.0030088i,-0.0058028-0.0024442i,0.0019067+0.0012599i,-0.0019623+0.0053318i,-0.0015001+0.0004978i,0.001239-0.0043446i,-0.0026134+0.0011532i,0.00036287+0.0014697i,-0.0038788+0.0022971i,-0.0011916+0.00063825i,-0.00010626+0.0019473i,0.00026961-0.00039575i,-0.0078349-0.0063519i,0.0016854+0.0010697i,-0.0038439+0.0017831i,-0.0016562+0.0026839i,0.0042378+0.0021127i,-0.00024521-0.0014278i,0.0022289-0.0024112i,-0.0020029-0.0027693i,0.00077163+0.0064299i,0.0017712+0.002813i,0.0031033-0.010422i,-0.016199+0.023573i,0.0049936+0.027637i,0.0020805+0.0086151i,0.0067635-0.0050946i,0.00293-0.0015524i,-0.0019903+0.01156i
-0.0088998-0.006598i,-0.025507-0.012933i,-0.018389+0.009881i,-0.013051+0.0034009i,-0.017452+0.0092377i,-0.015093+0.00302i,-0.014203-0.013435i,-0.011374-0.018946i,-0.0088363-0.00011431i,7.5158e-05-0.0024106i,0.0013813+9.4986e-06i,0.00035344-0.0010991i,0.00057053+0.00011894i,-0.00018067-0.00066217i,-0.00063559+0.00020805i,-0.0020099-0.0020026i,0.0024061+6.3011e-05i,0.0014757+0.00052036i,0.00010199-3.6808e-05i,0.00023903-0.00017693i,-0.00026949-0.00081211i,0.00054263+0.00092451i,-0.00035122-0.00066953i,-0.00086341-0.001734i,-0.0008225-0.00085549i,-3.7754e-05+0.00037171i,0.00049814-0.00038626i,0.00032502-0.00048111i,6.6908e-05-1.6659e-06i,-0.0002935+0.00042783i,-5.5909e-05+4.7167e-05i,-0.00060491-0.00082936i,0.00026883-0.00021184i,6.3764e-05+4.739e-05i,-0.00094791-0.00019837i,-0.0027676-0.0046185i,-0.00017238-0.00067867i,-0.00061019-0.00011368i,-0.00025771-0.00020195i,-0.0024839+0.0028146i,-0.00054861-0.00045074i,0.00014274+0.00055898i,0.001771+0.00078504i,-2.1936e-05-0.00055477i,-0.011773-0.0012872i,0.015847-0.0065786i,0.010038-0.032495i,-0.0042142-0.032583i,0.010022-0.017976i,0.0044661-0.036524i,0.029376-0.019616i,0.015377-0.029083i,0.025655-0.0019655i,-0.0015388-0.0028348i,-0.0071764+0.0023843i,0.0049176+0.0039173i,-0.0029826+0.014566i,-0.0018091-0.0013006i,0.0037979+0.00109i,0.0086174-0.0010146i,-0.0012366-0.0016351i,0.0017977+0.0054722i,0.0029006-0.00096707i,0.00033663-0.0044133i,-0.0026698-0.0021452i,0.0019138-0.0011097i,-0.0071283+0.0020631i,0.0041209+0.0014005i,-0.0058821-8.9037e-05i,0.0014574+0.0011691i,0.0004253+0.0052922i,-0.0011972+0.0011044i,-0.0011804-0.0049019i,-0.0022417+0.0013719i,-0.0010644+0.00034696i,-0.0028052+0.0035763i,-0.0014456+0.0012421i,-0.00014084+0.0017017i,-0.00026458-0.00031572i,-0.0090951-0.0033578i,0.0012322+0.00017341i,-0.0036013+0.0023714i,-0.00069008+0.0026597i,0.004457-0.00014125i,-9.3797e-05-0.0012926i,0.0023853-0.0034025i,-0.0020796-0.0025981i,0.0030395+0.0062996i,0.0024252+0.0029361i,0.0012657-0.011277i,-0.012545+0.028647i,0.0078166+0.02475i,-0.00055+0.0078297i,0.0034835-0.0040064i,0.0028638-0.0022476i,-0.0020713+0.010599i
-0.0099576-0.0051224i,-0.027022-0.0095871i,-0.016205+0.012137i,-0.01218+0.0046941i,-0.015473+0.011946i,-0.014155+0.0051301i,-0.016238-0.01116i,-0.014387-0.017409i,-0.010049+0.00065442i,-0.00011405-0.002655i,0.001546-0.00062578i,0.00028975-0.0010684i,0.00086363+6.655e-05i,2.3559e-05-0.0007675i,-0.00064463+0.00025575i,-0.0021402-0.0019224i,0.00252-0.0010963i,0.0014145-7.8609e-05i,5.1035e-05-9.8475e-05i,0.00034735-0.00027303i,-0.0005399-0.00056455i,0.00084916+0.00054103i,-0.00051597-0.00065727i,-0.0012412-0.0018909i,-0.0011304-0.00039931i,0.00018754+0.00038588i,0.00036337-0.00045312i,0.00013866-0.00042426i,0.00013847-1.6929e-05i,9.3947e-05+0.00064611i,-3.6337e-05+0.00013641i,-0.00085619-0.00066564i,0.00027895-0.00042503i,0.00015795+5.3764e-05i,-0.00061427+2.902e-05i,-0.0033227-0.0037668i,-0.00031536-0.00045554i,-0.00042098+0.00023062i,-0.00019825-0.00026559i,-0.0012267+0.0033951i,-0.00051128-0.00016983i,0.00033837+0.0002981i,0.0021248+0.0001111i,4.6314e-05-0.00050528i,-0.012505+0.00036525i,0.014529-0.0085854i,0.005452-0.03358i,-0.010036-0.029761i,0.0079356-0.02055i,-0.0027805-0.033903i,0.025285-0.02503i,0.011168-0.032742i,0.025538-0.0074841i,-0.0046941-0.0047164i,-0.0064114+0.0054227i,0.0054692+0.0015598i,0.0020051+0.014256i,-0.002294-0.00031122i,0.0046048+0.00064032i,0.0073513-0.0035555i,-0.0019036-0.0014224i,0.0041678+0.0058447i,0.0020372-0.0011724i,-0.00047259-0.0037019i,-0.0032365-0.0009472i,0.0016221-0.0017462i,-0.0054159+0.0035279i,0.0045371-0.00071717i,-0.0051947+0.0018994i,0.0020859+0.0015015i,0.0022082+0.0042593i,-0.00062757+0.001181i,-0.0035605-0.0043855i,-0.0020084+0.0016061i,-0.0020035+0.0010917i,-0.0011475+0.0043221i,-0.0009888+0.0018097i,-0.00014784+0.0021008i,-0.00057536-0.00028475i,-0.0096139-0.0005677i,0.00049998-0.00014068i,-0.0033072+0.0034466i,-0.00020407+0.0025371i,0.0039277-0.0024134i,-1.8829e-05-0.0018217i,0.0019379-0.0045312i,-0.002628-0.0022532i,0.00508+0.0052221i,0.0033676+0.0028209i,-0.00078091-0.011737i,-0.0053837+0.031734i,0.010655+0.021436i,-0.0025252+0.0086874i,0.0020139-0.0017086i,0.0021337-0.0023985i,-0.0022472+0.01018i
