-0.0014305-0.042039i,0.0002574-0.047042i,-0.0074584-0.047992i,-0.029763-0.023329i,-0.02286+0.010622i,-0.03647-0.033608i,-0.062954-0.058977i,-0.019024-0.070679i,-0.027417-0.054987i,-0.0007527+0.017223i,-0.010095+0.011988i,-0.014405+0.013538i,0.0023201+0.014522i,-0.0027889-0.0018038i,0.0017965+0.0061605i,0.00013393+0.034041i,0.021842+0.047874i,0.0011177-0.00061696i,-0.0037642-0.0095645i,0.0085269+0.004388i,0.001484+0.0011673i,-0.0010179+0.0036951i,-2.33e-05-0.00056361i,-0.036431-0.010399i,-0.0028298-0.0076525i,-0.0011087+0.0046071i,0.0023487-0.0008692i,-0.00015311+0.00036286i,0.0008288-0.00064313i,-1.2832e-05-0.0020857i,-0.0017874-0.0054018i,-0.002889-0.006653i,-0.0015622-0.0068576i,0.0034402-9.0826e-05i,0.0032792-0.0016641i,-0.0050908+0.039135i,0.0070635-0.0045882i,0.0032397-0.00078916i,0.0049331-0.00015989i,-0.016411-0.001731i,-0.00095511-0.00016753i,0.010813-0.001454i,0.0041688+0.0024404i,-0.0041125+0.0018197i,0.00014111+0.008352i,-0.005713+0.018204i,0.026766-0.081614i,0.00014112-0.054691i,-0.022789-0.04379i,-0.019318-0.037587i,0.06297-0.016079i,0.03073-0.057633i,0.039197-0.043839i,0.033829-0.051656i,0.01983-0.016577i,0.0073044+0.012362i,0.023913-0.033994i,-0.0086733-0.0053149i,0.003197-0.001316i,-0.0028859-0.0056032i,0.0056024-0.031811i,-0.025335+0.030094i,0.0089018-0.01018i,-0.012734-0.0023503i,-0.0047061-0.0018007i,0.00065466-0.014547i,-0.010952+0.0051765i,0.0031669+0.0068133i,-0.0148+0.031779i,0.0054205+0.0069984i,-0.0062185-0.0018971i,-0.0010782-0.002658i,-0.011762-0.0072475i,0.00037191-0.0035825i,-0.035331+0.0044588i,0.0014799-0.012934i,-0.0094793-0.0028457i,-0.0066693-0.0035772i,0.0064261+0.0021581i,-0.0090868+0.0022163i,1.6487e-07+0.0017737i,0.0061033+0.010611i,0.0046709+0.00078675i,-0.0093472-0.009928i,0.0016491+0.0080664i,-0.019708+0.0046399i,0.0067152+0.0032052i,-0.027771-0.0089944i,-0.035958-0.0020745i,0.026687-0.078894i,0.014482-0.0087853i,-0.042013-0.028464i,-0.023867-0.0064548i,0.017193+0.012365i,-0.026726+0.010867i,-0.012461-0.0096881i
0.013924+0.014398i,0.050538+0.004617i,0.021541-0.033872i,-0.0048693-0.0089597i,-0.010548-0.01803i,-0.017603-0.023593i,0.014864-0.013141i,0.037088-0.012583i,0.0099147-0.011095i,0.00996-0.003355i,0.0026555-0.0031807i,-0.0022696-0.0013166i,0.0013278-0.0021254i,0.00033124-0.0014623i,-0.0012186-0.0013704i,0.0034397-0.0052126i,-0.0043773+0.00049047i,-0.0016849-0.00052733i,0.0013365-0.00028931i,0.00089343+0.0015756i,0.00072431+0.0015733i,-0.00049254+0.00093334i,0.0019159+0.0012738i,-0.0015815+0.0030591i,-0.0019104+0.0013134i,-0.00051071+0.00079276i,-0.0010086+9.7937e-05i,-6.3668e-05-0.00055476i,-0.00019692+8.8631e-05i,1.6127e-05-0.00050228i,0.0012715-0.00019086i,0.0018893+0.00029574i,0.0013528-0.00022376i,0.0003854-4.3741e-05i,0.0015191-0.0003547i,0.0050547-0.002321i,-1.4165e-05+0.0009827i,0.00032238+0.00049698i,-0.00037022-0.00023735i,-0.0010168-0.0011937i,0.0012727+0.0014287i,0.00085132+0.0014268i,0.0038478-0.0050687i,0.0032377+2.5247e-06i,0.0046859+0.017051i,0.0095973+0.038269i,0.036901+0.027183i,0.029228+0.001958i,-0.0016485-0.016494i,0.017-0.00037631i,0.022196+0.015178i,0.014506+0.021621i,0.022257+0.025085i,-0.010994+0.03196i,0.0025855-0.004316i,0.0016558-0.0044245i,0.0046327-0.0062016i,0.0093447-0.0017407i,0.0015417+0.0041254i,-0.010319+0.010107i,-0.0048248-0.0088549i,0.0027715+0.014756i,-0.0028364-0.0018445i,0.00090642+0.0025907i,-0.0011764+0.0011268i,0.0022305-0.0037981i,0.0068152-0.0025597i,-0.0041158-0.00080285i,0.0043738-0.0014966i,-0.0065934+0.00093976i,-0.0014594+0.00086832i,0.00040509+0.00018429i,-0.0061061-0.0023986i,-0.0037623-0.0021963i,-0.01493-0.0097803i,0.0037232-0.0032633i,-0.0039625+0.0025397i,-0.001678+0.0018849i,-0.0050803+0.0033173i,0.0057692+0.0021159i,-0.0095898-0.0017127i,-0.0025564-0.0043659i,-0.0027535-0.00074701i,-0.0058907-0.0012001i,0.0056389-0.0037991i,0.003676+0.0014799i,0.0025335-0.0020613i,0.0027516+0.0092227i,0.0050692+0.0028332i,0.026168+0.018935i,-0.022961-0.0029826i,-0.027641+0.017825i,-0.0046077+0.016143i,0.001672+0.00081319i,0.0079347-0.0074391i,-0.0097683+0.0026235i
0.015103+0.012219i,0.050252-0.0039818i,0.014828-0.036582i,-0.0063777-0.0074166i,-0.014892-0.016038i,-0.020688-0.020022i,0.010634-0.016454i,0.033635-0.017481i,0.0076229-0.012151i,0.0088197-0.005942i,0.00125-0.0041698i,-0.0024616-0.00035906i,0.00033546-0.0019879i,0.00012462-0.0012971i,-0.0012267-0.00093556i,0.0026118-0.0057935i,-0.0034762+0.001656i,-0.0020542+0.00031544i,0.00068416-0.00075861i,0.0014717+0.0011781i,0.0011821+0.0015202i,-0.00023787+0.0011139i,0.0022251+0.00055328i,0.00066452+0.0039414i,-0.00064434+0.0020303i,-4.4141e-05+0.00066139i,-0.00083599+0.00072491i,2.7797e-05-0.00041883i,-2.8792e-06+0.00039857i,0.00020488-0.00013196i,0.0010162-0.00096179i,0.0021458-0.00051747i,0.0014315-0.00059703i,0.00028137-1.2348e-05i,0.002029-0.00099408i,0.0037753-0.0038999i,0.00038461+0.0011926i,9.6871e-05-1.9603e-05i,-6.4124e-05+9.7863e-05i,-0.0017182-0.0014245i,0.0015922+0.00095282i,0.0013413+0.00099449i,0.0015988-0.0053202i,0.0041532-0.00046605i,0.007649+0.015171i,0.015585+0.035658i,0.039285+0.02035i,0.029138-0.0045835i,-0.0055538-0.013153i,0.018911-0.0047113i,0.026111+0.009297i,0.019406+0.014193i,0.024688+0.013638i,-0.002906+0.029575i,0.0008566-0.0044344i,-0.0019784-0.0039083i,0.0020125-0.0079762i,0.0069859-0.0041956i,0.0022656+0.0034309i,-0.0048046+0.013468i,-0.0063702-0.0044863i,0.0053693+0.012931i,-0.0034777-0.00076336i,0.0024684+0.0028441i,-6.0375e-05+0.0014811i,-7.3858e-05-0.0040414i,0.0066212-0.0062061i,-0.004579+0.00039479i,0.0043897-0.0037243i,-0.0053718+0.0037008i,-0.0020205+0.00068379i,6.7644e-05-0.0006012i,-0.0054957+0.001177i,-0.0039062-0.0010558i,-0.015822-0.0030887i,0.0016187-0.004298i,-0.0021879+0.0033367i,-0.001729+0.0013463i,-0.0034551+0.0046031i,0.0074566-0.00046579i,-0.0091343+0.0020833i,-0.0038706-0.0031982i,-0.0024885-0.00036647i,-0.0056937+0.0013082i,0.0026245-0.0047515i,0.0045037-0.00023108i,0.0021505-0.0024552i,0.0051705+0.0074809i,0.00413+0.0021419i,0.025967+0.011709i,-0.022549+0.0017763i,-0.024985+0.024999i,-0.0015853+0.012681i,0.0031008+0.0035447i,0.0035912-0.0081384i,-0.011752+0.0046812i
0.016783+0.0096802i,0.048074-0.012712i,0.0080187-0.037555i,-0.0071571-0.0058427i,-0.018843-0.013059i,-0.023237-0.016123i,0.0061147-0.018563i,0.030435-0.021864i,0.0051818-0.012844i,0.0067349-0.0079167i,-0.0006366-0.0043464i,-0.0022647+0.00076659i,-0.00030402-0.0014166i,7.6615e-05-0.0011716i,-0.0013994-0.00061167i,0.0015182-0.0061978i,-0.002365+0.0020675i,-0.001404+0.0022069i,-1.7771e-05-0.00045243i,0.0017591+0.00037278i,0.0017839+0.0010827i,-0.00013057+0.0011401i,0.0021728-0.00023471i,0.0027629+0.0030225i,0.00082892+0.0019688i,0.00024097+0.00038845i,-0.00030742+0.0010032i,5.6558e-05-0.00025195i,0.00020083+0.00058985i,0.0004092-0.00017574i,0.00047764-0.001447i,0.0018187-0.0014605i,0.00081819-0.001192i,0.00034744+0.00011242i,0.0016949-0.0023149i,0.0021398-0.0049485i,0.0013004+0.00091425i,0.00086618-0.00029424i,0.00018094-9.1916e-05i,-0.0025562-0.0011737i,0.0018685+0.00019637i,0.0014715+0.00039508i,3.0827e-05-0.0047513i,0.0044419-0.001834i,0.009943+0.012881i,0.021759+0.031382i,0.040915+0.013443i,0.02742-0.010521i,-0.0073731-0.0090341i,0.019932-0.0098755i,0.027914+0.0026161i,0.022646+0.0071681i,0.022636+0.0050197i,0.0028118+0.027075i,-0.00079384-0.0037961i,-0.004615-0.0015243i,-0.001891-0.0086959i,0.0037757-0.0050724i,0.0024267+0.0026823i,0.00048171+0.013853i,-0.0055416-0.0009449i,0.006714+0.0097076i,-0.0038268+0.0017587i,0.0037793+0.0021415i,0.00066863+0.0011806i,-0.0019182-0.0029644i,0.0045683-0.0085931i,-0.0039194+0.0016125i,0.0034248-0.0052824i,-0.0023043+0.0048548i,-0.0026789+0.00054572i,-0.00060482-0.00059121i,-0.003644+0.0033023i,-0.0034479-6.6246e-05i,-0.014495+0.002512i,-0.00016769-0.0046108i,-0.00076126+0.0032582i,-0.0017954+0.0017874i,-0.0011314+0.0046099i,0.0073777-0.0038735i,-0.0071507+0.0050094i,-0.004466-0.0016256i,-0.0025525-0.00019773i,-0.0044056+0.0026557i,0.0010295-0.0040556i,0.0040479-0.0020337i,0.0020654-0.002927i,0.0054429+0.0044096i,0.0035229+0.0020488i,0.025543+0.0064487i,-0.02049+0.0056318i,-0.019037+0.031131i,-0.00099831+0.0097899i,0.0062049+0.0039721i,0.0010037-0.0061427i,-0.011287+0.0076552i
0.017719+0.0062854i,0.044383-0.020121i,0.0014978-0.037718i,-0.007259-0.0049985i,-0.021687-0.0083585i,-0.025018-0.011814i,0.0012202-0.019259i,0.026642-0.026227i,0.0030553-0.012793i,0.00413-0.0089062i,-0.002368-0.0031352i,-0.0014468+0.0013018i,-0.00039755-0.00078319i,-9.8617e-05-0.0013533i,-0.001367+9.6286e-05i,0.00013071-0.0064115i,-0.0018401+0.0019338i,-0.0046768+0.0034468i,3.7899e-05+0.00031193i,0.0015608-0.00047065i,0.0020036+0.00030187i,-0.00010789+0.0012517i,0.0017374-0.00087296i,0.0039785+0.00095244i,0.0020894+0.00039247i,0.0002032+0.00018274i,5.4916e-05+0.0011858i,0.00016776-0.00020914i,0.00059074+0.00055994i,0.00038409-0.00035032i,-0.00020526-0.0016889i,0.0010779-0.0019153i,0.00014329-0.0014366i,0.00043219-5.7109e-05i,0.00023724-0.0033952i,0.00057378-0.0055286i,0.001857+3.4166e-06i,0.00074733-0.00027361i,0.00017464-0.00041182i,-0.0031861-0.00036618i,0.001688-0.00046698i,0.0013832-3.1102e-05i,-0.0011012-0.0039386i,0.0039258-0.0028092i,0.011704+0.0097017i,0.026891+0.024687i,0.041803+0.0061291i,0.025366-0.015988i,-0.0063029-0.00475i,0.018993-0.016276i,0.028233-0.0041097i,0.024146-0.0012379i,0.020074-0.0012959i,0.0088884+0.02358i,-0.0015349-0.0024588i,-0.0056341+0.0019093i,-0.0062981-0.0079958i,0.0015784-0.0048441i,0.0023298+0.0025166i,0.0047068+0.012597i,-0.0039067+0.0012267i,0.0062734+0.0066022i,-0.0014263+0.004002i,0.0051916+0.00081511i,0.0016696+0.00086054i,-0.0027996-0.001427i,0.0019062-0.010299i,-0.0030309+0.0022487i,0.0017196-0.006881i,-8.551e-05+0.0037935i,-0.0031608+0.0012118i,-0.00080229-0.00038539i,-0.0012739+0.00441i,-0.0029331+0.00031452i,-0.010913+0.0069972i,-0.0022129-0.0046488i,0.00057822+0.0024415i,-0.0016985+0.0017189i,0.00048814+0.0035371i,0.0057805-0.0070424i,-0.0040861+0.0068521i,-0.0039058-0.00011696i,-0.0028903+0.00021505i,-0.0033483+0.003858i,7.5194e-05-0.0036496i,0.0030655-0.0027052i,0.0017794-0.0036758i,0.0046315+0.0034928i,0.0032948+0.0023126i,0.024456+0.001468i,-0.018543+0.0068232i,-0.010604+0.033744i,-0.00056864+0.0089169i,0.0081539+0.0030855i,0.00045959-0.0037204i,-0.0094814+0.0096124i
0.017784+0.0027215i,0.03967-0.026408i,-0.0047576-0.036703i,-0.0080808-0.0046694i,-0.0222-0.0036813i,-0.025946-0.0074664i,-0.0030888-0.018479i,0.022396-0.029658i,0.0015183-0.012718i,0.0013888-0.0089685i,-0.0027929-0.0015013i,-0.00083535+0.0014648i,-0.00023128-0.00042556i,-0.00076405-0.0010737i,-0.00071228+0.00073344i,-0.001331-0.006025i,-0.0015186+0.0022866i,-0.0021724+0.0038178i,0.00052434+0.00036269i,0.00092836-0.001089i,0.0018651-0.00039237i,0.00020514+0.0012731i,0.0013243-0.0012641i,0.0034318-0.0013278i,0.00093065-0.001546i,0.00012955+6.4473e-05i,0.00070554+0.001136i,0.00025897-0.00033906i,0.00082849+0.00024686i,0.00011268-0.00054887i,-0.00088218-0.0015997i,0.00041433-0.0020786i,-0.00049551-0.0014406i,0.00033382-0.00017738i,-0.0015883-0.0027601i,-0.00076975-0.0056534i,0.0015777-0.00079916i,0.00056393-0.00053094i,0.00019293-0.0010187i,-0.0035762+0.00060121i,0.0012535-0.00092902i,0.0012861-0.00028835i,-0.0019205-0.0029784i,0.0032045-0.0033509i,0.013242+0.0061484i,0.029479+0.016796i,0.041283-0.0013828i,0.021491-0.022619i,-0.0031427-0.0017402i,0.015632-0.022487i,0.027229-0.010018i,0.022223-0.0088837i,0.01595-0.0049809i,0.013796+0.018284i,-0.001347-0.0020796i,-0.0046629+0.0056272i,-0.010722-0.00487i,-0.00012372-0.00454i,0.0025089+0.0023911i,0.0081837+0.010056i,-0.0015787+0.001648i,0.0049624+0.005149i,0.001643+0.0030957i,0.0060536-0.001571i,0.0024021-0.00016851i,-0.0025728+0.00064214i,-0.0017183-0.011649i,-0.0027919+0.0032553i,-0.00042949-0.0075713i,0.00016656+0.0030934i,-0.0031761+0.0024153i,-0.00090516-0.00023504i,0.0017908+0.0043365i,-0.0026026+0.00021779i,-0.0060606+0.0091841i,-0.0044715-0.0036188i,0.00109+0.0012654i,-0.0013356+0.0017899i,0.0011499+0.0023797i,0.0029137-0.0094971i,-0.00076974+0.0068992i,-0.0027689+0.00055722i,-0.0025696+0.00084428i,-0.0016448+0.005124i,-0.0012381-0.0030007i,0.0019869-0.0030557i,0.00070307-0.0042622i,0.0039428+0.0029624i,0.0039819+0.0022366i,0.022488-0.0028077i,-0.02031+0.0068053i,-0.0034686+0.032132i,0.00071718+0.0072269i,0.0097109+0.0011901i,0.0010116-0.0022377i,-0.0070897+0.011013i
0.017402-0.000544i,0.034591-0.031659i,-0.010638-0.034775i,-0.0088942-0.0036712i,-0.021949+9.1783e-05i,-0.026155-0.003346i,-0.0063877-0.017238i,0.018187-0.033017i,1.4791e-05-0.012943i,-0.00064011-0.0082845i,-0.0024146-0.00025892i,-0.00017101+0.0013274i,-0.00015689-0.00017628i,-0.00079663-0.00042247i,2.2318e-05+0.00062316i,-0.0026413-0.0050754i,-0.00072572+0.0025715i,-0.00067957+0.0039956i,0.00078085+7.3649e-05i,0.00020147-0.0011743i,0.0015685-0.00093714i,0.00051951+0.0011884i,0.00077267-0.0016062i,0.0021183-0.0026109i,0.00065772+0.00026273i,1.8408e-05+0.00021796i,0.001258+0.00078369i,0.00019702-0.00052324i,0.00099172-3.2725e-06i,-0.00029188-0.00036202i,-0.001605-0.0012022i,-0.00034336-0.0020111i,-0.00086464-0.00095038i,0.00044425-0.00030304i,-0.0019742-0.0018273i,-0.0022176-0.0054022i,0.0012252-0.0010601i,0.00019595-0.00066428i,-0.0005234-0.0016356i,-0.0035521+0.0019214i,0.00084559-0.0011806i,0.0011759-0.00062431i,-0.0024472-0.0016349i,0.002661-0.0040641i,0.013506+0.0020001i,0.029707+0.0088539i,0.039263-0.0085852i,0.018506-0.022736i,0.0015758-0.0020232i,0.0096333-0.027022i,0.025571-0.015379i,0.019366-0.014123i,0.012689-0.0054516i,0.016712+0.011801i,-0.001822-0.001947i,-0.0014036+0.0081742i,-0.013099+0.00037376i,-0.0019637-0.0038132i,0.0026737+0.0023227i,0.0093068+0.0053295i,-0.00014204+0.00051273i,0.0041814+0.0045759i,0.0018726+0.0014028i,0.005274-0.0042573i,0.0021867-0.0019971i,-0.00046271+0.0020686i,-0.0069595-0.010101i,-0.0013065+0.0050406i,-0.0034559-0.0083576i,0.0013639+0.0031241i,-0.0022037+0.0037908i,-0.00093472-3.3795e-05i,0.0048272+0.0013101i,-0.0025499+0.00048163i,-0.0005628+0.0082253i,-0.0061321-0.0016835i,0.0008642+0.00025577i,-0.0014319+0.0016652i,0.0014577+0.0012844i,-0.0013447-0.010815i,0.0020601+0.0052987i,-0.0023505+0.00065013i,-0.0024934+0.0013755i,0.001101+0.0050274i,-0.0013849-0.0013919i,0.00097169-0.0029814i,-0.00049606-0.0044977i,0.0032659+0.0027202i,0.0041822+0.0013728i,0.020267-0.0055811i,-0.022803+0.010576i,0.0018654+0.029782i,0.00093798+0.0042678i,0.010111-0.0016963i,0.0015814-0.0020957i,-0.0038732+0.01104i
0.016344-0.0038455i,0.029248-0.036072i,-0.015594-0.031758i,-0.0094914-0.0028138i,-0.021147+0.0036769i,-0.025822+0.00074888i,-0.0093945-0.016026i,0.012846-0.036407i,-0.0015474-0.013577i,-0.0021907-0.0076269i,-0.0017866+0.00054735i,-0.00059953+0.0024491i,0.00012891-2.1646e-05i,-0.00048832-4.9569e-06i,0.00037066+0.00031196i,-0.0033475-0.0038942i,-1.3077e-05+0.0023127i,0.0013166+0.0042043i,0.00079759-6.7278e-05i,-0.00031796-0.00094758i,0.001068-0.0014926i,0.00070536+0.0012534i,0.00016897-0.0014951i,0.0007221-0.0029429i,0.00080232-0.00026949i,0.00019125+0.00039622i,0.0015806+0.00013865i,0.00011828-0.00060264i,0.0010599-0.00011658i,-0.00037196+7.8343e-05i,-0.0020145-0.00051663i,-0.00095114-0.001566i,-0.0010511-0.00045757i,0.00047456-0.00052319i,-0.002266-0.0014141i,-0.0030561-0.004494i,0.0011927-0.0014956i,-0.00018104-0.00057579i,-0.0015864-0.00095499i,-0.0030199+0.0033145i,0.00044728-0.0013747i,0.0009187-0.00093901i,-0.0023036-0.00037726i,0.0016211-0.0044215i,0.011971-0.0016543i,0.027849+0.0021025i,0.035768-0.014858i,0.012031-0.029852i,0.0043882-0.0052292i,0.0031581-0.029135i,0.023485-0.020899i,0.017011-0.018847i,0.012337-0.0055846i,0.018233+0.0057132i,-0.0030369-0.0018958i,0.0024871+0.0082973i,-0.012372+0.0064052i,-0.0033702-0.0025107i,0.0030952+0.0022915i,0.010427+0.0044703i,-0.00010371-0.00088473i,0.0027821+0.0046406i,0.0021328+0.0010119i,0.0029123-0.0060061i,0.00052114-0.0031146i,0.0013074+0.0013061i,-0.0095196-0.0054966i,0.0019547+0.0050976i,-0.0076901-0.0071674i,0.0024501+0.0018655i,-0.00073444+0.0043875i,-0.00080107+2.1822e-05i,0.0046623-0.002722i,-0.0025652+0.0010315i,0.0020433+0.0048003i,-0.0053317+0.00058388i,0.00022199-0.00062468i,-0.0014854+0.0021001i,0.0012118+9.4768e-05i,-0.0062351-0.0095536i,0.0031112+0.0026194i,-0.0024364+0.00060798i,-0.0020762+0.0022775i,0.0028427+0.0036499i,-0.00060062-0.0010551i,0.00051635-0.0022778i,-0.0015201-0.0041632i,0.0024706+0.0030447i,0.0040974+0.00084129i,0.019429-0.0078922i,-0.022946+0.01634i,0.0071409+0.025667i,-0.000633+0.0013273i,0.0087725-0.0049122i,0.0015116-0.0016448i,-0.0018699+0.0091519i
0.01432-0.0065588i,0.023564-0.039847i,-0.020178-0.028342i,-0.010126-0.0020327i,-0.019723+0.0066941i,-0.024839+0.0046267i,-0.012343-0.014277i,0.0061747-0.038363i,-0.003851-0.014111i,-0.0040203-0.0071182i,-0.00094551+0.00090255i,0.00095408+0.0018544i,0.0005136-0.00021302i,-0.00013337+0.00019427i,0.00060477-1.5888e-05i,-0.0035332-0.0028865i,0.00035915+0.0017701i,0.0028822+0.0029295i,0.00092838-0.0004215i,-0.00051672-0.00064013i,0.00028177-0.0015275i,0.0012612+0.0011728i,-0.00016031-0.001281i,-0.00020246-0.0028103i,0.00073489-0.00065172i,0.00035581+0.0003604i,0.0013506-0.00059248i,-5.7511e-06-0.0006441i,0.00091635-0.0001958i,-0.00021852+0.00037295i,-0.0022539+0.00033454i,-0.0011743-0.0010166i,-0.00082776-8.5291e-05i,0.0002294-0.00083235i,-0.0027665-0.00057542i,-0.0037139-0.0033395i,0.00042655-0.0019166i,-0.00038777-0.00029828i,-0.0013515-2.5562e-05i,-0.0018321+0.0045425i,-0.00015888-0.001308i,0.00050105-0.0011851i,-0.0015587+0.00069372i,0.00063212-0.0041085i,0.0099956-0.0041154i,0.02472-0.002985i,0.031191-0.019671i,0.004312-0.030862i,0.0048587-0.0083217i,-0.0037309-0.029507i,0.020403-0.02667i,0.013738-0.023999i,0.012717-0.007221i,0.018022-0.0015549i,-0.004824-0.00094516i,0.0055905+0.006593i,-0.0088485+0.01112i,-0.0039519-0.0011599i,0.0035124+0.0021971i,0.010211+0.0017029i,-0.00091604-0.0012607i,0.0027282+0.0059748i,0.0028989-0.0001544i,0.00037725-0.005821i,-0.00090191-0.0028181i,0.0019771+8.7152e-05i,-0.009502-0.001003i,0.0044193+0.0033115i,-0.01031-0.002456i,0.0020671+0.00062804i,0.0011236+0.0045839i,-0.0010247+1.9945e-05i,0.0019789-0.0058044i,-0.0022621+0.0014827i,0.0019701+0.0017299i,-0.0042029+0.0030576i,-0.00082548-0.00076524i,-0.0013904+0.0024136i,1.2687e-05-0.00041213i,-0.009163-0.0063341i,0.0026552+0.00074501i,-0.00243+0.00053902i,-0.00083996+0.0025071i,0.0040034+0.0020142i,-0.00052261-0.0010013i,0.0010684-0.001808i,-0.0021557-0.0032498i,0.0033768+0.0041979i,0.0035908+0.00036372i,0.01742-0.011168i,-0.021056+0.022196i,0.007654+0.022569i,-0.0040751-0.00019195i,0.0048033-0.0062153i,0.0021384-0.0017048i,-0.0017416+0.0072034i
0.012296-0.008366i,0.017363-0.043314i,-0.023804-0.024114i,-0.010984-0.0010141i,-0.018461+0.0087823i,-0.02326+0.0083167i,-0.014698-0.011971i,-6.0089e-06-0.03875i,-0.0064016-0.013944i,-0.0059903-0.0058576i,-0.00019931+0.0007194i,0.0016419+0.0012772i,0.00097392-0.00011323i,0.00034093+0.00021881i,0.00063821-0.00043019i,-0.0034175-0.0022489i,0.00081704+0.00075242i,0.0033653+0.0015258i,0.00062434-0.00098673i,-0.00051479-0.00029584i,-0.00020347-0.0013034i,0.0019716+0.00058782i,-0.00025322-0.0011837i,-0.0008539-0.0025983i,0.00033935-0.00099334i,0.00056239+0.00021475i,0.00088783-0.00090452i,-0.00015073-0.00052017i,0.00065963-0.00042676i,0.00015131+0.00066306i,-0.0020282+0.0013343i,-0.0012846-0.00067241i,-0.00072909+0.00017926i,-0.00014269-0.00081318i,-0.0025295+0.00072378i,-0.0037861-0.0021411i,-0.00043391-0.0017161i,-0.00047545-4.4176e-05i,-0.00096151-1.7121e-05i,-0.00030247+0.004985i,-0.0003935-0.0010896i,0.00011747-0.0012466i,-0.00055273+0.0012346i,0.00029669-0.0037272i,0.0084984-0.0056814i,0.021865-0.0059291i,0.026553-0.022979i,-0.0020786-0.029634i,0.0038617-0.010795i,-0.010683-0.027157i,0.015779-0.031983i,0.0097107-0.027797i,0.012915-0.009404i,0.014654-0.0077322i,-0.0062141+0.0013399i,0.007342+0.0037923i,-0.0040923+0.013751i,-0.0044626+0.000454i,0.0042053+0.0021382i,0.0092472-0.0007981i,-0.0015339-0.00135i,0.0038553+0.0072169i,0.0022996-0.0015189i,-0.00095506-0.0049848i,-0.0021121-0.0020017i,0.0019795-0.00082596i,-0.0076756+0.0020023i,0.0056255+0.00081948i,-0.0098704+0.0021473i,0.0014748+0.0006517i,0.0028307+0.0034896i,-0.0010652+0.00041006i,-0.0015646-0.0066987i,-0.0017241+0.0014268i,0.00034663+0.00042534i,-0.0028962+0.0043912i,-0.0016651-5.6886e-05i,-0.0010447+0.0026519i,-0.00062218-0.00013046i,-0.010327-0.0027656i,0.0017656-0.0004476i,-0.0028312+0.00059901i,4.22e-05+0.0022226i,0.0043049-0.00014874i,-0.0002356-0.00080243i,0.0016102-0.0023248i,-0.0029786-0.00294i,0.0047673+0.0035666i,0.0035583+0.00019546i,0.015004-0.01346i,-0.017149+0.028635i,0.0095849+0.020218i,-0.0077941+0.00078594i,0.0016248-0.00458i,0.0020042-0.0024141i,-0.0023725+0.0060405i
0.010539-0.010036i,0.010218-0.046376i,-0.026527-0.01999i,-0.011724+0.0006198i,-0.017274+0.011521i,-0.020669+0.011585i,-0.016603-0.0093977i,-0.0063137-0.038642i,-0.0092363-0.013194i,-0.0084781-0.004689i,0.00014528+0.00036102i,0.0021401+0.00035333i,0.0012598-0.0002153i,0.0008985-0.00032622i,0.0004275-0.00082926i,-0.00352-0.0017375i,0.00075446-0.0016679i,0.0034936+0.00055674i,-8.8313e-05-0.001046i,-0.00020865-0.0001404i,-0.00058561-0.0010447i,0.0020812-0.00035065i,-0.00058629-0.0011221i,-0.0011257-0.0025605i,-4.6022e-05-0.0012848i,0.00062996-1.3742e-05i,0.00043399-0.0011012i,-0.00017541-0.00031423i,0.0004232-0.00038906i,0.00081311+0.00067733i,-0.0013507+0.0021355i,-0.0014611-0.00025846i,-0.00025394+0.00037573i,-0.0002811-0.00074331i,-0.0016815+0.0013027i,-0.0036709-0.0012253i,-0.00068471-0.001183i,-0.00035482+0.00024716i,-0.00096659+0.0001551i,0.0012731+0.0046297i,-0.00055223-0.00093968i,-0.00030403-0.0012855i,0.0004865+0.00081218i,0.00030388-0.0038805i,0.0067484-0.0073035i,0.020055-0.0084987i,0.021917-0.025408i,-0.0075003-0.026937i,0.0032479-0.0122i,-0.016175-0.022179i,0.0098986-0.036554i,0.0055752-0.031679i,0.012898-0.012866i,0.0096327-0.011374i,-0.00591+0.0047637i,0.0076215+0.00068461i,0.00046556+0.013616i,-0.0043363+0.0022852i,0.0054601+0.0015319i,0.0079167-0.0026653i,-0.0023663-0.0013979i,0.00669+0.0074558i,0.0011943-0.0014987i,-0.0018505-0.0042413i,-0.0026543-0.00082423i,0.0019566-0.0016246i,-0.0060029+0.0037475i,0.0055321-0.0021011i,-0.0073147+0.0050758i,0.0022092+0.0010831i,0.0036713+0.0021293i,-0.00093089+0.00039185i,-0.0050473-0.0054809i,-0.0019194+0.0014605i,-0.00073658+0.0010845i,-0.0013741+0.0050375i,-0.0015671+0.00087913i,-0.00060807+0.0031483i,-0.0008895+2.261e-05i,-0.010343+0.00054351i,0.00064812-0.00080831i,-0.003615+0.0015389i,0.00018447+0.0019383i,0.003738-0.0021493i,-8.3871e-05-0.0014863i,0.0015667-0.0032826i,-0.0038519-0.0021916i,0.0059868+0.0023292i,0.003742-0.00010513i,0.012369-0.015081i,-0.0093929+0.032881i,0.011423+0.016877i,-0.010082+0.0035914i,5.0948e-05-0.0017053i,0.0013045-0.0021226i,-0.0031736+0.0055887i
