-0.023006-0.018615i,-0.032441-0.033184i,-0.022306-0.01958i,-0.032741-0.020567i,-0.023782+0.0042493i,-0.028768-0.017641i,-0.058086-0.04418i,-0.040207-0.041477i,-0.031465-0.017998i,0.0049261+0.0046319i,-0.0039263+0.0065331i,-0.011234+0.010786i,0.0040954+0.0066005i,-0.0039834-0.0028277i,0.0028727+0.0017172i,0.0042136+0.028034i,0.019609+0.021001i,-7.4765e-05+2.7171e-05i,-0.0031308-0.0027004i,0.008369+0.0043084i,0.0018278+0.00051227i,-0.00022098+0.0023898i,-0.00056898+0.000413i,-0.031149-0.0024933i,-0.0039205-0.0050825i,-0.00020514+0.0022381i,0.0046977-0.0014891i,0.00063749-0.00020831i,-0.00046337-0.00060081i,-0.0013524-0.001862i,-0.0023493-0.00073367i,-0.0039438-0.0038854i,-0.0019658-0.0049076i,0.00037692-0.0012302i,0.00028244-0.0027635i,-0.0030826+0.024302i,0.0018361-0.0031606i,0.0022302-0.003959i,0.0038179-0.0023854i,-0.0079837-0.00084866i,0.00055701+0.0011298i,0.022883-0.021835i,-0.0027526+0.00013225i,-0.003272+0.0013668i,-0.0091052-0.0035038i,-0.019196+0.021867i,-0.0075944-0.086599i,-0.001618-0.060396i,-0.021818-0.053713i,-0.010727-0.045502i,0.054527-0.025889i,0.024694-0.067644i,0.040715-0.052452i,0.019448-0.039617i,0.025855-0.01985i,0.012165+0.011815i,0.025618-0.02841i,-0.010789-0.003625i,-0.0009318-0.0012949i,-0.0073724-0.0019915i,-0.0053821-0.028834i,-0.021306+0.026383i,0.0074339-0.0091673i,-0.011585-0.0029566i,-0.0023816-0.0017501i,-0.00090981-0.014984i,-0.0080201+0.0047692i,0.0052961+0.010613i,-0.009809+0.030953i,0.0064889+0.0074674i,-0.0038435-0.001461i,-0.0024474-0.0016764i,-0.012633-0.0066646i,0.00042262-0.0039536i,-0.032434+0.002662i,0.0034237-0.0088472i,-0.0077848-0.0015464i,-0.0049566-0.0028285i,0.0068563+0.002177i,-0.010086+0.00082045i,0.002527-0.00028373i,0.006518+0.0075832i,0.0056795+0.0011503i,-0.0082225-0.0098205i,0.002858+0.0080302i,-0.02041+0.0076167i,0.0029995+0.0060063i,-0.021567-0.0084832i,-0.027553-0.0051264i,0.010695-0.060722i,0.018666-0.015141i,-0.051661-0.028702i,-0.023993+0.0033941i,0.019061+0.010589i,-0.026968+0.011477i,-0.012067-0.0079941i
0.0019197-0.0069263i,0.0069169-0.031368i,-0.015172-0.016389i,-0.010554-0.015183i,-0.011115-0.016303i,-0.010768-0.012132i,0.014383-0.014144i,0.01236-0.016317i,-0.0057795-0.0070723i,0.0037373+0.00052544i,0.00018219+0.00054616i,-0.00080029+0.00068178i,0.0011684-0.00069917i,0.00079527-0.00067989i,-0.0012003-0.0016323i,0.0030463-0.0047928i,-0.003036+0.00054717i,-0.00060694+0.00024273i,0.00021322-0.0004222i,9.8127e-05+0.0012465i,-0.00024062+0.0011786i,-0.00048974-9.2213e-05i,0.0012049+0.00063266i,-0.0024418+0.0030366i,4.1755e-05+0.00047145i,7.7382e-05+0.00018137i,-0.00065659+0.00037134i,-3.1632e-05+0.00016249i,0.00022944+3.1344e-05i,0.00036065-0.00030375i,0.00042451-0.00011298i,0.00095656+0.00041703i,0.00022141-0.00016364i,-9.1743e-05-0.00061899i,0.00033806+0.00047957i,0.0068538-0.00014993i,0.00034304-0.00015192i,0.00097662+0.00016227i,0.00017635-0.00060196i,0.0006964-0.0011541i,-0.00028146+0.00043201i,4.3257e-05-0.00017624i,-0.0001861-0.00076416i,-0.00076951+0.0010084i,-0.0079503-0.0079087i,0.00056043+0.022124i,0.029603-0.0007755i,0.030174-0.0028738i,0.0081293-0.017236i,0.030082+0.0074418i,0.022491+0.029921i,0.027044+0.020472i,0.019285+0.033261i,-0.023475+0.013357i,-0.00040852-0.0084759i,0.0023938-0.0051042i,0.0059735-0.0069961i,0.0097921+0.0017703i,0.0030457+0.0054839i,-0.0058874+0.0072119i,-0.0022819-0.0051117i,0.0041569+0.0096706i,-0.0034695-0.0013995i,-6.5791e-05+0.0031503i,0.00021679+0.00060851i,0.0017278-0.003631i,0.0068275-0.0019125i,-0.002894-0.00041789i,0.0048746-0.00092929i,-0.0066915-0.00022244i,-0.003318-1.3691e-05i,6.6679e-05+3.7499e-05i,-0.0050241-0.0024842i,-0.0028568-0.0020499i,-0.011253-0.010508i,0.0025221-0.0019409i,-0.004658+0.00013066i,-0.0017185+0.001601i,-0.0051447+0.0024258i,0.0050667+0.0013743i,-0.0082995-0.0017543i,-0.002104-0.0066358i,-0.0024921-0.0017254i,-0.0061611-0.00060491i,0.0059317-0.0036507i,0.0042468+0.0018657i,0.0027031-0.0027198i,0.0012761+0.0059358i,0.0030819+0.0015145i,0.010855+0.0065311i,-0.02559+0.0017263i,-0.031794+0.015775i,-0.013951+0.022417i,0.0027384+0.0023517i,0.006855-0.0063127i,-0.01473+0.0077539i
0.00060062-0.0071881i,0.0014939-0.032103i,-0.017872-0.013422i,-0.01305-0.01237i,-0.014261-0.014267i,-0.012036-0.010309i,0.010421-0.017299i,0.0095709-0.017475i,-0.0074002-0.0061041i,0.003906-0.00088208i,0.00050094+0.00021514i,-0.00017845+0.0010653i,0.00071526-0.00088238i,0.00077858-0.00070614i,-0.0012975-0.0012933i,0.0021946-0.0051548i,-0.0019976+0.0014301i,-0.00072456+0.00015499i,-0.00010075-0.00046728i,0.00043609+0.0011146i,0.0001166+0.0013431i,-0.00042986+0.00011856i,0.0013529+0.00019494i,-0.00054191+0.0031884i,0.00038262+0.0004993i,0.00018543+0.00012472i,-0.00043911+0.00092381i,1.7576e-05+0.00028354i,0.00021643+4.7572e-05i,0.00040454-0.0002i,0.00023944-0.00029278i,0.0011828+1.1708e-05i,0.00027817-0.00024995i,-0.00038249-0.00040608i,0.00072079+0.00035614i,0.0075651-0.0039627i,0.0001505-4.2649e-05i,0.00084109-0.00028692i,0.00010397-0.0004184i,0.00034213-0.0017722i,0.00039309+0.00067894i,-2.3674e-06-0.00034082i,-0.00053116-0.00034789i,0.00035974+0.0010458i,-0.0088766-0.0059767i,0.0043444+0.022851i,0.02938-0.0048853i,0.029253-0.0088945i,0.0030667-0.014597i,0.033101+0.001841i,0.028124+0.02436i,0.030173+0.012658i,0.021575+0.023902i,-0.018318+0.013662i,-0.0022374-0.0072886i,-0.0011271-0.0053152i,0.0026915-0.0088973i,0.0080988-0.0011153i,0.0039091+0.0041208i,-0.0019233+0.0095179i,-0.002789-0.0024036i,0.005449+0.0075919i,-0.0040122-7.187e-05i,0.0016461+0.0039517i,0.0010156+0.00048819i,-0.00041188-0.0035802i,0.0067649-0.0056325i,-0.0033108+0.00021362i,0.0048892-0.0032161i,-0.0061709+0.0027718i,-0.0017382-0.0013743i,-0.00015578-0.00058723i,-0.004674+0.00059974i,-0.0029288-0.0014407i,-0.012692-0.0050599i,0.00086965-0.0025094i,-0.003945+0.0013557i,-0.0018159+0.0013023i,-0.0035041+0.00409i,0.0060973-0.00047003i,-0.0079511+0.0015785i,-0.0042389-0.0053207i,-0.0024634-0.0014279i,-0.0055311+0.0016459i,0.0028968-0.0045847i,0.0051425+0.00010865i,0.0023487-0.0028059i,0.0030545+0.0045571i,0.0017362+0.0012846i,0.010072+0.0020051i,-0.024555+0.0071388i,-0.030287+0.023315i,-0.010212+0.021681i,0.0043182+0.0046953i,0.0046128-0.0063019i,-0.014645+0.010415i
-0.00029416-0.0074143i,-0.0042737-0.032006i,-0.019829-0.0099933i,-0.014458-0.0092629i,-0.01714-0.011708i,-0.013122-0.0085517i,0.006188-0.019354i,0.0070784-0.018462i,-0.0087846-0.004718i,0.0033598-0.0020054i,0.000424-0.00021028i,0.00053084+0.0011806i,0.00024993-0.00082689i,0.00088595-0.00081482i,-0.0014783-0.00098192i,0.0013753-0.005417i,-0.00071013+0.0016509i,-0.0009962+0.00018124i,-0.00035108-0.00025152i,0.00072657+0.00075987i,0.00093962+0.001185i,-0.00044787+0.00011303i,0.0013135-0.00029313i,0.0010713+0.0025402i,0.00078272+0.00031221i,0.00031598+2.146e-06i,0.00033147+0.0010819i,0.00011172+0.00031111i,0.00022098+4.1042e-05i,0.00047124-0.00034961i,3.0295e-05-0.00030774i,0.0012185-0.00059683i,0.00014853-0.00034256i,-0.00045405-8.5984e-05i,0.0011031-0.00019591i,0.0054681-0.0041523i,0.00031909+3.0548e-05i,0.00065614-0.00046568i,0.00013244-0.00044373i,-0.00028783-0.002043i,0.00086282+0.00038088i,-0.00023427-0.0004401i,-0.00058716+5.457e-05i,0.00089968+0.00044311i,-0.0092662-0.0044632i,0.0097173+0.022463i,0.029109-0.0094367i,0.026852-0.014299i,0.00026875-0.010997i,0.035169-0.004799i,0.031734+0.01779i,0.032093+0.0050754i,0.020985+0.017147i,-0.014789+0.014431i,-0.0040693-0.0057855i,-0.0042523-0.0035044i,-0.0016769-0.0096214i,0.0056765-0.0026104i,0.0039606+0.0027413i,0.0016078+0.0093567i,-0.001958-0.00078251i,0.0055253+0.0054921i,-0.0040315+0.0022535i,0.0036362+0.0037838i,0.0012796-0.00015257i,-0.0018829-0.0024244i,0.0047889-0.0079044i,-0.0030231+0.0010906i,0.0038001-0.0047499i,-0.0032555+0.0046436i,-0.0024385-0.0013972i,-0.00058644-0.00064951i,-0.0031818+0.0025456i,-0.0026224-0.0006905i,-0.012268-0.00053528i,4.049e-06-0.0025167i,-0.0029826+0.0020466i,-0.0017702+0.001837i,-0.0012126+0.0042554i,0.0063486-0.0029613i,-0.00624+0.00416i,-0.0053325-0.0037397i,-0.0028466-0.0010633i,-0.0042718+0.002929i,0.0016202-0.0040054i,0.0047641-0.001597i,0.0021956-0.0032216i,0.0023836+0.0017942i,0.0010808+0.0015009i,0.0094555-0.00082198i,-0.02119+0.011641i,-0.025004+0.030643i,-0.0075067+0.021266i,0.0072907+0.0051557i,0.0024718-0.0047616i,-0.013016+0.013102i
-0.00136-0.0078449i,-0.0098253-0.030573i,-0.021004-0.0066619i,-0.01498-0.0064895i,-0.019464-0.0080767i,-0.013989-0.0067022i,0.0013523-0.020178i,0.0043501-0.019376i,-0.0094291-0.0030287i,0.0025212-0.0026832i,6.7214e-05-0.00018594i,0.0012806+0.00071632i,-5.1091e-06-0.00053763i,0.00081246-0.0011844i,-0.0015784-0.00049773i,0.00013185-0.0055679i,-5.8148e-05+0.0013305i,-0.0012719+0.00073189i,-0.0003135+1.5676e-05i,0.00078457+0.00029213i,0.001291+0.00052394i,-0.00063993+0.00024953i,0.00094204-0.00066286i,0.0021106+0.00098961i,0.0011598-0.00015416i,0.0002588-0.00018972i,0.00057607+0.00076633i,0.00030387+0.00031372i,0.00024785-1.3349e-05i,0.00031159-0.00043518i,-9.8941e-05-0.0002464i,0.00099415-0.0011337i,0.00012481-0.00032327i,-0.00034568+7.1877e-05i,0.00091992-0.0010659i,0.0040884-0.0052695i,0.00055515-0.00015298i,0.00051381-0.00062485i,1.7645e-05-0.00041664i,-0.0011812-0.0021131i,0.00085269-4.3231e-05i,-0.00051493-0.00023101i,-0.00053685+0.00063197i,0.00090862+1.225e-05i,-0.0091907-0.003247i,0.015564+0.018911i,0.028179-0.01426i,0.024363-0.018436i,0.0005548-0.0065818i,0.035338-0.013078i,0.03376+0.011091i,0.032391-0.0030085i,0.020463+0.01243i,-0.0094549+0.014541i,-0.0048679-0.0035107i,-0.006034-0.00048053i,-0.006657-0.0086538i,0.0037068-0.0030193i,0.0036491+0.0021262i,0.0041581+0.0081136i,-0.00098594-5.4494e-05i,0.0049343+0.0034521i,-0.001663+0.0044673i,0.0051535+0.0029534i,0.0015306-0.00067696i,-0.0025361-0.0010081i,0.0022997-0.0096834i,-0.0024907+0.0015951i,0.0024316-0.0061857i,-0.00090912+0.0037713i,-0.0032494-0.0010845i,-0.00085932-0.00061485i,-0.0014562+0.0036245i,-0.0023611-0.00040088i,-0.0104+0.0034129i,-0.0009406-0.0029479i,-0.0017289+0.0022844i,-0.0013219+0.0018719i,0.0003766+0.0035982i,0.0055366-0.0056692i,-0.0034818+0.0057988i,-0.0057072-0.0016063i,-0.0033364-0.00047418i,-0.0033747+0.0041694i,0.00066172-0.0037233i,0.0038362-0.0026167i,0.0018008-0.0039168i,0.00093568+0.001553i,0.00090576+0.0021424i,0.0085331-0.0038874i,-0.017738+0.012699i,-0.016935+0.034423i,-0.0038925+0.021682i,0.0089709+0.0043331i,0.0021167-0.0030876i,-0.010526+0.014714i
-0.0027539-0.0081758i,-0.014869-0.027822i,-0.021737-0.0032144i,-0.015278-0.0041731i,-0.020372-0.0041383i,-0.014669-0.0048137i,-0.0029214-0.019301i,0.0016859-0.019928i,-0.0092525-0.0014371i,0.00017942-0.0034445i,2.149e-06+6.7492e-05i,0.0015986+6.1662e-05i,7.183e-06-0.00031243i,0.00019094-0.0012655i,-0.0013413+2.427e-05i,-0.0012012-0.0050249i,0.00030584+0.0013628i,-0.00070072+0.0012924i,-0.00032979+9.8134e-05i,0.00053058-6.7482e-05i,0.0012123-7.0444e-05i,-0.00060284+0.00052667i,0.00063317-0.00086553i,0.0017473-0.00062568i,0.0010217-0.00089752i,5.005e-05-0.00028558i,0.00079586+0.00058181i,0.00053549+0.00014559i,0.00019772-0.00010383i,0.00012856-0.00043829i,-0.00011147-6.4223e-05i,0.00057665-0.0015292i,-0.00010572-0.00034581i,-0.00032539+0.00021388i,0.00029988-0.0015543i,0.0022446-0.0060748i,0.00048644-0.0004637i,0.00021832-0.00084841i,5.9612e-05-0.00035392i,-0.0021517-0.0017612i,0.00068363-0.0004226i,-0.00060606+0.0001051i,-0.00020237+0.0010193i,0.00091892-0.00024381i,-0.008602-0.0025617i,0.019476+0.013095i,0.026315-0.019128i,0.02285-0.023999i,0.0038821-0.0034919i,0.032743-0.021666i,0.034521+0.0046692i,0.030079-0.010675i,0.019101+0.0092395i,-0.0048531+0.012296i,-0.0045696-0.0022616i,-0.0059639+0.0032726i,-0.011401-0.0047435i,0.0021795-0.0030305i,0.0034451+0.0016964i,0.0084856+0.0063655i,5.4802e-05-0.00021187i,0.0036793+0.0022152i,0.001496+0.0037708i,0.0066792+0.00083939i,0.0016643-0.0015524i,-0.0022059+0.00083314i,-0.0012671-0.011014i,-0.0023235+0.0025219i,0.00036031-0.0071009i,-0.00071136+0.0031607i,-0.0041923-9.0796e-05i,-0.001128-0.00044923i,0.0013403+0.0037714i,-0.0023539-0.00065717i,-0.007147+0.0061792i,-0.0026589-0.0027965i,-0.00076836+0.0019935i,-0.00086017+0.0018681i,0.0010574+0.002564i,0.0035086-0.0082206i,-0.00081008+0.0056931i,-0.004953-2.2525e-05i,-0.003225+0.00022584i,-0.0013999+0.0053924i,-0.00059319-0.0029581i,0.0028673-0.0031969i,0.00055778-0.0042302i,0.00017879+0.0020609i,0.0010846+0.00245i,0.0067764-0.0062331i,-0.017895+0.012295i,-0.0092516+0.034188i,0.00041593+0.019867i,0.01043+0.0020753i,0.0024631-0.0020726i,-0.0076568+0.015704i
-0.0040209-0.0081247i,-0.018954-0.02428i,-0.021767+0.00031848i,-0.015218-0.0017785i,-0.020714-0.00060557i,-0.015082-0.0028502i,-0.0061526-0.018078i,-0.00097856-0.020337i,-0.0086703-0.00058744i,0.00022964-0.0030013i,0.0001934+0.00025643i,0.0015422-0.00041294i,-1.4956e-05-0.00018389i,-1.2268e-05-0.00097094i,-0.00097321+0.00016165i,-0.0018321-0.0040166i,0.00092897+0.0011821i,-0.00010458+0.0013837i,-0.00023427+0.00026059i,0.00029674-9.394e-05i,0.0010708-0.00057223i,-0.00042807+0.00066218i,0.00030967-0.0010188i,0.00087872-0.0016967i,0.0004193-0.0014431i,-0.00018095-0.00014855i,0.0011012+0.00030217i,0.00055577-0.00013646i,0.00016699-0.00015422i,-9.3593e-05-0.00038751i,-4.0213e-05-1.4581e-05i,-0.0001233-0.00154i,-0.00022983-6.0617e-05i,-8.8255e-05+0.00032764i,8.0805e-05-0.0022437i,0.00055035-0.0062678i,0.00031845-0.00043832i,-0.00012202-0.00075422i,5.0686e-05-0.00044288i,-0.0030666-0.00083002i,0.00042918-0.00056035i,-0.0005178+0.00038328i,0.000263+0.0014886i,0.00079994-0.00062565i,-0.0086278-0.0027069i,0.021102+0.006617i,0.023388-0.023813i,0.017275-0.030244i,0.0089885-0.004805i,0.027009-0.028907i,0.034436-0.0013784i,0.026893-0.016209i,0.018524+0.0080555i,-0.0019872+0.0090083i,-0.0045149-0.0016461i,-0.0034464+0.006454i,-0.013734+0.0011808i,0.00080753-0.0028799i,0.0032614+0.0015978i,0.0069864+0.0033379i,0.00037724-0.0010893i,0.0022695+0.0018116i,0.0020774+0.0021957i,0.0064921-0.0021073i,0.0011616-0.0027981i,-9.4721e-05+0.0020059i,-0.0061066-0.0091182i,-0.0011535+0.004051i,-0.0025248-0.0072185i,0.00061474+0.0036204i,-0.004581+0.0016464i,-0.0012921-1.6386e-05i,0.0039944+0.0011654i,-0.002792-0.00032991i,-0.0028343+0.0066051i,-0.0043763-0.0014154i,-0.00027676+0.0013035i,-0.00080789+0.0017351i,0.0015954+0.001428i,-0.00020298-0.0099238i,0.0013902+0.0043027i,-0.0043692+0.0007691i,-0.0031991+0.0009483i,0.0012349+0.0050614i,-0.00068282-0.0017377i,0.0019294-0.0031766i,-0.00064534-0.0041032i,-0.00038382+0.0028586i,0.0013465+0.0027157i,0.0049295-0.0073964i,-0.019128+0.014962i,-0.0035138+0.032476i,0.0032418+0.016154i,0.010725-0.00049396i,0.0027834-0.0020464i,-0.0044064+0.015243i
-0.0054257-0.0080782i,-0.021986-0.020344i,-0.021162+0.003677i,-0.014608+0.00030364i,-0.020382+0.0030879i,-0.015239-0.00085471i,-0.0090756-0.016858i,-0.0040102-0.020652i,-0.0083563-0.00047203i,0.00011965-0.0025191i,0.00045733+0.00037182i,0.00098131-0.0015179i,8.0443e-05+5.2101e-06i,2.1409e-05-0.00081405i,-0.00082847+0.00017872i,-0.0022446-0.0031235i,0.0011977+0.00075615i,0.00032146+0.0014386i,1.0821e-05+0.00029902i,0.00024689-5.9449e-05i,0.00070893-0.0009906i,-0.00035897+0.00083684i,-5.0357e-05-0.00094652i,-0.00016901-0.0019068i,-4.574e-05-0.0015132i,-0.00021181+7.9076e-05i,0.0010473-0.00024854i,0.00052423-0.00031199i,0.00010736-0.00021994i,-0.00026177-0.00017542i,3.8357e-06-2.243e-05i,-0.00058238-0.0012109i,-8.5558e-05+0.00011726i,0.00014073+0.00023669i,-0.0021526+0.00067372i,-0.00058917-0.0059489i,0.00043136-0.00055481i,-0.00033816-0.00061977i,-0.00012984-0.00044363i,-0.0036522+0.00037622i,0.00018015-0.00073059i,-0.00034433+0.00064328i,0.0010913+0.0018305i,0.00042336-0.00079021i,-0.0095566-0.0026344i,0.020476+0.00060935i,0.019307-0.027848i,0.0096964-0.033269i,0.011806-0.0092256i,0.020042-0.033631i,0.033788-0.0073981i,0.023871-0.021474i,0.020204+0.007029i,-6.9861e-05+0.0055663i,-0.0051846-0.0012424i,0.00015143+0.0073768i,-0.012674+0.0076457i,-0.00028735-0.0024121i,0.0035324+0.0015588i,0.007088+0.0020538i,-0.00010761-0.00168i,0.00084071+0.0024435i,0.0024421+0.0015399i,0.004598-0.0046939i,-0.00038199-0.0032615i,0.0016038+0.0012512i,-0.0083618-0.004841i,0.0014795+0.0043119i,-0.0059779-0.0050581i,0.0020592+0.002619i,-0.0039063+0.0035712i,-0.001224+0.00022403i,0.0036165-0.0022309i,-0.0029872+0.00056705i,-0.00011288+0.0043897i,-0.0047026+0.00073328i,-0.00042671+0.00060355i,-0.0006898+0.0018449i,0.0013425+1.1412e-05i,-0.0048164-0.0095123i,0.0020473+0.0022773i,-0.0039175+0.0014808i,-0.0028354+0.0021345i,0.0029018+0.0038447i,1.1988e-05-0.0014198i,0.0014425-0.0026866i,-0.0013525-0.0036799i,-0.00092235+0.0040325i,0.0019151+0.0026497i,0.0044925-0.0082257i,-0.018545+0.019473i,0.0010955+0.030403i,0.0038155+0.011759i,0.0096748-0.003055i,0.0024652-0.001694i,-0.0023743+0.013322i
-0.0072453-0.0076724i,-0.02392-0.016298i,-0.019989+0.0068683i,-0.013831+0.0020265i,-0.019137+0.0065559i,-0.015156+0.0011076i,-0.01194-0.015308i,-0.0074657-0.020443i,-0.0086041-0.00043451i,3.198e-05-0.0024363i,0.00085811+0.0003729i,0.00049211-0.0012754i,0.00029739+0.00011241i,-4.5852e-05-0.0008072i,-0.00070649+0.00022312i,-0.0024006-0.0023589i,0.001358+0.00048411i,0.00091349+0.0012357i,0.00016801+0.00017793i,0.00027109-0.00013972i,4.53e-05-0.0010106i,-4.1682e-05+0.00105i,-0.00024891-0.0007954i,-0.0009211-0.0016557i,-0.0005953-0.001184i,-0.00015521+0.00022291i,0.0006246-0.00046423i,0.00041964-0.00054211i,7.8184e-05-0.00011825i,-0.00034063+5.0079e-05i,-1.3312e-05-2.0632e-05i,-0.00063702-0.00077655i,0.00017935+0.00011471i,0.00021117+2.4009e-05i,-0.0019451-0.00018905i,-0.0017591-0.0055919i,0.00019804-0.0007983i,-0.00043192-0.0004348i,-0.0002912-0.00024664i,-0.0035553+0.0015795i,-0.00027839-0.00069591i,-0.00012823+0.0006128i,0.0025218+0.0014854i,0.00013191-0.00059904i,-0.010641-0.0018252i,0.018073-0.0041556i,0.01454-0.030507i,0.002333-0.033834i,0.011822-0.013673i,0.01232-0.036464i,0.032313-0.01369i,0.019505-0.026312i,0.02103+0.0047686i,0.00065002+0.001072i,-0.0064649-9.1373e-05i,0.0032357+0.0061844i,-0.0087496+0.012767i,-0.001026-0.0018003i,0.0036414+0.0012703i,0.0074263+0.00062539i,-0.00095464-0.0016099i,0.00059883+0.0037669i,0.0031761+0.00043816i,0.0019257-0.0051054i,-0.0015508-0.003001i,0.00224-7.557e-05i,-0.0083064-0.0011815i,0.0036184+0.0029176i,-0.0070867-0.002423i,0.0020798+0.0013683i,-0.0021584+0.0050179i,-0.0013657+0.0004471i,0.0014846-0.0044366i,-0.0026562+0.0015297i,0.00031107+0.0018596i,-0.0036363+0.0023653i,-0.0010482+0.00038857i,-0.00019323+0.0014224i,0.00029285-0.00045471i,-0.008105-0.0069962i,0.0018148+0.0010376i,-0.0033602+0.0019771i,-0.0017314+0.0026376i,0.0037447+0.0022619i,-0.00024914-0.0012631i,0.0018671-0.0025271i,-0.001731-0.0027522i,0.00041701+0.0063772i,0.0019273+0.0026884i,0.0032006-0.01001i,-0.016677+0.023764i,0.0047896+0.027879i,0.001954+0.0084678i,0.0061913-0.0048586i,0.0030977-0.0018038i,-0.0020322+0.011634i
-0.0088798-0.0064936i,-0.025257-0.012662i,-0.018221+0.0097369i,-0.012984+0.0033798i,-0.017423+0.0093193i,-0.014862+0.0032548i,-0.014322-0.013254i,-0.010717-0.019359i,-0.0093833+2.4297e-06i,-0.00029019-0.002375i,0.0012906+5.7179e-05i,0.00024887-0.0010646i,0.00050547+0.00014694i,-0.00012419-0.00072089i,-0.00063015+0.00024874i,-0.002329-0.0018761i,0.0018392+0.00015117i,0.0011771+0.00087507i,0.0001543-7.9429e-06i,0.00025026-0.00017344i,-0.00031996-0.00081745i,0.00053697+0.0009637i,-0.00027647-0.00070518i,-0.0012927-0.0014415i,-0.0010294-0.00080226i,-4.5412e-06+0.00029586i,0.00052014-0.00033989i,-6.0694e-06-0.00055513i,0.00010818-6.6087e-05i,-0.00024019+0.00030801i,-2.1907e-05+4.7193e-05i,-0.00072078-0.00079371i,0.00025837+0.00011515i,0.0001082-2.2052e-05i,-0.0012832-0.00015704i,-0.0028012-0.0049198i,-0.00012086-0.00071832i,-0.00065762-0.00015064i,-0.00018194-0.00011723i,-0.0027474+0.0026669i,-0.00047604-0.00038263i,0.00014484+0.00063627i,0.0028562-0.00038805i,0.00020857-0.00043114i,-0.011311-0.00045507i,0.015528-0.0065176i,0.0099814-0.032045i,-0.0042225-0.032835i,0.0098003-0.017557i,0.0043282-0.036442i,0.029347-0.019826i,0.01475-0.029907i,0.025817-0.00048806i,-0.0012279-0.0026969i,-0.0073069+0.0023968i,0.0049557+0.0039435i,-0.0032329+0.014986i,-0.0017746-0.0011255i,0.0038465+0.0011202i,0.0071313-0.0010945i,-0.0013733-0.0012921i,0.0013186+0.0052021i,0.003067-0.0010231i,0.00040462-0.004449i,-0.0026626-0.0022757i,0.0020417-0.001064i,-0.0069759+0.0015698i,0.0046516+0.00087836i,-0.0063116+0.0007112i,0.0017905+0.0010209i,8.4867e-05+0.0051635i,-0.0011371+0.00097894i,-0.0010966-0.0052652i,-0.0020138+0.0014563i,-0.00083956+0.00081725i,-0.0027398+0.0034942i,-0.0014859+0.00097283i,4.105e-05+0.0015414i,-0.00023177-0.00034303i,-0.0096251-0.0036932i,0.0012368+0.00015824i,-0.0031469+0.0022699i,-0.00078078+0.0026424i,0.004216+0.00058112i,4.3309e-06-0.0011958i,0.002269-0.0030926i,-0.001933-0.0025176i,0.0029655+0.0067548i,0.0023085+0.0028871i,0.0014565-0.011127i,-0.012968+0.029066i,0.0081049+0.02516i,-0.00084527+0.0078123i,0.0031863-0.0036692i,0.0028938-0.0024407i,-0.0020686+0.010556i
-0.0099231-0.0050392i,-0.026677-0.0093916i,-0.016113+0.011945i,-0.012106+0.0046363i,-0.015435+0.01197i,-0.013958+0.0053145i,-0.016383-0.010949i,-0.014013-0.017982i,-0.010339+0.0010898i,-0.00050172-0.0025358i,0.0014732-0.00054945i,0.00024124-0.001049i,0.00082651+0.00010806i,3.1982e-05-0.00082222i,-0.00060803+0.00028256i,-0.0023563-0.0016287i,0.0020218-0.00070947i,0.00084538-4.0838e-05i,0.0001357-0.00012585i,0.00037204-0.0002668i,-0.00055403-0.00057211i,0.00080648+0.0005492i,-0.00050423-0.00073996i,-0.0014449-0.001422i,-0.0012054-0.00025581i,0.00019746+0.00031984i,0.00042332-0.00043421i,3.0543e-05-0.00032394i,0.00013915-3.5298e-05i,0.00010956+0.00049732i,3.9302e-06+0.0001169i,-0.00092682-0.00059952i,0.0005046-0.000217i,0.0001909-2.5044e-05i,-0.00067061+0.00016387i,-0.0034363-0.0041026i,-0.00023127-0.00050089i,-0.00038235+0.00027869i,-0.00011212-0.00018507i,-0.0012954+0.0031953i,-0.00053131-0.00016372i,0.00034558+0.00036678i,0.0018879-0.0010672i,0.00031919-0.0005106i,-0.011778+0.00094732i,0.014274-0.0083464i,0.0055166-0.033052i,-0.010271-0.029922i,0.0078425-0.020037i,-0.0027532-0.033939i,0.025159-0.025206i,0.010166-0.033037i,0.02627-0.005999i,-0.0042956-0.0047809i,-0.0062909+0.0056362i,0.0054367+0.001626i,0.0016978+0.01441i,-0.0021594-0.0001816i,0.0046302+0.00074939i,0.0064375-0.0025883i,-0.0017776-0.0010446i,0.0036785+0.0059067i,0.0021177-0.0014541i,-0.00040169-0.0037237i,-0.0034134-0.0010666i,0.0017686-0.0017616i,-0.0056665+0.0032036i,0.0046278-0.0014248i,-0.0055536+0.0022669i,0.0022062+0.0011756i,0.0017992+0.0043732i,-0.00065044+0.0010507i,-0.00383-0.0046999i,-0.0018018+0.0015636i,-0.0013033+0.0016212i,-0.0012738+0.0043463i,-0.0011318+0.0016254i,0.00013235+0.0024795i,-0.000375-0.00032847i,-0.0099403-0.00063305i,0.00042627-9.3356e-05i,-0.0030458+0.0031585i,-0.00038981+0.0026564i,0.0044426-0.0020067i,5.6816e-05-0.0017872i,0.0021786-0.0042222i,-0.0023038-0.0021415i,0.0052063+0.0055303i,0.0032279+0.0029799i,-0.00061624-0.011686i,-0.0055174+0.032318i,0.010823+0.021423i,-0.00263+0.0089835i,0.0018559-0.0014196i,0.0021972-0.002446i,-0.0022341+0.0099868i
