-0.023931-0.037817i,-0.011469-0.050017i,-0.018054-0.044956i,-0.03091-0.035748i,-0.030036-0.016375i,-0.050598-0.027481i,-0.056127-0.026818i,-0.04375-0.036424i,-0.03093-0.035209i,0.0087217+0.01139i,-0.005719+0.015066i,-0.0044938+0.014289i,0.010062+0.020578i,0.00077009+0.0042457i,0.0033396+0.0034041i,0.0069332+0.018985i,0.023002+0.035349i,-0.0026895-0.0016577i,-0.0052063-0.0056238i,0.0059396+0.0010542i,-0.00035911-0.00070554i,-0.00051888+0.0011968i,0.00025662-0.00019869i,-0.027624-0.0028138i,-0.0023838-0.0060549i,0.00092154+0.0047401i,0.0027808+0.00034894i,-0.00036716+0.000715i,0.00066748-0.00030289i,-0.00099427-0.0029372i,-0.0017548-0.0057559i,-0.0044064-0.004557i,-0.0024408-0.0043575i,0.0025132-0.00021802i,0.0021339-0.0031154i,-0.0020606+0.027333i,0.0011654-0.0032121i,0.0026631+0.0010448i,0.0053245+0.00077302i,-0.010553-0.003596i,-0.0037484+0.00021369i,0.0053148-0.00046092i,0.0057731-0.00037854i,-0.003961+0.0049396i,0.0015306-0.0087804i,-0.012154+0.017389i,0.035623-0.091195i,0.012086-0.069854i,-0.016037-0.059898i,-0.015795-0.055367i,0.039762-0.046461i,0.017126-0.06233i,0.033365-0.055511i,0.030275-0.059307i,0.015985-0.013701i,0.0046673+0.016303i,0.016025-0.025988i,-0.011579+0.0052904i,-6.4724e-05+0.0052514i,-0.0054565-0.0014459i,-0.002785-0.029297i,-0.024021+0.030909i,0.0095308-0.010902i,-0.013754-0.0030518i,-6.0651e-05-0.0047864i,-0.00097312-0.016044i,-0.0071721+0.0043082i,0.004865+0.0062124i,-0.0078991+0.031189i,0.0049034+0.0063063i,-0.0049866-0.00064043i,-0.0032401-0.00054226i,-0.012867-0.0075378i,-0.00090641-0.0043119i,-0.02657-0.018668i,-0.00024288-0.0098655i,-0.0092211-0.0010104i,-0.0068013-0.0026286i,0.0080047+0.0029591i,-0.0079309+0.0012061i,0.00026654+0.00060121i,0.0062175+0.0097341i,0.0047216+0.0019271i,-0.0090602-0.0085204i,0.0028393+0.0082692i,-0.02027+0.0056965i,0.0090817+0.00079738i,-0.029304-0.0037119i,-0.041852+0.0031553i,0.01896-0.095576i,-0.0024825-0.012461i,-0.053375-0.022761i,-0.024887+4.5509e-06i,0.01803+0.011184i,-0.024846+0.012646i,-0.017781-0.013613i
0.0016842-0.017894i,0.01792-0.037467i,-0.0047934-0.032392i,-0.0054329-0.021466i,-0.023946-0.032163i,-0.025447-0.0041068i,-0.019321-0.003761i,-0.01994-0.016449i,-0.0067181-0.01597i,0.00055429-0.003614i,-0.0033303-0.0013578i,-0.0029113-0.001402i,-0.0032026+0.0008937i,-0.0020745+0.00063883i,0.0012844+0.0011187i,-0.0012002-0.0028499i,0.0010547+0.0025476i,0.0019161+0.0020846i,0.00078803+0.00025943i,0.0011326-0.00065273i,0.001681-0.0021032i,-0.0012099-0.0013833i,0.00025938-0.0016661i,0.00052991-0.0026271i,0.00044409-0.0003585i,-0.00032766+0.00039896i,0.0011891+0.00095183i,0.00071323+0.0005921i,-8.7067e-05-0.00059834i,0.00020483+1.5287e-05i,-0.0024635-0.0015443i,-0.000301-0.001563i,-0.00076704-1.1205e-05i,-0.00059945-7.8031e-05i,-0.0010748-0.0014659i,0.0015616-0.0058942i,0.00029223-0.00026293i,0.0013307-0.00047659i,0.00028183-0.001058i,-0.0011563-0.00053122i,0.002025-8.8651e-05i,0.00011079-0.00030618i,-0.00087059-8.7575e-05i,-0.0010056-0.0028193i,0.016759-0.013348i,0.045436-0.0018254i,0.049097+0.0011225i,0.049088-0.016616i,0.019422+0.00092382i,0.024435-0.03261i,0.034639-0.019448i,0.0094363-0.016469i,0.019687-0.0062977i,0.021922+0.010234i,-0.0014879-0.0044827i,1.2315e-05+0.0066274i,-0.011106-0.00043389i,0.0004263-0.0019868i,0.0046402-0.00025729i,0.0048838+0.0051132i,-0.00048433+0.00021969i,0.0043937+0.0033808i,0.0029821+0.0025997i,0.0080214-0.0056503i,0.0024278-0.00097421i,-0.00031449+0.0013446i,-0.005323-0.010384i,-0.0022123+0.0030661i,-0.00029681-0.0076219i,0.0015982+0.0028825i,-0.0030373+0.0024452i,-0.00076493-0.00029281i,0.0042865+0.00052564i,-0.0019649+0.00047771i,-0.0037513+0.0041007i,-0.004179-0.0026454i,0.00047599+0.0011564i,-0.0014292+0.0014513i,0.0010215+0.00050531i,-0.004994-0.011665i,0.0016938+0.0034974i,-0.0053028+0.0023021i,-0.0026602+0.00054095i,0.00061578+0.0061662i,-0.001173-0.0010024i,-0.0002673-0.004514i,0.0010347-0.0047224i,0.0029677+0.00030389i,0.0069886+0.002271i,0.038156-0.009633i,-0.026495+0.012964i,-0.0077069+0.037549i,0.0014605+0.010717i,0.011249-0.00019069i,0.0048166-0.0023859i,-0.0084425+0.0086665i
-0.0015931-0.018663i,0.011803-0.038932i,-0.0098877-0.030843i,-0.0083109-0.02052i,-0.029048-0.026629i,-0.025314-0.00044084i,-0.019589-0.00078587i,-0.022016-0.013313i,-0.0088975-0.015741i,0.00030208-0.0034854i,-0.0029425-0.00038534i,-0.0028608-0.00043288i,-0.0023331+0.0018365i,-0.0014748+0.0012672i,0.0015828+0.00050954i,-0.0015636-0.0023576i,0.001565+0.0028045i,0.0026181+0.0011515i,0.00086265+0.00012225i,0.00091592-0.00074988i,0.00086743-0.002533i,-0.0017906-0.00081868i,-0.00026792-0.0014591i,-0.00049092-0.0025709i,0.00018559-0.00048144i,-0.00010359+0.00066693i,0.00141+0.00033135i,0.00090946+0.00019305i,-0.00013465-0.00015053i,0.00021863+0.00015664i,-0.0028566-0.00065971i,-0.00081207-0.0012344i,-0.00046849+0.00041514i,-0.00050576+3.181e-05i,-0.0012595-0.0010735i,3.6181e-05-0.0061653i,0.00034318-0.0003736i,0.0010903-0.00069671i,-0.00021094-0.00099797i,-0.0015614+3.8883e-05i,0.0017291-0.00066331i,1.5963e-05-0.00034113i,-0.00046113+0.00030141i,-0.0016137-0.0023944i,0.013433-0.017122i,0.041859-0.010468i,0.04769-0.007011i,0.043708-0.02427i,0.0215-0.0043014i,0.01768-0.036367i,0.031526-0.024728i,0.0070275-0.01921i,0.019264-0.0071545i,0.022774+0.0035399i,-0.0033778-0.0041008i,0.0035244+0.0063385i,-0.010704+0.0050112i,-0.00082523-0.0014712i,0.0040816-0.00072126i,0.0063965+0.0035901i,-0.00057991-0.00031342i,0.0034523+0.0030783i,0.0032651+0.001826i,0.0039985-0.0081564i,0.0016399-0.0020147i,0.0011021+0.00093634i,-0.00811-0.0060222i,-0.0003218+0.0038962i,-0.002837-0.0096044i,0.0023479+0.001354i,-0.0020861+0.0041425i,-0.00073332-0.00030932i,0.0031611-0.003063i,-0.0023999+0.00080946i,-0.0018653+0.0030282i,-0.0056259-0.00039637i,4.5038e-06+0.00034711i,-0.0015769+0.0018974i,0.00059677-0.00052239i,-0.010011-0.0090441i,0.0021766+0.0013392i,-0.0046283+0.0034312i,-0.0026579+0.0014964i,0.003156+0.0053818i,-0.00057055-0.00070744i,-0.00074927-0.0031527i,-0.00022979-0.0051112i,0.0016268+0.0010919i,0.0068184+0.0011178i,0.036518-0.014156i,-0.026824+0.017694i,-0.0018996+0.036585i,0.00080215+0.0075626i,0.01041-0.0030677i,0.0043713-0.0026525i,-0.0070111+0.0080432i
-0.0055618-0.018576i,0.0060869-0.039558i,-0.014669-0.028469i,-0.011175-0.019442i,-0.032407-0.020402i,-0.024689+0.0031097i,-0.019433+0.0021116i,-0.023658-0.0099706i,-0.011507-0.014957i,-7.4945e-05-0.0037043i,-0.0022623+0.00030774i,-0.0023937+0.00033947i,-0.0012061+0.0023296i,-0.00081901+0.0016027i,0.0016726-1.5167e-05i,-0.0016243-0.0018924i,0.0010716+0.0027629i,0.0027277-3.8737e-05i,0.00098455-0.00015391i,0.00078515-0.00093379i,-0.00031735-0.0025864i,-0.0018701-4.912e-05i,-0.00057848-0.0012116i,-0.0012453-0.0022369i,-4.8728e-05-0.0004617i,0.00022168+0.00071677i,0.0012775-0.00021185i,0.00097764-0.0002927i,-4.3898e-05-4.2903e-05i,0.00027465+0.00017235i,-0.0030212+0.00041552i,-0.0010524-0.00078171i,1.4308e-06+0.00046478i,-0.00044373+8.7534e-05i,-0.0015782-0.00042975i,-0.0013974-0.0059454i,0.00014961-0.00050218i,0.00088168-0.00096168i,-0.00030549-0.0004154i,-0.0015907+0.0006757i,0.00096694-0.00083688i,-0.00019947-0.00030255i,6.0588e-05+0.00042714i,-0.0018514-0.0015331i,0.0095186-0.019597i,0.036631-0.01674i,0.044643-0.014222i,0.037017-0.030028i,0.021113-0.0090304i,0.010156-0.038506i,0.027962-0.029847i,0.0035989-0.022084i,0.019579-0.00933i,0.021934-0.0035876i,-0.005366-0.0027428i,0.0058783+0.0040923i,-0.0078151+0.0094751i,-0.0016907-0.00071662i,0.0034911-0.0010153i,0.0065386+0.0025224i,-0.00092718-0.00022284i,0.0025795+0.0039735i,0.0038961+0.00066331i,0.00051423-0.0078801i,0.00063019-0.0024394i,0.0017647+4.1473e-06i,-0.0083059-0.0021048i,0.0015757+0.0033852i,-0.0078795-0.011165i,0.0019152+0.00023276i,-4.4237e-05+0.0047479i,-0.0010612-0.00034704i,0.00064543-0.004727i,-0.0024311+0.0016304i,-0.0010696+0.0018126i,-0.0046331+0.00088918i,-0.00081002+0.00027398i,-0.0013722+0.0020368i,-0.00062479-0.00062904i,-0.012293-0.0043279i,0.0016038-6.3324e-05i,-0.0038074+0.0038404i,-0.0018588+0.0022478i,0.0053711+0.0033706i,-0.00051802-0.00032234i,-0.00023404-0.0025846i,-0.0012957-0.0046225i,0.0021555+0.0029715i,0.0064203+0.00041773i,0.033285-0.019973i,-0.025944+0.023408i,0.0027664+0.034462i,-0.0013179+0.0055515i,0.007311-0.0049273i,0.0046666-0.0031933i,-0.0069126+0.0074366i
-0.0091916-0.017213i,0.00064204-0.03986i,-0.018573-0.025155i,-0.013985-0.017861i,-0.034559-0.014429i,-0.023655+0.0066365i,-0.018676+0.0050337i,-0.024595-0.0065212i,-0.014318-0.01367i,-0.00061262-0.0038585i,-0.0014975+0.00042933i,-0.0018533+0.00093466i,-3.9477e-05+0.0024851i,-0.00021896+0.0017428i,0.0015094-0.0005986i,-0.0017057-0.0017242i,0.0016925+0.0015328i,0.0022079-0.00086295i,0.00089061-0.00051734i,0.00052949-0.0010496i,-0.0012953-0.0020845i,-0.0014755+0.0004819i,-0.00072024-0.0010774i,-0.0014528-0.0018268i,-0.0002604-0.00052017i,0.00049082+0.00059734i,0.001019-0.0005226i,0.00072193-0.00060532i,2.6785e-06-8.1059e-05i,0.00042747+0.0002322i,-0.0027465+0.0015846i,-0.0011104-0.00049321i,0.00020715+0.00033293i,-0.00042382+0.00024322i,-0.0014298+0.00024423i,-0.0026368-0.0052137i,-6.2605e-05-0.00039847i,-0.00022434-0.0012194i,6.8555e-05-0.00023583i,-0.0012891+0.0012444i,0.00086084-0.0014572i,-0.0001696-0.00018805i,0.00055847+0.00019326i,-0.0015427-0.00093769i,0.0056035-0.021188i,0.032057-0.020625i,0.040851-0.020174i,0.029985-0.033791i,0.019397-0.013058i,0.0027844-0.038317i,0.023202-0.034463i,-0.00018916-0.023869i,0.01978-0.012243i,0.01827-0.010091i,-0.0069986-0.00032571i,0.0063841+0.0011883i,-0.0037843+0.011947i,-0.0024785+0.00038964i,0.0031538-0.00093351i,0.0067128+0.0013691i,-0.001089-0.00011412i,0.0033342+0.0055612i,0.0035636-0.0008284i,-0.0014906-0.0066372i,-0.00056667-0.0024769i,0.0018059-0.00084545i,-0.0071651+0.00076142i,0.0028807+0.0021918i,-0.032423-0.0059847i,0.0012533+0.00014833i,0.0018752+0.0041504i,-0.0012424+6.1983e-06i,-0.0019112-0.005129i,-0.001768+0.0017062i,-0.0014403+0.0014883i,-0.0044915+0.0026018i,-0.0012028+0.00086234i,-0.0013749+0.0020081i,-0.0012723-8.2495e-05i,-0.012198+0.00027038i,0.00062207-0.00072276i,-0.0032577+0.0044434i,-0.0010362+0.0024541i,0.0076645+0.00018786i,-0.0001344-0.0001854i,0.00021107-0.003029i,-0.0022013-0.0045673i,0.0034229+0.0028994i,0.0065531+0.00014517i,0.029417-0.024039i,-0.022542+0.03075i,0.0072616+0.032478i,-0.0040957+0.005496i,0.0040867-0.0043517i,0.0039022-0.0044251i,-0.0071443+0.007451i
-0.01202-0.015314i,-0.005176-0.040209i,-0.021667-0.021992i,-0.016513-0.01587i,-0.035846-0.0078603i,-0.021746+0.0099322i,-0.017313+0.0076963i,-0.025234-0.003094i,-0.017073-0.011667i,-0.0012804-0.0041457i,-0.001124+0.00028027i,-0.0010041+0.0011972i,0.0011771+0.0022276i,0.00052471+0.0015417i,0.0011751-0.0010793i,-0.001989-0.0016042i,0.0024326-0.00018154i,0.0015496-0.0013667i,0.00066876-0.00081735i,0.00042982-0.0011257i,-0.0017253-0.0013273i,-0.0011145+0.00079782i,-0.0010518-0.0010054i,-0.001506-0.0017071i,-0.00045992-0.00044522i,0.00073361+0.00043122i,0.00063645-0.00082906i,0.00066453-0.00073294i,-6.6664e-05-5.3252e-05i,0.00075916+0.00017235i,-0.0019896+0.0024937i,-0.0012008-0.00014617i,0.00040585+0.00018379i,-0.0002967+0.00035383i,-0.00090567+0.00048228i,-0.0046098-0.0038756i,-2.1687e-05-0.00025067i,-8.9997e-05-0.00075249i,3.8457e-05-0.00055211i,-0.00078663+0.0015295i,-0.0010278-0.0010123i,-0.00010619-0.00040668i,0.0007441-0.0004935i,-0.0011496-0.00083895i,0.0014162-0.022066i,0.028829-0.024269i,0.036704-0.025449i,0.023224-0.035545i,0.017711-0.015815i,-0.003985-0.036132i,0.017806-0.038206i,-0.0038242-0.025047i,0.01985-0.016378i,0.012793-0.013525i,-0.0070188+0.0031701i,0.0056886-0.0015335i,0.00033773+0.012228i,-0.0026782+0.0017711i,0.0034875-0.0010029i,0.0073477-0.0005037i,-0.0012217-6.1193e-05i,0.0058183+0.0057405i,0.0025516-0.0010949i,-0.0027317-0.0052224i,-0.0015187-0.0019718i,0.0017472-0.001474i,-0.0060212+0.0025995i,0.0035598+0.00066735i,-0.0054787+0.0089124i,0.00151+0.00049587i,0.0031651+0.003263i,-0.0011511+0.00020045i,-0.0045261-0.0043472i,-0.001653+0.0018179i,-0.0017211+0.0021098i,-0.0033843+0.0038605i,-0.00083751+0.0015465i,-0.0013675+0.0028098i,-0.0011468+0.00045591i,-0.010896+0.003836i,-0.00031637-0.00078797i,-0.0023763+0.0053332i,-0.00062371+0.0025827i,0.006019-0.005113i,0.00024936-0.00079418i,4.7961e-06-0.0039169i,-0.0035363-0.0041937i,0.0046462+0.0020282i,0.007142-0.00077917i,0.025065-0.027331i,-0.014565+0.036378i,0.011726+0.029247i,-0.0057932+0.0069703i,0.0023282-0.0023375i,0.0019183-0.0048159i,-0.0075003+0.0078488i
-0.014557-0.013374i,-0.011803-0.03933i,-0.024586-0.018465i,-0.018734-0.013628i,-0.035218-0.0011335i,-0.019246+0.012493i,-0.015574+0.0098062i,-0.025337+0.00062643i,-0.019465-0.0088255i,-0.0027769-0.0040535i,-0.00099402+0.00012288i,-0.00039876+0.00093032i,0.0022743+0.0013359i,0.00085251+0.00085426i,0.0006699-0.0012859i,-0.0023246-0.0013572i,0.0023337-0.0017805i,0.0010061-0.0016492i,0.00028363-0.0010152i,0.00030193-0.0013997i,-0.001897-0.00056261i,-0.00069693+0.00087453i,-0.0013839-0.0007106i,-0.0019186-0.0015828i,-0.0006171-0.00036751i,0.00089554+4.1286e-05i,0.00022494-0.00083062i,0.00074815-0.00084082i,-5.3995e-05+3.7139e-05i,0.001013-0.00030203i,-0.00094632+0.0029261i,-0.0010733+0.00025313i,0.00051334-0.00013989i,-0.00010554+0.000373i,-0.00090675+0.00058311i,-0.0042711-0.0018674i,-5.8141e-05-0.00041388i,-3.5099e-05-0.00068855i,-0.00013866-0.00069112i,-0.00030685+0.0014028i,-0.00091478-0.00034096i,-0.00035678-0.00041274i,0.00021395-0.0009541i,-0.0010975-0.0010059i,-0.0028053-0.021816i,0.02533-0.028173i,0.031765-0.029708i,0.017558-0.035859i,0.016513-0.01796i,-0.0086587-0.032057i,0.011807-0.041367i,-0.0080779-0.026533i,0.017877-0.021845i,0.0081114-0.013984i,-0.0049852+0.0056146i,0.0033797-0.003494i,0.0040117+0.011502i,-0.0024636+0.0030269i,0.0036836-0.001816i,0.007224-0.0023264i,-0.0018804+0.00043359i,0.0078547+0.0043991i,0.0024846-0.00085071i,-0.0034958-0.0035028i,-0.0019656-0.00096226i,0.0013024-0.0021217i,-0.0046048+0.0040655i,0.0036001-0.0010783i,-0.0022982+0.00818i,0.0027634-0.00022813i,0.0040578+0.0017122i,-0.0013744+0.00051323i,-0.0068364-0.0018359i,-0.001339+0.0022153i,-0.0014846+0.0031784i,-0.0018318+0.0045288i,-0.00011534+0.0016659i,-0.00027277+0.0032671i,-0.0012821+0.00074591i,-0.0088142+0.0066963i,-0.001023-8.349e-06i,-0.00055327+0.0063037i,0.00040361+0.0027035i,0.0023898-0.0065948i,-0.00012497-0.00094813i,-0.0011603-0.0046951i,-0.0049276-0.0027853i,0.0050708+0.00041783i,0.0069507-0.0025984i,0.021277-0.029096i,-0.0056637+0.03783i,0.015325+0.024955i,-0.0060662+0.0090932i,0.0023901+0.00011682i,0.00025196-0.003354i,-0.0074953+0.0093457i
-0.016906-0.010895i,-0.018405-0.036666i,-0.026846-0.014485i,-0.020723-0.011093i,-0.033061+0.0042446i,-0.016599+0.014624i,-0.013857+0.011481i,-0.024763+0.0042775i,-0.020834-0.0052495i,-0.0040599-0.0028619i,-0.0011097+1.3585e-05i,-7.1353e-05+0.00051413i,0.0028604+1.8798e-05i,0.0006147+0.00036016i,0.00024541-0.0012171i,-0.0026963-0.00090952i,0.001387-0.0027141i,0.00044998-0.0016551i,-0.00011507-0.00090929i,-0.0002422-0.001709i,-0.0018101+0.00022684i,-0.00039167+0.00079499i,-0.0015641-0.0002661i,-0.0023603-0.0012618i,-0.00074673+7.9454e-05i,0.00082229-0.00036243i,-8.03e-05-0.00067425i,0.00039708-0.00066866i,3.1358e-05+0.00010771i,0.00083755-0.0007071i,0.00015261+0.0032045i,-0.00079105+0.00038895i,0.00033156-0.00038533i,1.5418e-05+0.00032764i,-0.00075363+0.0010017i,-0.0041858-0.0010204i,-0.00024317-0.00046885i,-0.00014062-0.00073818i,-0.00031546-0.00071938i,-8.0097e-05+0.0010612i,-0.00065438+2.0104e-06i,-0.00059995-0.00037954i,-0.00031294-0.00097669i,-0.0013524-0.00099905i,-0.0066259-0.020941i,0.021149-0.032016i,0.026585-0.03248i,0.013281-0.03549i,0.015767-0.020532i,-0.010721-0.027955i,0.0045586-0.043502i,-0.013486-0.02734i,0.013457-0.02603i,0.0054836-0.01305i,-0.0022483+0.0066753i,0.00067415-0.0035061i,0.0066546+0.0092156i,-0.001852+0.0045118i,0.0029068-0.0023924i,0.0063839-0.0044292i,-0.0019958+0.0014971i,0.0089721+0.0019271i,0.0028732-0.0012409i,-0.0032966-0.0022174i,-0.0018038-7.4292e-05i,0.00076294-0.0025283i,-0.0023227+0.004945i,0.0024784-0.002626i,0.0018902+0.0068205i,0.0028806-0.0021375i,0.0041612-9.126e-05i,-0.0011995+0.0010291i,-0.0069008+0.0015652i,-0.00058667+0.0022974i,-0.00020265+0.004216i,-0.00053089+0.004378i,0.00052278+0.0017087i,0.00062489+0.0033512i,-0.0013059+0.0014429i,-0.0056546+0.008714i,-0.00093668+0.00090195i,0.001811+0.0058527i,0.0013305+0.0021144i,-0.00080566-0.0069872i,-6.9986e-05-0.00085269i,-0.0029106-0.0049047i,-0.0050786-0.00068977i,0.0042795-0.00086547i,0.0058856-0.0039627i,0.018766-0.03128i,0.0026331+0.036567i,0.016829+0.019848i,-0.0052008+0.010451i,0.0040883+0.0021153i,0.0004823-0.0027366i,-0.0063101+0.010334i
-0.018551-0.0079762i,-0.024118-0.032552i,-0.028613-0.010338i,-0.022588-0.0081098i,-0.030531+0.0084399i,-0.013573+0.016172i,-0.011922+0.013073i,-0.023592+0.0078156i,-0.021124-0.0018827i,-0.0043422-0.0015681i,-0.001505+4.9264e-05i,-0.00015979+0.00017956i,0.0027668-0.001703i,0.0003022+0.0002395i,-1.0767e-05-0.0011327i,-0.0030243-0.00026182i,0.00026289-0.0029179i,-1.6616e-05-0.0015208i,-0.00041485-0.00073853i,-0.00092979-0.0015363i,-0.0012139+0.00070434i,-0.00015586+0.00068334i,-0.0015745+0.00021324i,-0.0030152-0.00075038i,-0.00054083+0.00030923i,0.00049538-0.00070135i,-0.00020639-0.00041777i,0.00017245-0.00076696i,9.6398e-05+0.00012299i,0.00076583-0.00099441i,0.0015681+0.003015i,-0.00066419+0.00044383i,-5.2864e-06-0.00052325i,0.00011783+0.00025493i,-0.00022026+0.001218i,-0.0043674-0.00017417i,-0.00044304-0.00037362i,-0.00029734-0.00080166i,-0.00053359-0.00078833i,-5.6564e-05+0.00081814i,-0.00044293+9.8808e-05i,-0.00074869-0.0001451i,-0.0007097-0.00070261i,-0.0015705-0.00078225i,-0.010459-0.019581i,0.015981-0.035595i,0.022189-0.033956i,0.010122-0.035491i,0.015254-0.024546i,-0.011436-0.02493i,-0.0031939-0.043396i,-0.019242-0.02632i,0.0085493-0.028269i,0.0044897-0.012592i,3.2891e-06+0.0058835i,-0.0013661-0.0024749i,0.0075463+0.0067888i,-0.00053751+0.0057449i,0.0025202-0.0025579i,0.0045855-0.0067602i,-0.001514+0.0023935i,0.0087117-0.0013756i,0.0031296-0.0021909i,-0.0027339-0.0015747i,-0.0014244+0.00039107i,0.00012612-0.002831i,-4.0703e-05+0.0043171i,0.0011509-0.0033023i,0.0038594+0.0037841i,0.0015054-0.0034825i,0.0034236-0.001671i,-0.00081167+0.0012737i,-0.0051238+0.0038356i,-0.00022631+0.0020203i,0.0017748+0.0042608i,0.00027407+0.0042878i,0.0011814+0.0011699i,0.0020573+0.0032599i,-0.00063213+0.0017738i,-0.0026692+0.0089571i,-0.00016266+0.0013164i,0.0040138+0.0046293i,0.0017909+0.0011015i,-0.0038005-0.0062862i,-0.00013371-0.0012199i,-0.0045395-0.0038061i,-0.004199+0.00055991i,0.0031578-0.0014769i,0.0048496-0.0047489i,0.016055-0.034184i,0.0099326+0.033125i,0.01672+0.01553i,-0.0045367+0.011264i,0.0066591+0.0024973i,0.00021731-0.0020123i,-0.0049867+0.010524i
-0.019764-0.004893i,-0.028393-0.027326i,-0.029793-0.0057528i,-0.023783-0.0045684i,-0.027668+0.011821i,-0.010484+0.01681i,-0.0095709+0.014126i,-0.021865+0.0112i,-0.020792+0.0011342i,-0.0041214-0.00032079i,-0.0016439+0.00091009i,-0.00033064+0.00020925i,0.001629-0.00264i,0.00010924+0.00025947i,-0.00026638-0.0010773i,-0.0030413+0.00062391i,-0.0008064-0.002648i,-0.0001655-0.0014609i,-0.00067035-0.00043276i,-0.0013822-0.00095319i,-0.00071465+0.00070193i,-3.9188e-05+0.00033278i,-0.0014598+0.00076202i,-0.0036487+0.00070694i,-0.00041222+0.00051712i,5.9392e-05-0.00069815i,-7.4221e-05-0.00031443i,-0.0001275-0.00087116i,0.00019669+0.00017036i,0.00049737-0.0014426i,0.0024953+0.0019892i,-0.00056619+0.00061173i,-0.0002829-0.00027199i,0.00017901+0.000155i,0.00039954+0.0012019i,-0.0047392+0.0010753i,-0.00051444-0.00024139i,-0.00050926-0.00078531i,-0.00093202-0.00056069i,-1.4974e-05+0.00067741i,-0.00033203+8.3575e-05i,-0.00083554+0.00020581i,-0.0009425-0.00033006i,-0.0017304-0.00027356i,-0.013857-0.017335i,0.010094-0.038225i,0.018636-0.035714i,0.007599-0.036196i,0.01266-0.029308i,-0.01151-0.023142i,-0.010131-0.041844i,-0.025073-0.023766i,0.0037882-0.028897i,0.0043651-0.012925i,0.0010741+0.0046174i,-0.002645-0.00063871i,0.008168+0.0051517i,0.0012575+0.0060699i,0.0020434-0.003316i,0.0016792-0.0080744i,-0.00055723+0.0030516i,0.0064757-0.0043527i,0.0026888-0.0034452i,-0.0025572-0.0013422i,-0.0011206+0.00070149i,-0.00059485-0.0029298i,0.0013048+0.0032722i,-0.00030988-0.0036168i,0.0049382+0.0014135i,0.00039517-0.0039436i,0.0023178-0.0025146i,-0.00032213+0.0012097i,-0.002929+0.0053201i,-7.3099e-05+0.0021718i,0.0031261+0.0034602i,0.0015073+0.0042584i,0.0012284+0.00020401i,0.0032032+0.0023429i,-0.0002495+0.0017992i,-0.00033941+0.0087236i,0.0003655+0.0010622i,0.0050532+0.0019541i,0.0019029+0.00043301i,-0.0067551-0.0041484i,-0.00065795-0.0010719i,-0.005435-0.0017733i,-0.0038233+0.0013962i,0.0021468-0.0014394i,0.0030327-0.0054408i,0.012305-0.03742i,0.015622+0.027825i,0.015994+0.011908i,-0.0038177+0.012154i,0.0093047+0.0012869i,0.00030685-0.0014221i,-0.0039137+0.010078i
-0.020293-0.0016173i,-0.031016-0.022078i,-0.030023-0.001187i,-0.024289-0.00090833i,-0.025102+0.014245i,-0.0077724+0.016976i,-0.0074044+0.014563i,-0.019314+0.013997i,-0.019999+0.0038441i,-0.003806+0.00055591i,-0.0010912+0.0018073i,-0.00024491+0.00022638i,0.00061453-0.0031788i,-5.5519e-05+0.00048219i,-0.00061674-0.00090213i,-0.0025388+0.0014372i,-0.0017118-0.0019495i,-0.00019063-0.0015478i,-0.0006037+9.7653e-05i,-0.0014061-0.0003167i,-0.00052685+0.00074271i,-0.00034467+4.8424e-05i,-0.0010124+0.0011747i,-0.002111+0.0020215i,-0.00015944+0.00084629i,-0.00014906-0.00052018i,6.5079e-05-0.0003614i,-0.00032784-0.00067856i,0.00040584+0.00012762i,-0.00022099-0.0017276i,0.002975+0.0008564i,-0.00051365+0.00070142i,-0.00024981-2.1659e-06i,0.00015398+0.00011854i,0.00087483+0.00086689i,-0.0045157+0.0026365i,-0.00063698-0.00015202i,-0.0008265-0.00060247i,-0.001095-0.00012863i,-0.00025053+0.00053267i,-0.00031165+8.7956e-05i,-0.00067764+0.00050995i,-0.0009344+0.00018723i,-0.0016122+0.00027227i,-0.016565-0.014273i,0.003378-0.03943i,0.014505-0.037655i,0.0043573-0.037801i,0.0087145-0.033611i,-0.011372-0.022869i,-0.016882-0.038777i,-0.03015-0.019211i,-0.0008732-0.028228i,0.00433-0.014449i,0.00052711+0.0036604i,-0.0028777+0.0018122i,0.0087327+0.0032651i,0.0029317+0.0057174i,0.00066523-0.0035465i,-0.0016981-0.0079768i,0.00068372+0.003322i,0.0030027-0.0056274i,0.0015121-0.0047613i,-0.0027134-0.00066778i,-0.00074653+0.00093092i,-0.0011676-0.0029206i,0.0023957+0.0021695i,-0.0018383-0.0032721i,0.0060448-0.0011552i,-0.00078309-0.0043715i,0.0011409-0.0031007i,-0.00027012+0.0010693i,-0.00038264+0.0055929i,0.00054635+0.00224i,0.0043661+0.002209i,0.002562+0.0039107i,0.00043698-0.00049557i,0.0036506+0.00078405i,-6.7406e-05+0.0018719i,0.0019642+0.0081273i,0.00036096+0.00078546i,0.0048118-0.00022933i,0.001801-0.00039472i,-0.0080269-0.00058282i,-0.00082279-0.00039478i,-0.0052288+0.00013509i,-0.0033093+0.0022808i,0.0012865-0.0012984i,0.0012045-0.0048011i,0.0079546-0.039921i,0.018999+0.021906i,0.014964+0.0092816i,-0.0031859+0.013112i,0.011104-0.0019164i,0.00057219-0.0010771i,-0.0034749+0.0092872i
