-0.024385-0.040867i,-0.0098712-0.048595i,-0.016628-0.045964i,-0.030639-0.035767i,-0.029677-0.016669i,-0.050404-0.028403i,-0.058189-0.026479i,-0.044372-0.038926i,-0.028769-0.036819i,0.0066785+0.013571i,-0.0049689+0.015306i,-0.0055022+0.014663i,0.0095745+0.021865i,0.00031688+0.0045002i,0.0034544+0.0032913i,0.0062712+0.017929i,0.027001+0.039548i,-0.0022165-0.00063315i,-0.0040769-0.0063755i,0.0083581+0.0017089i,-7.4058e-05-0.00081391i,-0.00083072+0.0014838i,0.00027107-0.00048785i,-0.030797-0.0024941i,-0.0012608-0.0057812i,0.0018697+0.0048255i,0.0038147-0.00037339i,-0.00033206+0.0006342i,0.00049886-0.00069592i,-0.00024688-0.0025471i,-0.0018289-0.0060667i,-0.0041027-0.0042752i,-0.0021811-0.0051705i,0.0021492-0.00089783i,0.0024047-0.0029764i,0.0021444+0.026061i,0.0022823-0.0030442i,0.0029084+0.00016025i,0.0061628+0.001042i,-0.010341-0.0031658i,-0.0023817+0.00098223i,0.0070788+0.0016363i,0.0046762+0.00091017i,-0.0041422+0.0062502i,0.00081003-0.0081869i,-0.012026+0.017541i,0.036725-0.091016i,0.012512-0.069927i,-0.015462-0.059887i,-0.016534-0.055696i,0.039764-0.046327i,0.017527-0.062426i,0.034156-0.056115i,0.030281-0.06098i,0.015746-0.013083i,0.0043835+0.016605i,0.016805-0.026058i,-0.011406+0.0056241i,-0.00053811+0.0052923i,-0.005252-0.0010478i,-0.0024992-0.029288i,-0.023865+0.031956i,0.010563-0.011062i,-0.012938-0.0027428i,-0.00027971-0.0049682i,-0.0011405-0.01634i,-0.0076251+0.0046318i,0.0052728+0.0064719i,-0.008518+0.031507i,0.0046545+0.005828i,-0.0050234-0.00055973i,-0.0030221-0.000442i,-0.01229-0.0074407i,-0.00062847-0.0042857i,-0.030136+0.0062929i,9.791e-06-0.0098797i,-0.0093279-0.0020534i,-0.0065577-0.0026726i,0.0068881+0.0030659i,-0.007549+0.0013798i,-5.605e-05+0.00060374i,0.0058558+0.010994i,0.0042357+0.001017i,-0.009616-0.010213i,0.0029528+0.0083809i,-0.021073+0.0066186i,0.0082772+0.00093739i,-0.029807-0.0042639i,-0.042855+0.0022974i,0.020019-0.09679i,-0.0016176-0.012244i,-0.052908-0.021574i,-0.023013+0.00079522i,0.018419+0.011145i,-0.024618+0.012914i,-0.018953-0.013346i
0.014503-0.0071747i,0.043657-0.011217i,0.023212-0.026796i,0.011312-0.021456i,0.014393-0.040489i,-0.01853-0.023073i,-0.0082889-0.015184i,-0.0019424-0.028232i,0.0067366-0.017665i,0.0039498-0.003329i,0.0020781-0.0049504i,0.00010691-0.0052657i,-0.00090469-0.0058723i,-0.00085099-0.0028436i,-0.0011735+0.00094656i,0.0014878-0.003012i,-0.003474+0.0016132i,-0.00034331+0.0017456i,6.515e-05+0.00029043i,0.00043152+0.0022152i,0.001371+0.0018536i,0.0010674-0.00096313i,0.0019574+0.00056504i,-0.00099187+0.0026948i,-0.00071496+0.00029444i,-0.00036732+7.5368e-06i,-0.0014577+9.0102e-05i,-0.00061655+0.00036964i,9.8795e-05+0.00014859i,0.00011775-0.00042084i,0.0014197-0.0011652i,0.0014114-0.00010621i,0.00038486-0.00085253i,0.00051449-0.0010698i,0.000772+0.00068116i,0.004682-0.0015759i,7.9388e-05+7.9737e-05i,-0.00011198+0.0012788i,3.3272e-05-0.00044342i,0.00032534+0.00035333i,0.0009168+0.00055493i,0.00032584+0.0012251i,-0.00014596-0.003087i,0.00085103-0.0034215i,0.017838+0.006269i,0.028474+0.039482i,0.035476+0.040318i,0.047307+0.028949i,0.015691-0.00082397i,0.036303-3.8247e-05i,0.03799+0.012936i,0.014715+0.0066541i,0.029425+0.022271i,-0.0030619+0.033117i,0.0067657-0.0050196i,0.0048134-0.0033688i,0.006672-0.003589i,0.0078239+0.0037692i,0.0037687+0.0064i,-0.0062031+0.0040769i,-0.0038647-0.0060589i,0.0044095+0.013371i,-0.0037768+0.00034655i,0.00017414+0.0053097i,-0.00054844+0.00149i,0.0026624-0.0032264i,0.0065148-0.0007382i,-0.0029304-0.00054618i,0.0042713-0.0025327i,-0.0064342-0.00035762i,-0.001478+0.00051227i,0.0003175+5.1651e-05i,-0.0047057-0.0026198i,-0.004441-0.0021774i,-0.0079013-0.0090224i,0.0028554-0.0017038i,-0.0048973+0.0018839i,-0.0015726+0.001205i,-0.0040726+0.0027623i,0.0066883+0.0013634i,-0.0072871-0.0016831i,-0.004551-0.0075171i,-0.0027952-0.0012535i,-0.0056315-0.00069354i,0.0049982-0.0029052i,0.0062416+0.00055422i,0.0031581-0.0017906i,0.0054247+0.0084534i,0.005985+0.0054239i,0.042967+0.027208i,-0.03167-0.0048219i,-0.03671+0.018597i,-0.010036+0.02064i,0.0019766+0.0023572i,0.0094506-0.0062346i,-0.010976+3.6177e-05i
0.012524-0.0093442i,0.040667-0.018369i,0.017911-0.030028i,0.0073688-0.022115i,0.0060075-0.04238i,-0.02101-0.019337i,-0.011373-0.01441i,-0.006584-0.026963i,0.0034704-0.018272i,0.0030133-0.0040658i,0.0006891-0.0056526i,-0.0010481-0.0046176i,-0.0026596-0.0048205i,-0.0014506-0.0022664i,-0.00069014+0.0011684i,0.0010937-0.0032175i,-0.0021804+0.0026585i,-0.00012174+0.0016833i,-2.2603e-05+0.00033325i,0.0010813+0.0020562i,0.0020103+0.0015721i,0.00089006-0.0011294i,0.0019876-0.0001067i,0.00086625+0.0023774i,-0.00045527+0.00045509i,-0.00020785-3.5062e-05i,-0.0011981+0.00091886i,-0.00044252+0.00059083i,0.00013473+0.00016978i,0.00022777-0.00021728i,0.000779-0.0017994i,0.0014295-0.00057456i,0.00014679-0.0008704i,4.0899e-06-0.0010446i,0.0014168+0.00046249i,0.0041819-0.0024933i,7.3078e-05+0.00020131i,0.00031052+0.0011809i,0.00020243-0.0001163i,0.00022104-0.00025813i,0.00098889+0.00031229i,0.00072512+0.00094507i,-0.00088846-0.0023213i,0.00099821-0.0032305i,0.018766+0.0038466i,0.033997+0.034969i,0.040529+0.033531i,0.05062+0.020118i,0.012831-0.00026063i,0.03673-0.0062698i,0.040058+0.0058125i,0.015848+0.00052908i,0.029894+0.01214i,0.0042945+0.02989i,0.0045741-0.0061272i,0.00084614-0.0037297i,0.0044814-0.0062629i,0.006997+0.00099279i,0.0052208+0.0048662i,-0.0035634+0.0065202i,-0.0045816-0.0028818i,0.0063225+0.011126i,-0.0039033+0.0013344i,0.0029964+0.0058512i,0.00040028+0.0017236i,0.00046922-0.0035449i,0.0071711-0.0042736i,-0.0030378+2.5863e-05i,0.0036166-0.004154i,-0.0059579+0.0028436i,-0.0014064-0.00024619i,0.00010957-0.00053864i,-0.004492+0.00036381i,-0.0043423-0.00074301i,-0.0094417-0.0053833i,0.0014718-0.00251i,-0.0035413+0.0029561i,-0.0016217+0.00072387i,-0.0026453+0.0038528i,0.0079506-0.001402i,-0.0070221+0.0014153i,-0.0067906-0.0054452i,-0.0024717-0.00071832i,-0.0050819+0.0013263i,0.002716-0.0038396i,0.0062765-0.0023086i,0.0029839-0.002235i,0.0071281+0.0061651i,0.0053292+0.0048165i,0.043924+0.017489i,-0.030959+0.00198i,-0.034539+0.026396i,-0.0062133+0.018776i,0.0033391+0.0048217i,0.0067616-0.006457i,-0.012668+0.0021328i
0.010944-0.011256i,0.036241-0.024977i,0.012134-0.031839i,0.0039232-0.021969i,-0.0026268-0.042623i,-0.022949-0.015606i,-0.014196-0.012821i,-0.01057-0.025358i,2.6558e-06-0.018422i,0.0019241-0.004424i,-0.0012198-0.0056536i,-0.0018856-0.0037652i,-0.0037749-0.0032063i,-0.0018014-0.0016111i,-0.00039058+0.0011503i,0.00060697-0.0033586i,-0.00067941+0.0028167i,1.5766e-05+0.0017839i,6.6875e-06+0.00056507i,0.0016483+0.0014388i,0.0026621+0.00071239i,0.00055615-0.00142i,0.0017807-0.00076854i,0.0021389+0.0012845i,4.1577e-06+0.00049239i,-0.00017018-0.00018671i,-0.0005626+0.0013683i,-0.00030563+0.00076691i,0.0002337+0.00019297i,0.00025658-0.00021312i,-6.3558e-05-0.002037i,0.0011886-0.0010577i,-0.00025277-0.0008552i,-0.00032522-0.000823i,0.0018471-0.00041461i,0.0035518-0.003486i,0.00034024+0.00031579i,0.00070579+0.0010452i,0.00045349-0.00030401i,-0.0001695-0.00051781i,0.0011325-8.3029e-05i,0.00098546+0.00046311i,-0.0011048-0.0015409i,0.00080601-0.0036236i,0.019537+0.00080046i,0.040428+0.028631i,0.044672+0.026098i,0.052022+0.011186i,0.011563+0.00087004i,0.036444-0.012683i,0.040225-0.0011221i,0.015765-0.0044786i,0.027517+0.0049681i,0.0096875+0.026638i,0.0021514-0.0061508i,-0.0020409-0.0018049i,0.00081504-0.0078035i,0.0052322-0.00081393i,0.0055994+0.0030464i,-0.0010711+0.0073619i,-0.0038776-0.00079075i,0.0070892+0.0082803i,-0.0038071+0.0034756i,0.0055903+0.0047739i,0.001094+0.001277i,-0.0011011-0.0026971i,0.0061313-0.0068489i,-0.0026625+0.00064356i,0.0024475-0.005146i,-0.002936+0.0047538i,-0.0020485-0.00036573i,-0.00036057-0.00056661i,-0.0032568+0.0019618i,-0.0036172+0.00058896i,-0.0099475-0.0019545i,0.00055876-0.0029579i,-0.0020697+0.0032472i,-0.0017646+0.0010365i,-0.00066114+0.0037327i,0.007575-0.0049873i,-0.0054426+0.0038043i,-0.0079178-0.0026018i,-0.0023922-0.00057045i,-0.004101+0.0024972i,0.0015098-0.0035097i,0.0046965-0.0042762i,0.0029444-0.0027405i,0.0069191+0.002723i,0.005095+0.0046417i,0.044227+0.010053i,-0.027873+0.0071993i,-0.028992+0.033533i,-0.0042629+0.016906i,0.0062578+0.0055608i,0.0042529-0.005406i,-0.012499+0.0049167i
0.0090809-0.013483i,0.030766-0.030022i,0.0068115-0.032949i,0.0012225-0.021956i,-0.011003-0.04045i,-0.024295-0.01179i,-0.016818-0.010515i,-0.014371-0.023163i,-0.0029291-0.017612i,0.00080809-0.0045292i,-0.0029308-0.0043982i,-0.0022119-0.0030572i,-0.0039821-0.0015346i,-0.0019616-0.0011378i,-6.641e-05+0.0013498i,2.769e-05-0.0033736i,0.00025501+0.0023631i,0.00050234+0.002145i,0.00036788+0.00089487i,0.001897+0.00061142i,0.0027177-0.00039019i,-2.9073e-05-0.001619i,0.0012876-0.0011896i,0.0025494-0.00058711i,0.00046065+0.00038755i,-0.00037875-0.00022162i,1.9808e-05+0.0014209i,5.6663e-05+0.00090755i,0.00033349+9.5322e-05i,0.00026649-0.00025739i,-0.00091591-0.0018728i,0.00078878-0.0013319i,-0.00049933-0.00062124i,-0.00056292-0.00063505i,0.0015418-0.0015861i,0.0026389-0.0043521i,0.00060277+0.00011119i,0.0011057+0.00076459i,0.00046463-0.00050582i,-0.00069625-0.00069012i,0.00099872-0.00050478i,0.00082144+0.00018952i,-0.0011479-0.00097107i,0.00018115-0.0037167i,0.019867-0.0026114i,0.045324+0.019277i,0.047862+0.018058i,0.052333+0.0029611i,0.012232+0.002477i,0.034623-0.020036i,0.039479-0.0079046i,0.014776-0.0097121i,0.025311+7.8689e-05i,0.015293+0.022493i,0.00049456-0.0053425i,-0.0032714+0.00088288i,-0.0036474-0.0079044i,0.0035831-0.0016473i,0.0054325+0.0018173i,0.0010961+0.007587i,-0.0027845+0.00063274i,0.0067746+0.0053702i,-0.0013432+0.0054451i,0.0078096+0.0023854i,0.0017293+0.0009746i,-0.0019814-0.0013592i,0.0040907-0.0094i,-0.0022461+0.00077115i,0.00097186-0.0061598i,-0.00066863+0.0040927i,-0.0028542+2.9247e-05i,-0.00044004-0.0005048i,-0.0017885+0.0031565i,-0.0026554+0.0012431i,-0.0090048+0.0015428i,-0.0005844-0.0034207i,-0.00070563+0.0028845i,-0.0015761+0.0011073i,0.00059957+0.0028111i,0.0055844-0.0085329i,-0.0028372+0.0050898i,-0.0071427+0.00022768i,-0.0026525-0.00034147i,-0.0031397+0.00356i,0.00069022-0.0031826i,0.0029566-0.0047613i,0.0027373-0.0037448i,0.0051919+0.0012513i,0.0056236+0.0045614i,0.043464+0.0026699i,-0.024708+0.0090361i,-0.020936+0.03789i,-0.0020245+0.016164i,0.0083635+0.0050051i,0.0034758-0.0037048i,-0.011208+0.0068189i
0.0064821-0.015533i,0.024947-0.033553i,0.0011962-0.033362i,-0.0018538-0.022205i,-0.017651-0.03686i,-0.025176-0.0080556i,-0.018758-0.0073498i,-0.017505-0.02044i,-0.0051781-0.016508i,-0.00036278-0.0041361i,-0.003496-0.0028018i,-0.0026734-0.002497i,-0.0036629-0.00025548i,-0.0023468-0.00046433i,0.00055323+0.0015219i,-0.00068304-0.0031979i,0.00068821+0.0021689i,0.0014663+0.0021026i,0.00078865+0.00068839i,0.0016576-0.00017476i,0.002337-0.0013582i,-0.00054821-0.0016099i,0.00082858-0.0014172i,0.001558-0.0019352i,0.00061774-0.00013087i,-0.00062523-7.7327e-05i,0.0005732+0.0013869i,0.00050002+0.00084533i,0.00033291-8.6256e-05i,0.0001638-0.00037652i,-0.0015047-0.001358i,0.00036259-0.0015062i,-0.00069604-0.00040809i,-0.00074607-0.00031155i,0.00031324-0.0021601i,0.0015768-0.0049975i,0.00059784-0.00018574i,0.0013372+0.00014702i,0.0003996-0.00062691i,-0.0012573-0.00055134i,0.00070398-0.00086581i,0.00075546+0.00015106i,-0.0010147-0.00055658i,-0.00039546-0.0034711i,0.019939-0.0066982i,0.047028+0.0089079i,0.04931+0.0094477i,0.052282-0.0058572i,0.015014+0.0034375i,0.030662-0.027151i,0.037472-0.014187i,0.01183-0.014237i,0.02251-0.0033655i,0.019918+0.016544i,-0.0003599-0.0051305i,-0.0028405+0.0041039i,-0.0083936-0.0054248i,0.0019903-0.0020168i,0.0051969+0.0008215i,0.0033526+0.0071768i,-0.0015359+0.0011003i,0.0054991+0.0037516i,0.00192+0.0045839i,0.008963-0.0013949i,0.0023219+0.00022434i,-0.0018838+0.00038244i,0.00032859-0.011622i,-0.0025402+0.0012071i,-0.00081395-0.0066895i,-0.00018538+0.0036761i,-0.0034108+0.00099206i,-0.00060943-0.00053461i,0.0011818+0.0033595i,-0.0019946+0.00089583i,-0.0065632+0.0041436i,-0.0024237-0.0033285i,0.00019089+0.0020265i,-0.001416+0.0012759i,0.0011202+0.0016117i,0.0021123-0.011088i,-0.0003625+0.0047469i,-0.0056483+0.0014794i,-0.0026735+0.00010469i,-0.0015277+0.0047051i,-0.00020394-0.0025865i,0.0013225-0.0047499i,0.001704-0.0045669i,0.0038271+0.00075818i,0.0064263+0.0038833i,0.041594-0.0042593i,-0.025064+0.0092925i,-0.013266+0.038313i,0.0006134+0.014262i,0.01025+0.0032499i,0.0037797-0.0026195i,-0.0094236+0.0080694i
0.0037232-0.017031i,0.019283-0.036145i,-0.0042867-0.032668i,-0.0052055-0.021788i,-0.023844-0.032772i,-0.025505-0.0044064i,-0.019611-0.0040014i,-0.020182-0.017616i,-0.007-0.015558i,-0.00087201-0.0033522i,-0.003404-0.0015166i,-0.0030228-0.0015655i,-0.0031828+0.00085075i,-0.0022096+0.00057022i,0.0012263+0.0011219i,-0.0012197-0.0026417i,0.0014085+0.0019988i,0.002214+0.0013539i,0.00093184+0.00044018i,0.0012812-0.0005029i,0.0017267-0.00214i,-0.0011136-0.0014621i,0.00028096-0.0016637i,0.00036448-0.0025106i,0.00024848-0.00047619i,-0.00077737+0.00037883i,0.0012311+0.0010834i,0.00074262+0.00054577i,0.00023655-0.00021911i,-0.00017572-0.00034546i,-0.0018647-0.00074475i,-0.00018012-0.0015615i,-0.00076425+6.4021e-05i,-0.00062688-9.3192e-07i,-0.0004288-0.0018153i,0.00026665-0.0053422i,0.00048277-0.00020121i,0.0011352-0.0003912i,0.00028225-0.00077584i,-0.0017002-1.399e-05i,0.00030852-0.0010087i,0.00087624+8.6509e-06i,-0.00083515-0.00015468i,-0.00092249-0.0033743i,0.018942-0.011644i,0.046255-0.0013267i,0.049144+0.0010193i,0.049731-0.015569i,0.019368+0.0010398i,0.024491-0.032837i,0.034685-0.019715i,0.0086552-0.016865i,0.020878-0.0045614i,0.021847+0.0091607i,-0.0019791-0.0049058i,-1.2315e-05+0.0062098i,-0.011192-0.0007986i,0.00049851-0.001926i,0.0046996-3.232e-05i,0.0050013+0.0058888i,-0.00065104+0.00073317i,0.0044045+0.0027527i,0.0026473+0.0028189i,0.0075285-0.0052356i,0.0024408-0.0011049i,-0.00022457+0.0014537i,-0.0050948-0.010427i,-0.0023299+0.0025816i,-0.0035251-0.0063385i,0.001465+0.0037638i,-0.0034465+0.0026458i,-0.00075044-0.00044788i,0.0037224+0.00035949i,-0.0018684+0.00061639i,-0.0032509+0.0046706i,-0.0041857-0.0020005i,0.00026368+0.0010394i,-0.0015609+0.0013891i,0.0012175+0.00045821i,-0.002916-0.012176i,0.0015353+0.0033476i,-0.004882+0.0019176i,-0.0028619+0.00063025i,0.00096143+0.0049029i,-0.00041189-0.0019065i,3.6238e-05-0.0041553i,0.00048715-0.004965i,0.0027694+0.00089575i,0.0065823+0.00298i,0.038996-0.0096823i,-0.026866+0.012429i,-0.0072598+0.037703i,0.0020167+0.010933i,0.011091+0.00091694i,0.0041225-0.0027092i,-0.0074477+0.0081473i
0.00044222-0.018373i,0.013663-0.038098i,-0.0093787-0.031218i,-0.0081488-0.020788i,-0.029028-0.027196i,-0.025483-0.00078991i,-0.019816-0.00092493i,-0.022557-0.014394i,-0.0087629-0.015033i,-0.0009018-0.002861i,-0.0030689-0.00050973i,-0.0029829-0.00048896i,-0.0023277+0.001768i,-0.0016063+0.0012589i,0.0015361+0.00057211i,-0.0014325-0.0020539i,0.0020772+0.0014252i,0.0024309+0.0004619i,0.0010385+0.00027294i,0.0010795-0.00067811i,0.00082729-0.0026087i,-0.001699-0.00093437i,-0.00026353-0.0014703i,-0.00055318-0.0023616i,-1.143e-05-0.00047863i,-0.00051562+0.00086261i,0.0014759+0.00038818i,0.00090487+0.00024908i,0.00012776-0.00030361i,-0.0002766+1.7384e-05i,-0.0020186-6.0119e-05i,-0.000669-0.0012702i,-0.00047617+0.00046174i,-0.00044938+0.00014186i,-0.00079922-0.001568i,-0.001065-0.0051662i,0.00056122-0.00034735i,0.00081663-0.00063869i,-6.5504e-05-0.00075871i,-0.0018341+0.00068256i,-1.5845e-05-0.0011265i,0.00075912-0.00028018i,-0.00057006+0.00012029i,-0.0016338-0.002968i,0.015785-0.016129i,0.042829-0.010557i,0.047493-0.007036i,0.044408-0.023824i,0.021518-0.0041557i,0.017653-0.036432i,0.031581-0.024785i,0.0058936-0.0192i,0.021407-0.0060757i,0.022308+0.0025266i,-0.0039046-0.0041905i,0.0031945+0.0059613i,-0.011188+0.0050109i,-0.00080477-0.0014861i,0.0042866-0.00054743i,0.006115+0.004751i,-0.0003389+0.00015733i,0.0028579+0.0026962i,0.0030906+0.0021009i,0.0041539-0.0076051i,0.0014934-0.0022179i,0.0012162+0.00088775i,-0.0081193-0.0063144i,-0.00075058+0.0035015i,-0.0054873-0.0043286i,0.0027582+0.0023031i,-0.0023417+0.0043639i,-0.00086948-0.00043447i,0.0030573-0.0030382i,-0.0020306+0.00075394i,-0.001294+0.003384i,-0.0046163-0.00029693i,-0.00025086+0.00039065i,-0.0015606+0.0018539i,0.00065306-0.00061199i,-0.0082163-0.010106i,0.0020595+0.0013121i,-0.0046211+0.0024978i,-0.0027867+0.0017196i,0.0030568+0.0038701i,-0.00023567-0.0017601i,-0.000276-0.0030541i,-0.00071274-0.0048929i,0.001997+0.0017076i,0.0067263+0.0019725i,0.037148-0.014454i,-0.027216+0.017565i,-0.0017245+0.036408i,0.0014766+0.0075791i,0.010728-0.0023647i,0.0038461-0.0026094i,-0.00637+0.0072492i
-0.0035479-0.018853i,0.0079451-0.039356i,-0.014265-0.028977i,-0.010987-0.019754i,-0.032479-0.020898i,-0.024947+0.0027284i,-0.019611+0.0019549i,-0.024294-0.01074i,-0.010802-0.014419i,-0.0010273-0.0026896i,-0.0024144+0.00023858i,-0.0024829+0.00028955i,-0.0012282+0.0022745i,-0.00094414+0.0015995i,0.0016975+7.9142e-06i,-0.0013645-0.0016372i,0.0024535+0.00085726i,0.0024465-0.00039859i,0.0011765-8.3969e-05i,0.00091899-0.00095997i,-0.00033386-0.00255i,-0.0018494-0.00021008i,-0.0006075-0.0012257i,-0.0011855-0.0019851i,-0.00015155-0.00034481i,-5.9343e-05+0.0010492i,0.0012742-0.00022797i,0.00098556-0.00012132i,-4.6202e-05-0.00024847i,-0.00019643+0.00020556i,-0.0018924+0.00068378i,-0.00086641-0.00083515i,4.1333e-05+0.00055198i,-0.00036234+0.00013413i,-0.0013315-0.0011826i,-0.0021793-0.0044496i,0.00036484-0.00060312i,0.00048855-0.00076047i,-0.00022011-0.00033466i,-0.0017238+0.001311i,-0.00058711-0.00095811i,0.00044952-0.00049338i,-0.00023853+0.0001937i,-0.0021063-0.0021539i,0.011648-0.019299i,0.037268-0.017496i,0.044325-0.014054i,0.037725-0.029828i,0.021214-0.0089533i,0.010298-0.038558i,0.027956-0.029845i,0.0025509-0.021367i,0.022349-0.0094545i,0.02121-0.0045275i,-0.0058664-0.0026803i,0.0054852+0.0039801i,-0.008151+0.0095918i,-0.0016487-0.00071144i,0.003731-0.00095646i,0.0073513+0.0032881i,-0.00050369-0.00013039i,0.0024237+0.0039558i,0.0039931+0.00088745i,0.00082011-0.0075179i,0.00043125-0.0025341i,0.0017694-7.5732e-05i,-0.0088031-0.0023153i,0.00094439+0.0033454i,-0.0063901-0.0019232i,0.0024838+0.00071278i,-0.00018425+0.0051155i,-0.0012447-0.00034207i,0.00055689-0.0049946i,-0.0020293+0.00103i,-0.00065203+0.0019103i,-0.0044831+0.0013759i,-0.0010449+0.00051173i,-0.001199+0.0020778i,-0.00051424-0.00077814i,-0.011063-0.0058459i,0.0014188-1.8169e-05i,-0.0043451+0.0031882i,-0.0018564+0.0024348i,0.0045466+0.0018375i,-0.00072869-0.0015021i,0.0002958-0.0028663i,-0.0016668-0.0043992i,0.0026853+0.0032138i,0.0066706+0.0010913i,0.033838-0.020138i,-0.026112+0.023618i,0.0031676+0.034314i,-0.00051512+0.0054749i,0.0077101-0.0045977i,0.0041393-0.0030723i,-0.0067694+0.0065922i
-0.0074322-0.018075i,0.0023224-0.040106i,-0.018382-0.025732i,-0.013818-0.018244i,-0.034669-0.014918i,-0.024004+0.0063067i,-0.018879+0.0048397i,-0.025216-0.0070963i,-0.013255-0.013476i,-0.001118-0.0024474i,-0.0016663+0.00039949i,-0.0018955+0.00084824i,-7.5559e-05+0.0024976i,-0.00034692+0.0017728i,0.0015531-0.00059132i,-0.0012858-0.0016033i,0.0030645+1.8906e-05i,0.0020056-0.0011889i,0.0010033-0.00058365i,0.00063922-0.0011053i,-0.0011465-0.0020964i,-0.0015457+0.00042896i,-0.00075812-0.0010886i,-0.0012053-0.0016178i,-0.00035787-0.00044789i,0.00038861+0.0009536i,0.00097976-0.00050969i,0.00085485-0.00034657i,-0.000113-0.0001388i,-6e-06+0.00040793i,-0.0014705+0.0013093i,-0.00093967-0.00058278i,0.00027785+0.00034573i,-0.00033704+0.00025775i,-0.0015249-0.00044876i,-0.0028667-0.0034451i,6.6095e-05-0.00060199i,0.00016157-0.00074747i,-1.1424e-05-0.00020885i,-0.001239+0.0020406i,-0.00083004-0.00050782i,0.00032759-0.00048719i,0.0001216+0.00012288i,-0.0020806-0.0013566i,0.0074225-0.021226i,0.032283-0.021453i,0.040536-0.019872i,0.030689-0.033735i,0.019414-0.013032i,0.0027831-0.038545i,0.023282-0.03432i,-0.00069011-0.022555i,0.02211-0.013792i,0.0173-0.010546i,-0.0073117-9.2869e-05i,0.0062133+0.0012214i,-0.0038295+0.012072i,-0.0023989+0.00033123i,0.003422-0.00097997i,0.0081077+0.0012853i,-0.00072942-0.00042866i,0.003555+0.0053408i,0.0036998-0.00063345i,-0.0013088-0.0062904i,-0.00070141-0.0024382i,0.0017926-0.00092443i,-0.0075044+0.00096852i,0.0024493+0.0025778i,-0.0061575+0.00066391i,0.0019324+0.00041888i,0.0020753+0.0045036i,-0.0014156+0.00013969i,-0.0021692-0.0053606i,-0.0019031+0.0011164i,-0.0013575+0.0012536i,-0.0038263+0.0029147i,-0.0012266+0.001318i,-0.0011722+0.0021721i,-0.0011742-0.00027427i,-0.011623-0.0015222i,0.0005569-0.00061899i,-0.0040092+0.0040738i,-0.00097693+0.0025127i,0.0049389-0.00063619i,-0.00078818-0.0012059i,0.00047348-0.0037433i,-0.0025681-0.0042541i,0.004027+0.0028959i,0.0068319+0.00048708i,0.030174-0.024393i,-0.02252+0.030982i,0.0070508+0.031997i,-0.0030857+0.0053167i,0.0044826-0.0041915i,0.0034366-0.0040392i,-0.0072677+0.0067276i
-0.010655-0.0166i,-0.0038654-0.040822i,-0.021638-0.022507i,-0.016459-0.016255i,-0.036096-0.008382i,-0.022097+0.009745i,-0.017594+0.0074862i,-0.025852-0.0035295i,-0.015834-0.0121i,-0.0010751-0.0025416i,-0.0012938+0.00040322i,-0.0010846+0.0011159i,0.0011884+0.0022267i,0.00049417+0.0016481i,0.0012106-0.0010696i,-0.0014937-0.0017027i,0.003288-0.0013806i,0.001249-0.0016397i,0.00069049-0.00082164i,0.00051089-0.0012277i,-0.0017336-0.0014068i,-0.0011788+0.00079149i,-0.0010712-0.00096913i,-0.0011536-0.001735i,-0.00062666-0.00029849i,0.00074922+0.00074524i,0.00063372-0.00077452i,0.00066312-0.00053488i,-0.00012009-1.88e-05i,0.00047266+0.00051788i,-0.00088816+0.0017716i,-0.0010452-0.00026374i,0.00047767+0.00014788i,-0.00014902+0.00036745i,-0.0011534+5.993e-05i,-0.0032382-0.0024815i,-1.0457e-05-0.00047624i,1.1259e-05-0.00053228i,5.1388e-05-0.00046954i,-0.00043887+0.0023561i,-0.00078464-9.7195e-05i,0.00019902-0.00076518i,0.00025096-0.00024207i,-0.0018186-0.00089725i,0.0029813-0.022411i,0.028684-0.025096i,0.036438-0.025032i,0.02388-0.03569i,0.017786-0.015833i,-0.0041803-0.036271i,0.01796-0.038195i,-0.0033696-0.02384i,0.020786-0.018435i,0.012003-0.013611i,-0.0071272+0.0035591i,0.0055349-0.0014383i,0.00029858+0.012267i,-0.0026407+0.0016712i,0.0036639-0.0011302i,0.0081818-0.0012115i,-0.0012675-0.00054023i,0.0059295+0.0053785i,0.0027326-0.0009618i,-0.00246-0.0049026i,-0.0015351-0.001856i,0.0017512-0.0016345i,-0.0059841+0.0027491i,0.0034867+0.0012298i,-0.0051211+0.0026298i,0.002274+0.00062481i,0.0035085+0.0031772i,-0.0012556+0.00038191i,-0.0049805-0.0042726i,-0.0019363+0.0014654i,-0.0017467+0.0018289i,-0.0025337+0.0040794i,-0.00062776+0.0018931i,-0.0010256+0.0028798i,-0.0012892+0.00029014i,-0.010907+0.0019532i,-0.00023039-0.00060638i,-0.0030805+0.0053816i,-0.00054148+0.0026039i,0.0041833-0.0032296i,-0.00071721-0.0013831i,-0.00022897-0.0046593i,-0.0036535-0.0036179i,0.0050659+0.001938i,0.0072367-0.00059689i,0.026103-0.027959i,-0.014542+0.036176i,0.01131+0.029051i,-0.0047825+0.006399i,0.0026795-0.0023739i,0.001977-0.0041284i,-0.0076737+0.0073075i
