-0.030422-0.039594i,-0.022383-0.018909i,-0.013588-0.035354i,-0.029971-0.020022i,-0.022148-5.2095e-05i,-0.013749-0.0056342i,-0.055704-0.058376i,-0.046861-0.016822i,-0.038033-0.014131i,0.010777+0.011568i,-0.0079953+0.0051577i,-0.019309+0.019004i,0.002591+0.011417i,-0.0062225-0.0030929i,0.00015097+0.0012642i,-0.001319+0.030381i,0.027846+0.027811i,0.0023243-0.0022212i,-0.0025722-0.0066173i,0.0078078+0.002577i,0.0027908+0.00078047i,0.00021676+0.0037927i,-0.00031643+0.00028556i,-0.037202-0.011448i,-0.00014209-0.0079075i,0.0012936+0.0021721i,0.0063399+0.0015264i,0.0019818+0.0005742i,0.0011569-0.00041748i,-0.0006252-0.0024859i,0.00145-0.0025705i,-0.0025307-0.0055563i,-0.00038088-0.0048165i,0.0028482-0.00085899i,0.004397-0.002742i,0.0023114+0.030753i,0.0037628-0.0032819i,0.0029917-0.0016037i,0.0081432-0.0013086i,-0.0053795-0.0023809i,-0.00018864+0.0011054i,0.0092665-5.0001e-05i,0.0043233-0.0027619i,-0.001363+0.0087053i,-0.017618-0.0071192i,-0.018618+0.013774i,-0.0046371-0.060935i,-0.0052957-0.026986i,-0.026619-0.032644i,-0.011173-0.026889i,0.054504-0.021003i,0.016477-0.043213i,0.021682-0.049984i,0.0047883-0.056496i,0.025344-0.021072i,0.0083274+0.0059879i,0.024573-0.034892i,-0.0082593-0.006533i,0.0038796-0.0047117i,-0.0039903-0.0071961i,-0.002882-0.032656i,-0.018438+0.029805i,0.0082702-0.012547i,-0.0090351-0.0038954i,-0.00416-0.0014101i,0.00061802-0.013059i,-0.011154+0.0047806i,0.0028306+0.010142i,-0.0054369+0.026699i,0.0049171+0.0024974i,-0.0052903-0.0018008i,-0.0022427-0.0022235i,-0.012767-0.0073445i,-0.00047124-0.004151i,-0.035762+0.0014556i,0.00095231-0.0109i,-0.008235+0.00033481i,-0.0067074-0.0022615i,0.0054775+0.0013445i,-0.0083465-0.00053795i,0.0023371-0.00033002i,0.0036647+0.007165i,0.0041203+0.000532i,-0.0085639-0.012923i,0.0030669+0.0091132i,-0.015188+0.0050741i,0.0069965+0.00028215i,-0.022406+0.00097984i,-0.016734+0.0051881i,-0.0083533-0.064786i,0.0075785-0.012375i,-0.049898-0.022467i,-0.021283+0.001586i,0.017547+0.011336i,-0.022891+0.014428i,-0.019657-0.0049427i
0.022125-0.026995i,0.010262-0.015662i,0.010644-0.019557i,0.0023682-0.01083i,0.00079978-0.018749i,-0.0052662-0.0041275i,0.011949-0.016482i,-0.0074397-0.0133i,-0.010506-0.0093823i,0.0046323-0.00081612i,-0.00054739-0.00044776i,-0.0013038+0.00098488i,0.0023472-0.00036643i,0.00017283-0.00086231i,-0.00033393-0.0011048i,0.0021593-0.0036361i,-0.0051179+0.0025533i,-0.00078395-0.00095594i,-1.8004e-05-0.00020873i,3.4694e-05+0.0016882i,-0.0003634+0.0022679i,-0.00081138+0.0008071i,0.0011485+0.00049219i,-0.0023007+0.0036214i,0.00047552-0.0025199i,-0.00064933+0.00011723i,-0.00024688+0.00058744i,0.000829-0.00063731i,0.0011849+0.00011066i,0.00012928-0.0007396i,0.0017844-0.0016765i,0.0035186-0.00027091i,0.0015359+0.00023056i,0.00029049-0.00088166i,0.0026721-3.7314e-06i,0.0076154-0.0019545i,-0.00028321+0.00048527i,-6.0246e-05+0.00030168i,0.0004398-0.001376i,0.00093812-0.0014156i,0.00091984+0.0022074i,0.0014958+0.0012993i,0.001682-0.0018791i,0.0027407+0.0017818i,-0.00088009-0.026985i,0.0075806+0.0015632i,0.0205+0.0037942i,0.0052713+0.0066102i,-0.0089123-0.021974i,0.0079471+0.0071586i,0.01245+0.015863i,0.0022221+0.016071i,0.019756+0.0053621i,0.0038587+0.0067946i,0.00026113-0.0080136i,0.0017734-0.002993i,0.0011276-0.0051899i,0.0084649+2.7826e-07i,0.0010514+0.0042534i,-0.0074048+0.011771i,-0.0044627-0.0060813i,0.0048242+0.009913i,-0.0028341-0.00087038i,-0.00013726+0.0017688i,-1.9301e-05+0.0015278i,-0.0024845-0.0026976i,0.0053695-0.0030365i,-0.0042893-0.001071i,0.0041899-0.00029079i,-0.0059229+0.0030379i,-0.0016102+0.00016147i,0.0011712-0.0010433i,-0.005241-0.0016077i,-0.0034071-0.00079677i,-0.013343-0.0092093i,0.0035787-0.0029077i,-0.0028715-0.00073399i,-0.0010386+0.0016179i,-0.0033981+0.0028128i,0.0088945+0.0026193i,-0.0041235+0.00073616i,-0.0014937-0.0049824i,-0.0031972-0.00033736i,-0.0021757-0.00068456i,0.0034819-0.0037807i,0.0032839+0.00048883i,0.0018813-0.0012382i,-0.00080494+0.0067311i,0.0020973+0.003995i,0.019819-0.0025476i,-0.023746-0.0023709i,-0.031552+0.020234i,-0.0059669+0.011013i,0.0010251+0.0028303i,0.0060848-0.0044653i,-0.012679-0.00099572i
0.016888-0.029183i,0.007177-0.017915i,0.0068265-0.020925i,0.00026499-0.010312i,-0.0032041-0.018846i,-0.0053626-0.0033479i,0.0075239-0.019511i,-0.0093666-0.011238i,-0.011851-0.0073944i,0.0043021-0.0021943i,-0.00067739-0.00067619i,-0.00057993+0.0014802i,0.0018667-0.00072289i,0.00026164-0.00048527i,-0.00042-0.0010296i,0.0015517-0.0037541i,-0.0038703+0.0040475i,-0.0011269-0.00069696i,-0.00028968-0.00023751i,0.00043599+0.0015383i,0.00044715+0.0023401i,-0.0005015+0.00095227i,0.0012643+6.3814e-05i,7.2576e-05+0.0035703i,-0.00027856-0.0023291i,-0.00046623+0.0003595i,0.00017389+0.00121i,0.00051418-0.00073407i,0.0011374-0.00014433i,8.8432e-06-0.00053117i,0.0010601-0.0023736i,0.0034222-0.0015471i,0.0016814-0.00030426i,-0.00010652-0.00083042i,0.0030169-0.0010323i,0.0067746-0.003785i,-0.00013747+0.0006714i,2.6612e-05+0.00024388i,0.00028085-0.0010827i,0.00048975-0.0021447i,0.0016395+0.0017372i,0.0018975+0.00050758i,0.0010645-0.0018977i,0.0036829+0.0012828i,-0.0051338-0.025336i,0.0077816+0.0015706i,0.021054+0.00097127i,0.0075408+0.0029473i,-0.01363-0.017705i,0.011846+0.0037284i,0.015863+0.011517i,0.0052865+0.011479i,0.018222-0.0021666i,0.0069964+0.0024235i,-0.0022791-0.0077414i,-0.0011053-0.0034926i,-0.0011003-0.0062684i,0.0061811-0.0026842i,0.0020381+0.0034639i,-0.0017406+0.013939i,-0.0055362-0.0028629i,0.0061951+0.0075936i,-0.0030724+0.00021447i,0.0008846+0.0027382i,0.0011646+0.0015298i,-0.0041339-0.001612i,0.0051619-0.0062986i,-0.0048288-1.0644e-05i,0.0044758-0.0022296i,-0.0038341+0.0057159i,-0.0012219-0.0004674i,0.00031945-0.0016989i,-0.0043463+0.0014769i,-0.003139+0.00011494i,-0.014407-0.0031226i,0.0016685-0.0035108i,-0.0025837+0.00015246i,-0.0013914+0.0011123i,-0.0019939+0.003695i,0.010483-0.00068667i,-0.0034447+0.0027085i,-0.0030805-0.0042886i,-0.002648+0.00025382i,-0.002275+0.00041466i,0.00080837-0.0037608i,0.003429-0.0009988i,0.0019491-0.0012901i,0.00088726+0.0059664i,0.0017186+0.003401i,0.0176-0.0080116i,-0.022847+0.0026269i,-0.028495+0.027275i,-0.0045647+0.0086766i,0.0028959+0.0049162i,0.0041966-0.0041122i,-0.013816+0.0016151i
0.012173-0.030452i,0.0033324-0.019656i,0.0028288-0.021491i,-0.0012367-0.0094462i,-0.0072341-0.018059i,-0.0053118-0.002896i,0.0028125-0.021273i,-0.01068-0.0092485i,-0.012873-0.0051668i,0.0033878-0.0033082i,-0.0011461-0.00069352i,0.00026808+0.0016703i,0.0013957-0.00075155i,0.00075973-0.00024627i,-0.00062798-0.0010113i,0.00088313-0.0038826i,-0.0021306+0.004807i,-0.0014899-0.00027009i,-0.00053305-4.6663e-05i,0.0007294+0.0011768i,0.0013108+0.0016899i,-0.00035754+0.00093806i,0.0011839-0.00041666i,0.0019559+0.0024733i,-0.00061844-0.0020277i,-0.00016926+0.00047525i,0.00095137+0.0011668i,0.00016242-0.0007055i,0.0010735-0.00040629i,-0.00013627-0.00051533i,0.00013789-0.0027508i,0.0027257-0.0028425i,0.0014469-0.0010304i,-0.0003771-0.00056275i,0.0027934-0.0025414i,0.0055101-0.00551i,0.00025281+0.00075093i,3.6586e-05+0.00024931i,0.00014334-0.0011563i,-0.00035032-0.0025486i,0.0021712+0.0010014i,0.0017794-0.00025252i,0.00059533-0.0018943i,0.0041371+0.00017094i,-0.008655-0.0235i,0.0095968+0.0012893i,0.021823-0.0021294i,0.0081683-0.00075485i,-0.015847-0.012554i,0.014839-0.00093676i,0.017619+0.0067315i,0.0074493+0.0074805i,0.014645-0.0069464i,0.0080779-0.0009688i,-0.0048457-0.0062291i,-0.003832-0.0021679i,-0.0046043-0.0063044i,0.0031534-0.0037887i,0.0022201+0.0024941i,0.0031099+0.013223i,-0.00498-0.00032904i,0.0063722+0.0048184i,-0.0028338+0.0020737i,0.002232+0.0028946i,0.0017298+0.00094924i,-0.004906+0.0003985i,0.0030957-0.0080917i,-0.0045324+0.0013216i,0.0040286-0.0037567i,0.0001144+0.0062766i,-0.0016764-0.00099477i,-0.00059628-0.0014444i,-0.0027016+0.002979i,-0.0022674+0.00081961i,-0.013318+0.0021533i,0.00065733-0.003872i,-0.001978+0.0007247i,-0.0013739+0.0017183i,-0.00021295+0.0035007i,0.010249-0.0048573i,-0.0017472+0.003999i,-0.0044287-0.0029319i,-0.0023492+0.00048795i,-0.0016814+0.0011377i,5.5893e-05-0.0026297i,0.0026061-0.002045i,0.0023914-0.0016381i,0.0010523+0.004216i,0.0014449+0.0033118i,0.015454-0.011808i,-0.020133+0.0062718i,-0.022382+0.033326i,-0.0046779+0.0070203i,0.0055432+0.0049759i,0.0025454-0.0028634i,-0.013135+0.0041178i
0.00764-0.03147i,-0.00091461-0.020088i,-0.00093685-0.021594i,-0.0020276-0.008937i,-0.010956-0.015996i,-0.0054767-0.0026643i,-0.0023226-0.021621i,-0.011479-0.0072574i,-0.013095-0.002644i,0.0021772-0.0039767i,-0.0017476-0.00010515i,0.0010844+0.0011127i,0.0012953-0.0005883i,0.0010785-0.00076589i,-0.00087726-0.00080131i,0.00013366-0.003751i,-0.00070183+0.004699i,-0.0016227+0.00051056i,-0.00051979+0.00042396i,0.0008352+0.00072689i,0.001477+0.00078959i,-0.00034581+0.0010323i,0.00085232-0.00079284i,0.0029912+0.00024188i,-0.00087614-0.0018881i,8.4369e-06+0.00041461i,0.0012813+0.00074247i,-2.6371e-05-0.00057742i,0.00097082-0.00071953i,-0.0004698-0.00035512i,-0.00096035-0.0028541i,0.0014274-0.0036127i,0.00098738-0.0014966i,-0.00046843-0.00042061i,0.0016138-0.0041075i,0.0038753-0.006892i,0.00076137+0.00052891i,0.00013482+0.00032042i,-0.00014331-0.0011127i,-0.0013216-0.0026376i,0.0023125+0.00012693i,0.0014765-0.00069844i,-4.6981e-06-0.0017531i,0.0039627-0.00068802i,-0.011552-0.021573i,0.012075-0.0011842i,0.022304-0.0056551i,0.0080618-0.0037719i,-0.015149-0.0074759i,0.015829-0.0074797i,0.018244+0.0022029i,0.0085774+0.0027988i,0.011434-0.0099052i,0.0092077-0.0042887i,-0.0060222-0.0036901i,-0.0055386+0.00034781i,-0.0084106-0.0048722i,0.00073052-0.0036109i,0.0021277+0.0021041i,0.0067383+0.011442i,-0.0039047+0.0014373i,0.0055024+0.0021368i,-0.00059033+0.0037965i,0.0035996+0.0023994i,0.0024543+0.0004653i,-0.0045595+0.0025875i,0.00072825-0.0092332i,-0.0038336+0.0021948i,0.0028524-0.0055767i,0.0026722+0.0042623i,-0.0026717-0.00095906i,-0.00092719-0.0010906i,-0.0009518+0.0040112i,-0.0014907+0.00090393i,-0.010258+0.0066358i,-0.00079487-0.0044302i,-0.0011917+0.00084146i,-0.0010196+0.0016014i,0.00093621+0.0024587i,0.0083111-0.0091738i,0.0006907+0.0042486i,-0.004526-0.0010931i,-0.0023559+0.00077135i,-0.0012957+0.001652i,-0.00026226-0.0021595i,0.0016486-0.0022076i,0.0027092-0.0023667i,0.00067012+0.0040178i,0.0015775+0.0036441i,0.012445-0.015283i,-0.017986+0.0068137i,-0.014158+0.03609i,-0.004802+0.00704i,0.0073346+0.0040501i,0.0023363-0.0012406i,-0.011636+0.0056344i
0.0026698-0.031918i,-0.0049495-0.01921i,-0.0049391-0.021051i,-0.0031546-0.0090304i,-0.013439-0.013442i,-0.0058493-0.0024956i,-0.0068147-0.020189i,-0.011947-0.0054649i,-0.012514-0.00035315i,0.00072886-0.0039601i,-0.0017237+0.00083415i,0.0013347+0.0004473i,0.0014325-0.00063206i,0.00054541-0.0010202i,-0.00096186-0.0004123i,-0.00071157-0.0033257i,0.00047442+0.0046159i,-0.0011327+0.001239i,-0.00028795+0.00068553i,0.00063066+0.00038256i,0.0013013+5.8176e-05i,-2.2433e-05+0.0010659i,0.00050606-0.00096258i,0.0023145-0.0018909i,-0.0014341-0.0017628i,0.00011733+0.00034723i,0.0014476+0.00038838i,-5.4619e-05-0.0004486i,0.0006605-0.0010241i,-0.00058811+6.6258e-05i,-0.0021315-0.0023753i,0.00014901-0.003824i,0.00018733-0.0017712i,-0.00055441-0.00021765i,-0.00055471-0.0045481i,0.0020304-0.0077878i,0.00085176+4.7243e-05i,0.00027728+0.00016553i,-0.00030023-0.00090724i,-0.0024936-0.002251i,0.0020929-0.00075952i,0.0012397-0.0010258i,-0.00050456-0.0014601i,0.0038258-0.0013401i,-0.013847-0.019697i,0.013051-0.0052674i,0.022181-0.0097659i,0.0077718-0.0074477i,-0.012346-0.0034345i,0.014049-0.014516i,0.018059-0.0018258i,0.0077446-0.0015758i,0.0078961-0.011232i,0.0094668-0.0082223i,-0.0060602-0.0023104i,-0.0056938+0.0035985i,-0.011941-0.0012525i,-0.001003-0.0028182i,0.0021542+0.002033i,0.0097806+0.0088517i,-0.0024769+0.002376i,0.0035377+0.0010722i,0.0021709+0.002763i,0.0052099+0.0011047i,0.0029068-0.00060751i,-0.0030311+0.0047446i,-0.0024905-0.010332i,-0.0033903+0.0033215i,0.00089437-0.006906i,0.0029862+0.0025249i,-0.0035408-8.2819e-05i,-0.0011736-0.00087745i,0.0019885+0.0040617i,-0.0011317+0.00039454i,-0.0056883+0.0090046i,-0.0031772-0.0042847i,-0.00066728+0.00045422i,-0.00069867+0.0014431i,0.0012253+0.0012882i,0.0047176-0.012533i,0.0027937+0.0028497i,-0.0037363+4.8747e-05i,-0.002071+0.001132i,-0.0007867+0.0025604i,-0.00086817-0.0015544i,0.00082859-0.0021962i,0.0023818-0.0034361i,0.00035728+0.0041438i,0.0021568+0.0036682i,0.0085431-0.017485i,-0.019174+0.0070753i,-0.007151+0.034931i,-0.0038961+0.0066345i,0.0085174+0.002499i,0.0030075-0.00048328i,-0.0098498+0.0063841i
-0.0018601-0.031365i,-0.0082944-0.017576i,-0.0085199-0.019597i,-0.0045837-0.0085909i,-0.015727-0.011055i,-0.0064302-0.0022427i,-0.0099242-0.018286i,-0.012297-0.0038934i,-0.011352+0.0013145i,-0.00018782-0.0033244i,-0.0010834+0.0015596i,0.0012739-1.2136e-05i,0.0014445-0.00085509i,0.00034868-0.00073094i,-0.00089489-0.00020703i,-0.0013269-0.0025528i,0.0018961+0.0043166i,-0.00046284+0.0014421i,7.035e-05+0.00084503i,0.0004845+0.00038675i,0.00094826-0.00045245i,0.00013505+0.00091725i,0.00010385-0.0011099i,0.000967-0.0030429i,-0.00218-0.0012146i,0.0001533+0.00035672i,0.0016308-0.00012286i,-0.00012882-0.00042824i,0.00025425-0.0010722i,-0.00043331+0.00038988i,-0.0029759-0.0014221i,-0.0012981-0.0036775i,-0.00055138-0.001492i,-0.00046015-5.4243e-06i,-0.0020871-0.0037716i,-0.00010782-0.008238i,0.00076701-6.1773e-05i,0.00028483+5.8233e-05i,-0.00039697-0.00085802i,-0.0034964-0.0012606i,0.0015697-0.0013783i,0.00094503-0.0013356i,-0.00083778-0.00093467i,0.0035439-0.0023062i,-0.016349-0.018034i,0.012187-0.0095623i,0.02105-0.014165i,0.0052893-0.011298i,-0.0078663-0.0029775i,0.008846-0.020044i,0.017577-0.0053081i,0.0063734-0.0043673i,0.0053817-0.010353i,0.0083765-0.012347i,-0.0065129-0.00092049i,-0.0037173+0.0064659i,-0.013489+0.0041283i,-0.00245-0.0017785i,0.0024104+0.0020941i,0.011009+0.0051502i,-0.0010882+0.0023794i,0.0020258+0.0010108i,0.002368+0.00070577i,0.0055588-0.0013586i,0.0026248-0.0023343i,5.6225e-05+0.0058981i,-0.007068-0.0084278i,-0.0019993+0.0050974i,-0.0022852-0.007121i,0.00382+0.0016303i,-0.003976+0.0013777i,-0.0013148-0.00056233i,0.0047828+0.00096006i,-0.00098731+0.00015355i,-0.00053268+0.0083289i,-0.0052724-0.002451i,-0.00059671-0.00010749i,-0.00086422+0.0012685i,0.0012477+0.0004617i,-0.00048227-0.014209i,0.0038429+0.00050962i,-0.0033372+0.00051847i,-0.0019464+0.0014798i,0.00087475+0.0027391i,-0.0005169-0.00067359i,9.5784e-05-0.0017951i,0.0013235-0.0044973i,0.00035051+0.0045019i,0.002461+0.0033495i,0.0045385-0.017965i,-0.020629+0.010181i,-0.0019167+0.033076i,-0.003569+0.0053866i,0.0094325+0.00044559i,0.0035284-0.00074946i,-0.0084445+0.0059812i
-0.006131-0.030566i,-0.010705-0.015492i,-0.011518-0.017598i,-0.0057181-0.0079275i,-0.017604-0.0078801i,-0.0071128-0.0017127i,-0.012541-0.016686i,-0.012609-0.0022236i,-0.010086+0.0020504i,-0.0005591-0.0026644i,-0.00027983+0.0019973i,0.0011407-0.00028373i,0.0013909-0.0010415i,0.00058958-0.00061613i,-0.00086917-5.8686e-05i,-0.0015072-0.0017413i,0.0030351+0.0034235i,6.9887e-05+0.0013678i,0.00045622+0.00081533i,0.00050893+0.00050047i,0.00038308-0.00075517i,0.00016596+0.00093298i,-0.00032861-0.00094834i,-0.00045019-0.0033412i,-0.0024099-0.00034401i,0.00030945+0.00039056i,0.0013387-0.00082161i,-0.00018417-0.00031181i,-4.5683e-05-0.0010049i,-0.00019167+0.00060711i,-0.0033288-0.00028326i,-0.002521-0.0027247i,-0.00099025-0.0010398i,-0.00031516+8.5362e-05i,-0.0030636-0.0028607i,-0.0022177-0.0078676i,0.00094109-0.00027121i,0.00029286+3.6688e-05i,-0.00067024-0.00074i,-0.0040365+0.00014982i,0.00096906-0.0017944i,0.0004971-0.0014796i,-0.000901-0.00034495i,0.0029251-0.0028819i,-0.019028-0.015802i,0.0098667-0.013047i,0.01871-0.018236i,0.0015199-0.01345i,-0.0056202-0.0056273i,0.0028296-0.022511i,0.01726-0.0090155i,0.0054106-0.006984i,0.0053727-0.0095368i,0.0065789-0.015483i,-0.0071717+0.0003531i,-0.0007038+0.0076017i,-0.012091+0.010557i,-0.0034136-0.00048787i,0.0028277+0.0019938i,0.010924+0.0023673i,-0.00021077+0.0019125i,0.00052458+0.0017426i,0.0021919+1.4106e-05i,0.0041831-0.0036213i,0.0010766-0.0034528i,0.0029521+0.0048256i,-0.0091781-0.0038295i,0.00099566+0.0054302i,-0.0048416-0.0054574i,0.0040863-0.00036806i,-0.0035811+0.0032953i,-0.0013582-0.00037629i,0.0042198-0.0027954i,-0.0012891+7.1246e-05i,0.0022314+0.0051532i,-0.0055204-0.00013905i,-0.00098879-0.00062231i,-0.00098273+0.0015859i,0.00084868-0.00033062i,-0.0065611-0.013041i,0.0031874-0.0019584i,-0.0032008+0.0010047i,-0.0016533+0.0022581i,0.0022836+0.0019291i,8.8326e-05-0.0010421i,-5.4618e-05-0.00091211i,1.167e-05-0.0049095i,0.00035231+0.005342i,0.0029173+0.0031045i,0.0021784-0.017555i,-0.020564+0.014288i,0.0022003+0.030857i,-0.0041947+0.0038085i,0.0087993-0.0024072i,0.0034588-0.00076374i,-0.0080436+0.0051727i
-0.010641-0.029239i,-0.012408-0.0134i,-0.014109-0.015267i,-0.0067052-0.007427i,-0.018563-0.0044667i,-0.0078678-0.00092188i,-0.015206-0.014819i,-0.012557-0.00045045i,-0.009256+0.0023091i,-0.00073843-0.0022218i,0.00065546+0.0020546i,0.0010776-0.00052983i,0.0013505-0.001259i,0.00066915-0.00084574i,-0.00080573+0.00011727i,-0.0013067-0.0011402i,0.0037585+0.0023728i,0.00056903+0.001167i,0.00082286+0.00050821i,0.00075744+0.00050714i,-0.00041621-0.00050609i,0.0005074+0.00096191i,-0.00058181-0.00065118i,-0.0015824-0.0030436i,-0.0022537+0.00054533i,0.00041961+0.0002594i,0.00066393-0.0011524i,-0.00015562-0.00029312i,-0.00033691-0.00079693i,7.1287e-05+0.00063995i,-0.0033398+0.00092596i,-0.003064-0.0014604i,-0.00098519-0.00056803i,-0.00023013+3.5327e-05i,-0.0039299-0.0016346i,-0.0039155-0.0065611i,0.00080063-0.00064779i,0.00031425+3.7817e-05i,-0.00079586-0.00027116i,-0.0039046+0.001611i,0.00016755-0.0018815i,-3.8267e-05-0.0016085i,-0.00065854+0.00015392i,0.0022534-0.002946i,-0.021172-0.012759i,0.006501-0.015223i,0.015446-0.021398i,-0.0025613-0.013837i,-0.0058971-0.0078128i,-0.0035156-0.0233i,0.016311-0.013381i,0.0037213-0.0098179i,0.0059136-0.010359i,0.0041011-0.018941i,-0.0080053+0.0021634i,0.0020988+0.0070334i,-0.0074277+0.015117i,-0.0037747+0.00076562i,0.0030908+0.0017226i,0.01069-0.00014231i,0.00023875+0.0015307i,0.00035419+0.0034179i,0.0024623-0.00074835i,0.002237-0.0042797i,-0.00039006-0.0034901i,0.0045853+0.0028711i,-0.0088632+0.00030162i,0.0033552+0.004046i,-0.0065125-0.0032382i,0.0029752-0.0020253i,-0.0018578+0.0047348i,-0.0016939-0.00015414i,0.0016422-0.0052385i,-0.0015919+0.00034342i,0.0026307+0.0019914i,-0.0049709+0.0019957i,-0.0018353-0.00068059i,-0.0008533+0.0015963i,-1.7929e-05-0.00060757i,-0.010575-0.0094488i,0.0015133-0.0034149i,-0.0027689+0.0014189i,-0.00065014+0.0026915i,0.0030695+0.0004387i,-0.00037772-0.0011203i,0.00055472-0.00045792i,-0.0011912-0.0046041i,0.0017663+0.0066405i,0.003184+0.0027753i,-0.00047329-0.017353i,-0.019253+0.018644i,0.00569+0.02828i,-0.0060569+0.0029642i,0.0060829-0.0039816i,0.0038017-0.0011238i,-0.0088255+0.0048317i
-0.014902-0.026808i,-0.013783-0.011744i,-0.0161-0.012402i,-0.0078632-0.0068621i,-0.018961-0.0012952i,-0.0084102+0.00031425i,-0.017428-0.012479i,-0.012167+0.0011474i,-0.0089754+0.002412i,-0.00075085-0.0018516i,0.0016085+0.0016474i,0.0010446-0.00053033i,0.0011848-0.0014525i,0.00064014-0.00095498i,-0.00073613+0.00021504i,-0.00098744-0.0010407i,0.0045011+0.0011787i,0.00087699+0.00078336i,0.00088492+1.3948e-05i,0.0010443+0.00044807i,-0.00061022+2.8948e-05i,0.00092701+0.00067086i,-0.00061131-0.00038727i,-0.0022463-0.0026699i,-0.0019427+0.0011603i,0.00053128+0.00012788i,0.00017877-0.00096942i,-0.00027733-0.00010374i,-0.00054443-0.00052996i,0.00042716+0.00067527i,-0.0028435+0.0022298i,-0.0030728-0.00036887i,-0.0010198-0.00027941i,-0.00024683+0.00012396i,-0.0042094+3.8161e-06i,-0.0048772-0.0049647i,0.00047878-0.00079075i,0.00032157+2.15e-05i,-0.00052944-7.0869e-05i,-0.0032+0.0029774i,-0.00035826-0.0016166i,-0.00042759-0.0014788i,-0.00020905+0.00034083i,0.0020474-0.0029856i,-0.02242-0.009375i,0.0034853-0.015308i,0.012093-0.023615i,-0.0062249-0.012929i,-0.007581-0.0087118i,-0.0099929-0.02131i,0.013981-0.017918i,0.001906-0.01199i,0.005942-0.01163i,-0.00017687-0.021195i,-0.0082836+0.0048531i,0.0040572+0.0054811i,-0.0017328+0.016965i,-0.0039236+0.0021545i,0.0034279+0.0017355i,0.0096981-0.0025418i,0.00040019+0.00098407i,0.0013456+0.0050433i,0.0019698-0.0017742i,0.0010434-0.0039522i,-0.0018574-0.0029427i,0.0051621+0.00087883i,-0.0067537+0.0030822i,0.0048044+0.0018903i,-0.0070329-0.00021741i,0.0015736-0.0024586i,0.00049015+0.0048692i,-0.0017248+0.00050364i,-0.0013196-0.0059323i,-0.0016577+0.00040538i,0.0012447+0.00022189i,-0.0036994+0.0035197i,-0.0025702+8.2904e-05i,-0.00097142+0.00188i,-0.00045828-0.0003257i,-0.012581-0.0051047i,-0.00053076-0.0038963i,-0.0025732+0.0017205i,0.00022406+0.002532i,0.0030369-0.0011495i,-0.00029327-0.00081123i,0.0012917-0.000804i,-0.0023912-0.0047131i,0.0036221+0.0064129i,0.0035489+0.002615i,-0.0021792-0.016692i,-0.016098+0.024103i,0.0085005+0.02574i,-0.0081288+0.0036024i,0.0033482-0.0031194i,0.0034939-0.001989i,-0.0097321+0.0052684i
-0.018124-0.023776i,-0.015585-0.010429i,-0.017248-0.0098154i,-0.0088784-0.0058226i,-0.018829+0.0023692i,-0.0084293+0.0017488i,-0.01927-0.0098183i,-0.011594+0.0024614i,-0.0092031+0.0028165i,-0.00059861-0.0018766i,0.0022044+0.00081658i,0.0011701-0.00086574i,0.0010654-0.0015566i,0.00084596-0.0014152i,-0.00065183+0.00030489i,-0.00092868-0.0010561i,0.0046913-0.00050354i,0.00088572+0.000471i,0.00078038-0.00040632i,0.0014378+0.00016121i,-0.00050783+0.00039408i,0.00095031+0.00023098i,-0.00063416-0.00023915i,-0.0028027-0.0025001i,-0.0015072+0.0015661i,0.00058217-6.447e-05i,-8.12e-05-0.00082562i,-0.00029496+0.00014509i,-0.00064639-0.00019899i,0.00082323+0.00048707i,-0.0018408+0.0031824i,-0.0029162+0.00066808i,-0.00083025-4.6418e-05i,-0.00010288+0.00020755i,-0.0036992+0.0013915i,-0.0053572-0.0034306i,0.00030417-0.00079037i,0.00048876+2.7117e-05i,-0.00044284-0.00020687i,-0.0018355+0.0038153i,-0.00068093-0.0013027i,-0.0008368-0.0013627i,0.00018296+0.00012026i,0.0019561-0.0033794i,-0.023088-0.0060247i,0.0020116-0.015004i,0.0087143-0.025156i,-0.0092214-0.010538i,-0.0084277-0.0081864i,-0.014873-0.016453i,0.010344-0.021943i,5.6111e-06-0.014392i,0.0058612-0.013682i,-0.0048335-0.021429i,-0.0069911+0.0082432i,0.0050996+0.003495i,0.0035315+0.016195i,-0.0035064+0.0035896i,0.0044291+0.0014188i,0.0081826-0.0046276i,0.00015674+0.00052573i,0.0038809+0.0052559i,0.0010421-0.0018073i,0.00030082-0.0037814i,-0.0027162-0.002009i,0.0050949-0.00095101i,-0.0050107+0.004353i,0.0049855-0.00081325i,-0.0062329+0.0023752i,0.00099297-0.0021514i,0.0022009+0.0038862i,-0.0013911+0.00081954i,-0.0042995-0.0051292i,-0.0017974+0.00069937i,0.0002456+0.00046903i,-0.0020147+0.0043474i,-0.0024398+0.0011267i,-0.00073637+0.0028612i,-0.00048098-0.00014669i,-0.013265-0.0008416i,-0.002507-0.0032048i,-0.0024561+0.0023751i,0.00069602+0.0022925i,0.0025961-0.0030323i,-0.00019457-0.0013854i,0.0015708-0.0015355i,-0.0039523-0.0038154i,0.0054376+0.0052944i,0.0041619+0.0023422i,-0.0037478-0.016049i,-0.0096737+0.027427i,0.011408+0.022729i,-0.0095996+0.0051973i,0.0020973-0.0013311i,0.0025779-0.0020514i,-0.010428+0.0063543i
