-0.024533-0.0043651i,-0.021323-0.0073287i,-0.012508-0.013157i,-0.035129-0.0072312i,-0.026976+0.0020327i,-0.03526-0.0022113i,-0.066403-0.038059i,-0.032427-0.014385i,-0.021031+0.0025539i,0.0062297+0.0062498i,-0.0048173+0.0072835i,-0.0086243+0.017918i,0.0058138+0.008147i,-0.0010993+0.0034395i,0.0041988+0.0037998i,0.004454+0.025402i,0.022073+0.019532i,0.0012659-0.00067729i,0.0010755-0.0044781i,0.0087304+0.00021102i,0.0050561-0.00035088i,0.00208+0.0015104i,0.0012427-0.00058172i,-0.024034-0.001817i,-0.0048804-0.0040489i,-0.00037819+0.0032503i,0.0043165-0.0042593i,-0.0019701-0.00042004i,-0.0003146+0.0012237i,-0.0020474-0.0013839i,-0.0037757-0.00026749i,-0.0071401-0.0084887i,-0.0051747-0.0073685i,-0.00070821+0.00025872i,-0.00027051-0.0022834i,0.00059086+0.021469i,0.0026307-0.0040156i,0.00065843-0.0044152i,0.0029652-0.0019497i,-0.0029006-0.003191i,0.0010598-0.00015098i,0.0080479-0.0020998i,0.0031553-0.0023809i,0.00012969+0.002728i,-0.01333+0.015547i,-0.025922+0.053558i,-0.0059046-0.03719i,-0.015182-0.018543i,-0.039829-0.016083i,-0.027062-0.012438i,0.036484-0.011949i,0.0059475-0.029864i,0.012573-0.038112i,-0.0084929-0.029507i,0.025264-0.023098i,0.013357+0.0071449i,0.027803-0.03559i,-0.001723-0.0042553i,0.0061953-0.0090218i,-0.00081346-0.0058248i,-0.00012742-0.035666i,-0.013455+0.028972i,0.0088125-0.011587i,-0.0086391-0.0048183i,-0.0026199-0.0020805i,-0.00015915-0.015872i,-0.0077328+0.0058396i,0.0042869+0.0062531i,-0.0012585+0.029041i,0.0024652+0.00085225i,-0.0072113-0.0043887i,-0.0039629-0.0065409i,-0.014907-0.0099692i,-0.0023248-0.0058825i,-0.034212+0.0062251i,-0.0050404-0.0087304i,-0.012916-0.00099706i,-0.010268-0.0057931i,0.0019354-0.0015963i,-0.014057+0.0021374i,-0.0017839-0.00069221i,0.0055795+0.0057572i,0.004017-0.0052155i,-0.013996-0.014552i,0.0075804+0.0080719i,-0.015996+0.0051509i,0.0050983-0.00032395i,-0.019197-0.0027494i,-0.016271-0.0041911i,-0.015245-0.03519i,0.020231-0.01015i,-0.039467-0.024646i,-0.010494+0.0047592i,0.017796+0.015107i,-0.022378+0.017019i,-0.0044635-0.0041889i
-0.0088498-0.007389i,-0.0025798-0.0097702i,-0.0006679-0.0096896i,-0.0068191-0.013505i,-0.0061551-0.021457i,-0.015536-0.010065i,-0.0038075-0.012843i,-0.003969-0.013129i,-0.0073004-0.0050205i,0.0063188+0.0015883i,0.0027302+0.0013287i,0.0020423-0.00034479i,0.0036601-0.0011898i,0.0033432+0.00010547i,0.0016388-0.0017612i,0.0037081-0.0019362i,-0.00014154+0.00083644i,-0.0025212+0.0020271i,-0.0014848+0.0019774i,-0.00058914+0.0032789i,-0.0023283+0.0034726i,-0.0017546+0.0020835i,0.00019256+0.0026092i,-0.0023754+0.0028657i,0.0011048-0.002755i,0.00067717-0.0026771i,0.0016857-0.0030872i,0.0025274-0.0020073i,0.0022916-0.0024325i,0.00079139-0.0028935i,-0.00010421-0.00074184i,0.00086632-0.0012401i,0.0010484-0.001089i,0.0010067-0.0012246i,0.00017601-0.00086491i,0.0077197-0.0041759i,0.002501-0.0028672i,0.0024089-0.0019956i,0.002199-0.0033049i,-0.00049415+0.0011573i,-0.00064444+0.0024971i,-0.0012171+0.0016108i,0.0020998-0.00078904i,0.0012427-0.00057623i,-0.014386-0.0088304i,-0.014369-0.0057738i,0.0028583-0.014277i,-0.0023198-0.0059867i,-0.022142-0.035309i,0.00013208-0.0093801i,-4.2702e-05-0.002094i,-0.010171+0.009767i,0.012754-0.011994i,-0.015506-0.0091705i,0.00025058-0.0080703i,-0.00076325-0.0019945i,0.0024295-0.0032278i,0.0047456+0.0004262i,0.0011146+0.0064321i,-0.0084602+0.0085481i,-0.0052334-0.0031473i,0.0046731+0.0090221i,-0.0046296+0.00068737i,-8.8343e-05+0.004151i,-0.0019099+0.0038797i,-0.00085815+0.00035377i,0.0048584-0.00061741i,-0.0041229+0.00080035i,0.001412-0.00026678i,-0.0029199-2.0168e-05i,0.00189+0.00047688i,0.0036595-0.00057132i,-0.0014855-0.0023672i,0.00072978-0.00049079i,-0.007203-0.0071988i,0.0058146-0.0067663i,3.4309e-05-0.0024898i,0.001238-0.0012709i,0.00024174-0.0023046i,0.0065383-0.0039451i,-0.0036922-0.0036781i,0.0019406-0.0069043i,0.000998-0.0030246i,-0.00081293-0.0038535i,0.0033867-0.003298i,0.0042963+0.0009564i,0.0022853-0.0024802i,0.0018287+0.0069833i,0.0008568+0.00055749i,-0.0066537-0.018974i,-0.027188+9.4103e-05i,-0.027209+0.018215i,-0.0063189+0.013493i,-0.00040076+0.0031753i,0.0068955-0.0055618i,-0.013124+0.0055503i
-0.0097804-0.0059943i,-0.0043521-0.010034i,-0.0021708-0.0096833i,-0.0087564-0.011656i,-0.0099242-0.020188i,-0.015974-0.0071117i,-0.0067193-0.012981i,-0.006238-0.012072i,-0.0081513-0.0040555i,0.006469-0.00026674i,0.0029913+0.0002557i,0.0021012-0.00063959i,0.0029405-0.0019894i,0.003305-0.00063182i,0.001243-0.0020202i,0.003429-0.0023065i,0.00018981+0.00099166i,-0.0016606+0.0025301i,-0.00082421+0.0022441i,0.00040652+0.003279i,-0.0011199+0.0042523i,-0.000843+0.0026049i,0.0010754+0.0024553i,-0.00077098+0.0034216i,0.00012606-0.0028647i,-0.0001949-0.0026308i,0.00060146-0.002973i,0.0015582-0.0027384i,0.0012081-0.0028864i,-0.00029161-0.0028125i,-0.00042289-0.00089538i,0.00075117-0.0015734i,0.0006026-0.0015534i,0.00042814-0.0015892i,5.7246e-05-0.00094712i,0.0057646-0.0060251i,0.0010568-0.0034324i,0.001458-0.0029249i,0.0008363-0.0035952i,4.5703e-05+0.0006943i,0.0001645+0.0024601i,-0.00065419+0.0017751i,0.0016121-0.00091539i,0.0015713-0.0007732i,-0.015434-0.006138i,-0.014296-0.0023712i,0.0017638-0.014217i,-0.0021046-0.0081069i,-0.027554-0.028281i,0.001018-0.0099949i,0.00088685-0.0030824i,-0.0077776+0.0082972i,0.0089944-0.017893i,-0.014164-0.0097936i,-0.0028752-0.0073956i,-0.0033924-0.0010768i,0.00088816-0.0048221i,0.0036475-0.00091876i,0.0024514+0.0056203i,-0.00442+0.010843i,-0.0052942-0.00036668i,0.0059541+0.0065443i,-0.004249+0.0022875i,0.0018109+0.0046303i,-6.4861e-05+0.0043809i,-0.0013518+0.0005417i,0.005346-0.0036562i,-0.0040353+0.0017377i,0.0014943-0.0011926i,-0.0026754+0.0018413i,0.0019037-0.00057337i,0.0027806-0.0018964i,-0.0013009-0.00052873i,0.00070526-0.00090998i,-0.0082554-0.0033473i,0.0026355-0.0079745i,-0.00045914-0.0026435i,-6.0064e-05-0.0024794i,-0.00078354-0.002115i,0.0056332-0.0060897i,-0.0047314-0.0015058i,-0.00065196-0.0067378i,0.00040634-0.0033796i,-0.0018444-0.0029549i,0.0012725-0.003396i,0.0040637-0.00060065i,0.0017725-0.0024775i,0.0032954+0.0050223i,-0.0006074+0.00079203i,-0.010829-0.019466i,-0.02597+0.0056581i,-0.024369+0.024301i,-0.0050117+0.011356i,0.0015573+0.0053417i,0.004213-0.0057036i,-0.013063+0.0077761i
-0.010114-0.0045212i,-0.0064456-0.0099214i,-0.0035892-0.0095293i,-0.0099666-0.0095021i,-0.01344-0.018327i,-0.015921-0.0046305i,-0.0095904-0.012393i,-0.0080169-0.010672i,-0.0087572-0.0028285i,0.0058927-0.0018878i,0.0026518-0.00083689i,0.0021221-0.00095074i,0.0020625-0.0023484i,0.0031709-0.0012847i,0.00073489-0.0022135i,0.0032192-0.0027096i,0.00057729+0.00092994i,-0.00087586+0.0026644i,-0.0002653+0.0023859i,0.0013589+0.0028776i,0.0004901+0.0044227i,4.1173e-05+0.0026535i,0.0018311+0.0019637i,0.00078891+0.0032195i,-0.00063983-0.0026943i,-0.00087436-0.0023665i,-0.00032929-0.0028465i,0.00036725-0.0030758i,0.00016164-0.0029479i,-0.0012411-0.0024673i,-0.00080905-0.00084223i,0.0001768-0.0020023i,-0.00018044-0.0017729i,-0.00024261-0.0016662i,-8.279e-05-0.0012186i,0.0034434-0.0071542i,-0.00019835-0.0034175i,0.00024417-0.0033835i,-0.00041125-0.0034897i,0.00018082+0.00017963i,0.00099399+0.0021951i,-0.00014308+0.0017736i,0.0013861-0.00094779i,0.0015174-0.0013391i,-0.015788-0.0034381i,-0.012057+0.00026799i,0.0012366-0.014411i,-0.0031642-0.0095104i,-0.029923-0.020678i,0.0019012-0.011381i,0.0013626-0.0045008i,-0.0055809+0.007219i,0.0039127-0.020162i,-0.013866-0.0091658i,-0.0054581-0.0048412i,-0.0051558+0.0013229i,-0.0020789-0.0054723i,0.0020784-0.0015403i,0.0029844+0.004764i,-0.00079656+0.011134i,-0.0040759+0.0016381i,0.0058834+0.0038994i,-0.0032505+0.0044007i,0.0035978+0.0041111i,0.0016345+0.0039853i,-0.0014921+0.0013253i,0.0043463-0.0057407i,-0.0033287+0.002632i,0.0012483-0.001727i,-0.00069659+0.0026952i,0.00136-0.0014642i,0.001702-0.0022943i,-0.00071357+8.3322e-06i,0.00078967-0.0014019i,-0.0078213+7.8434e-05i,-0.00024447-0.0081344i,-0.0010859-0.002691i,-0.0014353-0.0022892i,-0.0011834-0.00182i,0.0034443-0.0079603i,-0.0043323+0.00074644i,-0.0029091-0.0057381i,-0.00080787-0.0037282i,-0.002405-0.0022133i,0.00038058-0.0029202i,0.0029169-0.0016036i,0.0017677-0.0027139i,0.0024844+0.0024215i,-0.0013544+0.0017322i,-0.013736-0.017918i,-0.023191+0.010062i,-0.01877+0.029596i,-0.0050282+0.0099785i,0.0040326+0.0054581i,0.0015743-0.0042906i,-0.011527+0.010045i
-0.010218-0.0031295i,-0.0085632-0.008944i,-0.0050616-0.0093954i,-0.010424-0.0075731i,-0.016657-0.015504i,-0.015777-0.0024132i,-0.012571-0.010901i,-0.0092718-0.0089325i,-0.0090271-0.0011823i,0.0049953-0.0031225i,0.0016933-0.0013087i,0.0020598-0.0016387i,0.0013875-0.002299i,0.0028821-0.0021053i,0.00016583-0.0021481i,0.0028438-0.0031995i,0.00076857+0.00057939i,-0.00032053+0.0027522i,0.00041838+0.0025793i,0.0020326+0.0020978i,0.0019319+0.0038617i,0.00078742+0.002369i,0.0022594+0.0011934i,0.0021383+0.0020956i,-0.0012874-0.0024027i,-0.0016048-0.0020448i,-0.0013628-0.0024596i,-0.00085101-0.0028325i,-0.00076619-0.0027643i,-0.002121-0.0018403i,-0.0012966-0.00068339i,-0.00068071-0.0018814i,-0.00086902-0.0015136i,-0.00082108-0.0015628i,-0.00058764-0.0015813i,0.0011521-0.0076312i,-0.0012751-0.003064i,-0.0010925-0.0032829i,-0.0014765-0.0030798i,-7.644e-05-0.00027537i,0.0015964+0.001661i,0.00033958+0.0016493i,0.0010905-0.00107i,0.0011201-0.0016547i,-0.015341-0.00094155i,-0.0091533+0.00046907i,0.00095136-0.014762i,-0.0041153-0.0098182i,-0.02888-0.013466i,0.0018046-0.014026i,0.0012253-0.0061434i,-0.0036452+0.0050394i,-0.00026297-0.021256i,-0.012892-0.0089531i,-0.0058572-0.0015543i,-0.0054378+0.0045587i,-0.0056446-0.0047416i,0.00089531-0.0014057i,0.0034716+0.0044412i,0.0021992+0.010818i,-0.0027547+0.0029088i,0.0048612+0.0017899i,-0.00030053+0.0056596i,0.0051351+0.0026326i,0.0031649+0.0031086i,-0.0010033+0.0021304i,0.0026357-0.007488i,-0.0023608+0.0032119i,0.00083601-0.0024505i,0.00069578+0.0017892i,0.00056066-0.0020457i,0.00098958-0.002571i,-0.00027142+0.00081847i,0.00039595-0.0021234i,-0.0057864+0.0028702i,-0.0029593-0.0076111i,-0.0016394-0.0026568i,-0.002451-0.0020157i,-0.0016302-0.0019455i,0.00061777-0.0090882i,-0.0028701+0.0023443i,-0.0039025-0.0040355i,-0.0021005-0.0034028i,-0.003443-0.0011257i,-0.0005913-0.0026975i,0.0019784-0.0015467i,0.0016834-0.0035638i,0.00090877+0.0021461i,-0.0012556+0.0030609i,-0.016404-0.016353i,-0.020058+0.011736i,-0.010824+0.030983i,-0.0048327+0.010266i,0.0055465+0.0051786i,0.00071362-0.0020144i,-0.0090298+0.011258i
-0.0099915-0.0017836i,-0.01014-0.0072226i,-0.006692-0.008898i,-0.010654-0.0061611i,-0.018769-0.012128i,-0.015399-0.00028579i,-0.014812-0.0081859i,-0.009994-0.0073322i,-0.0085652+0.00047351i,0.0037498-0.0038999i,0.001021-0.0010009i,0.0016036-0.0022495i,0.00093704-0.0022123i,0.0019691-0.0026908i,-0.00021974-0.0017711i,0.0022415-0.0036265i,0.00066904+0.00046562i,0.0003947+0.0028566i,0.0012515+0.0023949i,0.0022035+0.0013097i,0.0029835+0.0028673i,0.0014128+0.0018604i,0.0024694+0.0004677i,0.002387+0.00058902i,-0.0019462-0.0020925i,-0.0022755-0.0014022i,-0.0020366-0.0015055i,-0.001713-0.0021747i,-0.0016266-0.0023049i,-0.0026636-0.00082497i,-0.0017555-9.2335e-05i,-0.0013052-0.001552i,-0.0015702-0.0011124i,-0.0014114-0.0012421i,-0.0015517-0.0014342i,-0.00096491-0.0074234i,-0.0023483-0.0024048i,-0.0023365-0.0027171i,-0.0023576-0.0023558i,-0.00067356-0.00045367i,0.0019138+0.00090409i,0.00078723+0.0014443i,0.00078561-0.0010871i,0.00074193-0.0017966i,-0.014169+0.0011505i,-0.0074974-0.00078718i,0.00067766-0.016009i,-0.0040486-0.010958i,-0.025246-0.0080612i,0.0002598-0.016879i,0.00065817-0.0073052i,-0.0031454+0.0028718i,-0.0045244-0.020679i,-0.012049-0.0093976i,-0.0047094+0.00013166i,-0.0037452+0.0079884i,-0.0090595-0.0017447i,0.00033356-0.0011243i,0.0040817+0.003893i,0.005196+0.0099732i,-0.0010761+0.0032786i,0.003164+0.000939i,0.0023958+0.0040622i,0.006094+0.00035132i,0.0042081+0.0015862i,1.146e-05+0.0028548i,-0.0001351-0.0091111i,-0.0016697+0.0038453i,4.2201e-05-0.0029447i,0.00065298+0.0012428i,-0.00042885-0.002085i,0.00032797-0.0026897i,0.0015667+0.0010853i,-0.00055949-0.002678i,-0.0028085+0.00407i,-0.0058423-0.0060848i,-0.002433-0.0024712i,-0.0032954-0.0011966i,-0.0023256-0.0016516i,-0.0021958-0.0091131i,-0.0011825+0.0026135i,-0.0039606-0.00288i,-0.0028456-0.0027584i,-0.0035179+0.00089646i,-0.001756-0.0016534i,0.0015604-0.0013057i,0.00066857-0.0044328i,2.7375e-05+0.0028959i,-0.00066237+0.0040573i,-0.018586-0.013838i,-0.020013+0.012348i,-0.0049342+0.028704i,-0.0036306+0.010215i,0.0071435+0.0043964i,0.0013074-0.00022272i,-0.0063072+0.01151i
-0.0092042-0.00058848i,-0.01093-0.0053797i,-0.0081481-0.0079598i,-0.010949-0.0047222i,-0.020282-0.0088329i,-0.01469+0.0015176i,-0.015746-0.0053259i,-0.010389-0.0058879i,-0.0075144+0.0018545i,0.0027845-0.0041008i,0.00098372-0.00056144i,0.00095717-0.0025457i,0.00054031-0.0021207i,0.0013043-0.0026995i,-0.00025928-0.0015785i,0.0015268-0.0037467i,0.00087431+0.00057832i,0.0011869+0.002628i,0.0018948+0.0019666i,0.0022442+0.00075801i,0.0035393+0.0016203i,0.0017303+0.0011503i,0.0024292-0.00035982i,0.0022135-0.00058859i,-0.0027014-0.00141i,-0.0027559-0.0004215i,-0.002083-0.00058156i,-0.0022956-0.0013449i,-0.0022443-0.0015895i,-0.0026492+0.0002444i,-0.001812+0.00070168i,-0.001971-0.00093117i,-0.0020589-0.00019236i,-0.0018433-0.00066808i,-0.0021309-0.00059699i,-0.0028795-0.0066569i,-0.0030673-0.0010936i,-0.0032649-0.0016194i,-0.0029171-0.0013388i,-0.0013603-3.5722e-05i,0.0019496+0.00023251i,0.0011838+0.0011468i,0.00044861-0.00098989i,0.00036145-0.0019447i,-0.012691+0.0024173i,-0.0070714-0.0022513i,-0.00042405-0.017672i,-0.0057693-0.012914i,-0.020493-0.0066031i,-0.0029184-0.018692i,3.0336e-05-0.0080276i,-0.0028218+0.0016853i,-0.0074181-0.018163i,-0.011932-0.010646i,-0.0038391+0.0010566i,-8.5088e-05+0.0099843i,-0.01055+0.002891i,-0.00033916-0.00081355i,0.0046831+0.0033885i,0.0074254+0.0079602i,0.00032188+0.0029218i,0.0019491+0.0010255i,0.0025291+0.0021824i,0.0055374-0.0021282i,0.0045248-0.00057998i,0.0018951+0.0029777i,-0.004467-0.0082813i,-0.00051501+0.0049228i,-0.001602-0.00308i,0.001464+0.0011058i,-0.0011923-0.0016169i,-0.00029484-0.0027021i,0.0033361-0.0014317i,-0.001462-0.00246i,0.00024522+0.00305i,-0.0076439-0.0032349i,-0.0033057-0.001944i,-0.0040521-0.00010473i,-0.0027932-0.00099485i,-0.0051785-0.0083947i,0.0003502+0.0019061i,-0.0044455-0.0020846i,-0.0037351-0.0018284i,-0.0020472+0.0022582i,-0.001483-0.00041381i,0.0012463-0.0010137i,-0.0008405-0.0047308i,-0.00026278+0.0040077i,0.00020843+0.0047372i,-0.01968-0.010345i,-0.019944+0.015273i,-0.0015252+0.026023i,-0.0024288+0.009268i,0.0089642+0.002647i,0.0025042+0.00041726i,-0.0037996+0.010483i
-0.0082685-0.00012323i,-0.010876-0.0036087i,-0.0092828-0.0068181i,-0.010941-0.0033863i,-0.021183-0.0052317i,-0.013975+0.0030918i,-0.016138-0.0028832i,-0.010665-0.0045871i,-0.006035+0.0025463i,0.0020974-0.0042148i,0.0012076-0.00040036i,0.00026881-0.002538i,0.00024422-0.0019331i,0.00088764-0.0026898i,-0.00037338-0.0015688i,0.00097085-0.0037632i,0.0011193+0.00050865i,0.0017992+0.002223i,0.0023219+0.0013947i,0.0023194+0.00028488i,0.0036068+0.00040637i,0.0016555+0.0005693i,0.0020283-0.00095765i,0.001743-0.0014524i,-0.0030156-0.00039622i,-0.0027221+0.00068166i,-0.0019726+4.1777e-05i,-0.0025733-0.00037824i,-0.0025511-0.00073883i,-0.002325+0.0011403i,-0.0014866+0.0014176i,-0.0021985+0.00016746i,-0.0018134+0.00081471i,-0.0020215+3.5455e-05i,-0.0021202+0.00025343i,-0.0043337-0.0051279i,-0.0028514+0.00013422i,-0.0036221-0.00016135i,-0.0031111-0.00032318i,-0.001691+0.00077854i,0.0018549-0.00039117i,0.0014458+0.00079002i,0.000306-0.00078295i,-7.9139e-05-0.0018544i,-0.011587+0.0028623i,-0.0073704-0.0033485i,-0.0023597-0.019019i,-0.0085486-0.013568i,-0.018033-0.008088i,-0.0060689-0.019257i,-0.00023667-0.0089383i,-0.0019714+0.00023077i,-0.0079589-0.015831i,-0.012082-0.01142i,-0.0034902+0.0011747i,0.0040605+0.009698i,-0.0092106+0.0082628i,-0.00072097-0.00042227i,0.0054278+0.0027401i,0.0090361+0.006028i,0.0012353+0.002094i,0.00097386+0.0018447i,0.0025614+0.0015981i,0.0036525-0.0039834i,0.0033779-0.0024816i,0.0032726+0.0016895i,-0.0067149-0.0049188i,0.0018786+0.0050028i,-0.0029459-0.0019103i,0.0019071-2.3641e-05i,-0.0016364-0.00093239i,-0.00094599-0.0026569i,0.0022898-0.0043135i,-0.0022789-0.0018472i,0.0013742+0.00058652i,-0.0078696-0.00042753i,-0.0040181-0.0011444i,-0.0041383+0.0014803i,-0.0031084-0.00030183i,-0.0083506-0.0061076i,0.00083674+0.00051448i,-0.0049692-0.0011628i,-0.0042787-0.00036676i,-0.00036109+0.0026599i,-0.0011338-0.00028328i,0.0013778-0.0005492i,-0.0022881-0.0043106i,-1.9885e-05+0.0056252i,0.0015163+0.0049165i,-0.018784-0.0075585i,-0.01853+0.018713i,0.00080425+0.023838i,-0.0020814+0.0074981i,0.0091574-0.0001767i,0.0035204+0.00056183i,-0.003004+0.0086724i
-0.0077729+5.9487e-05i,-0.010528-0.0024994i,-0.010303-0.005493i,-0.010787-0.0022471i,-0.02134-0.0017083i,-0.013285+0.004615i,-0.016243-0.0005812i,-0.010752-0.0033461i,-0.0045749+0.0025147i,0.0013536-0.0046556i,0.0015301-0.00042808i,-0.00017862-0.0024112i,6.9014e-05-0.001776i,0.00042506-0.0028364i,-0.00061999-0.0015514i,0.00050619-0.0038532i,0.0014539+0.00036749i,0.0023665+0.0017591i,0.0026992+0.00073935i,0.0024021-0.00029547i,0.0031808-0.00057018i,0.0015875+0.00023007i,0.0016037-0.0013269i,0.0012078-0.0019987i,-0.002983+0.0006774i,-0.0022932+0.0015898i,-0.0019266+0.0006548i,-0.0023533+0.00057444i,-0.0025917+0.000194i,-0.0017612+0.0017874i,-0.00099397+0.0019967i,-0.001668+0.0011769i,-0.00098986+0.0014494i,-0.001944+0.00078882i,-0.002001+0.00094628i,-0.0049767-0.0032255i,-0.0024595+0.00093953i,-0.0034396+0.0012579i,-0.0030101+0.00072033i,-0.0015008+0.001631i,0.0014313-0.00087835i,0.0015241+0.00034204i,0.00030508-0.00060624i,-0.00042622-0.0015806i,-0.010934+0.003147i,-0.0085675-0.0038647i,-0.0048526-0.019729i,-0.011594-0.012994i,-0.018197-0.0090685i,-0.009499-0.019331i,-0.00074575-0.010244i,-0.0017487-0.0020335i,-0.0079387-0.014963i,-0.013074-0.012831i,-0.003843+0.0013016i,0.0075251+0.0077346i,-0.005183+0.01189i,-0.00074563-6.2753e-05i,0.006043+0.0016893i,0.010406+0.0035922i,0.0015241+0.0014311i,0.0011924+0.0030724i,0.0029711+0.00087809i,0.0016314-0.0042182i,0.0017932-0.0032386i,0.003626+0.0001191i,-0.0070282-0.0016423i,0.0040701+0.0037356i,-0.0035737-0.00021062i,0.0012948-0.0010752i,-0.001511-0.00015024i,-0.001761-0.0025042i,-0.00029586-0.0057658i,-0.0028756-0.0010581i,0.00088241-0.0015792i,-0.0071773+0.0021506i,-0.0045645+4.7386e-05i,-0.003507+0.0026476i,-0.0033637+0.00070648i,-0.0094837-0.0025594i,0.00030002-0.00047208i,-0.0052134-0.00013494i,-0.0039238+0.0010637i,0.0011549+0.0020318i,-0.0012422+0.00034027i,0.0020354-0.00052361i,-0.0033404-0.0029921i,0.0021864+0.0072241i,0.0025717+0.0048053i,-0.018302-0.0062056i,-0.016412+0.021886i,0.0025712+0.021424i,-0.0030231+0.0060593i,0.0072687-0.0020624i,0.0048906-0.0002127i,-0.0035637+0.0073059i
-0.00742+0.00027241i,-0.010322-0.0021242i,-0.010943-0.0039545i,-0.010574-0.0013789i,-0.021034+0.0014577i,-0.012436+0.0062555i,-0.015901+0.0016962i,-0.010671-0.0023339i,-0.0034221+0.0017158i,0.00045041-0.0047619i,0.0019589-0.00076621i,-0.00048335-0.002086i,-0.00012613-0.0015981i,-0.000144-0.0028979i,-0.00091528-0.0014448i,-4.8012e-06-0.0041399i,0.0019901+0.00011208i,0.0028887+0.0011008i,0.0029024-0.00014152i,0.0023215-0.00085871i,0.0027527-0.0011815i,0.0016001-3.8716e-05i,0.0013359-0.0015231i,0.00070868-0.0023119i,-0.0026135+0.0015917i,-0.0015457+0.0022866i,-0.0015163+0.0013684i,-0.0018235+0.0013115i,-0.0022901+0.0010584i,-0.001046+0.0023255i,-0.00019446+0.0024685i,-0.00084367+0.0015762i,-0.00025755+0.0015122i,-0.0016741+0.001564i,-0.0016108+0.0017685i,-0.0047869-0.0014345i,-0.0020048+0.0016992i,-0.0027628+0.0025353i,-0.0024732+0.0017254i,-0.00085606+0.0023586i,0.0011283-0.0011434i,0.0015594+5.3734e-05i,0.00043251-0.00057262i,-0.0006704-0.0014049i,-0.010719+0.003626i,-0.0096449-0.002747i,-0.0073508-0.019923i,-0.014458-0.011368i,-0.019596-0.0088964i,-0.013444-0.017935i,-0.0016925-0.011658i,-0.0019086-0.0039671i,-0.0076394-0.014228i,-0.015276-0.013282i,-0.0044685+0.0023781i,0.0097769+0.0044077i,-0.00033325+0.013183i,-0.00076478+0.00013793i,0.0063521+0.00066879i,0.010846+0.00072174i,0.0017233+0.00063159i,0.0024103+0.003612i,0.0028728+3.3611e-05i,0.00058886-0.0035655i,0.00020491-0.0031365i,0.0032302-0.001058i,-0.0058548+0.00053326i,0.0053894+0.0016853i,-0.0033912+0.0017904i,0.00010341-0.00078365i,-0.0011356+0.00021787i,-0.0023567-0.0018444i,-0.0029564-0.0058429i,-0.0030038-0.00049765i,-0.0010464-0.0023804i,-0.0058035+0.0042844i,-0.0045601+0.0017175i,-0.002921+0.0035153i,-0.0028482+0.0020248i,-0.0089932+0.00061435i,-0.00044696-0.00089246i,-0.0054283+0.0010674i,-0.0031582+0.002237i,0.0022793+0.00065582i,-0.0004853+0.00094003i,0.0026654-0.0011495i,-0.0039165-0.0019187i,0.0048936+0.0066833i,0.0037901+0.0043588i,-0.01799-0.0048999i,-0.013554+0.026136i,0.0034536+0.019664i,-0.0045549+0.0057787i,0.0054044-0.0020057i,0.0053581-0.0022199i,-0.004587+0.0070626i
-0.0071163+0.00035184i,-0.011081-0.0020209i,-0.011274-0.0025976i,-0.010586-0.0004994i,-0.020406+0.0048763i,-0.011122+0.0077902i,-0.01524+0.0036624i,-0.010605-0.0014819i,-0.003216+0.00056575i,-0.00020583-0.0049109i,0.0021585-0.0015077i,-0.00064476-0.0019272i,-0.00014461-0.0013417i,-0.00056285-0.0028908i,-0.0011766-0.0012591i,-0.00084476-0.0043605i,0.0024715-0.00073124i,0.0032014+0.00023726i,0.0027212-0.0011216i,0.0022298-0.0015223i,0.0022936-0.0016977i,0.0015537-0.00034219i,0.0010444-0.0018531i,0.00044721-0.0027078i,-0.0020314+0.0023503i,-0.00060805+0.0025977i,-0.00091279+0.0016558i,-0.0011736+0.0017412i,-0.0017276+0.0016808i,-0.00011526+0.0025928i,0.00079738+0.002533i,-6.1019e-05+0.0017269i,0.00055493+0.0013697i,-0.00097448+0.0023055i,-0.0007449+0.0023717i,-0.0041811-8.2352e-05i,-0.0011161+0.0022926i,-0.0014724+0.0035763i,-0.0016054+0.0024079i,0.00034749+0.0026514i,0.00081232-0.0012803i,0.0016992-0.00037155i,0.00053115-0.00085005i,-0.00085505-0.0013i,-0.010576+0.0042805i,-0.0090942-0.0013815i,-0.0099946-0.019433i,-0.016775-0.0082864i,-0.020339-0.0074076i,-0.016695-0.014582i,-0.0032487-0.013136i,-0.0025541-0.0064914i,-0.0074187-0.014704i,-0.017736-0.012347i,-0.0041426+0.0045736i,0.01038+0.00048621i,0.0039171+0.01202i,-0.00081378+0.00023126i,0.0068639-0.00047311i,0.01029-0.0020939i,0.0014818+0.00014723i,0.0043425+0.0030974i,0.0026518-9.6101e-05i,-3.2437e-05-0.0031593i,-0.00083257-0.0026212i,0.0027427-0.0018839i,-0.0050999+0.001611i,0.0055303-0.00082547i,-0.0022229+0.0032265i,0.00023567+0.00035472i,-0.00087908+0.00037209i,-0.0028066-0.0013912i,-0.0054686-0.0046912i,-0.0032107+0.00013761i,-0.002582-0.0013348i,-0.0036212+0.0057067i,-0.0034236+0.0031692i,-0.0019476+0.004677i,-0.001837+0.0025107i,-0.0079312+0.0029605i,-0.0012821-0.00075637i,-0.0054342+0.0029713i,-0.0024395+0.0030368i,0.0024612-0.001392i,0.00039795+0.0004009i,0.00279-0.0021549i,-0.0043065-0.00034726i,0.0071323+0.0046668i,0.0050068+0.0033873i,-0.017987-0.0033776i,-0.0078151+0.028851i,0.004959+0.018022i,-0.0059153+0.0064642i,0.0044979-0.0015529i,0.0043537-0.003917i,-0.0051727+0.0076792i
