-0.026527-0.042928i,-0.020723-0.022599i,-0.011591-0.038045i,-0.030042-0.021781i,-0.024373-0.0019146i,-0.013299-0.00403i,-0.052846-0.054592i,-0.047504-0.017609i,-0.03812-0.015773i,0.010249+0.014388i,-0.0090218+0.0058121i,-0.020382+0.019293i,0.0021571+0.012316i,-0.0040095-0.002669i,0.00093366+0.0009123i,-0.00038526+0.028821i,0.026092+0.026554i,0.0030255-0.0020271i,-0.0021221-0.0067889i,0.0079456+0.0028879i,0.0028159+0.00093668i,4.2154e-05+0.0035629i,-0.00043838+5.0773e-05i,-0.03553-0.010577i,0.00037383-0.0078904i,0.001545+0.0024158i,0.006012+0.0012209i,0.002173+0.00042827i,0.0013198-0.00054092i,-5.5321e-05-0.0026378i,0.0018128-0.0021532i,-0.0024531-0.0056171i,-0.00038196-0.0046315i,0.0032396-0.00057976i,0.0050464-0.0027993i,0.002855+0.029619i,0.0041189-0.0034989i,0.0032017-0.0016957i,0.0087889-0.00072061i,-0.0050707-0.0023055i,-0.00036227+0.00098192i,0.010423+0.0008185i,0.0045381-0.0017132i,-0.0030393+0.0089172i,-0.016263-0.0080583i,-0.017953+0.017094i,0.001328-0.062602i,-0.0037093-0.027321i,-0.025298-0.034431i,-0.0099659-0.026858i,0.053018-0.023245i,0.017243-0.043654i,0.025424-0.047809i,0.0095608-0.054024i,0.028291-0.019337i,0.0086829+0.0064856i,0.027614-0.033401i,-0.0080041-0.0063846i,0.0028594-0.0040601i,-0.0051142-0.0069162i,-0.001297-0.033848i,-0.020732+0.029392i,0.0092444-0.011801i,-0.0093824-0.0040765i,-0.0041282-0.0017433i,0.00073751-0.013108i,-0.011077+0.0039205i,0.0024964+0.010662i,-0.0060721+0.027172i,0.0047426+0.0027443i,-0.005386-0.001808i,-0.0018822-0.0023276i,-0.012961-0.0078057i,-4.8102e-05-0.0046309i,-0.036162-0.0013061i,0.0014738-0.011044i,-0.0087453-0.00021813i,-0.0069619-0.002738i,0.005439+0.001296i,-0.0080505-0.00094684i,0.0021146+8.5533e-05i,0.0039646+0.0072271i,0.0045958+0.0006571i,-0.0073281-0.013616i,0.0026961+0.0096871i,-0.015227+0.0045312i,0.0073488+0.00059399i,-0.023044-0.0011848i,-0.01845+0.0049706i,-0.0029227-0.065675i,0.0082855-0.012816i,-0.046998-0.02553i,-0.020153-0.0013559i,0.016539+0.012974i,-0.02433+0.014317i,-0.019476-0.0065368i
0.026714-0.023404i,0.013197-0.01614i,0.011917-0.01936i,0.003604-0.011806i,0.00287-0.020364i,-0.0054055-0.0056637i,0.011638-0.020813i,-0.0073565-0.014874i,-0.0097725-0.010249i,0.0044245-0.0015861i,-0.00029696-0.0006615i,-0.0014766+0.0011027i,0.0025465+0.00023093i,0.00015432-0.00052399i,-0.0005545-0.0010528i,0.0018038-0.0037739i,-0.0058929+0.0023529i,-0.0005473-0.00066766i,0.0001869-0.00035539i,-0.00014804+0.0016809i,-0.00029979+0.0018186i,-0.00047477+0.0010413i,0.0012931+0.00058604i,-0.0013856+0.0033856i,0.00096379-0.0026445i,-0.00063484-0.00026967i,-7.7174e-05+0.00057529i,0.00076239-0.00055018i,0.0012219+0.00013692i,0.00047239-0.001089i,0.0025923-0.0017351i,0.0038178+0.00012365i,0.0015908+0.00031061i,0.00043889-0.00086088i,0.0029944+4.6209e-05i,0.0067127-0.0013686i,-0.00039018+0.00050529i,-0.0001821+2.1893e-05i,0.00077521-0.001358i,0.0011703-0.0015978i,0.00056174+0.0027907i,0.0015547+0.0024164i,0.0012945-0.0020118i,0.0036674+0.0020983i,0.004607-0.025928i,0.0077143+0.0038942i,0.019429+0.0074847i,0.004418+0.0072594i,-0.0091222-0.022125i,0.0084761+0.0083483i,0.014622+0.016871i,0.0039428+0.015411i,0.018487+0.0066837i,-0.00045694+0.0086415i,0.0010343-0.00901i,0.0014227-0.0030383i,0.0013979-0.0055268i,0.0084025+7.5036e-05i,0.0009191+0.0041764i,-0.007509+0.010803i,-0.004711-0.0063813i,0.0043092+0.010117i,-0.0029871-0.00077878i,8.1e-05+0.0017464i,-0.00013162+0.0016604i,-0.0026997-0.0023137i,0.0054842-0.0028771i,-0.0042443-0.0012839i,0.0037564+0.00019618i,-0.0065576+0.0034374i,-0.0013957+0.00014639i,0.0012862-0.00078677i,-0.0055549-0.0012605i,-0.0036575-0.001144i,-0.013748-0.0096588i,0.0038438-0.0027468i,-0.0023743-0.00034182i,-0.0012604+0.0017311i,-0.0035218+0.0030211i,0.0095486+0.0042251i,-0.0042423+0.001194i,-0.0015895-0.0048019i,-0.0035863-0.00017254i,-0.0026905-0.00033042i,0.0034352-0.0040199i,0.0037169+0.00038388i,0.0015891-0.0013821i,-0.001782+0.0067422i,0.0014932+0.0047283i,0.019552-0.002963i,-0.024978-0.0030652i,-0.032663+0.019592i,-0.0065671+0.012162i,0.0009912+0.0015639i,0.0067862-0.0046871i,-0.013391-0.0010207i
0.021593-0.026453i,0.0098842-0.018913i,0.0081319-0.020841i,0.0012161-0.01153i,-0.0012961-0.020876i,-0.0058271-0.0047055i,0.0069756-0.023565i,-0.009527-0.012888i,-0.011299-0.0083779i,0.0039246-0.0028425i,-0.00048797-0.00098534i,-0.00067089+0.0016397i,0.0021598-0.00021618i,0.00029472-0.00017165i,-0.00062705-0.00096926i,0.00098312-0.0037768i,-0.0045516+0.0041704i,-0.00085033-0.00052754i,-0.00012931-0.00047116i,0.00026017+0.0015921i,0.00031858+0.0019119i,-0.0001232+0.0011179i,0.0014327+0.00013387i,0.00072153+0.0030872i,0.00015111-0.0025792i,-0.00058708+3.3817e-05i,0.00027766+0.0010351i,0.00055762-0.00064064i,0.001211-0.00011507i,0.00015397-0.0010143i,0.0018405-0.0027446i,0.0038528-0.0012219i,0.0017726-0.00024779i,6.6822e-06-0.00082097i,0.0033951-0.0010706i,0.0061407-0.0029473i,-0.00023902+0.00072366i,-0.00018524+7.6944e-05i,0.00066211-0.0011882i,0.00064036-0.0023888i,0.0013976+0.0024612i,0.0022851+0.001557i,0.00067622-0.0017486i,0.0047225+0.0014662i,0.00012617-0.025384i,0.0081346+0.003724i,0.020656+0.0045808i,0.0069393+0.0036695i,-0.01417-0.017692i,0.012556+0.0049692i,0.017865+0.012322i,0.006385+0.010592i,0.01708-0.00059661i,0.0036704+0.0046787i,-0.0019887-0.00889i,-0.0014263-0.0032579i,-0.00079723-0.0067569i,0.0060803-0.0026178i,0.001896+0.0035365i,-0.0023149+0.013115i,-0.0057828-0.0029979i,0.005777+0.0080545i,-0.0031967+0.00046345i,0.0011165+0.0025912i,0.0011398+0.0015929i,-0.0041303-0.00125i,0.0053521-0.0061837i,-0.0048382-0.00013415i,0.0043875-0.0015585i,-0.0044451+0.0063248i,-0.0011475-0.00055123i,0.00047595-0.0015963i,-0.004431+0.0018037i,-0.0033877-2.2257e-05i,-0.014836-0.0033443i,0.0020353-0.0033988i,-0.0020467+0.00031034i,-0.0016236+0.0011395i,-0.0021227+0.0038897i,0.011933+0.00045998i,-0.0033842+0.0032496i,-0.0031309-0.0040012i,-0.0028978+0.00063506i,-0.0026479+0.001026i,0.00066579-0.0038448i,0.003746-0.0012403i,0.0016754-0.0014263i,9.6114e-05+0.0062991i,0.0012402+0.0043612i,0.017038-0.0090222i,-0.024031+0.0023984i,-0.029629+0.026973i,-0.0047053+0.010209i,0.0024688+0.0040363i,0.0047813-0.0045932i,-0.014575+0.0017982i
0.016891-0.028403i,0.0055854-0.021146i,0.0040668-0.021706i,-0.00057656-0.010683i,-0.0055456-0.020566i,-0.0060209-0.0040222i,0.0020708-0.025097i,-0.011106-0.010932i,-0.012576-0.0062836i,0.0028974-0.0038091i,-0.0011079-0.0010781i,0.00027671+0.0018254i,0.001784-0.00030297i,0.00074667-2.8742e-05i,-0.00079475-0.00091208i,0.00024643-0.0035963i,-0.0026876+0.0051947i,-0.0011989-0.00017065i,-0.00044034-0.00031441i,0.00061604+0.0013119i,0.0011055+0.0014325i,6.2889e-05+0.0010245i,0.0013806-0.0003833i,0.0022545+0.0018668i,-0.00030921-0.0023177i,-0.00038016+0.00023688i,0.00087807+0.0009808i,0.00025254-0.00067354i,0.0011049-0.00038529i,-0.00022025-0.0010482i,0.00080103-0.0033807i,0.0033103-0.0026567i,0.0015999-0.0010056i,-0.00025201-0.00056356i,0.0031948-0.0026839i,0.0052365-0.0044453i,0.00017965+0.00089666i,-0.00014358+0.00015985i,0.00044026-0.0013848i,-0.00022895-0.0027769i,0.0022193+0.001807i,0.0025044+0.0006257i,0.00033188-0.0015383i,0.00526+0.00019656i,-0.0037553-0.024416i,0.010374+0.003375i,0.021951+0.0012469i,0.0077255-5.4709e-07i,-0.016683-0.012466i,0.015727+0.00017281i,0.019336+0.0074014i,0.0079169+0.0066881i,0.013713-0.004853i,0.0053936+0.0017027i,-0.0050211-0.007297i,-0.0039942-0.0018083i,-0.0044685-0.0069583i,0.0030683-0.0036654i,0.002105+0.0027574i,0.0021868+0.012609i,-0.0049934-0.00034023i,0.0061866+0.005451i,-0.0031148+0.0024576i,0.0023969+0.0026755i,0.0017202+0.0010247i,-0.0048451+0.00074657i,0.0033395-0.0081145i,-0.0045036+0.0011688i,0.0042182-0.0030536i,-9.5916e-05+0.0071642i,-0.0016824-0.0010379i,-0.00044308-0.0014431i,-0.0026329+0.0031914i,-0.0024637+0.00066518i,-0.0138+0.0020603i,0.0010064-0.0038537i,-0.0014907+0.00064254i,-0.0016082+0.0017113i,-0.00029049+0.003901i,0.012271-0.0043353i,-0.0014921+0.004485i,-0.0043568-0.002659i,-0.0024279+0.00071335i,-0.001724+0.001797i,-8.5887e-05-0.0024266i,0.0027629-0.0023972i,0.0020289-0.0015799i,0.00051366+0.0045427i,0.0011649+0.0044747i,0.01471-0.012747i,-0.021226+0.006087i,-0.02365+0.033532i,-0.0042096+0.0085082i,0.0051757+0.0042813i,0.002796-0.0034786i,-0.013822+0.0047466i
0.012418-0.029995i,0.0008875-0.021744i,6.9407e-05-0.022028i,-0.0015511-0.010167i,-0.0096968-0.018953i,-0.0063507-0.0035357i,-0.0032681-0.025364i,-0.012212-0.0088677i,-0.01317-0.0037679i,0.0015777-0.0043243i,-0.0018418-0.00040676i,0.0011602+0.0012029i,0.001724-0.00021321i,0.0010706-0.00047869i,-0.00099321-0.00069206i,-0.00045595-0.0032301i,-0.00095185+0.0052424i,-0.0013684+0.00054222i,-0.0004907+0.00013079i,0.00079203+0.00086613i,0.0013132+0.00065024i,9.4237e-05+0.00090177i,0.001052-0.00084994i,0.0030132-0.00019039i,-0.00070753-0.0022107i,-0.00025447+0.00025247i,0.0011904+0.0006269i,6.8645e-05-0.00057261i,0.0010162-0.00067444i,-0.00076905-0.00084119i,-0.00052601-0.0037052i,0.002089-0.0036698i,0.0011345-0.0015312i,-0.00033322-0.0004279i,0.0019299-0.0043513i,0.0040277-0.0058091i,0.00074501+0.00068045i,-2.9845e-06+0.00030579i,5.0396e-05-0.0014382i,-0.0012925-0.0028353i,0.0026788+0.00088266i,0.0024188-0.00013307i,-2.9213e-06-0.0013467i,0.0053087-0.0010058i,-0.0071272-0.023284i,0.013162+0.0005898i,0.022909-0.0025866i,0.0078031-0.0030613i,-0.016189-0.0068556i,0.016919-0.0064958i,0.019849+0.0028388i,0.00865+0.0021769i,0.010884-0.0076704i,0.0073813-0.0014838i,-0.0065366-0.0046567i,-0.0054572+0.00075136i,-0.0085555-0.0057025i,0.00073349-0.0035025i,0.0021658+0.0024303i,0.005752+0.011335i,-0.0040089+0.0014224i,0.005407+0.0029192i,-0.00069042+0.0042851i,0.0037267+0.0020049i,0.0024835+0.00052841i,-0.0043544+0.002899i,0.00095759-0.0093579i,-0.0038148+0.0020815i,0.0034465-0.0049527i,0.0029743+0.0050443i,-0.0026345-0.000919i,-0.00078346-0.0011987i,-0.00081438+0.0040874i,-0.0017212+0.00067102i,-0.010671+0.0066846i,-0.00049059-0.0045347i,-0.00078959+0.00059371i,-0.0012361+0.0017023i,0.0010369+0.0026423i,0.010375-0.0094462i,0.001079+0.0046928i,-0.0043705-0.0008553i,-0.0024755+0.0008408i,-0.0010471+0.0021232i,-0.00023507-0.0018591i,0.0017096-0.002582i,0.0023715-0.0020876i,2.6635e-05+0.0044706i,0.0016552+0.0049914i,0.011588-0.016579i,-0.018992+0.0069949i,-0.015121+0.03675i,-0.0038961+0.0084608i,0.0069202+0.003621i,0.0023405-0.0017683i,-0.011947+0.0064294i
0.0075376-0.031081i,-0.0034709-0.021021i,-0.0041075-0.021574i,-0.002866-0.010251i,-0.012754-0.016616i,-0.006754-0.0030673i,-0.0081996-0.023936i,-0.012898-0.0069711i,-0.012797-0.0014119i,0.00011806-0.0041478i,-0.0018659+0.00071579i,0.0014758+0.00047424i,0.0019284-0.00034501i,0.00061167-0.00077647i,-0.0010933-0.00027418i,-0.0010691-0.0026577i,0.00042435+0.0050646i,-0.00092589+0.0012302i,-0.00031714+0.00033553i,0.00058238+0.00050547i,0.0011679+2.6742e-05i,0.00032482+0.00083616i,0.00067456-0.0010659i,0.0021769-0.0021424i,-0.0013499-0.0021383i,-0.00020124+0.00026704i,0.0013572+0.00028531i,2.4405e-05-0.00048911i,0.0007121-0.001003i,-0.001069-0.00024507i,-0.0020076-0.0033859i,0.00066346-0.0041549i,0.00036783-0.0018773i,-0.00045556-0.00024218i,-0.00040022-0.0048363i,0.0025206-0.0068263i,0.00090533+0.00021573i,0.00018712+0.00022613i,-0.00026591-0.0012951i,-0.00248-0.0024575i,0.0027235-0.00019862i,0.0022523-0.00082004i,-0.00031152-0.0010897i,0.0052132-0.0020499i,-0.0098194-0.022059i,0.014129-0.0037798i,0.023141-0.007103i,0.0079208-0.0069477i,-0.013016-0.0023714i,0.015293-0.013683i,0.019644-0.0011104i,0.0076556-0.0017232i,0.0079572-0.0088089i,0.0083448-0.0057578i,-0.0066787-0.0029931i,-0.00535+0.003859i,-0.012562-0.0019737i,-0.00098255-0.00283i,0.0023753+0.0022666i,0.0088629+0.0092706i,-0.002447+0.0023236i,0.0038045+0.0019464i,0.0022761+0.0032058i,0.0051046+0.0005284i,0.002983-0.00056994i,-0.0027678+0.0049848i,-0.0021889-0.010613i,-0.0034342+0.0032542i,0.0017881-0.0065706i,0.0035565+0.0031957i,-0.0034362+3.1513e-05i,-0.0010562-0.0010222i,0.002094+0.0040567i,-0.0014678+0.00020036i,-0.005914+0.0090685i,-0.0029982-0.0044815i,-0.0004+0.00017014i,-0.00082949+0.0015803i,0.0013123+0.0013867i,0.0066021-0.013416i,0.003333+0.0032271i,-0.0035591+0.00020836i,-0.0022688+0.0012508i,-0.00034004+0.0028561i,-0.00076669-0.0013595i,0.00087804-0.002478i,0.0022452-0.0029826i,-0.0001071+0.0048994i,0.0025147+0.0050002i,0.0072258-0.019192i,-0.020294+0.0070618i,-0.007684+0.035748i,-0.0026948+0.0077727i,0.0081054+0.0023091i,0.002843-0.00090376i,-0.0098601+0.0071626i
0.0030177-0.031253i,-0.00707-0.019525i,-0.0078323-0.020155i,-0.0045441-0.0097707i,-0.015568-0.014362i,-0.0072018-0.0025463i,-0.01187-0.021844i,-0.013492-0.0052378i,-0.011827+0.00039329i,-0.00077528-0.0033758i,-0.0011258+0.0015949i,0.0014257-5.1354e-05i,0.0019737-0.00069085i,0.00043368-0.00053907i,-0.0009882-1.681e-06i,-0.0014685-0.0018245i,0.0019347+0.0046176i,-0.00024555+0.0013746i,-0.00015217+0.00050955i,0.00042269+0.0005372i,0.00089173-0.00041318i,0.00043149+0.00059791i,0.00025129-0.001261i,0.00075888-0.0032056i,-0.0021928-0.0016015i,-0.00024258+0.00044402i,0.0015335-0.00020161i,-8.5274e-05-0.00043998i,0.00029485-0.0011211i,-0.0010204+0.00029364i,-0.0032241-0.0024292i,-0.00097295-0.0041296i,-0.00047476-0.0016675i,-0.0004161-4.8739e-05i,-0.0021182-0.0041134i,0.00070002-0.0074716i,0.00084294+5.7807e-05i,0.00022061+0.00011706i,-0.00048125-0.001166i,-0.0034849-0.0014435i,0.0023504-0.0011i,0.0019236-0.001463i,-0.00056709-0.00069198i,0.0047474-0.0033999i,-0.012799-0.020991i,0.01334-0.0082276i,0.022217-0.011849i,0.0056469-0.011314i,-0.0078962-0.0015772i,0.01017-0.0194i,0.019194-0.004451i,0.0063529-0.0041217i,0.0062471-0.0081685i,0.0074548-0.010322i,-0.007201-0.0014057i,-0.0032936+0.0064035i,-0.014533+0.0036825i,-0.0025456-0.0019928i,0.0026784+0.0020963i,0.010495+0.0060561i,-0.0010009+0.0022996i,0.0026316+0.0015642i,0.0026638+0.0010921i,0.0051993-0.0018798i,0.0027778-0.0022982i,0.00033082+0.0059845i,-0.0071013-0.0088758i,-0.0021591+0.0050781i,-0.0012863-0.0072788i,0.0047698+0.002131i,-0.0037246+0.0015837i,-0.0012444-0.00072371i,0.0047693+0.00081638i,-0.0013493+6.06e-05i,-0.00071374+0.0082492i,-0.0051579-0.0025733i,-0.0004916-0.00039368i,-0.0010261+0.0013687i,0.0012379+0.00054501i,0.00076318-0.015678i,0.0044529+0.00065153i,-0.0031467+0.00063024i,-0.0021562+0.0017267i,0.0015196+0.0029633i,-0.00037627-0.00036537i,0.00014531-0.0019229i,0.0013653-0.0040065i,-3.8463e-05+0.0054463i,0.0031526+0.0046495i,0.0024798-0.019516i,-0.021861+0.010377i,-0.0023764+0.033922i,-0.0019317+0.0060692i,0.0090995+0.0003083i,0.0033112-0.00098902i,-0.0082301+0.0067656i
-0.0013263-0.031155i,-0.0098284-0.01763i,-0.010925-0.018267i,-0.0058168-0.0089717i,-0.018029-0.011245i,-0.0077678-0.0019087i,-0.014982-0.019793i,-0.014034-0.0033788i,-0.010722+0.0013245i,-0.0010635-0.0025705i,-0.00024321+0.001998i,0.0012417-0.00036413i,0.0019148-0.00098291i,0.00056524-0.00043543i,-0.00084033+0.00020697i,-0.0014263-0.00095894i,0.0029937+0.0036356i,0.00026045+0.0012594i,0.00017226+0.00061555i,0.00048085+0.00068962i,0.00046566-0.00070142i,0.00036865+0.00053458i,-0.00023736-0.0011529i,-0.00060441-0.0032667i,-0.0025147-0.00068258i,-3.7692e-05+0.00061192i,0.0012695-0.00081604i,-0.00016898-0.00031986i,-1.0258e-06-0.0010566i,-0.00072027+0.00073337i,-0.0039246-0.0011239i,-0.0024037-0.0032851i,-0.00094874-0.0012258i,-0.00023612+2.5264e-05i,-0.0032869-0.003152i,-0.0012106-0.0073485i,0.0010387-0.00012466i,0.00022094+0.00011668i,-0.00085638-0.0010452i,-0.0040504-0.00010015i,0.0017519-0.0018088i,0.0013351-0.0019088i,-0.00058854-0.00024239i,0.0037185-0.0043684i,-0.016226-0.019304i,0.011102-0.011817i,0.019986-0.016228i,0.001536-0.013886i,-0.0049809-0.0044409i,0.0042306-0.022101i,0.019038-0.0082425i,0.0056863-0.0063933i,0.0067113-0.0080611i,0.0057724-0.013527i,-0.0079493-9.6971e-05i,-0.00045257+0.0072941i,-0.013315+0.010676i,-0.003675-0.00067268i,0.0029997+0.0017432i,0.011105+0.0034085i,-0.00020092+0.0016174i,0.0011229+0.002006i,0.002629+0.00022138i,0.0037065-0.0039114i,0.0013041-0.0034924i,0.0031354+0.004843i,-0.0094138-0.0042918i,0.00079785+0.0054257i,-0.0039019-0.0059249i,0.0054004-0.000338i,-0.0031098+0.003333i,-0.0013294-0.00052737i,0.0041814-0.0029917i,-0.0016129+0.00015974i,0.002004+0.0050506i,-0.0054496-0.00026866i,-0.00099941-0.00084278i,-0.0010292+0.0018062i,0.0008372-0.00028903i,-0.0059055-0.014714i,0.0037761-0.0020221i,-0.0029268+0.0010962i,-0.0016822+0.0024343i,0.0030179+0.0020149i,0.00041094-0.00072973i,9.0523e-05-0.0011016i,0.00025652-0.0045002i,0.00016013+0.0064223i,0.0038974+0.0041475i,-0.00021929-0.018594i,-0.021853+0.01476i,0.0022222+0.031878i,-0.00241+0.0036884i,0.0085824-0.0025402i,0.003247-0.00091225i,-0.0077932+0.0058008i
-0.005971-0.030562i,-0.01186-0.015674i,-0.013694-0.015979i,-0.00688-0.008396i,-0.019602-0.0076952i,-0.0083861-0.0010621i,-0.017924-0.017403i,-0.014157-0.0012719i,-0.0099583+0.0018088i,-0.0011342-0.0021003i,0.00073063+0.0020231i,0.0011202-0.00061438i,0.0018322-0.0013187i,0.00059873-0.00056346i,-0.00068296+0.00033936i,-0.00096925-0.00037237i,0.0036885+0.0025506i,0.00070171+0.0010206i,0.00051333+0.00044908i,0.000765+0.00069556i,-0.00025252-0.00059603i,0.00054139+0.00050403i,-0.00055456-0.00090559i,-0.0014837-0.0028281i,-0.0024841+0.00020231i,0.00019362+0.00058737i,0.00066331-0.0011523i,-0.00015945-0.00030172i,-0.00026115-0.0009052i,-0.00036402+0.00097928i,-0.004249+0.00036514i,-0.0032269-0.0019907i,-0.0010256-0.00069459i,-0.00015903-4.6699e-05i,-0.0042429-0.001851i,-0.0028735-0.0064465i,0.0009558-0.00057983i,0.00021662+0.0001408i,-0.0010388-0.00051334i,-0.004084+0.0013334i,0.00082826-0.00214i,0.00050455-0.0022018i,-0.00030855+0.00015206i,0.0025618-0.004643i,-0.019129-0.016564i,0.0076638-0.014135i,0.016843-0.019587i,-0.0028547-0.014379i,-0.0050195-0.0068259i,-0.0020965-0.023094i,0.018172-0.012819i,0.0044738-0.0091975i,0.0071332-0.0097911i,0.0033343-0.017149i,-0.0089394+0.0018713i,0.0022403+0.0067508i,-0.0085454+0.015713i,-0.0041183+0.00070078i,0.003176+0.0014198i,0.011476+0.00059376i,-0.00010968+0.0011694i,0.0007245+0.0034241i,0.0030995-0.00084098i,0.0016986-0.0044426i,-0.00014418-0.0036567i,0.0047463+0.0028409i,-0.009262+7.5716e-05i,0.0032461+0.0041237i,-0.0057087-0.0039869i,0.0040779-0.0025379i,-0.0013386+0.0045787i,-0.0017286-0.00029183i,0.0015327-0.0053231i,-0.001851+0.00046186i,0.0023368+0.001859i,-0.0049509+0.0017087i,-0.0018892-0.00075315i,-0.00068011+0.0019061i,-1.6982e-05-0.00065283i,-0.010531-0.011157i,0.0020086-0.0036492i,-0.0025328+0.0013918i,-0.00064478+0.0027696i,0.0038518+0.00038675i,9.8377e-05-0.0011113i,0.00074563-0.00072498i,-0.00071097-0.0045051i,0.0017108+0.0078628i,0.0042097+0.0034567i,-0.0032889-0.018213i,-0.02055+0.019536i,0.0060394+0.029012i,-0.0046197+0.0022677i,0.0058641-0.0041793i,0.0035548-0.0011325i,-0.0085462+0.005186i
-0.010507-0.028887i,-0.013681-0.01419i,-0.015771-0.013106i,-0.0080831-0.0077557i,-0.020543-0.0042648i,-0.0088464+0.00015929i,-0.020359-0.01453i,-0.013854+0.00063707i,-0.0095635+0.0020778i,-0.0010187-0.0016902i,0.0016909+0.0015326i,0.0010658-0.00059474i,0.0016036-0.0015997i,0.00056355-0.00064805i,-0.00060236+0.000379i,-0.00034937-0.00040955i,0.0043517+0.0014521i,0.00095462+0.00056465i,0.00060884+5.4688e-05i,0.0010706+0.00063759i,-0.00048528-0.0001357i,0.00084576+0.00031145i,-0.00065049-0.00060757i,-0.0019082-0.0024434i,-0.0021989+0.00091458i,0.00044536+0.00053231i,0.00016579-0.0010391i,-0.00025482-0.00017052i,-0.00052897-0.00070151i,0.00012593+0.0011551i,-0.0039424+0.0020404i,-0.0034587-0.00074847i,-0.0010927-0.00037045i,-0.00018918+2.4634e-05i,-0.0045286-0.00012333i,-0.0040035-0.0051492i,0.00060714-0.00079133i,0.00022917+0.0001796i,-0.00074851-0.00020926i,-0.0034967+0.0027482i,0.00014526-0.0020513i,-0.00014772-0.0021529i,9.3106e-05+0.00025421i,0.0017527-0.0046252i,-0.021164-0.013316i,0.004671-0.014416i,0.013531-0.02201i,-0.0068792-0.01339i,-0.0066224-0.0081267i,-0.008617-0.021203i,0.015743-0.017584i,0.0029853-0.011369i,0.0070606-0.011335i,-0.00090189-0.019458i,-0.0093385+0.0048983i,0.0041531+0.005169i,-0.0024261+0.018189i,-0.0043093+0.0022489i,0.00343+0.0013917i,0.010671-0.0024164i,1.741e-05+0.00071501i,0.0017852+0.0049083i,0.0024332-0.0021019i,0.0005203-0.0038419i,-0.0016385-0.0031875i,0.0052634+0.00078874i,-0.007154+0.0031797i,0.0047569+0.0019914i,-0.0066207-0.0012534i,0.0021883-0.0031103i,0.00080534+0.0044532i,-0.001778+0.000401i,-0.0014298-0.0059669i,-0.0018477+0.00063898i,0.00082476+0.00016152i,-0.0038533+0.0032016i,-0.00256+7.6546e-05i,-0.00067464+0.0020078i,-0.00054285-0.00035376i,-0.013215-0.0066474i,-9.5185e-05-0.0043044i,-0.0023136+0.0016395i,0.00028932+0.0026333i,0.0038196-0.0014133i,8.459e-05-0.00096929i,0.0013643-0.0011799i,-0.0020064-0.0049382i,0.0037661+0.007624i,0.0045338+0.0029333i,-0.005431-0.016763i,-0.017296+0.025099i,0.0086931+0.026213i,-0.007174+0.0026537i,0.0029439-0.0033018i,0.0033108-0.0019323i,-0.009533+0.0055213i
-0.01416-0.026635i,-0.01603-0.012932i,-0.017034-0.010571i,-0.009245-0.0066895i,-0.020966-0.00028507i,-0.0088509+0.0016097i,-0.022249-0.011325i,-0.013371+0.0023515i,-0.0096433+0.002627i,-0.00074517-0.0016906i,0.0022463+0.00061071i,0.0011674-0.00088086i,0.001427-0.0017578i,0.00074922-0.00095729i,-0.00050968+0.00044242i,-0.00013535-0.00071336i,0.0046149-0.00012789i,0.0009064+0.00019852i,0.00054852-0.00029374i,0.0015482+0.00038784i,-0.00043565+0.00019436i,0.00081793-7.2104e-05i,-0.00074368-0.00040294i,-0.0021371-0.0023337i,-0.0017885+0.0014437i,0.00068934+0.00034606i,-0.00013657-0.00093102i,-0.00024776+2.3245e-05i,-0.00067489-0.00037626i,0.00075734+0.0010652i,-0.0029615+0.0034493i,-0.0033643+0.00051242i,-0.00094873-8.0332e-05i,-0.00010953+7.5911e-05i,-0.0040475+0.0013876i,-0.0046834-0.0038039i,0.00041484-0.00084445i,0.00044042+0.00023002i,-0.00068463-0.00020877i,-0.0021706+0.0037254i,-0.00033599-0.0018282i,-0.00075954-0.0020278i,0.0004284-7.595e-06i,0.0011615-0.0047943i,-0.022731-0.0099076i,0.0032662-0.014288i,0.010147-0.023757i,-0.010136-0.010678i,-0.0075018-0.0077799i,-0.013562-0.016475i,0.012014-0.021694i,0.0012185-0.014053i,0.0064764-0.013501i,-0.0055844-0.019382i,-0.00797+0.0086355i,0.0051017+0.0032017i,0.0034935+0.017536i,-0.0038419+0.0038298i,0.0043626+0.0010696i,0.0089574-0.0050237i,-0.00029747+0.00054703i,0.0040389+0.0051683i,0.0013694-0.0022024i,-3.1755e-05-0.0035575i,-0.0025931-0.0023489i,0.0051347-0.0010961i,-0.0052084+0.0045397i,0.0050121-0.00072508i,-0.0062588+0.0013499i,0.0012985-0.0028547i,0.0022696+0.0033817i,-0.0014776+0.00073001i,-0.004292-0.0051057i,-0.0020397+0.0010289i,-0.00033113+0.00069852i,-0.0021453+0.0041126i,-0.0023856+0.0010923i,-0.00045795+0.0027704i,-0.00052965-0.00019396i,-0.014339-0.0021072i,-0.0022122-0.0038154i,-0.0023282+0.002297i,0.00071109+0.0024013i,0.0032363-0.003516i,5.5399e-05-0.0014734i,0.0014948-0.0019067i,-0.0037957-0.0042953i,0.0057944+0.0065059i,0.0051401+0.0024339i,-0.0070024-0.015361i,-0.010489+0.028592i,0.011527+0.023255i,-0.0089879+0.0042167i,0.0016537-0.0012612i,0.0025841-0.0020316i,-0.01025+0.006562i
