-0.0083464-0.039863i,-0.011916-0.043401i,0.0031411-0.046397i,-0.026977-0.027079i,-0.020924+0.013753i,-0.032797-0.032856i,-0.05983-0.061531i,-0.023175-0.072337i,-0.038482-0.056338i,-0.00072581+0.015735i,-0.006506+0.010738i,-0.014944+0.01423i,0.0010706+0.015098i,-0.0040421-0.0034341i,0.00011408+0.006706i,0.00032965+0.039874i,0.01555+0.052278i,0.00058328-0.0001665i,-0.0050251-0.0083748i,0.0098874+0.0068225i,0.0012877+0.00077311i,-0.00099623+0.0036032i,0.00015122-0.0014345i,-0.035946-0.0098171i,-0.0020546-0.0070688i,-7.565e-05+0.0048801i,0.0042147-0.0015087i,-0.00017496+0.00080798i,-0.0001926-0.0011478i,-0.00010633-0.0027924i,-0.00094729-0.0063035i,-0.0022485-0.0037582i,-0.001568-0.0086252i,0.0029437-0.00073798i,0.0031405-0.0028945i,-0.0027779+0.031949i,0.0065502-0.0041416i,0.0038635-0.0024141i,0.0048778-0.00030228i,-0.031112+0.018351i,-0.0002156+4.6901e-05i,0.014862-0.0066354i,0.0062153-0.00076573i,-0.0033585+0.0039238i,0.0030618+0.0022735i,-0.0025715+0.008901i,0.015085-0.089207i,-0.0061492-0.046482i,-0.024355-0.039354i,-0.018987-0.042144i,0.06289-0.014631i,0.027876-0.060793i,0.038422-0.045118i,0.030246-0.05588i,0.019514-0.015737i,0.0081039+0.0095419i,0.026133-0.031399i,-0.0067807-0.0045221i,0.0026591-0.0023567i,-0.0050372-0.0065185i,0.0019825-0.032381i,-0.023821+0.03057i,0.0074755-0.009438i,-0.011904-0.001529i,-0.0049248-0.0010843i,-0.00074262-0.013673i,-0.010119+0.004523i,0.0032083+0.0077369i,-0.010871+0.032391i,0.0053732+0.0076725i,-0.0059059-0.0015652i,-0.0019591-0.0022336i,-0.0099002-0.0080622i,0.00018316-0.0038059i,-0.043605+0.0063093i,0.0023401-0.012844i,-0.0088054-0.0025139i,-0.0062517-0.0025531i,0.0064853+0.0017787i,-0.0094889+0.0019098i,0.00092196+0.00065307i,0.0067678+0.0092773i,0.0038573+0.00083821i,-0.0089935-0.0095278i,0.0025651+0.0085515i,-0.020667+0.0071396i,0.0063136+0.0033914i,-0.029187-0.0082443i,-0.034633+0.0020535i,0.030999-0.073712i,0.012646-0.010923i,-0.042241-0.026458i,-0.023898-0.0037211i,0.017572+0.012433i,-0.027044+0.012165i,-0.011422-0.0084935i
0.0091932+0.016888i,0.040634-0.0095065i,0.025638-0.032518i,-0.00262-0.013013i,-0.0082959-0.016993i,-0.0080307-0.023216i,0.0165-0.015993i,0.028589-0.012577i,0.0071196-0.013993i,0.0071477-0.0017433i,0.0020335-0.0028638i,-0.0019475-0.0016544i,0.0016639-0.0028356i,6.6558e-06-0.0018434i,-0.0018972-0.0018323i,0.005345-0.0051598i,-0.004523+0.00095104i,-0.0020513-0.00071619i,0.0012808+0.00040555i,0.0013622+0.0015259i,0.00028742+0.0020451i,-0.00080064+0.00076496i,0.0014493+0.0018846i,-0.00040794+0.0017472i,-0.0015829+0.00098111i,-0.00061745+0.0012614i,-0.001231+9.8662e-05i,0.00060297-0.00065343i,-0.00013153+0.00013266i,-0.00054534-0.00079503i,0.0015526+0.00014635i,0.0018783+0.00019311i,0.0016015-0.00050557i,0.00031069-0.00062024i,0.0014334-0.00051771i,0.0041134-0.0012418i,-0.0011573+0.0025886i,0.00032661+0.00012042i,-5.1513e-05-9.0822e-05i,-0.0010209-0.0021743i,0.0020782+0.00048368i,0.0014466+0.0009971i,0.0070133-0.0071633i,0.0022097+0.0013176i,0.010297+0.011353i,0.016183+0.026399i,0.04249+0.018698i,0.025504+0.0034982i,0.00023976-0.015932i,0.01904-0.0020633i,0.0213+0.017456i,0.016401+0.019647i,0.016514+0.025945i,-0.0068123+0.032087i,0.001732-0.0061205i,0.0019472-0.0035936i,0.005295-0.0058357i,0.0091518-0.0016873i,0.0016196+0.0041996i,-0.010124+0.0082614i,-0.0054574-0.0075948i,0.002716+0.014725i,-0.0026315-0.0018962i,0.00063657+0.0018924i,-0.00088603+0.0012336i,0.0018007-0.0033857i,0.0065119-0.0026627i,-0.0037713-0.0010309i,0.0048452-0.0016843i,-0.0066908+0.0005561i,-0.0017847+0.00095864i,0.00032716+0.00011196i,-0.0056211-0.0018995i,-0.0036495-0.0025603i,-0.014292-0.010969i,0.0032955-0.0027943i,-0.0034255+0.001724i,-0.0014466+0.0014915i,-0.0042419+0.0030744i,0.0058716+0.0021702i,-0.0091447-0.0016789i,-0.00071043-0.0048078i,-0.0026263-0.00057124i,-0.0052735-0.0001509i,0.0061254-0.0040443i,0.0036252+0.0019729i,0.0025481-0.002668i,0.0037797+0.0095256i,0.0058075+0.0017447i,0.02729+0.023439i,-0.022538-0.002064i,-0.026966+0.015964i,-0.0053275+0.014976i,0.00088949+0.00045712i,0.0043856-0.0056891i,-0.0094748+0.0034744i
0.011436+0.015494i,0.038334-0.016016i,0.019228-0.036082i,-0.0052791-0.011581i,-0.012464-0.015657i,-0.011748-0.021206i,0.011834-0.019663i,0.02612-0.016648i,0.0044095-0.014013i,0.006218-0.0037191i,0.0010548-0.0036709i,-0.0021016-0.00074719i,0.00030058-0.00264i,-0.00019458-0.0016451i,-0.0021521-0.0012221i,0.0043262-0.006214i,-0.0032831+0.002278i,-0.0024649-0.00013687i,0.00091263+3.0312e-05i,0.0017562+0.00093253i,0.0010074+0.002087i,-0.00052412+0.0012949i,0.0020667+0.0013388i,0.00088935+0.0025139i,-0.00071474+0.0015156i,5.0575e-05+0.0012925i,-0.00089843+0.0011886i,0.00048107-0.0002658i,7.2386e-05+0.00026162i,-0.0004447-7.8957e-05i,0.0013779-0.00066134i,0.0020128-0.00055178i,0.0015643-0.0013196i,-5.4091e-05-0.00045077i,0.0016365-0.0014466i,0.0035898-0.0022907i,-2.8138e-05+0.0033867i,0.00031796-4.1475e-05i,3.4914e-05+2.1718e-07i,-0.0022406-0.0024474i,0.0019538-0.00022541i,0.0016702+0.00025432i,0.0034921-0.0074867i,0.0034091+0.00076663i,0.01176+0.0096387i,0.01971+0.023854i,0.0438+0.01178i,0.025636-0.0025232i,-0.0037253-0.01258i,0.021274-0.0062289i,0.025712+0.011806i,0.020851+0.011833i,0.018938+0.016329i,0.00090922+0.029103i,-0.0002486-0.0060312i,-0.0011649-0.0035254i,0.0027952-0.0079824i,0.0064775-0.004279i,0.0025134+0.003413i,-0.0050864+0.011573i,-0.0063103-0.0035232i,0.0051464+0.01244i,-0.0033537-0.00090514i,0.0018327+0.0022641i,0.00024154+0.0015065i,-0.00033259-0.0035245i,0.0060777-0.0062933i,-0.0044834-4.4368e-05i,0.0043548-0.0039381i,-0.0055223+0.0030908i,-0.0020461+0.00025835i,-1.3038e-05-0.00060061i,-0.0051647+0.0015235i,-0.0038407-0.0014495i,-0.015579-0.0042627i,0.001494-0.0035501i,-0.0018481+0.0020697i,-0.001635+0.00089286i,-0.0026977+0.0042275i,0.0073332-0.000635i,-0.008592+0.0021253i,-0.0026275-0.0044938i,-0.0020013-0.00019447i,-0.0048464+0.0018113i,0.0029093-0.0049765i,0.0041458+0.00033887i,0.0021579-0.0031387i,0.0060918+0.0073761i,0.0045486+0.00084736i,0.028277+0.015877i,-0.021897+0.0025707i,-0.024779+0.022882i,-0.0024214+0.012371i,0.0021963+0.0036328i,0.0032676-0.006825i,-0.010877+0.0053003i
0.013987+0.013369i,0.034502-0.022484i,0.011932-0.038081i,-0.0069044-0.0097326i,-0.016464-0.01323i,-0.014839-0.018748i,0.0066231-0.022068i,0.023682-0.020567i,0.0018359-0.013602i,0.0045408-0.0050858i,-0.00046231-0.0040864i,-0.0018399+0.00014187i,-0.00059494-0.0020346i,-0.00031057-0.0014549i,-0.0025876-0.00055278i,0.0029758-0.0070904i,-0.0016738+0.0026001i,-0.0029576+0.0006164i,0.0005678+0.00011477i,0.0018136+0.00010643i,0.0017533+0.0015761i,-0.00026258+0.0013658i,0.002378+0.00055122i,0.0023422+0.001827i,0.00045916+0.0014971i,0.00057917+0.0010223i,0.00010238+0.0012011i,0.00044561-0.00018109i,0.0010262+0.00042011i,9.3676e-06+0.00014169i,0.0009031-0.0011979i,0.0016118-0.001507i,0.00051188-0.0028289i,-9.4361e-05-0.00017455i,0.00097721-0.0028173i,0.0027304-0.0032537i,0.0017267+0.0031338i,0.00015964-0.00010855i,0.00012795-0.0002527i,-0.0033985-0.0017082i,0.0016701-0.0010487i,0.0014076-0.00030878i,0.0012051-0.0071305i,0.0039201-0.00060258i,0.01324+0.0072613i,0.024158+0.020538i,0.044576+0.0044922i,0.024046-0.0079262i,-0.0054891-0.0085266i,0.022821-0.011626i,0.028132+0.0052359i,0.02346+0.0046957i,0.017667+0.0087124i,0.0062495+0.026676i,-0.002456-0.00496i,-0.0036278-0.0016655i,-0.0012209-0.0088846i,0.0031416-0.0051693i,0.0025245+0.0025925i,-0.00022381+0.011869i,-0.0053916-0.00068597i,0.0066702+0.0097362i,-0.0039816+0.0013847i,0.003068+0.0019533i,0.00088034+0.0010381i,-0.0017833-0.0024731i,0.0040361-0.0081571i,-0.0041277+0.0013426i,0.003304-0.0052411i,-0.0026981+0.0044492i,-0.0024235-0.00011711i,-0.00057878-0.00054974i,-0.0034981+0.0034753i,-0.0034488-0.00018625i,-0.014885+0.0013514i,7.8786e-05-0.0041741i,-0.00098721+0.0020105i,-0.0016824+0.001223i,-0.00060064+0.0041606i,0.0068386-0.00378i,-0.0065918+0.0050462i,-0.0041273-0.0027843i,-0.0019401-0.00025699i,-0.003758+0.0030829i,0.0012731-0.0043091i,0.0038906-0.00099637i,0.0018451-0.0033686i,0.0057193+0.0040029i,0.0036349+0.00027798i,0.028311+0.010035i,-0.019908+0.0063766i,-0.018955+0.029003i,-0.0015963+0.0099145i,0.0054476+0.0041725i,0.0013085-0.005357i,-0.01037+0.0077314i
0.015835+0.010353i,0.029512-0.027508i,0.0052624-0.038624i,-0.0077353-0.0084409i,-0.019488-0.0092112i,-0.01746-0.015901i,0.00097419-0.022769i,0.020294-0.024786i,0.00023849-0.013076i,0.0027297-0.0055432i,-0.0023257-0.0033894i,-0.001252+0.00050135i,-0.00096817-0.0012316i,-0.00047226-0.0015041i,-0.0025204+0.00063918i,0.0012177-0.0076101i,-0.00093571+0.0022522i,-0.0030154+0.0024556i,0.00069679+0.00047156i,0.0015043-0.00058757i,0.0021674+0.000781i,-0.00023555+0.0015078i,0.0022675-0.00024541i,0.0030932+0.00012542i,0.0014415+0.00079038i,0.0008111+0.00071477i,0.00029968+0.0011364i,0.00059808-0.00029503i,0.0010762+0.0010534i,0.00017566-4.942e-05i,0.00037204-0.0015555i,0.00078833-0.0019192i,-0.0007588-0.0016631i,-3.9913e-05-0.00024638i,-0.0006763-0.0035428i,0.0017014-0.0039843i,0.0027516+0.0011149i,0.00018216-7.9729e-05i,0.00013941-0.0006478i,-0.004344-0.00069091i,0.00099978-0.0014242i,0.00098566-0.00062092i,-0.00046465-0.0063581i,0.0035454-0.0017768i,0.014094+0.0040385i,0.028378+0.014873i,0.043967-0.0027648i,0.022207-0.012478i,-0.0044032-0.0042434i,0.022241-0.018774i,0.028917-0.0014833i,0.024305-0.0035074i,0.015715+0.0033336i,0.012274+0.022954i,-0.0035478-0.0031776i,-0.0047279+0.00097488i,-0.0058918-0.0082571i,0.00088285-0.004735i,0.0023917+0.0023567i,0.0036053+0.0112i,-0.0037589+0.0011956i,0.0069099+0.0066208i,-0.001927+0.0039153i,0.0046589+0.0013063i,0.0016526+0.00060053i,-0.0025139-0.0011098i,0.0018789-0.0095167i,-0.0031586+0.0021865i,0.0019815-0.0068807i,-0.00073967+0.0036886i,-0.0031706+0.00028318i,-0.00065062-0.00041647i,-0.0014342+0.0049576i,-0.0028449+0.00043755i,-0.011996+0.0064423i,-0.0018861-0.0046302i,-0.0001114+0.0016804i,-0.0014355+0.0011355i,0.00067995+0.0030989i,0.0055514-0.0066799i,-0.003337+0.0066489i,-0.003827-0.0014071i,-0.0022643+0.00010674i,-0.0026238+0.004089i,0.00028627-0.0039431i,0.0029183-0.0018819i,0.0016832-0.0040587i,0.0042627+0.0032355i,0.0029651+0.00017425i,0.027703+0.0043844i,-0.017624+0.007519i,-0.01127+0.03166i,-0.00065672+0.0090143i,0.007313+0.0033751i,0.00064411-0.0033989i,-0.0089031+0.0097277i
0.016693+0.0070252i,0.023903-0.031224i,-0.0013787-0.0381i,-0.0088869-0.0077126i,-0.020599-0.0049633i,-0.019662-0.012692i,-0.0039507-0.021859i,0.016034-0.027709i,-0.00072502-0.012893i,0.0010089-0.0054114i,-0.0030341-0.001701i,-0.0010086+0.00067797i,-0.00097158-0.00049775i,-0.0010915-0.0012986i,-0.0016267+0.0015721i,-0.00085937-0.0073327i,-0.00029634+0.0022626i,-0.0017082+0.0037642i,0.00098483+0.00025406i,0.0008621-0.0010846i,0.0021562-0.00012556i,0.00014255+0.0016464i,0.0019807-0.00094975i,0.0024981-0.0015271i,0.0014674-0.00035993i,0.0010097+0.00043724i,0.0007884+0.0011719i,0.00061797-0.00052231i,0.0010918+0.0014752i,-2.984e-05-0.0001276i,-0.00029108-0.0016251i,6.2018e-05-0.0019191i,-0.00097245-0.0014863i,-0.00021975-0.00014833i,-0.0025485-0.0026602i,0.00068632-0.0042816i,0.0024887+0.00012745i,0.00021659-0.0003187i,0.00012367-0.0012387i,-0.0051841+0.00090822i,0.00039346-0.0014756i,0.00060341-0.00068379i,-0.0020003-0.0056456i,0.002917-0.0023369i,0.014698+0.00075633i,0.030448+0.0078189i,0.04227-0.009573i,0.01921-0.01948i,-0.00086587-0.0011564i,0.018827-0.025956i,0.028214-0.0075961i,0.022211-0.011145i,0.012653+0.00062538i,0.017371+0.017391i,-0.0036396-0.0023588i,-0.0043347+0.0040904i,-0.010437-0.0047899i,-0.0009082-0.0042088i,0.0024402+0.0021216i,0.0065295+0.0093568i,-0.0016713+0.0016738i,0.0053806+0.0046405i,0.0012467+0.0035024i,0.005807-0.00065926i,0.0022191-0.0003433i,-0.0023106+0.0007846i,-0.0011183-0.011156i,-0.0027257+0.0031639i,-0.00028906-0.0079854i,-0.00047987+0.0032069i,-0.0033585+0.001359i,-0.00075501-0.00034265i,0.0021698+0.0051326i,-0.0025421+0.00030841i,-0.0070203+0.0093159i,-0.004552-0.0039385i,0.00036526+0.00079305i,-0.001475+0.0013842i,0.0012647+0.0018666i,0.003312-0.0091713i,5.0792e-05+0.0061561i,-0.0033439-0.00063548i,-0.0020704+0.00063197i,-0.0007663+0.0046113i,-0.00081574-0.0032135i,0.0020629-0.0021595i,0.0004759-0.0045883i,0.0037953+0.0029908i,0.0024947+0.00020822i,0.026026-0.00055556i,-0.018787+0.0073553i,-0.0046+0.030784i,0.00081759+0.0070553i,0.0087515+0.001309i,0.0011476-0.0019481i,-0.0062999+0.011014i
0.017024+0.0038501i,0.018238-0.033733i,-0.0076437-0.036639i,-0.0099744-0.0063946i,-0.020993-0.0012404i,-0.021003-0.009231i,-0.0078824-0.020363i,0.011223-0.030544i,-0.0016653-0.013513i,-8.7052e-05-0.0046629i,-0.0027537-0.00032754i,-0.00059387+0.0010451i,-0.00083281+0.00013623i,-0.0013078-0.00051342i,-0.00061613+0.0016628i,-0.0022116-0.0059444i,0.00070637+0.0021413i,8.979e-05+0.0040177i,0.0010589-4.8777e-05i,0.00026195-0.0010797i,0.0018296-0.00086071i,0.00061901+0.0016328i,0.0013327-0.0015023i,0.0013662-0.0024347i,0.00087637-0.00096805i,0.0010463+0.00011736i,0.0014443+0.00088886i,0.00039474-0.00069609i,0.00033257+0.00082397i,-0.00021+8.9337e-05i,-0.00096384-0.0013844i,-0.0006026-0.0017112i,-0.00081834-1.4676e-05i,-7.9217e-05-3.7354e-05i,-0.0029214-0.0014265i,-0.00012604-0.0043765i,0.0026682-0.00029127i,-4.8379e-05-0.00040352i,-0.00055753-0.0017659i,-0.0051101+0.0029794i,-9.2158e-05-0.0012273i,0.00042212-0.00061629i,-0.0031557-0.0042036i,0.0023569-0.0028678i,0.014103-0.0033372i,0.030397+0.00066675i,0.039624-0.016253i,0.016114-0.02063i,0.0041706-0.0020277i,0.012528-0.03128i,0.026837-0.013054i,0.019331-0.016361i,0.010701+0.00027783i,0.019954+0.010146i,-0.0041428-0.0018474i,-0.0020623+0.0065667i,-0.012628+0.00062622i,-0.0025838-0.0031004i,0.0025231+0.0020947i,0.0077446+0.007817i,-0.00027158+0.00065125i,0.0042409+0.0041221i,0.0018738+0.0019461i,0.005294-0.0031745i,0.0020648-0.0020974i,-0.00040836+0.0019907i,-0.0063501-0.0096163i,-0.0013131+0.0048962i,-0.0043915-0.0079843i,0.0010189+0.0033553i,-0.0033009+0.0026477i,-0.00081619-0.0001705i,0.005307+0.0015139i,-0.0025662+0.00039231i,-0.001259+0.0086396i,-0.005269-0.0026841i,0.00034136-6.6493e-05i,-0.0017772+0.0015799i,0.0013387+0.00079733i,-0.00068644-0.010888i,0.0026773+0.0042544i,-0.0032059-0.00030428i,-0.0018472+0.00094516i,0.0011426+0.0044631i,-0.0010049-0.0017776i,0.0015326-0.0019755i,-0.00089096-0.0045209i,0.0034246+0.0026658i,0.0021022+0.00018675i,0.024031-0.0040005i,-0.020989+0.010553i,0.00062354+0.02897i,0.0010889+0.0039892i,0.008736-0.00061712i,0.0017614-0.0019308i,-0.0033178+0.010602i
0.01671+0.00070713i,0.012569-0.035414i,-0.013344-0.034261i,-0.010493-0.0052334i,-0.020684+0.0025603i,-0.021743-0.0057737i,-0.011396-0.018746i,0.0056989-0.032437i,-0.0035175-0.015049i,-0.00058247-0.0039377i,-0.0020965+0.00065541i,8.3445e-05+0.0014568i,-0.00028192+0.00053251i,-0.00099775+0.00016215i,4.6561e-05+0.0015418i,-0.0027623-0.004583i,0.0014301+0.0015317i,0.0016417+0.0034666i,0.0010534-0.00022061i,-0.00013621-0.00083519i,0.0012734-0.0015039i,0.00098+0.0015578i,0.00066882-0.0015414i,0.00026109-0.0025572i,0.00044984-0.0011066i,0.0010336-0.00015619i,0.0016791+0.00020634i,0.00023026-0.00078698i,0.00052179+0.00026443i,-0.00010982+0.0003326i,-0.0013794-0.00093482i,-0.0011058-0.0012885i,-0.00079031-0.0014823i,8.5001e-05-0.00012708i,-0.003051-0.00056197i,-0.0010841-0.0042328i,0.0029098-0.00079467i,-0.00027925-0.0002247i,-0.0014059-0.0011761i,-0.0038574+0.0046689i,-0.00038782-0.0010403i,0.00033176-0.00059784i,-0.0035578-0.002608i,0.001585-0.0031997i,0.01174-0.0066848i,0.0286-0.0056701i,0.035672-0.022137i,0.010035-0.024105i,0.0071077-0.0058073i,0.0054144-0.034091i,0.02505-0.018592i,0.017071-0.021798i,0.011084+8.8035e-05i,0.02073+0.0034279i,-0.0052756-0.0011817i,0.0011471+0.0070946i,-0.011714+0.0067485i,-0.0035636-0.0016632i,0.0028561+0.0021333i,0.0088236+0.0043471i,-0.00032059-0.00038273i,0.0031592+0.0045085i,0.00221+0.0014471i,0.0031579-0.0049513i,0.00019491-0.0031655i,0.0012311+0.001349i,-0.0088406-0.0049221i,0.0016999+0.0048876i,-0.0074281-0.0051609i,0.0022279+0.0020816i,-0.0023324+0.0041853i,-0.00075924-0.00018036i,0.0048529-0.0024684i,-0.0026508+0.00098837i,0.0017306+0.0050957i,-0.0051529+0.001088i,-0.00017072-0.00093905i,-0.001675+0.0020089i,0.001005-0.00036212i,-0.0058473-0.0099038i,0.0029844+0.0014823i,-0.0030569-2.7165e-05i,-0.0015664+0.0016662i,0.0031101+0.0035813i,-0.00042439-0.0015344i,0.0013391-0.0014976i,-0.0022066-0.0039753i,0.0028223+0.0025972i,0.0018891+0.00016665i,0.023103-0.0071498i,-0.021023+0.015619i,0.0062725+0.025777i,-0.00033223+0.0010316i,0.0078488-0.003294i,0.0016463-0.00154i,-0.0017065+0.0085999i
0.01567-0.0020833i,0.0071854-0.036236i,-0.01852-0.030996i,-0.011096-0.0045221i,-0.019396+0.005846i,-0.022008-0.0024672i,-0.014746-0.016407i,-0.00035007-0.033289i,-0.0066741-0.016036i,-0.00077333-0.0035093i,-0.0011505+0.0012467i,0.00084134+0.0012198i,0.0003092+0.00069121i,-0.00048715+0.00046902i,0.0006949+0.0012602i,-0.0030782-0.0036769i,0.0017461+0.00096296i,0.0028452+0.002487i,0.00098988-0.00050182i,-0.00023461-0.00059531i,0.00040849-0.0016877i,0.0015915+0.0013102i,0.00025506-0.0014684i,-0.00056303-0.0023128i,9.4149e-05-0.001196i,0.00091502-0.00051566i,0.001555-0.00040318i,5.8673e-05-0.00081261i,0.00054229+3.1253e-05i,-6.3444e-05+0.00042251i,-0.0016651-0.00040769i,-0.0012612-0.00068284i,-0.00086933-0.00059796i,5.3095e-05-0.00038533i,-0.0032269+0.00063611i,-0.00197-0.0035158i,0.0026888-0.0018438i,-0.00029239-1.2947e-05i,-0.0013374-0.00023241i,-0.0025463+0.0057694i,-0.00066494-0.000637i,0.00017696-0.00075574i,-0.0031857-0.0011723i,0.00075607-0.0030468i,0.0089012-0.0085057i,0.025237-0.010915i,0.030855-0.026555i,0.0042563-0.0247i,0.0074989-0.0095456i,-0.0024294-0.035087i,0.022436-0.024342i,0.012203-0.027482i,0.012567-0.001096i,0.019845-0.0040568i,-0.0065412+0.00016464i,0.003926+0.0059486i,-0.0079678+0.011084i,-0.0038496-0.00051537i,0.0032041+0.001949i,0.0088688+0.0028294i,-0.00083129-0.00072692i,0.0030141+0.0056465i,0.0030629+0.00031057i,0.00084508-0.0050835i,-0.0012385-0.002731i,0.001966+0.00025749i,-0.0086416-0.00097871i,0.0040344+0.0032841i,-0.0078424-0.0012044i,0.0019389+0.00092902i,-0.00033356+0.004919i,-0.0010585-0.00018976i,0.0026549-0.0054043i,-0.002299+0.0014539i,0.0019945+0.001766i,-0.0047564+0.002906i,-0.0013799-0.0011797i,-0.0012846+0.0021392i,-0.00015834-0.00075796i,-0.0088056-0.0065636i,0.0020527-0.00016942i,-0.0029579+9.9552e-05i,-0.00062538+0.001888i,0.0047308+0.0019283i,-0.00065641-0.0014945i,0.0020655-0.001149i,-0.0025746-0.0027718i,0.0035792+0.0026015i,0.0014896+0.0004928i,0.021099-0.010847i,-0.019428+0.020739i,0.0061334+0.021963i,-0.0035921-0.0005741i,0.0050893-0.0047573i,0.0022274-0.0014875i,-0.0019048+0.0068924i
0.014492-0.0043125i,0.0018293-0.036683i,-0.022816-0.026776i,-0.012012-0.0037019i,-0.018121+0.0081657i,-0.021826+0.00091743i,-0.01731-0.013488i,-0.005947-0.03262i,-0.010415-0.015784i,-0.0010064-0.0032051i,-9.1108e-05+0.0012005i,0.0013267+0.00082285i,0.00095682+0.00069775i,-1.9394e-05+0.00057155i,0.00099931+0.00068541i,-0.0031383-0.0029228i,0.0024145+0.00033667i,0.003521+0.0010968i,0.00071356-0.00071547i,-0.00013855-0.00035663i,-0.00024144-0.0014902i,0.0022608+0.00062681i,-4.2074e-05-0.0014229i,-0.00095442-0.0019628i,-0.00043277-0.0012777i,0.00073561-0.0008532i,0.0012501-0.00080724i,-0.00015398-0.0005776i,0.00049924-2.1455e-05i,0.00015031+0.0006322i,-0.0017553+0.00026151i,-0.0012691-0.00029167i,-0.00097994-0.00026783i,-0.00017276-0.00031518i,-0.0025538+0.001904i,-0.0023432-0.0026971i,0.0015093-0.002481i,-0.00027061+0.00014346i,-0.0009866-0.00012665i,-0.00054169+0.0066682i,-0.00056848-0.00042899i,3.5454e-05-0.0007959i,-0.0025642-0.00024187i,0.00047244-0.0028036i,0.0066414-0.0093583i,0.021763-0.013879i,0.026072-0.029929i,-0.00061147-0.023564i,0.0062209-0.012747i,-0.010267-0.033088i,0.018295-0.029923i,0.0074673-0.030731i,0.013935-0.0036115i,0.015963-0.010152i,-0.0075482+0.0026668i,0.0054801+0.0039126i,-0.0029792+0.013251i,-0.0042748+0.00091407i,0.0036605+0.0018861i,0.0087328+0.0012922i,-0.0012977-0.00094905i,0.0040672+0.006872i,0.0026262-0.0012168i,-0.00077623-0.0044872i,-0.002335-0.0018965i,0.0019922-0.00068742i,-0.0071773+0.0017625i,0.0051265+0.00095742i,-0.0065332+0.001337i,0.0015148+0.00083785i,0.0017985+0.004668i,-0.001125+0.00019558i,-0.0007317-0.0066915i,-0.0024717+0.0011239i,0.00043677+0.00023605i,-0.0036863+0.004247i,-0.002341-0.00024322i,-0.0010234+0.0022884i,-0.00078533-0.00040497i,-0.010159-0.0032596i,0.00093987-0.00082365i,-0.0036131+0.00037579i,0.00015143+0.0015034i,0.00532-0.0010338i,-0.00052543-0.0012841i,0.0029005-0.0018168i,-0.0028636-0.0026541i,0.0033758+0.0031651i,0.001644+0.00098769i,0.018674-0.013664i,-0.016056+0.026631i,0.0084261+0.019472i,-0.0071679+0.00014718i,0.0017998-0.0035174i,0.0023017-0.0022389i,-0.0025313+0.0059546i
0.013424-0.0063586i,-0.0036715-0.036814i,-0.02597-0.022794i,-0.013039-0.0024122i,-0.01681+0.010931i,-0.020661+0.0042513i,-0.019235-0.010333i,-0.011415-0.031806i,-0.014297-0.01443i,-0.0012132-0.0032503i,0.0005191+0.00066121i,0.0017802+9.7009e-05i,0.0015953+0.00030869i,0.00068439+0.00036349i,0.00098176+0.00017579i,-0.0031953-0.0024103i,0.0029103-0.00033614i,0.0033882-0.00028486i,0.00083849-0.0009766i,0.00014096-0.00033639i,-0.00077236-0.0011667i,0.0023434-0.00041272i,-0.00047556-0.001293i,-0.0010901-0.0019242i,-0.00093597-0.0012074i,0.00034274-0.001118i,0.00097859-0.0012225i,-0.00019993-0.0002919i,0.00056486-6.3801e-06i,0.00069934+0.00067418i,-0.0016099+0.00089564i,-0.0012383+5.3473e-05i,-0.00086432+1.576e-05i,-0.00016392-0.00020809i,-0.0013362+0.0023083i,-0.002538-0.0020029i,0.00066398-0.0023758i,-5.2313e-05+0.00036743i,-0.00087578-0.00012822i,0.0020668+0.0064719i,-0.00052987-0.00042877i,-0.00023717-0.0008371i,-0.0015508-0.00012242i,0.000292-0.0030589i,0.004372-0.01018i,0.019239-0.016223i,0.021221-0.032618i,-0.0046128-0.021162i,0.004981-0.014916i,-0.016955-0.028317i,0.01283-0.03477i,0.0028746-0.034085i,0.014929-0.0075883i,0.010435-0.013592i,-0.0069208+0.0063296i,0.0060485+0.00154i,0.0015622+0.012819i,-0.003962+0.0024205i,0.0047201+0.0015266i,0.0087038-0.00045471i,-0.0020943-0.0011744i,0.0070334+0.0069195i,0.0015304-0.0014139i,-0.001774-0.0035852i,-0.0028016-0.00071943i,0.0019493-0.001489i,-0.0060307+0.0034873i,0.0050029-0.0015167i,-0.0058721+0.0039272i,0.0021566+0.0013122i,0.0033019+0.0033503i,-0.0009853+0.00025094i,-0.0042306-0.0057249i,-0.0015411+0.0016i,-0.00052623+0.00074968i,-0.0019591+0.0050835i,-0.002466+0.00099674i,-0.00090695+0.0027554i,-0.0010117-5.1493e-05i,-0.010733+4.9364e-05i,-0.00014804-0.00091815i,-0.0041023+0.0017638i,0.00021984+0.0012123i,0.0036214-0.0035429i,-0.00059909-0.0018119i,0.0030635-0.0032132i,-0.0034999-0.0021035i,0.0048835+0.0033139i,0.002161+0.0010691i,0.015915-0.01593i,-0.00892+0.030526i,0.010218+0.016173i,-0.0096469+0.0026086i,0.00056758-0.0010209i,0.0014592-0.0026215i,-0.0033543+0.0056143i
