-0.031514-0.040998i,-0.021841-0.018825i,-0.012565-0.035743i,-0.029858-0.020232i,-0.022156-0.00016279i,-0.013508-0.0059079i,-0.055421-0.058458i,-0.047132-0.017399i,-0.037662-0.013809i,0.0095799+0.012366i,-0.0077374+0.0056158i,-0.019998+0.019006i,0.0025292+0.011591i,-0.0063243-0.0033039i,0.00020988+0.0012391i,-0.0019389+0.030321i,0.027249+0.027612i,0.0024266-0.0013118i,-0.0018553-0.0065181i,0.0079641+0.0026875i,0.0031188+0.0010264i,0.00025722+0.003919i,-0.00027812+0.00020018i,-0.037569-0.011675i,-0.0002613-0.0074648i,0.0014882+0.002371i,0.0059348+0.0019825i,0.0019298+0.00044387i,0.0010807-0.00054428i,-0.00041263-0.002447i,0.0014093-0.0025942i,-0.0024789-0.0055257i,-0.00025668-0.0047342i,0.003015-0.00083476i,0.0045765-0.0026481i,0.002095+0.030299i,0.0039069-0.00341i,0.0029761-0.0016123i,0.0083074-0.0010673i,-0.0050433-0.0020252i,-0.00014605+0.0010979i,0.0091945+0.00039255i,0.0043681-0.0020236i,-0.0017647+0.008227i,-0.018386-0.0081191i,-0.019194+0.015793i,-0.0019621-0.060781i,-0.0046329-0.027201i,-0.026303-0.032599i,-0.010766-0.026759i,0.055406-0.020142i,0.016781-0.042705i,0.022976-0.048672i,0.0056956-0.055258i,0.026652-0.020542i,0.0084397+0.0060787i,0.02547-0.034331i,-0.0080265-0.0062941i,0.0036694-0.0050466i,-0.0049459-0.0068756i,-0.0013526-0.033327i,-0.018654+0.029844i,0.0085544-0.011606i,-0.0089865-0.0038379i,-0.0042313-0.0011854i,0.0011052-0.012747i,-0.011133+0.0046458i,0.002695+0.010053i,-0.0059575+0.026883i,0.0050982+0.002438i,-0.005323-0.0020594i,-0.0019411-0.0020414i,-0.012238-0.0071841i,-0.00048032-0.0043302i,-0.036472+0.0012211i,0.0011043-0.010911i,-0.0082415-8.681e-05i,-0.0066202-0.0023172i,0.0053375+0.001262i,-0.0085533-0.0004681i,0.0018615+8.1026e-06i,0.0040104+0.0069745i,0.004588+0.00039064i,-0.0084179-0.012928i,0.0028179+0.0093001i,-0.015498+0.0050794i,0.0066009+0.00038736i,-0.022628-0.00054933i,-0.018269+0.0052053i,-0.0069334-0.066052i,0.0090966-0.012788i,-0.049055-0.023303i,-0.020898+0.00027129i,0.017543+0.011804i,-0.023468+0.014543i,-0.018832-0.0056647i
0.022468-0.025052i,0.010213-0.01562i,0.010801-0.01946i,0.0025462-0.010758i,0.00086448-0.018765i,-0.0052805-0.004076i,0.011958-0.016731i,-0.0070164-0.01323i,-0.010137-0.0091432i,0.0045202-0.0016552i,-0.0004916-0.00053176i,-0.0013533+0.00088644i,0.0023342-0.00041954i,0.00011284-0.00096592i,-0.00026717-0.0011133i,0.0019977-0.00421i,-0.0051029+0.0026461i,-0.0007385-0.00082738i,-3.1524e-05+0.00011862i,-6.1042e-05+0.001652i,-0.00051158+0.0022148i,-0.00075771+0.00077945i,0.0011629+0.00046872i,-0.0019908+0.0031971i,-0.00024583-0.0021138i,-0.00047245+0.00021748i,-0.00018417+0.00067491i,0.00081667-0.00062146i,0.0011933+0.00016963i,1.8868e-06-0.00068611i,0.0015065-0.0012236i,0.0031338-0.00024052i,0.0014897+0.00028435i,0.00031613-0.00090206i,0.0024739-8.0071e-05i,0.00719-0.0020411i,-0.00012998+0.00033831i,-5.5912e-05+0.00036196i,0.00056744-0.0012602i,0.00093043-0.0015002i,0.00096577+0.0022145i,0.0013689+0.0010704i,0.001454-0.0014084i,0.0024593+0.002669i,-0.0026758-0.026615i,0.0061818+0.001853i,0.019664+0.0047588i,0.0047984+0.0066466i,-0.0094808-0.022067i,0.0076352+0.0074348i,0.012202+0.016396i,0.0024875+0.015701i,0.018518+0.0047274i,0.0021409+0.0064648i,0.00044145-0.0088251i,0.001658-0.0030179i,0.0014306-0.0053782i,0.0086764+2.0184e-05i,0.00081163+0.0041755i,-0.007898+0.011252i,-0.0046563-0.0062477i,0.0042971+0.009636i,-0.0031341-0.0010784i,-2.0805e-05+0.0018892i,-3.3959e-05+0.0017446i,-0.0025726-0.0029392i,0.0051282-0.0030067i,-0.0043625-0.0013087i,0.0041751-0.00095481i,-0.0066638+0.0026392i,-0.0015569+0.00017584i,0.0012906-0.0010074i,-0.0050974-0.0012206i,-0.0036929-0.00085045i,-0.013886-0.009199i,0.0033507-0.0029648i,-0.0028677-0.00056157i,-0.0010479+0.0017432i,-0.0035519+0.002718i,0.0088832+0.0021661i,-0.0046461+5.6457e-05i,-0.0016222-0.0051549i,-0.0032899-0.00027356i,-0.0025047-0.0012575i,0.0034642-0.0040036i,0.0034476+0.00070033i,0.0022636-0.0014212i,-0.0016208+0.0064465i,0.0012844+0.0042679i,0.022128-0.0050538i,-0.024259-0.0021169i,-0.031823+0.020265i,-0.0059618+0.011528i,0.001156+0.0027986i,0.0062978-0.0043565i,-0.013155-0.00064164i
0.017566-0.027465i,0.0072108-0.017858i,0.0070264-0.020826i,0.00040947-0.010333i,-0.0031463-0.018854i,-0.0053903-0.0032802i,0.0072825-0.019769i,-0.0089069-0.011406i,-0.011378-0.0072923i,0.0039831-0.0028881i,-0.00065375-0.00080251i,-0.00068274+0.0014303i,0.0018328-0.00076244i,0.00020665-0.00054739i,-0.00038842-0.0010988i,0.0010702-0.0041038i,-0.0038092+0.0041296i,-0.001096-0.00062323i,-0.00016586+6.3714e-05i,0.00035348+0.0015586i,0.00032928+0.002319i,-0.00047032+0.00089945i,0.0012664+3.3043e-05i,0.00011995+0.0030492i,-0.00078286-0.0017131i,-0.0002492+0.00040263i,0.00020796+0.001199i,0.00053113-0.00072338i,0.0011706-0.00011827i,-9.4466e-05-0.00047226i,0.00098311-0.0018783i,0.0031794-0.0012897i,0.0016309-0.000248i,-0.00012-0.00087888i,0.0027969-0.001081i,0.0063564-0.0037207i,-6.659e-05+0.00049538i,6.4715e-05+0.00033164i,0.00036053-0.0010899i,0.0004815-0.0022227i,0.0016376+0.0017746i,0.0016753+0.00033952i,0.0010175-0.0013121i,0.0035682+0.0022069i,-0.0069435-0.024563i,0.0064458+0.0021114i,0.020439+0.0019767i,0.0070221+0.0031828i,-0.014188-0.017599i,0.011723+0.0041137i,0.015611+0.012039i,0.0050049+0.01111i,0.016878-0.0021806i,0.0053158+0.0023915i,-0.0023943-0.0085605i,-0.0012049-0.0034361i,-0.00080713-0.0065169i,0.0063383-0.0027308i,0.0018257+0.0035937i,-0.0023781+0.013683i,-0.0057705-0.0028567i,0.0057113+0.0076508i,-0.003413+0.00026446i,0.0010542+0.0027982i,0.0012602+0.0016561i,-0.0042862-0.0017934i,0.0051694-0.0062103i,-0.0050579-0.00014721i,0.0043649-0.0029228i,-0.0046461+0.0056006i,-0.0012063-0.00047414i,0.00047797-0.001798i,-0.004207+0.0017044i,-0.0033238+0.00017492i,-0.014795-0.0029706i,0.0014358-0.0035252i,-0.0025445+0.00033961i,-0.0014164+0.0011677i,-0.002218+0.0036788i,0.010198-0.0012172i,-0.0041273+0.0022784i,-0.0032782-0.0043121i,-0.0026697+0.00032863i,-0.0028284+9.1286e-05i,0.00057205-0.003811i,0.0036484-0.00078691i,0.0023044-0.001516i,9.6142e-05+0.0059921i,0.00094084+0.0038424i,0.019173-0.011247i,-0.023127+0.0030781i,-0.028731+0.027382i,-0.0044541+0.0091312i,0.0030718+0.0047804i,0.0045234-0.0042794i,-0.014144+0.0020596i
0.013126-0.028918i,0.0034173-0.019657i,0.0030455-0.021442i,-0.0011529-0.0094614i,-0.0071762-0.018124i,-0.0053562-0.0027931i,0.0025674-0.021427i,-0.010311-0.0095817i,-0.012384-0.0053744i,0.0029448-0.0038004i,-0.0012041-0.00082058i,0.00019461+0.0016886i,0.0013514-0.00076183i,0.00070601-0.00032839i,-0.00061951-0.0010837i,0.00037771-0.0039045i,-0.0020174+0.0049302i,-0.0014366-0.00024936i,-0.00030355+0.00022138i,0.00070429+0.0012418i,0.0012141+0.0017335i,-0.00029914+0.00089212i,0.0011837-0.00046972i,0.0015528+0.0020128i,-0.00087279-0.0012892i,7.5903e-05+0.00042987i,0.00095443+0.0011144i,0.00019369-0.00073572i,0.0010894-0.0003793i,-0.00022154-0.00039097i,0.00025295-0.0022944i,0.0026195-0.0025546i,0.0014544-0.00094398i,-0.00040171-0.00060077i,0.0025725-0.002486i,0.0051836-0.0053855i,0.00023402+0.00060863i,0.00013514+0.00033684i,0.00020872-0.0011833i,-0.00038002-0.0025811i,0.0022209+0.001049i,0.0015916-0.00025768i,0.00075979-0.0012681i,0.0042535+0.00115i,-0.010258-0.022238i,0.0084392+0.0021241i,0.021388-0.0011146i,0.0076257-0.00031347i,-0.016433-0.012391i,0.014956-0.00064292i,0.017396+0.0073464i,0.0067234+0.0074457i,0.013478-0.0063668i,0.006446-0.0006343i,-0.0053344-0.006905i,-0.0039333-0.0020936i,-0.0044421-0.0067491i,0.0032595-0.003813i,0.0021625+0.002792i,0.0024274+0.013408i,-0.0051417-0.00023415i,0.0060045+0.0052454i,-0.0031428+0.0023063i,0.0024034+0.0028985i,0.0018647+0.0009734i,-0.0051149+0.00028109i,0.0032713-0.0080293i,-0.0046519+0.0012839i,0.0037484-0.0043997i,-0.00057442+0.0064785i,-0.0017027-0.0010426i,-0.00050071-0.0017003i,-0.0025632+0.003098i,-0.0023481+0.0010104i,-0.013612+0.0024393i,0.00049242-0.0037667i,-0.0018836+0.00089771i,-0.0013986+0.001686i,-0.00035125+0.0036234i,0.0097268-0.0053151i,-0.0025776+0.0036573i,-0.0044562-0.002862i,-0.0023152+0.00037735i,-0.0022629+0.0010971i,-1.9883e-05-0.0025873i,0.0028491-0.001943i,0.0026261-0.0018722i,0.00034279+0.0044267i,0.00072528+0.0039545i,0.016312-0.015036i,-0.020309+0.0065434i,-0.02255+0.033391i,-0.0044907+0.0074571i,0.0057321+0.0047702i,0.0026963-0.0031567i,-0.01329+0.0047363i
0.00884-0.030261i,-0.00077441-0.020108i,-0.00075578-0.021591i,-0.001934-0.0089583i,-0.0109-0.016068i,-0.0054658-0.0025231i,-0.0026405-0.021662i,-0.01124-0.0077437i,-0.012815-0.0029562i,0.0016957-0.0043251i,-0.0018057-0.00016789i,0.0010533+0.0011348i,0.0012562-0.00058515i,0.0010286-0.00080757i,-0.00091017-0.00086739i,-0.0003422-0.0035417i,-0.0005016+0.0047653i,-0.0015839+0.00048638i,-0.00022022+0.00058642i,0.00083493+0.00079275i,0.0014399+0.00085516i,-0.00033532+0.00094426i,0.00083408-0.00086655i,0.002443+6.1954e-05i,-0.00091024-0.0011071i,0.00022147+0.0002909i,0.0012739+0.00066391i,8.6478e-06-0.000646i,0.00099847-0.00068005i,-0.00046472-0.00020427i,-0.00069901-0.0024953i,0.0014679-0.0033163i,0.0010311-0.0014718i,-0.00048509-0.00047818i,0.0014247-0.003996i,0.0036148-0.0066753i,0.00068506+0.00042484i,0.00029502+0.00038066i,-8.1593e-05-0.0012326i,-0.0013363-0.0026667i,0.0024022+0.00018695i,0.001381-0.00061509i,0.00044123-0.0012501i,0.0045122+0.0002502i,-0.012881-0.019788i,0.011028-0.00018765i,0.022101-0.0046415i,0.007648-0.003129i,-0.015769-0.0070711i,0.016076-0.0072351i,0.018072+0.0028787i,0.0077308+0.0031667i,0.010811-0.0089289i,0.0077547-0.0037273i,-0.0067673-0.0041332i,-0.0054953+0.00055766i,-0.0084318-0.0054647i,0.00086733-0.0036728i,0.0021712+0.0024915i,0.0062624+0.01199i,-0.003987+0.0016345i,0.0052096+0.0027097i,-0.0006739+0.0040794i,0.0037908+0.0023934i,0.0025323+0.00039317i,-0.0047419+0.0025812i,0.00093288-0.0093764i,-0.0039333+0.002078i,0.0023958-0.006028i,0.0022168+0.0046332i,-0.0027347-0.0010403i,-0.00097787-0.0013458i,-0.00096678+0.0040222i,-0.0014444+0.0011135i,-0.010422+0.007006i,-0.00096638-0.0043095i,-0.0010298+0.00096556i,-0.0011203+0.001618i,0.00095845+0.0026908i,0.0076441-0.009411i,-0.00029275+0.0041685i,-0.0045346-0.0010505i,-0.0023868+0.00062786i,-0.0017437+0.0016542i,-8.4565e-05-0.0021843i,0.0018268-0.0021665i,0.0028369-0.0026918i,-0.00014515+0.0044043i,0.0010434+0.0044276i,0.012805-0.018652i,-0.018003+0.0071776i,-0.014207+0.036233i,-0.0046575+0.0073503i,0.0073669+0.0038747i,0.0023534-0.0014893i,-0.011551+0.0064013i
0.0040567-0.031011i,-0.0047308-0.019325i,-0.0047301-0.021037i,-0.0030434-0.0090612i,-0.013386-0.013495i,-0.0057915-0.0023898i,-0.007191-0.020094i,-0.011888-0.0060411i,-0.012349-0.00067803i,0.0002408-0.0042154i,-0.0017853+0.00083388i,0.0013076+0.00045353i,0.0013918-0.0005969i,0.00051311-0.00097765i,-0.0010337-0.00047291i,-0.0010397-0.0029664i,0.00074834+0.0044821i,-0.0011529+0.0011871i,0.00011509+0.0006632i,0.00063389+0.0004385i,0.0012703+8.9007e-05i,-8.4778e-05+0.0010159i,0.00046977-0.00099745i,0.001704-0.0016583i,-0.0012242-0.0010522i,0.00025275+0.00015239i,0.0014648+0.00027287i,-2.6275e-05-0.00051245i,0.00071072-0.00097085i,-0.00050959+0.00020489i,-0.0017548-0.0021366i,0.00037289-0.003581i,0.00027629-0.0017881i,-0.00061921-0.00027344i,-0.00073079-0.0042963i,0.0018402-0.0075217i,0.00076107-3.762e-05i,0.00048067+0.00011628i,-0.00033614-0.0011458i,-0.0024659-0.0022531i,0.0022357-0.00076056i,0.0011299-0.00099154i,0.00010501-0.0012305i,0.0046536-0.00057434i,-0.014674-0.017513i,0.012188-0.004087i,0.022238-0.0088345i,0.0076966-0.0067766i,-0.012765-0.0029786i,0.01435-0.014379i,0.017954-0.0010669i,0.0070248-0.00086493i,0.0076226-0.010452i,0.0081627-0.0075209i,-0.0070109-0.0023687i,-0.0055128+0.003739i,-0.012234-0.0017389i,-0.00088424-0.0029277i,0.0023913+0.0024421i,0.0096026+0.0096542i,-0.0024518+0.0025844i,0.0035556+0.0017682i,0.0021088+0.0029291i,0.0052402+0.0010904i,0.0029148-0.0007055i,-0.0031916+0.0048518i,-0.0022534-0.010526i,-0.0035497+0.0032196i,0.00043141-0.0071335i,0.0026587+0.0030269i,-0.0036596-0.0001027i,-0.001344-0.00099954i,0.0019508+0.0039613i,-0.0010485+0.00055625i,-0.0056543+0.0093145i,-0.0033289-0.0039382i,-0.00048144+0.0005325i,-0.00072478+0.0015857i,0.0013392+0.0014458i,0.0040138-0.012551i,0.001866+0.0031937i,-0.0038395+9.2226e-06i,-0.0022902+0.0010435i,-0.0011768+0.002647i,-0.00066873-0.0015613i,0.0009686-0.0021828i,0.0023781-0.0036812i,-0.0002182+0.004724i,0.001845+0.0045495i,0.0081683-0.021198i,-0.019184+0.0072258i,-0.0071533+0.035127i,-0.0037807+0.00702i,0.0085725+0.0023298i,0.0029715-0.00069358i,-0.0095446+0.0071243i
-0.00032123-0.030791i,-0.007994-0.017758i,-0.0083155-0.019618i,-0.0044747-0.0086369i,-0.015666-0.011131i,-0.0063246-0.0021819i,-0.010222-0.018053i,-0.012422-0.0044938i,-0.011294+0.00093206i,-0.00070321-0.0034428i,-0.0011263+0.0016256i,0.0013008+2.1058e-05i,0.0014049-0.00081933i,0.00035901-0.00064952i,-0.0009697-0.00019714i,-0.0014621-0.0021422i,0.0020155+0.0039659i,-0.00054977+0.0014216i,0.00040918+0.00067346i,0.00049845+0.00045055i,0.000895-0.00042363i,7.099e-05+0.00090357i,9.2316e-05-0.0011125i,0.00050857-0.0027452i,-0.0017743-0.00067185i,0.00017713+0.00015389i,0.0016334-0.000269i,-0.00014111-0.00048492i,0.00030659-0.0010557i,-0.00032513+0.00049609i,-0.0025552-0.0013256i,-0.0009737-0.0035462i,-0.00046218-0.0015782i,-0.00053081+2.3047e-06i,-0.0021705-0.0033831i,-0.00019148-0.0079269i,0.00062517-0.00015214i,0.00041445-0.00010806i,-0.00054469-0.00099861i,-0.0034125-0.0012974i,0.001684-0.0014376i,0.00083844-0.0012365i,-0.00021843-0.00094039i,0.0046116-0.0017968i,-0.016366-0.015692i,0.011622-0.008271i,0.021321-0.013379i,0.0053743-0.010857i,-0.008197-0.0024608i,0.0091235-0.020062i,0.017653-0.0044889i,0.0058374-0.0033127i,0.0055135-0.0096709i,0.0070678-0.011516i,-0.0073687-0.00073107i,-0.0035889+0.0065128i,-0.013889+0.0039224i,-0.0023658-0.0020633i,0.0028045+0.002308i,0.011312+0.0060695i,-0.00086692+0.0025508i,0.0022671+0.0014982i,0.0022097+0.0009939i,0.0056862-0.0013994i,0.002644-0.0023689i,-3.7985e-05+0.0060271i,-0.0069415-0.0087576i,-0.002217+0.0051449i,-0.0027735-0.0072504i,0.0037739+0.0021445i,-0.0040685+0.0014651i,-0.0014879-0.00055624i,0.0046442+0.00081418i,-0.000878+0.00015661i,-0.00043112+0.0085017i,-0.0052567-0.0018916i,-0.00042247-9.7478e-05i,-0.00085337+0.0013871i,0.0013759+0.00049895i,-0.0012313-0.013965i,0.0031385+0.0011265i,-0.00344+0.00052988i,-0.0021817+0.001513i,0.00075027+0.0029837i,-0.00025034-0.0004531i,0.00028471-0.0017507i,0.0013021-0.00456i,-4.6659e-05+0.0051047i,0.0023742+0.0043261i,0.003373-0.021445i,-0.02049+0.010295i,-0.0020023+0.033312i,-0.0033076+0.005622i,0.0093037+0.00028095i,0.0034458-0.00090111i,-0.007914+0.0066966i
-0.0045065-0.030324i,-0.010465-0.015769i,-0.011339-0.017688i,-0.0055876-0.0079503i,-0.017568-0.0079786i,-0.0070053-0.0016673i,-0.012655-0.01643i,-0.012929-0.0026991i,-0.010218+0.0017066i,-0.0010787-0.002672i,-0.00025043+0.0020423i,0.001189-0.00021117i,0.00138-0.0010134i,0.00059098-0.000567i,-0.00088555+2.0887e-05i,-0.0014688-0.0013202i,0.0029424+0.0029959i,-2.3559e-06+0.0014214i,0.00073474+0.00054726i,0.00054207+0.00056008i,0.00039288-0.00069893i,8.8908e-05+0.00094648i,-0.00033255-0.00094763i,-0.00069873-0.0028602i,-0.0018651+4.8943e-05i,0.0002614+0.00018709i,0.0013618-0.00087378i,-0.00022142-0.00033098i,2.1221e-05-0.00099445i,-1.823e-05+0.00066703i,-0.0029043-0.00032938i,-0.0022125-0.0027968i,-0.0008755-0.0011091i,-0.00034683+0.0001103i,-0.0029746-0.0024608i,-0.0022428-0.0075574i,0.00073402-0.00028572i,0.00033422-0.00014925i,-0.00079972-0.00078997i,-0.0039396-9.2681e-07i,0.0010606-0.0018845i,0.0004064-0.0014131i,-0.0003644-0.00052802i,0.0040806-0.0027446i,-0.01846-0.013678i,0.0093959-0.011733i,0.01912-0.017609i,0.0014984-0.013179i,-0.0057283-0.0050701i,0.0029632-0.022667i,0.017586-0.0082922i,0.0053485-0.0057244i,0.0056936-0.0093616i,0.0054098-0.014577i,-0.0078268+0.00076337i,-0.00060781+0.0075844i,-0.012471+0.010498i,-0.0034442-0.0008337i,0.0031577+0.0019111i,0.011836+0.0030974i,-6.6475e-06+0.0018128i,0.00077717+0.0020877i,0.0020288+0.00036824i,0.0042721-0.0037447i,0.001064-0.003526i,0.0029524+0.0049149i,-0.0093557-0.0041971i,0.00082545+0.0055266i,-0.0053976-0.0053479i,0.0043003+0.00023654i,-0.0035617+0.0033493i,-0.0015167-0.00027673i,0.0040205-0.0029648i,-0.001205+0.00013732i,0.0023146+0.0053379i,-0.0053014+0.00046028i,-0.00084614-0.00066423i,-0.00099651+0.0017561i,0.00091261-0.00030334i,-0.0069218-0.012431i,0.0027376-0.0011324i,-0.003221+0.0010132i,-0.0017778+0.0023129i,0.002301+0.0021019i,0.00045643-0.00091185i,0.00018515-0.00098395i,9.0104e-05-0.0050062i,-0.00010577+0.0059091i,0.003005+0.0039867i,0.00048809-0.020763i,-0.020489+0.014371i,0.0023754+0.031064i,-0.003845+0.0037997i,0.0085387-0.0024478i,0.0031874-0.00072808i,-0.0073564+0.0057419i
-0.0089736-0.029387i,-0.012272-0.013814i,-0.013998-0.015399i,-0.0065622-0.0074969i,-0.018522-0.0045176i,-0.0077376-0.00089911i,-0.015242-0.014556i,-0.012978-0.00078006i,-0.009398+0.0021847i,-0.0011995-0.002124i,0.00072483+0.0020828i,0.0011251-0.00047966i,0.0013617-0.0012449i,0.00068856-0.00076936i,-0.00075593+0.00018653i,-0.001127-0.00073023i,0.0034828+0.0020146i,0.00050353+0.0012756i,0.00098825+0.00017442i,0.00077245+0.000536i,-0.00038805-0.00052371i,0.00040135+0.00098469i,-0.00057222-0.00066832i,-0.001507-0.0025176i,-0.0016473+0.00068973i,0.00029593+9.117e-05i,0.00070824-0.0011272i,-0.00020053-0.00026732i,-0.00026781-0.00083477i,0.00025569+0.00060026i,-0.0029523+0.00074876i,-0.0028044-0.0015529i,-0.00093747-0.00066036i,-0.00022558+8.3013e-05i,-0.0036492-0.0012952i,-0.0038788-0.0062246i,0.00060892-0.00062035i,0.0002742-0.00013882i,-0.00093534-0.00033344i,-0.0039157+0.0013882i,0.00018862-0.001973i,-0.00016411-0.0015678i,-0.00023069-0.00020351i,0.0033836-0.0031624i,-0.020267-0.010895i,0.00619-0.014011i,0.015913-0.020934i,-0.0025962-0.013576i,-0.0058729-0.007292i,-0.0035288-0.023443i,0.016896-0.012968i,0.0042388-0.0086318i,0.0059269-0.010694i,0.0029871-0.017877i,-0.0083291+0.0025699i,0.0022297+0.0070125i,-0.0077247+0.015232i,-0.0039537+0.00055093i,0.0032641+0.0015452i,0.011918+7.5676e-05i,0.00022769+0.0013232i,0.00070518+0.0034072i,0.0024043-0.00045568i,0.0021778-0.0044369i,-0.00042734-0.0035774i,0.0046333+0.0029262i,-0.0091774+5.5968e-05i,0.0032552+0.0041472i,-0.0068927-0.00287i,0.0033135-0.0014828i,-0.0017422+0.00476i,-0.001834-7.0939e-06i,0.0014506-0.0053622i,-0.0014658+0.00037035i,0.0027363+0.0022248i,-0.0046562+0.0024132i,-0.001642-0.00071399i,-0.00076825+0.0019082i,2.9623e-05-0.00060877i,-0.010589-0.0087772i,0.0014034-0.0024403i,-0.0028221+0.0014094i,-0.00072977+0.002752i,0.0030359+0.00058762i,-4.6357e-05-0.0010041i,0.00085581-0.00065186i,-0.0010841-0.0048269i,0.0012804+0.0073382i,0.0033347+0.0035591i,-0.0027688-0.020437i,-0.019272+0.018965i,0.0059565+0.028285i,-0.0058348+0.0027774i,0.005833-0.0039284i,0.0035788-0.00089584i,-0.0079719+0.0051808i
-0.013253-0.027302i,-0.013762-0.012143i,-0.015997-0.012537i,-0.0077012-0.0069271i,-0.018931-0.0013496i,-0.008322+0.00027898i,-0.017309-0.012264i,-0.012579+0.0009641i,-0.0089909+0.0023849i,-0.0011734-0.0016954i,0.0016491+0.0016168i,0.0010858-0.00050752i,0.0011821-0.0014463i,0.00066758-0.00088791i,-0.00067537+0.00027253i,-0.00064258-0.00076171i,0.0040368+0.0010137i,0.00086962+0.00096921i,0.00096319-0.00034536i,0.0010432+0.00047684i,-0.00060349-9.5493e-06i,0.00085912+0.00075506i,-0.00059782-0.0004077i,-0.0019672-0.0022586i,-0.0013086+0.0010731i,0.00034639+2.3526e-05i,0.00024779-0.0009597i,-0.00025868-6.7656e-05i,-0.00050576-0.00061386i,0.00055429+0.00057449i,-0.0025183+0.0019216i,-0.0028841-0.00052099i,-0.00099684-0.00035424i,-0.00021437+0.00017338i,-0.0038246+0.00023507i,-0.004757-0.0046059i,0.00026382-0.00075661i,0.00021165-0.00014004i,-0.00069774-5.8441e-05i,-0.0033392+0.0027893i,-0.00039549-0.0017097i,-0.00058497-0.0013959i,3.1718e-05-8.3016e-05i,0.0029648-0.00351i,-0.021176-0.007845i,0.0033031-0.014165i,0.012448-0.023269i,-0.0062551-0.01271i,-0.0074429-0.0083289i,-0.010177-0.021337i,0.014505-0.017833i,0.0027374-0.011163i,0.0055497-0.012032i,-0.0011508-0.020129i,-0.0084992+0.0051793i,0.0041628+0.0053551i,-0.0018531+0.017332i,-0.0042226+0.0021088i,0.0035718+0.001528i,0.010893-0.0028889i,0.00022801+0.00085121i,0.0017866+0.0047317i,0.001906-0.0014044i,0.00090593-0.0040448i,-0.0018513-0.0030125i,0.0051832+0.00083121i,-0.0070453+0.0032221i,0.004795+0.0019994i,-0.0071325+0.0001439i,0.0019465-0.0019444i,0.0006132+0.0047857i,-0.0018179+0.0006597i,-0.0015052-0.0059426i,-0.0014691+0.00033179i,0.0013423+0.00039251i,-0.0033659+0.003779i,-0.0023946+1.1057e-05i,-0.00071852+0.0020626i,-0.00046566-0.00030791i,-0.012473-0.0044523i,-0.00030433-0.0028774i,-0.0025596+0.0016583i,0.00012159+0.0026161i,0.0030477-0.00093783i,0.0001-0.00090601i,0.0016005-0.001068i,-0.0023966-0.0049418i,0.0032289+0.0072871i,0.0038017+0.0033301i,-0.0051623-0.019383i,-0.016087+0.024467i,0.0085073+0.025692i,-0.0080215+0.0033923i,0.003115-0.0029475i,0.0033939-0.001709i,-0.0088006+0.0053651i
-0.016586-0.024718i,-0.01564-0.010797i,-0.017234-0.0099943i,-0.0087945-0.005942i,-0.018851+0.002321i,-0.0083791+0.0017044i,-0.01906-0.0096506i,-0.012033+0.0024216i,-0.0090176+0.0028333i,-0.0010154-0.0016048i,0.00222+0.0007729i,0.0011841-0.0008308i,0.001066-0.0015574i,0.00088073-0.0013934i,-0.00060207+0.00036773i,-0.00044659-0.0010138i,0.0042028-0.00031575i,0.00095854+0.00056895i,0.0006912-0.00071782i,0.0014986+0.00018371i,-0.00054028+0.00040013i,0.00095454+0.00029478i,-0.00063661-0.00025584i,-0.0023471-0.002293i,-0.00089727+0.0013476i,0.00039279-9.1418e-05i,-8.3457e-05-0.00077385i,-0.00026415+0.00013685i,-0.0006504-0.00031281i,0.00090534+0.00037712i,-0.0016212+0.0027826i,-0.0028277+0.00047409i,-0.00087448-0.00011526i,-6.4322e-05+0.0002076i,-0.0032145+0.0014313i,-0.0050543-0.0030736i,0.00011478-0.00063889i,0.00033058-1.3971e-05i,-0.0005612-6.3332e-05i,-0.0020824+0.003668i,-0.00075139-0.0013388i,-0.00093678-0.0012119i,0.00029711-0.00023851i,0.0026686-0.0041517i,-0.021575-0.004822i,0.0019451-0.013724i,0.0089998-0.024982i,-0.0093058-0.010301i,-0.0082261-0.007918i,-0.015134-0.016345i,0.010661-0.021964i,0.0010404-0.013911i,0.0051675-0.013841i,-0.0056656-0.020043i,-0.0070615+0.0085467i,0.0051217+0.0033756i,0.0036221+0.016514i,-0.0037395+0.0036936i,0.0044675+0.0011602i,0.0090126-0.0055018i,1.2453e-05+0.00048318i,0.0039412+0.0049099i,0.0011495-0.0013891i,0.00022046-0.0038803i,-0.0027181-0.0021296i,0.0050684-0.001043i,-0.0050976+0.0045918i,0.005107-0.0006708i,-0.0061445+0.002752i,0.0016015-0.0016862i,0.0022599+0.0037358i,-0.0013882+0.0010056i,-0.0044203-0.0049885i,-0.001733+0.00058588i,0.00021441+0.00070634i,-0.0017043+0.0043744i,-0.002331+0.0010427i,-0.00049971+0.0028222i,-0.00039936-9.5182e-05i,-0.012884-0.00029503i,-0.0019855-0.0023444i,-0.0024293+0.0023151i,0.00064295+0.0024388i,0.002564-0.0028302i,1.5854e-05-0.0015498i,0.0017723-0.0019199i,-0.0040739-0.0041434i,0.0051871+0.0062704i,0.0044952+0.0029843i,-0.0072735-0.018044i,-0.0094696+0.027853i,0.011338+0.022763i,-0.0095886+0.0048557i,0.0019046-0.0010398i,0.0025864-0.001821i,-0.0094914+0.006181i
