-0.023487-0.039134i,-0.0097747-0.050591i,-0.017954-0.046442i,-0.031414-0.035688i,-0.029972-0.017417i,-0.051482-0.029i,-0.061528-0.025407i,-0.046026-0.038973i,-0.030231-0.037852i,0.0077353+0.012704i,-0.0056736+0.015666i,-0.0049604+0.015269i,0.01035+0.022016i,-0.00012575+0.0053989i,0.0036447+0.0034422i,0.0075456+0.018581i,0.028347+0.040144i,-0.003222-0.0013096i,-0.004714-0.0063346i,0.00774+0.0015821i,-0.00030118-0.00098093i,-0.00089788+0.0016228i,0.00016142-0.00026869i,-0.031662-0.0015065i,-0.0019908-0.0058961i,0.0016298+0.0045639i,0.003958-0.00025528i,-0.00045148+0.00060541i,0.00062984-0.00062297i,-0.00083703-0.0028878i,-0.0019386-0.006294i,-0.004775-0.0047037i,-0.0023635-0.0054253i,0.002298-0.00066895i,0.0021963-0.0031772i,0.0026953+0.027168i,0.0015443-0.0033394i,0.0024972+0.00068312i,0.0061254+0.00088392i,-0.0116-0.0032689i,-0.0034153+0.00040057i,0.0063923+0.00067232i,0.0051265+2.1284e-05i,-0.0037973+0.0048683i,0.0027093-0.0093217i,-0.011366+0.016892i,0.034806-0.092209i,0.01208-0.071807i,-0.015942-0.060831i,-0.017568-0.056364i,0.03595-0.049653i,0.016047-0.064776i,0.034586-0.056813i,0.031439-0.060733i,0.01455-0.0135i,0.0042313+0.016972i,0.015329-0.026955i,-0.011048+0.006638i,-0.00049807+0.0058996i,-0.004899-0.00021501i,-0.0031637-0.027707i,-0.023902+0.031703i,0.010252-0.011305i,-0.012876-0.002719i,3.5551e-05-0.005199i,-0.0013717-0.01557i,-0.0075105+0.0047115i,0.0052517+0.0059439i,-0.0078874+0.030966i,0.0053461+0.0056129i,-0.0051014-0.00045023i,-0.0029645-0.00021848i,-0.012295-0.0072446i,-0.00033345-0.0043699i,-0.028529+0.0069476i,0.0002615-0.0097115i,-0.0092263-0.0015934i,-0.0069247-0.0024108i,0.0069133+0.0026363i,-0.0076399+0.001208i,-7.552e-05+5.4379e-05i,0.0063175+0.010562i,0.0040048+0.0017087i,-0.0098191-0.010183i,0.0033359+0.0080497i,-0.021751+0.0063223i,0.0085041+0.00028646i,-0.029744-0.0028354i,-0.042482+0.0036774i,0.019388-0.097575i,-0.0021501-0.012078i,-0.054623-0.021705i,-0.024586+0.0015856i,0.01839+0.010565i,-0.024797+0.013373i,-0.019321-0.01288i
0.013745-0.0092904i,0.045076-0.011622i,0.024133-0.027462i,0.011831-0.022213i,0.0152-0.041549i,-0.019342-0.023787i,-0.0086537-0.016321i,-0.0018819-0.029652i,0.0073198-0.017957i,0.0042068-0.0019792i,0.0018583-0.0051096i,-3.5789e-05-0.0054642i,-0.0011074-0.0059482i,-0.00093778-0.0030343i,-0.0013357+0.0011412i,0.0013953-0.0028597i,-0.0037309+0.0017782i,-0.00037906+0.0013563i,0.00027563+0.00042099i,0.00062146+0.0023782i,0.0015203+0.0018038i,0.001136-0.00095482i,0.0019874+0.00046855i,-0.00088272+0.002792i,-0.00075555+0.00039051i,-0.00060024+0.00044557i,-0.0015213+0.0001683i,-0.00063267+0.00036366i,8.2405e-05+5.0282e-05i,-0.00033212-0.00024619i,0.0025704-0.0018447i,0.0015558-0.00015798i,0.00049121-0.0008666i,0.00054871-0.0010917i,0.00094051+0.00063328i,0.004695-0.002055i,-4.7438e-05-5.4314e-05i,-0.00026884+0.0013905i,-0.00036727-0.00039591i,0.00043546+0.00041331i,0.0012061+0.00050787i,0.00089231+0.00058058i,-4.4855e-05-0.0028089i,3.8598e-05-0.0028882i,0.020091+0.0054714i,0.029369+0.040311i,0.037369+0.040325i,0.0492+0.028735i,0.017259-0.00056367i,0.036264-0.0016694i,0.040182+0.010029i,0.015904+0.0052869i,0.030615+0.022718i,-0.0020693+0.033811i,0.0067732-0.0046265i,0.0048639-0.0033059i,0.0065157-0.0038431i,0.0077701+0.0039494i,0.0038304+0.0062523i,-0.0059734+0.004006i,-0.0039082-0.0057626i,0.0048159+0.013187i,-0.0033156+0.0006468i,-0.00014599+0.0055266i,-0.00048875+0.0015204i,0.0027153-0.003167i,0.0064747-0.00096996i,-0.0028819-0.00056141i,0.004357-0.0024135i,-0.005732+3.4146e-05i,-0.0015854+0.00042369i,0.00029141+0.0001595i,-0.004588-0.0026769i,-0.0040751-0.0020298i,-0.0067846-0.0093414i,0.0031678-0.001753i,-0.0047348+0.0017061i,-0.0016633+0.0011483i,-0.0041928+0.0028172i,0.0072209+0.0011737i,-0.006895-0.0015082i,-0.0041036-0.0073854i,-0.0026928-0.001431i,-0.0053598-0.00060723i,0.0044415-0.0036343i,0.0060372+0.00076373i,0.00315-0.0011662i,0.0055563+0.0078911i,0.0060874+0.0055434i,0.043074+0.026184i,-0.032264-0.0037559i,-0.036814+0.018374i,-0.0098074+0.020231i,0.0024198+0.0023821i,0.0090183-0.0059833i,-0.011342-0.00026662i
0.011325-0.01115i,0.041834-0.019158i,0.018675-0.030853i,0.0077709-0.02291i,0.0066045-0.043477i,-0.021945-0.0199i,-0.011976-0.015318i,-0.0067427-0.028342i,0.0040412-0.018504i,0.0037541-0.0029525i,0.00041292-0.0057052i,-0.0012018-0.0047643i,-0.0028558-0.0048463i,-0.0015685-0.0024286i,-0.00077631+0.0014044i,0.001042-0.0031061i,-0.0023332+0.0029936i,-0.00029114+0.0013329i,0.00014622+0.0003607i,0.0013408+0.0020966i,0.0021573+0.0014894i,0.00095186-0.0011215i,0.0019779-0.00018062i,0.00097308+0.0023695i,-0.00048574+0.00059121i,-0.00024829+0.00042722i,-0.0012683+0.0010527i,-0.0004367+0.00059543i,9.5838e-05+9.8404e-05i,-0.00013972+0.00011449i,0.0015292-0.0027957i,0.0015163-0.00067871i,0.00022534-0.00091574i,3.764e-05-0.0010708i,0.0014795+0.00032843i,0.0040768-0.0029355i,-6.1831e-05+0.00016482i,0.00020907+0.0013537i,-0.00015131+7.2276e-05i,0.00030312-0.00022414i,0.0012656+0.00013545i,0.00098608+0.00018829i,-0.00071315-0.0021752i,0.00047307-0.0025093i,0.020634+0.0027346i,0.035393+0.035578i,0.042207+0.0334i,0.052511+0.019661i,0.014418-0.00014399i,0.036407-0.0076608i,0.041687+0.0028314i,0.016791-0.00085448i,0.031258+0.012105i,0.0052191+0.030386i,0.0047686-0.0057275i,0.0010315-0.0035246i,0.0041474-0.0063497i,0.0069921+0.0012312i,0.005265+0.0048145i,-0.0033317+0.0063463i,-0.0044957-0.0027245i,0.0066696+0.010985i,-0.0033762+0.0014802i,0.0027337+0.0062107i,0.00037287+0.0016956i,0.00055641-0.0035054i,0.0071221-0.0043942i,-0.0030496-9.5105e-05i,0.0036812-0.0042132i,-0.0050424+0.0028188i,-0.0014489-0.00021765i,0.00012423-0.00049221i,-0.0045442+0.00023969i,-0.0039853-0.00062732i,-0.0086443-0.0059719i,0.0018676-0.0026638i,-0.0034644+0.0027517i,-0.0016655+0.00077912i,-0.0025444+0.0038772i,0.0084045-0.0017207i,-0.0066344+0.0013723i,-0.0064377-0.0056088i,-0.0024458-0.00083955i,-0.0048488+0.0013299i,0.001659-0.0042516i,0.0062535-0.00204i,0.0031457-0.0016016i,0.0071791+0.0055737i,0.0053455+0.0049495i,0.043907+0.016622i,-0.030873+0.0027859i,-0.034758+0.026314i,-0.0062447+0.01828i,0.0036325+0.0049274i,0.0066182-0.0059719i,-0.013212+0.0020273i
0.0094322-0.012634i,0.037032-0.026002i,0.012747-0.032781i,0.0042408-0.022753i,-0.0021744-0.043725i,-0.023955-0.015976i,-0.014941-0.013505i,-0.010925-0.026678i,0.00072949-0.018882i,0.0030236-0.0036206i,-0.0015105-0.0056225i,-0.0020715-0.0038801i,-0.0039415-0.0031953i,-0.0019873-0.0017546i,-0.00043834+0.0013416i,0.00061564-0.0032815i,-0.00059626+0.0031081i,-0.00025429+0.0015776i,0.00019061+0.00053983i,0.0018955+0.001321i,0.0027936+0.00062376i,0.00063642-0.0014365i,0.0017105-0.000838i,0.0021512+0.0011793i,2.9734e-06+0.0006767i,-4.4421e-05+0.00020505i,-0.00055842+0.0015164i,-0.00032463+0.00076234i,0.00020046+0.00013173i,4.2416e-05+0.00018165i,0.00028324-0.0031841i,0.0011856-0.0012189i,-0.00020337-0.00092754i,-0.00025359-0.00088017i,0.0017936-0.00053787i,0.0033397-0.0038536i,0.00022344+0.00028763i,0.00067064+0.0012046i,0.00014027+3.6831e-05i,-0.00010019-0.00050962i,0.0013317-0.00033653i,0.00097332-0.00034004i,-0.001004-0.0015043i,0.0005394-0.0029123i,0.020972-0.00048679i,0.042188+0.028608i,0.046071+0.025935i,0.053799+0.010481i,0.013361+0.00059246i,0.035902-0.01388i,0.041413-0.0040786i,0.016609-0.0058817i,0.02873+0.0045038i,0.010221+0.027195i,0.0025012-0.0058686i,-0.0017283-0.001674i,0.00040092-0.0077536i,0.0054249-0.00058314i,0.0056706+0.0028833i,-0.00080126+0.0070473i,-0.0036796-0.00076289i,0.0072265+0.0082649i,-0.0032447+0.0034827i,0.0056262+0.0051383i,0.0010203+0.001285i,-0.0010273-0.0026776i,0.0058624-0.0069098i,-0.0028406+0.0006121i,0.0025335-0.0051794i,-0.0022003+0.0042428i,-0.0020013-0.00036095i,-0.00035322-0.00055066i,-0.0032791+0.0018724i,-0.0031977+0.0004307i,-0.0093832-0.0027652i,0.00090729-0.0032231i,-0.0021241+0.0030903i,-0.0017067+0.0011186i,-0.00050253+0.0036608i,0.0078901-0.0054436i,-0.0050828+0.003705i,-0.0078622-0.0027592i,-0.0023033-0.00056868i,-0.0038306+0.002527i,0.00016377-0.0035891i,0.0048592-0.0039818i,0.0032902-0.0023047i,0.0069471+0.0023036i,0.0053417+0.0049058i,0.044031+0.0090155i,-0.027534+0.0078394i,-0.029076+0.033397i,-0.0044094+0.016467i,0.0066573+0.00559i,0.0044318-0.0048263i,-0.013246+0.0050154i
0.0073111-0.014495i,0.031114-0.031058i,0.0071885-0.033984i,0.0014084-0.022839i,-0.010745-0.041651i,-0.02537-0.011979i,-0.017672-0.011021i,-0.01491-0.024448i,-0.0023632-0.018329i,0.0021058-0.004176i,-0.0031694-0.0043267i,-0.0024287-0.0030922i,-0.0041444-0.0014786i,-0.0022129-0.001185i,-8.0332e-05+0.0015571i,5.8398e-05-0.0033732i,0.00043271+0.0025012i,0.00019041+0.0020456i,0.00047976+0.00072361i,0.0020055+0.00047405i,0.0028339-0.00051645i,4.4784e-06-0.0016381i,0.0012027-0.0012557i,0.0024965-0.000627i,0.00057002+0.00051641i,-0.00016792+9.7642e-05i,5.1074e-05+0.0015769i,4.1607e-05+0.00092197i,0.00030314+5.7506e-05i,0.00014166+0.00012699i,-0.00099573-0.0030403i,0.00068687-0.0015244i,-0.00047461-0.00065075i,-0.0005062-0.00075183i,0.0014471-0.0016332i,0.0023883-0.0046418i,0.00043321+0.00011201i,0.0010845+0.00095317i,0.00019818-9.8298e-05i,-0.00056585-0.00064986i,0.0010966-0.00077093i,0.0004958-0.00062049i,-0.0010877-0.00082443i,0.00011427-0.003028i,0.020877-0.0040487i,0.047143+0.018404i,0.049014+0.017909i,0.053988+0.0020536i,0.013933+0.0018795i,0.034008-0.020916i,0.040244-0.010871i,0.015368-0.01124i,0.026228-0.00057199i,0.015902+0.023561i,0.00090134-0.0051336i,-0.0029315+0.0008637i,-0.0039419-0.0076036i,0.0038973-0.0015174i,0.0053853+0.0016184i,0.0013238+0.0070305i,-0.0025955+0.00053665i,0.0068873+0.0052777i,-0.00079069+0.0052927i,0.0080485+0.0026634i,0.001671+0.00098116i,-0.0018536-0.0014351i,0.0037708-0.0092067i,-0.0022782+0.00087256i,0.0011446-0.0061613i,-0.00033767+0.0031833i,-0.0028114-3.9747e-05i,-0.00044365-0.00047875i,-0.0018548+0.0031376i,-0.0024966+0.0008727i,-0.0088765+0.00059387i,-0.00036435-0.0037315i,-0.00078147+0.0028288i,-0.001507+0.0011143i,0.00075449+0.0026291i,0.0057251-0.009043i,-0.0025532+0.004953i,-0.0072592+0.00011536i,-0.0025616-0.00030331i,-0.0030474+0.0036169i,-0.00081638-0.0028346i,0.0032414-0.0046517i,0.003168-0.0035639i,0.0055465+0.00081026i,0.0059174+0.0047464i,0.042967+0.0014944i,-0.024458+0.0093302i,-0.021229+0.03785i,-0.0023687+0.015905i,0.0089593+0.0046512i,0.0039159-0.003207i,-0.012019+0.0072141i
0.0044869-0.016199i,0.024937-0.034486i,0.001354-0.03433i,-0.0018396-0.023018i,-0.017659-0.03813i,-0.026291-0.0080193i,-0.019654-0.0076446i,-0.018263-0.021624i,-0.0048771-0.017457i,0.00090782-0.0042051i,-0.003687-0.0027142i,-0.0028937-0.0024574i,-0.0037656-0.00018878i,-0.0025525-0.00041037i,0.00063722+0.0017173i,-0.0007437-0.0032656i,0.00093604+0.0021344i,0.0011387+0.0020875i,0.00078728+0.00054286i,0.0016853-0.00026395i,0.002377-0.0014745i,-0.00054872-0.0016322i,0.00075374-0.0014388i,0.0014313-0.0019542i,0.00074345-3.4081e-05i,-0.00032024+0.00012417i,0.00066304+0.0014688i,0.00047812+0.00088142i,0.00029983-0.00011244i,0.00025499+2.0236e-05i,-0.0020183-0.0024646i,0.00021369-0.0016352i,-0.000698-0.00041497i,-0.00072689-0.00043147i,0.00023178-0.0021799i,0.0012527-0.0052123i,0.00041536-0.00013278i,0.0013871+0.00034223i,0.00037005-0.00023961i,-0.0011174-0.0005242i,0.00062271-0.0011492i,0.00015846-0.00043045i,-0.00092502-0.00039863i,-0.00021732-0.0028156i,0.020526-0.0080732i,0.048144+0.0076581i,0.050411+0.0093594i,0.053732-0.0070541i,0.016627+0.0025609i,0.030171-0.027849i,0.037864-0.017116i,0.012217-0.015769i,0.023204-0.0041522i,0.020952+0.017535i,5.174e-05-0.005114i,-0.0024844+0.004034i,-0.0083998-0.0050534i,0.0022344-0.0020096i,0.0050771+0.00061799i,0.0032683+0.0064404i,-0.00139+0.00085937i,0.005179+0.0036423i,0.0020995+0.0043006i,0.0092997-0.0013951i,0.0022374+0.00023353i,-0.0018362+0.00025495i,0.0002608-0.011215i,-0.0024058+0.0013019i,-0.00075752-0.0067242i,-0.00013821+0.0027478i,-0.0032894+0.00093441i,-0.00055787-0.00050112i,0.0011237+0.0034069i,-0.0020655+0.00059561i,-0.0069547+0.0033458i,-0.0022028-0.0036929i,0.00011912+0.0020273i,-0.0014019+0.0012204i,0.0011836+0.0014692i,0.0019784-0.011565i,-0.00014185+0.0045333i,-0.0059127+0.0015744i,-0.0025204+0.00016101i,-0.0013089+0.0048803i,-0.0013464-0.0016677i,0.0015478-0.0050616i,0.0019611-0.0046364i,0.0042734+0.00015878i,0.0066629+0.0038036i,0.040993-0.0051965i,-0.024685+0.009567i,-0.0134+0.038635i,0.00018604+0.014138i,0.010498+0.0024044i,0.0042981-0.0024691i,-0.0099441+0.0088543i
0.0016044-0.017216i,0.019102-0.036898i,-0.0042445-0.033554i,-0.0053443-0.022461i,-0.024121-0.034039i,-0.026557-0.0041123i,-0.020522-0.0040877i,-0.021073-0.018634i,-0.006962-0.016671i,0.00030922-0.0038492i,-0.0035613-0.0014253i,-0.0032039-0.0014995i,-0.0032797+0.00092562i,-0.00235+0.00063384i,0.0013512+0.001243i,-0.0013758-0.0026839i,0.0015502+0.0018383i,0.0018746+0.001461i,0.00092219+0.00032672i,0.0012874-0.00059907i,0.0017445-0.0021639i,-0.0011173-0.0014629i,0.00024379-0.0016549i,0.00025685-0.002395i,0.00038178-0.00038799i,-0.00041501+0.00043064i,0.0012844+0.0010809i,0.00076079+0.00060936i,0.0002197-0.00023042i,0.00016132-4.1496e-05i,-0.0028424-0.0015839i,-0.00034568-0.0016005i,-0.00077953+0.00010405i,-0.00064364-0.00011999i,-0.0005017-0.0017209i,-8.2425e-05-0.005397i,0.00037425-9.8564e-05i,0.0012094-0.00023806i,0.00041773-0.00058906i,-0.0014989-2.651e-05i,0.00011251-0.0012316i,0.00017568-0.00031556i,-0.00065073-1.3139e-05i,-0.00056482-0.0029241i,0.019031-0.013088i,0.046794-0.0025694i,0.050332+0.00085345i,0.050841-0.016837i,0.020692-0.0002141i,0.024112-0.033395i,0.03468-0.022647i,0.008927-0.018529i,0.021017-0.0055166i,0.023501+0.010032i,-0.0016577-0.0050848i,0.00036943+0.0060771i,-0.010921-0.00038073i,0.000743-0.0019042i,0.0044974-0.00024859i,0.00444+0.0052149i,-0.00070715+0.00043777i,0.0040814+0.0030448i,0.0026786+0.002714i,0.0075552-0.0054052i,0.0023446-0.00102i,-0.00023661+0.0013646i,-0.0048806-0.010087i,-0.0020722+0.0025251i,-0.0034119-0.0063661i,0.0012786+0.0030205i,-0.0033882+0.002341i,-0.00069301-0.00048032i,0.0037419+0.00049632i,-0.0019814+0.00042289i,-0.003908+0.0042674i,-0.0040444-0.0025753i,0.00023029+0.001076i,-0.0016005+0.001321i,0.0012426+0.00034699i,-0.0029528-0.012522i,0.001567+0.0031294i,-0.0049851+0.0022585i,-0.0026186+0.00060083i,0.0011003+0.0049762i,-0.00096836-0.00060234i,4.2107e-05-0.0044492i,0.00056033-0.0049987i,0.0030077+9.7403e-05i,0.0069385+0.0026424i,0.038107-0.010625i,-0.026422+0.012302i,-0.0072578+0.038098i,0.0016783+0.011252i,0.0111-0.00021422i,0.0045019-0.0029057i,-0.0077319+0.008975i
-0.0016492-0.018027i,0.01335-0.03861i,-0.0094713-0.032032i,-0.0083737-0.021418i,-0.029586-0.028405i,-0.026345-0.0002821i,-0.020708-0.0008929i,-0.023584-0.015238i,-0.0092121-0.01623i,4.8034e-05-0.0036721i,-0.003159-0.00044178i,-0.0031462-0.00039197i,-0.0023882+0.0018617i,-0.0017173+0.0013327i,0.001656+0.00060764i,-0.0015684-0.0020488i,0.0020991+0.0012005i,0.0021566+0.00064932i,0.0010596+0.00014743i,0.0010329-0.00076728i,0.00082027-0.0026381i,-0.0016718-0.00095431i,-0.00029438-0.0014689i,-0.00056638-0.0021684i,0.00023318-0.00043789i,-0.00016114+0.00076155i,0.0015277+0.00037816i,0.00092509+0.00028685i,0.00012219-0.00028221i,0.00018396+0.0001851i,-0.0031803-0.00046524i,-0.00082224-0.0012516i,-0.00048458+0.00049688i,-0.00052729+3.6361e-05i,-0.00081074-0.0014659i,-0.0014072-0.0051081i,0.00047035-0.00026605i,0.00095358-0.00055095i,0.00014496-0.00064934i,-0.0016098+0.00061947i,-0.00030966-0.0012228i,0.00010651-0.0003498i,-0.0002911+0.00023833i,-0.0012491-0.0026297i,0.015491-0.017377i,0.04306-0.011395i,0.048674-0.0073187i,0.04526-0.025089i,0.0224-0.0055531i,0.017347-0.037038i,0.031136-0.027639i,0.0059257-0.021073i,0.021147-0.0065605i,0.02412+0.0031328i,-0.0037097-0.0044506i,0.0035529+0.0055828i,-0.010701+0.0052193i,-0.00044355-0.001493i,0.0039813-0.00071666i,0.0052139+0.0043911i,-0.00052007+7.4631e-05i,0.002797+0.0030979i,0.0030606+0.0021642i,0.0041527-0.0076944i,0.0015181-0.0021041i,0.0011709+0.00090103i,-0.0078784-0.0062347i,-0.00051696+0.0032465i,-0.0053595-0.0044355i,0.0024627+0.0016995i,-0.0025622+0.0040122i,-0.00086476-0.00050134i,0.0031745-0.0029739i,-0.0022052+0.00059019i,-0.0018259+0.0033052i,-0.0047286-0.0009067i,-0.00025822+0.00041724i,-0.00166+0.0017941i,0.00053751-0.00070782i,-0.0084789-0.010434i,0.0020307+0.0012065i,-0.0044118+0.0028742i,-0.0025713+0.0015355i,0.0031434+0.0038289i,-0.00044232-0.00056415i,-0.00048122-0.0032389i,-0.0007011-0.0050111i,0.0016413+0.00071385i,0.0068668+0.0015379i,0.036087-0.015177i,-0.02726+0.017479i,-0.0016425+0.036879i,0.0014118+0.0080555i,0.010412-0.0034026i,0.0040258-0.0028827i,-0.0064198+0.0081009i
-0.0055726-0.01801i,0.0076424-0.039627i,-0.01446-0.029751i,-0.011311-0.020416i,-0.033274-0.02196i,-0.025681+0.0033599i,-0.020491+0.0021541i,-0.025493-0.011346i,-0.011804-0.01528i,-0.00037477-0.0037881i,-0.002479+0.00025318i,-0.0025593+0.00042478i,-0.001282+0.0023704i,-0.0010205+0.0016176i,0.0018145+3.7678e-05i,-0.0015119-0.0016247i,0.002313+0.0007247i,0.002234-0.00019039i,0.0011439-0.00020942i,0.00082902-0.00098915i,-0.00036337-0.0025894i,-0.0018684-0.000235i,-0.00060967-0.0011939i,-0.0011327-0.0018224i,9.4591e-05-0.00048445i,0.00017826+0.00084095i,0.0012794-0.00021905i,0.0010244-0.00012713i,-5.0166e-05-0.00021008i,0.00032732+0.00020479i,-0.0031237+0.00070381i,-0.0010009-0.00080217i,2.6473e-05+0.00057462i,-0.00049895+0.00012904i,-0.0013039-0.0010173i,-0.0024892-0.0043184i,0.00025351-0.00050929i,0.0006607-0.00074685i,-1.1862e-05-0.00037375i,-0.0015007+0.0012166i,-0.00088276-0.00097228i,-9.6955e-05-0.00034685i,0.00016932+0.00027609i,-0.0016597-0.0018947i,0.01114-0.020169i,0.037614-0.01782i,0.045693-0.014658i,0.038407-0.031089i,0.021563-0.010325i,0.010118-0.039091i,0.027081-0.032479i,0.0020254-0.023268i,0.022113-0.0092891i,0.022987-0.0044419i,-0.0058764-0.0029118i,0.0055353+0.0035227i,-0.00767+0.0095857i,-0.0013628-0.00082968i,0.0033102-0.00096618i,0.006342+0.0033975i,-0.00061215-9.2428e-05i,0.0023579+0.0039486i,0.0039067+0.00097342i,0.00075617-0.0075234i,0.00052294-0.0024763i,0.001767-9.4202e-05i,-0.0083908-0.0023891i,0.0010526+0.0030096i,-0.0063142-0.0020186i,0.0020668+0.00030191i,-0.00061947+0.0049301i,-0.0012373-0.00040962i,0.00062334-0.005001i,-0.0022444+0.001035i,-0.0010755+0.0019785i,-0.004866+0.00081067i,-0.0010298+0.00046168i,-0.0013161+0.002064i,-0.00067401-0.00078974i,-0.011466-0.0059182i,0.001441-9.3032e-05i,-0.0038628+0.0032094i,-0.0018841+0.0021947i,0.0044652+0.001827i,-0.00055854-0.00032033i,-7.378e-05-0.0027766i,-0.0016516-0.0044041i,0.0018669+0.0024967i,0.0063702+0.00056129i,0.03269-0.020436i,-0.026293+0.023624i,0.003161+0.034781i,-0.00054776+0.0058758i,0.0071433-0.0053557i,0.004187-0.0033112i,-0.0066017+0.0073752i
-0.0091479-0.016598i,0.0020928-0.040288i,-0.01864-0.026477i,-0.014306-0.018776i,-0.035635-0.015757i,-0.024547+0.0070966i,-0.019694+0.0052093i,-0.026525-0.0074284i,-0.014395-0.013832i,-0.00085032-0.0036939i,-0.0017719+0.00043439i,-0.0019277+0.00096499i,-8.728e-05+0.0025724i,-0.00041168+0.0017497i,0.0016675-0.00060429i,-0.0014296-0.0015181i,0.0028633+4.871e-05i,0.0018773-0.00092048i,0.00093181-0.00062058i,0.00059599-0.0010986i,-0.0011895-0.002084i,-0.0015873+0.00042035i,-0.00074868-0.0010341i,-0.0012243-0.0014893i,-0.00016639-0.00064459i,0.00052185+0.00074853i,0.0010139-0.00054342i,0.00085278-0.00042337i,-0.00013753-8.924e-05i,0.00053598+0.00024575i,-0.0026427+0.0017465i,-0.0010472-0.00047499i,0.00028262+0.00035469i,-0.00043788+0.00035717i,-0.0014698-0.00024905i,-0.0031669-0.0032622i,5.2595e-05-0.00049369i,0.00031533-0.00082415i,0.00015164-0.00030763i,-0.0010597+0.0018592i,-0.0010881-0.00043444i,-3.828e-05-0.00018722i,0.00055821-1.3584e-05i,-0.0015153-0.0013017i,0.0067317-0.021781i,0.032646-0.021515i,0.04192-0.0208i,0.031257-0.034975i,0.019474-0.014169i,0.0027222-0.039166i,0.022195-0.036542i,-0.0017109-0.024174i,0.02258-0.013144i,0.018894-0.01109i,-0.0074077-0.00018512i,0.0059994+0.00094807i,-0.0035615+0.011815i,-0.0022007+0.00018498i,0.002968-0.00081821i,0.0072382+0.0018948i,-0.000674-0.00033188i,0.0029695+0.0054742i,0.0035336-0.00066417i,-0.001378-0.006306i,-0.00063611-0.0024238i,0.0017525-0.00086993i,-0.0072547+0.00065264i,0.0022602+0.00219i,-0.006156+0.0006159i,0.0015295+0.00022254i,0.0016496+0.0046355i,-0.0013866+5.1297e-05i,-0.0021347-0.0053305i,-0.0019521+0.0011688i,-0.0016202+0.0013579i,-0.0043385+0.0024792i,-0.0013597+0.0012889i,-0.0012533+0.0022653i,-0.0012912-0.00021098i,-0.011975-0.0013979i,0.00048856-0.0006651i,-0.0036896+0.0037599i,-0.0011013+0.0023375i,0.0048951-0.00062967i,-0.00014502-0.00015305i,0.00036081-0.0032963i,-0.0025166-0.0041716i,0.0031017+0.0027966i,0.0063173+0.00010494i,0.029278-0.024373i,-0.022544+0.03111i,0.0072915+0.032526i,-0.0030479+0.0057668i,0.0038413-0.004557i,0.0033646-0.0041911i,-0.0069586+0.0074161i
-0.011855-0.014666i,-0.0039407-0.040927i,-0.021997-0.023227i,-0.016997-0.016658i,-0.037133-0.008964i,-0.022398+0.010568i,-0.018349+0.008007i,-0.027221-0.0036402i,-0.016902-0.011908i,-0.0011714-0.0038451i,-0.0013922+0.00038283i,-0.0011091+0.0012143i,0.0011724+0.0023113i,0.00040927+0.0016332i,0.0012712-0.0011696i,-0.0015543-0.0015478i,0.0030921-0.0012149i,0.0012289-0.0013226i,0.00062539-0.00079245i,0.00050646-0.001224i,-0.0017555-0.0013696i,-0.0012152+0.00079822i,-0.0010368-0.00095561i,-0.0011367-0.0015949i,-0.00051768-0.00058974i,0.00079536+0.00055153i,0.00062176-0.00081212i,0.00065025-0.00057201i,-0.00013071+3.9527e-05i,0.00081779+0.00017845i,-0.0018309+0.0026413i,-0.0011039-0.00013402i,0.00046813+0.00010674i,-0.0001974+0.0004784i,-0.0010955+0.0002862i,-0.0035095-0.0022183i,3.1871e-05-0.00034855i,0.00010295-0.00073099i,0.00012285-0.00054295i,-0.00033958+0.0021142i,-0.00093891+6.0149e-05i,-2.4328e-05-0.0003982i,0.00061598-0.0005747i,-0.0012535-0.0011105i,0.0022552-0.022642i,0.029299-0.025142i,0.037673-0.026255i,0.024337-0.036954i,0.017693-0.016844i,-0.0042968-0.037085i,0.016839-0.040192i,-0.0047402-0.024975i,0.021929-0.018223i,0.013143-0.014526i,-0.0070977+0.0035802i,0.0052755-0.0015728i,0.0004027+0.01207i,-0.0024585+0.0014811i,0.0033326-0.00089048i,0.0077604-0.00029881i,-0.001093-0.00056359i,0.0055368+0.0060621i,0.0025459-0.00091122i,-0.0026607-0.004715i,-0.0014792-0.0018399i,0.0017494-0.0015211i,-0.0059327+0.0024621i,0.0030281+0.00095837i,-0.0049891+0.0026081i,0.0019+0.00055741i,0.0032395+0.0033822i,-0.0012725+0.0002684i,-0.0049801-0.0042765i,-0.0020524+0.0014575i,-0.0019418+0.0019333i,-0.0032308+0.0037772i,-0.00075085+0.001965i,-0.0010279+0.0029355i,-0.0012836+0.00034183i,-0.011172+0.0021404i,-0.00030958-0.0007054i,-0.0029664+0.0049953i,-0.00063525+0.0024235i,0.0041181-0.0032664i,0.00013185-0.00080324i,4.4894e-05-0.0041608i,-0.003497-0.0034129i,0.0044159+0.0021876i,0.0066885-0.00063135i,0.025122-0.027883i,-0.014482+0.036427i,0.011633+0.029384i,-0.0044873+0.0069194i,0.0020921-0.0023617i,0.0019865-0.0041247i,-0.0072743+0.0079221i
