-0.0082605-0.039577i,-0.012717-0.043523i,0.00033081-0.04609i,-0.027068-0.027586i,-0.020335+0.014155i,-0.033514-0.030731i,-0.060424-0.059062i,-0.022237-0.071545i,-0.038101-0.054863i,0.0019968+0.014569i,-0.0075353+0.010525i,-0.014552+0.013487i,0.0022492+0.015986i,-0.0036978-0.0032942i,0.00066624+0.0064959i,0.001091+0.037757i,0.020329+0.057577i,0.00093224-0.00034476i,-0.0054655-0.0083273i,0.008498+0.003996i,0.0016118+0.0010979i,-0.00069133+0.0038251i,7.9961e-05-0.0011598i,-0.034931-0.0091589i,-0.0031219-0.0072848i,-0.00044738+0.0045277i,0.0052278-0.00082508i,0.0001491+0.00078811i,1.4498e-05-0.001134i,-0.00026594-0.0026499i,-0.0012859-0.0052968i,-0.0024493-0.0041512i,-0.0006525-0.0078097i,0.0032619-0.0012024i,0.0030912-0.0027436i,-0.0010103+0.034407i,0.0061595-0.0045145i,0.0033696-0.0019374i,0.004792-0.00044793i,-0.026887-0.0008797i,-0.00012206+0.00016177i,0.0079555+0.00043542i,0.0061676-0.00032523i,-0.0032762+0.0038431i,0.0027259+0.0017529i,-0.0030495+0.0073154i,0.012912-0.088511i,-0.0077122-0.048018i,-0.02477-0.039174i,-0.02094-0.041528i,0.061584-0.01962i,0.025922-0.063031i,0.038095-0.045524i,0.028944-0.05704i,0.01856-0.016211i,0.0086429+0.009602i,0.023979-0.030615i,-0.0079525-0.0043545i,0.0024938-0.0027574i,-0.00482-0.0059554i,0.00081626-0.032409i,-0.02405+0.031101i,0.0079378-0.010573i,-0.011102-0.0011509i,-0.0052327-0.0011323i,-0.001705-0.013706i,-0.010297+0.0044898i,0.0037899+0.0080948i,-0.0082514+0.030996i,0.0055926+0.0073311i,-0.0050456-0.0013964i,-0.0021268-0.0020117i,-0.010989-0.0075305i,0.00059541-0.0036869i,-0.035879+0.0021272i,0.0018381-0.01298i,-0.0088434-0.0017638i,-0.0064197-0.0027297i,0.0064859+0.0015747i,-0.0091671+0.0016516i,0.0013287+0.00079685i,0.0050799+0.0087559i,0.0046355+0.00027681i,-0.0089436-0.0088353i,0.0028337+0.0088513i,-0.017595+0.0052804i,0.0070884+0.002855i,-0.029513-0.0078296i,-0.034042+0.0035133i,0.023923-0.078431i,0.01195-0.010646i,-0.044617-0.026449i,-0.023311-0.0036326i,0.018263+0.01204i,-0.027159+0.012825i,-0.011622-0.0085353i
0.0087829+0.016637i,0.040168-0.0094484i,0.024867-0.032598i,-0.0027699-0.013134i,-0.0084722-0.016372i,-0.0089518-0.022826i,0.015097-0.016844i,0.029431-0.013691i,0.00722-0.014085i,0.0068099-0.0014584i,0.0019149-0.0032126i,-0.0018536-0.0016681i,0.0015114-0.0026449i,6.0574e-05-0.0017777i,-0.0019012-0.0015683i,0.0054577-0.0052536i,-0.0046372+0.0009203i,-0.0019587-0.00044325i,0.0012832+0.00040059i,0.0013043+0.0013585i,0.00024193+0.0021601i,-0.00062084+0.00074992i,0.0015284+0.0018277i,-0.00025336+0.0026277i,-0.0016974+0.0008491i,-0.00049479+0.0012285i,-0.0012363+0.0002848i,0.00073812-0.00046732i,-0.00019481+0.00018446i,-0.00051113-0.00063734i,0.0014701+9.3536e-05i,0.0018882+0.00010473i,0.0016124-0.00030138i,8.4697e-05-0.00066553i,0.0016522-0.00028938i,0.0038655-0.0017114i,-0.0012977+0.0015721i,0.00030398+0.00024034i,-0.00018711-7.7066e-05i,-0.0010872-0.0021657i,0.0023184+0.00081034i,0.0017882+0.00095769i,0.0052981-0.0070516i,0.00214+0.00075118i,0.010064+0.012718i,0.016693+0.025529i,0.042284+0.018072i,0.025606+0.002709i,0.00089404-0.016171i,0.018851-0.00315i,0.022548+0.015024i,0.017829+0.017524i,0.017922+0.025298i,-0.0058639+0.031711i,0.0013136-0.0053759i,0.0019333-0.0035388i,0.0046355-0.0060586i,0.0087056-0.0015343i,0.001409+0.0041093i,-0.010049+0.0077484i,-0.0052327-0.0076738i,0.0032458+0.014448i,-0.0027542-0.0016822i,0.00079317+0.0020142i,-0.00092267+0.00095434i,0.0017221-0.0033401i,0.0062173-0.0025204i,-0.0037914-0.00038131i,0.0044305-0.0015021i,-0.0067194+0.00045393i,-0.0016587+0.0011253i,0.00036609+0.00012299i,-0.0059312-0.0020478i,-0.0035471-0.0024691i,-0.014215-0.010796i,0.0033195-0.0026068i,-0.0036234+0.0011932i,-0.00091353+0.0014109i,-0.0045304+0.0030398i,0.0056177+0.0019869i,-0.0088672-0.0015398i,-0.0010742-0.0049368i,-0.0025067-0.00057594i,-0.0053634-0.00051285i,0.0052379-0.0041728i,0.003366+0.0024159i,0.0021664-0.0024767i,0.0036092+0.0097289i,0.0059187+0.0023679i,0.027401+0.022895i,-0.022618-0.002102i,-0.026384+0.015514i,-0.0054085+0.014299i,0.00098665+0.00047763i,0.0060034-0.0084872i,-0.009399+0.0034868i
0.01095+0.015338i,0.037819-0.015944i,0.018309-0.03587i,-0.0054508-0.011694i,-0.012415-0.014982i,-0.012412-0.020698i,0.010318-0.020249i,0.026229-0.018021i,0.0045559-0.014203i,0.0061768-0.0033001i,0.00070875-0.0039142i,-0.0020573-0.00080483i,0.00023289-0.0025271i,-0.00013936-0.0015804i,-0.0021157-0.00098397i,0.0041524-0.006286i,-0.0033102+0.0023773i,-0.0021112+6.0572e-05i,0.000927+1.6695e-05i,0.0016618+0.00082595i,0.0010266+0.0021773i,-0.00037848+0.0011856i,0.0021167+0.001249i,0.0013136+0.0027831i,-0.0008513+0.0014072i,0.00010483+0.0012214i,-0.0010362+0.00088408i,0.0004664-0.00020162i,-2.3123e-05+0.00043367i,-0.00031068-6.1737e-05i,0.0012893-0.00067671i,0.0019438-0.00067764i,0.001592-0.00073781i,-0.00026914-0.00044969i,0.0020961-0.0012123i,0.0032729-0.0026668i,-0.00056165+0.0021595i,0.00026048-4.3495e-05i,0.00019493+0.00010783i,-0.0024315-0.0022882i,0.002313-2.2362e-05i,0.0017743+0.00010652i,0.0021718-0.0070136i,0.0031095+0.00016827i,0.011941+0.010996i,0.020251+0.022734i,0.043558+0.011174i,0.02595-0.002883i,-0.0031247-0.012859i,0.02083-0.0072869i,0.026342+0.0093107i,0.021691+0.009738i,0.019646+0.015553i,0.001842+0.028485i,-0.00027415-0.0051i,-0.0011561-0.0034998i,0.0020247-0.007787i,0.006194-0.0038713i,0.0021936+0.0033754i,-0.0053181+0.011012i,-0.0060769-0.0036379i,0.0058478+0.012501i,-0.003433-0.00058276i,0.0019299+0.002461i,0.00017923+0.001374i,-0.00027672-0.0034556i,0.0058607-0.005504i,-0.0042705+0.00059745i,0.0043958-0.0034644i,-0.0055827+0.00344i,-0.0016811+0.0004499i,4.7589e-05-0.00062558i,-0.0051103+0.0013664i,-0.0039425-0.0013537i,-0.015311-0.0041419i,0.0016255-0.0036323i,-0.0021478+0.0020454i,-0.0011516+0.00075903i,-0.0029344+0.0042245i,0.0067914-0.00032979i,-0.0085017+0.0019923i,-0.0028542-0.0042274i,-0.0020212-0.00019523i,-0.0048888+0.0015885i,0.0024272-0.0047554i,0.0043949+0.00040371i,0.0016866-0.0025689i,0.0057863+0.0076435i,0.0049293+0.0011942i,0.028108+0.015362i,-0.021849+0.0027688i,-0.024835+0.022334i,-0.0026649+0.011795i,0.0021416+0.00337i,0.0030674-0.0068383i,-0.01082+0.0054384i
0.013467+0.013365i,0.033935-0.022408i,0.011148-0.037687i,-0.0071716-0.0097881i,-0.016227-0.012744i,-0.015503-0.018146i,0.0051098-0.022255i,0.022897-0.021814i,0.0018633-0.01411i,0.0047243-0.0047308i,-0.00085406-0.0040531i,-0.0019629+0.00012571i,-0.00069686-0.0018765i,-0.00026653-0.0013968i,-0.0024832-0.00035115i,0.0025823-0.0070246i,-0.0016207+0.002621i,-0.0022359+0.00045354i,0.00061182+0.00012666i,0.0016611+8.505e-06i,0.0017649+0.0016476i,-0.00018458+0.0013039i,0.0023713+0.00046511i,0.002724+0.0018103i,0.00033468+0.0015005i,0.00060795+0.00096823i,-0.00071496+0.0014129i,0.00024185-0.00015933i,0.00090723+0.0010148i,3.4275e-05+5.3023e-05i,0.0008195-0.0011805i,0.0015453-0.0015055i,0.0012684-0.0012383i,-0.00023899-0.0001567i,0.0015329-0.002738i,0.002304-0.0035319i,0.0012763+0.0026311i,0.00016924-5.6496e-05i,0.00042048-0.00027608i,-0.0034861-0.0015779i,0.0021462-0.00087903i,0.0014596-0.00053034i,0.00026469-0.0063777i,0.0034122-0.0010618i,0.013554+0.0086577i,0.024486+0.019198i,0.044189+0.0044046i,0.024635-0.0083104i,-0.0047797-0.0089161i,0.022117-0.012507i,0.02821+0.0027292i,0.024084+0.0025047i,0.017943+0.0082589i,0.0067904+0.025543i,-0.0020758-0.0041903i,-0.0037033-0.0017641i,-0.0016664-0.0082865i,0.0030787-0.0047205i,0.0023204+0.0026278i,-0.00085387+0.011352i,-0.0051916-0.00080099i,0.0068731+0.0093999i,-0.0039183+0.0018185i,0.0031595+0.0023164i,0.00086319+0.0009326i,-0.0018336-0.0024474i,0.0041073-0.0072055i,-0.0036182+0.0017147i,0.0033626-0.0050721i,-0.0023815+0.004501i,-0.0020172+7.8632e-05i,-0.00057303-0.00054433i,-0.0034834+0.003095i,-0.0035746-0.00021984i,-0.014311+0.0013521i,0.0002194-0.004083i,-0.0010718+0.0019998i,-0.0014636+0.0010896i,-0.00081106+0.0040675i,0.0068279-0.0033168i,-0.0065444+0.0047842i,-0.0038003-0.0029427i,-0.0020597-0.00014185i,-0.0037584+0.0027525i,0.00095642-0.0043201i,0.0039394-0.0011989i,0.0016382-0.0026894i,0.0059641+0.004304i,0.0040437+0.00060502i,0.028152+0.0096963i,-0.019452+0.0065258i,-0.01935+0.028909i,-0.0020434+0.0096267i,0.0050778+0.0044203i,0.0012714-0.0053334i,-0.010249+0.0080096i
0.015409+0.010403i,0.028933-0.027502i,0.004549-0.038316i,-0.0078444-0.0083981i,-0.01925-0.0088441i,-0.017952-0.015194i,-0.00041992-0.022695i,0.019-0.025065i,-2.5348e-05-0.013641i,0.0029902-0.0054081i,-0.002424-0.0030928i,-0.0014117+0.00056796i,-0.0010031-0.0010396i,-0.00043406-0.0014898i,-0.0023472+0.00074796i,0.00083559-0.0073676i,-0.0008309+0.0022542i,-0.0028492+0.0019149i,0.00075573+0.00043563i,0.0013213-0.00059921i,0.0021984+0.00082339i,-0.0001326+0.0014462i,0.0022025-0.00029007i,0.003473+8.2942e-06i,0.001401+0.00094915i,0.00085177+0.00066218i,0.00020897+0.00136i,0.00045649-0.00014712i,0.0007466+0.00089373i,0.00015259-0.00012883i,0.0002986-0.0015355i,0.00069912-0.0019198i,0.0006519-0.0016596i,-0.00014422-0.00025135i,-0.00011688-0.0037229i,0.0013034-0.0040415i,0.0024309+0.0010258i,0.00020617+1.083e-05i,0.00047514-0.00063585i,-0.0043882-0.00049748i,0.0014571-0.0014545i,0.00096782-0.000768i,-0.0011636-0.0054619i,0.0029142-0.0019131i,0.014837+0.0052597i,0.028214+0.013705i,0.04401-0.0025989i,0.02277-0.012529i,-0.0038551-0.0048674i,0.0214-0.019345i,0.028497-0.0038226i,0.02457-0.0054498i,0.015722+0.0035708i,0.012553+0.021685i,-0.0028244-0.0025477i,-0.0050454+0.0009386i,-0.0056227-0.0075367i,0.00071561-0.0044829i,0.0022021+0.0024321i,0.0023981+0.010598i,-0.003593+0.0010595i,0.0065779+0.0064827i,-0.0015654+0.0041462i,0.0044703+0.0015071i,0.001593+0.00051818i,-0.002582-0.0010053i,0.0021856-0.0085858i,-0.0026195+0.0022129i,0.0017259-0.0063674i,-0.00056778+0.0035774i,-0.0026174+0.00017041i,-0.00068745-0.00037816i,-0.0015019+0.004497i,-0.0029766+0.00043109i,-0.011423+0.0060766i,-0.0014718-0.004514i,-0.00018846+0.0014956i,-0.0014076+0.0011627i,0.00049377+0.0029878i,0.0055265-0.0065723i,-0.0033069+0.0064817i,-0.0039691-0.0013002i,-0.0021946+0.00020173i,-0.0027105+0.0037782i,-0.00020829-0.0036025i,0.003097-0.0019209i,0.0015039-0.0034018i,0.0047039+0.00331i,0.0035872+0.00043004i,0.027636+0.0042089i,-0.017044+0.0076051i,-0.011264+0.031857i,-0.0011136+0.0089984i,0.0072831+0.0039819i,0.00067117-0.0033651i,-0.0086177+0.010047i
0.016402+0.0070453i,0.023296-0.031055i,-0.0021366-0.037663i,-0.009009-0.0076651i,-0.020297-0.0047234i,-0.019924-0.011966i,-0.0052797-0.02163i,0.014864-0.027616i,-0.0010962-0.013196i,0.0012005-0.0053258i,-0.0029399-0.0016119i,-0.0011508+0.00077888i,-0.00088945-0.00041683i,-0.0010923-0.0012417i,-0.0014806+0.0016281i,-0.00099025-0.0068858i,-0.00022194+0.0022663i,-0.001598+0.0035797i,0.0010428+0.00024933i,0.00074764-0.001003i,0.0022964-6.3794e-05i,0.00025635+0.00148i,0.0019004-0.00092238i,0.0028168-0.0018066i,0.0016451-0.00027537i,0.00098838+0.00033336i,0.00074412+0.0011669i,0.00056173-0.00043628i,0.00082982+0.00045611i,-1.0128e-05-0.00027027i,-0.00030878-0.0016406i,-2.8364e-05-0.0019443i,-0.00025215-0.0016513i,-0.00021335-0.00015906i,-0.0022586-0.0030139i,0.00031255-0.0041708i,0.0025945+0.00010197i,0.00026795-0.00024705i,0.0005931-0.0011421i,-0.0049108+0.00086322i,0.00061164-0.001635i,0.00065746-0.00074027i,-0.0022485-0.0044638i,0.0024611-0.0023445i,0.015702+0.0015479i,0.029987+0.0069256i,0.042414-0.0096854i,0.022578-0.019791i,-0.0004164-0.0019869i,0.018055-0.0262i,0.027362-0.0095959i,0.022744-0.012946i,0.012753+0.0010064i,0.017072+0.016064i,-0.0027619-0.0020472i,-0.004569+0.0042874i,-0.009843-0.0045916i,-0.00094877-0.003697i,0.0023665+0.0022799i,0.0052122+0.0089902i,-0.0018174+0.0014656i,0.0053539+0.0047761i,0.0014862+0.0034097i,0.0056448-0.0004793i,0.0021141-0.00041002i,-0.0022161+0.00084638i,-0.00086913-0.010467i,-0.0024213+0.0028916i,-0.00032991-0.0073563i,-0.00033116+0.0030988i,-0.0032693+0.00090819i,-0.00076687-0.00031385i,0.0020501+0.0045504i,-0.0027019+0.00026519i,-0.0067829+0.008999i,-0.0040194-0.0042831i,0.00036309+0.00067323i,-0.0013969+0.0012312i,0.0010628+0.0019111i,0.002971-0.0091568i,-0.00020243+0.0060498i,-0.003113-0.00028475i,-0.0019633+0.00065227i,-0.0011562+0.0046157i,-0.00087602-0.0024338i,0.0021213-0.0023301i,0.00039465-0.0038192i,0.0041032+0.0028462i,0.0030765+0.00017472i,0.026272-0.0006026i,-0.018114+0.0074403i,-0.0041505+0.030572i,0.000498+0.007322i,0.009341+0.0018712i,0.0010807-0.0019099i,-0.0057992+0.010996i
0.016787+0.0039011i,0.017651-0.033505i,-0.0080411-0.035955i,-0.010084-0.0062073i,-0.020662-0.0011968i,-0.021153-0.0084842i,-0.0091992-0.019867i,0.010577-0.030147i,-0.001991-0.013673i,1.6393e-05-0.0046223i,-0.0026325-0.00027853i,-0.00070649+0.001145i,-0.00070233+0.00010067i,-0.001352-0.00044216i,-0.00051289+0.0016971i,-0.0024475-0.0055952i,0.00080674+0.0021794i,0.00012902+0.0038122i,0.0011214-3.9256e-05i,0.00019994-0.0010106i,0.0019572-0.00087508i,0.0006296+0.0014196i,0.0013046-0.001522i,0.0014805-0.0027248i,0.0010797-0.001091i,0.00099236+8.5364e-05i,0.0013364+0.00085284i,0.00036208-0.00068053i,0.0008623+0.00031911i,-0.00024443-7.232e-05i,-0.00097212-0.0014406i,-0.00066057-0.0017211i,-0.00097611-0.0012838i,-7.215e-06-6.6537e-05i,-0.0026365-0.0017036i,-0.0005441-0.0042351i,0.002704-0.00029363i,1.608e-05-0.00036933i,5.5328e-05-0.0018333i,-0.0051113+0.0023989i,-7.9841e-05-0.0015276i,0.00047965-0.00067312i,-0.0028706-0.0032494i,0.0020179-0.0028333i,0.014936-0.003082i,0.029848+2.7521e-05i,0.039727-0.016445i,0.01473-0.023342i,0.0043329-0.0028229i,0.0119-0.0315i,0.025737-0.014697i,0.019166-0.018669i,0.011165+0.0012196i,0.019232+0.0091164i,-0.0035001-0.0017376i,-0.0019669+0.0067194i,-0.012024+0.00037594i,-0.0023409-0.0027256i,0.002541+0.0021465i,0.0057909+0.0063841i,-0.00059653+0.00077872i,0.0042733+0.0038953i,0.0020837+0.0017844i,0.005239-0.0032601i,0.001833-0.0020586i,-0.00032061+0.0019836i,-0.005826-0.0091957i,-0.0012044+0.0044479i,-0.0037585-0.0076091i,0.00096442+0.0032015i,-0.0034212+0.0023517i,-0.0008467-0.00016727i,0.0049715+0.0011539i,-0.0026732+0.00040725i,-0.0010863+0.0083851i,-0.0046587-0.0032708i,0.00025498-0.00018749i,-0.0017024+0.0013496i,0.0013497+0.00090234i,-0.00098138-0.010522i,0.0021267+0.0043398i,-0.0026986-8.5721e-05i,-0.0019018+0.0010695i,0.0012836+0.0046047i,-0.00073501-0.0014744i,0.0012424-0.0020582i,-0.00049881-0.0038968i,0.0035292+0.0027133i,0.0026169+0.00012653i,0.024382-0.004235i,-0.02023+0.010598i,0.00082032+0.027942i,0.00097678+0.0043683i,0.0094688-0.00075727i,0.0015816-0.0017428i,-0.0031112+0.010359i
0.01658+0.00070239i,0.012079-0.034977i,-0.013551-0.033808i,-0.010503-0.0050133i,-0.02043+0.002537i,-0.021786-0.0050561i,-0.012589-0.01795i,0.0054658-0.031997i,-0.0038689-0.014899i,-0.00045697-0.0037897i,-0.0020481+0.00078348i,-0.00012222+0.0014256i,-0.00020315+0.00047839i,-0.0010299+0.00020356i,0.00018271+0.0014985i,-0.0028923-0.0044429i,0.0014374+0.0015722i,0.0015169+0.0032625i,0.001202-0.00020247i,-0.00018147-0.00078982i,0.0013328-0.0014744i,0.00098349+0.0014628i,0.00060915-0.0015371i,0.00029442-0.0028273i,0.00056968-0.0013029i,0.00099122-0.00016357i,0.0017056+7.9759e-05i,0.00025122-0.0007447i,0.0006681+3.7343e-05i,-0.00019304+0.0002343i,-0.0014114-0.001042i,-0.0011587-0.0012097i,-0.0010052-0.00060589i,0.00015365-0.0001903i,-0.0028242-0.00091511i,-0.0014683-0.0040833i,0.0029935-0.0010104i,-0.00021971-0.00022982i,-0.0010784-0.0015306i,-0.00398+0.0042883i,-0.00038746-0.0012421i,0.00040412-0.00068347i,-0.0030694-0.0019575i,0.0013844-0.0030771i,0.012409-0.0067004i,0.0279-0.0059794i,0.035734-0.022375i,0.0089154-0.025042i,0.0071306-0.006546i,0.004718-0.034156i,0.023816-0.019754i,0.015641-0.023787i,0.012361+0.0011628i,0.019783+0.0029941i,-0.004799-0.001333i,0.0012862+0.0070757i,-0.011293+0.0063387i,-0.0032732-0.0016055i,0.002907+0.002088i,0.0065975+0.0093273i,-0.00042457-0.00012336i,0.0029838+0.0038701i,0.0023976+0.0011082i,0.0031284-0.0050927i,0.00020143-0.0029686i,0.0013265+0.0013042i,-0.0082708-0.0051501i,0.0015708+0.004454i,-0.0068262-0.0051409i,0.0020678+0.0021608i,-0.0026905+0.0039693i,-0.00082226-0.00016241i,0.0044602-0.0028628i,-0.0026437+0.00096689i,0.0017317+0.0050431i,-0.0054038+0.00039738i,-0.00045815-0.0009003i,-0.0019111+0.0021387i,0.00097114-0.00028847i,-0.0055639-0.0095548i,0.0028878+0.0016867i,-0.0027764-0.00013102i,-0.0014462+0.0018552i,0.0031008+0.0033945i,-0.00024556-0.0016352i,0.0010918-0.0012142i,-0.0014768-0.0037855i,0.0032383+0.0030721i,0.002181+8.44e-06i,0.023521-0.0073702i,-0.02033+0.015444i,0.0040374+0.0239i,-0.00027617+0.0013742i,0.0083855-0.0037128i,0.0014306-0.0012362i,-0.0017336+0.0085693i
0.015566-0.0022171i,0.0069071-0.035645i,-0.018754-0.030532i,-0.011004-0.0043312i,-0.019195+0.0058661i,-0.021793-0.0017299i,-0.01578-0.015572i,-0.00020157-0.032952i,-0.0067931-0.015645i,-0.00059869-0.0033851i,-0.0010805+0.0014785i,0.00067874+0.0012336i,0.00037638+0.00059826i,-0.00053212+0.0005037i,0.00080515+0.0011654i,-0.0030271-0.0033735i,0.0019417+0.0010748i,0.0025099+0.0024741i,0.0012109-0.00071339i,-0.00023976-0.00052544i,0.00041612-0.0016352i,0.0015524+0.0012601i,0.00019161-0.0014895i,-0.00059602-0.0025737i,9.9087e-05-0.0014077i,0.00087075-0.00046394i,0.0014868-0.0007318i,0.00022819-0.00081043i,0.00054556+8.1141e-06i,-8.2194e-05+0.00037353i,-0.0017559-0.00052735i,-0.0013222-0.00058837i,-0.00096301-0.00033077i,7.4275e-05-0.00042404i,-0.003087+0.00023123i,-0.0022945-0.0033816i,0.002408-0.0021181i,-0.00028152-1.7035e-05i,-0.001253-0.00053097i,-0.0026043+0.0054584i,-0.00073647-0.00090987i,0.00013611-0.00083234i,-0.0027254-0.00090063i,0.00066935-0.0029467i,0.0094735-0.0088136i,0.024659-0.010901i,0.030873-0.02692i,0.0035107-0.025259i,0.0073285-0.010228i,-0.0029557-0.034942i,0.021181-0.025195i,0.01116-0.028053i,0.014531-0.00097488i,0.018977-0.0039429i,-0.0063401-2.9239e-05i,0.0040161+0.0059599i,-0.0076101+0.010485i,-0.0036632-0.0004827i,0.0031483+0.0018376i,0.010409+0.0067024i,-0.00077916-0.00043382i,0.0027406+0.0051083i,0.0030228-4.0899e-05i,0.00092926-0.0053442i,-0.0010847-0.0024411i,0.0020433+0.00014009i,-0.0085132-0.0013882i,0.0036346+0.0029896i,-0.0082644-0.0026171i,0.00184+0.0010538i,-0.00086287+0.0049253i,-0.001098-0.00014613i,0.0017805-0.0053081i,-0.0022909+0.0015021i,0.0018546+0.0018431i,-0.0047701+0.0025698i,-0.0015616-0.0010586i,-0.0012876+0.0019731i,-0.00013466-0.00067429i,-0.0085147-0.0066078i,0.0019661-0.00013574i,-0.003121-0.00016479i,-0.00034289+0.0019495i,0.0040817+0.0016076i,-0.00058011-0.0012795i,0.0018564-0.00094147i,-0.0021085-0.002904i,0.004222+0.0033437i,0.0016169+0.0002363i,0.02153-0.011313i,-0.018787+0.020538i,0.0063144+0.022611i,-0.0033754-0.00045514i,0.0049158-0.0050269i,0.0020338-0.0012076i,-0.0018696+0.006918i
0.014273-0.0045365i,0.0017529-0.035975i,-0.022793-0.026416i,-0.011989-0.0035543i,-0.017834+0.0082479i,-0.021533+0.0016158i,-0.018096-0.01253i,-0.0058239-0.032733i,-0.01008-0.01529i,-0.00070362-0.0030625i,6.8027e-05+0.0013409i,0.0012703+0.00084613i,0.00091394+0.00051465i,-6.5438e-05+0.00066577i,0.00109+0.00057757i,-0.0029907-0.0028057i,0.0026684+0.00036958i,0.0031171+0.001164i,0.00061857-0.0011986i,-0.00013574-0.000315i,-0.00022118-0.0014594i,0.0021304+0.00057331i,-9.6689e-05-0.0014777i,-0.0010292-0.0022094i,-0.0004896-0.0014878i,0.000717-0.00076297i,0.001118-0.0011987i,-5.1066e-05-0.0006526i,0.00047009-6.0441e-05i,0.00012452+0.00064767i,-0.001881+0.00017819i,-0.0012068-0.00016721i,-0.0011339-6.1418e-05i,-0.00017515-0.00034877i,-0.0025447+0.0015393i,-0.0027274-0.0024529i,0.0013737-0.002275i,-0.00029505+0.00018813i,-0.00087209-0.00024582i,-0.00055058+0.0063432i,-0.00066876-0.00062898i,-1.4019e-05-0.00089233i,-0.0022206-0.00021669i,0.00046128-0.0028372i,0.0070283-0.0098497i,0.021367-0.013838i,0.025914-0.030188i,-0.0012102-0.02414i,0.0059085-0.013304i,-0.01059-0.032841i,0.017012-0.0304i,0.0060842-0.031269i,0.015735-0.0041873i,0.015205-0.0097079i,-0.0074929+0.00244i,0.0057322+0.0038149i,-0.003159+0.012525i,-0.0040192+0.00078304i,0.0035847+0.0017274i,0.011918+0.00243i,-0.0011028-0.00078225i,0.0038951+0.0066037i,0.0024886-0.0013954i,-0.00063535-0.0047445i,-0.0020422-0.0016348i,0.0020329-0.00083498i,-0.0072339+0.0015473i,0.0047131+0.00096444i,-0.0078331+0.0019203i,0.0015099+0.00089034i,0.0012801+0.0047475i,-0.0011661+0.00026426i,-0.0012548-0.0057779i,-0.001674+0.0013947i,0.00012916+0.00030036i,-0.0035349+0.0042194i,-0.0025807-0.00021011i,-0.00074626+0.0020645i,-0.0007367-0.00041623i,-0.0098952-0.0031909i,0.00082444-0.00079952i,-0.0037893+0.00012526i,0.00032942+0.0014986i,0.0044681-0.00023021i,-0.00039693-0.00122i,0.0027287-0.0016397i,-0.0024238-0.0025364i,0.0046827+0.0027176i,0.0016549+0.00074413i,0.019225-0.014299i,-0.0151+0.026159i,0.008112+0.019476i,-0.0069218+0.00029314i,0.0018705-0.0037692i,0.0021007-0.0017934i,-0.0025712+0.0058662i
0.013058-0.0065583i,-0.0036832-0.036203i,-0.025928-0.022401i,-0.012995-0.0022308i,-0.016507+0.010969i,-0.020263+0.0048557i,-0.019807-0.0092491i,-0.011394-0.032018i,-0.013599-0.013997i,-0.00090486-0.0027559i,0.00068913+0.00078616i,0.0017378+0.00018214i,0.001557+0.00024018i,0.00074044+0.00040641i,0.0010614+4.424e-05i,-0.0030574-0.0024997i,0.0029569-0.00095096i,0.0029129+3.0969e-05i,0.00043603-0.0010389i,0.00013407-0.00029936i,-0.00077388-0.001133i,0.0022303-0.00031752i,-0.00055468-0.0013758i,-0.0012085-0.0020885i,-0.0010095-0.0012928i,0.00039779-0.0010069i,0.00062543-0.0015139i,-0.00019164-0.00033618i,0.0005579-7.2581e-05i,0.0006362+0.00074082i,-0.0017556+0.00090304i,-0.001147+0.00017945i,-0.00094336+0.00022003i,-0.00021332-0.00023365i,-0.0013212+0.0020454i,-0.0028497-0.0016325i,0.00047031-0.0021674i,-9.0603e-05+0.00042035i,-0.00081538-0.00026059i,0.0018497+0.0058323i,-0.00059494-0.0005862i,-0.00035333-0.00098277i,-0.0014701-0.00020187i,0.00021454-0.0030537i,0.0045126-0.010812i,0.019095-0.016283i,0.02094-0.032635i,-0.0050547-0.021914i,0.0045281-0.015169i,-0.017117-0.028145i,0.011662-0.034997i,0.0017654-0.033983i,0.016257-0.0088724i,0.010079-0.012763i,-0.0069673+0.0059244i,0.006257+0.00129i,0.0011756+0.012386i,-0.0038678+0.0021436i,0.0045258+0.001335i,0.011151-0.0010694i,-0.0018973-0.0011486i,0.0069136+0.0069939i,0.0014428-0.0014593i,-0.0017221-0.0038307i,-0.002457-0.00056924i,0.0018756-0.0015355i,-0.005849+0.0035907i,0.0048065-0.0013702i,-0.0053748+0.0036074i,0.0020701+0.0012085i,0.0030426+0.0037544i,-0.0010128+0.00033608i,-0.0041313-0.0050994i,-0.0017593+0.0012616i,-0.001073+0.00064034i,-0.001629+0.0051165i,-0.0024753+0.0010474i,-0.00071537+0.0027537i,-0.00099785-0.00015588i,-0.010361+3.7042e-05i,-0.00024627-0.00078422i,-0.0044321+0.0015168i,0.00033697+0.0011285i,0.0040815-0.0028803i,-0.00067291-0.0019293i,0.0032198-0.002975i,-0.0027885-0.0019741i,0.0057199+0.0018997i,0.0021467+0.00098635i,0.016243-0.016806i,-0.0083747+0.029747i,0.0098138+0.016298i,-0.0091306+0.002735i,0.00064245-0.0012252i,0.0017445-0.0018977i,-0.0035051+0.0055915i
