-0.028842-0.042866i,-0.022137-0.022157i,-0.013593-0.037534i,-0.029514-0.021824i,-0.023367-0.0017163i,-0.01464-0.0062098i,-0.054397-0.06055i,-0.048191-0.018782i,-0.036743-0.012688i,0.012086+0.01257i,-0.0084636+0.0052324i,-0.019677+0.019083i,0.0023279+0.012598i,-0.0055819-0.0028503i,0.00039826+0.001368i,-0.0023044+0.031778i,0.028594+0.026095i,0.0026294-0.0025476i,-0.0025204-0.0072398i,0.0078886+0.0027104i,0.0025958+0.00099501i,-0.0008646+0.0042115i,-0.00034122+0.00015507i,-0.037267-0.014133i,-0.00022284-0.0083968i,0.00142+0.0023361i,0.0067335+0.00084704i,0.0020858+0.00037841i,0.0012243-0.00052107i,-0.00047697-0.0028609i,0.0015929-0.0025129i,-0.0025586-0.0063403i,-0.001082-0.0047477i,0.003194-0.00065775i,0.0046219-0.0035536i,0.0021482+0.031865i,0.0042541-0.0037658i,0.0030434-0.0015696i,0.0087897-0.0012778i,-0.0055564-0.0024487i,-0.00033862+0.00082882i,0.0098306+0.00022625i,0.0048663-0.0021152i,-0.0023523+0.0087764i,-0.017422-0.0095394i,-0.018123+0.014164i,-0.0023525-0.062914i,-0.0046958-0.026861i,-0.025517-0.0333i,-0.010336-0.027621i,0.054339-0.020952i,0.017361-0.042941i,0.024054-0.047818i,0.0046605-0.054548i,0.02691-0.021029i,0.0082102+0.0062769i,0.025525-0.033001i,-0.008333-0.0063998i,0.0032792-0.0042271i,-0.0048864-0.0073466i,-0.0017692-0.033123i,-0.019081+0.029102i,0.0090206-0.012102i,-0.0092259-0.0038988i,-0.0041109-0.0018405i,0.00096548-0.012714i,-0.010962+0.0042452i,0.0023968+0.010197i,-0.0048415+0.026249i,0.0048981+0.0025676i,-0.005597-0.0018524i,-0.0020636-0.0022324i,-0.012379-0.0073537i,-0.00057899-0.0044406i,-0.034273+0.0051036i,0.00098426-0.010866i,-0.0084444+5.4126e-05i,-0.0068895-0.0023163i,0.0050658+0.0015925i,-0.0079605-0.00044037i,0.0020648+0.0001877i,0.0046866+0.0074283i,0.0042022+0.0005916i,-0.0080801-0.011735i,0.0033044+0.0099204i,-0.013806+0.0038933i,0.0071328-0.00052705i,-0.022505-0.00086093i,-0.017771+0.0069397i,-0.012016-0.06889i,0.0072544-0.012164i,-0.049603-0.023464i,-0.020777-0.00046464i,0.017218+0.01213i,-0.02332+0.015025i,-0.020861-0.006501i
0.02844-0.027635i,0.011809-0.016253i,0.01191-0.020053i,0.0037085-0.011877i,0.001842-0.019962i,-0.0052496-0.0050918i,0.014133-0.018348i,-0.0068504-0.013697i,-0.010457-0.0098721i,0.0036762-0.0020877i,-0.0004538-0.0005534i,-0.0013624+0.0010331i,0.002816-0.00053759i,8.8645e-05-0.0007755i,-0.00040288-0.0012768i,0.0020051-0.0041579i,-0.0059809+0.00032725i,-0.00060176-0.00014558i,0.00015331-0.00025158i,0.00014614+0.0017092i,-0.00052245+0.0022601i,-0.00066713+0.00097156i,0.0012558+0.00051943i,-0.0020739+0.0032536i,-0.0001679-0.00276i,-0.00056649-0.00013623i,-0.00024371+0.00067403i,0.00090871-0.00067884i,0.0011703+9.517e-06i,0.00043751-0.001038i,0.0024443-0.0017204i,0.0033662-0.00010406i,0.0016993+0.00046537i,0.0003058-0.00082647i,0.002595-8.1018e-05i,0.005466-0.0010638i,0.001862+0.00076282i,-0.00013559-2.467e-05i,0.00031962-0.0013404i,0.00086536-0.0012782i,0.0010792+0.0020135i,0.0017901+0.0025248i,0.001108-0.002007i,0.0052594+0.0028388i,0.0018044-0.027375i,0.0078213+0.0023597i,0.020968+0.0065497i,0.0056445+0.006618i,-0.0074898-0.021498i,0.0083234+0.0082148i,0.013741+0.016823i,0.0030096+0.015326i,0.018745+0.013283i,0.0031957+0.0052372i,7.4112e-05-0.0083042i,0.0019915-0.0027847i,0.00092993-0.0050755i,0.0080547+0.00060497i,0.00096612+0.0042712i,-0.0076006+0.011537i,-0.004465-0.006593i,0.0053297+0.0095513i,-0.0035054-0.00084301i,0.0001652+0.0017116i,-0.00017472+0.0016897i,-0.0024927-0.0025231i,0.0052378-0.0031023i,-0.0055953-0.00049419i,0.0030206-0.00013089i,-0.0061236+0.0033873i,-0.0018593+6.1389e-05i,0.0010572-0.00077547i,-0.0057259-0.0012148i,-0.003724-0.00097964i,-0.010527-0.0099127i,0.0037036-0.0029707i,-0.0028773-0.00081217i,-0.0011059+0.0014099i,-0.0027758+0.0029456i,0.008998+0.0029371i,-0.0048348+0.0015648i,-0.0013879-0.0049205i,-0.0036158-0.00075394i,-0.0025308-0.0010291i,0.003052-0.0040238i,0.0035087+0.0010676i,0.0019953-0.0015584i,0.0012928+0.00656i,0.00089969+0.0048218i,0.024681-0.00565i,-0.024352-0.0021858i,-0.032367+0.021265i,-0.0047763+0.010491i,0.0012559+0.0022049i,0.0074774-0.0031351i,-0.012945-0.0017354i
0.022478-0.030799i,0.0086771-0.01871i,0.0080626-0.021651i,0.0013159-0.011569i,-0.0024204-0.020196i,-0.0055216-0.0042245i,0.0092105-0.021801i,-0.0087945-0.011871i,-0.011828-0.007828i,0.003083-0.0029975i,-0.00058989-0.00078819i,-0.0006241+0.0015085i,0.0021421-0.0013857i,0.00019405-0.00031065i,-0.00055576-0.0012177i,0.001133-0.0041741i,-0.0056523+0.0019166i,-0.00098448+1.2264e-05i,-0.00011048-0.00033571i,0.00054659+0.0015307i,0.00029079+0.0023626i,-0.00031682+0.0011046i,0.0013513+4.4051e-05i,2.492e-05+0.0032799i,-0.0010256-0.0021932i,-0.00045483+6.1688e-05i,0.00018318+0.0012304i,0.00063422-0.00080474i,0.0010789-0.00019124i,0.00016266-0.00092728i,0.0016745-0.0026443i,0.0034749-0.0012852i,0.0019055-0.00010143i,-9.9025e-05-0.00080736i,0.0029112-0.0011034i,0.0053291-0.0025041i,0.0014304-0.00046095i,-0.00017403-3.7133e-05i,0.00023096-0.0010333i,0.00041775-0.0019152i,0.0017297+0.0014906i,0.0025428+0.0014345i,0.00034762-0.0018934i,0.0064629+0.0017272i,-0.0027686-0.026377i,0.0080496+0.0022125i,0.021644+0.0033708i,0.0078623+0.0029079i,-0.012582-0.017263i,0.012512+0.0048908i,0.017207+0.012294i,0.0056647+0.010632i,0.016409+0.0044648i,0.0058438+0.0014174i,-0.002653-0.0079629i,-0.00080424-0.00352i,-0.0010212-0.0060539i,0.0061092-0.0019881i,0.0020433+0.0036258i,-0.0021574+0.014034i,-0.0057153-0.003238i,0.0067453+0.0072886i,-0.0036039+0.00065994i,0.0011533+0.0025443i,0.0010778+0.0016366i,-0.0040487-0.001527i,0.0049417-0.0062787i,-0.0057066+0.00093105i,0.003475-0.0015729i,-0.0042022+0.0064384i,-0.0013141-0.00070111i,0.00032103-0.0014923i,-0.0046066+0.0019538i,-0.0033907+8.4397e-05i,-0.012057-0.0043895i,0.0017217-0.0035733i,-0.0023987+0.00028781i,-0.0015759+0.00085503i,-0.0015401+0.0036004i,0.010815-0.00070013i,-0.0037357+0.0038215i,-0.0029645-0.0042368i,-0.0028314+8.3296e-05i,-0.0027263+0.00036028i,0.00056835-0.0037439i,0.004133-0.00064443i,0.0019437-0.0014555i,0.0023515+0.0045965i,0.00070701+0.004572i,0.021525-0.012461i,-0.023321+0.003151i,-0.028522+0.028519i,-0.0035722+0.0082175i,0.0030081+0.0042388i,0.0048422-0.0037684i,-0.014334+0.00089805i
0.017051-0.032791i,0.0046647-0.020777i,0.0038152-0.022397i,-0.00043482-0.010775i,-0.0067437-0.019494i,-0.0055781-0.0036833i,0.0040475-0.023739i,-0.010205-0.010003i,-0.012831-0.0056666i,0.0020623-0.0035887i,-0.0011312-0.00087303i,0.00021004+0.0016287i,0.0012662-0.00090537i,0.00073505-0.00010353i,-0.00078592-0.0011732i,0.0003838-0.0039697i,-0.0047737+0.0034894i,-0.0012661+0.00035878i,-0.00039093-0.00021247i,0.00084955+0.0011701i,0.001276+0.0018276i,-0.00016773+0.0010624i,0.0012579-0.00047489i,0.0016957+0.0022569i,-0.0016323-0.0017182i,-0.00027702+0.00019031i,0.00086072+0.0011264i,0.00024328-0.00084688i,0.00096167-0.00038433i,-0.00016085-0.00095513i,0.00064499-0.0031707i,0.0029584-0.0026407i,0.0018594-0.00081078i,-0.00038644-0.00056175i,0.0027353-0.002543i,0.0046639-0.0042275i,0.00094524-0.00073991i,-0.00023766+2.3365e-05i,8.4805e-05-0.0011349i,-0.0003676-0.0021688i,0.0021199+0.00068974i,0.0026191+0.00030483i,-0.00014107-0.0016441i,0.0069308-2.4484e-05i,-0.006709-0.024985i,0.0098352+0.0019773i,0.022615-2.7099e-05i,0.008421-0.00073234i,-0.015096-0.01231i,0.015794+0.00016949i,0.018965+0.0073183i,0.0073414+0.006705i,0.013816-0.001286i,0.0065453-0.0013815i,-0.0052987-0.0064632i,-0.0036968-0.0024408i,-0.0043711-0.0062195i,0.0034896-0.0033609i,0.0022833+0.0026653i,0.0028095+0.01359i,-0.0051281-0.00049581i,0.007186+0.0044156i,-0.003237+0.0028826i,0.0024408+0.0027336i,0.00165+0.0010467i,-0.0049192+0.00040907i,0.0030253-0.0080083i,-0.0047882+0.0022181i,0.0032655-0.0027834i,0.00019539+0.0071701i,-0.0017867-0.0012824i,-0.00048228-0.0013448i,-0.002705+0.0034914i,-0.0024598+0.00077467i,-0.01151+0.00019256i,0.00056769-0.0039546i,-0.0018072+0.00067158i,-0.0015776+0.0014072i,3.3141e-05+0.0034973i,0.01046-0.0051741i,-0.0015756+0.0050289i,-0.0042884-0.0030548i,-0.0024066+0.00012105i,-0.0020051+0.0012511i,-0.00010296-0.0025087i,0.0033605-0.0021589i,0.0021644-0.0015878i,0.00158+0.0029212i,0.0007654+0.0048625i,0.018201-0.016605i,-0.020499+0.0067313i,-0.021623+0.03419i,-0.0037691+0.0065218i,0.0055294+0.0039361i,0.0030241-0.0028331i,-0.013801+0.0036693i
0.011785-0.034282i,0.00017042-0.021432i,-0.00011493-0.022554i,-0.0014815-0.010289i,-0.01066-0.017443i,-0.005879-0.00336i,-0.0014275-0.024191i,-0.011141-0.0080973i,-0.013182-0.0032247i,0.00084176-0.003758i,-0.0017967-0.00027006i,0.0009718+0.0011304i,0.0012507-0.00066614i,0.001084-0.00061883i,-0.0010625-0.00092447i,-0.00036673-0.003636i,-0.0035489+0.0042704i,-0.0014933+0.0011578i,-0.00045278+0.00017426i,0.00094627+0.00068209i,0.001595+0.00084333i,-0.00015934+0.0010333i,0.00092326-0.0009034i,0.0027097+0.00027142i,-0.0019446-0.00098924i,-0.00020824+0.00018522i,0.0012124+0.00078732i,-4.8642e-05-0.00071628i,0.00088255-0.0006361i,-0.00068419-0.00072418i,-0.00056526-0.0033901i,0.0018106-0.0035654i,0.0015727-0.0015188i,-0.00046364-0.00039746i,0.0015624-0.0040845i,0.0033824-0.0057802i,0.0011825-0.00090041i,-0.0001576+0.00025383i,-0.00020678-0.0011131i,-0.0012003-0.0021532i,0.0021407-8.2733e-05i,0.0022856-0.00039833i,-0.0005636-0.001346i,0.0066495-0.001507i,-0.010153-0.023348i,0.01235-0.00036338i,0.023494-0.00392i,0.0082862-0.0037825i,-0.014619-0.0072165i,0.01713-0.0065497i,0.019423+0.0027122i,0.008203+0.0021778i,0.011669-0.0056483i,0.0073054-0.004265i,-0.0065335-0.0039189i,-0.0055387+0.00017382i,-0.0081648-0.0050385i,0.0011977-0.0035379i,0.0022531+0.0022445i,0.0068107+0.011932i,-0.0042173+0.001355i,0.0056639+0.0014862i,-0.00045422+0.0046548i,0.0037093+0.0021993i,0.0024529+0.00050342i,-0.0046019+0.0026432i,0.00072638-0.0091353i,-0.0038486+0.0028555i,0.0024396-0.0041579i,0.0032676+0.0049732i,-0.0029416-0.0012657i,-0.00080888-0.0011249i,-0.00048939+0.0044322i,-0.0016049+0.00084371i,-0.0091034+0.0044473i,-0.0013437-0.004373i,-0.0010392+0.00067909i,-0.0012965+0.0013696i,0.0010718+0.0023442i,0.0082055-0.0093554i,0.001151+0.0052144i,-0.0045095-0.0012713i,-0.0025115+0.00019952i,-0.0014249+0.0016791i,-0.00037021-0.0021381i,0.0021124-0.0025655i,0.0023707-0.0020867i,0.00088218+0.0030496i,0.0013862+0.0054316i,0.014313-0.020446i,-0.018163+0.0076833i,-0.013657+0.036168i,-0.0039431+0.0064352i,0.0066061+0.003066i,0.0026731-0.0013013i,-0.012398+0.0054106i
0.0062464-0.035106i,-0.0040759-0.020717i,-0.004208-0.022173i,-0.0028051-0.010343i,-0.013342-0.014862i,-0.0063426-0.0030949i,-0.0063978-0.022956i,-0.011642-0.006457i,-0.012727-0.0010574i,-0.00038552-0.0033969i,-0.0017597+0.00069707i,0.0012879+0.00055312i,0.0013744-0.00067779i,0.00057333-0.00086112i,-0.0011883-0.00046797i,-0.0011014-0.0030842i,-0.0027217+0.0044941i,-0.00070249+0.0017373i,-0.00036791+0.00036884i,0.00069219+0.00030721i,0.0014708+7.1059e-05i,0.00011532+0.0010498i,0.00056808-0.0010884i,0.0019591-0.0017569i,-0.0019274-0.00018772i,-0.00019645+0.0002254i,0.0014159+0.0004805i,-0.00013335-0.00057111i,0.00060755-0.00095079i,-0.00093107-0.00014637i,-0.0019259-0.0030618i,0.00048387-0.0039924i,0.00068286-0.0021446i,-0.00054224-0.00018436i,-0.00065157-0.0044975i,0.0017302-0.0065999i,0.00086855-0.0016253i,1.7899e-05+0.00026289i,-0.00035935-0.00094924i,-0.0020858-0.0017847i,0.0018769-0.0007994i,0.0020094-0.00097438i,-0.00091952-0.00090602i,0.0064387-0.0026174i,-0.012877-0.021503i,0.013382-0.0043771i,0.02377-0.0086113i,0.0081017-0.0075911i,-0.011884-0.0032148i,0.015658-0.013966i,0.019066-0.0012621i,0.0071732-0.001803i,0.0087957-0.0079846i,0.007187-0.0077646i,-0.0065822-0.0023729i,-0.0056693+0.0034706i,-0.011952-0.0014579i,-0.00068638-0.0030988i,0.0023693+0.0021186i,0.010058+0.0096421i,-0.0026409+0.0024578i,0.0035654+0.0009523i,0.0025114+0.0033337i,0.0051968+0.00080485i,0.0029403-0.00061759i,-0.0031104+0.0048229i,-0.0023937-0.010264i,-0.003261+0.0040237i,0.0011193-0.0046087i,0.003821+0.0029556i,-0.0039957-9.4461e-05i,-0.0011206-0.0009614i,0.0026134+0.0033133i,-0.0012404+0.00021888i,-0.0051278+0.0067624i,-0.0034929-0.0027151i,-0.00062213+0.00025872i,-0.0011117+0.001355i,0.00131+0.0012025i,0.0044701-0.012667i,0.0035884+0.0037051i,-0.0038073-0.00010138i,-0.0023142+0.00070477i,-0.0008776+0.0024682i,-0.0010472-0.0016025i,0.0011424-0.0025771i,0.0019796-0.0028093i,0.00069766+0.0033929i,0.0023033+0.0054281i,0.0094253-0.023073i,-0.019065+0.0077053i,-0.0068215+0.034966i,-0.0032609+0.0059492i,0.0076237+0.0021371i,0.0031882-0.00049933i,-0.010725+0.0065346i
0.0010896-0.034773i,-0.0076571-0.019226i,-0.0080578-0.020922i,-0.0044098-0.0098919i,-0.01574-0.01249i,-0.0069612-0.0027056i,-0.010042-0.021053i,-0.01214-0.0051474i,-0.011796+0.00059919i,-0.0010948-0.0026368i,-0.0011411+0.0015055i,0.0012867+9.0303e-05i,0.0013875-0.00078965i,0.00044719-0.00059999i,-0.0011206-0.00017312i,-0.0015555-0.0022346i,-0.0016957+0.0045947i,2.205e-05+0.0017207i,-0.00025797+0.00058199i,0.00046504+0.00030294i,0.0011288-0.00050243i,0.00027814+0.00084779i,0.00012024-0.0012203i,0.0006775-0.0029091i,-0.0018055-0.00013696i,-0.00019469+0.0004076i,0.0016666-5.6791e-05i,-0.00025011-0.00044495i,0.00020065-0.0010131i,-0.00087658+0.00034506i,-0.0029974-0.0021525i,-0.0011066-0.0038987i,-0.00020896-0.0022005i,-0.00043108+3.6498e-05i,-0.0022433-0.0037359i,0.0002039-0.0070429i,0.00018434-0.0017374i,6.3831e-05+0.00022074i,-0.00049358-0.00088854i,-0.0028202-0.00092388i,0.0014144-0.0012581i,0.0016661-0.0014834i,-0.0010769-0.000294i,0.0060252-0.0042413i,-0.015703-0.019751i,0.012676-0.008659i,0.022794-0.013628i,0.0053059-0.011624i,-0.007305-0.0026789i,0.010487-0.020008i,0.018573-0.0047154i,0.0057684-0.0041381i,0.0066815-0.0081562i,0.0056754-0.011212i,-0.0069729-0.00080533i,-0.0036823+0.0062571i,-0.013845+0.0036708i,-0.0025382-0.002212i,0.002628+0.0020357i,0.011724+0.0061545i,-0.00093149+0.0025394i,0.0023767+0.0010957i,0.0027739+0.0010993i,0.0053537-0.0017038i,0.0027259-0.0023596i,-4.5322e-05+0.0059945i,-0.0070873-0.0085595i,-0.0016135+0.005741i,3.947e-05-0.00368i,0.0048309+0.0017326i,-0.0044076+0.0016713i,-0.0012981-0.00061757i,0.0040359+5.9486e-05i,-0.0011868-3.3157e-05i,-0.00068564+0.0063507i,-0.0036561-0.002216i,-0.00069404-0.00021091i,-0.0013803+0.0013006i,0.001217+0.00035019i,-0.00074283-0.014141i,0.0047595+0.00095071i,-0.0034943+0.00036659i,-0.0021575+0.0011316i,0.00080614+0.0028965i,-0.00069334-0.00053221i,0.00029483-0.0020074i,0.0010674-0.003367i,0.00074212+0.0036978i,0.0029532+0.0051225i,0.0042589-0.023245i,-0.020336+0.01067i,-0.001816+0.033076i,-0.0029368+0.004702i,0.0087233+0.00038458i,0.0035287-0.00070953i,-0.0090715+0.0065957i
-0.0036432-0.034146i,-0.010392-0.017205i,-0.011296-0.018982i,-0.0057243-0.0091472i,-0.017843-0.0093605i,-0.0076989-0.0021035i,-0.013075-0.019258i,-0.012786-0.0037021i,-0.010704+0.0014424i,-0.0012651-0.0017917i,-0.00032909+0.0019512i,0.0011817-0.00019805i,0.0013882-0.00094518i,0.00068023-0.00052833i,-0.00099529+7.2246e-05i,-0.0015879-0.0013589i,-0.00088651+0.0040112i,0.00052295+0.0015057i,5.425e-05+0.00077034i,0.00046531+0.00040282i,0.00056408-0.0009036i,0.0002665+0.0008224i,-0.00033891-0.0010383i,-0.00069274-0.0031164i,-0.0019675+0.00030825i,6.8239e-06+0.00057965i,0.0014679-0.00079594i,-0.00031404-0.00026951i,-7.0359e-05-0.00093778i,-0.00055225+0.00076585i,-0.0036046-0.00097216i,-0.0024362-0.0030169i,-0.00048915-0.0020309i,-0.00023742+0.00016706i,-0.0032465-0.0027533i,-0.0016212-0.0071415i,-0.0001793-0.0013764i,0.00010742+0.00028386i,-0.00080745-0.00082317i,-0.0032035+0.00023967i,0.00087007-0.0015663i,0.0010959-0.0018938i,-0.00093016+0.00029275i,0.0049774-0.0056988i,-0.018727-0.017554i,0.010531-0.012115i,0.020439-0.018288i,0.0012816-0.013214i,-0.0048515-0.0054283i,0.0041912-0.02285i,0.018411-0.0085815i,0.0050438-0.0063829i,0.0066808-0.0082113i,0.003856-0.01348i,-0.0075232+0.00053233i,-0.00077111+0.0073356i,-0.012542+0.010229i,-0.0038445-0.00081567i,0.0028845+0.0017176i,0.012775+0.0031576i,3.6233e-05+0.0016743i,0.0011472+0.00195i,0.0026621+0.00020849i,0.0037887-0.0038623i,0.0012511-0.00359i,0.0028458+0.0050127i,-0.0093687-0.0039571i,0.0016013+0.0056646i,-0.0019218-0.0059026i,0.0050526-0.00051713i,-0.0038237+0.0039011i,-0.0013515-0.00043435i,0.0032234-0.0028333i,-0.0015561-3.7186e-05i,0.0017228+0.0037403i,-0.0049495-0.0006505i,-0.0011208-0.00061365i,-0.0016915+0.0016476i,0.00074308-0.000434i,-0.0066312-0.012954i,0.0041685-0.0018197i,-0.0033805+0.00096664i,-0.0017745+0.0019017i,0.0023117+0.0021785i,-0.00014129-0.00088323i,0.00016004-0.0011364i,0.00036376-0.0035759i,0.00088601+0.0044027i,0.0037089+0.0046719i,0.0012284-0.022414i,-0.020186+0.014608i,0.0022718+0.030703i,-0.0034704+0.0029761i,0.0082446-0.0021383i,0.0034092-0.00064833i,-0.0084064+0.0059533i
-0.0086811-0.033064i,-0.012325-0.015154i,-0.014154-0.016708i,-0.0068556-0.0085857i,-0.019055-0.0059156i,-0.00852-0.0012291i,-0.016014-0.017176i,-0.013193-0.0019562i,-0.010087+0.0019151i,-0.0011213-0.0013171i,0.0006635+0.0020298i,0.0010971-0.00047468i,0.0014544-0.0012196i,0.00070358-0.00068452i,-0.00089742+0.0002635i,-0.0012304-0.00070807i,-3.3266e-05+0.0028861i,0.0010262+0.0012665i,0.00044921+0.00063613i,0.00071198+0.00032904i,-0.0003166-0.00070643i,0.00055456+0.00077585i,-0.00060132-0.0007666i,-0.0016179-0.0027602i,-0.0016667+0.00095464i,0.00022766+0.00056013i,0.00080893-0.0012608i,-0.00029242-0.00019995i,-0.00026991-0.00076865i,-0.00017644+0.00095942i,-0.0038471+0.00036899i,-0.0030409-0.0017844i,-0.00080774-0.0022283i,-7.935e-05+0.00011581i,-0.0040859-0.0014676i,-0.0033947-0.0059513i,-0.00049718-0.00084986i,0.00018385+0.00034669i,-0.0009433-0.00035522i,-0.0029676+0.0014691i,0.00018343-0.0016346i,0.00027681-0.002193i,-0.00049091+0.00073095i,0.0034056-0.0066036i,-0.021188-0.01431i,0.0072944-0.014446i,0.016968-0.021698i,-0.0023682-0.013536i,-0.005126-0.0075733i,-0.0024529-0.023798i,0.017551-0.013352i,0.0037443-0.0090376i,0.0068545-0.0098394i,0.0014039-0.016192i,-0.0082114+0.0025013i,0.0020398+0.0068705i,-0.0079693+0.015039i,-0.0042195+0.0007897i,0.0029742+0.0014929i,0.013113-0.00051316i,0.00010033+0.0011518i,0.0011177+0.0032878i,0.0030283-0.00079217i,0.0016973-0.0044496i,-0.00021188-0.0037226i,0.004599+0.0031428i,-0.0092347+0.00033101i,0.0040085+0.0039712i,-0.0039808-0.0037593i,0.0038939-0.0024529i,-0.001727+0.0053094i,-0.0017252-0.00023252i,0.0011046-0.0045345i,-0.001987+0.00029448i,0.0020088+0.0012062i,-0.0046267+0.001521i,-0.0018569-0.00056692i,-0.0012054+0.0013799i,-0.00015372-0.00072974i,-0.010638-0.0092628i,0.0024055-0.0034939i,-0.002838+0.0014707i,-0.00078606+0.0023219i,0.003097+0.00081108i,-0.00025087-0.00083579i,0.00078468-0.00071688i,-0.00040459-0.0037371i,0.001895+0.0051253i,0.0040748+0.0040415i,-0.0022256-0.0221i,-0.018999+0.018955i,0.005277+0.02831i,-0.0052648+0.001838i,0.0058102-0.0037295i,0.0036324-0.00076527i,-0.0088471+0.0055546i
-0.013486-0.030872i,-0.014022-0.013529i,-0.016461-0.013852i,-0.0081021-0.0079298i,-0.019752-0.0026673i,-0.009078+0.00011109i,-0.01848-0.01462i,-0.013303-0.00020582i,-0.0098302+0.0022408i,-0.00081182-0.00096197i,0.0015801+0.001548i,0.0010649-0.00045017i,0.0013342-0.0014569i,0.00070611-0.00079302i,-0.0008176+0.00040386i,-0.00068342-0.00068186i,0.0008416+0.0015947i,0.001409+0.00070954i,0.00060416+0.00022195i,0.0010792+0.00025405i,-0.00057625-0.00015751i,0.00092341+0.00048164i,-0.00064655-0.00050686i,-0.0021908-0.0023798i,-0.0013629+0.001346i,0.00047388+0.00047081i,0.0002883-0.0011478i,-0.00030605-2.5545e-05i,-0.00049728-0.00059896i,0.00031014+0.0010785i,-0.0035836+0.0018429i,-0.0032758-0.00072292i,-0.0015714-0.0014276i,-7.1613e-05+0.00016258i,-0.0042892+0.00019925i,-0.0044321-0.0043463i,-0.00048147-0.0003709i,0.00024474+0.00035328i,-0.00066344-9.3801e-05i,-0.0022338+0.0024001i,-0.00022996-0.001419i,-0.00041135-0.0022255i,8.32e-05+0.00084054i,0.0019396-0.0073i,-0.022634-0.010746i,0.0044193-0.014779i,0.013298-0.024003i,-0.0058915-0.012896i,-0.0067238-0.008581i,-0.0092657-0.021807i,0.015081-0.018333i,0.0022608-0.010983i,0.006628-0.011136i,-0.0022817-0.017627i,-0.0083411+0.0052338i,0.0040471+0.0052178i,-0.0019395+0.017281i,-0.0042801+0.0023912i,0.0032391+0.0015629i,0.012329-0.0045568i,0.00021583+0.00069118i,0.0023424+0.0044746i,0.0023462-0.0019972i,0.00052551-0.0039514i,-0.001778-0.0032268i,0.0052142+0.0010379i,-0.0072109+0.0033639i,0.0054092+0.0015972i,-0.0053128-0.0024231i,0.002139-0.0031608i,0.00076237+0.0052674i,-0.0017637+0.00048894i,-0.0012456-0.0052027i,-0.0023987+0.00040087i,0.00079042-1.7279e-05i,-0.0035697+0.0029958i,-0.0024572+0.00014665i,-0.00079599+0.0015042i,-0.00061293-0.00042306i,-0.012512-0.0047675i,0.00028666-0.0041943i,-0.0024955+0.001753i,8.9999e-05+0.0022309i,0.0030868-0.00046487i,-0.00011595-0.00078784i,0.0014862-0.0011386i,-0.0014365-0.0040579i,0.0030274+0.0049318i,0.0045855+0.0036044i,-0.004859-0.020815i,-0.016038+0.024131i,0.0081893+0.026038i,-0.0075686+0.0020196i,0.0030156-0.0028755i,0.0036285-0.001286i,-0.0095124+0.0058722i
-0.0174-0.027994i,-0.016213-0.012157i,-0.017947-0.011163i,-0.0093069-0.0068895i,-0.019888+0.001117i,-0.0091003+0.0016668i,-0.020493-0.0118i,-0.01319+0.0015875i,-0.0099863+0.0029341i,-0.000387-0.0010408i,0.0021553+0.00071182i,0.0012139-0.00072262i,0.0012059-0.0016988i,0.00090291-0.0012689i,-0.00063479+0.0005557i,-0.00047263-0.00084541i,0.0012472+0.00011048i,0.0011982+0.00025874i,0.00059296-0.00016897i,0.0015202-3.005e-05i,-0.00057809+0.00023728i,0.00091444+7.3962e-05i,-0.00073362-0.00031844i,-0.0024993-0.0021959i,-0.00095565+0.0015224i,0.00068224+0.00027977i,-2.9003e-05-0.00097651i,-0.00024524+0.00016986i,-0.00064418-0.000297i,0.00089726+0.00092142i,-0.0026974+0.003146i,-0.0032405+0.00039579i,-0.0013825-0.00068742i,3.7703e-05+0.00016851i,-0.0036918+0.0016024i,-0.0046427-0.0032914i,-0.00015593-0.00041443i,0.00047791+0.00039942i,-0.00060318-9.5489e-05i,-0.0011764+0.0028729i,-0.00046965-0.0012156i,-0.001197-0.0020846i,0.00059691+0.00055477i,-0.00047435-0.0071654i,-0.023496-0.0072292i,0.0030419-0.014706i,0.0096022-0.025655i,-0.0089-0.010713i,-0.007629-0.0081387i,-0.014374-0.016778i,0.011199-0.022583i,0.00060907-0.01356i,0.0061945-0.013049i,-0.0060644-0.017159i,-0.0069341+0.0086241i,0.0050042+0.0032044i,0.0036516+0.016469i,-0.0036773+0.0039242i,0.0042087+0.0013254i,0.0068771-0.0087145i,-0.0001011+0.00049669i,0.0043928+0.0044315i,0.0013264-0.0020216i,-0.00019891-0.0036739i,-0.0027605-0.0023095i,0.0051288-0.00084707i,-0.005219+0.0047795i,0.005457-0.0013424i,-0.0063105+0.0008251i,0.0012732-0.0029684i,0.0025497+0.004014i,-0.0014453+0.00086205i,-0.0038233-0.0045815i,-0.0016992+0.0018921i,5.3618e-05+0.00043825i,-0.0020339+0.0038818i,-0.0024186+0.0011708i,-0.00054514+0.0019712i,-0.00063234-0.00026485i,-0.012961-0.00047355i,-0.0017533-0.0037418i,-0.0024507+0.00239i,0.00053632+0.0020267i,0.003186-0.0017473i,-0.0001253-0.0011744i,0.001742-0.0019022i,-0.002595-0.0035617i,0.0042903+0.0043087i,0.0053209+0.0031404i,-0.007151-0.019412i,-0.009616+0.027525i,0.011123+0.023165i,-0.0095526+0.0032925i,0.0017875-0.00097129i,0.0036554-0.0015923i,-0.010023+0.0067076i
