-0.0239-0.017539i,-0.032412-0.031991i,-0.022055-0.019566i,-0.032578-0.020265i,-0.023926+0.0042769i,-0.028842-0.017344i,-0.058432-0.043591i,-0.041564-0.040636i,-0.030219-0.02354i,0.0053493+0.0058549i,-0.0034721+0.0066926i,-0.011163+0.010799i,0.0040138+0.0068147i,-0.0038404-0.0028548i,0.0028323+0.0015975i,0.0038891+0.028268i,0.026434+0.032266i,4.5733e-05+0.00035611i,-0.0029203-0.0027455i,0.0074437+0.0039629i,0.0022768+0.00062077i,-6.8164e-05+0.0026028i,-0.00057585+0.00041812i,-0.03224-0.00048102i,-0.0031285-0.0048499i,7.9641e-06+0.0026181i,0.0040462-0.0011259i,0.00059664-0.00040949i,-0.00041953-0.00049717i,-0.0010189-0.001932i,-0.0019895-0.00068319i,-0.003828-0.0034809i,-0.0032017-0.0049072i,0.00023298-0.0012733i,0.00034822-0.0029892i,-0.0013296+0.025099i,0.0021969-0.0028266i,0.0022804-0.0039576i,0.0043383-0.0025222i,-0.006544-0.0018705i,0.00084064+0.0014528i,0.010059-0.0005188i,-0.0014901-0.00018781i,-0.0034487+0.0017706i,-0.0092083-0.0022221i,-0.019057+0.021964i,-0.0079287-0.086054i,-0.0025137-0.06069i,-0.0212-0.052949i,-0.010783-0.04547i,0.05406-0.025603i,0.024462-0.067063i,0.041427-0.053888i,0.018735-0.03826i,0.025973-0.019661i,0.011953+0.011784i,0.02553-0.029631i,-0.011365-0.0011469i,-0.00071584-0.00097373i,-0.0072335-0.0014169i,-0.0050356-0.029002i,-0.020531+0.026989i,0.0072765-0.0094988i,-0.010553-0.0032976i,-0.0024498-0.0018781i,-0.00062681-0.014604i,-0.0080433+0.0049876i,0.0056408+0.010146i,-0.010602+0.030941i,0.0068203+0.0076087i,-0.0035811-0.0018511i,-0.0021224-0.0015773i,-0.012194-0.0057215i,0.00017316-0.0039025i,-0.032968+0.0031872i,0.0034405-0.0091399i,-0.0071965-0.0018076i,-0.0052248-0.0028006i,0.0066772+0.001673i,-0.010581+0.00058252i,0.0022315-0.00017062i,0.0057252+0.0075585i,0.0057749+0.001003i,-0.0078411-0.0098515i,0.0023665+0.008136i,-0.019439+0.0075564i,0.0035273+0.0057039i,-0.02088-0.0086635i,-0.027185-0.0047333i,0.0098037-0.060923i,0.018549-0.014677i,-0.050967-0.029228i,-0.024253+0.0019746i,0.01898+0.010715i,-0.027543+0.012026i,-0.012971-0.0080093i
0.0017163-0.0071134i,0.006816-0.031015i,-0.015148-0.016235i,-0.010542-0.014841i,-0.011085-0.016198i,-0.010877-0.012114i,0.013983-0.014416i,0.01244-0.016927i,-0.0061144-0.0068632i,0.0037172+0.00064542i,0.00016153+0.00061361i,-0.00071298+0.00058055i,0.0012214-0.0006867i,0.00074778-0.00066079i,-0.0011948-0.0015679i,0.002815-0.0047127i,-0.002956+0.00089614i,-0.00053921+0.00028933i,0.0001351-0.00051705i,5.3977e-05+0.0012397i,-0.00014769+0.0011564i,-0.00043935-0.00010574i,0.0012089+0.00064729i,-0.0026458+0.002919i,5.39e-05+0.00045939i,2.9699e-05+0.00018046i,-0.00074391+0.00038466i,2.194e-05+0.0001936i,0.00021276+0.00010241i,0.00037726-0.0002967i,0.00041419-9.8248e-05i,0.0010339+0.0003974i,0.0001899-0.00011183i,7.8636e-06-0.00064441i,0.00030818+0.00054087i,0.0064321-0.00041485i,0.00032429-4.1036e-05i,0.00099175+0.00024584i,0.00021525-0.00059038i,0.00054354-0.0011669i,0.00061547+0.00097263i,5.4398e-05-0.0001908i,-2.294e-05-0.00078907i,-0.00047546+0.00065472i,-0.0077178-0.0078688i,0.00048525+0.020909i,0.029439-0.00037872i,0.030218-0.003771i,0.0075125-0.016896i,0.030085+0.0074565i,0.022484+0.02927i,0.026732+0.019531i,0.017793+0.0329i,-0.023992+0.013882i,0.00023783-0.0083451i,0.0026479-0.004989i,0.0055946-0.0062464i,0.0096817+0.001583i,0.0030211+0.0053232i,-0.0064731+0.0070162i,-0.0022491-0.0053552i,0.0037795+0.0095433i,-0.0032557-0.0016332i,0.00056844+0.0033727i,3.3929e-06+0.00057712i,0.0017548-0.0034353i,0.0065632-0.0017108i,-0.002722-0.00051388i,0.0044878-0.00076038i,-0.0066848-0.00046571i,-0.0017282-0.0010421i,5.2225e-05+2.8749e-05i,-0.0045644-0.00222i,-0.0028-0.002096i,-0.011476-0.010371i,0.0025387-0.0018207i,-0.0043722-0.00017403i,-0.0016183+0.0014973i,-0.0052332+0.0025879i,0.0049873+0.0013455i,-0.0080023-0.001525i,-0.002113-0.00618i,-0.0026366-0.0016153i,-0.0056679-0.00041383i,0.0061981-0.0034527i,0.00423+0.0013887i,0.0026424-0.0022195i,0.00092051+0.0057037i,0.0031365+0.001354i,0.010936+0.0065042i,-0.025396+0.0014136i,-0.031539+0.015567i,-0.014101+0.022731i,0.0022091+0.0024515i,0.0068618-0.0065432i,-0.014138+0.008344i
0.00038183-0.0073354i,0.0014524-0.031874i,-0.017761-0.013218i,-0.012931-0.012134i,-0.014196-0.014226i,-0.012114-0.010287i,0.0099471-0.017427i,0.0094445-0.018014i,-0.007593-0.0058344i,0.003855-0.00071444i,0.00055429+0.00031213i,-0.00013141+0.00093973i,0.00073128-0.00092861i,0.00074878-0.00064514i,-0.0012636-0.0012222i,0.001984-0.0048431i,-0.0020884+0.0018756i,-0.00058256+0.00024351i,-0.00016644-0.00051816i,0.00041816+0.0011351i,0.00033429+0.0013416i,-0.00040608+8.166e-05i,0.0013437+0.00017392i,-0.00066097+0.0033068i,0.00033906+0.00055i,0.00016236+0.00015527i,-0.00031523+0.00091756i,0.00010299+0.00030775i,0.00022635+9.4403e-05i,0.0003778-0.0001851i,0.00023592-0.0002552i,0.0013405-5.3085e-05i,0.00028599-0.00014217i,-0.00030384-0.00048096i,0.00077431+0.00039944i,0.0060702-0.0020942i,0.00018728+1.6004e-05i,0.00096151-0.00016564i,0.00014877-0.00040456i,0.00013492-0.0017904i,0.00081702+0.00065931i,-4.8545e-05-0.0003339i,-0.00031447-0.00033933i,0.00041842+0.00069246i,-0.0086885-0.0059599i,0.0036492+0.02161i,0.029354-0.0046041i,0.028998-0.0097591i,0.0027545-0.013887i,0.033125+0.0018542i,0.028021+0.023808i,0.029665+0.011964i,0.020539+0.024396i,-0.018827+0.013844i,-0.001682-0.0074553i,-0.00093718-0.0052536i,0.0026193-0.0081923i,0.0078975-0.0012743i,0.0038292+0.0040449i,-0.0025177+0.0095503i,-0.0029384-0.0024824i,0.0050538+0.0076103i,-0.003808-0.00037441i,0.0019986+0.0040968i,0.00088002+0.00049622i,-0.00041076-0.0034256i,0.006678-0.0054443i,-0.0032726-2.1552e-05i,0.0045525-0.00301i,-0.0061524+0.0025575i,-0.0018586-0.0015239i,-4.014e-05-0.00061924i,-0.0043291+0.00056092i,-0.0028922-0.0014186i,-0.012812-0.0049102i,0.00098438-0.0024218i,-0.00386+0.00098754i,-0.0017958+0.0011477i,-0.003542+0.0041729i,0.0060133-0.0005249i,-0.0076122+0.0015273i,-0.003851-0.0053472i,-0.0025002-0.0012337i,-0.0051792+0.001505i,0.003259-0.0045259i,0.0046924-0.00010184i,0.0023596-0.0025625i,0.0025302+0.0047235i,0.0016536+0.0010386i,0.010099+0.0019735i,-0.024286+0.0069879i,-0.029897+0.022941i,-0.0098977+0.022072i,0.0040832+0.0051306i,0.0045399-0.006216i,-0.014016+0.010419i
-0.00055812-0.007495i,-0.0043229-0.031787i,-0.019532-0.0098373i,-0.014317-0.0091i,-0.017089-0.011713i,-0.013177-0.0085138i,0.0056516-0.019278i,0.0068812-0.018938i,-0.008897-0.0043466i,0.0033226-0.0019185i,0.00054478-0.00013651i,0.00053139+0.0010444i,0.00024223-0.00086295i,0.00090475-0.0007588i,-0.0014086-0.00097973i,0.0012341-0.0049577i,-0.00087833+0.002206i,-0.00080209+0.00030496i,-0.00038115-0.00029874i,0.00071277+0.00079873i,0.00099007+0.0010716i,-0.00045564+6.5175e-05i,0.0012843-0.00032417i,0.0010433+0.0026851i,0.00075869+0.00044035i,0.00030417+2.4785e-05i,0.00030752+0.0009632i,0.00017871+0.00034873i,0.00022882+5.3699e-05i,0.00044526-0.00028672i,6.1801e-05-0.00028873i,0.0013129-0.00065621i,0.00019058-0.00024632i,-0.00041957-0.00018841i,0.0010949-0.00027253i,0.0052284-0.0037451i,0.00037354+4.9595e-05i,0.00081679-0.00043799i,0.00016432-0.00044295i,-0.00055108-0.0020248i,0.001007+0.00023724i,-0.00025839-0.00037387i,-0.00031409-6.565e-05i,0.00089668+0.00010938i,-0.0091182-0.0044565i,0.008747+0.021683i,0.029142-0.0091329i,0.026398-0.014986i,0.00042496-0.01005i,0.035251-0.0048337i,0.031406+0.017422i,0.031446+0.0049379i,0.02058+0.01814i,-0.015078+0.014374i,-0.003643-0.006086i,-0.0039816-0.0034706i,-0.0014636-0.008928i,0.0054022-0.0026419i,0.0038483+0.0027171i,0.0011724+0.009786i,-0.0020909-0.00058235i,0.0053339+0.0054992i,-0.0041688+0.002027i,0.0036837+0.0037635i,0.001195-0.00017575i,-0.0018264-0.0021998i,0.0047836-0.007957i,-0.0029506+0.00080365i,0.0036551-0.0044959i,-0.003324+0.0043597i,-0.0027056-0.0016791i,-0.00055927-0.0007017i,-0.0029719+0.0021884i,-0.0026103-0.00062622i,-0.012303-0.00017032i,0.00011647-0.002613i,-0.0030423+0.0018666i,-0.0018421+0.0017116i,-0.0013536+0.0043079i,0.0061133-0.0030499i,-0.006164+0.0039455i,-0.0053348-0.0038032i,-0.0026796-0.00099731i,-0.0041705+0.0026478i,0.0018048-0.0042688i,0.0042635-0.0014043i,0.0022225-0.0031077i,0.0022373+0.0023493i,0.00091008+0.0012407i,0.0094745-0.00076638i,-0.021094+0.011285i,-0.024764+0.030113i,-0.00703+0.021224i,0.0071946+0.0052883i,0.0024958-0.0047679i,-0.012542+0.012869i
-0.0016438-0.0078233i,-0.0099373-0.030242i,-0.020668-0.0066738i,-0.014826-0.0063357i,-0.019434-0.0081273i,-0.014089-0.0066777i,0.00096902-0.019894i,0.0040995-0.019708i,-0.009298-0.0025008i,0.0024175-0.0027097i,0.00019357-0.00017757i,0.0012102+0.00054209i,2.6485e-05-0.00053117i,0.00082464-0.0012523i,-0.001528-0.00051895i,0.00032653-0.0049507i,-0.00012881+0.0018855i,-0.00098244+0.00077974i,-0.00032215-3.0654e-05i,0.00079464+0.00032568i,0.0012199+0.0005311i,-0.00069116+0.00020404i,0.0009813-0.0006913i,0.0021048+0.0010681i,0.0011585+1.4398e-05i,0.00023705-0.00019492i,0.00055514+0.00074874i,0.00034866+0.00033677i,0.00024157+2.8683e-05i,0.00030823-0.00041158i,-6.6518e-05-0.00025533i,0.001039-0.0010057i,0.00012113-0.00029075i,-0.00038694-2.4634e-05i,0.00084798-0.0011153i,0.0040567-0.0050348i,0.00060001-0.00017885i,0.000605-0.00067003i,3.3574e-05-0.00048141i,-0.0013238-0.0019969i,0.00094568-0.00022249i,-0.00049091-0.00020071i,-0.00033064+0.00034082i,0.00081853-0.00023042i,-0.0091063-0.0032969i,0.014611+0.018519i,0.028241-0.013861i,0.023729-0.019044i,0.0013168-0.005855i,0.035332-0.013158i,0.033479+0.010927i,0.03185-0.0028824i,0.020731+0.013423i,-0.01024+0.014162i,-0.0046474-0.0039076i,-0.0058263-0.00052595i,-0.0060812-0.0081812i,0.0035418-0.0028986i,0.0035856+0.0021966i,0.0042264+0.0089504i,-0.00098794+0.00014159i,0.0045985+0.0032546i,-0.0018592+0.0044255i,0.0053382+0.0027468i,0.0014725-0.00065452i,-0.0023655-0.00084277i,0.0023493-0.0097345i,-0.0025341+0.0012875i,0.0023687-0.005823i,-0.0011951+0.0038568i,-0.0037702-0.0010939i,-0.00085974-0.00059686i,-0.0015615+0.0033813i,-0.0023755-0.00034771i,-0.010068+0.0038448i,-0.0010241-0.0030714i,-0.0018744+0.0022222i,-0.0014799+0.001863i,0.00034083+0.0036675i,0.005246-0.0058015i,-0.0036855+0.0055026i,-0.0056744-0.0017155i,-0.0031952-0.00050602i,-0.0034392+0.0038147i,0.00065057-0.0039671i,0.0036469-0.0021007i,0.0017257-0.0039291i,0.00085847+0.0020593i,0.00077528+0.0019564i,0.0085312-0.0038326i,-0.017719+0.012643i,-0.016691+0.033966i,-0.0037712+0.021277i,0.0089869+0.0043528i,0.0020525-0.0029618i,-0.010267+0.014399i
-0.0030147-0.0079857i,-0.014878-0.027432i,-0.021498-0.0032725i,-0.015083-0.0041192i,-0.020328-0.0042552i,-0.014747-0.0047095i,-0.0031642-0.019018i,0.0013519-0.020066i,-0.0088377-0.001027i,0.0013489-0.0028426i,9.396e-05+2.2907e-05i,0.0013717-0.00013078i,3.2548e-05-0.00032366i,0.00018545-0.0013161i,-0.0013294+2.9084e-05i,-0.00081378-0.0046513i,0.00043752+0.0017201i,-0.0005939+0.0013307i,-0.00030747+4.616e-05i,0.00053839-5.9229e-05i,0.0012193-7.0016e-06i,-0.00066851+0.00047994i,0.00064906-0.00088695i,0.0017924-0.00056435i,0.0010302-0.00075016i,1.3374e-05-0.00031143i,0.00077049+0.00055614i,0.00046904+0.00017578i,0.00027049-0.00010225i,6.0883e-05-0.00043032i,-0.00011329-9.4317e-05i,0.00078958-0.0013447i,-8.4759e-05-0.00030797i,-0.00038389+0.00014046i,-3.4531e-05-0.0013652i,0.0025483-0.0060721i,0.00048726-0.00049492i,0.00030438-0.00089455i,-3.988e-07-0.00044181i,-0.0022308-0.0016728i,0.00064154-0.00059471i,-0.00058313+8.8993e-05i,-0.00026215+0.0006359i,0.00075042-0.00047272i,-0.0086011-0.0025804i,0.018523+0.01306i,0.026591-0.018845i,0.021452-0.024013i,0.0050514-0.0031733i,0.032733-0.021727i,0.034232+0.0046285i,0.029732-0.010316i,0.019962+0.0098237i,-0.0057279+0.012107i,-0.0043753-0.0026446i,-0.0057215+0.0032372i,-0.010698-0.0047282i,0.00212-0.002926i,0.0034269+0.0017714i,0.0068694+0.0071547i,0.00013762-8.5168e-05i,0.0030844+0.0023149i,0.0014333+0.0036564i,0.0067459+0.00062311i,0.001559-0.0014153i,-0.0019224+0.00086042i,-0.0012461-0.011112i,-0.0025681+0.0022648i,0.00056699-0.0069387i,-0.00090326+0.0035621i,-0.0044983+0.00016451i,-0.0011055-0.00042244i,0.0012192+0.0036213i,-0.0023873-0.00054464i,-0.0065237+0.0062503i,-0.0028992-0.0027003i,-0.00099213+0.0019594i,-0.00099668+0.0020038i,0.0011799+0.0024234i,0.0031349-0.0083068i,-0.0010325+0.005429i,-0.0049943-0.00026573i,-0.0031488+0.00027533i,-0.0018915+0.005166i,-0.00042098-0.0031943i,0.0029212-0.0026491i,0.00054261-0.0043624i,0.00018389+0.0026554i,0.00097727+0.0024131i,0.0068777-0.0060658i,-0.017799+0.012181i,-0.0092796+0.03372i,0.00035747+0.019618i,0.010476+0.0024133i,0.0024362-0.0018984i,-0.0076004+0.015162i
-0.0042233-0.007819i,-0.018809-0.023919i,-0.021555+0.00026253i,-0.015086-0.0017569i,-0.020688-0.000659i,-0.015056-0.0027342i,-0.0061868-0.017776i,-0.0013771-0.020483i,-0.0080813-0.00038298i,0.0007564-0.0025633i,0.00023814+0.00019894i,0.0012043-0.00062657i,-7.7809e-06-0.00019304i,1.3425e-05-0.0010076i,-0.00094775+0.0001795i,-0.0016414-0.0038893i,0.0010768+0.00136i,-2.5678e-05+0.0014349i,-0.00022941+0.00017359i,0.00033841-0.00010225i,0.0010748-0.00051909i,-0.00052923+0.00065216i,0.00028051-0.0010688i,0.0010216-0.0016406i,0.00043345-0.0011407i,-0.00025439-0.00014642i,0.0010146+0.0002639i,0.00050805-2.0102e-06i,0.00021244-0.0001779i,-0.00017425-0.00033781i,-6.5821e-05-3.6874e-05i,0.00019086-0.0015522i,-0.00019533-9.8734e-05i,-0.00015513+0.00030446i,-0.00030614-0.0010073i,0.00074886-0.0065392i,0.00030653-0.00049032i,-9.5191e-05-0.00086748i,-4.8325e-05-0.00047626i,-0.0030341-0.00080333i,0.00026022-0.00068614i,-0.00043499+0.00037371i,-5.6397e-05+0.001088i,0.00062472-0.00083045i,-0.0085693-0.0028183i,0.020283+0.0069948i,0.023795-0.023901i,0.016408-0.029505i,0.010202-0.004912i,0.026913-0.028987i,0.03427-0.001231i,0.02679-0.015605i,0.019946+0.0079533i,-0.003068+0.0087918i,-0.0044991-0.0020474i,-0.0032353+0.0062016i,-0.013088+0.0009302i,0.00076649-0.0027782i,0.0033154+0.0015812i,0.007995+0.0044208i,0.00049342-0.00098848i,0.0019982+0.0021313i,0.0019386+0.0020034i,0.0064084-0.0024611i,0.0011753-0.0025384i,9.6133e-05+0.0017829i,-0.0061444-0.0093849i,-0.0014882+0.0039693i,-0.0026387-0.0070631i,0.00071624+0.0039336i,-0.0045939+0.0019262i,-0.0013323-1.4952e-05i,0.0037227+0.0010609i,-0.002728-0.00029276i,-0.0024273+0.0061892i,-0.0043948-0.0010912i,-0.00040162+0.0014746i,-0.00093711+0.0019716i,0.0015151+0.0011849i,-0.00031447-0.0098914i,0.0011518+0.0042862i,-0.0046243+0.00044671i,-0.0031024+0.0009953i,0.00078459+0.005255i,-0.000634-0.0020956i,0.002207-0.0028282i,-0.00064515-0.0043959i,-8.8404e-05+0.0032632i,0.0013213+0.002763i,0.0050148-0.0073968i,-0.019103+0.014691i,-0.0039004+0.03253i,0.0032094+0.015885i,0.011076-0.00026927i,0.0028318-0.0019673i,-0.0046922+0.014794i
-0.0055404-0.0077515i,-0.021678-0.019949i,-0.021008+0.003619i,-0.014534+0.00033385i,-0.020343+0.0031138i,-0.015197-0.00076966i,-0.008994-0.016627i,-0.0045622-0.020649i,-0.0076927-0.00050816i,0.00054972-0.002381i,0.00047822+0.00032255i,0.00088161-0.00088079i,0.00012312+2.93e-05i,1.7829e-05-0.00087798i,-0.00078469+0.00017706i,-0.0020563-0.0031001i,0.0013703+0.00082384i,0.00049969+0.0013587i,-6.4076e-05+0.00025357i,0.00026382-0.00010191i,0.00071311-0.00092061i,-0.00041999+0.00085482i,-0.00010255-0.00094236i,-1.6514e-05-0.0020227i,-5.6647e-05-0.0011468i,-0.00026729+0.00010998i,0.00097984-0.00016843i,0.00052273-0.00017508i,0.00013028-0.00021622i,-0.00030024-0.00011899i,-1.5036e-05-4.1378e-05i,-0.00026833-0.0012625i,-0.00010205+4.0894e-05i,7.3429e-05+0.00023573i,-0.00042205-0.00088341i,-0.00091167-0.0061955i,0.00035449-0.00056536i,-0.00036484-0.00062284i,-0.00017367-0.00047679i,-0.003452+0.00043827i,2.2242e-05-0.00077274i,-0.00025374+0.00054573i,0.00046264+0.0013994i,0.00018605-0.0010135i,-0.0096139-0.0029287i,0.019887+0.0012471i,0.019654-0.028112i,0.0093373-0.03266i,0.012884-0.0097931i,0.020005-0.033618i,0.033742-0.0072331i,0.024123-0.020779i,0.021469+0.0057026i,-0.0011484+0.0057036i,-0.0054008-0.0015554i,0.00013167+0.0070032i,-0.012159+0.0072856i,-0.00028368-0.00227i,0.0034604+0.0014803i,0.0081309+0.0021825i,6.9653e-05-0.001692i,0.00081275+0.0026578i,0.0021665+0.001501i,0.0042585-0.0047274i,-0.00019089-0.0031688i,0.0016046+0.00090196i,-0.008629-0.0049992i,0.0011463+0.0044409i,-0.005032-0.0050425i,0.0021412+0.0027897i,-0.0037794+0.0037913i,-0.0012497+0.00031346i,0.0034767-0.0020337i,-0.002882+0.00044889i,-0.00010649+0.0039561i,-0.0044874+0.00076586i,-0.00040401+0.00081692i,-0.00064821+0.002239i,0.0010976-1.4412e-05i,-0.0047831-0.0092596i,0.0019421+0.0023902i,-0.0044346+0.0014003i,-0.00273+0.0021029i,0.0029609+0.0041408i,-0.00019931-0.0017918i,0.0017969-0.00269i,-0.0015885-0.0038303i,-0.0005221+0.0042701i,0.0018704+0.0026027i,0.0044753-0.0084614i,-0.018751+0.018972i,0.00099134+0.030536i,0.003564+0.011636i,0.01003-0.0034881i,0.0025627-0.001551i,-0.0026234+0.013262i
-0.0072588-0.0073263i,-0.023549-0.016024i,-0.019914+0.0068416i,-0.013786+0.002025i,-0.01907+0.0065488i,-0.015138+0.0011637i,-0.011762-0.015107i,-0.0079777-0.020084i,-0.0080749-0.00075107i,0.00027696-0.0025004i,0.00085961+0.00034895i,0.00060615-0.0010618i,0.00036172+0.00013274i,-0.00011672-0.00086057i,-0.00067992+0.00022028i,-0.0022301-0.0024733i,0.001521+0.00047752i,0.0010649+0.001141i,6.4377e-05+0.00017867i,0.00027488-0.0001921i,7.0104e-05-0.0010221i,-5.4856e-05+0.0010861i,-0.00031626-0.00074314i,-0.00085976-0.0018932i,-0.00046429-0.00097665i,-0.00018742+0.00025561i,0.00065688-0.0004031i,0.00049509-0.00036049i,9.0133e-05-0.00011722i,-0.00040745+0.00010955i,-5.267e-05-3.8592e-05i,-0.00039949-0.00088543i,0.00015368+2.8328e-05i,0.00017032+4.7097e-05i,-0.00080516-0.00068666i,-0.002078-0.0053162i,0.00012496-0.00071842i,-0.00046877-0.00035588i,-0.00030382-0.00032038i,-0.0033184+0.0017096i,-0.00039955-0.00064053i,-0.00010062+0.00052296i,0.00116+0.0014792i,-0.0002034-0.00067729i,-0.010889-0.0020917i,0.017721-0.0035282i,0.01475-0.03092i,0.00212-0.033205i,0.012508-0.01469i,0.012313-0.036451i,0.0324-0.013648i,0.020228-0.025942i,0.023042+0.0021681i,-0.00015954+0.0012658i,-0.0066865-6.3442e-05i,0.0030273+0.0059423i,-0.0082669+0.012117i,-0.00091488-0.0017071i,0.0035263+0.0013002i,0.0079748+0.00018166i,-0.00088501-0.0018141i,0.00081112+0.00381i,0.0029899+0.00048832i,0.001878-0.0049938i,-0.0014041-0.002893i,0.0020822-0.00032992i,-0.0084931-0.00089095i,0.0033292+0.003306i,-0.006151-0.0027123i,0.0020528+0.001377i,-0.001872+0.0049963i,-0.0013469+0.0005463i,0.0015121-0.0041863i,-0.0027372+0.0012362i,7.4014e-05+0.001634i,-0.0038676+0.0023528i,-0.00083012+0.00054323i,-6.6093e-05+0.0020081i,0.00018963-0.00032869i,-0.0077032-0.0065917i,0.0018338+0.0011351i,-0.0038421+0.0021632i,-0.0017395+0.0026287i,0.0042719+0.0022073i,-0.00045614-0.0014404i,0.0020289-0.0027552i,-0.0018841-0.0028585i,0.00085627+0.0061497i,0.0019132+0.0027657i,0.0030012-0.010281i,-0.016832+0.023398i,0.0048574+0.027624i,0.0017875+0.0086229i,0.0066066-0.0052227i,0.0031644-0.001668i,-0.0021874+0.011619i
-0.0088124-0.0061481i,-0.024796-0.012515i,-0.018118+0.009758i,-0.012952+0.0032968i,-0.017361+0.0092867i,-0.014778+0.003287i,-0.014099-0.013128i,-0.011046-0.018925i,-0.0090936-0.00050277i,-7.0731e-05-0.0024391i,0.0013092+1.8022e-05i,0.00037047-0.00095235i,0.00059485+0.00013615i,-0.0002371-0.00066018i,-0.00062788+0.0002297i,-0.0022834-0.0021455i,0.0019419+8.4442e-05i,0.0014863+0.00056207i,4.812e-05+6.6291e-05i,0.0002463-0.00020798i,-0.0003208-0.00082955i,0.00054611+0.00098335i,-0.0003566-0.00064945i,-0.0013136-0.0015712i,-0.00089321-0.00074965i,-2.4289e-05+0.00035621i,0.00053611-0.00033345i,0.00033941-0.00046616i,0.0001151-0.0001023i,-0.00027989+0.00041816i,-8.1576e-05+5.6483e-05i,-0.0004784-0.00083153i,0.0002437-0.00012755i,7.6887e-05-1.2905e-05i,-0.00088982-0.00018081i,-0.00279-0.0044252i,-0.00018719-0.00060699i,-0.00053322-9.2301e-05i,-0.00023698-0.0002074i,-0.0026245+0.0028778i,-0.00052759-0.00028156i,0.00015997+0.00059432i,0.0017886+0.0010929i,-0.00015757-0.0004526i,-0.011614-0.00055046i,0.015431-0.005962i,0.010042-0.032648i,-0.0043979-0.031967i,0.010054-0.018717i,0.0042893-0.036458i,0.029347-0.019856i,0.015593-0.029973i,0.023748-0.0017634i,-0.0017545-0.0024815i,-0.0073176+0.002374i,0.0047893+0.0038843i,-0.003036+0.014576i,-0.0016111-0.001155i,0.0038504+0.0011945i,0.0071459-0.0016623i,-0.0015008-0.0015246i,0.0016358+0.0049512i,0.0027881-0.00089423i,0.00044221-0.0044102i,-0.0025047-0.0022166i,0.0018204-0.0011536i,-0.0067413+0.0017895i,0.0046764+0.0012952i,-0.0062549-0.00011493i,0.0015348+0.0009467i,0.00027302+0.004981i,-0.0010434+0.0010024i,-0.00079748-0.0049469i,-0.0022558+0.001546i,-0.001137+0.00077496i,-0.0028023+0.0035098i,-0.001262+0.00097479i,-0.00010736+0.0016815i,-0.0003116-0.00021556i,-0.009099-0.0036011i,0.0013437+0.00024166i,-0.0032851+0.0025463i,-0.00079978+0.0025974i,0.0045838-9.0755e-05i,-0.00015131-0.001281i,0.002151-0.0034358i,-0.002005-0.00279i,0.0029804+0.0062469i,0.0023833+0.0029073i,0.0010946-0.011127i,-0.013113+0.028652i,0.0076577+0.024957i,-0.00083925+0.0078378i,0.0033521-0.0040484i,0.0028484-0.0024041i,-0.0021453+0.010621i
-0.0097866-0.0047292i,-0.026267-0.0093618i,-0.015908+0.011987i,-0.012151+0.0045713i,-0.015385+0.011968i,-0.013834+0.0052687i,-0.016126-0.010893i,-0.01412-0.017513i,-0.010297+0.00054597i,-0.00029522-0.0026649i,0.0015057-0.00059937i,0.00035355-0.00098812i,0.00087236+4.5027e-05i,-2.9696e-05-0.00071858i,-0.00063961+0.00027709i,-0.0024662-0.0018818i,0.0020917-0.00078525i,0.0014282-7.7793e-05i,4.7669e-05+2.7255e-05i,0.0003554-0.00030026i,-0.00059502-0.0005529i,0.0008451+0.00054501i,-0.00049633-0.0006404i,-0.0014511-0.0014368i,-0.0011253-0.00032649i,0.00020973+0.00034668i,0.0004657-0.00042636i,0.00016875-0.00044302i,8.734e-05-7.994e-05i,0.00015393+0.00058824i,-1.5969e-05+0.0001633i,-0.00077152-0.00068613i,0.00035985-0.00035884i,0.00012917+9.641e-06i,-0.00059932+4.3188e-05i,-0.0033354-0.0035842i,-0.00028866-0.00041708i,-0.00033553+0.00017205i,-0.00020944-0.00025826i,-0.0013627+0.0035089i,-0.00046971-3.386e-05i,0.00038351+0.00036784i,0.0022911+0.00031398i,-4.5807e-05-0.0004024i,-0.012059+0.0010086i,0.014353-0.0079695i,0.005287-0.033646i,-0.0099766-0.028954i,0.0076059-0.021169i,-0.0028485-0.03384i,0.025156-0.025126i,0.01084-0.033597i,0.024178-0.0063576i,-0.00454-0.0044025i,-0.0064337+0.005463i,0.0052435+0.0015578i,0.0019874+0.014386i,-0.0020081-0.00027302i,0.0046692+0.00071452i,0.005853-0.0032285i,-0.0019532-0.0011443i,0.0035656+0.0054308i,0.0019035-0.0010414i,-0.00041114-0.0038121i,-0.0031633-0.0011991i,0.0015187-0.0017064i,-0.0053657+0.0031775i,0.0049559-0.0011683i,-0.0054938+0.0021895i,0.0019189+0.001317i,0.0018291+0.0041725i,-0.00056145+0.00099598i,-0.003335-0.004567i,-0.0019478+0.0016394i,-0.0017899+0.0015337i,-0.0013082+0.0040903i,-0.0010286+0.001622i,-0.00023069+0.0020587i,-0.0004086-0.00012589i,-0.0096625-0.00072205i,0.00058101-0.00010382i,-0.0029636+0.0032911i,-0.00033998+0.0025555i,0.0040784-0.0024204i,-0.00014208-0.001823i,0.001841-0.0043952i,-0.0026024-0.0023843i,0.0050105+0.0052828i,0.0032377+0.0028624i,-0.0009361-0.011635i,-0.0058997+0.031928i,0.010731+0.021516i,-0.0029288+0.0089333i,0.0017159-0.001741i,0.0020401-0.0024597i,-0.0021637+0.010237i
