-0.022786-0.039626i,-0.010081-0.048832i,-0.017276-0.045644i,-0.030762-0.035951i,-0.029609-0.017521i,-0.051072-0.028722i,-0.059943-0.026031i,-0.045352-0.039273i,-0.029411-0.037251i,0.0075304+0.011941i,-0.0058975+0.01596i,-0.0048928+0.014814i,0.0097091+0.022067i,-6.4872e-05+0.0051616i,0.0035127+0.0031502i,0.0068357+0.018148i,0.027805+0.040191i,-0.002551-0.001069i,-0.0040804-0.0064581i,0.008382+0.0010516i,-4.722e-05-0.000836i,-0.00082515+0.0015146i,0.00021643-0.00027688i,-0.030856-0.002293i,-0.00131-0.0057637i,0.0018343+0.0047928i,0.0038217-0.00021577i,-0.00049443+0.0005819i,0.00064857-0.00053001i,-0.00060632-0.002756i,-0.0011836-0.0065593i,-0.0043366-0.0044173i,-0.0021848-0.005033i,0.00229-0.00082952i,0.0023789-0.0029218i,0.0026109+0.026913i,0.0016911-0.0031081i,0.0026324+0.00060083i,0.0056548+0.0013058i,-0.010412-0.0035369i,-0.0032321+0.00075795i,0.0068882+0.00085525i,0.0053585+0.00012122i,-0.0041579+0.0052712i,0.0019739-0.0085744i,-0.012935+0.019221i,0.036226-0.091304i,0.012869-0.071058i,-0.015612-0.060189i,-0.017241-0.055655i,0.038028-0.047859i,0.01664-0.063591i,0.034801-0.055787i,0.031812-0.059292i,0.015715-0.01391i,0.0043478+0.016788i,0.016275-0.026279i,-0.011664+0.0066205i,-0.00045843+0.0060258i,-0.0057617-0.00076001i,-0.0027867-0.028276i,-0.024362+0.031291i,0.0099925-0.011517i,-0.013387-0.0031087i,8.1747e-05-0.004906i,-0.0013235-0.015944i,-0.0075309+0.0048598i,0.005158+0.0060747i,-0.0083783+0.031094i,0.0060305+0.0055682i,-0.0051154-0.0010907i,-0.0030041-0.00035363i,-0.011985-0.0071396i,-0.00083583-0.0043678i,-0.030058+0.0064679i,0.0012854-0.010729i,-0.0091785-0.0020124i,-0.0069576-0.0026899i,0.0068965+0.0028926i,-0.0079839+0.001308i,0.00015659+0.00047959i,0.0060913+0.010991i,0.0036449+0.0014122i,-0.0097996-0.0095314i,0.0032342+0.008277i,-0.02147+0.0060643i,0.0088565+0.00017576i,-0.029346-0.0037472i,-0.042453+0.0028417i,0.019996-0.097389i,-0.0021864-0.013686i,-0.053132-0.021859i,-0.022874+0.0010706i,0.018637+0.010197i,-0.024548+0.012962i,-0.01896-0.012724i
0.013841-0.0085884i,0.04449-0.011689i,0.023946-0.027281i,0.011704-0.021821i,0.015156-0.041072i,-0.018919-0.023525i,-0.0084015-0.015839i,-0.0016684-0.029003i,0.0069011-0.017799i,0.0047286-0.0025712i,0.0020727-0.0049956i,4.518e-05-0.0053745i,-0.001016-0.0059925i,-0.00086974-0.0029963i,-0.0013264+0.0010747i,0.0013822-0.002985i,-0.0035774+0.0018006i,-0.00026534+0.0012876i,0.00023046+0.00032203i,0.00066591+0.0021578i,0.0014494+0.0018363i,0.001112-0.00097757i,0.0019948+0.00048677i,-0.00089361+0.0028173i,-0.00088631+0.00048007i,-0.00051283+0.00028111i,-0.0014802+9.3647e-05i,-0.0007131+0.00038233i,0.00011106+8.4169e-05i,-0.00016686-0.00030838i,0.002323-0.0021272i,0.0014752-0.00017036i,0.00046808-0.00084766i,0.00060174-0.0010476i,0.00085506+0.00058176i,0.0047459-0.0020115i,-3.0649e-05-3.9661e-05i,-0.00024973+0.0014533i,0.00013396-0.00021671i,0.00050711+0.00043002i,0.0010634+0.00059742i,0.00048614+0.00088891i,-7.202e-05-0.002745i,0.00066477-0.0027398i,0.019175+0.0052282i,0.028021+0.039742i,0.035942+0.040462i,0.048218+0.028963i,0.016396-0.00063499i,0.036428-0.00077588i,0.039084+0.011555i,0.015398+0.0060355i,0.029356+0.021902i,-0.0034543+0.033236i,0.0063295-0.0047528i,0.0046461-0.0033114i,0.0067875-0.0038373i,0.0078181+0.0039054i,0.0037381+0.0061921i,-0.0059843+0.0039439i,-0.0038256-0.0058865i,0.0037646+0.013627i,-0.0035216+0.00063599i,-2.9083e-05+0.0055398i,-0.00048602+0.0015282i,0.0025918-0.0032146i,0.0064646-0.00063865i,-0.0028554-0.00044194i,0.004463-0.002652i,-0.0059066-0.00063056i,-0.0016818+0.0003887i,0.00033497+5.2266e-05i,-0.0045617-0.0025136i,-0.0042019-0.0022195i,-0.007471-0.009252i,0.0030476-0.0018425i,-0.0048188+0.0017558i,-0.0016825+0.0011238i,-0.0040338+0.0028549i,0.0070583+0.0011715i,-0.0074121-0.001457i,-0.0044907-0.0075282i,-0.0029452-0.0012333i,-0.0056327-0.00084338i,0.0042509-0.0032032i,0.0064861+0.00010683i,0.0030624-0.0018882i,0.0051542+0.0081419i,0.0062778+0.0074877i,0.040851+0.027194i,-0.031494-0.0046621i,-0.036897+0.018315i,-0.0097078+0.020533i,0.0022665+0.0020959i,0.0091021-0.0065095i,-0.010926+0.0004056i
0.011475-0.010509i,0.041183-0.019102i,0.018469-0.03061i,0.0076741-0.022499i,0.0066019-0.043079i,-0.021488-0.019766i,-0.011616-0.014964i,-0.0064572-0.027826i,0.0034976-0.018471i,0.004055-0.0036783i,0.00066415-0.0057176i,-0.0011324-0.004713i,-0.0027998-0.0048602i,-0.0015722-0.0024092i,-0.00072495+0.0013287i,0.0010038-0.0031891i,-0.0021815+0.0027723i,-0.00025626+0.0012699i,6.6761e-05+0.00033643i,0.0012656+0.0018423i,0.0020969+0.001492i,0.00092773-0.0011247i,0.0019826-0.00014693i,0.00099655+0.0024868i,-0.00051775+0.00073688i,-0.00021921+0.00026821i,-0.001263+0.00097898i,-0.00049875+0.00063811i,0.00012809+0.00013807i,2.6435e-05+2.8592e-05i,0.0011747-0.0029993i,0.0014863-0.00058367i,0.00020617-0.00088335i,8.2046e-05-0.0010425i,0.0014437+0.00032846i,0.0041066-0.0028722i,-0.00011893+0.00016233i,0.00022196+0.001395i,0.00036709+0.0001155i,0.00035869-0.0001972i,0.0010769+0.00030461i,0.00073971+0.00057703i,-0.00066335-0.0020214i,0.00088761-0.0026443i,0.019526+0.0027873i,0.033441+0.035311i,0.040921+0.033712i,0.051497+0.02008i,0.01359-0.0001036i,0.036649-0.0068234i,0.040842+0.0044055i,0.016351-7.6032e-05i,0.02984+0.012167i,0.0039948+0.029877i,0.0043336-0.0055597i,0.00070091-0.0034872i,0.0044566-0.0064774i,0.0070191+0.0010728i,0.0052121+0.0046383i,-0.003486+0.0063429i,-0.0046446-0.0028574i,0.006042+0.011662i,-0.0034381+0.0015175i,0.0030805+0.0061516i,0.00044483+0.0017445i,0.00042911-0.0034866i,0.0072384-0.0044043i,-0.0028759+5.1079e-05i,0.0037973-0.004325i,-0.0054061+0.0022792i,-0.0016454-0.00016111i,3.3529e-05-0.00054297i,-0.0044839+0.00046648i,-0.0041582-0.00091579i,-0.0090573-0.0056166i,0.0016547-0.0027371i,-0.003466+0.0027852i,-0.0018672+0.00066656i,-0.0026343+0.0039809i,0.0083183-0.0017365i,-0.0068392+0.0016215i,-0.0068296-0.005515i,-0.0025057-0.00068907i,-0.0050564+0.0012239i,0.0019909-0.0038259i,0.0063276-0.0027525i,0.0027207-0.0022419i,0.0068719+0.0060851i,0.0064337+0.0064647i,0.042004+0.017624i,-0.030658+0.0019472i,-0.034903+0.026228i,-0.0060354+0.018602i,0.0034733+0.0047408i,0.0065164-0.0062552i,-0.012702+0.0023729i
0.0096464-0.012069i,0.036292-0.025743i,0.01248-0.032495i,0.0041931-0.022328i,-0.0021549-0.043382i,-0.023499-0.015966i,-0.014592-0.013254i,-0.010606-0.026189i,-3.7294e-05-0.01862i,0.0030128-0.0043938i,-0.0013164-0.0056719i,-0.00196-0.0038191i,-0.0038728-0.0032143i,-0.0018979-0.0016687i,-0.0003591+0.0012813i,0.00056361-0.0033216i,-0.00067939+0.0029244i,-0.00030184+0.0015284i,7.7057e-05+0.00059234i,0.0016783+0.0011898i,0.002726+0.0006066i,0.00066295-0.0014399i,0.0017287-0.00079353i,0.0022812+0.0012654i,6.5739e-05+0.00084248i,-8.9116e-05+7.8873e-05i,-0.00051875+0.0014693i,-0.00026872+0.00081734i,0.00024253+0.00020774i,0.00019828+9.8096e-05i,-0.00011532-0.0032462i,0.0012138-0.0011045i,-0.00015775-0.00092914i,-0.00025461-0.00087988i,0.0017808-0.00055287i,0.0034254-0.0038257i,0.00015642+0.00036259i,0.00070417+0.0012476i,0.00067329-7.9908e-05i,-6.0741e-06-0.00046528i,0.0012382-0.0001272i,0.0007579+0.00022577i,-0.00075752-0.0013782i,0.00080508-0.003037i,0.019808-0.00027462i,0.039849+0.029083i,0.045218+0.0263i,0.052867+0.011067i,0.012458+0.00094335i,0.03635-0.013076i,0.040753-0.0025256i,0.01623-0.0051433i,0.027688+0.0050342i,0.0093137+0.02662i,0.0023847-0.0056613i,-0.0020183-0.0015534i,0.00060694-0.0079725i,0.0053057-0.00075962i,0.0055285+0.0028609i,-0.0010371+0.0071807i,-0.0038881-0.00074367i,0.007021+0.008791i,-0.0033408+0.003496i,0.0058319+0.0048422i,0.001151+0.00129i,-0.0011194-0.0026316i,0.0059956-0.0070095i,-0.0025382+0.00054987i,0.0025279-0.0054042i,-0.0027245+0.004013i,-0.0021907-0.00023624i,-0.00041778-0.00050725i,-0.00315+0.0020591i,-0.0035544+0.00044788i,-0.0095996-0.0022531i,0.00063181-0.0032324i,-0.0021716+0.0030758i,-0.0019977+0.0011702i,-0.00046807+0.003901i,0.007811-0.0055073i,-0.0051931+0.0038733i,-0.0081734-0.002698i,-0.0025906-0.00041558i,-0.0040177+0.0024184i,0.00079537-0.0034585i,0.0044023-0.0048426i,0.0025625-0.0026363i,0.0067255+0.0028804i,0.0067292+0.0054703i,0.042082+0.010244i,-0.02764+0.0074071i,-0.029285+0.033521i,-0.0041815+0.016723i,0.0062065+0.0052617i,0.0042802-0.0050607i,-0.012734+0.0051551i
0.0076548-0.013951i,0.030451-0.03055i,0.0068896-0.033504i,0.001463-0.022412i,-0.010702-0.04131i,-0.024908-0.012054i,-0.017323-0.010839i,-0.014543-0.023982i,-0.0030976-0.017794i,0.0018818-0.0048251i,-0.0029785-0.0043684i,-0.0022982-0.0030437i,-0.0040719-0.0015005i,-0.0020383-0.0011343i,-5.2075e-05+0.0014721i,-2.2188e-06-0.0033569i,0.00028071+0.0024001i,0.00010415+0.0020394i,0.00039727+0.00081999i,0.0018102+0.0004364i,0.0027402-0.00047986i,5.394e-05-0.0016633i,0.0012079-0.0012411i,0.0026471-0.00069438i,0.00076185+0.00060486i,-0.00021591+1.4632e-05i,6.7872e-05+0.0014533i,8.9315e-05+0.00089327i,0.00038129+7.8264e-05i,0.00024606+4.2484e-05i,-0.0014177-0.0029071i,0.00078159-0.0013762i,-0.00038887-0.00067352i,-0.00050623-0.00074572i,0.0014034-0.0016312i,0.0024771-0.0047023i,0.00046027+0.00024705i,0.0011943+0.00092843i,0.00070561-0.0003069i,-0.0004449-0.00070389i,0.0010813-0.00057731i,0.00059286+0.00015528i,-0.00076644-0.00085946i,0.00035894-0.0031187i,0.019798-0.0034777i,0.044861+0.019756i,0.048386+0.0181i,0.053173+0.0027922i,0.013248+0.0023464i,0.034462-0.020276i,0.039863-0.0092382i,0.01504-0.010495i,0.025443+3.8474e-06i,0.014618+0.022447i,0.00080711-0.0051319i,-0.0031199+0.0010592i,-0.0038878-0.0079161i,0.003779-0.001571i,0.0052564+0.0017237i,0.0010923+0.0072868i,-0.0027414+0.00055703i,0.00657+0.0060509i,-0.00086717+0.0053892i,0.0080818+0.0025916i,0.0017359+0.00092928i,-0.0019378-0.0014026i,0.0039134-0.0093941i,-0.0022077+0.0006687i,0.00097186-0.0063712i,-0.00067782+0.0034674i,-0.0028024+7.6989e-05i,-0.00044923-0.00041903i,-0.001652+0.0032227i,-0.002568+0.001104i,-0.0089046+0.0010702i,-0.00057075-0.0037184i,-0.00085021+0.0029003i,-0.0016991+0.0013418i,0.00077222+0.0027615i,0.0056768-0.0090128i,-0.0025185+0.0051525i,-0.0073753+0.00022182i,-0.0026971+3.5713e-05i,-0.0031474+0.0035562i,-0.00024848-0.0029307i,0.0022056-0.0051115i,0.0024507-0.0034105i,0.0051794+0.0012493i,0.0070959+0.0045336i,0.041538+0.0029557i,-0.024361+0.0093709i,-0.02123+0.038043i,-0.0021183+0.015962i,0.0081459+0.0046876i,0.0034946-0.0033591i,-0.011463+0.0071539i
0.0049385-0.015581i,0.024532-0.033917i,0.0012622-0.033771i,-0.0016744-0.022663i,-0.017548-0.037815i,-0.025833-0.0081098i,-0.019301-0.0075716i,-0.017822-0.021193i,-0.0054277-0.016637i,0.00054898-0.0047556i,-0.0034721-0.0028529i,-0.0027747-0.0025011i,-0.0037185-0.00015734i,-0.0024762-0.00044826i,0.00061276+0.0016637i,-0.00075882-0.0032071i,0.00077407+0.0021003i,0.0010489+0.0021792i,0.00072977+0.00056645i,0.0015158-0.00024507i,0.0023392-0.0014064i,-0.00049081-0.0016294i,0.00074526-0.0014479i,0.0015083-0.0020608i,0.00097246-0.00013302i,-0.00032699+7.3867e-05i,0.00061815+0.0013737i,0.00047236+0.00083005i,0.00033665-0.00013126i,0.00025576-6.6736e-05i,-0.0023198-0.0021241i,0.00035193-0.0015223i,-0.0006269-0.00045777i,-0.00069722-0.00042711i,0.0002108-0.0020492i,0.0013175-0.0052509i,0.00047758-8.1425e-05i,0.0014351+0.00024756i,0.00056929-0.00053419i,-0.0010023-0.00063964i,0.00069354-0.00098286i,0.00057846+8.0722e-05i,-0.00067856-0.00060216i,1.5982e-06-0.0030303i,0.019862-0.00729i,0.046506+0.0096599i,0.049738+0.0092806i,0.053189-0.0062316i,0.016+0.0029221i,0.030624-0.027331i,0.037697-0.015511i,0.012041-0.014972i,0.022521-0.0035057i,0.019102+0.01653i,-0.00028049-0.005043i,-0.0026078+0.0042477i,-0.0085274-0.0053085i,0.002134-0.0019897i,0.0049608+0.00083971i,0.0031755+0.0069481i,-0.0015507+0.00096849i,0.0056536+0.0046057i,0.0022474+0.0042847i,0.0093686-0.001089i,0.002246+0.00013495i,-0.0018468+0.00033157i,0.00031475-0.011614i,-0.0024754+0.0011155i,-0.00096633-0.0068309i,-0.00038366+0.0030901i,-0.003243+0.001006i,-0.00055606-0.0004673i,0.0011712+0.0033336i,-0.0019403+0.00072387i,-0.0067185+0.0036888i,-0.002393-0.0037098i,9.564e-05+0.002186i,-0.0013317+0.0015317i,0.0012304+0.0015255i,0.0022306-0.011706i,1.0371e-05+0.0047479i,-0.0058444+0.0015803i,-0.0024996+0.00049803i,-0.0014762+0.004896i,-0.00079846-0.0019061i,0.00056476-0.0048888i,0.001589-0.0041374i,0.0037651+0.00065912i,0.0076415+0.0033345i,0.039599-0.0037263i,-0.024414+0.0093409i,-0.013532+0.038661i,0.00035242+0.014152i,0.0099566+0.0030865i,0.0039732-0.0023497i,-0.0096424+0.008261i
0.002182-0.016596i,0.018821-0.036224i,-0.0042396-0.033052i,-0.0051668-0.022244i,-0.023926-0.033763i,-0.026076-0.0042915i,-0.020176-0.0041241i,-0.020657-0.018279i,-0.0072715-0.015657i,-0.0002531-0.0041902i,-0.0034276-0.0015951i,-0.0031177-0.0015283i,-0.0032138+0.00093673i,-0.0023552+0.00063788i,0.0013242+0.0012394i,-0.0012911-0.00263i,0.0014008+0.0019074i,0.001889+0.001594i,0.00094117+0.00035387i,0.0011304-0.00048953i,0.0016824-0.0021092i,-0.0010723-0.0014575i,0.00021412-0.0016497i,0.00036208-0.0024119i,0.00054081-0.00065232i,-0.00045424+0.00038167i,0.0012556+0.0010592i,0.00075498+0.00057149i,0.0002512-0.00022332i,5.9165e-05-0.00012798i,-0.0028993-0.0011817i,-0.00018019-0.001526i,-0.000754+4.2901e-05i,-0.00062181-0.000139i,-0.00040765-0.0016836i,-2.0748e-05-0.005478i,0.00038435-0.00011972i,0.0012538-0.00033514i,0.00037844-0.00069246i,-0.0014581-0.00015348i,0.00025169-0.0011168i,0.0005943-5.3401e-05i,-0.00049876-0.00030341i,-0.00049376-0.0029208i,0.018628-0.012294i,0.045854-0.00023357i,0.049558+0.00080029i,0.050451-0.01615i,0.02007+0.00030923i,0.024526-0.033006i,0.034744-0.021051i,0.0087869-0.017728i,0.020709-0.0047068i,0.021319+0.0094545i,-0.0018031-0.0048016i,0.0002362+0.0061485i,-0.011207-0.00047346i,0.00062741-0.0019065i,0.0046314+2.0783e-05i,0.0046824+0.0057932i,-0.00076745+0.00072736i,0.0047779+0.0033717i,0.0028538+0.0024951i,0.0080051-0.0052707i,0.0023276-0.001085i,-0.0002018+0.0014143i,-0.0051315-0.010604i,-0.0022488+0.0024365i,-0.0035693-0.0063734i,0.0010297+0.0032899i,-0.0033001+0.0024229i,-0.00068412-0.00040179i,0.0036082+0.00047632i,-0.0018466+0.00041482i,-0.0035365+0.0042991i,-0.0042539-0.0023823i,0.00037663+0.0012134i,-0.0013591+0.0014977i,0.0012536+0.00047379i,-0.0030929-0.012773i,0.0018704+0.0032066i,-0.0048701+0.0020919i,-0.0025674+0.00077059i,0.0011969+0.005117i,-0.00038488-0.00095344i,-0.00067968-0.0038403i,0.00053003-0.0045194i,0.0025125+0.00085679i,0.007713+0.0017203i,0.036622-0.0090058i,-0.026474+0.012232i,-0.007245+0.038162i,0.0016097+0.011111i,0.010972+0.00075761i,0.0044838-0.0025361i,-0.0078927+0.008521i
-0.0009062-0.017494i,0.01327-0.03788i,-0.0093537-0.03161i,-0.0081838-0.021255i,-0.029323-0.028128i,-0.025939-0.00052556i,-0.020371-0.00092089i,-0.023134-0.014902i,-0.0091351-0.015117i,-0.00066187-0.00379i,-0.0031324-0.00055047i,-0.0030664-0.00044609i,-0.0023508+0.0017875i,-0.0016699+0.0013501i,0.0016337+0.00059942i,-0.0014594-0.0020113i,0.0020048+0.0013672i,0.0022646+0.00078935i,0.0010745+0.00014741i,0.00096002-0.00058526i,0.00076346-0.0025991i,-0.0016153-0.0010102i,-0.00029077-0.0014694i,-0.0005066-0.0022572i,0.00020985-0.00071708i,-0.00025172+0.00072485i,0.0015441+0.00033873i,0.00091785+0.00022949i,0.00014791-0.00031717i,-1.4624e-05+8.5279e-05i,-0.0030748-0.00013173i,-0.00066158-0.0012603i,-0.0004603+0.00041472i,-0.0005064+1.0084e-05i,-0.00077182-0.0015077i,-0.0013927-0.0052313i,0.00051241-0.00026444i,0.00097801-0.00065194i,8.1242e-05-0.00074556i,-0.0016058+0.00046479i,-0.00012248-0.0012088i,0.00052137-0.00023434i,-0.00030737-0.00014721i,-0.00094583-0.0026611i,0.015379-0.016612i,0.042857-0.0091606i,0.047859-0.0072759i,0.044871-0.024448i,0.021911-0.0047945i,0.017742-0.036695i,0.031492-0.026108i,0.0058377-0.020154i,0.021312-0.0060989i,0.021767+0.0031081i,-0.0036088-0.0041853i,0.003453+0.005734i,-0.010977+0.0052531i,-0.00060524-0.0014606i,0.0041691-0.00054328i,0.0058749+0.0048307i,-0.00031046+0.00026572i,0.0032505+0.0032147i,0.0030356+0.0018234i,0.0044057-0.007843i,0.0014488-0.0021161i,0.0012353+0.00085722i,-0.0082376-0.0063457i,-0.00075311+0.0033019i,-0.0055286-0.0043415i,0.0021851+0.0021155i,-0.0023525+0.0040901i,-0.00080143-0.00044659i,0.0030129-0.0029236i,-0.0020839+0.00057843i,-0.0017038+0.0031365i,-0.0048159-0.0006209i,-5.8872e-05+0.00047039i,-0.0012851+0.0018111i,0.00074048-0.00072536i,-0.0086927-0.010457i,0.0022114+0.0011621i,-0.0043208+0.002613i,-0.0025432+0.0016603i,0.0034288+0.0038307i,8.2775e-05-0.0012417i,-0.00053766-0.0024511i,-0.00047731-0.0045438i,0.0016672+0.0016858i,0.0069336+0.00028534i,0.034872-0.013222i,-0.027056+0.017421i,-0.001478+0.036734i,0.0013373+0.0079403i,0.010453-0.0024919i,0.0042825-0.0027905i,-0.0065921+0.007891i
-0.0046297-0.01762i,0.0078251-0.038925i,-0.014238-0.029409i,-0.011148-0.02024i,-0.032923-0.021734i,-0.025291+0.0030539i,-0.020129+0.0020775i,-0.024892-0.011134i,-0.011284-0.014414i,-0.0010525-0.0035883i,-0.0024851+0.00021233i,-0.002554+0.00033388i,-0.0012956+0.0023113i,-0.0010088+0.0016222i,0.0017612+1.7889e-05i,-0.0014085-0.0015969i,0.0024144+0.00078053i,0.0023921-9.7277e-05i,0.0011467-0.00022728i,0.00085944-0.00082065i,-0.00042403-0.0025253i,-0.001852-0.00031773i,-0.00060931-0.0012047i,-0.0010925-0.0018259i,1.2014e-05-0.00072942i,0.00013259+0.00085611i,0.0012774-0.00028036i,0.00096905-0.00014712i,-4.5729e-05-0.00026542i,3.3345e-05+0.00014397i,-0.0029457+0.00093594i,-0.00085892-0.00084472i,1.9985e-07+0.00056629i,-0.00044784+0.00010484i,-0.001265-0.001098i,-0.0025627-0.0043613i,0.00032674-0.00053259i,0.00062808-0.00085011i,-8.7058e-05-0.00043189i,-0.0015508+0.0010616i,-0.00069754-0.0010032i,0.00029682-0.00042907i,-0.00010582-0.00010754i,-0.0013853-0.002175i,0.011152-0.019554i,0.03807-0.015904i,0.044642-0.014443i,0.038123-0.030359i,0.021466-0.0095791i,0.010401-0.038802i,0.027695-0.031052i,0.0022329-0.02214i,0.022493-0.0094018i,0.020922-0.0039576i,-0.0057277-0.0027774i,0.0056022+0.0037186i,-0.0079402+0.0098038i,-0.0014399-0.00076854i,0.003538-0.00089156i,0.0072204+0.0034085i,-0.00031412-6.9189e-05i,0.0027249+0.0042996i,0.0037444+0.00084612i,0.0010083-0.0078293i,0.00043258-0.002441i,0.0017903-0.00013097i,-0.0087668-0.002254i,0.00085806+0.0032568i,-0.0064205-0.0019319i,0.0020699+0.00075985i,-0.00029219+0.0049044i,-0.0011842-0.00041615i,0.00056951-0.0048878i,-0.0021581+0.00090858i,-0.0011808+0.0017754i,-0.0048135+0.0011407i,-0.00075226+0.00049603i,-0.0010572+0.0018988i,-0.00062758-0.00094254i,-0.011503-0.0058769i,0.0015952-0.00016461i,-0.0038766+0.0029429i,-0.0016098+0.0021631i,0.0046853+0.0016108i,-0.00042756-0.0011862i,0.00054708-0.0021789i,-0.0012098-0.0040446i,0.0024492+0.0031355i,0.0060093-0.00049665i,0.032079-0.018492i,-0.026031+0.023545i,0.0032638+0.034354i,-0.00053737+0.0058262i,0.0075396-0.0046168i,0.0043163-0.0033086i,-0.0065229+0.0071841i
-0.0081337-0.016565i,0.0024492-0.039677i,-0.018384-0.026213i,-0.014118-0.018662i,-0.035244-0.015647i,-0.024285+0.0066817i,-0.019351+0.0050729i,-0.025886-0.0074066i,-0.013605-0.013309i,-0.0014648-0.0032792i,-0.0017789+0.00040164i,-0.001951+0.00088229i,-0.00011624+0.0025028i,-0.00040806+0.0017902i,0.001618-0.00059089i,-0.0012957-0.0015291i,0.0029478-1.4303e-05i,0.002067-0.00088142i,0.0009896-0.00064239i,0.00067177-0.00096225i,-0.001218-0.0020505i,-0.0015377+0.00037712i,-0.00073906-0.0010456i,-0.0011794-0.0015209i,-0.00038069-0.00086137i,0.0004827+0.0007035i,0.0010126-0.00052846i,0.00083284-0.00034839i,-0.00014302-0.00013636i,0.00020638+0.00026292i,-0.0023782+0.0018882i,-0.00092301-0.00057439i,0.00027082+0.00039256i,-0.00038589+0.00028607i,-0.0014627-0.00038587i,-0.003221-0.0031954i,4.7508e-05-0.00054996i,0.00022236-0.00085213i,9.2822e-05-0.00036873i,-0.0011523+0.0017581i,-0.00093584-0.00051897i,0.00025874-0.00036672i,5.8348e-05-0.00019682i,-0.0014593-0.0016321i,0.0068479-0.021312i,0.033833-0.020174i,0.040784-0.020296i,0.031128-0.034304i,0.019545-0.013612i,0.0029246-0.038889i,0.022873-0.035377i,-0.0011416-0.023037i,0.022233-0.013714i,0.017285-0.010122i,-0.0072305-5.1824e-05i,0.0061105+0.0010247i,-0.0035482+0.012217i,-0.0022655+0.00022887i,0.0032729-0.00080674i,0.0080837+0.0014499i,-0.00058965-0.00050089i,0.0038287+0.0055409i,0.0034794-0.00055878i,-0.0012852-0.0067287i,-0.0006619-0.002349i,0.0017699-0.00089875i,-0.0074444+0.00095782i,0.0023438+0.002538i,-0.0061013+0.00063621i,0.0015279+0.00050269i,0.0018751+0.0044418i,-0.0013868+2.5528e-05i,-0.0021276-0.0052034i,-0.0020577+0.0011635i,-0.0018019+0.0013004i,-0.0042095+0.0028261i,-0.0010605+0.0012191i,-0.001197+0.0020148i,-0.0014438-0.00022478i,-0.011995-0.0015077i,0.00052118-0.00083383i,-0.0037665+0.0037871i,-0.00085473+0.0021358i,0.0048958-0.00091106i,-0.00026581-0.00074936i,0.0010773-0.003369i,-0.0018668-0.0041401i,0.0037751+0.0030329i,0.0057429-0.00064351i,0.028501-0.022396i,-0.022181+0.030805i,0.0069801+0.032086i,-0.0028874+0.0056632i,0.0043257-0.0039388i,0.0036019-0.0042875i,-0.0069215+0.0071143i
-0.010799-0.01504i,-0.0034902-0.040276i,-0.021762-0.022998i,-0.016793-0.016579i,-0.036789-0.0089754i,-0.022283+0.010148i,-0.017998+0.0077741i,-0.026607-0.0037183i,-0.016128-0.011864i,-0.0017016-0.0031949i,-0.0014596+0.00040361i,-0.0011328+0.0011773i,0.0011148+0.0022354i,0.00044102+0.0017022i,0.0012459-0.0011267i,-0.001449-0.001647i,0.0031032-0.0013001i,0.0014462-0.0013786i,0.00066216-0.00083017i,0.00060614-0.0011841i,-0.0017819-0.0013514i,-0.0011661+0.00071912i,-0.0010351-0.00095425i,-0.0011216-0.0016631i,-0.00077156-0.00062434i,0.00065263+0.00046809i,0.00066287-0.00078923i,0.00067863-0.0005173i,-0.00012799+1.1266e-05i,0.00055786+0.00024334i,-0.0015132+0.0026429i,-0.0010212-0.00028779i,0.00049807+0.00017003i,-0.00020074+0.0003919i,-0.0010816+2.5721e-05i,-0.0035194-0.0021177i,1.9274e-05-0.00035938i,3.5399e-05-0.00064152i,0.00011667-0.00061644i,-0.00044893+0.0020915i,-0.00089007-9.4755e-05i,0.00021489-0.00049803i,0.00012375-0.00047954i,-0.0013233-0.0013362i,0.002295-0.022153i,0.030568-0.024617i,0.036686-0.025388i,0.024203-0.036273i,0.017832-0.016346i,-0.0041893-0.036698i,0.017551-0.039161i,-0.0037513-0.024228i,0.020897-0.018434i,0.011918-0.013293i,-0.0069098+0.0036663i,0.0053989-0.0014996i,0.00063866+0.012303i,-0.0025555+0.001528i,0.003592-0.001023i,0.0083199-0.0011576i,-0.0012335-0.0006277i,0.0063192+0.0054399i,0.0025972-0.00090069i,-0.0027253-0.0052535i,-0.0014516-0.0017469i,0.0017421-0.0016319i,-0.0059964+0.0026829i,0.0033625+0.0012097i,-0.005045+0.0025254i,0.0020051+0.00095177i,0.0033158+0.0031516i,-0.0012924+0.00029995i,-0.004778-0.0041566i,-0.0020306+0.0015219i,-0.0020987+0.0020169i,-0.002959+0.0041068i,-0.00058574+0.0017931i,-0.0011895+0.0028122i,-0.0014377+0.00051812i,-0.01143+0.0021453i,-0.00054137-0.00071816i,-0.0029756+0.0051795i,-0.00060701+0.0022142i,0.0039939-0.0035066i,-5.2189e-05-0.00094935i,0.00043875-0.004596i,-0.0030227-0.0038483i,0.0048394+0.0022301i,0.0057826-0.0012152i,0.024889-0.025445i,-0.014347+0.036097i,0.011324+0.029201i,-0.0043953+0.0064831i,0.0026825-0.0018395i,0.0020481-0.004361i,-0.0072659+0.007565i
