-0.024272-0.039038i,-0.012383-0.048844i,-0.017913-0.044291i,-0.030543-0.034924i,-0.030468-0.015748i,-0.050134-0.026745i,-0.057281-0.02567i,-0.04533-0.037005i,-0.029038-0.036644i,0.0076673+0.01269i,-0.0048136+0.015135i,-0.0043564+0.014164i,0.0099777+0.021541i,0.00083796+0.0043654i,0.0032563+0.0031815i,0.0059473+0.01792i,0.026337+0.038016i,-0.0021775-0.00050046i,-0.0040604-0.0062802i,0.0078787+0.0016304i,-0.00018034-0.00091088i,-0.00091327+0.0012831i,3.2193e-05-0.00031726i,-0.030103-0.002988i,-0.0013576-0.0054585i,0.0018936+0.0044251i,0.0038196-0.00017765i,-0.00045934+0.00047575i,0.00048777-0.0004653i,-0.00038838-0.0025035i,-0.0014959-0.0058909i,-0.0046046-0.0040195i,-0.0019283-0.0046947i,0.0020187-0.00083722i,0.0021071-0.0029131i,0.0029202+0.025444i,0.0017782-0.0027908i,0.0028991+0.00061628i,0.006174+0.001142i,-0.0099233-0.0041275i,-0.0032067+0.00056334i,0.0066853+0.0013019i,0.0057786-1.2917e-05i,-0.0040301+0.0056774i,0.0005574-0.0084457i,-0.011444+0.017959i,0.03599-0.090498i,0.01152-0.070098i,-0.016247-0.059582i,-0.016709-0.055184i,0.038238-0.04578i,0.017344-0.062098i,0.034134-0.055086i,0.029678-0.059667i,0.016814-0.013895i,0.0049034+0.016547i,0.016675-0.025779i,-0.011255+0.0059311i,-0.00046947+0.0057431i,-0.0050491-0.0015784i,-0.0020156-0.02955i,-0.024009+0.031372i,0.010935-0.011369i,-0.013279-0.0026268i,-4.5636e-05-0.0048149i,-0.0011449-0.015947i,-0.0068431+0.0047311i,0.005295+0.0066844i,-0.0090779+0.030687i,0.0050396+0.0060303i,-0.0050537-0.00061629i,-0.00321-0.00085266i,-0.012601-0.0073919i,-0.0012827-0.0048108i,-0.030455+0.0066418i,0.00016158-0.010172i,-0.0097033-0.0021279i,-0.0065816-0.0029595i,0.0068143+0.002491i,-0.0075703+0.0011529i,-0.00017489+0.00034382i,0.0058267+0.010752i,0.0042783+0.0017086i,-0.0097073-0.0096601i,0.003159+0.008077i,-0.021571+0.0063254i,0.0076086+0.00037552i,-0.029084-0.0043546i,-0.042321+0.0026543i,0.019201-0.097089i,-0.00031051-0.012384i,-0.052445-0.021868i,-0.022398-0.0012752i,0.017912+0.011196i,-0.024974+0.013558i,-0.018503-0.01341i
0.013591-0.0085113i,0.042592-0.012439i,0.022281-0.026591i,0.01056-0.021539i,0.013164-0.04009i,-0.018427-0.022136i,-0.0088193-0.014437i,-0.0028869-0.02803i,0.0058813-0.017901i,0.0042478-0.0027151i,0.0018937-0.0048872i,6.2996e-05-0.0051709i,-0.0009096-0.0056809i,-0.00088745-0.0026614i,-0.00108+0.00097395i,0.0012492-0.0028254i,-0.0033262+0.0016467i,-0.00039191+0.0016088i,0.00013702+0.0003029i,0.0005896+0.0020614i,0.0013596+0.0017712i,0.0011189-0.0010692i,0.0019236+0.00044623i,-0.0010405+0.002592i,-0.00062977+0.00038027i,-0.00056415+0.00037208i,-0.0013896+0.00015761i,-0.00058799+0.00041921i,0.00011455+0.0001573i,-8.1548e-05-0.00026285i,0.0014652-0.0020602i,0.0014653-7.1316e-05i,0.00033981-0.0007603i,0.00050805-0.0010618i,0.00075656+0.00067291i,0.0047348-0.001504i,1.6158e-05+0.00012849i,-0.00016515+0.0013289i,0.00012326-0.0004296i,0.00049399+0.00049416i,0.0008113+0.00055756i,0.00020599+0.00077575i,0.00011592-0.0028245i,0.00038417-0.0030226i,0.018913+0.004531i,0.028898+0.038312i,0.035087+0.039461i,0.046933+0.028316i,0.015714-0.00074126i,0.035792-0.00030799i,0.037222+0.012342i,0.013638+0.0066645i,0.028274+0.022902i,-0.0034166+0.032995i,0.0065459-0.0044864i,0.0045372-0.0034272i,0.0066535-0.003803i,0.0077682+0.0037716i,0.0037773+0.0064122i,-0.006957+0.0045113i,-0.0039326-0.0058383i,0.0043093+0.013063i,-0.0034331+0.00032427i,-7.23e-05+0.0053483i,-0.00058543+0.0015295i,0.0025763-0.0031213i,0.006841-0.00067584i,-0.0025575-0.00084769i,0.0041862-0.0022575i,-0.0060493-0.0005492i,-0.0016755+0.00038978i,0.00041994-4.8226e-05i,-0.0045921-0.0027362i,-0.0043252-0.0021122i,-0.0074807-0.009186i,0.002976-0.0021556i,-0.0048976+0.0017445i,-0.0016483+0.0011304i,-0.0041744+0.0027353i,0.0068106+0.0011031i,-0.0070534-0.0012948i,-0.0045017-0.0073295i,-0.0028484-0.0012106i,-0.005439-0.00062956i,0.0046979-0.0032149i,0.0058986+0.00036813i,0.0030131-0.0013649i,0.0051809+0.0083129i,0.0059503+0.006289i,0.041943+0.026615i,-0.031295-0.0045685i,-0.03635+0.018091i,-0.010592+0.020642i,0.0018387+0.0023129i,0.0093215-0.0062893i,-0.011143+0.0004126i
0.011397-0.010468i,0.039522-0.019412i,0.017064-0.029713i,0.0066708-0.021979i,0.0049344-0.04168i,-0.020792-0.018493i,-0.011602-0.013481i,-0.0076123-0.026548i,0.0025075-0.018174i,0.0034732-0.0036892i,0.0003995-0.0054471i,-0.0010367-0.0045076i,-0.0025535-0.0046689i,-0.0014558-0.0020629i,-0.00058669+0.0011673i,0.00097649-0.0028444i,-0.0021945+0.0025432i,-0.0002232+0.001608i,9.0411e-06+0.00035555i,0.0012121+0.0018119i,0.0020111+0.001485i,0.00089999-0.0011947i,0.0019083-0.00019773i,0.00066899+0.0024442i,-0.00030556+0.0005976i,-0.00021917+0.00042902i,-0.0011297+0.00093308i,-0.0004208+0.00063525i,0.00015694+0.00017691i,0.00018402+1.4018e-05i,0.00048251-0.0026301i,0.0014421-0.00052343i,0.00015367-0.00072871i,5.5174e-05-0.00096367i,0.001341+0.00045122i,0.0042303-0.0024987i,-1.9586e-05+0.00030422i,0.00026896+0.0012876i,0.00037948-8.8776e-05i,0.00050963-0.00020889i,0.00093394+0.00032495i,0.00052121+0.0006143i,-0.00055414-0.0022538i,0.00072392-0.0027485i,0.019421+0.0020398i,0.034005+0.033678i,0.040058+0.032814i,0.050094+0.019641i,0.012953-0.00025118i,0.036278-0.0063526i,0.039175+0.0054356i,0.014746+0.00098393i,0.029716+0.01322i,0.0042154+0.029466i,0.0045918-0.0056992i,0.00052392-0.0036053i,0.0043389-0.0064117i,0.0068826+0.00099151i,0.0051699+0.0048789i,-0.0039697+0.0073735i,-0.0045537-0.0027181i,0.0060718+0.010881i,-0.0035346+0.0012524i,0.0027869+0.0059718i,0.00040165+0.0017479i,0.00038787-0.0034359i,0.0074524-0.0047382i,-0.0029885-0.00051127i,0.0036468-0.0040314i,-0.0056625+0.0024921i,-0.0017066-0.00018289i,0.0001757-0.00066627i,-0.0043494+6.1445e-05i,-0.0042658-0.0006642i,-0.0091755-0.0055646i,0.0014939-0.0028956i,-0.0036363+0.0028301i,-0.0018556+0.00086156i,-0.002714+0.0039137i,0.0079892-0.0018105i,-0.0066395+0.0016122i,-0.006573-0.0054066i,-0.0024371-0.00065115i,-0.0049847+0.0014811i,0.0023248-0.004043i,0.0060656-0.0022244i,0.0028678-0.0018601i,0.0069112+0.0061402i,0.0056624+0.0053068i,0.04273+0.017244i,-0.030616+0.0019967i,-0.034357+0.026075i,-0.0065923+0.019023i,0.0031905+0.0049861i,0.0068226-0.0066586i,-0.012809+0.0024801i
0.0096513-0.012119i,0.034927-0.025853i,0.011409-0.031432i,0.0033339-0.021704i,-0.0034868-0.041717i,-0.022623-0.014906i,-0.014136-0.011888i,-0.011537-0.024698i,-0.00073907-0.017794i,0.002466-0.0042766i,-0.001367-0.0053121i,-0.0018597-0.0036747i,-0.0036529-0.0031472i,-0.0017386-0.001444i,-0.00032728+0.0011394i,0.00075074-0.0029016i,-0.00078904+0.0028342i,-2.5638e-05+0.0017554i,7.7633e-06+0.00060922i,0.0016492+0.0011953i,0.0026494+0.00066374i,0.00058166-0.0014966i,0.0016885-0.00077151i,0.0020275+0.0015522i,0.00016825+0.00059276i,2.7836e-05+0.00024736i,-0.0004826+0.0013415i,-0.00029828+0.00076307i,0.000255+0.0001739i,0.00031192-2.7341e-05i,-0.00062911-0.0026962i,0.0012305-0.0010566i,-0.00016827-0.00074717i,-0.00022887-0.00080869i,0.0017447-0.00043304i,0.0035759-0.0035012i,0.00027946+0.0004044i,0.00071916+0.001135i,0.00053419-0.00029994i,0.00018917-0.00065141i,0.0011265-7.2304e-05i,0.00064125+0.00027449i,-0.00088766-0.0017901i,0.00066145-0.0031723i,0.019705-0.00097958i,0.040098+0.027214i,0.044161+0.025466i,0.05148+0.010955i,0.011777+0.00069483i,0.035989-0.012663i,0.039337-0.0012592i,0.014942-0.0037025i,0.028223+0.0054218i,0.0093596+0.026093i,0.0021988-0.0058768i,-0.0022996-0.0015877i,0.00054636-0.007925i,0.0051914-0.00073415i,0.0055368+0.0029821i,-0.00088164+0.0082759i,-0.0037318-0.00063093i,0.0069943+0.008393i,-0.0034093+0.0033446i,0.0054652+0.0049431i,0.0010937+0.0013062i,-0.0011309-0.0025906i,0.0058312-0.0074172i,-0.0028889+0.00015159i,0.0026597-0.0050816i,-0.0028163+0.0043361i,-0.0022491-0.00018297i,-0.0003542-0.00070684i,-0.0032152+0.0016825i,-0.0034932+0.00053603i,-0.0096953-0.0021699i,0.00052777-0.0032584i,-0.0022407+0.0032459i,-0.0018617+0.0013489i,-0.00063608+0.003882i,0.0074796-0.0053505i,-0.0050273+0.0037679i,-0.0077927-0.0029447i,-0.002409-0.00050933i,-0.0038727+0.0026332i,0.00088611-0.0035201i,0.0047737-0.004129i,0.0029918-0.0024529i,0.006556+0.0026664i,0.0054247+0.0048746i,0.042902+0.0098329i,-0.027467+0.0072952i,-0.028694+0.033388i,-0.0043121+0.017213i,0.0063503+0.0056754i,0.0040201-0.0055184i,-0.012576+0.0051587i
0.0077304-0.014054i,0.029326-0.0307i,0.0061932-0.032421i,0.00071502-0.021611i,-0.011607-0.03939i,-0.02385-0.011209i,-0.016506-0.0097599i,-0.015165-0.022229i,-0.0032766-0.01681i,0.0013464-0.0045634i,-0.0028768-0.0041372i,-0.0022011-0.0029879i,-0.0039255-0.0015009i,-0.0018989-0.00097637i,-3.3438e-05+0.00132i,0.00039232-0.0030417i,6.086e-05+0.0023815i,0.00042492+0.0021254i,0.00036651+0.0009323i,0.0018142+0.00043804i,0.0027075-0.00041929i,-5.1589e-05-0.0017033i,0.0012212-0.0012028i,0.0026783-0.00025363i,0.00057981+0.00042909i,-4.8024e-05+4.5575e-05i,8.1673e-05+0.0013738i,7.9583e-05+0.00087921i,0.00037668+8.6856e-05i,0.00042593-8.5925e-05i,-0.0016614-0.0023082i,0.00082157-0.0013768i,-0.00034255-0.0005393i,-0.00046126-0.00069779i,0.0014683-0.0015351i,0.0026874-0.0043814i,0.00060233+0.00020598i,0.0011418+0.00077344i,0.00046891-0.00052561i,-0.00029566-0.00088672i,0.0010311-0.00053488i,0.00056167+0.00018196i,-0.0011429-0.0012329i,0.00017617-0.0031679i,0.019727-0.0044149i,0.044228+0.017915i,0.047118+0.017382i,0.051876+0.0029111i,0.012279+0.0021153i,0.034169-0.019876i,0.038649-0.0078141i,0.014358-0.0087702i,0.026076-0.00033039i,0.014774+0.021764i,0.00052526-0.0051244i,-0.0034585+0.0011043i,-0.0038624-0.0078499i,0.0036988-0.0016492i,0.0052913+0.0017974i,0.0018654+0.0082268i,-0.0026117+0.00058707i,0.0066782+0.0056464i,-0.0010692+0.0052297i,0.0078387+0.0026345i,0.0017054+0.00093652i,-0.0018626-0.0014196i,0.0035958-0.0096678i,-0.0026828+0.000515i,0.0013476-0.0061954i,-0.00059791+0.0035091i,-0.0028845+0.00023063i,-0.00051426-0.00060355i,-0.0017971+0.0029925i,-0.0026295+0.0010874i,-0.0088912+0.0012423i,-0.00072976-0.0037899i,-0.00081325+0.0029965i,-0.0014932+0.0013651i,0.00079577+0.002732i,0.0054086-0.0087461i,-0.002677+0.004987i,-0.0072091-0.00027441i,-0.0026435-0.00027433i,-0.0030854+0.0035153i,0.00024959-0.0029932i,0.002948-0.0049458i,0.0029349-0.0035824i,0.0049412+0.0012707i,0.0059783+0.004532i,0.04218+0.002487i,-0.024303+0.0089289i,-0.020625+0.037514i,-0.0019911+0.016561i,0.0085782+0.0048438i,0.0033124-0.0034964i,-0.011251+0.0069976i
0.0050968-0.01581i,0.023436-0.034031i,0.00065879-0.032774i,-0.0023055-0.021786i,-0.018072-0.035821i,-0.024705-0.0075538i,-0.018283-0.0068072i,-0.018003-0.019323i,-0.0051164-0.015907i,7.3444e-05-0.004333i,-0.0034374-0.0026368i,-0.0027006-0.002423i,-0.0036063-0.00017643i,-0.0022474-0.000313i,0.00060558+0.001466i,-0.00024055-0.0031039i,0.00056151+0.002185i,0.0013586+0.0021367i,0.00081471+0.00071219i,0.0015076-0.00024871i,0.0023151-0.0013301i,-0.00061644-0.0016277i,0.00079012-0.0014462i,0.0018648-0.0017938i,0.00074058-0.00019346i,-0.00022599-1.0366e-05i,0.0005921+0.0013236i,0.00046101+0.00080203i,0.00036681-9.2224e-05i,0.00037121-0.00023588i,-0.0023521-0.0015199i,0.00036998-0.0015482i,-0.0005758-0.00039055i,-0.00068739-0.00035747i,0.00033425-0.0020742i,0.0015184-0.0050491i,0.00062068-0.00014357i,0.0013202+0.00018929i,0.0003883-0.00063427i,-0.00094488-0.00080247i,0.00067458-0.00091489i,0.00055259+0.00015767i,-0.0012461-0.00070718i,-0.00030911-0.0030323i,0.019578-0.0084008i,0.045297+0.0081828i,0.048479+0.0088737i,0.052004-0.0058568i,0.014937+0.0030756i,0.030279-0.026913i,0.036825-0.01392i,0.011864-0.013359i,0.02254-0.0044157i,0.018945+0.01573i,-0.00036918-0.004918i,-0.0029543+0.0043578i,-0.0084176-0.0053599i,0.0020284-0.0021025i,0.0051281+0.00079779i,0.0043694+0.0071197i,-0.0013557+0.00092713i,0.0055047+0.0039252i,0.0019975+0.004431i,0.0091297-0.0012059i,0.0022784+0.00014677i,-0.0018032+0.00016921i,-0.00015283-0.011723i,-0.0029157+0.0013496i,-0.0004827-0.0069576i,-0.00030577+0.0030524i,-0.0033163+0.0011684i,-0.00068079-0.00051125i,0.0010376+0.0035209i,-0.0018758+0.00078164i,-0.0067107+0.0037558i,-0.0027006-0.0036383i,9.1799e-05+0.0021911i,-0.0012744+0.0013595i,0.0011264+0.0015085i,0.0021291-0.011277i,-0.00032604+0.0046793i,-0.0059974+0.0011309i,-0.0026454+0.0002089i,-0.0017692+0.0047952i,-0.00047784-0.0023824i,0.0011622-0.0050312i,0.0019006-0.0045659i,0.0036203+0.00093268i,0.0065942+0.0035722i,0.040267-0.0042738i,-0.024911+0.0089789i,-0.013259+0.0379i,0.00095972+0.014689i,0.010287+0.003067i,0.0038738-0.0024828i,-0.0095102+0.0082803i
0.002329-0.016965i,0.017652-0.036388i,-0.0047328-0.032117i,-0.0055576-0.021274i,-0.024062-0.031736i,-0.02501-0.0039657i,-0.019069-0.0036666i,-0.020313-0.016443i,-0.0068672-0.015417i,-0.00054791-0.0036442i,-0.0033303-0.0013807i,-0.0030429-0.0014745i,-0.0031389+0.00095384i,-0.0021036+0.00062091i,0.0012107+0.0010583i,-0.00088249-0.0027741i,0.001307+0.001947i,0.0021032+0.0014413i,0.00097344+0.00041944i,0.0011498-0.0005235i,0.0017435-0.0020577i,-0.0011426-0.0014267i,0.00023523-0.0016577i,0.00068603-0.0024956i,0.00030151-0.00059786i,-0.00040495+0.00027379i,0.0012139+0.0010309i,0.00075272+0.00051142i,0.00030563-0.00021238i,0.00010918-0.00024471i,-0.0027449-0.00057934i,-0.00018541-0.001557i,-0.00070246+8.4651e-05i,-0.00058413-6.0878e-05i,-0.00034225-0.0017231i,0.00019456-0.0053165i,0.00047697-0.00017275i,0.001137-0.00029998i,0.00028347-0.00080547i,-0.0014752-0.00032747i,0.00026837-0.0010273i,0.00065428+5.6372e-05i,-0.0010612-0.00011066i,-0.00075927-0.0029759i,0.018165-0.013305i,0.044392-0.0013477i,0.048256+0.00067217i,0.049535-0.015594i,0.019209+0.00072631i,0.024257-0.03252i,0.034228-0.019442i,0.0088778-0.01622i,0.019903-0.0055395i,0.020535+0.008938i,-0.0017896-0.0047611i,-4.7477e-05+0.0065149i,-0.011151-0.00064569i,0.00049049-0.0020491i,0.0046356-8.7962e-05i,0.0056583+0.0052309i,-0.00064348+0.00045732i,0.0044566+0.0028973i,0.0027452+0.0027681i,0.0076981-0.0051364i,0.0023995-0.0010984i,-0.00024958+0.0012822i,-0.0053866-0.01024i,-0.0024947+0.0029872i,-0.0033758-0.0067374i,0.0013127+0.0032394i,-0.0032338+0.0026119i,-0.00082952-0.00034928i,0.0037998+0.00078064i,-0.0018018+0.00039377i,-0.0037171+0.0044153i,-0.0043504-0.0021812i,0.00034922+0.0012169i,-0.0014466+0.0012558i,0.0011247+0.00047341i,-0.002898-0.012235i,0.0015417+0.0033205i,-0.0053306+0.00213i,-0.0027507+0.00067725i,0.00073039+0.0050803i,-0.00059582-0.0013882i,-0.00020163-0.0042774i,0.00055313-0.0050438i,0.0027452+0.00099321i,0.0066256+0.0026619i,0.037467-0.0095046i,-0.026872+0.012041i,-0.0073204+0.037585i,0.002606+0.011176i,0.011216+0.00063219i,0.0041916-0.0027786i,-0.0075079+0.0085419i
-0.00076273-0.017985i,0.011988-0.038061i,-0.0097497-0.03062i,-0.0084292-0.02029i,-0.029107-0.026193i,-0.024881-0.00042272i,-0.019338-0.00078474i,-0.022344-0.013253i,-0.0087967-0.015129i,-0.00075501-0.00318i,-0.0029306-0.0003832i,-0.0029743-0.00039698i,-0.0022486+0.001841i,-0.0015104+0.0012852i,0.0014832+0.00050873i,-0.0012457-0.0022782i,0.0019515+0.001422i,0.0024251+0.00058926i,0.0010842+0.00018194i,0.00095094-0.00062463i,0.00081361-0.0025494i,-0.0016751-0.00091228i,-0.00029051-0.0014652i,-0.00035563-0.0025107i,1.9435e-05-0.00064028i,-0.0002672+0.000604i,0.0014541+0.00037391i,0.00089903+0.00017995i,0.00018744-0.00029228i,2.3841e-05-3.392e-05i,-0.0027472+0.00040771i,-0.00065993-0.0012457i,-0.00040393+0.00043407i,-0.00043777+6.7023e-05i,-0.00069874-0.0014584i,-0.001126-0.005029i,0.00056126-0.00030633i,0.00087869-0.00055055i,-0.00011297-0.00079904i,-0.0017673+0.00039033i,-0.00012153-0.001095i,0.00060054-0.00011054i,-0.00071836+0.00024151i,-0.0013489-0.0027108i,0.01468-0.017512i,0.04096-0.0096217i,0.046736-0.0071555i,0.044207-0.023926i,0.021411-0.0043514i,0.017536-0.036206i,0.031256-0.024533i,0.006377-0.018849i,0.019923-0.0065016i,0.021104+0.0029968i,-0.0037195-0.0041943i,0.0032822+0.0062516i,-0.011118+0.0049995i,-0.00077693-0.0015475i,0.0042054-0.00062211i,0.0061701+0.0038889i,-0.00063916-4.4457e-05i,0.0030966+0.0027679i,0.0032112+0.0020295i,0.0044871-0.0075646i,0.0015763-0.0021223i,0.0011602+0.00082626i,-0.0080629-0.0059528i,-0.00051011+0.0040225i,-0.005518-0.0046848i,0.0023994+0.0017644i,-0.0022198+0.0040835i,-0.00087161-0.00030027i,0.0033567-0.002749i,-0.0022166+0.00055281i,-0.0017765+0.0033096i,-0.0048054-0.00044289i,-6.8085e-05+0.00040359i,-0.0015431+0.0015529i,0.00055186-0.00056789i,-0.0082927-0.010063i,0.0019672+0.0013146i,-0.0047696+0.0030659i,-0.0027074+0.0017016i,0.0030019+0.0040036i,-0.00029344-0.0014686i,-0.00055317-0.0031419i,-0.00055052-0.0050123i,0.001853+0.0016738i,0.0066156+0.0018802i,0.035692-0.014081i,-0.02749+0.017092i,-0.0016295+0.036178i,0.0020984+0.007488i,0.01067-0.0026543i,0.0038002-0.0025623i,-0.0063011+0.00754i
-0.0045615-0.018245i,0.0063447-0.039012i,-0.014526-0.028358i,-0.011209-0.019241i,-0.032417-0.019905i,-0.024273+0.0029889i,-0.019193+0.0020336i,-0.023792-0.0097337i,-0.011183-0.014568i,-0.0010423-0.0030105i,-0.0022368+0.00033396i,-0.0024117+0.00039747i,-0.00114+0.002309i,-0.00086992+0.001562i,0.0016206-2.3682e-05i,-0.0013718-0.0019191i,0.0023636+0.0008225i,0.0024442-0.00027118i,0.0011421-0.00020062i,0.00086201-0.00087146i,-0.00035939-0.0025151i,-0.0018255-0.00017068i,-0.00063375-0.0011998i,-0.0011534-0.0021056i,-0.0002199-0.00054361i,1.748e-05+0.00070365i,0.0012786-0.00023638i,0.00097342-0.00016436i,2.7461e-05-0.00022443i,8.6579e-06+5.7434e-05i,-0.0024321+0.0013695i,-0.00084611-0.00080938i,6.2501e-05+0.00051172i,-0.00034897+7.7306e-05i,-0.0011873-0.0010624i,-0.0021803-0.0042484i,0.0003574-0.00053062i,0.00059397-0.00071387i,-0.00025034-0.00040017i,-0.0017997+0.0010899i,-0.00065734-0.0008734i,0.00039159-0.00034417i,-0.00028815+0.00042823i,-0.0017606-0.0019737i,0.01041-0.020413i,0.036105-0.015725i,0.043849-0.014075i,0.037439-0.030001i,0.02103-0.0090611i,0.010191-0.038344i,0.027627-0.029601i,0.0031265-0.021476i,0.020737-0.0088951i,0.020245-0.0039184i,-0.0057461-0.0028032i,0.005671+0.0042263i,-0.0081398+0.009549i,-0.0016764-0.0007549i,0.0036213-0.00088822i,0.0068403+0.0024818i,-0.00093019-4.7677e-06i,0.0023498+0.0037443i,0.0039903+0.00074723i,0.0010992-0.0077098i,0.00059806-0.0025063i,0.0017483-0.0001137i,-0.0083829-0.0021566i,0.0014735+0.0036218i,-0.0065844-0.0022833i,0.0019457+0.00041068i,-0.00024425+0.0048227i,-0.0011823-0.0002541i,0.00093158-0.0048246i,-0.0022919+0.001059i,-0.0011801+0.0020541i,-0.0047626+0.0012644i,-0.00086179+0.00039822i,-0.0012833+0.0018147i,-0.00064278-0.00071225i,-0.011063-0.0057612i,0.0013615+0.00010616i,-0.0038778+0.0036156i,-0.0017958+0.0023376i,0.0043464+0.0019766i,-0.00057047-0.00115i,2.615e-05-0.0029525i,-0.0014735-0.004491i,0.0027697+0.0032455i,0.0065642+0.0012329i,0.032366-0.019564i,-0.026561+0.023116i,0.0028925+0.033914i,-0.0002913+0.0050345i,0.0076087-0.0047318i,0.0043031-0.0029313i,-0.0066157+0.0067587i
-0.0082576-0.017245i,0.00089869-0.039492i,-0.018541-0.02514i,-0.013924-0.017724i,-0.034453-0.013952i,-0.0233+0.006432i,-0.01847+0.0049428i,-0.024535-0.0063336i,-0.013854-0.013386i,-0.0012856-0.0026745i,-0.0014716+0.00050949i,-0.0018219+0.00090594i,4.5162e-05+0.0024435i,-0.00027802+0.001707i,0.001492-0.00058923i,-0.001456-0.0018087i,0.0029562+6.2443e-05i,0.0020557-0.0010696i,0.00094663-0.00064562i,0.00060928-0.0010233i,-0.0011767-0.0020327i,-0.001471+0.00045469i,-0.00076858-0.0010291i,-0.0014246-0.0016957i,-0.00043433-0.00055694i,0.00031314+0.00066802i,0.00097072-0.00054164i,0.00084351-0.00040257i,-4.854e-05-0.00014703i,0.00012438+0.00024886i,-0.0017452+0.0021932i,-0.00087799-0.000545i,0.00024401+0.00033075i,-0.00035603+0.00022252i,-0.0013935-0.00037863i,-0.0028083-0.0032279i,0.00011945-0.00050824i,0.00024755-0.0007452i,-2.1587e-05-0.00026522i,-0.0014431+0.0017748i,-0.00086594-0.00040444i,0.00032864-0.00033512i,0.00010706+0.00029052i,-0.0017506-0.0013588i,0.0060743-0.022183i,0.03203-0.019581i,0.040288-0.019829i,0.030348-0.033853i,0.019301-0.013069i,0.0026947-0.0383i,0.022985-0.034055i,-0.00038172-0.022944i,0.020996-0.012368i,0.016579-0.0096639i,-0.0072692-0.00012877i,0.0063909+0.0014325i,-0.0039166+0.012036i,-0.0024346+0.00036426i,0.00325-0.00083763i,0.007141+0.0008856i,-0.00091955+9.1301e-05i,0.0031126+0.00516i,0.0035498-0.00075475i,-0.0011873-0.0065868i,-0.00057274-0.0024778i,0.0017762-0.00082779i,-0.0071189+0.00072005i,0.002924+0.0025075i,-0.0065899+0.00043725i,0.0012979+0.00038929i,0.0018114+0.004303i,-0.0013079+0.00017647i,-0.0018541-0.0052639i,-0.0020757+0.0013177i,-0.0016834+0.0015802i,-0.0041429+0.002905i,-0.0011273+0.001062i,-0.0013859+0.0020677i,-0.0013248-0.00014331i,-0.011617-0.0015376i,0.00066779-0.00045602i,-0.0034569+0.0041997i,-0.00087372+0.0024962i,0.0048181-0.00040878i,-0.00043999-0.00093121i,0.00032994-0.0035223i,-0.0024157-0.0043485i,0.0042742+0.0029675i,0.0068555+0.00068261i,0.028687-0.023442i,-0.023004+0.030538i,0.0068036+0.031932i,-0.0031482+0.0048563i,0.0042938-0.0041682i,0.0036424-0.004035i,-0.007396+0.0068827i
-0.01116-0.015634i,-0.0050602-0.039863i,-0.021732-0.021884i,-0.016461-0.015732i,-0.035691-0.0074626i,-0.021372+0.0096926i,-0.017125+0.007592i,-0.025148-0.0029525i,-0.016549-0.011577i,-0.0013412-0.0026155i,-0.0010354+0.00038023i,-0.001004+0.0011391i,0.0012342+0.0020999i,0.00051993+0.0015386i,0.0011442-0.0010582i,-0.0017481-0.001735i,0.0032422-0.0012402i,0.0013716-0.0015426i,0.00066395-0.00086391i,0.00050786-0.0011544i,-0.0017578-0.0013739i,-0.0011171+0.00075008i,-0.0010448-0.00091061i,-0.0014071-0.0016039i,-0.00071306-0.00036301i,0.00059891+0.00054685i,0.00062797-0.00079368i,0.00065511-0.00060295i,-9.6206e-05-6.474e-05i,0.00057063+0.00027026i,-0.00080121+0.0027136i,-0.00097038-0.00025333i,0.000483+0.00018693i,-0.00017505+0.0003506i,-0.0010803+3.7177e-05i,-0.0030581-0.0022505i,6.2657e-05-0.00036598i,8.3259e-05-0.00061632i,6.0909e-05-0.00045426i,-0.000714+0.0021765i,-0.00077663-3.1265e-05i,0.00025386-0.00060089i,0.00035683-9.8448e-05i,-0.0014984-0.0010607i,0.001246-0.023086i,0.029011-0.023668i,0.036266-0.024952i,0.023483-0.035704i,0.017662-0.015891i,-0.0042204-0.036045i,0.017625-0.037913i,-0.0035829-0.024261i,0.020901-0.016874i,0.011846-0.01279i,-0.0071206+0.0035225i,0.005759-0.0013084i,0.00022432+0.012385i,-0.002659+0.0017131i,0.0035386-0.00092741i,0.0070768-0.00097334i,-0.001067-2.4897e-05i,0.005432+0.005651i,0.0025705-0.0010888i,-0.0024239-0.0050826i,-0.0014606-0.0018783i,0.0018037-0.0015434i,-0.0058325+0.0024356i,0.0037626+0.00091963i,-0.0055483+0.0026893i,0.0017465+0.00081158i,0.0032038+0.0031187i,-0.0012079+0.00036391i,-0.0046387-0.0044112i,-0.0020955+0.0016124i,-0.0018717+0.0021559i,-0.0029008+0.0042142i,-0.00068071+0.0016004i,-0.0013093+0.0028462i,-0.0013458+0.00040892i,-0.011151+0.0019559i,-0.00015406-0.00060757i,-0.0026995+0.0053504i,-0.0004009+0.0025869i,0.0042057-0.0031504i,-0.00019947-0.0011988i,-0.00010923-0.0045008i,-0.0035909-0.003684i,0.0052638+0.0018451i,0.0073067-0.00045697i,0.024768-0.026736i,-0.014912+0.036073i,0.01119+0.029037i,-0.0051636+0.0059796i,0.0024862-0.0023256i,0.0021101-0.0041399i,-0.0077506+0.0074672i
