-0.023886-0.038727i,-0.011991-0.04891i,-0.017735-0.044605i,-0.031231-0.03533i,-0.030052-0.016719i,-0.050482-0.027463i,-0.056579-0.026924i,-0.043746-0.036984i,-0.029647-0.036488i,0.0076691+0.01287i,-0.0046556+0.015263i,-0.0046331+0.014105i,0.010034+0.021281i,0.00054866+0.0043176i,0.0035209+0.0030686i,0.0064422+0.01847i,0.025657+0.038458i,-0.0027313-0.00067777i,-0.0042555-0.0058563i,0.0079291+0.0015538i,-0.00031285-0.00060197i,-0.0010439+0.0014076i,0.0001265-0.00017038i,-0.029943-0.0038183i,-0.0013858-0.0055553i,0.0018619+0.0047389i,0.0036676-4.164e-05i,-0.00055746+0.00039577i,0.000455-0.00060827i,-0.00022377-0.0026464i,-0.0016317-0.0063505i,-0.0044288-0.0040622i,-0.0016823-0.0048604i,0.0022382-0.00081215i,0.0024235-0.002877i,0.0026696+0.02564i,0.0017979-0.0027848i,0.0028922+0.00074919i,0.0060011+0.0011027i,-0.010036-0.0039055i,-0.0032778+0.0007222i,0.006527+0.0015425i,0.0050186-0.00017221i,-0.0036823+0.005492i,0.0011483-0.0087827i,-0.011689+0.017163i,0.035841-0.090787i,0.012039-0.069732i,-0.015827-0.06009i,-0.01636-0.055529i,0.039632-0.046074i,0.017176-0.062513i,0.033682-0.05545i,0.030411-0.060049i,0.015634-0.01361i,0.0044786+0.016357i,0.016483-0.026309i,-0.011226+0.0058982i,-0.0001855+0.0055669i,-0.005087-0.0014403i,-0.002624-0.029289i,-0.023756+0.032227i,0.01012-0.011189i,-0.012924-0.0028053i,0.00010029-0.0049593i,-0.0010547-0.016062i,-0.0074808+0.0043554i,0.004735+0.0059707i,-0.0090437+0.031375i,0.0050652+0.0057026i,-0.0051271-0.00066474i,-0.0031104-0.00065094i,-0.012684-0.0076546i,-0.00099318-0.0043087i,-0.02988+0.0067546i,-0.00026542-0.0097406i,-0.0095185-0.0018365i,-0.0069718-0.0025549i,0.0070685+0.0027686i,-0.0083536+0.0019706i,-0.00026637+0.00064012i,0.0057062+0.010849i,0.0043144+0.0013527i,-0.0097334-0.010208i,0.0031658+0.0081087i,-0.021442+0.006292i,0.0083671+0.0005033i,-0.02895-0.0036758i,-0.041912+0.0020684i,0.020051-0.096304i,-0.0016486-0.012445i,-0.053108-0.022195i,-0.024629+0.00025511i,0.017707+0.011274i,-0.024963+0.013065i,-0.018977-0.013148i
0.013419-0.010048i,0.043387-0.012294i,0.022544-0.026798i,0.010786-0.021549i,0.013586-0.04035i,-0.018616-0.022638i,-0.0087428-0.014664i,-0.0028956-0.027942i,0.0062006-0.017513i,0.0044448-0.0021268i,0.0019666-0.0049307i,-6.4564e-05-0.0052675i,-0.00099328-0.0057427i,-0.00096798-0.0027587i,-0.0011906+0.0010304i,0.0013842-0.0026655i,-0.003323+0.0019119i,-0.00039331+0.0014231i,0.00022513+0.00036776i,0.00071821+0.0021686i,0.0014176+0.0017867i,0.0010673-0.0010614i,0.0020178+0.00048239i,-0.00106+0.0025838i,-0.00072026+0.00055584i,-0.000642+0.00026322i,-0.0013511+0.0001649i,-0.00063522+0.00038901i,0.00010698+5.9e-05i,-8.9256e-05-0.0001739i,0.0012979-0.0023378i,0.0014274-0.000108i,0.00034213-0.00075869i,0.00053813-0.0010758i,0.00075448+0.00070173i,0.0047344-0.0015479i,-8.6471e-06+0.0001385i,-2.9653e-05+0.0012772i,0.0001972-0.00031053i,0.0004638+0.00040329i,0.00078632+0.00062582i,0.00024079+0.00063645i,0.00019562-0.0028154i,0.00040623-0.0025316i,0.019433+0.0039456i,0.028585+0.039932i,0.035843+0.039692i,0.047155+0.028678i,0.015614-0.00081033i,0.035996-0.00010872i,0.037558+0.012696i,0.013746+0.0070462i,0.029873+0.023547i,-0.0031209+0.032853i,0.0061204-0.0050457i,0.0047854-0.0034683i,0.0068396-0.0035977i,0.0077978+0.0037191i,0.0037978+0.0065743i,-0.0063561+0.0051402i,-0.0039507-0.0057765i,0.0042278+0.013145i,-0.0036517+0.00068283i,0.00011076+0.0051027i,-0.00042809+0.0014851i,0.002729-0.0031199i,0.0069414-0.0011387i,-0.002801-0.00085822i,0.0045508-0.0023645i,-0.0066019-0.00058671i,-0.0016499+0.0005384i,0.00030493+2.1386e-05i,-0.0047143-0.002875i,-0.0042756-0.0020169i,-0.0078033-0.0091459i,0.0027663-0.0021461i,-0.0049544+0.0016411i,-0.0017262+0.001144i,-0.0040879+0.0028165i,0.0067193+0.0010261i,-0.006913-0.0016693i,-0.0040547-0.0076837i,-0.0027842-0.0013189i,-0.0056386-0.00046915i,0.0045002-0.0029964i,0.005661+0.000871i,0.0029295-0.0017182i,0.0055025+0.0082545i,0.0056909+0.005773i,0.042469+0.027604i,-0.031766-0.0050019i,-0.036369+0.018239i,-0.0095954+0.020831i,0.0021993+0.0028043i,0.009008-0.0062534i,-0.01093-0.0002958i
0.010885-0.011753i,0.04032-0.019458i,0.01728-0.029968i,0.0069398-0.021978i,0.0052762-0.042003i,-0.021007-0.018902i,-0.01159-0.013718i,-0.0075264-0.026475i,0.003057-0.017946i,0.0038313-0.0031709i,0.00055445-0.005544i,-0.0011587-0.004565i,-0.0027089-0.0047067i,-0.0015086-0.0021237i,-0.00065169+0.001265i,0.0011532-0.0028593i,-0.0019872+0.0028527i,-0.00028147+0.0014668i,0.00011604+0.00027361i,0.0013557+0.0018691i,0.0019967+0.0014649i,0.00082205-0.0011923i,0.0020055-0.00020069i,0.00070574+0.0023754i,-0.00025948+0.00073944i,-0.00033521+0.00035245i,-0.0011197+0.00091532i,-0.00039266+0.00059672i,9.5361e-05+0.00011444i,0.0001691+9.7088e-05i,0.0003008-0.0028004i,0.0014369-0.00059395i,0.00020245-0.00074971i,4.3535e-05-0.0010305i,0.0013454+0.00044086i,0.0042108-0.0025214i,1.106e-05+0.00032017i,0.00040899+0.0011603i,0.00039237+5.4366e-06i,0.00042398-0.00029176i,0.00097891+0.00038795i,0.0004375+0.00048398i,-0.00044553-0.0022676i,0.00090782-0.0023285i,0.019746+0.0012406i,0.03409+0.035001i,0.040647+0.032861i,0.050341+0.019968i,0.013015-0.0002231i,0.036535-0.006224i,0.039626+0.0057931i,0.015091+0.001214i,0.031+0.012696i,0.0041884+0.029707i,0.0040845-0.0059081i,0.00094048-0.003797i,0.0045983-0.0064823i,0.0069875+0.0010284i,0.0052745+0.0049993i,-0.0031752+0.0076388i,-0.0044372-0.0025882i,0.0060627+0.011146i,-0.0036874+0.0014584i,0.002844+0.0056886i,0.00043474+0.0016786i,0.00060666-0.0035268i,0.0072636-0.0047894i,-0.0031881-0.00028214i,0.0039148-0.0042576i,-0.0059148+0.0026131i,-0.0015841-0.00010633i,5.3462e-05-0.00062815i,-0.0046104+8.0765e-05i,-0.0041546-0.00063634i,-0.0094541-0.0055606i,0.0012555-0.0028544i,-0.0036565+0.0027622i,-0.0017004+0.00073265i,-0.0027135+0.0039068i,0.0078192-0.0016615i,-0.0067027+0.0011836i,-0.0066448-0.0058451i,-0.0025181-0.00083788i,-0.0048633+0.001483i,0.0022597-0.0038053i,0.0060936-0.0017667i,0.0027771-0.0020078i,0.0073752+0.0059448i,0.0051682+0.0052957i,0.043465+0.017818i,-0.030974+0.0014877i,-0.034446+0.026099i,-0.0057916+0.018659i,0.0037168+0.0053464i,0.0064283-0.0063039i,-0.012681+0.0017175i
0.0088097-0.013157i,0.035682-0.026037i,0.011502-0.031686i,0.0036966-0.021868i,-0.0032155-0.042129i,-0.022882-0.015226i,-0.014138-0.012197i,-0.011355-0.024656i,-8.4028e-05-0.017949i,0.0029092-0.003854i,-0.0012356-0.0054434i,-0.0019501-0.0036973i,-0.0037949-0.0030839i,-0.0017722-0.0014821i,-0.00033899+0.0012118i,0.00088972-0.0030791i,-0.00045378+0.002915i,-0.00016374+0.0016663i,5.7764e-05+0.00051363i,0.0017731+0.0011339i,0.002577+0.00070954i,0.0005396-0.0014629i,0.0017457-0.00087964i,0.0019751+0.0014594i,0.00029206+0.0006664i,-9.9786e-05+0.00021035i,-0.00050196+0.0013499i,-0.00031325+0.000707i,0.00020038+0.00018481i,0.00036115+0.00013251i,-0.00082078-0.0027896i,0.0012047-0.0011068i,-0.00013492-0.0008102i,-0.00029389-0.00084442i,0.0017933-0.00043694i,0.0035254-0.0035276i,0.00030439+0.0003776i,0.00079539+0.0009829i,0.00056655-0.00027981i,4.0071e-05-0.00066069i,0.0011559-3.4196e-05i,0.00056855+0.00012657i,-0.00079347-0.0018177i,0.0010247-0.0028533i,0.01985-0.0018941i,0.040459+0.028456i,0.044523+0.025499i,0.051899+0.011189i,0.011903+0.00071324i,0.03625-0.012652i,0.039925-0.00095252i,0.015388-0.0035883i,0.02889+0.0046367i,0.0095746+0.026402i,0.0016564-0.005881i,-0.0019945-0.001942i,0.00065166-0.0080552i,0.0053215-0.00074689i,0.0057679+0.0030801i,-0.000126+0.0081276i,-0.0035859-0.00054021i,0.0068097+0.0085677i,-0.0035636+0.0035321i,0.0052947+0.0046631i,0.0011126+0.001234i,-0.0010489-0.0027232i,0.0058274-0.0071358i,-0.0030492+0.00043244i,0.0026788-0.0054025i,-0.0031649+0.0043687i,-0.0021003-0.00017674i,-0.00046301-0.00063912i,-0.003448+0.0016616i,-0.0034043+0.00064033i,-0.010029-0.0021225i,0.00027775-0.0031719i,-0.0022735+0.0032064i,-0.0018702+0.0011977i,-0.00068639+0.003703i,0.0073817-0.0050074i,-0.0053477+0.0035395i,-0.0079543-0.0030834i,-0.0024838-0.00057855i,-0.00388+0.0024401i,0.0010421-0.0034688i,0.0050869-0.0038859i,0.0028427-0.0025008i,0.0070543+0.0023328i,0.0052146+0.0050054i,0.043593+0.010262i,-0.028071+0.0069476i,-0.028971+0.033313i,-0.0038229+0.016559i,0.0067959+0.0057801i,0.0039871-0.0051654i,-0.012838+0.0042318i
0.0067581-0.014796i,0.030022-0.031041i,0.0062545-0.032698i,0.00097031-0.021923i,-0.011429-0.039858i,-0.024189-0.011467i,-0.016592-0.010034i,-0.014927-0.02233i,-0.0026926-0.017216i,0.001896-0.0042986i,-0.002831-0.0042907i,-0.0022464-0.002956i,-0.003965-0.0014346i,-0.0019724-0.0010192i,-2.4239e-05+0.0013894i,0.00040413-0.003267i,0.00045359+0.0024137i,0.00027714+0.0021075i,0.00038967+0.00081893i,0.0018478+0.00032232i,0.0027096-0.00038114i,-7.8291e-05-0.0016606i,0.0011818-0.001269i,0.0025183-0.00036684i,0.00076043+0.00039099i,-0.00018746+0.00011342i,8.1499e-05+0.0014253i,-1.7028e-05+0.00088813i,0.00036707+8.8686e-05i,0.00045783-1.3206e-05i,-0.0018599-0.0022866i,0.00076629-0.0014026i,-0.00036806-0.00063578i,-0.00050682-0.00068842i,0.0014827-0.0015069i,0.002608-0.0043806i,0.00060185+0.00013178i,0.0011224+0.00066427i,0.00047303-0.00053088i,-0.00049593-0.00092618i,0.001005-0.00046838i,0.00041768+6.8412e-05i,-0.0011417-0.0012528i,0.00063129-0.0030008i,0.019481-0.0051638i,0.045107+0.019034i,0.047523+0.017519i,0.052312+0.0029544i,0.012471+0.0020896i,0.034442-0.019983i,0.039387-0.0076579i,0.01476-0.0087185i,0.026321-0.0010532i,0.015095+0.022224i,0.0001365-0.004831i,-0.0033218+0.00084417i,-0.0038594-0.0079265i,0.0036995-0.0016341i,0.0055776+0.0017634i,0.0024592+0.0077124i,-0.0023776+0.00065582i,0.006612+0.0057788i,-0.0011686+0.0055178i,0.0075924+0.0025012i,0.001705+0.00091473i,-0.0018782-0.0014421i,0.0036631-0.0093901i,-0.0027667+0.00083508i,0.0011796-0.0064623i,-0.0010499+0.0039643i,-0.0027534+0.00021661i,-0.0005832-0.00048098i,-0.0020369+0.0030655i,-0.0025084+0.0010717i,-0.0092141+0.0013481i,-0.0010576-0.0035158i,-0.00081548+0.0030012i,-0.0016159+0.0013505i,0.00057588+0.0028124i,0.0054242-0.0083722i,-0.0028783+0.0049599i,-0.0074894-0.00022775i,-0.0027537-0.00026763i,-0.0029946+0.0034509i,0.00017182-0.0030288i,0.0034675-0.0047095i,0.0026789-0.0035405i,0.0053543+0.00099675i,0.0057437+0.0047143i,0.042803+0.0028557i,-0.024753+0.0086147i,-0.021174+0.037565i,-0.0019668+0.015731i,0.0087229+0.005048i,0.0033374-0.0032287i,-0.012055+0.006323i
0.0040112-0.016294i,0.02398-0.034526i,0.00072063-0.033005i,-0.0021222-0.022076i,-0.017989-0.036279i,-0.025086-0.0077633i,-0.018455-0.0070505i,-0.017843-0.01954i,-0.0047717-0.016486i,0.00063523-0.0042508i,-0.0034393-0.0027743i,-0.0026449-0.0023826i,-0.0035686-0.00015743i,-0.0023061-0.00031248i,0.00060537+0.0015136i,-0.00035064-0.0032802i,0.00086884+0.0021229i,0.0012636+0.0021589i,0.00076405+0.00065435i,0.0015169-0.0003633i,0.0023255-0.0013742i,-0.00062733-0.00157i,0.00072281-0.0014589i,0.0016675-0.0017826i,0.00087431-0.00024857i,-0.00028027+0.00012592i,0.00062879+0.0013759i,0.00040658+0.00085236i,0.00036509-0.00010517i,0.00045568-0.00018845i,-0.0025378-0.0014226i,0.00035814-0.0015343i,-0.00062335-0.00048643i,-0.0007029-0.00037667i,0.00035244-0.0020919i,0.0014208-0.0050219i,0.0005713-0.000224i,0.001274+0.00010833i,0.00041376-0.00058893i,-0.0011404-0.00081121i,0.00066747-0.00081444i,0.00038231+0.00017531i,-0.0011712-0.00072268i,0.00024726-0.0029202i,0.019035-0.008936i,0.046705+0.0088306i,0.048918+0.0090166i,0.052219-0.0060492i,0.015133+0.0030033i,0.030554-0.027071i,0.037592-0.013992i,0.012194-0.013355i,0.022857-0.0050632i,0.019537+0.016406i,-0.00050265-0.0047104i,-0.0029254+0.003982i,-0.0084685-0.0053409i,0.0020375-0.0020754i,0.005223+0.00072591i,0.0046157+0.0063973i,-0.0011762+0.00078868i,0.0054896+0.004268i,0.002027+0.0045813i,0.0088383-0.0011678i,0.0022899+0.00021415i,-0.0018588+0.00020811i,0.00015474-0.011389i,-0.0028742+0.0016251i,-0.00080704-0.0070788i,-0.00037695+0.0037645i,-0.0031775+0.0011047i,-0.00068681-0.00040612i,0.00088695+0.003604i,-0.0020336+0.00066694i,-0.0069686+0.0040421i,-0.0028782-0.0031564i,0.00018708+0.0022311i,-0.0012798+0.0013327i,0.0010918+0.001552i,0.0019473-0.010952i,-0.00040926+0.0046276i,-0.0062514+0.0015057i,-0.0025628+0.00017788i,-0.0014431+0.0047059i,-0.00068433-0.0023433i,0.0017409-0.0052026i,0.0016737-0.0043172i,0.0040736+0.00049056i,0.0064952+0.003945i,0.040924-0.0038941i,-0.02555+0.0087851i,-0.013692+0.038228i,0.00049475+0.013892i,0.010713+0.0033045i,0.0040337-0.0022614i,-0.010252+0.0081268i
0.0012411-0.017161i,0.018043-0.036971i,-0.0046988-0.032291i,-0.0054699-0.021603i,-0.024044-0.032159i,-0.025417-0.0041187i,-0.019308-0.0038047i,-0.020319-0.016706i,-0.0067175-0.015987i,-3.5025e-05-0.0037865i,-0.0033438-0.0014963i,-0.0029265-0.0015175i,-0.0030751+0.00089298i,-0.0021021+0.00067253i,0.0012515+0.0011001i,-0.0010115-0.0028988i,0.0014462+0.0018917i,0.0020601+0.0015058i,0.00091353+0.00046809i,0.0010704-0.0006548i,0.0016794-0.0020789i,-0.0011164-0.0013731i,0.00018533-0.0016737i,0.00051681-0.002463i,0.00040111-0.00065605i,-0.0003694+0.00040326i,0.0011982+0.0010399i,0.00072712+0.00056948i,0.00029423-0.00022472i,0.00019002-0.00027412i,-0.0029042-0.00040836i,-0.00017878-0.0015481i,-0.00075938+4.1313e-05i,-0.00060504-6.711e-05i,-0.00035979-0.0018084i,3.3868e-05-0.0052702i,0.00043418-0.00018356i,0.0010565-0.00032087i,0.00034812-0.0008479i,-0.001721-0.0002664i,0.00030084-0.00094021i,0.00048214+0.00016179i,-0.00096766-0.00014532i,-0.00023845-0.0030101i,0.017462-0.013576i,0.045778-0.0012356i,0.048599+0.0007339i,0.049555-0.015747i,0.019376+0.00057653i,0.024437-0.032726i,0.03488-0.019701i,0.0093952-0.016292i,0.02018-0.0063016i,0.021627+0.0095406i,-0.0020539-0.0045283i,-0.00017062+0.0062631i,-0.011175-0.00061937i,0.00040892-0.00199i,0.0046825-0.00018157i,0.0054786+0.0044776i,-0.00050295+0.00015528i,0.0047295+0.0031321i,0.0028176+0.002864i,0.0075565-0.0051458i,0.0024822-0.0010953i,-0.00031942+0.0013485i,-0.0050743-0.010083i,-0.0023111+0.0030566i,-0.003663-0.0067292i,0.001454+0.0038045i,-0.0031215+0.0024919i,-0.00076653-0.00026884i,0.0038846+0.00080608i,-0.001986+0.00048956i,-0.0038094+0.0048883i,-0.0044042-0.0017539i,0.00046723+0.0012239i,-0.0015177+0.0012244i,0.0011614+0.00040033i,-0.0028044-0.011929i,0.001429+0.003298i,-0.0053387+0.002509i,-0.0027156+0.00059447i,0.0010517+0.0048081i,-0.0006763-0.0013703i,5.2064e-05-0.0047917i,0.00051454-0.004721i,0.0028486+0.0003234i,0.0068183+0.0030702i,0.038327-0.0092896i,-0.0275+0.012271i,-0.0074213+0.037907i,0.0017626+0.010742i,0.011832+0.00049071i,0.004436-0.0025286i,-0.0081617+0.0083628i
-0.0018303-0.017944i,0.012209-0.038592i,-0.0097549-0.03074i,-0.0084612-0.020587i,-0.029132-0.026622i,-0.02533-0.00050566i,-0.019587-0.00082956i,-0.022476-0.013475i,-0.0088378-0.015641i,-0.00033339-0.003493i,-0.0030171-0.00051645i,-0.0028952-0.00051575i,-0.0022227+0.0017934i,-0.0015164+0.001302i,0.0015341+0.00051667i,-0.0014164-0.0023838i,0.0020235+0.0013958i,0.0023787+0.00060756i,0.0011093+0.00031789i,0.00081291-0.0007542i,0.00082304-0.002549i,-0.001666-0.00088784i,-0.00035667-0.0014587i,-0.00041259-0.0024438i,4.9949e-05-0.00071934i,-0.00014523+0.00068665i,0.0014582+0.00040536i,0.00089306+0.00023015i,0.00018506-0.00029678i,0.000117-0.00010491i,-0.00286+0.00063124i,-0.0006651-0.001255i,-0.0004912+0.00044593i,-0.00047467+7.2881e-05i,-0.0006887-0.001571i,-0.0012712-0.0049234i,0.00055762-0.00029332i,0.00081413-0.00056014i,-2.7133e-05-0.00085743i,-0.0019356+0.00054338i,-8.1443e-05-0.0010326i,0.0004807+4.5732e-05i,-0.00067551+0.00021674i,-0.0009682-0.0027831i,0.013933-0.017504i,0.042453-0.010095i,0.046969-0.0071979i,0.044222-0.023987i,0.02142-0.0044827i,0.017617-0.036397i,0.031708-0.024933i,0.0070057-0.01915i,0.019768-0.007092i,0.02234+0.0030398i,-0.0039509-0.0038538i,0.0031521+0.0061099i,-0.011119+0.0051738i,-0.00083734-0.0014429i,0.0041464-0.00061891i,0.0057177+0.0032482i,-0.00064199-0.00035053i,0.003203+0.0026779i,0.0033666+0.0021194i,0.0041236-0.0075127i,0.0015897-0.002254i,0.0010699+0.0009182i,-0.0077934-0.0059389i,-0.00041293+0.003881i,-0.0058243-0.0046073i,0.0026945+0.0022996i,-0.002179+0.0039735i,-0.0007657-0.00029042i,0.0034194-0.0027695i,-0.0021822+0.00068384i,-0.001658+0.0038556i,-0.0048106-7.1163e-05i,4.8182e-05+0.0004115i,-0.0016421+0.0016651i,0.00059437-0.00061057i,-0.008169-0.010029i,0.0019244+0.0013173i,-0.0045304+0.003294i,-0.0027212+0.0016216i,0.0031436+0.0036862i,-0.00015071-0.0012086i,-0.00055119-0.0034258i,-0.0006162-0.0047395i,0.0017077+0.0011125i,0.0069894+0.0018699i,0.036411-0.013942i,-0.027899+0.017692i,-0.001636+0.03642i,0.0011436+0.0075505i,0.011006-0.0031289i,0.0041224-0.0025561i,-0.0070838+0.0075954i
-0.0055488-0.017942i,0.0065023-0.03946i,-0.014498-0.028444i,-0.011344-0.019401i,-0.03252-0.020362i,-0.024717+0.0029814i,-0.01948+0.0020859i,-0.024043-0.0099069i,-0.011349-0.014944i,-0.00073026-0.0034686i,-0.0024334+0.00017981i,-0.0024097+0.00030034i,-0.0011234+0.0022912i,-0.00088219+0.0016085i,0.0016396-2.1548e-05i,-0.0015555-0.0019447i,0.0023931+0.00095475i,0.0024178-0.00025638i,0.0012595-0.00012664i,0.00066973-0.00089944i,-0.00028965-0.0025561i,-0.0018599-0.00013842i,-0.00065929-0.0011631i,-0.0011341-0.00216i,-0.00021725-0.0006598i,0.00017799+0.00072843i,0.0012978-0.00021437i,0.0010034-0.00014194i,2.5799e-05-0.00025833i,6.9712e-05-3.9882e-05i,-0.0024171+0.0016298i,-0.00088009-0.00080382i,5.6258e-06+0.0005724i,-0.00038757+0.00012925i,-0.0012304-0.0011599i,-0.0022424-0.0041129i,0.00040675-0.00054233i,0.00054103-0.0007196i,-0.00020633-0.00043488i,-0.0018072+0.0012705i,-0.00058852-0.00086825i,0.00032651-0.00013943i,-0.00021723+0.00040208i,-0.0015061-0.0021132i,0.0097021-0.02004i,0.037245-0.016905i,0.043888-0.014147i,0.037474-0.029977i,0.020948-0.0092037i,0.010251-0.038524i,0.02792-0.03006i,0.0036028-0.022058i,0.020254-0.0092236i,0.021414-0.0040132i,-0.0057347-0.002331i,0.0055187+0.0040918i,-0.0080832+0.0097404i,-0.0016831-0.00063287i,0.0036037-0.00088682i,0.0061942+0.0021527i,-0.0010001-0.00031273i,0.0025268+0.0035816i,0.004132+0.00071974i,0.001082-0.0073973i,0.00051768-0.0025948i,0.0017242-3.5309e-06i,-0.008155-0.0021976i,0.0014917+0.0033725i,-0.0068462-0.0020677i,0.0025062+0.00079781i,-0.00033234+0.0047523i,-0.0010868-0.00027502i,0.0009612-0.0048872i,-0.0022547+0.001099i,-0.00082621+0.0025268i,-0.0046653+0.0016047i,-0.00080612+0.00031641i,-0.0012738+0.0018987i,-0.00062759-0.00069702i,-0.011093-0.0057722i,0.0013944+1.2387e-05i,-0.0037998+0.0036201i,-0.0018172+0.002353i,0.0044978+0.0017036i,-0.00043145-0.0010389i,-7.2664e-05-0.0028839i,-0.001544-0.0041835i,0.0021382+0.0028744i,0.0067646+0.00091954i,0.033119-0.019377i,-0.026749+0.023792i,0.0030313+0.034268i,-0.0010182+0.0055059i,0.0076776-0.0050161i,0.0044425-0.0031336i,-0.0072813+0.0070694i
-0.0090994-0.016691i,0.00095545-0.039829i,-0.018473-0.025257i,-0.014082-0.017773i,-0.034651-0.014335i,-0.023693+0.0065317i,-0.018757+0.0050134i,-0.024836-0.006379i,-0.014104-0.013724i,-0.0011631-0.0032105i,-0.0017579+0.00043283i,-0.001835+0.00083826i,3.3092e-05+0.0024553i,-0.00027196+0.0017557i,0.0015025-0.00059072i,-0.0016339-0.0017465i,0.0030372+0.00013066i,0.0020723-0.0010439i,0.0010515-0.00058421i,0.00049819-0.00096197i,-0.0011716-0.0020993i,-0.0015069+0.00049672i,-0.0007563-0.0010089i,-0.0013596-0.0017313i,-0.00053184-0.00067597i,0.00046008+0.00056713i,0.00099873-0.00052348i,0.00087423-0.00040366i,-8.3293e-05-0.00018228i,0.00015612+0.00013034i,-0.0016055+0.0024047i,-0.00092965-0.00053574i,0.00028344+0.0004182i,-0.00036949+0.00027784i,-0.0013871-0.00050317i,-0.0027916-0.0031271i,0.00012195-0.00054305i,0.00021162-0.00076708i,-1.7328e-05-0.00026971i,-0.0012915+0.0020166i,-0.00075697-0.00047861i,0.00033166-0.00016697i,0.00025004+0.00028752i,-0.0014998-0.0015422i,0.0056455-0.021617i,0.032484-0.02104i,0.040133-0.019866i,0.030405-0.033884i,0.019134-0.013128i,0.0028036-0.038431i,0.023132-0.034471i,-0.00016884-0.02386i,0.02063-0.012298i,0.017629-0.010231i,-0.0071136+0.00012391i,0.0062266+0.0013103i,-0.0038594+0.01222i,-0.0023779+0.00041884i,0.0032876-0.00087196i,0.0065067+0.00094124i,-0.0011627-0.00021171i,0.0031068+0.0051433i,0.0036848-0.00081012i,-0.00095279-0.0064905i,-0.00064695-0.002538i,0.0017875-0.00084443i,-0.0070219+0.0007032i,0.002871+0.0022191i,-0.0066859+0.00069206i,0.0019915+0.00050676i,0.001693+0.0043429i,-0.0012243+8.4252e-05i,-0.001803-0.0053742i,-0.002015+0.0012751i,-0.0012302+0.0018865i,-0.0039345+0.0031823i,-0.0012258+0.0010269i,-0.0012717+0.0020306i,-0.001257-0.00025121i,-0.011627-0.0013664i,0.00056186-0.00066485i,-0.0033716+0.0040641i,-0.00086395+0.0025247i,0.0048553-0.00071311i,-0.00037629-0.0010104i,0.00031719-0.0034654i,-0.0023241-0.003994i,0.0034326+0.0028426i,0.0067771+0.00033469i,0.029462-0.023492i,-0.023258+0.031355i,0.007076+0.032119i,-0.0036412+0.0055654i,0.0044542-0.0043909i,0.003557-0.0043665i,-0.0076638+0.0071984i
-0.011813-0.014891i,-0.0050207-0.040216i,-0.021684-0.022087i,-0.016523-0.015799i,-0.035959-0.0077787i,-0.021731+0.0098453i,-0.017442+0.0076692i,-0.025369-0.002922i,-0.016813-0.011842i,-0.0013671-0.0031992i,-0.0013637+0.00043922i,-0.0010436+0.001077i,0.0012091+0.0021585i,0.0005154+0.0015803i,0.0011753-0.0010566i,-0.0018838-0.0016097i,0.0033514-0.0012979i,0.0013977-0.0015389i,0.00080475-0.00087956i,0.0004291-0.0010795i,-0.0017492-0.0013756i,-0.0011171+0.00078843i,-0.001016-0.00091821i,-0.0014174-0.001648i,-0.00085331-0.0004016i,0.00059269+0.00040266i,0.00061892-0.00084921i,0.00065547-0.00057341i,-0.00014438-8.0438e-05i,0.00047364+0.0001364i,-0.0006118+0.0027905i,-0.0010094-0.0002503i,0.00054434+0.00021942i,-0.00021111+0.00039314i,-0.0010424-9.7671e-05i,-0.0029964-0.0021951i,4.7897e-05-0.00040596i,5.7077e-05-0.00065339i,2.4194e-05-0.00048488i,-0.00047488+0.002302i,-0.00071222-0.00014574i,0.00035821-0.00048931i,0.00046435-0.00017565i,-0.0013398-0.0013102i,0.0012406-0.022487i,0.028672-0.024861i,0.036129-0.024821i,0.023562-0.035721i,0.017493-0.015762i,-0.0040695-0.036224i,0.017819-0.038226i,-0.0037323-0.025164i,0.020472-0.016407i,0.012355-0.013624i,-0.0069575+0.0037193i,0.0056128-0.0013283i,0.00033023+0.012431i,-0.0025626+0.0017545i,0.0036346-0.00096364i,0.0067124-0.00055103i,-0.0013944-0.00010032i,0.005326+0.0054457i,0.0027614-0.0011047i,-0.0022837-0.0052692i,-0.0015755-0.0019715i,0.0017971-0.0015484i,-0.005794+0.0023567i,0.00359+0.00063381i,-0.0054936+0.0029855i,0.0023071+0.00067145i,0.0031119+0.0032903i,-0.0011566+0.00024274i,-0.0046326-0.0045844i,-0.001998+0.0015017i,-0.001305+0.0022606i,-0.00264+0.0043135i,-0.00077841+0.0016222i,-0.0011721+0.0028193i,-0.001279+0.00031831i,-0.010786+0.002121i,-0.00031345-0.00077427i,-0.0026737+0.0050995i,-0.00042739+0.0026037i,0.0040946-0.0033423i,-0.0002613-0.0013099i,-6.7616e-05-0.0044061i,-0.0034092-0.0034115i,0.0046403+0.0019445i,0.0072429-0.000653i,0.025407-0.026898i,-0.014932+0.036833i,0.011663+0.029187i,-0.0052456+0.0069546i,0.0025594-0.0026166i,0.0017655-0.0043197i,-0.0080438+0.0077421i
