-0.024001-0.037592i,-0.012458-0.049964i,-0.018505-0.044544i,-0.031261-0.035712i,-0.029945-0.01606i,-0.050634-0.027243i,-0.057492-0.025438i,-0.044539-0.037459i,-0.031224-0.034673i,0.0083924+0.011403i,-0.0063817+0.015632i,-0.0045402+0.014028i,0.010113+0.021154i,0.00055788+0.0044547i,0.0033314+0.0034007i,0.0066748+0.017156i,0.019552+0.038479i,-0.0024842-0.0017214i,-0.0049204-0.0057073i,0.0073108+0.0021833i,-0.00010249-0.00090011i,-0.0012465+0.0010679i,3.2262e-05-0.00047627i,-0.029092-0.003089i,-0.0018801-0.006191i,0.0015042+0.0046105i,0.0031985-0.00010946i,-0.0002473+0.000674i,0.00066671-0.00036964i,-0.00067649-0.0027781i,-0.0016007-0.0057807i,-0.0047809-0.0045307i,-0.0022975-0.0045952i,0.0024594-0.00047412i,0.0017918-0.0030593i,-0.00042617+0.025929i,0.0014909-0.0030748i,0.0026301+0.00082323i,0.0055227+0.00097184i,-0.01089-0.0022706i,-0.0037289+0.00019637i,0.0055966-0.00076582i,0.0063127-0.00016913i,-0.0031116+0.0046286i,0.0019662-0.0093883i,-0.012013+0.017479i,0.035535-0.091135i,0.012115-0.070167i,-0.015909-0.059645i,-0.01635-0.055411i,0.039327-0.046375i,0.017185-0.062347i,0.034139-0.055799i,0.030692-0.059564i,0.01523-0.01371i,0.0046275+0.016544i,0.016161-0.026507i,-0.011233+0.0057336i,-0.00063524+0.0052657i,-0.0052071-0.0012204i,-0.0026093-0.029004i,-0.024506+0.030553i,0.010468-0.011447i,-0.012727-0.0016523i,2.0725e-05-0.0050773i,-0.001241-0.016185i,-0.0075742+0.0045647i,0.0049774+0.0062227i,-0.008082+0.030193i,0.0052989+0.0060342i,-0.0051932-0.00060867i,-0.003099-0.0004075i,-0.012286-0.0076087i,-0.00074943-0.0042863i,-0.028541+0.0064907i,3.6631e-05-0.010015i,-0.0095503-0.0015279i,-0.0062147-0.0023537i,0.0073141+0.0032377i,-0.007725+0.0013827i,-0.00022368+0.00079494i,0.006524+0.010316i,0.004132+0.0016345i,-0.0098092-0.0092742i,0.0032183+0.00817i,-0.019776+0.005835i,0.0084886+0.00075432i,-0.02899-0.0037139i,-0.041786+0.002026i,0.018225-0.096657i,-0.0020819-0.012113i,-0.053454-0.02193i,-0.023532-0.00023499i,0.017795+0.010827i,-0.025333+0.012959i,-0.018881-0.013236i
0.013922-0.009709i,0.043671-0.012688i,0.022609-0.027031i,0.010904-0.021557i,0.013738-0.040374i,-0.018566-0.022507i,-0.0085201-0.014681i,-0.0027235-0.027691i,0.0067819-0.016647i,0.0040806-0.0015279i,0.0016566-0.004817i,-6.0975e-05-0.0051298i,-0.00088031-0.0057962i,-0.0009717-0.0028413i,-0.0011168+0.00093575i,0.0013952-0.0030885i,-0.003881+0.0019764i,-0.00047012+0.00084978i,0.00028271+0.00033477i,0.00068538+0.0022748i,0.0014942+0.0018587i,0.0010712-0.0010427i,0.0019534+0.00042091i,-0.0011407+0.0018544i,-0.00070399+0.00022638i,-0.00057328+0.00048015i,-0.0014271+0.00019303i,-0.00057387+0.0005619i,-2.9728e-05+0.00012931i,-0.00031618-0.00028061i,0.0021735-0.001855i,0.0014178-0.00015477i,0.00031531-0.00078315i,0.00061227-0.00093883i,0.00068759+0.00038718i,0.013343-0.018512i,-1.5009e-06+2.8789e-05i,-0.00076477+0.00045344i,-0.00025666-0.00028536i,0.00042098+0.00035359i,0.0001798+0.0008639i,0.0010624+0.00071682i,0.00059375-0.0025967i,-0.00043569-0.0039434i,0.017412+0.0036737i,0.028918+0.040188i,0.035635+0.039538i,0.046927+0.029421i,0.015783-0.00095887i,0.036098-0.00029238i,0.037236+0.012915i,0.014507+0.0064906i,0.029517+0.022359i,-0.0048325+0.032996i,0.0059663-0.0048163i,0.0048881-0.0033658i,0.0065755-0.0040509i,0.0077898+0.0038341i,0.0038137+0.0063461i,-0.0062442+0.0043698i,-0.0041214-0.0058517i,0.003274+0.013128i,-0.0040088+0.00058299i,-0.0002251+0.0053073i,-0.00044324+0.001423i,0.0026913-0.0031084i,0.0067217-0.00079347i,-0.0026451-0.00047256i,0.0044991-0.0019293i,-0.0055222+6.8373e-05i,-0.0012525+0.00072985i,0.00031388+0.00011113i,-0.0049087-0.0027134i,-0.0042671-0.0020913i,-0.0072596-0.0095359i,0.0033228-0.0017764i,-0.0049656+0.0020519i,-0.001493+0.001105i,-0.0037297+0.0025825i,0.0065772+0.00040814i,-0.00728-0.0015998i,-0.0045867-0.0072775i,-0.0027581-0.0012704i,-0.0061755-0.0010745i,0.0042051-0.0036007i,0.0060553+0.00085395i,0.0028005-0.0016171i,0.0060215+0.007723i,0.0060495+0.00603i,0.042269+0.026646i,-0.032069-0.0045962i,-0.036481+0.018347i,-0.0098512+0.02005i,0.002207+0.0022086i,0.010558-0.0056018i,-0.011351-0.00014028i
0.011552-0.011599i,0.040362-0.019969i,0.017271-0.030117i,0.0069379-0.022125i,0.005473-0.04206i,-0.020987-0.018862i,-0.011487-0.013793i,-0.0071706-0.02648i,0.0037194-0.017372i,0.0037352-0.0025264i,0.00038299-0.005319i,-0.001157-0.0044747i,-0.0026029-0.004794i,-0.0015363-0.0021806i,-0.00063098+0.0011497i,0.00096282-0.0032232i,-0.0024046+0.0032265i,-0.001003+0.00088353i,0.00013545+0.00023288i,0.0013514+0.0019662i,0.0021011+0.00158i,0.00083996-0.0011764i,0.0019256-0.00020729i,0.00072001+0.0017232i,-0.00046898+0.0004327i,-0.00021584+0.00044495i,-0.0011826+0.0010107i,-0.00034528+0.00062225i,-0.00026363-0.00015704i,-0.00012184+6.1027e-05i,0.0012963-0.0026282i,0.0013649-0.00063856i,8.7362e-05-0.00072741i,0.00013977-0.0010685i,0.0010715+0.00013927i,0.0042268-0.004537i,-1.5877e-05+0.00020407i,-0.0075587-0.011579i,-2.234e-05-1.7407e-06i,0.0003451-0.00015322i,0.00037521+0.00077577i,0.0012729+9.1623e-05i,-0.00031035-0.002276i,9.9959e-05-0.0035288i,0.01758+0.0014034i,0.03466+0.035347i,0.040422+0.032879i,0.050811+0.020862i,0.012914-0.00039466i,0.036517-0.0063247i,0.039262+0.0056655i,0.015449+0.00055642i,0.03+0.012032i,0.002795+0.030152i,0.0039194-0.0054922i,0.00088396-0.0039129i,0.0040085-0.0065304i,0.0069823+0.0010712i,0.0052691+0.0048278i,-0.0034379+0.0068126i,-0.0046133-0.0025971i,0.0050421+0.011335i,-0.0041224+0.0015812i,0.0026772+0.0060292i,0.00044213+0.0016497i,0.00054983-0.0034754i,0.0075034-0.0046932i,-0.0028302-0.00012658i,0.0041316-0.003383i,-0.0048524+0.0025981i,-0.0016239-0.00011708i,9.8677e-05-0.00053041i,-0.0047515+0.00050123i,-0.0041453-0.00084249i,-0.0090433-0.0060417i,0.0018295-0.0027256i,-0.0034314+0.0030806i,-0.0015552+0.00062466i,-0.0025174+0.0036764i,0.0072641-0.0024698i,-0.0070302+0.0015809i,-0.0068424-0.0052799i,-0.0024463-0.00080106i,-0.0056401+0.0011571i,0.0016171-0.0041601i,0.0062936-0.0020022i,0.0026903-0.0017652i,0.007422+0.0053451i,0.0054485+0.0051481i,0.042952+0.017216i,-0.031127+0.0021633i,-0.034503+0.02624i,-0.0062121+0.018318i,0.0034447+0.005025i,0.0069775-0.0064946i,-0.012911+0.0021707i
0.0096247-0.013227i,0.035594-0.026541i,0.011472-0.031874i,0.0035943-0.021876i,-0.0030957-0.042222i,-0.022866-0.015179i,-0.014194-0.012237i,-0.011079-0.024774i,0.00060588-0.017773i,0.0031032-0.0032502i,-0.0012994-0.0052449i,-0.0019403-0.0036249i,-0.0036707-0.0032362i,-0.0018445-0.001468i,-0.00037273+0.0011193i,0.00046639-0.0032307i,-0.00051734+0.0034496i,-0.0009447+0.0016934i,7.447e-05+0.00039515i,0.0018206+0.0012429i,0.0027211+0.0007398i,0.00056293-0.0014681i,0.0016712-0.00083513i,0.0019543+0.00094004i,-6.8912e-05+0.00049198i,-6.6046e-06+0.00027522i,-0.00047231+0.0014769i,-0.00027468+0.00077197i,0.00029778-0.00040398i,6.5437e-05+0.00015406i,0.00019845-0.0029403i,0.0011274-0.0011445i,-0.00019986-0.00068679i,-0.00025555-0.00094335i,0.0013046-0.00055147i,0.0040919-0.0041497i,0.00024231+0.0002792i,0.0017633+0.0024582i,0.00013417-0.00010362i,9.2705e-05-0.00041156i,0.00057761+0.00052697i,0.0011343-0.00064996i,-0.00074061-0.0016669i,-8.0897e-05-0.0039101i,0.017756-0.0011834i,0.041151+0.028665i,0.044465+0.025648i,0.053001+0.011211i,0.011706+0.00068294i,0.036177-0.012619i,0.039444-0.0012283i,0.015352-0.0043087i,0.027532+0.0048886i,0.0083692+0.027125i,0.0016119-0.0056388i,-0.0022161-0.0020193i,0.00026138-0.0077744i,0.0052523-0.00071184i,0.0057096+0.002945i,-0.00083046+0.007589i,-0.0037335-0.00052406i,0.0057385+0.008887i,-0.0037822+0.0038972i,0.0055232+0.005062i,0.0010991+0.0012419i,-0.0010691-0.0026973i,0.0061353-0.0073799i,-0.0026668+0.00045095i,0.0035335-0.0042948i,-0.0023161+0.0040778i,-0.0022592-0.00021096i,-0.0003185-0.00057716i,-0.0032389+0.0020941i,-0.0034872+0.00047112i,-0.0098404-0.0026838i,0.00090287-0.0032893i,-0.0020915+0.0033883i,-0.0017371+0.00092093i,-0.00070426+0.0036152i,0.0063339-0.0057121i,-0.0053718+0.0040481i,-0.0078632-0.0025771i,-0.0023745-0.00065473i,-0.0047756+0.0024648i,0.00041234-0.0035455i,0.0048905-0.0041466i,0.0028234-0.0022474i,0.006575+0.0018816i,0.0054093+0.0049805i,0.043163+0.0099497i,-0.02801+0.0075506i,-0.02897+0.033288i,-0.0040407+0.016424i,0.006586+0.0057343i,0.0042646-0.0053472i,-0.012726+0.0048438i
0.0074873-0.015079i,0.029842-0.031488i,0.0061751-0.032834i,0.00093106-0.021858i,-0.011328-0.04007i,-0.024141-0.011415i,-0.01672-0.0099691i,-0.01485-0.022632i,-0.0022693-0.017235i,0.0022709-0.003887i,-0.0028636-0.0040677i,-0.002179-0.0029253i,-0.0039934-0.001595i,-0.0019808-0.00097542i,-6.8952e-05+0.0013287i,-4.2854e-06-0.0031924i,0.00056934+0.0028424i,-0.00028299+0.0023111i,0.00031739+0.00070227i,0.0019335+0.00040779i,0.0027647-0.00039559i,-4.6151e-05-0.0016903i,0.001166-0.0012485i,0.002221-0.00058981i,0.00021564+0.00058034i,-7.686e-05+0.00014849i,0.00014019+0.0014973i,7.5259e-05+0.00096976i,0.00025527-0.00031661i,0.0002408+0.00015654i,-0.00090001-0.0027697i,0.00063501-0.0014622i,-0.00036142-0.00053609i,-0.00053334-0.00076188i,0.0009241-0.0013938i,0.0033601-0.004692i,0.0004919+6.6528e-05i,0.0020503+0.0013125i,0.0001744-0.00024847i,-0.00024539-0.00060942i,0.00061316+0.0005703i,0.00046802-0.00074773i,-0.0010021-0.0010972i,-0.00071718-0.0037379i,0.017719-0.0040228i,0.045894+0.018972i,0.047504+0.017658i,0.052973+0.0023322i,0.012344+0.0021819i,0.034382-0.019889i,0.038915-0.0078168i,0.014381-0.0093186i,0.025253-5.5271e-05i,0.014177+0.023238i,0.00019661-0.004816i,-0.003595+0.0007602i,-0.0041112-0.0076461i,0.0035995-0.0015518i,0.005447+0.0016982i,0.0014402+0.0075586i,-0.0025611+0.00067654i,0.0056692+0.0063177i,-0.0010592+0.005865i,0.0079622+0.0029013i,0.0017298+0.00090007i,-0.0019123-0.0013978i,0.0039019-0.0097448i,-0.0023692+0.00068985i,0.0029484-0.005325i,-0.00037621+0.0034077i,-0.0028925+0.00020194i,-0.00042449-0.00053662i,-0.001739+0.0032456i,-0.0026027+0.0011521i,-0.0091487+0.00081475i,-0.00047439-0.0039269i,-0.00071569+0.0028668i,-0.0016633+0.0010893i,0.00050668+0.0027938i,0.0040364-0.0087408i,-0.0026885+0.0053303i,-0.007112+2.7995e-05i,-0.0025913-0.00041438i,-0.0041012+0.0035723i,-0.00054652-0.0028701i,0.0031023-0.0049011i,0.0026822-0.0031993i,0.0049713+0.00077696i,0.005941+0.0047498i,0.042516+0.0026449i,-0.024698+0.0094318i,-0.02104+0.037654i,-0.0020002+0.015551i,0.0089429+0.0048158i,0.0034534-0.0034638i,-0.011456+0.0067753i
0.0046064-0.016694i,0.023606-0.034863i,0.00058547-0.033032i,-0.0021184-0.022046i,-0.017888-0.036537i,-0.024941-0.0076831i,-0.018564-0.0068986i,-0.017966-0.019841i,-0.0045668-0.016328i,0.0011123-0.0039662i,-0.0033652-0.0025844i,-0.0025723-0.0023683i,-0.0036994-0.00027683i,-0.0022927-0.00028501i,0.00053624+0.0015102i,-0.00068324-0.0030337i,0.0011489+0.0026071i,0.00098616+0.0025359i,0.0006327+0.00057767i,0.0016204-0.0003302i,0.0023283-0.00138i,-0.0005923-0.0016452i,0.00074284-0.001444i,0.0012903-0.0017687i,0.00074084+0.00033048i,-0.00017444+0.00011868i,0.0006713+0.0013586i,0.00056619+0.00087952i,0.0001669-0.00032497i,0.00034928+1.251e-05i,-0.0017494-0.0022402i,0.00019537-0.0015762i,-0.00055935-0.00032676i,-0.00072962-0.00043016i,-8.6967e-05-0.0016736i,0.0022552-0.0055189i,0.00044926-0.00021801i,0.0022147-0.00011413i,0.00019427-0.00039442i,-0.00066746-0.0005716i,0.0010833+0.00098125i,0.00015386-0.00049359i,-0.00097606-0.00066734i,-0.0012339-0.0033334i,0.017606-0.0073667i,0.047191+0.0084116i,0.049001+0.0091158i,0.052373-0.0068145i,0.015084+0.0030404i,0.030501-0.026898i,0.037028-0.014083i,0.011695-0.013718i,0.022324-0.0035185i,0.018929+0.017612i,-0.00049622-0.0046732i,-0.0032535+0.00411i,-0.0087331-0.0051046i,0.0019516-0.0019175i,0.0050998+0.0007623i,0.0034475+0.0069001i,-0.0014152+0.00091502i,0.0047503+0.0050906i,0.0022427+0.00476i,0.0092885-0.0010364i,0.0022634+0.00014251i,-0.0018547+0.00030207i,0.00026575-0.011922i,-0.0025887+0.0012754i,0.0021469-0.0056776i,1.2302e-06+0.0030282i,-0.0032038+0.0011952i,-0.00062554-0.00053474i,0.0012283+0.0035415i,-0.0019845+0.00086809i,-0.0069635+0.0034905i,-0.002507-0.0038099i,9.2681e-05+0.0020216i,-0.0014445+0.0013752i,0.0010914+0.0016149i,0.00047639-0.011055i,-5.439e-05+0.004931i,-0.0055757+0.0013397i,-0.0026358-1.3495e-05i,-0.0024653+0.0054843i,-0.0013324-0.001936i,0.0013336-0.0050579i,0.0017143-0.0040549i,0.0036383+0.00036273i,0.0067867+0.00395i,0.040616-0.004055i,-0.025013+0.0095182i,-0.013384+0.038147i,0.00051233+0.013723i,0.0105+0.0028627i,0.0038225-0.002401i,-0.0098011+0.0081044i
0.0016854-0.017698i,0.017689-0.037107i,-0.0047859-0.032262i,-0.0054336-0.021519i,-0.02398-0.032429i,-0.025249-0.0040731i,-0.019352-0.0036397i,-0.020654-0.016978i,-0.0064773-0.015577i,0.00048843-0.0036309i,-0.003269-0.0013774i,-0.002892-0.001509i,-0.0032173+0.00084168i,-0.0021181+0.00068156i,0.0012024+0.0011364i,-0.0011994-0.0024935i,0.0021275+0.0025653i,0.0019955+0.0018485i,0.00077343+0.00039941i,0.0011929-0.0006415i,0.0017103-0.0021104i,-0.0011638-0.0014386i,0.00022532-0.0017077i,0.00027305-0.0021793i,0.00044667-0.00033235i,-0.0002934+0.00033484i,0.0012809+0.0010283i,0.00082367+0.00052329i,-0.00014904-0.00041042i,0.00020479-5.1851e-05i,-0.0024175-0.0015245i,-0.0003785-0.0015475i,-0.00059218+0.00011917i,-0.00066626-0.0001286i,-0.00058179-0.0012778i,0.00054934-0.0066648i,0.00033414-0.00020077i,0.0014397-0.00069981i,9.6102e-05-0.00078781i,-0.0010568-0.0003233i,0.0026172+0.00035138i,0.00010646-0.00032728i,-0.00073819-0.00013372i,-0.0018394-0.00299i,0.016695-0.01168i,0.046181-0.001913i,0.048694+0.00080102i,0.04934-0.016241i,0.019391+0.00053962i,0.024466-0.032553i,0.034245-0.019534i,0.0087512-0.016461i,0.020543-0.0045953i,0.0213+0.01069i,-0.0018477-0.0044187i,-0.0003236+0.0064606i,-0.011277-0.00068951i,0.0004687-0.0018671i,0.0045387-2.227e-05i,0.0047697+0.0054996i,-0.0006543+0.00044991i,0.0040885+0.0044146i,0.0030308+0.0028392i,0.0079374-0.0051453i,0.0023644-0.001222i,-0.00025039+0.0014056i,-0.0051164-0.010617i,-0.0022655+0.0026454i,0.0025543-0.006566i,0.0014452+0.0031042i,-0.0030359+0.0026515i,-0.00075251-0.00041141i,0.0039908+0.00047203i,-0.001949+0.00060652i,-0.0038853+0.0042602i,-0.0042935-0.0023289i,0.00028058+0.001099i,-0.0014638+0.0015824i,0.0012213+0.00048748i,-0.0043141-0.011614i,0.0018392+0.0033492i,-0.0048578+0.0017889i,-0.0028867+0.00053583i,0.00058649+0.0058154i,-0.0010884-0.00074447i,-0.00016459-0.0043393i,0.00067171-0.0043739i,0.0025049+0.00041254i,0.0071352+0.0032689i,0.037883-0.0092899i,-0.026853+0.0126i,-0.0073326+0.037691i,0.0018202+0.010488i,0.011357+0.00045795i,0.0042254-0.0024098i,-0.0078716+0.0083114i
-0.0016272-0.018453i,0.011912-0.038601i,-0.0097651-0.030743i,-0.0083229-0.020557i,-0.029181-0.026875i,-0.02515-0.00042354i,-0.019518-0.00070702i,-0.022983-0.013537i,-0.0082324-0.015203i,0.00018348-0.0034489i,-0.0029684-0.00044904i,-0.0028731-0.00049137i,-0.00234+0.0017548i,-0.0015397+0.001308i,0.0015661+0.00057175i,-0.00138-0.0020125i,0.0032607+0.0019366i,0.0024254+0.00083387i,0.00095355+0.0003216i,0.00092629-0.00076554i,0.00083012-0.0026051i,-0.0017523-0.00090779i,-0.00030635-0.0015255i,-0.00046322-0.0021264i,0.00021305-0.00041952i,-0.00012926+0.00062171i,0.0014938+0.0003327i,0.0010164+0.00021159i,-1.5552e-05+2.1429e-05i,0.00023128+8.8625e-05i,-0.0028194-0.00061122i,-0.00089876-0.0011462i,-0.00033353+0.00031201i,-0.00055351+8.3253e-05i,-0.00077917-0.0010259i,-0.0014419-0.0061942i,0.00042511-0.00032543i,0.0010123-0.00097893i,-0.00024412-0.00073047i,-0.0013292+6.6693e-05i,0.0025734-0.00076468i,-1.1035e-05-0.00032527i,-0.00040271+0.00013031i,-0.0023579-0.0021233i,0.013903-0.015718i,0.042378-0.010837i,0.047052-0.0070762i,0.043839-0.024072i,0.021421-0.004649i,0.017661-0.036311i,0.031181-0.024516i,0.0062537-0.019054i,0.021062-0.0059394i,0.022177+0.0041281i,-0.0035962-0.0039281i,0.0031495+0.0062727i,-0.010892+0.0049408i,-0.00076444-0.0013869i,0.0041352-0.00048586i,0.0055688+0.0048755i,-0.00054438+5.6263e-06i,0.0031909+0.0044118i,0.003472+0.0020529i,0.0044924-0.0077091i,0.0014683-0.0022475i,0.0011938+0.00091499i,-0.0081181-0.0064126i,-0.00064059+0.0035742i,-0.002774-0.014337i,0.0025822+0.0017004i,-0.002211+0.0041112i,-0.00083938-0.0003909i,0.0032-0.0031594i,-0.0022017+0.00089502i,-0.0019236+0.0030567i,-0.0046627-0.00067465i,-0.00021963+0.00039973i,-0.0016912+0.002017i,0.00060789-0.00060873i,-0.009393-0.0089685i,0.0022261+0.00119i,-0.0046266+0.0025004i,-0.0028297+0.0016204i,0.0028983+0.0047206i,-0.00032004-0.00059281i,-0.00036911-0.0030715i,-0.00019874-0.0044402i,0.0015698+0.0011342i,0.0071002+0.0020996i,0.036248-0.013764i,-0.027281+0.017869i,-0.0016981+0.035981i,0.0011868+0.0072319i,0.010667-0.0030327i,0.0039591-0.0023586i,-0.0068884+0.0074357i
-0.0055614-0.018397i,0.0062022-0.039346i,-0.014485-0.02843i,-0.011239-0.019513i,-0.03257-0.02055i,-0.02454+0.0030492i,-0.019327+0.0021549i,-0.024467-0.0097602i,-0.010438-0.014678i,-0.00026541-0.0035835i,-0.0023809+0.00028141i,-0.0023939+0.00029176i,-0.0012756+0.0023372i,-0.00089714+0.0015861i,0.001723-3.8856e-05i,-0.0013475-0.0016787i,0.0027098+0.0028868i,0.0025018-0.00012691i,0.00114-1.6144e-05i,0.00079205-0.00096976i,-0.00034539-0.0025729i,-0.0019105-0.00017944i,-0.00062513-0.0012464i,-0.0010785-0.0018691i,3.211e-05-0.00042035i,0.00015892+0.00069075i,0.0012873-0.00026952i,0.0011615-0.00022832i,8.8075e-05-3.1616e-05i,0.0002906+0.00010696i,-0.0029653+0.00037238i,-0.0010605-0.00070535i,-4.007e-06+0.00041438i,-0.00043153+0.00016076i,-0.0011168-0.00064944i,-0.0026567-0.0056403i,0.00020598-0.00050308i,0.00035635-0.0014078i,-0.00017892-0.00029112i,-0.0014437+0.00055078i,0.0012613-0.0012023i,-0.00022544-0.00034245i,5.1141e-06+0.00024052i,-0.0022924-0.0010706i,0.010128-0.018519i,0.036703-0.0173i,0.044014-0.013991i,0.0373-0.029763i,0.020962-0.0094506i,0.010399-0.038461i,0.027674-0.029546i,0.0029729-0.021486i,0.02205-0.0092013i,0.021601-0.0029065i,-0.0055719-0.0024695i,0.0055732+0.0041925i,-0.008018+0.0094915i,-0.0015803-0.00063508i,0.0035896-0.00087419i,0.0068075+0.0034894i,-0.00076268-9.733e-05i,0.0030092+0.0048928i,0.00429+0.00061651i,0.0010938-0.0077013i,0.00040981-0.0024838i,0.0018176-6.0166e-05i,-0.0086978-0.0023891i,0.0010835+0.0033272i,-0.006331-0.012401i,0.0022129+0.00037562i,-0.00018999+0.0048833i,-0.0012116-0.00035705i,0.00037667-0.0050343i,-0.0021433+0.0013967i,-0.0011811+0.0016415i,-0.0050229+0.00090014i,-0.00094965+0.00042821i,-0.001328+0.0020376i,-0.000576-0.00074509i,-0.011612-0.0043292i,0.0014996-0.00015429i,-0.0043716+0.0032131i,-0.0019205+0.0023944i,0.0046358+0.0028109i,-0.00058022-0.00039766i,0.0002976-0.0027951i,-0.0011962-0.00413i,0.0022564+0.0027977i,0.0067531+0.0012138i,0.033176-0.019175i,-0.025989+0.023746i,0.0027543+0.034114i,-0.00086185+0.0052488i,0.0074012-0.0051047i,0.0044283-0.0026718i,-0.0072379+0.0070235i
-0.0092189-0.017082i,0.00065876-0.039746i,-0.018485-0.025223i,-0.014068-0.0179i,-0.034696-0.014541i,-0.023554+0.006567i,-0.01858+0.0050589i,-0.025032-0.0061454i,-0.012976-0.013774i,-0.00082872-0.0034615i,-0.0016523+0.00048207i,-0.0018892+0.00089088i,-5.1322e-05+0.0025215i,-0.00029347+0.0017577i,0.0015227-0.00065459i,-0.0013733-0.0016222i,0.0019048+0.00076374i,0.0021875-0.00093546i,0.0010145-0.00052916i,0.00056238-0.001089i,-0.0011786-0.0021021i,-0.0015753+0.00048725i,-0.00079611-0.0011004i,-0.0011661-0.0015665i,-0.00017655-0.00057867i,0.00044422+0.00060619i,0.00098589-0.00053103i,0.0010861-0.00064881i,9.954e-06-9.9968e-05i,0.00039268+0.00019518i,-0.0026536+0.0013563i,-0.0010993-0.00034362i,0.00019789+0.00032345i,-0.00034705+0.00030114i,-0.0011727-7.9458e-05i,-0.0036146-0.0047268i,-4.5979e-05-0.00042589i,-0.00021269-0.00076295i,5.4821e-05-0.00029428i,-0.0012111+0.0011203i,0.0010258-0.00222i,-0.0001814-0.00018083i,0.00047893+9.1214e-05i,-0.0017076-0.0005049i,0.0063079-0.020303i,0.031874-0.020999i,0.040301-0.019619i,0.030385-0.033755i,0.019047-0.013326i,0.0029655-0.038533i,0.02298-0.034104i,-0.00039392-0.022971i,0.021899-0.013475i,0.018057-0.0091465i,-0.0069878+3.1275e-05i,0.0062474+0.0013515i,-0.0038966+0.011996i,-0.0022819+0.0003426i,0.0032326-0.00084204i,0.0078877+0.0017528i,-0.00090683-0.00017877i,0.0041615+0.0063635i,0.0038851-0.00098464i,-0.0011161-0.00662i,-0.0006827-0.0023787i,0.001843-0.00093606i,-0.0075065+0.00087201i,0.0024916+0.0024476i,-0.018739-0.013135i,0.0016401+5.4401e-05i,0.0019318+0.0043825i,-0.0014055+9.6583e-05i,-0.0023717-0.00518i,-0.0018028+0.0013171i,-0.0017886+0.00084425i,-0.0044257+0.0026887i,-0.0012391+0.0011367i,-0.0010819+0.0021131i,-0.0012105-0.00029177i,-0.011581-7.1782e-05i,0.00052819-0.0006972i,-0.0040486+0.0042499i,-0.0010489+0.0024882i,0.005818+0.00039112i,-0.00029394-0.0002046i,0.00058898-0.0035344i,-0.0020623-0.0039337i,0.0034937+0.0026117i,0.0069807+0.00059488i,0.029628-0.02338i,-0.022467+0.030838i,0.0068586+0.032265i,-0.0033719+0.005003i,0.0040976-0.004478i,0.0039979-0.0036462i,-0.0075244+0.007333i
-0.012018-0.015227i,-0.0053046-0.040094i,-0.021642-0.022067i,-0.016607-0.015876i,-0.036102-0.0079203i,-0.021632+0.0098836i,-0.017243+0.0077087i,-0.025465-0.0027542i,-0.015623-0.012348i,-0.0011605-0.0034804i,-0.0012923+0.00049764i,-0.0010586+0.0011541i,0.0012255+0.0022226i,0.00050165+0.0015849i,0.0011271-0.0011058i,-0.0016007-0.0016478i,0.0023397-0.00094576i,0.0013909-0.0014614i,0.00072778-0.00082675i,0.0004592-0.0012193i,-0.0017179-0.0013486i,-0.001195+0.00088502i,-0.0010769-0.00096844i,-0.0012013-0.0016678i,-0.00049432-0.00054795i,0.00066414+0.00043815i,0.00062578-0.00079721i,0.00082863-0.00073591i,-7.3427e-05-4.3157e-05i,0.00069957+0.00020752i,-0.0021281+0.0022037i,-0.0011401+2.2231e-05i,0.00036655+0.00014389i,-0.000208+0.00038641i,-0.00082136+0.00027572i,-0.0049304-0.0037772i,-5.8019e-05-0.00023692i,-0.00013959-0.00055277i,2.5049e-05-0.00050791i,-0.00069896+0.0013963i,-0.0015017-0.0015106i,-0.00012569-0.00036552i,0.00060302-0.00058402i,-0.0011852-0.00049911i,0.0022539-0.021402i,0.028602-0.024566i,0.036315-0.024625i,0.023579-0.035804i,0.017413-0.015896i,-0.0040354-0.036371i,0.017803-0.037976i,-0.0033771-0.024356i,0.020703-0.018144i,0.012934-0.012525i,-0.0067608+0.0035754i,0.0056849-0.0013109i,0.00020559+0.012291i,-0.0025395+0.0015894i,0.0035417-0.0010022i,0.0082623-0.00059995i,-0.0011696-0.00013304i,0.0068966+0.0062538i,0.0028697-0.0013173i,-0.0024728-0.0051229i,-0.0014893-0.0018106i,0.0017843-0.0016611i,-0.006053+0.0027271i,0.003453+0.0010508i,-0.0099279+0.0092415i,0.0017594+0.00025666i,0.0032626+0.0032431i,-0.0012397+0.00038427i,-0.0049502-0.0039289i,-0.001914+0.0015654i,-0.0019716+0.0013613i,-0.0032996+0.0039773i,-0.00068069+0.0017433i,-0.00091403+0.0028744i,-0.0012861+0.00027023i,-0.010482+0.0032665i,-0.00032555-0.00068507i,-0.0029768+0.0055829i,-0.00059813+0.0025966i,0.0058279-0.0035688i,6.5373e-05-0.00072718i,0.00014208-0.0045243i,-0.002974-0.0033814i,0.0045931+0.0017265i,0.0072916-0.00051501i,0.025692-0.027041i,-0.014393+0.036272i,0.011387+0.029159i,-0.0052321+0.0060162i,0.002142-0.0024964i,0.0029565-0.0039706i,-0.0076715+0.00795i
