-0.033205-0.037626i,-0.021481-0.020494i,-0.013147-0.035735i,-0.030292-0.019724i,-0.021933+0.00040253i,-0.013697-0.0057209i,-0.055958-0.058378i,-0.047535-0.017052i,-0.039921-0.015384i,0.012333+0.011475i,-0.0075811+0.0049034i,-0.018945+0.019116i,0.002431+0.011061i,-0.0057283-0.0019417i,0.00012064+0.0013817i,-0.0016783+0.030792i,0.027501+0.023625i,0.0022327-0.0023228i,-0.0023669-0.0070047i,0.0069768+0.0019733i,0.0027945+0.0010345i,0.0007353+0.0047402i,-0.00030812+0.00020912i,-0.034577-0.0099841i,0.00041385-0.0078173i,0.0016108+0.0023311i,0.0068417+0.0011695i,0.0018169+0.00053502i,0.0010912-0.00036995i,-0.00053594-0.0026001i,0.0012553-0.0025547i,-0.0013213-0.0063261i,-0.00099789-0.0051107i,0.0029329-0.00072778i,0.0043853-0.002799i,0.00034205+0.029545i,0.0041797-0.0036434i,0.0029293-0.0016824i,0.0076264-0.0017608i,-0.0074056-0.0027113i,-0.00025275+0.0007797i,0.008104+6.193e-05i,0.0046442-0.0024093i,-0.0013006+0.0081827i,-0.017503-0.0075143i,-0.018431+0.015924i,-0.0039225-0.061584i,-0.0051665-0.027262i,-0.027176-0.031994i,-0.011487-0.026429i,0.055105-0.020959i,0.016537-0.043199i,0.022922-0.048422i,0.0044733-0.054174i,0.026631-0.021743i,0.0082832+0.0056965i,0.025859-0.034009i,-0.007311-0.0067084i,0.0037397-0.0051479i,-0.0049016-0.0072795i,-0.0012316-0.033108i,-0.017829+0.029984i,0.0088513-0.011765i,-0.0094275-0.0044394i,-0.0043384-0.0010867i,0.00091148-0.013176i,-0.011467+0.0043685i,0.002559+0.010234i,-0.0049534+0.026374i,0.0052661+0.00275i,-0.0056692-0.0019028i,-0.0020906-0.0021095i,-0.012631-0.0083907i,-0.00062248-0.0039979i,-0.028321+0.011421i,0.00078489-0.010886i,-0.008566-0.00056727i,-0.0069772-0.0025548i,0.0048927+0.0012347i,-0.0082309-0.00016855i,0.0022481+0.00036489i,0.0039667+0.0071908i,0.0043976+0.00049234i,-0.0075724-0.011192i,0.0030309+0.0093941i,-0.015359+0.0049457i,0.0070412-8.8316e-05i,-0.021996-0.00075094i,-0.017469+0.0064236i,-0.0059221-0.065615i,0.0077374-0.013423i,-0.049939-0.022409i,-0.021475+0.0010804i,0.01703+0.010868i,-0.023163+0.015465i,-0.018767-0.0041131i
0.022983-0.027216i,0.010674-0.015766i,0.010495-0.019995i,0.0023516-0.010661i,0.0008054-0.019345i,-0.0052631-0.0039978i,0.012182-0.016628i,-0.0071809-0.013184i,-0.010896-0.010038i,0.0047756-0.00064842i,-0.00043882-0.00039804i,-0.00138+0.0010187i,0.0022862-0.00065238i,0.00018102-0.00078768i,-0.00028216-0.0011726i,0.0021233-0.0039771i,-0.0056217+0.001951i,-4.7106e-05+0.00010311i,0.00017375-0.00024733i,9.2661e-05+0.0017401i,-0.00032389+0.0023246i,-0.00077086+0.00082378i,0.0011273+0.00046059i,-0.0020789+0.0034581i,-0.00090901-0.0029222i,-0.00039997-7.5029e-05i,-0.00023076+0.00062923i,0.000876-0.0006673i,0.00098768-0.000158i,0.00031762-0.00092002i,0.0021904-0.0017733i,0.003292-0.00024124i,0.0016919+0.00036308i,0.00023867-0.00082728i,0.0022417-0.00050833i,0.0054028-0.0013765i,0.0012389+0.001675i,-8.6161e-05+4.7644e-06i,-2.8025e-05-0.0014549i,0.00087378-0.0014373i,0.0014033+0.0020636i,0.0011395+0.0023694i,0.0012563-0.0012983i,0.0046045+0.0030607i,-0.0018755-0.025791i,0.006236+0.0022792i,0.020414+0.0031132i,0.0047067+0.0066937i,-0.0097501-0.021628i,0.0079868+0.0068151i,0.012404+0.015417i,0.0023157+0.016579i,0.019587+0.0067665i,0.0025902+0.0061241i,0.00026071-0.008629i,0.0016134-0.0030935i,0.0015066-0.0047172i,0.0082068+0.00043437i,0.0011714+0.0042986i,-0.007425+0.011267i,-0.0048371-0.0062861i,0.0051138+0.0095411i,-0.0034854-0.0016721i,0.00023491+0.0014307i,6.8248e-05+0.0017341i,-0.0024736-0.0027017i,0.0050924-0.0029977i,-0.0056211-0.0014614i,0.0034754+5.2044e-05i,-0.0065415+0.0038435i,-0.0018621+0.0002201i,0.0010933-0.00082529i,-0.005229-0.001072i,-0.003494-0.00096059i,-0.0096053-0.0080724i,0.0039697-0.0029708i,-0.0028407-0.00054235i,-0.0010582+0.0015814i,-0.0029847+0.0031468i,0.0093258+0.0027634i,-0.0051415+0.0014183i,-0.0012867-0.0050943i,-0.0026542-0.00068089i,-0.0025704-0.00076353i,0.0035718-0.004095i,0.0028422+0.001086i,0.0019812-0.0013734i,0.00024423+0.0072861i,0.00054222+0.0041643i,0.023-0.010858i,-0.023939-0.0020004i,-0.031156+0.019674i,-0.0059699+0.011273i,0.0016235+0.0024969i,0.0063821-0.0032326i,-0.013124-0.0010875i
0.017479-0.029435i,0.0076262-0.018131i,0.0066831-0.021267i,0.00030331-0.010168i,-0.0035291-0.019394i,-0.0053598-0.003244i,0.0074829-0.019803i,-0.0090138-0.01131i,-0.012216-0.0079093i,0.0041825-0.0026883i,-0.00052893-0.00064105i,-0.00063366+0.001575i,0.0015572-0.00088175i,0.00029689-0.00042895i,-0.00041561-0.0011125i,0.0013513-0.0040231i,-0.0046561+0.0034681i,-0.0004411+0.00037902i,-7.3988e-05-0.00032981i,0.00051722+0.0015713i,0.00048325+0.0024663i,-0.00043505+0.00094569i,0.0012528+5.7111e-05i,4.8715e-05+0.0032932i,-0.0019272-0.0023517i,-0.00035893+9.0678e-05i,0.00011784+0.0011248i,0.00054223-0.00077306i,0.00082267-0.00035175i,8.9249e-05-0.00080155i,0.0013418-0.0025193i,0.0033724-0.0013735i,0.0019341-0.00017817i,-0.00013247-0.0007387i,0.0024076-0.001473i,0.0053977-0.0028389i,0.0020299+0.00030838i,-9.8853e-05-2.1444e-05i,-0.00016586-0.0011774i,0.00031019-0.0021948i,0.0020252+0.0015396i,0.001903+0.0014477i,0.00068166-0.0014141i,0.0058176+0.0020839i,-0.0059268-0.024115i,0.0066394+0.002463i,0.021132+0.00010256i,0.006968+0.0033235i,-0.014202-0.017222i,0.011801+0.0034086i,0.015469+0.010975i,0.0053799+0.011743i,0.017816-0.00098671i,0.0057746+0.0023973i,-0.0027383-0.0083963i,-0.0011501-0.0034168i,-0.00048824-0.0059694i,0.0062538-0.0022164i,0.0022353+0.0034691i,-0.0020279+0.013653i,-0.005979-0.0027264i,0.0064551+0.007329i,-0.0038076+0.00055297i,0.00099215+0.002128i,0.0013439+0.0016161i,-0.0039516-0.0017095i,0.0050614-0.0062979i,-0.0063106+3.3079e-05i,0.0038264-0.0013234i,-0.0040054+0.0065054i,-0.0013858-0.00057445i,0.00029035-0.0014982i,-0.0044676+0.0019825i,-0.0030457+1.3751e-05i,-0.010677-0.002956i,0.0018917-0.0037221i,-0.0023734+0.00033133i,-0.0014022+0.0010255i,-0.0016342+0.0037907i,0.010993-0.0010636i,-0.0041044+0.0036886i,-0.0029935-0.0045211i,-0.0023087-0.00018478i,-0.0024909+0.00067873i,0.00063982-0.0041736i,0.0034897-0.0001578i,0.0018739-0.0013082i,0.0020012+0.005276i,0.00015734+0.0041206i,0.017642-0.016015i,-0.022733+0.0031428i,-0.028278+0.026223i,-0.0044621+0.0088518i,0.0032773+0.004408i,0.004647-0.003786i,-0.014444+0.0016018i
0.012563-0.030808i,0.003754-0.019949i,0.0027066-0.021951i,-0.0011429-0.0092932i,-0.0076947-0.018342i,-0.0053229-0.0028257i,0.0026213-0.021556i,-0.01026-0.0094618i,-0.013293-0.005688i,0.0028526-0.0035905i,-0.00097272-0.00072027i,0.00030185+0.0017855i,0.0012518-0.00066194i,0.00080036-0.00028821i,-0.00064773-0.0010687i,0.00062028-0.0039438i,-0.0032478+0.0044496i,-0.0007671+0.0006726i,-0.00033899-0.00025567i,0.00084308+0.0011486i,0.0014584+0.0018672i,-0.00026056+0.00091473i,0.0011773-0.00047984i,0.0016228+0.0023367i,-0.003005-0.0018456i,-0.00018434+0.00016033i,0.00085897+0.0010852i,0.00019483-0.00075909i,0.00070875-0.00048192i,-0.0001897-0.00078495i,0.00037535-0.0029192i,0.0027768-0.0027388i,0.0018069-0.00092112i,-0.00037188-0.00048813i,0.0020106-0.0026877i,0.0045881-0.0044246i,0.0016232-6.5734e-05i,-0.00016226+5.3355e-05i,-0.00037805-0.0012018i,-0.0005905-0.0024848i,0.0025707+0.00062341i,0.0019906+0.00045956i,0.00023064-0.0013235i,0.0064394+0.00041827i,-0.0092469-0.02217i,0.0086915+0.0023856i,0.022247-0.0028028i,0.0076866-0.00023122i,-0.016083-0.012298i,0.014749-0.0014102i,0.017187+0.0062762i,0.0073316+0.0076339i,0.014339-0.0062661i,0.0070057-0.00055991i,-0.0056904-0.0067249i,-0.0036718-0.0020125i,-0.0039308-0.0062857i,0.0034333-0.0036127i,0.0022759+0.0024437i,0.0028663+0.013345i,-0.0051561-0.00010082i,0.006717+0.0045319i,-0.0032589+0.002957i,0.0020792+0.0024055i,0.0019006+0.00092237i,-0.0047274+0.00022024i,0.0030568-0.0081895i,-0.0054248+0.0018174i,0.0037482-0.0026939i,0.00013697+0.0068632i,-0.0019366-0.0012408i,-0.00052725-0.0012789i,-0.0025235+0.0036756i,-0.0021939+0.00059873i,-0.009974+0.0012698i,0.00086093-0.0040819i,-0.0018769+0.00074155i,-0.0014379+0.0014826i,0.00015627+0.0035593i,0.010216-0.0056317i,-0.0020562+0.0051161i,-0.0042813-0.0029801i,-0.0020289-2.2207e-05i,-0.0017487+0.0015316i,-8.6023e-05-0.002905i,0.0032346-0.00156i,0.0018862-0.0014757i,0.0012907+0.0036179i,0.00032762+0.0043306i,0.014146-0.018176i,-0.019998+0.0066354i,-0.0225+0.032328i,-0.004632+0.007026i,0.0056473+0.0045224i,0.002822-0.0029006i,-0.013753+0.0044794i
0.0077644-0.031948i,-0.00043689-0.020496i,-0.0012932-0.021937i,-0.0018917-0.0088528i,-0.011509-0.015993i,-0.0054908-0.0026065i,-0.0026406-0.021819i,-0.011146-0.0076719i,-0.01358-0.0030432i,0.0016679-0.0039761i,-0.0015322-0.0001535i,0.0011442+0.0012296i,0.0012269-0.00053219i,0.0010815-0.0008358i,-0.00091122-0.00084302i,-0.00015406-0.0037183i,-0.0019014+0.0044921i,-0.00083067+0.0013945i,-0.00048135+0.00012888i,0.00090792+0.00067986i,0.0015546+0.00078955i,-0.00027513+0.001006i,0.00087297-0.00087253i,0.0026372+0.00024771i,-0.0030126-0.00057491i,-0.00014779+0.00016869i,0.0011769+0.00066342i,-9.0386e-06-0.000652i,0.00061261-0.00069323i,-0.00062825-0.00056787i,-0.00075721-0.003003i,0.0015406-0.0035694i,0.0014807-0.0015987i,-0.00044075-0.00032418i,0.00080168-0.0038651i,0.0030279-0.0062411i,0.0017683-0.0001813i,-0.00012489+0.00022841i,-0.00057313-0.00099101i,-0.0015838-0.0024953i,0.0025432-0.00040208i,0.001795-0.00012176i,-0.00017626-0.0011842i,0.0063445-0.00089767i,-0.011992-0.019976i,0.011393+0.00013164i,0.022926-0.0063102i,0.0077198-0.0030587i,-0.01549-0.0072259i,0.015662-0.0079551i,0.017783+0.0017676i,0.0083529+0.0029649i,0.011173-0.0091507i,0.0081876-0.0036272i,-0.0070645-0.0039189i,-0.0051671+0.0004129i,-0.0077819-0.005209i,0.00091962-0.0036971i,0.0020628+0.0021936i,0.0066682+0.011888i,-0.0039183+0.001809i,0.0053054+0.0018788i,-0.0005881+0.00475i,0.0033714+0.0020043i,0.0026176+0.00034654i,-0.0044077+0.002332i,0.00057055-0.009368i,-0.0044381+0.0027256i,0.0031664-0.0041367i,0.0032331+0.0048427i,-0.003123-0.0011626i,-0.00077508-0.00096284i,-0.00028028+0.0045542i,-0.0014977+0.00075144i,-0.0076126+0.0049425i,-0.00082937-0.0047798i,-0.0010289+0.00081423i,-0.0012204+0.0013599i,0.0012713+0.0024559i,0.0079175-0.0094419i,0.00084961+0.0054456i,-0.0043929-0.0011459i,-0.002223+0.00027577i,-0.0010498+0.0017352i,-0.00025586-0.002393i,0.0022522-0.0022698i,0.0018995-0.0019925i,0.00064248+0.0036421i,0.00079175+0.0046863i,0.010737-0.021045i,-0.017748+0.007369i,-0.01446+0.035281i,-0.0049056+0.006975i,0.0073772+0.0037549i,0.0025265-0.0013876i,-0.012061+0.0062616i
0.0025312-0.032163i,-0.0044682-0.019853i,-0.0052448-0.021126i,-0.0030389-0.0089586i,-0.013818-0.013147i,-0.0058863-0.0024579i,-0.0072581-0.020239i,-0.011746-0.0059966i,-0.012997-0.00067701i,0.0002984-0.0038646i,-0.0014982+0.00068917i,0.0014802+0.00050909i,0.0012702-0.00058441i,0.00056651-0.001064i,-0.0010195-0.00047421i,-0.00093533-0.0031849i,-0.0010596+0.0045842i,-4.3412e-05+0.001778i,-0.0003699+0.00030801i,0.00069211+0.00033759i,0.0012919+6.8193e-05i,4.0968e-05+0.0010618i,0.00054126-0.0010411i,0.0019918-0.0016818i,-0.0024673+0.00065925i,-0.00014121+0.00019975i,0.0013573+0.00036801i,-8.1704e-05-0.00050327i,0.00032551-0.00093737i,-0.00078028-3.7449e-05i,-0.001938-0.0025369i,0.00025707-0.003819i,0.00071527-0.0020101i,-0.00052024-0.00012337i,-0.0011781-0.0039619i,0.001025-0.0073537i,0.0022987-0.00083731i,7.0884e-05+0.00016861i,-0.00054417-0.00077968i,-0.0027391-0.0020061i,0.0021108-0.0012325i,0.0016309-0.00058635i,-0.00052846-0.00095659i,0.0063107-0.001959i,-0.014118-0.017979i,0.012707-0.0037702i,0.022666-0.010263i,0.0077271-0.0065073i,-0.012762-0.0031328i,0.013634-0.014851i,0.017604-0.0022576i,0.007581-0.0013155i,0.0076156-0.010821i,0.0086943-0.0069972i,-0.0071574-0.0020792i,-0.005229+0.003541i,-0.011287-0.0015305i,-0.00085679-0.0029744i,0.0022201+0.0021317i,0.0099672+0.0094287i,-0.0021938+0.0026743i,0.0032543+0.0011509i,0.0027588+0.0034036i,0.0046831+0.00095616i,0.0030154-0.00079172i,-0.0030363+0.0045634i,-0.0026182-0.010373i,-0.0037975+0.0039277i,0.0017551-0.0055852i,0.0036517+0.0028543i,-0.0040226-7.1447e-05i,-0.0010647-0.00080523i,0.0026411+0.0035171i,-0.0011797+0.00037645i,-0.0035912+0.0066613i,-0.0038361-0.0040802i,-0.00060212+0.0003075i,-0.00080527+0.001428i,0.0014108+0.0012815i,0.0044368-0.012747i,0.0036233+0.0038984i,-0.0034974-6.2722e-05i,-0.0022151+0.00072191i,-0.00041176+0.0023227i,-0.0008162-0.0017719i,0.0010969-0.0023762i,0.001576-0.0028301i,0.00041292+0.0039564i,0.0014538+0.0049198i,0.0059771-0.023134i,-0.018704+0.0075744i,-0.007794+0.034562i,-0.0040318+0.0066314i,0.0086948+0.0023338i,0.0030816-0.0006932i,-0.010155+0.0070228i
-0.0020408-0.031422i,-0.0077241-0.018384i,-0.0088329-0.019532i,-0.0044245-0.0085719i,-0.015867-0.010699i,-0.0064541-0.0021933i,-0.010473-0.018219i,-0.012256-0.0045574i,-0.011855+0.0010297i,-0.00053989-0.0030422i,-0.00094662+0.0012828i,0.0014713-2.2602e-05i,0.0012605-0.00071443i,0.00037023-0.00078739i,-0.00097654-0.00022827i,-0.0014767-0.0023354i,-9.6852e-05+0.0045934i,0.00046823+0.0015666i,-0.00024047+0.00056384i,0.00051945+0.00030383i,0.00098171-0.00041239i,0.00018753+0.00085802i,0.00013155-0.0011969i,0.00071514-0.0028261i,-0.0015628+0.00045383i,-0.00014027+0.00035913i,0.0016111-2.406e-05i,-0.00021618-0.0004529i,-2.5272e-05-0.00086504i,-0.00069853+0.00038911i,-0.0028045-0.0016178i,-0.0012003-0.0037005i,-0.00010641-0.0018861i,-0.00040966+7.5895e-05i,-0.0024567-0.0030233i,-0.0010098-0.0074012i,0.0028898-0.0029604i,4.3777e-05+8.028e-05i,-0.0005586-0.00076025i,-0.003723-0.00089568i,0.0014066-0.001736i,0.001477-0.0009638i,-0.0007836-0.00047606i,0.0064314-0.0036156i,-0.016231-0.016097i,0.012376-0.0080368i,0.021325-0.014368i,0.0058312-0.010163i,-0.008247-0.0025048i,0.0083973-0.020201i,0.017241-0.0054865i,0.0061817-0.0040071i,0.005115-0.0099765i,0.0079305-0.010702i,-0.0071496-0.0003394i,-0.0034486+0.0061828i,-0.012874+0.0039921i,-0.0024293-0.0021211i,0.0024995+0.0021044i,0.011345+0.0058381i,-0.00057313+0.0023416i,0.001984+0.0012107i,0.0030878+0.0011113i,0.0050642-0.0011707i,0.0026715-0.0025779i,-5.5227e-05+0.0057032i,-0.007278-0.0084725i,-0.002174+0.005831i,-0.00013743-0.0059664i,0.0045992+0.0016009i,-0.004377+0.0016381i,-0.0012297-0.00053449i,0.0043691+0.0004448i,-0.00097314+5.5635e-05i,0.00059361+0.0059709i,-0.0046627-0.0012404i,-0.00060073-0.00022639i,-0.00089322+0.001312i,0.0013821+0.00038375i,-0.0007052-0.014657i,0.0049188+0.0009198i,-0.0031786+0.00030031i,-0.0019936+0.0011284i,0.0010538+0.0025016i,-0.00055431-0.00065863i,0.00031624-0.0018939i,0.00042683-0.0034785i,0.00043619+0.0042527i,0.0022286+0.0049669i,0.00094821-0.022801i,-0.019993+0.010314i,-0.0024932+0.033457i,-0.0036154+0.0053463i,0.0094814+0.00011997i,0.0035425-0.00086162i,-0.0084892+0.0069062i
-0.0061892-0.030557i,-0.010277-0.016415i,-0.011696-0.01751i,-0.0056008-0.0079831i,-0.017546-0.0075605i,-0.0071465-0.0016354i,-0.012976-0.016473i,-0.012915-0.0028856i,-0.010623+0.0017989i,-0.0007462-0.0022887i,-0.00021845+0.0016647i,0.0012917-0.00030155i,0.0013792-0.00085692i,0.00055183-0.00067845i,-0.00091035-3.1259e-05i,-0.0015716-0.0015171i,0.00067748+0.003915i,0.00082765+0.0012726i,9.5405e-05+0.0007821i,0.00052036+0.00035435i,0.00040823-0.0007484i,0.00016097+0.00088089i,-0.00031084-0.0010353i,-0.00055414-0.0030299i,-0.0016549+0.0006793i,5.3977e-05+0.00047692i,0.0015367-0.00063022i,-0.00025287-0.00030819i,-0.00023554-0.00074793i,-0.00043043+0.00075506i,-0.0032168-0.00055609i,-0.0025248-0.0028179i,-0.00050142-0.0016591i,-0.00023931+0.00015022i,-0.003259-0.0020228i,-0.0025474-0.0071275i,0.00030451-0.0024832i,5.6953e-05+0.00017415i,-0.00077924-0.00057064i,-0.0040342+0.00066159i,0.00072291-0.0020686i,0.0010705-0.0012946i,-0.00081678+4.3835e-05i,0.0056469-0.0053622i,-0.01845-0.013822i,0.010323-0.011831i,0.019145-0.018076i,0.0027832-0.013123i,-0.0058438-0.0050983i,0.0023823-0.022582i,0.016963-0.0089731i,0.0053641-0.0065547i,0.0051522-0.0092186i,0.0066176-0.013716i,-0.0074637+0.00094983i,-0.00071936+0.0073738i,-0.011747+0.010246i,-0.0035826-0.00067603i,0.0028004+0.0019108i,0.011831+0.0032808i,-0.00010869+0.001592i,0.00073822+0.0019117i,0.0027604+0.00018285i,0.003991-0.0032444i,0.0009779-0.0037004i,0.0027462+0.0047113i,-0.0094629-0.0038789i,0.001131+0.0061703i,-0.0041869-0.0061212i,0.005033-0.00042303i,-0.0038572+0.0035811i,-0.0012963-0.00030505i,0.0038971-0.0028171i,-0.0013051-2.766e-05i,0.0026546+0.0032177i,-0.0046078+1.2273e-05i,-0.0010341-0.00071271i,-0.00083596+0.0015867i,0.0009039-0.00041585i,-0.0068745-0.013329i,0.0042615-0.0018664i,-0.0030889+0.00078684i,-0.0016136+0.0018451i,0.002347+0.0014743i,1.4787e-05-0.00084405i,0.00022053-0.0011226i,-0.00055085-0.003633i,0.00040555+0.0050511i,0.003229+0.00467i,-0.0016155-0.021653i,-0.02003+0.014331i,0.0020893+0.031723i,-0.0041837+0.0036375i,0.0086899-0.0026056i,0.0034296-0.00085889i,-0.0077003+0.0060793i
-0.010671-0.029068i,-0.012082-0.014489i,-0.014261-0.015108i,-0.0066844-0.0075158i,-0.018482-0.0043037i,-0.0078613-0.00081504i,-0.015605-0.014489i,-0.013215-0.00099188i,-0.0096867+0.0021409i,-0.00074531-0.0018354i,0.00054446+0.0017758i,0.0011673-0.00056368i,0.0013823-0.0011191i,0.00066846-0.00085243i,-0.00078746+0.00014464i,-0.0013067-0.00091671i,0.0012309+0.0029834i,0.0012331+0.00086674i,0.0005538+0.00068475i,0.00070137+0.00024942i,-0.00033057-0.00051203i,0.00046834+0.00088i,-0.00056232-0.00075366i,-0.0015454-0.0027202i,-0.0012621+0.0010425i,0.00022717+0.00044788i,0.0010415-0.001044i,-0.00024979-0.00023846i,-0.00038998-0.00052356i,-9.9075e-05+0.00089667i,-0.0033298+0.00061739i,-0.0030462-0.0014147i,-0.001106-0.0018146i,-0.00011736+8.0753e-05i,-0.0038148-0.00074281i,-0.0040792-0.0060675i,-0.00028333-0.0012684i,0.00012437+0.00028142i,-0.00085451-5.3631e-05i,-0.0037725+0.0022136i,-6.1894e-05-0.0020272i,0.0005484-0.0016158i,-0.00055785+0.00046871i,0.0043999-0.0065037i,-0.020173-0.01085i,0.0070332-0.014362i,0.015963-0.021222i,-0.0015406-0.014052i,-0.0060122-0.0072737i,-0.0039696-0.023171i,0.01625-0.013411i,0.0038353-0.0093354i,0.0056905-0.010223i,0.0044455-0.01707i,-0.0080321+0.0027983i,0.0020489+0.0070107i,-0.0070654+0.014718i,-0.0038806+0.00076446i,0.0029944+0.0016924i,0.011978-3.9392e-05i,0.00012998+0.0012882i,0.00076706+0.0033147i,0.003101-0.00072528i,0.0021069-0.0040407i,-0.00052534-0.0036198i,0.0043697+0.0028796i,-0.0090793+0.00028521i,0.0038984+0.0045003i,-0.0057544-0.0040004i,0.0038493-0.0024275i,-0.0017764+0.0051305i,-0.0016101-0.00012339i,0.0015945-0.0052903i,-0.0016657+0.00017964i,0.0025076+0.00068438i,-0.00446+0.0018159i,-0.001796-0.00067303i,-0.00081132+0.0017673i,-0.00010329-0.00070571i,-0.010643-0.0093154i,0.002484-0.0034579i,-0.0028461+0.0012586i,-0.00064478+0.0022677i,0.0027928-6.2257e-05i,-0.00021271-0.00085448i,0.00088704-0.0007122i,-0.0014375-0.0033083i,0.0017661+0.0059863i,0.0037381+0.0043065i,-0.0043649-0.020845i,-0.018819+0.018698i,0.0060907+0.029085i,-0.006126+0.002709i,0.0056559-0.0041835i,0.0038677-0.0010545i,-0.0081412+0.0054784i
-0.014679-0.026456i,-0.013701-0.012903i,-0.016151-0.012326i,-0.0078631-0.0068582i,-0.018825-0.0012251i,-0.0083779+0.00039845i,-0.017742-0.012065i,-0.012877+0.00099478i,-0.0094521+0.0022171i,-0.00063701-0.0014863i,0.0013711+0.0014799i,0.0011308-0.00058621i,0.0011668-0.0013639i,0.00064424-0.00095329i,-0.00070834+0.00023164i,-0.00091855-0.00081007i,0.0015997+0.0017284i,0.0014603+0.00030976i,0.00074923+0.00023331i,0.00094134+0.00023126i,-0.00059466-3.7387e-05i,0.00085377+0.00055067i,-0.00063673-0.00050412i,-0.0021228-0.0023389i,-0.0010419+0.0013183i,0.00048148+0.00035105i,0.00052075-0.00086778i,-0.00030094+9.7669e-06i,-0.00050928-0.00031996i,0.00033597+0.00098166i,-0.0029221+0.0018254i,-0.0030455-0.00033656i,-0.0017111-0.00080799i,-0.00012634+0.00012138i,-0.0038053+0.00075376i,-0.004758-0.0041201i,-0.00044087-0.00074712i,0.00020367+0.00033268i,-0.00055627+0.0001007i,-0.0027687+0.0036392i,-0.00056111-0.0016992i,0.00011246-0.001644i,-0.00011823+0.00071512i,0.0031927-0.0078524i,-0.020901-0.0077347i,0.0041162-0.014703i,0.012494-0.023513i,-0.005488-0.013384i,-0.0074808-0.0083388i,-0.010355-0.02096i,0.013983-0.018018i,0.0021594-0.011611i,0.0054862-0.01154i,0.00091865-0.019512i,-0.0081001+0.0053662i,0.0040368+0.0054975i,-0.0013739+0.01649i,-0.0039721+0.002182i,0.003452+0.0017007i,0.01182-0.0038025i,0.00013699+0.00083061i,0.0019794+0.00458i,0.0026154-0.001953i,0.00092441-0.0036528i,-0.0019397-0.0030245i,0.0049335+0.00095098i,-0.006836+0.0031116i,0.0056992+0.0019867i,-0.0070195-0.00074069i,0.0021219-0.0029677i,0.00072366+0.0050915i,-0.0016584+0.00045867i,-0.0013648-0.0059777i,-0.0016493+2.5006e-05i,0.0010356-0.00028979i,-0.0034248+0.0032023i,-0.0026184+1.373e-05i,-0.00065222+0.0020247i,-0.00063207-0.00037128i,-0.01266-0.0051286i,0.0003289-0.0041516i,-0.0025559+0.0016307i,0.00025639+0.0021466i,0.0024953-0.0012791i,-0.00021578-0.00079968i,0.0016036-0.0010624i,-0.0024489-0.0033526i,0.0032398+0.0057788i,0.0044335+0.0039946i,-0.0065176-0.019559i,-0.015671+0.024094i,0.0091572+0.026043i,-0.0083486+0.0032562i,0.0027957-0.0030745i,0.0039005-0.001926i,-0.008908+0.0056837i
-0.017618-0.023682i,-0.015795-0.011488i,-0.017314-0.0098008i,-0.0089088-0.0058444i,-0.018708+0.0023207i,-0.0084052+0.0018373i,-0.019478-0.0094447i,-0.012219+0.0026078i,-0.0097421+0.0026859i,-0.00029622-0.0015467i,0.0019287+0.00082498i,0.0011843-0.00094592i,0.0010998-0.0014449i,0.00076283-0.0014539i,-0.00062287+0.00035738i,-0.00075443-0.00092564i,0.0015439+0.00027921i,0.0013934-0.00017813i,0.00065344-0.00013123i,0.001312+4.0974e-05i,-0.00056616+0.00035576i,0.00082688+0.00012869i,-0.00071728-0.00032544i,-0.0025758-0.0021055i,-0.00072867+0.001548i,0.0006618+9.0644e-05i,0.0002394-0.0007286i,-0.00023987+0.00024021i,-0.00054241-8.3266e-05i,0.00082447+0.00082983i,-0.0019855+0.0027612i,-0.0030266+0.0005164i,-0.0014226-0.00041588i,-3.7868e-06+0.00013775i,-0.0031433+0.0018885i,-0.0047542-0.0025524i,-0.00017489-0.0006629i,0.00046207+0.00044406i,-0.00052171+2.7561e-05i,-0.0010612+0.0042345i,-0.00085857-0.0013535i,-0.00027591-0.0017412i,0.00038983+0.00065906i,0.00045823-0.0087097i,-0.021101-0.0048059i,0.0026292-0.014571i,0.0090844-0.025043i,-0.0088103-0.010996i,-0.0081928-0.0079293i,-0.015154-0.016012i,0.010245-0.022047i,0.0003266-0.014089i,0.0054198-0.013292i,-0.0032203-0.02021i,-0.0066346+0.0085897i,0.0050468+0.0034873i,0.0034993+0.015683i,-0.0035083+0.0037187i,0.0044504+0.0013605i,0.0086095-0.0081976i,-1.6294e-05+0.00051115i,0.004073+0.0046696i,0.0015044-0.0020641i,0.00034039-0.0035279i,-0.0028197-0.0020837i,0.0049587-0.0008518i,-0.0048779+0.0043977i,0.0060031-0.0011433i,-0.0055236+0.0020715i,0.0015078-0.0027473i,0.0024673+0.0039361i,-0.0013738+0.00078147i,-0.0041857-0.0049034i,-0.0026358+0.00064926i,0.00022278+0.00032694i,-0.0019128+0.0038373i,-0.0025371+0.0012721i,-9.0629e-05+0.0026753i,-0.0005687-0.00019701i,-0.013439-0.00081322i,-0.001763-0.0037441i,-0.0024618+0.0021098i,0.00085356+0.0020438i,0.0018051-0.0024191i,-0.00018547-0.0012751i,0.0018171-0.0018737i,-0.0036213-0.0023856i,0.0047595+0.0049374i,0.0052706+0.0034542i,-0.0083337-0.018048i,-0.0091895+0.027493i,0.011824+0.022529i,-0.010091+0.004788i,0.0015266-0.0010307i,0.0033737-0.0027167i,-0.0094545+0.0065611i
