-0.026732-0.043768i,-0.020484-0.023072i,-0.012039-0.038181i,-0.029573-0.021442i,-0.024397-0.0019276i,-0.013442-0.0039903i,-0.052349-0.054297i,-0.047338-0.017324i,-0.037376-0.012952i,0.01121+0.014193i,-0.0088827+0.0052554i,-0.020203+0.019536i,0.0013985+0.012159i,-0.004255-0.002116i,0.00088472+0.0010272i,-8.2226e-05+0.029059i,0.024229+0.024636i,0.0026444-0.0021996i,-0.0021331-0.0073079i,0.0082477+0.0028293i,0.0025173+0.00093871i,1.6023e-05+0.0032699i,-0.00050073+6.5719e-05i,-0.033836-0.0093455i,0.00050338-0.0081267i,0.001658+0.0023608i,0.0063952+0.00054843i,0.0021424+0.00059849i,0.0012291-0.00028684i,-0.00038634-0.0027144i,0.0015247-0.0021103i,-0.0019957-0.0061395i,-0.00068563-0.004672i,0.0032694-0.000461i,0.0050897-0.0028026i,0.0018796+0.029519i,0.0042636-0.003577i,0.0032102-0.0017269i,0.0085239-0.00075114i,-0.007234-0.0026344i,-0.00040796+0.00071269i,0.010241+0.00086814i,0.0050934-0.0018151i,-0.0029072+0.0086571i,-0.0163-0.0092147i,-0.018247+0.016607i,0.0015154-0.062772i,-0.003758-0.02716i,-0.025457-0.034427i,-0.0099283-0.02685i,0.052936-0.023117i,0.017203-0.043751i,0.02608-0.046579i,0.0085764-0.053501i,0.028252-0.019028i,0.0088626+0.0065476i,0.027669-0.032634i,-0.0081722-0.0062515i,0.0028603-0.0041531i,-0.0048792-0.0069604i,-0.00092331-0.033351i,-0.020252+0.029287i,0.0097154-0.011936i,-0.0092224-0.0040122i,-0.0041311-0.0017667i,0.00081621-0.013006i,-0.011158+0.0041464i,0.0023686+0.010606i,-0.0061674+0.026482i,0.0050843+0.0029218i,-0.0055825-0.002i,-0.0018591-0.0021511i,-0.013156-0.0086612i,-0.00019957-0.0044629i,-0.035349+5.1237e-05i,0.0019437-0.010999i,-0.0088491-0.00050366i,-0.0072886-0.0024987i,0.00497+0.0012319i,-0.0084357-0.00066052i,0.0020988+0.00013888i,0.0039841+0.0080052i,0.0043158+0.00057013i,-0.0070708-0.012875i,0.0028511+0.0097895i,-0.016184+0.0047287i,0.006937+0.0003748i,-0.022671-0.0021234i,-0.018763+0.0061164i,-0.0048134-0.067795i,0.008398-0.012035i,-0.046985-0.02561i,-0.020404-0.0015324i,0.016502+0.012891i,-0.024452+0.014326i,-0.020261-0.00581i
0.027745-0.023647i,0.012947-0.016091i,0.011657-0.019078i,0.0036346-0.011894i,0.0026366-0.020286i,-0.0053944-0.0057248i,0.011831-0.020767i,-0.0071976-0.014489i,-0.0097412-0.01054i,0.0047386-0.0013731i,-0.00030848-0.00055684i,-0.0014301+0.0011587i,0.0028894+0.00032307i,0.00011032-0.00043583i,-0.00059755-0.0011488i,0.0018896-0.0036411i,-0.0058198+0.0017816i,-0.00075048-0.00053378i,0.00018736-0.0002953i,-0.00013599+0.0016535i,-0.00034614+0.0019901i,-0.00042331+0.0010015i,0.0012982+0.00055704i,-0.0014991+0.00338i,0.0011757-0.0025965i,-0.00062467-0.00021458i,-6.8846e-05+0.00050712i,0.00088405-0.00059033i,0.0012211-9.4545e-07i,0.00060487-0.0010248i,0.0028344-0.0016552i,0.003608-6.5143e-05i,0.001768+0.00070323i,0.00025639-0.00078501i,0.0030046-7.8786e-05i,0.0057046-0.0015897i,7.8601e-05+0.00057102i,-0.00015091-0.00017886i,0.00054216-0.0015419i,0.0011132-0.0015774i,0.00072234+0.0029863i,0.0008851+0.0027158i,0.0011032-0.0020158i,0.0042548+0.0026014i,0.0040929-0.026091i,0.0074583+0.0037939i,0.020122+0.0078168i,0.0044196+0.0071174i,-0.0088487-0.021672i,0.0085163+0.0084944i,0.014601+0.017054i,0.0041257+0.015172i,0.017603+0.010916i,0.0013543+0.0071764i,0.0011064-0.0092636i,0.0013929-0.0031i,0.0014993-0.0054222i,0.0083697-2.6462e-05i,0.00090114+0.0041938i,-0.0078837+0.011139i,-0.0044122-0.0062851i,0.004511+0.010574i,-0.003362-0.00095632i,0.00017007+0.0014777i,-0.00017604+0.001799i,-0.0026255-0.0022376i,0.0057454-0.0030289i,-0.0047295-0.0015953i,0.003236-2.3295e-05i,-0.0065878+0.0034997i,-0.0015154+0.00018065i,0.0012199-0.0007465i,-0.0056144-0.0014513i,-0.0036382-0.0011403i,-0.012472-0.0082957i,0.0040283-0.0027783i,-0.0024221-0.00042766i,-0.0011725+0.0016874i,-0.0035137+0.0030938i,0.0093391+0.0039837i,-0.0045739+0.0012492i,-0.0017316-0.0050576i,-0.0029675-6.4119e-05i,-0.0030296-0.00050742i,0.0036077-0.0040066i,0.0030642+0.00037223i,0.0018572-0.0015624i,-0.00083152+0.0072368i,0.000864+0.0043154i,0.022706-0.0026685i,-0.02517-0.0029873i,-0.032822+0.019589i,-0.0062691+0.012418i,0.0012552+0.0016082i,0.0065456-0.0036382i,-0.013129-0.0013894i
0.022498-0.026898i,0.0097007-0.018778i,0.0078395-0.020535i,0.0012801-0.011634i,-0.0015369-0.02075i,-0.0058262-0.0047688i,0.0071799-0.02351i,-0.0092891-0.012566i,-0.011307-0.0086379i,0.0037928-0.0029223i,-0.00043659-0.00091264i,-0.00062328+0.0016645i,0.0023366-0.00078792i,0.00027491-8.35e-05i,-0.00072116-0.0010324i,0.0011076-0.0036382i,-0.0047451+0.00342i,-0.0010237-0.00046751i,-0.00010381-0.00040072i,0.00030509+0.0015712i,0.00029051+0.0020723i,-6.3567e-05+0.0010809i,0.0014338+9.5877e-05i,0.00055307+0.00315i,0.00016173-0.0026705i,-0.00055798+3.4653e-05i,0.0002428+0.0009102i,0.00065604-0.00069775i,0.0011947-0.00029134i,0.00030407-0.00097471i,0.002028-0.0027395i,0.0036317-0.0013277i,0.0019521+0.000115i,-0.00011436-0.00075496i,0.0033376-0.0012104i,0.0053348-0.002952i,0.00030288+0.0005294i,-0.00023241-0.00017677i,0.0004134-0.0012608i,0.0005943-0.0023416i,0.0016289+0.0026255i,0.0018463+0.0018585i,0.00047756-0.0017678i,0.0054605+0.0018229i,-0.0004368-0.025502i,0.0079373+0.003713i,0.021483+0.0047649i,0.0068277+0.0035627i,-0.013799-0.017385i,0.012639+0.0050922i,0.017838+0.01247i,0.0065567+0.010398i,0.015293+0.0035791i,0.0047975+0.0032054i,-0.0021217-0.0093566i,-0.0014047-0.0032384i,-0.00070361-0.0067479i,0.0059458-0.0025608i,0.001956+0.0035898i,-0.0026756+0.013561i,-0.0056561-0.0030119i,0.0061543+0.0084502i,-0.0035002+0.00056841i,0.0011972+0.0023871i,0.0010913+0.0016818i,-0.0040544-0.0012015i,0.005566-0.0064058i,-0.0053948-0.00020913i,0.0036079-0.0015886i,-0.0046253+0.0065536i,-0.0011821-0.00054893i,0.00045738-0.0015356i,-0.0046713+0.0019282i,-0.0032831-0.00010984i,-0.013635-0.0025804i,0.0021991-0.0036026i,-0.0021717+0.00033688i,-0.0014543+0.00098207i,-0.0021028+0.0040558i,0.011569+0.00042694i,-0.003679+0.0033727i,-0.0034353-0.0040369i,-0.0025262+0.00054792i,-0.0029089+0.00099675i,0.00093393-0.0039854i,0.0032383-0.0010255i,0.001853-0.0015022i,0.0011849+0.0060752i,0.00053854+0.004092i,0.01992-0.0092518i,-0.024069+0.0023949i,-0.030071+0.02704i,-0.0043994+0.01027i,0.0026901+0.0039288i,0.0049793-0.0043133i,-0.014541+0.0014893i
0.017586-0.029043i,0.0054531-0.02099i,0.0039141-0.021219i,-0.00052502-0.010856i,-0.0057789-0.020396i,-0.0060112-0.0040694i,0.0023168-0.025114i,-0.010841-0.010691i,-0.012561-0.0065097i,0.002707-0.0038422i,-0.00099655-0.0010176i,0.00029836+0.0018687i,0.001708-0.00053731i,0.00072497+6.2607e-05i,-0.00088897-0.00093935i,0.00040149-0.0035159i,-0.0032639+0.0044082i,-0.001274-3.4921e-05i,-0.00037936-0.00030823i,0.00071364+0.001262i,0.0010935+0.0016208i,0.00012784+0.0009655i,0.0014161-0.00043971i,0.0021187+0.0019943i,-0.00040425-0.0023826i,-0.00037709+0.00021507i,0.00078476+0.00084767i,0.00033599-0.00074629i,0.0010467-0.00056888i,-5.247e-05-0.0010619i,0.0009802-0.0033805i,0.0030653-0.0027446i,0.001804-0.00055846i,-0.00037596-0.00050481i,0.0030881-0.0027992i,0.00483-0.0043302i,0.00062564+0.00033004i,-0.00030152-6.3124e-05i,0.0001798-0.001363i,-0.00022318-0.0027297i,0.0024836+0.0018748i,0.0022352+0.00089742i,0.00010276-0.0015459i,0.0060695+0.00030982i,-0.0044066-0.024471i,0.010117+0.0033708i,0.022724+0.0013393i,0.0076359-5.9083e-05i,-0.016259-0.01222i,0.015861+0.00030496i,0.019343+0.0075094i,0.0080501+0.0065291i,0.012111-0.0014958i,0.0060581+0.00020203i,-0.0052142-0.0079125i,-0.0039627-0.0017777i,-0.0044623-0.0069762i,0.0030378-0.003509i,0.0022081+0.0027705i,0.0018894+0.013115i,-0.0049502-0.00042472i,0.0070646+0.0055158i,-0.0033034+0.0026982i,0.0023848+0.0024798i,0.0017263+0.0010771i,-0.0047411+0.00074405i,0.0034675-0.0084094i,-0.0049494+0.0012711i,0.0031975-0.0026826i,-0.00022164+0.0072343i,-0.0017328-0.0010537i,-0.00043832-0.0013903i,-0.0026835+0.0034191i,-0.0024322+0.00054471i,-0.01269+0.0025916i,0.0010583-0.0040697i,-0.0015212+0.00064682i,-0.0015219+0.0015121i,-0.00018061+0.0040517i,0.012014-0.0043591i,-0.0018157+0.0046614i,-0.0045189-0.002423i,-0.002202+0.00066153i,-0.0019524+0.0018705i,6.6193e-05-0.002746i,0.0025757-0.0019688i,0.0021325-0.0017261i,0.0010034+0.0040381i,0.00053702+0.0042856i,0.017369-0.013368i,-0.021314+0.0059657i,-0.023512+0.033853i,-0.0040531+0.0085697i,0.0054006+0.0041749i,0.0028629-0.0033303i,-0.013831+0.0044643i
0.012812-0.030712i,0.00076359-0.021579i,0.00021671-0.021595i,-0.001568-0.010314i,-0.0098642-0.018756i,-0.0063556-0.0035683i,-0.0030206-0.025399i,-0.011908-0.0087419i,-0.0132-0.0040131i,0.0013842-0.0042638i,-0.0016761-0.00038524i,0.0012066+0.0012874i,0.0017141-0.00038842i,0.0010428-0.00036686i,-0.0010933-0.000697i,-0.00029286-0.0032014i,-0.0017727+0.0045066i,-0.0012644+0.00064801i,-0.00049233+8.6212e-05i,0.00086135+0.00078371i,0.0013451+0.00078963i,0.00015426+0.00088817i,0.0010665-0.00093066i,0.0029381-2.1926e-05i,-0.00075356-0.0020337i,-0.00028814+0.000264i,0.0010324+0.00059194i,9.5133e-05-0.00065816i,0.00093947-0.0008027i,-0.00064823-0.00090304i,-0.00035771-0.0037313i,0.0018435-0.0036578i,0.0016205-0.0011898i,-0.00041962-0.00032027i,0.0017735-0.0044213i,0.0036902-0.0054171i,0.0011649+2.7046e-05i,-0.00023077+0.00020207i,-0.00017891-0.001293i,-0.0012434-0.0028051i,0.0029493+0.0008517i,0.0022212+0.00011572i,-0.00024913-0.0013638i,0.006018-0.0011053i,-0.0078226-0.023178i,0.012796+0.00085222i,0.023647-0.0029641i,0.0077382-0.0029996i,-0.015808-0.0068018i,0.017064-0.0063953i,0.019823+0.002951i,0.0087118+0.0019409i,0.010198-0.0053671i,0.0073723-0.0030123i,-0.0070314-0.005134i,-0.0053697+0.000758i,-0.0085243-0.0056541i,0.00081196-0.0033982i,0.0022944+0.0024116i,0.0055861+0.011931i,-0.0040827+0.0013335i,0.0060607+0.0024011i,-0.00064525+0.0045211i,0.0036062+0.0019316i,0.0025104+0.00054407i,-0.0042927+0.0028597i,0.00090796-0.0096837i,-0.0041693+0.0022305i,0.0023435-0.0038425i,0.0029262+0.005017i,-0.0026956-0.00096241i,-0.00077725-0.0011478i,-0.00070256+0.0042236i,-0.0017592+0.00057544i,-0.0095139+0.0068051i,-0.00055952-0.0049764i,-0.00079144+0.00057748i,-0.0011731+0.0014882i,0.0011387+0.0027285i,0.009898-0.0095321i,0.00086837+0.005002i,-0.0042701-0.00063997i,-0.0023896+0.00076793i,-0.0011694+0.0022787i,-0.00021532-0.0023121i,0.0018374-0.0021972i,0.0022799-0.0022982i,0.00029871+0.0039749i,0.0009545+0.0049167i,0.013897-0.017735i,-0.019206+0.006898i,-0.014907+0.03684i,-0.0037266+0.0085116i,0.0070136+0.0033147i,0.0024267-0.0016835i,-0.011982+0.0061933i
0.007687-0.031794i,-0.0035588-0.020809i,-0.0038978-0.021315i,-0.0028658-0.010362i,-0.012852-0.016393i,-0.0067734-0.0030901i,-0.0080267-0.023953i,-0.012574-0.0069749i,-0.012891-0.0016847i,-0.00021574-0.0040723i,-0.0017482+0.00064593i,0.0015023+0.00056047i,0.0019154-0.00056309i,0.00063427-0.00066704i,-0.0011756-0.00024438i,-0.00094362-0.0026873i,-0.00069618+0.0043639i,-0.00079508+0.0012416i,-0.00034989+0.00028211i,0.0006378+0.00041968i,0.0012636+0.00010285i,0.00037694+0.00082975i,0.00067821-0.0011399i,0.0021468-0.0019357i,-0.0012277-0.001786i,-0.00025127+0.00031737i,0.0012319+0.00032292i,1.9414e-05-0.00054834i,0.00066618-0.0010469i,-0.0010114-0.00031855i,-0.0018731-0.0034284i,0.0005124-0.0040618i,0.00086915-0.001933i,-0.00045719-0.0001386i,-0.00058327-0.0048634i,0.0023183-0.0063773i,0.0013144-0.00076852i,-3.5017e-05+0.00020977i,-0.00039128-0.0010853i,-0.0024479-0.0024877i,0.0029329-0.00034302i,0.0021132-0.00056947i,-0.00058947-0.0010676i,0.0058872-0.0021914i,-0.010573-0.021798i,0.013945-0.0033288i,0.023533-0.0075437i,0.0080301-0.0070035i,-0.012654-0.0024291i,0.015473-0.01361i,0.019455-0.0010386i,0.0076996-0.002012i,0.0077258-0.0072953i,0.0076531-0.0070534i,-0.0072991-0.0031832i,-0.0052117+0.0037779i,-0.012564-0.001763i,-0.00087643-0.002849i,0.0024595+0.0022194i,0.0088692+0.0098582i,-0.0026512+0.0024331i,0.0039449+0.001389i,0.0023972+0.0033704i,0.004878+0.0006257i,0.003068-0.00059059i,-0.0027653+0.0049158i,-0.0024491-0.010751i,-0.0037951+0.0034818i,0.0010806-0.0051432i,0.0034963+0.0031031i,-0.0035553+3.0438e-06i,-0.0010384-0.00096837i,0.0021977+0.0039943i,-0.001529+0.00012171i,-0.0048225+0.0087808i,-0.0039569-0.0041092i,-0.00041711+0.00010999i,-0.00084599+0.001347i,0.0014528+0.0014773i,0.0061626-0.013369i,0.0032234+0.0036355i,-0.0034733+0.00033302i,-0.002219+0.0012119i,-0.00042415+0.0030456i,-0.0009155-0.0016681i,0.0011323-0.0022309i,0.0018864-0.0031463i,2.9686e-05+0.0044401i,0.0017409+0.0050945i,0.0090945-0.020529i,-0.020474+0.0071228i,-0.0076262+0.035943i,-0.0024786+0.0077428i,0.0082343+0.0018667i,0.0028827-0.00074547i,-0.010028+0.0068859i
0.0030289-0.031849i,-0.0071071-0.019278i,-0.0075697-0.019977i,-0.004595-0.0099001i,-0.015553-0.014123i,-0.0072249-0.0025655i,-0.011732-0.021903i,-0.01317-0.0053037i,-0.012015+0.00012417i,-0.0011389-0.0031542i,-0.0011121+0.0014799i,0.0014639+1.7304e-05i,0.0017979-0.00091528i,0.00050077-0.00048831i,-0.0010217+2.9562e-05i,-0.0014144-0.0018726i,0.00045231+0.0040481i,-0.00013781+0.0013394i,-0.00025204+0.00049788i,0.0004492+0.00042575i,0.0010029-0.00040648i,0.00047567+0.00057703i,0.00025293-0.0013353i,0.00082224-0.0030004i,-0.0019672-0.0015607i,-0.00023679+0.00051321i,0.0014107-5.3952e-05i,-0.00012591-0.00048658i,0.00028373-0.0011254i,-0.0010177+0.00023669i,-0.0030918-0.0024485i,-0.0010666-0.0040239i,-7.5699e-05-0.0022388i,-0.00033196+2.6369e-05i,-0.0023336-0.004076i,0.00092363-0.0070246i,0.00081986-0.0012999i,-7.9652e-06+0.00016013i,-0.00056233-0.00095749i,-0.0034966-0.0014706i,0.002475-0.0012811i,0.0018247-0.0012075i,-0.00083484-0.00058311i,0.0055457-0.0036046i,-0.013568-0.02051i,0.013322-0.00778i,0.022587-0.012342i,0.0054232-0.011384i,-0.007778-0.0017621i,0.010382-0.019327i,0.018974-0.0044697i,0.0062843-0.004383i,0.0061395-0.0071655i,0.0062015-0.01127i,-0.0077581-0.0012175i,-0.0032619+0.0062183i,-0.014636+0.0041456i,-0.0024062-0.0020733i,0.0027765+0.0020401i,0.010873+0.0066025i,-0.0010063+0.0025332i,0.0025148+0.0012485i,0.0027065+0.0012182i,0.0050675-0.0015811i,0.0028269-0.0024246i,0.00027548+0.0059373i,-0.0073187-0.0088804i,-0.0024308+0.0054342i,-0.0015953-0.005172i,0.0048035+0.0020768i,-0.0037758+0.0016163i,-0.0012462-0.00071702i,0.0046618+0.00081586i,-0.0014012+3.0144e-05i,5.3289e-06+0.0077566i,-0.0044618-0.0022626i,-0.00055873-0.0004393i,-0.00097934+0.0012203i,0.0013909+0.00058125i,0.00058236-0.015711i,0.0045788+0.0010795i,-0.003062+0.00068418i,-0.0020488+0.0017407i,0.0014454+0.0031536i,-0.00046741-0.00050027i,0.00035819-0.001789i,0.00087379-0.0041344i,3.7346e-05+0.0050476i,0.0024182+0.0049366i,0.0042091-0.020878i,-0.02197+0.010377i,-0.0021846+0.034345i,-0.0017534+0.005952i,0.0091123+7.1348e-05i,0.0033329-0.0009016i,-0.0084893+0.0066144i
-0.0013704-0.031744i,-0.0097451-0.01732i,-0.01067-0.018291i,-0.005896-0.009027i,-0.017951-0.011001i,-0.0077956-0.0019378i,-0.014859-0.019874i,-0.013729-0.0035613i,-0.010969+0.0011546i,-0.0012888-0.0022693i,-0.00028144+0.0019279i,0.0012926-0.0003268i,0.001745-0.00094467i,0.00059218-0.00045687i,-0.00085104+0.00023703i,-0.001405-0.0010192i,0.0013302+0.0031295i,0.00037636+0.0012382i,6.4483e-05+0.00068343i,0.00050339+0.00053539i,0.00055862-0.00072598i,0.00040406+0.00051002i,-0.00026395-0.0012077i,-0.00045743-0.0031233i,-0.0022376-0.00067842i,-6.2902e-06+0.00069912i,0.0012561-0.00055875i,-0.00023727-0.00033579i,-1.3779e-05-0.001021i,-0.00075973+0.00071024i,-0.0037484-0.001207i,-0.0024653-0.0031508i,-0.00027218-0.0020657i,-0.00015275+0.00010227i,-0.0034754-0.003043i,-0.00091038-0.0071271i,0.00051875-0.0010029i,2.15e-05+0.00025171i,-0.00087799-0.00087985i,-0.0041057-9.8876e-05i,0.0017537-0.0019845i,0.001347-0.0016454i,-0.00080747-9.1336e-05i,0.0046721-0.0047635i,-0.016901-0.018574i,0.011203-0.011486i,0.020023-0.016762i,0.0015383-0.0136i,-0.0050342-0.004575i,0.0044408-0.022021i,0.018738-0.0082525i,0.0054971-0.006565i,0.0066585-0.0073179i,0.0041354-0.013987i,-0.0082547+0.00029474i,-0.0004866+0.0071776i,-0.013118+0.011296i,-0.0036556-0.00087286i,0.0030021+0.0016481i,0.01163+0.0038543i,5.5977e-05+0.0016201i,0.00096965+0.0020109i,0.0027026+0.00036565i,0.0036914-0.0036922i,0.0012827-0.0035938i,0.0030943+0.0048321i,-0.0096152-0.0042961i,0.00075861+0.0058277i,-0.0027384-0.0050613i,0.0053534-0.00034528i,-0.0032413+0.0032961i,-0.0013323-0.00050298i,0.0041779-0.0030969i,-0.0016422+8.5433e-05i,0.0024409+0.0045899i,-0.0051213-0.00035411i,-0.001033-0.00084702i,-0.00085807+0.0015828i,0.0010035-0.00033072i,-0.0059315-0.01482i,0.0040981-0.0016652i,-0.002799+0.001069i,-0.0015138+0.0024899i,0.0030802+0.0022034i,0.00029527-0.00097216i,0.00026221-0.00097377i,-0.00031351-0.0045013i,0.00030736+0.006084i,0.003255+0.0047023i,0.0014216-0.020061i,-0.022142+0.014812i,0.0024685+0.031884i,-0.002278+0.0036615i,0.0085612-0.0027921i,0.0032509-0.00081754i,-0.0080226+0.0056602i
-0.0061179-0.03113i,-0.011619-0.01541i,-0.013571-0.01617i,-0.0069654-0.0083595i,-0.019418-0.0075047i,-0.0084452-0.0010913i,-0.017803-0.01744i,-0.013934-0.0016537i,-0.010219+0.0017584i,-0.0012141-0.0017764i,0.00069331+0.0020022i,0.0011497-0.00060395i,0.0017245-0.001196i,0.00061061-0.00058767i,-0.00067439+0.00037768i,-0.00097456-0.00041386i,0.0017071+0.0015062i,0.00089363+0.0010332i,0.00043119+0.00051126i,0.00081742+0.00049685i,-0.00017714-0.00063975i,0.00054576+0.00047684i,-0.00060163-0.00093357i,-0.0013336-0.0027749i,-0.0021606+0.00014652i,0.00023955+0.00069808i,0.00084052-0.00096808i,-0.00023274-0.0002796i,-0.00024285-0.00085263i,-0.00040624+0.0010017i,-0.0041054+0.00016356i,-0.0031796-0.0017562i,0.0003123-0.0061785i,-2.5996e-05+2.2138e-05i,-0.0044136-0.0016748i,-0.0026408-0.0064207i,0.00022395-0.00079684i,7.1046e-05+0.00034499i,-0.0010474-0.00040644i,-0.0041391+0.0014281i,0.00079729-0.0022442i,0.00064277-0.0020067i,-0.00052474+0.00033477i,0.0035246-0.0054114i,-0.019602-0.015577i,0.007867-0.013906i,0.016606-0.019981i,-0.0027361-0.014372i,-0.0050341-0.0069219i,-0.0018942-0.02303i,0.017995-0.012853i,0.0042016-0.0092097i,0.0071714-0.0091951i,0.0012885-0.01709i,-0.0091612+0.0023235i,0.0021483+0.0065772i,-0.0082572+0.016074i,-0.0042609+0.00061i,0.0030954+0.0013531i,0.012737+0.0011204i,1.7875e-05+0.0010303i,0.00069502+0.0035653i,0.0032104-0.00070024i,0.0017406-0.0042929i,-0.00015687-0.0036967i,0.0046991+0.0028268i,-0.0094703+0.00016187i,0.003374+0.0045475i,-0.004738-0.0037129i,0.0041615-0.0024712i,-0.0016251+0.0047052i,-0.001657-0.00022865i,0.0013658-0.0055097i,-0.0018795+0.00034362i,0.0025146+0.0015519i,-0.00478+0.0016512i,-0.0018439-0.00075164i,-0.00044483+0.0018109i,5.1174e-05-0.00074233i,-0.010613-0.011236i,0.0024021-0.0034524i,-0.0024263+0.0013396i,-0.00047607+0.0028062i,0.0038959+0.00043524i,-0.0001099-0.0011056i,0.00090252-0.00061011i,-0.0013133-0.0043966i,0.0019929+0.0072657i,0.0037555+0.0042119i,-0.0017216-0.019762i,-0.020836+0.019841i,0.0060822+0.029181i,-0.004419+0.0022383i,0.0055412-0.0043411i,0.0036851-0.00099244i,-0.0087691+0.0051601i
-0.010694-0.0293i,-0.013352-0.014047i,-0.015841-0.013256i,-0.008129-0.0076915i,-0.020317-0.0041982i,-0.0089101+0.00014745i,-0.02025-0.014528i,-0.013837+0.00017432i,-0.0097887+0.0020918i,-0.0010044-0.0014063i,0.0015924+0.0015291i,0.0010728-0.00062453i,0.0015341-0.0014385i,0.00059341-0.0006843i,-0.00057203+0.00039317i,-0.00035605-0.00042425i,0.0020239-0.00043236i,0.0012288+0.0004932i,0.00054441+0.00014781i,0.0011525+0.00036243i,-0.00043416-0.00022687i,0.00084559+0.00026225i,-0.00067758-0.00061574i,-0.0017825-0.0024582i,-0.0019795+0.00073914i,0.00054662+0.00059976i,0.0003861-0.00097715i,-0.00029532-0.00010746i,-0.0004728-0.00066589i,0.00010668+0.0012211i,-0.0038763+0.0017895i,-0.003271-0.00057483i,-0.0030274-0.0023059i,-5.6499e-05+2.6007e-05i,-0.0046738+7.8676e-05i,-0.0036561-0.005284i,8.8041e-05-0.00066275i,0.00014588+0.00039209i,-0.00077492-0.00012891i,-0.0034492+0.0028994i,0.00013563-0.0021557i,3.6733e-06-0.0019732i,-0.00010023+0.00053427i,0.0026746-0.0058668i,-0.021348-0.012207i,0.0050002-0.014434i,0.013248-0.022384i,-0.0067075-0.013369i,-0.0066833-0.0082438i,-0.0084608-0.021163i,0.015749-0.017657i,0.0027178-0.011241i,0.007019-0.01087i,-0.0029352-0.018488i,-0.00935+0.0054i,0.0039613+0.0050923i,-0.002289+0.018233i,-0.0043782+0.002311i,0.0033518+0.0013823i,0.013279-0.0035142i,1.0154e-05+0.00056203i,0.0019373+0.0050083i,0.002582-0.0018972i,0.00057497-0.0037451i,-0.0016634-0.0032131i,0.005218+0.0008153i,-0.0072578+0.0032964i,0.0051267+0.0023581i,-0.0061775-0.0012517i,0.0025179-0.003027i,0.00057712+0.0046162i,-0.0017137+0.00046922i,-0.0016928-0.0060773i,-0.001737+0.00041857i,0.00092559+5.2184e-05i,-0.0037234+0.0031189i,-0.0024794-3.2169e-06i,-0.00037987+0.0021245i,-0.00052037-0.00044357i,-0.01315-0.0064787i,0.00033572-0.0041782i,-0.0022399+0.0016155i,0.00044009+0.0026335i,0.0036444-0.0015553i,-2.3483e-06-0.00091456i,0.0015138-0.0010753i,-0.0027435-0.0046711i,0.0037918+0.0068067i,0.0044436+0.0037841i,-0.0040858-0.018426i,-0.017342+0.0256i,0.0088317+0.026461i,-0.0069086+0.0025354i,0.0026953-0.0032168i,0.0035505-0.0019282i,-0.0097105+0.0055295i
-0.014287-0.026969i,-0.015711-0.012908i,-0.017147-0.010601i,-0.0092713-0.0066513i,-0.020769-0.00029149i,-0.0088989+0.0016102i,-0.022136-0.011399i,-0.013548+0.0019622i,-0.0098094+0.002688i,-0.00065941-0.0014127i,0.0021706+0.00073267i,0.0011451-0.00091034i,0.0013916-0.0016837i,0.00079185-0.0009383i,-0.00049003+0.00048329i,-0.00011979-0.00070546i,0.0022804-0.0028783i,0.001196+8.0756e-05i,0.0004962-0.00017923i,0.0015661+3.5258e-05i,-0.00044472+0.00010019i,0.00080354-0.00011998i,-0.00075265-0.00041439i,-0.0020508-0.002389i,-0.0016899+0.0012361i,0.00081661+0.0003436i,5.6823e-05-0.00083569i,-0.00027001+8.9644e-05i,-0.00061095-0.00037414i,0.00078288+0.0011548i,-0.0029721+0.0031437i,-0.0032178+0.00048807i,-0.00097335-0.0020236i,4.338e-06+5.9001e-05i,-0.0041495+0.001623i,-0.0043267-0.003892i,0.00010302-0.00072555i,0.00041356+0.00048158i,-0.00070003-0.00010795i,-0.0020386+0.0038568i,-0.00032469-0.0019148i,-0.00055309-0.001917i,0.00031384+0.00036351i,0.0014847-0.0066441i,-0.022575-0.0087975i,0.0034922-0.01444i,0.0097243-0.024089i,-0.009846-0.01074i,-0.0076593-0.0079032i,-0.013399-0.016423i,0.011951-0.021828i,0.00099282-0.013805i,0.0063516-0.013035i,-0.0070606-0.017825i,-0.0078124+0.0092618i,0.0048778+0.0032518i,0.0034484+0.017346i,-0.0038913+0.0039258i,0.0042779+0.0010379i,0.0082204-0.0081109i,-0.00037689+0.00040388i,0.0042704+0.0051904i,0.0016447-0.0020153i,7.2304e-06-0.003466i,-0.002684-0.0023178i,0.005129-0.001028i,-0.0052174+0.0046246i,0.005605-0.00060272i,-0.0055375+0.001327i,0.0018122-0.0029203i,0.0021292+0.0035616i,-0.0014023+0.00079838i,-0.0046348-0.0049202i,-0.0023517+0.00072512i,-0.0002033+0.00072962i,-0.0021164+0.0040666i,-0.0023799+0.00092677i,2.6978e-05+0.0027002i,-0.00055913-0.00029686i,-0.013851-0.0017485i,-0.0017572-0.0037837i,-0.0022908+0.0022877i,0.00085925+0.0023819i,0.0026317-0.0034315i,-1.2373e-05-0.0014491i,0.0016789-0.0018336i,-0.0044712-0.0036397i,0.0055111+0.0056832i,0.0052656+0.0032266i,-0.0059078-0.017271i,-0.01042+0.029068i,0.011696+0.023414i,-0.0087441+0.0039993i,0.0014852-0.0011132i,0.0028765-0.0023006i,-0.010356+0.006619i
