-0.023818-0.039793i,-0.0096559-0.049876i,-0.017262-0.045264i,-0.030789-0.036832i,-0.029486-0.017183i,-0.051022-0.028876i,-0.059124-0.026339i,-0.044868-0.038798i,-0.0301-0.036802i,0.0067808+0.011799i,-0.0062745+0.016651i,-0.0048251+0.014871i,0.010128+0.0212i,0.00049846+0.0050806i,0.0033109+0.0036666i,0.0073124+0.018458i,0.026205+0.040732i,-0.0027252-0.0016808i,-0.0047996-0.006445i,0.0068468+0.0015918i,-0.00011739-0.0010574i,-0.00071058+0.0013521i,0.00017397-0.00053781i,-0.028792-0.0016454i,-0.0025664-0.0054959i,0.0012547+0.0052478i,0.002746-0.00028455i,-0.00048661+0.00078122i,0.0006817-0.00042053i,-0.0007727-0.0026767i,-0.0016506-0.0063821i,-0.0049297-0.0046491i,-0.0023992-0.0044975i,0.0027582-0.00039362i,0.0020926-0.0025627i,-0.00085393+0.025561i,0.0014273-0.0034645i,0.0030087+0.00092858i,0.0052495+0.00093511i,-0.0098876-0.0024378i,-0.0036957+0.00019383i,0.0059575-0.00051456i,0.0052561+0.00030514i,-0.0034417+0.0064444i,0.0019432-0.0083113i,-0.01238+0.018606i,0.03545-0.091024i,0.012838-0.070433i,-0.015575-0.059983i,-0.016164-0.056327i,0.038445-0.047242i,0.015908-0.063041i,0.035-0.05563i,0.030642-0.059021i,0.014216-0.013022i,0.0038846+0.016914i,0.016872-0.026651i,-0.011428+0.0071022i,-0.00030089+0.0049931i,-0.0059728-0.00080024i,-0.0024037-0.028206i,-0.02408+0.032105i,0.009475-0.011342i,-0.014284-0.0022421i,0.00023843-0.0046885i,-0.0014764-0.016313i,-0.0080149+0.0043301i,0.0054183+0.0060571i,-0.0055856+0.030977i,0.0050895+0.0052967i,-0.0054631-0.00075994i,-0.0033419-0.00040503i,-0.011755-0.0078686i,-0.00083063-0.0042367i,-0.019414+0.016399i,0.00034946-0.010278i,-0.009413-0.0013411i,-0.0063867-0.0028422i,0.007061+0.0023627i,-0.0078686+0.00065656i,0.00026141+0.00048744i,0.005814+0.011476i,0.0035991+0.0013986i,-0.0083903-0.0098441i,0.0031148+0.0084625i,-0.019409+0.0053362i,0.0095429+0.00048596i,-0.028342-0.0031313i,-0.044884+0.0036621i,0.01929-0.094116i,-0.0013755-0.012907i,-0.052676-0.022202i,-0.023755+0.0002228i,0.017851+0.011165i,-0.024335+0.012866i,-0.019988-0.011228i
0.014117-0.0091362i,0.044958-0.011065i,0.023523-0.027163i,0.011815-0.021907i,0.01501-0.04097i,-0.018769-0.023414i,-0.0083949-0.015661i,-0.0020722-0.02857i,0.0075482-0.016461i,0.0045545-0.00121i,0.0014792-0.004782i,-4.6095e-05-0.0053822i,-0.0010025-0.0059969i,-0.0009423-0.0029782i,-0.0012874+0.00095436i,0.0013803-0.0030107i,-0.0042278+0.0017699i,-0.00017197+0.00082139i,0.00028874+0.00037403i,0.00049227+0.0022689i,0.0014047+0.0018636i,0.001167-0.0009961i,0.0021466+0.0004656i,-0.0011345+0.0027746i,-0.00083471+0.00027133i,-0.0005977+0.00037879i,-0.001504+0.00029591i,-0.0010691+0.0002791i,3.8684e-05+9.5177e-05i,-0.00035884-0.00029153i,0.0023584-0.0017899i,0.001624-0.00013988i,0.00029536-0.00082397i,0.00067178-0.0010681i,0.00081099+0.00051012i,0.0012658-0.0010232i,-8.5056e-05-3.5461e-05i,-0.00073203-3.0395e-05i,-0.00022889-0.00026616i,0.00035791+0.00040046i,0.00056617+0.00088192i,0.00093747+0.00077151i,0.00027763-0.0026745i,-0.00043936-0.003868i,0.018478+0.0056321i,0.028704+0.041106i,0.036166+0.040861i,0.048889+0.028638i,0.016267-0.00034625i,0.036203-0.00031481i,0.038269+0.012626i,0.015477+0.0061417i,0.028458+0.023133i,-0.0042725+0.033203i,0.0067532-0.0044014i,0.0049174-0.003128i,0.006551-0.0038696i,0.0079817+0.0040703i,0.003957+0.0063132i,-0.0059968+0.0038116i,-0.0041153-0.0062277i,0.0030109+0.013772i,-0.0035635+0.00037901i,0.00026566+0.0055988i,-0.00049029+0.0014464i,0.0026618-0.0030656i,0.0067244-0.00097788i,-0.0028217-0.00050065i,0.0047436-0.0018566i,-0.0048854-0.00016295i,-0.0011549+0.0012025i,0.00032557+0.00014931i,-0.0050175-0.0025981i,-0.0042108-0.002028i,-0.00719-0.009493i,0.0031271-0.0017635i,-0.0048552+0.0016348i,-0.0016811+0.0012558i,-0.0037764+0.0027805i,0.0068125+0.0010568i,-0.0066495-0.0015866i,-0.0040674-0.0077921i,-0.0028189-0.0010629i,-0.0064319-0.0010703i,0.0046591-0.0034257i,0.0057791+0.00074767i,0.0028853-0.0014321i,0.0034564+0.0073197i,0.0085002+0.0042334i,0.043182+0.0246i,-0.031761-0.0043887i,-0.037062+0.018271i,-0.00943+0.01982i,0.0025388+0.0019437i,0.010165-0.0036981i,-0.011255-4.8757e-05i
0.011749-0.011036i,0.04217-0.018587i,0.018075-0.030412i,0.007749-0.022549i,0.0065562-0.042935i,-0.021406-0.019625i,-0.01154-0.014831i,-0.0068342-0.027286i,0.004695-0.017329i,0.0043207-0.0023872i,0.00029996-0.0052752i,-0.0012364-0.0046583i,-0.0027029-0.0049463i,-0.0016114-0.0023771i,-0.00078441+0.001215i,0.00099098-0.0032543i,-0.0027788+0.0031665i,-0.00017442+0.00085711i,0.00012804+0.0003408i,0.0011737+0.0020812i,0.0021497+0.0015261i,0.00097611-0.0011368i,0.0021681-0.00020846i,0.00061611+0.0024318i,-0.00047526+0.00055074i,-0.00024911+0.00038575i,-0.001096+0.0011624i,-0.00041792+0.00082663i,-0.00016294-2.5556e-05i,-0.00017825+5.1874e-05i,0.0014985-0.002582i,0.0017446-0.00062892i,3.27e-05-0.000738i,8.4259e-05-0.0011682i,0.0013007+0.00023737i,0.0034666-0.0036843i,-0.00013481+0.0001812i,0.0048152-0.00041958i,-9.5524e-06+8.606e-05i,0.00037694-0.00012261i,0.00067935+0.00065714i,0.0011424+0.00026984i,-0.00042429-0.002219i,-0.00015733-0.0032884i,0.018852+0.0029618i,0.034935+0.03647i,0.041353+0.033846i,0.052015+0.019295i,0.013565+0.00016533i,0.036712-0.0063401i,0.040038+0.0055059i,0.01645-9.8339e-05i,0.029281+0.013106i,0.0032127+0.030318i,0.0052634-0.0056173i,0.00090266-0.0035061i,0.0042412-0.006437i,0.0070858+0.0010538i,0.0054636+0.0046717i,-0.0035796+0.0061881i,-0.0048665-0.0030229i,0.0048698+0.011861i,-0.0035614+0.0012224i,0.0033188+0.0058043i,0.00037715+0.0016797i,0.00042733-0.0034745i,0.0073245-0.0046744i,-0.0029502-1.7186e-05i,0.0043442-0.00325i,-0.0050049+0.0016068i,-0.001854+0.00027024i,0.00019936-0.00045551i,-0.004687+0.00055158i,-0.0041876-0.00069959i,-0.0088822-0.0060633i,0.0018184-0.0026336i,-0.0036286+0.0028971i,-0.0017365+0.00074944i,-0.0023671+0.0038153i,0.0080003-0.0019585i,-0.0065868+0.0011825i,-0.0068006-0.0059586i,-0.0022546-0.00052818i,-0.0060307+0.0013147i,0.0017904-0.0042762i,0.0058963-0.0020387i,0.0029039-0.0017648i,0.0055374+0.0070955i,0.0064037+0.0025269i,0.042795+0.015102i,-0.030648+0.0019143i,-0.034777+0.026432i,-0.0060402+0.018121i,0.003816+0.0044024i,0.0079457-0.005561i,-0.013099+0.002341i
0.0098575-0.012668i,0.03765-0.025662i,0.012289-0.032092i,0.0042355-0.022438i,-0.0021778-0.04315i,-0.023389-0.015837i,-0.014487-0.013205i,-0.010787-0.025479i,0.0016198-0.018124i,0.0036522-0.0032852i,-0.0013927-0.0052445i,-0.0020048-0.0037199i,-0.0039243-0.0033625i,-0.0019025-0.0016554i,-0.00044646+0.0012472i,0.00048144-0.0034119i,-0.00081896+0.0033748i,-0.00039609+0.0011792i,0.00014664+0.00053371i,0.0017999+0.001431i,0.0028203+0.00058428i,0.00067589-0.0014455i,0.0019626-0.00088055i,0.0018747+0.0012593i,-0.00028156+0.00038857i,-2.2286e-05+0.00023866i,-0.00032343+0.0013698i,-0.00026053+0.00082942i,-1.8801e-06-0.00032917i,7.2211e-06+0.00018261i,0.00031912-0.0030347i,0.001428-0.0013285i,-0.00025892-0.00070355i,-0.00028673-0.00090566i,0.00163-0.00057559i,0.0039801-0.0037625i,0.00017517+0.00033481i,0.0016185+0.0032464i,0.00017445-9.2245e-05i,8.8186e-05-0.00046472i,0.00088485+0.0004102i,0.001029-0.00031497i,-0.0008618-0.0015857i,-0.00023313-0.0035169i,0.019047+0.00010907i,0.041895+0.029481i,0.045564+0.026264i,0.053015+0.0098271i,0.012498+0.0011139i,0.036432-0.012686i,0.040316-0.0013602i,0.016091-0.0052056i,0.02734+0.005962i,0.0086306+0.027345i,0.0030308-0.006248i,-0.001907-0.0016359i,0.00051991-0.0078907i,0.0052739-0.00064508i,0.0057467+0.0028344i,-0.0011864+0.0072479i,-0.0041017-0.00082135i,0.0062218+0.0096944i,-0.0036226+0.0033507i,0.0059385+0.0046016i,0.0010414+0.0012574i,-0.0011994-0.0026585i,0.0061633-0.007396i,-0.0026501+0.00058096i,0.003549-0.0043239i,-0.0027625+0.0040094i,-0.0023085-0.00012601i,-0.00025458-0.00056427i,-0.0033264+0.0022695i,-0.0033662+0.0005489i,-0.0096706-0.0027218i,0.00089727-0.00322i,-0.0020699+0.0032206i,-0.0018236+0.00109i,-0.0004644+0.0036278i,0.0072833-0.0055476i,-0.0052307+0.0034472i,-0.0085854-0.0028465i,-0.0019885-0.00054726i,-0.004962+0.0028792i,0.00052372-0.0038113i,0.0045119-0.003937i,0.0028199-0.0022973i,0.0070505+0.0044303i,0.0049406+0.0022602i,0.042049+0.0081551i,-0.027786+0.0070255i,-0.028954+0.033888i,-0.0042143+0.016287i,0.0064167+0.0048196i,0.0050843-0.0050661i,-0.012922+0.0053191i
0.0077511-0.014532i,0.031823-0.031377i,0.0070629-0.033088i,0.0014379-0.022476i,-0.010626-0.041102i,-0.024819-0.011897i,-0.017168-0.010789i,-0.014291-0.023373i,-0.0015245-0.017796i,0.0028136-0.0039963i,-0.0029003-0.0040283i,-0.002317-0.0030179i,-0.0041856-0.0015239i,-0.0020641-0.0011674i,-8.581e-05+0.0014374i,-7.2407e-05-0.0033883i,0.00022231+0.0029277i,-4.3268e-05+0.0018393i,0.0003852+0.00068751i,0.0020483+0.00051491i,0.0029126-0.00057525i,7.9481e-05-0.0016875i,0.0013632-0.0012828i,0.0024408-0.00053232i,-3.6321e-05+0.00092102i,-0.00010118+9.6271e-05i,0.00012183+0.0013648i,3.1721e-05+0.0010106i,8.0669e-05-0.00028961i,0.00021756+0.00018812i,-0.00086774-0.0028561i,0.00090381-0.0015528i,-0.00047642-0.00054687i,-0.00050073-0.00077587i,0.0011939-0.0016375i,0.0033281-0.0045822i,0.00045764+0.00014726i,0.0024322+0.0017937i,0.00021978-0.00023174i,-0.00028776-0.00069503i,0.00079767+0.00048789i,0.00053615-0.00049598i,-0.00097103-0.00086044i,-0.00069009-0.0034704i,0.019175-0.002949i,0.046901+0.019376i,0.048551+0.01802i,0.052447+0.0023326i,0.013341+0.002358i,0.03454-0.019903i,0.039651-0.0083998i,0.014807-0.010249i,0.025471+0.00071626i,0.014318+0.023614i,0.0010173-0.0056983i,-0.003104+0.00097797i,-0.0040455-0.0078696i,0.0037389-0.0014656i,0.0053858+0.0016357i,0.0010341+0.0075552i,-0.0029786+0.00061493i,0.0069241+0.0065782i,-0.0010086+0.0056224i,0.0083313+0.0024847i,0.0016357+0.00092792i,-0.0019981-0.0013735i,0.0036647-0.010077i,-0.0021919+0.00069646i,0.0023721-0.0056145i,-0.00050516+0.0036379i,-0.0027793+1.4828e-05i,-0.00041357-0.0005411i,-0.0016794+0.0034796i,-0.0024657+0.0010639i,-0.0091172+0.00067368i,-0.00025003-0.0038451i,-0.00064262+0.0029345i,-0.0016115+0.0012922i,0.00068601+0.0025697i,0.0050895-0.0089643i,-0.002744+0.0047838i,-0.0080012+0.00019391i,-0.002242-0.0003766i,-0.0039903+0.004158i,-0.00035021-0.0035968i,0.0027771-0.0043729i,0.0026762-0.0031005i,0.0063594+0.0018544i,0.0040856+0.0025226i,0.04072+0.0015295i,-0.024724+0.0085947i,-0.02081+0.038327i,-0.0022222+0.015612i,0.0081542+0.0043193i,0.0041371-0.0035712i,-0.011457+0.007484i
0.0049984-0.016136i,0.025241-0.035214i,0.0015413-0.033595i,-0.001779-0.0227i,-0.017433-0.037712i,-0.025652-0.0080797i,-0.019116-0.0075546i,-0.017389-0.02075i,-0.0039318-0.01704i,0.0016107-0.0043181i,-0.0033106-0.0025785i,-0.0027902-0.0024083i,-0.003695-0.00015797i,-0.0024987-0.00050087i,0.00057583+0.0015902i,-0.00084944-0.0031495i,0.00091327+0.0029651i,0.0009578+0.0019767i,0.00061613+0.00050664i,0.001754-0.00032743i,0.0023806-0.0015237i,-0.00046817-0.0017143i,0.00093251-0.001512i,0.0014097-0.0019546i,0.0012495+0.00056293i,-0.00025473+9.5011e-05i,0.0006877+0.001305i,0.00056031+0.001076i,4.0992e-05-0.00027806i,0.00034255-1.8923e-05i,-0.001761-0.0024072i,0.00027246-0.0017115i,-0.00065657-0.00032034i,-0.00070867-0.00052865i,2.6765e-06-0.0019822i,0.0022316-0.00545i,0.00040628-0.00014257i,0.0023311-0.00028198i,0.00041339-0.00028719i,-0.00078941-0.00070399i,0.0017951+0.00094009i,0.00026987-0.00032939i,-0.00080219-0.00044628i,-0.0011635-0.0031302i,0.019311-0.0066114i,0.048376+0.0084616i,0.04993+0.0093457i,0.05272-0.0061903i,0.016039+0.0029839i,0.030693-0.026914i,0.037545-0.014865i,0.011935-0.014548i,0.022595-0.0033034i,0.019266+0.017956i,-0.00020709-0.0054099i,-0.0027504+0.0042881i,-0.0086032-0.0048769i,0.0021467-0.001997i,0.0050749+0.00069112i,0.0030949+0.0071207i,-0.0015583+0.0011385i,0.0059704+0.0046883i,0.0024549+0.0046983i,0.0095159-0.0014509i,0.0021433+0.0001722i,-0.0018874+0.00031201i,-0.00047215-0.011822i,-0.0024285+0.0011261i,0.00092708-0.0061394i,-0.00012482+0.0030621i,-0.003389+0.00080712i,-0.00059286-0.00055413i,0.0016817+0.0036477i,-0.0018814+0.00063573i,-0.0072572+0.0035634i,-0.0021135-0.0039712i,0.00019675+0.0019662i,-0.0013283+0.0015159i,0.0010016+0.001492i,0.0016921-0.011475i,-0.00040666+0.0044955i,-0.0063485+0.0018178i,-0.0023023-0.00017627i,-0.001684+0.0061107i,-0.0015072-0.0025864i,0.0013382-0.0046383i,0.0017895-0.003688i,0.0048865+0.00055698i,0.0039705+0.0028626i,0.03849-0.0043292i,-0.02552+0.0088679i,-0.012922+0.03861i,0.00049516+0.013912i,0.0098064+0.002873i,0.0041997-0.002743i,-0.0094508+0.0085414i
0.0022075-0.017252i,0.01896-0.037659i,-0.0040267-0.033067i,-0.0051723-0.022203i,-0.023767-0.033664i,-0.026022-0.004315i,-0.020002-0.0041153i,-0.020141-0.01805i,-0.0059007-0.016466i,0.0008259-0.0041751i,-0.0031266-0.0014948i,-0.003089-0.0014501i,-0.0032953+0.00084671i,-0.0023341+0.00061769i,0.0012517+0.0012313i,-0.0013377-0.0025862i,0.0022249+0.0033328i,0.0015779+0.001422i,0.00072744+0.00036456i,0.0013192-0.00072424i,0.0017801-0.0021659i,-0.0011046-0.0015143i,0.00038399-0.0017154i,0.00019354-0.0024577i,0.00069985-0.00047813i,-0.00042406+0.00040766i,0.0012449+0.00086784i,0.001077+0.00075443i,-0.00013576-0.00018963i,0.00021091-4.1911e-05i,-0.0025792-0.0017177i,-0.00046964-0.0014832i,-0.00064376+0.00010796i,-0.00072066-0.00017782i,-0.00061705-0.0015276i,0.00074272-0.0056986i,0.0003544-0.00011359i,0.0014699-0.00066464i,0.00042515-0.00071715i,-0.0012071-0.00039101i,0.0023189-0.0011802i,0.000278-0.00031385i,-0.00056659-6.4889e-05i,-0.0015985-0.0027554i,0.018342-0.011336i,0.047197-0.0020045i,0.049739+0.0007567i,0.050085-0.016017i,0.020083+0.00036112i,0.024749-0.032634i,0.034699-0.020562i,0.0089103-0.017202i,0.0205-0.0047138i,0.022015+0.010845i,-0.0018697-0.0051383i,0.00012898+0.0063571i,-0.010822+3.1451e-05i,0.00065305-0.0018897i,0.0045022-0.00016552i,0.0040422+0.0057965i,-0.00066267+0.00077073i,0.004833+0.0039514i,0.0031241+0.0026898i,0.0076104-0.0054398i,0.002274-0.0010873i,-0.00024312+0.0013997i,-0.0054687-0.010324i,-0.0022394+0.0024534i,0.00031121-0.0076523i,0.0013031+0.003217i,-0.0035191+0.0023144i,-0.00073231-0.00042864i,0.0038677+0.00014568i,-0.0019777+0.00038521i,-0.0040508+0.004459i,-0.0042088-0.0028475i,0.00025408+0.0009686i,-0.0014815+0.0015109i,0.0012045+0.00048685i,-0.0037024-0.012495i,0.0014098+0.0032841i,-0.0052203+0.0023038i,-0.0027266+0.00016193i,0.0017569+0.0057822i,-0.0013036-0.00093695i,0.00022316-0.0039488i,0.0010755-0.0041502i,0.0032967+0.000275i,0.004181+0.0030558i,0.035677-0.0087412i,-0.027549+0.012289i,-0.0066939+0.037922i,0.0018469+0.010684i,0.010843+0.00054749i,0.0044269-0.0028032i,-0.0075464+0.0085639i
-0.00098414-0.018234i,0.012845-0.039245i,-0.009151-0.031641i,-0.0081944-0.02124i,-0.029161-0.028011i,-0.025922-0.00054331i,-0.020181-0.00092882i,-0.022515-0.01486i,-0.0080468-0.016299i,0.00036297-0.0040952i,-0.0028741-0.00061659i,-0.0029749-0.00045882i,-0.002498+0.0018087i,-0.0016574+0.0013429i,0.001596+0.00065063i,-0.0015526-0.0019738i,0.0049332+0.0043709i,0.0018554+0.00081033i,0.00091824+0.00030829i,0.00098322-0.00085258i,0.00082142-0.002663i,-0.0016733-0.00098217i,-0.0002199-0.0015139i,-0.00066797-0.0023099i,0.00025285-0.00055946i,-0.00021419+0.00083423i,0.0013514+0.00025832i,0.0012028+0.00020655i,7.3215e-05+4.0003e-05i,0.00021701+0.00013543i,-0.0030059-0.0007404i,-0.00083961-0.00096547i,-0.0003536+0.00037483i,-0.00058823+4.8742e-05i,-0.00087974-0.0012798i,-0.0011509-0.0057468i,0.00049853-0.00024849i,0.0011527-0.00083771i,4.0236e-05-0.00082055i,-0.0015246+0.00011166i,0.0017725-0.0016377i,0.0001457-0.00040844i,-0.00020424+0.0001085i,-0.0019161-0.0021532i,0.015518-0.015516i,0.043302-0.011338i,0.047956-0.007328i,0.044786-0.024004i,0.021997-0.0048091i,0.01796-0.036496i,0.031516-0.025691i,0.0060842-0.01975i,0.020658-0.0059523i,0.023+0.0040877i,-0.0039262-0.0043848i,0.003472+0.0059233i,-0.010868+0.0058163i,-0.00052046-0.0014514i,0.0040793-0.00056816i,0.0045191+0.004785i,-0.00034082+0.00025755i,0.0035351+0.0037736i,0.0033967+0.0018873i,0.0040679-0.0075801i,0.0013732-0.0020843i,0.0012298+0.00094709i,-0.0083288-0.0063418i,-0.00065694+0.0033479i,-0.0053653-0.01181i,0.0024902+0.0018079i,-0.0026314+0.0040349i,-0.00084639-0.00043997i,0.0030542-0.0032008i,-0.0022265+0.00081138i,-0.0021966+0.0032599i,-0.0051614-0.00043579i,-0.0003+0.00037855i,-0.0019622+0.0019804i,0.00057364-0.00065333i,-0.0095694-0.010053i,0.0020098+0.0013211i,-0.0046446+0.0028873i,-0.0029798+0.0012331i,0.0037339+0.0042011i,-0.00053946-0.00061361i,0.00019312-0.0030036i,0.00023234-0.0046333i,0.0022104+0.0011864i,0.0048122+0.0030474i,0.0344-0.012498i,-0.02789+0.017927i,-0.0013904+0.03631i,0.0013414+0.0074188i,0.010546-0.0027942i,0.0040169-0.0026792i,-0.0064326+0.00774i
-0.0049095-0.018323i,0.0069663-0.040115i,-0.014129-0.029512i,-0.011137-0.020181i,-0.032763-0.021688i,-0.025281+0.0030606i,-0.019949+0.0020137i,-0.024385-0.011359i,-0.010793-0.015771i,-0.0001981-0.0043076i,-0.0022937+8.3251e-05i,-0.0025029+0.00026858i,-0.0012974+0.0024374i,-0.00098517+0.0016065i,0.0017516+5.7002e-05i,-0.0014607-0.0015213i,-0.001523+0.0048911i,0.0021463+0.00012348i,0.0010908-5.8665e-05i,0.00077974-0.0010293i,-0.00036956-0.0024793i,-0.0019132-0.00027762i,-0.00057481-0.0012356i,-0.0012073-0.0018396i,4.656e-05-0.00052119i,0.0001757+0.0009418i,0.0011733-0.00020155i,0.0012399-0.00021715i,9.1005e-05-8.9693e-05i,0.00031227+0.00015204i,-0.0030562+0.000321i,-0.00093005-0.00063433i,5.9588e-05+0.00040927i,-0.00049193+7.9749e-05i,-0.0013387-0.00082727i,-0.0024814-0.0051448i,0.00032581-0.00048151i,0.00099959-0.0012849i,-0.00016238-0.00033217i,-0.0016193+0.00072542i,0.0007593-0.0014187i,-0.00015021-0.00048364i,0.00014342+8.4387e-05i,-0.0019919-0.00132i,0.011673-0.018446i,0.037296-0.018178i,0.044778-0.014426i,0.038391-0.03029i,0.021405-0.0095873i,0.010644-0.038745i,0.027717-0.0307i,0.0024194-0.021953i,0.021535-0.0089919i,0.022339-0.0034822i,-0.0059258-0.0027691i,0.005603+0.0038203i,-0.0082543+0.010157i,-0.0014435-0.00080754i,0.0035569-0.00089594i,0.0063311+0.0040393i,-0.00045954-4.655e-05i,0.0029924+0.0045277i,0.0040529+0.00062501i,0.00081844-0.007354i,0.00043928-0.0024346i,0.0018383-8.0293e-05i,-0.0090686-0.0022982i,0.00099341+0.0032104i,-0.0088193-0.0073698i,0.0021216+0.00035688i,-0.00059233+0.0051768i,-0.0012111-0.00037835i,0.00039857-0.0051442i,-0.0020783+0.001297i,-0.0016628+0.0018537i,-0.0045662+0.00092066i,-0.0010078+0.00053151i,-0.0015754+0.0019025i,-0.00068172-0.00059839i,-0.012158-0.0051912i,0.0013779+3.494e-05i,-0.0040268+0.0034571i,-0.0022746+0.0019628i,0.0049839+0.0020193i,-0.00045021-0.00044254i,0.0007181-0.0032299i,-0.00067298-0.0044986i,0.0032136+0.0023569i,0.0052266+0.0028568i,0.032276-0.017177i,-0.02639+0.024131i,0.0026283+0.034348i,-0.00050812+0.0053782i,0.0074961-0.0050183i,0.0041435-0.0029393i,-0.0066304+0.007077i
-0.0085675-0.017135i,0.0012944-0.040499i,-0.018357-0.026315i,-0.014028-0.018617i,-0.035113-0.015641i,-0.024237+0.0066559i,-0.019265+0.0049665i,-0.025656-0.0076943i,-0.013525-0.014599i,-0.00098512-0.0042398i,-0.0016561+0.00023242i,-0.0019386+0.00086255i,-8.9419e-05+0.0025987i,-0.0003843+0.0017631i,0.0016232-0.00057901i,-0.0013377-0.0014537i,0.0006232+0.0017795i,0.0020441-0.00065392i,0.00097823-0.00048132i,0.00052613-0.0011186i,-0.0011134-0.0019547i,-0.0016097+0.00040949i,-0.00071701-0.0010978i,-0.0012497-0.0014819i,-0.00017279-0.00060716i,0.00057048+0.0008038i,0.00097119-0.00049457i,0.0012047-0.00055816i,-2.1854e-05-0.00013702i,0.00043733+0.00016152i,-0.0027477+0.0012447i,-0.00095917-0.00048626i,0.00023555+0.0002396i,-0.00048328+0.00026906i,-0.0014106-0.00014433i,-0.0033453-0.004293i,5.4027e-05-0.00048175i,-9.8589e-05-0.0010264i,0.0001037-0.00026687i,-0.0014416+0.0013428i,0.00019853-0.0027026i,-0.00010806-0.00030606i,0.00038474-0.00018282i,-0.0015969-0.00080481i,0.0077774-0.020454i,0.031912-0.021878i,0.041029-0.020264i,0.031177-0.034574i,0.019403-0.013418i,0.0031337-0.038838i,0.023119-0.035077i,-0.00098061-0.02289i,0.021424-0.013228i,0.018585-0.0099705i,-0.0073209-9.3993e-05i,0.0061832+0.0011124i,-0.0038503+0.01248i,-0.0023087+0.0002186i,0.0032805-0.00089898i,0.0074814+0.00242i,-0.00067572-0.00036695i,0.0039352+0.0057381i,0.0036565-0.00091755i,-0.0013053-0.0062184i,-0.0006128-0.0024182i,0.0018231-0.00090104i,-0.0075836+0.0010087i,0.0023868+0.0024447i,-0.028266-0.0034368i,0.0015068+6.7498e-05i,0.0018846+0.0049124i,-0.001365+4.3096e-05i,-0.0024776-0.0052664i,-0.0017384+0.0012299i,-0.0028536+0.00071935i,-0.0040759+0.0024969i,-0.0012538+0.0013635i,-0.0014569+0.0020281i,-0.0012064+6.4219e-06i,-0.012215-0.0005725i,0.0004844-0.00051101i,-0.0034451+0.0044576i,-0.0014781+0.0022491i,0.0056087-0.00025016i,-7.0234e-05-0.00016727i,0.00060069-0.0042895i,-0.0015643-0.0046638i,0.0041218+0.0017968i,0.0063647+0.0026629i,0.03026-0.021154i,-0.022615+0.031548i,0.0067768+0.032073i,-0.0029008+0.0051476i,0.0041278-0.0045674i,0.003571-0.0034947i,-0.0069624+0.0070523i
-0.011354-0.015404i,-0.0047162-0.040856i,-0.021722-0.023035i,-0.016711-0.016629i,-0.036658-0.0089709i,-0.022284+0.010119i,-0.017939+0.0077044i,-0.026547-0.0040278i,-0.016397-0.012912i,-0.0016401-0.0042781i,-0.0013675+0.00017342i,-0.0010917+0.0011953i,0.0010873+0.0023411i,0.0004873+0.0016659i,0.0012569-0.0010849i,-0.0015157-0.0015674i,0.0020277-0.00013798i,0.0016105-0.0011369i,0.00071148-0.00077612i,0.00041677-0.0012007i,-0.0016027-0.0013473i,-0.0012008+0.00082543i,-0.0010426-0.0009944i,-0.001151-0.0016374i,-0.0004231-0.0005156i,0.00085906+0.00055319i,0.00066168-0.00077624i,0.0011865-0.0008303i,-9.5889e-05-1.9053e-05i,0.00070693+0.00018063i,-0.0022798+0.0021823i,-0.0011211-0.00015501i,0.00033508+7.0375e-05i,-0.00024913+0.00042344i,-0.0010516+0.00024772i,-0.0040005-0.0032978i,3.4348e-05-0.00033928i,-1.3225e-05-0.00068241i,5.2849e-05-0.00064197i,-0.00080315+0.0018139i,-0.0013166-0.0008875i,-0.00014454-0.00044366i,0.00034691-0.00074102i,-0.0011618-0.00071164i,0.0036397-0.021809i,0.027953-0.025052i,0.036836-0.025455i,0.023861-0.036443i,0.017819-0.016051i,-0.0039613-0.036726i,0.017706-0.038985i,-0.0035987-0.024175i,0.020146-0.018053i,0.013209-0.013527i,-0.0070895+0.0036038i,0.005541-0.0015324i,0.00042999+0.012262i,-0.002618+0.0016009i,0.00353-0.0010165i,0.008547-0.0003331i,-0.0012291-0.00048064i,0.0062501+0.0057016i,0.0024911-0.0013055i,-0.0023994-0.0048262i,-0.0014585-0.0018953i,0.0017708-0.0016735i,-0.0061534+0.0026046i,0.0032894+0.0011571i,-0.0054111+0.0085999i,0.0016398+0.00041095i,0.0036433+0.0035481i,-0.0012387+0.00024387i,-0.0050432-0.0038331i,-0.0019173+0.0015177i,-0.0036088+0.00038708i,-0.0028929+0.0036597i,-0.00054891+0.0021038i,-0.0013718+0.0027742i,-0.0011639+0.00045732i,-0.011177+0.0030461i,-0.00033307-0.00050687i,-0.0021953+0.0054778i,-0.0009808+0.0024793i,0.005041-0.0042853i,0.00037207-0.0005815i,-0.00015963-0.0051302i,-0.0028575-0.0045515i,0.0045615+0.0010144i,0.0078343+0.0012887i,0.027659-0.025433i,-0.014145+0.037068i,0.010951+0.029358i,-0.0045125+0.0058877i,0.0023136-0.0023279i,0.0028459-0.0035529i,-0.0074286+0.0075816i
