-0.031387-0.038876i,-0.021509-0.018739i,-0.013186-0.035436i,-0.02989-0.019752i,-0.022283+6.3209e-05i,-0.01369-0.005603i,-0.055244-0.058448i,-0.046745-0.017159i,-0.037967-0.014491i,0.011287+0.012006i,-0.0073864+0.0048085i,-0.019715+0.019081i,0.0024374+0.011467i,-0.0059866-0.0031947i,0.00024367+0.0013165i,-0.001527+0.030147i,0.027721+0.027928i,0.0026359-0.0022548i,-0.0020496-0.0068446i,0.0078648+0.0025242i,0.0025138+0.00098987i,0.00028655+0.0038212i,-0.00035025+0.00029082i,-0.037406-0.011963i,0.00015449-0.0076155i,0.0015176+0.0021019i,0.0063243+0.001477i,0.0019356+0.00061616i,0.0012133-0.00043469i,-0.00014417-0.0026802i,0.0017073-0.0024683i,-0.0025583-0.0057755i,-0.00056179-0.0047294i,0.0030021-0.00063978i,0.0048006-0.0028122i,0.0027221+0.029899i,0.0040153-0.0035065i,0.0029244-0.0016008i,0.0083266-0.0013254i,-0.0048763-0.0022861i,-6.2148e-05+0.0010613i,0.0095245+7.2577e-05i,0.0046095-0.0024612i,-0.00134+0.008973i,-0.018478-0.0066327i,-0.018593+0.015441i,-0.0033415-0.06071i,-0.005218-0.026824i,-0.026551-0.03278i,-0.010872-0.026879i,0.054897-0.020477i,0.016769-0.042617i,0.02237-0.049099i,0.005478-0.054957i,0.02637-0.021084i,0.0082004+0.0060381i,0.024865-0.033916i,-0.0080356-0.0066972i,0.0039729-0.0047748i,-0.0044687-0.0071811i,-0.0020383-0.03338i,-0.018152+0.029906i,0.0085985-0.011823i,-0.0091438-0.0040509i,-0.0042595-0.0016044i,0.00073302-0.013049i,-0.011144+0.0044944i,0.002355+0.010148i,-0.0049664+0.027226i,0.0050803+0.0024667i,-0.0052563-0.0019191i,-0.0022484-0.0021147i,-0.012996-0.0075384i,-0.00058343-0.0041232i,-0.03612+0.0014248i,0.0011437-0.01079i,-0.0082523+0.00011431i,-0.0067639-0.002283i,0.005315+0.0011947i,-0.0080032-0.00019042i,0.002245-0.00012544i,0.003758+0.0070848i,0.0043227+0.00035751i,-0.008337-0.013286i,0.0029629+0.0091316i,-0.015179+0.0047516i,0.0068288+1.8298e-05i,-0.022451+0.00043865i,-0.017541+0.0060584i,-0.0091382-0.066814i,0.0083398-0.013064i,-0.049359-0.022806i,-0.021479+0.0012125i,0.017371+0.01154i,-0.022987+0.01479i,-0.019491-0.0052427i
0.022889-0.026493i,0.009957-0.01514i,0.010677-0.019574i,0.0023926-0.010902i,0.00072758-0.018772i,-0.005278-0.004192i,0.011782-0.016413i,-0.0073775-0.013522i,-0.010587-0.0096457i,0.004031-0.00082455i,-0.00041123-0.00040661i,-0.0012692+0.0010025i,0.0023512-0.00037934i,0.00020719-0.00083479i,-0.00034395-0.0010781i,0.0021043-0.0036633i,-0.0051209+0.0023567i,-0.00062462-0.00074973i,0.00015712-0.00029161i,5.1661e-05+0.001742i,-0.00045314+0.0021894i,-0.00080958+0.00080646i,0.0011541+0.0005189i,-0.0022875+0.0036471i,0.00059774-0.0024153i,-0.00049338-0.00015739i,-0.00027033+0.0006446i,0.00079513-0.0006521i,0.0011823+0.00015497i,0.00022542-0.0010126i,0.0021179-0.0017873i,0.0034807-0.00017751i,0.0015864+0.000278i,0.00028249-0.00086866i,0.0028709-0.00014766i,0.0076115-0.0016845i,-0.00021407+0.0004884i,-0.00011734+0.00019247i,0.00066387-0.0013228i,0.0010177-0.0014761i,0.00083358+0.0023995i,0.0013455+0.0019319i,0.001099-0.0018234i,0.0033287+0.0020419i,-0.00054823-0.026391i,0.0060593+0.002062i,0.020136+0.0043762i,0.0049007+0.0065106i,-0.0089904-0.021958i,0.0079828+0.0072882i,0.012385+0.016143i,0.0020032+0.016563i,0.019364+0.0058986i,0.0024101+0.006455i,0.00033899-0.0084874i,0.0017694-0.00303i,0.0013835-0.0047915i,0.0085209+4.3167e-07i,0.0010251+0.0042129i,-0.007361+0.011817i,-0.0043818-0.0061727i,0.0044373+0.0098884i,-0.0029384-0.00075492i,4.0851e-05+0.0016678i,-4.8448e-05+0.0015778i,-0.0023964-0.0028538i,0.0053229-0.002974i,-0.0044207-0.0013553i,0.0043067+6.7004e-05i,-0.0060817+0.0035331i,-0.0016345+0.00016699i,0.0011585-0.00086028i,-0.0052551-0.0014597i,-0.0034949-0.00080239i,-0.013277-0.0091351i,0.0036173-0.0029043i,-0.0027623-0.00080413i,-0.0011767+0.0015937i,-0.0033464+0.0029075i,0.0091667+0.0030475i,-0.0043737+0.0010861i,-0.001357-0.00499i,-0.0033382-0.00020798i,-0.0025442-0.0006069i,0.0034825-0.003778i,0.0034218+0.00058788i,0.0018841-0.0012609i,-0.001787+0.0070436i,0.0014619+0.0051655i,0.020703-0.0055839i,-0.023866-0.0020672i,-0.031624+0.020447i,-0.0059112+0.011522i,0.0013086+0.0023844i,0.0061171-0.0043963i,-0.013061-0.00060429i
0.017641-0.028829i,0.0070398-0.017303i,0.0068881-0.020895i,0.00025383-0.010427i,-0.0032789-0.018833i,-0.0053955-0.003381i,0.0073519-0.019484i,-0.0093707-0.011429i,-0.011933-0.0075456i,0.003776-0.0020347i,-0.00052988-0.00068962i,-0.00055272+0.001492i,0.0018602-0.00074662i,0.00031243-0.00044504i,-0.00043831-0.0010234i,0.0014708-0.0037191i,-0.0039409+0.0038573i,-0.00092057-0.0005388i,-0.00012203-0.00034867i,0.00047708+0.0015916i,0.0003601+0.0022544i,-0.00048691+0.00099468i,0.0013018+8.7357e-05i,0.00012114+0.0036008i,-0.00013775-0.0022836i,-0.00041128+5.6983e-05i,0.0001452+0.0012225i,0.000499-0.00072003i,0.0011625-9.8878e-05i,-2.5104e-07-0.0008436i,0.0013431-0.0025935i,0.0035062-0.0013999i,0.0017317-0.00028196i,-0.00011404-0.0008045i,0.0031576-0.0012187i,0.0068505-0.0035041i,-5.7676e-05+0.00066297i,-6.8857e-05+0.00016221i,0.00047656-0.0011817i,0.00053939-0.0022542i,0.0015991+0.0019663i,0.0019514+0.0011372i,0.00053348-0.0016458i,0.0043457+0.0014404i,-0.0047153-0.024784i,0.0064075+0.0022756i,0.020837+0.0014892i,0.0071052+0.0029698i,-0.013762-0.017592i,0.011974+0.0037958i,0.015881+0.0118i,0.0051262+0.012012i,0.017994-0.0016111i,0.0055019+0.0025067i,-0.0024837-0.0082812i,-0.0011026-0.0034909i,-0.00057714-0.0060315i,0.0062187-0.0026805i,0.0020876+0.003454i,-0.0017212+0.013977i,-0.0054572-0.0029759i,0.0057827+0.0076222i,-0.003101+0.00041204i,0.0010644+0.0025248i,0.0011518+0.0015983i,-0.0041067-0.0017897i,0.0052086-0.0062338i,-0.0050366-0.00012902i,0.004696-0.0019147i,-0.0038552+0.0062591i,-0.0012521-0.0004656i,0.00038528-0.0015586i,-0.0044249+0.0016265i,-0.0031491+6.3549e-05i,-0.014258-0.0030999i,0.0017294-0.0035032i,-0.0025267+3.8005e-05i,-0.0015027+0.0011185i,-0.0019052+0.0036988i,0.010836-0.0003606i,-0.0035746+0.0031682i,-0.0029838-0.0042997i,-0.0026923+0.00039899i,-0.0025686+0.0006292i,0.00066862-0.0037193i,0.0036337-0.00086536i,0.0019593-0.0013236i,2.1738e-05+0.0064776i,0.0013429+0.0046683i,0.017914-0.011512i,-0.022706+0.0029532i,-0.028516+0.027452i,-0.0043374+0.0090596i,0.002915+0.0043921i,0.0042862-0.0042637i,-0.014223+0.0021188i
0.012918-0.030162i,0.0033855-0.019145i,0.002902-0.021477i,-0.0012726-0.0095196i,-0.0072865-0.01806i,-0.0053538-0.0029346i,0.0026492-0.021242i,-0.010691-0.0094641i,-0.012982-0.0053131i,0.0029663-0.0030434i,-0.00099291-0.00079544i,0.00030379+0.0017138i,0.0013928-0.00076511i,0.00079137-0.00027732i,-0.00063747-0.00099273i,0.00081916-0.0037796i,-0.0022567+0.0046339i,-0.0012578-0.00020817i,-0.00039667-0.00019813i,0.00080881+0.0012131i,0.0012057+0.0016819i,-0.00033584+0.00099887i,0.0012427-0.00041584i,0.0019553+0.0023784i,-0.00044448-0.0020171i,-0.00020403+0.0001757i,0.00089353+0.0011748i,0.00018459-0.00069166i,0.0011002-0.00035859i,-0.00028125-0.00079456i,0.00034722-0.0030583i,0.0028485-0.0027493i,0.0014983-0.0010147i,-0.00033228-0.00056476i,0.0029283-0.002738i,0.0057006-0.0052477i,0.00029535+0.00076342i,-7.19e-05+0.00022037i,0.00023849-0.0012864i,-0.00035731-0.0026374i,0.0022062+0.0012264i,0.0020088+0.00031701i,0.00016473-0.0014794i,0.0048884+7.1267e-05i,-0.0081126-0.022992i,0.0083992+0.0022427i,0.021636-0.0016359i,0.0077202-0.00050408i,-0.016045-0.012453i,0.014915-0.00095877i,0.017665+0.0070469i,0.0073756+0.008008i,0.014566-0.0066534i,0.0066962-0.00062191i,-0.0052082-0.0066417i,-0.0038802-0.0021315i,-0.0040767-0.0063155i,0.0031865-0.0037716i,0.0022351+0.0023798i,0.0031539+0.013245i,-0.0049619-0.00050617i,0.0060074+0.0052442i,-0.0027704+0.0024189i,0.0022876+0.0025757i,0.0017857+0.00097797i,-0.0049501+0.00024352i,0.0031643-0.008056i,-0.0047033+0.0012526i,0.0043736-0.0035412i,0.00044968+0.0068359i,-0.0016983-0.00093665i,-0.00051041-0.0013598i,-0.0027177+0.0030711i,-0.0023226+0.00075461i,-0.013196+0.0020452i,0.00078638-0.0037694i,-0.0019427+0.00059555i,-0.0014963+0.0017485i,-0.00012261+0.0035609i,0.010749-0.0047641i,-0.0017339+0.0044307i,-0.0042855-0.0030074i,-0.0023219+0.00049851i,-0.0018436+0.0015309i,3.2009e-05-0.0025554i,0.0029058-0.0020518i,0.0023559-0.0015951i,0.00030948+0.0048895i,0.0013413+0.00462i,0.0152-0.015161i,-0.019942+0.0065399i,-0.022252+0.033427i,-0.0044104+0.0072535i,0.0054328+0.0044806i,0.0025272-0.0030408i,-0.013409+0.0049274i
0.008434-0.031268i,-0.00072209-0.019674i,-0.00087071-0.021621i,-0.0020675-0.0089849i,-0.01098-0.015975i,-0.0055295-0.0026904i,-0.0024907-0.021554i,-0.011527-0.0074255i,-0.01317-0.0026815i,0.0018433-0.0036578i,-0.0016323-0.00023901i,0.0011298+0.0011376i,0.0012759-0.00061024i,0.0011057-0.00079426i,-0.00086787-0.00078788i,0.00010972-0.0036559i,-0.0008593+0.0046311i,-0.0014225+0.00050212i,-0.00043856+0.00023076i,0.00091429+0.00071058i,0.0014146+0.00079134i,-0.00032471+0.0010791i,0.00090618-0.00081729i,0.0029788+0.00014356i,-0.00068175-0.0019402i,-0.00013146+0.00015374i,0.0012839+0.00076504i,1.7998e-05-0.0005847i,0.0010208-0.00067259i,-0.00069132-0.00053896i,-0.00085669-0.0032182i,0.0015837-0.0035714i,0.0010231-0.0015339i,-0.00041088-0.00044484i,0.001639-0.0043109i,0.0041676-0.0067121i,0.00077723+0.00052607i,3.0722e-05+0.00037806i,-6.1351e-05-0.0013054i,-0.001373-0.0027165i,0.0024132+0.00037119i,0.0019059-0.00026103i,-0.00025484-0.0012342i,0.004812-0.0010404i,-0.010942-0.020986i,0.011146-6.5449e-06i,0.022227-0.0051871i,0.0077499-0.0032983i,-0.01541-0.0072914i,0.015844-0.0074723i,0.018329+0.0024842i,0.0086247+0.0033061i,0.011354-0.0097574i,0.0080191-0.0037335i,-0.0065235-0.0039668i,-0.0055089+0.00045048i,-0.0080089-0.0051711i,0.00079511-0.0036166i,0.0019851+0.0020492i,0.0068072+0.011435i,-0.0039295+0.0012936i,0.0053467+0.0026447i,-0.00033082+0.0040834i,0.0034833+0.0021301i,0.0024968+0.00042262i,-0.0046642+0.0025037i,0.00072548-0.0093725i,-0.0040495+0.0021848i,0.003316-0.0054874i,0.0032797+0.0044612i,-0.002652-0.00094542i,-0.00081406-0.0010419i,-0.0010056+0.0040836i,-0.0015444+0.0009281i,-0.010169+0.0065188i,-0.00058126-0.004348i,-0.0011844+0.00070362i,-0.0011075+0.0017083i,0.0010343+0.0025473i,0.008899-0.0093245i,0.00079534+0.0046943i,-0.004442-0.001193i,-0.0023205+0.00069809i,-0.0011822+0.0019749i,-6.9395e-05-0.002068i,0.0018744-0.0023373i,0.0025837-0.0023899i,3.3818e-05+0.0047416i,0.0017841+0.0050632i,0.011752-0.018769i,-0.017638+0.007263i,-0.014006+0.0361i,-0.0045687+0.0071613i,0.007106+0.0035269i,0.0022732-0.0014166i,-0.011623+0.0065984i
0.0035413-0.031788i,-0.0046291-0.018861i,-0.0048473-0.021054i,-0.0031541-0.0090287i,-0.013436-0.013351i,-0.0059405-0.0024905i,-0.0069839-0.020058i,-0.01196-0.0056208i,-0.012488-0.00035117i,0.00049723-0.0036064i,-0.0016229+0.00069719i,0.0013669+0.00044747i,0.0014174-0.00065164i,0.00053195-0.0010152i,-0.00096464-0.00043286i,-0.00067581-0.0032601i,0.000333+0.0045642i,-0.00098293+0.0011786i,-0.00022786+0.00043004i,0.0006848+0.00034165i,0.0012189+7.4445e-05i,6.6567e-06+0.0011005i,0.00055099-0.0010046i,0.0022547-0.0019654i,-0.0012514-0.0018915i,-0.0001147+0.00016113i,0.0015221+0.00037933i,1.0808e-05-0.00044001i,0.00073115-0.0010078i,-0.00085341+1.2453e-05i,-0.0021668-0.0027693i,0.00030347-0.0038845i,0.00020154-0.0018193i,-0.00051514-0.00022997i,-0.00063763-0.00472i,0.0023616-0.0077424i,0.00082317+8.76e-05i,0.00024864+0.00023054i,-0.00030066-0.0011503i,-0.0025366-0.0022638i,0.0022898-0.00053183i,0.0017059-0.00076618i,-0.00052667-0.00091758i,0.0046787-0.0020592i,-0.013067-0.01913i,0.012343-0.0039161i,0.022301-0.009359i,0.0077576-0.0068831i,-0.012633-0.0032073i,0.014048-0.014473i,0.018126-0.0015955i,0.0078291-0.0011689i,0.0077361-0.011274i,0.0085009-0.0075778i,-0.0066116-0.0022673i,-0.005565+0.0036541i,-0.011826-0.0016477i,-0.00097611-0.0028822i,0.0020272+0.0020881i,0.0098422+0.0088136i,-0.0025929+0.0022292i,0.003505+0.0016001i,0.0025163+0.0028728i,0.0050046+0.00090227i,0.00296-0.00067949i,-0.0031915+0.0047461i,-0.0025398-0.010465i,-0.0036086+0.0033579i,0.0014049-0.006883i,0.0036267+0.0023913i,-0.0035274-0.00010085i,-0.0010781-0.0008753i,0.001987+0.0040863i,-0.0011215+0.00044907i,-0.0055974+0.0089386i,-0.0030258-0.0042239i,-0.0007088+0.00034232i,-0.00078537+0.0015354i,0.0012818+0.0013039i,0.0051113-0.012727i,0.003087+0.0033756i,-0.0036762-4.4997e-05i,-0.0020869+0.0010529i,-0.00046564+0.0027399i,-0.00058033-0.0015755i,0.0010226-0.0023091i,0.0022683-0.0032854i,-4.2196e-05+0.0048862i,0.002632+0.0050358i,0.0071388-0.02117i,-0.018582+0.0073i,-0.0068436+0.034837i,-0.003779+0.0067181i,0.00816+0.0020679i,0.0029033-0.00066627i,-0.0095962+0.0074528i
-0.00091804-0.031363i,-0.007782-0.017315i,-0.0084454-0.019604i,-0.0045461-0.008603i,-0.015643-0.010944i,-0.0064976-0.0021789i,-0.010068-0.018122i,-0.012303-0.0040819i,-0.011263+0.0012421i,-0.00032728-0.0029565i,-0.0010077+0.0014132i,0.0013196+3.9016e-06i,0.0014099-0.00086894i,0.00032654-0.0006761i,-0.00088168-0.00020926i,-0.0012814-0.002521i,0.0017194+0.0042503i,-0.00036105+0.0013206i,-1.0797e-05+0.00057738i,0.00047571+0.00034218i,0.00086802-0.00044741i,0.00019958+0.00095663i,0.00012395-0.0011739i,0.00087646-0.0032128i,-0.002013-0.0014326i,-0.00015387+0.00030589i,0.001718-0.00018353i,-8.5355e-05-0.00042939i,0.00031846-0.0011367i,-0.00072899+0.00043533i,-0.003136-0.0017719i,-0.0011887-0.0038184i,-0.00056174-0.0015478i,-0.00041179-1.6257e-05i,-0.0022579-0.0038689i,0.00024884-0.008339i,0.00075239-2.2703e-06i,0.00026004+8.2872e-05i,-0.00048983-0.0010612i,-0.0035084-0.001247i,0.0018197-0.0012328i,0.0014136-0.0012203i,-0.00070153-0.00043362i,0.004219-0.00329i,-0.015259-0.01753i,0.011822-0.0081357i,0.021208-0.013884i,0.0055159-0.010995i,-0.0081189-0.0026049i,0.0088169-0.019875i,0.017644-0.0050782i,0.0065032-0.0039604i,0.0051885-0.010357i,0.0074865-0.011608i,-0.0069415-0.00061645i,-0.0036078+0.006443i,-0.013609+0.0037551i,-0.0024237-0.0018874i,0.0023484+0.0021585i,0.011046+0.00505i,-0.0011743+0.0022852i,0.0022232+0.001501i,0.0026446+0.00075814i,0.0053849-0.0014145i,0.0026935-0.0023927i,-0.00010657+0.0059428i,-0.0072124-0.0085541i,-0.0022183+0.0051961i,-0.0017582-0.0072788i,0.0044499+0.0012848i,-0.0039629+0.0013707i,-0.001227-0.00058726i,0.0047972+0.00093621i,-0.0010015+0.00010619i,-0.00045204+0.0082235i,-0.0051062-0.0023093i,-0.0006491-0.00018362i,-0.00093224+0.0014243i,0.0012373+0.00039291i,-0.00010512-0.014537i,0.0042921+0.000861i,-0.0033033+0.00041123i,-0.0019175+0.001388i,0.0012852+0.0028369i,-0.00025973-0.00064303i,0.00026523-0.0019436i,0.0013801-0.0042641i,6.8395e-05+0.0052372i,0.0032274+0.004565i,0.0023086-0.021343i,-0.02002+0.010147i,-0.0017662+0.03298i,-0.0034253+0.0054612i,0.0088303+0.00021717i,0.0034452-0.00089695i,-0.0077578+0.0071367i
-0.0051242-0.030706i,-0.010139-0.01541i,-0.011447-0.01767i,-0.0056421-0.0079082i,-0.017492-0.0078169i,-0.0071519-0.0016266i,-0.012583-0.016501i,-0.012647-0.0024318i,-0.010043+0.0018789i,-0.00060477-0.0022887i,-0.00020228+0.0017892i,0.0012019-0.00026914i,0.0013608-0.0010466i,0.00054102-0.0005646i,-0.00082887-5.7833e-05i,-0.0014756-0.0017303i,0.0028662+0.0034655i,0.00010275+0.0012155i,0.00029101+0.00059472i,0.00049784+0.00044537i,0.00031864-0.00070191i,0.0002077+0.00090811i,-0.00036689-0.0010172i,-0.00057853-0.0034951i,-0.0023224-0.00059785i,7.9037e-07+0.0004598i,0.0014313-0.00089356i,-0.00013981-0.00031467i,-1.8268e-05-0.0010771i,-0.00043696+0.00078351i,-0.0035935-0.00056467i,-0.0025286-0.0029199i,-0.00096316-0.0010873i,-0.00027557+2.252e-05i,-0.0032716-0.0029084i,-0.0019893-0.0081031i,0.0009289-0.0001755i,0.00028113+9.2991e-05i,-0.00078272-0.00087104i,-0.0040378+0.00016556i,0.0012638-0.0017311i,0.0009009-0.0015512i,-0.00059727+9.587e-05i,0.0032561-0.0041255i,-0.017785-0.015618i,0.0097423-0.011636i,0.018867-0.018038i,0.001702-0.013284i,-0.0056845-0.0052585i,0.0027599-0.022315i,0.017326-0.0088336i,0.0056278-0.0066611i,0.0050626-0.0096426i,0.0058638-0.01474i,-0.0073628+0.00080586i,-0.00067695+0.0075373i,-0.012309+0.010306i,-0.0034236-0.00064338i,0.0027687+0.0020309i,0.01098+0.0022394i,-0.00038826+0.0018175i,0.00082567+0.0020772i,0.0024587+3.0226e-05i,0.0039907-0.003618i,0.0011113-0.0036131i,0.0028093+0.0049448i,-0.0093906-0.0038677i,0.0008248+0.0055517i,-0.0043418-0.0057529i,0.0046571-0.00084438i,-0.0035609+0.0032167i,-0.0013154-0.00041676i,0.004261-0.0028895i,-0.0013314+9.5231e-05i,0.0022606+0.0050753i,-0.0053247-6.0951e-05i,-0.0010441-0.00068707i,-0.0010094+0.0017412i,0.00076795-0.00037614i,-0.0062192-0.013528i,0.0037575-0.0017776i,-0.0032051+0.00090295i,-0.0016374+0.0021255i,0.0026796+0.001873i,0.00044075-0.001086i,0.0001011-0.0010927i,0.0001189-0.0047944i,0.00011485+0.0061573i,0.0038351+0.0040692i,-0.00072563-0.020335i,-0.020113+0.014139i,0.0024464+0.030834i,-0.0040699+0.0037979i,0.0082012-0.0024278i,0.003311-0.00084015i,-0.0069935+0.0060558i
-0.0095495-0.029656i,-0.011901-0.013425i,-0.014074-0.015354i,-0.006623-0.0074105i,-0.018437-0.0044058i,-0.0078704-0.00082593i,-0.015163-0.014642i,-0.012621-0.00062195i,-0.0092024+0.0020866i,-0.00068856-0.0018687i,0.00065396+0.0018379i,0.0011273-0.00055366i,0.0013173-0.0012712i,0.00068629-0.00072081i,-0.00075144+9.5331e-05i,-0.0012817-0.0010888i,0.0036448+0.0025075i,0.00055677+0.0010503i,0.00057358+0.00039072i,0.0007072+0.00044102i,-0.00042981-0.00047987i,0.00051226+0.00090556i,-0.0006541-0.00071029i,-0.0017005-0.003107i,-0.0022761+0.00023191i,0.00017067+0.00045147i,0.00074289-0.0012318i,-0.00014257-0.00028672i,-0.00033363-0.00087789i,-7.1665e-05+0.00091391i,-0.0036896+0.00077787i,-0.0031434-0.0015829i,-0.0010016-0.00060813i,-0.00024645-3.1067e-05i,-0.0041819-0.0015928i,-0.0038374-0.0068818i,0.00083237-0.00058652i,0.00031843+7.5307e-05i,-0.00091723-0.00041676i,-0.0039407+0.0016275i,0.00046161-0.0019126i,0.00029405-0.00182i,-0.00023474+0.00043155i,0.0022224-0.004274i,-0.019962-0.012896i,0.0066116-0.013896i,0.015633-0.021234i,-0.0023298-0.013722i,-0.0058416-0.007443i,-0.0035254-0.02303i,0.016416-0.01329i,0.0040052-0.0095876i,0.0053802-0.010288i,0.0033815-0.018056i,-0.0079124+0.0025308i,0.0021287+0.0069598i,-0.007652+0.014964i,-0.0038241+0.00068098i,0.0030258+0.0017875i,0.010695-0.00028851i,2.0646e-05+0.001454i,0.00069252+0.0034866i,0.0027233-0.00090197i,0.0019874-0.0042548i,-0.00047479-0.0036121i,0.0045261+0.0030045i,-0.0089658+0.00026116i,0.003343+0.0041662i,-0.0060962-0.0036357i,0.0033242-0.0026493i,-0.0018398+0.0046291i,-0.0016725-0.00024127i,0.0016876-0.0053087i,-0.0016847+0.00038196i,0.0026435+0.0020256i,-0.0048321+0.0018943i,-0.00191-0.00070098i,-0.00082865+0.0018246i,-0.00013714-0.00066743i,-0.010327-0.010017i,0.0021337-0.0034047i,-0.0028466+0.0013476i,-0.00069478+0.0026235i,0.0033332+0.00023319i,-7.7198e-05-0.0012723i,0.00069922-0.00067026i,-0.00096906-0.0045928i,0.0016187+0.0076335i,0.0041881+0.0035498i,-0.0039131-0.019713i,-0.018876+0.018514i,0.005861+0.028241i,-0.0059857+0.0029205i,0.0055477-0.0038677i,0.0036618-0.0011346i,-0.0075951+0.0053373i
-0.013859-0.027519i,-0.0133-0.011835i,-0.016106-0.012484i,-0.0077705-0.0068677i,-0.018818-0.0012651i,-0.0083803+0.00039102i,-0.017321-0.012361i,-0.012199+0.0009831i,-0.0089904+0.0021021i,-0.00063892-0.0015343i,0.0015405+0.0014523i,0.0011112-0.00057113i,0.001146-0.0014419i,0.00067505-0.00083907i,-0.00071333+0.00020541i,-0.00096075-0.00097463i,0.0044446+0.0012966i,0.00085884+0.00070172i,0.00063335+2.0096e-05i,0.00096345+0.00040857i,-0.00062953+4.4298e-05i,0.00094211+0.00064114i,-0.0006941-0.00040695i,-0.0023636-0.0027085i,-0.0020724+0.00085978i,0.00039246+0.00039462i,0.00019238-0.0010799i,-0.00026632-0.00010373i,-0.00057637-0.00062306i,0.00037619+0.00098213i,-0.0032235+0.0022298i,-0.0032083-0.00045765i,-0.0010331-0.00025952i,-0.00027406+7.5262e-05i,-0.0043805+0.00014958i,-0.0049556-0.0052718i,0.00052053-0.00077052i,0.00033032+3.5854e-05i,-0.00067917-0.00014322i,-0.0031943+0.0030423i,-9.9617e-05-0.0017461i,-0.00020467-0.001773i,0.00026664+0.00048456i,0.00157-0.0042903i,-0.02127-0.0098492i,0.0037525-0.01421i,0.012192-0.023485i,-0.0059979-0.012879i,-0.0073925-0.0084521i,-0.0099391-0.021061i,0.014053-0.017856i,0.0021554-0.011904i,0.005464-0.011289i,-0.00084308-0.020228i,-0.008155+0.0050408i,0.0040578+0.0053579i,-0.0018382+0.017007i,-0.0040014+0.0021407i,0.0035149+0.0017596i,0.0096772-0.002668i,0.00015881+0.0010104i,0.0017205+0.0049455i,0.0021644-0.001926i,0.00087282-0.003839i,-0.0019128-0.002982i,0.0051138+0.00098214i,-0.0067854+0.003125i,0.0048616+0.0019723i,-0.0067619-0.0008087i,0.0017-0.0029899i,0.00043925+0.0047753i,-0.0017793+0.00039838i,-0.0012514-0.006037i,-0.0016997+0.00039526i,0.0012562+0.0002515i,-0.0036778+0.0033811i,-0.0026327+0.00011663i,-0.00088233+0.0020176i,-0.00058314-0.00035503i,-0.012682-0.0056663i,0.00011879-0.0040969i,-0.0026217+0.0016354i,0.00019301+0.0025138i,0.0032774-0.0014572i,-0.00018563-0.0011179i,0.0013972-0.00098719i,-0.0021855-0.00482i,0.0037025+0.0075463i,0.0045929+0.0031009i,-0.006179-0.018282i,-0.015689+0.023744i,0.008563+0.02567i,-0.0081409+0.0035493i,0.0027856-0.0029265i,0.0033562-0.0019428i,-0.008374+0.0054643i
-0.01723-0.024852i,-0.015158-0.010599i,-0.017309-0.0098979i,-0.0088554-0.0058895i,-0.018716+0.0023404i,-0.0083794+0.001802i,-0.019132-0.0097751i,-0.011665+0.0022916i,-0.0093389+0.0024794i,-0.0003909-0.0015492i,0.0020497+0.00063583i,0.0012175-0.00090363i,0.0010232-0.0015458i,0.0009143-0.0013131i,-0.00064576+0.00033227i,-0.00086898-0.001032i,0.0047107-0.00037014i,0.00083912+0.00033554i,0.00050888-0.00029765i,0.0013764+0.00014694i,-0.00051645+0.0004298i,0.00096122+0.00017911i,-0.00071685-0.00022032i,-0.0029256-0.0024722i,-0.0017366+0.0013643i,0.00056672+0.00023704i,-0.00013828-0.00094402i,-0.00028246+0.00012772i,-0.00072832-0.00027936i,0.00087378+0.00079632i,-0.0021802+0.0033661i,-0.0030838+0.00065399i,-0.00086368-3.2457e-05i,-0.00013845+0.00015293i,-0.0037676+0.0015656i,-0.0055128-0.0036798i,0.00038725-0.00079291i,0.00050646+8.0519e-05i,-0.00058659-0.00019151i,-0.0018077+0.003858i,-0.00048561-0.0015296i,-0.00068087-0.0017091i,0.00065611+0.000128i,0.0010646-0.0044738i,-0.022065-0.0068125i,0.0023473-0.014039i,0.0087067-0.025074i,-0.0090548-0.010523i,-0.0081717-0.0080144i,-0.014872-0.016232i,0.010403-0.021844i,0.00021844-0.014348i,0.0055868-0.013245i,-0.0053198-0.020191i,-0.0068881+0.0083509i,0.0049901+0.0033906i,0.0035525+0.016221i,-0.0034842+0.0036357i,0.0045402+0.0013839i,0.0081383-0.0047002i,-5.3601e-06+0.00065585i,0.0040483+0.0051136i,0.0011604-0.0020053i,0.000182-0.00369i,-0.0027554-0.0020099i,0.0050893-0.00088217i,-0.0049414+0.0043865i,0.0051546-0.00074568i,-0.0061152+0.0017263i,0.0010713-0.0026027i,0.0021561+0.0038691i,-0.0014583+0.00080075i,-0.0042706-0.0051909i,-0.0019437+0.00074714i,0.0002116+0.00052298i,-0.0019978+0.0042559i,-0.0024888+0.0012004i,-0.00066439+0.0029142i,-0.00056843-0.00011911i,-0.013417-0.0013742i,-0.0019348-0.0036943i,-0.0025503+0.0022771i,0.00072177+0.0023163i,0.002611-0.0033933i,-0.000225-0.0015579i,0.0016353-0.0017985i,-0.0037863-0.0041053i,0.0057348+0.0065103i,0.0052626+0.0025978i,-0.00793-0.016777i,-0.0093607+0.026994i,0.011448+0.02266i,-0.0096397+0.0051923i,0.001686-0.0010142i,0.0025165-0.0020328i,-0.0090067+0.0061228i
