-0.0083064-0.039311i,-0.013182-0.042919i,0.00087993-0.045454i,-0.028035-0.027148i,-0.020136+0.014355i,-0.032967-0.030849i,-0.059969-0.059475i,-0.022818-0.072865i,-0.034268-0.050059i,0.0016362+0.014953i,-0.00676+0.0095723i,-0.014732+0.013738i,0.0016078+0.016255i,-0.0039423-0.003467i,0.00068006+0.0059542i,0.00054312+0.037007i,0.019874+0.058327i,0.0013482-0.00040301i,-0.0052463-0.008356i,0.008126+0.0045954i,0.0016214+0.0007708i,-0.00087553+0.0035871i,2.3126e-05-0.0014019i,-0.035316-0.0088022i,-0.0022491-0.0073552i,-0.00030691+0.0043769i,0.0048207+0.00016425i,0.00016366+0.0012255i,-0.00010788-0.00091473i,9.4538e-05-0.0028907i,-0.0011192-0.0056838i,-0.0023179-0.0038842i,-0.00056838-0.0079065i,0.00326-0.0011909i,0.0031735-0.0025049i,-0.00075439+0.033601i,0.0057927-0.0042684i,0.0035132-0.0022604i,0.0047513+0.00023424i,-0.013157-0.0036923i,-0.00014925+0.00032507i,0.010166-0.00084527i,0.0057853-2.0526e-05i,-0.0030114+0.0040174i,0.0028506+0.0024272i,-0.0034109+0.0075154i,0.012927-0.087308i,-0.006235-0.048356i,-0.024609-0.040452i,-0.020651-0.041728i,0.062228-0.018586i,0.026597-0.061671i,0.038385-0.04537i,0.029034-0.057223i,0.019315-0.014899i,0.008068+0.0097935i,0.024477-0.033975i,-0.0076174-0.0046603i,0.0024032-0.0032575i,-0.0049977-0.0062331i,0.0010764-0.031958i,-0.024324+0.031063i,0.0075984-0.0099697i,-0.010669-0.0013948i,-0.0051105-0.001025i,-0.0013515-0.013617i,-0.010225+0.0043273i,0.0039933+0.0078961i,-0.010444+0.030967i,0.0060414+0.007039i,-0.0051966-0.0012963i,-0.0016669-0.001678i,-0.011368-0.0073929i,0.00097613-0.0041987i,-0.034903+0.0051986i,0.0024641-0.012394i,-0.0090388-0.0021498i,-0.0064834-0.0025779i,0.0063785+0.0015225i,-0.0094716+0.0012161i,0.0011625+0.00045584i,0.0051307+0.0089241i,0.0044391+0.00043022i,-0.0092876-0.0096838i,0.0027716+0.0086407i,-0.019145+0.0065543i,0.0069815+0.0030221i,-0.028961-0.0077689i,-0.033895+0.0032469i,0.024124-0.078695i,0.012192-0.010486i,-0.04338-0.026566i,-0.022316-0.003328i,0.018402+0.012247i,-0.026527+0.012392i,-0.011427-0.0085772i
0.0094391+0.015738i,0.039208-0.01024i,0.025112-0.032436i,-0.0027122-0.01325i,-0.0082801-0.016344i,-0.008709-0.022693i,0.015265-0.016718i,0.028583-0.012959i,0.0091417-0.015776i,0.0066409-0.0014782i,0.0019031-0.0032311i,-0.0019155-0.0015461i,0.0015553-0.002612i,-6.2283e-05-0.0016654i,-0.0018547-0.0015724i,0.0051657-0.0055868i,-0.0043657+0.00075995i,-0.0023891-0.00038364i,0.0013674+0.00032479i,0.0013463+0.0014462i,0.00018329+0.0023939i,-0.00062307+0.00080504i,0.0014047+0.0019277i,-0.0002656+0.0047041i,-0.00098594+0.00095273i,-0.00065801+0.0013123i,-0.0012707+0.00020851i,0.0005339-0.00033357i,-0.0001784+0.0001956i,-0.00054973-0.00072902i,0.0016716-0.00017724i,0.0019609-0.00011449i,0.001495-0.00026096i,0.00029175-0.00090515i,0.0013253+0.00071692i,0.0047241-0.0025985i,-0.0009632+0.0013947i,0.0004012+0.00014755i,2.7323e-05-0.00029991i,-0.0013971-0.0019054i,0.0021201+0.0010938i,0.0018646+0.0012002i,0.002388-0.0078819i,0.0023947+0.0009913i,0.0094998+0.014088i,0.015741+0.024956i,0.041568+0.018149i,0.025659+0.0023409i,0.0010305-0.016705i,0.018728-0.0027699i,0.022218+0.015802i,0.017685+0.017695i,0.017731+0.023924i,-0.0072505+0.031631i,0.0019357-0.0056269i,0.0015068-0.0035047i,0.0049115-0.0062146i,0.0092765-0.0016618i,0.001345+0.0042129i,-0.010097+0.0072793i,-0.0047133-0.0074455i,0.0026973+0.014621i,-0.0028884-0.0016142i,0.00078651+0.0022681i,-0.00080463+0.0012316i,0.0016508-0.0036435i,0.0064005-0.001914i,-0.0034945-0.00024873i,0.0044264-0.0015839i,-0.006508+3.9772e-06i,-0.0018898+0.00084383i,0.00035274-9.2251e-06i,-0.0059277-0.0020808i,-0.0034492-0.0025362i,-0.014123-0.010713i,0.0032517-0.0026525i,-0.0032656+0.0010342i,-0.00092623+0.0016095i,-0.0047689+0.0032261i,0.0060102+0.0019777i,-0.0087109-0.0014878i,-0.0011656-0.0049874i,-0.0027049-0.00048645i,-0.0055762-0.00047698i,0.0049528-0.00451i,0.003777+0.0019992i,0.0022183-0.0022075i,0.0028654+0.0094955i,0.00583+0.0019111i,0.027234+0.022068i,-0.022061-0.0016521i,-0.02664+0.016353i,-0.0055189+0.013931i,0.0011445+0.00014467i,0.0060945-0.0074447i,-0.0095068+0.0033957i
0.011409+0.014426i,0.036786-0.016525i,0.018558-0.035817i,-0.0055057-0.01184i,-0.012305-0.015021i,-0.012197-0.020634i,0.010413-0.020178i,0.025735-0.017298i,0.0057357-0.016236i,0.0059247-0.0032615i,0.00070971-0.0040013i,-0.0020328-0.00067377i,0.00036032-0.0025109i,-0.00025037-0.0014492i,-0.0020343-0.00098091i,0.0038074-0.0066806i,-0.0031742+0.0020982i,-0.0026679+0.00033987i,0.00097474-0.00013437i,0.0016917+0.00084419i,0.00094836+0.0024176i,-0.00039337+0.0012544i,0.0020451+0.0013479i,0.0021851+0.0039249i,-0.0002188+0.001266i,2.7819e-05+0.0012954i,-0.00093306+0.00095928i,0.00043213-0.00022045i,-3.8539e-05+0.0004633i,-0.00042782-8.4328e-05i,0.0013693-0.001043i,0.0019446-0.00092195i,0.0014745-0.00072848i,-0.00017715-0.00067534i,0.0019113+0.00016095i,0.0039092-0.0035371i,-0.00032172+0.0018669i,0.00032268-4.4199e-05i,0.00034581+0.00010314i,-0.0024086-0.0020015i,0.0021646+0.00034957i,0.0020142+0.00027129i,0.0003033-0.0070691i,0.0035063+0.00027094i,0.011782+0.012366i,0.018994+0.022666i,0.042909+0.011472i,0.025515-0.0035024i,-0.0031078-0.01357i,0.020792-0.0068067i,0.026243+0.010122i,0.021375+0.0097005i,0.01875+0.014562i,0.0007027+0.028878i,0.00010515-0.0056685i,-0.0014919-0.0032501i,0.002264-0.0081396i,0.006539-0.0044117i,0.0022129+0.0033993i,-0.0056768+0.010733i,-0.0057495-0.0038311i,0.0052222+0.012792i,-0.0035469-0.00044834i,0.001972+0.0027237i,0.0004406+0.0014916i,-0.00058296-0.0036831i,0.0065173-0.0054786i,-0.0038708+0.00050486i,0.0042849-0.0036036i,-0.0057216+0.0029409i,-0.0015055+0.00025802i,-6.8267e-07-0.00065898i,-0.0053592+0.0014314i,-0.0038643-0.0015311i,-0.015369-0.0040463i,0.0014957-0.0035403i,-0.0022964+0.0017705i,-0.0011977+0.00080967i,-0.0029876+0.0044914i,0.0073796-0.00049402i,-0.0082535+0.0021843i,-0.0026982-0.0042365i,-0.002208-2.2449e-05i,-0.004925+0.0016846i,0.0020614-0.0048914i,0.0044567+5.8348e-05i,0.00175-0.0024813i,0.0049788+0.0077822i,0.0047553+0.00089079i,0.027759+0.014546i,-0.021242+0.0027545i,-0.024547+0.022932i,-0.0030225+0.011771i,0.002189+0.0030305i,0.0036795-0.007128i,-0.011037+0.0053513i
0.013775+0.012376i,0.032885-0.022707i,0.011381-0.037524i,-0.0073839-0.0098812i,-0.016202-0.012748i,-0.015215-0.018099i,0.0051918-0.022161i,0.022596-0.021191i,0.0023162-0.016276i,0.0045043-0.0045674i,-0.0009505-0.0041598i,-0.0018435+0.0001932i,-0.00055397-0.0019109i,-0.00032995-0.0012763i,-0.0023496-0.00039839i,0.0021978-0.0072627i,-0.0015648+0.0024415i,-0.0028022+0.0013358i,0.00055519-6.3368e-05i,0.0017226+3.7431e-05i,0.0018227+0.0018172i,-0.00021045+0.0014102i,0.002317+0.00053399i,0.0038274+0.0022886i,0.00077648+0.0011055i,0.0005714+0.0010484i,-0.0003052+0.0012946i,0.000273-0.00017212i,0.00022511+0.00055539i,-2.3185e-05+0.00011213i,0.000743-0.0015612i,0.0014325-0.0017278i,0.0010678-0.0012932i,-0.00020306-0.00026931i,0.0021402-0.0011341i,0.0029315-0.0043524i,0.00074208+0.0018284i,0.00026802-0.00011976i,0.00073893-0.00013623i,-0.0033646-0.00125i,0.0021025-0.00037275i,0.0017358-0.00046819i,-0.0010563-0.0061048i,0.0038149-0.0011499i,0.013762+0.0098604i,0.023243+0.01953i,0.043637+0.0045448i,0.023871-0.0087052i,-0.0051429-0.0096361i,0.022265-0.011985i,0.028289+0.0036378i,0.023498+0.0025526i,0.016757+0.0078681i,0.0061496+0.025873i,-0.0020006-0.0048707i,-0.0038371-0.0013772i,-0.0017496-0.0087874i,0.0030763-0.0052478i,0.0023062+0.0025821i,-0.0014915+0.011467i,-0.0051125-0.0010762i,0.0065704+0.010006i,-0.0038275+0.0019609i,0.0033023+0.0024954i,0.0011725+0.00095822i,-0.0020755-0.0024442i,0.0047455-0.0077406i,-0.0033462+0.001361i,0.0032055-0.0050031i,-0.0028743+0.0043288i,-0.0018705-0.00010346i,-0.00056925-0.00060721i,-0.0036108+0.0034215i,-0.0036305-0.00026519i,-0.014298+0.0016514i,0.00010784-0.0040349i,-0.0012754+0.0019553i,-0.001483+0.0010738i,-0.00077992+0.0042755i,0.0071665-0.0037212i,-0.0061239+0.0049664i,-0.0038441-0.0028683i,-0.0019884-3.4563e-05i,-0.0036342+0.0029461i,0.0008462-0.0040568i,0.0037126-0.0015221i,0.0016238-0.0028122i,0.0052794+0.0047759i,0.003784+0.00035316i,0.027718+0.0090765i,-0.018885+0.0063166i,-0.019197+0.028886i,-0.0020627+0.0098364i,0.0049154+0.0037865i,0.001324-0.0057255i,-0.010508+0.0081865i
0.015522+0.0093595i,0.027863-0.027458i,0.0047949-0.038026i,-0.0081548-0.0083563i,-0.019288-0.0088222i,-0.017657-0.015212i,-0.00028965-0.022587i,0.018829-0.0249i,-0.00018756-0.015558i,0.0028803-0.0051845i,-0.0026322-0.0030198i,-0.0012381+0.00052384i,-0.00084513-0.0011i,-0.00045478-0.0014513i,-0.002242+0.0006462i,0.0004373-0.0072544i,-0.00094854+0.0020928i,-0.0023499+0.0027051i,0.00057584+0.00031556i,0.0013854-0.00064287i,0.0022766+0.00083886i,-0.00011115+0.0015599i,0.0021627-0.00020711i,0.0044253-0.00027896i,0.0015525+0.00034747i,0.00087053+0.00072378i,0.00026943+0.0013262i,0.00040866-0.00013909i,0.00045144+0.00047657i,9.8227e-05-8.2223e-05i,9.5035e-05-0.0018128i,0.00055548-0.0020721i,0.00054058-0.0015896i,-0.00015498-0.00033698i,0.0014637-0.0026286i,0.0018148-0.0049116i,0.0016565+0.0012042i,0.00031098-0.00012273i,0.00072827-0.00052845i,-0.0040584-0.00021029i,0.0017834-0.00092997i,0.0011932-0.00076514i,-0.0021072-0.0049258i,0.00326-0.0021482i,0.015441+0.0063043i,0.027274+0.014183i,0.043359-0.0024508i,0.021671-0.012786i,-0.004498-0.0053122i,0.021758-0.01885i,0.028729-0.0030411i,0.024136-0.0053516i,0.014593+0.0038215i,0.011988+0.022282i,-0.0030132-0.0032656i,-0.0048709+0.0013347i,-0.0061706-0.0078425i,0.00052193-0.0047646i,0.0021731+0.0024515i,0.0019011+0.011145i,-0.0037435+0.00086484i,0.006863+0.0068922i,-0.0014411+0.0041348i,0.0047712+0.0015364i,0.001892+0.000451i,-0.0027096-0.00094028i,0.0024529-0.0095194i,-0.0024824+0.001782i,0.0017399-0.0065531i,-0.00098983+0.0036603i,-0.00268-7.913e-06i,-0.00063963-0.00046174i,-0.001421+0.004781i,-0.0030606+0.00043953i,-0.011142+0.006415i,-0.001582-0.0044193i,-0.00023728+0.00154i,-0.0015237+0.0010569i,0.00064968+0.0032864i,0.0056776-0.0068599i,-0.0028881+0.0062788i,-0.0037128-0.001259i,-0.0022606+0.00013871i,-0.0024596+0.0038938i,4.2524e-05-0.0034403i,0.0026893-0.0020101i,0.0013128-0.0034936i,0.0042003+0.0037088i,0.0032584+0.00028422i,0.027001+0.0037353i,-0.016699+0.0069907i,-0.011433+0.031674i,-0.0011037+0.0090985i,0.0066909+0.0033748i,0.0005675-0.0036503i,-0.0085128+0.010032i
0.016356+0.0060419i,0.022295-0.030895i,-0.0017268-0.037539i,-0.0092009-0.0074316i,-0.020319-0.0046272i,-0.019626-0.011999i,-0.0051506-0.021479i,0.014487-0.027501i,-0.0015609-0.014786i,0.0011898-0.005134i,-0.0031238-0.0014105i,-0.0010099+0.00061625i,-0.00082143-0.00048997i,-0.0011409-0.0012389i,-0.0014248+0.0015096i,-0.0014093-0.0066924i,-0.00045264+0.0023459i,-0.00090598+0.0036358i,0.00076888+0.00022111i,0.00076059-0.0010699i,0.0022594-0.00015427i,0.00027371+0.001509i,0.0018822-0.00085089i,0.0033335-0.0024448i,0.0014841-0.00083561i,0.0010403+0.00035341i,0.00083367+0.0011951i,0.00058551-0.00036565i,0.0005641+0.00026181i,-5.9024e-05-0.00022151i,-0.0006119-0.0018187i,-0.00013325-0.0019947i,-0.00013915-0.0016634i,-0.00032308-0.0002061i,-0.00041825-0.0030516i,0.00072694-0.005143i,0.001969+0.00030665i,0.00032347-0.00042138i,0.00078927-0.00076754i,-0.004337+0.0010992i,0.0012475-0.0014158i,0.00079243-0.00075992i,-0.0027808-0.0038042i,0.0026836-0.0027718i,0.016851+0.0023295i,0.029355+0.0074958i,0.041939-0.0093334i,0.019719-0.017323i,-0.0011347-0.0020858i,0.018493-0.025917i,0.027628-0.0090615i,0.021783-0.01282i,0.012235+0.001813i,0.016819+0.016594i,-0.0031552-0.0025915i,-0.0042506+0.0044543i,-0.010317-0.0045317i,-0.0011201-0.003734i,0.0023381+0.0022878i,0.0049534+0.010146i,-0.0019902+0.0014145i,0.0057748+0.0049326i,0.0015489+0.0032504i,0.0059581-0.00051i,0.0023346-0.00056502i,-0.002325+0.0010242i,-0.00092858-0.011151i,-0.0024784+0.0023784i,-0.00042739-0.0074251i,-0.00057068+0.0033691i,-0.0033399+0.00092892i,-0.00077587-0.00041059i,0.0021526+0.0047466i,-0.0027976+0.000355i,-0.0063692+0.0090691i,-0.0040168-0.0038041i,0.00026991+0.00071948i,-0.0014099+0.001316i,0.0013065+0.0020773i,0.0030947-0.0092611i,-9.9546e-06+0.0057169i,-0.0028946-0.00052708i,-0.002106+0.00056863i,-0.00083179+0.0046915i,-0.00085769-0.0026i,0.0018303-0.0021505i,0.00033997-0.0039178i,0.0035353+0.0033701i,0.0030342+0.00018i,0.025375-0.00086433i,-0.018308+0.0066016i,-0.004602+0.030421i,0.00045298+0.0073852i,0.0082407+0.0018976i,0.00096292-0.0021011i,-0.0057546+0.010883i
0.016576+0.0028931i,0.016747-0.03318i,-0.0078216-0.035963i,-0.010126-0.0059985i,-0.020621-0.0010344i,-0.020791-0.0086027i,-0.0090072-0.019702i,0.010054-0.029883i,-0.0025478-0.014964i,0.00013007-0.0044622i,-0.0027421-9.2806e-05i,-0.00066644+0.00095465i,-0.00067024+8.4744e-05i,-0.0013242-0.00041972i,-0.00048512+0.0015985i,-0.0026545-0.0053709i,0.0007049+0.002485i,0.0006534+0.0034631i,0.00081945+0.00011656i,0.0001418-0.0010264i,0.0018793-0.0010037i,0.00059945+0.0014178i,0.0013224-0.0014251i,0.0017032-0.0034634i,0.00070642-0.0014794i,0.0010418+5.9744e-05i,0.0013853+0.00085479i,0.00042066-0.00064511i,0.00062237+0.00010239i,-0.00033076-1.9083e-05i,-0.0013173-0.0014389i,-0.00083018-0.0017808i,-0.00073127-0.0012697i,-0.00013298-5.1105e-05i,-0.0012712-0.0023626i,-0.00038794-0.005223i,0.0020031-0.00025563i,-5.0325e-06-0.00055035i,0.000471-0.0011456i,-0.0040777+0.0024809i,0.00065369-0.001567i,0.00064958-0.00075482i,-0.0030916-0.0025098i,0.0019366-0.0034144i,0.016496-0.002851i,0.029519+0.00050382i,0.039384-0.016018i,0.015533-0.022095i,0.003836-0.0028082i,0.012282-0.031396i,0.025892-0.014181i,0.01829-0.018131i,0.011465+0.002223i,0.019195+0.0095149i,-0.0040012-0.0021027i,-0.0016979+0.0067367i,-0.012384+0.00061991i,-0.0024241-0.0027357i,0.0025223+0.0021665i,0.0069017+0.0081483i,-0.0007198+0.00082023i,0.0045087+0.0038117i,0.0019999+0.0016169i,0.0054458-0.0032025i,0.0019327-0.0022107i,-0.0002603+0.0022233i,-0.0059886-0.0097506i,-0.0016056+0.0040121i,-0.0037819-0.0072564i,0.00089577+0.0034797i,-0.0034185+0.0025295i,-0.00086839-0.00018783i,0.0052401+0.0013189i,-0.0027404+0.00057746i,-0.00094063+0.0082618i,-0.0058857-0.0015625i,0.00012442-0.00018151i,-0.0015109+0.0014441i,0.0015831+0.0008817i,-0.0009615-0.010791i,0.0021847+0.0040503i,-0.002606-0.00056617i,-0.0021229+0.001089i,0.0015036+0.0044981i,-0.00073469-0.0015396i,0.0012064-0.0017969i,-0.00055609-0.0039504i,0.0030853+0.0034705i,0.0024508+7.2932e-06i,0.023346-0.0042294i,-0.021025+0.0099258i,0.00035388+0.028153i,0.00096286+0.0045417i,0.0089397-0.00028281i,0.0015609-0.0018168i,-0.0030522+0.010238i
0.016155-0.0002892i,0.01129-0.034589i,-0.013352-0.033522i,-0.010511-0.0048333i,-0.020358+0.0026448i,-0.021431-0.0052491i,-0.012278-0.01782i,0.0050271-0.031762i,-0.0042058-0.016129i,-0.00032282-0.0037941i,-0.0020711+0.00087697i,-0.00012183+0.0012104i,-0.00016335+0.00048471i,-0.00098669+0.00018234i,0.0001959+0.0014174i,-0.0030674-0.0040323i,0.0016353+0.001835i,0.0017659+0.0028869i,0.00097041+0.00013424i,-0.00023784-0.0007355i,0.0012425-0.0015651i,0.00086445+0.0014543i,0.000675-0.0014623i,0.00026863-0.0034983i,8.0241e-05-0.0015151i,0.0010131-0.00017211i,0.001653+0.00018584i,0.0002054-0.00079088i,0.00060933-0.0001433i,-0.00027969+0.00029079i,-0.0017374-0.0008649i,-0.001355-0.0011638i,-0.0009901-0.00083497i,5.3389e-05-0.0001326i,-0.0016821-0.0018838i,-0.0014509-0.0048326i,0.0020681-0.0010484i,-0.00027555-0.00039663i,-0.00013572-0.0012268i,-0.0033502+0.0037638i,0.00018023-0.0016151i,0.0004738-0.00081375i,-0.0030225-0.00131i,0.00096601-0.0035954i,0.01402-0.0072027i,0.02777-0.0058868i,0.035421-0.021966i,0.0097146-0.02475i,0.0065919-0.0065131i,0.0050492-0.034238i,0.024025-0.019209i,0.014985-0.022837i,0.01355+0.0017074i,0.019727+0.0030257i,-0.0052761-0.0013508i,0.0014262+0.0070632i,-0.011511+0.0065361i,-0.0033225-0.0015266i,0.002884+0.0021247i,0.0082993+0.0066634i,-0.00042182-2.815e-05i,0.0028993+0.0038957i,0.0023393+0.0010146i,0.0033312-0.0051944i,0.00016444-0.0029885i,0.0014958+0.0014613i,-0.008687-0.0055337i,0.0010665+0.0044574i,-0.006319-0.0048135i,0.0020303+0.0023285i,-0.0025211+0.004133i,-0.00082699-0.00015384i,0.0047552-0.0028023i,-0.0025529+0.0011878i,0.0017928+0.0047487i,-0.00588+0.00093074i,-0.00061855-0.0009025i,-0.0014615+0.0020168i,0.001026-0.00036136i,-0.0058372-0.0098475i,0.00268+0.0015729i,-0.0028905-0.00060864i,-0.0016513+0.0019662i,0.0032872+0.0032031i,-0.00027323-0.0015926i,0.0012219-0.0011478i,-0.0014235-0.0038303i,0.0027672+0.0040112i,0.0020179+4.8791e-06i,0.022481-0.0071344i,-0.021364+0.015315i,0.0040931+0.02538i,-0.00022545+0.0014712i,0.0082186-0.0030787i,0.0014713-0.0012142i,-0.0016124+0.0083815i
0.014915-0.0030276i,0.0060826-0.035273i,-0.018391-0.030341i,-0.010957-0.0041147i,-0.019102+0.0059267i,-0.021557-0.0019878i,-0.015399-0.015464i,-0.00066889-0.032622i,-0.006923-0.017067i,-0.00057956-0.0035085i,-0.001056+0.0014657i,0.00063421+0.0010061i,0.00043821+0.00058918i,-0.00049187+0.00047662i,0.00077983+0.0010744i,-0.0030682-0.0031315i,0.0022504+0.0010455i,0.0027061+0.0019936i,0.0012038-0.00022876i,-0.00026581-0.00045662i,0.00033869-0.0016826i,0.0014858+0.0013399i,0.00024439-0.0014246i,-0.00078075-0.0032097i,-0.00039444-0.0013811i,0.00090718-0.0004746i,0.0014776-0.0004986i,-7.8757e-06-0.00084475i,0.00046704-9.9139e-05i,-0.00018065+0.00041343i,-0.002003-0.00022759i,-0.001429-0.00047264i,-0.0009965-0.00046401i,-3.8865e-06-0.00038589i,-0.0024027-0.0011601i,-0.0023344-0.0040905i,0.0014843-0.0018384i,-0.00035824-0.00012289i,-0.00055051-0.00075652i,-0.0022524+0.0047986i,-0.00045067-0.0014034i,0.00014948-0.00094174i,-0.0024601-0.00037332i,0.00015862-0.0032386i,0.010763-0.0099513i,0.024484-0.010898i,0.030616-0.026477i,0.0039645-0.025288i,0.006965-0.010092i,-0.0027194-0.035128i,0.021451-0.024768i,0.010745-0.027052i,0.015918-0.0011538i,0.018714-0.003916i,-0.0066761+6.2637e-05i,0.0040874+0.0058474i,-0.0077993+0.010746i,-0.0037342-0.0003865i,0.0031258+0.0019621i,0.0099403+0.0044624i,-0.00069281-0.00049693i,0.0027727+0.0052792i,0.0029205-0.00021068i,0.0009065-0.0054755i,-0.0011329-0.0024802i,0.0022114+0.00019002i,-0.0090842-0.0013069i,0.0032978+0.0033141i,-0.0073532-0.0018951i,0.0018836+0.0012789i,-0.00062205+0.0051032i,-0.0010935-0.00011903i,0.0020773-0.0054417i,-0.0020731+0.001496i,0.0017706+0.0014881i,-0.00499+0.0030014i,-0.0017374-0.00093217i,-0.0010318+0.0021528i,-0.00015605-0.00063262i,-0.0088175-0.0067252i,0.0018659-6.1935e-05i,-0.0032799-0.00050291i,-0.00050803+0.0020847i,0.0042471+0.0011585i,-0.000578-0.0015586i,0.0019986-0.001072i,-0.002113-0.0031421i,0.0039438+0.0052152i,0.001629+0.00027065i,0.020597-0.011003i,-0.019623+0.020871i,0.0067661+0.022129i,-0.0033311-0.00035634i,0.005259-0.0044777i,0.0021688-0.0011338i,-0.0019046+0.0066737i
0.013529-0.0051303i,0.0009402-0.035531i,-0.022452-0.026205i,-0.011799-0.0034257i,-0.017735+0.0082626i,-0.021325+0.0013735i,-0.017789-0.012524i,-0.0061344-0.032211i,-0.010519-0.017125i,-0.00083422-0.0032701i,8.2483e-05+0.001291i,0.0010473+0.00071276i,0.00097027+0.00054818i,-2.9852e-05+0.00066062i,0.0010047+0.00052414i,-0.0029122-0.0027397i,0.0031262+4.8631e-05i,0.0030976+0.00082698i,0.0010512-0.00085783i,-0.00016379-0.00024368i,-0.00029249-0.001477i,0.0021626+0.00062215i,-1.5088e-05-0.0014137i,-0.0013229-0.0027635i,-0.00090794-0.0012994i,0.00075433-0.00075937i,0.0011174-0.00090196i,-0.00019223-0.00056948i,0.00050784-4.3261e-05i,3.9974e-05+0.00068221i,-0.0020269+0.00052175i,-0.0012653-3.6919e-05i,-0.0011053-0.00012718i,-0.00018055-0.00029558i,-0.0026123+4.8993e-05i,-0.0028301-0.0031299i,0.00061833-0.0021831i,-0.00042414+0.00014284i,-0.00046368-0.00046073i,-0.00074205+0.0055454i,-0.00070436-0.0010547i,-2.196e-05-0.00093786i,-0.0018257+0.00012673i,-8.2846e-05-0.0029396i,0.0078396-0.011344i,0.021089-0.013824i,0.025832-0.029854i,-0.0010288-0.0243i,0.0057805-0.01318i,-0.010501-0.033148i,0.017291-0.030035i,0.0063837-0.030035i,0.017038-0.0051139i,0.014904-0.009664i,-0.0077083+0.0025566i,0.0056307+0.0036903i,-0.0031737+0.012876i,-0.0040355+0.00084071i,0.0036218+0.0018776i,0.010549+0.0015394i,-0.0011556-0.00094983i,0.0042246+0.0066336i,0.0022535-0.0014323i,-0.00075059-0.0047817i,-0.0021303-0.0016178i,0.0021639-0.00082312i,-0.0074413+0.0019387i,0.0046536+0.0013308i,-0.0070042+0.0011849i,0.0017135+0.0011742i,0.0016512+0.0047551i,-0.0011637+0.00025781i,-0.001101-0.0062545i,-0.001618+0.001237i,-0.00010801-5.5257e-06i,-0.0036188+0.0045748i,-0.0025612+6.8513e-05i,-0.00096517+0.0023494i,-0.00082318-0.00038161i,-0.010166-0.0032561i,0.0008152-0.00069608i,-0.0039526+1.8463e-05i,0.00023271+0.0016692i,0.0041837-0.0010725i,-0.00064761-0.0014426i,0.0027189-0.0018845i,-0.0025938-0.0028714i,0.0058171+0.0044735i,0.001647+0.00074661i,0.018256-0.013834i,-0.015857+0.026815i,0.0083781+0.019167i,-0.0067954+0.00021583i,0.0024644-0.0033592i,0.0021691-0.0017492i,-0.002691+0.0058457i
0.012242-0.0070167i,-0.0043821-0.035583i,-0.025554-0.022221i,-0.012727-0.0021887i,-0.016456+0.010956i,-0.020096+0.0046512i,-0.019532-0.0093194i,-0.011611-0.031478i,-0.014453-0.016022i,-0.0010257-0.0032385i,0.00070177+0.00066065i,0.0015201+0.00020107i,0.00158+0.00028777i,0.00069615+0.00037538i,0.00096611+5.6122e-05i,-0.003001-0.0025213i,0.0032053-0.0017551i,0.0028659-0.00021755i,0.00063218-0.0010882i,0.00013533-0.00023333i,-0.00079338-0.0011383i,0.0022269-0.0002827i,-0.00044244-0.0012952i,-0.0016487-0.0026704i,-0.0014003-0.0010258i,0.00042182-0.00099802i,0.0006411-0.0012219i,-0.00023005-0.00028731i,0.00070016-5.4092e-05i,0.00059899+0.00085157i,-0.0017683+0.0012933i,-0.0011742+0.00030819i,-0.00096425+0.00019977i,-0.00014429-0.00024668i,-0.0019398+0.00094715i,-0.0030984-0.0023177i,-0.00016182-0.0021597i,-0.00021189+0.00046033i,-0.00045621-0.00056059i,0.0010392+0.0055873i,-0.00071928-0.00073997i,-0.00029827-0.0010066i,-0.0011998+6.7032e-05i,-0.00024403-0.002977i,0.0047769-0.012538i,0.018681-0.016089i,0.020886-0.032505i,-0.005215-0.022023i,0.0045858-0.015255i,-0.017107-0.028325i,0.011826-0.034666i,0.0024724-0.033123i,0.01694-0.010029i,0.009792-0.012653i,-0.0071566+0.0060958i,0.0060007+0.0012826i,0.0012305+0.012612i,-0.0039622+0.0021796i,0.0046389+0.0014739i,0.010119-0.0016784i,-0.0020088-0.001162i,0.0071618+0.0065699i,0.0012236-0.0012691i,-0.0018651-0.0037796i,-0.0025517-0.00048771i,0.0020186-0.0016429i,-0.0057624+0.0037593i,0.0050037-0.0010469i,-0.005601+0.0034615i,0.0025058+0.0012797i,0.0031417+0.0034234i,-0.00097354+0.0002824i,-0.0042813-0.0054856i,-0.0017516+0.0012904i,-0.0013732+0.00066324i,-0.0016331+0.0054981i,-0.0024149+0.0012737i,-0.0006692+0.0031746i,-0.0010983-6.7708e-05i,-0.01047-0.00010578i,-0.00017715-0.00079776i,-0.004472+0.0013764i,0.00034785+0.0012493i,0.0032652-0.0031826i,-0.00075471-0.0018946i,0.0027027-0.0031316i,-0.0034056-0.0022185i,0.0071158+0.0028917i,0.0021027+0.00087622i,0.015414-0.016103i,-0.00858+0.030632i,0.0097984+0.016024i,-0.0090888+0.0023238i,0.0012191-0.0010646i,0.0015327-0.0018442i,-0.0036595+0.0056558i
