-0.0018355-0.042059i,0.00010596-0.046441i,-0.0076746-0.047964i,-0.03051-0.022857i,-0.022943+0.010994i,-0.036679-0.033296i,-0.063045-0.057708i,-0.019488-0.070432i,-0.025756-0.051785i,-0.00095433+0.017223i,-0.0098911+0.01209i,-0.014024+0.013223i,0.0025568+0.013497i,-0.0028843-0.0018977i,0.0018536+0.0060468i,0.00023552+0.033621i,0.018423+0.050152i,0.001015-0.00048647i,-0.0034922-0.0095651i,0.0078497+0.0038135i,0.001468+0.0012848i,-0.00096647+0.0034427i,-7.2671e-05-0.00057847i,-0.036001-0.0093916i,-0.0022704-0.0076645i,-0.0012839+0.004495i,0.0025169-0.0015547i,-0.0001338+0.00040651i,0.00072774-0.00068658i,6.1798e-05-0.0021865i,-0.0017807-0.0053428i,-0.0030165-0.0070015i,-0.0019815-0.0067817i,0.0036004-5.0541e-05i,0.0030996-0.001516i,-0.0047907+0.039058i,0.0070774-0.0043185i,0.0031745-0.00077613i,0.0049581-0.00017039i,-0.018374-0.0011506i,-0.00093156-0.00011674i,0.0089885-0.0027339i,0.0039319+0.0018794i,-0.0041626+0.0017289i,0.00032416+0.0086993i,-0.0055348+0.018228i,0.026033-0.081506i,-0.00025415-0.05499i,-0.023343-0.043439i,-0.019578-0.03731i,0.062726-0.016389i,0.030268-0.058373i,0.038595-0.044875i,0.033708-0.051631i,0.019399-0.015318i,0.0077569+0.012168i,0.024442-0.035742i,-0.0088521-0.0052139i,0.0030917-0.0014714i,-0.0024824-0.0054804i,0.004985-0.031589i,-0.025172+0.030421i,0.0089146-0.010262i,-0.012722-0.0032149i,-0.0046791-0.0014882i,0.00013728-0.014779i,-0.010615+0.0053304i,0.0032814+0.006774i,-0.014054+0.030176i,0.0055831+0.007124i,-0.0059789-0.001997i,-0.0011579-0.0023539i,-0.012283-0.0080453i,0.00035504-0.0034659i,-0.03553+0.00040517i,0.0020316-0.012694i,-0.0095649-0.0029265i,-0.0066954-0.0033559i,0.0066859+0.0021944i,-0.0089334+0.0024218i,0.00028798+0.0017204i,0.0060096+0.0105i,0.0047662+0.0006121i,-0.0094839-0.010656i,0.0020067+0.0082938i,-0.021711+0.0066156i,0.0063424+0.0031575i,-0.027935-0.0087284i,-0.036576-0.0020413i,0.027976-0.078738i,0.013867-0.0088933i,-0.042846-0.028338i,-0.024442-0.005735i,0.017142+0.011949i,-0.026619+0.011864i,-0.012637-0.0095597i
0.013982+0.014446i,0.05025+0.004578i,0.021333-0.033637i,-0.0050023-0.0089046i,-0.010538-0.017803i,-0.017596-0.023227i,0.014601-0.013213i,0.03659-0.012665i,0.0095635-0.011026i,0.010118-0.0035418i,0.0026865-0.0030439i,-0.0023404-0.0012741i,0.0013382-0.0019429i,0.00032931-0.0014143i,-0.0011954-0.0013212i,0.0033716-0.0052565i,-0.0042235+0.00069916i,-0.0016468-0.00054369i,0.0013197-0.00030557i,0.00086866+0.0016185i,0.00090308+0.0016095i,-0.00049558+0.0008748i,0.0019288+0.0012903i,-0.0012876+0.0027026i,-0.001896+0.0012926i,-0.00051243+0.00082317i,-0.0010377+2.9895e-05i,-9.6636e-05-0.00057894i,-0.00022706+5.6711e-05i,-1.4677e-05-0.0004462i,0.0012516-0.00018545i,0.0017662+0.00029861i,0.0012388-6.5191e-05i,0.00036376+4.3324e-06i,0.0015314-0.00049808i,0.0036369-0.0023068i,1.3212e-06+0.00092196i,0.00036496+0.00039635i,-0.00035068-0.00021829i,-0.0010169-0.0010952i,0.0012133+0.0013497i,0.0008022+0.0013046i,0.004056-0.0051723i,0.0031813-1.1776e-05i,0.0055277+0.01671i,0.0097705+0.038169i,0.037047+0.026684i,0.02968+0.0020324i,-0.0016692-0.01642i,0.016773-0.00065767i,0.022157+0.014541i,0.014669+0.021478i,0.022183+0.024219i,-0.010434+0.032253i,0.0027436-0.0041283i,0.0015885-0.0043587i,0.0044927-0.0068914i,0.009473-0.0018075i,0.0014039+0.0040494i,-0.010262+0.010112i,-0.0049723-0.0085543i,0.0026658+0.014761i,-0.0029915-0.001676i,0.00068997+0.0026323i,-0.0010505+0.0012108i,0.0021445-0.003781i,0.0069901-0.0025874i,-0.0040898-0.00072806i,0.0042737-0.001532i,-0.0071527+0.00097529i,-0.0017012+0.00074743i,0.00043153+0.00012786i,-0.0059435-0.0023837i,-0.0037267-0.0022567i,-0.014908-0.010122i,0.0037352-0.003288i,-0.0041193+0.0026989i,-0.0016587+0.0017019i,-0.005093+0.0032284i,0.0057843+0.0019224i,-0.0095128-0.0020829i,-0.0022984-0.0044418i,-0.0028313-0.00067811i,-0.0058383-0.0011436i,0.0057186-0.0038069i,0.0037908+0.001615i,0.0026413-0.0021971i,0.0031544+0.0091529i,0.00527+0.0029667i,0.025692+0.019054i,-0.022822-0.0030414i,-0.027721+0.017218i,-0.0046416+0.016176i,0.0013974+0.0012028i,0.0064211-0.0098656i,-0.0095619+0.0027912i
0.015162+0.012206i,0.050073-0.0040551i,0.014595-0.036398i,-0.006532-0.0073431i,-0.014794-0.01584i,-0.020668-0.019544i,0.010436-0.016465i,0.033223-0.017524i,0.007257-0.012014i,0.0087017-0.0061204i,0.0013377-0.0041515i,-0.0024894-0.0003124i,0.00039225-0.0018832i,0.00012056-0.0012981i,-0.0011739-0.00094189i,0.0025497-0.0058882i,-0.0032115+0.0017087i,-0.0020978+0.00033909i,0.00064963-0.00074394i,0.0014707+0.0011656i,0.0013765+0.0014633i,-0.00023407+0.0010868i,0.0022372+0.0005597i,0.00064339+0.0036193i,-0.00077738+0.0019464i,-1.6398e-05+0.00068156i,-0.00088059+0.00070574i,-3.1475e-05-0.0004772i,-0.00010193+0.00038316i,0.00021714-9.297e-05i,0.0010202-0.00093239i,0.0019986-0.00042122i,0.0012559-0.00018648i,0.00031148-2.8775e-05i,0.0019309-0.0011537i,0.0033-0.0038622i,0.00034481+0.0011853i,0.00031207-0.00019493i,-6.1362e-05+8.2267e-05i,-0.0017046-0.0013734i,0.0015378+0.00088506i,0.0012433+0.00087451i,0.0018583-0.0054058i,0.0040901-0.00057508i,0.0083791+0.014694i,0.01556+0.035546i,0.039202+0.019953i,0.029752-0.0047126i,-0.0053815-0.012964i,0.018763-0.0048989i,0.025878+0.0086872i,0.019503+0.014194i,0.024511+0.012927i,-0.002415+0.029701i,0.0011767-0.0042547i,-0.0020029-0.0038642i,0.0014477-0.0086352i,0.006885-0.0042793i,0.0021032+0.0033927i,-0.0046735+0.013495i,-0.0064064-0.0041846i,0.0052209+0.012903i,-0.0033228-0.00059226i,0.0023254+0.0031353i,8.2672e-05+0.0014907i,-9.3949e-05-0.0039671i,0.0068289-0.0062703i,-0.0045718+0.00047512i,0.0041726-0.0037821i,-0.0056048+0.0040432i,-0.0018211+0.00041702i,6.057e-05-0.00067063i,-0.0053372+0.0012036i,-0.003878-0.0011328i,-0.015697-0.0033392i,0.0015848-0.0042127i,-0.0022398+0.0037016i,-0.0017111+0.0011669i,-0.0033771+0.0046148i,0.007287-0.0005326i,-0.0094325+0.0019595i,-0.0034328-0.0032664i,-0.0025997-0.00020829i,-0.0056549+0.00095512i,0.0028283-0.0047174i,0.0046836-0.00018002i,0.0023273-0.002595i,0.0052757+0.007047i,0.0045673+0.0022755i,0.025825+0.011793i,-0.022459+0.0018852i,-0.025263+0.024451i,-0.0017114+0.012707i,0.0030683+0.0037443i,0.0031698-0.0081068i,-0.011476+0.0047321i
0.016817+0.0095929i,0.047939-0.012714i,0.0077602-0.037347i,-0.0072698-0.0057281i,-0.018716-0.012827i,-0.023233-0.015699i,0.0059233-0.018472i,0.029869-0.02164i,0.0049422-0.012573i,0.0064406-0.0079447i,-0.00055292-0.0044028i,-0.0022697+0.00078084i,-0.000264-0.0013639i,0.00010823-0.0011721i,-0.0013831-0.00060744i,0.0013617-0.0062919i,-0.0021245+0.001989i,-0.0013629+0.0025273i,-4.8218e-06-0.00039997i,0.0017345+0.00030706i,0.0018409+0.00095442i,-0.00011487+0.00111i,0.0022056-0.00023874i,0.0025716+0.0028195i,0.00077403+0.0019387i,0.00026825+0.00041286i,-0.00046988+0.00099156i,3.4884e-05-0.00026795i,0.00014273+0.00057887i,0.00044551-0.00017609i,0.00051334-0.0014278i,0.0016593-0.0013289i,0.0011969-0.00091087i,0.00032721+4.8855e-05i,0.0015351-0.0024099i,0.0019226-0.004881i,0.0012043+0.00093414i,0.00075983-2.7327e-05i,0.00015271-0.00013596i,-0.0024487-0.0010616i,0.0018047+0.00016225i,0.0014061+0.00029651i,0.00021569-0.0049779i,0.0043069-0.001924i,0.010619+0.012337i,0.021803+0.031328i,0.040654+0.012972i,0.028157-0.011185i,-0.0068424-0.0090148i,0.019751-0.010087i,0.02758+0.0021253i,0.022739+0.007196i,0.022462+0.0045411i,0.0033348+0.026938i,-0.00041939-0.0035745i,-0.0046225-0.0015207i,-0.0026313-0.0089428i,0.0037223-0.0050548i,0.0022948+0.0026601i,0.00076245+0.013918i,-0.0054599-0.00083349i,0.0065505+0.0097008i,-0.0034609+0.001707i,0.0039745+0.0027149i,0.00078736+0.001084i,-0.0018806-0.0028968i,0.0047099-0.0087842i,-0.0037573+0.0016394i,0.0032248-0.0051923i,-0.0022355+0.0051366i,-0.002437+0.0004406i,-0.00062861-0.00067213i,-0.0035454+0.0031272i,-0.0035092-8.3816e-05i,-0.014334+0.0021892i,-3.2207e-05-0.0046205i,-0.00061235+0.0033221i,-0.0018667+0.001627i,-0.0010307+0.0045835i,0.0072483-0.003777i,-0.0075259+0.0053098i,-0.0041729-0.0017516i,-0.0026119-0.00012302i,-0.004482+0.0023712i,0.001322-0.0040551i,0.0040071-0.0022363i,0.0022785-0.0030432i,0.005547+0.0041742i,0.0040239+0.0021813i,0.025429+0.0065326i,-0.020237+0.0055873i,-0.019364+0.030514i,-0.0011875+0.0098778i,0.0061828+0.004046i,0.00092362-0.0060369i,-0.011087+0.0077968i
0.017747+0.0062035i,0.044156-0.020205i,0.0016584-0.03734i,-0.0073759-0.0048023i,-0.021545-0.0081736i,-0.024991-0.0115i,0.001066-0.019115i,0.02618-0.025841i,0.0029064-0.012469i,0.0038891-0.0089651i,-0.0023092-0.0032524i,-0.0014803+0.0013173i,-0.0003729-0.000733i,-2.6739e-05-0.001375i,-0.0013593+9.7335e-05i,7.1707e-05-0.0064335i,-0.0016382+0.001877i,-0.0048157+0.001884i,9.0146e-05+0.00034802i,0.0015145-0.00052965i,0.0019339+0.00027411i,-0.00010593+0.0012252i,0.0017922-0.0008529i,0.0037039+0.00082177i,0.0021969+0.00055741i,0.00023493+0.00016362i,1.6292e-06+0.0013375i,0.0001661-0.00021379i,0.00056802+0.00062434i,0.00037075-0.00035222i,-0.00014337-0.0017022i,0.00099154-0.0017803i,0.00054741-0.0014168i,0.0004085-9.187e-05i,2.4493e-05-0.0034126i,0.00037159-0.0053811i,0.0016631+4.6815e-05i,0.00071777-0.00018277i,0.00013933-0.00045459i,-0.0030369-0.00036907i,0.0015659-0.00046758i,0.00131-0.00010443i,-0.0010726-0.0041798i,0.0037288-0.0028077i,0.012237+0.0090205i,0.026926+0.024452i,0.041435+0.0059371i,0.025718-0.016585i,-0.0058593-0.0050183i,0.018803-0.016504i,0.027845-0.0045077i,0.024224-0.001075i,0.019987-0.0017021i,0.0092873+0.023431i,-0.0011263-0.0023108i,-0.0057569+0.0018343i,-0.0069304-0.007844i,0.0015252-0.0048458i,0.002208+0.0024756i,0.0051773+0.012464i,-0.0038551+0.0012363i,0.0061889+0.0067072i,-0.0011017+0.0037204i,0.0054952+0.0011158i,0.0017206+0.00077506i,-0.0027219-0.0013242i,0.0020783-0.010431i,-0.0028466+0.0022375i,0.0021084-0.0067629i,6.3092e-05+0.0039457i,-0.002967+0.0010168i,-0.0008294-0.00043953i,-0.001394+0.004273i,-0.0029791+0.00033652i,-0.011068+0.0069887i,-0.0020288-0.0048798i,0.00059974+0.0023786i,-0.00173+0.0017011i,0.00055991+0.0035365i,0.0057597-0.0070059i,-0.0041559+0.0071985i,-0.0037789-0.00028839i,-0.0028891+0.00026541i,-0.0036013+0.0036072i,0.00024622-0.00368i,0.0029008-0.0028134i,0.0019528-0.0037446i,0.0046536+0.0031523i,0.0041404+0.0023016i,0.02439+0.0015453i,-0.018375+0.0064941i,-0.011229+0.033182i,-0.00060836+0.0090483i,0.0083637+0.0029972i,0.00057481-0.003518i,-0.0092396+0.0097404i
0.017781+0.0026259i,0.039511-0.026478i,-0.0044039-0.036442i,-0.0081424-0.0044457i,-0.02201-0.0035565i,-0.02604-0.0071331i,-0.0031821-0.01829i,0.022255-0.029399i,0.0014618-0.012415i,0.001119-0.0090851i,-0.0028491-0.0016405i,-0.00093709+0.0014421i,-0.0002031-0.00044435i,-0.00073823-0.0010948i,-0.00070638+0.00071307i,-0.0012994-0.0061199i,-0.0012622+0.0020877i,-0.0025522+0.0030648i,0.00061015+0.00036045i,0.00087737-0.0011403i,0.0018299-0.00037548i,0.00017306+0.0012545i,0.0013509-0.0012269i,0.0031991-0.0013305i,0.0013691-0.001447i,0.00017639+3.7662e-05i,0.0007141+0.0011725i,0.00029474-0.00034744i,0.00086725+0.00022532i,0.0001046-0.00051023i,-0.00081541-0.0015996i,0.0003129-0.0019702i,-0.00031201-0.0015195i,0.0003589-0.00017432i,-0.0017884-0.0025759i,-0.001056-0.0053165i,0.0014577-0.0007037i,0.00057145-0.00056088i,9.1782e-05-0.0010586i,-0.0034359+0.0006386i,0.0011905-0.00088083i,0.0012132-0.0003433i,-0.0020093-0.0031023i,0.0030795-0.0033613i,0.013616+0.0054117i,0.029363+0.016564i,0.040934-0.0012971i,0.022195-0.021892i,-0.0028588-0.0020911i,0.015442-0.022724i,0.026819-0.010435i,0.022456-0.0086953i,0.015928-0.005332i,0.014029+0.017955i,-0.0009672-0.0021086i,-0.0048299+0.0056164i,-0.011113-0.0043386i,-7.2454e-05-0.0044391i,0.0024444+0.0023812i,0.0086556+0.0097115i,-0.0016619+0.0016061i,0.0049813+0.0050267i,0.0017317+0.0027186i,0.006329-0.0012839i,0.0023933-0.0002612i,-0.0024672+0.00070669i,-0.0015005-0.011803i,-0.0026107+0.0031881i,-0.00027954-0.0078116i,0.00032564+0.0031136i,-0.0030165+0.0021065i,-0.00094283-0.00025901i,0.0015384+0.0044413i,-0.0026445+0.00023491i,-0.0061677+0.0093781i,-0.0045489-0.0039809i,0.0010982+0.0012109i,-0.0013507+0.0018789i,0.0011407+0.0022739i,0.0028117-0.0094396i,-0.00098672+0.0072038i,-0.0026751+0.00049248i,-0.0025945+0.00086829i,-0.0021468+0.0052621i,-0.00091825-0.0029015i,0.0018208-0.0030753i,0.00076196-0.0043293i,0.0038609+0.0025739i,0.0046284+0.0017287i,0.02254-0.0025896i,-0.020389+0.0065705i,-0.0040931+0.031846i,0.00066893+0.0073414i,0.0094185+0.00096485i,0.0011841-0.0021332i,-0.0068405+0.011057i
0.017391-0.00060979i,0.034337-0.031758i,-0.010099-0.034587i,-0.0089541-0.003453i,-0.021839+0.00015156i,-0.026193-0.0029583i,-0.0064278-0.017044i,0.017734-0.032908i,6.5097e-05-0.012724i,-0.001133-0.0083387i,-0.002425-0.00034975i,-0.00027876+0.0014715i,-0.00014225-0.00020844i,-0.00077525-0.00039118i,-2.9245e-06+0.0005939i,-0.0026807-0.005128i,-0.00051516+0.0023104i,-0.001064+0.0038116i,0.00079424+5.2801e-05i,0.00015689-0.0012207i,0.0014608-0.00099171i,0.00045104+0.0012014i,0.0007737-0.0015755i,0.0020354-0.0025247i,0.0005485+0.00045123i,2.0464e-05+0.00015416i,0.0013661+0.00082288i,0.00023057-0.00049338i,0.0010789-1.5727e-05i,-0.00028741-0.00034052i,-0.0015127-0.0012214i,-0.00041655-0.0019383i,-0.00084013-0.00106i,0.00046294-0.00033391i,-0.0020703-0.0016427i,-0.002219-0.004818i,0.0012278-0.00092276i,0.00013731-0.00071024i,-0.00063608-0.0015729i,-0.0032169+0.0019927i,0.00089772-0.0010706i,0.0010921-0.00069152i,-0.0024703-0.0017217i,0.0024814-0.0040562i,0.013604+0.0012236i,0.029621+0.0087846i,0.039072-0.0083483i,0.019343-0.026455i,0.0016515-0.0024872i,0.0095138-0.027333i,0.025103-0.015703i,0.019551-0.013889i,0.012802-0.0058948i,0.01658+0.011526i,-0.0015717-0.0021032i,-0.0015043+0.0082326i,-0.013335+0.00082319i,-0.0019108-0.0036885i,0.0026365+0.0022786i,0.010368+0.0047685i,-0.000257+0.00051858i,0.003992+0.004418i,0.0019436+0.0012241i,0.0056933-0.0042164i,0.0020925-0.0020089i,-0.0003562+0.002051i,-0.0068379-0.01011i,-0.0011812+0.0049692i,-0.0038757-0.0080458i,0.0014773+0.0029527i,-0.0023425+0.0035043i,-0.00093688-9.7742e-06i,0.0047764+0.0015247i,-0.002618+0.00052134i,-0.0006522+0.0083418i,-0.0060787-0.0018697i,0.00089489+0.00020449i,-0.0014653+0.0016546i,0.0014081+0.0011764i,-0.0013058-0.010758i,0.0020745+0.0059738i,-0.0022784+0.0006009i,-0.0025268+0.0014304i,0.00068261+0.005325i,-0.0011483-0.0015607i,0.00086014-0.0029354i,-0.00033805-0.0044075i,0.0033741+0.002432i,0.0046713+0.0011337i,0.020386-0.0055693i,-0.022887+0.010614i,0.0010703+0.029303i,0.00091867+0.0043633i,0.0098539-0.0018449i,0.0016722-0.0020336i,-0.0039192+0.011029i
0.016368-0.0039142i,0.028844-0.036047i,-0.015145-0.031817i,-0.0094373-0.0025721i,-0.021071+0.0037304i,-0.025775+0.0010928i,-0.0094183-0.015818i,0.012589-0.036131i,-0.001529-0.013273i,-0.0027629-0.0073641i,-0.0018216+0.00041174i,-0.00054124+0.0021704i,0.00013969-4.7167e-05i,-0.00044972+1.6265e-05i,0.00035751+0.00031944i,-0.0033518-0.0038441i,5.9774e-05+0.0019729i,0.00086809+0.0038107i,0.00087825-0.00011791i,-0.00034126-0.00095926i,0.0009683-0.0014193i,0.00066365+0.0012954i,0.00016918-0.0014654i,0.00070566-0.0028602i,0.00077167-0.00046166i,0.00012625+0.00035322i,0.0016442+0.00013023i,0.00012267-0.00055625i,0.0011428-3.2484e-05i,-0.00040024+0.00010954i,-0.0019622-0.00061007i,-0.0009748-0.0015461i,-0.0010955-0.00059313i,0.00043599-0.00055113i,-0.0022633-0.0012873i,-0.0031393-0.0041344i,0.0012092-0.0013245i,-0.00020358-0.00057597i,-0.0015949-0.00071402i,-0.0026762+0.0032857i,0.00049611-0.0012817i,0.0008514-0.00093408i,-0.0023988-0.00042474i,0.0014774-0.0043082i,0.011915-0.0022822i,0.027892+0.0020802i,0.03575-0.01463i,0.011536-0.030769i,0.0042653-0.0057216i,0.0028651-0.029441i,0.023039-0.020996i,0.017255-0.018863i,0.012471-0.0059913i,0.018149+0.0054601i,-0.0029102-0.0020951i,0.002431+0.0083878i,-0.012555+0.007014i,-0.0031697-0.0023972i,0.0030322+0.002281i,0.0096762+0.0052052i,-0.00016724-0.00080587i,0.002796+0.0046189i,0.0022141+0.00075098i,0.0031533-0.0062734i,0.0004026-0.0029477i,0.0014075+0.0012756i,-0.0094831-0.0055583i,0.0020005+0.0049518i,-0.0075795-0.0062365i,0.0023322+0.0017174i,-0.00091147+0.0045108i,-0.00079744-4.2955e-06i,0.0044859-0.0026046i,-0.0026374+0.0010893i,0.0017655+0.0048886i,-0.004953+0.00053931i,0.00019094-0.0006492i,-0.0016554+0.0021749i,0.0010896+2.0041e-05i,-0.0062222-0.0096103i,0.0034555+0.0027808i,-0.0024375+0.00059773i,-0.0020645+0.002268i,0.0029023+0.0041846i,-0.00057322-0.0012831i,0.00048556-0.0022263i,-0.0010903-0.0042011i,0.0027974+0.0027872i,0.0043474+0.00056517i,0.01932-0.0078994i,-0.022942+0.016224i,0.0045085+0.026474i,-0.00061324+0.0014691i,0.0082108-0.0046508i,0.0016386-0.0015884i,-0.0019127+0.0093364i
0.014342-0.0066377i,0.023192-0.039717i,-0.019736-0.028397i,-0.010051-0.001843i,-0.019641+0.0067112i,-0.024674+0.0049306i,-0.012356-0.014089i,0.0063897-0.03814i,-0.0038905-0.013891i,-0.0044766-0.006444i,-0.0010753+0.00085643i,0.00099767+0.0018014i,0.00052245-0.00020414i,-0.00011523+0.0001784i,0.00061094-1.4503e-05i,-0.0034196-0.0028692i,0.00038796+0.0014211i,0.0022012+0.002791i,0.000978-0.00057994i,-0.00050333-0.00065603i,0.0002459-0.001485i,0.0012057+0.0012371i,-0.0001706-0.0012496i,-0.000185-0.0027501i,0.00073438-0.00076378i,0.00028351+0.00033116i,0.0012961-0.00053072i,-1.6667e-05-0.00063048i,0.00096707-0.00011628i,-0.00022918+0.00040045i,-0.0022786+0.00027426i,-0.0011422-0.0010218i,-0.0008883-7.6154e-05i,0.00025441-0.00082046i,-0.0027385-0.00045804i,-0.0037472-0.0030653i,0.00053496-0.0017421i,-0.0003596-0.00031687i,-0.0013021+0.00017958i,-0.0014853+0.0043286i,-9.9343e-05-0.0012075i,0.00045316-0.0011755i,-0.0016279+0.00070224i,0.00055128-0.0039459i,0.0097688-0.0045915i,0.024785-0.0030493i,0.031311-0.01936i,0.0040074-0.031662i,0.0045251-0.008691i,-0.0040638-0.02972i,0.020066-0.026639i,0.013856-0.024061i,0.013004-0.0075811i,0.017938-0.0016765i,-0.0047954-0.0011893i,0.0055382+0.0066223i,-0.0086587+0.011635i,-0.003801-0.001229i,0.0034917+0.0021411i,0.0095593+0.0021226i,-0.00092841-0.0011966i,0.0027355+0.005909i,0.0027463-0.00031243i,0.00044189-0.0062325i,-0.00098172-0.0026217i,0.0020184+6.2718e-05i,-0.0095441-0.0010258i,0.004378+0.003182i,-0.01045-0.0028901i,0.0019069+0.00057661i,0.0011441+0.0046801i,-0.0010432-1.0519e-05i,0.0018449-0.0055519i,-0.0023057+0.0016325i,0.0018049+0.0018463i,-0.0040402+0.0027978i,-0.00087772-0.00070976i,-0.0010865+0.0023044i,-3.2036e-06-0.00046367i,-0.0092058-0.0062973i,0.0027776+0.00062629i,-0.0024165+0.0005093i,-0.00094067+0.0024964i,0.0042934+0.0023012i,-0.00058416-0.0010298i,0.001065-0.001755i,-0.0020165-0.0034545i,0.0035825+0.0037203i,0.003822+0.00017775i,0.017309-0.01117i,-0.021115+0.022182i,0.0076128+0.023153i,-0.0040398-9.1503e-06i,0.0045557-0.0059495i,0.0021713-0.0016446i,-0.0017626+0.0073408i
0.012273-0.0084936i,0.017031-0.043035i,-0.02351-0.024297i,-0.010885-0.00091493i,-0.018344+0.0088364i,-0.023073+0.0085456i,-0.014704-0.011746i,0.00024728-0.038705i,-0.0065096-0.013789i,-0.0064458-0.0050841i,-0.00027042+0.00075025i,0.0016504+0.0013048i,0.00089576-0.00015711i,0.00031716+0.00020972i,0.00063795-0.00043388i,-0.0033444-0.0022242i,0.00076045+0.00037421i,0.002886+0.0017189i,0.0004951-0.0011161i,-0.00049011-0.0003562i,-0.00023997-0.0012892i,0.0018749+0.00069455i,-0.00028083-0.001163i,-0.00081267-0.0025596i,0.0003083-0.0011122i,0.00048462+0.00023146i,0.00089997-0.00088121i,-0.00015737-0.00047223i,0.00067657-0.0003763i,0.00014069+0.00065299i,-0.002086+0.0013112i,-0.0011748-0.00069081i,-0.00074545+0.00021141i,-8.7402e-05-0.000828i,-0.0024372+0.00084391i,-0.0038148-0.0019981i,-0.0003501-0.0015141i,-0.00046882-0.00010921i,-0.00094765+0.00016352i,-2.3665e-05+0.0046939i,-0.00033839-0.0010215i,8.3665e-05-0.0012283i,-0.00054685+0.00125i,0.00028673-0.0036239i,0.0082873-0.0060166i,0.021821-0.0059111i,0.02686-0.022859i,-0.0025786-0.030042i,0.0034879-0.011036i,-0.010933-0.027314i,0.015474-0.031873i,0.0097282-0.028105i,0.013188-0.0096534i,0.014647-0.0079035i,-0.0063161+0.0011204i,0.0072959+0.0038294i,-0.0037642+0.014005i,-0.0043613+0.00034429i,0.0042403+0.0021017i,0.0087986-0.00040902i,-0.0015176-0.0013449i,0.0038139+0.0072269i,0.0020576-0.0015338i,-0.0010031-0.0052962i,-0.0021925-0.0018586i,0.0019764-0.00081359i,-0.0076935+0.0019558i,0.0055169+0.00072865i,-0.0096234+0.0040065i,0.0012859+0.0007612i,0.0028939+0.0036448i,-0.0010581+0.00038655i,-0.0015376-0.0064583i,-0.0017517+0.0015301i,0.00034466+0.00042452i,-0.0028344+0.0040373i,-0.0016234+2.4901e-05i,-0.0007751+0.0029342i,-0.00062652-0.0002306i,-0.010466-0.0026297i,0.001825-0.00042669i,-0.0027386+0.00064528i,-7.9037e-05+0.0022376i,0.0047749-0.0001753i,-0.00012286-0.00083889i,0.0016338-0.0023222i,-0.0027994-0.003186i,0.0048203+0.0033065i,0.0036562+2.2684e-05i,0.014949-0.013444i,-0.017241+0.028757i,0.0096195+0.020229i,-0.0076606+0.00095479i,0.0014066-0.0042964i,0.002138-0.0023552i,-0.002391+0.0061408i
0.010525-0.010097i,0.0098592-0.045994i,-0.026474-0.020258i,-0.011618+0.0007207i,-0.017141+0.011572i,-0.020454+0.011699i,-0.016576-0.0091866i,-0.0061501-0.038853i,-0.0094103-0.013049i,-0.0095271-0.0038424i,0.00014554+0.0003614i,0.0021285+0.00047496i,0.0011838-0.0002567i,0.00088262-0.0003321i,0.00041964-0.00080404i,-0.003532-0.0017037i,0.0004134-0.0019236i,0.0031736+0.00069193i,-0.00029672-0.00089002i,-0.00022253-0.00021303i,-0.00063049-0.001015i,0.0019868-0.00021658i,-0.00062102-0.0011513i,-0.0011294-0.0024977i,-0.00013344-0.0012825i,0.00061367+4.1721e-05i,0.00040397-0.0011295i,-0.0001633-0.00028727i,0.00044129-0.00037021i,0.00078553+0.00064774i,-0.0014552+0.0021086i,-0.0011923-0.00022878i,-0.00027435+0.00040711i,-0.00027636-0.00080798i,-0.0014777+0.0012998i,-0.0036275-0.001132i,-0.00067261-0.00097878i,-0.00039139+0.00020939i,-0.0008756+0.00030148i,0.0015965+0.0042945i,-0.0005043-0.00084544i,-0.00030253-0.001247i,0.00052827+0.00089476i,0.00030657-0.0037843i,0.0065288-0.0076065i,0.020003-0.0083129i,0.022247-0.025591i,-0.0079428-0.026709i,0.002899-0.012471i,-0.016378-0.02234i,0.0096005-0.03624i,0.0054177-0.032088i,0.013234-0.013167i,0.0096425-0.011408i,-0.0061014+0.0046039i,0.0076023+0.00070372i,0.00072656+0.013872i,-0.0042809+0.0021832i,0.0054629+0.0014661i,0.0075304-0.0023268i,-0.0023607-0.0013918i,0.0066287+0.0076378i,0.0010669-0.0014358i,-0.0019667-0.0044833i,-0.002711-0.00071537i,0.0018852-0.0015341i,-0.0060645+0.0036974i,0.0054139-0.0021131i,-0.0065629+0.0053134i,0.0020488+0.0012848i,0.0038176+0.0022482i,-0.00089869+0.0003899i,-0.0049792-0.0054862i,-0.0019745+0.001534i,-0.00059867+0.0010162i,-0.0014959+0.0047987i,-0.0015293+0.00085945i,-0.00028065+0.0034065i,-0.00088118-3.1311e-05i,-0.010335+0.00064205i,0.0007146-0.00081598i,-0.0034858+0.0015448i,0.00010126+0.0019389i,0.0038864-0.002592i,-9.7035e-05-0.0016238i,0.0015446-0.0032508i,-0.0035826-0.002411i,0.0060149+0.0022535i,0.0037504-0.00031834i,0.012157-0.015269i,-0.0093879+0.032924i,0.011376+0.016814i,-0.010009+0.0038148i,5.9747e-05-0.0014848i,0.0013866-0.0023483i,-0.0031862+0.0055935i
