-0.024624-0.038274i,-0.01151-0.049128i,-0.018386-0.044947i,-0.030793-0.034948i,-0.029982-0.015669i,-0.050333-0.027086i,-0.057443-0.024407i,-0.044169-0.036795i,-0.027468-0.033282i,0.0075752+0.013541i,-0.0046216+0.014949i,-0.0046481+0.014177i,0.010588+0.021285i,0.00058331+0.0040045i,0.0034159+0.0036682i,0.0071643+0.01781i,0.031856+0.039081i,-0.0027533-0.00090415i,-0.0045941-0.0059291i,0.0077471+0.0011025i,-0.00030214-0.00072737i,-0.00061234+0.0018617i,0.00016892-0.00033382i,-0.029928-0.0038763i,-0.0015324-0.0062256i,0.0017845+0.0043372i,0.003072+0.00044473i,-0.00074131+0.00081826i,0.00065624-0.0005338i,-0.00060647-0.0026489i,-0.0018553-0.006166i,-0.0041972-0.0043518i,-0.0019525-0.0043601i,0.0024957-0.00051013i,0.0022423-0.0025097i,-0.00093276+0.024791i,0.0015751-0.0032157i,0.0027791+0.00067655i,0.0056195+0.0012842i,-0.011134-0.0033546i,-0.0034938+0.00035247i,0.0057903+0.0012741i,0.0056776-0.00034326i,-0.0030193+0.0049087i,0.0011586-0.0091842i,-0.011364+0.018225i,0.035642-0.090412i,0.01196-0.070248i,-0.015482-0.059326i,-0.016107-0.054988i,0.04001-0.045346i,0.016873-0.062004i,0.034338-0.054725i,0.029444-0.060193i,0.015999-0.01378i,0.0045363+0.016683i,0.017093-0.026194i,-0.010665+0.0060268i,-0.00055785+0.0057503i,-0.0047185-0.0016421i,-0.0023452-0.029618i,-0.02309+0.031825i,0.010468-0.011379i,-0.012242-0.0020603i,3.725e-05-0.0050906i,-0.0011015-0.015669i,-0.0069399+0.0043448i,0.0050184+0.0068588i,-0.0091677+0.031891i,0.0049901+0.0063572i,-0.0048205-0.00044085i,-0.0032962-0.00090624i,-0.012596-0.0067091i,-0.00070336-0.0045155i,-0.0071353-0.011232i,9.2427e-05-0.01039i,-0.009854-0.0019794i,-0.00661-0.0025283i,0.0070419+0.0030187i,-0.0081675+0.0015619i,0.00016921+0.00041164i,0.0064644+0.011741i,0.0038415+0.0017627i,-0.0098337-0.0102i,0.0029774+0.0079567i,-0.02159+0.0068685i,0.0079481+0.00055043i,-0.029116-0.0036722i,-0.041367+0.0029411i,0.022146-0.096423i,-0.0021488-0.01269i,-0.052468-0.023918i,-0.023419-0.0011087i,0.018186+0.011136i,-0.024257+0.013087i,-0.018186-0.012935i
0.013638-0.0098861i,0.043259-0.012989i,0.022374-0.026817i,0.01078-0.02133i,0.013219-0.039902i,-0.018858-0.022743i,-0.0087994-0.01453i,-0.0036863-0.027208i,0.0061856-0.017631i,0.0040908-0.0016826i,0.0016813-0.0047426i,-4.3756e-05-0.0051609i,-0.00081816-0.0056935i,-0.00097326-0.002759i,-0.00095568+0.00096343i,0.0013358-0.0026129i,-0.0031679+0.0016368i,-0.00035407+0.001138i,0.00019126+0.00028206i,0.00069225+0.0022543i,0.0014233+0.0018889i,0.0010285-0.0010965i,0.0019435+0.00045092i,-0.0013977+0.0029381i,-0.00086083+0.0003477i,-0.00052575+0.00052837i,-0.0013928+0.00011707i,-0.00057471+0.00045007i,8.3201e-05+0.00010055i,-0.00029004-0.00037424i,0.0021407-0.0019267i,0.001568+3.8013e-05i,0.00045765-0.00070209i,0.00066076-0.0010966i,0.00083518+0.00058452i,0.006848+0.0042979i,4.9193e-05+9.303e-05i,-0.00043012+0.00043698i,-0.0003103-0.00053733i,0.00035952+0.00049912i,0.00092155+0.00059186i,0.00083371+0.00061034i,0.00039531-0.0026422i,-0.00022645-0.0029215i,0.018713+0.0039599i,0.028502+0.039833i,0.035531+0.039358i,0.046315+0.028211i,0.015647-0.00091894i,0.035679-0.0001441i,0.035507+0.012185i,0.01308+0.0079443i,0.029588+0.02228i,-0.0035084+0.032174i,0.0064885-0.0047316i,0.0043172-0.0033442i,0.0066511-0.0039248i,0.0078258+0.0039125i,0.0038079+0.0071567i,-0.0063651+0.0051498i,-0.0037234-0.0057367i,0.0036968+0.013579i,-0.0037502+0.00057869i,-0.00010119+0.0050936i,-0.00050413+0.0014462i,0.0027447-0.0032056i,0.006648-0.00018935i,-0.0026728-0.00074544i,0.0043748-0.0020225i,-0.0052796-0.00063463i,-0.0020007+0.00047758i,0.00033144-3.2287e-06i,-0.0048156-0.0028054i,-0.0041822-0.0021658i,-0.0073082-0.0095791i,0.0033708-0.001762i,-0.004909+0.0010462i,-0.0017141+0.0011622i,-0.0040792+0.0029263i,0.0074699+0.000697i,-0.0065455-0.0014078i,-0.0042409-0.0071773i,-0.0027206-0.0012981i,-0.0058579-0.0011647i,0.0039896-0.0033506i,0.0058812+0.00089374i,0.0032781-0.0014273i,0.0055436+0.0084178i,0.0058786+0.0055304i,0.041583+0.02577i,-0.031723-0.0046003i,-0.036908+0.018847i,-0.0094751+0.019802i,0.0023028+0.0023136i,0.0097377-0.0044689i,-0.011257+5.2108e-05i
0.011128-0.011732i,0.039912-0.020151i,0.017071-0.029953i,0.0068511-0.021921i,0.0050517-0.041566i,-0.021127-0.018813i,-0.011661-0.013562i,-0.0080047-0.025523i,0.0029841-0.017882i,0.0036222-0.0026637i,0.00035986-0.0052904i,-0.00116-0.0044681i,-0.0024876-0.0047859i,-0.0015182-0.0021292i,-0.00051899+0.0010539i,0.0010699-0.0028657i,-0.0020928+0.0023255i,-0.00040375+0.0011979i,7.4169e-05+0.00026195i,0.0013736+0.0019383i,0.0021312+0.0015689i,0.00080741-0.0011952i,0.0019238-0.00013665i,0.00029254+0.002957i,-0.00048939+0.00066142i,-0.00016529+0.00050007i,-0.0011544+0.00091245i,-0.00037015+0.00069818i,8.5056e-05+3.0963e-05i,-0.00013244+3.4668e-05i,0.0011456-0.0026223i,0.0015567-0.00046337i,0.00027199-0.00076453i,3.4412e-05-0.0010932i,0.0014144+0.00032552i,0.0084429-0.0031024i,-2.6739e-05+0.0001943i,0.002258-0.0092505i,-1.3585e-05+1.7038e-05i,0.00049807-7.2526e-05i,0.0011154+0.00035143i,0.00093166+0.00014894i,-0.00038056-0.0021885i,0.00034557-0.0024767i,0.019263+0.0013849i,0.034312+0.035064i,0.040234+0.032758i,0.049471+0.019784i,0.012805-0.00034658i,0.036063-0.0061546i,0.037495+0.0057732i,0.01517+0.0022065i,0.029813+0.011554i,0.0035765+0.029072i,0.0043003-0.0057733i,0.00059167-0.0034947i,0.0042435-0.0064665i,0.0069729+0.001118i,0.005536+0.0055783i,-0.0031606+0.0074824i,-0.0044937-0.0027783i,0.0056744+0.011304i,-0.0037499+0.0012637i,0.0026084+0.0056434i,0.00039169+0.0016984i,0.00044041-0.0035573i,0.0077448-0.0041716i,-0.0029125-0.00032475i,0.0037327-0.0039649i,-0.0057479+0.0021924i,-0.0019101-0.00024137i,6.2023e-05-0.00057016i,-0.0045735+5.4939e-05i,-0.0041053-0.0008342i,-0.0090616-0.0058377i,0.0019188-0.0027902i,-0.0040039+0.0028145i,-0.0018197+0.00074344i,-0.0025824+0.0040824i,0.0085776-0.0024019i,-0.0064986+0.0010549i,-0.007002-0.0056876i,-0.0023506-0.00085573i,-0.0051851+0.0011056i,0.0015948-0.0039032i,0.0062184-0.0017968i,0.0028904-0.0022315i,0.0074265+0.0058553i,0.0050807+0.0050295i,0.042171+0.016702i,-0.030971+0.0021628i,-0.034549+0.026811i,-0.0062564+0.018066i,0.0038468+0.0050002i,0.0069898-0.0058515i,-0.012813+0.0022904i
0.009224-0.01324i,0.03497-0.0267i,0.01142-0.031588i,0.0034637-0.021751i,-0.0034378-0.04155i,-0.022836-0.015145i,-0.014185-0.011921i,-0.011533-0.023504i,-0.00029334-0.017959i,0.0029201-0.0034037i,-0.0013499-0.0052092i,-0.0019604-0.0035984i,-0.0036882-0.003329i,-0.0017169-0.0014428i,-0.00033594+0.0010151i,0.00084725-0.0029969i,-0.00083954+0.0025921i,-0.00034206+0.00145i,5.0445e-05+0.00045847i,0.0018447+0.0011958i,0.0027854+0.00060213i,0.00051769-0.0014511i,0.001737-0.00078033i,0.0015211+0.001968i,4.8946e-05+0.00062173i,5.114e-05+0.00031131i,-0.00055057+0.0013721i,-0.00020228+0.00084362i,0.00037487+7.6907e-05i,6.5387e-05+0.00014901i,0.00012186-0.0029502i,0.0014291-0.00097148i,-0.00015457-0.00080734i,-0.00034837-0.00089728i,0.0017379-0.00061017i,0.004917-0.0045083i,0.00022176+0.00030587i,0.00071738+0.0023129i,0.00032097-0.00011832i,0.00025996-0.0005594i,0.0013198-1.8885e-05i,0.00078148-0.00031072i,-0.00070047-0.0016401i,0.00037474-0.0028602i,0.019402-0.0016751i,0.040776+0.028221i,0.044133+0.025531i,0.050342+0.011386i,0.011639+0.00063142i,0.035832-0.012373i,0.03791-9.2037e-05i,0.015961-0.0032241i,0.027044+0.0043699i,0.0089526+0.026319i,0.0018366-0.0058705i,-0.002164-0.0016306i,0.00049478-0.0078944i,0.0052512-0.00068921i,0.0062329+0.0035378i,7.8395e-05+0.0081952i,-0.0036063-0.00076483i,0.0066102+0.0083942i,-0.0036129+0.0034456i,0.0054772+0.0047304i,0.0010058+0.0013027i,-0.0011443-0.0026668i,0.0066015-0.0070936i,-0.0027827+0.00021424i,0.0028224-0.0048096i,-0.0026611+0.0045471i,-0.0024292-0.000379i,-0.00036166-0.00059663i,-0.003219+0.0017573i,-0.00339+0.00039207i,-0.0095596-0.0024974i,0.00096448-0.0031828i,-0.0024697+0.003488i,-0.001916+0.0012119i,-0.00046541+0.0039343i,0.0079157-0.0061864i,-0.0053113+0.0032427i,-0.0082289-0.0026052i,-0.0023755-0.00067246i,-0.0039543+0.0021286i,0.00028358-0.0032859i,0.0048944-0.0039511i,0.0029028-0.0027822i,0.0070289+0.0023468i,0.0046461+0.0048587i,0.042282+0.0097794i,-0.028138+0.007646i,-0.028859+0.034014i,-0.0043678+0.016611i,0.0068436+0.0052338i,0.0044236-0.0052295i,-0.012652+0.0049104i
0.0070237-0.015002i,0.029008-0.031482i,0.0061394-0.03256i,0.00077872-0.021728i,-0.011512-0.039326i,-0.024105-0.011383i,-0.016538-0.0096958i,-0.014673-0.021228i,-0.0030191-0.01713i,0.002017-0.0038785i,-0.0028633-0.0040324i,-0.0022523-0.002864i,-0.0039847-0.001607i,-0.0018942-0.0010196i,-0.00013679+0.0012179i,0.00040018-0.003202i,-4.362e-05+0.0022042i,4.5786e-05+0.0018363i,0.00038191+0.00077031i,0.001937+0.00035203i,0.0027862-0.00051314i,-0.0001052-0.001615i,0.0012748-0.0012012i,0.002429+0.00017697i,0.00015184+0.00046349i,-3.2011e-05+0.00017663i,7.3454e-05+0.0014463i,0.00013701+0.00093351i,0.00046414-4.8046e-05i,0.0002158+0.00014653i,-0.0009425-0.0028206i,0.001086-0.001447i,-0.00038111-0.00059919i,-0.00055093-0.00067695i,0.0013481-0.0017462i,0.0034713-0.005628i,0.00050163+0.00011433i,0.0020651+0.0018564i,0.00027957-0.00023299i,-0.00026733-0.00087859i,0.0012441-0.00020429i,0.00036214-0.00042991i,-0.00093448-0.0011292i,-3.9805e-05-0.0028783i,0.019189-0.0050189i,0.045382+0.018654i,0.047151+0.017582i,0.051362+0.0032481i,0.012226+0.002201i,0.034141-0.019522i,0.037661-0.0064058i,0.015287-0.0089973i,0.024815-0.00088166i,0.014855+0.022213i,4.4621e-05-0.0050106i,-0.0033347+0.0010154i,-0.003867-0.007877i,0.0037241-0.0015865i,0.0061187+0.001945i,0.0029739+0.0077055i,-0.0026102+0.00028707i,0.0060675+0.00562i,-0.00099296+0.0054986i,0.00811+0.0023314i,0.0015468+0.00098848i,-0.0019165-0.001471i,0.0044709-0.010029i,-0.0026577+0.0005998i,0.0020325-0.0061222i,-0.00028948+0.0035371i,-0.0033559+0.0002149i,-0.00046484-0.000495i,-0.0017556+0.0029585i,-0.0025429+0.00097689i,-0.0088824+0.0008877i,-0.00019348-0.003747i,-0.00075719+0.0033555i,-0.001631+0.0012677i,0.00077865+0.0026868i,0.0053334-0.0097914i,-0.0030714+0.0046538i,-0.0075455+0.00012867i,-0.0025974-0.00038961i,-0.0031917+0.0029777i,-0.00037231-0.0026398i,0.0029576-0.0048178i,0.0027078-0.0037013i,0.0052881+0.00096281i,0.0052443+0.0050482i,0.041854+0.0027715i,-0.02462+0.0095115i,-0.020542+0.037927i,-0.0021473+0.016129i,0.0083946+0.0045069i,0.0034288-0.0035269i,-0.011672+0.0069594i
0.0041455-0.01661i,0.022816-0.034588i,0.00048193-0.032905i,-0.0022442-0.021872i,-0.017883-0.035745i,-0.024905-0.0076013i,-0.018286-0.0067284i,-0.017314-0.018717i,-0.0050556-0.016113i,0.00092571-0.0039453i,-0.0032687-0.0025077i,-0.0026359-0.0022483i,-0.003647-0.00023613i,-0.002308-0.00037932i,0.00045679+0.0014412i,-0.00033654-0.0032538i,0.00036704+0.0020662i,0.00091262+0.001976i,0.00074339+0.00056454i,0.0015977-0.00039416i,0.0023495-0.0014277i,-0.00061512-0.0015653i,0.00089419-0.0014408i,0.0017368-0.0014588i,0.00081586+0.00028143i,-0.00017406+0.00012196i,0.00063364+0.0013291i,0.00055455+0.00090523i,0.00028984-0.00021328i,0.00030483+4.3552e-05i,-0.0017593-0.0023227i,0.00047462-0.0016513i,-0.00063864-0.00044288i,-0.00068478-0.00039594i,4.7616e-05-0.0022585i,0.0027422-0.0064627i,0.00044856-0.00024338i,0.0020808+1.5641e-05i,0.00043112-0.00027211i,-0.00093794-0.00086415i,0.0012254-0.00051079i,0.00016761-0.00029922i,-0.0010264-0.0005921i,-0.00036782-0.0026793i,0.018885-0.0086324i,0.046618+0.0082543i,0.048635+0.00911i,0.051702-0.0055448i,0.014838+0.0031669i,0.03036-0.026516i,0.036278-0.012461i,0.01244-0.01415i,0.021515-0.0042338i,0.019062+0.015983i,-0.00065712-0.0047216i,-0.0028412+0.0041117i,-0.0086058-0.0055555i,0.0020325-0.0021536i,0.0057965+0.00057025i,0.0054844+0.0058074i,-0.0015594+0.00067209i,0.0047096+0.0040392i,0.0023382+0.0045557i,0.0088995-0.0014478i,0.002116+0.00032543i,-0.0018921+0.00019632i,0.00057804-0.012553i,-0.0029145+0.0014604i,0.00026226-0.0065926i,2.6799e-05+0.0030368i,-0.0036739+0.0016157i,-0.00057-0.0004794i,0.0010182+0.0035424i,-0.0018859+0.00066542i,-0.0067441+0.0035501i,-0.0021886-0.0037935i,0.00032502+0.0022932i,-0.0014038+0.0014477i,0.00094021+0.001458i,0.0011975-0.012191i,-0.00075666+0.0047459i,-0.0059685+0.001684i,-0.002554+1.477e-05i,-0.0021479+0.004394i,-0.0012019-0.0020423i,0.001318-0.0051858i,0.0015782-0.0044891i,0.0040242+0.0005515i,0.0062437+0.0041041i,0.040138-0.0039242i,-0.024895+0.0095114i,-0.013142+0.038304i,0.00079666+0.01439i,0.010169+0.0034788i,0.0036412-0.0024286i,-0.0099315+0.0084656i
0.0011757-0.017518i,0.016987-0.036733i,-0.0048715-0.032014i,-0.0055324-0.021387i,-0.02396-0.031692i,-0.025134-0.0039411i,-0.01906-0.0035645i,-0.019613-0.016179i,-0.0069096-0.015466i,0.00040887-0.0035688i,-0.003142-0.0013548i,-0.0028929-0.0013703i,-0.0032299+0.00083904i,-0.0021454+0.00060756i,0.0011081+0.0011081i,-0.0010362-0.002823i,0.00084694+0.0021062i,0.0017658+0.0014575i,0.00082224+0.00040036i,0.001161-0.00066525i,0.0016569-0.0021783i,-0.0011428-0.0014261i,0.00034741-0.0017074i,0.00071318-0.0023614i,0.00038588-0.00039191i,-0.00031393+0.00037153i,0.0012227+0.0010532i,0.00083946+0.00055389i,0.00014592-0.00018554i,0.00025112-5.5177e-05i,-0.0024943-0.0015577i,-0.00020407-0.001629i,-0.00074118+7.3934e-05i,-0.00060678-0.00013173i,-0.0006721-0.0018169i,0.00015177-0.0076905i,0.00031295-0.00018167i,0.0014304-0.00046705i,0.00062679-0.00060724i,-0.0015197-0.00045646i,0.00086036-0.00099396i,0.00013666-0.0003123i,-0.00082309-5.5859e-05i,-0.00076195-0.0027108i,0.017349-0.013139i,0.045204-0.0018004i,0.048497+0.00077095i,0.0496-0.015415i,0.01914+0.00087116i,0.024473-0.03218i,0.033834-0.017863i,0.0089718-0.01741i,0.019187-0.005187i,0.020906+0.0089003i,-0.0019413-0.0045819i,2.1162e-05+0.0062556i,-0.011452-0.00094642i,0.00039714-0.0020888i,0.0050357-0.00058414i,0.0049718+0.0023865i,-0.00087903+0.00035132i,0.0039773+0.0033383i,0.0030094+0.0026854i,0.0075195-0.0048689i,0.0022919-0.0009285i,-0.00029131+0.0013654i,-0.0056305-0.011049i,-0.0024297+0.0030396i,-0.0011787-0.0060572i,0.0015363+0.0029976i,-0.0033432+0.0032148i,-0.00070103-0.00035022i,0.0038788+0.0006574i,-0.0018942+0.00031872i,-0.0037047+0.0042979i,-0.0043486-0.0026074i,0.00038747+0.0012065i,-0.0014806+0.0015811i,0.001009+0.00045578i,-0.0037913-0.012708i,0.0014286+0.0038685i,-0.0049279+0.0022769i,-0.0027654+0.00048882i,0.00052231+0.0051276i,-0.0012954-0.00083018i,-0.00036377-0.0044578i,0.0002951-0.0046169i,0.0026343+0.00064654i,0.0064981+0.0032176i,0.037512-0.0092152i,-0.026726+0.012766i,-0.0066288+0.037974i,0.0022664+0.010972i,0.01143+0.00045201i,0.0041674-0.0023476i,-0.0077072+0.0088448i
-0.0020644-0.018163i,0.011313-0.038199i,-0.0097988-0.030443i,-0.0083986-0.020322i,-0.028992-0.026104i,-0.025033-0.00038753i,-0.019225-0.00064666i,-0.021744-0.013382i,-0.0090118-0.015216i,0.0002127-0.0034295i,-0.0028211-0.00043527i,-0.002823-0.00042055i,-0.002371+0.0018172i,-0.0014949+0.0013163i,0.0014313+0.00064839i,-0.0013395-0.0022973i,0.0014365+0.0020814i,0.0021811+0.00057231i,0.00097262+0.00029318i,0.00091623-0.00075868i,0.00071127-0.0026353i,-0.0017259-0.00086558i,-0.00020573-0.0015489i,-0.00027722-0.0024796i,0.00011463-0.00044254i,-0.00014147+0.00068892i,0.0014731+0.0004036i,0.00095019+0.00021713i,0.00016574-0.00012571i,0.00019713+4.4662e-05i,-0.0028159-0.00065325i,-0.00070219-0.0012338i,-0.00043938+0.00044096i,-0.000514+3.2112e-05i,-0.0010682-0.0014734i,-0.0020016-0.0064698i,0.00044242-0.00024541i,0.0011371-0.00054063i,0.00018134-0.00093543i,-0.0018714+0.00035355i,0.00022274-0.00109i,4.6582e-05-0.00033886i,-0.00047718+0.00029468i,-0.0013868-0.0023355i,0.013778-0.017i,0.041514-0.010303i,0.046867-0.0071528i,0.044237-0.02385i,0.021329-0.004257i,0.017816-0.036042i,0.03126-0.022815i,0.0057469-0.019962i,0.019092-0.005879i,0.021278+0.0024956i,-0.0037866-0.0040068i,0.0032882+0.0059729i,-0.011556+0.0048037i,-0.00093758-0.0014469i,0.0043424-0.0011389i,0.0029557+0.0042886i,-0.00078838+3.0329e-05i,0.0026557+0.0030172i,0.0034763+0.0021542i,0.0044857-0.0072115i,0.0014368-0.0021797i,0.0011088+0.00087777i,-0.0086864-0.0063958i,-0.00049444+0.0039596i,4.7109e-05-0.0089471i,0.0026105+0.0014626i,-0.0015836+0.0045659i,-0.00070505-0.00038374i,0.003462-0.002751i,-0.0023022+0.00051661i,-0.0017687+0.0031489i,-0.0055248-0.00039476i,4.8021e-05+0.00050924i,-0.0015263+0.0020159i,0.00047171-0.00055592i,-0.0091305-0.010335i,0.0024164+0.0016515i,-0.0041984+0.0027915i,-0.0027947+0.0015773i,0.0024485+0.0041221i,-0.00060818-0.00027918i,-0.00066049-0.002995i,-0.00075264-0.0042243i,0.0015219+0.0014516i,0.00676+0.0021258i,0.036058-0.013909i,-0.027081+0.017799i,-0.0010675+0.035597i,0.0020492+0.0074714i,0.010435-0.0030158i,0.0041034-0.0024522i,-0.0063845+0.0077083i
-0.005901-0.018053i,0.0057262-0.03888i,-0.014485-0.028182i,-0.011187-0.01925i,-0.032248-0.019872i,-0.024438+0.0030592i,-0.019062+0.0021251i,-0.023406-0.010091i,-0.011449-0.014408i,-0.00031535-0.0035041i,-0.0022227+0.00024125i,-0.0023353+0.00028344i,-0.0012249+0.0023485i,-0.00081237+0.001566i,0.0017086+0.00018242i,-0.0015266-0.001936i,0.0013816+0.001906i,0.0022715-0.00021301i,0.0010817-7.1029e-05i,0.00076182-0.00096495i,-0.00044244-0.002536i,-0.0018011-0.00010328i,-0.00054722-0.001285i,-0.0010558-0.0021902i,-2.8721e-05-0.00035824i,0.00015995+0.00077036i,0.0012957-0.00020506i,0.0009712-3.6952e-05i,8.3528e-05-0.0001252i,0.00020587+9.1737e-05i,-0.0028915+0.00041981i,-0.00081423-0.00085286i,5.8027e-05+0.00055064i,-0.00043818+0.00011482i,-0.001539-0.00097401i,-0.0029435-0.0049756i,0.00032192-0.00045026i,0.0011367-0.00085843i,-0.00020679-0.00051442i,-0.0018155+0.0011565i,-0.0003109-0.0008305i,-8.9462e-05-0.00036012i,2.7282e-05+0.00044408i,-0.0015636-0.0016115i,0.0097296-0.019352i,0.036295-0.016376i,0.043953-0.014104i,0.037567-0.029956i,0.020977-0.0090836i,0.010439-0.038286i,0.028385-0.028234i,0.0017466-0.021892i,0.019965-0.0078602i,0.019924-0.0042647i,-0.0056137-0.0026338i,0.0055004+0.0039842i,-0.0085404+0.0097336i,-0.0017027-0.00060624i,0.0034795-0.0014745i,0.0055432+0.004595i,-0.00093061+0.00019476i,0.0020926+0.0040876i,0.0042726+0.0008128i,0.001146-0.0074325i,0.0003964-0.0024814i,0.0017189-3.6109e-05i,-0.0089286-0.0022911i,0.0015413+0.0035505i,-0.0034469-0.015443i,0.0019913+5.247e-05i,0.00016804+0.0047173i,-0.0010369-0.00038198i,0.0010097-0.0052403i,-0.002713+0.00095588i,-0.0010917+0.0017445i,-0.0040223+0.0014925i,-0.00064867+0.00038235i,-0.0013981+0.0020168i,-0.00071848-0.00060626i,-0.012067-0.0055442i,0.001901-3.3164e-05i,-0.0036925+0.0030309i,-0.0018636+0.0023572i,0.0036893+0.0025727i,-0.00033672+2.7246e-05i,9.3366e-05-0.0026954i,-0.0013949-0.0038446i,0.0023459+0.0030405i,0.006783+0.0012461i,0.032915-0.01979i,-0.025922+0.023625i,0.0024692+0.032275i,-0.00011173+0.0049878i,0.0073761-0.0050275i,0.0043033-0.0029486i,-0.0067126+0.0069445i
-0.0094236-0.016676i,0.00036633-0.039168i,-0.01837-0.024942i,-0.013955-0.01774i,-0.034249-0.013935i,-0.023344+0.0065671i,-0.018359+0.0049509i,-0.024498-0.0067001i,-0.014096-0.013143i,-0.00072802-0.0032195i,-0.0015305+0.00041181i,-0.0017848+0.00083464i,-2.5773e-05+0.0025101i,-0.00020333+0.0016852i,0.0017142-0.00050901i,-0.0015957-0.0017341i,0.0019353+0.0012818i,0.0019733-0.00095541i,0.000921-0.00053449i,0.00053519-0.0010434i,-0.0012503-0.0020825i,-0.0014057+0.00046042i,-0.00072615-0.001146i,-0.0013963-0.0017081i,-0.0002181-0.00045971i,0.00048545+0.00067711i,0.0010278-0.00055659i,0.0009014-0.00018194i,2.3673e-05-0.00016177i,0.00037809+0.0002114i,-0.0026331+0.0014456i,-0.00088801-0.00057288i,0.00027818+0.00035043i,-0.00039544+0.00027479i,-0.0016695-0.00024276i,-0.0027937-0.0034889i,8.3066e-05-0.00050156i,2.0572e-05-0.0010964i,0.00020887-0.00028176i,-0.00123+0.0017846i,-0.00042247-0.00091584i,-4.3874e-05-0.00027162i,0.00048947+0.00018565i,-0.0012837-0.0011725i,0.0058277-0.020878i,0.031888-0.019965i,0.0403-0.01992i,0.030612-0.033739i,0.019132-0.013171i,0.0028671-0.038222i,0.024397-0.033282i,-0.0017763-0.022458i,0.020781-0.01082i,0.016214-0.0095346i,-0.0070846-0.00017599i,0.0061708+0.0013192i,-0.0040208+0.012682i,-0.0024163+0.00044091i,0.0028663-0.0012921i,0.0079916+0.0031182i,-0.00078868+0.0002308i,0.0027177+0.0058396i,0.0038206-0.00080955i,-0.0010835-0.0063435i,-0.00062342-0.0023812i,0.0017209-0.00085532i,-0.007632+0.00073676i,0.0029733+0.002332i,-0.0046039+0.0074912i,0.0011957+9.3538e-06i,0.0018745+0.0040304i,-0.0012462+3.7273e-05i,-0.0021637-0.0058945i,-0.0025298+0.001588i,-0.0014431+0.0011193i,-0.0037474+0.0024808i,-0.0010054+0.00099749i,-0.0015695+0.0021629i,-0.0012821+2.6948e-06i,-0.012099-0.0010292i,0.00074964-0.00075712i,-0.0034244+0.0036302i,-0.00099524+0.0024736i,0.0047527+0.00098194i,0.00017636-0.00023558i,0.0005175-0.0032987i,-0.0021461-0.0041105i,0.00371+0.0028476i,0.0069494+0.00054828i,0.028749-0.024284i,-0.022493+0.030728i,0.0050419+0.031798i,-0.0030056+0.0047037i,0.0040436-0.0044293i,0.0035835-0.003783i,-0.0072129+0.0070498i
-0.012084-0.014746i,-0.0053774-0.0396i,-0.021511-0.021761i,-0.016486-0.015759i,-0.035527-0.0075096i,-0.021378+0.0097141i,-0.017072+0.0075826i,-0.025355-0.0033165i,-0.016638-0.011256i,-0.00098477-0.0032476i,-0.0011989+0.00031107i,-0.00098715+0.0010821i,0.0011644+0.0021789i,0.00056728+0.0014772i,0.00132-0.0011274i,-0.0018306-0.0016704i,0.0026793-0.00013855i,0.0013799-0.0013539i,0.00064554-0.00078832i,0.00044352-0.0011288i,-0.0017905-0.0014169i,-0.0010564+0.00073513i,-0.0010819-0.0010702i,-0.0013551-0.0015187i,-0.00050195-0.00036355i,0.00076272+0.00050563i,0.00062686-0.00083266i,0.00087014-0.00036396i,-9.8034e-05-8.4978e-05i,0.00076084+0.00014073i,-0.0019498+0.0022662i,-0.0010422-0.00022908i,0.00042522+0.00016052i,-0.00023896+0.00037924i,-0.0012235+0.00030273i,-0.0028316-0.0028264i,2.9978e-05-0.00034308i,-1.4657e-07-0.00071457i,0.00028088-0.00061131i,-0.00050087+0.0020065i,-0.00083619-0.00045688i,-7.1034e-05-0.00046233i,0.00059692-0.00043614i,-0.0010126-0.001128i,0.0014121-0.021956i,0.028835-0.023747i,0.036157-0.025068i,0.023677-0.035766i,0.017486-0.015842i,-0.0040089-0.036037i,0.019302-0.038084i,-0.0044525-0.023084i,0.021318-0.015432i,0.011677-0.012406i,-0.0069374+0.0034964i,0.0056478-0.0012901i,0.00029326+0.01275i,-0.002539+0.0018412i,0.0030307-0.0012059i,0.0093816-0.00016575i,-0.00083852+0.00010438i,0.0054967+0.0066392i,0.0027721-0.0012117i,-0.0023192-0.0049618i,-0.0014361-0.0018848i,0.0017237-0.0015399i,-0.0066199+0.0026332i,0.003724+0.00063174i,-0.0043952+0.00364i,0.0014393+0.00046236i,0.0029204+0.0028847i,-0.0011654+0.00025091i,-0.0050214-0.0043682i,-0.0023792+0.0020964i,-0.0014344+0.0014065i,-0.0028281+0.0034503i,-0.00065687+0.0015495i,-0.0013955+0.0031866i,-0.0011953+0.0004501i,-0.011092+0.0024311i,-0.00026322-0.00081488i,-0.0028265+0.0047582i,-0.00066504+0.0026957i,0.0050738-0.0028255i,0.0003908-0.0008579i,8.2595e-05-0.0042935i,-0.0032451-0.0034992i,0.004592+0.0019557i,0.0073325-0.00045041i,0.024361-0.027386i,-0.014692+0.036493i,0.010172+0.030139i,-0.0048578+0.0059165i,0.0022142-0.0024015i,0.0024051-0.0037418i,-0.0075155+0.0075103i
