-0.022757-0.018439i,-0.032576-0.032376i,-0.022473-0.019805i,-0.03257-0.020904i,-0.023842+0.0043244i,-0.028739-0.017562i,-0.058367-0.043989i,-0.041107-0.041048i,-0.03149-0.020291i,0.0048932+0.0046834i,-0.0035993+0.0065745i,-0.011254+0.010532i,0.003918+0.0068162i,-0.0040351-0.0027386i,0.0028564+0.0017188i,0.0041068+0.02854i,0.026799+0.023665i,-0.00012235+0.00021827i,-0.0031784-0.0028138i,0.0081148+0.004528i,0.0019653+0.00054603i,-4.7913e-05+0.0026781i,-0.00059065+0.00042733i,-0.030875-0.0015018i,-0.0035686-0.0044432i,-0.0001391+0.0025185i,0.0049309-0.00086494i,0.00033628-0.00048201i,-0.00036245-0.00051474i,-0.0011603-0.0017753i,-0.002087-0.00062767i,-0.0039599-0.0040502i,-0.0030478-0.0049262i,0.00027964-0.0011815i,0.00015965-0.002768i,-0.0020804+0.025884i,0.0022152-0.0031707i,0.0023269-0.0037363i,0.0038866-0.0025993i,-0.0082816-0.00077543i,0.00051886+0.0012653i,0.014009-0.011408i,-0.0023356-0.00027561i,-0.0032783+0.0011432i,-0.0096486-0.0031696i,-0.019017+0.021471i,-0.0083481-0.086401i,-0.0031666-0.060998i,-0.020852-0.052023i,-0.010458-0.045815i,0.053893-0.025623i,0.024103-0.067162i,0.041014-0.05285i,0.018957-0.039409i,0.024748-0.020626i,0.012125+0.011607i,0.026714-0.027448i,-0.010375+0.00052816i,-0.00045408-0.00081588i,-0.007064-0.0014859i,-0.0053773-0.029079i,-0.020987+0.026774i,0.0069886-0.0098722i,-0.011228-0.0026472i,-0.0023161-0.0016765i,-0.00064023-0.014992i,-0.007411+0.0047927i,0.0054758+0.010213i,-0.0093131+0.031583i,0.0071444+0.0082352i,-0.0036972-0.0018265i,-0.0025189-0.0014414i,-0.012314-0.0053766i,0.00023233-0.0037069i,-0.032433+0.0038164i,0.0026678-0.0087904i,-0.007221-0.0016363i,-0.0053595-0.0029351i,0.0069696+0.001799i,-0.010841+0.0010071i,0.0022487-0.00039137i,0.0061995+0.007627i,0.0056337+0.0010677i,-0.0081147-0.0094642i,0.0023288+0.0078961i,-0.018234+0.0066772i,0.0031368+0.0064089i,-0.021483-0.0084823i,-0.027378-0.005271i,0.0090537-0.060562i,0.018454-0.015255i,-0.050988-0.028629i,-0.025231+0.0023709i,0.018751+0.010417i,-0.027848+0.012304i,-0.012304-0.0080801i
0.0018464-0.0071025i,0.0067889-0.031055i,-0.015081-0.016302i,-0.010408-0.014777i,-0.011191-0.016162i,-0.01076-0.012139i,0.013957-0.014285i,0.012728-0.016765i,-0.0061138-0.0068802i,0.0043615+0.00029509i,0.00019348+0.00056125i,-0.00074659+0.00048461i,0.0012282-0.00070068i,0.00072712-0.0007084i,-0.001203-0.0015798i,0.0028271-0.0047054i,-0.0030305+0.00079525i,-0.00062981+0.00028179i,0.00019254-0.00039338i,-2.3999e-05+0.0012412i,-8.9882e-05+0.0012542i,-0.00045771-0.00010234i,0.0012003+0.00063653i,-0.0027292+0.0030738i,2.6603e-05+0.00044532i,5.1301e-05+0.00020206i,-0.00068885+0.00038916i,4.6441e-05+0.00025408i,0.00021053+7.0516e-05i,0.00035844-0.00025937i,0.00041626-0.00015208i,0.00097919+0.00023754i,0.00022507-8.6042e-05i,-4.369e-05-0.00067072i,0.00032068+0.00056794i,0.0084048-9.288e-05i,0.00026274-0.00010891i,0.0010996+0.00031686i,0.00011267-0.00061328i,0.00061298-0.0011284i,0.00041073+0.00065481i,2.4678e-05-0.00021857i,-0.00026831-0.0006373i,-0.00073175+0.0009428i,-0.0078147-0.007796i,0.00066991+0.021519i,0.029181-0.00068037i,0.030809-0.0038439i,0.0076368-0.016527i,0.030141+0.0074598i,0.022442+0.02936i,0.026592+0.019387i,0.017621+0.033545i,-0.023044+0.013948i,-0.00035489-0.0080948i,0.0023083-0.0054849i,0.0058241-0.0063161i,0.0095139+0.0015943i,0.0029343+0.0053237i,-0.0062706+0.0070164i,-0.0021225-0.0054046i,0.0037575+0.009662i,-0.0039306-0.0013865i,0.00064615+0.0032362i,-0.00010804+0.00055281i,0.0017802-0.0033613i,0.0067682-0.0015862i,-0.0028457-0.00044689i,0.0043457-0.00064089i,-0.0063824-0.00036782i,-0.0017058+0.00023563i,3.4019e-05+0.00015658i,-0.0044784-0.002257i,-0.002891-0.0020932i,-0.01135-0.010196i,0.0026406-0.0018076i,-0.0042955+1.432e-05i,-0.0015421+0.0014475i,-0.0051798+0.0025322i,0.0050684+0.0015168i,-0.0081229-0.0016272i,-0.0022829-0.0063265i,-0.002541-0.0014671i,-0.0058542-0.0011252i,0.0061059-0.0035031i,0.0042107+0.0015978i,0.00252-0.0024197i,0.0012146+0.0057196i,0.003025+0.0015108i,0.010567+0.0065905i,-0.025813+0.0020221i,-0.031835+0.015739i,-0.013921+0.022404i,0.0024424+0.0026613i,0.0065768-0.0063719i,-0.013943+0.0082539i
0.00049748-0.0073134i,0.0014658-0.031844i,-0.017736-0.013329i,-0.01279-0.012104i,-0.014279-0.01414i,-0.012022-0.010333i,0.0099514-0.017292i,0.0097321-0.017966i,-0.007592-0.0058607i,0.0044261-0.00093605i,0.00050933+0.00022366i,-0.00022556+0.00090998i,0.00069221-0.00092924i,0.00075139-0.00066781i,-0.0012845-0.0012394i,0.0019788-0.0048305i,-0.0021072+0.0019071i,-0.00068834+0.00024525i,-7.0852e-05-0.00044661i,0.0003734+0.0011627i,0.00035332+0.0014412i,-0.00041692+7.6617e-05i,0.0013302+0.00017426i,-0.00070511+0.0033391i,0.00032417+0.00053301i,0.00017835+0.00015214i,-0.00033744+0.00094725i,0.00016012+0.00030343i,0.00021097+8.3877e-05i,0.00039549-0.00015743i,0.00022486-0.00029508i,0.0012223-9.8633e-05i,0.00029935-0.00014233i,-0.00035782-0.00047046i,0.00084385+0.00042748i,0.009809-0.0063936i,9.6581e-05-5.5294e-06i,0.0012599-0.00019518i,7.4839e-05-0.0003607i,0.00024849-0.0017683i,0.00059862+0.00066851i,-0.00013052-0.00034133i,-0.00042241-0.00014469i,0.00030525+0.0010348i,-0.0088764-0.0058374i,0.0041136+0.022091i,0.02911-0.0047264i,0.029717-0.010063i,0.0031135-0.013527i,0.033035+0.0017851i,0.027876+0.023846i,0.029503+0.011913i,0.020495+0.024955i,-0.017587+0.013905i,-0.0021279-0.0068375i,-0.0014152-0.0055242i,0.0028523-0.0084266i,0.0076664-0.0011995i,0.0037982+0.0040741i,-0.0026545+0.0094248i,-0.0028741-0.0025221i,0.0049516+0.0074468i,-0.0042361+0.00025451i,0.0017032+0.0040591i,0.00077493+0.00052515i,-0.00035761-0.003347i,0.0068165-0.0054008i,-0.0033212+4.7659e-05i,0.0044531-0.0029329i,-0.0057986+0.0025607i,-0.0022388-0.0018407i,-2.8107e-05-0.00049419i,-0.0042034+0.0004611i,-0.0029975-0.0013761i,-0.012797-0.004729i,0.00098199-0.0024863i,-0.0037004+0.001066i,-0.0017761+0.0010646i,-0.0035154+0.0042648i,0.0062121-0.00031267i,-0.0076561+0.0015538i,-0.0040998-0.0050632i,-0.0024917-0.0012813i,-0.0054796+0.0010272i,0.0032322-0.0043887i,0.0049255-3.0092e-05i,0.0022644-0.0025715i,0.0028934+0.0044051i,0.0016692+0.0012122i,0.010056+0.0022786i,-0.024343+0.0073918i,-0.030109+0.023177i,-0.0097393+0.021776i,0.0042807+0.0051047i,0.00442-0.0061256i,-0.013889+0.010295i
-0.0004098-0.007478i,-0.0042941-0.031859i,-0.019551-0.0099136i,-0.014173-0.0091083i,-0.017135-0.011593i,-0.013084-0.0086016i,0.0057302-0.019186i,0.0070953-0.018981i,-0.0088784-0.0043505i,0.004114-0.0020171i,0.00042726-0.00019578i,0.00043211+0.0010742i,0.00020061-0.00083635i,0.0008642-0.00078058i,-0.0014389-0.0009758i,0.0012197-0.0049062i,-0.00074976+0.0022748i,-0.00086367+0.00028563i,-0.0003107-0.00026378i,0.00064925+0.00079347i,0.0010857+0.0011011i,-0.00049676+6.0598e-05i,0.0012585-0.00033162i,0.001027+0.0027281i,0.00073519+0.00037879i,0.00031997+2.4991e-05i,0.00030689+0.00096545i,0.00021362+0.0003158i,0.00021012+6.0443e-05i,0.00048869-0.00029755i,6.4278e-05-0.00028884i,0.0012526-0.00064939i,0.00019913-0.00024447i,-0.00044257-0.00015078i,0.0011852-0.00043049i,0.0045377-0.0049346i,0.00030232+0.00013026i,0.0010464-0.00060348i,0.00012318-0.00041243i,-0.0004716-0.0020656i,0.00092042+0.00029445i,-0.00033054-0.00038956i,-0.0003413+0.00012569i,0.00087118+0.00039256i,-0.0092409-0.00424i,0.0093591+0.02191i,0.028978-0.0091261i,0.027195-0.015854i,0.00099166-0.01012i,0.034998-0.004844i,0.031306+0.017565i,0.031375+0.0049163i,0.02074+0.018589i,-0.014024+0.014071i,-0.0037032-0.0053601i,-0.0045273-0.0035196i,-0.0012864-0.0091992i,0.0053192-0.0024807i,0.0038386+0.0027643i,0.00089678+0.0099975i,-0.0020444-0.00067799i,0.005279+0.0055459i,-0.0040844+0.0027774i,0.0033414+0.0040304i,0.0011006-0.00011021i,-0.0017404-0.002234i,0.0049858-0.0078606i,-0.0029557+0.0009098i,0.0036025-0.0043842i,-0.0029654+0.0043571i,-0.0029833-0.0019208i,-0.00047173-0.00060742i,-0.0031098+0.002118i,-0.0026245-0.00049825i,-0.012286-7.4439e-05i,6.0143e-05-0.0026478i,-0.0029327+0.0018429i,-0.0018726+0.0015515i,-0.0011837+0.0043976i,0.006425-0.0030644i,-0.0061809+0.0039047i,-0.0051789-0.0034815i,-0.0027502-0.0010062i,-0.0046054+0.0023987i,0.001812-0.0040537i,0.0044653-0.0014541i,0.002054-0.003042i,0.0022611+0.0020088i,0.00094791+0.001401i,0.0096912-0.00046099i,-0.021116+0.011623i,-0.024804+0.030334i,-0.0071086+0.020923i,0.0074179+0.0053147i,0.0024518-0.0046977i,-0.012493+0.012704i
-0.0014421-0.0078447i,-0.0099769-0.030294i,-0.020691-0.006784i,-0.014699-0.0064473i,-0.019379-0.0080439i,-0.014014-0.0067159i,0.0010639-0.019847i,0.0042641-0.019866i,-0.0092849-0.0025093i,0.0044044-0.002829i,7.3307e-05-0.00016784i,0.0011407+0.00067416i,-2.9355e-05-0.00051814i,0.00078485-0.0011475i,-0.0015744-0.00051388i,0.00029546-0.0049004i,-8.614e-05+0.0020204i,-0.00077237+0.00052318i,-0.00024178+4.2054e-06i,0.00073611+0.00034879i,0.001271+0.00050993i,-0.00074195+0.0002439i,0.00093077-0.00072855i,0.0021178+0.0011292i,0.0011145-0.00012745i,0.00025393-0.00016149i,0.00056656+0.00076737i,0.00035437+0.00027222i,0.00024162+1.3387e-05i,0.00034866-0.00041982i,-6.8814e-05-0.00023023i,0.00099912-0.0010412i,0.00012855-0.00026845i,-0.00038273-6.6695e-06i,0.00078167-0.0014001i,0.0035717-0.005506i,0.00061153-8.2391e-05i,0.0007876-0.00069471i,-3.4464e-05-0.0004347i,-0.001307-0.0021133i,0.00087735-0.00018446i,-0.00058992-0.00020969i,-0.00022592+0.0005646i,0.0008598+1.244e-05i,-0.009088-0.0030944i,0.015304+0.018543i,0.028205-0.013857i,0.023817-0.020646i,0.0016746-0.0063397i,0.03519-0.013081i,0.033419+0.010983i,0.03176-0.0029156i,0.020972+0.013532i,-0.0094442+0.013841i,-0.004439-0.0033183i,-0.0062289-0.00040303i,-0.0060275-0.0084667i,0.0035004-0.0028301i,0.0036101+0.0023184i,0.004368+0.0089325i,-0.0010095+8.5524e-05i,0.0049742+0.0035614i,-0.0013307+0.00506i,0.0051238+0.003006i,0.0014214-0.00055392i,-0.0023412-0.00092619i,0.0024583-0.0099302i,-0.0025087+0.0013531i,0.0024666-0.0056485i,-0.00086645+0.0036915i,-0.0040192-0.0012435i,-0.00073717-0.00057938i,-0.0016303+0.0035353i,-0.0022776-0.00028182i,-0.010063+0.003894i,-0.0010618-0.0030408i,-0.0019139+0.0021363i,-0.0015738+0.001791i,0.00037712+0.0036482i,0.0052088-0.0061187i,-0.0036903+0.005455i,-0.005581-0.0016623i,-0.0031915-0.00049192i,-0.0039082+0.0038252i,0.00063837-0.003771i,0.003771-0.0021899i,0.0015619-0.0037522i,0.00076493+0.0019446i,0.00082572+0.0020258i,0.0088562-0.0036482i,-0.017698+0.012886i,-0.016689+0.034086i,-0.0038851+0.021199i,0.0092519+0.0041084i,0.0020503-0.0029507i,-0.010248+0.014167i
-0.0027754-0.0081132i,-0.01493-0.027491i,-0.021526-0.0032846i,-0.015043-0.0042686i,-0.020347-0.0042688i,-0.014717-0.0047897i,-0.0030933-0.018993i,0.0015078-0.020195i,-0.0088034-0.0010466i,-0.0022252-0.0030887i,4.0064e-05+8.8139e-05i,0.0013529+6.1986e-05i,-1.4324e-05-0.00030728i,0.0002407-0.001221i,-0.0013656+4.6661e-05i,-0.00083544-0.0045924i,0.0005227+0.0017921i,-0.00094363+0.00080806i,-0.0002185+2.6076e-05i,0.00052687-3.562e-05i,0.0012712-2.1956e-05i,-0.00065246+0.00051319i,0.00061379-0.00093033i,0.0018351-0.00052522i,0.000966-0.0010224i,7.4367e-05-0.00024563i,0.00076441+0.00057074i,0.00051762+0.0001132i,0.00024922-0.00011497i,0.00012054-0.00043439i,-8.3611e-05-5.2476e-05i,0.00085086-0.0013279i,-7.817e-05-0.00034063i,-0.00039459+0.00017566i,-0.00037789-0.0020602i,0.0023591-0.0062149i,0.00051835-0.0004601i,0.00041821-0.0010419i,-2.9122e-05-0.00036558i,-0.0022992-0.0018544i,0.00059792-0.00056152i,-0.00066101+0.00011829i,-8.7598e-05+0.00089046i,0.00086573-0.00023641i,-0.0086073-0.0024491i,0.019122+0.012911i,0.02652-0.018896i,0.021124-0.025113i,0.0049166-0.0037802i,0.032633-0.021631i,0.034159+0.0046856i,0.029753-0.010259i,0.01999+0.0099234i,-0.0051643+0.011677i,-0.0039997-0.0021998i,-0.0060178+0.0035458i,-0.010838-0.0050622i,0.002056-0.0027969i,0.0035442+0.0018527i,0.004998+0.0045852i,0.00012939-9.9057e-05i,0.0032768+0.0020049i,0.0022005+0.0039318i,0.0067184+0.0010429i,0.0015531-0.0013462i,-0.0019527+0.00075506i,-0.0013183-0.011098i,-0.0025465+0.0022815i,0.00057851-0.0069439i,-0.00072219+0.0032614i,-0.0045341+0.0002783i,-0.0010213-0.00049896i,0.0013074+0.0036325i,-0.0023176-0.00058487i,-0.0066153+0.0062033i,-0.0028214-0.002616i,-0.0011111+0.0019017i,-0.00099922+0.0020754i,0.0011478+0.0025414i,0.002699-0.0084568i,-0.0011544+0.0054378i,-0.0048728-0.00022568i,-0.0031788+0.00023381i,-0.002172+0.0054821i,-0.00038976-0.0030115i,0.0029402-0.0028257i,0.00037337-0.0040071i,-1.2199e-05+0.0026211i,0.0010896+0.002401i,0.0072314-0.0061048i,-0.017468+0.01233i,-0.0092683+0.033933i,0.00030475+0.019489i,0.01066+0.0022429i,0.0023415-0.0018801i,-0.0077811+0.015007i
-0.0040326-0.0080539i,-0.018948-0.024025i,-0.021578+0.00029484i,-0.015109-0.0018517i,-0.020706-0.0006927i,-0.01504-0.0028359i,-0.0061335-0.017788i,-0.0012468-0.020634i,-0.0080894-0.00041188i,6.3791e-05-0.0025342i,0.00026028+0.00024913i,0.0015045-0.00054478i,-2.6491e-05-0.00014467i,6.3109e-05-0.00097741i,-0.00097948+0.0001997i,-0.0016801-0.0038866i,0.0011678+0.0014531i,-0.00037873+0.001218i,-0.00019086+0.00014273i,0.0003414-0.00011189i,0.0010869-0.00053927i,-0.00049123+0.00064074i,0.00025202-0.0011217i,0.0010179-0.0016129i,0.00031692-0.0014026i,-0.0001545-0.00015116i,0.0010065+0.00029527i,0.00053484-0.0001196i,0.00020811-0.00016443i,-0.00013026-0.00038934i,-7.4638e-06-9.969e-06i,0.00025807-0.0015459i,-0.00019875-0.00012246i,-0.00013057+0.00037946i,-0.0010094-0.00030967i,0.00071424-0.006729i,0.00034455-0.00045867i,-0.00018333-0.00089923i,-8.5207e-06-0.00043277i,-0.0032523-0.0010615i,0.00024711-0.00062295i,-0.00052592+0.00039341i,0.00026332+0.0013563i,0.00077887-0.00064146i,-0.0085513-0.0027044i,0.020786+0.0067443i,0.023723-0.023929i,0.015407-0.030135i,0.0097394-0.0053337i,0.02698-0.028898i,0.034164-0.0010814i,0.026712-0.015709i,0.019872+0.0080847i,-0.002831+0.008289i,-0.0040395-0.0018447i,-0.0032928+0.0067078i,-0.013423+0.0009985i,0.00083626-0.0026299i,0.0034164+0.0015984i,0.0075366+0.0043177i,0.00051354-0.0010495i,0.0019378+0.0018637i,0.0026829+0.0019016i,0.0066371-0.0021172i,0.0011482-0.00254i,-9.0519e-06+0.0017341i,-0.0061642-0.0093578i,-0.0014249+0.004025i,-0.0027172-0.0072291i,0.00062162+0.0037007i,-0.0044923+0.0019043i,-0.0013017-0.00010609i,0.0038501+0.001025i,-0.0027047-0.00031684i,-0.0025109+0.0060623i,-0.0041082-0.0011686i,-0.00054227+0.0015121i,-0.00075085+0.0020063i,0.0015728+0.0012467i,-0.00081999-0.0098845i,0.0011666+0.0044543i,-0.0044433+0.00038931i,-0.0031891+0.0010431i,0.00095545+0.0055128i,-0.00057118-0.0019454i,0.0021209-0.0028235i,-0.00046998-0.0038846i,-0.00016473+0.003476i,0.0013277+0.0027387i,0.0052506-0.0075467i,-0.018778+0.014812i,-0.0036182+0.032409i,0.0030612+0.015777i,0.011294-0.0007943i,0.0027976-0.0017422i,-0.0050246+0.014763i
-0.0054031-0.0080775i,-0.021848-0.019966i,-0.021003+0.003654i,-0.014576+0.00030213i,-0.0203+0.0030207i,-0.01518-0.00081628i,-0.0089689-0.016666i,-0.0044268-0.020765i,-0.0077109-0.00047699i,0.00011902-0.0023776i,0.00050702+0.00033394i,0.0008438-0.00087354i,0.00012115+6.1748e-05i,1.3875e-05-0.00086098i,-0.00080534+0.00020609i,-0.002041-0.0031168i,0.0014958+0.00081769i,0.00029788+0.0011773i,-5.4997e-05+0.0002282i,0.00026464-0.00011004i,0.00069181-0.00096033i,-0.00040914+0.0008363i,-0.00012093-0.00099015i,2.4891e-06-0.0019682i,-0.00011977-0.0013575i,-0.00019578+6.6018e-05i,0.00096878-0.00018456i,0.00050093-0.00025388i,0.00012932-0.00022536i,-0.00028011-0.00016864i,3.2101e-05-4.3174e-05i,-0.00019058-0.0010391i,-0.00013158+5.3257e-05i,0.00013898+0.0002725i,-0.00020287+0.00050687i,-0.00086482-0.0062402i,0.00045339-0.00056911i,-0.00042642-0.00053075i,-0.00014073-0.00048357i,-0.0037955+0.00033701i,4.5777e-05-0.00075179i,-0.00031584+0.00059962i,0.0008468+0.0016123i,0.00041654-0.00086678i,-0.00953-0.0028584i,0.020297+0.00095516i,0.019498-0.028108i,0.0086562-0.032541i,0.012243-0.010102i,0.020151-0.033513i,0.033732-0.0071139i,0.024059-0.020783i,0.020988+0.0059984i,-0.0010664+0.0054461i,-0.005035-0.0015398i,0.00037336+0.0073811i,-0.012065+0.0076801i,-0.00011597-0.0022344i,0.0035825+0.0014719i,0.0078511+0.002213i,0.00010411-0.0018191i,0.00094792+0.0025751i,0.0026762+0.0010898i,0.0046929-0.0045335i,-0.00024723-0.0031675i,0.0014784+0.00097426i,-0.0086161-0.0050066i,0.0012388+0.0044321i,-0.005064-0.0050719i,0.0020625+0.002646i,-0.0036197+0.0037355i,-0.0012987+0.00020658i,0.0034648-0.0022711i,-0.0028802+0.00039356i,-0.00019448+0.0038112i,-0.0045229+0.00032534i,-0.00042216+0.00086089i,-0.00050368+0.0020361i,0.0011913-7.2911e-05i,-0.0051859-0.0088407i,0.0021268+0.0024658i,-0.0043889+0.0012909i,-0.0026859+0.0021562i,0.0031545+0.0041747i,-0.00016238-0.0016717i,0.0018542-0.0025687i,-0.0013135-0.0036369i,-0.0005802+0.004487i,0.0018225+0.0026458i,0.0045527-0.008554i,-0.018421+0.018936i,0.0011902+0.030305i,0.0034686+0.01152i,0.0098128-0.0036284i,0.0026062-0.001522i,-0.002927+0.01337i
-0.007214-0.0077209i,-0.023719-0.015934i,-0.019878+0.006862i,-0.013853+0.0019995i,-0.01901+0.0064479i,-0.015149+0.0011337i,-0.011763-0.015061i,-0.0077514-0.020352i,-0.0080183-0.00068881i,-5.1796e-05-0.0024109i,0.00086724+0.00034567i,0.00066055-0.0011017i,0.00036999+0.00016395i,-8.5384e-05-0.00078869i,-0.00069943+0.00023813i,-0.0022008-0.0024939i,0.0015944+0.00041923i,0.0004574+0.00089252i,7.1668e-05+0.0001669i,0.0002786-0.00018383i,5.7824e-05-0.0010048i,-4.0987e-05+0.0011009i,-0.00033077-0.00077412i,-0.0008605-0.0018375i,-0.00056153-0.0011028i,-0.00015564+0.00019474i,0.00062364-0.00038102i,0.00047046-0.0004372i,0.00012491-0.00011065i,-0.00037023+8.1781e-05i,-2.2794e-05-4.5753e-05i,-0.00071475-0.00091567i,0.00011856+9.2371e-05i,0.00022501+4.1215e-05i,-0.00052603+0.00022742i,-0.0017435-0.0053512i,0.00023165-0.00081346i,-0.00045775-0.00024511i,-0.00030991-0.00029669i,-0.0036628+0.001723i,-0.0003489-0.00061891i,-0.00012847+0.00060109i,0.002057+0.0017704i,6.4727e-05-0.00058397i,-0.010812-0.00204i,0.018031-0.0039289i,0.014646-0.030912i,0.0020063-0.032805i,0.011701-0.014712i,0.01256-0.036404i,0.032338-0.013565i,0.020104-0.026001i,0.020936+0.005026i,-2.0257e-05+0.0012646i,-0.0063955-0.00011712i,0.003356+0.0061542i,-0.008313+0.011983i,-0.00081306-0.0017757i,0.0036455+0.001241i,0.0078454+0.0003148i,-0.00091542-0.0018563i,0.00088828+0.0037864i,0.0032212-2.923e-05i,0.0022763-0.0049912i,-0.0013771-0.0028935i,0.0020304-0.00021393i,-0.0085274-0.0009405i,0.0033771+0.0032701i,-0.0065087-0.0027721i,0.0019555+0.0012847i,-0.0017656+0.0049509i,-0.0014353+0.00050787i,0.0013975-0.0042649i,-0.0027244+0.0013042i,-4.0266e-05+0.0015445i,-0.0040087+0.0024743i,-0.00081941+0.00053398i,0.00017843+0.0014883i,0.00021463-0.00049134i,-0.0078263-0.0060796i,0.0019311+0.0010936i,-0.0038079+0.0021537i,-0.0017436+0.0025173i,0.0041876+0.0021424i,-0.00037451-0.0012846i,0.002175-0.002661i,-0.0017229-0.0027178i,0.00098813+0.0064784i,0.0018195+0.0027727i,0.0030614-0.010315i,-0.016647+0.023157i,0.0049224+0.02754i,0.0016872+0.008396i,0.0063742-0.0052339i,0.0030701-0.0016539i,-0.0022833+0.011922i
-0.0088799-0.0065516i,-0.024983-0.012403i,-0.018041+0.0097608i,-0.013019+0.0033664i,-0.017342+0.0092193i,-0.01482+0.0032619i,-0.01404-0.013094i,-0.010973-0.019277i,-0.0089989-0.00049624i,-0.00027107-0.0023281i,0.0012712-3.8446e-06i,0.00041514-0.0010497i,0.00060797+0.00015263i,-0.00016863-0.00067185i,-0.00063674+0.00025092i,-0.0022875-0.0021075i,0.0019782-1.7045e-05i,-0.00021685+0.00149i,4.3058e-05+4.896e-05i,0.00025272-0.00019837i,-0.00031006-0.00081541i,0.00056374+0.00096326i,-0.00035778-0.00066205i,-0.0012776-0.0015464i,-0.0010096-0.00084173i,-2.3814e-05+0.00028583i,0.00052396-0.00029122i,0.00029855-0.00058656i,0.00013061-8.6932e-05i,-0.00024393+0.00040069i,-3.7971e-05+4.662e-05i,-0.00069391-0.00089825i,0.00024538-4.6633e-05i,0.00012519-1.5316e-05i,-0.001111-4.745e-05i,-0.0025208-0.0045726i,-0.00013115-0.00072866i,-0.00046774-5.3041e-07i,-0.00020465-0.00016165i,-0.0028442+0.0030842i,-0.00044356-0.00034058i,0.00017115+0.00063716i,0.0029378+0.00014726i,0.00014991-0.00039772i,-0.011493-0.00049232i,0.015532-0.0064338i,0.009941-0.032601i,-0.0041255-0.031553i,0.009339-0.018356i,0.0044132-0.03651i,0.029271-0.019731i,0.015481-0.029935i,0.025076-0.0026131i,-0.0016337-0.002435i,-0.0070251+0.0022243i,0.0051516+0.0039651i,-0.003405+0.014503i,-0.0015629-0.0011597i,0.003934+0.0010299i,0.007143-0.0017429i,-0.0015063-0.0015696i,0.0017042+0.0048227i,0.0026962-0.0013604i,0.00072677-0.0044933i,-0.0025206-0.0022169i,0.0018585-0.0010656i,-0.0067711+0.0018073i,0.0047191+0.0012739i,-0.0066444+0.00065356i,0.0015083+0.00097815i,0.00035695+0.0049682i,-0.0011095+0.0010311i,-0.00084807-0.0050284i,-0.0021985+0.0015664i,-0.0013048+0.00077956i,-0.0027704+0.0035337i,-0.001243+0.000933i,0.00037311+0.001801i,-0.00036357-0.00033819i,-0.00901-0.0032664i,0.0012947+0.00018784i,-0.0032731+0.0025831i,-0.00092423+0.0025762i,0.0045961+0.0004069i,-2.7716e-06-0.0011591i,0.0023487-0.0034735i,-0.0016885-0.0026059i,0.00322+0.0061789i,0.0023551+0.0030808i,0.0013208-0.011167i,-0.013239+0.028525i,0.0077623+0.024773i,-0.0010135+0.0076451i,0.0031139-0.0038224i,0.0028885-0.0023783i,-0.0021052+0.010906i
-0.0099582-0.0050628i,-0.026378-0.0092396i,-0.015861+0.011947i,-0.012173+0.0046178i,-0.015311+0.011975i,-0.01384+0.0052534i,-0.016098-0.010901i,-0.014208-0.017785i,-0.010229+0.00045167i,-0.0004741-0.0025041i,0.0013991-0.00053523i,0.00030852-0.0011204i,0.00086025+8.1988e-05i,-3.9904e-05-0.00074932i,-0.00062964+0.00027564i,-0.0024688-0.0018313i,0.0020972-0.00087266i,0.00033533+0.0015514i,5.6426e-05+1.204e-05i,0.00035616-0.000286i,-0.00062009-0.00056371i,0.0008081+0.00055236i,-0.0004939-0.00066694i,-0.0014555-0.0014221i,-0.001237-0.00039134i,0.00020051+0.0002766i,0.00047155-0.00035648i,2.9344e-05-0.0004227i,0.00013527-7.3866e-05i,0.00017705+0.0005363i,1.2326e-05+0.0001227i,-0.00091706-0.00062887i,0.000316-0.00031509i,0.00020831+9.3313e-06i,-0.0006213+0.00010997i,-0.0032761-0.003865i,-0.00018834-0.00051758i,-0.00022512+0.000232i,-0.00014508-0.00023017i,-0.0015434+0.0036406i,-0.00044441-0.0001029i,0.00039822+0.00038819i,0.0021333-0.00095248i,0.00027717-0.00046972i,-0.01195+0.0009995i,0.014321-0.0082618i,0.0052825-0.033523i,-0.0097595-0.028823i,0.0072185-0.020552i,-0.0027461-0.033795i,0.02514-0.025071i,0.010812-0.033562i,0.025101-0.0070355i,-0.0043131-0.0042761i,-0.0062824+0.0051106i,0.0056134+0.0013767i,0.0017738+0.014699i,-0.0019336-0.0003072i,0.0046408+0.00058316i,0.0058563-0.0032073i,-0.0019892-0.0012164i,0.0036618+0.0052648i,0.0016196-0.0014387i,-0.0002598-0.0039007i,-0.0031759-0.001205i,0.0015846-0.0016931i,-0.005341+0.0030635i,0.0049961-0.0012217i,-0.00535+0.0023802i,0.0020266+0.0013309i,0.0018177+0.0041108i,-0.00060434+0.0010936i,-0.003454-0.0045119i,-0.0019607+0.0016663i,-0.0020359+0.001728i,-0.0012827+0.0040786i,-0.0010112+0.0015721i,0.00022983+0.002216i,-0.00050768-0.00023295i,-0.0096451-0.00057594i,0.00054018-9.4409e-05i,-0.0029514+0.0034128i,-0.00040709+0.0026622i,0.0046111-0.002272i,-1.8987e-05-0.00181i,0.0020866-0.0044526i,-0.0020129-0.0024271i,0.0051982+0.005266i,0.0032845+0.0030369i,-0.0007495-0.011747i,-0.0059702+0.032016i,0.01076+0.021332i,-0.0031248+0.0087829i,0.0015474-0.0013944i,0.0022395-0.0023981i,-0.0020529+0.010386i
