-0.024329-0.038482i,-0.01207-0.048806i,-0.017938-0.044868i,-0.031286-0.035039i,-0.030194-0.01633i,-0.050661-0.027352i,-0.057992-0.025424i,-0.04464-0.037366i,-0.029331-0.03587i,0.007251+0.012911i,-0.0049406+0.015778i,-0.0047779+0.01409i,0.0097819+0.021386i,0.00042879+0.0044382i,0.0034766+0.0031154i,0.0063799+0.017515i,0.026728+0.038399i,-0.0024022-0.00067281i,-0.0041699-0.0057949i,0.007684+0.0016512i,-7.8021e-06-0.00086502i,-0.0010318+0.0014778i,8.4705e-05-0.00038697i,-0.030153-0.0023905i,-0.0013613-0.0057665i,0.0015675+0.0047503i,0.0034966+7.9186e-05i,-0.00041542+0.00060415i,0.00045386-0.00058765i,-0.00046251-0.0025276i,-0.0018163-0.0063119i,-0.0045429-0.0040269i,-0.0018361-0.0048361i,0.002307-0.00078476i,0.0023257-0.0028719i,0.0027628+0.025484i,0.0019502-0.0028199i,0.0029095+0.00071384i,0.0061027+0.0010151i,-0.010388-0.0036316i,-0.003144+0.00084505i,0.006619+0.0015327i,0.0052787+0.00030413i,-0.0036534+0.005608i,0.0012145-0.0085236i,-0.01166+0.018032i,0.035481-0.090392i,0.012081-0.070258i,-0.016095-0.059655i,-0.016515-0.055536i,0.039175-0.046465i,0.016857-0.062413i,0.034004-0.055529i,0.031052-0.059741i,0.015547-0.013413i,0.0045717+0.016773i,0.016626-0.026304i,-0.011281+0.0059006i,-0.00052088+0.0051369i,-0.0051595-0.0013495i,-0.0021857-0.028814i,-0.023916+0.031492i,0.0099926-0.011059i,-0.013003-0.0025797i,-0.00018957-0.0049335i,-0.0011075-0.016196i,-0.0075565+0.0046456i,0.0050675+0.0062656i,-0.0084274+0.030632i,0.0053076+0.0057804i,-0.005005-0.00073499i,-0.0030318-0.00041457i,-0.012249-0.0074171i,-0.00090875-0.0043302i,-0.029871+0.0063283i,0.00020959-0.0099504i,-0.0096791-0.0018963i,-0.0067404-0.0025244i,0.0069397+0.0027993i,-0.0081494+0.0014471i,-9.5546e-05+0.00066604i,0.005803+0.010883i,0.0040826+0.0012091i,-0.0096536-0.010217i,0.0031022+0.008101i,-0.021449+0.006005i,0.0082751+0.00027087i,-0.028798-0.0040187i,-0.042208+0.002357i,0.018943-0.096608i,-0.0016997-0.012334i,-0.053023-0.022007i,-0.023309+0.00077345i,0.01805+0.010751i,-0.02507+0.013076i,-0.018464-0.013249i
0.013142-0.0088427i,0.042909-0.012349i,0.02247-0.026978i,0.010901-0.021665i,0.013671-0.040369i,-0.018582-0.022482i,-0.008592-0.014757i,-0.0024749-0.027886i,0.0064067-0.017682i,0.0045794-0.0025887i,0.0019441-0.0047829i,-2.3149e-05-0.0051757i,-0.00099173-0.0056898i,-0.00093325-0.0027321i,-0.0011678+0.00098202i,0.0014431-0.0030181i,-0.0032711+0.0017994i,-0.00055905+0.0014657i,0.00017722+0.00020582i,0.00059603+0.0021224i,0.0014121+0.0017705i,0.0010707-0.0010351i,0.0019797+0.00041552i,-0.0009741+0.0025965i,-0.00054494+0.00046163i,-0.00055335+0.0004156i,-0.001364+0.00015333i,-0.00059367+0.00036508i,0.00011351+0.0001456i,-2.4853e-05-0.00024609i,0.0015062-0.0019004i,0.001355-3.6321e-05i,0.00041002-0.00073889i,0.00051567-0.0010765i,0.00078247+0.0005959i,0.0045726-0.0016974i,2.5158e-05+7.0889e-05i,-0.00016602+0.0012478i,8.0182e-05-0.00028138i,0.00053814+0.00039058i,0.00094235+0.00057874i,0.00029821+0.00071576i,-0.00023756-0.003123i,0.00046989-0.0028827i,0.018696+0.0042769i,0.028765+0.03953i,0.035722+0.039753i,0.047232+0.028695i,0.01583-0.00079181i,0.03602-0.00032806i,0.037733+0.012551i,0.014444+0.0064777i,0.029319+0.021989i,-0.0037803+0.032912i,0.0063908-0.0048454i,0.0047171-0.0034491i,0.0068551-0.0038376i,0.0077651+0.0037885i,0.0037208+0.0064021i,-0.0062188+0.0043116i,-0.0038833-0.0058088i,0.0040308+0.013157i,-0.0037523+0.00057408i,9.5905e-05+0.0052177i,-0.00052947+0.0015184i,0.0026293-0.0031775i,0.0063967-0.00081224i,-0.0026596-0.00057333i,0.004342-0.0025541i,-0.0064168-0.00077071i,-0.0014799+0.00052614i,0.00031442+3.494e-05i,-0.0045639-0.0025907i,-0.004255-0.0021622i,-0.007752-0.0092152i,0.0028136-0.001937i,-0.0047857+0.0017964i,-0.0016356+0.0012064i,-0.0040988+0.0027827i,0.0069798+0.0011107i,-0.0069991-0.0015861i,-0.0044802-0.007486i,-0.0028908-0.0013043i,-0.0056875-0.00056152i,0.0044977-0.0029475i,0.006093+0.00064084i,0.0032084-0.0015536i,0.0052846+0.0084107i,0.0060761+0.0054078i,0.041348+0.027006i,-0.031386-0.0046486i,-0.036569+0.0182i,-0.010077+0.02093i,0.0017369+0.0024644i,0.0093489-0.0062672i,-0.010768+0.00017571i
0.010955-0.01057i,0.039799-0.01942i,0.017171-0.03008i,0.0069498-0.022198i,0.0053255-0.042138i,-0.021008-0.018794i,-0.011517-0.013886i,-0.007102-0.026613i,0.0030756-0.018234i,0.0038613-0.0036813i,0.00066259-0.0054424i,-0.0011022-0.004514i,-0.0026393-0.0046199i,-0.0014476-0.0021388i,-0.00063472+0.0012022i,0.0010259-0.0031798i,-0.0019364+0.0027275i,-0.00042332+0.0015339i,-4.1631e-06+0.00020737i,0.001227+0.0018483i,0.0020149+0.001474i,0.00085585-0.0011699i,0.0019461-0.0002376i,0.00076833+0.0022639i,-0.00019887+0.00056323i,-0.0002116+0.00038801i,-0.001133+0.00091497i,-0.00042274+0.00056745i,0.0001413+0.00015828i,0.00018536-1.5915e-05i,0.00064322-0.0024823i,0.0013913-0.00048554i,0.00020106-0.00076314i,2.2529e-05-0.0010381i,0.00132+0.00036389i,0.0040079-0.0025718i,-2.3334e-05+0.00022724i,0.00026277+0.0011987i,0.00033801+1.3108e-05i,0.00044556-0.00028243i,0.0010269+0.00030567i,0.00053126+0.00053396i,-0.00097236-0.0022979i,0.00077337-0.0026749i,0.019077+0.0018235i,0.034297+0.034919i,0.04064+0.032939i,0.050513+0.019868i,0.013084-0.00025067i,0.036432-0.006392i,0.039775+0.0055264i,0.015392+0.00045922i,0.02961+0.011808i,0.0038614+0.029861i,0.0043599-0.0058265i,0.00070001-0.0037298i,0.0044406-0.0065426i,0.0069677+0.0010513i,0.0052+0.0048875i,-0.0034433+0.0067543i,-0.0044053-0.0027037i,0.0059226+0.011118i,-0.0037244+0.0014173i,0.0028852+0.0058879i,0.00040779+0.0017256i,0.00046137-0.0035178i,0.0071989-0.004287i,-0.0028609-0.00016066i,0.003586-0.0042947i,-0.0060778+0.0023987i,-0.0013829-0.00020945i,7.1377e-05-0.00055393i,-0.0044693+0.00030181i,-0.0041713-0.00087689i,-0.0094359-0.0056076i,0.0013784-0.0027319i,-0.0035029+0.0028662i,-0.0015811+0.00076054i,-0.0027014+0.0039141i,0.0080393-0.0017353i,-0.0068553+0.0014288i,-0.0068701-0.0054823i,-0.0025249-0.00074806i,-0.0050233+0.0014822i,0.0021708-0.0035884i,0.00621-0.0021889i,0.0030475-0.0019929i,0.0070205+0.0061839i,0.0052607+0.0048087i,0.042152+0.017502i,-0.030458+0.0018635i,-0.034434+0.026178i,-0.006213+0.019066i,0.0032025+0.0051191i,0.0067378-0.006474i,-0.012227+0.00228i
0.0092442-0.012085i,0.035174-0.025845i,0.011392-0.031738i,0.0035294-0.021955i,-0.0032227-0.042204i,-0.022894-0.015136i,-0.014211-0.012319i,-0.011049-0.024909i,-0.0002692-0.018311i,0.0027704-0.004347i,-0.0011586-0.0054416i,-0.0018787-0.0036623i,-0.0036709-0.0030803i,-0.0017407-0.0015063i,-0.00032896+0.0011565i,0.00060744-0.0032739i,-0.00045038+0.0027375i,-0.00032509+0.0017504i,-3.7637e-05+0.00044558i,0.0016828+0.0011887i,0.0026248+0.0006764i,0.00057068-0.0014343i,0.001682-0.00084835i,0.00196+0.0012583i,0.0002726+0.00048555i,-1.4773e-05+0.00019445i,-0.00051438+0.0013425i,-0.00029884+0.00073187i,0.00025598+0.00017194i,0.00031307-4.9712e-05i,-0.00038669-0.0026285i,0.0011966-0.00099118i,-0.00015535-0.00079391i,-0.00029897-0.00083244i,0.001724-0.00044162i,0.0033734-0.0034855i,0.00023464+0.00036281i,0.00067859+0.0010798i,0.00059465-0.0002345i,5.4264e-05-0.00058097i,0.0011497-7.9215e-05i,0.00065748+0.00014273i,-0.001223-0.00157i,0.00076547-0.0031215i,0.019382-0.0011285i,0.040813+0.028409i,0.044625+0.025438i,0.051919+0.011061i,0.011938+0.00071599i,0.036147-0.012735i,0.039955-0.0013294i,0.015289-0.0042991i,0.02721+0.0046306i,0.0093802+0.026698i,0.0020365-0.0059102i,-0.0021892-0.0017256i,0.00058679-0.0080318i,0.0052511-0.00074723i,0.0056559+0.003057i,-0.00080347+0.0074798i,-0.003614-0.00063993i,0.0067861+0.0084443i,-0.0035676+0.0034425i,0.0055748+0.0048325i,0.0010887+0.0012703i,-0.0011292-0.0026583i,0.0060665-0.0068834i,-0.0026913+0.0004114i,0.002333-0.0052411i,-0.0032883+0.0043981i,-0.0019952-0.00031894i,-0.00036952-0.00056707i,-0.0031937+0.0019315i,-0.0034523+0.00044716i,-0.010014-0.0021175i,0.00043312-0.0031335i,-0.0021355+0.0032429i,-0.0017948+0.0010227i,-0.00073428+0.0038345i,0.0075226-0.0052126i,-0.0053674+0.0038213i,-0.008025-0.0026956i,-0.0024398-0.00057975i,-0.0039716+0.002549i,0.0012109-0.003065i,0.0046956-0.0042359i,0.0030303-0.0025224i,0.0066395+0.0027387i,0.005096+0.0045528i,0.042352+0.010218i,-0.027424+0.0070534i,-0.028807+0.03349i,-0.0040776+0.016997i,0.0061759+0.0057869i,0.0041376-0.0054344i,-0.011974+0.0048644i
0.007395-0.013888i,0.029561-0.030743i,0.0061392-0.032675i,0.00083314-0.021917i,-0.011478-0.039946i,-0.02419-0.011357i,-0.016731-0.010083i,-0.014797-0.022658i,-0.0032218-0.017501i,0.0016136-0.0047316i,-0.0028142-0.0042899i,-0.0021517-0.0030008i,-0.0038686-0.001478i,-0.001898-0.0010432i,-1.4814e-05+0.0013412i,7.0189e-05-0.0032896i,0.00041066+0.0022391i,0.00015797+0.0022199i,0.00025293+0.00080765i,0.0018389+0.00041035i,0.0027056-0.00041253i,-1.5117e-05-0.0016543i,0.0011559-0.00123i,0.0023906-0.00052185i,0.00068273+0.00023715i,-0.00010818+8.6655e-05i,3.7433e-05+0.0014223i,5.1445e-05+0.00089395i,0.00037851+5.9059e-05i,0.00037151-0.0001135i,-0.0013857-0.0023059i,0.00079548-0.0013259i,-0.0003982-0.00060642i,-0.00047489-0.00065482i,0.0014644-0.0015322i,0.0025441-0.0043127i,0.00052827+0.00017164i,0.0010776+0.00080475i,0.00059209-0.00048943i,-0.0004353-0.00080817i,0.0010065-0.00050522i,0.00049039+6.4772e-05i,-0.0013267-0.00089728i,0.00026804-0.0032231i,0.019331-0.004353i,0.045538+0.018819i,0.047588+0.017373i,0.052324+0.002907i,0.012577+0.0021512i,0.034357-0.020017i,0.03921-0.0080811i,0.014376-0.0093314i,0.024952-0.0003055i,0.015049+0.022499i,0.00042909-0.0050492i,-0.0033989+0.00098232i,-0.0039921-0.0079701i,0.0036221-0.0015924i,0.0054361+0.0018184i,0.0014458+0.0074838i,-0.0025524+0.00055918i,0.0066301+0.0057554i,-0.0011003+0.0053981i,0.0079208+0.0025252i,0.0017478+0.00094855i,-0.0019173-0.0013484i,0.0039252-0.0094073i,-0.002389+0.00065303i,0.00091144-0.006153i,-0.0010984+0.0039418i,-0.0027698+1.223e-05i,-0.00045284-0.00052331i,-0.0017283+0.0031131i,-0.0025854+0.0010833i,-0.0091585+0.0014042i,-0.00085068-0.0035809i,-0.00075378+0.0028967i,-0.0016869+0.001088i,0.00063008+0.0029277i,0.005451-0.0085632i,-0.0028213+0.0050663i,-0.0072328+0.00011502i,-0.0026712-0.00034754i,-0.0030396+0.0034594i,0.0004474-0.002734i,0.0030043-0.0048106i,0.0028789-0.0035064i,0.005012+0.0013484i,0.0056032+0.0044127i,0.041874+0.0029837i,-0.024297+0.0086374i,-0.02088+0.037787i,-0.0019352+0.016096i,0.008227+0.0051801i,0.0032684-0.0036154i,-0.010737+0.0066871i
0.0047814-0.015584i,0.023579-0.034096i,0.00064861-0.032916i,-0.0022541-0.022043i,-0.018024-0.036339i,-0.025029-0.0076673i,-0.018598-0.0070034i,-0.017903-0.019873i,-0.0054892-0.016404i,0.00025841-0.004518i,-0.0033858-0.002769i,-0.0026015-0.002449i,-0.0035489-0.00024422i,-0.0022701-0.00037227i,0.00060225+0.0014742i,-0.00060771-0.0031438i,0.00075228+0.0020192i,0.0011829+0.0023116i,0.00062586+0.00066526i,0.0015306-0.0002912i,0.0023088-0.0013387i,-0.00055123-0.0016274i,0.00069986-0.0014129i,0.0014439-0.0017825i,0.000735-0.00037526i,-0.00022265+6.5758e-05i,0.00057999+0.0013424i,0.00048603+0.00081231i,0.0003637-0.00011711i,0.00034484-0.00025572i,-0.0020958-0.0016167i,0.00040286-0.0015073i,-0.00063648-0.00041335i,-0.00066912-0.00036961i,0.00030312-0.0021203i,0.0014289-0.004956i,0.00053323-0.00013753i,0.00133+0.00020289i,0.00053351-0.00062212i,-0.0010074-0.00069172i,0.00068725-0.00086445i,0.00045745+0.00014789i,-0.0011733-0.00038038i,-0.00017411-0.0030405i,0.019118-0.0081683i,0.046873+0.0084341i,0.048846+0.0088213i,0.052326-0.0059963i,0.015274+0.002874i,0.030449-0.02706i,0.037199-0.014343i,0.011671-0.013736i,0.022154-0.0036963i,0.019668+0.016439i,-0.00040294-0.0048217i,-0.0029424+0.0041609i,-0.0086319-0.0053131i,0.0019921-0.0019646i,0.0050881+0.00087516i,0.0035712+0.0068946i,-0.0014372+0.00086158i,0.0055063+0.0041756i,0.001987+0.0044459i,0.0091324-0.0012009i,0.0023395+0.0001701i,-0.0018162+0.00031184i,0.00033748-0.011589i,-0.0026354+0.00127i,-0.00084835-0.0066092i,-0.00050531+0.0036853i,-0.0033599+0.0010023i,-0.00062869-0.00053173i,0.0011052+0.0033854i,-0.0019958+0.00083277i,-0.00677+0.0040853i,-0.002759-0.0034067i,0.00011648+0.0020974i,-0.0014986+0.0013401i,0.0011859+0.0016178i,0.0019171-0.011176i,-0.00035699+0.0047352i,-0.0056697+0.0014341i,-0.0026589+0.000118i,-0.0015202+0.0046968i,-0.00030144-0.0020927i,0.0013001-0.0049178i,0.0018804-0.004387i,0.0037378+0.00087643i,0.0063663+0.003685i,0.040006-0.003725i,-0.024778+0.0087832i,-0.01334+0.03833i,0.0007016+0.014105i,0.010106+0.0034837i,0.0036998-0.002502i,-0.0090193+0.0078504i
0.0021369-0.016736i,0.017847-0.036397i,-0.0046852-0.032137i,-0.0055516-0.021509i,-0.024104-0.03223i,-0.025314-0.0040547i,-0.019405-0.0037206i,-0.02052-0.01695i,-0.0073029-0.015498i,-0.00044208-0.0038716i,-0.0033255-0.0015471i,-0.002941-0.0015395i,-0.0031049+0.00082003i,-0.0021267+0.00060564i,0.0012504+0.0010752i,-0.0011246-0.0026604i,0.0013686+0.0018914i,0.0020375+0.0016469i,0.00084189+0.00050448i,0.001119-0.00059006i,0.0017104-0.0020787i,-0.001128-0.0014557i,0.00018714-0.0016159i,0.00038056-0.0023136i,0.00023075-0.0007279i,-0.00033912+0.00031313i,0.0011825+0.0010172i,0.00072975+0.0005248i,0.00026671-0.00026556i,6.9586e-05-0.00032037i,-0.002511-0.0007675i,-0.00012258-0.0015773i,-0.00072866+8.0519e-05i,-0.00059584-6.33e-05i,-0.00040322-0.0017403i,0.00012042-0.0052621i,0.00044532-0.0001369i,0.0011431-0.00031344i,0.0003965-0.0008646i,-0.0014956-0.00021569i,0.00030083-0.00099257i,0.00058893+8.7109e-05i,-0.00085343+5.5244e-05i,-0.00060361-0.0030042i,0.01779-0.012905i,0.045767-0.0017298i,0.048477+0.0005273i,0.049715-0.015772i,0.019414+0.00036179i,0.024379-0.032663i,0.034365-0.019832i,0.0087568-0.016472i,0.02036-0.0047849i,0.021698+0.0092257i,-0.0018022-0.0046122i,-0.00014705+0.0063205i,-0.011245-0.00052844i,0.00053988-0.0018971i,0.0045998+3.8418e-05i,0.0048939+0.0055245i,-0.00068119+0.00045065i,0.004624+0.0031425i,0.0026288+0.0026903i,0.0077013-0.0050945i,0.0024086-0.0011753i,-0.00024366+0.0014109i,-0.0050332-0.010418i,-0.0023582+0.0026596i,-0.0034863-0.0062447i,0.0012636+0.0038292i,-0.0033386+0.0025114i,-0.00077037-0.00040596i,0.0037703+0.00054868i,-0.0019051+0.00057745i,-0.0035018+0.004687i,-0.0044299-0.0019582i,0.00032765+0.0011158i,-0.0015431+0.0014111i,0.0012829+0.00042733i,-0.0030207-0.012121i,0.0014976+0.0033533i,-0.0048757+0.001954i,-0.0028502+0.00064274i,0.00089951+0.0048997i,-0.00022731-0.0012371i,-8.5928e-05-0.0042761i,0.00067858-0.0048553i,0.0026185+0.00084739i,0.0065699+0.0028801i,0.037318-0.0090154i,-0.026736+0.011914i,-0.0072509+0.037807i,0.0020185+0.010776i,0.011141+0.0011014i,0.0041214-0.0025691i,-0.0070348+0.0078273i
-0.00096036-0.017759i,0.012171-0.038031i,-0.00967-0.030646i,-0.0084296-0.020497i,-0.029188-0.026615i,-0.025171-0.00045509i,-0.019646-0.00072223i,-0.02271-0.013608i,-0.0091057-0.014948i,-0.00071928-0.003401i,-0.0030553-0.00057303i,-0.0029168-0.00049164i,-0.002271+0.001717i,-0.0015715+0.0012773i,0.001531+0.00051904i,-0.0013957-0.002133i,0.0020165+0.0013712i,0.0024327+0.0007873i,0.0010343+0.00035691i,0.0008876-0.00068119i,0.0008102-0.0025511i,-0.0017069-0.00095227i,-0.00034392-0.0014121i,-0.00040007-0.0022344i,-9.2118e-05-0.00068903i,-0.00016944+0.0005965i,0.0014409+0.00036016i,0.00088411+0.00022802i,0.00014802-0.00033599i,-1.3442e-05-9.3767e-05i,-0.0026084+0.00012325i,-0.00063231-0.0013057i,-0.00043559+0.00044463i,-0.00045403+8.0149e-05i,-0.00071575-0.0014783i,-0.0012034-0.0050019i,0.00057949-0.00027589i,0.00085763-0.00059812i,1.418e-05-0.00083404i,-0.0017048+0.00046433i,-7.0653e-05-0.0010971i,0.00053079-0.00014094i,-0.00050293+0.00028876i,-0.0011998-0.0026933i,0.014494-0.017129i,0.042132-0.010572i,0.046733-0.0072914i,0.044297-0.024045i,0.021368-0.0047407i,0.017583-0.036324i,0.031268-0.024834i,0.0062985-0.018974i,0.020981-0.0060533i,0.022048+0.0026428i,-0.0036878-0.0040802i,0.0031626+0.0060639i,-0.011064+0.0051784i,-0.00071699-0.0014292i,0.0041619-0.00046961i,0.0057932+0.0044642i,-0.00057571-7.6184e-06i,0.0030964+0.002907i,0.0030243+0.0021194i,0.0043579-0.0075295i,0.0014786-0.0022678i,0.0011749+0.00091121i,-0.0080385-0.0063841i,-0.00071849+0.003618i,-0.005422-0.0042744i,0.0026468+0.0023953i,-0.0023403+0.0041693i,-0.00085986-0.00038917i,0.0032185-0.0029306i,-0.0020901+0.00075014i,-0.0014608+0.0034708i,-0.0048755-0.00018823i,-0.00017502+0.00041682i,-0.0015061+0.001759i,0.00069754-0.00069187i,-0.0083558-0.010003i,0.0020031+0.0013389i,-0.0045947+0.0025945i,-0.0027902+0.001733i,0.0029935+0.0038658i,0.00018951-0.0013415i,-0.00030639-0.0030138i,-0.00047474-0.0049025i,0.0016876+0.0016857i,0.0066917+0.0018266i,0.035688-0.013518i,-0.027354+0.017093i,-0.0016464+0.036405i,0.0013887+0.007444i,0.010705-0.0022765i,0.003837-0.002532i,-0.0061832+0.0067349i
-0.0047226-0.017944i,0.0065954-0.038982i,-0.014386-0.028392i,-0.011238-0.019432i,-0.032559-0.020351i,-0.024559+0.0030125i,-0.019431+0.0021595i,-0.024271-0.0099811i,-0.011318-0.014233i,-0.0010409-0.0032155i,-0.002465+0.00017764i,-0.0024378+0.00028621i,-0.0012017+0.0022573i,-0.00092255+0.0015981i,0.0016687-2.3162e-05i,-0.0014301-0.001751i,0.0024342+0.0008842i,0.002576-0.00011693i,0.001206-1.5022e-05i,0.00077677-0.00088702i,-0.0003367-0.0025233i,-0.0018807-0.00024561i,-0.00063832-0.0011629i,-0.0010008-0.0019324i,-0.00031629-0.0005529i,0.00012578+0.00068846i,0.0012689-0.00024003i,0.00097195-0.00012385i,-5.8547e-05-0.0002669i,-3.0854e-05+5.0984e-05i,-0.0023923+0.0010541i,-0.00084695-0.00087845i,4.8098e-05+0.00051621i,-0.00037419+0.00012783i,-0.0012247-0.0010902i,-0.0022596-0.0042435i,0.00040738-0.00054273i,0.0005351-0.0007633i,-0.00017883-0.00039739i,-0.0016749+0.0010708i,-0.00059948-0.00095097i,0.00030715-0.00032269i,-9.9205e-05+0.00032356i,-0.001649-0.0019758i,0.010239-0.019994i,0.036638-0.017227i,0.043694-0.014082i,0.037533-0.030036i,0.020897-0.0094158i,0.010311-0.038475i,0.027636-0.02985i,0.0030368-0.021398i,0.021982-0.0091526i,0.021002-0.0043577i,-0.0056343-0.0025885i,0.0055235+0.004004i,-0.0079942+0.009666i,-0.0015796-0.00067409i,0.0036286-0.0008398i,0.0069233+0.0031756i,-0.00081496-0.00014535i,0.0026435+0.0040308i,0.0038753+0.00085243i,0.00094735-0.0075382i,0.00042921-0.0025532i,0.0017511-7.0543e-05i,-0.0086871-0.0024325i,0.0010471+0.0034008i,-0.0063263-0.001968i,0.002373+0.00089623i,-0.00031625+0.0049566i,-0.0012333-0.00033712i,0.00064546-0.0049856i,-0.0021256+0.0010457i,-0.00079+0.0020302i,-0.0047046+0.0015422i,-0.00095853+0.00045317i,-0.0011728+0.0019716i,-0.00055676-0.00081117i,-0.011227-0.0056874i,0.0014525-2.8113e-06i,-0.0042303+0.0032578i,-0.0018284+0.0024745i,0.004415+0.0018739i,-0.00033216-0.0014069i,0.0003818-0.0028367i,-0.0014646-0.0044318i,0.002525+0.0032319i,0.0065878+0.0011201i,0.032574-0.018984i,-0.026315+0.02311i,0.0030328+0.03427i,-0.00068703+0.0054413i,0.007713-0.0043423i,0.0042091-0.002963i,-0.0067532+0.0060954i
-0.0083344-0.016939i,0.0011051-0.039453i,-0.018409-0.025217i,-0.014044-0.017857i,-0.034679-0.014368i,-0.023566+0.0065175i,-0.018678+0.0050699i,-0.02503-0.0063835i,-0.013737-0.013128i,-0.0013402-0.0028837i,-0.0017461+0.00042816i,-0.0018767+0.0008726i,-4.2547e-05+0.0024801i,-0.00030806+0.0017545i,0.0015154-0.00061057i,-0.0014224-0.0016399i,0.0030561+3.4478e-05i,0.0022533-0.0009823i,0.001096-0.00051485i,0.00055186-0.00099846i,-0.0011798-0.0020663i,-0.0015939+0.00041988i,-0.00077359-0.001015i,-0.0011148-0.001614i,-0.00056674-0.00055242i,0.00038571+0.00057291i,0.00098844-0.00054889i,0.00084854-0.00036965i,-0.00013762-0.00013411i,7.7644e-05+0.00021761i,-0.0017987+0.001843i,-0.00091651-0.00058725i,0.00026774+0.0003424i,-0.00032566+0.00028294i,-0.0014209-0.00043795i,-0.0028691-0.0032134i,0.00011542-0.0005589i,0.00018838-0.00076645i,1.246e-05-0.00026768i,-0.001285+0.0017911i,-0.00084369-0.00049869i,0.00025718-0.00030779i,0.00024164+0.00018453i,-0.0016309-0.001323i,0.0059752-0.021705i,0.03184-0.020994i,0.039986-0.019756i,0.030441-0.033928i,0.019063-0.013292i,0.0028582-0.038512i,0.022971-0.034246i,-0.00038387-0.022839i,0.021963-0.013413i,0.017047-0.010362i,-0.0070636-7.8181e-05i,0.0061758+0.0012191i,-0.0037435+0.012075i,-0.0023021+0.00034126i,0.0033076-0.00082479i,0.0076876+0.0014105i,-0.0009621-0.00024475i,0.0036532+0.0054197i,0.0034995-0.00069912i,-0.0012218-0.0064486i,-0.00069135-0.0024698i,0.0017572-0.00091345i,-0.0074731+0.00086186i,0.0025232+0.0025658i,-0.0061729+0.00059434i,0.0018681+0.00056936i,0.0018953+0.0045036i,-0.0013998+0.0001267i,-0.0021462-0.0052908i,-0.0020465+0.0011289i,-0.0014386+0.001395i,-0.0039312+0.0030874i,-0.0012252+0.0012313i,-0.0011538+0.0021156i,-0.0012585-0.00033624i,-0.011721-0.001364i,0.00061113-0.00058473i,-0.0039058+0.0041314i,-0.00091341+0.0026063i,0.0048261-0.0005007i,-0.00040266-0.0012016i,0.00057583-0.0036406i,-0.0023853-0.0042477i,0.0039456+0.0030253i,0.0068042+0.00049131i,0.028782-0.023041i,-0.022808+0.030544i,0.0069681+0.032024i,-0.0032217+0.0053505i,0.0046182-0.0038812i,0.0036025-0.0040399i,-0.0072957+0.0062468i
-0.011159-0.015325i,-0.0048435-0.039947i,-0.021655-0.022051i,-0.016579-0.015808i,-0.036041-0.0077962i,-0.02163+0.0098646i,-0.017342+0.0077133i,-0.025529-0.0028883i,-0.016203-0.011543i,-0.0014491-0.0028809i,-0.0013578+0.00045504i,-0.0010603+0.0011271i,0.0012267+0.0022124i,0.00050316+0.00158i,0.0011655-0.0010711i,-0.001633-0.0016308i,0.0033078-0.0013666i,0.0015678-0.001541i,0.00082254-0.00084929i,0.00046058-0.0011345i,-0.0017373-0.0013638i,-0.0012018+0.0008203i,-0.0010524-0.00089844i,-0.0011545-0.001743i,-0.0008285-0.00031056i,0.0005741+0.000426i,0.00061517-0.00081264i,0.0006523-0.00052979i,-0.00014667-1.1666e-05i,0.00043237+0.00030611i,-0.00099759+0.0023785i,-0.0010261-0.00029323i,0.00045791+0.00015416i,-0.00014168+0.00037187i,-0.0010815+5.4108e-05i,-0.0031269-0.0022381i,4.5711e-05-0.00040445i,1.6045e-05-0.00057385i,5.3454e-05-0.0004881i,-0.00057894+0.0020971i,-0.0008053-8.6001e-05i,0.00023881-0.00056757i,0.00034378-0.00021528i,-0.0013944-0.0010144i,0.0014641-0.022548i,0.028469-0.024569i,0.036029-0.024795i,0.023571-0.035797i,0.017457-0.015917i,-0.0041135-0.036286i,0.017723-0.038038i,-0.0033366-0.024236i,0.020857-0.01807i,0.01164-0.013355i,-0.0068539+0.0034609i,0.0055448-0.0013917i,0.00036493+0.012302i,-0.0025508+0.0016301i,0.0036215-0.00098212i,0.007955-0.00087103i,-0.0012602-0.0002306i,0.0060717+0.0054134i,0.0025384-0.0010033i,-0.0024696-0.005063i,-0.0015462-0.0018697i,0.0017204-0.0016405i,-0.0059733+0.0026739i,0.0035205+0.0011099i,-0.0052041+0.0026399i,0.0022717+0.00075744i,0.0033667+0.0032203i,-0.0012248+0.00034638i,-0.0048656-0.0042651i,-0.0021105+0.0014654i,-0.0017592+0.0019448i,-0.0026006+0.0042164i,-0.00064178+0.001822i,-0.0010202+0.0028441i,-0.0013814+0.00028392i,-0.010911+0.0021986i,-0.00021396-0.0006444i,-0.0030847+0.0054836i,-0.0004378+0.0026361i,0.0041473-0.003142i,-0.00030446-0.0015531i,-7.3361e-06-0.0046237i,-0.0034985-0.0036668i,0.0050345+0.0020208i,0.0072566-0.00060869i,0.024871-0.026416i,-0.014784+0.035876i,0.011397+0.029065i,-0.0049006+0.0064876i,0.0028371-0.0021603i,0.0020782-0.0041068i,-0.0077509+0.0068072i
