-0.025697-0.0043991i,-0.022909+0.0015005i,-0.017727-0.0077099i,-0.030117-0.012708i,-0.029017+0.0034898i,-0.039757-0.0049695i,-0.061374-0.028366i,-0.033371-0.014333i,-0.031148-0.0028531i,0.0067663+0.0034852i,-0.0031527+0.0068208i,-0.0055686+0.014356i,0.0058913+0.010052i,-0.001367+0.0040479i,0.0049109+0.0045519i,0.0047967+0.025604i,0.017708+0.023321i,0.00092453-0.00095487i,0.0008025-0.0066232i,0.0069652-0.0012141i,0.0055729-0.000477i,0.003186+0.0023821i,0.00095966-0.00039967i,-0.025316-0.0017953i,-0.0060029-0.0051384i,-0.0016875+0.0032612i,0.00093526-0.0017782i,-0.00091475+0.00076644i,-0.0011547+0.00070994i,-0.0024577-0.0033866i,-0.0042521-0.001747i,-0.0059505-0.0060551i,-0.002655+0.00015029i,-0.00064105-0.00012063i,0.0014186-0.0030993i,-0.0018836+0.019598i,0.0014243-0.0028035i,0.00024592-0.0027202i,0.0039347-0.0024737i,-0.0025471-0.0039184i,0.00084477+0.00032094i,0.0072019+0.00057832i,0.0044641-0.0045599i,-0.000911+0.0022418i,-0.012962+0.016238i,-0.029377+0.055927i,-0.0043493-0.037375i,-0.014674-0.017746i,-0.036775-0.015967i,-0.027541-0.012653i,0.032028-0.010642i,0.0070639-0.031198i,0.013818-0.039846i,-0.011483-0.029667i,0.024219-0.022715i,0.013436+0.006971i,0.029669-0.036541i,-0.00179-0.0037233i,0.0075612-0.0087334i,0.00024366-0.0047163i,0.0025115-0.036594i,-0.011948+0.029661i,0.0077659-0.012104i,-0.0088859-0.0052598i,-0.0025338-0.0021331i,0.0005571-0.014508i,-0.0081979+0.0052515i,0.0034846+0.0050508i,-0.00060187+0.028721i,0.0024503-0.00027071i,-0.0069705-0.0041239i,-0.0031119-0.0059178i,-0.013736-0.010121i,-0.0030995-0.0059061i,-0.032978+0.010557i,-0.0054348-0.0081254i,-0.013363-0.0016561i,-0.010063-0.006715i,0.0009943-0.0022173i,-0.013301+0.0017084i,-0.0016257-0.00031478i,0.0067195+0.0068481i,0.0035175-0.0052291i,-0.010557-0.011139i,0.0078847+0.0085416i,-0.017784+0.00627i,0.0053484-0.00020292i,-0.018999-0.0013829i,-0.018195-0.0030914i,-0.019375-0.032441i,0.02022-0.01023i,-0.039045-0.021678i,-0.0095396+0.0046181i,0.018387+0.015387i,-0.02106+0.017358i,-0.003576-0.0038224i
-0.0087635-0.0078068i,-0.006623-0.0055622i,-0.003776-0.0092134i,-0.0044084-0.012253i,-0.013175-0.022176i,-0.018331-0.0071059i,-0.0031414-0.015939i,0.0011909-0.013966i,-0.0089181-0.0082508i,0.0032231+0.001026i,0.0023635+0.0014324i,0.0028379-0.0010234i,0.0037734-0.0023631i,0.004589-0.0013512i,0.0018403-0.0023993i,0.0059249-0.00098803i,0.00038789+0.00092313i,-0.0027687+0.0025093i,-0.0017165+0.0019116i,0.00036954+0.0029381i,-0.0013573+0.0032388i,-0.00091934+0.0025663i,0.0012725+0.0026528i,-0.0042194+0.0033379i,0.0020511-0.0023092i,0.000288-0.0027697i,0.0017372-0.0039437i,0.0024869-0.0022235i,0.0029116-0.001591i,0.0011366-0.0038276i,0.00013943-0.0006555i,0.001428-0.0005702i,0.00070001-0.00031447i,0.00051967-0.00061958i,0.00074637-0.00062275i,0.006681-0.0037694i,0.0020437-0.0021712i,0.0019007-0.0016343i,0.0021632-0.0026556i,4.1911e-05+0.0010817i,-0.0017018+0.0013953i,-0.001258+0.0013466i,0.003044-0.00015922i,0.00074562-0.0015403i,-0.016622-0.009243i,-0.013207-0.0035177i,0.0019888-0.014685i,-0.0025838-0.0054496i,-0.020133-0.033637i,-0.0014046-0.010849i,-0.0017529-0.0026692i,-0.010403+0.0090977i,0.011823-0.012914i,-0.013931-0.012278i,0.0014545-0.00766i,-0.0018041-0.0030288i,0.0023196-0.0027733i,0.0040642+0.0017688i,0.0008836+0.00647i,-0.0097367+0.0084472i,-0.0051114-0.002739i,0.00379+0.0086481i,-0.0044981+0.00063731i,-0.00058781+0.0044273i,-0.0024268+0.0037526i,-0.00052344+0.00067273i,0.0047387+0.00011723i,-0.010398-0.00013692i,0.00017671-0.00037576i,-0.0023468-0.00018735i,0.002542+0.00037948i,0.0043131-0.00063757i,-0.00077138-0.00175i,0.0012-0.00038718i,-0.0050025-0.0069083i,0.0054542-0.0081901i,0.00015501-0.0015951i,0.0018041-0.0010594i,0.00064693-0.0023943i,0.0062621-0.0044135i,-0.0040614-0.0030258i,0.0021126-0.006854i,0.0015865-0.0025451i,-0.00071815-0.0044344i,0.0035112-0.0032953i,0.0048328+0.001401i,0.0017078-0.0023365i,-0.00069391+0.0072326i,0.00093141+0.0012095i,-0.0092711-0.018908i,-0.02714+0.00083957i,-0.026446+0.018559i,-0.0067741+0.012837i,2.3421e-05+0.003008i,0.0086661-0.0067633i,-0.014962+0.0057682i
-0.0099809-0.0065368i,-0.0068187-0.0048638i,-0.0050457-0.008532i,-0.0063512-0.010839i,-0.017339-0.019492i,-0.01839-0.0039436i,-0.006127-0.015963i,-0.0014349-0.013681i,-0.010304-0.0066799i,0.0034161+0.00016661i,0.0028151+0.00057468i,0.0023653-0.0015504i,0.0026255-0.0030546i,0.0039104-0.002353i,0.0013772-0.0028748i,0.0048441-0.0020855i,0.00097131+0.00079118i,-0.0017513+0.003103i,-0.00093368+0.0022436i,0.0012332+0.0026446i,-0.00018985+0.0035813i,0.00020248+0.0027828i,0.0020774+0.0021502i,-0.0018849+0.0034989i,0.0011577-0.0026611i,-0.00053469-0.002689i,4.9352e-05-0.0040103i,0.0014995-0.0028727i,0.0020482-0.0022752i,-0.00023276-0.0037421i,-0.00012321-0.0009164i,0.0013363-0.0010821i,0.00061301-0.00063558i,0.00032489-0.000802i,0.00075912-0.0010653i,0.004836-0.0051939i,0.00097026-0.0026415i,0.0012114-0.0023118i,0.0011322-0.0030613i,0.0007694+0.0006387i,-0.0011966+0.0017241i,-0.00078458+0.0017131i,0.0023257-0.00057438i,0.00096211-0.0016856i,-0.017824-0.0066546i,-0.012934-0.0006836i,0.00044333-0.014562i,-0.0019076-0.0070888i,-0.025157-0.027002i,-0.00066299-0.01067i,-0.00080873-0.0032635i,-0.0077814+0.0078545i,0.0078436-0.01799i,-0.013627-0.012518i,-0.0015873-0.0072061i,-0.0046022-0.0013725i,0.00091045-0.0041913i,0.0036431+0.00025682i,0.0022749+0.0057645i,-0.0059263+0.011062i,-0.0050268-0.00010808i,0.0050473+0.0064659i,-0.003838+0.0023502i,0.001526+0.0050971i,-0.00017677+0.0045038i,-0.0010742+0.00070959i,0.0057019-0.0031836i,-0.0061843+0.0028518i,0.0004667-0.00079512i,-0.0020855+0.0014117i,0.0024223-0.0008192i,0.0029562-0.0023449i,-0.00058307-0.00043063i,0.0011944-0.00099832i,-0.0061102-0.0035145i,0.0021258-0.0083352i,-6.9807e-05-0.0019192i,0.0004798-0.0025777i,-0.00036711-0.0021806i,0.005309-0.0063591i,-0.0047099-0.00088022i,-0.0006958-0.0070347i,0.0012923-0.0030077i,-0.0018222-0.0033879i,0.0013062-0.0035035i,0.0045825-0.00048621i,0.0015674-0.002292i,0.0028592+0.0065163i,-0.00029886+0.0015673i,-0.013344-0.018449i,-0.025763+0.0061681i,-0.022608+0.024829i,-0.0054673+0.011177i,0.0015041+0.005139i,0.0048055-0.0063226i,-0.014924+0.0084201i
-0.010578-0.0049606i,-0.0070695-0.0043947i,-0.0059697-0.007655i,-0.0075975-0.0090993i,-0.021061-0.016129i,-0.018008-0.0011859i,-0.009104-0.015532i,-0.0036579-0.012834i,-0.01129-0.0047859i,0.003117-0.00068989i,0.0028078-0.00051512i,0.0018245-0.0018321i,0.0014928-0.0031678i,0.0031827-0.0030271i,0.00058346-0.0032612i,0.0042668-0.002726i,0.001203+0.00028851i,-0.000681+0.0032969i,-0.00028527+0.0023646i,0.0019198+0.0019935i,0.00099398+0.0033454i,0.0011811+0.0024244i,0.0026398+0.0014422i,0.00050911+0.0029336i,0.00046417-0.0027843i,-0.0012356-0.0024123i,-0.0013783-0.0035404i,0.00037315-0.0031657i,0.0011519-0.0026264i,-0.0014563-0.0033623i,-0.00051378-0.00093577i,0.00082459-0.0016834i,0.00034457-0.0010174i,5.1048e-05-0.00090717i,0.00056294-0.0016884i,0.0028793-0.0059186i,2.5212e-05-0.0026555i,0.00026253-0.0026868i,5.3338e-05-0.0031489i,0.0011142-4.8497e-05i,-0.0005528+0.0019704i,-0.00029031+0.0018829i,0.0021578-0.00053497i,0.00060291-0.0020197i,-0.018492-0.0040176i,-0.01072+0.0013739i,-0.00019449-0.014653i,-0.0023552-0.0084584i,-0.02766-0.020008i,0.00031997-0.011421i,-0.00021644-0.0043633i,-0.0054371+0.0068515i,0.002945-0.019919i,-0.013451-0.011553i,-0.0042382-0.0051672i,-0.0061579+0.0016765i,-0.001825-0.0048568i,0.0025385-0.00068006i,0.0028585+0.0049346i,-0.0022216+0.011793i,-0.0036982+0.0016779i,0.0051683+0.0043867i,-0.002892+0.0041642i,0.0035673+0.0045649i,0.0014684+0.0040872i,-0.00132+0.0014489i,0.0048401-0.0053484i,-0.0043921+0.0041246i,0.00050629-0.0010209i,-0.00036365+0.0021156i,0.0017662-0.0017575i,0.0017844-0.0019059i,-0.0001386-0.0002143i,0.0013681-0.0016222i,-0.0057658-0.00088305i,-0.00063424-0.0083789i,-0.00046696-0.0022526i,-0.001097-0.0026859i,-0.00080384-0.0018929i,0.0032874-0.0083031i,-0.0041317+0.001121i,-0.0029721-0.0060376i,0.00030531-0.0038113i,-0.0022646-0.0024503i,0.00045349-0.0029334i,0.0033514-0.0016667i,0.0016746-0.0025728i,0.0021633+0.0033284i,-0.00065849+0.0025055i,-0.015786-0.016313i,-0.022915+0.010471i,-0.015548+0.028407i,-0.0052905+0.010046i,0.0033889+0.0056677i,0.0018077-0.0047613i,-0.013378+0.011196i
-0.010976-0.0033889i,-0.007575-0.0038824i,-0.006761-0.0070562i,-0.0082382-0.0076i,-0.024021-0.011464i,-0.017431+0.0013168i,-0.012327-0.014225i,-0.0054242-0.011646i,-0.01161-0.0024725i,0.0025346-0.0012i,0.0020027-0.0012458i,0.0013543-0.0021335i,0.00072947-0.0029096i,0.0022836-0.0037731i,-0.00036485-0.0031425i,0.0037406-0.0032759i,0.00098834-0.00015967i,0.00019345+0.0032589i,0.00051647+0.0024403i,0.0022922+0.0011593i,0.0019016+0.0026742i,0.0017808+0.0017184i,0.0027979+0.00061952i,0.0021357+0.0015229i,-0.00029246-0.0028068i,-0.0020101-0.0019794i,-0.002576-0.0026718i,-0.00083085-0.0030327i,0.00027115-0.0027727i,-0.0025829-0.0025353i,-0.00096108-0.00081951i,6.225e-05-0.0019601i,-0.00014534-0.0011774i,-0.00022058-0.0009733i,-0.00022524-0.0023245i,0.0011883-0.0060974i,-0.00078123-0.0024209i,-0.00072781-0.0025988i,-0.00090441-0.0028585i,0.0010163-0.00092728i,4.0128e-05+0.001972i,0.00025469+0.0019442i,0.0020007-0.00074484i,8.6142e-05-0.0018896i,-0.018191-0.0014398i,-0.0081746+0.0012309i,-0.00049272-0.014977i,-0.002953-0.0091384i,-0.027011-0.012919i,0.00056828-0.013422i,-0.00031006-0.0057113i,-0.0033914+0.0045964i,-0.00088236-0.020514i,-0.012564-0.011407i,-0.0049468-0.0023176i,-0.0059714+0.0051451i,-0.0051195-0.004297i,0.0015896-0.0009487i,0.0033234+0.0045564i,0.00084174+0.011964i,-0.0024337+0.0027604i,0.0041848+0.0022432i,-0.00021425+0.0053338i,0.0054782+0.0029952i,0.0028811+0.0033336i,-0.00083399+0.0022933i,0.0034316-0.007309i,-0.0023741+0.0044835i,0.00049831-0.001414i,0.0007485+0.0011152i,0.00086838-0.0023762i,0.00083592-0.003138i,0.00010556+0.00029288i,0.0010469-0.0026442i,-0.004384+0.001191i,-0.0033528-0.0077421i,-0.0010214-0.0025103i,-0.0021991-0.002511i,-0.0014481-0.0020796i,0.0002859-0.0092594i,-0.0025534+0.0026313i,-0.0039707-0.004326i,-0.0011314-0.0039511i,-0.0030327-0.001431i,-0.00041135-0.0026897i,0.0024063-0.001685i,0.0016383-0.0033077i,0.00067133+0.0029706i,-0.00022083+0.0036849i,-0.017525-0.014265i,-0.019521+0.012382i,-0.0092111+0.028004i,-0.0048165+0.010346i,0.0038522+0.0068556i,0.00063541-0.002137i,-0.010742+0.012768i
-0.010823-0.0017605i,-0.0081138-0.0028798i,-0.0077062-0.0062891i,-0.0088756-0.0065197i,-0.02502-0.0063743i,-0.016519+0.0035724i,-0.015092-0.011699i,-0.0065852-0.010484i,-0.011025-0.00033703i,0.001953-0.0011334i,0.0013068-0.0011334i,0.00073944-0.0022524i,0.00010471-0.0027121i,0.00086952-0.0039263i,-0.00097246-0.0026236i,0.003078-0.0039227i,0.00073109-0.00022133i,0.0011493+0.00316i,0.0013874+0.0020221i,0.0021948+0.00034193i,0.0024929+0.001806i,0.0021654+0.0009284i,0.0029089-0.00011298i,0.0022268-3.349e-05i,-0.0011203-0.0027517i,-0.0026137-0.0011939i,-0.003309-0.001326i,-0.0017865-0.0024632i,-0.0006829-0.0025994i,-0.0032707-0.0013763i,-0.001352-0.00034512i,-0.00082123-0.0018667i,-0.00073064-0.001184i,-0.00056116-0.00091251i,-0.0015198-0.0022067i,-0.00045149-0.0059476i,-0.0016085-0.0020198i,-0.0016194-0.002253i,-0.0017022-0.0024705i,0.00032146-0.001678i,0.00056787+0.0017521i,0.0009189+0.0018224i,0.0016721-0.0010084i,-0.00011909-0.0016762i,-0.017208+0.00066722i,-0.0070234-0.0001039i,-0.00090379-0.015938i,-0.0028859-0.010487i,-0.023643-0.0075609i,-0.00036986-0.01565i,-0.0007576-0.00654i,-0.0028155+0.002272i,-0.0048402-0.019642i,-0.012018-0.011788i,-0.0042525-0.00087069i,-0.003968+0.0086292i,-0.0083424-0.0014543i,0.0010263-0.0011216i,0.0039477+0.004177i,0.0041797+0.011398i,-0.00074031+0.0030259i,0.0024846+0.0018027i,0.0024907+0.0039339i,0.0066546+0.0003746i,0.0040092+0.0019335i,0.00022071+0.0030519i,0.00065231-0.0093435i,-0.0014221+0.0049051i,0.0002998-0.0018162i,0.00050874+0.00065531i,-0.00023048-0.0024573i,-7.2504e-06-0.0031874i,0.0015804+0.00065872i,-8.5872e-05-0.003508i,-0.0022371+0.0020425i,-0.0061724-0.0060984i,-0.0018216-0.0025653i,-0.0032256-0.0018488i,-0.0023255-0.0017678i,-0.0026757-0.0091792i,-0.00056163+0.002853i,-0.0042155-0.0032582i,-0.0022365-0.0033789i,-0.0033056+0.00012168i,-0.0014272-0.0016564i,0.0018969-0.0016435i,0.00071111-0.0041999i,7.4462e-05+0.0037217i,0.00071832+0.0042975i,-0.018684-0.012253i,-0.018746+0.013025i,-0.0048892+0.025432i,-0.0034921+0.01019i,0.011623+0.0066314i,0.0012944+8.0545e-05i,-0.0077328+0.013183i
-0.010035-0.00024942i,-0.0082363-0.0017036i,-0.0085185-0.0052371i,-0.0095568-0.0051672i,-0.025251-0.0020689i,-0.015319+0.0054255i,-0.016699-0.0089265i,-0.0075145-0.0095175i,-0.0097644+0.0012661i,0.0021872-0.0010002i,0.0011902-0.00082436i,0.00024968-0.0021248i,-0.00038038-0.0023074i,-9.1561e-08-0.0034207i,-0.0012814-0.0023292i,0.0018428-0.0044039i,0.00065076-0.00016496i,0.0020971+0.0026401i,0.0018861+0.0012956i,0.0019461-0.00016667i,0.0026762+0.00078974i,0.0021316-1.0527e-05i,0.0027928-0.0010728i,0.0017923-0.0010263i,-0.0022503-0.0023024i,-0.003095-0.00016951i,-0.0032826+6.5441e-05i,-0.0024895-0.0016319i,-0.0014335-0.0021449i,-0.0035085-0.00012344i,-0.001444+0.00028165i,-0.0017086-0.0012142i,-0.0014133-0.0008299i,-0.00085411-0.00073689i,-0.002342-0.0013341i,-0.0019247-0.0052966i,-0.0022202-0.0011156i,-0.0024043-0.00153i,-0.002403-0.0017214i,-0.00086153-0.0018486i,0.0010179+0.0015166i,0.0015556+0.0014795i,0.0012424-0.00092705i,-0.0003698-0.0015957i,-0.016007+0.0019485i,-0.0069527-0.0013533i,-0.0018967-0.017296i,-0.0046107-0.012602i,-0.019039-0.006083i,-0.002632-0.017481i,-0.0013211-0.0068563i,-0.0025032+0.00088919i,-0.0074858-0.016974i,-0.012184-0.012957i,-0.0036084-6.1454e-05i,-8.2482e-05+0.010358i,-0.0097135+0.0028574i,0.00019634-0.0011747i,0.004707+0.0038481i,0.0068191+0.0093221i,0.00050473+0.002687i,0.0015668+0.0019777i,0.0027004+0.0019618i,0.0059165-0.0024702i,0.0045339-0.00014027i,0.0021983+0.0030809i,-0.0039857-0.0087139i,-0.0002207+0.0055338i,-0.00042555-0.0022634i,0.0010906+0.00066512i,-0.0011606-0.0019861i,-0.00068203-0.0029234i,0.0033292-0.0018361i,-0.00080881-0.0036304i,-5.005e-06+0.0013887i,-0.0078247-0.0031696i,-0.0027855-0.0023897i,-0.0044136-0.00075043i,-0.0028095-0.0010266i,-0.0057241-0.0083303i,0.0011909+0.001887i,-0.0047628-0.0024812i,-0.0031828-0.0026016i,-0.0021946+0.0014993i,-0.0011346-0.00040133i,0.0014466-0.0015757i,-0.00076593-0.0045621i,-0.00013885+0.0046718i,0.0018194+0.0045591i,-0.02055-0.01i,-0.018286+0.015295i,-0.0027676+0.023118i,-0.0022717+0.0091658i,0.010456+0.0016825i,0.0028281+0.00093734i,-0.0049205+0.012232i
-0.0089712+0.0004116i,-0.0078119-0.00050684i,-0.0090656-0.0041347i,-0.0098454-0.0037136i,-0.024742+0.0023006i,-0.014111+0.0070097i,-0.017922-0.0063768i,-0.0085334-0.0085404i,-0.0081773+0.0019658i,0.0025853-0.001489i,0.0013321-0.00066993i,-0.00013093-0.0018836i,-0.00056785-0.0018879i,-0.00039631-0.0029403i,-0.0016636-0.0020282i,0.0010632-0.0042078i,0.00066237+4.9593e-06i,0.0027194+0.0019273i,0.0019562+0.00061415i,0.0017277-0.00047815i,0.0024138+3.1619e-05i,0.0015548-0.00057931i,0.0022032-0.0016821i,0.0012031-0.0015241i,-0.0029251-0.0013326i,-0.0030827+0.0010437i,-0.0027887+0.0011375i,-0.0029117-0.00063277i,-0.0019112-0.0015142i,-0.0033062+0.0011358i,-0.0012364+0.00087618i,-0.0019989-0.00013915i,-0.0017834-4.0096e-05i,-0.0010927-0.0004872i,-0.0026092-0.00042399i,-0.0029291-0.0041626i,-0.0021787-0.00018428i,-0.0028207-0.0005265i,-0.0027407-0.00075678i,-0.002025-0.0013188i,0.0015328+0.001128i,0.0019892+0.00084425i,0.0011996-0.00077328i,-0.00062649-0.0012633i,-0.015376+0.0025937i,-0.0073975-0.0020956i,-0.0035313-0.018428i,-0.0074353-0.0134i,-0.016734-0.0073711i,-0.0052222-0.018272i,-0.00073832-0.0071023i,-0.0017931-0.00084362i,-0.0076191-0.014769i,-0.012744-0.014006i,-0.0035167+2.5407e-05i,0.0040143+0.009935i,-0.0085986+0.0080864i,-0.00040056-0.00094372i,0.0056746+0.0031357i,0.00825+0.0076472i,0.0013457+0.00177i,0.00088665+0.0027574i,0.0024464+0.0011739i,0.0037264-0.0042443i,0.0035826-0.0020867i,0.0036598+0.0016872i,-0.0064946-0.0050935i,0.0020589+0.005499i,-0.0024465-0.0026706i,0.0014449-0.00020119i,-0.0017224-0.0013096i,-0.0013265-0.0026601i,0.0021963-0.0046348i,-0.00086765-0.002106i,0.00063168-0.00027828i,-0.0079451-0.00050963i,-0.0039477-0.0017345i,-0.0046161+0.0011597i,-0.0031766-0.00034027i,-0.0087424-0.0058188i,0.0016161+0.00019108i,-0.0054611-0.0015047i,-0.003866-0.0014707i,-0.00072125+0.0020046i,-0.00068112-0.00052305i,0.0014224-0.0011973i,-0.0024217-0.0041693i,0.00031405+0.0061334i,0.0030811+0.0042489i,-0.020667-0.0067516i,-0.017135+0.017912i,-0.001705+0.021113i,-0.0019015+0.0072784i,0.0093973-0.0013951i,0.004126+0.001066i,-0.0035867+0.01036i
-0.0083964+0.00070882i,-0.0070492+0.00024021i,-0.0095257-0.0029217i,-0.0098505-0.0024041i,-0.023396+0.006281i,-0.012858+0.0085334i,-0.018828-0.0036371i,-0.009469-0.0074396i,-0.0068704+0.0019968i,0.0025499-0.0025524i,0.0016644-0.00080365i,-0.00031229-0.0016539i,-0.00063639-0.0015925i,-0.00076952-0.0026898i,-0.0020478-0.0015443i,0.00039175-0.0040435i,0.00093798+6.0594e-05i,0.0031542+0.0011122i,0.0019475+0.0001379i,0.0016385-0.00081397i,0.0020997-0.0003307i,0.0011257-0.0007314i,0.001637-0.0021117i,0.0006564-0.0016824i,-0.0032353-0.0002467i,-0.0025521+0.0021932i,-0.0022072+0.0018659i,-0.0028307+0.00048107i,-0.0022606-0.00074707i,-0.0027667+0.0021654i,-0.00086161+0.0013233i,-0.001606+0.00084615i,-0.0015954+0.00092744i,-0.0013141-0.00013777i,-0.0027854+0.00049923i,-0.0034726-0.0029045i,-0.0019873+0.00043366i,-0.0028081+0.00054919i,-0.0026884+0.00026197i,-0.002735-0.0003758i,0.0016533+0.00057066i,0.0020867+6.0896e-05i,0.0014441-0.00098949i,-0.00061432-0.00087694i,-0.015233+0.0034366i,-0.0085745-0.0022056i,-0.0057141-0.018957i,-0.010539-0.013068i,-0.01666-0.0081169i,-0.0080212-0.018827i,-0.000625-0.0089074i,-0.001809-0.0031932i,-0.0072752-0.014415i,-0.01451-0.015201i,-0.0041134+0.00028782i,0.0073995+0.007804i,-0.00486+0.011808i,-0.00064587-0.00069604i,0.0064014+0.0020894i,0.0096916+0.0056847i,0.0014542+0.0011638i,0.0013008+0.003882i,0.0026814+0.00053796i,0.0016372-0.0043175i,0.0022213-0.0029964i,0.0040416-7.8443e-05i,-0.0067723-0.0017997i,0.004102+0.0043507i,-0.0032915-0.00075476i,0.00063044-0.0010028i,-0.0018173-0.00052047i,-0.0020634-0.0023695i,-0.00040524-0.0060583i,-0.0024917-0.0010775i,-0.0003787-0.0016109i,-0.0075149+0.0019588i,-0.0047175-0.00027589i,-0.0039816+0.0025254i,-0.00347+0.00067457i,-0.0098852-0.0021985i,0.00088942-0.0010839i,-0.0058955-0.00034901i,-0.003677-8.6241e-05i,0.0003899+0.0017161i,-0.0010673-0.00012839i,0.0020295-0.0011994i,-0.0036531-0.0028143i,0.0027277+0.0075979i,0.0037843+0.0039134i,-0.020254-0.004382i,-0.015569+0.020839i,-0.00087683+0.020192i,-0.0029306+0.006015i,0.0071438-0.0025373i,0.0056653-7.8817e-05i,-0.0037801+0.0087199i
-0.0079646+0.0010252i,-0.0061843+0.00047058i,-0.0097116-0.0015863i,-0.009686-0.0013352i,-0.021649+0.0094383i,-0.011376+0.010042i,-0.019196-0.00069636i,-0.010137-0.0061156i,-0.0060559+0.0013206i,0.0017968-0.0032888i,0.0020152-0.0014719i,-0.00039848-0.0013793i,-0.0006836-0.0013153i,-0.0011185-0.0023962i,-0.0022663-0.00098044i,-6.9413e-05-0.0040972i,0.0013874-0.00010078i,0.003368+0.00015845i,0.0018801-0.00031044i,0.0015078-0.0011098i,0.0020416-0.00061438i,0.00096665-0.00074939i,0.0011666-0.0023814i,0.00040463-0.0017663i,-0.0030643+0.00076768i,-0.0014935+0.0030561i,-0.0014491+0.0024868i,-0.0022705+0.0014518i,-0.0022583+0.00011993i,-0.0019113+0.0030579i,-0.00032589+0.0016809i,-0.00095408+0.0013342i,-0.0010177+0.0014925i,-0.0014561+0.00038389i,-0.0024539+0.0016088i,-0.0035642-0.0016025i,-0.0018011+0.0010109i,-0.0024504+0.0014979i,-0.0022513+0.001047i,-0.002901+0.00098897i,0.0018341+0.00019461i,0.0019743-0.00046381i,0.0015346-0.0015736i,-0.00057247-0.00067007i,-0.015171+0.0046613i,-0.0090617-0.00099362i,-0.0079251-0.019097i,-0.013458-0.011542i,-0.017586-0.0081334i,-0.011832-0.018146i,-0.0012382-0.010493i,-0.0022162-0.0050575i,-0.0073072-0.014125i,-0.017243-0.015303i,-0.0051764+0.0015002i,0.0092945+0.0046266i,0.00025614+0.012993i,-0.00091456-0.00057846i,0.0068883+0.00099019i,0.010842+0.0029975i,0.0015586+0.00037504i,0.0028496+0.0044638i,0.0024799-6.8544e-05i,0.00043185-0.003785i,0.00073593-0.00316i,0.0035875-0.0014493i,-0.0054571+0.00024779i,0.0055548+0.0023142i,-0.0027551+2.4535e-05i,-0.00033361-0.00048272i,-0.0015337+2.6492e-05i,-0.0025408-0.0016045i,-0.0030999-0.0061399i,-0.0030566-0.00034098i,-0.0020814-0.0018637i,-0.0062841+0.0042806i,-0.0047827+0.0016593i,-0.0035367+0.0036766i,-0.0028414+0.0017895i,-0.0093708+0.00087845i,-0.00019896-0.0016972i,-0.0060772+0.0010768i,-0.0029769+0.0011684i,0.001059+0.00094962i,-0.00054135+0.00042808i,0.0024157-0.0019644i,-0.0044224-0.0014596i,0.0054222+0.0070909i,0.0049792+0.003192i,-0.019307-0.0022584i,-0.013212+0.024732i,0.00077078+0.020083i,-0.0043249+0.0059322i,0.0054992-0.0021827i,0.0058958-0.0026601i,-0.0046761+0.0083603i
-0.0074132+0.0013159i,-0.00579-3.1114e-05i,-0.0096133-0.00036436i,-0.0095528-0.00032433i,-0.019674+0.012615i,-0.0094886+0.011277i,-0.019023+0.0022867i,-0.010445-0.004767i,-0.0061735+0.0005571i,0.0011285-0.0036877i,0.0017194-0.0024357i,-0.00031476-0.0012011i,-0.00058107-0.0010849i,-0.0013035-0.0022337i,-0.0023182-0.00040989i,-0.00072781-0.0043189i,0.0017115-0.00075523i,0.0032777-0.00085173i,0.0017756-0.00076736i,0.0014587-0.0014523i,0.0019166-0.0010177i,0.0008103-0.00086269i,0.00051145-0.0025048i,0.00031315-0.0023252i,-0.0026498+0.0016127i,-0.00022959+0.0033592i,-0.00055708+0.0027689i,-0.001535+0.0020411i,-0.0019278+0.00081743i,-0.0006428+0.00366i,0.00038121+0.0017192i,-0.00026774+0.0015569i,-0.00028378+0.0018921i,-0.0012969+0.00099014i,-0.0016245+0.0023903i,-0.0031334-0.00050498i,-0.0012917+0.0015841i,-0.0017702+0.0023697i,-0.0017056+0.0015869i,-0.0020855+0.0024096i,0.0019205-0.00028032i,0.0018383-0.00095872i,0.00063706-0.002343i,-0.00047881-0.00059745i,-0.01502+0.0061493i,-0.0081835-7.4171e-05i,-0.010334-0.018897i,-0.015873-0.0085519i,-0.018095-0.0069877i,-0.015326-0.015428i,-0.0025022-0.012268i,-0.0030212-0.0074069i,-0.0074331-0.01468i,-0.02011-0.013798i,-0.0051202+0.0041629i,0.0097935+0.0010767i,0.0042761+0.012023i,-0.0012115-0.00044188i,0.0075047-0.00039198i,0.011775-0.00041261i,0.0012618-5.784e-05i,0.0049916+0.0037696i,0.0022332-6.7067e-05i,-0.00036624-0.0032437i,-0.00032792-0.0028083i,0.0029864-0.0024688i,-0.0047159+0.0010464i,0.005927-0.00025948i,0.0032842-0.0040674i,-0.00010287+0.0005779i,-0.0012389+0.00030831i,-0.0028031-0.001118i,-0.0057176-0.0049438i,-0.0031609+0.0004302i,-0.0031523-0.00087344i,-0.004108+0.0059966i,-0.0036564+0.0032917i,-0.0024381+0.0051261i,-0.0019263+0.0022404i,-0.0081784+0.0034506i,-0.0015584-0.0015151i,-0.0060564+0.0032353i,-0.002312+0.0021907i,0.001478-0.0012432i,5.9008e-05+0.00015599i,0.0021606-0.0027994i,-0.0043717+0.00052756i,0.0077165+0.0051111i,0.0060103+0.0017426i,-0.018488-0.00016244i,-0.0083939+0.027439i,0.0031859+0.018732i,-0.0054839+0.0065354i,0.0047851-0.0017812i,0.0042327-0.0045742i,-0.0050666+0.0091126i
