-0.031841-0.040489i,-0.021917-0.020287i,-0.013511-0.035731i,-0.030416-0.020037i,-0.022542-5.5142e-05i,-0.014079-0.0057999i,-0.055983-0.058746i,-0.047865-0.017012i,-0.037497-0.01201i,0.012095+0.011329i,-0.0076487+0.0048211i,-0.019363+0.019017i,0.0022534+0.011653i,-0.0057006-0.0024711i,0.00026447+0.0014049i,-0.0012233+0.030832i,0.025444+0.024941i,0.0024272-0.0024959i,-0.0024075-0.006753i,0.0088097+0.0018646i,0.0025234+0.00093109i,-0.00064474+0.0034971i,-0.00035289+0.00035787i,-0.038147-0.011795i,-0.0003546-0.0081682i,0.0012955+0.0021867i,0.0061695+0.0012963i,0.002057+0.00064478i,0.0011147-0.00035807i,-0.00067803-0.002619i,0.0015502-0.0025781i,-0.0021125-0.005835i,-0.00093918-0.0050386i,0.002913-0.00062248i,0.0045374-0.0034737i,0.0018347+0.030493i,0.0039783-0.0038209i,0.0029214-0.001552i,0.0081493-0.001686i,-0.0063515-0.0036708i,-0.00023151+0.00090399i,0.0088211-0.00018394i,0.0045778-0.0029928i,-0.0017113+0.0086853i,-0.017758-0.0088437i,-0.018593+0.014529i,-0.003978-0.062877i,-0.0054854-0.026754i,-0.026836-0.032947i,-0.010885-0.026597i,0.054189-0.022151i,0.01703-0.043166i,0.022882-0.048007i,0.003786-0.053338i,0.026696-0.021291i,0.0082333+0.0061056i,0.023596-0.03369i,-0.0080246-0.0061327i,0.004056-0.005226i,-0.0039544-0.0071779i,-0.0018484-0.032198i,-0.018971+0.029525i,0.0083281-0.011559i,-0.0095677-0.0030943i,-0.0041613-0.0017678i,0.0010523-0.012829i,-0.010696+0.0043479i,0.00267+0.010204i,-0.0043377+0.025693i,0.0048832+0.0031787i,-0.0053647-0.001579i,-0.0020484-0.001996i,-0.012672-0.0073672i,-0.00064596-0.0041058i,-0.028485+0.0084913i,0.0010634-0.010787i,-0.0082739+0.00027866i,-0.0068544-0.002277i,0.0053498+0.0013813i,-0.0079507-0.00042608i,0.0021881-1.8249e-05i,0.0034819+0.0068452i,0.0042251+0.00043142i,-0.0093837-0.012958i,0.0024989+0.0095191i,-0.01325+0.0042771i,0.0073731-0.00032855i,-0.021519-0.00054659i,-0.017549+0.0072064i,-0.0095072-0.068179i,0.007164-0.012374i,-0.049419-0.022352i,-0.021662+0.0010717i,0.017291+0.011133i,-0.023558+0.014307i,-0.020976-0.0055725i
0.024636-0.027513i,0.01041-0.015906i,0.010482-0.019487i,0.0025953-0.011088i,0.00080539-0.019313i,-0.0052202-0.0042543i,0.012623-0.017022i,-0.006921-0.013246i,-0.011079-0.010345i,0.0032352-0.0021937i,-0.00044769-0.00044626i,-0.0013567+0.0010871i,0.0024851-0.00058742i,0.00015168-0.00067078i,-0.00036696-0.0012128i,0.00208-0.003584i,-0.0060392+0.00035657i,0.00019859-0.0002341i,0.00020707-0.00024401i,1.8571e-05+0.0017119i,-0.00049742+0.0023255i,-0.00075724+0.00087448i,0.0011722+0.00045617i,-0.0021317+0.0035328i,-0.0010102-0.0021243i,-0.00046596-5.8418e-05i,-0.00026516+0.0006052i,0.00088275-0.00069451i,0.00071981-6.215e-05i,0.00033501-0.00096392i,0.0023099-0.0016655i,0.0033294-0.0002968i,0.001734+0.00053098i,0.00019794-0.00075847i,0.0022163-0.00044625i,0.0068102-0.0025965i,0.0028838+0.00079235i,-9.1897e-05+9.3329e-06i,7.563e-05-0.0014631i,0.00063168-0.0012615i,0.001841+0.0016324i,0.0013249+0.0032638i,0.00090047-0.0010585i,0.0047189+0.0034262i,-0.00023876-0.027876i,0.0071219+0.001936i,0.020552+0.004438i,0.0050594+0.0066214i,-0.0086071-0.021384i,0.0081056+0.0072864i,0.012755+0.016063i,0.002194+0.016104i,0.020317+0.0098282i,0.0030658+0.0053314i,0.00012401-0.0087503i,0.0019317-0.0028556i,0.0010308-0.0048841i,0.0082403+0.00027249i,0.001092+0.0043289i,-0.0069683+0.011973i,-0.0043529-0.0065533i,0.0058706+0.0088758i,-0.0032918-0.00058354i,0.00011499+0.0018406i,-7.3546e-05+0.0016151i,-0.0024564-0.0025523i,0.0054029-0.0030186i,-0.0057043-0.00072543i,0.0034296+0.00010506i,-0.0060539+0.0029273i,-0.0018521+0.00024737i,0.0010028-0.00084587i,-0.0056333-0.0017827i,-0.0034205-0.00070912i,-0.0095215-0.01001i,0.003429-0.0030163i,-0.0030932-0.0009057i,-0.0010633+0.0015158i,-0.0026982+0.0031132i,0.0085503+0.0027858i,-0.0052277+0.0016214i,-0.0013476-0.0050146i,-0.0030524-0.00086459i,-0.0024858-0.0008262i,0.003131-0.0039477i,0.0027591+0.0010634i,0.0018839-0.0014395i,0.001968+0.005898i,0.00097054+0.0046411i,0.023118-0.0049228i,-0.024033-0.001876i,-0.031741+0.02078i,-0.0057166+0.010762i,0.001602+0.0023395i,0.0076659-0.0039814i,-0.013039-0.0015247i
0.019222-0.030111i,0.0073008-0.018056i,0.0068052-0.020858i,0.00040414-0.010643i,-0.0034267-0.019358i,-0.0053729-0.0034615i,0.0078987-0.020107i,-0.0088374-0.011412i,-0.012574-0.0081326i,0.0025921-0.0024918i,-0.00051304-0.00069795i,-0.00056774+0.001611i,0.0018809-0.0010759i,0.0002981-0.00031438i,-0.00051083-0.0011277i,0.001476-0.0036002i,-0.0057626+0.0021668i,-0.00010046+0.00016153i,-3.4667e-05-0.00032322i,0.00047928+0.0015774i,0.00032999+0.0023975i,-0.00043271+0.0010018i,0.0013139+3.8637e-05i,1.1485e-05+0.0034007i,-0.001755-0.0014596i,-0.00035762+9.6275e-05i,0.00016492+0.001206i,0.00053305-0.00079039i,0.00059431-9.2487e-05i,0.00010815-0.00084979i,0.0015222-0.0025678i,0.003322-0.001481i,0.0019809-9.1858e-05i,-0.0001284-0.00070351i,0.0024006-0.0013579i,0.005551-0.0038744i,0.0016565-0.0018261i,-0.00011195-1.9754e-05i,-9.4034e-06-0.001118i,0.00012375-0.0018426i,0.0024546+0.00089711i,0.0025155+0.0021238i,0.00052694-0.001155i,0.0061095+0.0025311i,-0.0046384-0.026492i,0.0073217+0.0019995i,0.021211+0.0015609i,0.0073424+0.003098i,-0.013436-0.01707i,0.012078+0.0039227i,0.016016+0.011579i,0.0052345+0.011729i,0.018464+0.0014443i,0.0057324+0.0018587i,-0.0025273-0.0085534i,-0.00096354-0.0034511i,-0.00096428-0.0059622i,0.0060377-0.0023937i,0.0021895+0.0035591i,-0.0013845+0.014306i,-0.0055605-0.0030744i,0.0072087+0.0064119i,-0.0034419+0.00065977i,0.0011068+0.0026933i,0.0011995+0.0015713i,-0.0040508-0.0015501i,0.0051919-0.0062827i,-0.0060761+0.00076661i,0.0038825-0.001715i,-0.0041297+0.0067235i,-0.0013567-0.00056373i,0.00021982-0.0015336i,-0.0045609+0.0015943i,-0.0030733+0.00011445i,-0.011258-0.0050801i,0.0015077-0.0034772i,-0.0025977+0.00022635i,-0.0014689+0.00095077i,-0.0013771+0.0036663i,0.010216-0.00053415i,-0.0040772+0.0040068i,-0.0029486-0.0044799i,-0.0023718-0.00026427i,-0.0026738+0.00049614i,0.00055812-0.0037115i,0.003487+9.876e-05i,0.0017426-0.0014022i,0.0027289+0.0037317i,0.00076945+0.0043031i,0.020388-0.011079i,-0.022865+0.0031793i,-0.028565+0.027768i,-0.004239+0.0084369i,0.0030918+0.0043725i,0.0047421-0.0042521i,-0.014417+0.001298i
0.014139-0.031678i,0.003427-0.019759i,0.0028561-0.021499i,-0.0011537-0.0097787i,-0.0076705-0.018449i,-0.0053429-0.0030396i,0.0031367-0.021917i,-0.010181-0.0095289i,-0.013684-0.0058311i,0.0020993-0.0029645i,-0.00098222-0.00077684i,0.00032651+0.0017872i,0.0012786-0.000852i,0.00083723-0.00013985i,-0.00070413-0.001073i,0.00086106-0.0036996i,-0.0046832+0.0038118i,-0.00047632+0.0006934i,-0.00033855-0.0002131i,0.0007819+0.0011799i,0.0012316+0.0017831i,-0.00026302+0.0010155i,0.0012256-0.00047315i,0.0017548+0.0024267i,-0.0024974-0.0008199i,-0.00017694+0.00019115i,0.00090303+0.0011242i,0.00016845-0.00078761i,0.00059012-0.00011746i,-0.00016111-0.00085734i,0.00044172-0.0030226i,0.0026559-0.0027205i,0.0018666-0.00090577i,-0.00036427-0.0004827i,0.0020482-0.0025726i,0.0046561-0.0053353i,0.00088838-0.0013675i,-0.00014913+4.2235e-05i,-0.00021953-0.0011749i,-0.00071453-0.0020712i,0.0027064-0.0002301i,0.0026686+0.00070307i,0.00020398-0.0010956i,0.0069273+0.0006415i,-0.0084379-0.024862i,0.0091805+0.0018983i,0.021946-0.0013396i,0.007983-0.0005686i,-0.015644-0.012248i,0.015036-0.00078429i,0.017721+0.0067574i,0.0074012+0.0077713i,0.015149-0.004424i,0.0066827-0.00088229i,-0.0052868-0.0068882i,-0.0037162-0.0021988i,-0.0043655-0.0060931i,0.0031992-0.00346i,0.0023684+0.0025123i,0.0036253+0.013872i,-0.0050725-0.00040349i,0.0069478+0.0033887i,-0.0029661+0.0026739i,0.0023998+0.0027935i,0.0017964+0.00094574i,-0.0048354+0.00035578i,0.0030554-0.0081334i,-0.0052973+0.0022316i,0.003361-0.0031209i,0.00036473+0.0072707i,-0.0017777-0.0012135i,-0.00062865-0.0012674i,-0.0027792+0.0031859i,-0.0022737+0.00079614i,-0.011171-0.00031763i,0.00049593-0.0037152i,-0.0018209+0.0006305i,-0.0015605+0.0016016i,0.00027846+0.0033694i,0.010001-0.0046535i,-0.0018427+0.0052257i,-0.0042211-0.0031116i,-0.0020047-0.00019954i,-0.0019389+0.0013967i,-0.00010949-0.0025727i,0.0033366-0.0012639i,0.0019689-0.0016338i,0.001586+0.0022569i,0.00074729+0.0045608i,0.017822-0.015442i,-0.019888+0.0068129i,-0.022387+0.033328i,-0.0043046+0.0067311i,0.0056097+0.0042602i,0.002948-0.0028823i,-0.013867+0.0040977i
0.009257-0.032824i,-0.00076857-0.020208i,-0.00096133-0.021621i,-0.0019855-0.0092815i,-0.011389-0.016134i,-0.0055708-0.0028143i,-0.0022157-0.02218i,-0.011098-0.0076526i,-0.013982-0.0031305i,0.0012006-0.0034878i,-0.0015983-0.00026407i,0.0012179+0.0011764i,0.0012144-0.00062715i,0.0011744-0.00070932i,-0.00094165-0.00083227i,0.00016307-0.0036211i,-0.003298+0.0043055i,-0.00069398+0.0014326i,-0.00043807+0.00020212i,0.00091548+0.00072519i,0.0014689+0.00086676i,-0.00025455+0.0010698i,0.00087252-0.0008565i,0.0028416+0.00035231i,-0.0025786+0.00062784i,-0.00012523+0.00016545i,0.0013046+0.00077208i,-4.2569e-05-0.00065677i,0.00052773-0.000337i,-0.00063181-0.00061666i,-0.00070661-0.0031687i,0.0015113-0.0034382i,0.0014447-0.0016024i,-0.00043339-0.00031586i,0.00088186-0.0037481i,0.003473-0.0068194i,0.001008-0.0011167i,-0.0001088+0.00019992i,-0.00047178-0.00098077i,-0.0016214-0.0019582i,0.0021554-0.001068i,0.002487+1.8085e-05i,-0.00013334-0.00098864i,0.006874-0.00079357i,-0.011774-0.022993i,0.0118-0.00038249i,0.022706-0.0047844i,0.0078809-0.0034874i,-0.014945-0.0073888i,0.016038-0.0073696i,0.018244+0.0020419i,0.0086842+0.0030514i,0.01228-0.0082171i,0.0075361-0.0035166i,-0.0065769-0.0039603i,-0.0054648+0.00020274i,-0.0081603-0.0047417i,0.00095441-0.0034835i,0.0022144+0.0021072i,0.0071871+0.01198i,-0.0039921+0.0014858i,0.005242+0.0010279i,-0.00045002+0.0043183i,0.0036835+0.0021907i,0.0025205+0.00040625i,-0.0046102+0.0024522i,0.00059826-0.0093052i,-0.0042906+0.0030535i,0.0023228-0.0045139i,0.0033571+0.0049882i,-0.0028087-0.0013168i,-0.00086424-0.00092019i,-0.00058168+0.0044231i,-0.0015736+0.00085818i,-0.0088303+0.0041199i,-0.0011611-0.0039194i,-0.0010748+0.00067976i,-0.0011895+0.0015609i,0.0011888+0.0022351i,0.0078806-0.0089747i,0.0010318+0.0054971i,-0.004421-0.0012889i,-0.0020287-0.00010162i,-0.0013552+0.0017802i,-0.00029987-0.0020556i,0.0023362-0.0020764i,0.0021312-0.0021837i,0.00086738+0.0023378i,0.0012895+0.0050935i,0.014079-0.019429i,-0.017591+0.0074134i,-0.014496+0.036032i,-0.0044504+0.0066601i,0.0067935+0.0035654i,0.0026331-0.0014462i,-0.012354+0.0059337i
0.0039436-0.033367i,-0.0047088-0.01937i,-0.0049857-0.021234i,-0.0031436-0.0092842i,-0.013718-0.013417i,-0.0060562-0.0026014i,-0.0067721-0.02062i,-0.011658-0.0060088i,-0.013459-0.0006054i,-0.00010084-0.0032343i,-0.0016752+0.00063637i,0.0014237+0.00041103i,0.0013965-0.00067276i,0.00064534-0.0009759i,-0.0010318-0.00043166i,-0.00065993-0.0032783i,-0.0024009+0.0046588i,6.9528e-05+0.0015838i,-0.0003175+0.00041565i,0.00071943+0.00033586i,0.0013013+0.00012914i,6.8242e-05+0.0010891i,0.00050765-0.0010172i,0.0022827-0.0017253i,-0.001061+0.0016435i,-0.0001355+0.00019276i,0.0015176+0.00039088i,-7.5527e-05-0.00049952i,0.00024242-0.00060779i,-0.00085128-7.0006e-05i,-0.0019214-0.0027499i,0.00027304-0.0037921i,0.00052308-0.002186i,-0.00046387-0.00012842i,-0.0010467-0.0038986i,0.0018649-0.0076489i,0.00064385-0.002289i,1.9158e-05+0.00013934i,-0.00053425-0.00076857i,-0.0025768-0.0012886i,0.0014894-0.0016375i,0.002329-0.00058206i,-0.00040138-0.00079892i,0.0069612-0.0019254i,-0.014465-0.021012i,0.01296-0.0043692i,0.02284-0.0090076i,0.0077057-0.0069789i,-0.012257-0.0034383i,0.014248-0.014427i,0.018055-0.0020964i,0.0078195-0.0014384i,0.0089037-0.010422i,0.007636-0.0065582i,-0.0066983-0.0022711i,-0.0056017+0.003445i,-0.011749-0.0010197i,-0.00083202-0.0029183i,0.002246+0.0020308i,0.010259+0.0093597i,-0.0024357+0.0024538i,0.0031376+0.00060057i,0.0024461+0.0030834i,0.0051824+0.00080612i,0.0030059-0.00067057i,-0.0031803+0.0046285i,-0.002719-0.010292i,-0.0035879+0.0042625i,0.0011043-0.0052514i,0.0038574+0.0029095i,-0.0038256-0.0003118i,-0.0010889-0.00076659i,0.0026294+0.0034614i,-0.0012676+0.00033258i,-0.0049793+0.0064031i,-0.0028669-0.0027444i,-0.00066745+0.00031533i,-0.00098354+0.0014293i,0.0012962+0.0010369i,0.0041569-0.01203i,0.0036147+0.0040025i,-0.0037215-0.00021803i,-0.0018796+0.00036056i,-0.00076535+0.0024769i,-0.00080953-0.0014263i,0.0013696-0.0022429i,0.0017372-0.0030022i,0.0004746+0.0026141i,0.0022415+0.0051865i,0.0094038-0.022075i,-0.018604+0.0073841i,-0.0076027+0.034956i,-0.0036885+0.0061845i,0.0078049+0.0025505i,0.0032376-0.00069025i,-0.010443+0.007078i
-0.00077508-0.032803i,-0.0079783-0.017858i,-0.0086543-0.019759i,-0.004603-0.008836i,-0.015839-0.011009i,-0.0066665-0.0022603i,-0.0099404-0.018666i,-0.012141-0.0045307i,-0.012246+0.001258i,-0.00073048-0.002482i,-0.0011132+0.001407i,0.0013317-4.9952e-05i,0.0013385-0.00082651i,0.00042331-0.00069885i,-0.00095074-0.00023361i,-0.0012612-0.0025314i,-0.0015656+0.0045156i,0.00062557+0.0012023i,-0.00016284+0.00064425i,0.0005225+0.00031913i,0.00096693-0.00043279i,0.00024279+0.00090787i,8.1477e-05-0.00119i,0.00092623-0.0029467i,-0.00052739+0.00044579i,-0.00015197+0.00037325i,0.0017412-4.8277e-05i,-0.00019284-0.00045157i,-2.2307e-05-0.00062247i,-0.00076211+0.00040283i,-0.0028619-0.0018309i,-0.001201-0.0036866i,-0.00051343-0.0022632i,-0.00033242+4.8767e-05i,-0.0023526-0.0030405i,-6.8498e-05-0.0083803i,-0.00024392-0.0022888i,3.1415e-05+0.00010482i,-0.00057765-0.00069368i,-0.0031755-0.00020184i,0.00070369-0.0018845i,0.0020635-0.0010415i,-0.00063751-0.00044633i,0.0068917-0.003747i,-0.017154-0.01913i,0.012333-0.008436i,0.021959-0.013752i,0.0055919-0.010892i,-0.0076746-0.0029164i,0.0090377-0.020038i,0.017634-0.005536i,0.0064214-0.0041747i,0.0061511-0.0099547i,0.0067844-0.0096638i,-0.007059-0.00074675i,-0.0036351+0.0062444i,-0.013401+0.0037813i,-0.0024384-0.0019983i,0.0024479+0.0020055i,0.011514+0.0054074i,-0.00083843+0.0022351i,0.0018263+0.0009231i,0.0027982+0.0010387i,0.0054437-0.0017415i,0.0027521-0.0023838i,-0.00014803+0.0057971i,-0.007344-0.0084186i,-0.001847+0.0060478i,-0.00054464-0.0050082i,0.0048087+0.0017267i,-0.0042622+0.0012797i,-0.0012085-0.00047554i,0.0042063+0.00044233i,-0.0011235+8.3229e-06i,-0.00069781+0.0060996i,-0.0034967-0.0025337i,-0.00065469-0.00016415i,-0.0012164+0.0012501i,0.0012149+0.00020125i,-0.00080341-0.013624i,0.0048603+0.0011288i,-0.0035099+0.00025456i,-0.0016647+0.00086998i,0.00086537+0.002807i,-0.00049143-0.00051789i,0.0005086-0.0018811i,0.00078793-0.0034652i,0.00039632+0.0028928i,0.0028529+0.0048785i,0.0042472-0.022677i,-0.019993+0.010353i,-0.0026456+0.033086i,-0.0034675+0.0049874i,0.0089871+0.00076716i,0.0037379-0.00091578i,-0.0087196+0.0070081i
-0.0052284-0.031996i,-0.010396-0.015925i,-0.011632-0.017756i,-0.0057659-0.0080924i,-0.017612-0.0078791i,-0.0073416-0.0016856i,-0.012636-0.017118i,-0.012601-0.0028898i,-0.010952+0.0020955i,-0.00088197-0.0017967i,-0.00037701+0.0018787i,0.0011555-0.00029248i,0.001367-0.0010163i,0.00060212-0.00059442i,-0.00088208-8.5084e-05i,-0.0015053-0.0017437i,-0.00083846+0.0035738i,0.0009185+0.00089187i,0.00015479+0.00069078i,0.00052423+0.00042366i,0.00040266-0.00073353i,0.00026114+0.0008661i,-0.00036848-0.0010178i,-0.00043843-0.0032538i,-0.00083386+0.00046277i,3.3106e-05+0.00051729i,0.0015793-0.00076172i,-0.00024453-0.00031267i,-0.00019919-0.00058389i,-0.00047325+0.00078387i,-0.0033322-0.00070593i,-0.0024423-0.0027309i,-0.0012722-0.0018435i,-0.00019411+0.0001021i,-0.0031514-0.0020941i,-0.0022148-0.0077915i,-0.00042545-0.0015271i,5.4889e-05+0.00014929i,-0.00081796-0.00056927i,-0.003304+0.0011821i,4.1397e-05-0.001937i,0.0016531-0.0015276i,-0.00070452-1.9753e-05i,0.0061817-0.0056658i,-0.020175-0.016571i,0.010322-0.011895i,0.019724-0.018205i,0.0017827-0.013265i,-0.0053313-0.0056272i,0.0028554-0.022546i,0.01743-0.0092391i,0.0055123-0.0067921i,0.0059232-0.009462i,0.0056263-0.012094i,-0.0076495+0.00069902i,-0.00073039+0.0072987i,-0.012088+0.01014i,-0.003538-0.00062945i,0.0027351+0.0018531i,0.011634+0.002489i,-0.0003147+0.0015617i,0.00072342+0.001756i,0.002617+0.00020666i,0.003913-0.0039965i,0.0011841-0.0035806i,0.0026478+0.0047953i,-0.0095289-0.0038244i,0.0016178+0.0061294i,-0.0019605-0.0050612i,0.005116-0.00057714i,-0.0038819+0.0033484i,-0.0012685-0.00030845i,0.0035899-0.0026898i,-0.0014943-5.7016e-05i,0.0016823+0.0036615i,-0.0048424-0.00091177i,-0.0010507-0.00061872i,-0.001355+0.0015856i,0.00073891-0.00045554i,-0.0067636-0.012785i,0.004189-0.0018305i,-0.0033549+0.00083118i,-0.0014755+0.0016034i,0.0021527+0.0019774i,4.5497e-05-0.0008225i,0.0002166-0.0011017i,8.5674e-05-0.003596i,0.00034805+0.0035215i,0.0035979+0.0044657i,0.001085-0.022035i,-0.019781+0.014289i,0.0016415+0.031189i,-0.0040623+0.0033807i,0.0085592-0.0022156i,0.0035122-0.00088427i,-0.0080305+0.0062424i
-0.0098596-0.030694i,-0.012135-0.014003i,-0.014275-0.015403i,-0.0067989-0.0075622i,-0.018481-0.0045366i,-0.0081112-0.00083667i,-0.015423-0.015126i,-0.012754-0.0011237i,-0.010043+0.0024586i,-0.00082844-0.0013889i,0.00055931+0.0020206i,0.0010485-0.00053571i,0.0013198-0.0013089i,0.00065757-0.00078391i,-0.00083565+9.4989e-05i,-0.0013268-0.0011116i,-0.00039752+0.0023095i,0.001369+0.00053357i,0.00046028+0.00051678i,0.00069957+0.00038946i,-0.00034547-0.00054067i,0.00054562+0.00079666i,-0.00062449-0.00069781i,-0.0015893-0.0030008i,-0.00069161+0.00057886i,0.00023071+0.00049434i,0.00087155-0.0011825i,-0.00025738-0.00025666i,-0.00030646-0.00046347i,-0.00012458+0.0009422i,-0.0033927+0.00050359i,-0.0028933-0.0014673i,-0.0017769-0.001039i,-0.00011415+4.5887e-05i,-0.0037339-0.00089039i,-0.0039886-0.006365i,-0.00046102-0.0010024i,0.00012735+0.00018337i,-0.00087868-6.6357e-05i,-0.0027793+0.0026187i,-0.00053949-0.0017635i,0.00098868-0.0019552i,-0.00055879+0.00034026i,0.004847-0.0068737i,-0.022432-0.013083i,0.0071966-0.014176i,0.016435-0.021657i,-0.0022615-0.013712i,-0.0056082-0.0077361i,-0.0035053-0.023322i,0.016467-0.01369i,0.0038165-0.0096838i,0.0062142-0.010357i,0.003888-0.014793i,-0.0083027+0.0027009i,0.0019932+0.006796i,-0.0077001+0.014892i,-0.0038283+0.00078944i,0.0029254+0.001697i,0.011607-0.00044242i,-2.4175e-05+0.0012629i,0.00079947+0.0031754i,0.0029684-0.00073822i,0.0019281-0.0044811i,-0.00044099-0.0036444i,0.0043001+0.0030222i,-0.0090629+0.00033243i,0.0042751+0.0043599i,-0.0038398-0.0039421i,0.0038794-0.0025823i,-0.0019749+0.0049508i,-0.0016194-0.00016485i,0.0012327-0.0047565i,-0.0018938+0.00018619i,0.0020385+0.0012576i,-0.0048131+0.0012992i,-0.001826-0.00064211i,-0.0011676+0.0014507i,-0.0001557-0.00065193i,-0.01084-0.0094258i,0.0024114-0.0035079i,-0.0028922+0.0012403i,-0.00062258+0.002183i,0.0027303+0.0006668i,-3.8006e-05-0.00097501i,0.00076768-0.00069789i,-0.00078999-0.0034781i,0.00099594+0.0043419i,0.0039942+0.0039204i,-0.0025596-0.021648i,-0.018544+0.018352i,0.005606+0.028892i,-0.005917+0.0024312i,0.0058857-0.0037511i,0.003848-0.0011517i,-0.0085967+0.0058294i
-0.014154-0.028359i,-0.013661-0.012462i,-0.016289-0.012462i,-0.0079526-0.0069323i,-0.018965-0.0014699i,-0.0086163+0.0004639i,-0.01758-0.012793i,-0.012545+0.00060964i,-0.0097555+0.0025922i,-0.00065829-0.0011046i,0.0016314+0.0016172i,0.00099004-0.00049238i,0.0011241-0.0015796i,0.00060311-0.00086327i,-0.0007523+0.00023739i,-0.0010093-0.0010041i,-1.5514e-05+0.0007188i,0.0015916-6.6026e-06i,0.00058189+0.00015681i,0.00095871+0.00030717i,-0.000569-3.0044e-05i,0.00088473+0.00048887i,-0.00064954-0.0004238i,-0.0023376-0.0026115i,-0.00066191+0.00077226i,0.00043648+0.00041831i,0.00034291-0.00091447i,-0.00035586-1.6383e-05i,-0.0004298-0.00032573i,0.00037345+0.0010128i,-0.0030432+0.0017727i,-0.0029852-0.0005976i,-0.0015592-0.00029651i,-0.00015446+9.9604e-05i,-0.0037422+0.00061463i,-0.0050487-0.0046021i,-0.00042376-0.00063728i,0.00013004+0.00014484i,-0.00057652+0.00010268i,-0.0014204+0.0035295i,-0.00087926-0.0013257i,0.00043871-0.0021719i,-0.0002353+0.00062408i,0.003398-0.0083297i,-0.023633-0.0093689i,0.0043877-0.014467i,0.01297-0.024016i,-0.0059374-0.012917i,-0.0072336-0.0086733i,-0.0099574-0.021278i,0.014041-0.018198i,0.0019813-0.01188i,0.0060699-0.011558i,0.00077593-0.016666i,-0.0083415+0.0055104i,0.003932+0.0052937i,-0.0015658+0.017009i,-0.0039013+0.0022308i,0.0033128+0.0017399i,0.0099331-0.0033886i,0.00011393+0.00091963i,0.0020196+0.0044212i,0.0023977-0.0019244i,0.00080215-0.0040118i,-0.0019351-0.0030323i,0.0050575+0.0010829i,-0.0068111+0.0031366i,0.0056955+0.0017671i,-0.0057329-0.0028804i,0.0021202-0.0031075i,0.00049873+0.0050515i,-0.0016643+0.0004205i,-0.0011422-0.0051247i,-0.0022556+0.00012881i,0.00089923-1.3591e-05i,-0.0037159+0.0031354i,-0.002518+1.1135e-06i,-0.00091512+0.0016194i,-0.00060531-0.00029455i,-0.012791-0.0050628i,0.00025152-0.0041995i,-0.0026965+0.001551i,0.00024237+0.0020153i,0.0028283-0.00061911i,-9.2996e-05-0.0008784i,0.0014168-0.0010294i,-0.0017011-0.0036342i,0.001952+0.0044218i,0.0044733+0.0035778i,-0.0049143-0.020394i,-0.015595+0.023703i,0.0084218+0.025986i,-0.0082694+0.0029073i,0.0030497-0.0030189i,0.0037151-0.0018699i,-0.0093001+0.0060998i
-0.01744-0.025589i,-0.015702-0.011143i,-0.017385-0.0098425i,-0.0090134-0.00595i,-0.018924+0.0021814i,-0.0085599+0.0019102i,-0.019482-0.010087i,-0.012098+0.0021404i,-0.010044+0.0030405i,-0.00031909-0.0011941i,0.0021539+0.0006712i,0.0011672-0.00079406i,0.00093281-0.0016122i,0.00077055-0.001376i,-0.00066405+0.0003574i,-0.00092997-0.0010299i,0.00015491-0.0010205i,0.0013389-0.0002921i,0.00052187-0.00016475i,0.0013503-3.3478e-05i,-0.00054492+0.00032173i,0.00084101+9.747e-05i,-0.00067029-0.00026961i,-0.0028849-0.0022484i,-0.00046751+0.00082546i,0.00060807+0.00021065i,4.0911e-05-0.00085051i,-0.00031715+0.00023409i,-0.00049161-9.9999e-05i,0.00092082+0.00081639i,-0.0022401+0.0027938i,-0.0029098+0.00044439i,-0.0012344-0.00022897i,-2.4634e-05+0.00015791i,-0.0030811+0.0017766i,-0.0054456-0.0029455i,-0.00011791-0.00061534i,0.0001315+0.00028638i,-0.00053164+1.2771e-05i,0.00010232+0.003322i,-0.0009757-0.00096685i,-0.00026753-0.0024285i,0.00023372+0.00065407i,-9.0731e-06-0.0087955i,-0.024206-0.0057597i,0.0030011-0.014405i,0.0094123-0.025762i,-0.0089992-0.010616i,-0.0080314-0.0081703i,-0.014754-0.016373i,0.010375-0.022269i,0.00010903-0.014273i,0.0060043-0.013388i,-0.0026009-0.01721i,-0.0067594+0.0088026i,0.0048799+0.0033456i,0.0036657+0.01597i,-0.0033349+0.0036056i,0.0043434+0.0014279i,0.0073245-0.0062214i,-4.3444e-05+0.00060409i,0.0041421+0.0042733i,0.0013018-0.0020134i,9.412e-05-0.0037586i,-0.0028409-0.002052i,0.005082-0.00073803i,-0.0048692+0.0043209i,0.0058737-0.0013801i,-0.0059946+0.00033892i,0.0014004-0.0027909i,0.0023658+0.0039928i,-0.0013642+0.00076119i,-0.0037727-0.0044927i,-0.0031444+0.0021089i,0.00015141+0.00029496i,-0.0020554+0.0040443i,-0.0024834+0.0010418i,-0.00097132+0.0021319i,-0.00057768-9.38e-05i,-0.013301-0.0012862i,-0.0018943-0.003831i,-0.0026245+0.0022967i,0.0006731+0.0018664i,0.0028039-0.001933i,-0.00017803-0.001356i,0.0016563-0.0018069i,-0.0026935-0.0031158i,0.0032349+0.0041999i,0.0051707+0.003097i,-0.0069144-0.01907i,-0.0092053+0.027066i,0.011299+0.023049i,-0.010001+0.0044988i,0.0017229-0.0010587i,0.0030877-0.002367i,-0.0098013+0.006977i
