-0.023628-0.038984i,-0.011626-0.049709i,-0.016742-0.045362i,-0.030778-0.035883i,-0.029563-0.01663i,-0.050458-0.028802i,-0.058488-0.02631i,-0.044464-0.039094i,-0.029139-0.036573i,0.0071238+0.013013i,-0.0060415+0.016047i,-0.0050567+0.014593i,0.0098694+0.02192i,0.00017433+0.0045744i,0.0034971+0.0032557i,0.0065103+0.018037i,0.026917+0.039287i,-0.0025296-0.00085768i,-0.0046314-0.0060705i,0.008285+0.0017343i,-5.8576e-05-0.00086417i,-0.0010194+0.0015222i,0.0002467-0.00043838i,-0.030828-0.0028321i,-0.0012592-0.0059031i,0.0013109+0.0046017i,0.0038499-0.00045153i,-0.0002646+0.00067823i,0.00045364-0.00056421i,-0.00022381-0.0024704i,-0.0015614-0.0062868i,-0.0044895-0.0040373i,-0.0018049-0.0051977i,0.0020431-0.00079364i,0.002447-0.0028259i,0.002671+0.026226i,0.0021072-0.0026962i,0.0029263+0.00059059i,0.0061102+0.0010343i,-0.010223-0.003565i,-0.0032831+0.00096137i,0.0069411+0.0017742i,0.0048223+0.00016618i,-0.0039298+0.0058323i,0.0015918-0.0076824i,-0.01198+0.017784i,0.035644-0.090882i,0.012511-0.07005i,-0.015376-0.059596i,-0.016461-0.05566i,0.040429-0.046153i,0.017356-0.062644i,0.034704-0.056027i,0.031305-0.059945i,0.015189-0.013778i,0.0044729+0.016671i,0.016791-0.026667i,-0.011717+0.0057545i,-0.00066462+0.0052961i,-0.0055149-0.0012549i,-0.0021339-0.028957i,-0.024152+0.031869i,0.0098321-0.011354i,-0.013105-0.0025297i,-0.0002221-0.0050337i,-0.0011808-0.016129i,-0.0077819+0.0047353i,0.0052013+0.0062501i,-0.0081416+0.031059i,0.0050017+0.0058245i,-0.0050148-0.00064184i,-0.00329-0.00029088i,-0.012152-0.0073848i,-0.00047729-0.0042655i,-0.029719+0.0062112i,0.00014789-0.0098689i,-0.0093408-0.0020089i,-0.0060347-0.0029272i,0.0068912+0.0031264i,-0.0073901+0.0010019i,0.00029653+0.00060043i,0.0057341+0.010593i,0.0040512+0.001328i,-0.009402-0.0096936i,0.0029282+0.0080006i,-0.02121+0.0062771i,0.0083363+0.00080143i,-0.029153-0.0035839i,-0.042127+0.0024136i,0.019287-0.097148i,-0.0023688-0.012432i,-0.053084-0.022181i,-0.023078+0.0011838i,0.017978+0.010666i,-0.024931+0.012926i,-0.018099-0.013152i
0.013302-0.0083794i,0.043836-0.012041i,0.023262-0.026995i,0.011303-0.021423i,0.014659-0.040499i,-0.018465-0.023251i,-0.0082096-0.015287i,-0.0018343-0.028257i,0.0069702-0.0176i,0.0048064-0.0026677i,0.0019159-0.0048687i,1.6299e-05-0.00518i,-0.00094581-0.0058925i,-0.00085986-0.0028857i,-0.0012346+0.00098269i,0.0014927-0.0030183i,-0.0034852+0.0015463i,-0.00079538+0.0015009i,0.00019033+0.00011598i,0.00064527+0.0020873i,0.0014093+0.0018404i,0.0010631-0.0009758i,0.0020418+0.00046644i,-0.00105+0.0028383i,-0.00058074+0.00034233i,-0.00058774+0.00051199i,-0.0014341+7.932e-05i,-0.00057045+0.0003309i,9.5697e-05+0.0001708i,-0.00014875-0.00036695i,0.0019343-0.0018208i,0.0014061+1.8058e-05i,0.00044329-0.00076102i,0.00047636-0.0010041i,0.00079691+0.00065023i,0.0047479-0.0019419i,4.2104e-05+6.8757e-05i,-0.00015497+0.0012056i,0.00022891-0.00023846i,0.00050926+0.00064668i,0.00089663+0.00051358i,0.00045337+0.00084714i,-0.00027457-0.0033003i,0.00052383-0.0029194i,0.018731+0.0055331i,0.029476+0.039913i,0.035505+0.039772i,0.047447+0.028841i,0.015458-0.00095682i,0.0363+8.2492e-05i,0.037863+0.013254i,0.014709+0.0068499i,0.029121+0.021995i,-0.0038867+0.032893i,0.0060739-0.0043669i,0.0047451-0.0034971i,0.0066656-0.0039561i,0.0078758+0.0037799i,0.0037996+0.0063392i,-0.0061116+0.0042181i,-0.0039219-0.0060879i,0.0037959+0.013486i,-0.0036086+0.00044067i,-0.00028838+0.0054355i,-0.00045274+0.0015071i,0.0026945-0.0032556i,0.0065008-0.00067957i,-0.0028627-0.00046005i,0.0043039-0.0025461i,-0.0062048-0.00065443i,-0.0014252+0.00056305i,0.00029305+8.1363e-05i,-0.0047401-0.0026093i,-0.0042633-0.0021983i,-0.0078194-0.0092816i,0.0028914-0.0019929i,-0.0049237+0.0019064i,-0.0015512+0.0011469i,-0.004123+0.00284i,0.0071106+0.0010799i,-0.0072531-0.001687i,-0.0044534-0.0075212i,-0.0028036-0.0012389i,-0.005602-0.00078488i,0.0044419-0.0028428i,0.0061044+0.0006652i,0.0029219-0.0013738i,0.0050292+0.0081304i,0.0061812+0.0056157i,0.041032+0.027481i,-0.031513-0.0039124i,-0.036724+0.018272i,-0.010136+0.020619i,0.0017881+0.0023684i,0.0095972-0.0062318i,-0.011095-1.1623e-05i
0.011125-0.010143i,0.04058-0.019208i,0.01786-0.030215i,0.0073817-0.022066i,0.006295-0.042432i,-0.021003-0.019547i,-0.011336-0.014502i,-0.0064934-0.02704i,0.0036762-0.018176i,0.0040004-0.0037848i,0.00056895-0.0054722i,-0.0010441-0.0045142i,-0.0026884-0.0048123i,-0.0014617-0.0022944i,-0.0007173+0.0012227i,0.0010807-0.0032091i,-0.0021843+0.0026445i,-0.00064476+0.0016184i,-2.0995e-05+0.00012069i,0.0012219+0.0018363i,0.00203+0.0015675i,0.00089265-0.0011108i,0.0020108-0.00021047i,0.00081158+0.0024991i,-0.0002749+0.00049325i,-0.00017985+0.00049012i,-0.0012214+0.00088411i,-0.00042328+0.00055781i,0.00015673+0.00020763i,-3.1708e-06-7.7671e-05i,0.0010379-0.0025716i,0.0014747-0.00043912i,0.00015898-0.000841i,5.9385e-05-0.00096782i,0.0014273+0.00042421i,0.0041299-0.0028234i,9.3363e-06+0.00023589i,0.00022228+0.0011639i,0.00045471+1.4832e-05i,0.00047117-3.2201e-05i,0.00094993+0.00029169i,0.00070243+0.00059997i,-0.0010599-0.0024634i,0.00080793-0.0026686i,0.019321+0.0030887i,0.035217+0.035058i,0.040451+0.033106i,0.050672+0.01993i,0.012637-0.00031397i,0.03674-0.0060907i,0.039975+0.0061776i,0.015831+0.00072026i,0.029653+0.011929i,0.0036126+0.029866i,0.0043006-0.0052174i,0.00065688-0.003847i,0.0042664-0.0064664i,0.0070137+0.00095471i,0.005195+0.0048364i,-0.0034273+0.0066246i,-0.0045944-0.0028522i,0.0057884+0.011512i,-0.003629+0.0014529i,0.0027525+0.006167i,0.000484+0.0017145i,0.00047673-0.0035702i,0.0072294-0.0042989i,-0.0029385-2.6566e-05i,0.0036178-0.0041819i,-0.0057701+0.0024003i,-0.0014376-0.00019173i,7.3506e-05-0.00052852i,-0.0044874+0.00030876i,-0.0041726-0.00085059i,-0.0094802-0.0055819i,0.0014256-0.0027888i,-0.0035218+0.002969i,-0.0016588+0.00068878i,-0.0026532+0.0039094i,0.0081674-0.0017254i,-0.0069683+0.0014076i,-0.0066131-0.0055395i,-0.0025299-0.00071383i,-0.0050825+0.0011371i,0.0021883-0.0035721i,0.006177-0.0022213i,0.0029235-0.0016647i,0.006801+0.0059974i,0.0055851+0.0047469i,0.042262+0.018114i,-0.030574+0.002617i,-0.034657+0.02621i,-0.0063887+0.018869i,0.003288+0.0049733i,0.006894-0.0064288i,-0.012751+0.0021275i
0.0094467-0.011701i,0.035828-0.025675i,0.01197-0.031986i,0.0039962-0.021978i,-0.0023421-0.042696i,-0.022991-0.015802i,-0.014199-0.012918i,-0.010522-0.025432i,0.00028419-0.018343i,0.002881-0.0045262i,-0.0012801-0.0054137i,-0.0018428-0.0037287i,-0.0038034-0.0032246i,-0.0018077-0.0016168i,-0.00042405+0.0011763i,0.0006227-0.0033292i,-0.00066959+0.0027913i,-0.00050913+0.001939i,-8.2187e-05+0.00040777i,0.0016551+0.0012023i,0.0026845+0.00072542i,0.00058337-0.0014233i,0.0017468-0.000863i,0.0020986+0.0014176i,0.00018905+0.00050162i,5.0429e-05+0.00026438i,-0.00056461+0.0013518i,-0.00029693+0.0007405i,0.00028896+0.00022893i,0.00011011-3.9357e-05i,-7.5234e-05-0.0028443i,0.0012646-0.00097971i,-0.00024263-0.00078086i,-0.00028152-0.00082489i,0.0018367-0.00044209i,0.0033985-0.003764i,0.00031049+0.00036714i,0.00063627+0.0010757i,0.0006825-0.00023804i,0.00014172-0.00037549i,0.0011094-3.6597e-05i,0.00081805+0.00019499i,-0.0013307-0.0016346i,0.0008034-0.0030465i,0.019837+0.00013257i,0.041635+0.028276i,0.04459+0.025763i,0.051997+0.01104i,0.011481+0.00086177i,0.03649-0.012501i,0.040216-0.00077788i,0.015816-0.0042335i,0.027283+0.0048366i,0.0091407+0.026801i,0.0022012-0.0053547i,-0.0023048-0.0018388i,0.00049344-0.0078945i,0.0052143-0.00082834i,0.0056319+0.0030726i,-0.0008999+0.0074063i,-0.0038857-0.00064631i,0.0067446+0.008785i,-0.0034316+0.0034712i,0.0055974+0.0051085i,0.0011323+0.0012414i,-0.0011286-0.0027224i,0.0061168-0.0069426i,-0.0025944+0.00056969i,0.0025793-0.0051819i,-0.0029626+0.0041794i,-0.0020908-0.00027765i,-0.00037058-0.00056443i,-0.003235+0.0019419i,-0.0034909+0.000423i,-0.010018-0.0020797i,0.00048459-0.0032312i,-0.0020917+0.0033168i,-0.0018654+0.0010404i,-0.00064435+0.0038083i,0.0076689-0.0052928i,-0.0054018+0.0038189i,-0.0077931-0.0027909i,-0.0024597-0.00047125i,-0.0041505+0.0023461i,0.001012-0.0031469i,0.0047418-0.0042821i,0.0030586-0.0022177i,0.0066012+0.0027185i,0.0053271+0.0044205i,0.04269+0.010748i,-0.027529+0.0076918i,-0.029022+0.033449i,-0.0043016+0.017042i,0.0063222+0.0056448i,0.0043829-0.0054369i,-0.012545+0.0049078i
0.0076243-0.013546i,0.030185-0.030505i,0.0066179-0.032986i,0.0012483-0.022046i,-0.010722-0.040597i,-0.024383-0.011987i,-0.016829-0.010584i,-0.014341-0.023308i,-0.0026018-0.017637i,0.0016153-0.0049051i,-0.0028928-0.004162i,-0.0021691-0.0030521i,-0.004009-0.0015252i,-0.0019871-0.0011306i,-9.3927e-05+0.0013965i,6.474e-05-0.0033767i,0.00030764+0.0023621i,5.4711e-05+0.002497i,0.0002319+0.00078342i,0.0017745+0.00044764i,0.0027635-0.00037899i,-1.5151e-05-0.00161i,0.0011993-0.0012694i,0.0025803-0.00047055i,0.00066228+0.0003419i,-3.0679e-05+8.2878e-05i,2.4561e-05+0.0014061i,5.0638e-05+0.00087613i,0.0004021+7.0427e-05i,0.0002149-7.7056e-05i,-0.0012054-0.0026203i,0.00086753-0.001304i,-0.0004535-0.00057144i,-0.00051669-0.00066374i,0.0015322-0.001593i,0.0024305-0.0045415i,0.00059842+0.00015174i,0.0010611+0.00081372i,0.00061391-0.00051118i,-0.00035149-0.00063595i,0.0010025-0.00045454i,0.00058486+5.1663e-05i,-0.0014057-0.00092456i,0.00032498-0.0031056i,0.020084-0.0032178i,0.046274+0.018459i,0.04767+0.017691i,0.052248+0.0028187i,0.012202+0.0023518i,0.034697-0.019882i,0.039483-0.0075839i,0.014877-0.0094544i,0.025054-4.0776e-05i,0.014869+0.022678i,0.00073357-0.0046445i,-0.0035546+0.00092485i,-0.0039212-0.0078506i,0.0035559-0.0016129i,0.0054439+0.0018191i,0.0012759+0.0075209i,-0.0027348+0.00070996i,0.0067558+0.006034i,-0.00096589+0.0053683i,0.008048+0.0027605i,0.0017548+0.00089998i,-0.0020186-0.0013874i,0.0041352-0.0094294i,-0.0021859+0.00069399i,0.0010521-0.0061923i,-0.00092641+0.0036222i,-0.0028484+7.2334e-05i,-0.00047725-0.00050874i,-0.0018026+0.0031586i,-0.0025695+0.0011712i,-0.0091307+0.0014443i,-0.00077308-0.0036967i,-0.00072112+0.0029705i,-0.0016569+0.0011821i,0.00061954+0.002823i,0.0055341-0.0087729i,-0.0028266+0.0050867i,-0.0071645+3.9395e-05i,-0.002644-0.00023014i,-0.003266+0.0034392i,0.00047173-0.0025431i,0.0029364-0.0048159i,0.003047-0.0032828i,0.0049996+0.0012592i,0.005774+0.0042996i,0.042217+0.0034445i,-0.024293+0.0092686i,-0.021074+0.037975i,-0.002065+0.016164i,0.0084102+0.0048465i,0.0034368-0.0036451i,-0.011359+0.0068944i
0.0051182-0.015298i,0.024207-0.033864i,0.00099357-0.033398i,-0.0018643-0.022268i,-0.017448-0.037114i,-0.025326-0.0082398i,-0.018788-0.0074129i,-0.017511-0.020629i,-0.0048974-0.016636i,0.0002087-0.0046756i,-0.003414-0.0026156i,-0.0026126-0.0025237i,-0.0036866-0.00021174i,-0.0023833-0.0004459i,0.00056725+0.0015567i,-0.00070994-0.0031926i,0.00076329+0.0021056i,0.0011763+0.0026016i,0.00063574+0.00065162i,0.0014978-0.00022731i,0.0023561-0.0013401i,-0.00053797-0.0015942i,0.0007275-0.0014612i,0.0015485-0.0019055i,0.00075118-0.00022794i,-0.00019923-5.411e-06i,0.00057441+0.001326i,0.00046934+0.00081278i,0.00036814-0.00014268i,0.00022055-0.00018596i,-0.002031-0.0019837i,0.00043661-0.0014886i,-0.0006677-0.00038233i,-0.00066616-0.00033316i,0.00033101-0.0021536i,0.0013016-0.0051119i,0.00058975-0.00017085i,0.0013219+0.0002141i,0.00052516-0.00066463i,-0.0009109-0.000594i,0.0006875-0.00084811i,0.00049758+0.00014539i,-0.0012462-0.00045039i,-0.00014788-0.0029769i,0.020076-0.0073278i,0.047642+0.007809i,0.049064+0.0091734i,0.052197-0.0059724i,0.015015+0.0032353i,0.030801-0.027043i,0.037565-0.013908i,0.012038-0.014003i,0.022183-0.0034235i,0.019572+0.016627i,-1.2131e-05-0.0045844i,-0.0030188+0.0042675i,-0.0085782-0.0052585i,0.0019461-0.0019085i,0.0051732+0.00087204i,0.0034731+0.0070209i,-0.0015117+0.0010952i,0.0056575+0.0042501i,0.0021756+0.0043854i,0.0093797-0.0010726i,0.0023018+0.00011964i,-0.0018994+0.00036158i,0.00043435-0.011728i,-0.0024903+0.0011666i,-0.00073347-0.0067456i,-0.0005742+0.0033809i,-0.0033915+0.0010486i,-0.0006745-0.00053679i,0.0011668+0.0034132i,-0.0019616+0.00085459i,-0.0066893+0.0040874i,-0.002702-0.0035176i,0.00018262+0.002088i,-0.0014061+0.0013739i,0.0012083+0.0016137i,0.0020297-0.011304i,-0.00033365+0.0046978i,-0.0057409+0.0013775i,-0.0026499+0.00020735i,-0.001622+0.0046485i,-0.00010145-0.0020493i,0.0012631-0.0048569i,0.0021203-0.0042664i,0.0037834+0.00076917i,0.0064442+0.0035664i,0.040521-0.0032952i,-0.024682+0.0094394i,-0.013387+0.038498i,0.00051702+0.014237i,0.010154+0.0031355i,0.0038123-0.0025571i,-0.0095312+0.0082405i
0.0025029-0.016504i,0.018481-0.036201i,-0.0044963-0.032669i,-0.005235-0.021797i,-0.023738-0.033113i,-0.025702-0.0045433i,-0.019664-0.0040701i,-0.020213-0.017792i,-0.0067495-0.015876i,-0.00051276-0.0039886i,-0.0032893-0.0014023i,-0.0029799-0.0015725i,-0.0031878+0.00090375i,-0.0022411+0.00057954i,0.0012258+0.0011453i,-0.001266-0.0026153i,0.0014554+0.0019058i,0.0021396+0.0018925i,0.00085039+0.0004945i,0.0011528-0.00053097i,0.0017393-0.0020927i,-0.0011112-0.0014406i,0.00019215-0.0016419i,0.00034617-0.0024893i,0.00031006-0.00057409i,-0.00037626+0.000224i,0.0011606+0.0010062i,0.00070228+0.00053914i,0.00027034-0.00027157i,1.4933e-06-0.00020613i,-0.0026014-0.0011564i,-0.00012424-0.0015781i,-0.00077257+0.00011612i,-0.00056623-4.2605e-05i,-0.00038761-0.0017762i,-2.0704e-05-0.0053463i,0.00047025-0.00018271i,0.0011459-0.00031482i,0.00033396-0.00092366i,-0.0013793-0.00013415i,0.00028258-0.0010014i,0.0006389+8.2307e-05i,-0.0010337+3.4779e-05i,-0.00059387-0.0029824i,0.01886-0.012425i,0.046444-0.0026014i,0.048874+0.0008603i,0.049575-0.015666i,0.019359+0.00075828i,0.024694-0.03279i,0.034827-0.019509i,0.0089595-0.01675i,0.020516-0.0044924i,0.021604+0.0093341i,-0.0014733-0.0044887i,-7.6453e-05+0.0064003i,-0.011184-0.0005872i,0.00048449-0.0018385i,0.0047073+4.7546e-05i,0.0050157+0.0057256i,-0.00060947+0.00066582i,0.0047313+0.0031435i,0.0028435+0.0025255i,0.0079601-0.0052268i,0.0023487-0.0011785i,-0.00021371+0.0014643i,-0.0050445-0.01055i,-0.0022759+0.0025615i,-0.0034225-0.0064061i,0.0011131+0.0036452i,-0.0033646+0.0026589i,-0.00080221-0.00041459i,0.0037267+0.00043021i,-0.0018824+0.00050456i,-0.0033919+0.0045849i,-0.0044931-0.002072i,0.00034298+0.0010671i,-0.0015011+0.001386i,0.0013531+0.00047711i,-0.0030605-0.012397i,0.0014963+0.0033421i,-0.0049925+0.0018975i,-0.0028207+0.00069502i,0.00084219+0.0048757i,-0.00018843-0.0013646i,1.0703e-05-0.0042222i,0.00091285-0.0048501i,0.0027196+0.00086648i,0.006542+0.0026674i,0.038008-0.0086514i,-0.0265+0.012497i,-0.0073218+0.037918i,0.0018685+0.010996i,0.011048+0.00071227i,0.0041724-0.002696i,-0.0075087+0.0084259i
-0.00054077-0.01761i,0.012917-0.037946i,-0.0096218-0.031146i,-0.0081999-0.020815i,-0.029033-0.027529i,-0.025661-0.00085396i,-0.019863-0.00097423i,-0.022594-0.014524i,-0.0087701-0.015497i,-0.00079985-0.0035213i,-0.002965-0.00042522i,-0.0029516-0.00052387i,-0.0023055+0.0018186i,-0.0016382+0.0012772i,0.0015461+0.00058553i,-0.0014472-0.0020042i,0.0020856+0.0013562i,0.0025807+0.0009886i,0.0010813+0.00033967i,0.00092037-0.00062602i,0.00083966-0.0025932i,-0.0017038-0.00093669i,-0.00033042-0.0014397i,-0.00050169-0.0023254i,6.4514e-06-0.00058897i,-0.00024356+0.00055055i,0.0014393+0.0003895i,0.00086784+0.00024088i,0.00011303-0.00035119i,-2.6008e-05+7.4737e-05i,-0.0028466-0.00021384i,-0.00063701-0.0012912i,-0.00039891+0.0005002i,-0.00046585+0.00010107i,-0.00074072-0.0015607i,-0.0013231-0.0050965i,0.00057421-0.00035498i,0.00087178-0.00060807i,-6.6228e-05-0.00091109i,-0.0015485+0.00047995i,-7.2875e-05-0.0011031i,0.00058445-0.00017654i,-0.0006901+0.0003712i,-0.0012149-0.0027138i,0.015549-0.016985i,0.042265-0.011532i,0.047267-0.0070642i,0.044254-0.023896i,0.021405-0.0044364i,0.017827-0.036522i,0.031708-0.024633i,0.0062531-0.019226i,0.021098-0.005874i,0.022105+0.0027001i,-0.0033667-0.0040448i,0.0032516+0.0061498i,-0.011075+0.0050905i,-0.00075923-0.0013529i,0.0043033-0.00049836i,0.00603+0.004661i,-0.00035391+8.2765e-05i,0.0032311+0.002992i,0.0030958+0.0017958i,0.0044516-0.0078117i,0.0013794-0.0022583i,0.0012066+0.00090719i,-0.0081009-0.0064495i,-0.00068878+0.0035577i,-0.0054289-0.0044343i,0.0024058+0.0022712i,-0.0022832+0.0043179i,-0.00088693-0.00040138i,0.0030775-0.0029697i,-0.0020993+0.0006927i,-0.0014279+0.0033241i,-0.0048811-0.00022895i,-0.00020967+0.00031887i,-0.0015272+0.0018268i,0.00076955-0.00066512i,-0.0084353-0.010255i,0.0020382+0.0013452i,-0.0047429+0.0025168i,-0.0027416+0.0017626i,0.0029065+0.0039832i,7.1653e-05-0.0015192i,-0.00023669-0.0030372i,-0.000308-0.0049856i,0.0018473+0.0017325i,0.006574+0.001817i,0.036235-0.013369i,-0.026893+0.01763i,-0.0016999+0.036553i,0.0013619+0.0076711i,0.010494-0.0025119i,0.0039584-0.0027017i,-0.0062761+0.0075797i
-0.0043171-0.017923i,0.0073794-0.039061i,-0.014435-0.028824i,-0.011083-0.019728i,-0.032541-0.021216i,-0.025089+0.0026771i,-0.019645+0.001937i,-0.024304-0.010855i,-0.011115-0.014845i,-0.0010878-0.003305i,-0.0022699+0.00029546i,-0.0024618+0.00025807i,-0.0011573+0.0023252i,-0.00095001+0.0016073i,0.0017213+2.8348e-05i,-0.0013842-0.001594i,0.0024408+0.00082228i,0.0027645+2.9711e-06i,0.0012456-6.7876e-05i,0.00080165-0.00082163i,-0.00034714-0.0025463i,-0.0018574-0.00019055i,-0.00063047-0.0011835i,-0.0011013-0.0019624i,-0.00016683-0.0005083i,3.8594e-05+0.00069395i,0.0012533-0.00022145i,0.00095964-0.00012893i,-8.1775e-05-0.00028473i,5.9747e-05+0.00019506i,-0.0027508+0.00083826i,-0.00083962-0.00086006i,8.8686e-05+0.00052735i,-0.00037674+0.00016108i,-0.001286-0.0011918i,-0.0023871-0.0042806i,0.00034174-0.00060726i,0.00054554-0.00075926i,-0.00024261-0.00047434i,-0.0015212+0.0010408i,-0.00065326-0.00094146i,0.00034007-0.0003741i,-0.00023274+0.00050314i,-0.0016691-0.0020081i,0.01121-0.020079i,0.036524-0.017974i,0.044147-0.014032i,0.037557-0.029959i,0.020962-0.0092287i,0.010419-0.038675i,0.028118-0.029689i,0.0028536-0.021551i,0.022175-0.0092577i,0.021041-0.0042729i,-0.0053809-0.002624i,0.0055941+0.0040877i,-0.0080834+0.0096114i,-0.0015668-0.00062086i,0.0037295-0.00093119i,0.0071984+0.0032558i,-0.00058288-0.00017492i,0.0027083+0.0040799i,0.0038116+0.00059629i,0.00096128-0.007721i,0.00033228-0.0025284i,0.0017836-6.6182e-05i,-0.0087296-0.0023965i,0.0010655+0.0034075i,-0.00634-0.0020264i,0.002199+0.00087538i,-0.00015273+0.0050642i,-0.0012502-0.00034189i,0.00058108-0.0049386i,-0.0021296+0.0010514i,-0.00087604+0.0018436i,-0.0046925+0.0015039i,-0.0010291+0.00043284i,-0.001162+0.0020304i,-0.00053613-0.00083945i,-0.011302-0.0058676i,0.0014226+7.3857e-05i,-0.0044044+0.0032377i,-0.0017822+0.0023929i,0.0044475+0.0019176i,-0.00039804-0.0012673i,0.00036592-0.0028016i,-0.0013466-0.0044707i,0.0025932+0.0032458i,0.0064922+0.0010268i,0.033137-0.018812i,-0.025717+0.023569i,0.0031022+0.034289i,-0.00067071+0.0055945i,0.0074825-0.0046072i,0.004176-0.0031662i,-0.0065106+0.0068581i
-0.0079596-0.017035i,0.0018614-0.039715i,-0.018452-0.025558i,-0.013897-0.018131i,-0.034775-0.015158i,-0.02413+0.0062927i,-0.018923+0.0048339i,-0.025205-0.0071671i,-0.013633-0.013718i,-0.0013812-0.002987i,-0.0015117+0.00041391i,-0.0018749+0.00082411i,1.3071e-05+0.0024631i,-0.00035901+0.001779i,0.0015821-0.00059714i,-0.0012975-0.0015416i,0.0030048-3.3944e-05i,0.0024445-0.00096121i,0.0011016-0.0005858i,0.00060273-0.00095338i,-0.0011813-0.002079i,-0.0015422+0.00043583i,-0.00077217-0.0010287i,-0.0011787-0.0016442i,-0.0004415-0.00061183i,0.00032672+0.00062476i,0.00098823-0.00047026i,0.00082068-0.0003541i,-0.00016581-0.00013532i,0.0002195+0.00032056i,-0.0022545+0.0017564i,-0.00093076-0.00060697i,0.00029945+0.00033474i,-0.00031227+0.00029393i,-0.0014997-0.00046353i,-0.0029928-0.0032123i,4.5313e-05-0.0005938i,0.00020924-0.00077972i,3.636e-06-0.00030788i,-0.0011447+0.0016956i,-0.00088544-0.00048195i,0.00029589-0.00034065i,0.00021945+0.00039957i,-0.0015982-0.0013887i,0.0066848-0.021964i,0.031639-0.021453i,0.040462-0.019757i,0.030486-0.033867i,0.019105-0.013083i,0.0028777-0.038688i,0.023485-0.034218i,-0.00050257-0.022877i,0.022003-0.013596i,0.017261-0.010249i,-0.0068304-0.00013852i,0.0063424+0.0012924i,-0.0038829+0.012093i,-0.0023143+0.00038681i,0.0034025-0.00094617i,0.0079678+0.0012954i,-0.00081826-0.00041735i,0.0036561+0.0054634i,0.0034622-0.00083479i,-0.0012069-0.006528i,-0.00077757-0.0024009i,0.0018178-0.00093335i,-0.007582+0.0008968i,0.0025656+0.0025987i,-0.0061556+0.00055691i,0.0017033+0.000482i,0.0021259+0.0044673i,-0.0013891+0.00011633i,-0.0022011-0.0053317i,-0.001989+0.0011152i,-0.0015812+0.0012376i,-0.0039963+0.0030564i,-0.0012319+0.001289i,-0.0011401+0.0021583i,-0.0011927-0.0002966i,-0.011849-0.0014838i,0.0004991-0.00050107i,-0.0041001+0.0041694i,-0.00092986+0.0024863i,0.0048923-0.00050677i,-0.00030742-0.0010646i,0.00056399-0.0036957i,-0.0022567-0.0044225i,0.0039546+0.0029178i,0.0066968+0.00046143i,0.029541-0.022948i,-0.022162+0.030929i,0.0070091+0.032008i,-0.0030973+0.0055201i,0.0043452-0.0040522i,0.0035023-0.0041457i,-0.0068858+0.0068118i
-0.010863-0.015489i,-0.0041633-0.040257i,-0.021682-0.022336i,-0.016475-0.016154i,-0.036229-0.0085652i,-0.022203+0.0097448i,-0.017638+0.0075018i,-0.025855-0.00359i,-0.016189-0.012197i,-0.0014791-0.0029584i,-0.0011556+0.00035509i,-0.0010762+0.0011031i,0.0012311+0.0021511i,0.00049245+0.0016417i,0.0011877-0.0010823i,-0.0014732-0.0016423i,0.0031755-0.0013621i,0.0017231-0.0015744i,0.00075139-0.00089614i,0.00054771-0.0010824i,-0.0017492-0.001394i,-0.0011789+0.00077818i,-0.0010652-0.00089941i,-0.0011666-0.0017611i,-0.00074983-0.00047114i,0.00058839+0.00054514i,0.00065987-0.00071043i,0.00063433-0.00051145i,-0.00015559-3.6046e-06i,0.00060145+0.00035173i,-0.0014941+0.0024658i,-0.0010271-0.00031803i,0.00049293+0.00012519i,-0.00014042+0.00035639i,-0.0011456+4.8619e-05i,-0.003271-0.0022342i,-1.057e-05-0.00045074i,3.132e-05-0.00059097i,4.6885e-05-0.00051376i,-0.00048093+0.0019911i,-0.00081025-6.0258e-05i,0.00023383-0.00060488i,0.00044405+4.0406e-05i,-0.0013842-0.0010524i,0.0020095-0.02289i,0.028189-0.024728i,0.036489-0.024933i,0.023558-0.035752i,0.017539-0.015739i,-0.0041621-0.036441i,0.018154-0.038145i,-0.0033535-0.02422i,0.020796-0.018381i,0.011979-0.013391i,-0.006697+0.0033574i,0.0056813-0.0014341i,0.0002378+0.0124i,-0.0025351+0.0016843i,0.0036515-0.0011137i,0.008086-0.0011409i,-0.0013124-0.00044424i,0.0060671+0.0055888i,0.0025251-0.0011309i,-0.0024343-0.005164i,-0.0015583-0.001776i,0.0017426-0.0016564i,-0.0060706+0.0027294i,0.0035426+0.0012121i,-0.0051828+0.0026012i,0.0020207+0.00065328i,0.0035016+0.0030607i,-0.0012195+0.00034152i,-0.0050183-0.0042816i,-0.0019985+0.0014948i,-0.0019553+0.0018416i,-0.0026628+0.0042247i,-0.00061531+0.0019136i,-0.0010564+0.0028645i,-0.001307+0.00028514i,-0.011145+0.0020494i,-0.000311-0.00037473i,-0.0031698+0.0055005i,-0.00046363+0.0025234i,0.0041879-0.0031562i,-0.00015992-0.0014888i,-3.3762e-05-0.004568i,-0.0034878-0.0038333i,0.0049007+0.0020801i,0.0071483-0.00058211i,0.025593-0.026397i,-0.014145+0.036122i,0.011341+0.029125i,-0.0046441+0.0065049i,0.0025475-0.002253i,0.0019991-0.0041474i,-0.0073132+0.0072941i
