-0.023608-0.037552i,-0.01095-0.050805i,-0.018694-0.044386i,-0.030384-0.035337i,-0.030132-0.01594i,-0.050282-0.027434i,-0.057608-0.025934i,-0.044319-0.037467i,-0.030602-0.019391i,0.0083366+0.012399i,-0.0054066+0.015138i,-0.0043838+0.014175i,0.010898+0.020523i,0.00034896+0.0042847i,0.003303+0.0036233i,0.0059768+0.01849i,0.024278+0.035558i,-0.0026703-0.00088519i,-0.0046526-0.0058871i,0.0089625+0.0033918i,-0.00017203-0.00085853i,-0.00094099+0.0012612i,0.00011497-0.00034695i,-0.028473-0.0040072i,-0.0019337-0.0058577i,0.0011126+0.004683i,0.0037489-0.0003823i,-0.00050623+0.00061333i,0.00061189-0.00026142i,-0.00085625-0.0023474i,-0.001956-0.0052668i,-0.0045967-0.0051662i,-0.0022829-0.0041941i,0.0022164-0.00025287i,0.0018181-0.0031903i,-0.00087087+0.026534i,0.0011533-0.0033924i,0.0026056+0.00084944i,0.0061086+0.0012576i,-0.010315-0.0028701i,-0.0037194+0.00046316i,0.0058503+0.0005795i,0.0060638+0.00023651i,-0.0035137+0.0055994i,0.0025787-0.010822i,-0.011291+0.017629i,0.035781-0.090508i,0.011675-0.069977i,-0.015818-0.059654i,-0.015794-0.055558i,0.039129-0.045324i,0.01708-0.062411i,0.03425-0.054946i,0.029785-0.05969i,0.016201-0.013802i,0.0049214+0.016323i,0.017673-0.026178i,-0.010796+0.0049118i,-4.7778e-05+0.0060363i,-0.0050669-0.0015503i,-0.0018656-0.029174i,-0.024914+0.031609i,0.011007-0.01242i,-0.012116-0.0027595i,-0.00015157-0.0049451i,-0.00046079-0.015177i,-0.0073291+0.0050845i,0.0051624+0.00662i,-0.0076587+0.028152i,0.0051762+0.0052679i,-0.0049705-0.00096727i,-0.0031584-0.00079624i,-0.012718-0.0079836i,-0.0010338-0.0047272i,0.0095134+0.035568i,8.0057e-05-0.010083i,-0.0095978-0.0020802i,-0.0064645-0.0031989i,0.0071207+0.0033345i,-0.007596+0.0015349i,-0.00034578-2.7142e-06i,0.0068281+0.012068i,0.0038203+0.0015858i,-0.0081256-0.010311i,0.0031038+0.0081098i,-0.021511+0.003514i,0.008025+0.00026052i,-0.028904-0.0046778i,-0.04127+0.0032028i,0.021493-0.10289i,-0.0011971-0.01322i,-0.052-0.02139i,-0.022019-0.0021576i,0.017908+0.010786i,-0.024933+0.012941i,-0.019848-0.01198i
0.013872-0.0097568i,0.04369-0.012783i,0.022637-0.02668i,0.010839-0.021412i,0.013593-0.040006i,-0.01816-0.022511i,-0.0086805-0.014441i,-0.0021891-0.028323i,0.0058555-0.0165i,0.004242-0.0014247i,0.0017717-0.0046693i,-5.8718e-05-0.005145i,-0.00076611-0.0059065i,-0.00093225-0.0027088i,-0.0011786+0.00092625i,0.0010329-0.0028516i,-0.0043944+0.0023458i,-0.00026743+0.0006105i,0.00022+0.00035268i,0.00070755+0.0022678i,0.0013648+0.0017643i,0.0010926-0.0010683i,0.0018919+0.00024641i,-0.0017234+0.0030747i,-0.00063816+0.00031834i,-0.0005357+0.00042814i,-0.001395+6.1713e-06i,-0.00050877+0.00067278i,-2.6093e-05+6.5666e-05i,-0.00025799-0.00035164i,0.0023941-0.0016113i,0.0014571-0.00016706i,0.00029213-0.0007275i,0.00054658-0.00087003i,0.0007253+0.00027419i,0.0022144-0.0029326i,-6.4108e-05+0.0001061i,-0.00066013+0.00064638i,-0.00023123-0.00036634i,0.00035224+0.0005627i,9.7878e-05+0.00090349i,0.0010545+0.00064093i,0.00030764-0.0019919i,-0.00024479-0.0045578i,0.017252+0.0045313i,0.02844+0.039303i,0.035464+0.039455i,0.046469+0.027666i,0.015769-0.00081328i,0.035654+0.00031576i,0.037078+0.013393i,0.013595+0.006931i,0.027962+0.02299i,-0.0038059+0.033781i,0.0062724-0.0050663i,0.0045285-0.0031261i,0.0066538-0.0039066i,0.0077013+0.0038693i,0.0039275+0.0064573i,-0.0070573+0.0043575i,-0.0042213-0.0059572i,0.0031032+0.013759i,-0.0037225+0.00048183i,0.00011824+0.005226i,-0.00056361+0.0015013i,0.0024575-0.0030582i,0.0071639-0.00064993i,-0.0025141-0.00080948i,0.0045573-0.001919i,-0.0056243-6.7675e-05i,-0.001433+0.00063324i,0.00035736+2.4932e-05i,-0.0047318-0.0027424i,-0.0044447-0.0021009i,-0.0073427-0.0095498i,0.0034185-0.001759i,-0.0046861+0.0016538i,-0.0015448+0.0009994i,-0.0037589+0.0024823i,0.006775+1.0194e-05i,-0.0071133-0.0013494i,-0.004509-0.0075499i,-0.0026153-0.0012849i,-0.0061411-0.00099912i,0.0043473-0.0037518i,0.0056231+0.00054118i,0.003097-0.0012788i,0.0051606+0.0074665i,0.0063198+0.0059706i,0.042005+0.02673i,-0.031713-0.00459i,-0.036953+0.01828i,-0.0095897+0.019623i,0.0021819+0.0024993i,0.0094065-0.0047663i,-0.011258+0.00010916i
0.011457-0.011573i,0.040375-0.020089i,0.017253-0.02985i,0.0069335-0.021985i,0.0054645-0.041762i,-0.020652-0.018908i,-0.011467-0.013493i,-0.0070141-0.026864i,0.0030161-0.017047i,0.0038292-0.0025296i,0.00056351-0.0052951i,-0.001156-0.0045072i,-0.0025437-0.0048631i,-0.001552-0.0021187i,-0.00067076+0.001176i,0.00084263-0.0028515i,-0.0027028+0.0035541i,-0.00066135+0.00049944i,0.00012088+0.00031614i,0.0013914+0.0019617i,0.001953+0.0015381i,0.00086814-0.0012252i,0.0017859-0.00041782i,-0.00012354+0.0032577i,-0.00030034+0.00046879i,-0.00019905+0.00042083i,-0.0012546+0.00086962i,-0.00030239+0.00062681i,-0.00016312-0.00084247i,-5.1146e-05+3.0893e-05i,0.0015195-0.0026067i,0.0014425-0.00056742i,0.00011469-0.00072089i,0.00013722-0.00087043i,0.0011254-0.00010868i,0.003573-0.0026729i,-1.48e-05+0.00027057i,-0.0024954+0.00038944i,-5.265e-05-0.00011951i,0.00048273-4.4743e-05i,0.00031357+0.00082424i,0.0012284+4.7892e-06i,-0.00014483-0.0016413i,7.8563e-05-0.0041144i,0.017542+0.0023866i,0.033855+0.034546i,0.040367+0.032866i,0.04919+0.019204i,0.0128-0.00027162i,0.036236-0.005642i,0.038841+0.0065039i,0.014788+0.0010493i,0.029186+0.013408i,0.0042208+0.030282i,0.0040343-0.0063769i,0.00079252-0.0033295i,0.004303-0.0065108i,0.0068974+0.0011084i,0.0054718+0.0047826i,-0.0041359+0.0074193i,-0.0047265-0.0027402i,0.0054657+0.01166i,-0.0039196+0.0013478i,0.0033904+0.0060575i,0.00038494+0.001672i,0.00041176-0.0033742i,0.0076167-0.0048848i,-0.0029266-0.00055941i,0.0039997-0.0034804i,-0.0045933+0.0025634i,-0.0018073-9.7107e-06i,0.00015269-0.00058927i,-0.004484+0.00015263i,-0.0043308-0.00070746i,-0.0092726-0.0057871i,0.0018808-0.0027927i,-0.0034715+0.0028684i,-0.0018713+0.00055673i,-0.0024986+0.0036994i,0.0074092-0.003147i,-0.006817+0.0014975i,-0.0070717-0.0054409i,-0.0021748-0.00092067i,-0.0057326+0.0012398i,0.0016816-0.0044096i,0.0060549-0.0018776i,0.0029694-0.0018127i,0.0068244+0.0056274i,0.0055148+0.0052081i,0.042865+0.017559i,-0.030713+0.0019895i,-0.034576+0.026575i,-0.0063347+0.018047i,0.0038603+0.0052812i,0.0068532-0.005851i,-0.012842+0.0022653i
0.0095635-0.013086i,0.035421-0.026617i,0.011582-0.031533i,0.0035603-0.021785i,-0.0029334-0.041909i,-0.022536-0.015294i,-0.014072-0.011926i,-0.011023-0.02493i,-0.00020341-0.016981i,0.0031244-0.0033237i,-0.0011934-0.0053053i,-0.0019787-0.0035965i,-0.0036055-0.0033499i,-0.0017273-0.0013524i,-0.00039598+0.0012009i,0.00053938-0.0029926i,-0.00080442+0.0038178i,-0.0010685+0.0013461i,8.6974e-05+0.00043947i,0.0018545+0.0012508i,0.0025881+0.00069795i,0.00057184-0.0015004i,0.001484-0.0010031i,0.0016411+0.0023064i,8.5866e-05+0.00024123i,-1.2186e-05+0.00026439i,-0.00060568+0.0014158i,-0.00022435+0.0007964i,0.00077264-0.00026067i,0.00010776+6.7885e-05i,0.00031817-0.0030453i,0.0012091-0.0011213i,-0.00016338-0.00072262i,-0.00020712-0.00076533i,0.0011752-0.00089429i,0.0043009-0.0039595i,0.00023459+0.00027648i,0.0001691+0.0035853i,4.3622e-05-0.00019535i,0.00032532-0.00044679i,0.00060543+0.00070347i,0.00091418-0.00046898i,-0.00036885-0.0013203i,-0.00039545-0.0044708i,0.01802-0.00023975i,0.040087+0.028143i,0.044407+0.025622i,0.050756+0.011245i,0.011534+0.0007189i,0.036051-0.012014i,0.039027-0.0002757i,0.014941-0.0037456i,0.027606+0.0058148i,0.0096319+0.02671i,0.0016117-0.0063454i,-0.002039-0.0016755i,0.00044667-0.0078921i,0.0052059-0.00065336i,0.005687+0.0028134i,-0.00090216+0.0085979i,-0.0037863-0.00051641i,0.006534+0.0090598i,-0.0037421+0.0036525i,0.0061719+0.0045327i,0.0010448+0.001241i,-0.0010681-0.0025661i,0.0057221-0.007603i,-0.0028838+0.00013063i,0.0033864-0.0042229i,-0.0023401+0.0037303i,-0.0025663-0.0001808i,-0.00035687-0.00063131i,-0.0032316+0.0017154i,-0.0035374+0.00051068i,-0.0097446-0.002302i,0.00090566-0.0033338i,-0.0019428+0.003147i,-0.0020412+0.0011899i,-0.0006017+0.0036473i,0.0064645-0.0061135i,-0.005301+0.0036964i,-0.0083408-0.0024164i,-0.0022293-0.00085365i,-0.0048112+0.0025298i,0.00027451-0.0035864i,0.0049375-0.003862i,0.0030153-0.0024333i,0.0063351+0.0023819i,0.0053893+0.0048499i,0.043014+0.010127i,-0.027914+0.0074145i,-0.028748+0.03353i,-0.0042134+0.016379i,0.0071941+0.0055338i,0.0043684-0.004914i,-0.012767+0.0050215i
0.00751-0.014918i,0.02956-0.031388i,0.0063072-0.032702i,0.00087578-0.021701i,-0.011116-0.03973i,-0.023902-0.011547i,-0.01648-0.0098591i,-0.014831-0.022419i,-0.0026243-0.016169i,0.0022466-0.0038945i,-0.0027282-0.0041423i,-0.0022681-0.0028588i,-0.0039406-0.0016849i,-0.0018738-0.00092645i,-8.8344e-05+0.001373i,0.00010841-0.0031567i,0.00049198+0.0033345i,-0.00038574+0.0022058i,0.00034349+0.00072554i,0.0019789+0.00039022i,0.002613-0.00040244i,-4.9479e-07-0.0016829i,0.0010385-0.0013731i,0.0024943+0.00037284i,-0.00043339+0.00056998i,-0.00012182+0.00013382i,2.6127e-05+0.0014486i,7.8608e-05+0.00099091i,0.00065964-0.00029317i,0.00021083+2.2665e-05i,-0.00091451-0.0029096i,0.00073935-0.0013762i,-0.00031976-0.00055977i,-0.00049308-0.00066658i,0.00063325-0.0016513i,0.0035669-0.0050465i,0.00046913+8.3344e-05i,0.0018763+0.0025431i,-5.1567e-06-0.00032429i,-7.8949e-05-0.00077861i,0.00076795+0.00085534i,0.00043765-0.00060586i,-0.00046011-0.00092446i,-0.0013617-0.004135i,0.018166-0.003325i,0.044886+0.018699i,0.047401+0.017653i,0.051915+0.003371i,0.012026+0.0022615i,0.034315-0.019257i,0.038402-0.00673i,0.014301-0.0087696i,0.025817-3.697e-05i,0.014974+0.022403i,0.00010124-0.0054107i,-0.0033303+0.00098676i,-0.0037535-0.0077531i,0.0036969-0.0015134i,0.0053729+0.0016762i,0.0022734+0.0085321i,-0.0027011+0.00059558i,0.0063515+0.0058795i,-0.00095345+0.0057794i,0.0082862+0.0022322i,0.0016368+0.00093068i,-0.0018291-0.0014173i,0.0031932-0.0095776i,-0.0027613+0.00053827i,0.0027623-0.0055736i,-0.0006599+0.0032104i,-0.003272+0.00039678i,-0.00047004-0.0005552i,-0.0017298+0.0031801i,-0.0027406+0.0010577i,-0.0088382+0.0010948i,-0.00035075-0.0039996i,-0.00062333+0.0028173i,-0.0016127+0.0013659i,0.00066773+0.0025895i,0.0042456-0.0093087i,-0.0027351+0.0049627i,-0.007416+0.00037162i,-0.0024817-0.00059933i,-0.0043695+0.0038752i,-0.00045911-0.0028533i,0.0031323-0.0047597i,0.002933-0.0035027i,0.0049731+0.0011262i,0.0058842+0.0046486i,0.042293+0.0026421i,-0.02485+0.0094272i,-0.02069+0.03777i,-0.0020546+0.015683i,0.0088281+0.0041375i,0.0035302-0.0031989i,-0.011526+0.006848i
0.0046679-0.016519i,0.023538-0.034688i,0.00060648-0.032876i,-0.0021237-0.021884i,-0.01766-0.036211i,-0.024782-0.0077978i,-0.018272-0.0069004i,-0.017777-0.019537i,-0.0044176-0.015525i,0.0010843-0.0039565i,-0.0032112-0.0026311i,-0.0027028-0.0023344i,-0.0036198-0.00034484i,-0.0022475-0.0002606i,0.00056173+0.0015196i,-0.00054595-0.00302i,0.0014452+0.0031459i,0.00061386+0.0026188i,0.00065614+0.00059742i,0.0016097-0.00037122i,0.0022118-0.0012859i,-0.00056113-0.0016799i,0.00066576-0.0015563i,0.0018549-0.0013389i,0.00075072+0.00074692i,-0.00023278+0.0001463i,0.0005776+0.0013431i,0.00060578+0.00087507i,0.00032801-0.00059369i,0.00023909-2.7343e-05i,-0.0018352-0.0023252i,0.00032237-0.0015024i,-0.00053726-0.00041278i,-0.00069127-0.00040607i,-0.00041487-0.001684i,0.0025689-0.0059437i,0.0004334-0.00022133i,0.0024871+0.00044526i,2.8091e-05-0.00044864i,-0.00068337-0.00084297i,0.0014311+0.0013571i,0.00014014-0.00040158i,-0.0005189-0.00067482i,-0.0021377-0.0035256i,0.018223-0.0069324i,0.046402+0.0083959i,0.048858+0.0091554i,0.051931-0.0055297i,0.01472+0.0032451i,0.030624-0.026375i,0.036551-0.012999i,0.011788-0.013474i,0.02246-0.0040307i,0.019233+0.016359i,-0.0006142-0.0049747i,-0.0028347+0.0042227i,-0.0083563-0.0052923i,0.0020938-0.0020945i,0.0051391+0.00076586i,0.0049189+0.0071527i,-0.0014253+0.00099267i,0.0050902+0.0044774i,0.0022896+0.0047537i,0.0093404-0.0015269i,0.0022022+0.00019053i,-0.0017968+0.00016701i,-0.00035971-0.011759i,-0.0029857+0.0014337i,0.0018333-0.0066868i,-0.00034253+0.0029505i,-0.003478+0.0015331i,-0.00061946-0.00050099i,0.0011057+0.0034926i,-0.0020278+0.00088709i,-0.0068519+0.0033302i,-0.0023319-0.0040096i,0.00016469+0.0019923i,-0.0013208+0.0015401i,0.00096939+0.0014144i,0.00053505-0.011489i,-0.00018195+0.0045725i,-0.0059217+0.0014845i,-0.0026724-8.0971e-05i,-0.0026496+0.0059038i,-0.0011547-0.0019846i,0.0015135-0.0049864i,0.0018019-0.0043583i,0.0038614+0.00064019i,0.0065139+0.0036589i,0.040204-0.003999i,-0.025061+0.0095631i,-0.01327+0.037947i,0.00070563+0.013888i,0.0096624+0.0028804i,0.0040178-0.002164i,-0.009938+0.0081961i
0.0017641-0.017439i,0.017733-0.036995i,-0.0047324-0.032088i,-0.0054109-0.021398i,-0.023729-0.032144i,-0.02514-0.0041502i,-0.018985-0.0037804i,-0.020238-0.016558i,-0.0062089-0.015197i,0.0004725-0.0036007i,-0.0031587-0.0014545i,-0.0030042-0.001453i,-0.0032197+0.00079904i,-0.0020899+0.00072582i,0.0011919+0.001103i,-0.0010005-0.0026184i,0.0030044+0.003092i,0.0017483+0.0020761i,0.00078386+0.00043583i,0.0011968-0.00064326i,0.00166-0.0020438i,-0.0011798-0.001515i,0.00012117-0.0016469i,0.0009106-0.0022673i,0.00056703-0.00024641i,-0.00035657+0.00041573i,0.0011867+0.00097394i,0.00077746+0.0005833i,-0.00058338-0.00081041i,0.00012054-1.9733e-06i,-0.0025821-0.0015324i,-0.00013807-0.0014454i,-0.00062314+2.3601e-05i,-0.00061729-0.00015049i,-0.00086914-0.001162i,0.0013047-0.0066924i,0.00034033-0.00022769i,0.0018598-0.00040589i,-9.7422e-05-0.00079542i,-0.0012436-0.00055044i,0.0030449+0.00013721i,0.00012534-0.00029804i,-0.00049022-0.00028015i,-0.0027111-0.0027198i,0.017306-0.011406i,0.045273-0.0016862i,0.048673+0.00083996i,0.049685-0.015319i,0.018989+0.0009084i,0.024628-0.032118i,0.03424-0.018658i,0.0087712-0.016203i,0.019837-0.0054703i,0.020826+0.0095008i,-0.0019318-0.0047613i,-3.3467e-05+0.0062936i,-0.01103-0.00039845i,0.00045943-0.0020537i,0.0046412-0.00011464i,0.0060861+0.0046368i,-0.00066658+0.00049507i,0.0041596+0.0037212i,0.0028684+0.0029971i,0.00767-0.0053919i,0.0023699-0.0010541i,-0.0002364+0.0012929i,-0.0058721-0.01046i,-0.002507+0.0030243i,0.0011902-0.0078967i,0.0012982+0.0031875i,-0.0032108+0.0029724i,-0.00075772-0.00040826i,0.0039911+0.00076085i,-0.0019535+0.00061016i,-0.003919+0.0040348i,-0.004224-0.0026913i,0.00038414+0.0011815i,-0.0014181+0.0013845i,0.0010707+0.00039535i,-0.0044429-0.011946i,0.0017217+0.0032976i,-0.0052671+0.0020187i,-0.0028611+0.0005218i,0.00079579+0.0059249i,-0.0010417-0.0008445i,1.8764e-05-0.0044992i,0.00054702-0.0047475i,0.0029339+0.00054974i,0.0064674+0.002826i,0.037442-0.0091471i,-0.02704+0.01254i,-0.0071253+0.037452i,0.0022456+0.010497i,0.010757+0.00054943i,0.0044649-0.002445i,-0.007814+0.0084978i
-0.0013931-0.01827i,0.011914-0.038439i,-0.0096015-0.030555i,-0.0083331-0.02038i,-0.028892-0.02661i,-0.02498-0.00052006i,-0.019254-0.00096138i,-0.022266-0.013375i,-0.0082436-0.014987i,0.00032735-0.0034666i,-0.0029248-0.0004334i,-0.0029341-0.00041886i,-0.0023085+0.0017495i,-0.0014865+0.0013341i,0.0015012+0.00056609i,-0.0013093-0.0022171i,0.0071703+0.0045881i,0.0023707+0.0010604i,0.0009566+0.00032983i,0.00093524-0.00077346i,0.00081991-0.0025276i,-0.0017654-0.00090177i,-0.00033778-0.0014064i,-0.00014744-0.0024501i,0.00025847-0.0004114i,-0.00017276+0.00073628i,0.0014494+0.00030864i,0.00098579+0.00033458i,-0.00016313+0.00014896i,0.00014076+0.00015794i,-0.002947-0.00061002i,-0.00066894-0.0012649i,-0.00037723+0.00035824i,-0.00054216-1.2278e-06i,-0.0010076-0.00075799i,-0.0007114-0.0066869i,0.00037655-0.00033921i,0.0015512-0.00071299i,-0.00042085-0.00067117i,-0.0016726+2.9882e-05i,0.0024292-0.0017858i,0.00012246-0.00031177i,-0.00021559+6.6354e-06i,-0.0029653-0.0015794i,0.014486-0.01553i,0.041754-0.010139i,0.047012-0.007135i,0.044322-0.023683i,0.021299-0.0041114i,0.017861-0.035871i,0.031504-0.023997i,0.0065463-0.018724i,0.019544-0.0064684i,0.021596+0.0037072i,-0.0039723-0.0041884i,0.0031234+0.0059447i,-0.010766+0.0053922i,-0.00084168-0.0014846i,0.0041346-0.00060087i,0.005834+0.0037514i,-0.00063665+7.708e-05i,0.0028689+0.0038971i,0.0034506+0.0021839i,0.0040615-0.0077974i,0.0016096-0.0021343i,0.0011175+0.00082989i,-0.0086394-0.0060242i,-0.00046303+0.0039946i,-0.00045864-0.010702i,0.0023222+0.0017611i,-0.0019561+0.004204i,-0.00084676-0.00039113i,0.0033338-0.0029956i,-0.0022274+0.000834i,-0.0021265+0.0030343i,-0.0054848-0.0014358i,-5.0058e-06+0.00040659i,-0.0016482+0.0016666i,0.00051612-0.00064314i,-0.0097023-0.009234i,0.002142+0.0012238i,-0.0048215+0.0028057i,-0.0029476+0.001648i,0.0032628+0.0047643i,-0.0006217-0.00062606i,-0.00039729-0.0033616i,-0.00039935-0.0048652i,0.0018633+0.0011482i,0.0066986+0.0021389i,0.035769-0.013869i,-0.027578+0.017937i,-0.0019455+0.035249i,0.0016978+0.0070804i,0.010293-0.0026652i,0.0042225-0.002384i,-0.0066207+0.0075977i
-0.005259-0.018337i,0.0063621-0.03921i,-0.014362-0.028295i,-0.01114-0.019317i,-0.032245-0.020395i,-0.024416+0.0029115i,-0.019149+0.001819i,-0.023695-0.0099686i,-0.010456-0.014459i,-9.3375e-05-0.0036744i,-0.0022691+0.00025103i,-0.0023894+0.00030562i,-0.0011971+0.0022723i,-0.00090741+0.0015597i,0.001643-7.7107e-06i,-0.0013343-0.0018482i,-0.0048593+0.0069575i,0.002588-4.0295e-05i,0.0011207-1.0518e-05i,0.00076941-0.00097896i,-0.00029301-0.0024821i,-0.0019012-0.00013944i,-0.00059355-0.0011383i,-0.0010251-0.0020735i,0.00010408-0.00044419i,0.00016001+0.000801i,0.0012339-0.00038757i,0.0010901-0.00014682i,2.789e-05+8.5228e-05i,0.00017555+0.00016573i,-0.0029054+0.00037884i,-0.00099745-0.000804i,2.7628e-05+0.00049983i,-0.00042926+7.7192e-05i,-0.0012204-0.00031608i,-0.0022159-0.0059525i,0.00018834-0.00044748i,0.001428-0.0010152i,-0.00037315-0.00014741i,-0.0018835+0.00069481i,0.00093308-0.0017165i,-6.9161e-05-0.00044824i,0.00012803+9.1595e-05i,-0.0025146-0.00039723i,0.010738-0.018403i,0.036708-0.01664i,0.04398-0.014156i,0.037482-0.029821i,0.021044-0.0089507i,0.010574-0.038096i,0.027943-0.029249i,0.0032862-0.021333i,0.02052-0.0088979i,0.021023-0.003159i,-0.0058675-0.0026613i,0.0054723+0.0040811i,-0.0074618+0.0096041i,-0.0017307-0.00071704i,0.0036259-0.00090461i,0.0065259+0.002298i,-0.00087428+0.00010085i,0.0022151+0.0045331i,0.004122+0.00065555i,0.00079556-0.0075281i,0.00061598-0.0025567i,0.0017478-3.2883e-05i,-0.0088239-0.002069i,0.0014916+0.0035893i,-0.0028032-0.011233i,0.0019602+0.00048865i,-1.3553e-05+0.0047111i,-0.0011832-0.00037771i,0.00085434-0.0049365i,-0.0022182+0.0015079i,-0.001565+0.0017788i,-0.0050633+0.0011915i,-0.00074196+0.00038536i,-0.0014195+0.0018429i,-0.00057734-0.00069016i,-0.012121-0.0044512i,0.0014428-0.00011131i,-0.0041356+0.0036149i,-0.0020904+0.0024403i,0.0052313+0.0028803i,-0.00075217-0.00035663i,5.8189e-05-0.0031185i,-0.0011857-0.0044647i,0.0027091+0.0028245i,0.0066856+0.0014061i,0.032505-0.019186i,-0.026233+0.024057i,0.0022956+0.033155i,-0.00051051+0.0048986i,0.0075902-0.0048591i,0.0044898-0.002812i,-0.0067825+0.0068121i
-0.0089659-0.017149i,0.00095114-0.039696i,-0.018337-0.024963i,-0.013881-0.017862i,-0.034357-0.014437i,-0.023418+0.0063548i,-0.018487+0.0047938i,-0.024435-0.0066839i,-0.013123-0.013501i,-0.00062897-0.003502i,-0.0016333+0.00039586i,-0.0018538+0.00085456i,-1.6588e-05+0.0024387i,-0.00033803+0.0017741i,0.0014852-0.00056501i,-0.0013762-0.0017488i,-0.0013161+0.0024251i,0.0022497-0.0011009i,0.00093496-0.00049922i,0.00054256-0.0010498i,-0.0011705-0.0020341i,-0.0015591+0.00050548i,-0.00068253-0.0010567i,-0.0012859-0.0016589i,-3.7798e-05-0.00059332i,0.00051213+0.00072161i,0.00088275-0.0006458i,0.00087481-0.00064799i,5.5944e-05-4.7447e-05i,0.00034292+0.00026958i,-0.0027184+0.0012274i,-0.0010829-0.00028885i,0.00021528+0.00034966i,-0.00040507+0.00023181i,-0.0011247+0.00022022i,-0.0032525-0.0048328i,5.6163e-07-0.00038001i,-0.00051361-0.0013021i,3.6176e-05-0.0002131i,-0.0015421+0.0013749i,1.2733e-05-0.0033372i,-4.5724e-05-0.00023104i,0.00044915-0.00011853i,-0.0017133+0.0001086i,0.0070391-0.020205i,0.032125-0.020492i,0.040295-0.02002i,0.03037-0.033553i,0.019268-0.013064i,0.003125-0.03809i,0.023319-0.033832i,-4.3817e-05-0.022938i,0.020441-0.012689i,0.017628-0.0089014i,-0.0074122-7.2282e-06i,0.0061877+0.001355i,-0.0037179+0.012028i,-0.0024812+0.0004311i,0.0032523-0.00090247i,0.0070359+0.0012389i,-0.00081197+0.00013281i,0.0032522+0.0063255i,0.0034929-0.00087734i,-0.0013263-0.0065133i,-0.00059716-0.0025041i,0.0017804-0.00079438i,-0.0073493+0.00083176i,0.0029863+0.0024725i,-0.012548-0.036102i,0.0015358+0.00021965i,0.0020147+0.0041234i,-0.0013339+5.5165e-05i,-0.0019247-0.0055413i,-0.0016614+0.0015844i,-0.0021441+0.0010426i,-0.0044352+0.002679i,-0.0010179+0.0010512i,-0.0013316+0.0021547i,-0.0011697-0.00015676i,-0.012138+0.00013505i,0.00052383-0.00057333i,-0.0035042+0.0043441i,-0.0011279+0.002561i,0.00627+3.8307e-05i,-0.00021216-3.5236e-05i,0.0001948-0.003529i,-0.0022886-0.0045486i,0.0039715+0.0026048i,0.0068547+0.00069317i,0.02899-0.023057i,-0.022281+0.031232i,0.0062142+0.031796i,-0.0033441+0.0044428i,0.0041261-0.0043109i,0.0041371-0.0038034i,-0.0073762+0.0070618i
-0.011804-0.015395i,-0.0050579-0.040129i,-0.021449-0.021816i,-0.016447-0.015891i,-0.03568-0.0079813i,-0.021509+0.0096428i,-0.017181+0.0074131i,-0.025078-0.0033516i,-0.01583-0.0118i,-0.0010598-0.0036537i,-0.0012505+0.0003136i,-0.0010101+0.0011658i,0.0011643+0.0021406i,0.00054136+0.0015901i,0.0011534-0.0010251i,-0.0016512-0.0017882i,0.0011661+0.00095449i,0.0014769-0.0016707i,0.00067231-0.00071789i,0.00047393-0.0011744i,-0.0017596-0.0013512i,-0.0011389+0.00086515i,-0.0010422-0.0010172i,-0.0012928-0.0015399i,-0.00042473-0.00061588i,0.00085631+0.00045574i,0.00053803-0.00078925i,0.00053649-0.00081935i,-2.5783e-05-6.9887e-05i,0.00070168+0.00018647i,-0.0022342+0.0021235i,-0.0010801+0.00011894i,0.00040044+0.00014184i,-0.00027052+0.00039111i,-0.00073495+0.00042079i,-0.0038723-0.0035489i,1.3087e-05-0.00026098i,-0.00022069-0.00074798i,5.6744e-05-0.00043239i,-0.00092904+0.0016484i,-0.0016128-0.0011296i,-5.9461e-05-0.00047722i,0.00070409-0.00084006i,-0.0010114-9.4411e-05i,0.0029213-0.021352i,0.028939-0.024339i,0.036012-0.025138i,0.023699-0.035358i,0.017646-0.015856i,-0.0038884-0.035982i,0.018104-0.037878i,-0.0031598-0.024184i,0.019955-0.017458i,0.013143-0.01216i,-0.0072299+0.0036227i,0.00562-0.0014433i,0.00038869+0.012361i,-0.0026404+0.0017748i,0.0035109-0.00099906i,0.0074238-0.00080555i,-0.0009486+4.3634e-05i,0.0061723+0.0067804i,0.0025747-0.001079i,-0.0025486-0.0050958i,-0.0014363-0.0018482i,0.0018398-0.0015289i,-0.0060473+0.0025292i,0.0037393+0.00082316i,-0.0094698+0.017915i,0.0018477+0.00054718i,0.0031327+0.0029269i,-0.0012371+0.00032293i,-0.0047128-0.0045186i,-0.0017194+0.0017537i,-0.0019767+0.0011096i,-0.0032143+0.0038933i,-0.00059502+0.0016178i,-0.00099069+0.0030468i,-0.0012595+0.0003003i,-0.010957+0.0036602i,-0.00037347-0.00058855i,-0.0026038+0.0053679i,-0.00054177+0.0026131i,0.0052667-0.0039545i,0.00023148-0.00043047i,-0.0002538-0.0043054i,-0.0034726-0.0039922i,0.0048224+0.0017301i,0.0072231-0.00028192i,0.02524-0.026505i,-0.014348+0.036401i,0.010962+0.029307i,-0.0055582+0.005371i,0.0023792-0.0023119i,0.0029199-0.004413i,-0.007512+0.0076768i
