-0.00040979-0.042216i,-0.00049358-0.046323i,-0.0072386-0.047459i,-0.029983-0.022819i,-0.02259+0.011126i,-0.036248-0.033418i,-0.063675-0.058632i,-0.020483-0.069836i,-0.023264-0.044356i,-0.0014454+0.016205i,-0.010539+0.012564i,-0.014944+0.013193i,0.0029727+0.013999i,-0.0028673-0.0018992i,0.0018133+0.0060314i,-0.00052277+0.034301i,0.019733+0.057067i,0.0015009-0.00045443i,-0.0032349-0.0097859i,0.0073827+0.0046206i,0.0016201+0.0014883i,-0.00042286+0.003326i,-0.00036211-0.00052038i,-0.037375-0.010237i,-0.0024662-0.0076248i,-0.0010579+0.0043767i,0.0054675-0.00027319i,-0.00026347+0.0002802i,0.00072394-0.00067713i,0.00036387-0.0023214i,-0.0016257-0.0059654i,-0.0031495-0.006252i,-0.0010625-0.0068815i,0.0031654-0.00074873i,0.0029966-0.0016757i,-0.0020181+0.039143i,0.0065692-0.0038314i,0.0032801-0.00070991i,0.0053238-0.00010033i,-0.012304-0.0069575i,-0.00092194+0.00029186i,0.0092245-0.00078046i,0.0034552+0.0010691i,-0.0044138+0.0016169i,7.6457e-05+0.010616i,-0.0053445+0.017774i,0.026367-0.081399i,9.4088e-05-0.054512i,-0.023407-0.04295i,-0.01891-0.036954i,0.063327-0.01472i,0.030474-0.057372i,0.038995-0.044174i,0.033069-0.052959i,0.019788-0.016231i,0.0079043+0.011994i,0.024271-0.03474i,-0.0081114-0.0056496i,0.0030905-0.0010015i,-0.0021667-0.0049471i,0.0055096-0.03257i,-0.02528+0.031762i,0.0087286-0.010537i,-0.012727-0.0026323i,-0.0045584-0.0013074i,0.00038785-0.014708i,-0.0098197+0.0054686i,0.0033933+0.0062941i,-0.014655+0.030195i,0.0052793+0.0070965i,-0.0060302-0.0021222i,-0.0010228-0.002538i,-0.011608-0.0078865i,6.1904e-05-0.0035998i,-0.03701+0.0067487i,0.0016548-0.012731i,-0.0092946-0.0027252i,-0.0071784-0.0034613i,0.006708+0.0019816i,-0.0093028+0.0022904i,3.6069e-06+0.0016696i,0.0058372+0.0098247i,0.0048371+0.00082516i,-0.0092617-0.010017i,0.001663+0.0081465i,-0.020443+0.005126i,0.0062177+0.0034132i,-0.027929-0.008833i,-0.036155-0.0018462i,0.02579-0.077607i,0.014425-0.0093719i,-0.04226-0.02859i,-0.025111-0.0077586i,0.017417+0.012292i,-0.0273+0.011279i,-0.011846-0.0099503i
0.014707+0.012192i,0.050648+0.0044819i,0.021363-0.033797i,-0.0050018-0.0087311i,-0.01034-0.017956i,-0.017293-0.023187i,0.014481-0.013222i,0.036935-0.012684i,0.010504-0.013984i,0.0098212-0.0023404i,0.0027949-0.0031702i,-0.0022249-0.0010154i,0.0013739-0.002047i,0.00024555-0.0014874i,-0.0011174-0.0014153i,0.0028144-0.0054983i,-0.0045895+0.0010044i,-0.0014077-0.00089508i,0.0011695-0.00033928i,0.0010633+0.0017312i,0.00060613+0.0018009i,-0.00043114+0.00090573i,0.0018982+0.0012228i,-0.00088826+0.0053711i,-0.00095125+0.00089517i,-0.00052222+0.00089885i,-0.00098676+0.00016428i,0.00046533-0.00054592i,-0.00011256+0.00016944i,6.5286e-05-0.00050148i,0.00088323-0.00083852i,0.0020529+0.00060068i,0.0011151-4.0444e-05i,0.00035091-7.4792e-05i,0.0011777+0.00084543i,0.0055407-0.0049103i,9.4219e-06+0.0005123i,0.00042007+0.00048945i,-0.00043743-0.00032829i,-0.0010057-0.00079387i,0.0010355+0.0014107i,0.0015092+0.0013055i,0.0016657-0.0048892i,0.003826+0.00090723i,0.0015902+0.018745i,0.0098034+0.037706i,0.036541+0.026992i,0.029741+0.0021976i,-0.0025671-0.016972i,0.016671-0.00041624i,0.021837+0.015018i,0.014056+0.020156i,0.019803+0.022094i,-0.010811+0.033068i,0.0030316-0.0043702i,0.0016228-0.0045841i,0.0043437-0.0061173i,0.0096875-0.0017433i,0.001265+0.0041494i,-0.011623+0.0099487i,-0.0046905-0.0086428i,0.0027262+0.015114i,-0.0029653-0.0016835i,0.00090612+0.002759i,-0.0011498+0.0011331i,0.0020831-0.0037759i,0.0072369-0.0021684i,-0.0034068-0.00083637i,0.0040437-0.0015544i,-0.0067778+0.0003878i,-0.001852+0.00056806i,0.00046627+0.00018557i,-0.0055623-0.0021341i,-0.0036865-0.0022869i,-0.015197-0.0095388i,0.0034796-0.0032964i,-0.003918+0.002178i,-0.0014185+0.0016494i,-0.0054403+0.0031491i,0.0058972+0.0021871i,-0.0095476-0.0014531i,-0.0022468-0.0041791i,-0.0029724-0.00057333i,-0.0058135-0.0012313i,0.0053499-0.0039778i,0.0040786+0.00096915i,0.0027959-0.0023109i,0.0027354+0.0085962i,0.0055948+0.002127i,0.025499+0.018798i,-0.022794-0.0027064i,-0.027484+0.017746i,-0.0055291+0.016477i,0.0013894+0.0010967i,0.0066904-0.0086576i,-0.010039+0.0032539i
0.015243+0.0098787i,0.050253-0.0040892i,0.014775-0.036365i,-0.0066053-0.0071249i,-0.014677-0.016052i,-0.020394-0.019686i,0.010203-0.016342i,0.033496-0.017869i,0.0070919-0.014758i,0.0087813-0.004986i,0.0013328-0.0043264i,-0.0022882-9.865e-05i,0.00040428-0.0019453i,2.3701e-05-0.0012822i,-0.0011588-0.0010606i,0.0019757-0.0057496i,-0.0035333+0.002248i,-0.0020223-0.00033709i,0.00052871-0.00072407i,0.0016661+0.0011749i,0.0012078+0.0017624i,-0.00016085+0.0010473i,0.0022046+0.00055349i,0.0018704+0.004833i,-8.6345e-05+0.0012028i,-1.0103e-05+0.00074388i,-0.00070375+0.00079604i,0.00033581-0.00038609i,-1.1006e-05+0.00034246i,0.00019744-0.00013676i,0.000404-0.0013792i,0.0023933-0.00032896i,0.0011258-0.00037573i,0.00026728-3.7432e-06i,0.0019085+0.00043437i,0.0040282-0.0059807i,0.00020432+0.00076i,0.00054567+0.00027041i,-3.7279e-05+0.00019418i,-0.0015903-0.0011101i,0.0013084+0.0011164i,0.0017207+0.00069107i,0.00054285-0.0042291i,0.0049737+0.00016457i,0.0057118+0.018197i,0.015644+0.035086i,0.038981+0.02031i,0.029616-0.0047025i,-0.0064456-0.013082i,0.018768-0.0046036i,0.025713+0.0089896i,0.018242+0.013497i,0.021783+0.012896i,-0.0024552+0.030433i,0.001338-0.0045498i,-0.0021366-0.0039805i,0.0018985-0.0079891i,0.0070049-0.0043729i,0.0019553+0.0035166i,-0.0061572+0.01393i,-0.0062607-0.0044208i,0.005443+0.013128i,-0.0035415-0.00057681i,0.0026533+0.0031215i,-7.6443e-05+0.0014177i,-0.0002302-0.0039716i,0.0071305-0.0062136i,-0.0040708-9.5375e-07i,0.0041393-0.0038198i,-0.0057691+0.0033817i,-0.0020448+6.5233e-05i,0.00014388-0.00066088i,-0.0049988+0.0011575i,-0.0039029-0.0011679i,-0.015984-0.0027532i,0.0014382-0.0042457i,-0.0024793+0.0029748i,-0.0016887+0.0010162i,-0.0037829+0.0046992i,0.0074485-0.00039121i,-0.0089335+0.0024744i,-0.0034032-0.0030848i,-0.0024931-0.00013389i,-0.0055954+0.0010907i,0.0024924-0.0046387i,0.0043383-0.00089582i,0.0024386-0.0027462i,0.0047394+0.0070026i,0.0045846+0.0014563i,0.025332+0.011578i,-0.022434+0.0020304i,-0.024692+0.024455i,-0.0021079+0.013578i,0.003092+0.0037332i,0.0037521-0.0083359i,-0.011435+0.0053285i
0.016286+0.0075243i,0.047996-0.012765i,0.0079142-0.037229i,-0.0072341-0.0054i,-0.018715-0.013091i,-0.022951-0.015873i,0.0057479-0.01822i,0.030077-0.022247i,0.0039364-0.014609i,0.006801-0.0068851i,-0.00065448-0.0045617i,-0.0019879+0.00079658i,-0.00024752-0.0014361i,2.0701e-05-0.0011114i,-0.0014058-0.00072561i,0.0010596-0.0059915i,-0.0021615+0.002763i,-0.0024163+0.00065726i,-0.00014099-0.00042308i,0.0018794+0.00025339i,0.0018408+0.0011569i,-0.00012151+0.0010482i,0.0021842-0.00021163i,0.0039194+0.003181i,0.00099047+0.0010065i,0.00028902+0.00043456i,-0.00017364+0.0010021i,0.00023725-0.00030169i,0.0001606+0.00052625i,0.00041363-0.0001455i,-0.00025887-0.0015698i,0.0020542-0.0013944i,0.00084831-0.00087326i,0.00036848+3.3255e-05i,0.0023417-0.00082957i,0.0022653-0.0066521i,0.00090547+0.00058702i,0.00057644+5.5338e-05i,0.00046396+3.3532e-05i,-0.0022419-0.00080721i,0.0017631+0.00056351i,0.0016126+9.8603e-05i,-0.00025699-0.003717i,0.0053916-0.0015111i,0.0096022+0.01626i,0.021891+0.030869i,0.040732+0.013323i,0.027777-0.01095i,-0.007978-0.0087327i,0.019932-0.0098434i,0.027442+0.00236i,0.021247+0.007208i,0.020684+0.0062534i,0.0034993+0.027576i,-0.00040341-0.0039157i,-0.0048174-0.0014649i,-0.0021312-0.0087095i,0.0037716-0.0051989i,0.0022103+0.0028814i,-0.00057994+0.014901i,-0.0054525-0.0010595i,0.0068242+0.0099466i,-0.0037191+0.0018894i,0.00421+0.0024023i,0.00062234+0.0010734i,-0.0020106-0.0028332i,0.0049268-0.0088763i,-0.0036931+0.00099402i,0.0031786-0.005264i,-0.0027193+0.0048612i,-0.0026538+0.00024772i,-0.00052655-0.00073244i,-0.0032953+0.0029278i,-0.0034568-7.0424e-05i,-0.014375+0.0028789i,-0.00031312-0.0046214i,-0.0011102+0.0030613i,-0.0019163+0.0015132i,-0.0013453+0.004912i,0.0073049-0.0037436i,-0.0067684+0.0052476i,-0.0040704-0.0017483i,-0.0023912-0.0002243i,-0.0044227+0.0025474i,0.0011411-0.0040025i,0.0033401-0.0023349i,0.0022859-0.0031528i,0.0048932+0.0043133i,0.004004+0.0012823i,0.024831+0.0064434i,-0.020456+0.0056157i,-0.0191+0.030374i,-0.0010258+0.010698i,0.0062061+0.0041027i,0.0010484-0.006449i,-0.010755+0.0080446i
0.016814+0.0044377i,0.044154-0.020223i,0.0017418-0.037225i,-0.0072352-0.0044766i,-0.021626-0.0083847i,-0.02479-0.011747i,0.00097988-0.018804i,0.026136-0.026479i,0.0018888-0.013633i,0.0045501-0.0079273i,-0.0024936-0.0033466i,-0.0012554+0.0011608i,-0.00038622-0.00082378i,-0.00011817-0.001299i,-0.0014211-1.6022e-05i,-0.00010106-0.0060167i,-0.0014771+0.002653i,-0.0021383+0.0019743i,-3.1577e-05+0.00034332i,0.0015867-0.00065004i,0.0020102+0.00031578i,-0.0001888+0.001208i,0.0017701-0.00083747i,0.0049349+0.00044821i,0.0017532+1.6989e-06i,0.00024647+0.00017336i,0.00021305+0.00094703i,0.00033595-0.00027555i,0.00045091+0.00054289i,0.00040678-0.00035522i,-0.00089121-0.0015168i,0.0012944-0.0019956i,0.00047879-0.0011286i,0.00037939-0.00016583i,0.0016998-0.0024939i,0.00049548-0.006898i,0.0013436-0.00012486i,0.00061347-0.0001131i,0.00061096-0.00039904i,-0.002722-0.00017393i,0.0018033-0.00017503i,0.001374-0.00018872i,-0.00089795-0.0031475i,0.0048867-0.0027447i,0.012732+0.012514i,0.026971+0.024167i,0.041597+0.0060131i,0.025135-0.015963i,-0.0067563-0.0043174i,0.019024-0.016431i,0.027723-0.0042434i,0.023098-0.00048526i,0.019708+0.00078648i,0.0097835+0.023798i,-0.0012059-0.0026475i,-0.0058359+0.0019786i,-0.0065832-0.0078586i,0.0014284-0.0050548i,0.0022566+0.002747i,0.0043802+0.014146i,-0.0039983+0.0010467i,0.0064478+0.0067616i,-0.0012708+0.0039998i,0.0055778+0.00095642i,0.0015995+0.00082453i,-0.0027609-0.0012439i,0.0021972-0.010703i,-0.0032038+0.0016308i,0.001725-0.0069174i,-0.00046226+0.0039443i,-0.0032949+0.0010392i,-0.00077636-0.00058777i,-0.0014271+0.0042396i,-0.0029526+0.000284i,-0.01067+0.0072847i,-0.0024342-0.0046109i,0.00015822+0.0025294i,-0.0018821+0.0016166i,0.00062036+0.0038884i,0.0056662-0.0070436i,-0.0035567+0.0068882i,-0.0035603-0.00035256i,-0.0028326+2.8462e-05i,-0.0033179+0.0038032i,0.00031885-0.0036826i,0.0023649-0.0024306i,0.0019606-0.0039836i,0.0038782+0.0036296i,0.0040569+0.0013817i,0.023832+0.0015571i,-0.018523+0.0065739i,-0.011053+0.033161i,-9.9007e-05+0.009601i,0.0082071+0.0032639i,0.00017941-0.003896i,-0.0088367+0.009704i
0.016583+0.0011909i,0.039384-0.026352i,-0.0043863-0.036355i,-0.0079184-0.0041398i,-0.022153-0.0036967i,-0.025862-0.0074678i,-0.0031701-0.01793i,0.021766-0.029805i,0.0010247-0.013223i,0.0021759-0.0081948i,-0.003006-0.0016288i,-0.00082392+0.0012283i,-0.00023985-0.00049897i,-0.0007553-0.0010099i,-0.00078854+0.00063912i,-0.0013631-0.0056479i,-0.0007488+0.0029242i,-0.0010067+0.0028873i,0.00043586+0.00043095i,0.00085262-0.0012251i,0.0018909-0.00038296i,0.00010779+0.0012677i,0.001385-0.0012154i,0.0039255-0.0021296i,0.0013247-0.0012462i,0.00013669+3.1731e-05i,0.00058336+0.0009042i,0.00044419-0.00039181i,0.00068468+0.00024075i,0.00014401-0.00058851i,-0.0014213-0.0011687i,0.00057456-0.0022476i,-8.2358e-05-0.0012343i,0.00025242-0.00022889i,-9.4362e-05-0.0027903i,-0.0010674-0.0065926i,0.0011189-0.00084622i,0.00060086-0.00050435i,0.00061243-0.00065306i,-0.0031316+0.00060035i,0.0014445-0.00084281i,0.0013163-0.00028412i,-0.0014534-0.0024598i,0.0041985-0.0036132i,0.015344+0.0080825i,0.029563+0.016265i,0.040974-0.0014691i,0.022481-0.021412i,-0.0033311-0.0011374i,0.015629-0.022769i,0.026725-0.010074i,0.021804-0.0078793i,0.017251-0.0030186i,0.014566+0.017973i,-0.0011894-0.0024143i,-0.0048214+0.0057901i,-0.010934-0.0045104i,-0.00036452-0.0045734i,0.0025322+0.0026357i,0.0088431+0.011632i,-0.0018378+0.0017343i,0.0051919+0.0051235i,0.0016427+0.0031091i,0.0065338-0.001512i,0.0022944-0.00014761i,-0.0023414+0.0007765i,-0.0015248-0.01203i,-0.0032685+0.0028105i,-0.00043592-0.0080649i,5.9546e-05+0.0034051i,-0.0033633+0.0024095i,-0.00098174-0.00038579i,0.0017688+0.0044116i,-0.002737+0.00019974i,-0.0056698+0.0092659i,-0.0048503-0.0033181i,0.00092055+0.0015059i,-0.0014488+0.0017795i,0.001495+0.002434i,0.0027777-0.0093837i,-0.00037467+0.0066804i,-0.0025974+9.5859e-05i,-0.0027178+0.00079058i,-0.0017474+0.0049155i,-0.00087436-0.0030216i,0.0017112-0.0025567i,0.00084896-0.0046717i,0.0033225+0.0033668i,0.0042025+0.00097643i,0.0219-0.002567i,-0.020456+0.0064701i,-0.003895+0.031663i,0.0013417+0.0077022i,0.0097242+0.0012633i,0.00071367-0.0022323i,-0.0065827+0.010574i
0.01599-0.0017849i,0.034262-0.031466i,-0.010102-0.03439i,-0.0086077-0.0032027i,-0.022028+5.0047e-05i,-0.026104-0.0032939i,-0.0062823-0.016705i,0.017208-0.032986i,0.00014917-0.013651i,0.00032212-0.0077076i,-0.0026017-0.00025069i,-0.00037804+0.0014384i,-0.00019482-0.00024301i,-0.00072337-0.00033379i,-4.7797e-05+0.00057977i,-0.0024353-0.004772i,0.00048197+0.0029213i,0.00015404+0.0028663i,0.00069213+0.0002269i,0.0001078-0.001248i,0.0015727-0.0010068i,0.00037371+0.0012183i,0.00082632-0.001549i,0.002221-0.0035707i,0.00043273-0.0016141i,-1.8931e-05+0.00022025i,0.0010785+0.00066197i,0.00038162-0.00059606i,0.00074801-9.0968e-06i,-0.00029767-0.00043914i,-0.0018899-0.00055704i,-0.00023936-0.0022687i,-0.00060244-0.00085881i,0.00037799-0.00028594i,-0.00085925-0.0021976i,-0.002542-0.006024i,0.00080846-0.0010527i,0.00023883-0.00073173i,0.00049566-0.00097816i,-0.0031+0.0017445i,0.00098809-0.0011598i,0.001303-0.00056845i,-0.0018275-0.0015283i,0.0034461-0.0046822i,0.015946+0.0025342i,0.029762+0.0082856i,0.038872-0.0086042i,0.017368-0.026925i,0.0016881-0.0014517i,0.009547-0.027455i,0.025076-0.015143i,0.019368-0.013086i,0.015622-0.0046524i,0.016848+0.011175i,-0.0019504-0.0023225i,-0.0014289+0.0082559i,-0.013238+0.00077042i,-0.0021724-0.0036762i,0.0027768+0.0024962i,0.011138+0.0075464i,-0.00013933+0.00080717i,0.0042042+0.0043643i,0.0019117+0.0014991i,0.0056895-0.0044589i,0.0020934-0.001793i,-0.00018297+0.0019961i,-0.0069827-0.010285i,-0.001967+0.0050267i,-0.0040989-0.0081933i,0.0014105+0.0032612i,-0.002491+0.0039456i,-0.0010802-8.4399e-05i,0.0047568+0.0011837i,-0.0026479+0.00054775i,-0.00043446+0.0079685i,-0.0062189-0.00069986i,0.00081595+0.00035581i,-0.0014776+0.0015885i,0.0017208+0.001094i,-0.0011682-0.010556i,0.0021759+0.0050592i,-0.0025868-5.6788e-05i,-0.0026075+0.0014534i,0.00079719+0.0050706i,-0.001123-0.0017226i,0.0012459-0.0024858i,-0.00043499-0.0049595i,0.0031708+0.0033348i,0.0040068+0.0004529i,0.019667-0.0052252i,-0.0231+0.010537i,0.0010658+0.029188i,0.0017481+0.0044349i,0.010215-0.001522i,0.0013297-0.0018619i,-0.0040163+0.010389i
0.014746-0.0048024i,0.028902-0.035825i,-0.015058-0.031686i,-0.009107-0.0024393i,-0.021261+0.0036865i,-0.025763+0.00077016i,-0.0091667-0.015548i,0.011901-0.035741i,-0.0010782-0.014815i,-0.00098906-0.0070445i,-0.0018565+0.00059112i,0.00018317+0.0015357i,8.353e-05-5.6151e-06i,-0.00035394+6.3606e-05i,0.00034281+0.00030455i,-0.0029733-0.0037912i,0.0013004+0.0022528i,0.0010986+0.0025548i,0.00085475+7.1128e-05i,-0.00039458-0.00093978i,0.0010311-0.0014789i,0.0005544+0.0013835i,0.00021562-0.0014418i,0.00045565-0.0038452i,-8.9814e-05-0.0015156i,0.00017274+0.0004244i,0.0012904+0.00011022i,0.00024543-0.00073205i,0.00068703-0.00024538i,-0.00047278-4.46e-05i,-0.0019847+0.00019353i,-0.0009396-0.0018882i,-0.00076109-0.00047558i,0.00044819-0.00049119i,-0.0012862-0.0020692i,-0.0036398-0.0049519i,0.00066131-0.0014096i,-0.0001671-0.00065023i,-5.5599e-05-0.0011817i,-0.0027132+0.0029058i,0.00053084-0.0014522i,0.0010775-0.00091134i,-0.0017703-0.00055594i,0.0022099-0.0052428i,0.014011-0.0022043i,0.027764+0.0015191i,0.035338-0.014922i,0.010451-0.0301i,0.0046024-0.0049827i,0.002883-0.029588i,0.023263-0.02042i,0.017358-0.017879i,0.015833-0.0065429i,0.017975+0.00522i,-0.0032152-0.0021063i,0.0024924+0.008277i,-0.012434+0.0069037i,-0.0034557-0.0023i,0.0032442+0.0024067i,0.011784+0.0040716i,0.00025199-0.00064598i,0.0029333+0.0045821i,0.0020963+0.0010068i,0.0029867-0.0062519i,0.00053528-0.0027825i,0.001523+0.0011452i,-0.0097551-0.005402i,0.0013852+0.0055379i,-0.0070774-0.005499i,0.0023645+0.0020174i,-0.00074293+0.0049884i,-0.00094775+4.1616e-05i,0.0043183-0.0028771i,-0.0025115+0.0010231i,0.0018916+0.0044919i,-0.0057554+0.0017936i,0.0001165-0.00043283i,-0.0014754+0.0022536i,0.0012244-6.9778e-05i,-0.0059035-0.0094653i,0.0030063+0.0025094i,-0.0030939+0.00011774i,-0.002071+0.0023131i,0.00293+0.0039989i,-0.00061241-0.001453i,0.0011181-0.0021022i,-0.0016854-0.0047474i,0.0026717+0.0037233i,0.0038462+7.5591e-05i,0.01886-0.007523i,-0.023022+0.016361i,0.0047203+0.026366i,5.9618e-05+0.0010937i,0.0089148-0.0045699i,0.0014742-0.0012025i,-0.0024946+0.0088246i
0.012573-0.0072229i,0.023273-0.039531i,-0.019607-0.028385i,-0.0097428-0.0017975i,-0.01976+0.0067116i,-0.024749+0.0046106i,-0.012082-0.013906i,0.005807-0.037405i,-0.0035224-0.016139i,-0.0021623-0.0065477i,-0.00095363+0.00099903i,0.00081652+0.0013139i,0.00044244+4.9953e-05i,-2.6368e-05+0.00017029i,0.00058575-5.0722e-05i,-0.0031563-0.0029289i,0.00183+0.0016767i,0.0019386+0.001942i,0.0010209-0.0003743i,-0.00056297-0.00062736i,0.00030713-0.0015054i,0.0011821+0.0013729i,-0.0001496-0.0012302i,-0.00070381-0.0034926i,-0.0004983-0.0014245i,0.00038477+0.00035947i,0.0010699-0.00040762i,6.7195e-05-0.00083101i,0.00055761-0.00032866i,-0.00045812+0.00030491i,-0.0018746+0.00097352i,-0.0012482-0.0013719i,-0.00058642-0.00010764i,0.00025604-0.00078208i,-0.002165-0.0015316i,-0.004315-0.0035647i,-0.00011908-0.0016577i,-0.00042193-0.00037062i,-0.00050967-0.00079913i,-0.0019371+0.0038826i,-0.00023357-0.0014007i,0.00062963-0.0012525i,-0.001221+0.00027712i,0.00097474-0.0049558i,0.011361-0.0052725i,0.024392-0.0035376i,0.030751-0.019618i,0.0033359-0.030611i,0.0050253-0.0082507i,-0.0042224-0.029907i,0.020493-0.026291i,0.014651-0.022943i,0.015573-0.0098091i,0.017481-0.0017841i,-0.0050776-0.0011171i,0.0055275+0.0064798i,-0.0086054+0.011445i,-0.004046-0.00097445i,0.003621+0.0022314i,0.011538+0.00061311i,-0.00060713-0.0013392i,0.0030834+0.0059065i,0.0027352-7.4769e-05i,0.00041954-0.0059914i,-0.00074129-0.0025574i,0.0020985-8.0441e-05i,-0.0095473-0.00049193i,0.0042329+0.0040609i,-0.0084524-0.0023355i,0.0020522+0.00078101i,0.0014537+0.0049196i,-0.0011492+0.00012152i,0.0017086-0.0054194i,-0.0022929+0.0013973i,0.0016205+0.0014333i,-0.0044568+0.0036113i,-0.00084261-0.00049003i,-0.00097076+0.0025611i,0.00010835-0.00057907i,-0.0087815-0.0063052i,0.0024642+0.00076237i,-0.0031015+0.00050982i,-0.00093916+0.0024916i,0.0041649+0.0021445i,-0.00071695-0.0011072i,0.0015124-0.0020688i,-0.0024903-0.0039431i,0.0036347+0.0048603i,0.0033104-0.00013315i,0.016941-0.010808i,-0.021048+0.022284i,0.0075026+0.023261i,-0.0036121-0.00056329i,0.0052223-0.0060028i,0.0023008-0.0013507i,-0.0024643+0.0072637i
0.010422-0.008688i,0.017174-0.042844i,-0.023266-0.024233i,-0.01064-0.00087632i,-0.018455+0.0088057i,-0.023124+0.0082874i,-0.014428-0.011678i,-8.0753e-05-0.03782i,-0.0068024-0.016829i,-0.003161-0.0058632i,-6.106e-05+0.00077585i,0.001297+0.0010651i,0.00074769+1.2768e-05i,0.00035298+0.00012274i,0.00060828-0.00044862i,-0.0031473-0.0024967i,0.0027512+0.0008908i,0.0024232+0.0010909i,0.00066172-0.00097749i,-0.00053962-0.00029087i,-0.00019921-0.0013338i,0.0019975+0.00076167i,-0.00026989-0.0011085i,-0.0014951-0.0030381i,-0.0010756-0.0012799i,0.00058478+0.00017547i,0.00077113-0.00060064i,-0.00012034-0.00071546i,0.00044979-0.00045561i,-9.803e-05+0.00079778i,-0.0014556+0.0017489i,-0.0014565-0.00098553i,-0.00053629+8.396e-05i,-0.00010066-0.0008145i,-0.0024374-0.00024758i,-0.0043952-0.0021908i,-0.00088225-0.001284i,-0.00053186-3.97e-05i,-0.00043873-0.00057943i,-0.00072318+0.0045733i,-0.00053426-0.0010439i,0.00021218-0.0013177i,-0.00048202+0.00073109i,0.00047445-0.004566i,0.0093181-0.0070192i,0.02134-0.0062981i,0.026182-0.022894i,-0.002854-0.029123i,0.0038402-0.010893i,-0.011267-0.02735i,0.015873-0.031823i,0.011047-0.027151i,0.014512-0.012561i,0.014037-0.0076567i,-0.0065441+0.0012739i,0.0072166+0.0037384i,-0.0038382+0.013737i,-0.004504+0.00067248i,0.0043324+0.0021601i,0.010005-0.0023677i,-0.0013761-0.0015677i,0.0045881+0.0067778i,0.0020942-0.001347i,-0.00096331-0.0051591i,-0.0018971-0.0019712i,0.0019681-0.00094837i,-0.0072859+0.0024678i,0.0059235+0.001482i,-0.008361+0.0011652i,0.0015329+0.00081044i,0.0032356+0.0035469i,-0.0010868+0.00057861i,-0.0014364-0.0062425i,-0.001995+0.0014675i,-0.00012187+0.00030872i,-0.0029282+0.0046794i,-0.001467+0.00023248i,-0.00056934+0.0026795i,-0.00069253-0.00027855i,-0.010017-0.0027973i,0.0016784-0.00024272i,-0.0031929+0.00097691i,-5.2314e-05+0.0022391i,0.0045501-2.4996e-05i,-0.00041443-0.0007908i,0.0016734-0.002744i,-0.0032855-0.0037258i,0.0052147+0.0042774i,0.0033115-0.00021891i,0.014533-0.013049i,-0.016934+0.028926i,0.009369+0.020366i,-0.0075876+0.00030333i,0.0017694-0.0044767i,0.0024159-0.0022198i,-0.0030192+0.0064482i
0.0086158-0.0098911i,0.0101-0.045914i,-0.026087-0.02017i,-0.011404+0.00065609i,-0.017217+0.011576i,-0.020514+0.011506i,-0.016305-0.0092106i,-0.0061478-0.037963i,-0.010719-0.01636i,-0.0039673-0.00514i,0.00030978+0.00029469i,0.0018061+0.00043635i,0.0011775-0.00014602i,0.00083522-0.0003966i,0.00038645-0.00079213i,-0.0034876-0.0021326i,0.0030749-0.00058944i,0.0024777+0.00027694i,7.3272e-05-0.0011109i,-0.00024191-0.00014612i,-0.00063832-0.0010799i,0.0021417-0.00024253i,-0.0005718-0.0010245i,-0.0018563-0.0028962i,-0.0013861-0.0008903i,0.00065893-5.7289e-05i,0.00051687-0.00078065i,-0.00024188-0.00056488i,0.00034194-0.00043814i,0.00073067+0.0009636i,-0.00065294+0.0023218i,-0.001751-0.00049198i,-0.00018935+0.00025704i,-0.00031479-0.00075994i,-0.0018067+0.00045188i,-0.0042268-0.0010697i,-0.0011077-0.00066031i,-0.00032483+0.00035796i,-0.00053218-0.00060667i,0.00092621+0.0045646i,-0.00058633-0.00077213i,-0.00020949-0.0014113i,0.00031894+0.00051597i,0.00027494-0.0047824i,0.0069107-0.0087793i,0.019484-0.0086418i,0.021616-0.025339i,-0.0079285-0.025866i,0.0030491-0.012365i,-0.016712-0.022076i,0.009815-0.036387i,0.0071456-0.031852i,0.013258-0.015964i,0.009209-0.010782i,-0.0062132+0.0047432i,0.0075424+0.00062648i,0.00067771+0.013632i,-0.0042127+0.0024323i,0.0056581+0.001446i,0.007483-0.0043486i,-0.0023366-0.0015864i,0.007378+0.0065866i,0.0010334-0.001223i,-0.0019869-0.0043254i,-0.002526-0.0010013i,0.0018205-0.0016396i,-0.0055443+0.0037146i,0.0061758-0.0017896i,-0.0069835+0.0040181i,0.0023122+0.0011858i,0.003922+0.0018618i,-0.00081487+0.00053821i,-0.0047769-0.005499i,-0.0019991+0.0016242i,-0.0010582+0.0013453i,-0.0012305+0.0052059i,-0.0012374+0.00093599i,-0.00022945+0.0031758i,-0.0010255+6.7885e-05i,-0.010207+0.00030162i,0.00078956-0.00066489i,-0.0034565+0.0019462i,0.00014509+0.0018792i,0.004073-0.0024506i,-0.00029068-0.0014046i,0.001288-0.0035614i,-0.004373-0.0027881i,0.0065477+0.0028561i,0.00351-0.00064059i,0.011901-0.014655i,-0.0092261+0.033021i,0.01114+0.017158i,-0.01034+0.0030758i,0.0001904-0.0017003i,0.0016631-0.0024384i,-0.0035365+0.0062356i
