-0.0070032-0.039759i,-0.011296-0.044131i,0.002462-0.046743i,-0.027603-0.028135i,-0.021088+0.013592i,-0.032469-0.033706i,-0.060849-0.062829i,-0.021624-0.073737i,-0.033882-0.0524i,0.0012073+0.015962i,-0.0068645+0.011073i,-0.015324+0.014024i,0.0017144+0.016687i,-0.0038467-0.0033633i,0.00029995+0.0065264i,0.00034585+0.039725i,0.019469+0.060678i,0.00088046-0.00016125i,-0.004561-0.0084769i,0.0087783+0.0047127i,0.0018372+0.00093184i,-0.00099906+0.0035168i,0.00013001-0.001438i,-0.036838-0.0095386i,-0.0020239-0.0073435i,1.6558e-05+0.0044908i,0.0051298+6.8932e-05i,0.00039519+0.00079295i,-0.00029033-0.001034i,0.00010741-0.0029744i,-0.0010125-0.0059491i,-0.0024428-0.0041297i,-0.00019456-0.0081676i,0.0030655-0.0014003i,0.0034601-0.0026294i,-0.0020368+0.034833i,0.0062947-0.0043787i,0.0036123-0.0023915i,0.00502+0.00014318i,-0.013628-0.0042037i,5.8319e-05+0.00039998i,0.010471-0.00039989i,0.0064435-0.00066288i,-0.003658+0.0041142i,0.0023194+0.0032715i,-0.0029281+0.0087106i,0.015373-0.087552i,-0.0065879-0.046759i,-0.023572-0.038371i,-0.019247-0.042144i,0.063995-0.016114i,0.02848-0.061521i,0.038831-0.044713i,0.030203-0.056116i,0.019403-0.015687i,0.0082006+0.0093963i,0.024661-0.032058i,-0.0073288-0.004651i,0.0023488-0.0023607i,-0.0046942-0.0063768i,0.0013481-0.032153i,-0.024606+0.031026i,0.007843-0.010034i,-0.01113-0.001661i,-0.0052685-0.0012804i,-0.0011253-0.013666i,-0.010036+0.0042826i,0.0035506+0.0080592i,-0.011077+0.031574i,0.0053898+0.0077934i,-0.0053416-0.0014945i,-0.0020297-0.0021475i,-0.0115-0.007228i,0.00045928-0.0038887i,-0.035386+0.0046306i,0.0025121-0.01255i,-0.0090673-0.0022331i,-0.0064298-0.0025557i,0.0062483+0.0015589i,-0.00943+0.0018949i,0.0010851+0.0010332i,0.0052591+0.0095052i,0.0045265+0.00018389i,-0.0092423-0.0093029i,0.0025335+0.0086494i,-0.019115+0.0063306i,0.0065827+0.0031272i,-0.028713-0.0088152i,-0.034469+0.0024875i,0.026067-0.077669i,0.01255-0.0099598i,-0.042684-0.027521i,-0.022454-0.0037226i,0.017984+0.012899i,-0.026412+0.012204i,-0.011536-0.0089956i
0.0090701+0.01599i,0.041818-0.0086385i,0.026702-0.033082i,-0.0024757-0.013513i,-0.0082648-0.017521i,-0.0077526-0.023965i,0.017739-0.016092i,0.02956-0.011197i,0.0092184-0.015619i,0.0067324-0.0011539i,0.0022184-0.0033864i,-0.0020193-0.0016631i,0.0016667-0.0027624i,-0.00013034-0.0018116i,-0.0018543-0.001934i,0.0053373-0.0055122i,-0.0048902+0.00091057i,-0.0021146-0.00056148i,0.0011191+0.00026132i,0.0014704+0.0015549i,0.00018997+0.002425i,-0.00065595+0.00082102i,0.0013798+0.0019633i,-0.00026238+0.0050408i,-0.00078845+0.00089123i,-0.0008355+0.0013082i,-0.0012785+0.00020209i,0.00055614-0.00033092i,-0.0001667+0.00013856i,-0.00046792-0.000748i,0.001561-0.00063189i,0.0020236-2.217e-05i,0.0014745-0.00012684i,3.6602e-05-0.00079623i,0.0012359+0.00077316i,0.0048755-0.0031546i,-0.00089373+0.0012706i,0.00048347+0.00018488i,-0.00022603-0.0002887i,-0.00075799-0.0015339i,0.0022868+0.0012676i,0.0018926+0.0012397i,0.0027957-0.0078545i,0.0023965+0.0015279i,0.0091525+0.014617i,0.016138+0.02714i,0.042031+0.019109i,0.025235+0.0035297i,0.00083973-0.015299i,0.019315-0.0020658i,0.021965+0.01752i,0.017337+0.01976i,0.017428+0.025408i,-0.0083769+0.032261i,0.0018382-0.0059875i,0.0019957-0.0035618i,0.0050583-0.0062801i,0.0090103-0.0016068i,0.0016108+0.0041136i,-0.0099787+0.0081062i,-0.0050247-0.0075755i,0.0028561+0.014671i,-0.0027251-0.0017964i,0.00079037+0.0021581i,-0.00074015+0.0011774i,0.0017028-0.0033164i,0.0065744-0.0023612i,-0.0036512-0.00044801i,0.0048646-0.0015063i,-0.0068081+0.00032881i,-0.0021126+0.00085477i,0.00033438-3.0136e-05i,-0.0055894-0.0021132i,-0.0035254-0.0026468i,-0.014479-0.011212i,0.0033474-0.0026337i,-0.0034886+0.0010377i,-0.0010893+0.0018294i,-0.0046477+0.0030488i,0.0058669+0.0017769i,-0.0089456-0.0014888i,-0.00093618-0.0048606i,-0.0026404-0.00056325i,-0.0050556-0.00059516i,0.0053833-0.004183i,0.0035121+0.0021403i,0.0022921-0.002064i,0.0027593+0.0099413i,0.0059191+0.0019728i,0.02722+0.02289i,-0.02245-0.0022152i,-0.02713+0.015875i,-0.0050213+0.014517i,0.00083128+0.0004646i,0.0058801-0.0077095i,-0.0097311+0.0033617i
0.010978+0.014674i,0.039563-0.015444i,0.01996-0.036719i,-0.0051929-0.012134i,-0.012541-0.016032i,-0.011534-0.022044i,0.012837-0.020049i,0.027183-0.015581i,0.0057957-0.01586i,0.0061111-0.0029254i,0.00097417-0.004265i,-0.0021274-0.00076136i,0.00032101-0.0027086i,-0.00028169-0.0014938i,-0.0022106-0.0013219i,0.0040554-0.0067403i,-0.0035251+0.0025277i,-0.0025178+0.00010925i,0.00078628-9.9425e-05i,0.0018689+0.00091469i,0.0010226+0.0023848i,-0.00040403+0.0013113i,0.0020279+0.0014079i,0.0023807+0.0042023i,7.6185e-05+0.0011311i,-0.0001178+0.0013504i,-0.00094067+0.00094682i,0.00045505-0.00021002i,-4.15e-05+0.0004182i,-0.00037186-0.00012776i,0.0011102-0.001439i,0.001981-0.000866i,0.0015293-0.00064139i,-0.00026273-0.00051831i,0.001869+0.00022098i,0.0038636-0.0040648i,-0.00025725+0.0017236i,0.00046369-7.6993e-05i,0.00019658+0.00021539i,-0.0017895-0.0019188i,0.0023533+0.00042241i,0.0020445+0.00026965i,0.00068279-0.0072432i,0.0036696+0.00082511i,0.011571+0.013169i,0.019921+0.02437i,0.043378+0.012214i,0.025563-0.0023485i,-0.0030067-0.012112i,0.021602-0.0064341i,0.026378+0.011799i,0.02171+0.011585i,0.019369+0.015602i,-0.00026243+0.02978i,-7.4823e-05-0.0058804i,-0.0011541-0.0035366i,0.0022448-0.0082649i,0.0063831-0.00423i,0.002345+0.0032567i,-0.0050898+0.011359i,-0.0059093-0.0035541i,0.0054634+0.012612i,-0.0034783-0.00081659i,0.0020532+0.0027235i,0.00042291+0.0013903i,-0.00037521-0.0034218i,0.0064192-0.005881i,-0.0041067+0.00041307i,0.0046157-0.0037596i,-0.0058911+0.0032679i,-0.001747+0.00028052i,-6.3113e-05-0.0007411i,-0.0052435+0.001286i,-0.0038581-0.0014759i,-0.015941-0.0043119i,0.0015496-0.0034621i,-0.0023902+0.0018823i,-0.001174+0.0011254i,-0.0030552+0.0043187i,0.0072854-0.00064028i,-0.0083957+0.0021847i,-0.0024849-0.0042849i,-0.0021614-0.00011345i,-0.0046089+0.0013594i,0.0025398-0.0049183i,0.0043026+0.00026317i,0.0018739-0.0023271i,0.0050081+0.0081252i,0.0049769+0.00087147i,0.02782+0.015161i,-0.02167+0.0025448i,-0.025296+0.022995i,-0.0023062+0.011941i,0.0021388+0.003392i,0.0034549-0.0071377i,-0.01132+0.0053307i
0.013344+0.012786i,0.03575-0.022211i,0.012561-0.038648i,-0.0070059-0.010287i,-0.016606-0.013571i,-0.014884-0.019574i,0.0074477-0.022504i,0.024569-0.019739i,0.0026248-0.015712i,0.0048243-0.0042808i,-0.0007362-0.0044447i,-0.001935+9.4412e-05i,-0.0006774-0.0020926i,-0.00031749-0.0013368i,-0.0026832-0.00063085i,0.0023915-0.0075125i,-0.0016392+0.0029315i,-0.0028089+0.0011165i,0.00040658+1.75e-05i,0.0018723+2.1752e-06i,0.0018522+0.0017522i,-0.00020513+0.0014107i,0.0023256+0.00061955i,0.0041694+0.0024131i,0.0010671+0.00087329i,0.00043076+0.001143i,-0.00031561+0.0012836i,0.00034058-0.00013545i,0.00022455+0.00056119i,-3.1071e-05+3.2632e-05i,0.00040248-0.0018641i,0.0014903-0.0017023i,0.0011046-0.001272i,-0.00026556-0.00021541i,0.0022319-0.001088i,0.0027359-0.004814i,0.0007646+0.0016583i,0.00035215-0.00023587i,0.00059367-8.7174e-05i,-0.0028089-0.0014197i,0.0022432-0.0004013i,0.0017768-0.00051649i,-0.00075963-0.0063729i,0.0042147-0.00069558i,0.013819+0.010689i,0.02433+0.020808i,0.044053+0.0051443i,0.024186-0.0078617i,-0.0046151-0.0082983i,0.023039-0.011947i,0.028787+0.0051024i,0.024258+0.004161i,0.017968+0.0081126i,0.005389+0.027057i,-0.0021822-0.0049897i,-0.0036998-0.0017457i,-0.00189-0.0088159i,0.0030959-0.0050244i,0.0023548+0.0025072i,-0.0005087+0.011905i,-0.0050357-0.00074669i,0.0065756+0.0098882i,-0.0038843+0.001564i,0.0034083+0.0024978i,0.00102+0.00084134i,-0.0018035-0.0023693i,0.0044541-0.0080279i,-0.0036131+0.0014554i,0.0034176-0.0053273i,-0.0028804+0.00483i,-0.0020259+0.00010344i,-0.00064908-0.00064145i,-0.0035737+0.0031892i,-0.0035587-0.00032298i,-0.014968+0.0015493i,0.00014319-0.0039241i,-0.001337+0.002073i,-0.0012885+0.0013348i,-0.00084277+0.0041702i,0.0072435-0.0036805i,-0.0063925+0.004926i,-0.0037704-0.0031036i,-0.0021651-2.6545e-05i,-0.0035314+0.0024826i,0.0010575-0.0043446i,0.0038733-0.001281i,0.0019273-0.0025913i,0.005342+0.0048571i,0.0040322+0.00031575i,0.02778+0.009629i,-0.019373+0.0063014i,-0.019711+0.029282i,-0.0016357+0.0096788i,0.0051198+0.0042944i,0.0012903-0.0056688i,-0.010848+0.008043i
0.015189+0.0098876i,0.030714-0.027496i,0.0057608-0.03935i,-0.0078649-0.0088767i,-0.019777-0.0095008i,-0.017642-0.016698i,0.0017187-0.023308i,0.021165-0.023975i,0.00052262-0.015092i,0.0032527-0.0050297i,-0.0025388-0.0033726i,-0.0013983+0.00048437i,-0.0010296-0.0011857i,-0.0004805-0.0014548i,-0.0025974+0.00057492i,0.00046626-0.0077058i,-0.00078903+0.0025273i,-0.0024346+0.0026022i,0.00052122+0.00050237i,0.0014486-0.00070919i,0.0022595+0.00085164i,-0.00015514+0.0015902i,0.0022041-0.00013507i,0.0047411-0.00037481i,0.0018493+4.963e-05i,0.00072721+0.00084174i,0.00025863+0.0012991i,0.00053782-0.0001506i,0.00050651+0.00043704i,8.1984e-05-0.0002062i,-0.00033671-0.002029i,0.00062985-0.0020449i,0.00058381-0.0015443i,-0.0001768-0.00028859i,0.0016204-0.0026266i,0.0015484-0.0052295i,0.00162+0.0010605i,0.00030941-0.00019765i,0.00065266-0.00033298i,-0.0035534-0.00053829i,0.0018044-0.00096707i,0.0012431-0.00090369i,-0.0019004-0.0052504i,0.0038248-0.0018549i,0.015691+0.0071167i,0.02844+0.015074i,0.0437-0.0019341i,0.022091-0.01226i,-0.0037155-0.0043158i,0.02243-0.019086i,0.029507-0.0018184i,0.025193-0.0041386i,0.015703+0.0031577i,0.011705+0.023384i,-0.0032028-0.0031531i,-0.004879+0.00090943i,-0.0062367-0.0078474i,0.00073803-0.0046201i,0.0022018+0.0024059i,0.0030303+0.010913i,-0.0034959+0.0010667i,0.0066491+0.006927i,-0.0018169+0.0039187i,0.0048235+0.0014579i,0.0017516+0.00037001i,-0.0025033-0.00099835i,0.0021755-0.0096576i,-0.0027533+0.0020017i,0.0018083-0.0069532i,-0.00064643+0.0040313i,-0.0026872+0.00024896i,-0.00080402-0.00043429i,-0.0016218+0.0046005i,-0.0030034+0.00034894i,-0.011841+0.0064532i,-0.0015988-0.0043271i,-0.00022006+0.0017571i,-0.0013014+0.001235i,0.00055595+0.0030721i,0.0058491-0.0068494i,-0.0031586+0.0064972i,-0.0038855-0.001498i,-0.0024029+0.00027639i,-0.0027209+0.003353i,2.5261e-06-0.0036935i,0.0029923-0.0020434i,0.0016639-0.0034561i,0.0043259+0.0039046i,0.0035252+0.00011044i,0.027256+0.0041823i,-0.017372+0.0070706i,-0.01178+0.032135i,-0.00085149+0.0089886i,0.0071801+0.0036467i,0.00063155-0.0035898i,-0.0089979+0.010093i
0.016043+0.0065516i,0.025029-0.031401i,-0.00099819-0.039028i,-0.0090146-0.0080528i,-0.020895-0.0051743i,-0.019949-0.013464i,-0.003341-0.02245i,0.016931-0.027201i,-0.00065813-0.01463i,0.0015764-0.0050028i,-0.0031576-0.0017004i,-0.0011352+0.00065731i,-0.0009674-0.0005272i,-0.0011133-0.0011988i,-0.001727+0.001549i,-0.0015932-0.0071302i,-0.00012859+0.0025669i,-0.0010009+0.0036441i,0.00091702+0.00042438i,0.00076965-0.0011552i,0.0022669-0.00011532i,0.00023833+0.0016104i,0.0019512-0.00080695i,0.0034822-0.00261i,0.0017094-0.0013061i,0.00092344+0.00054754i,0.00080929+0.0011999i,0.00066401-0.00037777i,0.00060083+0.00014878i,-0.00014613-0.0003861i,-0.0011178-0.0018825i,-6.6628e-05-0.002017i,-8.5365e-05-0.0016445i,-0.00027751-0.00016211i,-0.00018341-0.0031474i,0.00038593-0.0053517i,0.001906+0.00017455i,0.00031307-0.00046814i,0.00079445-0.00064043i,-0.003945+0.00061392i,0.0012568-0.0013945i,0.00081055-0.00095274i,-0.0026982-0.0040917i,0.0033028-0.0026741i,0.017096+0.0031188i,0.03044+0.0080333i,0.042308-0.0088344i,0.019942-0.016952i,-0.00041867-0.0013769i,0.01911-0.026238i,0.028675-0.0080662i,0.023052-0.011938i,0.012544+0.000595i,0.016812+0.017698i,-0.0031223-0.0023723i,-0.0045036+0.0041468i,-0.01043-0.0044623i,-0.00096966-0.0038847i,0.0023599+0.0022869i,0.0058528+0.0092719i,-0.0016497+0.0014438i,0.0054006+0.0051016i,0.0012217+0.0033602i,0.0059913-0.00066551i,0.0021986-0.00058191i,-0.0022782+0.00083426i,-0.0011703-0.011206i,-0.0025396+0.0028286i,-0.00054453-0.0078633i,-0.00025002+0.0033163i,-0.0032556+0.0011074i,-0.00089915-0.00030092i,0.0018411+0.0048829i,-0.0026464+0.00019824i,-0.0069451+0.0093603i,-0.004013-0.0037029i,0.00045579+0.00086464i,-0.0012291+0.0013704i,0.0011533+0.002007i,0.0033182-0.0092906i,-1.2526e-05+0.0058957i,-0.0031096-0.00057186i,-0.0021329+0.00075196i,-0.0012237+0.0043554i,-0.00082561-0.0026762i,0.0020169-0.0023326i,0.00055844-0.0040354i,0.0037039+0.0033974i,0.003192-7.0711e-05i,0.025765-0.00065489i,-0.018752+0.0069686i,-0.004697+0.030889i,0.00065715+0.0072802i,0.008785+0.0018321i,0.0010746-0.0021465i,-0.0062149+0.011149i
0.016329+0.0034243i,0.01928-0.034106i,-0.0073778-0.037583i,-0.010112-0.0067315i,-0.021292-0.0014504i,-0.02147-0.0099459i,-0.0074564-0.020995i,0.012326-0.030132i,-0.0014397-0.015241i,0.00058688-0.0044408i,-0.0028743-0.00029254i,-0.00077847+0.0010311i,-0.00082842+0.00012466i,-0.0012563-0.00041596i,-0.000722+0.0017209i,-0.0029898-0.0057057i,0.0010354+0.0023984i,0.00059993+0.0034566i,0.0010737+0.00017318i,0.00014865-0.0010985i,0.0019273-0.00094833i,0.0006203+0.0015086i,0.0013397-0.0014115i,0.00173-0.0036254i,0.00069213-0.0020206i,0.00099869+0.00028109i,0.0013813+0.00083526i,0.00050866-0.00068088i,0.00061321-3.4745e-05i,-0.00043251-0.00015983i,-0.0017953-0.0013332i,-0.00076279-0.0018047i,-0.00071642-0.0012463i,-4.2959e-05-0.00010941i,-0.0010753-0.0025011i,-0.00077897-0.0052529i,0.0018758-0.00041521i,-2.6554e-05-0.00059562i,0.00054518-0.0011991i,-0.0038925+0.0019969i,0.00066577-0.0015814i,0.0005697-0.00087821i,-0.003027-0.0027776i,0.0025808-0.0034143i,0.017043-0.0021559i,0.030409+0.00083172i,0.039762-0.015444i,0.015634-0.021659i,0.0044102-0.0022009i,0.012802-0.031757i,0.027072-0.013583i,0.019653-0.017587i,0.010742+0.00081881i,0.019544+0.010378i,-0.0037705-0.0019681i,-0.0020236+0.0065968i,-0.0124+0.00071363i,-0.0023857-0.0029105i,0.0025152+0.0022429i,0.0070864+0.0070328i,-0.00040762+0.0006386i,0.0044746+0.0041714i,0.0018488+0.0018536i,0.0055268-0.003285i,0.0018554-0.0021457i,-0.00030779+0.0020679i,-0.0061004-0.0095629i,-0.0013909+0.0044259i,-0.0041552-0.0075955i,0.0010812+0.0032457i,-0.003325+0.0025289i,-0.00089946-0.00011233i,0.0051264+0.0016686i,-0.0026175+0.00041877i,-0.0012462+0.0088209i,-0.0058958-0.0015419i,0.00034434-0.0001446i,-0.0014888+0.0013957i,0.0014792+0.00098003i,-0.00080974-0.01085i,0.0022558+0.00413i,-0.0027978-0.00038626i,-0.002071+0.0011748i,0.0010374+0.0043797i,-0.00074297-0.0016106i,0.0013393-0.0021359i,-0.00047753-0.0041026i,0.0031796+0.0032999i,0.0026798-0.00023964i,0.023785-0.0039922i,-0.02104+0.01028i,0.00033354+0.028631i,0.0010537+0.0042628i,0.0094898-0.00054029i,0.001587-0.0019667i,-0.0032425+0.010603i
0.015909+0.00033768i,0.013568-0.035803i,-0.013215-0.035172i,-0.010747-0.0055517i,-0.021023+0.0023908i,-0.02238-0.006373i,-0.011057-0.019333i,0.0069561-0.032446i,-0.0033412-0.016977i,0.00010889-0.0039416i,-0.0022145+0.00073327i,-0.00017066+0.0013716i,-0.00025614+0.00061768i,-0.00091603+0.0001524i,5.3771e-06+0.001606i,-0.0035055-0.0042555i,0.0018121+0.0015469i,0.0017572+0.0028263i,0.0011805+7.048e-05i,-0.00022671-0.0008085i,0.0012875-0.0015358i,0.00094497+0.0014877i,0.00069371-0.0014534i,0.00017652-0.0036015i,-0.00015164-0.0020402i,0.0010612+3.6978e-05i,0.0016476+0.00018365i,0.00029622-0.00082114i,0.00057405-0.00021091i,-0.00036019+0.00021956i,-0.0021147-0.00058498i,-0.0012853-0.0012373i,-0.00097957-0.00084407i,6.6711e-05-0.00023203i,-0.0015872-0.0020688i,-0.0017769-0.0047474i,0.0019145-0.0011534i,-0.00031885-0.00043377i,-0.00014702-0.0013675i,-0.0032875+0.0033457i,0.00022326-0.00168i,0.00039995-0.00085544i,-0.0029007-0.0015297i,0.0016614-0.0037508i,0.01466-0.0067295i,0.028459-0.0054474i,0.035918-0.02137i,0.0098849-0.024253i,0.0071741-0.0059267i,0.0054251-0.034615i,0.025188-0.018985i,0.016469-0.022683i,0.011751+0.00099211i,0.020298+0.0035282i,-0.0050701-0.0014439i,0.0011583+0.0070768i,-0.011417+0.0066375i,-0.0033015-0.0017083i,0.0029328+0.0022419i,0.0077826+0.0056336i,-0.00028196-0.00034994i,0.0032784+0.0041566i,0.0023143+0.0013087i,0.0034109-0.005283i,0.00010647-0.0030218i,0.0013732+0.001384i,-0.0087072-0.0052852i,0.001426+0.0046189i,-0.0067751-0.0050277i,0.0020818+0.0021946i,-0.0024838+0.0041423i,-0.00083141-0.00013363i,0.0048768-0.0025057i,-0.0025822+0.00093718i,0.0018314+0.0053034i,-0.0058861+0.00088597i,-0.00042493-0.00094112i,-0.0015668+0.0019532i,0.0011137-0.00024244i,-0.0057854-0.0099442i,0.0027611+0.001601i,-0.0029375-0.00026976i,-0.0016021+0.0020248i,0.0028939+0.003292i,-0.00036358-0.0015542i,0.0011038-0.0015432i,-0.0014386-0.0038444i,0.0026524+0.0039094i,0.0022526-0.00038701i,0.023052-0.0068507i,-0.021318+0.015512i,0.0042665+0.025644i,-0.00028949+0.0012611i,0.0085156-0.0035152i,0.0014175-0.0015452i,-0.0016281+0.0086761i
0.014669-0.0023595i,0.0081386-0.036711i,-0.018563-0.031979i,-0.011347-0.004754i,-0.019752+0.0057473i,-0.022689-0.0028938i,-0.014521-0.01714i,0.00094027-0.033675i,-0.0066781-0.018188i,-0.00019818-0.0037791i,-0.0012618+0.0013037i,0.0006386+0.0012239i,0.00042773+0.00077455i,-0.0004547+0.00042886i,0.00068054+0.0013265i,-0.0035018-0.0032126i,0.0022651+0.0008779i,0.0027014+0.0019129i,0.001349-0.00036404i,-0.00027919-0.00052351i,0.00040202-0.0016415i,0.0015502+0.00136i,0.0002682-0.0014096i,-0.00090449-0.0031922i,-0.00082216-0.0018702i,0.0010389-0.00034111i,0.0014818-0.00050177i,8.6588e-05-0.00089738i,0.00046426-0.00012685i,-0.00023271+0.00040787i,-0.0022212+0.0001931i,-0.0014004-0.00058776i,-0.00091981-0.00050323i,-6.0629e-06-0.00043259i,-0.0024385-0.0013197i,-0.0025662-0.0039297i,0.0013332-0.0019086i,-0.00043622-0.00013879i,-0.00058295-0.00082983i,-0.00231+0.0043338i,-0.00041079-0.001532i,0.00010431-0.00092824i,-0.0023581-0.00069673i,0.00079171-0.0035573i,0.011473-0.0094686i,0.025163-0.010511i,0.031152-0.025886i,0.0041862-0.024694i,0.0074669-0.0095169i,-0.0024449-0.035489i,0.022551-0.024788i,0.012114-0.027393i,0.013828-0.00066943i,0.019594-0.0038837i,-0.0065333-0.00011666i,0.0038792+0.0059982i,-0.0076528+0.010837i,-0.0037187-0.00056409i,0.0032423+0.0019953i,0.008895+0.0039074i,-0.00071182-0.0007249i,0.0032008+0.0052346i,0.0030085+0.00019748i,0.00095359-0.0055799i,-0.0012325-0.0025738i,0.0020764+0.00022732i,-0.0088298-0.0012464i,0.0036624+0.0032566i,-0.0077698-0.0019361i,0.001908+0.0010912i,-0.00050841+0.0050808i,-0.0011451-0.00013452i,0.0023379-0.0052775i,-0.002168+0.001389i,0.0020527+0.0019099i,-0.0050004+0.002941i,-0.0016146-0.00098083i,-0.0011935+0.0022279i,-1.8913e-05-0.00064185i,-0.0088822-0.0068279i,0.0020135-3.3931e-05i,-0.0030567-0.00014096i,-0.00043981+0.0021848i,0.0039516+0.0013797i,-0.00051888-0.0013222i,0.0017018-0.0012458i,-0.0020784-0.0030481i,0.0037613+0.0054179i,0.0017515-0.00027717i,0.021155-0.010839i,-0.019614+0.020888i,0.0070162+0.022458i,-0.0034466-0.00060376i,0.0051518-0.0049651i,0.0020097-0.0014387i,-0.0017668+0.0069655i
0.013278-0.004362i,0.002765-0.03722i,-0.023004-0.027748i,-0.012286-0.0039705i,-0.018392+0.0081544i,-0.022571+0.00069664i,-0.017217-0.014278i,-0.0048691-0.033397i,-0.010778-0.01814i,-0.0005397-0.0036274i,-0.00020609+0.0012235i,0.001223+0.00088218i,0.0010383+0.00070149i,8.6621e-06+0.00056797i,0.0010189+0.00076232i,-0.0033807-0.002635i,0.0030647-0.00011544i,0.0030777+0.00067657i,0.0010777-0.0010141i,-0.0001561-0.00029239i,-0.0002533-0.0014662i,0.0022547+0.00067147i,-1.3381e-05-0.0013795i,-0.001334-0.0026763i,-0.0015759-0.0016443i,0.00089929-0.00071785i,0.0011235-0.00089324i,-0.00015594-0.00063253i,0.00045973-3.2502e-05i,9.2102e-06+0.00070995i,-0.0020809+0.0010115i,-0.0012984-0.00018314i,-0.0010503-0.00027157i,-0.00023173-0.00032522i,-0.0027018-6.0534e-05i,-0.0029386-0.0029968i,0.00045504-0.0022007i,-0.00048635+0.00011643i,-0.00046833-0.00054134i,-0.0009916+0.0050207i,-0.00070522-0.0012222i,-3.7201e-05-0.00083298i,-0.0017948-0.00028375i,0.00042894-0.0034338i,0.0086467-0.010912i,0.021851-0.013541i,0.026419-0.029262i,-0.0006457-0.023635i,0.0062681-0.012525i,-0.010335-0.033471i,0.018248-0.030297i,0.0073805-0.030759i,0.015275-0.0036905i,0.015543-0.010123i,-0.0076079+0.0023187i,0.0055032+0.0039079i,-0.0030251+0.012928i,-0.0041339+0.00071438i,0.0037276+0.0019041i,0.0094096+0.0018032i,-0.001227-0.0011109i,0.004439+0.0065309i,0.0025229-0.0011484i,-0.00070358-0.0049098i,-0.0022733-0.0016896i,0.0020885-0.00073659i,-0.0073428+0.0017336i,0.0049191+0.0011517i,-0.0074079+0.0014097i,0.0014878+0.0010615i,0.001697+0.0047227i,-0.001193+0.00026219i,-0.0008465-0.0062171i,-0.0016716+0.0012888i,0.00032101+0.0002504i,-0.0036345+0.0045173i,-0.0024998-4.0516e-05i,-0.0009921+0.002416i,-0.00066753-0.00036515i,-0.010212-0.0033003i,0.00089719-0.00084947i,-0.0036704+0.00014766i,0.00030597+0.001783i,0.0041034-0.00069787i,-0.00040365-0.0013798i,0.0024063-0.0018431i,-0.0025432-0.0027742i,0.0056989+0.0048418i,0.0015051+0.00020877i,0.018658-0.013721i,-0.015766+0.026965i,0.0087749+0.019521i,-0.007139+2.4535e-05i,0.0020619-0.0036387i,0.001917-0.0019916i,-0.0024648+0.0058942i
0.012109-0.0060941i,-0.0028586-0.037499i,-0.026474-0.023605i,-0.013365-0.0026059i,-0.017089+0.010995i,-0.021403+0.0042192i,-0.019276-0.011145i,-0.010584-0.032836i,-0.014999-0.016656i,-0.00081442-0.0037413i,0.00039992+0.00071586i,0.001731+0.00021148i,0.0016799+0.00038726i,0.00070217+0.00026638i,0.0010495+0.00024543i,-0.0033731-0.0022556i,0.0031362-0.0018147i,0.0027858-0.0004059i,0.00048088-0.0012339i,0.00015532-0.00026567i,-0.00077853-0.001123i,0.0023632-0.00027067i,-0.00044508-0.0012766i,-0.0015673-0.002627i,-0.0020949-0.00102i,0.00057224-0.0010431i,0.00067831-0.0012187i,-0.00023782-0.00034497i,0.00061589+5.5643e-05i,0.00059375+0.00080916i,-0.0015917+0.0017676i,-0.0012609+0.00017973i,-0.000973+5.4169e-05i,-0.00024405-0.00021375i,-0.002003+0.00086532i,-0.0031326-0.0022036i,-0.00033261-0.0021399i,-0.00028832+0.000406i,-0.00050783-0.00059937i,0.00054539+0.0050742i,-0.00078229-0.00092103i,-0.00024531-0.00090457i,-0.0013228-0.00037908i,8.3281e-05-0.0035349i,0.0058255-0.012193i,0.019422-0.015981i,0.021511-0.031936i,-0.0046291-0.021389i,0.0050498-0.014591i,-0.017105-0.028679i,0.012662-0.035122i,0.0029359-0.033982i,0.01617-0.0080151i,0.0098673-0.013457i,-0.0071327+0.0058331i,0.0060989+0.0014771i,0.0013746+0.012606i,-0.0039438+0.0021662i,0.0047884+0.0014586i,0.0093984-0.00076427i,-0.0021863-0.0013526i,0.0073021+0.0066267i,0.0014975-0.0012669i,-0.001767-0.0039402i,-0.0026563-0.00049343i,0.0020031-0.0014896i,-0.0058149+0.0035612i,0.0051031-0.0013826i,-0.005726+0.0038509i,0.0021869+0.0015436i,0.0031687+0.003426i,-0.0010212+0.00029623i,-0.00411-0.0055635i,-0.0017443+0.0013243i,-0.00086513+0.00066903i,-0.0017497+0.0054795i,-0.0024029+0.0011681i,-0.00067258+0.0031175i,-0.00097183-0.00015711i,-0.010583-0.00013646i,-0.00019101-0.00087091i,-0.0043545+0.0013749i,0.00045327+0.0014205i,0.0034046-0.0029017i,-0.00060223-0.001999i,0.0026255-0.003014i,-0.0032371-0.0021814i,0.007229+0.0032559i,0.001871+0.00045174i,0.015814-0.015828i,-0.0085086+0.030703i,0.010362+0.016262i,-0.0095858+0.0024525i,0.0007289-0.0011291i,0.0013267-0.0019569i,-0.0034611+0.0055141i
