-0.00090825-0.041671i,1.88e-05-0.047078i,-0.0082882-0.048054i,-0.030739-0.023431i,-0.023179+0.01066i,-0.036882-0.033794i,-0.064383-0.058601i,-0.019096-0.071474i,-0.026729-0.050047i,-0.00050848+0.01613i,-0.011352+0.012429i,-0.014664+0.013019i,0.0030394+0.013798i,-0.0028688-0.0017819i,0.0020082+0.0060047i,6.9555e-05+0.033975i,0.017282+0.057792i,0.00094049-0.0006857i,-0.0043431-0.0096583i,0.0082673+0.0050678i,0.001486+0.0011599i,-0.001239+0.0030782i,-0.00013453-0.00055259i,-0.037082-0.010101i,-0.0029805-0.0077261i,-0.0011023+0.0046261i,0.0026299-0.0033849i,-0.00021839+0.00040087i,0.00074741-0.00078168i,9.2305e-05-0.0022068i,-0.001577-0.0055406i,-0.003473-0.0062858i,-0.0012004-0.0068091i,0.0034671-0.00017349i,0.0030365-0.0016191i,-0.0020148+0.040743i,0.0063714-0.0040903i,0.0033464-0.00058137i,0.0049176-0.00058097i,-0.012552-0.0036819i,-0.0010237-6.9341e-05i,0.010615+0.0027048i,0.0041842+0.0010292i,-0.0043542+0.0019402i,-0.00027594+0.0092979i,-0.0048922+0.016596i,0.024947-0.08227i,-0.0002709-0.05451i,-0.02376-0.042572i,-0.01981-0.03783i,0.062703-0.01712i,0.030546-0.058298i,0.03873-0.044199i,0.033593-0.053116i,0.01893-0.015912i,0.0073627+0.01187i,0.023146-0.034365i,-0.0084833-0.0046129i,0.0031025-0.0012705i,-0.002693-0.0051595i,0.0044504-0.031727i,-0.025928+0.030189i,0.0086542-0.010623i,-0.012919-0.0025716i,-0.0043109-0.0017603i,0.00023102-0.014388i,-0.010468+0.0050167i,0.0033647+0.0066583i,-0.014356+0.029765i,0.005314+0.0070945i,-0.0063988-0.0012478i,-0.0010764-0.0025315i,-0.011473-0.0069513i,0.0003407-0.0035348i,-0.040866+0.0033229i,0.0015761-0.012768i,-0.0094883-0.0028329i,-0.0066001-0.0030649i,0.0067343+0.0020814i,-0.0086999+0.0018285i,2.6796e-05+0.0016471i,0.0058952+0.0098138i,0.0050841+0.00075719i,-0.009774-0.0096015i,0.0023019+0.0085606i,-0.017863+0.005946i,0.0064566+0.0040462i,-0.028669-0.008833i,-0.036415-0.0021725i,0.028463-0.083818i,0.013785-0.0092559i,-0.043475-0.028778i,-0.024517-0.0065544i,0.017585+0.011893i,-0.027342+0.010648i,-0.01229-0.0097243i
0.013504+0.014566i,0.050932+0.0049405i,0.021603-0.034531i,-0.0049243-0.0092788i,-0.010561-0.018067i,-0.01769-0.024001i,0.015053-0.013306i,0.03716-0.011199i,0.010279-0.012543i,0.0099993-0.0027823i,0.0028246-0.0035597i,-0.0022747-0.0012918i,0.0013351-0.0019809i,0.0002381-0.0014381i,-0.0012681-0.0013174i,0.0033747-0.0053572i,-0.0045759+0.00098279i,-0.0019548-0.00090097i,0.0014581-0.00018908i,0.0010329+0.0015625i,0.00076584+0.0017622i,-0.00052415+0.00087662i,0.0019032+0.0012418i,-0.00034311+0.0050619i,-0.0018923+0.0010316i,-0.0005032+0.00079698i,-0.0009515+9.5298e-05i,0.00036981-0.00057125i,-0.00017036+0.00014808i,-1.2145e-05-0.00050346i,0.0011788-0.00024477i,0.0021746+0.00036271i,0.0013748-0.00022359i,0.00038293-4.4171e-05i,0.0015209+0.00058593i,0.0037479-0.0038474i,-8.7884e-05+0.00094033i,0.00024676+0.00054526i,-0.00056671-0.00040471i,-0.0011698-0.0013706i,0.0012144+0.0017388i,0.001426+0.0015791i,0.0025119-0.0050132i,0.0034423-0.0004282i,0.0028496+0.020152i,0.010631+0.037808i,0.037251+0.027282i,0.029044+0.0017728i,-0.0013158-0.016362i,0.016956-0.00076776i,0.022758+0.014236i,0.015247+0.021188i,0.022591+0.024863i,-0.010143+0.032033i,0.0027852-0.0036994i,0.0018752-0.0044193i,0.0041055-0.0067904i,0.009446-0.0016579i,0.0014832+0.0039593i,-0.010434+0.0099251i,-0.0048091-0.0087326i,0.0027039+0.015241i,-0.002593-0.0013409i,0.001011+0.0024857i,-0.0011489+0.0011323i,0.0020903-0.0036241i,0.0071363-0.0025096i,-0.0040828-0.00067122i,0.0042288-0.0015398i,-0.0066512+0.00062112i,-0.0016097+0.0010125i,0.00042765+0.00015089i,-0.0059589-0.0025395i,-0.0036647-0.0021679i,-0.014935-0.0097778i,0.003708-0.0032986i,-0.0041485+0.0025533i,-0.0015133+0.0016006i,-0.0050922+0.0034032i,0.0058054+0.0021669i,-0.0096979-0.0017486i,-0.0024224-0.0043419i,-0.0026659-0.00064487i,-0.0058944-0.001226i,0.0055802-0.0041167i,0.003967+0.001433i,0.0024027-0.0021831i,0.0027211+0.0089036i,0.0057076+0.0023346i,0.026644+0.019859i,-0.022822-0.0025672i,-0.027342+0.017522i,-0.0047178+0.015687i,0.0014262+0.001122i,0.0064448-0.008422i,-0.0097048+0.0027553i
0.014777+0.012404i,0.050834-0.0036686i,0.014592-0.037128i,-0.0064985-0.0076888i,-0.01488-0.016092i,-0.020917-0.020289i,0.010799-0.016635i,0.034496-0.01641i,0.0075055-0.013442i,0.0089286-0.0056403i,0.0013842-0.004545i,-0.0024318-0.00036273i,0.00035093-0.0019005i,5.5707e-05-0.0012798i,-0.0012431-0.00093476i,0.0025213-0.0059183i,-0.0034379+0.0022083i,-0.0026158-1.9804e-05i,0.00078622-0.00070311i,0.0015536+0.0010575i,0.0013004+0.0017623i,-0.00025291+0.0010845i,0.0021999+0.0005012i,0.0021278+0.0044793i,-0.00097064+0.0016757i,-3.1439e-05+0.00068829i,-0.00071046+0.00067872i,0.0001308-0.00045916i,4.9584e-05+0.00025613i,0.00021177-0.00011511i,0.0009217-0.00095504i,0.0024608-0.00064059i,0.0013529-0.00055771i,0.00029137-9.1406e-06i,0.002231+1.1206e-06i,0.0028035-0.0048062i,0.00035155+0.0011597i,2.4411e-05+0.00028992i,-0.00016014+0.00011792i,-0.0020867-0.0017189i,0.0016483+0.0012381i,0.0017789+0.00097914i,0.00079889-0.004972i,0.0043401-0.00094468i,0.0069441+0.018806i,0.016437+0.034739i,0.039774+0.020469i,0.029058-0.0045369i,-0.0051751-0.012999i,0.01883-0.0050628i,0.026383+0.0082868i,0.020031+0.013801i,0.024947+0.013247i,-0.0023093+0.029469i,0.001276-0.0038364i,-0.001927-0.0040511i,0.0013347-0.0082575i,0.0068152-0.0040308i,0.0021563+0.0033755i,-0.0050087+0.013404i,-0.0064216-0.0043425i,0.0055364+0.013213i,-0.0030482-0.00034096i,0.0025108+0.0027867i,-7.4907e-05+0.0014775i,-0.00017411-0.0039643i,0.0068267-0.006428i,-0.0044955+0.00044556i,0.0041654-0.0037204i,-0.0054196+0.0036961i,-0.0020906+0.00051352i,5.5814e-05-0.00059849i,-0.0052619+0.0011142i,-0.0038544-0.0010975i,-0.015777-0.0032592i,0.0015631-0.0042602i,-0.0022632+0.0033453i,-0.0017283+0.0011126i,-0.0033953+0.0045176i,0.0073989-0.00030547i,-0.0091185+0.002474i,-0.0035328-0.0031443i,-0.0024501-0.00030595i,-0.0057372+0.00097993i,0.0026909-0.0049318i,0.0044901-0.00054623i,0.0022594-0.0024374i,0.0047126+0.0072524i,0.0047738+0.0015993i,0.026831+0.012389i,-0.022476+0.0020681i,-0.024791+0.024414i,-0.0017249+0.012492i,0.0031819+0.0036627i,0.0035047-0.0077676i,-0.011375+0.0047296i
0.016453+0.0099167i,0.048763-0.012556i,0.007565-0.037727i,-0.0072945-0.0060751i,-0.018891-0.01314i,-0.023544-0.016303i,0.0062396-0.018702i,0.031518-0.021183i,0.0048153-0.013909i,0.0067556-0.0077428i,-0.00052613-0.0046742i,-0.0023071+0.00060294i,-0.00036828-0.0014073i,8.72e-05-0.0011155i,-0.0014275-0.00060266i,0.0012896-0.0062265i,-0.0020776+0.0025398i,-0.0033293+0.001708i,1.7496e-05-0.00037578i,0.0017184+0.00025812i,0.0019172+0.0012187i,-0.00010935+0.0011576i,0.0021688-0.00028933i,0.0038963+0.0027911i,0.00018399+0.0019289i,0.00027994+0.00040959i,-0.00025817+0.00086168i,4.1792e-05-0.00030174i,8.0072e-05+0.00044221i,0.00043849-0.00017495i,0.00037792-0.0013791i,0.0019252-0.0016626i,0.001111-0.0012554i,0.00033242+6.8651e-05i,0.0024451-0.0014169i,0.001368-0.0058i,0.0012145+0.00086223i,0.00040451-0.00028493i,0.00028044-1.2427e-05i,-0.002995-0.0013235i,0.0020773+0.00051482i,0.0018531+0.00027929i,-0.0004773-0.0043522i,0.0044278-0.0023972i,0.010549+0.016383i,0.022351+0.030295i,0.041573+0.013396i,0.027842-0.010598i,-0.0067463-0.0089785i,0.01975-0.010241i,0.027998+0.0017563i,0.022947+0.0066916i,0.022951+0.0047312i,0.0032891+0.02698i,-0.00031444-0.0032434i,-0.0047125-0.0016041i,-0.0025974-0.0086874i,0.0037376-0.0046958i,0.00234+0.0026642i,0.00038921+0.013939i,-0.0054729-0.00090223i,0.0068793+0.0098931i,-0.0030622+0.001839i,0.0040716+0.0021724i,0.00057714+0.0011199i,-0.0019606-0.0029317i,0.0044857-0.0089519i,-0.0037724+0.0015883i,0.0032702-0.0054514i,-0.0022447+0.0048097i,-0.0026926+0.00065664i,-0.00056823-0.00062116i,-0.0034532+0.0031595i,-0.0034018-6.7529e-05i,-0.014439+0.0023326i,-0.00010689-0.0046041i,-0.00084916+0.0031697i,-0.0017939+0.0016067i,-0.0012547+0.0045543i,0.0073645-0.0037691i,-0.0068578+0.0053825i,-0.0042813-0.001883i,-0.0024091-8.8169e-05i,-0.0047416+0.0025056i,0.0009752-0.0042681i,0.0037981-0.0020747i,0.0023751-0.0028555i,0.0050968+0.0046553i,0.0041942+0.0014601i,0.026325+0.0068973i,-0.020541+0.0058533i,-0.019049+0.030202i,-0.0011794+0.0096776i,0.0064769+0.0040159i,0.0012154-0.0057509i,-0.010905+0.0075555i
0.017475+0.006646i,0.045014-0.020292i,0.0014401-0.037542i,-0.0074353-0.005151i,-0.021823-0.0084524i,-0.02536-0.011956i,0.0013574-0.01941i,0.027803-0.025763i,0.0025474-0.013637i,0.0041651-0.0087265i,-0.0022594-0.0034111i,-0.0017047+0.0011687i,-0.00041802-0.00070711i,-4.6706e-05-0.0014009i,-0.0013863+0.0001158i,-9.3939e-05-0.0062569i,-0.0014698+0.0023505i,-0.002967+0.0016239i,9.5159e-05+0.00030108i,0.0015114-0.00056548i,0.0021711+0.00030138i,-0.00013847+0.0012252i,0.0017497-0.0008995i,0.0046303+0.0002478i,0.0014812+0.0012118i,0.00023312+0.00018093i,-3.368e-06+0.00099685i,0.00016946-0.00023786i,0.00035296+0.00051075i,0.00038029-0.00035481i,-0.00028377-0.001571i,0.0011251-0.0021105i,0.00039782-0.0015272i,0.00040378-9.2576e-05i,0.0015014-0.0030329i,-0.00013011-0.0062451i,0.00169+5.9027e-05i,0.00053595-0.00028966i,0.00036503-0.00033019i,-0.003712-0.00039721i,0.0019948-0.00026637i,0.0017072-0.00013906i,-0.0013369-0.003406i,0.0037588-0.0033727i,0.01345+0.012658i,0.027274+0.023391i,0.042283+0.0057879i,0.025642-0.016058i,-0.0056982-0.0050529i,0.018803-0.016511i,0.028147-0.0049632i,0.024387-0.0016509i,0.020407-0.0015674i,0.0093992+0.023325i,-0.00098149-0.0020043i,-0.0058038+0.001855i,-0.0068897-0.007574i,0.0016794-0.0045448i,0.0022411+0.002513i,0.0048484+0.012599i,-0.0038229+0.0010819i,0.0066638+0.0068017i,-0.00090157+0.0035222i,0.0057446+0.00070948i,0.0014769+0.00082898i,-0.0027647-0.001386i,0.0019135-0.010596i,-0.0028977+0.0021465i,0.0018111-0.0070967i,-0.00013223+0.0037994i,-0.0031068+0.0012903i,-0.00078251-0.00046045i,-0.0011859+0.0044192i,-0.0028778+0.00032793i,-0.010875+0.0069181i,-0.0021711-0.004741i,0.00040946+0.0024022i,-0.0016207+0.001588i,0.00050175+0.0035804i,0.0057926-0.0072252i,-0.0036812+0.0070147i,-0.0039125-0.00025178i,-0.0026946+0.00028033i,-0.0036487+0.0039683i,-0.00016212-0.003713i,0.0028421-0.0027148i,0.0021905-0.0037087i,0.0043793+0.0037508i,0.0041255+0.0015867i,0.025459+0.0018034i,-0.018472+0.0069657i,-0.010873+0.032857i,-0.00057315+0.0088414i,0.0087286+0.0028429i,0.00070226-0.0033625i,-0.0094792+0.0093262i
0.017703+0.0031219i,0.040179-0.026604i,-0.0045164-0.036829i,-0.0082332-0.0047374i,-0.022384-0.0037638i,-0.026406-0.0074861i,-0.0029312-0.018609i,0.023736-0.029736i,0.0010643-0.013493i,0.0015877-0.0087316i,-0.002782-0.0017918i,-0.0012217+0.0015628i,-0.00019283-0.0004337i,-0.00077095-0.0010479i,-0.00072512+0.00075113i,-0.0014926-0.005897i,-0.00091294+0.0025968i,-0.0014128+0.0030777i,0.00055648+0.00037665i,0.00084975-0.0011588i,0.0019599-0.00046125i,0.00016328+0.0012931i,0.0013286-0.0012356i,0.0035472-0.002042i,0.0014755-3.7206e-05i,0.00015772+6.2674e-05i,0.0006072+0.0011091i,0.00029698-0.00030444i,0.00061455+0.0002324i,0.00010978-0.0005287i,-0.00088348-0.0015127i,0.00038022-0.002271i,-0.00037501-0.0013877i,0.00034107-0.00019122i,-0.00059816-0.0031163i,-0.0014926-0.0063998i,0.0015087-0.00076598i,0.00047522-0.00058417i,0.00050233-0.00070108i,-0.0042796+0.00077715i,0.0016307-0.00093035i,0.0015437-0.00034498i,-0.0019257-0.0024621i,0.0028779-0.0037928i,0.015796+0.008263i,0.029497+0.015519i,0.041593-0.0016715i,0.023162-0.022534i,-0.0026913-0.0021867i,0.015537-0.022699i,0.02699-0.010845i,0.022415-0.009498i,0.01628-0.0051414i,0.014302+0.017758i,-0.00073307-0.0018276i,-0.0048281+0.0056966i,-0.010898-0.0040597i,5.0642e-05-0.0042791i,0.0024614+0.0023947i,0.0084417+0.0099907i,-0.0015882+0.0016476i,0.0053627+0.0052389i,0.0017119+0.0026896i,0.0065961-0.0017079i,0.0022339-0.00020883i,-0.0024198+0.00059588i,-0.0016838-0.012081i,-0.0026186+0.0030692i,-0.00016923-0.0080238i,0.00025773+0.0031962i,-0.0031686+0.0022673i,-0.00091033-0.00027147i,0.0019801+0.0044043i,-0.0025801+0.00023934i,-0.005989+0.00921i,-0.0046417-0.0035492i,0.0010145+0.0012955i,-0.0012773+0.0018116i,0.0011705+0.0023022i,0.0028177-0.0095598i,-0.00059148+0.0066995i,-0.0026933+0.00048928i,-0.0025324+0.0008473i,-0.0016377+0.0051397i,-0.0014868-0.0030593i,0.0017749-0.0030238i,0.0010616-0.0042505i,0.0037422+0.0031806i,0.004651+0.0011499i,0.023737-0.0026107i,-0.020164+0.0067961i,-0.0038434+0.031494i,0.00061744+0.0071529i,0.0097953+0.0003174i,0.0013309-0.0020419i,-0.0071758+0.011006i
0.017471-0.00020402i,0.034906-0.031854i,-0.010458-0.034995i,-0.0090531-0.0037353i,-0.022196+4.5252e-05i,-0.026637-0.0031627i,-0.0061899-0.017408i,0.019034-0.033644i,-0.00039148-0.013876i,-0.00032725-0.0080089i,-0.002552-0.00046871i,-0.00036433+0.0019346i,-9.5905e-05-0.0002031i,-0.00072206-0.00036016i,1.4093e-05+0.00065103i,-0.0028088-0.0049348i,0.00010669+0.0026884i,-0.00028762+0.0033297i,0.0007857+0.000101i,0.00012809-0.001191i,0.0016032-0.0010532i,0.00048628+0.0012264i,0.00079645-0.0015611i,0.0019002-0.0032312i,0.0011262-0.00075651i,1.8807e-05+0.00018666i,0.0012317+0.00074875i,0.00029599-0.00046948i,0.00081031-4.4662e-05i,-0.00030375-0.00034865i,-0.0015355-0.0011585i,-0.0003741-0.0021481i,-0.00081225-0.00093215i,0.00044279-0.00036366i,-0.0013507-0.0023118i,-0.0030444-0.0059566i,0.0011966-0.0010225i,8.9893e-05-0.00063498i,0.00022651-0.0013037i,-0.0041309+0.0022866i,0.0011306-0.0013174i,0.0014983-0.00071808i,-0.002265-0.0013073i,0.0020988-0.0044306i,0.01637+0.0029198i,0.029465+0.0077845i,0.039598-0.0088104i,0.016307-0.026107i,0.0018592-0.0026254i,0.0095164-0.027289i,0.02531-0.016063i,0.019397-0.014813i,0.013203-0.0056481i,0.016878+0.011206i,-0.0013364-0.0019694i,-0.0014878+0.0081856i,-0.01291+0.0011126i,-0.0017662-0.0036482i,0.0026158+0.0022757i,0.010084+0.0058909i,-0.00011908+0.00056476i,0.0043941+0.0045422i,0.0018809+0.0012048i,0.0058549-0.0043339i,0.0019909-0.0020741i,-0.00038767+0.0019321i,-0.0069548-0.010364i,-0.0011525+0.0048648i,-0.0035659-0.0081878i,0.0015967+0.0029879i,-0.0025457+0.0034596i,-0.00094747-2.2728e-05i,0.0049097+0.0012035i,-0.0025651+0.00046474i,-0.00061565+0.0081521i,-0.0060044-0.0010879i,0.00087966+0.00021403i,-0.0012803+0.0016786i,0.0014303+0.0012177i,-0.0012414-0.010729i,0.0020791+0.0051975i,-0.0023199+0.00054386i,-0.0024303+0.0014557i,0.0009664+0.0049689i,-0.0016388-0.0015918i,0.00082139-0.0028195i,-4.0953e-05-0.0045164i,0.0032635+0.0029751i,0.0043062+0.00042847i,0.021464-0.0057311i,-0.022799+0.010723i,0.0010628+0.028683i,0.000889+0.0043763i,0.0098002-0.0023381i,0.001862-0.0019901i,-0.0041884+0.010966i
0.016491-0.0036194i,0.029409-0.036296i,-0.015422-0.031902i,-0.0096842-0.0028443i,-0.021418+0.0037215i,-0.026278+0.0010082i,-0.0092161-0.016201i,0.013171-0.036726i,-0.0020835-0.014845i,-0.0015913-0.0070462i,-0.0020087+0.00047886i,-6.7736e-05+0.0017714i,0.00022583-2.5501e-05i,-0.00039498+4.0498e-05i,0.00039489+0.00035682i,-0.0034063-0.0037368i,0.00096985+0.0022603i,0.0010137+0.0031078i,0.00088396-7.2799e-05i,-0.00034183-0.00092664i,0.0010404-0.0015324i,0.00070601+0.001309i,0.00021518-0.0014465i,0.00029833-0.0033557i,0.0008566-0.00091145i,0.0001479+0.00037168i,0.0014866+0.00011049i,0.00023148-0.00059652i,0.00089577-0.0002395i,-0.00040777+9.5618e-05i,-0.0019448-0.00052884i,-0.0010434-0.0017085i,-0.00097406-0.00047495i,0.00046224-0.00059327i,-0.0017978-0.0019654i,-0.0038067-0.0048132i,0.0010662-0.0014683i,-0.00021732-0.00050942i,-0.00060627-0.0012672i,-0.0034337+0.0038769i,0.00060558-0.001557i,0.0012525-0.0011411i,-0.0019718-0.00016411i,0.00097637-0.0046797i,0.014589-0.001718i,0.027538+0.0012509i,0.03621-0.015133i,0.010641-0.029611i,0.004454-0.0058626i,0.0029379-0.029411i,0.023269-0.021423i,0.016903-0.019706i,0.012859-0.0058507i,0.018169+0.0053186i,-0.0026011-0.002053i,0.002426+0.0081668i,-0.012124+0.0071586i,-0.0031016-0.002469i,0.0030403+0.0022714i,0.0093751+0.0053405i,-8.1528e-05-0.00083812i,0.0029446+0.004611i,0.002024+0.00066098i,0.0032675-0.0063448i,0.0003794-0.0029443i,0.0013326+0.0012065i,-0.009596-0.0054792i,0.001949+0.0049884i,-0.0069895-0.0063878i,0.0024039+0.001629i,-0.0011781+0.0043542i,-0.0008238+3.8224e-05i,0.0046489-0.0026723i,-0.0026348+0.00098758i,0.0018363+0.0047078i,-0.0056397+0.0010138i,0.00016107-0.00065067i,-0.0013141+0.0024182i,0.0011076+0.00011522i,-0.0060595-0.0096047i,0.003053+0.0024952i,-0.0025222+0.00059795i,-0.0019151+0.002327i,0.0029184+0.003995i,-0.00090684-0.0011836i,0.00051757-0.0021589i,-0.0014241-0.0048849i,0.0025978+0.0033331i,0.0039314+7.5642e-05i,0.020451-0.0082894i,-0.022915+0.016452i,0.0038235+0.026397i,-0.000631+0.0014838i,0.0083267-0.0051068i,0.0017225-0.0015554i,-0.0020604+0.0093378i
0.014491-0.0064676i,0.023692-0.039923i,-0.019765-0.028676i,-0.010311-0.0020007i,-0.019963+0.0067792i,-0.025202+0.0049641i,-0.012211-0.014493i,0.0067297-0.038519i,-0.0048461-0.015618i,-0.0028542-0.0062793i,-0.0012008+0.0010033i,0.00090785+0.0015695i,0.00052914-0.00015551i,-9.946e-05+0.00019377i,0.00063259+6.2695e-06i,-0.0034702-0.0028046i,0.0017135+0.0015929i,0.0018632+0.0024559i,0.00094134-0.00054122i,-0.0005258-0.00066256i,0.00020777-0.001547i,0.0012417+0.0012642i,-0.00013383-0.0012341i,-0.00068747-0.0030539i,0.00048649-0.0011094i,0.00032159+0.00035635i,0.0012128-0.00052779i,0.00012832-0.00067798i,0.00079076-0.00029748i,-0.00024322+0.00042809i,-0.002163+0.00030893i,-0.0013152-0.0010877i,-0.00080846-5.8933e-05i,0.0002303-0.00086962i,-0.0025512-0.0012422i,-0.0043108-0.0034529i,0.00030724-0.0018811i,-0.00042886-0.00027205i,-0.00085264-0.00061685i,-0.0023033+0.0050869i,-0.00016524-0.0015285i,0.00075065-0.0014536i,-0.0011815+0.00065378i,5.6683e-05-0.0041933i,0.012192-0.0048161i,0.024309-0.0035882i,0.031732-0.019955i,0.0036547-0.030455i,0.0046932-0.0088723i,-0.0039511-0.029763i,0.020196-0.027031i,0.01362-0.024719i,0.013261-0.0075978i,0.018067-0.0019423i,-0.0044589-0.0013629i,0.0054206+0.0063975i,-0.0083872+0.011806i,-0.0036936-0.001278i,0.003474+0.0021245i,0.0095679+0.0021808i,-0.00088873-0.0013538i,0.0027947+0.0058837i,0.0025233-0.00031341i,0.00057692-0.0063504i,-0.0009075-0.0025102i,0.0019825+2.7528e-05i,-0.0093112-0.00093685i,0.0043707+0.0032971i,-0.0087546-0.0023715i,0.0020507+0.00054945i,0.00087172+0.004686i,-0.0010655+4.043e-05i,0.0019714-0.0055657i,-0.0023634+0.0015192i,0.0017861+0.0017009i,-0.0042905+0.0030483i,-0.00088293-0.00073107i,-0.001628+0.0033557i,6.7071e-05-0.00037658i,-0.0088554-0.006438i,0.002595+0.0007502i,-0.0025065+0.00063531i,-0.00080009+0.0024748i,0.0039389+0.0019825i,-0.00075333-0.0010037i,0.0010336-0.0018045i,-0.0024495-0.0037076i,0.0037239+0.0046872i,0.003326-0.000116i,0.018325-0.011799i,-0.020847+0.022271i,0.0078795+0.023211i,-0.0039778-3.3241e-05i,0.0048411-0.0061186i,0.0022483-0.001604i,-0.0018867+0.0073259i
0.012409-0.0083613i,0.01758-0.043238i,-0.023672-0.024812i,-0.011137-0.00094577i,-0.018635+0.0089206i,-0.023529+0.0087053i,-0.014641-0.012184i,0.00055461-0.038966i,-0.0080006-0.015457i,-0.0039801-0.0050453i,-0.00034561+0.0008531i,0.0015346+0.0012826i,0.00090715-0.00032617i,0.00032298+0.00024189i,0.00064428-0.00040998i,-0.0033457-0.0022542i,0.002796+0.00029111i,0.0026173+0.0015441i,0.00056458-0.0010389i,-0.00053885-0.00033308i,-0.0002866-0.0012717i,0.0020402+0.00072596i,-0.00025282-0.0011355i,-0.0013562-0.0027478i,7.0514e-05-0.001336i,0.00056121+0.00021291i,0.00084869-0.0007532i,-5.7384e-05-0.00060422i,0.00056589-0.00046859i,0.00019847+0.00075698i,-0.0019591+0.0012511i,-0.0014592-0.00073074i,-0.00067744+0.00020845i,-0.00013284-0.0008606i,-0.0026386+0.00019105i,-0.0044082-0.0021924i,-0.00062631-0.0016478i,-0.00058083+2.3928e-05i,-0.00066904-0.00039184i,-0.0005401+0.005785i,-0.00046855-0.0012737i,0.00027688-0.0015755i,-0.00035169+0.00096981i,-0.00022679-0.0036785i,0.010271-0.0069657i,0.02137-0.0061401i,0.02724-0.02335i,-0.0025271-0.029431i,0.0035551-0.011106i,-0.010824-0.027389i,0.01558-0.032229i,0.0093833-0.028409i,0.013407-0.0097626i,0.014716-0.0082249i,-0.006062+0.00080744i,0.0071196+0.003682i,-0.0035186+0.013778i,-0.00439+0.00024483i,0.0041544+0.0020263i,0.0089018-0.00028396i,-0.001631-0.0014064i,0.0037343+0.0071304i,0.0020355-0.0015115i,-0.0010746-0.0054712i,-0.0019944-0.001757i,0.0019643-0.00082773i,-0.0074877+0.0019926i,0.0055742+0.00081632i,-0.0086397+0.002201i,0.0015481+0.00061878i,0.0029091+0.0036019i,-0.0010372+0.00041518i,-0.001331-0.0062315i,-0.0018745+0.0013493i,0.00026887+0.00043129i,-0.0030462+0.0042842i,-0.0016719+9.4463e-05i,-0.0011236+0.0027675i,-0.00058352-0.00019703i,-0.01002-0.0029113i,0.0016782-0.00027353i,-0.0027488+0.0008504i,-1.1631e-05+0.0022173i,0.0040076+0.00035714i,-0.00022076-0.00084253i,0.0014664-0.0022827i,-0.0030637-0.0032606i,0.0054322+0.0040974i,0.0032921-0.00016553i,0.015553-0.014219i,-0.016793+0.028519i,0.0096516+0.020217i,-0.0076571+0.00078159i,0.0013171-0.0046477i,0.0022102-0.0022277i,-0.0024517+0.0062536i
0.010617-0.0099828i,0.010471-0.046415i,-0.026775-0.02055i,-0.011849+0.00068077i,-0.017378+0.011733i,-0.020835+0.012042i,-0.016609-0.0096842i,-0.0058375-0.039037i,-0.011381-0.014561i,-0.0047004-0.0034304i,9.1694e-05+0.0005114i,0.0021073+0.00046237i,0.0012194-0.00034189i,0.00088914-0.00035008i,0.00043198-0.00078891i,-0.0035117-0.0017089i,0.0033457-0.0025322i,0.002822+0.0006138i,-1.3434e-06-0.0011979i,-0.00023544-0.00015834i,-0.00065763-0.0010019i,0.0021494-0.00033171i,-0.00057163-0.0011289i,-0.0016952-0.0027159i,-0.00038515-0.0014582i,0.00067413-1.0369e-05i,0.00046662-0.00095824i,-0.00015033-0.00046587i,0.00039246-0.00045166i,0.00091082+0.00069887i,-0.0013709+0.0020495i,-0.0016512-0.0002887i,-0.00026061+0.00039223i,-0.00035215-0.00076317i,-0.0018306+0.00090821i,-0.0043947-0.0010582i,-0.00094121-0.0010322i,-0.00039528+0.00037641i,-0.00070808-0.0002825i,0.0017407+0.0051805i,-0.000598-0.0010828i,-0.00022907-0.0017473i,0.00037076+0.00064117i,-0.00016448-0.0037935i,0.0078749-0.0090845i,0.019604-0.0084455i,0.022749-0.026047i,-0.0078652-0.026131i,0.003023-0.012477i,-0.016209-0.022402i,0.0096881-0.036698i,0.0051153-0.032209i,0.013342-0.013376i,0.009542-0.011713i,-0.0059846+0.0041019i,0.0073774+0.00064357i,0.00083161+0.013625i,-0.0042628+0.002092i,0.005412+0.0014737i,0.0076317-0.0022385i,-0.0025742-0.0014261i,0.0065524+0.0074509i,0.0010505-0.001499i,-0.0021934-0.0043973i,-0.002589-0.00080704i,0.0018422-0.0015002i,-0.0059192+0.0037856i,0.0054198-0.0020262i,-0.0065611+0.0047601i,0.0022043+0.0010035i,0.0037608+0.00208i,-0.00092813+0.00037872i,-0.0047144-0.0054482i,-0.0021301+0.0015532i,-0.00058599+0.0011755i,-0.0014769+0.0049988i,-0.0015045+0.00094689i,-0.00080669+0.0035543i,-0.00079345-3.9291e-05i,-0.010188+0.00011784i,0.00069765-0.00067447i,-0.0032846+0.0016775i,0.00014795+0.0019318i,0.0040954-0.0021952i,-7.5523e-05-0.0014549i,0.001478-0.003108i,-0.003991-0.0025189i,0.0066084+0.0026172i,0.0035975-0.00045837i,0.012605-0.015988i,-0.0092924+0.032589i,0.011224+0.016882i,-0.010067+0.0035859i,-0.00013143-0.0015608i,0.0017327-0.0022774i,-0.0030987+0.0057363i
