-0.0090971-0.039652i,-0.013839-0.043058i,0.00065771-0.046216i,-0.02723-0.026783i,-0.020457+0.014265i,-0.033347-0.029883i,-0.060848-0.060156i,-0.023372-0.071688i,-0.039588-0.063223i,0.00061154+0.016041i,-0.006178+0.010087i,-0.013761+0.013671i,0.0018022+0.015111i,-0.0036522-0.0034595i,0.00070322+0.0064753i,0.0015537+0.037253i,0.017226+0.05583i,0.0010894-0.00046337i,-0.0051016-0.0078897i,0.0084644+0.0043117i,0.0014698+0.0010684i,-0.0012841+0.004132i,1.4804e-05-0.0012187i,-0.033956-0.010249i,-0.0025023-0.0068928i,-0.00013397+0.0045796i,0.0047936-0.00053158i,-3.8311e-05+0.00089587i,5.3417e-05-0.00096711i,-9.0848e-05-0.0027258i,-0.0016431-0.0052201i,-0.002093-0.0041799i,-0.00080779-0.0078651i,0.0032677-0.00099371i,0.0031251-0.0028724i,-0.0017439+0.03342i,0.0068229-0.0039744i,0.0036003-0.0023084i,0.0047507-8.2299e-05i,0.0099932+0.022361i,-6.8353e-05-9.3695e-05i,0.0083942-0.0024142i,0.005344-0.00027933i,-0.0033788+0.004107i,0.0029777+0.0013173i,-0.0029255+0.0064338i,0.0096916-0.087477i,-0.0079758-0.049706i,-0.026419-0.041162i,-0.021164-0.041411i,0.061667-0.019103i,0.025945-0.062314i,0.038278-0.04702i,0.028498-0.058219i,0.018008-0.015887i,0.0085575+0.01006i,0.023939-0.032096i,-0.0073501-0.0041442i,0.0027096-0.002965i,-0.0050067-0.0059307i,0.00011029-0.031746i,-0.023546+0.031378i,0.0073421-0.010699i,-0.010511-0.0015583i,-0.0050911-0.0010438i,-0.0006115-0.014182i,-0.0096632+0.0046005i,0.003573+0.007458i,-0.01043+0.031501i,0.0062808+0.0065833i,-0.0051415-0.0012794i,-0.0018882-0.0021626i,-0.011043-0.0078778i,0.00020973-0.0035608i,-0.029724-0.0037543i,0.0015682-0.012853i,-0.0087581-0.0022938i,-0.0062483-0.0022702i,0.0064285+0.001901i,-0.0093216+0.0017077i,0.0012465+0.00026259i,0.0058093+0.0087669i,0.0043932+0.00054989i,-0.009218-0.010278i,0.0030848+0.0085359i,-0.019583+0.0079431i,0.0063012+0.002339i,-0.029477-0.0072025i,-0.033904+0.0039335i,0.021936-0.070748i,0.012269-0.010553i,-0.04361-0.026768i,-0.023094-0.0031741i,0.018233+0.012198i,-0.025685+0.013096i,-0.011509-0.0069218i
0.0091446+0.016506i,0.038987-0.010207i,0.024662-0.032685i,-0.0027464-0.013051i,-0.0086773-0.016046i,-0.0090468-0.022647i,0.015193-0.016489i,0.028154-0.012851i,0.0077976-0.015083i,0.0071758-0.001782i,0.0019904-0.0029322i,-0.001833-0.0015707i,0.0015732-0.0026295i,-2.5343e-06-0.0017018i,-0.0019232-0.0014721i,0.005111-0.0047572i,-0.0052688+0.00042166i,-0.0021584-0.00063567i,0.0011293+0.00038808i,0.0012948+0.0013163i,0.00026483+0.0019813i,-0.00061048+0.00079041i,0.001538+0.0018621i,0.00024901+0.0023692i,-0.0015877+0.0010367i,-0.00056258+0.0013026i,-0.0010674+0.00032375i,0.00046012-0.0006082i,-0.0002145+0.00020224i,-0.00054404-0.00059478i,0.0015358+2.2727e-05i,0.0018995-0.00010464i,0.002078-0.00031548i,0.0002558-0.00058294i,0.0014284-2.6e-05i,0.0038353-0.0016041i,-0.0010763+0.0024724i,0.0001793+0.00022131i,-0.00021211-0.00017424i,-0.0010143-0.002173i,0.0022204+0.00067853i,0.0017632+0.00085583i,0.0052816-0.0085354i,0.0022387+0.00079389i,0.0091964+0.014009i,0.016907+0.02433i,0.042695+0.016554i,0.026898+0.0023545i,0.0008641-0.016708i,0.018835-0.0032139i,0.022656+0.014742i,0.01734+0.017573i,0.018675+0.025504i,-0.0045076+0.032636i,0.0014433-0.0053239i,0.0017648-0.0036778i,0.0049186-0.0059312i,0.0087247-0.0014772i,0.0014463+0.0042776i,-0.010358+0.0081491i,-0.0049982-0.0077739i,0.0031639+0.014637i,-0.0028027-0.0021814i,0.00063299+0.0019272i,-0.00087063+0.0011606i,0.0017114-0.0035797i,0.0062377-0.002558i,-0.0038686-0.00061408i,0.004583-0.001327i,-0.0066333+0.00052931i,-0.0014634+0.001036i,0.00025535+9.1072e-05i,-0.0057628-0.0018218i,-0.0037102-0.0025568i,-0.013869-0.010247i,0.0032706-0.0027511i,-0.0033958+0.0011992i,-0.0012525+0.0013551i,-0.0043656+0.0030807i,0.0054532+0.0016065i,-0.0083368-0.0019213i,-0.00078761-0.0050038i,-0.0024511-0.00052473i,-0.0055645-0.00022944i,0.005027-0.004513i,0.0033642+0.0019575i,0.0020881-0.0023148i,0.0039192+0.0099256i,0.0053491+0.0018748i,0.029794+0.022203i,-0.02223-0.0018522i,-0.025996+0.015587i,-0.0054226+0.013714i,0.0011511+0.0006184i,0.0057183-0.0076086i,-0.0088607+0.0032169i
0.011251+0.015216i,0.036623-0.016524i,0.01814-0.035983i,-0.0054232-0.011714i,-0.012547-0.014634i,-0.012404-0.020496i,0.010495-0.020014i,0.025594-0.016699i,0.0048575-0.015143i,0.0062115-0.0037533i,0.00095565-0.0036238i,-0.0019987-0.00067388i,0.00032024-0.0025575i,-0.00019362-0.0014789i,-0.0020776-0.00092715i,0.0042441-0.005936i,-0.0039658+0.0023237i,-0.0023926-0.00022455i,0.00084111+4.5638e-05i,0.0016252+0.00076918i,0.00087773+0.0020612i,-0.00033919+0.0012424i,0.0021356+0.0012697i,0.0014414+0.0024877i,-0.00068356+0.0016017i,0.00012323+0.0012719i,-0.00065831+0.00077922i,0.00042307-0.00043172i,-7.6332e-05+0.00051339i,-0.00033695+2.6222e-05i,0.0013299-0.00077556i,0.0019123-0.00077877i,0.0019058-0.0012697i,4.2317e-05-0.00045335i,0.0018784-0.00079185i,0.0033401-0.0025722i,-0.000353+0.0032972i,0.00019626-0.00018026i,4.63e-05+0.00014231i,-0.0022-0.002598i,0.0022223-0.00014557i,0.001742+5.9358e-05i,0.0017969-0.0079756i,0.0033454+0.00019861i,0.011494+0.012186i,0.020105+0.021746i,0.043605+0.009849i,0.026814-0.0034824i,-0.0030912-0.013251i,0.020878-0.0073832i,0.026407+0.0094557i,0.021352+0.0097723i,0.020527+0.015365i,0.0029674+0.029284i,-0.00032787-0.0052582i,-0.0011724-0.0035045i,0.0023431-0.0077596i,0.0063364-0.0040354i,0.0023128+0.0034243i,-0.0052584+0.011631i,-0.0059591-0.0039868i,0.0057003+0.012699i,-0.0037994-0.0009386i,0.0015586+0.0022933i,0.00027254+0.0014419i,-0.00035185-0.0035716i,0.0059539-0.0060226i,-0.0042738+0.00029681i,0.0045635-0.0036315i,-0.0053905+0.0032791i,-0.0016742+0.00012884i,-5.4757e-05-0.00060866i,-0.0052656+0.0015775i,-0.0039254-0.0014577i,-0.015124-0.0037542i,0.0014593-0.0037122i,-0.0020505+0.0018338i,-0.0014195+0.00079934i,-0.0027269+0.0043788i,0.0066678-0.00051316i,-0.0081094+0.0016358i,-0.0023232-0.0043341i,-0.0021044-0.00017219i,-0.0048546+0.0017426i,0.002054-0.0048237i,0.0039977+0.00047163i,0.0015971-0.0025521i,0.0065458+0.0076723i,0.0042204+0.0009477i,0.030095+0.014405i,-0.021451+0.002737i,-0.024126+0.022068i,-0.0029269+0.011339i,0.0023312+0.0033998i,0.0030472-0.0072378i,-0.010399+0.0049428i
0.013773+0.013198i,0.032722-0.022689i,0.010959-0.037766i,-0.0071582-0.0098581i,-0.016279-0.012363i,-0.015441-0.01782i,0.0054054-0.022124i,0.022993-0.020408i,0.0023712-0.015016i,0.0044207-0.0050045i,-0.00050326-0.0040314i,-0.0018084+0.00018773i,-0.00060544-0.0019217i,-0.00027934-0.0013485i,-0.0023743-0.00023079i,0.0030538-0.0067504i,-0.0020797+0.0029644i,-0.0031785+0.00034505i,0.00050489+0.00014823i,0.0016708-4.1664e-06i,0.0015708+0.0015731i,-0.0001465+0.0012894i,0.0024177+0.00043757i,0.002568+0.001659i,0.00050974+0.0015849i,0.00061291+0.00099279i,-6.8245e-05+0.00087255i,0.00031968-0.000332i,-8.4928e-05+0.00079148i,0.00011898+0.00013886i,0.00082347-0.0013345i,0.0014695-0.0015562i,0.00034271-0.0024553i,-1.7314e-05-0.00020768i,0.0016431-0.0021712i,0.0024718-0.0034182i,0.0012654+0.0040541i,0.00019873-0.0001392i,0.00029159-9.7958e-05i,-0.0034513-0.0019946i,0.0018869-0.001001i,0.0014353-0.00053593i,-0.00032517-0.006892i,0.0037569-0.0010937i,0.013496+0.0095206i,0.024123+0.018396i,0.043939+0.0030227i,0.025201-0.0088999i,-0.0047079-0.0093445i,0.022077-0.012598i,0.028407+0.002984i,0.023718+0.0026875i,0.018549+0.0075746i,0.0080638+0.026221i,-0.0023139-0.004391i,-0.0036452-0.0017713i,-0.0014491-0.0084009i,0.0030363-0.0050185i,0.0023116+0.0025633i,-0.0004208+0.011974i,-0.0053131-0.0011005i,0.0069788+0.0096926i,-0.0043477+0.0019144i,0.0026376+0.0020876i,0.00088104+0.00096871i,-0.0017886-0.0024664i,0.0040401-0.0078292i,-0.0038152+0.0014056i,0.0034959-0.0053069i,-0.0025986+0.0043538i,-0.0020032+1.8036e-05i,-0.00061765-0.00060779i,-0.003577+0.0034447i,-0.0035159-0.00023344i,-0.013839+0.0015724i,7.4627e-05-0.0041529i,-0.0010405+0.0018734i,-0.0015352+0.0010409i,-0.00062746+0.0043481i,0.0068046-0.0033965i,-0.0064097+0.0044621i,-0.0037289-0.0031585i,-0.0020889-0.00015291i,-0.0035189+0.002782i,0.00063525-0.0040703i,0.0038148-0.00089384i,0.0014367-0.0028161i,0.0069118+0.0038682i,0.0032266+0.00065872i,0.029736+0.0085375i,-0.019164+0.0063677i,-0.018984+0.02834i,-0.0023528+0.0093663i,0.0051553+0.0042881i,0.00076145-0.0051331i,-0.010147+0.0074234i
0.015611+0.010277i,0.027821-0.027444i,0.0042661-0.0383i,-0.0079681-0.008417i,-0.019188-0.0085763i,-0.017868-0.014832i,-1.1288e-05-0.02269i,0.019566-0.024299i,0.00055639-0.014534i,0.0027259-0.0055806i,-0.0022947-0.0031833i,-0.001214+0.00054062i,-0.0008822-0.0010915i,-0.0004445-0.0015163i,-0.0021617+0.00081312i,0.001569-0.0067873i,-0.0010427+0.0028569i,-0.0032208+0.0023654i,0.00067823+0.00051978i,0.0013334-0.0006667i,0.0020843+0.00083087i,-0.00013637+0.0014224i,0.0022329-0.00032379i,0.0032183+3.9665e-05i,0.0014305+0.00090917i,0.00086841+0.00067982i,0.00016895+0.0011036i,0.00043311-0.00027753i,0.00039939+0.00071458i,0.00024099-0.00010659i,0.00029675-0.0016462i,0.00067502-0.0019006i,-0.00055347-0.0018256i,4.216e-05-0.00027074i,0.00021952-0.00332i,0.0013643-0.0040267i,0.0035124+0.0012663i,0.00026878-9.9841e-05i,0.00032121-0.00033027i,-0.0043919-0.0009932i,0.0011678-0.0014048i,0.00095582-0.00077127i,-0.0017591-0.0057019i,0.0033055-0.0020482i,0.014723+0.006075i,0.027876+0.013031i,0.043294-0.0036744i,0.022676-0.013145i,-0.0037631-0.0053064i,0.021342-0.019332i,0.028929-0.0036539i,0.024738-0.0054229i,0.016038+0.0025404i,0.013666+0.022094i,-0.0033734-0.002612i,-0.0048702+0.00092641i,-0.0057221-0.0075272i,0.00062864-0.004538i,0.0021502+0.0023823i,0.0033698+0.010916i,-0.0039291+0.00071853i,0.0071316+0.0065252i,-0.0016603+0.0044606i,0.0040112+0.0013588i,0.0015644+0.00053851i,-0.0024865-0.0011295i,0.0017314-0.0094378i,-0.0029148+0.0020747i,0.0020898-0.006691i,-0.0007182+0.003649i,-0.0025632+0.00023146i,-0.00073714-0.00038693i,-0.0014694+0.0047652i,-0.0029871+0.00044569i,-0.010929+0.0059999i,-0.0016445-0.0045871i,-6.4495e-05+0.0014306i,-0.0014553+0.0010441i,0.00070798+0.0031708i,0.0055034-0.0064033i,-0.0032605+0.0061563i,-0.0039151-0.0015476i,-0.0023209+0.00018316i,-0.0026597+0.0035675i,-0.00031836-0.0036525i,0.0030202-0.0017059i,0.0012099-0.003593i,0.005254+0.0023032i,0.0027571+0.00077323i,0.028965+0.0029469i,-0.016984+0.0073069i,-0.011077+0.03121i,-0.0016273+0.00893i,0.0075371+0.0037128i,0.00060889-0.0027784i,-0.008716+0.0094864i
0.016607+0.0069577i,0.022237-0.030955i,-0.0021377-0.037743i,-0.0090978-0.0075789i,-0.020208-0.0044963i,-0.019738-0.011583i,-0.0049655-0.021789i,0.015305-0.027291i,-0.00063926-0.014499i,0.00099338-0.0054719i,-0.0029534-0.0015208i,-0.00095825+0.00066734i,-0.00083683-0.00047886i,-0.0011286-0.0012438i,-0.0012941+0.0016025i,-7.7015e-05-0.0066437i,-8.8063e-05+0.0030292i,-0.0018171+0.0036606i,0.0010267+0.00033648i,0.00070669-0.0010932i,0.0021336-2.3276e-05i,0.00025576+0.0015239i,0.0019008-0.00095473i,0.0026197-0.0017087i,0.0015351-0.00021895i,0.001027+0.00032875i,0.0006914+0.0012215i,0.00048502-0.00044998i,0.00073917+0.00034994i,4.3246e-05-0.00025004i,-0.00034976-0.0017187i,-5.683e-05-0.0018854i,-0.0014152-0.001749i,-0.00010714-0.00021856i,-0.0018182-0.0027556i,0.00032793-0.0042052i,0.0028012+0.00013996i,0.0002443-0.00031734i,0.00044103-0.00079059i,-0.0049906+0.00044951i,0.00047545-0.0015501i,0.00059232-0.00074475i,-0.0027353-0.0043841i,0.0027229-0.0026385i,0.015686+0.0024758i,0.029706+0.0064444i,0.041579-0.010408i,0.023041-0.015957i,-0.00042024-0.0024239i,0.017999-0.026037i,0.027692-0.0096979i,0.022643-0.013315i,0.012612+8.5934e-05i,0.018097+0.016411i,-0.0032344-0.0018272i,-0.0045013+0.0042299i,-0.0096786-0.0040966i,-0.0010025-0.0037442i,0.0023006+0.0023065i,0.0058615+0.0090867i,-0.0021771+0.0013192i,0.0058675+0.0047289i,0.0015324+0.0035341i,0.0053052-0.00041426i,0.0019739-0.00038057i,-0.0022862+0.00079949i,-0.0015959-0.010833i,-0.0025493+0.002911i,0.00019186-0.0078217i,-0.00029723+0.0030843i,-0.0029757+0.0010323i,-0.00080927-0.00026823i,0.001906+0.0049078i,-0.0026164+0.0004184i,-0.0063453+0.0085927i,-0.0045411-0.0038961i,0.00025708+0.00065234i,-0.0014137+0.0012378i,0.0012938+0.0019247i,0.0030513-0.0089183i,-0.00019258+0.00589i,-0.0032483-0.00067141i,-0.00196+0.00074534i,-0.0013134+0.0047407i,-0.0013465-0.0027304i,0.0022434-0.002021i,7.4868e-05-0.0040495i,0.0041091+0.0019161i,0.002751+0.000649i,0.027225-0.0019227i,-0.018096+0.0071689i,-0.0042702+0.030143i,-8.7803e-05+0.0074095i,0.0086896+0.0018114i,0.0012681-0.0015871i,-0.0061849+0.010834i
0.016935+0.0037967i,0.016674-0.033251i,-0.0080924-0.036256i,-0.010106-0.006209i,-0.02053-0.00096871i,-0.020836-0.0081621i,-0.0089695-0.020168i,0.01101-0.029859i,-0.0018014-0.015186i,-0.00035631-0.0046865i,-0.0026386-0.00017741i,-0.0005952+0.0010314i,-0.00065691+7.7481e-05i,-0.0013265-0.00043268i,-0.00037805+0.0016179i,-0.0018657-0.0058553i,0.0010699+0.0027359i,-0.00011012+0.0039571i,0.0011262+5.0249e-05i,0.00012104-0.001066i,0.0017777-0.0008037i,0.00065114+0.0014272i,0.0013167-0.0014894i,0.0014624-0.0026331i,0.00097429-0.00087582i,0.0010241+1.9087e-05i,0.00138+0.0010344i,0.00030026-0.0005981i,0.00086353+0.00036516i,-0.00019369-5.6792e-05i,-0.00099441-0.0014445i,-0.00076167-0.0016478i,-0.0011698+3.1083e-05i,5.386e-05-0.00018618i,-0.0024017-0.0016001i,-0.00063821-0.0041634i,0.0028408-0.00042171i,1.5362e-05-0.00033017i,-0.00016423-0.0016213i,-0.0050814+0.0022917i,-7.3991e-05-0.0012515i,0.00048738-0.0006878i,-0.0032933-0.0029196i,0.0021558-0.0031967i,0.015316-0.0019246i,0.029741-0.00023479i,0.038871-0.016746i,0.01628-0.024391i,0.004515-0.0033892i,0.011901-0.031311i,0.025949-0.014829i,0.019031-0.018988i,0.010715+0.00022326i,0.020407+0.0095825i,-0.0036773-0.0014618i,-0.0020736+0.0067383i,-0.011572+0.00058704i,-0.0024402-0.002858i,0.002428+0.0022105i,0.007466+0.0067179i,-0.00090278+0.00065261i,0.0048374+0.0038978i,0.0020285+0.0019436i,0.0050227-0.0028834i,0.0018176-0.0019012i,-0.00027501+0.0020249i,-0.0065006-0.009252i,-0.0011766+0.0045247i,-0.003736-0.0085095i,0.00097534+0.0031147i,-0.0030235+0.002414i,-0.00082338-0.00010407i,0.0052921+0.0016575i,-0.0024522+0.00057762i,-0.0013231+0.0079928i,-0.0055133-0.0030419i,0.00020011-9.4961e-05i,-0.0016262+0.0013363i,0.0014691+0.00083681i,-0.00078859-0.010516i,0.0026018+0.0041991i,-0.002899-0.00045335i,-0.0018456+0.0011299i,0.001338+0.0047823i,-0.0011868-0.0014799i,0.0015194-0.002039i,-0.0011713-0.0037464i,0.0035327+0.0017389i,0.0024113+0.00033052i,0.024811-0.0054767i,-0.020199+0.010177i,0.00060813+0.027762i,0.00061128+0.0046786i,0.0091212-0.00021222i,0.001787-0.0015745i,-0.0033454+0.010542i
0.016704+0.00050876i,0.011098-0.034602i,-0.013664-0.033837i,-0.010629-0.0049909i,-0.020295+0.0026686i,-0.021425-0.004819i,-0.012477-0.018285i,0.0059694-0.03221i,-0.003726-0.01652i,-0.0008384-0.0039314i,-0.0020164+0.00075441i,5.4422e-05+0.0012936i,-0.00014891+0.0004859i,-0.00099158+0.00020607i,0.00028769+0.0014362i,-0.0027701-0.0045368i,0.0019365+0.0019431i,0.0015167+0.0036143i,0.0011683-0.00013878i,-0.00024248-0.0008068i,0.0012096-0.001471i,0.00095249+0.0014278i,0.00067562-0.0015262i,0.00024015-0.0028753i,0.00056124-0.0011167i,0.00097122-0.00024267i,0.0018298+0.00032994i,0.00011919-0.00065674i,0.00076958+0.0001174i,-0.00017796+0.00021773i,-0.0014195-0.00099838i,-0.0013073-0.001122i,-0.00087904-0.00036834i,9.6169e-05-0.00025891i,-0.0025936-0.00095183i,-0.0014867-0.0039663i,0.0033365-0.0010792i,-0.00015636-0.00013525i,-0.0010994-0.0014109i,-0.0040735+0.0042814i,-0.00037847-0.0010906i,0.00037694-0.00070885i,-0.0032662-0.0016454i,0.0012804-0.0034966i,0.013266-0.0056433i,0.028056-0.0065145i,0.034923-0.022414i,0.0097146-0.026462i,0.0070954-0.0072976i,0.0046959-0.034138i,0.024053-0.019998i,0.015616-0.024039i,0.011148+0.00038106i,0.021216+0.0030299i,-0.0048549-0.00096834i,0.0011414+0.0072724i,-0.010892+0.006041i,-0.0033359-0.0015168i,0.0027876+0.0021751i,0.0077417+0.0053163i,-0.00081922-9.0069e-05i,0.0034473+0.0036634i,0.0024725+0.0013063i,0.003138-0.0046773i,0.00023225-0.0027848i,0.0013859+0.0013176i,-0.0087681-0.0048638i,0.0016502+0.00458i,-0.0075125-0.0057771i,0.0020093+0.0020395i,-0.0025625+0.0037806i,-0.00071716-0.00010894i,0.0050863-0.0028517i,-0.0024806+0.0010072i,0.0014908+0.0048637i,-0.0052034+0.00051626i,-0.00033362-0.00079957i,-0.0017716+0.0020542i,0.0010485-0.0003319i,-0.0055962-0.0096384i,0.0028798+0.0014949i,-0.0029986-0.00029968i,-0.0014114+0.0017292i,0.0033562+0.0034522i,-0.00065829-0.001378i,0.001142-0.0015738i,-0.0018806-0.0032016i,0.0029712+0.0020563i,0.0021099+0.0001402i,0.023755-0.0084442i,-0.020195+0.015199i,0.0045464+0.024595i,-0.00037283+0.0017125i,0.00852-0.0033904i,0.0016829-0.0010973i,-0.0017935+0.0088052i
0.015537-0.0024025i,0.0058825-0.035227i,-0.018755-0.030479i,-0.011115-0.0042203i,-0.019078+0.0059143i,-0.021432-0.0015841i,-0.015732-0.015803i,0.00011568-0.033393i,-0.0068072-0.017357i,-0.00093345-0.0036064i,-0.0010986+0.0013802i,0.000795+0.0011196i,0.00044304+0.00062863i,-0.00050795+0.0005096i,0.00083317+0.0010583i,-0.003189-0.0034564i,0.0024535+0.0012709i,0.0026853+0.0025326i,0.001155-0.00058199i,-0.00030114-0.00052081i,0.00037183-0.0016937i,0.0014843+0.0012566i,0.00023235-0.0014488i,-0.0006976-0.0026242i,9.6316e-05-0.0012463i,0.00085923-0.00056408i,0.0017616-0.00038514i,1.2793e-05-0.00065714i,0.00057177-5.7214e-05i,-0.0001194+0.00038597i,-0.0017492-0.00039581i,-0.0013631-0.0005333i,-0.00096137-0.0003333i,9.4975e-06-0.00044667i,-0.0030161+7.0044e-05i,-0.0021834-0.0032667i,0.0031174-0.0018371i,-0.00017859+2.4356e-05i,-0.0011363-0.00050726i,-0.0026849+0.0055271i,-0.00065579-0.00081966i,0.00015442-0.00081635i,-0.002692-0.00053149i,0.00037464-0.0032352i,0.010719-0.0080582i,0.024835-0.011589i,0.030213-0.026814i,0.0036035-0.026472i,0.0072458-0.010967i,-0.0029607-0.034864i,0.021354-0.025579i,0.011215-0.028595i,0.012951-0.00082842i,0.020495-0.0042982i,-0.0061824+0.00038841i,0.003924+0.0060822i,-0.0075371+0.0099971i,-0.0036794-0.00032796i,0.0030366+0.0019724i,0.0088079+0.0039184i,-0.001115-0.00020504i,0.0029298+0.004697i,0.0031896-4.3923e-05i,0.00095754-0.0050462i,-0.00099073-0.0024742i,0.0020145+0.00013902i,-0.0086505-0.0011833i,0.0038706+0.0030632i,-0.0086221-0.0016826i,0.0018705+0.0010456i,-0.00067246+0.004794i,-0.0010028-0.00017368i,0.0021101-0.0058129i,-0.0020737+0.001319i,0.0015977+0.0017763i,-0.0046615+0.0025042i,-0.0013697-0.00097853i,-0.0013205+0.002196i,2.3339e-05-0.00070308i,-0.0087473-0.0064869i,0.002026-0.00011892i,-0.0029855-5.4824e-05i,-0.00058972+0.0018656i,0.0041453+0.0014016i,-0.00065848-0.0010709i,0.00166-0.0012334i,-0.0022819-0.0023923i,0.0035129+0.0019521i,0.0015927+0.00012562i,0.021672-0.011998i,-0.018534+0.020085i,0.0065518+0.021507i,-0.00336-0.00020226i,0.0048739-0.0048245i,0.0023486-0.0011173i,-0.0018257+0.0072006i
0.014267-0.0046969i,0.00073292-0.035487i,-0.022892-0.026129i,-0.011945-0.0034844i,-0.017739+0.0082265i,-0.02105+0.0016916i,-0.018209-0.012791i,-0.0055831-0.032973i,-0.010313-0.017067i,-0.0011973-0.0034522i,2.8792e-05+0.0013067i,0.0012405+0.00077437i,0.0010373+0.00060049i,-2.5608e-05+0.00069551i,0.0010543+0.00051228i,-0.0031463-0.0028843i,0.0034766+7.7306e-06i,0.0031919+0.0011586i,0.00075178-0.0010025i,-0.00018819-0.00029479i,-0.00024564-0.001513i,0.0022105+0.00058998i,-5.0593e-05-0.0014145i,-0.0012532-0.0021996i,-0.00041908-0.0014219i,0.00063964-0.00084558i,0.0013828-0.0008949i,-0.00011175-0.00054422i,0.00052144-0.00014831i,7.2804e-05+0.00066235i,-0.001858+0.00031081i,-0.0012969-0.00013944i,-0.00093013-2.6928e-05i,-0.00024985-0.00035014i,-0.0025784+0.0014308i,-0.0025463-0.0024807i,0.001747-0.0023529i,-0.00019144+0.00018339i,-0.00068272-0.00029421i,-0.00067189+0.0067788i,-0.0005619-0.00060319i,-2.8616e-05-0.00079697i,-0.0018913+0.00014371i,0.00014038-0.0029868i,0.0086215-0.0096001i,0.021446-0.014589i,0.025444-0.030171i,-0.0013678-0.025141i,0.0056892-0.01413i,-0.010442-0.032868i,0.016875-0.030891i,0.00604-0.031792i,0.014595-0.0030876i,0.016521-0.010313i,-0.0071596+0.0027722i,0.0056229+0.0039398i,-0.0032165+0.012071i,-0.0040316+0.00098488i,0.0034879+0.0019614i,0.0095752+0.0014147i,-0.0011709-0.00041025i,0.0036916+0.0060139i,0.002487-0.0014522i,-0.00047829-0.0044666i,-0.0020645-0.0017235i,0.0020283-0.00076612i,-0.0071783+0.00158i,0.004924+0.00083448i,-0.0081863+0.0026895i,0.0014894+0.00089021i,0.0014814+0.0043676i,-0.0011054+0.00016986i,-0.0012639-0.006388i,-0.0018042+0.00067373i,0.00024005+0.00033593i,-0.0037992+0.0040259i,-0.002358-0.00022067i,-0.0010201+0.002238i,-0.00065738-0.00046692i,-0.010013-0.0030514i,0.00095873-0.00084016i,-0.0033676+0.00019924i,0.00013119+0.0015773i,0.0043023-0.00048042i,-0.00027411-0.00082971i,0.0024124-0.0016478i,-0.0027067-0.0020471i,0.0033662+0.0023106i,0.0014194+0.00057451i,0.019309-0.014838i,-0.015049+0.02571i,0.0081885+0.018943i,-0.0068455+0.00044681i,0.0020286-0.0033423i,0.0022961-0.0018713i,-0.0023039+0.0061394i
0.013049-0.0066672i,-0.0045388-0.035567i,-0.026001-0.02204i,-0.012897-0.0022491i,-0.016395+0.010895i,-0.019817+0.0048398i,-0.019913-0.0095237i,-0.01113-0.03233i,-0.013891-0.0157i,-0.0013026-0.0036877i,0.00067408+0.00070461i,0.0016684+0.00015003i,0.0015784+0.00042064i,0.00070979+0.00042729i,0.0010234+3.6916e-05i,-0.0033034-0.0023858i,0.0031457-0.0015879i,0.0031374+1.2038e-05i,0.00063286-0.0010073i,8.5249e-05-0.00027025i,-0.00077553-0.0012033i,0.0022426-0.0003949i,-0.0005005-0.0013449i,-0.0013923-0.0019975i,-0.00091824-0.0012574i,0.00031401-0.0010382i,0.0009198-0.0013668i,-0.00015423-0.00032047i,0.00060587-0.00013362i,0.00059919+0.00070934i,-0.001655+0.00099266i,-0.0012089+0.0002486i,-0.0007292+0.00022776i,-0.00023247-0.00022041i,-0.0014777+0.001958i,-0.0027706-0.0018735i,0.00062654-0.0021908i,-2.0121e-05+0.000368i,-0.00068558-0.00033652i,0.0020493+0.006449i,-0.0005024-0.00052267i,-0.00027342-0.00080018i,-0.0011622+4.3505e-05i,-0.00011194-0.0031815i,0.0061984-0.011159i,0.018972-0.017047i,0.020578-0.032595i,-0.005537-0.022698i,0.0042446-0.016083i,-0.016955-0.028381i,0.011402-0.035246i,0.001137-0.034696i,0.016099-0.007271i,0.01125-0.013749i,-0.0066025+0.0061438i,0.0062506+0.0014549i,0.00096294+0.01193i,-0.0039389+0.0023329i,0.0044696+0.0014923i,0.0088705-0.00097862i,-0.0018068-0.00066461i,0.0062335+0.0064638i,0.0014919-0.0014432i,-0.0015306-0.0037363i,-0.0024836-0.00059375i,0.0020083-0.0015748i,-0.0057464+0.003312i,0.0048426-0.0016603i,-0.0054726+0.0048489i,0.0019952+0.0012965i,0.0027608+0.0032039i,-0.0010148+0.00019122i,-0.0041589-0.0055784i,-0.0020503+0.0012447i,-0.00065846+0.00068778i,-0.0020064+0.0050112i,-0.0023865+0.0009982i,-0.00063747+0.0026402i,-0.00099697-0.00018913i,-0.010318+1.3854e-05i,-0.000213-0.00090118i,-0.0040837+0.001208i,0.00022302+0.0011526i,0.0036293-0.0027516i,-0.00016585-0.0015335i,0.0027698-0.0026937i,-0.0031918-0.0013237i,0.0042567+0.0021324i,0.0018731+0.0010528i,0.016484-0.017325i,-0.0082206+0.029271i,0.0096035+0.016045i,-0.0090224+0.0027895i,0.0008203-0.00095242i,0.0014713-0.0022014i,-0.0030589+0.005591i
